
[00:00:00.000 --> 00:00:05.520]  各位網友 我們先回到立法會的主題
[00:02:24.100 --> 00:02:32.340]  聖誕節前四個主日開始是章林節
[00:02:32.340 --> 00:02:35.500]  章林節之前的主日
[00:02:35.500 --> 00:02:42.840]  就是慶祝耶穌基督再來的君王
[00:02:42.840 --> 00:02:48.180]  那個就是全年最後的一個主日
[00:02:48.180 --> 00:02:54.300]  上半的主日從耶穌基督要來到祂降生
[00:02:54.300 --> 00:02:59.980]  到祂出來傳道 到祂受死 復活
[00:02:59.980 --> 00:03:06.420]  聖天 聖靈降臨 三一主日
[00:03:06.420 --> 00:03:10.580]  上半年從11月到5月
[00:03:10.580 --> 00:03:14.500]  教會的崇拜是按著福音書
[00:03:14.500 --> 00:03:19.740]  耶穌的生平來讀聖經的
[00:03:19.740 --> 00:03:22.860]  每一年跟一本福音書
[00:03:22.860 --> 00:03:27.280]  通常跟三本 三年就是一個循環
[00:03:27.280 --> 00:03:29.940]  你說為什麼漏了約翰福音呢?
[00:03:29.940 --> 00:03:31.940]  這個就無從稽考
[00:03:31.940 --> 00:03:37.660]  可能是參考猶太會堂的傳統
[00:03:37.660 --> 00:03:41.900]  猶太會堂的傳統比起教會的傳統
[00:03:41.900 --> 00:03:48.420]  還要早500年更長的歷史
[00:03:48.420 --> 00:03:50.140]  你說下半年呢?
[00:03:50.140 --> 00:03:54.500]  從5月到11月來到今天
[00:03:54.500 --> 00:03:56.860]  差不多是結束了
[00:03:56.860 --> 00:04:01.700]  下半年就不會跟著福音書
[00:04:01.700 --> 00:04:06.700]  基督的生平來讀聖經
[00:04:06.700 --> 00:04:12.780]  而是會參考其他的耶穌的教訓
[00:04:12.780 --> 00:04:17.540]  好像剛才讀到馬可福音裏面
[00:04:17.540 --> 00:04:22.420]  關於這個星期講的是文氏、巴厘塞人
[00:04:22.420 --> 00:04:26.100]  下個星期大家會讀到十三章
[00:04:26.100 --> 00:04:31.620]  主再來末世的情況等等
[00:04:31.620 --> 00:04:35.220]  所以下半年比較自由
[00:04:35.220 --> 00:04:38.540]  可以選擇不同的經課
[00:04:38.540 --> 00:04:40.540]  你明白這個傳統
[00:04:40.540 --> 00:04:45.420]  你就知道其實主日崇拜回來
[00:04:45.420 --> 00:04:49.060]  不只是聽道的 是讀聖經的
[00:04:49.060 --> 00:04:51.620]  讀聖經 你說我平時有讀
[00:04:51.620 --> 00:04:54.660]  感謝神 因為今天教育普及
[00:04:54.660 --> 00:04:56.140]  你識字了
[00:04:56.140 --> 00:04:59.620]  印刷普及 你買到一本聖經了
[00:04:59.620 --> 00:05:01.620]  以前哪有的?
[00:05:01.620 --> 00:05:04.300]  就算給你一本手抄本
[00:05:04.300 --> 00:05:05.660]  你都不懂得看
[00:05:05.660 --> 00:05:07.380]  今天我都不懂得看
[00:05:07.380 --> 00:05:10.620]  雖然知識不懂得解
[00:05:10.620 --> 00:05:19.900]  所以崇拜其實是以神的話為中心
[00:05:19.900 --> 00:05:23.820]  不只是敬拜讚美
[00:05:23.820 --> 00:05:26.460]  不只是我們來唱詩
[00:05:26.460 --> 00:05:28.860]  不是我們來奉獻
[00:05:28.860 --> 00:05:31.300]  是我們來到神的面前
[00:05:31.300 --> 00:05:34.860]  領受祂的說話
[00:05:34.860 --> 00:05:38.780]  神的說話是在聖經記載
[00:05:38.780 --> 00:05:43.900]  所以我們要將神的話藏在心裡
[00:05:43.900 --> 00:05:45.820]  我不記得這麼多
[00:05:45.820 --> 00:05:47.660]  是啊 十六歲之後
[00:05:47.660 --> 00:05:50.220]  我們的記性就衰退了
[00:05:50.220 --> 00:05:52.860]  所以考會考 考DSE
[00:05:52.860 --> 00:05:54.860]  十六歲就要考了
[00:05:54.860 --> 00:05:59.340]  不是要我們背誦聖經
[00:05:59.340 --> 00:06:03.380]  是要我們浸淫在聖經
[00:06:03.380 --> 00:06:05.380]  神的說話裡面
[00:06:05.380 --> 00:06:07.020]  怎樣浸淫?
[00:06:07.020 --> 00:06:10.820]  每個禮拜你回來崇拜
[00:06:10.820 --> 00:06:13.820]  你讀不同的經課
[00:06:13.820 --> 00:06:17.340]  講到的時候解釋給你聽
[00:06:17.340 --> 00:06:23.900]  然後你平時溫習、靈修、查經
[00:06:23.900 --> 00:06:30.460]  都是將神的話藏在我們的心中
[00:06:30.460 --> 00:06:33.100]  當我們有需要的時候
[00:06:33.100 --> 00:06:37.380]  聖靈會提醒我們
[00:06:37.380 --> 00:06:39.580]  我們時時都以為聖靈感動
[00:06:39.580 --> 00:06:42.380]  我們就會見到很奇怪的異象
[00:06:42.380 --> 00:06:49.340]  不是 聖靈感動是用聖經的說話提醒你
[00:06:49.340 --> 00:06:53.620]  所以你心裡有沒有神的話
[00:06:53.620 --> 00:06:57.780]  如果沒有 聖靈怎樣提醒你?
[00:06:57.780 --> 00:07:00.820]  所以相輔相成
[00:07:00.820 --> 00:07:04.500]  神的真道和神的聖靈
[00:07:04.500 --> 00:07:08.180]  在我們信徒的生命當中
[00:07:08.180 --> 00:07:13.260]  成為我們腳前的燈 路上的光
[00:07:13.260 --> 00:07:14.780]  哦 我知道了
[00:07:14.780 --> 00:07:17.700]  我一年就讀完整本聖經
[00:07:17.700 --> 00:07:22.100]  這叫做「水過鴨背」
[00:07:22.100 --> 00:07:25.820]  Water of the duck
[00:07:25.820 --> 00:07:29.340]  你讀完了 你告訴自己讀完了
[00:07:29.340 --> 00:07:31.860]  其實你什麼都還沒有讀到
[00:07:31.860 --> 00:07:34.820]  不要急 不要急
[00:07:34.820 --> 00:07:36.020]  我們上禮拜堂
[00:07:36.020 --> 00:07:39.860]  我們參加主日崇拜是一生的事
[00:07:39.860 --> 00:07:42.540]  一生 每一個星期
[00:07:42.540 --> 00:07:47.420]  我們將神的道藏在心中
[00:07:47.420 --> 00:07:52.860]  所以這個是教會編排主日崇拜
[00:07:52.860 --> 00:07:58.860]  讀聖經的過程
[00:07:58.860 --> 00:08:01.860]  我去不同的教會講道
[00:08:01.860 --> 00:08:06.860]  我很欣賞基督教論壇讀聖經的認真
[00:08:06.860 --> 00:08:08.820]  我不是說你們平時讀聖經
[00:08:08.820 --> 00:08:10.260]  那個我不知道
[00:08:10.260 --> 00:08:12.500]  我不是你們的牧師
[00:08:12.500 --> 00:08:19.220]  我是在講在台上讀聖經的認真
[00:08:19.220 --> 00:08:21.540]  真的要練的
[00:08:21.540 --> 00:08:22.940]  要訓練的
[00:08:22.940 --> 00:08:24.620]  要預備的
[00:08:24.620 --> 00:08:26.420]  在哪裡停
[00:08:26.420 --> 00:08:28.300]  在哪裡大聲
[00:08:28.300 --> 00:08:30.900]  那個字怎麼讀
[00:08:30.900 --> 00:08:38.740]  讀聖經是一個很重要的關鍵
[00:08:38.740 --> 00:08:45.700]  今天我們選擇在四段新舊約的經課當中
[00:08:45.700 --> 00:08:51.260]  即是路德記、詩篇、希伯來書
[00:08:51.260 --> 00:08:53.660]  和《馬可福音》
[00:08:53.660 --> 00:09:03.340]  我就選擇和大家一起來看詩篇127篇
[00:09:03.340 --> 00:09:06.980]  因為這一首詩篇一來很短
[00:09:06.980 --> 00:09:10.380]  我們30分鐘一定講得完
[00:09:10.380 --> 00:09:14.660]  如果你說讀詩篇119篇那就淒涼了
[00:09:14.660 --> 00:09:16.180]  講三日三夜
[00:09:16.180 --> 00:09:21.740]  不是 七晚培靈會都沒有得講
[00:09:21.740 --> 00:09:26.820]  詩篇127篇也是我們很熟悉的一首詩篇
[00:09:26.820 --> 00:09:28.860]  不過我們熟悉的
[00:09:28.860 --> 00:09:34.100]  就只是限於其中兩節
[00:09:34.100 --> 00:09:37.020]  我們熟悉的或者是第一節
[00:09:37.020 --> 00:09:39.780]  若不是耶和華建造房屋
[00:09:39.780 --> 00:09:42.420]  建造的人就枉然勞力
[00:09:42.420 --> 00:09:45.700]  若不是耶和華看守城池
[00:09:45.700 --> 00:09:50.420]  看守的人就枉然警醒
[00:09:50.420 --> 00:09:53.980]  讀書的時候我們很喜歡抄這一節金句
[00:09:53.980 --> 00:09:57.980]  在考試前送給團友
[00:09:57.980 --> 00:10:01.260]  以前我們在中級團做零收部
[00:10:01.260 --> 00:10:05.820]  我就會請一些職員抄很多張書簽
[00:10:05.820 --> 00:10:08.940]  送給考會考的團友
[00:10:08.940 --> 00:10:11.900]  若不是耶和華建造房屋
[00:10:11.900 --> 00:10:14.940]  建造的人就枉然勞力
[00:10:14.940 --> 00:10:16.460]  那你會意了 是吧
[00:10:16.460 --> 00:10:19.180]  若不是耶和華幫助你考試
[00:10:19.180 --> 00:10:21.740]  死讀書都枉然勞力
[00:10:21.740 --> 00:10:24.060]  這個是我們年輕的時候
[00:10:24.060 --> 00:10:28.300]  所熟悉的一節金句
[00:10:28.300 --> 00:10:34.180]  年長一點的我們熟悉的是下半首詩篇
[00:10:34.180 --> 00:10:36.940]  就是第三節
[00:10:36.940 --> 00:10:41.740]  兒女是耶和華所賜的產業
[00:10:41.740 --> 00:10:48.140]  所懷的胎是他所給的賞賜
[00:10:48.140 --> 00:10:50.340]  那就抗禮團 是吧
[00:10:50.340 --> 00:10:54.780]  夫婦團契 有人有嬰兒了
[00:10:54.780 --> 00:10:57.500]  那就快點抄了他 送一張卡
[00:10:57.500 --> 00:11:00.060]  有錢一點了 不用書簽那麼便宜
[00:11:00.060 --> 00:11:02.380]  送一張卡裡面抄著
[00:11:02.380 --> 00:11:07.740]  兒女是耶和華所賜的產業
[00:11:07.740 --> 00:11:15.740]  所懷的胎也是他所賞賜的禮物
[00:11:15.740 --> 00:11:18.780]  如果我們只是停在這兩節的金句
[00:11:18.780 --> 00:11:25.820]  有些可惜 因為詩篇是完整的
[00:11:25.820 --> 00:11:29.340]  詩篇是神的說話
[00:11:29.340 --> 00:11:38.380]  詩篇有很重要的訊息要跟我們每一個人說
[00:11:38.380 --> 00:11:44.540]  詩篇127篇沒有什麼很難明白的地方
[00:11:44.540 --> 00:11:51.340]  事實上它所說的是日常生活的小節
[00:11:51.340 --> 00:11:53.500]  聖經其實很奇怪的
[00:11:53.500 --> 00:11:56.860]  它大部分的內容篇幅
[00:11:56.860 --> 00:12:03.420]  不是說一些玄妙深奧的道理
[00:12:03.420 --> 00:12:08.460]  不是 它是說我們大家都有經歷過
[00:12:08.460 --> 00:12:17.340]  都明白 甚至有體會 會心微笑這樣的事情
[00:12:17.340 --> 00:12:23.500]  有時候看上去都很瑣碎 都很瑣碎
[00:12:23.500 --> 00:12:27.820]  聖經不是應該說一些很偉大的真理的嗎?
[00:12:27.820 --> 00:12:32.060]  不是的 它記載阿伯拉罕家裡吵架
[00:12:32.060 --> 00:12:35.820]  就好像你跟我家裡夫妻吵架
[00:12:35.820 --> 00:12:39.020]  它記載兩代之間不和
[00:12:39.020 --> 00:12:43.580]  它記載兄弟互相憎恨
[00:12:43.580 --> 00:12:48.220]  其實是很日常生活發生的事情
[00:12:48.220 --> 00:12:52.300]  不過聖經記載這些事情的目的
[00:12:52.300 --> 00:12:55.820]  不是給我們做榜樣
[00:12:55.820 --> 00:13:01.740]  或者教導我們應該怎樣親子關係
[00:13:01.740 --> 00:13:06.540]  今天我們太容易用了這些經文
[00:13:06.540 --> 00:13:11.740]  聖經記載這些事情其實有個很重要的目的
[00:13:11.740 --> 00:13:18.620]  就是它告訴我們在這些日常的遭遇當中
[00:13:18.620 --> 00:13:25.820]  你看不看到上帝在做什麼?
[00:13:25.820 --> 00:13:29.340]  我們在做什麼不用聖經教的
[00:13:29.340 --> 00:13:32.220]  吵架 吵完架之後應該怎麼做?
[00:13:32.220 --> 00:13:34.700]  不用聖經教的 和好
[00:13:34.700 --> 00:13:37.580]  怎樣和好?不用聖經教的
[00:13:37.580 --> 00:13:42.140]  總有辦法 你懂得做 不過你不肯做
[00:13:42.140 --> 00:13:44.780]  但是我們經常都有衝突
[00:13:44.780 --> 00:13:48.540]  甚至今天說撕裂、沒辦法談
[00:13:48.540 --> 00:13:50.780]  這樣的處境當中
[00:13:50.780 --> 00:13:54.300]  上帝啊 你去了哪裡?
[00:13:54.300 --> 00:13:58.780]  我們看不到 我們不明白
[00:13:58.780 --> 00:14:05.660]  聖經記載這些日常生活的細節
[00:14:05.660 --> 00:14:09.180]  其實是幫助你、幫助我
[00:14:09.180 --> 00:14:17.260]  從中可以看到上帝在做什麼
[00:14:17.260 --> 00:14:24.380]  上帝在你的身上、在我的身上在做什麼
[00:14:24.380 --> 00:14:29.180]  CP 127篇都不例外
[00:14:29.180 --> 00:14:33.340]  沒錯 它開頭問了兩個問題
[00:14:33.340 --> 00:14:37.260]  若不是耶和華建造房屋
[00:14:37.260 --> 00:14:43.100]  若不是耶和華看守城池
[00:14:43.100 --> 00:14:49.340]  這個若不是的問題就好像肯定地說
[00:14:49.340 --> 00:14:52.860]  其實是耶和華建造房屋
[00:14:52.860 --> 00:14:57.740]  其實是耶和華看守城池
[00:14:57.740 --> 00:15:02.060]  有這樣的印象 有這樣的語氣
[00:15:02.060 --> 00:15:07.180]  對不起 其實如果清楚一點翻譯
[00:15:07.180 --> 00:15:09.980]  或者我們可以這樣翻譯的
[00:15:09.980 --> 00:15:15.260]  除非耶和華建造房屋
[00:15:15.260 --> 00:15:21.260]  除非耶和華看守城池
[00:15:21.260 --> 00:15:24.780]  請問今天如果你的家要裝修
[00:15:24.780 --> 00:15:27.660]  廁所漏水 哇 都淋了
[00:15:27.660 --> 00:15:31.500]  不行了 要鏟起地板再鋪
[00:15:31.500 --> 00:15:36.940]  你找誰?找牧師?有沒有搞錯?
[00:15:36.940 --> 00:15:38.620]  找牧師介紹
[00:15:38.620 --> 00:15:41.500]  希伯倫堂教會裝修得這麼漂亮 是吧?
[00:15:41.500 --> 00:15:44.780]  哪個師傅還有一點好處呢?
[00:15:44.780 --> 00:15:47.340]  因為教會找他裝修大生意
[00:15:47.340 --> 00:15:49.260]  我這些小事情 是吧?
[00:15:49.260 --> 00:15:55.420]  攀著大廈這個裝修師傅給面子 準時員工
[00:15:55.420 --> 00:15:59.180]  你會不會找上帝來幫你裝修?
[00:15:59.180 --> 00:16:01.660]  你找不到的
[00:16:01.660 --> 00:16:03.820]  如果你真的這樣問的時候
[00:16:03.820 --> 00:16:07.100]  可能你旁邊的弟兄姊妹會提醒你
[00:16:07.100 --> 00:16:09.820]  喂 上帝開裝修公司的嗎?
[00:16:09.820 --> 00:16:13.260]  不是啊 上帝不是裝修的
[00:16:13.260 --> 00:16:16.300]  你建房 你找上帝來建房?
[00:16:16.300 --> 00:16:19.420]  上帝不是幫你建房的 是吧?
[00:16:19.420 --> 00:16:22.940]  除非耶和華建造房屋
[00:16:22.940 --> 00:16:25.180]  這個其實如果你還記得
[00:16:25.180 --> 00:16:29.500]  你以前中學還是小學讀英文文法
[00:16:29.500 --> 00:16:32.860]  third type conditional sentences
[00:16:32.860 --> 00:16:37.100]  不記得了 沒人有反應
[00:16:37.100 --> 00:16:41.500]  根本沒有發生過 根本不會發生
[00:16:41.500 --> 00:16:43.500]  沒有這樣的事情
[00:16:43.500 --> 00:16:48.620]  你裝修找師傅 你建房找建築公司
[00:16:48.620 --> 00:16:52.780]  你要看守城池 你找軍隊
[00:16:52.780 --> 00:16:56.540]  你找保安 你找保安
[00:16:56.540 --> 00:16:59.500]  上帝不是幫你建房
[00:16:59.500 --> 00:17:05.660]  上帝不是幫你看守 對不對?
[00:17:05.660 --> 00:17:09.100]  我們神學院有兩個校舍
[00:17:09.100 --> 00:17:11.900]  24小時要請保安 不用了
[00:17:11.900 --> 00:17:15.020]  神學院 上帝一定看著你的
[00:17:15.020 --> 00:17:18.460]  不行的 因為如果火警鐘響
[00:17:18.460 --> 00:17:21.340]  消防車來到 沒有人開門
[00:17:21.340 --> 00:17:24.220]  他就叫門進去的了
[00:17:24.220 --> 00:17:25.900]  上帝不是做這些的
[00:17:25.900 --> 00:17:27.820]  不是啊 我上帝保佑我的
[00:17:27.820 --> 00:17:30.140]  那個是民間宗教
[00:17:30.140 --> 00:17:33.500]  你去上香 你去插頭儲香
[00:17:33.500 --> 00:17:37.260]  你去借庫 全部都是他幫你
[00:17:37.260 --> 00:17:38.860]  你要什麼他給什麼
[00:17:38.860 --> 00:17:43.660]  那個叫做有求必應 姓王的
[00:17:43.660 --> 00:17:47.580]  但是我們的上帝 獨一的真神
[00:17:47.580 --> 00:17:52.700]  創造天地萬物的耶和華上帝
[00:17:52.700 --> 00:17:57.660]  他幫你建房 他幫你看著房子
[00:17:57.660 --> 00:17:59.820]  不是 你知道的
[00:17:59.820 --> 00:18:01.740]  這個是常識來的
[00:18:01.740 --> 00:18:04.620]  不會 不是這樣的
[00:18:04.620 --> 00:18:09.420]  所以頭一節的結論是什麼?
[00:18:09.420 --> 00:18:11.420]  你不要抄書籤
[00:18:11.420 --> 00:18:16.140]  好像我以前小時候那樣送給考試的
[00:18:16.140 --> 00:18:21.260]  若不是 不是 除非上帝幫你建房
[00:18:21.260 --> 00:18:29.420]  其實建房的人枉然勞力
[00:18:29.420 --> 00:18:32.460]  你建房子是漏水的
[00:18:32.460 --> 00:18:34.780]  一定有些毛病的
[00:18:34.780 --> 00:18:39.100]  不會永遠沒有問題的
[00:18:39.100 --> 00:18:40.940]  雖然外表很漂亮
[00:18:40.940 --> 00:18:44.220]  但是已經開始有cracks
[00:18:44.220 --> 00:18:46.780]  開始滲水 水是最難找的
[00:18:46.780 --> 00:18:49.100]  都不知道哪裡流出來的
[00:18:49.100 --> 00:18:51.500]  你建得多漂亮都好
[00:18:51.500 --> 00:18:54.780]  都是有問題的
[00:18:54.780 --> 00:18:58.940]  看守城池你也是
[00:18:58.940 --> 00:19:01.420]  你看吧 你用心看吧
[00:19:01.420 --> 00:19:08.860]  沒有任何一個城是永遠敵人攻打不了的
[00:19:08.860 --> 00:19:11.900]  「枉然」這個結論
[00:19:11.900 --> 00:19:17.420]  其實跟著馬上出現在第二節
[00:19:17.420 --> 00:19:19.900]  不過我們中文聖經很客氣
[00:19:19.900 --> 00:19:21.740]  將它搬到最後
[00:19:21.740 --> 00:19:24.700]  讓你隔開一點不覺
[00:19:24.700 --> 00:19:27.580]  「你們清晨早起 夜晚安歇
[00:19:27.580 --> 00:19:29.900]  吃勞碌得來的飯
[00:19:29.900 --> 00:19:33.180]  本是枉然」
[00:19:33.180 --> 00:19:37.500]  不是 其實希伯來文這一句經文
[00:19:37.500 --> 00:19:39.980]  它本來一開始就說
[00:19:39.980 --> 00:19:44.380]  「你們是枉然的」
[00:19:44.380 --> 00:19:47.660]  前面說了勞碌是枉然
[00:19:47.660 --> 00:19:49.740]  不睡覺是枉然
[00:19:49.740 --> 00:19:52.780]  跟著再加強語氣
[00:19:52.780 --> 00:19:59.020]  事實上你們做什麼都是枉然
[00:19:59.020 --> 00:20:04.060]  這樣讀詩篇沒有人
[00:20:04.060 --> 00:20:05.980]  這個是事實
[00:20:05.980 --> 00:20:07.500]  它說什麼呢?
[00:20:07.500 --> 00:20:10.380]  「早上天朦朧起床
[00:20:10.380 --> 00:20:13.100]  晚半又不睡覺
[00:20:13.100 --> 00:20:19.340]  吃飯都趕著時間做什麼
[00:20:19.340 --> 00:20:22.460]  人的一生就是這樣
[00:20:22.460 --> 00:20:26.780]  凝凝逆逆過去了」
[00:20:26.780 --> 00:20:28.540]  你沒辦法了
[00:20:28.540 --> 00:20:31.020]  「為兩餐 什麼都肯做」
[00:20:31.020 --> 00:20:33.580]  你再說下面那兩個字
[00:20:33.580 --> 00:20:35.820]  人人都是這樣的
[00:20:35.820 --> 00:20:38.140]  你說住在香港很發達
[00:20:38.140 --> 00:20:41.500]  貧者越貧 富者越富
[00:20:41.500 --> 00:20:45.260]  下一代要供房子 父母要幫忙
[00:20:45.260 --> 00:20:47.660]  這兩句是押韻的
[00:20:47.660 --> 00:20:50.140]  你選擇在香港住
[00:20:50.140 --> 00:20:54.300]  你就要承受這個大城市的壓力
[00:20:54.300 --> 00:20:57.660]  坐的士都比較快
[00:20:57.660 --> 00:21:00.620]  地鐵那些的電梯都快一點
[00:21:00.620 --> 00:21:04.860]  不等你的 枉然
[00:21:04.860 --> 00:21:07.180]  不是的 我儲夠了
[00:21:07.180 --> 00:21:11.180]  我打跛腳過下半輩子
[00:21:11.180 --> 00:21:13.420]  下半輩子來的時候
[00:21:13.420 --> 00:21:15.820]  你又沒有胃口
[00:21:15.820 --> 00:21:17.740]  你又看不到
[00:21:17.740 --> 00:21:19.580]  你又聽不到
[00:21:19.580 --> 00:21:21.100]  你又膝蓋痛
[00:21:21.100 --> 00:21:24.620]  我再數下去 你再數下去
[00:21:24.620 --> 00:21:26.940]  50歲就開始肩膀痛了
[00:21:26.940 --> 00:21:28.860]  那個叫50肩
[00:21:28.860 --> 00:21:32.460]  37歲就老花了
[00:21:32.460 --> 00:21:37.820]  是啊 人生就是這樣
[00:21:37.820 --> 00:21:39.500]  這個世界騙你
[00:21:39.500 --> 00:21:41.420]  儲夠錢提早退休了
[00:21:41.420 --> 00:21:43.340]  什麼叫夠啊
[00:21:43.340 --> 00:21:45.580]  你看看通脹
[00:21:45.580 --> 00:21:49.420]  你要保證現在的生活水平
[00:21:49.420 --> 00:21:51.500]  你就繼續捱
[00:21:51.500 --> 00:21:53.580]  再早一點起床
[00:21:53.580 --> 00:21:59.020]  再晚一點睡覺
[00:21:59.020 --> 00:22:01.420]  C篇127篇說的
[00:22:01.420 --> 00:22:05.820]  其實是很道的一個描寫
[00:22:05.820 --> 00:22:08.860]  不過你和我在騙自己
[00:22:08.860 --> 00:22:11.500]  現在到處都幫我們在騙自己
[00:22:11.500 --> 00:22:12.940]  又說不知滴兩滴下去
[00:22:12.940 --> 00:22:16.220]  就可以保持25歲
[00:22:16.220 --> 00:22:18.300]  加拿大更離譜
[00:22:18.300 --> 00:22:21.420]  用我這個產品40歲變30歲
[00:22:21.420 --> 00:22:23.100]  30歲變20歲
[00:22:23.100 --> 00:22:24.220]  有沒有看過
[00:22:24.220 --> 00:22:27.340]  大大的字在商場裏面
[00:22:27.340 --> 00:22:31.100]  你繼續說下去10歲變零歲
[00:22:31.100 --> 00:22:33.820]  明知道是說謊的
[00:22:33.820 --> 00:22:37.500]  人人就拼命去買
[00:22:37.500 --> 00:22:40.780]  我們不想面對那個事實
[00:22:40.780 --> 00:22:49.020]  生命牢固本是謊言
[00:22:49.020 --> 00:22:56.620]  你能夠掌握到的幸福有多久
[00:22:56.620 --> 00:22:59.100]  聖經沒有避諱
[00:22:59.100 --> 00:23:01.980]  它很坦白說出來
[00:23:01.980 --> 00:23:06.300]  所以沒有什麼人敢在報道會讀詩篇
[00:23:06.300 --> 00:23:07.820]  嘩 這樣還信耶穌的
[00:23:08.380 --> 00:23:11.180]  它還提到如果你認識上帝
[00:23:11.180 --> 00:23:12.380]  不止這樣
[00:23:12.380 --> 00:23:14.380]  第二節下半話
[00:23:14.380 --> 00:23:21.180]  唯有耶和華所親愛的
[00:23:21.180 --> 00:23:23.740]  上帝愛你又怎樣呢?
[00:23:23.740 --> 00:23:28.300]  就叫他安然睡覺
[00:23:28.300 --> 00:23:34.380]  安然都是中文聖經加上去的
[00:23:34.380 --> 00:23:36.380]  本來這句話就是
[00:23:36.380 --> 00:23:45.980]  這就是他賜給他所愛的睡覺
[00:23:45.980 --> 00:23:51.980]  睡覺在聖經裏面代表什麼?
[00:23:51.980 --> 00:23:53.980]  有兩個可能性
[00:23:53.980 --> 00:23:55.500]  你懂嗎?
[00:23:55.500 --> 00:23:57.820]  第一就是晚晚睡覺
[00:23:57.820 --> 00:23:59.340]  感謝主啊
[00:23:59.340 --> 00:24:03.820]  你試過晚晚眼光光睡不著覺嗎?
[00:24:03.820 --> 00:24:07.180]  晚晚啊 不是一晚半晚
[00:24:07.180 --> 00:24:08.460]  一晚半晚沒所謂
[00:24:08.460 --> 00:24:11.180]  就起來看看英超
[00:24:11.180 --> 00:24:13.420]  晚晚都睡不著覺
[00:24:13.420 --> 00:24:15.260]  你就真是害怕了
[00:24:15.260 --> 00:24:16.780]  神愛你
[00:24:16.780 --> 00:24:19.660]  神給你一踏下床就睡得著覺
[00:24:19.660 --> 00:24:21.340]  感謝主
[00:24:21.340 --> 00:24:22.620]  勞碌一世
[00:24:22.620 --> 00:24:24.300]  但是我一踏下床
[00:24:24.300 --> 00:24:26.940]  0.96秒
[00:24:26.940 --> 00:24:29.900]  叮噹和大雄的紀錄
[00:24:29.900 --> 00:24:31.900]  就睡著了
[00:24:31.900 --> 00:24:35.100]  但另外一個意思是什麼?
[00:24:35.100 --> 00:24:41.660]  睡覺在聖經裏面是講死亡的
[00:24:41.660 --> 00:24:43.980]  神愛你都好
[00:24:43.980 --> 00:24:49.180]  你的生活就能夠悠哉悠哉
[00:24:49.180 --> 00:24:52.140]  就能夠沒有病沒有痛
[00:24:52.140 --> 00:24:54.460]  就能夠一帆風順
[00:24:54.460 --> 00:24:57.420]  不是 我應該講順風順水
[00:24:57.420 --> 00:24:59.420]  你就鐵輝春
[00:24:59.420 --> 00:25:03.740]  你就連連在那裡做運動
[00:25:03.740 --> 00:25:05.580]  沒有的
[00:25:05.580 --> 00:25:11.500]  死亡必定臨到
[00:25:11.500 --> 00:25:13.660]  127篇這一篇詩篇
[00:25:13.660 --> 00:25:16.940]  只是頭兩節我們受不了
[00:25:16.940 --> 00:25:24.220]  因為它將生命的現實擺在我們的眼前
[00:25:24.220 --> 00:25:26.460]  你說講什麼?
[00:25:26.460 --> 00:25:28.540]  我每個字都懂得解釋
