
[00:00:00.000 --> 00:00:10.000]  我今天要和大家講的題目就是叫做最後的出路
[00:03:54.000 --> 00:03:56.000]  他聽了這個比喻
[00:03:56.000 --> 00:03:58.000]  他完全不明白耶穌怎麼解釋的
[00:03:58.000 --> 00:04:01.000]  為什麼會用伯尼塞人
[00:04:01.000 --> 00:04:06.000]  來比喻作一個避氣的人
[00:04:06.000 --> 00:04:09.000]  一個明明的宗教領袖
[00:04:09.000 --> 00:04:13.000]  一個生活嚴謹的一個人
[00:04:13.000 --> 00:04:15.000]  他到底做了什麼
[00:04:15.000 --> 00:04:20.000]  以至叫耶穌將他設為一個避氣絕的人
[00:04:20.000 --> 00:04:24.000]  那麼那個瑞利又做了什麼
[00:04:24.000 --> 00:04:27.000]  以至耶穌說他是稱義的
[00:04:27.000 --> 00:04:31.000]  瑞利豈不是在當代
[00:04:31.000 --> 00:04:35.000]  一些被唾棄的人渣
[00:04:35.000 --> 00:04:40.000]  第一代人不會像我們這樣
[00:04:40.000 --> 00:04:45.000]  將伯尼塞人幻想到完全是一個奸的黑的
[00:04:45.000 --> 00:04:50.000]  而瑞利就是白的義人
[00:04:50.000 --> 00:04:53.000]  我們常常說讀聖經
[00:04:53.000 --> 00:04:55.000]  怎麼會讀得明白呢
[00:04:55.000 --> 00:04:58.000]  那個過程是這樣的
[00:04:58.000 --> 00:05:01.000]  就是由我們以為明白
[00:05:01.000 --> 00:05:04.000]  讀到我們自己真的不明白
[00:05:04.000 --> 00:05:07.000]  然後再追深入去
[00:05:07.000 --> 00:05:10.000]  去嘗試了解為什麼會這樣
[00:05:10.000 --> 00:05:13.000]  你經過這個由明白讀到不明白
[00:05:13.000 --> 00:05:16.000]  然後再讀去讀明白了
[00:05:16.000 --> 00:05:18.000]  這段經文你真的讀明白了
[00:05:18.000 --> 00:05:21.000]  我們這是一個最典型的例子
[00:05:21.000 --> 00:05:22.000]  我們以為明白
[00:05:22.000 --> 00:05:26.000]  是因為我們有了自己的前設和幻想
[00:05:26.000 --> 00:05:29.000]  結果我們解的就是解了我們的幻想
[00:05:29.000 --> 00:05:31.000]  沒有解到那個經文
[00:05:31.000 --> 00:05:37.000]  現在我們嘗試將這段經文分開三部份來解釋
[00:05:37.000 --> 00:05:41.000]  第一部份就是經文本身的問題
[00:05:41.000 --> 00:05:45.000]  第二部份就是當代人如何了解
[00:05:45.000 --> 00:05:47.000]  如何反應
[00:05:47.000 --> 00:05:53.000]  第三部份我們問現代的意義在哪裡
[00:05:53.000 --> 00:05:57.000]  我們先看經文的解釋
[00:05:57.000 --> 00:06:04.000]  第九節就是指出了比喻的主旨
[00:06:04.000 --> 00:06:05.000]  主題在哪裡
[00:06:05.000 --> 00:06:07.000]  是一個點題的經文
[00:06:07.000 --> 00:06:09.000]  你留意他寫的
[00:06:09.000 --> 00:06:12.000]  和接著要去描述的
[00:06:12.000 --> 00:06:14.000]  非常配合
[00:06:14.000 --> 00:06:16.000]  那個主旨就是說
[00:06:16.000 --> 00:06:23.000]  耶穌要對那些仗著自己是異人而藐視別人
[00:06:23.000 --> 00:06:26.000]  為了這個目的來講這個比喻
[00:06:26.000 --> 00:06:29.000]  如何配合下面所講的呢
[00:06:29.000 --> 00:06:33.000]  他藐視別人
[00:06:33.000 --> 00:06:34.000]  藐視哪些呢
[00:06:34.000 --> 00:06:42.000]  下面說我不仗別人勒索不義奸淫
[00:06:42.000 --> 00:06:45.000]  我也不仗稅利
[00:06:45.000 --> 00:06:49.000]  這個就是藐視別人的內容
[00:06:49.000 --> 00:06:51.000]  仗著自己是異人
[00:06:51.000 --> 00:06:53.000]  接著那一節
[00:06:53.000 --> 00:06:56.000]  就是說我一個星期禁食兩次
[00:06:56.000 --> 00:07:00.000]  凡我所有的都捐上十分之一
[00:07:00.000 --> 00:07:03.000]  這個就是仗著自己是異人
[00:07:03.000 --> 00:07:07.000]  來藐視其他的人
[00:07:07.000 --> 00:07:08.000]  換句話說
[00:07:08.000 --> 00:07:11.000]  這一段的點題
[00:07:11.000 --> 00:07:15.000]  其實已經網羅了下面整個比喻要講的
[00:07:15.000 --> 00:07:22.000]  第二部份我們看的就是這個比喻的本身
[00:07:22.000 --> 00:07:25.000]  裡面有很多地方需要解釋
[00:07:25.000 --> 00:07:28.000]  第十節到第十三節
[00:07:28.000 --> 00:07:30.000]  首先第十節
[00:07:30.000 --> 00:07:34.000]  那裡說兩個人上殿裡面禱告
[00:07:34.000 --> 00:07:35.000]  告訴我們
[00:07:35.000 --> 00:07:40.000]  裡面兩個人是巴勒斯坦地的人
[00:07:40.000 --> 00:07:44.000]  一定要按巴勒斯坦地的背景來了解這個比喻
[00:07:44.000 --> 00:07:47.000]  不是按我們的幻想
[00:07:47.000 --> 00:07:50.000]  他們能夠上殿裡面禱告
[00:07:50.000 --> 00:07:54.000]  就是住在聖殿附近
[00:07:54.000 --> 00:07:57.000]  為什麼叫做上聖殿呢?
[00:07:57.000 --> 00:08:00.000]  這個上聖殿和我們上街的上是不一樣的
[00:08:00.000 --> 00:08:04.000]  因為聖殿建在一個高地
[00:08:04.000 --> 00:08:09.000]  在它的東面、南面和西面都是山谷
[00:08:09.000 --> 00:08:13.000]  所以凡要去聖殿就一定是上聖殿的
[00:08:13.000 --> 00:08:16.000]  是朝上而行的
[00:08:16.000 --> 00:08:19.000]  在舊約裡面的上行之師
[00:08:19.000 --> 00:08:24.000]  就是進入聖殿前他們所唱的詩歌
[00:08:24.000 --> 00:08:29.000]  去聖殿的時候他們一定要朝上而行
[00:08:29.000 --> 00:08:32.000]  這個是他們用到上聖殿的意思
[00:08:32.000 --> 00:08:35.000]  這個禱告是什麼意思呢?
[00:08:35.000 --> 00:08:38.000]  猶太人一天裡面有三次禱告的時間
[00:08:38.000 --> 00:08:43.000]  分別是九點、十二點和三點
[00:08:43.000 --> 00:08:47.000]  但是按《史達林傳》第三章第一節
[00:08:47.000 --> 00:08:52.000]  說到當新初禱告的時候
[00:08:52.000 --> 00:08:56.000]  這個是最多人上聖殿禱告的時候
[00:08:56.000 --> 00:08:59.000]  新初就是三點鐘
[00:08:59.000 --> 00:09:03.000]  所以很可能這個比喻發生的時間
[00:09:03.000 --> 00:09:09.000]  就是這兩個人在下午三點上去禱告
[00:09:09.000 --> 00:09:12.000]  上去聖殿禱告
[00:09:12.000 --> 00:09:14.000]  然後接著那句話
[00:09:14.000 --> 00:09:21.000]  「法利塞人站在殿裡面自言自語的禱告」
[00:09:21.000 --> 00:09:25.000]  法利塞人就不是像我們一般的幻想那樣
[00:09:25.000 --> 00:09:29.000]  是全然黑的一種人
[00:09:29.000 --> 00:09:34.000]  不是一種虛偽浮淺的人
[00:09:34.000 --> 00:09:36.000]  剛剛相反
[00:09:36.000 --> 00:09:38.000]  事實上當代的法利塞人
[00:09:38.000 --> 00:09:42.000]  是他們的宗教領袖
[00:09:42.000 --> 00:09:46.000]  再加上不是我們今代的宗教領袖
[00:09:46.000 --> 00:09:50.000]  我們今代宗教領袖很多事情都做在別人面前
[00:09:50.000 --> 00:09:52.000]  但是這些法利塞人
[00:09:52.000 --> 00:09:56.000]  在別人面前和在自己的私下裡
[00:09:56.000 --> 00:09:57.000]  在自己的家裡
[00:09:57.000 --> 00:10:01.000]  都是一個生活非常嚴謹的
[00:10:01.000 --> 00:10:04.000]  又是完全徹底的
[00:10:04.000 --> 00:10:09.000]  為他們所信的宗教擺上的一個人
[00:10:09.000 --> 00:10:12.000]  但是接著說那個稅吏
[00:10:12.000 --> 00:10:14.000]  Tolones這個字
[00:10:14.000 --> 00:10:17.000]  這個Tolones這個稅吏
[00:10:17.000 --> 00:10:19.000]  就是說收稅的人
[00:10:19.000 --> 00:10:22.000]  和薩該是稅吏長是不一樣的
[00:10:22.000 --> 00:10:24.000]  收稅的人
[00:10:24.000 --> 00:10:28.000]  他們當然不是一種純公職
[00:10:28.000 --> 00:10:32.000]  他們都是要投得他們這個職位的
[00:10:32.000 --> 00:10:35.000]  所以他們的職位就低於稅吏長
[00:10:35.000 --> 00:10:39.000]  他們照樣是要給錢才能做到收稅的人
[00:10:39.000 --> 00:10:42.000]  他們同樣是像稅吏長那樣
[00:10:42.000 --> 00:10:44.000]  用盡辦法
[00:10:44.000 --> 00:10:47.000]  搜刮民脂民膏
[00:10:47.000 --> 00:10:53.000]  換句話說他們是那些為著利而無所不為的一個人
[00:10:53.000 --> 00:10:55.000]  是一個生意來的
[00:10:55.000 --> 00:10:57.000]  他們的收稅
[00:10:57.000 --> 00:11:00.000]  因為他們投得這麼多的本錢
[00:11:00.000 --> 00:11:04.000]  現在他就要盡他所能去刮
[00:11:04.000 --> 00:11:06.000]  所以這班人
[00:11:06.000 --> 00:11:08.000]  這些收稅的人
[00:11:08.000 --> 00:11:10.000]  就是因為他們所做的
[00:11:10.000 --> 00:11:12.000]  是那些勒索
[00:11:12.000 --> 00:11:15.000]  不義和因為有錢
[00:11:15.000 --> 00:11:17.000]  有這些錢
[00:11:17.000 --> 00:11:19.000]  也是犯奸淫的人
[00:11:19.000 --> 00:11:25.000]  所以他們常被看為是沒有公民權的人
[00:11:25.000 --> 00:11:27.000]  不可以進入聖殿的
[00:11:27.000 --> 00:11:29.000]  再加上這些人
[00:11:29.000 --> 00:11:33.000]  是因為在社會上屬於最低級的人
[00:11:33.000 --> 00:11:36.000]  是人都要避開的
[00:11:36.000 --> 00:11:42.000]  所以他們在聖經裏面就是與罪人和妓女同列的
[00:11:42.000 --> 00:11:46.000]  這個是當代人所了解的稅吏
[00:11:46.000 --> 00:11:52.000]  我們有了這些基本的背景
[00:11:52.000 --> 00:11:54.000]  我們看第十一節的上半節
[00:11:54.000 --> 00:12:00.000]  那裏說法理賽人站著自言自語的禱告
[00:12:00.000 --> 00:12:03.000]  這句話有一個自然的地方
[00:12:03.000 --> 00:12:05.000]  有一個不自然的地方
[00:12:05.000 --> 00:12:06.000]  我們要留意
[00:12:06.000 --> 00:12:08.000]  自然的地方就是說
[00:12:08.000 --> 00:12:10.000]  他們站著禱告
[00:12:10.000 --> 00:12:14.000]  這個是當代人祈禱一個常用的方式
[00:12:14.000 --> 00:12:15.000]  不是我們坐在這裏
[00:12:15.000 --> 00:12:16.000]  也不是跪在這裏
[00:12:16.000 --> 00:12:19.000]  他們禱告的方式就是
[00:12:19.000 --> 00:12:21.000]  站在這裏打開眼睛
[00:12:21.000 --> 00:12:24.000]  雙手向上伸
[00:12:24.000 --> 00:12:26.000]  這個是法理賽人
[00:12:26.000 --> 00:12:29.000]  以至任何其他競權的以色列人
[00:12:29.000 --> 00:12:30.000]  他們祈禱的方式
[00:12:30.000 --> 00:12:31.000]  這個是自然的
[00:12:31.000 --> 00:12:33.000]  但是不自然的地方
[00:12:33.000 --> 00:12:38.000]  這裏特別說是自言自語的禱告
[00:12:38.000 --> 00:12:40.000]  這個是最不自然的
[00:12:40.000 --> 00:12:42.000]  原來我們說禱告
[00:12:42.000 --> 00:12:45.000]  我們說praying to God
[00:12:45.000 --> 00:12:49.000]  但是這個翻譯成自言自語的禱告
[00:12:49.000 --> 00:12:52.000]  就是praying with himself
[00:12:52.000 --> 00:12:57.000]  是自己和自己說話
[00:12:58.000 --> 00:13:01.000]  希利文就是prose
[00:13:01.000 --> 00:13:02.000]  prose
[00:13:02.000 --> 00:13:06.000]  是praying with himself
[00:13:06.000 --> 00:13:07.000]  或者是to himself
[00:13:07.000 --> 00:13:09.000]  不是向著上帝
[00:13:09.000 --> 00:13:11.000]  這個是一個不自然的地方
[00:13:11.000 --> 00:13:14.000]  所以這裏特別說出來
[00:13:14.000 --> 00:13:16.000]  是我們要注意的地方
[00:13:16.000 --> 00:13:19.000]  這個法理賽人的禱告
[00:13:19.000 --> 00:13:22.000]  是一種甚麼性質的禱告呢
[00:13:22.000 --> 00:13:24.000]  11節下半節
[00:13:24.000 --> 00:13:27.000]  就是說我感謝你
[00:13:27.000 --> 00:13:30.000]  為了兩件事來感謝
[00:13:30.000 --> 00:13:32.000]  第一
[00:13:32.000 --> 00:13:35.000]  就是11節那裏說
[00:13:35.000 --> 00:13:37.000]  我不像別人
[00:13:37.000 --> 00:13:40.000]  勒索不義奸淫
[00:13:40.000 --> 00:13:44.000]  也不像誰來
[00:13:44.000 --> 00:13:47.000]  這個是為了這件事
[00:13:47.000 --> 00:13:51.000]  他沒有做到這些不仁不義的事
[00:13:51.000 --> 00:13:53.000]  他為此來感謝上帝
[00:13:53.000 --> 00:13:55.000]  第二點
[00:13:55.000 --> 00:13:57.000]  他感謝的是
[00:13:57.000 --> 00:14:01.000]  我是一個星期禁食兩次
[00:14:01.000 --> 00:14:03.000]  凡我所有的
[00:14:03.000 --> 00:14:05.000]  我都捐上十分之一
[00:14:05.000 --> 00:14:11.000]  這個是為著第二件事來感謝
[00:14:11.000 --> 00:14:18.000]  我們看看他所指的禁食和11結
[00:14:18.000 --> 00:14:19.000]  是一回甚麼事
[00:14:19.000 --> 00:14:21.000]  在猶太人的背景
[00:14:21.000 --> 00:14:23.000]  這回是甚麼事
[00:14:23.000 --> 00:14:25.000]  按猶太人的法律
[00:14:25.000 --> 00:14:27.000]  聖殿的法律
[00:14:27.000 --> 00:14:29.000]  就是宗教法
[00:14:29.000 --> 00:14:31.000]  那個禁食
[00:14:31.000 --> 00:14:33.000]  明文規定
[00:14:33.000 --> 00:14:35.000]  一年只有一次
[00:14:35.000 --> 00:14:37.000]  就是贖罪日
[00:14:37.000 --> 00:14:39.000]  是必須禁食的
[00:14:39.000 --> 00:14:41.000]  但是那些敬虔的以色列人
[00:14:41.000 --> 00:14:44.000]  為了要得到更大的神恩典
[00:14:44.000 --> 00:14:46.000]  他們就選擇一個星期
[00:14:46.000 --> 00:14:48.000]  另外加多兩次
[00:14:48.000 --> 00:14:50.000]  就是星期一和星期四
[00:14:50.000 --> 00:14:52.000]  他們的禁食
[00:14:52.000 --> 00:14:54.000]  是連水都不喝的
[00:14:54.000 --> 00:14:58.000]  你可以想像在猶太地
[00:14:58.000 --> 00:15:00.000]  巴勒斯坦的半沙漠地帶
[00:15:00.000 --> 00:15:02.000]  不喝水
[00:15:02.000 --> 00:15:04.000]  是比不吃東西更痛苦的
[00:15:04.000 --> 00:15:06.000]  他們不斷流汗
[00:15:06.000 --> 00:15:08.000]  不喝水
[00:15:08.000 --> 00:15:13.000]  是真真正正的禁食的一個難關
[00:15:13.000 --> 00:15:18.000]  在很多人他們的禁食期的時候
[00:15:18.000 --> 00:15:20.000]  他們會把臉油白了
[00:15:20.000 --> 00:15:22.000]  塗些白粉
[00:15:22.000 --> 00:15:26.000]  然後穿一些最破爛的衣服
[00:15:26.000 --> 00:15:29.000]  讓人知道他們是禁食
[00:15:29.000 --> 00:15:33.000]  但是這裡沒有說到這個法利賽人是這樣
[00:15:33.000 --> 00:15:37.000]  所以我們不應該加這個進他的帳
[00:15:37.000 --> 00:15:39.000]  他沒有提到這個人是這樣的
[00:15:39.000 --> 00:15:41.000]  他只是說到他很正常地
[00:15:41.000 --> 00:15:43.000]  在聖殿裡面禱告
[00:15:43.000 --> 00:15:46.000]  那麼十一尊又是一回甚麼事呢
[00:15:46.000 --> 00:15:49.000]  按猶太的法律的定規
[00:15:49.000 --> 00:15:53.000]  只有地裡的出產
[00:15:53.000 --> 00:15:55.000]  包括了五穀
[00:15:55.000 --> 00:15:58.000]  新酒和油
[00:15:58.000 --> 00:16:02.000]  只有這三樣東西是需要十一尊
[00:16:02.000 --> 00:16:04.000]  但是法利賽人
[00:16:04.000 --> 00:16:07.000]  有些敬虔的法利賽人
[00:16:07.000 --> 00:16:09.000]  他們連茴香
[00:16:09.000 --> 00:16:11.000]  連芹菜
[00:16:11.000 --> 00:16:14.000]  和各類的蔬菜
[00:16:14.000 --> 00:16:16.000]  甚至一些香草
[00:16:16.000 --> 00:16:17.000]  用來煮食的
[00:16:17.000 --> 00:16:18.000]  好像薄荷
[00:16:18.000 --> 00:16:21.000]  他們都捐上十分之一
[00:16:21.000 --> 00:16:22.000]  但是我們要留意
[00:16:22.000 --> 00:16:25.000]  這個不是他們被責備的原因
[00:16:25.000 --> 00:16:30.000]  這個事實上是他們真實的敬虔生活
[00:16:30.000 --> 00:16:32.000]  一種表現
[00:16:32.000 --> 00:16:35.000]  意思就是他們不要用任何一樣
[00:16:35.000 --> 00:16:37.000]  是未經奉獻
[00:16:37.000 --> 00:16:42.000]  未經聖化的東西來養生
[00:16:42.000 --> 00:16:45.000]  這是他們奉獻的本意
[00:16:45.000 --> 00:16:50.000]  所以我們不要因為看到路加福音第23章23節
[00:16:50.000 --> 00:16:53.000]  看到他們要這樣的奉獻
[00:16:53.000 --> 00:16:56.000]  連茴香、芹菜和薄荷都獻
[00:16:56.000 --> 00:16:59.000]  我們就以為這是他們被責備的原因
[00:16:59.000 --> 00:17:01.000]  這個不是
[00:17:01.000 --> 00:17:03.000]  然後第13節說到
[00:17:03.000 --> 00:17:06.000]  瑞麗遠遠的暫著
[00:17:06.000 --> 00:17:09.000]  我們知道瑞麗是不可以進入聖殿的
[00:17:09.000 --> 00:17:15.000]  這是他們要遠遠暫著的最自然的解釋
[00:17:15.000 --> 00:17:20.000]  但是這個比喻的用法
[00:17:20.000 --> 00:17:22.000]  是加上了一件事
[00:17:22.000 --> 00:17:27.000]  就是表示瑞麗自己看自己是污穢不堪的
[00:17:27.000 --> 00:17:29.000]  是不配的
[00:17:29.000 --> 00:17:30.000]  是不如的
[00:17:30.000 --> 00:17:35.000]  有這麼多次我們中文所謂的韜培沒藉
[00:17:35.000 --> 00:17:36.000]  是不是
[00:17:36.000 --> 00:17:39.000]  但是我們中文今天的韜培沒藉
[00:17:39.000 --> 00:17:43.000]  就成了藉著自謙利至高的
[00:17:43.000 --> 00:17:47.000]  港督請老平吃飯
[00:17:47.000 --> 00:17:49.000]  我剛剛有韜培沒藉
[00:17:49.000 --> 00:17:51.000]  你行不行
[00:17:51.000 --> 00:17:53.000]  港督請老平吃飯
[00:17:53.000 --> 00:17:55.000]  我都可以劣質
[00:17:55.000 --> 00:17:56.000]  但我們的韜培沒藉
[00:17:56.000 --> 00:18:00.000]  慢慢是一種自然的說法
[00:18:00.000 --> 00:18:01.000]  但是這個意思就是說
[00:18:01.000 --> 00:18:03.000]  這個法利塞人
[00:18:03.000 --> 00:18:07.000]  這個瑞麗不敢進入聖殿的內殿來禱告
[00:18:07.000 --> 00:18:09.000]  她只是很遠的
[00:18:09.000 --> 00:18:13.000]  可能在大處的後面來祈禱
[00:18:13.000 --> 00:18:15.000]  怎樣祈禱呢
[00:18:15.000 --> 00:18:18.000]  第十三節的描寫是相當傳神的
[00:18:18.000 --> 00:18:20.000]  簡單十個字都不夠
[00:18:20.000 --> 00:18:26.000]  將這個人的自謙自卑完全描寫出來
[00:18:26.000 --> 00:18:29.000]  那裡說她連舉目望天也不敢
[00:18:29.000 --> 00:18:33.000]  就是說她是低垂著頭
[00:18:33.000 --> 00:18:38.000]  跟法利塞人的禱告剛剛全部是倒轉的
[00:18:38.000 --> 00:18:40.000]  然後說她是隨胸
[00:18:40.000 --> 00:18:46.000]  可能更加真實的就是
[00:18:46.000 --> 00:18:49.000]  感心口
[00:18:49.000 --> 00:18:51.000]  就是說隨心
[00:18:51.000 --> 00:18:54.000]  他們的胸其實那個字就是心那個字
[00:18:54.000 --> 00:19:01.000]  因為心就是他們所有感情和意志的地方
[00:19:01.000 --> 00:19:03.000]  當她一個人的感心口
[00:19:03.000 --> 00:19:08.000]  就是說她自己都感覺到她的存在是一個不值得的存在
[00:19:08.000 --> 00:19:11.000]  然後她就發出一個禱告
[00:19:11.000 --> 00:19:15.000]  那裡說神啊 開恩可憐我這個罪人
[00:19:15.000 --> 00:19:19.000]  我們這裡的解釋或者我們這裡的翻譯
[00:19:19.000 --> 00:19:23.000]  可能是稍微將它soft paddle了
[00:19:23.000 --> 00:19:26.000]  就是將它減弱了
[00:19:26.000 --> 00:19:28.000]  真正的譯法或者直譯
[00:19:28.000 --> 00:19:35.000]  就可以譯成為開恩可憐我這個罪大惡極的人
[00:19:35.000 --> 00:19:37.000]  不是泛泛稱罪人
[00:19:37.000 --> 00:19:42.000]  就是說The sinner par excellence
[00:19:42.000 --> 00:19:43.000]  好像保羅所說的
[00:19:43.000 --> 00:19:45.000]  是罪人裡面的罪魁
[00:19:45.000 --> 00:19:47.000]  那個不是說我有十個人在那裡比較
[00:19:47.000 --> 00:19:49.000]  發覺我真的犯了罪最大
[00:19:49.000 --> 00:19:50.000]  不是這個意思
[00:19:50.000 --> 00:19:52.000]  而是說在神的面前
[00:19:52.000 --> 00:19:54.000]  他所有其他東西都看不到
[00:19:54.000 --> 00:19:57.000]  只看到自己是完全不堪的
[00:19:57.000 --> 00:19:59.000]  完全不配的
[00:19:59.000 --> 00:20:02.000]  不是泛泛而稱的罪人
[00:20:02.000 --> 00:20:03.000]  是這個
[00:20:03.000 --> 00:20:08.000]  這個也都是為了神求你開恩可憐
[00:20:08.000 --> 00:20:10.000]  這樣的一個罪人
[00:20:10.000 --> 00:20:15.000]  這一句話
[00:20:15.000 --> 00:20:20.000]  事實上是出自詩篇51篇第一第二節
[00:20:20.000 --> 00:20:22.000]  這兩節大家都會記得
[00:20:22.000 --> 00:20:27.000]  是相傳大衛犯了罪之後
[00:20:27.000 --> 00:20:30.000]  然後向耶和華作出悔罪詩
[00:20:30.000 --> 00:20:34.000]  是詩篇裡面最出名的一篇詩
[00:20:34.000 --> 00:20:38.000]  他就根據這兩節是依憶又加上絕術
[00:20:38.000 --> 00:20:40.000]  然後有這一句話
[00:20:40.000 --> 00:20:44.000]  根據的是同一張詩第17節
[00:20:44.000 --> 00:20:46.000]  那裡說
[00:20:46.000 --> 00:20:49.000]  神所要的祭就是憂傷的靈
[00:20:49.000 --> 00:20:51.000]  神說憂傷痛悔的心
[00:20:51.000 --> 00:20:54.000]  你必不輕害
[00:20:54.000 --> 00:20:58.000]  這個罪人只有一句禱告
[00:20:58.000 --> 00:21:03.000]  那個禱告卻是一個很綿軟的傳統
[00:21:03.000 --> 00:21:09.000]  一個罪人要走到絕路
[00:21:09.000 --> 00:21:13.000]  將所有出路的盼望
[00:21:13.000 --> 00:21:16.000]  是投注一個呼叫
[00:21:16.000 --> 00:21:21.000]  這個在以色列裡面有一個很悠長的傳統
[00:21:21.000 --> 00:21:25.000]  然後就來到比喻的最後一部分
[00:21:25.000 --> 00:21:27.000]  就是結語的部分
[00:21:27.000 --> 00:21:29.000]  第14節
[00:21:29.000 --> 00:21:36.000]  那裡說這個人回家被那人倒算為兒
[00:21:36.000 --> 00:21:38.000]  我們這個翻譯
[00:21:38.000 --> 00:21:42.000]  相當忠於希臘文的翻譯
[00:21:42.000 --> 00:21:44.000]  但是希臘文的翻譯
[00:21:44.000 --> 00:21:47.000]  也忠於原本當時用的說話
[00:21:47.000 --> 00:21:49.000]  是阿蘭文
[00:21:49.000 --> 00:21:51.000]  不是希臘文
[00:21:51.000 --> 00:21:55.000]  他將阿蘭文直譯成了這句話
[00:21:55.000 --> 00:22:00.000]  這句話是叫我們引起難解
[00:22:00.000 --> 00:22:04.000]  因為在原本的文字裡是沒有比較的意思的
[00:22:04.000 --> 00:22:06.000]  我們這裡就說
[00:22:06.000 --> 00:22:13.000]  這個人還算比法利塞人更為異
[00:22:13.000 --> 00:22:15.000]  本來文字就不是這樣
[00:22:15.000 --> 00:22:16.000]  本來文字就是說
