
[00:00:00.000 --> 00:00:08.640]  很快又來到文數記最後一個訊息
[00:05:14.720 --> 00:05:19.040]  如果你記得我們說文素記數點人民的時候
[00:05:19.040 --> 00:05:22.880]  劉變和加德都是行軍安營
[00:05:22.880 --> 00:05:24.960]  是屬於南面的軍隊
[00:05:24.960 --> 00:05:28.640]  在約桂的南面他們在一起
[00:05:28.640 --> 00:05:30.080]  所以很親密
[00:05:30.080 --> 00:05:34.800]  馬拿西在西面的軍隊
[00:05:34.800 --> 00:05:38.080]  所以和他們有一點點連帶關係
[00:05:38.080 --> 00:05:39.840]  也可能因為這樣
[00:05:39.840 --> 00:05:43.520]  半支派和劉變和加德特別接近
[00:05:43.520 --> 00:05:50.080]  當摩西聽見他們說在約旦河東面想得到土地
[00:05:50.080 --> 00:05:51.760]  不想過河的時候
[00:05:51.760 --> 00:05:53.120]  摩西怎麼想?
[00:05:53.120 --> 00:05:54.960]  大件事了
[00:05:54.960 --> 00:05:55.680]  又來了
[00:05:56.400 --> 00:05:59.040]  好像第一代的以色列人一樣
[00:05:59.040 --> 00:06:01.520]  不肯過約旦河
[00:06:01.520 --> 00:06:05.120]  就這樣在約旦河東面找些土地就算了
[00:06:05.120 --> 00:06:06.880]  這樣還不得了
[00:06:06.880 --> 00:06:08.480]  所以他很生氣
[00:06:08.480 --> 00:06:10.720]  他直接跟他們說
[00:06:10.720 --> 00:06:13.280]  難道你們的兄弟過了河
[00:06:13.280 --> 00:06:15.920]  走去約旦河西面打仗的時候
[00:06:15.920 --> 00:06:17.440]  你們坐視不理嗎?
[00:06:17.440 --> 00:06:19.680]  你們坐在那裡看他們打仗
[00:06:19.680 --> 00:06:23.680]  你們和當年那十個探子有什麼分別?
[00:06:23.680 --> 00:06:28.160]  回來之後讓所有以色列人都灰心喪膽
[00:06:28.160 --> 00:06:30.720]  你們現在做的和他們有什麼分別?
[00:06:30.720 --> 00:06:33.280]  摩西很嚴厲
[00:06:33.280 --> 00:06:34.400]  甚至說他們
[00:06:34.400 --> 00:06:37.120]  你還記不記得第一代的以色列人
[00:06:37.120 --> 00:06:42.240]  那些成人除了約書亞和加納兩個
[00:06:42.240 --> 00:06:43.840]  所有人都死光了
[00:06:43.840 --> 00:06:44.560]  狂野
[00:06:44.560 --> 00:06:46.720]  難道你們想重蹈覆轍?
[00:06:46.720 --> 00:06:50.560]  原來劉變和加德不是這樣想
[00:06:50.560 --> 00:06:52.880]  劉變和加德的支派是怎麼想的?
[00:06:52.880 --> 00:06:55.120]  他們只是想要地
[00:06:55.120 --> 00:06:57.360]  但他們仍然會幫以色列人打仗
[00:06:57.360 --> 00:06:59.520]  他們說我們會將我們的妻子
[00:06:59.520 --> 00:07:03.120]  將我們的弟弟留在約旦河的東邊
[00:07:03.120 --> 00:07:05.360]  然後和你們一起過河
[00:07:05.360 --> 00:07:07.120]  十二支派一起打
[00:07:07.120 --> 00:07:11.680]  打到的地是分給九個半的支派
[00:07:11.680 --> 00:07:13.680]  你們安定了
[00:07:13.680 --> 00:07:14.720]  得到產業之後
[00:07:14.720 --> 00:07:17.200]  我們才回到約旦河的東邊
[00:07:18.160 --> 00:07:23.120]  我們願意為軍隊做先鋒
[00:07:23.120 --> 00:07:24.160]  真是大膽
[00:07:24.160 --> 00:07:24.800]  做先鋒
[00:07:24.800 --> 00:07:25.600]  走先的
[00:07:25.600 --> 00:07:26.480]  很危險
[00:07:26.480 --> 00:07:29.120]  於是摩西聽了之後
[00:07:29.120 --> 00:07:32.080]  准許他們在約旦河的東邊
[00:07:32.080 --> 00:07:35.760]  拿了這些肥沃的土地
[00:07:35.760 --> 00:07:37.360]  所以我們知道
[00:07:37.360 --> 00:07:40.240]  以色列人當他們進入加南地
[00:07:40.240 --> 00:07:43.120]  兩個半支派在約旦河的東邊
[00:07:43.120 --> 00:07:46.400]  九個半支派在約旦河的西邊
[00:07:46.400 --> 00:07:51.040]  這些事在約書亞記記載得很清楚
[00:07:51.040 --> 00:07:52.640]  但很可惜
[00:07:52.640 --> 00:07:55.760]  雖然這兩個半支派在約旦河的東邊
[00:07:55.760 --> 00:07:57.440]  得到一些很肥沃的土地
[00:07:57.440 --> 00:08:00.320]  但當亞述國很多年後
[00:08:00.320 --> 00:08:02.480]  來攻打以色列的時候
[00:08:02.480 --> 00:08:06.080]  首先被他們淪陷的
[00:08:06.080 --> 00:08:08.480]  就是這兩個半支派
[00:08:08.480 --> 00:08:09.440]  很可惜
[00:08:09.440 --> 00:08:13.680]  第三十三章又說什麼
[00:08:13.680 --> 00:08:15.680]  第三十三章是說
[00:08:15.680 --> 00:08:17.680]  以色列人出了埃及之後
[00:08:17.680 --> 00:08:19.680]  在這裡曠野的行程
[00:08:19.680 --> 00:08:22.240]  一至四十九章是說
[00:08:22.240 --> 00:08:26.480]  由埃及地一直到約旦河邊
[00:08:26.480 --> 00:08:27.920]  摩亞的平原
[00:08:27.920 --> 00:08:30.320]  是耶利哥城的對面
[00:08:30.320 --> 00:08:32.880]  這個路程寫得很清楚
[00:08:32.880 --> 00:08:34.400]  一至四十九節
[00:08:34.400 --> 00:08:37.360]  但是這些經文在出埃及記
[00:08:37.360 --> 00:08:38.160]  文素記
[00:08:38.160 --> 00:08:39.760]  生命記都有說
[00:08:39.840 --> 00:08:44.080]  我就不會再重複說這些經文
[00:08:44.080 --> 00:08:48.080]  不妨看看五十至五十六節
[00:08:48.080 --> 00:08:49.280]  很有趣
[00:08:49.280 --> 00:08:50.640]  嚴格來說
[00:08:50.640 --> 00:08:52.160]  五十至五十六節
[00:08:52.160 --> 00:08:54.400]  其實應該是屬於三十四章
[00:08:54.400 --> 00:08:56.560]  因為是已經說
[00:08:56.560 --> 00:08:59.280]  他們進了迦南地之後要怎麼做
[00:08:59.280 --> 00:09:02.000]  我們看看經文怎麼說
[00:09:02.000 --> 00:09:05.600]  耶和說在摩亞平原約旦河邊
[00:09:05.600 --> 00:09:08.400]  耶利哥對面曉如摩西說
[00:09:08.400 --> 00:09:10.240]  你吩咐以色列人說
[00:09:10.240 --> 00:09:13.760]  你們過約旦河進迦南地的時候
[00:09:13.760 --> 00:09:17.680]  就要從你們面前趕出那裡所有的居民
[00:09:17.680 --> 00:09:20.960]  毀滅他們一切造成的石像
[00:09:20.960 --> 00:09:24.480]  和他們一切鑄造鑄成的偶像
[00:09:24.480 --> 00:09:27.600]  又拆毀他們一切的幽壇
[00:09:27.600 --> 00:09:30.640]  倘若你們不趕出那地的居民
[00:09:30.640 --> 00:09:32.400]  所容留的居民
[00:09:32.400 --> 00:09:35.120]  就必作你們眼中的刺
[00:09:35.120 --> 00:09:39.520]  勒下的荊棘也必在你們所住的地上
[00:09:39.520 --> 00:09:40.880]  妖害你們
[00:09:40.880 --> 00:09:44.560]  而且我素嘗有意怎樣待他們
[00:09:44.560 --> 00:09:47.440]  也必照樣待你們
[00:09:47.440 --> 00:09:49.200]  這裡說得很清楚
[00:09:49.200 --> 00:09:51.360]  當他們進了迦南地之後
[00:09:51.360 --> 00:09:56.320]  他們千萬不要學習了迦南地人的宗教
[00:09:56.320 --> 00:09:58.720]  不要去信靠他們的宗教
[00:09:58.720 --> 00:10:02.080]  你要拆毀他們所有的偶像
[00:10:02.080 --> 00:10:04.560]  你要拆毀他們所有的幽壇
[00:10:04.560 --> 00:10:09.040]  你還要趕出當地所有的居民
[00:10:09.040 --> 00:10:14.080]  我們看到其實在史詩記
[00:10:14.080 --> 00:10:18.320]  我們看到以色列人一次又一次的失敗
[00:10:18.320 --> 00:10:20.720]  一次又一次的失敗
[00:10:20.720 --> 00:10:21.520]  為什麼呢
[00:10:21.520 --> 00:10:26.000]  原因就是他們沒有聽到耶和華的命令
[00:10:26.000 --> 00:10:29.760]  將當地的人完全趕出去
[00:10:29.760 --> 00:10:33.360]  其中還有摩訶人還有斐理士人
[00:10:33.360 --> 00:10:35.680]  頻頻在作亂
[00:10:35.680 --> 00:10:38.480]  他們慢慢強大了之後
[00:10:38.480 --> 00:10:41.040]  就會控制著以色列人
[00:10:41.040 --> 00:10:43.120]  於是以色列人被他們壓迫
[00:10:43.120 --> 00:10:45.120]  就會向神呼求
[00:10:45.120 --> 00:10:48.160]  神就會派士師來救他們
[00:10:48.160 --> 00:10:51.280]  這樣就和平太平了一陣子
[00:10:51.280 --> 00:10:52.560]  但是之後又怎樣
[00:10:52.560 --> 00:10:55.360]  又不能夠聽神的話語
[00:10:55.360 --> 00:10:57.680]  於是歷史又重演
[00:10:57.680 --> 00:11:02.240]  於是在史詩記我們看到
[00:11:02.240 --> 00:11:07.360]  一共有六次以色列人被人迫害
[00:11:07.360 --> 00:11:09.040]  接著得到救贖
[00:11:09.040 --> 00:11:10.240]  又被人迫害
[00:11:10.240 --> 00:11:11.600]  又得到救贖
[00:11:11.600 --> 00:11:16.000]  其實史詩記給我們看到是一個失敗的見證
[00:11:16.000 --> 00:11:17.440]  問題是什麼呢
[00:11:17.440 --> 00:11:20.160]  問題就是我們剛才所讀的經文
[00:11:20.160 --> 00:11:27.840]  說他們沒有趕所有的居民出迦南地
[00:11:27.840 --> 00:11:30.560]  他們還留下這些外邦的人
[00:11:30.560 --> 00:11:33.920]  以致成為他們眼中的刺
[00:11:33.920 --> 00:11:37.040]  成為他們落下的荊棘
[00:11:37.040 --> 00:11:40.480]  其實如果你看今時今日的以色列
[00:11:40.480 --> 00:11:47.040]  仍然對地土的爭吵是無止境的
[00:11:47.040 --> 00:11:51.520]  不斷地說這片地應該屬於誰
[00:11:51.520 --> 00:11:53.440]  那片地應該屬於誰
[00:11:53.440 --> 00:11:56.000]  如果你看回神的話語
[00:11:56.000 --> 00:11:58.240]  你就知道為什麼會有這些事
[00:11:58.240 --> 00:12:02.000]  就是當年他們沒有照到神的話語
[00:12:02.000 --> 00:12:04.960]  真的把這些人趕出了那個地方
[00:12:04.960 --> 00:12:07.280]  以致現在還是有後遺症
[00:12:07.280 --> 00:12:10.080]  而且我發覺很有趣的就是
[00:12:10.080 --> 00:12:12.400]  最後那節經文56節說什麼
[00:12:12.400 --> 00:12:18.800]  「而且我素尚有義怎樣待他們也必怎樣待你們」
[00:12:18.800 --> 00:12:21.120]  神是很公義的
[00:12:21.120 --> 00:12:25.040]  這個迦南地是屬於神的聖地
[00:12:25.040 --> 00:12:27.280]  任何人在上高犯罪
[00:12:27.280 --> 00:12:31.280]  使這個地污穢了都要趕出去
[00:12:31.280 --> 00:12:35.760]  但神不是說你是以色列人我不趕你
[00:12:35.760 --> 00:12:37.840]  你是迦南人我就趕你
[00:12:37.840 --> 00:12:39.280]  如果你是以色列人
[00:12:39.440 --> 00:12:40.560]  你不潔淨
[00:12:40.560 --> 00:12:42.320]  你不服從的話
[00:12:42.320 --> 00:12:44.240]  神一樣都會趕你出去
[00:12:44.240 --> 00:12:45.840]  就是最後那節經文說
[00:12:45.840 --> 00:12:47.680]  而我們的確看到
[00:12:47.680 --> 00:12:50.880]  是神透過巴比倫
[00:12:50.880 --> 00:12:52.080]  透過亞述國
[00:12:52.080 --> 00:12:53.760]  是將以色列人
[00:12:53.760 --> 00:12:56.720]  連以色列人都是趕出迦南地
[00:12:56.720 --> 00:12:59.760]  但是很感謝主
[00:12:59.760 --> 00:13:03.360]  神是讓南國猶大
[00:13:03.360 --> 00:13:07.520]  是有機會回歸到自己的地方
[00:13:07.520 --> 00:13:09.760]  北國就沒有這麼幸運
[00:13:09.760 --> 00:13:16.240]  我們不妨又看看34章
[00:13:16.240 --> 00:13:20.080]  34章是說神給以色列人
[00:13:20.080 --> 00:13:21.840]  應許之地的版圖
[00:13:21.840 --> 00:13:25.120]  東邊的邊界
[00:13:25.120 --> 00:13:26.720]  西邊的南邊的
[00:13:26.720 --> 00:13:29.760]  一一的告訴我們
[00:13:29.760 --> 00:13:31.600]  我們知道
[00:13:31.600 --> 00:13:32.960]  剛才我們看到
[00:13:32.960 --> 00:13:35.360]  十二支派進入迦南地
[00:13:35.360 --> 00:13:36.960]  九個半支派在西邊
[00:13:36.960 --> 00:13:39.200]  兩個半支派在南邊
[00:13:39.200 --> 00:13:42.080]  約書亞打贏迦南
[00:13:42.080 --> 00:13:44.640]  所得到的地就是這樣
[00:13:44.640 --> 00:13:46.240]  我們知道這個地
[00:13:46.240 --> 00:13:48.800]  去到大衛和所羅門
[00:13:48.800 --> 00:13:52.320]  是大大增加了這個地的領域
[00:13:52.320 --> 00:13:55.920]  有很多人說
[00:13:55.920 --> 00:14:00.640]  大衛和所羅門的時候
[00:14:00.640 --> 00:14:03.040]  他們所得到的領域
[00:14:03.280 --> 00:14:08.160]  已經應驗了神給亞伯拉罕的土地
[00:14:08.160 --> 00:14:11.760]  其實如果我們小心看一看
[00:14:11.760 --> 00:14:14.880]  我們發覺其實是未應驗
[00:14:14.880 --> 00:14:16.640]  就算去到大衛
[00:14:16.640 --> 00:14:17.920]  就算去到所羅門
[00:14:17.920 --> 00:14:22.640]  都未能完全得到神應許亞伯拉罕的土地
[00:14:22.640 --> 00:14:25.840]  我們不需要看東南西北這麼多地方
[00:14:25.840 --> 00:14:29.280]  我們只要看西邊的邊界就最容易
[00:14:29.280 --> 00:14:32.480]  因為西邊的邊界是最平靜
[00:14:32.480 --> 00:14:34.400]  沒有仗打比較少
[00:14:34.400 --> 00:14:37.040]  如果你看東南和北
[00:14:37.040 --> 00:14:39.520]  就有很多很多戰爭
[00:14:39.520 --> 00:14:43.760]  西邊文素記34章6節
[00:14:43.760 --> 00:14:47.840]  西邊是要以大海為界
[00:14:47.840 --> 00:14:49.920]  這就是你們的世界
[00:14:49.920 --> 00:14:52.320]  大海是哪個海
[00:14:52.320 --> 00:14:54.560]  大海就是地中海
[00:14:54.560 --> 00:14:59.120]  所以其實西邊的領域應該是去到地中海
[00:14:59.120 --> 00:15:04.240]  但如果你留意就算是大衛和所羅門全盛的時期
[00:15:04.240 --> 00:15:09.360]  都沒有完全去到大海或者地中海
[00:15:09.360 --> 00:15:17.040]  還有國家好像是推羅和西頓
[00:15:17.040 --> 00:15:19.840]  他們是沒有被以色列人征服到
[00:15:19.840 --> 00:15:24.720]  所以你不可以說已經完全去到大海或者地中海
[00:15:24.720 --> 00:15:29.840]  另外我們知道創世紀15章和新明紀11章
[00:15:29.840 --> 00:15:33.920]  說東北的地方是要一直去到幼發拉底河
[00:15:33.920 --> 00:15:38.800]  但如果你看看就算大衛的領域沒有去到幼發拉底河
[00:15:38.800 --> 00:15:43.920]  就算所羅門王的時候去到幼發拉底河
[00:15:43.920 --> 00:15:47.280]  但這些只不過是臣服的國家
[00:15:47.280 --> 00:15:48.480]  而不是被征服
[00:15:48.480 --> 00:15:52.240]  這些所謂臣服的國家就是年年進貢
[00:15:52.240 --> 00:15:53.920]  歲歲來朝那種
[00:15:53.920 --> 00:15:55.760]  不是真的被征服
[00:15:55.760 --> 00:16:01.040]  所以不可以說是完完全全的應驗了
[00:16:01.040 --> 00:16:03.920]  神給阿伯拉罕的應許之地
[00:16:03.920 --> 00:16:08.640]  這個應許是要將來去到千年國度
[00:16:08.640 --> 00:16:11.200]  當耶穌基督再次回來的時候
[00:16:11.200 --> 00:16:16.960]  猶太人的領域真真正正會應驗了神給阿伯拉罕的應許
[00:16:16.960 --> 00:16:20.800]  這個我們要等到去到千年的國度
[00:16:20.800 --> 00:16:25.920]  其實記載在以西傑書47章
[00:16:25.920 --> 00:16:34.400]  那裡的領域才是將來會應驗阿伯拉罕應許之地的預言
[00:16:34.400 --> 00:16:39.760]  我們剛才說事司紀的時候
[00:16:39.760 --> 00:16:42.320]  以色列人一次又一次的失敗
[00:16:42.320 --> 00:16:45.760]  所以我們看到蘇羅其實他的領域
[00:16:45.760 --> 00:16:48.960]  是比約書亞的時候小了
[00:16:48.960 --> 00:16:49.920]  縮了歲
[00:16:49.920 --> 00:16:52.160]  去到大衛的時候
[00:16:52.160 --> 00:16:55.680]  才是透過大衛的南征北討
[00:16:55.680 --> 00:16:58.240]  將這個領域擴大了
[00:16:58.240 --> 00:17:01.760]  我們看看說完地圖
[00:17:01.760 --> 00:17:05.760]  我們看看成欽的分配
[00:17:05.760 --> 00:17:10.160]  其實以色列人是一個農業的社會
[00:17:10.160 --> 00:17:11.840]  他們是耕田的
[00:17:11.840 --> 00:17:16.080]  他們是牧羊群、羊群、牛群
[00:17:16.080 --> 00:17:18.720]  所以地對他們來說是很需要
[00:17:18.720 --> 00:17:21.920]  所以分地是分給12個支派
[00:17:21.920 --> 00:17:25.680]  我們看到利美人是沒有分到地
[00:17:25.680 --> 00:17:30.240]  但是在12支派的地當中
[00:17:30.240 --> 00:17:33.840]  要分出48個城給利美人
[00:17:33.840 --> 00:17:36.720]  利美人是有城來居住
[00:17:36.720 --> 00:17:38.240]  但是他們是沒有地
[00:17:38.240 --> 00:17:40.320]  為什麼他們沒有地
[00:17:40.320 --> 00:17:43.520]  因為他們的工作是在聖所
[00:17:43.520 --> 00:17:46.080]  他們是服侍耶和華
[00:17:46.080 --> 00:17:48.960]  他們是不需要地、不需要耕種
[00:17:48.960 --> 00:17:50.560]  不需要養活自己
[00:17:50.560 --> 00:17:52.880]  所以他們就不需要地
[00:17:52.880 --> 00:17:55.680]  但是有個城來給他們居住
[00:17:55.680 --> 00:17:57.600]  這個城很有趣的
[00:17:57.600 --> 00:17:58.720]  是四四方方
[00:17:58.720 --> 00:18:00.640]  每邊是一千爪
[00:18:00.640 --> 00:18:02.880]  一爪就是大概一尺半
[00:18:02.880 --> 00:18:06.080]  一千爪就是一千五百尺
[00:18:06.080 --> 00:18:07.840]  這個城都不小
[00:18:07.840 --> 00:18:10.400]  這個城的外面
[00:18:10.400 --> 00:18:12.240]  每邊還有二千爪
[00:18:12.240 --> 00:18:14.640]  即是三千隻草地
[00:18:14.640 --> 00:18:17.200]  他們叫做郊野
[00:18:17.200 --> 00:18:20.080]  是給他們用來養生畜
[00:18:20.080 --> 00:18:23.920]  所以你會看到這個地很大
[00:18:23.920 --> 00:18:28.720]  當中有一千五百尺乘一千五百尺的城
[00:18:28.720 --> 00:18:31.280]  就是給他們來居住
[00:18:31.280 --> 00:18:32.880]  很有趣的
[00:18:32.880 --> 00:18:35.120]  我們看到12支派有地
[00:18:35.120 --> 00:18:37.920]  利美人有城
[00:18:38.400 --> 00:18:45.600]  這個比例和我們現在的社會很不同
[00:18:45.600 --> 00:18:49.440]  他們大部分人都在鄉下
[00:18:49.440 --> 00:18:52.880]  耕田、牧羊羊群、牛群
[00:18:52.880 --> 00:18:55.200]  少部分的人住在城裏面
[00:18:55.200 --> 00:18:56.480]  是利美人
[00:18:56.480 --> 00:18:59.120]  你看我們現在美國
[00:18:59.120 --> 00:19:01.520]  大部分人都住在城市
[00:19:01.520 --> 00:19:03.280]  鄉下比較少人
[00:19:03.440 --> 00:19:05.520]  前些時期在中國
[00:19:05.520 --> 00:19:08.000]  他們說已經去到一半一半
[00:19:08.000 --> 00:19:09.360]  一半人在鄉下
[00:19:09.360 --> 00:19:10.960]  一半人去到城市
[00:19:10.960 --> 00:19:15.600]  現在相信城市的人已經超過了在鄉下的人
[00:19:15.600 --> 00:19:21.360]  這個和古代的以色列很不同
[00:19:21.360 --> 00:19:23.760]  因為他們需要田來耕種
[00:19:23.760 --> 00:19:28.480]  所以大部分人在鄉下
[00:19:28.480 --> 00:19:30.560]  少部分人在城市
[00:19:30.560 --> 00:19:31.840]  就是利美人
[00:19:31.840 --> 00:19:34.400]  為什麼要分佈到48個城市
[00:19:34.400 --> 00:19:35.680]  全地都是
[00:19:35.680 --> 00:19:39.520]  因為他們要將神的話語來教以色列人
[00:19:39.520 --> 00:19:45.520]  我們不妨又來看看
[00:19:45.520 --> 00:19:51.280]  接著說要有屠城
[00:19:51.280 --> 00:19:54.560]  在48座城裏面
[00:19:54.560 --> 00:19:57.120]  要分出6座城
[00:19:57.120 --> 00:19:58.720]  叫做屠城
[00:19:58.720 --> 00:20:01.600]  和合本就譯了它做屠城
[00:20:01.920 --> 00:20:05.120]  其實比較好的翻譯叫做庇護城
[00:20:05.120 --> 00:20:06.880]  是用來庇護人
[00:20:06.880 --> 00:20:10.560]  但是你需要逃到那個城裏
[00:20:10.560 --> 00:20:15.040]  所以相信為什麼和合本就譯了它做屠城
[00:20:15.040 --> 00:20:17.920]  就是你要逃亡到那個城裏
[00:20:17.920 --> 00:20:20.800]  這些屠城是用來有什麼用的
[00:20:20.800 --> 00:20:29.760]  這些屠城是和謀殺的罪案有關
[00:20:30.800 --> 00:20:33.920]  在創世紀9章6節說
[00:20:33.920 --> 00:20:37.840]  凡流人血的他的血也必被人流
[00:20:37.840 --> 00:20:40.400]  殺人者要償命
[00:20:40.400 --> 00:20:43.920]  所以當有人殺人的時候怎麼辦
[00:20:43.920 --> 00:20:46.880]  如果是蓄意謀殺就很簡單
[00:20:46.880 --> 00:20:49.600]  文素記35章19節怎麼說
[00:20:49.600 --> 00:20:53.840]  報血仇的必親自殺那故殺人的
[00:20:53.840 --> 00:20:55.600]  一遇見就殺他
[00:20:55.600 --> 00:20:57.760]  什麼叫做故殺人
[00:20:57.760 --> 00:21:00.000]  故殺人就是故意去殺人
[00:21:00.000 --> 00:21:03.200]  所以如果你是蓄意殺人的話就很簡單
[00:21:03.200 --> 00:21:05.760]  聖經的教導就是要償命
[00:21:05.760 --> 00:21:07.680]  所以我們也有還絞死刑
[00:21:07.680 --> 00:21:11.840]  雖然美國現在越來越想廢除這個死刑
[00:21:11.840 --> 00:21:15.360]  但是你看到神的教導就是殺人者死
[00:21:15.360 --> 00:21:16.880]  如果你是蓄意謀殺的話
[00:21:16.880 --> 00:21:19.360]  這個是死罪
[00:21:19.360 --> 00:21:21.760]  但是如果你留意的話
[00:21:21.760 --> 00:21:25.760]  執行死刑那個叫做報血仇的人
[00:21:25.760 --> 00:21:28.400]  什麼叫做報血仇的人
[00:21:28.400 --> 00:21:32.320]  如果你留意古代的以色列
