
[00:00:00.000 --> 00:00:04.320]  各位電影節目的觀眾大家好
[00:02:46.000 --> 00:02:49.760]  捧殺就是稱讚你
[00:02:49.760 --> 00:02:52.880]  稱讚到你很厲害
[00:02:52.880 --> 00:03:00.080]  然後忽然間就用一些方法把你打了下來
[00:03:00.080 --> 00:03:02.080]  拉了下來
[00:03:02.080 --> 00:03:07.280]  有時候其實藉著追捧你、抬舉你、寵溺你
[00:03:07.280 --> 00:03:09.280]  或者縱容你
[00:03:09.280 --> 00:03:15.200]  讓你活在一個根本不是很現實的世界裏
[00:03:15.200 --> 00:03:20.480]  這個世界其實不是你真正的自我
[00:03:20.480 --> 00:03:25.840]  當你的失敗、缺點、軟弱顯露出來的時候
[00:03:25.840 --> 00:03:27.840]  你高高在上的地位
[00:03:27.840 --> 00:03:32.640]  忽然間就被人一拉就拉了下來
[00:03:32.640 --> 00:03:39.280]  在這種情況下被捧殺的人被捧到上天的時候
[00:03:39.280 --> 00:03:44.640]  他在飄飄然的情況下就會打了下來
[00:03:44.640 --> 00:03:51.680]  我們的敵人就可以用不費吹灰之力把我們毀掉了
[00:03:51.680 --> 00:03:59.280]  其實很多父母在不知不覺之中捧殺自己的小孩
[00:03:59.280 --> 00:04:04.800]  總覺得自己的小孩厲害、很厲害
[00:04:04.800 --> 00:04:09.520]  然後一直製造一個景象就是他很厲害
[00:04:09.520 --> 00:04:13.440]  但當他一出到去遇到實際的世面的時候
[00:04:13.440 --> 00:04:16.480]  他就發現原來不是這樣
[00:04:16.480 --> 00:04:20.480]  就被自己的父母親捧殺了
[00:04:20.480 --> 00:04:24.000]  我們要看一段經文
[00:04:24.000 --> 00:04:28.480]  就是保羅和巴拿巴在第一次旅程裏面
[00:04:28.480 --> 00:04:31.520]  他們遇到的兩種
[00:04:31.520 --> 00:04:35.920]  其實就是兩種殺彈在我們信徒身上的伎倆
[00:04:35.920 --> 00:04:37.920]  而是兩個極端都有的
[00:04:37.920 --> 00:04:43.040]  這個就是保羅在第一次的報道旅程的時候
[00:04:43.040 --> 00:04:49.200]  他們去到以哥廉和路斯德的地方
[00:04:49.200 --> 00:04:52.560]  我們曾經帶團去過這個地方
[00:04:52.560 --> 00:04:54.320]  是保羅行蹤團
[00:04:54.320 --> 00:04:58.720]  我們就去到這個康雅這個地方
[00:04:58.720 --> 00:05:02.080]  康雅這個地方就是以前的以哥廉
[00:05:02.080 --> 00:05:08.160]  然後再差不多坐一個小時的車就會去到路斯德
[00:05:08.160 --> 00:05:09.760]  我們沒有機會去到路斯德
[00:05:09.760 --> 00:05:16.160]  我們就在康雅這個地方讀《士堂傳》第十四章
[00:05:16.160 --> 00:05:20.640]  今天我們也要在這裏跟大家講
[00:05:20.640 --> 00:05:22.960]  就是《士堂傳》第十四章
[00:05:22.960 --> 00:05:27.840]  路斯德城裏有一個兩腳無力的人
[00:05:27.840 --> 00:05:29.600]  生來是瘸腿的
[00:05:29.600 --> 00:05:31.200]  從來沒有走過
[00:05:31.200 --> 00:05:32.800]  他聽保羅講道
[00:05:32.800 --> 00:05:34.800]  保羅定睛地看他
[00:05:34.800 --> 00:05:36.000]  見他有信心
[00:05:36.000 --> 00:05:37.280]  可以得痊癒
[00:05:37.280 --> 00:05:39.520]  大聲說「你起來」
[00:05:39.520 --> 00:05:41.120]  兩腳站直
[00:05:41.120 --> 00:05:44.160]  那個人就起來行走
[00:05:44.160 --> 00:05:46.800]  這個是生來瘸腿的人
[00:05:46.800 --> 00:05:49.440]  他從來沒有走過路
[00:05:49.440 --> 00:05:52.160]  他聽保羅講道的時候
[00:05:52.160 --> 00:05:54.720]  保羅定睛看這個人
[00:05:54.720 --> 00:05:56.560]  厲害
[00:05:56.560 --> 00:06:00.000]  保羅從他的眼裏看見他有信心
[00:06:00.000 --> 00:06:01.440]  弟兄姊妹
[00:06:01.440 --> 00:06:04.560]  你可不可以從一個人的眼裏看到他有信心
[00:06:04.560 --> 00:06:06.560]  你我不行
[00:06:06.560 --> 00:06:07.840]  我又不行
[00:06:07.840 --> 00:06:12.080]  但是保羅有使徒的洞察力
[00:06:12.080 --> 00:06:13.200]  他看到
[00:06:13.200 --> 00:06:16.720]  他看到這個人的眼神渴望
[00:06:16.720 --> 00:06:20.080]  而在渴望裏面存著一顆信心
[00:06:20.080 --> 00:06:22.800]  希望使徒能夠幫助他
[00:06:22.800 --> 00:06:28.400]  保羅向他宣告
[00:06:28.400 --> 00:06:31.440]  你起來用兩腳站直
[00:06:32.160 --> 00:06:38.240]  這個人聽從吩咐跳起來站直行走
[00:06:38.240 --> 00:06:43.600]  我最近做了一個腳部手術叫做ankle fusion
[00:06:43.600 --> 00:06:49.680]  到我講道這個時刻已經剛剛一年
[00:06:49.680 --> 00:06:52.560]  在這一年裏面
[00:06:52.560 --> 00:06:56.400]  最開始的時候有很多弟兄姊妹都很關心
[00:06:56.400 --> 00:07:03.280]  我記得有一個弟兄送我保羅、巴拿巴
[00:07:03.280 --> 00:07:05.520]  他醫治這個瘸腿的人
[00:07:05.520 --> 00:07:09.200]  祝我能夠健步如飛
[00:07:09.200 --> 00:07:11.680]  我回應他
[00:07:11.680 --> 00:07:13.680]  我不求健步如飛
[00:07:13.680 --> 00:07:16.640]  我只求穩步前行就行了
[00:07:16.640 --> 00:07:20.560]  我也不求快如舞鹿的蹄
[00:07:20.560 --> 00:07:23.200]  我只求穩行在高處
[00:07:23.200 --> 00:07:25.600]  就是哈巴谷書第三章所講的
[00:07:26.560 --> 00:07:30.720]  能夠健步如飛是一個神蹟
[00:07:30.720 --> 00:07:32.720]  是一個很大的神蹟
[00:07:32.720 --> 00:07:40.720]  保羅在這裏和彼得所行的神蹟很相似
[00:07:40.720 --> 00:07:45.120]  路加刻意將兩次神蹟
[00:07:45.120 --> 00:07:48.320]  就是保羅在路斯德醫瘸腿的人
[00:07:48.320 --> 00:07:55.200]  和彼得在聖殿前美門第三章醫治瘸腿的人
[00:07:55.200 --> 00:07:59.120]  兩個放得好像並駕齊驅
[00:07:59.120 --> 00:08:03.680]  因為他要讓讀者們看到
[00:08:03.680 --> 00:08:08.320]  看到保羅和彼得都具備使徒的遺訓
[00:08:08.320 --> 00:08:12.720]  而他們兩個同樣在母腹裏面
[00:08:12.720 --> 00:08:14.320]  母胎裏面是瘸腿的
[00:08:14.320 --> 00:08:15.680]  生來是瘸腿的
[00:08:15.680 --> 00:08:19.360]  然後兩個使徒都是定徵的來看他
[00:08:19.360 --> 00:08:24.240]  然後他們痊癒之後都是跳起來行走的
[00:08:24.240 --> 00:08:26.560]  是一反常態的
[00:08:26.560 --> 00:08:30.000]  然後使徒他們行完神蹟之後
[00:08:30.000 --> 00:08:33.360]  都承認這是神在他們身上的作為
[00:08:33.360 --> 00:08:38.800]  為何要這樣記載呢?
[00:08:38.800 --> 00:08:39.760]  我剛才已經講了
[00:08:39.760 --> 00:08:46.320]  路加刻意要刻畫保羅和彼得並駕齊驅
[00:08:46.320 --> 00:08:48.640]  是都有使徒的遺訓
[00:08:48.640 --> 00:08:53.840]  而在這件神蹟裏製造了
[00:08:53.840 --> 00:08:59.040]  或者啟動了魔鬼撒旦的兩個試探
[00:08:59.040 --> 00:09:00.560]  試煉我們的伎倆
[00:09:00.560 --> 00:09:03.920]  第一個是捧殺
[00:09:03.920 --> 00:09:10.400]  我們現在看看眾人看見保羅所行的事
[00:09:10.400 --> 00:09:12.800]  就用呂高尼大聲說
[00:09:12.800 --> 00:09:16.560]  有神藉著人形臨到我們中間
[00:09:16.560 --> 00:09:19.760]  於是稱巴拿巴為雕師
[00:09:19.760 --> 00:09:22.640]  稱保羅為希爾米
[00:09:22.640 --> 00:09:25.920]  因為他說話靈熟
[00:09:25.920 --> 00:09:30.800]  這裏就吸引了一班路斯德的人
[00:09:30.800 --> 00:09:34.800]  他們一齊去看這個情景
[00:09:34.800 --> 00:09:37.840]  然後他們大聲用呂高尼說
[00:09:37.840 --> 00:09:40.320]  哦 神人臨世了
[00:09:40.320 --> 00:09:45.280]  雕師就是希臘神明的最大神
[00:09:45.280 --> 00:09:48.720]  然後希爾米就是雕師的兒子
[00:09:48.880 --> 00:09:53.040]  而希爾米也是雕師的首席代言人
[00:09:53.040 --> 00:10:00.480]  為何要稱巴拿巴為神明最大呢?
[00:10:00.480 --> 00:10:03.120]  其實行神蹟的是保羅
[00:10:03.120 --> 00:10:05.760]  而後來說到的也是保羅
[00:10:05.760 --> 00:10:13.120]  我相信巴拿巴是有一種很特別的神態
[00:10:13.120 --> 00:10:14.960]  或者說那種魅力
[00:10:14.960 --> 00:10:16.720]  他不是怎麼多說話
[00:10:16.720 --> 00:10:21.200]  但是他有一個很莊重的威嚴外形
[00:10:21.200 --> 00:10:27.360]  大家如果看歷史對保羅的黑畫
[00:10:27.360 --> 00:10:28.960]  那個肖像的黑畫
[00:10:28.960 --> 00:10:33.440]  你就知道保羅是言語粗俗
[00:10:33.440 --> 00:10:39.120]  然後保羅的樣子不是很好
[00:10:39.120 --> 00:10:43.120]  很多畫畫他光頭
[00:10:43.120 --> 00:10:44.560]  前面有一束頭髮
[00:10:44.560 --> 00:10:46.160]  就是一束頭髮
[00:10:46.160 --> 00:10:47.520]  很特別的
[00:10:47.520 --> 00:10:51.360]  你在使徒裡面一看就認出保羅是誰
[00:10:51.360 --> 00:10:53.680]  無論如何
[00:10:53.680 --> 00:10:58.000]  他們就將保羅封為希爾米
[00:10:58.000 --> 00:11:00.960]  將巴拿巴封為雕師
[00:11:00.960 --> 00:11:07.840]  其實在主前大概43年到主後17年
[00:11:07.840 --> 00:11:13.440]  這個期間有一個羅馬的詩人叫做奧維特
[00:11:13.440 --> 00:11:19.200]  奧維特在這段時間裡面曾經寫過一個故事
[00:11:19.200 --> 00:11:26.240]  就是希臘的神明雕師和希爾米曾經訪問人間
[00:11:26.240 --> 00:11:28.640]  他們來到路斯德
[00:11:28.640 --> 00:11:30.720]  路斯德沒有人招待他
[00:11:30.720 --> 00:11:34.480]  除了一對農村的夫婦
[00:11:34.480 --> 00:11:40.160]  後來雕師和希爾米走了之後
[00:11:40.160 --> 00:11:43.360]  賜福給這對夫婦
[00:11:43.360 --> 00:11:47.520]  讓他們在地上非常蒙人
[00:11:47.520 --> 00:11:54.000]  因為這個故事相信當時相傳在他們的中間
[00:11:54.000 --> 00:11:59.920]  所以很多人看到保羅和巴拿巴行神蹟的時候
[00:11:59.920 --> 00:12:09.040]  就馬上想到很可能希臘這兩位大神再次降臨在地上
[00:12:09.040 --> 00:12:14.560]  他們封保羅和巴拿巴為神明
[00:12:14.560 --> 00:12:18.640]  如果你看到這裡有第一種吹捧
[00:12:18.640 --> 00:12:23.120]  就是無知的路斯德人的吹捧
[00:12:23.120 --> 00:12:27.680]  他們是很無知的
[00:12:27.680 --> 00:12:29.280]  他們是迷信的
[00:12:29.280 --> 00:12:31.840]  他們是群眾心理的
[00:12:31.840 --> 00:12:33.840]  追捧明星的
[00:12:33.840 --> 00:12:37.360]  看到保羅和巴拿巴這麼厲害
[00:12:37.360 --> 00:12:40.000]  所以就覺得他們一定是神
[00:12:40.000 --> 00:12:44.080]  但這裡也有第二種吹捧
[00:12:44.080 --> 00:12:49.520]  第二種吹捧就是城外有一批雕師廟的祭師
[00:12:49.520 --> 00:12:51.200]  他們牽著牛
[00:12:51.200 --> 00:12:55.200]  然後拿著花環來到門前
[00:12:55.200 --> 00:12:58.480]  向眾人向使徒獻祭
[00:12:58.480 --> 00:13:02.000]  這裡是祭師門
[00:13:02.000 --> 00:13:05.200]  牽著很多隻牛
[00:13:05.200 --> 00:13:06.800]  不止一隻
[00:13:06.800 --> 00:13:14.000]  然後帶著花環
[00:13:14.000 --> 00:13:16.640]  全部都是眾數的
[00:13:16.640 --> 00:13:19.280]  其實他們反應非常快
[00:13:19.280 --> 00:13:24.000]  行了神蹟不久就聽到消息
[00:13:24.000 --> 00:13:26.720]  馬上過來
[00:13:26.720 --> 00:13:29.840]  他們是一群有目的而來的
[00:13:29.840 --> 00:13:30.720]  為什麼呢?
[00:13:30.720 --> 00:13:36.240]  如果雕師和希爾米亞降臨在世間的話
[00:13:36.240 --> 00:13:39.200]  他們如果不作出反應
[00:13:39.200 --> 00:13:43.200]  可能會有問題
[00:13:43.200 --> 00:13:45.600]  而且他們如果能夠作出反應
[00:13:45.600 --> 00:13:48.560]  讓城外的雕師廟
[00:13:48.560 --> 00:13:51.280]  能夠往往旺盛一點
[00:13:51.280 --> 00:13:52.880]  豈不是更好呢?
[00:13:52.880 --> 00:13:56.080]  對他們自己也有很大的利益
[00:13:56.080 --> 00:14:03.760]  所以我稱這種追捧為全師心的一群雕師廟的祭師
[00:14:03.760 --> 00:14:06.160]  兩種追捧
[00:14:06.160 --> 00:14:07.760]  其實我想
[00:14:07.760 --> 00:14:13.440]  如果一個不小心就會落在撒旦的網絡底下
[00:14:13.440 --> 00:14:18.240]  很多時候我們最大的毛病是什麼呢?
[00:14:18.240 --> 00:14:20.640]  我們最大的毛病就是
[00:14:20.640 --> 00:14:23.520]  面對花環的誘惑
[00:14:23.520 --> 00:14:25.040]  我們失陷
[00:14:25.040 --> 00:14:27.760]  我們最大的毛病是什麼呢?
[00:14:27.760 --> 00:14:30.240]  寧願我們在掌聲中迷失
[00:14:30.240 --> 00:14:33.840]  也不願因中言而獲救
[00:14:33.840 --> 00:14:36.880]  中言易議
[00:14:36.880 --> 00:14:41.200]  我們很喜歡聽一些對我們追捧
[00:14:41.200 --> 00:14:42.560]  說我們好
[00:14:42.560 --> 00:14:43.440]  很厲害
[00:14:43.440 --> 00:14:45.600]  然後封我們為偶像
[00:14:45.600 --> 00:14:47.840]  我們就飄飄然在上面
[00:14:47.840 --> 00:14:53.520]  我聽說在加州三環市有一間琴行
[00:14:53.520 --> 00:14:55.360]  他們賣一種風琴
[00:14:55.680 --> 00:15:02.400]  這種風琴不單有基本的風琴設施
[00:15:02.400 --> 00:15:04.160]  還有一個按鈕
[00:15:04.160 --> 00:15:07.120]  這個按鈕是
[00:15:07.120 --> 00:15:10.160]  你彈完之後一按
[00:15:10.160 --> 00:15:17.280]  就會出現一個音樂廳的規模的掌聲
[00:15:17.280 --> 00:15:20.320]  即是說有幾千人在拍手
[00:15:21.120 --> 00:15:24.000]  如果你在家中彈風琴
[00:15:24.000 --> 00:15:26.480]  彈完之後也沒有人反應
[00:15:26.480 --> 00:15:28.320]  是不是很沒趣
[00:15:28.320 --> 00:15:30.800]  如果你彈完之後覺得沒趣
[00:15:30.800 --> 00:15:32.480]  你就可以按一下這個
[00:15:32.480 --> 00:15:38.720]  然後陶醉在幾千人的掌聲歡呼
[00:15:38.720 --> 00:15:46.560]  幾千人追捧你螢光幕底下的成就
[00:15:46.560 --> 00:15:53.360]  太多人喜歡被人追捧
[00:15:53.360 --> 00:15:58.880]  其實人的稱讚好像香水一樣
[00:15:58.880 --> 00:16:01.920]  聞一下就好了
[00:16:01.920 --> 00:16:05.120]  不要整瓶喝下去
[00:16:05.120 --> 00:16:08.160]  你身體有問題
[00:16:08.160 --> 00:16:16.480]  所以我們在巴拿巴和保羅面對一個很大的挑戰
[00:16:16.480 --> 00:16:18.320]  有人追捧他們
[00:16:18.320 --> 00:16:19.920]  將他們奉為神明
[00:16:19.920 --> 00:16:22.560]  不單是路斯德人
[00:16:22.560 --> 00:16:25.920]  城外的雕師廟祭師是這樣
[00:16:25.920 --> 00:16:29.280]  如果你是保羅和巴拿巴你會怎樣呢?
[00:16:29.280 --> 00:16:32.880]  在這種情況下你會怎樣呢?
[00:16:32.880 --> 00:16:34.720]  如果一個不小心
[00:16:34.720 --> 00:16:38.240]  很可能會說不如現在陶醉一下
[00:16:38.240 --> 00:16:41.760]  讓人追捧成為神明也不錯
[00:16:41.760 --> 00:16:44.160]  哇 捧我們上天
[00:16:44.160 --> 00:16:46.480]  明知不是的
[00:16:46.480 --> 00:16:50.800]  不如現在就陶醉一下享受一下
[00:16:50.800 --> 00:16:51.840]  是不是?
[00:16:51.840 --> 00:16:54.320]  如果你看保羅和巴拿巴
[00:16:54.320 --> 00:16:58.880]  你會看到他們的反應很一致
[00:16:58.880 --> 00:17:02.880]  而他們的反應也是我們今天需要學習
[00:17:02.880 --> 00:17:06.240]  怎樣面對別人的吹捧
[00:17:06.240 --> 00:17:09.120]  第一個就是他們撕裂衣裳
[00:17:09.120 --> 00:17:12.000]  撕裂衣裳就是告訴別人
[00:17:12.000 --> 00:17:14.800]  他們不怕別人覺得他們衣冠不正
[00:17:14.800 --> 00:17:21.200]  撕裂衣裳就是我們其實不是有外貌的榮美
[00:17:21.200 --> 00:17:24.160]  然後就是跳進眾人中間
[00:17:24.160 --> 00:17:26.480]  就是說我們和你們是同一陣線
[00:17:26.480 --> 00:17:29.040]  然後宣告我們都是人
[00:17:29.040 --> 00:17:31.200]  我們守著人的本份
[00:17:31.200 --> 00:17:32.400]  我們不是神
[00:17:32.400 --> 00:17:33.760]  我們都是人
[00:17:33.760 --> 00:17:37.600]  我們不可以接受你們對神明的那種吹捧
[00:17:37.600 --> 00:17:39.840]  要知道自己的身份
[00:17:39.840 --> 00:17:42.880]  守著自己的本位
[00:17:42.880 --> 00:17:46.640]  然後他們在這種情況下
[00:17:46.640 --> 00:17:48.800]  不忘傳福音
[00:17:48.800 --> 00:17:52.640]  都不忘記要傳福音
[00:17:52.640 --> 00:17:57.280]  其實在這種情況下要傳福音真的挺難
[00:17:57.280 --> 00:18:00.320]  有些人就說保羅這次的傳福音
[00:18:00.320 --> 00:18:02.480]  其實是有缺陷的
[00:18:02.480 --> 00:18:04.160]  有什麼缺陷呢?
[00:18:04.160 --> 00:18:08.000]  保羅他只是說天父的創造
[00:18:08.000 --> 00:18:10.000]  神是創造主
[00:18:10.000 --> 00:18:15.040]  比較沒有強調耶穌基督N十字架的救贖福音
[00:18:15.040 --> 00:18:18.640]  不過我們要明白幾件事
[00:18:18.640 --> 00:18:23.680]  這個時候其實是群情洶湧的時候
[00:18:23.680 --> 00:18:31.040]  那些人根本就不是要預備聽你一個很長篇大律的講道
[00:18:31.040 --> 00:18:34.240]  而且時間很短促的底下
[00:18:34.240 --> 00:18:39.520]  你不可以將所有的事情都要講
[00:18:39.520 --> 00:18:43.440]  而且這一群人是一群外邦人
[00:18:43.440 --> 00:18:45.440]  很多外邦人
[00:18:45.440 --> 00:18:49.280]  所以他們沒有猶太人對舊約寓言
[00:18:49.280 --> 00:18:52.080]  尼塞亞歷史非常熟悉
[00:18:52.080 --> 00:18:53.040]  他們不是
[00:18:53.040 --> 00:18:55.600]  所以就要因材施教
[00:18:55.600 --> 00:19:00.640]  基本上保羅現在是在做一個福音御供的工作
[00:19:00.640 --> 00:19:03.840]  他將父神的創造
[00:19:03.840 --> 00:19:06.320]  他施恩給世上的人
[00:19:06.320 --> 00:19:11.200]  讓人回到創造主的懷抱下
[00:19:11.200 --> 00:19:14.880]  當他講完這篇道的時候
[00:19:14.880 --> 00:19:20.000]  就緊緊攔著眾人不向他們獻祭
[00:19:20.000 --> 00:19:23.840]  頂智慧你有沒有看到保羅的反應
[00:19:23.840 --> 00:19:28.160]  真的是非常清晰的
[00:19:28.160 --> 00:19:32.160]  他承認自己的本位是人
[00:19:32.160 --> 00:19:36.320]  他重新堅定地相信
[00:19:36.320 --> 00:19:40.480]  他不可以接受人對他們的神明的追捧
[00:19:40.480 --> 00:19:47.360]  然後他傳福音讓人明白天父的創造
[00:19:47.360 --> 00:19:48.960]  對於今天來說
[00:19:48.960 --> 00:19:54.080]  我們要怎樣應用這段經文帶來的訊息
[00:19:54.080 --> 00:19:56.080]  面對人的追捧的時候
[00:19:56.080 --> 00:19:58.080]  我們應該怎樣反應呢
[00:19:58.080 --> 00:20:00.960]  我們先不要去追捧人
[00:20:00.960 --> 00:20:03.840]  我們要小心一種叫做明星效應
[00:20:03.840 --> 00:20:08.160]  明星效應就是一種叫做追星的心態
[00:20:08.160 --> 00:20:12.800]  今天的潮流很多時候將一些人偶像化
[00:20:12.800 --> 00:20:14.800]  神明化
[00:20:14.800 --> 00:20:18.560]  普通的歌星、球星
[00:20:18.560 --> 00:20:20.560]  甚至在教會裡面
[00:20:20.560 --> 00:20:24.560]  有時候我們也有一些的牧者被追捧
[00:20:24.560 --> 00:20:29.840]  成為一個偶像而敬拜的一瓣
[00:20:29.840 --> 00:20:31.840]  頂智慧我們要小心
[00:20:31.840 --> 00:20:33.840]  因為人就是人
[00:20:33.840 --> 00:20:37.840]  當這些被追捧成為偶像的人
[00:20:37.840 --> 00:20:39.840]  他有失敗、有軟弱的時候
[00:20:39.840 --> 00:20:43.840]  我們對他的追捧就會被瓦解
[00:20:43.840 --> 00:20:46.960]  不單單這樣我們的信心也會被摧毀
[00:20:46.960 --> 00:20:51.760]  第二我們要設計虛浮的榮耀
[00:20:51.760 --> 00:20:53.760]  虛浮的榮耀是什麼呢
[00:20:53.760 --> 00:20:55.760]  就是虛浮的
[00:20:55.760 --> 00:20:57.760]  不是實在的
[00:20:57.760 --> 00:20:59.760]  不是真實的
[00:20:59.760 --> 00:21:03.760]  保羅、巴拿巴他們被人追捧成為神
[00:21:03.760 --> 00:21:07.360]  其實這是不實在的
[00:21:07.360 --> 00:21:09.360]  根本他們不是神
[00:21:09.360 --> 00:21:13.040]  所以虛浮的榮耀我們要小心
[00:21:13.040 --> 00:21:16.640]  我們要守住我們的本位
[00:21:16.640 --> 00:21:18.640]  當我們守住我們的本位
[00:21:18.640 --> 00:21:22.880]  我們認識我們軟弱的缺陷的時候
[00:21:22.880 --> 00:21:27.680]  我們就比較容易不去接受虛浮的榮耀
[00:21:27.680 --> 00:21:31.520]  頂智慧我們都是人
[00:21:31.520 --> 00:21:33.520]  我們不是神
[00:21:33.520 --> 00:21:35.520]  亞當夏娃
[00:21:35.520 --> 00:21:37.520]  特別是夏娃
[00:21:37.520 --> 00:21:41.520]  她在魔鬼撒旦的試探的時候
[00:21:41.520 --> 00:21:43.520]  就說你吃吧
[00:21:43.520 --> 00:21:45.520]  你吃了之後你就好像神一樣
[00:21:45.520 --> 00:21:50.320]  夏娃因為飄飄然被追捧
[00:21:50.320 --> 00:21:52.320]  然後她真的吃了
[00:21:52.320 --> 00:21:55.760]  她沒有守住她人的本位
[00:21:55.760 --> 00:22:02.960]  所以就帶來了我們遲早的決定性的犯罪墮落
[00:22:02.960 --> 00:22:08.320]  頂智慧我們不可以竊取神的榮耀
[00:22:08.320 --> 00:22:12.320]  然後當別人將榮耀送給我們的時候
[00:22:12.320 --> 00:22:17.200]  我們要將它送到伽勒神
[00:22:17.200 --> 00:22:20.400]  就是說我不配得這個榮耀
[00:22:20.400 --> 00:22:22.400]  我不配得這個稱讚
[00:22:22.400 --> 00:22:27.600]  只有耶穌基督在十字架上為我死
[00:22:27.600 --> 00:22:31.040]  救贖的恩情是祂給我的
[00:22:31.040 --> 00:22:34.240]  一切的榮耀要歸到伽勒神
[00:22:34.240 --> 00:22:39.360]  大家如果有聽過或唱過一首歌叫My Tribute
[00:22:39.360 --> 00:22:41.360]  我心獻曲
[00:22:41.360 --> 00:22:45.760]  裡面有一句話我經常都會很受感動
[00:22:45.760 --> 00:22:48.960]  他說如果我得到什麼稱讚
[00:22:48.960 --> 00:22:52.000]  讓祂先被送到伽勒神
[00:22:52.000 --> 00:22:56.400]  If I gain any praise, let it go to Calvary
[00:22:56.400 --> 00:23:00.000]  這是一個很正確的態度
[00:23:00.000 --> 00:23:04.240]  當有人要稱讚我們的時候
[00:23:04.240 --> 00:23:07.280]  我們就將祂送到伽勒神
[00:23:07.280 --> 00:23:11.520]  我記得在菲律賓有一次我講道
[00:23:11.520 --> 00:23:13.520]  我在菲律賓宣教11年
[00:23:13.520 --> 00:23:15.520]  有一次我講道的時候
[00:23:15.520 --> 00:23:18.400]  有一個神學院的同工坐在下面
[00:23:18.400 --> 00:23:20.400]  他過來告訴我
[00:23:20.400 --> 00:23:24.080]  大牧師你今天講得好
[00:23:24.080 --> 00:23:28.320]  我第一個反應是我不覺得好
[00:23:28.320 --> 00:23:30.320]  我真的不覺得好
[00:23:30.320 --> 00:23:33.120]  然後我口裡說不是
[00:23:33.120 --> 00:23:39.680]  這個同工不知是故意還是有意
[00:23:39.680 --> 00:23:41.680]  他睜大雙眼看著我
[00:23:42.000 --> 00:23:44.000]  然後就說大牧師
[00:23:44.000 --> 00:23:49.360]  你知不知道你現在埋沒了神的恩典
[00:23:49.360 --> 00:23:52.400]  我說有沒有這麼嚴重
[00:23:52.400 --> 00:23:54.400]  埋沒了神的恩典
[00:23:54.400 --> 00:23:57.520]  他說你應該說感謝父神
[00:23:57.520 --> 00:23:59.520]  我就被他嚇了
