
[00:00:00.000 --> 00:00:05.640]  各位提醒姐妹、各位朋友,你們好!
[00:01:34.320 --> 00:01:37.680]  但是澤林在主教學的行為難以控制
[00:01:37.680 --> 00:01:40.360]  老師不知所措,不懂怎樣對應
[00:01:40.360 --> 00:01:43.320]  因此引起極大的問題
[00:01:43.320 --> 00:01:46.600]  老師沒有辦法教其他小朋友
[00:01:46.600 --> 00:01:51.320]  所以,澤林的爸爸媽媽因此沒有再回教會
[00:01:51.320 --> 00:01:54.160]  也沒有參與任何教會的活動
[00:01:54.160 --> 00:01:56.960]  她們的信仰也不再衝動
[00:01:56.960 --> 00:02:02.440]  到了1995年,澤林的母親王嚴麗池決定
[00:02:02.440 --> 00:02:04.680]  離開了她護士的本行
[00:02:04.680 --> 00:02:07.360]  在家中專心教導澤林
[00:02:07.360 --> 00:02:12.600]  後來她更採用了她創立了努力士的方法來教她
[00:02:12.600 --> 00:02:15.280]  經過了幾個月悉心的教導
[00:02:15.280 --> 00:02:18.680]  澤林可以坐在這裡一段頗長的時間
[00:02:18.680 --> 00:02:21.840]  從寫自己的名字,Louis Wong
[00:02:21.840 --> 00:02:24.160]  到1995年10月的時候
[00:02:24.160 --> 00:02:26.360]  她可以寫出一個句子
[00:02:26.360 --> 00:02:28.400]  Louis is a good boy
[00:02:28.400 --> 00:02:30.640]  to my daddy, I love you
[00:02:30.640 --> 00:02:33.680]  到1996年的時候
[00:02:33.680 --> 00:02:37.880]  王太發現澤林對數學很有天分
[00:02:37.880 --> 00:02:43.240]  她開始的時候,用了10個月的時間才學會由1至5
[00:02:43.240 --> 00:02:46.920]  但是,當她學6至10的時候
[00:02:46.920 --> 00:02:50.280]  她只需要3個月的時間就搞定了
[00:02:50.280 --> 00:02:54.120]  11至20只需要一個月的時間
[00:02:54.120 --> 00:02:56.960]  到1996年10月的時候
[00:02:56.960 --> 00:03:02.120]  王太發現澤林突然間懂得加減乘除
[00:03:02.120 --> 00:03:04.080]  在沒有人指導之下
[00:03:04.080 --> 00:03:10.840]  她竟然懂得開荒、分數、小數、混合四色等題目
[00:03:10.840 --> 00:03:16.840]  而且最多用了兩三秒的時間就可以計算出來
[00:03:16.840 --> 00:03:19.520]  譬如,有一條題目是這樣的
[00:03:19.520 --> 00:03:23.760]  X的二方減3X+A=0
[00:03:23.760 --> 00:03:25.440]  X=6
[00:03:25.440 --> 00:03:27.200]  A=多少呢?
[00:03:27.200 --> 00:03:33.400]  澤林只需要兩三秒的時間立即計算出18這個答案
[00:03:33.400 --> 00:03:36.000]  王太覺得非常詫異
[00:03:36.000 --> 00:03:39.400]  就把她計算的過程錄影了
[00:03:39.400 --> 00:03:41.880]  給她在香港的一個朋友看
[00:03:41.880 --> 00:03:44.360]  香港這位朋友是一個醫生
[00:03:44.360 --> 00:03:46.040]  她不是一個基督徒
[00:03:46.040 --> 00:03:50.360]  但她對王太說,澤林不像是一個數學天才
[00:03:50.360 --> 00:03:52.040]  這是一個神蹟
[00:03:52.040 --> 00:03:57.560]  因為澤林是懂得從未學過的數學觀念
[00:03:57.560 --> 00:04:00.600]  並且還能夠計算出答案
[00:04:00.600 --> 00:04:05.200]  這根本不是一個數學天才能夠做到的事
[00:04:05.200 --> 00:04:08.200]  接著這位醫生朋友,為了證明她的看法
[00:04:08.200 --> 00:04:11.120]  就給澤林一條數學題目叫作答
[00:04:11.120 --> 00:04:12.160]  這條題目就是
[00:04:12.160 --> 00:04:14.280]  1+2+3+4+5+6
[00:04:14.280 --> 00:04:16.000]  一直加到1000
[00:04:16.000 --> 00:04:18.480]  究竟答案是多少呢?
[00:04:18.480 --> 00:04:20.400]  她並且對王太說
[00:04:20.400 --> 00:04:24.880]  如果澤林可以在短時間內計算出答案
[00:04:24.880 --> 00:04:27.280]  可以說這是一個神蹟
[00:04:27.280 --> 00:04:29.120]  當王太給了一條算術
[00:04:29.120 --> 00:04:31.800]  給澤林計算的時候
[00:04:31.800 --> 00:04:34.800]  她只需要用了兩三秒的時間
[00:04:34.800 --> 00:04:36.760]  在她的紙裡面寫出答案
[00:04:36.760 --> 00:04:38.680]  500 500
[00:04:38.680 --> 00:04:44.000]  哇,這次真的把王太和這位醫生朋友嚇得呆了
[00:04:44.000 --> 00:04:46.000]  於是王太就問澤林
[00:04:46.000 --> 00:04:48.640]  誰教你學這些數學的
[00:04:48.640 --> 00:04:50.640]  她在紙裡面寫著
[00:04:50.640 --> 00:04:54.600]  G-O-D-G-A
[00:04:54.600 --> 00:04:59.120]  之後王太發現澤林不單止對數學有驚人的天分
[00:04:59.120 --> 00:05:00.880]  她對聖經的知識
[00:05:00.880 --> 00:05:03.280]  自然科學地理歷史
[00:05:03.280 --> 00:05:06.600]  也有很多在沒有人教過之下
[00:05:06.600 --> 00:05:08.800]  她竟然才可以知曉
[00:05:08.800 --> 00:05:10.440]  比方來說
[00:05:10.440 --> 00:05:14.400]  問她第一個登陸月球是哪一年呢?
[00:05:14.400 --> 00:05:15.520]  她馬上寫出
[00:05:15.520 --> 00:05:17.480]  1969年
[00:05:17.480 --> 00:05:20.320]  第二次世界大戰至於何年?
[00:05:20.320 --> 00:05:21.320]  她馬上寫出
[00:05:21.320 --> 00:05:23.440]  1937年
[00:05:23.440 --> 00:05:26.400]  東德和西德是哪一年合併?
[00:05:26.400 --> 00:05:27.320]  她馬上寫出
[00:05:27.320 --> 00:05:29.800]  1990年
[00:05:29.800 --> 00:05:32.120]  太陽是有多少個行星?
[00:05:32.120 --> 00:05:33.320]  她說9
[00:05:33.320 --> 00:05:34.720]  哪個行星最大?
[00:05:34.720 --> 00:05:35.840]  木星
[00:05:35.840 --> 00:05:37.880]  全部適答
[00:05:37.880 --> 00:05:41.680]  這簡直是一個神蹟
[00:05:41.680 --> 00:05:44.320]  當我看到這個故事的時候
[00:05:44.320 --> 00:05:47.920]  我們有兩個可能不同的回應
[00:05:47.920 --> 00:05:49.080]  第一個是驚訝
[00:05:49.080 --> 00:05:51.120]  嘩!這個真是神奇
[00:05:51.120 --> 00:05:54.880]  一個自閉IQ只有65的孩子
[00:05:54.880 --> 00:05:56.560]  可以在沒有人教導之下
[00:05:56.560 --> 00:05:58.120]  學到這麼多東西
[00:05:58.120 --> 00:06:02.080]  包括數學、天文、地理、歷史、聖經
[00:06:02.080 --> 00:06:05.200]  真是一件不可思議的事
[00:06:05.200 --> 00:06:07.000]  對基督徒來說
[00:06:07.000 --> 00:06:08.240]  這是神的作為
[00:06:08.240 --> 00:06:09.560]  事實上王太
[00:06:09.560 --> 00:06:11.160]  時常為此而作見證
[00:06:11.160 --> 00:06:12.880]  並且因為這樣的緣故
[00:06:12.880 --> 00:06:15.600]  帶領了不少人信了耶穌
[00:06:15.600 --> 00:06:17.880]  但有另外一個回應是什麼?
[00:06:17.880 --> 00:06:19.640]  疑惑
[00:06:19.640 --> 00:06:22.520]  沒錯
[00:06:22.520 --> 00:06:23.600]  這個神蹟
[00:06:23.600 --> 00:06:29.480]  帶給我們對神有更多更大的疑惑和問題
[00:06:29.480 --> 00:06:32.000]  澤林和他母親
[00:06:32.000 --> 00:06:34.040]  肯定這個是出於上帝
[00:06:34.040 --> 00:06:37.120]  是出於耶穌基督的恩典
[00:06:37.120 --> 00:06:41.040]  我不懷疑他們所說的真實
[00:06:41.040 --> 00:06:45.280]  我不懷疑他們所說的絕對不是虛求
[00:06:45.280 --> 00:06:50.200]  但我心裏還有很多更大的問題存在
[00:06:50.200 --> 00:06:51.600]  問題是什麼?
[00:06:51.600 --> 00:06:55.240]  為什麼千千萬萬的自閉的小孩子
[00:06:55.240 --> 00:06:59.160]  只有澤林才經歷這些恩典和神蹟呢?
[00:06:59.160 --> 00:07:01.160]  我見過不少的家庭
[00:07:01.160 --> 00:07:03.560]  有自閉症的小朋友
[00:07:03.560 --> 00:07:07.960]  他們的父母都是熱心愛著的基督徒
[00:07:07.960 --> 00:07:10.480]  他們的需要可能更大
[00:07:10.480 --> 00:07:13.280]  為什麼神不理會他們呢?
[00:07:13.280 --> 00:07:14.840]  我們與其說
[00:07:14.840 --> 00:07:17.480]  這是彰顯了神的大能
[00:07:17.480 --> 00:07:18.960]  我們同時也可以說
[00:07:18.960 --> 00:07:22.240]  當我們見到千千萬萬的自閉症小朋友
[00:07:22.240 --> 00:07:24.080]  尤其是基督徒
[00:07:24.080 --> 00:07:26.480]  或者是愛著的父母
[00:07:26.480 --> 00:07:29.640]  竟然之間得不到半點的幫助
[00:07:29.640 --> 00:07:33.360]  這不是顯出上帝的無能?
[00:07:33.360 --> 00:07:38.120]  如果不是千千萬萬的自閉症小朋友
[00:07:38.120 --> 00:07:39.400]  得不到醫治
[00:07:39.400 --> 00:07:44.400]  為什麼只能是澤林一個可以得到蒙福呢?
[00:07:44.400 --> 00:07:45.640]  與其我們說
[00:07:45.640 --> 00:07:47.160]  因為父母信耶穌
[00:07:47.160 --> 00:07:47.920]  他們愛著
[00:07:47.920 --> 00:07:50.240]  但有多少個自閉症的小朋友
[00:07:50.240 --> 00:07:52.320]  他們父母一樣愛著
[00:07:52.320 --> 00:07:54.960]  一樣是很純復始
[00:07:54.960 --> 00:07:58.600]  但我們看不到有這些神蹟出現
[00:07:58.600 --> 00:07:59.960]  所以
[00:07:59.960 --> 00:08:02.720]  在這個見證裏面
[00:08:02.720 --> 00:08:06.120]  我們一方面說這是神的大能
[00:08:06.120 --> 00:08:07.920]  神見證的大能
[00:08:07.920 --> 00:08:10.720]  但我們也可以說
[00:08:10.720 --> 00:08:13.000]  是神的無能
[00:08:13.000 --> 00:08:16.080]  很多時候我們覺得神是一個不清不楚
[00:08:16.080 --> 00:08:17.600]  若隱若現
[00:08:17.600 --> 00:08:19.040]  若即若離
[00:08:19.040 --> 00:08:21.800]  有偏有差的上帝
[00:08:21.800 --> 00:08:26.560]  我相信不是故意難了信仰的人
[00:08:26.560 --> 00:08:29.120]  才提出這些問題
[00:08:29.120 --> 00:08:32.920]  事實上就算我們相信了耶穌的信徒
[00:08:32.920 --> 00:08:35.800]  或者是誠懇的尋徒者
[00:08:35.800 --> 00:08:38.440]  這些都是誠實的問題
[00:08:38.440 --> 00:08:43.560]  希默羅書的讀者也同樣存著這些問題在裏面
[00:08:43.560 --> 00:08:47.960]  究竟上帝是一個什麼樣的上帝
[00:08:47.960 --> 00:08:51.680]  在我們看希默羅書第二章第一節至第六節的時候
[00:08:51.680 --> 00:08:56.040]  或者我們想一想一個故事一個比喻
[00:08:56.040 --> 00:08:58.320]  我們知道禽獄和禽獄之間
[00:08:58.320 --> 00:09:00.480]  是有他們溝通的方法
[00:09:00.480 --> 00:09:03.720]  我們可以說他們是有他們的語言
[00:09:03.720 --> 00:09:05.800]  一條禽獄發出的信息
[00:09:05.800 --> 00:09:10.280]  數理意外的禽獄都可以接收到的
[00:09:10.280 --> 00:09:12.680]  說海聞海洋新聞學家
[00:09:12.680 --> 00:09:18.480]  相信有一天他們可以能夠破解禽獄的語言
[00:09:18.480 --> 00:09:21.120]  並且有機會和他們溝通
[00:09:21.120 --> 00:09:22.360]  讓我們想一想
[00:09:22.360 --> 00:09:25.480]  假如現在真的有這一天的存在
[00:09:25.480 --> 00:09:27.680]  你作為一個海洋新聞學家
[00:09:27.680 --> 00:09:31.000]  來到海洋當中對禽獄溝通的方法
[00:09:31.000 --> 00:09:33.920]  就和他們一起聊天
[00:09:33.920 --> 00:09:39.440]  並且邀請禽獄在三萬市39號碼頭見面
[00:09:39.440 --> 00:09:41.600]  邀請他們唐人浮飲茶
[00:09:41.600 --> 00:09:46.040]  然後說我會發個電郵給你去確認
[00:09:46.040 --> 00:09:49.320]  那些禽獄當然不知道你在說什麼
[00:09:49.320 --> 00:09:50.960]  因為禽獄有禽獄的世界
[00:09:50.960 --> 00:09:52.680]  人有人的世界
[00:09:52.680 --> 00:09:56.080]  如果禽獄用他的世界去理解人的世界
[00:09:56.080 --> 00:09:57.600]  理解你的邀請
[00:09:57.600 --> 00:09:59.320]  他們當然不知道你在說什麼
[00:09:59.320 --> 00:10:00.840]  不知所謂
[00:10:00.840 --> 00:10:02.880]  他們覺得你是沒有邏輯
[00:10:02.880 --> 00:10:05.840]  不合理不理解不明白
[00:10:05.840 --> 00:10:09.840]  因為人的世界和禽獄的世界完全不同
[00:10:09.840 --> 00:10:12.440]  如果禽獄要明白你想說的
[00:10:12.440 --> 00:10:14.360]  一定有兩個先決條件
[00:10:14.360 --> 00:10:15.240]  第一
[00:10:15.240 --> 00:10:18.480]  他們相信有一個世界叫人的世界
[00:10:18.480 --> 00:10:19.160]  第二
[00:10:19.160 --> 00:10:21.360]  他們相信你是從人的世界來
[00:10:21.360 --> 00:10:25.400]  介紹給禽獄聽人的世界是一個什麼的世界
[00:10:25.400 --> 00:10:27.760]  而他們又信得你過
[00:10:27.760 --> 00:10:30.360]  唯有這樣
[00:10:30.360 --> 00:10:34.840]  那些禽獄才能夠明白人的世界是怎樣的
[00:10:34.840 --> 00:10:36.120]  同樣
[00:10:36.120 --> 00:10:38.680]  神有神的世界人有人的世界
[00:10:38.680 --> 00:10:42.280]  如果我們用人的世界去理解神的世界
[00:10:42.280 --> 00:10:45.040]  一定是覺得不合理
[00:10:45.040 --> 00:10:46.600]  不明白
[00:10:46.600 --> 00:10:47.880]  不合邏輯
[00:10:47.880 --> 00:10:49.320]  不知所謂
[00:10:49.320 --> 00:10:53.240]  除非你相信有一個世界叫神的世界
[00:10:53.240 --> 00:10:56.440]  你相信耶穌基督是從神的世界來
[00:10:56.440 --> 00:10:59.720]  告訴你神世界的事情
[00:10:59.720 --> 00:11:02.040]  我們才能夠明白
[00:11:02.040 --> 00:11:03.800]  就因為這樣
[00:11:03.800 --> 00:11:09.440]  我們可以相信和明白基督教的道理
[00:11:09.440 --> 00:11:12.800]  為什麼耶穌基督作為一個啟示
[00:11:12.800 --> 00:11:15.520]  有這麼重要的信息
[00:11:15.520 --> 00:11:17.520]  或者我們詳細來看看
[00:11:17.520 --> 00:11:22.040]  希伯來書第三章第一節至第六節
[00:11:22.040 --> 00:11:25.920]  他告訴我們耶穌究竟是誰
[00:11:25.920 --> 00:11:27.280]  首先我們看第一節
[00:11:27.280 --> 00:11:31.720]  為使者為大祭司的耶穌
[00:11:31.720 --> 00:11:33.080]  在第一節這樣說
[00:11:33.080 --> 00:11:36.320]  同夢天照聖結弟兄
[00:11:36.320 --> 00:11:41.480]  你們應當思想我們認為使者為大祭司的耶穌
[00:11:41.480 --> 00:11:45.720]  希伯來書的作者一開始就說同夢天照的弟兄們
[00:11:45.720 --> 00:11:51.400]  你們應當思想我們所認定為使者為大祭司的耶穌
[00:11:51.400 --> 00:11:54.520]  希伯來書的作者叫我們去思想
[00:11:54.520 --> 00:11:59.320]  原來希臘文思想這個詞是一個非常有趣的詞
[00:11:59.320 --> 00:12:01.040]  Katanoeo
[00:12:01.040 --> 00:12:02.920]  這個詞本來意思是
[00:12:02.920 --> 00:12:04.680]  定正注目
[00:12:04.680 --> 00:12:06.160]  留心觀察
[00:12:06.160 --> 00:12:07.600]  或者仰望
[00:12:07.600 --> 00:12:10.560]  to fix our attention
[00:12:10.560 --> 00:12:13.560]  這個詞不是叫我們這樣看
[00:12:13.560 --> 00:12:15.520]  去聽一下就算了
[00:12:15.520 --> 00:12:16.440]  不是
[00:12:16.440 --> 00:12:17.360]  看完之後
[00:12:17.360 --> 00:12:20.920]  聽完之後一個更重要的東西就是去想一下
[00:12:20.920 --> 00:12:23.880]  就好像路加福的第十二章二十四節
[00:12:23.880 --> 00:12:27.720]  耶穌叫我們看看天空的飛鳥
[00:12:27.720 --> 00:12:29.320]  看這個詞
[00:12:29.320 --> 00:12:32.960]  原來希臘文就是Katanoeo這個詞
[00:12:32.960 --> 00:12:34.440]  你看完之後
[00:12:34.440 --> 00:12:36.680]  聽完之後不是就這樣就算了
[00:12:36.680 --> 00:12:39.640]  你要好好去思想一下
[00:12:39.640 --> 00:12:40.880]  思想些什麼
[00:12:40.880 --> 00:12:44.000]  耶穌就說你看到那些空中的飛鳥
[00:12:44.000 --> 00:12:46.800]  他們也不中也不收
[00:12:46.800 --> 00:12:48.920]  神上且養活他們
[00:12:48.920 --> 00:12:51.960]  更何況你們是神的兒女呢
[00:12:51.960 --> 00:12:54.040]  希伯羅書的作者
[00:12:54.040 --> 00:12:55.760]  就叫我們去想一下
[00:12:55.760 --> 00:12:57.440]  去思想一下
[00:12:57.440 --> 00:13:00.920]  去稱呼我們是同盟聖結的弟兄
[00:13:00.920 --> 00:13:02.480]  同盟的意思
[00:13:02.480 --> 00:13:03.880]  希臘文的意思就是
[00:13:03.880 --> 00:13:05.720]  分享者 share us
[00:13:05.720 --> 00:13:08.400]  天照就是從天而來的呼召
[00:13:08.400 --> 00:13:09.800]  是神的呼召
[00:13:09.800 --> 00:13:11.840]  是從天而來的呼召
[00:13:11.840 --> 00:13:16.040]  基督徒就是神呼召我們成為神的子民
[00:13:16.040 --> 00:13:18.120]  於是我們會問
[00:13:18.120 --> 00:13:20.720]  希伯羅書的作者叫我們思想些什麼
[00:13:20.720 --> 00:13:23.040]  他說思想主耶穌
[00:13:23.040 --> 00:13:26.600]  作者用兩個有趣的字來形容耶穌
[00:13:26.600 --> 00:13:27.440]  第一
[00:13:27.440 --> 00:13:29.200]  他是使者
[00:13:29.200 --> 00:13:30.000]  第二
[00:13:30.000 --> 00:13:32.080]  他是大祭司
[00:13:32.080 --> 00:13:34.400]  什麼叫做使者呢
[00:13:34.400 --> 00:13:37.000]  希臘文的字叫Apostolos
[00:13:37.000 --> 00:13:40.320]  這個字在新教聖經出現過81次之多
[00:13:40.320 --> 00:13:42.600]  其中78次
[00:13:42.600 --> 00:13:44.520]  是指耶穌的悶童
[00:13:44.520 --> 00:13:46.120]  耶穌的使童
[00:13:46.120 --> 00:13:49.760]  有兩字是泛指信差
[00:13:49.760 --> 00:13:51.000]  messenger
[00:13:51.000 --> 00:13:52.160]  只有一次
[00:13:52.160 --> 00:13:53.320]  就是這裡
[00:13:53.320 --> 00:13:56.400]  是用這個詞去形容耶穌
[00:13:56.400 --> 00:13:59.160]  耶穌是使者
[00:13:59.160 --> 00:14:01.480]  Apostolos這個字的意思
[00:14:01.480 --> 00:14:02.760]  本來就是信差
[00:14:02.760 --> 00:14:03.880]  messenger
[00:14:03.880 --> 00:14:06.120]  特別是指王的信差
[00:14:06.120 --> 00:14:09.000]  就是我們中國人所謂的陰差大臣
[00:14:09.000 --> 00:14:09.720]  所以
[00:14:09.720 --> 00:14:11.560]  它是代表神所說的
[00:14:11.560 --> 00:14:12.480]  就好像我們中國人說的
[00:14:12.480 --> 00:14:14.040]  聖子教都會避
[00:14:14.040 --> 00:14:15.880]  個個都要肅靜會避
[00:14:15.880 --> 00:14:16.880]  因為
[00:14:16.880 --> 00:14:18.440]  不是這個人有什麼特別
[00:14:18.440 --> 00:14:20.480]  而是他宣讀聖子
[00:14:20.480 --> 00:14:21.920]  皇帝的說話
[00:14:21.920 --> 00:14:25.560]  所以是具有權命有威嚴的
[00:14:25.560 --> 00:14:27.920]  在希伯來書寫成的時候
[00:14:27.920 --> 00:14:30.480]  當時有一個很流行的故事
[00:14:30.480 --> 00:14:34.720]  我相信希伯來書的讀者一定非常清楚這個故事
[00:14:34.720 --> 00:14:35.640]  有一次
[00:14:35.640 --> 00:14:37.160]  這個敘利亞王
[00:14:37.160 --> 00:14:40.080]  Antichorus Epiphanus
[00:14:40.080 --> 00:14:43.080]  就想進攻這個埃及
[00:14:43.080 --> 00:14:44.680]  當時羅馬皇帝
[00:14:44.680 --> 00:14:45.960]  就不想他這樣做
[00:14:45.960 --> 00:14:47.040]  阻止他
[00:14:47.040 --> 00:14:48.960]  於是就派了一個特使
[00:14:48.960 --> 00:14:50.360]  就是Apostolos
[00:14:50.360 --> 00:14:51.600]  去阻止他
[00:14:51.600 --> 00:14:54.520]  這個特使的名字叫做Popeleus
[00:14:54.520 --> 00:14:57.120]  當Popeleus去到埃及
[00:14:57.120 --> 00:14:58.920]  Epiphanus就問他
[00:14:58.920 --> 00:15:00.640]  你在做什麼
[00:15:00.640 --> 00:15:02.080]  Popeleus就問他
[00:15:02.080 --> 00:15:03.280]  就跟他說
[00:15:03.280 --> 00:15:07.320]  我是奉皇帝的命令叫他放棄進攻埃及
[00:15:07.320 --> 00:15:09.560]  立即回家
[00:15:09.560 --> 00:15:10.880]  Epiphanus說
[00:15:10.880 --> 00:15:13.000]  我會考慮一下
[00:15:13.000 --> 00:15:20.040]  Popeleus就在Epiphanus旁邊畫了一個圓圈
[00:15:20.040 --> 00:15:22.000]  然後對他說
[00:15:22.000 --> 00:15:24.800]  在你離開這個圓圈之前
[00:15:24.800 --> 00:15:28.000]  你一定要做出一個決定
[00:15:28.000 --> 00:15:29.640]  不夠幾秒鐘
[00:15:29.640 --> 00:15:31.600]  Epiphanus就說
[00:15:31.600 --> 00:15:32.320]  好
[00:15:32.320 --> 00:15:34.840]  我退兵回家
[00:15:34.840 --> 00:15:38.640]  Popeleus當時沒有一兵一卒
[00:15:38.640 --> 00:15:41.680]  連一個衛隊都沒有
[00:15:41.680 --> 00:15:49.520]  為什麼帶有大軍的Epiphanus會聽他說
[00:15:49.520 --> 00:15:52.120]  Popeleus沒有衛隊
[00:15:52.120 --> 00:15:53.600]  沒有一兵一卒
[00:15:53.600 --> 00:15:56.080]  但他說他是有權兵
[00:15:56.080 --> 00:15:59.160]  他是整個羅馬大帝國之後
[00:15:59.160 --> 00:16:00.680]  再去後盾
[00:16:00.680 --> 00:16:04.880]  他是羅馬大帝國皇帝的使者
[00:16:04.880 --> 00:16:07.040]  耶穌就是神差來的使者
[00:16:07.040 --> 00:16:09.720]  滿有權兵和能力的
[00:16:09.720 --> 00:16:11.360]  是神的代表
[00:16:11.360 --> 00:16:13.480]  但他不單只是使者
[00:16:13.480 --> 00:16:15.960]  他更加是一個大祭司
[00:16:15.960 --> 00:16:17.160]  什麼叫祭司
[00:16:17.160 --> 00:16:20.840]  祭司是代表人向神祈禱和獻祭
[00:16:20.840 --> 00:16:23.720]  而我們的主凡是受過試探
[00:16:23.720 --> 00:16:25.000]  與我們一樣
[00:16:25.000 --> 00:16:28.640]  所以他能夠明白和體恤我們的軟弱
[00:16:28.640 --> 00:16:33.360]  因此就有資格為我們向神代求
[00:16:33.360 --> 00:16:36.120]  就好像希伯羅書第二章17至18節
[00:16:36.120 --> 00:16:39.160]  他凡事該與他弟兄相同
[00:16:39.160 --> 00:16:43.920]  為要在神的事上成為慈悲忠信的大祭司
[00:16:43.920 --> 00:16:46.800]  有百姓的罪獻上挽回祭
[00:16:46.800 --> 00:16:49.880]  他自己既被試探而受苦
[00:16:49.880 --> 00:16:52.520]  就能搭救被試探的人
[00:16:52.520 --> 00:16:54.200]  所以我們可以看到
[00:16:54.200 --> 00:16:55.480]  希伯羅書的作者說
[00:16:55.480 --> 00:16:56.840]  耶穌就是使者
[00:16:56.840 --> 00:16:59.880]  是代表神向人講說話的
[00:16:59.880 --> 00:17:01.080]  他又是祭司
[00:17:01.080 --> 00:17:04.720]  是代表人向神講說話的
[00:17:04.720 --> 00:17:09.920]  耶穌是使者也是祭司
[00:17:09.920 --> 00:17:13.880]  我們再來看看希伯羅書如何描述這位耶穌
[00:17:13.880 --> 00:17:17.000]  他是建造房屋的耶穌
[00:17:17.000 --> 00:17:19.120]  我們看第二節至第四節
[00:17:19.120 --> 00:17:21.440]  他為那設立他的盡忠
[00:17:21.440 --> 00:17:25.120]  如同摩西在神的全家盡忠一樣
[00:17:25.120 --> 00:17:27.520]  他在摩西更配多得榮耀好象
[00:17:27.520 --> 00:17:31.040]  建造房屋的比房屋更尊貴
[00:17:31.040 --> 00:17:33.040]  因為房屋都必有人建造
[00:17:33.040 --> 00:17:35.920]  但建造房屋的就是神
[00:17:35.920 --> 00:17:38.320]  在舊約的人文中
[00:17:38.320 --> 00:17:42.480]  只有摩西同時擁有兩個不同的身份
[00:17:42.480 --> 00:17:44.240]  他既是神的發言人
[00:17:44.240 --> 00:17:47.040]  代表神向人頒布律法
[00:17:47.040 --> 00:17:48.920]  同時他也是祭司
[00:17:48.920 --> 00:17:51.320]  代表人向神求救
[00:17:51.320 --> 00:17:54.080]  因為這樣原故希伯羅書的作者
[00:17:54.080 --> 00:17:57.280]  比較耶穌和摩西
[00:17:57.280 --> 00:17:58.640]  對猶太人來說
[00:17:58.640 --> 00:18:01.440]  摩西地位崇高
[00:18:01.440 --> 00:18:03.440]  他是以色列人的祖宗
[00:18:03.440 --> 00:18:05.120]  開國之父
[00:18:05.120 --> 00:18:08.640]  頒布神的律法給以色列人
[00:18:08.640 --> 00:18:11.800]  他曾經面對面與神談過
[00:18:11.800 --> 00:18:13.480]  希伯羅書的作者
[00:18:13.480 --> 00:18:16.760]  也看到他們相同之處
[00:18:16.760 --> 00:18:21.760]  但不單是兩個有不同的身份
[00:18:21.760 --> 00:18:23.280]  有祭司的身份
[00:18:23.280 --> 00:18:25.280]  亦是使者的身份
[00:18:25.280 --> 00:18:27.520]  而且更加是盡忠
[00:18:27.520 --> 00:18:29.560]  所以希伯羅書的作者說
[00:18:29.560 --> 00:18:32.320]  他為那設立他的盡忠
[00:18:32.320 --> 00:18:35.720]  與摩西在神的家盡忠一樣
[00:18:35.720 --> 00:18:38.200]  原來他引用了舊約文數記
[00:18:38.200 --> 00:18:41.000]  第十二章六至七節
[00:18:41.000 --> 00:18:41.880]  聖經說
[00:18:41.880 --> 00:18:42.920]  耶和說
[00:18:42.920 --> 00:18:45.160]  你們且聽我的話
