
[00:00:00.000 --> 00:00:15.440]  大家好,在這裏祝願每一個母親都能夠在今天這個母親節裏面能夠真是有個快樂的日子
[00:11:00.720 --> 00:11:01.720]  有空就做一下
[00:11:01.720 --> 00:11:02.720]  沒空就不做
[00:11:02.720 --> 00:11:03.720]  不是
[00:11:03.720 --> 00:11:06.720]  你沒空你都需要做
[00:11:06.720 --> 00:11:10.720]  這個就是侍奉和做義工的不同
[00:11:10.720 --> 00:11:14.720]  但很多教會將教會的侍奉變成義工
[00:11:14.720 --> 00:11:15.720]  然後怎樣呢
[00:11:15.720 --> 00:11:20.720]  你再熟悉一點的做教會團契的職員
[00:11:20.720 --> 00:11:24.720]  再熟悉一點的就做教會的長執
[00:11:24.720 --> 00:11:26.720]  再熟悉一點的就讀神學院
[00:11:26.720 --> 00:11:27.720]  做牧師
[00:11:27.720 --> 00:11:30.720]  很多信徒是這樣看的
[00:11:30.720 --> 00:11:32.720]  聖經是不是這樣看
[00:11:32.720 --> 00:11:36.720]  榮耀神怎樣彰顯到神呢
[00:11:36.720 --> 00:11:38.720]  很有趣
[00:11:38.720 --> 00:11:40.720]  我們一起去看看
[00:11:40.720 --> 00:11:44.720]  第一部分我們要看的是從第五節到第八節
[00:11:44.720 --> 00:11:53.720]  提到榮耀神原來是參與一份與罪爭戰的你死我活的爭鬥
[00:11:53.720 --> 00:12:00.720]  榮耀神不是坐著唱些嘻嘻哈哈
[00:12:00.720 --> 00:12:03.720]  或者大家你好我好大家好
[00:12:03.720 --> 00:12:06.720]  或者教會出去有空就有些什麼活動
[00:12:06.720 --> 00:12:09.720]  大家可以覺得很光榮
[00:12:09.720 --> 00:12:10.720]  不是的
[00:12:12.720 --> 00:12:18.720]  榮耀神是在參與一場你死我活的爭戰裏面
[00:12:18.720 --> 00:12:23.720]  這個爭戰是針對罪來參與的
[00:12:23.720 --> 00:12:28.720]  所以教會無論作任何的事
[00:12:28.720 --> 00:12:30.720]  任何的事
[00:12:30.720 --> 00:12:33.720]  無論你是教會唱詩也好
[00:12:33.720 --> 00:12:35.720]  你是崇拜也好
[00:12:35.720 --> 00:12:37.720]  你是參加受浸也好
[00:12:37.720 --> 00:12:40.720]  你參加團契也好
[00:12:40.720 --> 00:12:48.720]  其實你都是在參與這份與罪有一個直接的衝擊和爭戰的活動
[00:12:48.720 --> 00:12:50.720]  榮耀神不是一個口號
[00:12:50.720 --> 00:12:52.720]  不是一個嘴巴在說
[00:12:52.720 --> 00:12:57.720]  更加不是只是純粹做一下教會時工
[00:12:57.720 --> 00:13:01.720]  榮耀神是整個人由心而發
[00:13:01.720 --> 00:13:05.720]  在整個的心裏面承諾
[00:13:05.720 --> 00:13:12.720]  衞生在這份全面與罪進行衝突的爭戰當中
[00:13:12.720 --> 00:13:19.720]  所以當我們去看第三章第五節裏面
[00:13:19.720 --> 00:13:22.720]  他就用了一連串
[00:13:22.720 --> 00:13:24.720]  其實不只是第三章第五節
[00:13:24.720 --> 00:13:27.720]  一路下去有一連串的命令語
[00:13:27.720 --> 00:13:32.720]  在希臘文裏面用了一個叫做imperative的語氣
[00:13:34.720 --> 00:13:37.720]  imperative可以只是一個指示
[00:13:37.720 --> 00:13:39.720]  一個命令
[00:13:39.720 --> 00:13:47.720]  但是也可以說是一個充滿導向性的一個勸誡
[00:13:47.720 --> 00:13:51.720]  向哥羅西教會指出
[00:13:51.720 --> 00:13:56.720]  我們必須要自死在地上的肢體
[00:13:57.720 --> 00:14:05.720]  到這裏來看很多信徒就說原來要自死在地上的肢體
[00:14:05.720 --> 00:14:07.720]  指的是什麼呢
[00:14:07.720 --> 00:14:13.720]  指的是不是好像天主教那樣
[00:14:13.720 --> 00:14:19.720]  當有什麼信徒和他們的教義不同的時候
[00:14:19.720 --> 00:14:23.720]  就將他驅逐出教會這樣的行為
[00:14:24.720 --> 00:14:27.720]  英文叫做excommunication
[00:14:27.720 --> 00:14:29.720]  你知道什麼叫excommunication嗎
[00:14:29.720 --> 00:14:31.720]  communication你懂吧
[00:14:31.720 --> 00:14:34.720]  交通嘛
[00:14:34.720 --> 00:14:38.720]  excommunication就驅除他
[00:14:38.720 --> 00:14:40.720]  不讓他和你交通
[00:14:40.720 --> 00:14:43.720]  昔日天主教會就是這樣運作
[00:14:43.720 --> 00:14:45.720]  今天很多信徒都以為是這樣的
[00:14:46.720 --> 00:14:54.720]  最近我們科音浸聯會曾經發出了一個這樣的宣佈
[00:14:54.720 --> 00:14:56.720]  其實剛剛在開年會
[00:14:56.720 --> 00:14:59.720]  這個年會裏面就講及到
[00:14:59.720 --> 00:15:04.720]  在草原省份的我們科音浸聯會的分會
[00:15:04.720 --> 00:15:09.720]  就將當中有五間的教會
[00:15:09.720 --> 00:15:15.720]  將他除了他們的教會聯會的會籍
[00:15:16.720 --> 00:15:18.720]  有些人就說
[00:15:18.720 --> 00:15:22.720]  是不是又是走天主教那一套
[00:15:22.720 --> 00:15:24.720]  將他驅逐出去
[00:15:24.720 --> 00:15:27.720]  請大家留意
[00:15:27.720 --> 00:15:32.720]  如果我們在真理的上面
[00:15:32.720 --> 00:15:37.720]  是作了多次的規勸的時候
[00:15:37.720 --> 00:15:42.720]  如果我們再將他視為
[00:15:42.720 --> 00:15:45.720]  好像和我們一模一樣的信徒
[00:15:45.720 --> 00:15:47.720]  但是他是仍然沒有改變的
[00:15:47.720 --> 00:15:49.720]  沒有改過的
[00:15:49.720 --> 00:15:54.720]  在這方面就不是和你同心
[00:15:54.720 --> 00:15:57.720]  我們教會聯會叫做Fellowship Baptist
[00:15:57.720 --> 00:15:59.720]  你知不知道為什麼叫做Fellowship Baptist
[00:15:59.720 --> 00:16:03.720]  福音浸聯會為什麼叫做福音浸聯會
[00:16:03.720 --> 00:16:09.720]  因為我們是有共信才叫做Fellowship
[00:16:09.720 --> 00:16:13.720]  如果你和我的信不同的時候
[00:16:14.720 --> 00:16:16.720]  我和你沒有聯絡
[00:16:16.720 --> 00:16:21.720]  那麼浸聯會是否正在做就是驅除他出去
[00:16:21.720 --> 00:16:22.720]  不是喔
[00:16:22.720 --> 00:16:24.720]  我們聯會做了一樣東西
[00:16:24.720 --> 00:16:27.720]  雖然他的會籍不再是福音浸聯會
[00:16:27.720 --> 00:16:31.720]  但是仍然是在報告裏面說
[00:16:31.720 --> 00:16:36.720]  我們希望他們的教會可以改變他們的信仰
[00:16:36.720 --> 00:16:40.720]  回到聖經裏面的標準
[00:16:41.720 --> 00:16:44.720]  但是這個會籍的問題
[00:16:44.720 --> 00:16:49.720]  其實只不過是顯示出他和我的信有分別
[00:16:49.720 --> 00:16:53.720]  但不代表我們驅除他不和他溝通
[00:16:53.720 --> 00:16:55.720]  天主教就不同了
[00:16:55.720 --> 00:16:57.720]  驅除他出去
[00:16:57.720 --> 00:17:00.720]  所以為什麼會有馬丁路德改革
[00:17:00.720 --> 00:17:04.720]  這個宗教改革的事情
[00:17:04.720 --> 00:17:06.720]  驅除他出去
[00:17:07.720 --> 00:17:13.720]  大家要記住馬丁路德是一個天主教的教士
[00:17:13.720 --> 00:17:22.720]  他不是一個我們以為基督教會裏面的信徒
[00:17:22.720 --> 00:17:26.720]  他其實是想天主教會歸回真理裏面
[00:17:26.720 --> 00:17:29.720]  但天主教會拒絕了
[00:17:29.720 --> 00:17:31.720]  不再和他溝通
[00:17:31.720 --> 00:17:37.720]  於是才釘出幾十條教條
[00:17:37.720 --> 00:17:40.720]  去展示出正確的信仰是甚麼
[00:17:40.720 --> 00:17:44.720]  和我們浸聯會做的一樣
[00:17:44.720 --> 00:17:48.720]  但在聖經裏面所說
[00:17:48.720 --> 00:17:51.720]  要治死你們地上的肢體
[00:17:51.720 --> 00:17:55.720]  是否指和這些人斷絕來往呢
[00:17:55.720 --> 00:17:58.720]  甚至有些信徒解經裏面說
[00:17:58.720 --> 00:18:01.720]  還有牧師我記得你之前曾經說過
[00:18:01.720 --> 00:18:05.720]  上文談論到原來有一個基督的身體
[00:18:05.720 --> 00:18:07.720]  這個基督的身體在這個時候
[00:18:07.720 --> 00:18:10.720]  這樣的情況要將他治死的肢體
[00:18:10.720 --> 00:18:17.720]  是否指把肢體上的軀幹斬除呢
[00:18:17.720 --> 00:18:19.720]  是不是這個意思呢
[00:18:19.720 --> 00:18:22.720]  我們看看
[00:18:22.720 --> 00:18:30.720]  因為聖經說到治死地上的肢體有清楚的界定
[00:18:30.720 --> 00:18:33.720]  英文叫quantifier
[00:18:33.720 --> 00:18:35.720]  qualifier
[00:18:35.720 --> 00:18:37.720]  應該說得準確
[00:18:37.720 --> 00:18:38.720]  qualifier
[00:18:38.720 --> 00:18:40.720]  有界定的
[00:18:40.720 --> 00:18:42.720]  界定甚麼呢
[00:18:42.720 --> 00:18:44.720]  我們讀讀這幾樣東西
[00:18:44.720 --> 00:18:45.720]  第五節
[00:18:45.720 --> 00:18:47.720]  咒語是甚麼
[00:18:47.720 --> 00:18:48.720]  淫亂
[00:18:48.720 --> 00:18:49.720]  污衊
[00:18:49.720 --> 00:18:51.720]  邪情
[00:18:51.720 --> 00:18:52.720]  惡辱
[00:18:52.720 --> 00:18:54.720]  和貪婪
[00:18:54.720 --> 00:18:55.720]  多加一句括號
[00:18:55.720 --> 00:18:59.720]  貪婪就與拜偶像一樣
[00:18:59.720 --> 00:19:04.720]  這裏是否指任何一個人
[00:19:04.720 --> 00:19:06.720]  在教會裏面
[00:19:06.720 --> 00:19:07.720]  如果做得不對
[00:19:07.720 --> 00:19:08.720]  信仰不同
[00:19:08.720 --> 00:19:10.720]  所以我們將他斬斷
[00:19:10.720 --> 00:19:12.720]  excommunicate他呢
[00:19:12.720 --> 00:19:13.720]  沒有
[00:19:13.720 --> 00:19:16.720]  相反這裏說到的是
[00:19:16.720 --> 00:19:24.720]  一連串由人內心裏面所誘發的一連串的邪惡
[00:19:24.720 --> 00:19:32.720]  所以保羅在這裏向哥羅西教會所展示出的
[00:19:32.720 --> 00:19:35.720]  其實不是好像天主教那一套
[00:19:35.720 --> 00:19:39.720]  將他們的人或者怎樣斬除
[00:19:39.720 --> 00:19:41.720]  跟他再沒有關係
[00:19:41.720 --> 00:19:44.720]  相反
[00:19:44.720 --> 00:19:46.720]  保羅在這裏
[00:19:46.720 --> 00:19:49.720]  作出一個這麼不客氣的說話
[00:19:49.720 --> 00:19:53.720]  是要讓教會針對人裏面的問題
[00:19:53.720 --> 00:19:55.720]  這些甚麼問題
[00:19:55.720 --> 00:19:57.720]  歸咎於同一個字
[00:19:57.720 --> 00:19:58.720]  罪
[00:19:58.720 --> 00:20:03.720]  保羅在這裏向哥羅西教會告訴他們
[00:20:03.720 --> 00:20:08.720]  我們要一同參與這場屬靈的爭戰
[00:20:08.720 --> 00:20:10.720]  不是去針對哪個人
[00:20:10.720 --> 00:20:12.720]  不是去針對哪個群體
[00:20:12.720 --> 00:20:14.720]  不是針對哪間教會
[00:20:14.720 --> 00:20:17.720]  而是去針對人裏面的罪
[00:20:17.720 --> 00:20:21.720]  和他相關所誘發種種的後遺症
[00:20:21.720 --> 00:20:24.720]  這個才是核心所在
[00:20:24.720 --> 00:20:25.720]  去到第六節
[00:20:25.720 --> 00:20:27.720]  因這些事
[00:20:27.720 --> 00:20:31.720]  上帝的憤怒必臨到那活逆之子
[00:20:31.720 --> 00:20:34.720]  在這裏我要先做個註腳
[00:20:34.720 --> 00:20:37.720]  在原文聖經的抄本裏面
[00:20:37.720 --> 00:20:40.720]  有一些很重要的抄本
[00:20:40.720 --> 00:20:42.720]  可靠的抄本
[00:20:42.720 --> 00:20:47.720]  是沒有這個臨到那活逆之子這句說話的
[00:20:47.720 --> 00:20:49.720]  沒有活逆之子這句說話的
[00:20:49.720 --> 00:20:55.720]  這句說話在和合本有
[00:20:55.720 --> 00:20:58.720]  我們看看有沒有大分別呢
[00:20:58.720 --> 00:20:59.720]  我們看看
[00:20:59.720 --> 00:21:05.720]  為甚麼要致死這一連串在人裏面的罪呢
[00:21:05.720 --> 00:21:11.720]  因為這些事是引發神的憤怒
[00:21:11.720 --> 00:21:17.720]  這個才是主題
[00:21:17.720 --> 00:21:19.720]  臨到活逆之子
[00:21:19.720 --> 00:21:23.720]  這個其實可有可無的記載
[00:21:23.720 --> 00:21:25.720]  因為世人都犯了罪
[00:21:25.720 --> 00:21:27.720]  這個說話是沒有錯的
[00:21:27.720 --> 00:21:29.720]  所以全部人都是活逆之子
[00:21:29.720 --> 00:21:33.720]  包括在哥羅西教會後面會說的
[00:21:34.720 --> 00:21:37.720]  你們都是活逆之子的一部份
[00:21:37.720 --> 00:21:39.720]  但是只要你願意參與
[00:21:39.720 --> 00:21:43.720]  在致死這一連串的罪惡
[00:21:43.720 --> 00:21:51.720]  我們就可以解除上帝的憤怒
[00:21:51.720 --> 00:21:56.720]  上文講到要去榮耀神
[00:21:56.720 --> 00:21:59.720]  要怎樣榮耀神
[00:21:59.720 --> 00:22:00.720]  所以第五節說
[00:22:00.720 --> 00:22:01.720]  所以你要怎樣做
[00:22:01.720 --> 00:22:03.720]  要致死這一連串的罪
[00:22:04.720 --> 00:22:06.720]  為甚麼要致死這一連串的罪
[00:22:06.720 --> 00:22:09.720]  因為最重要的目的
[00:22:09.720 --> 00:22:13.720]  是免了上帝的憤怒
[00:22:13.720 --> 00:22:18.720]  要去擴展在他創造的人當中
[00:22:18.720 --> 00:22:26.720]  人是神創造的時候的巔峰
[00:22:28.720 --> 00:22:39.720]  人是上帝創造裡面屬於反映上帝的重要角色
[00:22:39.720 --> 00:22:47.720]  如果人能夠歸回神的樣式的話
[00:22:50.720 --> 00:23:00.720]  換句話說 神就將創造的榮耀繼續存留在創造當中
[00:23:00.720 --> 00:23:15.720]  因此如果我們能夠參與在致死人裡面的罪
[00:23:16.720 --> 00:23:25.720]  換言之我們是將人帶回原本上帝神造人的樣式
[00:23:25.720 --> 00:23:30.720]  剛才有沒有聽清楚
[00:23:30.720 --> 00:23:37.720]  人是神創造裡面反映神的角色
[00:23:37.720 --> 00:23:43.720]  如果有真正人的質素的時候
[00:23:43.720 --> 00:23:45.720]  沒有罪在他裡面的時候
[00:23:47.720 --> 00:23:51.720]  神的榮耀就會顯露在創造當中
[00:23:51.720 --> 00:23:56.720]  所以保羅所談論到的榮耀神
[00:23:56.720 --> 00:23:59.720]  是一件很嚴肅的事情
[00:23:59.720 --> 00:24:04.720]  不是在教會搞聖公活動
[00:24:04.720 --> 00:24:09.720]  從而使大家自滿地覺得神聖了
[00:24:11.720 --> 00:24:16.720]  我們在教會裡面一同去學會去榮耀神
[00:24:16.720 --> 00:24:19.720]  是我們一同去致死我們的罪
[00:24:19.720 --> 00:24:23.720]  所以教會的群體我們做的每一件事
[00:24:23.720 --> 00:24:27.720]  其實是幫助弟兄姊妹去面對我們自己的罪
[00:24:27.720 --> 00:24:33.720]  所以保羅很精準地去把握到
[00:24:33.720 --> 00:24:39.720]  你必須要處理好這個行為或者這個問題
[00:24:40.720 --> 00:24:43.720]  第七節說
[00:24:43.720 --> 00:24:52.720]  當你們在這些事中活著的時候也曾這樣行過
[00:24:52.720 --> 00:24:56.720]  但現在你們要欺絕這一切的事
[00:24:56.720 --> 00:25:04.720]  以及惱恨憤怒惡毒毀謗並口中污穢的言語
[00:25:06.720 --> 00:25:13.720]  保羅在這裡講了給哥羅西教會知道
[00:25:13.720 --> 00:25:15.720]  應該怎樣去榮耀神
[00:25:15.720 --> 00:25:17.720]  榮耀神的目的是怎樣
[00:25:17.720 --> 00:25:20.720]  原來要修復人的形象
[00:25:20.720 --> 00:25:23.720]  是上帝做人的原本形象
[00:25:23.720 --> 00:25:27.720]  就可以將人放在上帝的創造裡面
[00:25:27.720 --> 00:25:29.720]  去顯出上帝的榮美
[00:25:29.720 --> 00:25:32.720]  不過你們是怎樣呢
[00:25:35.720 --> 00:25:39.720]  保羅好像在數他們以前的不是
[00:25:39.720 --> 00:25:43.720]  當你們在這些事中活著的時候
[00:25:43.720 --> 00:25:51.720]  這句話中文讀出來可能你未必太清楚時態是什麼
[00:25:51.720 --> 00:25:54.720]  英文聖經New English Translation
[00:25:54.720 --> 00:25:56.720]  他將原文翻譯得很準確
[00:25:56.720 --> 00:26:10.720]  (英文)
[00:26:10.720 --> 00:26:14.720]  如果要準確些翻譯成中文
[00:26:14.720 --> 00:26:36.720]  (英文)
[00:26:36.720 --> 00:26:43.720]  哇 保羅你寫封信給一間教會
[00:26:43.720 --> 00:26:46.720]  其實你沒有直接掃尾謀妙
[00:26:46.720 --> 00:26:48.720]  沒有傳到那間教會
[00:26:48.720 --> 00:26:50.720]  雖然你認識他們裡面一些人
[00:26:50.720 --> 00:26:52.720]  你寫這樣的東西
[00:26:52.720 --> 00:26:54.720]  數他們的不是
[00:26:54.720 --> 00:26:56.720]  你會不會聽呢
[00:26:56.720 --> 00:26:58.720]  換句話來說
[00:26:58.720 --> 00:27:01.720]  保羅寫封信來
[00:27:01.720 --> 00:27:03.720]  以馬來尼亞人浸信會
[00:27:03.720 --> 00:27:06.720]  然後找一個人讀
[00:27:06.720 --> 00:27:10.720]  我相信在第一章裡面
[00:27:10.720 --> 00:27:13.720]  講了那位人士
[00:27:13.720 --> 00:27:16.720]  在第七節裡面
[00:27:16.720 --> 00:27:17.720]  一章七節
[00:27:17.720 --> 00:27:23.720]  以巴忽將他讀給以馬來尼亞浸信會的人聽
[00:27:23.720 --> 00:27:25.720]  然後指著和睦思
[00:27:25.720 --> 00:27:27.720]  你知不知道你以前
