
[00:00:00.000 --> 00:00:08.000]  各位電影姊妹平安 主持你們平安
[00:10:56.000 --> 00:11:01.000]  以至他能夠在英國的國家見證耶和華上帝
[00:11:01.000 --> 00:11:07.000]  亦不斷勉勵他的民族歸向上帝
[00:11:07.000 --> 00:11:12.000]  我剛才提及安息年假期
[00:11:12.000 --> 00:11:15.000]  有機會在英國探訪宣教士
[00:11:15.000 --> 00:11:19.000]  在過程中我留意到一篇文章
[00:11:19.000 --> 00:11:21.000]  當地華人寫的一篇文章
[00:11:21.000 --> 00:11:23.000]  很特別的名稱叫做
[00:11:23.000 --> 00:11:26.000]  《被擄英國人》
[00:11:26.000 --> 00:11:28.000]  英國人被擄
[00:11:28.000 --> 00:11:33.000]  他在說英國的基督教已經不斷式微
[00:11:33.000 --> 00:11:35.000]  大家可能都聽過這個情況
[00:11:35.000 --> 00:11:38.000]  過去大概四十年左右
[00:11:38.000 --> 00:11:41.000]  英國的聖公會不說其他宗派
[00:11:41.000 --> 00:11:47.000]  聖公會有超過二千間教會關閉
[00:11:47.000 --> 00:11:51.000]  很大量的教會已經沒有人再去
[00:11:51.000 --> 00:11:52.000]  我去到的時候
[00:11:52.000 --> 00:11:55.000]  很遠看到一些坐地很大型的教堂
[00:11:55.000 --> 00:11:57.000]  望過去的時候
[00:11:57.000 --> 00:12:00.000]  牆壁灰黑色
[00:12:00.000 --> 00:12:02.000]  好像很久沒有維修過
[00:12:02.000 --> 00:12:04.000]  靠近的時候
[00:12:04.000 --> 00:12:07.000]  看到重門深鎖
[00:12:07.000 --> 00:12:09.000]  關閉了
[00:12:09.000 --> 00:12:11.000]  沒有人再理會
[00:12:11.000 --> 00:12:12.000]  去到旁邊
[00:12:12.000 --> 00:12:13.000]  有一間開了
[00:12:13.000 --> 00:12:15.000]  走過去看看
[00:12:15.000 --> 00:12:18.000]  看到門口有個牌
[00:12:18.000 --> 00:12:21.000]  我以為在說什麼教堂
[00:12:21.000 --> 00:12:22.000]  看到牌子
[00:12:22.000 --> 00:12:24.000]  威士忌多少錢
[00:12:24.000 --> 00:12:26.000]  布蘭地多少錢
[00:12:26.000 --> 00:12:28.000]  啤酒多少錢
[00:12:28.000 --> 00:12:30.000]  是酒吧
[00:12:30.000 --> 00:12:32.000]  已經賣了給酒吧
[00:12:32.000 --> 00:12:36.000]  我當時和宣教士和牧師傳道一起
[00:12:36.000 --> 00:12:38.000]  進去的時候
[00:12:38.000 --> 00:12:40.000]  看到四面牆
[00:12:40.000 --> 00:12:43.000]  本來是莊嚴敬拜神的地方
[00:12:43.000 --> 00:12:46.000]  但有些圖案在上面
[00:12:46.000 --> 00:12:50.000]  很難入目的圖案
[00:12:50.000 --> 00:12:52.000]  我進去的時候心裡很難過
[00:12:52.000 --> 00:12:54.000]  但很快有人出來
[00:12:54.000 --> 00:12:56.000]  告訴我們
[00:12:56.000 --> 00:12:58.000]  還沒開門快點走
[00:12:58.000 --> 00:13:00.000]  很不客氣地趕我們走
[00:13:00.000 --> 00:13:02.000]  我心中有一種感覺
[00:13:02.000 --> 00:13:07.000]  牧師傳道被人趕離開教會
[00:13:07.000 --> 00:13:09.000]  在那個環境裡體會到
[00:13:09.000 --> 00:13:12.000]  好像被擄掠的情況
[00:13:12.000 --> 00:13:16.000]  另一方面我看到神的恩典在裡面
[00:13:16.000 --> 00:13:18.000]  看到當地仍然有一些教會
[00:13:18.000 --> 00:13:22.000]  很忠心地去見證神
[00:13:22.000 --> 00:13:24.000]  他們告訴我
[00:13:24.000 --> 00:13:25.000]  當地有些教會
[00:13:25.000 --> 00:13:29.000]  他們很留意到這個國家的情況
[00:13:29.000 --> 00:13:32.000]  他們開始很認真地反思
[00:13:32.000 --> 00:13:34.000]  去檢視自己的靈性
[00:13:34.000 --> 00:13:37.000]  他們開始很清楚地告訴自己
[00:13:37.000 --> 00:13:40.000]  信仰不再是在口中的信仰
[00:13:40.000 --> 00:13:42.000]  而是活出的信仰
[00:13:42.000 --> 00:13:45.000]  因此很多教會開始積極地關心
[00:13:45.000 --> 00:13:49.000]  他們教區或社區裡很多不同的人士
[00:13:49.000 --> 00:13:53.000]  特別關心社區裡很多新移民
[00:13:53.000 --> 00:13:56.000]  大家知道近十多二十年
[00:13:56.000 --> 00:14:00.000]  很多中東難民移去歐洲
[00:14:00.000 --> 00:14:02.000]  在這樣的情況下
[00:14:02.000 --> 00:14:07.000]  神是用他們帶領了很多難民信主
[00:14:07.000 --> 00:14:09.000]  你會很驚訝
[00:14:09.000 --> 00:14:13.000]  近年在英國有很多中東背景的穆斯林信主
[00:14:13.000 --> 00:14:16.000]  很多伊朗人信主
[00:14:16.000 --> 00:14:19.000]  很多伊拉克人信主
[00:14:19.000 --> 00:14:21.000]  而他們去到教會的時候
[00:14:21.000 --> 00:14:28.000]  他們的經歷是激勵了很多英國的教徒認真信主
[00:14:28.000 --> 00:14:31.000]  而他們都說現在很多新信主的人
[00:14:31.000 --> 00:14:34.000]  他們是真的很認真
[00:14:34.000 --> 00:14:37.000]  以前可能是因為文化背景、家人的緣故
[00:14:37.000 --> 00:14:39.000]  所以做基督徒
[00:14:39.000 --> 00:14:41.000]  但現在他們知道不是
[00:14:41.000 --> 00:14:44.000]  因為做基督徒未必受歡迎
[00:14:44.000 --> 00:14:48.000]  而他們因此在裡面一直認識的時候
[00:14:48.000 --> 00:14:52.000]  他們願意付代價來信耶穌
[00:14:52.000 --> 00:14:56.000]  見到很多新的基督徒開始興起
[00:14:56.000 --> 00:14:58.000]  當我一直看的時候
[00:14:58.000 --> 00:15:00.000]  我心裡就知道
[00:15:00.000 --> 00:15:05.000]  這位上帝有時候容許我們被擄掠
[00:15:05.000 --> 00:15:08.000]  但祂在當中掌權
[00:15:08.000 --> 00:15:10.000]  要我們的心轉向祂
[00:15:10.000 --> 00:15:15.000]  然後為我們預備很多出路、幫助
[00:15:15.000 --> 00:15:20.000]  以致我們能夠在祂的恩惠當中一直跟隨祂
[00:15:20.000 --> 00:15:24.000]  或者不一定是說哪間教會
[00:15:24.000 --> 00:15:26.000]  而是說我們每位弟兄姊妹
[00:15:26.000 --> 00:15:32.000]  有時候你也會經歷一些被擄掠的人生階段
[00:15:32.000 --> 00:15:34.000]  家庭發生很多事情
[00:15:34.000 --> 00:15:36.000]  好像被擄掠了
[00:15:36.000 --> 00:15:37.000]  完全失控
[00:15:37.000 --> 00:15:39.000]  完全不知道怎麼做
[00:15:39.000 --> 00:15:40.000]  但你要記得
[00:15:40.000 --> 00:15:45.000]  上帝仍然掌管著你那件事情
[00:15:45.000 --> 00:15:48.000]  祂仍然是天理的主
[00:15:48.000 --> 00:15:50.000]  祂仍然在當中留心著你
[00:15:50.000 --> 00:15:53.000]  預備了某些彈耳鈴
[00:15:53.000 --> 00:15:57.000]  預備了某些人、某些環境
[00:15:57.000 --> 00:16:01.000]  讓你在當中得著幫助、得著鼓勵
[00:16:01.000 --> 00:16:05.000]  以致你可以行在神恩典的路上
[00:16:05.000 --> 00:16:07.000]  當你讀彈耳鈴書的時候
[00:16:07.000 --> 00:16:09.000]  不單看這個歷史的情況
[00:16:09.000 --> 00:16:11.000]  要繼續小心看
[00:16:11.000 --> 00:16:13.000]  這些歷史告訴你
[00:16:13.000 --> 00:16:16.000]  上帝是怎麼來保守的
[00:16:16.000 --> 00:16:17.000]  我們再讀下去的時候
[00:16:17.000 --> 00:16:20.000]  你會發覺在第三節開始
[00:16:20.000 --> 00:16:22.000]  這裡再說到一個情況
[00:16:22.000 --> 00:16:26.000]  當時的君王很聰明
[00:16:26.000 --> 00:16:28.000]  擄掠了這些猶太人回來之後
[00:16:28.000 --> 00:16:34.000]  他要利用這些人去兼顧自己的國度
[00:16:34.000 --> 00:16:38.000]  聖經提及他請太監長
[00:16:38.000 --> 00:16:40.000]  找一些聖經第四節所說的
[00:16:40.000 --> 00:16:45.000]  沒有殘疾、英俊、足智多才、有高度學習能力
[00:16:45.000 --> 00:16:46.000]  名冊事理
[00:16:46.000 --> 00:16:48.000]  你一看很厲害
[00:16:48.000 --> 00:16:50.000]  條件很高
[00:16:50.000 --> 00:16:53.000]  但他仍然這樣去定標準
[00:16:53.000 --> 00:16:55.000]  找一些人來
[00:16:55.000 --> 00:16:58.000]  然後給他們很多好處
[00:16:58.000 --> 00:17:01.000]  將王的膳食給他們
[00:17:01.000 --> 00:17:02.000]  不容易的
[00:17:02.000 --> 00:17:06.000]  然後讓他們學習各種語言學問
[00:17:06.000 --> 00:17:11.000]  受教養三年
[00:17:11.000 --> 00:17:16.000]  讓他們入讀當地最高貴的大學學府
[00:17:16.000 --> 00:17:18.000]  受訓三年
[00:17:18.000 --> 00:17:21.000]  將很多重要的學問教導他們
[00:17:21.000 --> 00:17:22.000]  然後告訴他們
[00:17:22.000 --> 00:17:27.000]  放心,畢業之後高官的職位等著你
[00:17:27.000 --> 00:17:30.000]  承諾讓他們去到王的面前
[00:17:30.000 --> 00:17:34.000]  試納給他們有重要的職位
[00:17:34.000 --> 00:17:36.000]  你說為何王這麼慷慨呢?
[00:17:36.000 --> 00:17:41.000]  當然你知道背後有一個很重要的策略
[00:17:41.000 --> 00:17:47.000]  要將對方的精英變成效忠自己的人民
[00:17:47.000 --> 00:17:51.000]  所以你看到他後來不單給他們這些供應
[00:17:51.000 --> 00:17:55.000]  還給他們一個很重要的安排
[00:17:55.000 --> 00:17:59.000]  就是要他們學自己國家的文字文化
[00:17:59.000 --> 00:18:02.000]  還幫他們改名字
[00:18:02.000 --> 00:18:05.000]  是巴比倫人的名稱
[00:18:05.000 --> 00:18:07.000]  其實他想改造這班人
[00:18:07.000 --> 00:18:10.000]  讓他們徹頭徹尾
[00:18:10.000 --> 00:18:13.000]  很感謝這位君王這麼恩待他們
[00:18:13.000 --> 00:18:18.000]  因此一生效忠於君王
[00:18:18.000 --> 00:18:20.000]  在這個過程裏面
[00:18:20.000 --> 00:18:22.000]  很多人都很高興
[00:18:22.000 --> 00:18:26.000]  很多人都因此很願意效忠這位君王
[00:18:26.000 --> 00:18:29.000]  曾經說到這位達爾尼
[00:18:29.000 --> 00:18:31.000]  他在過程當中
[00:18:31.000 --> 00:18:34.000]  沒錯他知道有這樣的安排
[00:18:34.000 --> 00:18:35.000]  他都接受
[00:18:35.000 --> 00:18:39.000]  但有一件事情是他不能夠接受
[00:18:39.000 --> 00:18:44.000]  就是不可以讓自己被玷污
[00:18:44.000 --> 00:18:46.000]  或者進一步說
[00:18:46.000 --> 00:18:51.000]  不可以失去對神唯一的主的效忠
[00:18:51.000 --> 00:18:54.000]  因此聖經裏面提及到
[00:18:54.000 --> 00:18:58.000]  當聖經提及到他們要領受這些佳芽美酒的時候
[00:18:58.000 --> 00:18:59.000]  第八節
[00:18:59.000 --> 00:19:01.000]  大家看看第八節
[00:19:01.000 --> 00:19:05.000]  達爾尼決心不讓御用的佳芽美酒玷污自己
[00:19:05.000 --> 00:19:07.000]  所以求太監長幫助他
[00:19:07.000 --> 00:19:10.000]  使他不用玷污自己
[00:19:10.000 --> 00:19:13.000]  達爾尼很清楚知道
[00:19:13.000 --> 00:19:16.000]  這些佳芽美酒很多人都很羨慕
[00:19:16.000 --> 00:19:18.000]  但裏面一定是包含了
[00:19:18.000 --> 00:19:21.000]  一些是聖經舊約的律法
[00:19:21.000 --> 00:19:25.000]  是神禁止人食的不潔淨之物
[00:19:25.000 --> 00:19:29.000]  他不願意得罪神
[00:19:29.000 --> 00:19:32.000]  所以他拒絕這些佳芽
[00:19:32.000 --> 00:19:35.000]  也拒絕這些美酒
[00:19:35.000 --> 00:19:39.000]  當時中東的人很清楚知道
[00:19:39.000 --> 00:19:42.000]  你接受黃的美酒
[00:19:42.000 --> 00:19:45.000]  意味著你和祂結盟
[00:19:45.000 --> 00:19:49.000]  你願意效忠祂的含義
[00:19:49.000 --> 00:19:51.000]  所以無論什麼都好
[00:19:51.000 --> 00:19:54.000]  就算是改了別人的名字
[00:19:54.000 --> 00:19:58.000]  那些名字其實是一些外邦偶像的名稱
[00:19:58.000 --> 00:20:00.000]  但他相信神會保守他
[00:20:00.000 --> 00:20:01.000]  他不介意
[00:20:01.000 --> 00:20:06.000]  但一去到對神的效忠
[00:20:06.000 --> 00:20:10.000]  一去到生命的潔淨
[00:20:10.000 --> 00:20:13.000]  他就畫一條界線
[00:20:13.000 --> 00:20:16.000]  不可以超越這條界線
[00:20:16.000 --> 00:20:18.000]  當他這樣做的時候
[00:20:18.000 --> 00:20:21.000]  其實可能當時很多人都會覺得他很蠢
[00:20:21.000 --> 00:20:26.000]  我們香港人常說贏在起跑線
[00:20:26.000 --> 00:20:29.000]  他一起跑就贏了
[00:20:29.000 --> 00:20:31.000]  每個人都希望進來
[00:20:31.000 --> 00:20:34.000]  被一個太監選入圍
[00:20:34.000 --> 00:20:36.000]  這班少年
[00:20:36.000 --> 00:20:41.000]  當時的估計大多數是16、17、18歲最多
[00:20:41.000 --> 00:20:45.000]  少年得志進去有這麼好的前途
[00:20:45.000 --> 00:20:48.000]  一開始起跑就贏了
[00:20:48.000 --> 00:20:54.000]  但這位但義利選擇不接受
[00:20:54.000 --> 00:20:58.000]  這個不接受不單止危害了他的前途
[00:20:58.000 --> 00:21:02.000]  甚至有很大的機會得罪君王
[00:21:02.000 --> 00:21:05.000]  你竟然不領我的好意
[00:21:05.000 --> 00:21:08.000]  然後處死他
[00:21:08.000 --> 00:21:10.000]  但義利這樣做的時候
[00:21:10.000 --> 00:21:14.000]  他可以被取笑輸在起跑線
[00:21:14.000 --> 00:21:17.000]  甚至死在起跑線
[00:21:17.000 --> 00:21:19.000]  但在他的思想裏
[00:21:19.000 --> 00:21:21.000]  他所要關注的
[00:21:21.000 --> 00:21:25.000]  不是將來有沒有機會進入皇宮
[00:21:25.000 --> 00:21:28.000]  或者我們今天所說的兒子進入哈佛
[00:21:28.000 --> 00:21:31.000]  女兒去到Cambridge
[00:21:31.000 --> 00:21:35.000]  或者去到哪裏得到將來好的機會
[00:21:35.000 --> 00:21:40.000]  而關鍵是能否仍然效忠於上帝
[00:21:40.000 --> 00:21:45.000]  仍然可以不會得罪上帝
[00:21:45.000 --> 00:21:48.000]  我記得我曾經和大家分享過一位姐妹
[00:21:48.000 --> 00:21:51.000]  這位姐妹我常常想起她的見證
[00:21:51.000 --> 00:21:55.000]  這位姐妹她本身在內地做醫生
[00:21:55.000 --> 00:21:57.000]  我見到她的時候
[00:21:57.000 --> 00:21:59.000]  她跟我說她很感謝神
[00:21:59.000 --> 00:22:01.000]  一直說她怎樣順處經過
[00:22:01.000 --> 00:22:02.000]  很奇妙
