
[00:00:00.000 --> 00:00:04.600]  各位聽眾 各位聽眾 各位聽眾
[00:01:55.600 --> 00:01:58.600]  我說什麼夢想 我怕我會去以色列
[00:01:58.600 --> 00:02:01.600]  他說這個夢想是不會實現的
[00:02:01.600 --> 00:02:05.200]  河南農村的同工有什麼可能去以色列
[00:02:05.200 --> 00:02:07.200]  他說不過我只是說說而已
[00:02:07.200 --> 00:02:11.200]  我說你不要說說 說說就會發生
[00:02:11.200 --> 00:02:13.200]  他說你讓我回去想想
[00:02:13.200 --> 00:02:15.200]  我回來就和弟兄分享
[00:02:15.200 --> 00:02:17.200]  我說我們有班同學在中國
[00:02:17.200 --> 00:02:21.200]  他們很想去以色列 有沒有辦法完成他們的夢
[00:02:21.200 --> 00:02:24.200]  他們有些人可能還沒坐過飛機
[00:02:24.200 --> 00:02:29.200]  我說想想 有幾位弟兄都肯幫忙
[00:02:29.200 --> 00:02:33.200]  支持這班同工進入中國
[00:02:33.200 --> 00:02:37.200]  我們說完之後就和同工說開心到不得了
[00:02:37.200 --> 00:02:39.200]  開心到不得了
[00:02:39.200 --> 00:02:43.200]  但到了2020年 我們訂了2020年3月去
[00:02:43.200 --> 00:02:46.200]  大家知道什麼事了 疫情爆發
[00:02:46.200 --> 00:02:49.200]  我跟他們說就算去也不能去
[00:02:49.200 --> 00:02:52.200]  因為以色列也不能入境 他們多失望
[00:02:52.200 --> 00:02:55.200]  我一直等了足足三年
[00:02:55.200 --> 00:02:59.200]  等到去年11月 聽到中國開始解封
[00:02:59.200 --> 00:03:03.200]  我還在香港的時候 很開心
[00:03:03.200 --> 00:03:06.200]  我馬上和同工說 我開始籌備
[00:03:06.200 --> 00:03:09.200]  終於在今年3月我們進入以色列
[00:03:09.200 --> 00:03:15.200]  我們總共45人 包括學生 包括所有同工
[00:03:15.200 --> 00:03:17.200]  我們在裡面有一個退休會
[00:03:17.200 --> 00:03:20.200]  沒有任何退休會比以色列退休會更好
[00:03:20.200 --> 00:03:26.200]  去到喀西馬利沿 橄欖山 加利利海 巴黎百合
[00:03:26.200 --> 00:03:30.200]  他們下飛機那天 我記得我們從不同地方去
[00:03:30.200 --> 00:03:33.200]  他從中國去 我從多倫多去
[00:03:33.200 --> 00:03:36.200]  在機場回合的時候 大家都是眼望眼
[00:03:36.200 --> 00:03:40.200]  大家都流著眼淚 這是我們的夢境
[00:03:40.200 --> 00:03:43.200]  當時我看到真的很開心
[00:03:43.200 --> 00:03:48.200]  你們真的不要小看可能性
[00:03:48.200 --> 00:03:50.200]  真的可以回去
[00:03:50.200 --> 00:03:53.200]  當我們離開的時候 大家在那裡很開心
[00:03:53.200 --> 00:03:55.200]  連吃香蕉都很開心
[00:03:55.200 --> 00:03:58.200]  我們去的地方 有個店鋪的人送了一大包香蕉
[00:03:58.200 --> 00:04:01.200]  剛剛下來 叫我們在巴士上拍照
[00:04:01.200 --> 00:04:05.200]  很開心 每一晚我們都會有分享
[00:04:05.200 --> 00:04:09.200]  他說幾年以來 在中國他們沒有辦法公開唱詩
[00:04:09.200 --> 00:04:13.200]  去到以色列 45人一起大聲唱詩
[00:04:13.200 --> 00:04:16.200]  他們是開心到 我都不知道怎樣形容
[00:04:16.200 --> 00:04:20.200]  他說那段時間真的很難忘
[00:04:20.200 --> 00:04:23.200]  有些學生又見到老師 老師又見到其他老師
[00:04:23.200 --> 00:04:25.200]  真的很開心
[00:04:25.200 --> 00:04:28.200]  走到機場 他們大家都擁抱
[00:04:28.200 --> 00:04:30.200]  真的叫做哭別
[00:04:30.200 --> 00:04:32.200]  不知道什麼時候再見
[00:04:32.200 --> 00:04:35.200]  是很感人的一件事
[00:04:35.200 --> 00:04:40.200]  所以多謝無論是大家紀念這件事
[00:04:40.200 --> 00:04:42.200]  因為我提過這件事
[00:04:42.200 --> 00:04:44.200]  紀念這件事 支持這件事的弟兄姊妹
[00:04:44.200 --> 00:04:48.200]  能夠完成夢是一件美事
[00:04:48.200 --> 00:04:51.200]  當我看著這班同工他們那種感恩的心
[00:04:51.200 --> 00:04:54.200]  特別是最後那晚在房間裡分享
[00:04:54.200 --> 00:04:59.200]  我只能說是值得
[00:04:59.200 --> 00:05:03.200]  三年磨到我還要多久
[00:05:03.200 --> 00:05:05.200]  當我聽到中國開放
[00:05:05.200 --> 00:05:08.200]  我差不多叫出聲
[00:05:08.200 --> 00:05:11.200]  回到家裡就要訂機票
[00:05:11.200 --> 00:05:13.200]  要開始安排團
[00:05:13.200 --> 00:05:16.200]  很匆忙 但我們終於成行
[00:05:16.200 --> 00:05:18.200]  但你知道我們去到那天
[00:05:18.200 --> 00:05:22.200]  是以色列大遊行 示威遊行
[00:05:22.200 --> 00:05:26.200]  大家知不知道三月份有個很大的遊行
[00:05:26.200 --> 00:05:33.200]  就是反對總理納哈尤
[00:05:33.200 --> 00:05:36.200]  他解僱了國防部長
[00:05:36.200 --> 00:05:38.200]  全市大遊行
[00:05:38.200 --> 00:05:40.200]  所有飛機不可以離開以色列
[00:05:40.200 --> 00:05:43.200]  但所有飛機可以降落以色列
[00:05:43.200 --> 00:05:45.200]  我們去到
[00:05:45.200 --> 00:05:47.200]  所以是很驚喜的
[00:05:47.200 --> 00:05:49.200]  他們真的去到死海
[00:05:49.200 --> 00:05:51.200]  真的很開心
[00:05:51.200 --> 00:05:54.200]  所以很感恩
[00:05:54.200 --> 00:05:56.200]  今天我們說的是祈禱
[00:05:56.200 --> 00:05:58.200]  有些祈禱神會聽
[00:05:58.200 --> 00:05:59.200]  有些祈禱神不是不聽
[00:05:59.200 --> 00:06:01.200]  只是遲一點聽
[00:06:01.200 --> 00:06:03.200]  有時我們很可愛的
[00:06:03.200 --> 00:06:05.200]  祈禱神啊你要聽啊
[00:06:05.200 --> 00:06:07.200]  我給你一天時間
[00:06:07.200 --> 00:06:11.200]  原來祈禱神也會考驗耐性
[00:06:11.200 --> 00:06:14.200]  我覺得神是很神奇的
[00:06:14.200 --> 00:06:16.200]  那次我去了三次以色列
[00:06:16.200 --> 00:06:19.200]  這次是我最感動的一次
[00:06:19.200 --> 00:06:22.200]  我們走苦路
[00:06:22.200 --> 00:06:24.200]  我去過三次
[00:06:24.200 --> 00:06:26.200]  沒有一次沒有人
[00:06:26.200 --> 00:06:28.200]  這次是沒有人
[00:06:28.200 --> 00:06:30.200]  我們是如月之前到
[00:06:30.200 --> 00:06:32.200]  那天我們去苦路
[00:06:32.200 --> 00:06:34.200]  那些人都去了耶路撒冷
[00:06:34.200 --> 00:06:36.200]  那些人離開了耶路撒冷
[00:06:36.200 --> 00:06:38.200]  我們就去耶路撒冷
[00:06:38.200 --> 00:06:39.200]  所以很驚喜
[00:06:39.200 --> 00:06:41.200]  主誕堂有個大衛斯星
[00:06:41.200 --> 00:06:42.200]  如果你有去過就知道
[00:06:42.200 --> 00:06:44.200]  以前是連人也不能去的
[00:06:44.200 --> 00:06:46.200]  現在可以一個一個去拍照
[00:06:46.200 --> 00:06:48.200]  那些時間是非常之好
[00:06:48.200 --> 00:06:50.200]  尤其是不時大事
[00:06:50.200 --> 00:06:52.200]  所以很感恩
[00:06:52.200 --> 00:06:53.200]  神是聽祈禱
[00:06:53.200 --> 00:06:56.200]  但不一定照你和我的意思
[00:06:56.200 --> 00:07:00.200]  甚至方法甚至時間去定
[00:07:00.200 --> 00:07:03.200]  第二個題目是走出土路的迷思
[00:07:03.200 --> 00:07:05.200]  不是祈求那麼簡單
[00:07:05.200 --> 00:07:07.200]  到底神聽還是不聽
[00:07:07.200 --> 00:07:08.200]  剛才我說
[00:07:08.200 --> 00:07:09.200]  為什麼神會這樣
[00:07:09.200 --> 00:07:11.200]  我不是說神在耍我們
[00:07:11.200 --> 00:07:14.200]  大家開心地由天掉到地
[00:07:14.200 --> 00:07:15.200]  但到我們去的時候
[00:07:15.200 --> 00:07:17.200]  我們發現等了三年
[00:07:17.200 --> 00:07:19.200]  那個味道更加厲害
[00:07:19.200 --> 00:07:20.200]  等了三年
[00:07:20.200 --> 00:07:21.200]  媽媽經常說
[00:07:21.200 --> 00:07:22.200]  喝茶要排隊的
[00:07:22.200 --> 00:07:23.200]  排完一個小時後
[00:07:23.200 --> 00:07:25.200]  喝的茶更好喝
[00:07:25.200 --> 00:07:27.200]  排兩個小時後更加美味
[00:07:27.200 --> 00:07:31.200]  我發現神有祂的意思
[00:07:31.200 --> 00:07:33.200]  我記得有一次在教會
[00:07:33.200 --> 00:07:35.200]  有一位老姐妹問我
[00:07:35.200 --> 00:07:38.200]  她說徐弟兄我來教會很多年
[00:07:38.200 --> 00:07:39.200]  我不明白
[00:07:39.200 --> 00:07:40.200]  很多時候在分享會當中
[00:07:40.200 --> 00:07:44.200]  大家都是分享神聽祈禱的見證
[00:07:44.200 --> 00:07:45.200]  她從來沒有聽過
[00:07:45.200 --> 00:07:48.200]  有人分享神不聽祈禱的見證
[00:07:48.200 --> 00:07:51.200]  她問我是否神一定聽祈禱
[00:07:51.200 --> 00:07:54.200]  是否神不聽祈禱是我們有問題
[00:07:54.200 --> 00:07:56.200]  她一直不明白
[00:07:56.200 --> 00:07:58.200]  為什麼我們一定要神聽祈禱
[00:07:58.200 --> 00:08:00.200]  是不是神不可以不聽祈禱
[00:08:00.200 --> 00:08:02.200]  這個老姐妹已經七十多八十歲
[00:08:02.200 --> 00:08:03.200]  她說這是她的迷
[00:08:03.200 --> 00:08:06.200]  她一直想不明白為什麼
[00:08:06.200 --> 00:08:08.200]  她發現很多人
[00:08:08.200 --> 00:08:10.200]  神聽祈禱就走出來說
[00:08:10.200 --> 00:08:12.200]  神聽祈禱沒有人敢說
[00:08:12.200 --> 00:08:14.200]  覺得很重沒有面子
[00:08:14.200 --> 00:08:16.200]  祈禱不行
[00:08:16.200 --> 00:08:17.200]  神不喜歡她
[00:08:17.200 --> 00:08:19.200]  很多這樣的想法
[00:08:19.200 --> 00:08:21.200]  她說這些東西糾纏了她很久
[00:08:21.200 --> 00:08:23.200]  我和她談了很久
[00:08:23.200 --> 00:08:25.200]  那時候還沒有解封
[00:08:25.200 --> 00:08:26.200]  所以在網上和她談
[00:08:26.200 --> 00:08:28.200]  我和她說了很多很多
[00:08:28.200 --> 00:08:30.200]  神聽不聽
[00:08:30.200 --> 00:08:31.200]  我說神是會聽
[00:08:31.200 --> 00:08:33.200]  但未必像我們想這樣聽
[00:08:33.200 --> 00:08:36.200]  神不聽不是表示她不聽
[00:08:36.200 --> 00:08:38.200]  其實她很可能是聽了
[00:08:38.200 --> 00:08:41.200]  沒有人求神不想神聽
[00:08:41.200 --> 00:08:44.200]  你以為他不聽你求來幹什麼
[00:08:44.200 --> 00:08:45.200]  但沒有人求神
[00:08:45.200 --> 00:08:47.200]  你不可以要求神一定聽
[00:08:47.200 --> 00:08:49.200]  你也要記住這一點
[00:08:49.200 --> 00:08:51.200]  有次弟兄病了叫我和他祈禱
[00:08:51.200 --> 00:08:52.200]  我問他想祈什麼
[00:08:52.200 --> 00:08:53.200]  他說你這樣也要問
[00:08:53.200 --> 00:08:55.200]  當然是沒有病沒有痛
[00:08:55.200 --> 00:08:56.200]  最好不用吃藥不用手術
[00:08:56.200 --> 00:08:57.200]  馬上康復
[00:08:57.200 --> 00:08:59.200]  年輕一點更好
[00:08:59.200 --> 00:09:01.200]  當然是這樣的
[00:09:01.200 --> 00:09:03.200]  我記得我臨走送了他八個字
[00:09:03.200 --> 00:09:04.200]  我說神是有能力的
[00:09:04.200 --> 00:09:05.200]  但你不要忘記
[00:09:05.200 --> 00:09:07.200]  神是有主權
[00:09:07.200 --> 00:09:08.200]  神是有恩典的
[00:09:08.200 --> 00:09:10.200]  但神是有主權
[00:09:10.200 --> 00:09:12.200]  不是你要神怎樣就怎樣
[00:09:12.200 --> 00:09:13.200]  最後這個弟兄也服了
[00:09:13.200 --> 00:09:14.200]  他的病沒有好
[00:09:14.200 --> 00:09:16.200]  但他離開的時候很平安
[00:09:16.200 --> 00:09:18.200]  我們看聖經時
[00:09:18.200 --> 00:09:21.200]  經常說在大綱裡有的經文
[00:09:21.200 --> 00:09:23.200]  一直說你求就得著
[00:09:23.200 --> 00:09:25.200]  你奉我名無論求什麼
[00:09:25.200 --> 00:09:26.200]  我一定成就
[00:09:26.200 --> 00:09:27.200]  只要你願意
[00:09:27.200 --> 00:09:29.200]  你祈求我就給你
[00:09:29.200 --> 00:09:31.200]  如今你們求一定得著
[00:09:31.200 --> 00:09:33.200]  只要憑信心求一點不疑話
[00:09:33.200 --> 00:09:34.200]  你們就會得著
[00:09:34.200 --> 00:09:35.200]  你們得不著因為你們不求
[00:09:35.200 --> 00:09:36.200]  有沒有讀過這些經文
[00:09:36.200 --> 00:09:39.200]  所以我們很誠心去求求求
[00:09:39.200 --> 00:09:41.200]  神給我一點頭髮
[00:09:41.200 --> 00:09:42.200]  最近脫了很多
[00:09:42.200 --> 00:09:44.200]  我白頭髮了兩年
[00:09:44.200 --> 00:09:46.200]  求神給我一點黑頭髮
[00:09:46.200 --> 00:09:47.200]  我們經常說
[00:09:47.200 --> 00:09:48.200]  只要有信心
[00:09:48.200 --> 00:09:50.200]  什麼神都會聽
[00:09:50.200 --> 00:09:51.200]  但我跟大家說
[00:09:51.200 --> 00:09:54.200]  不是什麼神都要聽
[00:09:54.200 --> 00:09:55.200]  要記住
[00:09:55.200 --> 00:09:56.200]  求得著
[00:09:56.200 --> 00:09:57.200]  求成就
[00:09:57.200 --> 00:09:58.200]  沒錯
[00:09:58.200 --> 00:09:59.200]  但不一定
[00:09:59.200 --> 00:10:01.200]  所以我有時很喜歡
[00:10:01.200 --> 00:10:02.200]  問問弟子
[00:10:02.200 --> 00:10:04.200]  可不可以分享一些神不聽祈禱的見證
[00:10:04.200 --> 00:10:06.200]  我自己也有
[00:10:06.200 --> 00:10:07.200]  好像保羅說
[00:10:07.200 --> 00:10:08.200]  他很想神來
[00:10:08.200 --> 00:10:09.200]  但他沒有
[00:10:09.200 --> 00:10:11.200]  他還有幾個原因
[00:10:11.200 --> 00:10:13.200]  每個人心裡有些刺
[00:10:13.200 --> 00:10:15.200]  如果沒有這個刺
[00:10:15.200 --> 00:10:16.200]  沒有這個人
[00:10:16.200 --> 00:10:17.200]  沒有這個病
[00:10:17.200 --> 00:10:18.200]  沒有這件事
[00:10:18.200 --> 00:10:19.200]  我的人生就好了
[00:10:19.200 --> 00:10:21.200]  為什麼神不拿走呢
[00:10:21.200 --> 00:10:22.200]  一直問這些問題
[00:10:22.200 --> 00:10:24.200]  人一有事就會祈禱
[00:10:24.200 --> 00:10:25.200]  甚至找人祈禱
[00:10:25.200 --> 00:10:26.200]  甚至禁食祈禱
[00:10:26.200 --> 00:10:27.200]  甚至按手祈禱
[00:10:27.200 --> 00:10:28.200]  無他
[00:10:28.200 --> 00:10:29.200]  就是想神聽
[00:10:29.200 --> 00:10:31.200]  我們大家都是這樣
[00:10:31.200 --> 00:10:32.200]  其實沒有錯的
[00:10:32.200 --> 00:10:33.200]  希望神幫
[00:10:33.200 --> 00:10:34.200]  神都樂意幫我們
[00:10:34.200 --> 00:10:36.200]  在佛來書第41:16說
[00:10:36.200 --> 00:10:37.200]  坦言無懼
[00:10:37.200 --> 00:10:38.200]  黎斯恩寶座前衛
[00:10:38.200 --> 00:10:40.200]  要得連率蒙恩衛
[00:10:40.200 --> 00:10:42.200]  做隨時的幫助
[00:10:42.200 --> 00:10:43.200]  神既然說得出
[00:10:43.200 --> 00:10:44.200]  神是願意做的
[00:10:44.200 --> 00:10:45.200]  所以你儘管求
[00:10:45.200 --> 00:10:46.200]  但你記住
[00:10:46.200 --> 00:10:47.200]  你可以求
[00:10:47.200 --> 00:10:49.200]  神不一定聽
[00:10:49.200 --> 00:10:50.200]  神不聽
[00:10:50.200 --> 00:10:52.200]  不表示祂不愛我們
[00:10:52.200 --> 00:10:53.200]  祂總有祂的原因
[00:10:53.200 --> 00:10:55.200]  所以今天我們會看一看
[00:10:55.200 --> 00:10:57.200]  由以賽亞書來看
[00:10:57.200 --> 00:10:59.200]  我們要走出禱告的迷思
[00:10:59.200 --> 00:11:01.200]  禱告不是一定聽
[00:11:01.200 --> 00:11:03.200]  我們要明白禱告的意思
[00:11:03.200 --> 00:11:05.200]  禱告為什麼
[00:11:05.200 --> 00:11:06.200]  神會聽
[00:11:06.200 --> 00:11:08.200]  或者神不聽
[00:11:08.200 --> 00:11:10.200]  我們剛才看以賽亞書
[00:11:10.200 --> 00:11:12.200]  40章27節
[00:11:12.200 --> 00:11:17.200]  由27節到31節
[00:11:17.200 --> 00:11:19.200]  以賽亞書40章一開始
[00:11:19.200 --> 00:11:20.200]  說
[00:11:20.200 --> 00:11:23.200]  阿哥阿尼為何算我的道路向耶和華隱藏
[00:11:23.200 --> 00:11:25.200]  以斯利亞尼為何言我的冤屈
[00:11:25.200 --> 00:11:27.200]  神並不查問
[00:11:27.200 --> 00:11:29.200]  什麼意思呢
[00:11:29.200 --> 00:11:31.200]  以賽亞這種反問法
[00:11:31.200 --> 00:11:33.200]  意思是你為什麼問
[00:11:33.200 --> 00:11:34.200]  為什麼這樣說
[00:11:34.200 --> 00:11:36.200]  什麼意思就是你不應該這樣問
[00:11:36.200 --> 00:11:37.200]  你不應該這樣說
[00:11:37.200 --> 00:11:38.200]  以斯利亞尼怎麼說呢
[00:11:38.200 --> 00:11:40.200]  他說我的事情神看不到
[00:11:40.200 --> 00:11:42.200]  我的事情神不理
[00:11:42.200 --> 00:11:43.200]  我的冤屈神不理
[00:11:43.200 --> 00:11:44.200]  神不幫我伸冤
[00:11:44.200 --> 00:11:45.200]  有沒有試過很多時候
[00:11:45.200 --> 00:11:46.200]  我們在苦難當中
[00:11:46.200 --> 00:11:47.200]  在困難裡
[00:11:47.200 --> 00:11:48.200]  不順境裡
[00:11:48.200 --> 00:11:50.200]  神為什麼不動手呢
[00:11:50.200 --> 00:11:52.200]  為什麼要我受苦呢
[00:11:52.200 --> 00:11:54.200]  當時的時候
[00:11:54.200 --> 00:11:57.200]  以賽亞已經預言
[00:11:57.200 --> 00:11:58.200]  39章預言
[00:11:58.200 --> 00:12:00.200]  他們終於被擄到巴比律
[00:12:00.200 --> 00:12:02.200]  所以有時候他們心裡想
[00:12:02.200 --> 00:12:03.200]  為什麼會被擄呢
[00:12:03.200 --> 00:12:05.200]  是不是神不理我呢
[00:12:05.200 --> 00:12:07.200]  以致我會被擄呢
[00:12:07.200 --> 00:12:09.200]  我們常常都會這樣想
[00:12:09.200 --> 00:12:11.200]  有時候做了一個祈禱神不聽
[00:12:11.200 --> 00:12:12.200]  切切祈禱
[00:12:12.200 --> 00:12:13.200]  禁食祈禱
[00:12:13.200 --> 00:12:14.200]  找人祈禱
[00:12:14.200 --> 00:12:15.200]  我不想說斑馬
[00:12:15.200 --> 00:12:17.200]  有些人真的這樣
[00:12:17.200 --> 00:12:18.200]  有時候我們頂著祈禱
[00:12:18.200 --> 00:12:19.200]  找了五六個人
[00:12:19.200 --> 00:12:20.200]  可能不夠
[00:12:20.200 --> 00:12:21.200]  斑多一點
[00:12:21.200 --> 00:12:22.200]  整個團契
[00:12:22.200 --> 00:12:23.200]  兩個團契
[00:12:23.200 --> 00:12:24.200]  三個團契
[00:12:24.200 --> 00:12:25.200]  整個教會
[00:12:25.200 --> 00:12:26.200]  兩個教會
[00:12:26.200 --> 00:12:27.200]  我們就是一直在找
[00:12:27.200 --> 00:12:28.200]  一直在找
[00:12:28.200 --> 00:12:29.200]  到最後我們只會說
[00:12:29.200 --> 00:12:31.200]  可能神不理我
[00:12:31.200 --> 00:12:33.200]  其實不會神不理我
[00:12:33.200 --> 00:12:34.200]  不會不理我
[00:12:34.200 --> 00:12:35.200]  第一點我說的是
[00:12:35.200 --> 00:12:37.200]  認識聽人求的神
[00:12:37.200 --> 00:12:39.200]  要記住神是一個慈愛的神
[00:12:39.200 --> 00:12:40.200]  他一定會理我們
[00:12:40.200 --> 00:12:41.200]  為什麼這樣說呢
[00:12:41.200 --> 00:12:45.200]  以賽亞書49章15節那裡怎麼說呢
[00:12:45.200 --> 00:12:48.200]  神說
[00:12:48.200 --> 00:12:51.200]  其實由14節開始說
[00:12:51.200 --> 00:12:52.200]  他說石安說
[00:12:52.200 --> 00:12:53.200]  耶和華理起了我
[00:12:53.200 --> 00:12:54.200]  耶和華理起了我
[00:12:54.200 --> 00:12:56.200]  我主忘記了我
[00:12:56.200 --> 00:12:57.200]  有時候神不聽祈禱
[00:12:57.200 --> 00:12:59.200]  我們覺得神不理我們
[00:12:59.200 --> 00:13:01.200]  我求了這麼久你都不給我
[00:13:01.200 --> 00:13:03.200]  我求了這麼久你都不給我
[00:13:03.200 --> 00:13:04.200]  甚至說
[00:13:04.200 --> 00:13:06.200]  婦人焉能忘記她吃奶的英鞋
[00:13:06.200 --> 00:13:08.200]  不連恤她所生的兒子
[00:13:08.200 --> 00:13:09.200]  即說有忘記的
[00:13:09.200 --> 00:13:11.200]  我卻不忘記你
[00:13:11.200 --> 00:13:14.200]  媽媽對自己的孩子
[00:13:14.200 --> 00:13:16.200]  是很貼身的
[00:13:16.200 --> 00:13:17.200]  是非常敏銳的
[00:13:17.200 --> 00:13:19.200]  有一次我去木樵家吃飯
[00:13:19.200 --> 00:13:20.200]  我主任牧師
[00:13:20.200 --> 00:13:22.200]  剛剛師母生了一個兒子
[00:13:22.200 --> 00:13:24.200]  我忘記了叫Brian
[00:13:24.200 --> 00:13:25.200]  他叫兒子
[00:13:25.200 --> 00:13:26.200]  我們一邊吃飯一邊聊天
[00:13:26.200 --> 00:13:27.200]  很開心
[00:13:27.200 --> 00:13:29.200]  一邊聽師母說我兒子哭了
[00:13:29.200 --> 00:13:30.200]  我聽不到
[00:13:30.200 --> 00:13:31.200]  他說你當然聽不到
[00:13:31.200 --> 00:13:33.200]  不是你的兒子
[00:13:33.200 --> 00:13:34.200]  他說我聽得很清楚
[00:13:34.200 --> 00:13:35.200]  因為他上去抱兒子
[00:13:35.200 --> 00:13:36.200]  真的在哭
[00:13:36.200 --> 00:13:39.200]  這裡形容母親和兒子的嬰兒的愛
[00:13:39.200 --> 00:13:41.200]  是很貼身的
[00:13:41.200 --> 00:13:45.200]  所以神說就算媽媽會忘記她的嬰兒
[00:13:45.200 --> 00:13:47.200]  我都不會忘記你們
[00:13:47.200 --> 00:13:51.200]  神對我們比媽媽的愛更加貼身
[00:13:51.200 --> 00:13:53.200]  更加緊
[00:13:53.200 --> 00:13:55.200]  神是不會忘記我們的
[00:13:55.200 --> 00:13:56.200]  有時候我們有些事情
[00:13:56.200 --> 00:13:58.200]  神不聽或神不給我們
[00:13:58.200 --> 00:14:00.200]  我們就開始懷疑神的愛
[00:14:00.200 --> 00:14:04.200]  我試過家人有病的時候
[00:14:04.200 --> 00:14:06.200]  我問為什麼不醫他
[00:14:06.200 --> 00:14:08.200]  為什麼不醫得快一點
[00:14:08.200 --> 00:14:10.200]  很多很多懷疑
[00:14:10.200 --> 00:14:12.200]  我兒子小時候
[00:14:12.200 --> 00:14:14.200]  有一次帶他出去購物
[00:14:14.200 --> 00:14:15.200]  小朋友很可愛
[00:14:15.200 --> 00:14:18.200]  很喜歡學爸爸學媽媽
[00:14:18.200 --> 00:14:19.200]  我們拿著一個籃子
[00:14:19.200 --> 00:14:20.200]  他又拿著
[00:14:20.200 --> 00:14:21.200]  有沒有試過去超市
[00:14:21.200 --> 00:14:24.200]  有些叫做shopping and training
[00:14:24.200 --> 00:14:26.200]  推車很小的
[00:14:26.200 --> 00:14:27.200]  給小朋友推
[00:14:27.200 --> 00:14:28.200]  跟著爸爸媽媽去推
[00:14:28.200 --> 00:14:30.200]  我兒子那時候跟著我去買東西
[00:14:30.200 --> 00:14:31.200]  我去買東西他又去買東西
[00:14:31.200 --> 00:14:33.200]  我選東西他又學我選東西
[00:14:33.200 --> 00:14:35.200]  他又拿東西給我
[00:14:35.200 --> 00:14:37.200]  爸爸買這個給我
[00:14:37.200 --> 00:14:39.200]  我們那邊我用加幣說
[00:14:39.200 --> 00:14:41.200]  兩個半很便宜
[00:14:41.200 --> 00:14:43.200]  我就知道他在玩
[00:14:43.200 --> 00:14:44.200]  我就說不不不
[00:14:44.200 --> 00:14:45.200]  放回去
[00:14:45.200 --> 00:14:47.200]  我兒子那時候很小
[00:14:47.200 --> 00:14:48.200]  不知道四歲
[00:14:48.200 --> 00:14:49.200]  就說行行行
[00:14:49.200 --> 00:14:50.200]  他就放下
[00:14:50.200 --> 00:14:51.200]  我就在那裡買
[00:14:51.200 --> 00:14:53.200]  他又選另一樣東西
[00:14:53.200 --> 00:14:55.200]  他就說125
[00:14:55.200 --> 00:14:57.200]  便宜了一半
[00:14:57.200 --> 00:14:58.200]  你給我買吧
[00:14:58.200 --> 00:14:59.200]  我說不不不
[00:14:59.200 --> 00:15:00.200]  放回去
[00:15:00.200 --> 00:15:02.200]  過了一會他又拿了盒東西
[00:15:02.200 --> 00:15:03.200]  很小盒的糖果
[00:15:03.200 --> 00:15:04.200]  50 cents
[00:15:04.200 --> 00:15:05.200]  五毫子五毫子
[00:15:05.200 --> 00:15:06.200]  買吧買吧
[00:15:06.200 --> 00:15:07.200]  我說不不不
[00:15:07.200 --> 00:15:08.200]  最後我要給錢
