
[00:00:00.000 --> 00:00:10.000]  各位大兄姐妹平安!新年快樂!新年蒙恩!
[00:03:17.000 --> 00:03:27.000]  茶會的時候,我姑姑特別提醒我,她說,你記得去吃東西,記得去拿東西,有什麼拿?
[00:03:27.000 --> 00:03:34.000]  大家都是這個答案,就是拿旅行袋,不知道為什麼大家這麼緊張旅行袋呢?
[00:03:34.000 --> 00:03:39.000]  我不說哪個旅行團,有些人可能都有這個旅行袋。
[00:03:39.000 --> 00:03:47.000]  除了吃東西,除了拿旅行袋之外,另一樣重要的就是很多資訊你要拿,
[00:03:47.000 --> 00:03:53.000]  譬如說他會交代去到那邊的天氣怎樣,你要帶些什麼,
[00:03:53.000 --> 00:04:00.000]  你不要帶些什麼,或者說要兌換多少錢,可能會交代很多事情。
[00:04:00.000 --> 00:04:07.000]  而這次耶穌這個旅行聚事,這個離開加利利的旅程,
[00:04:07.000 --> 00:04:15.000]  耶穌都叫了一幫人和他同行,有人說去,有人說不去,
[00:04:15.000 --> 00:04:21.000]  耶穌在出發之前都有交代做些什麼,不要帶些什麼。
[00:04:21.000 --> 00:04:25.000]  我們再看一看路加福音十章一到二節這樣說,
[00:04:25.000 --> 00:04:33.000]  「這時以後主又設立了七十個人,差遣他們兩個兩個在他前面,
[00:04:33.000 --> 00:04:41.000]  往自己所要到的各城各地方去,就對他們說要收的莊稼多,做工的人少,
[00:04:41.000 --> 00:04:48.000]  所以你們當求莊稼的主,打發工人出去收他的莊稼。」
[00:04:48.000 --> 00:04:55.000]  當耶穌幫他們分了組,兩個人一組之後,好像福圖畫一樣,兩個人一組。
[00:04:55.000 --> 00:05:01.000]  在第三節,耶穌就說「你們去吧,出去旅行,我差你們出去,
[00:05:01.000 --> 00:05:05.000]  如同羊羔進入狼群。」
[00:05:05.000 --> 00:05:13.000]  哇,很恐怖,如同羊羔,即是小羊仔進入狼群裏面。
[00:05:13.000 --> 00:05:20.000]  耶穌要去耶路撒冷,其實要途經撒瑪利亞這個很危險的地方。
[00:05:20.000 --> 00:05:29.000]  我有兩次講到,也有分享到撒瑪利亞人和猶太人的關係,其實簡單來說就是世仇。
[00:05:29.000 --> 00:05:32.000]  有一次有個歷史學家約瑟夫都描述,
[00:05:32.000 --> 00:05:38.000]  他說曾經有一次有人去耶路撒冷朝聖,但是被殺的。
[00:05:38.000 --> 00:05:43.000]  有幾個加里利人去朝聖的時候,在撒瑪利亞被殺,
[00:05:43.000 --> 00:05:49.000]  然後猶太人的游擊隊就回頭攻擊撒瑪利亞的村莊,
[00:05:49.000 --> 00:05:54.000]  所以他們一直都有很多的仇怨在裏面。
[00:05:54.000 --> 00:06:01.000]  接著經文讓我們知道,耶穌不是叫他們帶些甚麼,而是叫他們不要帶些甚麼,
[00:06:01.000 --> 00:06:04.000]  當然沒有派旅行袋給他們。
[00:06:04.000 --> 00:06:15.000]  在十章四節,耶穌說不要帶錢囊,不要帶錢,不要帶口袋,不要帶鞋,在路上不要問人的安。
[00:06:15.000 --> 00:06:23.000]  耶穌吩咐他們這次旅行不要帶錢,不要帶口袋,也不要帶一雙多餘的鞋。
[00:06:23.000 --> 00:06:31.000]  為甚麼這樣做呢?或者是因為他們帶甚麼在身上,其實都會被人搶走,因為路途很危險。
[00:06:31.000 --> 00:06:40.000]  又或者更加重要的就是,耶穌很想他們經歷上帝的帶領和供應,這個相信很重要。
[00:06:40.000 --> 00:06:44.000]  當我們一路看下去的時候,在十章五至八節,
[00:06:44.000 --> 00:06:49.000]  無論入哪一個家,你先要說「願這個家平安」,
[00:06:49.000 --> 00:06:59.000]  如果那裡若有人當得平安的人,你們所求的平安就會臨到那一家,如果不是就歸於你們了。
[00:06:59.000 --> 00:07:09.000]  在第七節,你們要住在哪一個家,吃喝他們所供給的,因為「供人得供價」是應當的,不要從這家搬到那家。
[00:07:09.000 --> 00:07:16.000]  無論入哪一個城,人若接待你們,給你們擺上甚麼,你們就吃甚麼。
[00:07:16.000 --> 00:07:27.000]  原來耶穌保證是有供應的,因為「供人得供價」是應當的,因為人若接待你們,給你們擺上甚麼,你們就吃甚麼。
[00:07:27.000 --> 00:07:39.000]  這一趟的旅程,原來是包食宿的,還有甚麼呢?是沒有自費項目的,全部都是耶穌會供應的,
[00:07:39.000 --> 00:07:45.000]  因為吃甚麼,住甚麼,是耶穌會供應的,不過在哪裏住呢?遲些你就知道了。
[00:07:45.000 --> 00:07:55.000]  聽完這個沒有茶點,沒有旅行袋派的茶會,我不知道大家還願不願意跟耶穌去這個旅程,
[00:07:55.000 --> 00:07:59.000]  還要是像羊羔進去狼群那樣。
[00:07:59.000 --> 00:08:13.000]  關於旅行,以前在廣告有句口號叫「未出發先興奮」,
[00:08:13.000 --> 00:08:19.000]  但當你看這個耶穌的旅程是「未出發先激氣」,有甚麼那麼激氣呢?
[00:08:19.000 --> 00:08:26.000]  在9章51到53節給我們知道,不單止門徒激氣,耶穌也激氣。
[00:08:26.000 --> 00:08:36.000]  在51節這樣說,原來他們要去這次的旅程,耶穌知道被接上升的日子近了,
[00:08:36.000 --> 00:08:43.000]  耶穌就定義要向耶路撒冷出發,祂就打發使者在祂前頭走,
[00:08:43.000 --> 00:08:53.000]  他們到了撒瑪利亞的一個村莊,要為祂準備,那裡的人不接待祂,因為他們知道祂正在去耶路撒冷。
[00:08:53.000 --> 00:09:01.000]  原來耶穌這次的起行,是知道祂就快要被接上升天,即是快要釘十字架。
[00:09:01.000 --> 00:09:07.000]  這次的行程,由加里利到耶路撒冷,全長大約是60到70英里,
[00:09:07.000 --> 00:09:15.000]  如果騎驢仔或步行,是要三至五天,所以要預備住宿是正常的,
[00:09:15.000 --> 00:09:22.000]  但是祂的細仇,不給地方他們住,也是正常的。
[00:09:22.000 --> 00:09:28.000]  當雅各和約翰知道那些人不接待祂的時候,你看看門徒很激動,
[00:09:28.000 --> 00:09:45.000]  在第54節,耶穌的門徒雅各和約翰看見了,就說:主啊,你要我們吩咐火從天上降下來,消滅他們,像以利亞所做的嗎?
[00:09:45.000 --> 00:09:57.000]  哇,跟從耶穌的門徒,這麼怒氣,人家不給地方他們住,他一開口就說,燒光他們,這麼暴躁,他們很激氣。
[00:09:57.000 --> 00:10:05.000]  但其實在不久之前,為何他們會這樣說,說要用火去燒掉撒瑪利亞那些人呢?
[00:10:05.000 --> 00:10:12.000]  原來在路加福音9:28那裡,門徒看見了一個好像神蹟一樣的事情發生,
[00:10:12.000 --> 00:10:22.000]  就是看見耶穌改變了形象,他們還看見耶穌和舊約提及的摩西和以利亞一起出現,
[00:10:22.000 --> 00:10:31.000]  而那時候,約翰和雅各是在場的,相信那一刻,他們想到在舊約列王紀下一章12節,
[00:10:31.000 --> 00:10:41.000]  以利亞曾經有一個這樣的事蹟,就是以利亞回答說:我若是神人,願火從天上降下來,消滅你和你那五十個人。
[00:10:41.000 --> 00:10:49.000]  於是神的火從天上降下來,消滅了那五十個夫長和那五十個人。
[00:10:49.000 --> 00:10:58.000]  但大家不要忘記,當日以利亞希望燒掉那一群人,那一群人是不願意相信神,
[00:10:58.000 --> 00:11:10.000]  不願意倚靠神,還要想去拜耶駒別的假神,但今天的撒瑪利亞人,其實他們是相信同一個上帝。
[00:11:10.000 --> 00:11:22.000]  門徒這麼激動,似乎沒有學到耶穌一路的教導,沒有學到耶穌說要赦免人的罪,沒有學到耶穌說要愛仇敵這些教訓。
[00:11:22.000 --> 00:11:29.000]  所以耶穌同樣的怒氣,在9章55到56節,他直接和門徒說,
[00:11:29.000 --> 00:11:38.000]  55節記載說,耶穌轉身責備兩個門徒說:你們的心如何?你們不知道。
[00:11:38.000 --> 00:11:43.000]  人子尼不是要滅人的性命,而是要救人的性命。
[00:11:43.000 --> 00:11:47.000]  說著就往別的村莊去了。
[00:11:47.000 --> 00:11:54.000]  這件事之後,他們繼續行程,耶穌遇到三個人。
[00:11:54.000 --> 00:12:04.000]  大家會看到,耶穌和他們的對話,而這次的旅程,耶穌用了很多比喻。
[00:12:04.000 --> 00:12:08.000]  什麼叫做比喻呢?我先拿一個道具。
[00:12:08.000 --> 00:12:14.000]  這是什麼?這是行李。
[00:12:14.000 --> 00:12:22.000]  在香港,有個歌手叫陳奕迅,陳奕迅有一首歌叫《歲月如歌》,裏面有句歌詞是這樣說的,
[00:12:22.000 --> 00:12:35.000]  「情感有約行李,仍然沉重待我整理。」
[00:12:35.000 --> 00:12:46.000]  這裏他將情感比喻為行李,讓人很具體意識到,原來情感可以有重量的,情感可以很混亂的,
[00:12:46.000 --> 00:12:52.000]  情感可能需要像你旅行回來,要去整理一樣。
[00:12:52.000 --> 00:12:59.000]  比喻這個詞,英文叫做parable,其實parable是由兩個字組成,para和一個字是ble,
[00:12:59.000 --> 00:13:06.000]  那個ble原本是b-o-l-e,什麼意思呢?就是有些東西拋在路邊,
[00:13:06.000 --> 00:13:11.000]  原來parable的意思就是說,有些東西拋在路邊。
[00:13:11.000 --> 00:13:20.000]  如果今天我將行李箱放在走廊,我想你走過都會問什麼?
[00:13:20.000 --> 00:13:27.000]  什麼來的?是誰的?裝什麼的?有沒有炸彈的?
[00:13:27.000 --> 00:13:30.000]  你會問,原來比喻的意思就是這樣,
[00:13:30.000 --> 00:13:38.000]  耶穌用一個比喻擺出來,就是很想激發你去問為什麼,去思考,去想究竟做些什麼。
[00:13:38.000 --> 00:13:43.000]  而另一方面就是其實耶穌這個旅程很危險,
[00:13:43.000 --> 00:13:49.000]  還有很多不信的人,所以他一定要用比喻去轉彎抹角,
[00:13:49.000 --> 00:13:53.000]  令到人們聽的時候暫時放下防衛,
[00:13:53.000 --> 00:13:57.000]  但是原來在說的是一樣很重要的東西,
[00:13:57.000 --> 00:14:02.000]  因為耶穌沒有放棄屬靈的教導,沒有放棄傳福音,
[00:14:02.000 --> 00:14:04.000]  所以他仍然要用比喻,
[00:14:04.000 --> 00:14:10.000]  但是要用比喻,我們需要理解當時的背景究竟是什麼。
[00:14:10.000 --> 00:14:16.000]  我們來看那三個拒絕和耶穌一起去旅行的那三個人。
[00:14:16.000 --> 00:14:21.000]  在路加福音9:57那裡說,他們行路的時候,
[00:14:21.000 --> 00:14:26.000]  有一個人對耶穌說,你無論往哪裡去,我要跟從你。
[00:14:26.000 --> 00:14:31.000]  好像我們有些人開始說,耶穌去哪裡,我也跟從他。
[00:14:31.000 --> 00:14:35.000]  但是耶穌怎麼回答呢?在9:58,
[00:14:35.000 --> 00:14:40.000]  耶穌說,狐狸有洞,天空的飛鳥有窩,
[00:14:40.000 --> 00:14:44.000]  只是人子沒有枕頭的地方。
[00:14:44.000 --> 00:14:48.000]  耶穌用了自然界來比喻,
[00:14:48.000 --> 00:14:53.000]  一般的動物都有他的棲身之所,但是我沒有。
[00:14:53.000 --> 00:14:59.000]  但是原來當有研究的學者說,其實耶穌或者另有所指,
[00:14:59.000 --> 00:15:02.000]  表面的原因可能是沒有棲身之所,
[00:15:02.000 --> 00:15:05.000]  但背後的原因可能有不同的看法。
[00:15:05.000 --> 00:15:11.000]  原來有一位學者叫曼遜,他說在新約和舊約之間,
[00:15:11.000 --> 00:15:14.000]  當我們去研究文學的時候,
[00:15:14.000 --> 00:15:20.000]  原來飛鳥是象徵外邦人,或者外邦的國家。
[00:15:20.000 --> 00:15:24.000]  原來狐狸是會象徵阿們人,
[00:15:24.000 --> 00:15:28.000]  即是說和以色列文是有同樣的祖宗的血緣,
[00:15:28.000 --> 00:15:31.000]  但政治上他們是敵對的。
[00:15:31.000 --> 00:15:34.000]  同樣希律的家族是混血的,
[00:15:34.000 --> 00:15:39.000]  所以在第一世紀巴勒斯坦的猶太人視他們為外族人。
[00:15:39.000 --> 00:15:41.000]  所以如果你看聖經,
[00:15:41.000 --> 00:15:47.000]  耶穌都曾經稱希律安提柏為那隻狐狸。
[00:15:47.000 --> 00:15:49.000]  原來是有所指的。
[00:15:49.000 --> 00:15:54.000]  如果曼遜這個想法是正確的話,
[00:15:54.000 --> 00:15:58.000]  即是說耶穌這一段說話可能有個含義,
[00:15:58.000 --> 00:16:02.000]  除了真以色列人之外,即是耶穌和那班門徒,
[00:16:02.000 --> 00:16:06.000]  所有在以色列地都有自己的家。
[00:16:06.000 --> 00:16:11.000]  天空的飛鳥,即羅馬人,外邦國家有他的地方,
[00:16:11.000 --> 00:16:16.000]  狐狸,以東的外族入侵者都有自己的地位,
[00:16:16.000 --> 00:16:22.000]  但是我這個真以色列卻被剝奪了繼承權。
[00:16:22.000 --> 00:16:25.000]  耶穌說如果你要站在我這邊,
[00:16:25.000 --> 00:16:31.000]  即是代表著你會受壓迫,代表著你無處容身。
[00:16:31.000 --> 00:16:35.000]  亦都可能暗示那個人如果你想要權力,
[00:16:35.000 --> 00:16:42.000]  你以為跟著耶穌很威風,或者說有很大的政治權力,
[00:16:42.000 --> 00:16:45.000]  大家還記不記得很多人想擁戴耶穌為王的,
[00:16:45.000 --> 00:16:49.000]  就是誤解了以為耶穌是成為一個王,
[00:16:49.000 --> 00:16:53.000]  去幫他們伸張他們覺得的正義,
[00:16:53.000 --> 00:16:58.000]  耶穌說不是,或者說如果你想要有影響力的話,
[00:16:58.000 --> 00:17:04.000]  你就去投靠那些狐狸,原來可能是這樣的意思。
[00:17:04.000 --> 00:17:10.000]  耶穌想用這個比喻,一個飛鳥,一個狐狸,
[00:17:10.000 --> 00:17:14.000]  去讓他們知道耶穌不是給這些他們,
[00:17:14.000 --> 00:17:18.000]  讓他們知道跟從耶穌是很艱辛的。
[00:17:18.000 --> 00:17:23.000]  第二個人出現了,這個人原本很有福氣,
[00:17:23.000 --> 00:17:27.000]  你看下去就知道,在路加福音9:59,
[00:17:27.000 --> 00:17:31.000]  耶穌說「又對一個人說,跟從我來,
[00:17:31.000 --> 00:17:37.000]  乃人說,主容我先回去埋葬我的父親。」
[00:17:37.000 --> 00:17:42.000]  為什麼有福氣?因為這個人是主耶穌親自邀請他的,
[00:17:42.000 --> 00:17:46.000]  親自邀請他加入這個旅程。
[00:17:46.000 --> 00:17:52.000]  但是耶穌的回應,你看一看會不會覺得不近人情?
[00:17:52.000 --> 00:17:55.000]  耶穌這樣回答,在9:60,
[00:17:55.000 --> 00:18:00.000]  耶穌說「任憑死人埋葬他們的死人,
[00:18:00.000 --> 00:18:05.000]  你只管去傳揚神國的道。」
[00:18:05.000 --> 00:18:08.000]  大家覺不覺得不近人情?
[00:18:08.000 --> 00:18:12.000]  幾個月前有位弟兄跟我說,「女傳道,」
[00:18:12.000 --> 00:18:14.000]  他就真的將這段經文問我,
[00:18:14.000 --> 00:18:19.000]  「為什麼耶穌會這樣說話?為什麼耶穌好像這麼不近人情?」
[00:18:19.000 --> 00:18:23.000]  我那次就比較簡單地回覆,然後我再去找資料,
[00:18:23.000 --> 00:18:26.000]  原來他們的比喻是這樣理解的,
[00:18:26.000 --> 00:18:31.000]  原來是要從他們人用這一句話埋葬死人,
[00:18:31.000 --> 00:18:36.000]  原來是一句當時的成語,一句當時的言語,
[00:18:36.000 --> 00:18:41.000]  他說什麼呢?原來是說到埋葬父親這四個字,
[00:18:41.000 --> 00:18:46.000]  特別指到兒子應留在家照顧父母,
[00:18:46.000 --> 00:18:50.000]  直等到他們有尊嚴下葬為止,
[00:18:50.000 --> 00:18:53.000]  這是他們當盡的義務。
[00:18:53.000 --> 00:18:57.000]  什麼意思呢?原來他們說這句話埋葬父親,
[00:18:57.000 --> 00:18:59.000]  是父親還沒死的。
[00:18:59.000 --> 00:19:03.000]  如果還沒死,我們整個理解就很不同了。
[00:19:03.000 --> 00:19:09.000]  我那次和大家介紹過,有位神學教授叫貝里·貝利,
[00:19:09.000 --> 00:19:12.000]  他特意在中東生活了50年,
[00:19:12.000 --> 00:19:16.000]  去研究耶穌時代的生活和背景。
[00:19:16.000 --> 00:19:18.000]  他說他聽過不止一次,
[00:19:18.000 --> 00:19:22.000]  就是一幾個中東的年輕人說到移民,
[00:19:22.000 --> 00:19:26.000]  是三十多歲的年輕人,說到我們都想移民,
[00:19:26.000 --> 00:19:29.000]  但是在一陣子有另一個年輕人回應,
[00:19:29.000 --> 00:19:32.000]  他說你不用埋葬你的爸爸。
[00:19:32.000 --> 00:19:37.000]  他一聽到這句話,這個解釋就馬上活現了,
[00:19:37.000 --> 00:19:39.000]  你不用埋葬你的爸爸,
[00:19:39.000 --> 00:19:43.000]  即是說他爸爸還沒死,三十多歲,他們想著移民,
[00:19:43.000 --> 00:19:46.000]  但另一個就說你不用埋葬你的爸爸,
[00:19:46.000 --> 00:19:49.000]  即是說你不用盡你的義務,
[00:19:49.000 --> 00:19:52.000]  完了你才考慮移民,
[00:19:52.000 --> 00:19:54.000]  這個人是這樣的看法。
[00:19:54.000 --> 00:19:59.000]  當他再研究敘利亞和伊拉克說敘利話的一條村落,
[00:19:59.000 --> 00:20:01.000]  其中有一次他聽到就是說,
[00:20:01.000 --> 00:20:04.000]  當有個五翼仔如果要求獨立,
[00:20:04.000 --> 00:20:07.000]  不理家裏的時候,說到不行了,
[00:20:07.000 --> 00:20:10.000]  父親最後會回敬他這一句敘利亞話,
[00:20:10.000 --> 00:20:12.000]  我當然不會讀,
[00:20:12.000 --> 00:20:16.000]  但翻譯就說你一定是想埋葬我了,
[00:20:16.000 --> 00:20:18.000]  原來是這個意思,
[00:20:18.000 --> 00:20:21.000]  我們中國人都有,你一定是想我死了,
[00:20:21.000 --> 00:20:23.000]  因為要分家產,
[00:20:23.000 --> 00:20:25.000]  原來都有這個意思,
[00:20:25.000 --> 00:20:26.000]  而在黎巴嫩,
[00:20:26.000 --> 00:20:34.000]  現今仍然有老人家會用阿拉伯語對一些他欣賞的年輕人這樣說,
[00:20:34.000 --> 00:20:37.000]  其實這個阿拉伯話就是說,
[00:20:37.000 --> 00:20:41.000]  我的兒子,你要將我好好下葬,
[00:20:41.000 --> 00:20:43.000]  原來意思就是說,
[00:20:43.000 --> 00:20:46.000]  我很重視你,把你當兒子看待,
[00:20:46.000 --> 00:20:51.000]  我很希望你在我的晚年成為照顧我的人,
[00:20:51.000 --> 00:20:55.000]  成為最後將我好好埋葬在墳墓的人,
[00:20:55.000 --> 00:20:58.000]  如果真的是這個意思,
[00:20:58.000 --> 00:21:02.000]  耶穌那時候,因為祂知道那個人的心意,
[00:21:02.000 --> 00:21:06.000]  所以耶穌說任憑死人埋葬那個死人,
[00:21:06.000 --> 00:21:09.000]  其實他背後那個人說的意思就是說,
[00:21:09.000 --> 00:21:12.000]  英文叫做Hidden Agenda,
[00:21:12.000 --> 00:21:13.000]  有個潛台詞,
[00:21:13.000 --> 00:21:17.000]  就是說你等我回去照顧我爸爸,
[00:21:17.000 --> 00:21:19.000]  等我爸爸百年歸老,
[00:21:19.000 --> 00:21:22.000]  我下埋葬,我再來,跟從你,
[00:21:22.000 --> 00:21:26.000]  原來可能耶穌知道,祂是想拖延,
[00:21:26.000 --> 00:21:31.000]  但是祂不知道,根本耶穌很快就要釘上十字架,
[00:21:31.000 --> 00:21:35.000]  耶穌很快就要回到天上,
[00:21:35.000 --> 00:21:39.000]  祂想再跟從耶穌都已經沒有機會,
[00:21:39.000 --> 00:21:41.000]  這個是第二個人,
[00:21:41.000 --> 00:21:46.000]  耶穌很想讓祂知道,那個迫切性是這麼重要,
[00:21:46.000 --> 00:21:51.000]  第三個人,可能我們都是覺得耶穌不近人情,
[00:21:51.000 --> 00:21:53.000]  當他們繼續旅程的時候,
[00:21:53.000 --> 00:21:57.000]  第三個人,路加福音9章61節說,
[00:21:57.000 --> 00:22:01.000]  又有一個人說,主,我要跟從你,
[00:22:01.000 --> 00:22:06.000]  但容我先去辭別我家裡的人,
[00:22:06.000 --> 00:22:07.000]  好像很合理,
[00:22:07.000 --> 00:22:08.000]  是不是?
[00:22:08.000 --> 00:22:10.000]  我將會跟你這個旅程,
[00:22:10.000 --> 00:22:13.000]  那我回家跟家人說一聲都可以吧?
[00:22:13.000 --> 00:22:17.000]  耶穌怎樣回答呢?我們先看完,
[00:22:17.000 --> 00:22:21.000]  耶穌回答說,他既辭別了,
[00:22:21.000 --> 00:22:30.000]  耶穌回答說,守乎泥耙的,不配,不配,
[00:22:30.000 --> 00:22:31.000]  一會兒會再看,
[00:22:31.000 --> 00:22:34.000]  剛才第一個人是無水自戰,
[00:22:34.000 --> 00:22:37.000]  第二個人是有條件的,
[00:22:37.000 --> 00:22:39.000]  他只是說要道別,
[00:22:39.000 --> 00:22:42.000]  但是道別原來在希臘文有兩個意思,
[00:22:42.000 --> 00:22:44.000]  第一個意思很普通的,
[00:22:44.000 --> 00:22:48.000]  就是Say Goodbye To,說再見,說再見,
[00:22:48.000 --> 00:22:52.000]  第二個意思就是Take Leave Of,
[00:22:52.000 --> 00:22:53.000]  什麼意思呢?
[00:22:53.000 --> 00:22:55.000]  就是我們很有禮貌地說,
[00:22:55.000 --> 00:22:59.000]  可不可以容許我先行離開,
[00:22:59.000 --> 00:23:00.000]  原來有兩個意思,
[00:23:00.000 --> 00:23:03.000]  在新約裏有四節經文,
[00:23:03.000 --> 00:23:04.000]  我不會詳細讀,
[00:23:04.000 --> 00:23:06.000]  但我會給大家看一看,
[00:23:06.000 --> 00:23:08.000]  在馬可福音6章49節,
[00:23:08.000 --> 00:23:11.000]  他既辭別了,
[00:23:11.000 --> 00:23:12.000]  用了這個字辭別,
[00:23:12.000 --> 00:23:15.000]  在《使徒行傳》18章18節,
[00:23:15.000 --> 00:23:18.000]  然後說保羅住了幾天,
[00:23:18.000 --> 00:23:20.000]  就辭別了弟兄,
[00:23:20.000 --> 00:23:24.000]  繼續《使徒行傳》18章21節,
[00:23:24.000 --> 00:23:26.000]  就辭別他們,
[00:23:26.000 --> 00:23:29.000]  哥林多後書2章13節,
[00:23:29.000 --> 00:23:33.000]  那裏也有說辭別那裡的人,
[00:23:33.000 --> 00:23:35.000]  我想舉這幾個例子,
[00:23:35.000 --> 00:23:36.000]  是想證明一件事,
[00:23:36.000 --> 00:23:39.000]  這四節經文用的同一個字,
[00:23:39.000 --> 00:23:43.000]  就是那個年輕人說的辭別,
[00:23:43.000 --> 00:23:46.000]  但原來這個辭別是take leave of,
[00:23:46.000 --> 00:23:50.000]  即是說請容許我先離開,
[00:23:50.000 --> 00:23:55.000]  原來辭別在當時和現在的中東人,
[00:23:55.000 --> 00:23:56.000]  都是很重要,
[00:23:56.000 --> 00:23:58.000]  這個細節,這個禮節,
[00:23:58.000 --> 00:24:00.000]  他們很重要,一定要做,
[00:24:00.000 --> 00:24:02.000]  他們去到任何的場合,
[00:24:02.000 --> 00:24:04.000]  他都要和留下來的人說,
[00:24:04.000 --> 00:24:06.000]  你介不介意我先離開,
[00:24:06.000 --> 00:24:08.000]  留下來的人就會說,
[00:24:08.000 --> 00:24:11.000]  願你平安,
[00:24:11.000 --> 00:24:13.000]  當你拿到這句話的時候,
[00:24:13.000 --> 00:24:14.000]  你才可以離開,
[00:24:14.000 --> 00:24:16.000]  如果不是你就這樣走了,
[00:24:16.000 --> 00:24:18.000]  人家會覺得你沒禮貌,
[00:24:18.000 --> 00:24:20.000]  所以這個人的潛台詞,
[00:24:20.000 --> 00:24:22.000]  可能就是說,
[00:24:22.000 --> 00:24:24.000]  耶穌,我都想跟從你,
[00:24:24.000 --> 00:24:26.000]  不過你等我回去,
[00:24:26.000 --> 00:24:29.000]  問了我爸爸的批准,
[00:24:29.000 --> 00:24:32.000]  我再來跟從你,
[00:24:32.000 --> 00:24:34.000]  但是他們大家都知道,
[00:24:34.000 --> 00:24:36.000]  他們的爸爸一定不會批准他,
[00:24:36.000 --> 00:24:38.000]  去跟一個三十出頭,
[00:24:38.000 --> 00:24:40.000]  還要說沒有地方住的人,
[00:24:40.000 --> 00:24:43.000]  所以最後的結果就是,
[00:24:43.000 --> 00:24:46.000]  那個人都沒有跟從耶穌,
[00:24:46.000 --> 00:24:48.000]  就是剛才我說,
[00:24:48.000 --> 00:24:50.000]  路加福音第九章六十二節,
[00:24:50.000 --> 00:24:51.000]  耶穌說,
[00:24:51.000 --> 00:24:54.000]  手扶著泥向後看的,
[00:24:54.000 --> 00:24:57.000]  不配進神的國,
[00:24:57.000 --> 00:25:00.000]  為什麼手扶著泥,
[00:25:00.000 --> 00:25:02.000]  不可以向後看呢?
[00:25:02.000 --> 00:25:05.000]  原來當時他們耕種,
[00:25:05.000 --> 00:25:07.000]  就是用泥,
[00:25:07.000 --> 00:25:10.000]  用牛去耕種的地,
[00:25:10.000 --> 00:25:12.000]  原來他們控制,
[00:25:12.000 --> 00:25:14.000]  就是左手控制泥棚,
[00:25:14.000 --> 00:25:16.000]  因為泥是很輕的,
[00:25:16.000 --> 00:25:18.000]  左手控制泥棚,
[00:25:18.000 --> 00:25:22.000]  和控制進入土地的深度,
[00:25:22.000 --> 00:25:24.000]  就是左手,
[00:25:24.000 --> 00:25:26.000]  而右手做什麼呢?
[00:25:26.000 --> 00:25:30.000]  原來右手就拿著一支兩碼長的竿,
[00:25:30.000 --> 00:25:33.000]  竿的尾是有鐵的東西,
[00:25:33.000 --> 00:25:35.000]  用來做什麼呢?
[00:25:35.000 --> 00:25:37.000]  就是當牛不聽話,
