
[00:00:00.000 --> 00:00:06.000]  多謝希伯倫和簡牧師的邀請
[00:14:32.000 --> 00:14:35.000]  帶來我們各種豐盛的生命
[00:14:35.000 --> 00:14:39.000]  所以我們的成功不是憑著我們自己的能力
[00:14:39.000 --> 00:14:43.000]  而是上帝憐憫我們 幫助我們
[00:14:43.000 --> 00:14:46.000]  而最大的福氣是什麼呢?
[00:14:46.000 --> 00:14:48.000]  就是上帝與我們同在
[00:14:48.000 --> 00:14:52.000]  這是最大的福氣 我們先說第一樣
[00:14:52.000 --> 00:14:58.000]  第一樣就是福氣從來是慰訓大的 賜福給慰訓少的
[00:14:58.000 --> 00:15:03.000]  在中國傳統裡面 福氣都是由慰訓大的給慰訓少的
[00:15:03.000 --> 00:15:08.000]  在聖經裡面也提到 祝福默基西德的慰訓
[00:15:08.000 --> 00:15:12.000]  是大於亞倫的積訓
[00:15:12.000 --> 00:15:17.000]  所以福氣是從默基西德而來
[00:15:17.000 --> 00:15:21.000]  今天我們在教會裡邊 我們在天國上
[00:15:21.000 --> 00:15:24.000]  最大慰訓的是耶穌基督
[00:15:24.000 --> 00:15:29.000]  我們的福氣從基督而來 那個是真正的福氣
[00:15:29.000 --> 00:15:33.000]  不過在我們中國的文化上 我也需要說明一下
[00:15:33.000 --> 00:15:36.000]  明天過年我們會派利是
[00:15:36.000 --> 00:15:39.000]  在中國文化上 利是其實很有意思的
[00:15:39.000 --> 00:15:43.000]  當然這個利是我們不要把它解釋成貪污
[00:15:43.000 --> 00:15:48.000]  在中國文化傳統上 家族上 家庭上
[00:15:48.000 --> 00:15:54.000]  父母給利是十塊錢 或者長輩給利是後輩
[00:15:54.000 --> 00:15:59.000]  我們是感恩領受 從上而來 是一種祝福 一種關懷
[00:15:59.000 --> 00:16:06.000]  在過年上 這種利是是代表了一種關懷
[00:16:06.000 --> 00:16:08.000]  在平時我們沒有什麼機會
[00:16:08.000 --> 00:16:12.000]  但是在過年上 我們是很能夠關懷一些有需要的人
[00:16:12.000 --> 00:16:19.000]  透過習俗 把基督給我們愛心表達出來
[00:16:19.000 --> 00:16:23.000]  我特別說說我自己的故事
[00:16:23.000 --> 00:16:33.000]  40年前 當時我大概20歲多一點 還在讀大學
[00:16:33.000 --> 00:16:39.000]  那時候很窮 因為我父親有病 胃癌
[00:16:39.000 --> 00:16:43.000]  我母親當時是心臟病
[00:16:43.000 --> 00:16:50.000]  兩個人前後都要進醫院 家裡很艱難
[00:16:50.000 --> 00:16:54.000]  但是我家人不習慣接受別人的幫助
[00:16:54.000 --> 00:16:57.000]  雖然很窮 但是我們又不說
[00:16:57.000 --> 00:17:00.000]  那時候又沒有綜援
[00:17:00.000 --> 00:17:04.000]  我記得那年真的很困苦
[00:17:04.000 --> 00:17:08.000]  我母親剛剛從醫院出來 父親還在醫院裏
[00:17:08.000 --> 00:17:12.000]  教會來探望我們
[00:17:12.000 --> 00:17:17.000]  我們沒有跟教會說錢不夠什麼的
[00:17:17.000 --> 00:17:22.000]  不過教會有一個弟兄 很好的
[00:17:22.000 --> 00:17:24.000]  他知道我們需要
[00:17:24.000 --> 00:17:27.000]  他沒有說你這麼窮 我幫你
[00:17:27.000 --> 00:17:31.000]  就在過年的時候 他給了我一封利是
[00:17:31.000 --> 00:17:36.000]  很大的利是
[00:17:36.000 --> 00:17:41.000]  當時我母親是很不好意思
[00:17:41.000 --> 00:17:44.000]  利是給了你 你沒有退的
[00:17:44.000 --> 00:17:47.000]  不要這麼大封 換小一點的
[00:17:47.000 --> 00:17:51.000]  我們自己感恩
[00:17:51.000 --> 00:17:57.000]  這個關愛就透過一個媒介
[00:17:57.000 --> 00:18:01.000]  這個媒介又是這麼含蓄的
[00:18:01.000 --> 00:18:06.000]  就將關心撕出來
[00:18:06.000 --> 00:18:10.000]  所以我常常鼓勵在教會裏
[00:18:10.000 --> 00:18:13.000]  有時候有些有需要的弟兄姐妹
[00:18:13.000 --> 00:18:16.000]  可以透過在過年的時候 過年是最好的
[00:18:16.000 --> 00:18:21.000]  是可以大家探訪 拜年也好 或者大家見面也好
[00:18:21.000 --> 00:18:25.000]  在一個很舒服 很自然的環境上面
[00:18:25.000 --> 00:18:29.000]  表達你對他的關愛 表達你對他的關心
[00:18:29.000 --> 00:18:32.000]  我們可以利用這樣的機會
[00:18:32.000 --> 00:18:34.000]  上帝給我們的福氣
[00:18:34.000 --> 00:18:37.000]  我們就將這個福氣傳遞出去
[00:18:37.000 --> 00:18:41.000]  讓他感受到在新年的時候
[00:18:41.000 --> 00:18:48.000]  神所給我們的愛心
[00:18:48.000 --> 00:18:51.000]  福氣又是恩典
[00:18:51.000 --> 00:18:54.000]  恩典是沒有代價的
[00:18:54.000 --> 00:19:00.000]  就是上帝會將他的付足和成功給我們
[00:19:00.000 --> 00:19:03.000]  很多時候我們發現 施比受更為有福
[00:19:03.000 --> 00:19:06.000]  為什麼呢?因為能夠施出來
[00:19:06.000 --> 00:19:10.000]  就證明上帝給我們豐富的福氣
[00:19:10.000 --> 00:19:12.000]  我們可以施給別人
[00:19:12.000 --> 00:19:17.000]  所以能夠幫助別人 其實正正就是一個感恩的心
[00:19:17.000 --> 00:19:20.000]  我們有 就可以幫助別人
[00:19:20.000 --> 00:19:25.000]  能夠幫助別人就不是損失 而是感恩
[00:19:25.000 --> 00:19:29.000]  所以施和受是同樣無福
[00:19:29.000 --> 00:19:32.000]  都是承受上帝的恩典
[00:19:32.000 --> 00:19:35.000]  在《生命記》裏提到
[00:19:35.000 --> 00:19:40.000]  當我們將神給我們的恩典 給我們的好處
[00:19:40.000 --> 00:19:43.000]  來幫助其他人的時候
[00:19:43.000 --> 00:19:47.000]  上帝會將加倍的給我們
[00:19:47.000 --> 00:19:50.000]  不是為了要加倍 而是不自覺的
[00:19:50.000 --> 00:19:52.000]  我們有了感恩
[00:19:52.000 --> 00:19:56.000]  我們才會有這東西來給其他人
[00:19:56.000 --> 00:20:00.000]  我過去就是一直教神學的
[00:20:00.000 --> 00:20:06.000]  之前就是在福泰華木會 我也是宣道會牧師
[00:20:06.000 --> 00:20:10.000]  回香港之後就見到在忠臣教神學
[00:20:10.000 --> 00:20:12.000]  我一年就退休了
[00:20:12.000 --> 00:20:16.000]  我太太是教書的 她是在一個中學裏面教學
[00:20:16.000 --> 00:20:18.000]  她將自己看成一個宣教士
[00:20:18.000 --> 00:20:20.000]  在一個非基督教學校裏面
[00:20:20.000 --> 00:20:23.000]  做團契 開報道會 帶很多人信主
[00:20:23.000 --> 00:20:25.000]  大家都很忙
[00:20:25.000 --> 00:20:28.000]  到了2011年退休的時候去加拿大
[00:20:28.000 --> 00:20:30.000]  因為加拿大有一個需要
[00:20:30.000 --> 00:20:33.000]  因為那裏有很多中國大陸的移民
[00:20:33.000 --> 00:20:35.000]  七十多萬
[00:20:35.000 --> 00:20:40.000]  而那裏的國語教會是沒有真正的國語牧師
[00:20:40.000 --> 00:20:42.000]  不是說沒有牧師
[00:20:42.000 --> 00:20:44.000]  有台灣 香港牧師
[00:20:44.000 --> 00:20:47.000]  始終牧養他們不是最合適
[00:20:47.000 --> 00:20:51.000]  所以就成立了一個國語的神學院
[00:20:51.000 --> 00:20:56.000]  在那邊宣道會唯一一間中文的神學院
[00:20:56.000 --> 00:20:59.000]  在宣道會大學 印度大學下面
[00:20:59.000 --> 00:21:01.000]  在加拿大
[00:21:01.000 --> 00:21:04.000]  因為這個意象 我就全家過去
[00:21:04.000 --> 00:21:08.000]  這次去加拿大和我上一次去加拿大牧會是很不同的
[00:21:08.000 --> 00:21:12.000]  84年的加拿大牧會有大班頂子妹
[00:21:12.000 --> 00:21:15.000]  很熱鬧 平時很多頂子妹來
[00:21:15.000 --> 00:21:18.000]  我們煮幾十人飯 團聚
[00:21:18.000 --> 00:21:23.000]  這次去加拿大卡加里又冷
[00:21:23.000 --> 00:21:26.000]  我剛剛去那年又很冷 零下二十多度
[00:21:26.000 --> 00:21:28.000]  不過沒有香港那麼冷
[00:21:28.000 --> 00:21:30.000]  香港真的冷 香港晚上在家裏睡覺
[00:21:30.000 --> 00:21:32.000]  睡街那麼冷
[00:21:32.000 --> 00:21:34.000]  那裏有暖氣
[00:21:34.000 --> 00:21:36.000]  不是很冷
[00:21:36.000 --> 00:21:39.000]  在那裏
[00:21:39.000 --> 00:21:42.000]  因為沒有頂子妹 因為我教神學
[00:21:42.000 --> 00:21:44.000]  沒有教會
[00:21:44.000 --> 00:21:47.000]  平時和我太太去教會講道
[00:21:47.000 --> 00:21:49.000]  因為你不是教會的牧師
[00:21:49.000 --> 00:21:52.000]  你一個客座 講完麻煩你快點走
[00:21:52.000 --> 00:21:54.000]  你阻礙了人家
[00:21:54.000 --> 00:21:56.000]  見到你不安又要打招呼
[00:21:56.000 --> 00:21:59.000]  所以是很孤單的
[00:21:59.000 --> 00:22:01.000]  我就在神學院教書
[00:22:01.000 --> 00:22:05.000]  我還可以有些學生
[00:22:05.000 --> 00:22:07.000]  學生和會友不同
[00:22:07.000 --> 00:22:09.000]  我不會經常黏著你
[00:22:09.000 --> 00:22:11.000]  但是我太太沒有事做
[00:22:11.000 --> 00:22:15.000]  突然間有一個很忙碌的教會在學校
[00:22:15.000 --> 00:22:17.000]  去到2012年
[00:22:17.000 --> 00:22:19.000]  我們2012年1月1日去到
[00:22:19.000 --> 00:22:21.000]  她突然間沒有事做
[00:22:21.000 --> 00:22:25.000]  就覺得每一天是多餘的
[00:22:25.000 --> 00:22:27.000]  她甚至去到一個地步
[00:22:27.000 --> 00:22:29.000]  不要活下去了 不知道做什麼 沒事做
[00:22:29.000 --> 00:22:31.000]  就去了一個那麼荒蕪的地方
[00:22:31.000 --> 00:22:33.000]  很depressed
[00:22:33.000 --> 00:22:37.000]  很憂鬱
[00:22:37.000 --> 00:22:39.000]  那年9月
[00:22:39.000 --> 00:22:41.000]  我就回到北宣講道
[00:22:41.000 --> 00:22:43.000]  剛剛猜拳會60週年
[00:22:43.000 --> 00:22:45.000]  完了之後有個姐妹
[00:22:45.000 --> 00:22:46.000]  她走來和我說
[00:22:46.000 --> 00:22:49.000]  牧師我想送一份禮物給你
[00:22:49.000 --> 00:22:51.000]  不過男人不知道買什麼好
[00:22:51.000 --> 00:22:53.000]  她就祈禱
[00:22:53.000 --> 00:22:55.000]  在祈禱裏面
[00:22:55.000 --> 00:22:57.000]  她有一個感動
[00:22:57.000 --> 00:22:59.000]  她送給師母
[00:22:59.000 --> 00:23:01.000]  送一顆豬給師母
[00:23:01.000 --> 00:23:03.000]  她就給了我
[00:23:03.000 --> 00:23:05.000]  裏面就寫了一些東西
[00:23:05.000 --> 00:23:07.000]  我又不認識她
[00:23:07.000 --> 00:23:09.000]  於是我給了我太太
[00:23:09.000 --> 00:23:15.000]  你知道那份禮物是改變了我太太
[00:23:15.000 --> 00:23:21.000]  因為那顆豬就提醒了一件很重要的事
[00:23:21.000 --> 00:23:25.000]  我們是上帝的掌上明珠
[00:23:25.000 --> 00:23:29.000]  因為上帝是很疼愛我們
[00:23:29.000 --> 00:23:31.000]  就因為這件事
[00:23:31.000 --> 00:23:38.000]  師母就找回她以前的基教
[00:23:38.000 --> 00:23:41.000]  找回她以前在屋大華木會的時候的主要學
[00:23:41.000 --> 00:23:43.000]  還有她以前讀基教
[00:23:43.000 --> 00:23:46.000]  還有她有一年在建道教的基教
[00:23:46.000 --> 00:23:49.000]  將所有的資料拿出來重新整理
[00:23:49.000 --> 00:23:53.000]  重新整理為教會去侍奉
[00:23:53.000 --> 00:23:55.000]  然後她就和教會講
[00:23:55.000 --> 00:23:57.000]  你需不需要教主要學呢
[00:23:57.000 --> 00:23:59.000]  沒有人會主動的
[00:23:59.000 --> 00:24:03.000]  你需不需要一些領袖培訓呢
[00:24:03.000 --> 00:24:05.000]  一個program
[00:24:05.000 --> 00:24:07.000]  後來那邊的教會開始接納她
[00:24:07.000 --> 00:24:09.000]  她就去不同的教會講
[00:24:09.000 --> 00:24:15.000]  並且她發現原來上帝沒有放棄
[00:24:15.000 --> 00:24:21.000]  而在那個日子上整個生命就改變了
[00:24:21.000 --> 00:24:26.000]  還有在六十歲之後
[00:24:26.000 --> 00:24:28.000]  就是我們所登錄之後
[00:24:28.000 --> 00:24:30.000]  原來我們還有很長的日子
[00:24:30.000 --> 00:24:33.000]  上帝過去給我們很多的訓練
[00:24:33.000 --> 00:24:35.000]  給我們很多的得罪經驗
[00:24:35.000 --> 00:24:38.000]  原來都可以幫助人
[00:24:38.000 --> 00:24:41.000]  所以生命仍然可以活得很精彩
[00:24:41.000 --> 00:24:44.000]  因為我們是上帝的掌上明珠
[00:24:44.000 --> 00:24:46.000]  上帝的恩典
[00:24:46.000 --> 00:24:48.000]  上帝的同在
[00:24:48.000 --> 00:24:54.000]  耶和華所設的福
[00:24:54.000 --> 00:24:58.000]  使人付足並不加上憂慮
[00:24:58.000 --> 00:25:00.000]  不加添憂愁
[00:25:00.000 --> 00:25:02.000]  什麼是憂慮呢
[00:25:02.000 --> 00:25:04.000]  如果我們講憂慮呢
[00:25:04.000 --> 00:25:07.000]  我們可以講有兩種
[00:25:07.000 --> 00:25:09.000]  這個是一個哲學家
[00:25:09.000 --> 00:25:11.000]  就是其中一個
[00:25:11.000 --> 00:25:13.000]  他有一本書叫做《Fear and Tramping》
[00:25:13.000 --> 00:25:16.000]  他在恐怖與暴力裏面提到
[00:25:16.000 --> 00:25:18.000]  人有兩種憂慮
[00:25:18.000 --> 00:25:20.000]  我將他所講的發揮一下
[00:25:20.000 --> 00:25:23.000]  第一種憂慮就是
[00:25:23.000 --> 00:25:25.000]  你看得見的
[00:25:25.000 --> 00:25:27.000]  你知道是什麼
[00:25:27.000 --> 00:25:29.000]  這種憂慮就
[00:25:29.000 --> 00:25:31.000]  例如你上班
[00:25:31.000 --> 00:25:32.000]  你怕遲到
[00:25:32.000 --> 00:25:33.000]  塞車
[00:25:33.000 --> 00:25:34.000]  很擔心
[00:25:34.000 --> 00:25:35.000]  你升職
[00:25:35.000 --> 00:25:37.000]  你做事拼命去做
[00:25:37.000 --> 00:25:40.000]  或者是
[00:25:40.000 --> 00:25:42.000]  這個環境不好
[00:25:42.000 --> 00:25:44.000]  股市等等
[00:25:44.000 --> 00:25:46.000]  又加下跌
[00:25:46.000 --> 00:25:49.000]  我去的那個城市叫卡加尼
[00:25:49.000 --> 00:25:51.000]  就是阿伯特省
[00:25:51.000 --> 00:25:54.000]  這個省在過去是很有錢的
[00:25:54.000 --> 00:25:56.000]  所以全加拿大省都要
[00:25:56.000 --> 00:25:58.000]  都要有銷售稅
[00:25:58.000 --> 00:26:00.000]  但這個省是免稅的
[00:26:00.000 --> 00:26:02.000]  所以買東西便宜一點
[00:26:02.000 --> 00:26:03.000]  但現在不是了
