
[00:00:00.000 --> 00:00:07.360]  相信大家都有試過給禮物給別人
[00:02:59.280 --> 00:03:03.280]  他們就解為是「停下來」的意思
[00:03:03.280 --> 00:03:05.160]  所以《和合本和修版》說
[00:03:05.160 --> 00:03:08.360]  「等候」實在是拿了第二個意思
[00:03:08.360 --> 00:03:11.120]  就是說我們「靜了下來」
[00:03:11.120 --> 00:03:13.560]  就是「等候」去「讚美你」
[00:03:13.560 --> 00:03:14.800]  「停了下來」
[00:03:14.800 --> 00:03:15.760]  「等候」「讚美」
[00:03:15.760 --> 00:03:18.360]  很多時候我們聚會之前都是這樣
[00:03:18.360 --> 00:03:19.960]  有幾分鐘「靜默」
[00:03:19.960 --> 00:03:22.440]  「靜默」就是等候「讚美」
[00:03:22.440 --> 00:03:24.760]  他們就是這樣解釋的
[00:03:24.760 --> 00:03:27.600]  還有第三個就是
[00:03:27.600 --> 00:03:30.240]  用一種「靜默」的「讚美」
[00:03:30.240 --> 00:03:32.640]  「讚美」不一定要出聲
[00:03:32.640 --> 00:03:34.480]  我們在心裏「讚美」都可以
[00:03:34.480 --> 00:03:37.200]  「靜默的讚美」
[00:03:37.200 --> 00:03:39.360]  是不是每個人都很適合呢?
[00:03:39.360 --> 00:03:40.320]  挺有啟發性
[00:03:40.320 --> 00:03:42.320]  但是沒理由三個都適合
[00:03:42.320 --> 00:03:45.280]  什麼都適合就是什麼都不適合
[00:03:45.280 --> 00:03:46.880]  還有一個可能性是「合二」
[00:03:46.880 --> 00:03:49.240]  你不要忘記了 還有一個可能的意思
[00:03:49.240 --> 00:03:54.160]  「合二」都有翻譯是這樣寫的
[00:03:54.160 --> 00:03:55.880]  「七十四易本」就是了
[00:03:55.880 --> 00:03:58.080]  希臘文翻譯就是「合二」
[00:03:58.080 --> 00:04:00.000]  就是「應當」的意思
[00:04:00.000 --> 00:04:01.680]  「在石安應當讚美主」
[00:04:01.680 --> 00:04:04.480]  又是不是覺得很適合呢?
[00:04:04.480 --> 00:04:06.880]  那怎麼辦呢?
[00:04:06.880 --> 00:04:11.440]  有一個猶太人的學者
[00:04:11.440 --> 00:04:12.160]  他就這樣說
[00:04:12.160 --> 00:04:16.600]  他說會不會實際上那個寫詩的人
[00:04:16.600 --> 00:04:18.160]  他根本就是在想
[00:04:18.160 --> 00:04:19.080]  他專門選擇這個字
[00:04:19.080 --> 00:04:21.280]  就是因為有兩個意思
[00:04:21.280 --> 00:04:25.720]  平常我就不會接受這樣的解釋
[00:04:25.720 --> 00:04:27.960]  就是騎牆派
[00:04:27.960 --> 00:04:29.280]  你決定不了
[00:04:29.280 --> 00:04:30.840]  然後說什麼都可以
[00:04:30.840 --> 00:04:32.480]  但是這一次可能是對的
[00:04:32.480 --> 00:04:34.440]  為什麼呢?
[00:04:34.440 --> 00:04:36.720]  詩人正正就是那些詩
[00:04:36.720 --> 00:04:38.360]  現在不是散文
[00:04:38.360 --> 00:04:40.920]  你的歷史書一就是一 二就是二
[00:04:40.920 --> 00:04:44.440]  詩就是正正那些人會選擇這樣的字
[00:04:44.440 --> 00:04:46.280]  還有另外一種題材
[00:04:46.280 --> 00:04:47.880]  智慧文學都會的
[00:04:47.880 --> 00:04:49.800]  智慧文學的人和詩人
[00:04:49.800 --> 00:04:51.560]  都會專門選擇一些字
[00:04:51.560 --> 00:04:53.040]  就讓你想想不是這個
[00:04:53.040 --> 00:04:54.920]  就是那個感覺
[00:04:54.920 --> 00:04:57.640]  所以我覺得這一次他可能是對的
[00:04:57.640 --> 00:05:00.440]  可能不等於一定
[00:05:00.440 --> 00:05:03.440]  我們又怎麼知道他很有可能是對的呢?
[00:05:03.440 --> 00:05:05.760]  就是從可能變成很有可能
[00:05:05.760 --> 00:05:07.560]  好了 那就看看
[00:05:07.560 --> 00:05:09.040]  我覺得這一次
[00:05:09.040 --> 00:05:12.640]  就從可能可以變到很有可能
[00:05:12.640 --> 00:05:13.120]  為什麼呢?
[00:05:13.120 --> 00:05:14.840]  剛才我們讀到第八節
[00:05:14.840 --> 00:05:16.400]  實在有九到十三節
[00:05:16.400 --> 00:05:17.800]  如果你看到經文
[00:05:17.800 --> 00:05:19.400]  是九到十三節
[00:05:19.400 --> 00:05:20.200]  那裡說什麼呢?
[00:05:20.200 --> 00:05:22.280]  第十三節下寫
[00:05:22.280 --> 00:05:26.080]  「這一切都歡呼歌唱」
[00:05:26.080 --> 00:05:27.800]  那不就是讚美了 是吧?
[00:05:27.800 --> 00:05:29.400]  不過「這一切」
[00:05:29.400 --> 00:05:30.560]  如果你看看是什麼呢?
[00:05:30.560 --> 00:05:34.680]  原來是說「曠野的草場」
[00:05:34.680 --> 00:05:36.160]  「小山」
[00:05:36.160 --> 00:05:38.360]  「山谷」那些東西
[00:05:38.360 --> 00:05:41.080]  「這一切」原來是說大自然
[00:05:41.080 --> 00:05:44.000]  很明顯大自然就是無聲的讚美
[00:05:44.000 --> 00:05:45.720]  我不是說一定沒有聲音
[00:05:45.720 --> 00:05:48.400]  就是風吹的草也有聲音的
[00:05:48.400 --> 00:05:50.000]  但不是我們那些讚美
[00:05:50.000 --> 00:05:51.480]  剛才我們唱了幾首歌
[00:05:51.480 --> 00:05:54.120]  那些是有字的 是吧?
[00:05:54.120 --> 00:05:56.000]  但是如果一個草場
[00:05:56.000 --> 00:05:59.240]  就是無聲的讚美神
[00:05:59.240 --> 00:06:00.480]  好了 即是說
[00:06:00.480 --> 00:06:01.480]  一開始的時候
[00:06:01.480 --> 00:06:03.000]  我們一聽就覺得
[00:06:03.000 --> 00:06:04.160]  在石安
[00:06:04.160 --> 00:06:06.040]  很多人聚集在一起
[00:06:06.040 --> 00:06:07.800]  那就唱詩讚他 是吧?
[00:06:07.800 --> 00:06:09.360]  一路走出去那一刻的時候
[00:06:09.360 --> 00:06:12.000]  去到草場大自然那一刻的時候
[00:06:12.000 --> 00:06:14.240]  這一種無聲的讚美出現了
[00:06:14.240 --> 00:06:18.640]  所以那個作者可能真是這樣想的
[00:06:18.640 --> 00:06:20.000]  還有這些思想
[00:06:20.000 --> 00:06:21.840]  實在在詩篇裡面有沒有呢?
[00:06:21.840 --> 00:06:24.320]  有 還要是我們很熟悉的
[00:06:24.320 --> 00:06:26.760]  詩篇第十九篇一到二節
[00:06:26.760 --> 00:06:29.360]  「諸天術說上帝的榮耀
[00:06:29.360 --> 00:06:32.320]  窮滄泉洋他手的作為
[00:06:32.320 --> 00:06:35.480]  這日到那日發出言語
[00:06:35.480 --> 00:06:39.760]  這夜到那夜傳出知識」
[00:06:39.760 --> 00:06:41.520]  「諸天術說上帝的榮耀」
[00:06:41.520 --> 00:06:44.360]  即是「諸天會讚美神的榮耀」
[00:06:44.360 --> 00:06:45.680]  不過第三節說什麼呢?
[00:06:45.680 --> 00:06:49.320]  「無言無語也無聲音可聽」
[00:06:49.320 --> 00:06:51.920]  大自然是無言無語的
[00:06:51.920 --> 00:06:56.320]  一種的聖默的讚美
[00:06:56.320 --> 00:06:59.080]  他們的存在就是一種的讚美
[00:06:59.080 --> 00:07:02.680]  所以在詩篇裡面是有這種思想的
[00:07:02.680 --> 00:07:05.600]  這首詩 詩篇六十五篇的作者
[00:07:05.600 --> 00:07:11.080]  應該是拿了這個思想來加強版的
[00:07:11.080 --> 00:07:12.720]  特意選了一個字
[00:07:12.720 --> 00:07:15.840]  讀完之後 第一件事是讚美
[00:07:15.840 --> 00:07:17.480]  在石安那裡應該是讚美神
[00:07:17.480 --> 00:07:19.200]  跟著實在是讚美的
[00:07:19.200 --> 00:07:20.920]  但是一無出去之後
[00:07:20.920 --> 00:07:22.640]  去到大自然那一刻的時候
[00:07:22.640 --> 00:07:26.240]  是有一種無聲的讚美出現的
[00:07:26.240 --> 00:07:28.920]  我自己看就是這樣就好了
[00:07:28.920 --> 00:07:30.840]  今天我們是應該讚美主的
[00:07:30.840 --> 00:07:33.560]  我們應該用言語去讚美主
[00:07:33.560 --> 00:07:35.080]  唱詩讚美主
[00:07:35.080 --> 00:07:37.960]  我們可以靜默地去讚美主的
[00:07:37.960 --> 00:07:40.680]  這個是我們需要做的事情
[00:07:40.680 --> 00:07:43.600]  這個詩人有解釋我們為什麼要讚美天王
[00:07:43.600 --> 00:07:47.400]  接下來他就解釋為什麼我們要讚美主
[00:07:47.400 --> 00:07:49.000]  第二樣是什麼呢?
[00:07:49.000 --> 00:07:50.760]  第二節那裡說
[00:07:50.760 --> 00:07:52.480]  「聽禱告的主啊
[00:07:52.480 --> 00:07:58.800]  凡有血肉之軀的都要來就你」
[00:07:58.800 --> 00:08:01.280]  這個就是「聽禱告」
[00:08:01.280 --> 00:08:02.360]  「神聽禱告」
[00:08:02.360 --> 00:08:04.000]  現在在這個節期
[00:08:04.000 --> 00:08:06.680]  我們就經常想著神赦免我們的罪
[00:08:06.680 --> 00:08:08.640]  我們一會兒都會說的
[00:08:08.640 --> 00:08:10.840]  但是神不只是赦免我們的罪
[00:08:10.840 --> 00:08:13.040]  神聽我們的禱告
[00:08:13.040 --> 00:08:15.200]  有很多不同的禱告
[00:08:15.200 --> 00:08:19.120]  不只是要求神赦免我們的禱告
[00:08:19.120 --> 00:08:20.680]  在這裡
[00:08:20.680 --> 00:08:21.880]  我挺肯定是說什麼呢?
[00:08:21.880 --> 00:08:24.680]  是「豐收」「修葛」那些
[00:08:24.680 --> 00:08:26.720]  那你說你怎麼知道?
[00:08:26.720 --> 00:08:27.800]  我為什麼知道?
[00:08:27.800 --> 00:08:29.280]  你看第四節
[00:08:29.280 --> 00:08:33.280]  第四節就說到李遠宗
[00:08:33.280 --> 00:08:36.920]  李居所、李聖殿
[00:08:36.920 --> 00:08:39.640]  這首詩是朝聖詩
[00:08:39.640 --> 00:08:42.160]  在去到神的殿讚美主的那些
[00:08:42.160 --> 00:08:44.040]  大家一聽下來就覺得
[00:08:44.040 --> 00:08:46.000]  很適合我們現在正在做的
[00:08:46.000 --> 00:08:48.640]  正話就做完了
[00:08:48.640 --> 00:08:51.120]  是 我們每個星期這樣做
[00:08:51.120 --> 00:08:52.160]  但你不要忘記
[00:08:52.160 --> 00:08:53.720]  這首詩寫的時候
[00:08:53.720 --> 00:08:56.000]  他們是三次去到神面前
[00:08:56.000 --> 00:08:57.840]  Officially
[00:08:57.840 --> 00:09:01.280]  那三次就是朝聖的
[00:09:01.280 --> 00:09:02.720]  三次是什麼呢?
[00:09:02.720 --> 00:09:06.160]  第一次就是愚節
[00:09:06.160 --> 00:09:08.040]  第二次就是五旬節
[00:09:08.040 --> 00:09:10.120]  第三次就是駐彭節
[00:09:10.120 --> 00:09:12.040]  實在三個節期
[00:09:12.040 --> 00:09:15.280]  都是和豐收修葛有關係的
[00:09:15.280 --> 00:09:18.720]  愚節是大麥的修葛
[00:09:18.720 --> 00:09:21.920]  五旬節是小麥的修葛
[00:09:21.920 --> 00:09:25.240]  駐彭節就是其他的
[00:09:25.240 --> 00:09:31.440]  葡萄、無花果、石榴、橄欖
[00:09:31.440 --> 00:09:33.040]  那些是這樣的修葛
[00:09:33.040 --> 00:09:37.920]  駐彭節是去到九月、十月左右
[00:09:37.920 --> 00:09:42.280]  實在是整個修葛週期的最後
[00:09:42.280 --> 00:09:43.360]  即是完結了
[00:09:43.360 --> 00:09:45.000]  之後就是冬天
[00:09:45.000 --> 00:09:46.760]  所以如果修葛不好
[00:09:46.760 --> 00:09:47.720]  豐收不好
[00:09:47.720 --> 00:09:49.920]  那個冬天就很難過了
[00:09:49.920 --> 00:09:51.560]  如果修葛得好的
[00:09:51.560 --> 00:09:53.400]  那當然是讚美主
[00:09:53.400 --> 00:09:56.280]  所以你說哪個節期來唱
[00:09:56.280 --> 00:09:58.400]  說神聽禱告
[00:09:58.400 --> 00:10:01.360]  都很可能和修葛很有關係
[00:10:01.360 --> 00:10:03.360]  現在即將有修葛
[00:10:03.360 --> 00:10:05.320]  你感謝主
[00:10:05.320 --> 00:10:06.280]  聽禱告
[00:10:06.280 --> 00:10:08.280]  你猜猜最有可能是說什麼
[00:10:08.280 --> 00:10:10.920]  就是修葛
[00:10:10.920 --> 00:10:13.440]  不過雖然我這樣說
[00:10:13.440 --> 00:10:14.760]  也要說回頭
[00:10:14.760 --> 00:10:17.040]  人又不只是為修葛祈禱
[00:10:17.040 --> 00:10:19.520]  有很多事為很多事祈禱
[00:10:19.520 --> 00:10:21.000]  說當時
[00:10:21.000 --> 00:10:27.400]  當時那些人一個要出行
[00:10:27.400 --> 00:10:29.480]  去遠地方就要祈禱
[00:10:29.480 --> 00:10:31.200]  病就要祈禱
[00:10:31.200 --> 00:10:33.920]  還有很多其他事會祈禱
[00:10:33.920 --> 00:10:36.880]  這些是節期的祈禱
[00:10:36.880 --> 00:10:38.560]  所以當時來說
[00:10:38.560 --> 00:10:39.520]  今天更加是
[00:10:39.520 --> 00:10:40.560]  今天我們祈禱
[00:10:40.560 --> 00:10:41.520]  就是為了一樣
[00:10:41.520 --> 00:10:43.280]  我們都不會為修葛祈禱
[00:10:43.280 --> 00:10:45.480]  雖然我們是需要為一樣的祈禱
[00:10:45.480 --> 00:10:47.360]  不過相信城市人
[00:10:47.360 --> 00:10:50.440]  多數不是想這些的
[00:10:50.440 --> 00:10:52.400]  但我們有很多事都要祈禱
[00:10:52.400 --> 00:10:54.160]  我們去到神面前
[00:10:54.160 --> 00:10:56.360]  很多時我們都要很多事祈禱
[00:10:56.360 --> 00:10:58.960]  很多時我去到不同的教會
[00:10:58.960 --> 00:11:02.400]  站在那裏看到一班人在我面前
[00:11:02.400 --> 00:11:04.120]  你說有多少人都好
[00:11:04.120 --> 00:11:07.440]  那個星期那些人在不同的地方
[00:11:07.440 --> 00:11:10.080]  是有自己的故事在發生
[00:11:10.080 --> 00:11:12.440]  接著來到教會坐在那裏
[00:11:12.440 --> 00:11:13.720]  實際去到那一刻
[00:11:13.720 --> 00:11:15.880]  心裏面在想什麼呢?
[00:11:15.880 --> 00:11:17.560]  實際心裏面
[00:11:17.560 --> 00:11:20.080]  當時他的生命
[00:11:20.080 --> 00:11:22.040]  去到一個怎樣的狀況呢?
[00:11:22.040 --> 00:11:23.400]  就真的不知道
[00:11:23.400 --> 00:11:25.520]  可能是很不開心
[00:11:25.520 --> 00:11:27.120]  可能是很開心
[00:11:27.120 --> 00:11:28.800]  可能是很多壓力
[00:11:28.800 --> 00:11:31.120]  有很多不同的事帶到教會
[00:11:31.120 --> 00:11:33.960]  希望講道的人
[00:11:33.960 --> 00:11:37.880]  講一些訊息就幫到他
[00:11:37.880 --> 00:11:40.440]  有時可能都幫到的
[00:11:40.440 --> 00:11:43.240]  有時就真的幫不到的
[00:11:43.240 --> 00:11:45.360]  因為講道的人
[00:11:45.360 --> 00:11:48.440]  不會是為誰的問題去講道
[00:11:48.440 --> 00:11:51.400]  是解經的
[00:11:51.400 --> 00:11:52.560]  所以我和大家說
[00:11:52.560 --> 00:11:54.280]  現在我都會繼續講道
[00:11:54.280 --> 00:11:55.640]  我不知道我的編度
[00:11:55.640 --> 00:11:57.800]  和你的需要有沒有什麼關係
[00:11:57.800 --> 00:12:00.360]  不過有一樣東西一定有關係的
[00:12:00.360 --> 00:12:01.960]  就是禱告
[00:12:01.960 --> 00:12:02.840]  你坐在這裏
[00:12:02.840 --> 00:12:04.160]  你可以自己去禱告
[00:12:04.160 --> 00:12:05.240]  不用理我的
[00:12:05.240 --> 00:12:06.720]  你禱告完之後
[00:12:06.720 --> 00:12:07.640]  你又回來
[00:12:07.640 --> 00:12:08.440]  我繼續講
[00:12:08.440 --> 00:12:10.360]  你又繼續聽
[00:12:10.360 --> 00:12:11.720]  所以這個是我們最重要的
[00:12:11.720 --> 00:12:14.000]  我們去祈禱
[00:12:14.000 --> 00:12:15.560]  那些新年節去祈禱
[00:12:15.560 --> 00:12:17.880]  這個真的是很重要的東西
[00:12:17.880 --> 00:12:20.320]  沒有人可以幫到我們
[00:12:20.320 --> 00:12:21.000]  是不是這樣說呢?
[00:12:21.000 --> 00:12:22.920]  實際都不是說沒有人可以幫到我們
[00:12:22.920 --> 00:12:24.960]  真正可以幫到我們的是神
[00:12:24.960 --> 00:12:25.840]  應該這樣說
[00:12:25.840 --> 00:12:26.520]  這是對的
[00:12:26.520 --> 00:12:27.520]  第一件事
[00:12:27.520 --> 00:12:28.880]  神聽禱告
[00:12:28.880 --> 00:12:30.400]  所以我們要讚美祂
[00:12:30.400 --> 00:12:31.200]  第二件事
[00:12:31.200 --> 00:12:33.200]  就和我們這個節期很有關係
[00:12:33.200 --> 00:12:34.680]  第三節
[00:12:34.680 --> 00:12:36.520]  罪孽性了我
[00:12:36.520 --> 00:12:38.400]  至於我們的過犯
[00:12:38.400 --> 00:12:41.080]  你都要赦免
[00:12:41.080 --> 00:12:41.880]  這首詩
[00:12:41.880 --> 00:12:43.000]  如果你看它的抬頭
[00:12:43.000 --> 00:12:45.320]  就寫大衛的詩
[00:12:45.320 --> 00:12:47.320]  大衛的詩
[00:12:47.320 --> 00:12:48.720]  那個的字
[00:12:48.720 --> 00:12:49.680]  我挺肯定
[00:12:49.680 --> 00:12:50.800]  就算是中文
[00:12:50.800 --> 00:12:53.480]  都不一定是大衛寫的意思
[00:12:53.480 --> 00:12:55.800]  的也應該有很多意思的
[00:12:55.800 --> 00:12:58.200]  在希伯來文那個的更加是
[00:12:58.200 --> 00:12:59.840]  可以為大衛而寫的
[00:12:59.840 --> 00:13:02.320]  大衛就是它的題材
[00:13:02.320 --> 00:13:04.480]  或者是其它的用處
[00:13:04.480 --> 00:13:07.160]  不過總之你擠了大衛的名字在那裏
[00:13:07.160 --> 00:13:08.600]  接著說罪孽性了我
[00:13:08.600 --> 00:13:10.480]  大家馬上想什麼呢?
[00:13:10.480 --> 00:13:12.000]  沒有大衛的字在那裏
[00:13:12.000 --> 00:13:13.200]  可能都不會想那件事了
[00:13:13.200 --> 00:13:14.000]  一擠大衛
[00:13:14.000 --> 00:13:16.280]  接著看到這裏說罪孽性了我
[00:13:16.280 --> 00:13:18.920]  馬上想著大衛要拔屎扒了
[00:13:18.920 --> 00:13:21.760]  那又不是錯的
[00:13:21.760 --> 00:13:24.720]  但是這首詩一定不只是為大衛寫的
[00:13:24.720 --> 00:13:25.840]  為什麼呢?
[00:13:25.840 --> 00:13:27.280]  是因為它接下來寫
[00:13:27.280 --> 00:13:29.040]  致於我們的過分
[00:13:29.040 --> 00:13:30.960]  我們的有
[00:13:30.960 --> 00:13:33.200]  所以我們每個人都可以是大衛的
[00:13:33.200 --> 00:13:34.880]  可能不同的罪
[00:13:34.880 --> 00:13:36.680]  至於我們
[00:13:36.680 --> 00:13:39.640]  這首詩不是給大衛去認罪
[00:13:39.640 --> 00:13:41.280]  是給我們那個的
[00:13:41.280 --> 00:13:43.280]  就算你說大衛是
[00:13:43.280 --> 00:13:44.480]  是 他需要
[00:13:44.480 --> 00:13:46.560]  他是皇帝
[00:13:46.560 --> 00:13:47.320]  他犯了罪
[00:13:47.320 --> 00:13:49.280]  他當然要去到神面前
[00:13:49.280 --> 00:13:50.080]  但是我們每個人
[00:13:50.080 --> 00:13:51.520]  致於我們的過分
[00:13:51.520 --> 00:13:53.560]  都要去到神面前
[00:13:53.560 --> 00:13:55.600]  是認罪
[00:13:55.600 --> 00:13:58.120]  叫神是赦免的
[00:13:58.120 --> 00:14:00.840]  剛才不是說三個節期的
[00:14:00.840 --> 00:14:02.960]  這三個節期
[00:14:02.960 --> 00:14:06.280]  哪個跟罪是最有關係的呢?
[00:14:06.280 --> 00:14:07.840]  我多數這樣問的時候
[00:14:07.840 --> 00:14:09.240]  很多人就說
[00:14:09.240 --> 00:14:10.960]  預節的
[00:14:10.960 --> 00:14:11.800]  我明白為什麼
[00:14:11.800 --> 00:14:13.840]  因為現在快要就是預節了
[00:14:13.840 --> 00:14:16.120]  我們就是經常受難節
[00:14:16.120 --> 00:14:18.400]  所以我們馬上將預節
[00:14:18.400 --> 00:14:22.360]  和罪掛勾
[00:14:22.360 --> 00:14:24.160]  對不起 是錯的
[00:14:24.160 --> 00:14:25.720]  你說為什麼呢?
[00:14:25.720 --> 00:14:28.320]  原本的預節不是和罪有關係的
[00:14:28.320 --> 00:14:32.000]  掛勾又不是屬罪制
[00:14:32.000 --> 00:14:32.800]  是吧?
[00:14:32.800 --> 00:14:35.000]  很開心的
[00:14:35.000 --> 00:14:35.920]  出埃及
[00:14:35.920 --> 00:14:37.640]  神拯救他們
[00:14:37.640 --> 00:14:41.200]  所以不是和罪有什麼關係的
[00:14:41.200 --> 00:14:43.240]  那你說還有哪個節期
[00:14:43.240 --> 00:14:44.560]  和罪有關係的呢?
[00:14:44.560 --> 00:14:47.280]  實在應該是住棚節
[00:14:47.280 --> 00:14:50.280]  那就不是住棚節本身了
[00:14:50.280 --> 00:14:53.320]  因為住棚節是第七個月的
[00:14:53.320 --> 00:14:57.360]  第七個月實在一直到住棚節
[00:14:57.360 --> 00:15:00.400]  有三件事正在發生
[00:15:00.400 --> 00:15:01.360]  七月的一號
[00:15:01.360 --> 00:15:02.960]  就是他們的七月一號
[00:15:02.960 --> 00:15:05.040]  應該是九月十月左右
[00:15:05.040 --> 00:15:06.600]  七月一號
[00:15:06.600 --> 00:15:07.720]  他們的七月一號
[00:15:07.720 --> 00:15:09.200]  就是崔浩角
[00:15:09.200 --> 00:15:09.800]  聖經說的
[00:15:09.800 --> 00:15:10.400]  崔浩角
[00:15:10.400 --> 00:15:12.360]  但沒有解釋為什麼
[00:15:12.360 --> 00:15:13.960]  如果是今天
[00:15:13.960 --> 00:15:18.040]  就是猶太人的新年
[00:15:18.040 --> 00:15:19.760]  所以他們的七月一號
[00:15:19.760 --> 00:15:22.080]  就是他們的新年
[00:15:22.080 --> 00:15:23.600]  七月的十號
[00:15:23.600 --> 00:15:25.040]  就是屬罪日
[00:15:25.040 --> 00:15:27.160]  為什麼會說罪呢?
[00:15:27.160 --> 00:15:28.680]  就是屬罪日
[00:15:28.680 --> 00:15:30.800]  我們中國人
[00:15:30.800 --> 00:15:31.400]  你想想
[00:15:31.400 --> 00:15:33.120]  七月一號到十號
[00:15:33.120 --> 00:15:35.120]  實際上還沒有兩個星期
[00:15:35.120 --> 00:15:35.680]  我問你
[00:15:35.680 --> 00:15:37.560]  我們的過年
[00:15:37.560 --> 00:15:39.560]  會不會微年宵
[00:15:39.560 --> 00:15:42.600]  然後說罪之類的
[00:15:42.600 --> 00:15:44.040]  我們多數都不會
[00:15:44.040 --> 00:15:45.080]  這個東西
[00:15:45.080 --> 00:15:46.360]  當然不是現在說的
[00:15:46.360 --> 00:15:47.600]  但他們最重要的
[00:15:47.600 --> 00:15:48.880]  新年其中一件事
[00:15:48.880 --> 00:15:50.720]  就是處理好那些罪
[00:15:50.720 --> 00:15:51.600]  你知道嗎?
[00:15:51.600 --> 00:15:52.720]  過了新年之後
[00:15:52.720 --> 00:15:55.040]  實際上他們馬上就進入一個
[00:15:55.040 --> 00:15:57.320]  好像我們現在壽難節的節期
[00:15:57.320 --> 00:15:58.280]  你知道嗎?
[00:15:58.280 --> 00:15:59.280]  刻苦
[00:15:59.280 --> 00:16:00.280]  刻幾
[00:16:00.280 --> 00:16:01.840]  然後去神面前
[00:16:01.840 --> 00:16:02.680]  認罪
[00:16:02.680 --> 00:16:04.120]  要先處理好
