
[00:00:00.000 --> 00:00:12.600]  其實我們還有一個信息會講完整個系列,如何背起十字架來跟從耶穌基督
[00:03:00.600 --> 00:03:10.600]  這是耶穌基督說的,他說服人不能大過主人,他說做學生不能大過先生,如果他被人逼迫
[00:03:10.600 --> 00:03:17.600]  如果他被別人叫別西卜的話,何況我們做門徒的一樣都會被逼迫
[00:03:17.600 --> 00:03:23.600]  所以第二個標誌就是什麼?不要懼怕,就算被人逼迫的話不要害怕
[00:03:23.600 --> 00:03:33.600]  這就是上次說的標誌,不要懼怕那些只能夠傷害我們身體,但是不能夠傷害我們靈魂的人
[00:03:33.600 --> 00:03:41.600]  我們要怕那位能夠使靈魂和身體沈淪的神
[00:03:41.600 --> 00:03:47.600]  當我們真的敬畏這位神的時候,我們就會在人的面前承認他
[00:03:47.600 --> 00:03:57.600]  這就是我們今天要說的第三個標誌,我叫他做忠主不棄,就是要忠心地來承認主,不要離棄主
[00:03:57.600 --> 00:04:02.600]  在馬太福音第十章三十二至三十三節
[00:04:02.600 --> 00:04:09.600]  也是我們剛剛讀過的經文,周長老和我們讀,經文說
[00:04:09.600 --> 00:04:15.600]  凡在人面前認我的,我在我天上的父面前也必認他
[00:04:15.600 --> 00:04:21.600]  凡在人面前不認我的,我在我天上的父面前也不認他
[00:04:21.600 --> 00:04:28.600]  你說,什麼要在人面前承認耶穌基督才叫基督徒?
[00:04:28.600 --> 00:04:40.600]  這個當然的,因為如果我們真的相信耶穌基督為我們的罪,釘十字架,赦免我們的罪,為我們而死
[00:04:40.600 --> 00:04:49.600]  我們是不是有一個很感恩的心?當我們感恩的時候,我們有一個迫切的心來在人的面前來承認耶穌基督
[00:04:49.600 --> 00:04:58.600]  承認耶穌基督就是當我們接受了耶穌基督,誠命我們救主,我們認同耶穌基督所說的話
[00:04:58.600 --> 00:05:03.600]  我們遵守他的律例殿章,我們信任他,我們跟從他
[00:05:03.600 --> 00:05:11.600]  所以說我們承認耶穌基督不單止是口來說,也是一個生命的見證
[00:05:11.600 --> 00:05:23.600]  在羅馬書第十章第九節經文說,你若口裡認耶穌為主,心裡信,神叫他從死裡復活,就必得救
[00:05:23.600 --> 00:05:32.600]  這些經文很多時候被人斷章取義,就是說做基督徒,口裡承認,心裡相信就可以了
[00:05:32.600 --> 00:05:38.600]  心裡相信什麼才可以?耶穌基督,是神叫耶穌基督從死裡復活
[00:05:38.600 --> 00:05:44.600]  當我們真正相信耶穌基督從死裡復活,就像羅馬書第六章所說
[00:05:44.600 --> 00:05:52.600]  我們的舊人和耶穌基督一起釘十字架,以至我們有個新人,有個新的生命
[00:05:52.600 --> 00:05:56.600]  以至我們能夠活出一個好的見證
[00:05:56.600 --> 00:06:03.600]  所以不單止是口裡承認,心裡相信的話,自然就會有外在的表現
[00:06:03.600 --> 00:06:13.600]  若漢一書四章十五節也說,凡認耶穌為神的兒子,神就住在他裡面,他也住在神裡面
[00:06:13.600 --> 00:06:20.600]  我們每個人承認耶穌基督,我們就有神的靈住在我們裡面
[00:06:20.600 --> 00:06:27.600]  當有耶穌基督的靈住在我們裡面的話,被耶穌基督的靈帶領,我們一定有個新的生命
[00:06:27.600 --> 00:06:40.600]  一定會活出一個好的見證,所以我們看到兩節經文都是提醒我們,不單止是口裡承認,還是要有一個改變的生命
[00:06:40.600 --> 00:06:49.600]  在聖經裡面,我們看到很多很多很好的例子
[00:06:49.600 --> 00:06:56.600]  在啓示錄二章和三章,我們看到耶穌基督寫信給七間教會
[00:06:56.600 --> 00:07:03.600]  在啓示錄二章十三節,耶穌基督寫信給別加摩教會
[00:07:03.600 --> 00:07:11.600]  別加摩教會所在的地方,經文說在撒旦座位之處,是一個充滿邪惡的地方
[00:07:11.600 --> 00:07:25.600]  但是在那裡,有一個忠心的見證人叫安提帕,他是被殺之前仍然堅守耶穌基督的命,他是沒有棄絕神的道
[00:07:25.600 --> 00:07:34.600]  沒有棄絕神的道就是仍然遵守神的道,他不單止是堅守神的命,口裡承認
[00:07:34.600 --> 00:07:46.600]  在1920年,俄羅斯史達林史達林,他是想全國國家都和他們洗腦
[00:07:46.600 --> 00:07:54.600]  是用馬克思的思想,是用共產的思想和他們洗腦
[00:07:54.600 --> 00:08:05.600]  他是派官員去每一個州院和他們洗腦,所有的村民和農夫都被迫去聽這些講座
[00:08:05.600 --> 00:08:13.600]  當時教會的敬拜和聚會都完全禁止了,不讓他們聚會
[00:08:13.600 --> 00:08:27.600]  有一次有一個官員用了三個小時和村民洗腦,講到他三個小時後,講到他都很辛苦,筋疲力盡
[00:08:27.600 --> 00:08:33.600]  他覺得自己講得非常好,他很開心,他覺得已經幫很多人洗腦
[00:08:33.600 --> 00:08:45.600]  結果到最後,東正教在俄羅斯禁止幾百年的影響力,不會是負諸一旦
[00:08:45.600 --> 00:08:56.600]  到最後的時候,居然有一個牧師站起來,他說我只知道一件事,就是耶穌基督已經復活了
[00:08:56.600 --> 00:09:03.600]  全部村民都站起來,大家都說耶穌基督已經復活了
[00:09:03.600 --> 00:09:11.600]  很多年後,有一個牧師在台上講出這件故事,就像我今天這樣和大家分享
[00:09:11.600 --> 00:09:19.600]  在座有一個老婆婆聽到樽樽有味,到牧師講完之後,老婆婆走到牧師的前面
[00:09:19.600 --> 00:09:27.600]  用很重的俄羅斯口音和牧師說,牧師謝謝你講出我們的故事
[00:09:27.600 --> 00:09:33.600]  但是你好像說漏了一件事,這個牧師說我說漏了什麼
[00:09:33.600 --> 00:09:40.600]  這個俄羅斯的老婆婆說,你說漏了的就是當時每一個村民站起來說
[00:09:40.600 --> 00:09:47.600]  主已經復活的人,他們都知道他們說了之後有什麼後果,有什麼代價
[00:09:47.600 --> 00:09:55.600]  就是他們每個人都會被監禁,每一個人都會受到政府的逼迫和折磨
[00:09:55.600 --> 00:10:00.600]  但是他們仍然是承認耶穌基督
[00:10:00.600 --> 00:10:08.600]  我們看到很多好見證,其實這個教導,真是耶穌基督很喜愛的教導
[00:10:08.600 --> 00:10:15.600]  我們每個人都應該監察一下自己有沒有在人的面前來承認耶穌基督
[00:10:15.600 --> 00:10:18.600]  還是我們根本沒有做到
[00:10:18.600 --> 00:10:27.600]  這個是耶穌基督很喜愛的教導,他在福音書這些同樣的經文重復出現
[00:10:27.600 --> 00:10:35.600]  在不同的福音書裡面,說不定的意思有點不同,說不定應用有點不同
[00:10:35.600 --> 00:10:42.600]  但是所說的都是一樣,是耶穌基督教導門徒的核心教導
[00:10:42.600 --> 00:10:49.600]  他在馬可福音八章38節又說,凡在這淫亂罪惡的世代
[00:10:49.600 --> 00:10:54.600]  把我和我的道當作可恥的,仁旨在他父的榮耀里
[00:10:54.600 --> 00:11:01.600]  從聖天使降臨的時候,也要把那人當作可恥的
[00:11:01.600 --> 00:11:05.600]  在老家福音九章26節也是同樣的經文
[00:11:05.600 --> 00:11:11.600]  之前耶穌基督說,凡把我的道當作可恥的,仁旨在自己的榮耀里
[00:11:11.600 --> 00:11:19.600]  並天父與縱聖天使的榮耀里,降臨的時候也要把那人當作可恥的
[00:11:19.600 --> 00:11:24.600]  在馬太福音十六章27節經文說
[00:11:24.600 --> 00:11:33.600]  仁旨在他父的榮耀里和縱天使降臨的時候,要照各人的行為報應各人
[00:11:33.600 --> 00:11:38.600]  就是說,如果我們承認耶穌基督的話,他會承認我們
[00:11:38.600 --> 00:11:49.600]  但是如果我們不承認耶穌基督,他去到末世和縱天使降臨的時候,他也會不承認我們
[00:11:49.600 --> 00:11:58.600]  其實今天的這個信息,我們看到承認耶穌基督是有三個特點
[00:11:58.600 --> 00:12:06.600]  第一個特點就是這個承認是互相的承認,我們承認耶穌基督,他又承認我們
[00:12:06.600 --> 00:12:09.600]  我們不承認的話,他也不承認我們
[00:12:09.600 --> 00:12:12.600]  這個也是互相的榮耀
[00:12:12.600 --> 00:12:15.600]  第二個是互相的榮耀
[00:12:15.600 --> 00:12:24.600]  當我們在人的面前榮耀耶穌基督,他將來在父和縱天使的面前,也會榮耀我們
[00:12:24.600 --> 00:12:27.600]  第三個是互相的義務
[00:12:27.600 --> 00:12:33.600]  我們有義務做我們的工作,耶穌基督也有義務做他的工作
[00:12:33.600 --> 00:12:39.600]  我們先來看第一點,第一點就是互相的承認
[00:12:39.600 --> 00:12:42.600]  當我們承認耶穌基督,他承認我們
[00:12:42.600 --> 00:12:48.600]  但是如果我們不承認的話,他也會當我們是可恥,當我們作可恥
[00:12:48.600 --> 00:12:57.600]  有人說這樣好,相信也沒有單方面的承認,因為這些是雙方面的
[00:12:57.600 --> 00:13:03.600]  但是有單方面的,你記不記得聖經裡面有說有單方面的承認
[00:13:03.600 --> 00:13:10.600]  就是去到末世的時候,有很多以為自己是基督徒的人,會說主呀主呀
[00:13:10.600 --> 00:13:14.600]  但是耶穌基督在馬太福音七章二十三節
[00:13:14.600 --> 00:13:23.600]  他說我明明告訴他們說,我從來不認識你們,你們這些作惡的人,離開我去吧
[00:13:23.600 --> 00:13:29.600]  你說怎麼可能呀,你說我們承認耶穌基督,耶穌基督就會承認我們
[00:13:29.600 --> 00:13:32.600]  為什麼會有單方面的承認
[00:13:32.600 --> 00:13:39.600]  但是如果你讀完馬太福音第七章,你就會知道為什麼會單方面的承認
[00:13:39.600 --> 00:13:45.600]  而在這裡提多書一章十六節,也有說同樣的意義
[00:13:45.600 --> 00:13:54.600]  就是經文說,他們說是認識神,恨是卻和他相悖
[00:13:54.600 --> 00:14:01.600]  本是可珍乎的,是叛逆的,在各樣善事上是可廢棄的
[00:14:01.600 --> 00:14:12.600]  就是我們的口說,我們是認識神,我們承認他,但是我們的恨是為人,和我們的信心完全是相反
[00:14:12.600 --> 00:14:21.600]  我等一會兒會繼續說這個單方面的承認主的教導
[00:14:21.600 --> 00:14:27.600]  我們先看看第二個互相的教導是什麼,是互相的榮耀
[00:14:27.600 --> 00:14:32.600]  除了是互相的承認,也是互相的榮耀
[00:14:32.600 --> 00:14:37.600]  我們看到很多經文都說,當我們榮耀耶穌基督在人的面前
[00:14:37.600 --> 00:14:44.600]  耶穌基督也會在末世的時候,當他降臨和誦天事和在父的面前
[00:14:44.600 --> 00:14:50.600]  也會同樣榮耀我們,但如果我們不榮耀他在人的面前的話
[00:14:50.600 --> 00:14:52.600]  他也不會榮耀我們
[00:14:52.600 --> 00:15:02.600]  啓示六三章五節說,凡得性的必這樣穿白衣,我必不從生命冊上屠沒他的名
[00:15:02.600 --> 00:15:10.600]  且要在我父面前和我父眾事者面前迎他的名
[00:15:10.600 --> 00:15:27.600]  路加福音十二章八至九節說,我告訴你們,凡在人面前認我的,人子在神的使者面前也必迎他
[00:15:27.600 --> 00:15:33.600]  去到末世,我們看到耶穌基督會和誦天事降臨
[00:15:33.600 --> 00:15:37.600]  他的降臨是會充滿權並充滿榮耀
[00:15:37.600 --> 00:15:43.600]  不是像他第一次降臨,他第一次降臨是成為我們的待罪羔羊,是死在十字架上
[00:15:43.600 --> 00:15:47.600]  但第二次的降臨會充滿榮耀,充滿權並
[00:15:47.600 --> 00:15:52.600]  他會帶上天使來審判所有世人
[00:15:52.600 --> 00:15:57.600]  當我們在人的面前榮耀他的時候,去到末世他一樣會榮耀我們
[00:15:57.600 --> 00:16:05.600]  在父的面前,在天使的面前,耶穌基督說,你們不能碰這個人,這個人是屬於我的
[00:16:05.600 --> 00:16:12.600]  所以我們要很小心,不但我們承認耶穌基督,耶穌基督也會承認我們
[00:16:12.600 --> 00:16:15.600]  我們榮耀他的話,他也會榮耀我們
[00:16:15.600 --> 00:16:22.600]  第三個我們要講的就是互相的任務
[00:16:22.600 --> 00:16:29.600]  我們應該有我們要做耶穌基督,也會做他自己應該做的事
[00:16:29.600 --> 00:16:34.600]  在馬太福音16:27說要照國人的行為報應國人
[00:16:34.600 --> 00:16:37.600]  我們有我們要做的事
[00:16:37.600 --> 00:16:42.600]  有人可能會說,耶穌基督不是很著數嗎?
[00:16:42.600 --> 00:16:48.600]  我們要承認耶穌基督,要時時承認的,有機會就要承認的
[00:16:48.600 --> 00:16:52.600]  但是耶穌基督去到末世才承認我們
[00:16:52.600 --> 00:16:55.600]  那不是很著數嗎?一次過承認我們
[00:16:55.600 --> 00:17:01.600]  如果認為是很著數的人,應該要讀《若寒一書》,二章一節
[00:17:01.600 --> 00:17:11.600]  經文說什麼?若有人犯罪,在赴那裡我們有一位中保,就是二者耶穌基督
[00:17:11.600 --> 00:17:16.600]  若有人犯罪,誰會犯罪?
[00:17:16.600 --> 00:17:19.600]  每個人都會犯罪,對不對?
[00:17:19.600 --> 00:17:23.600]  不信的人當然犯罪,信的人都會犯罪
[00:17:23.600 --> 00:17:27.600]  我們每個人都是蒙因的罪人,我們仍然會犯罪
[00:17:27.600 --> 00:17:32.600]  每次犯罪的時候,我們有一位中保
[00:17:32.600 --> 00:17:39.600]  這位中保做什麼?這位中保耶穌基督,你看羅馬書百章34節他做什麼?
[00:17:39.600 --> 00:17:44.600]  誰能定他們的罪呢?有基督耶穌已經死了
[00:17:44.600 --> 00:17:51.600]  而且從死裡復活,現今在神的右邊也替我們祈求
[00:17:51.600 --> 00:17:55.600]  原來每當我們做錯事犯罪的時候
[00:17:55.600 --> 00:18:04.600]  耶穌基督復活了升天之後,在神的右邊每天替我們祈求
[00:18:04.600 --> 00:18:07.600]  每天來承認我們
[00:18:07.600 --> 00:18:14.600]  在希伯羅書7:25說,凡靠著他進到神面前的人
[00:18:14.600 --> 00:18:20.600]  他都能拯救到底,因為他是長遠活著,替他們祈求
[00:18:20.600 --> 00:18:25.600]  耶穌基督是長遠不斷地替我們祈求
[00:18:25.600 --> 00:18:29.600]  我們一天都會犯罪,每天都會犯罪
[00:18:29.600 --> 00:18:33.600]  所以耶穌基督每天都要替我們祈求
[00:18:33.600 --> 00:18:41.600]  你想我們承認耶穌基督的次數多嗎?還是犯罪的次數多呢?
[00:18:41.600 --> 00:18:45.600]  你想想究竟是誰比較好?
[00:18:45.600 --> 00:18:51.600]  我不知道其他人,對我來說我比較有利
[00:18:51.600 --> 00:18:58.600]  很多時候我都需要耶穌基督在父的面前來替我祈求
[00:18:58.600 --> 00:19:00.600]  成為我的中保
[00:19:00.600 --> 00:19:03.600]  所以我們看到有三樣東西
[00:19:03.600 --> 00:19:12.600]  互相的承認,互相的榮耀,互相的義務
[00:19:12.600 --> 00:19:17.600]  說完三個互相的特點
[00:19:17.600 --> 00:19:22.600]  又要說說三個不承認耶穌基督的途徑
[00:19:22.600 --> 00:19:26.600]  原來我們不承認耶穌基督是有三個途徑
[00:19:26.600 --> 00:19:28.600]  很容易就不承認耶穌基督了
[00:19:28.600 --> 00:19:33.600]  第一個是用我們的話語來不承認他
[00:19:33.600 --> 00:19:38.600]  第二個途徑是用我們的行為來不承認他
[00:19:38.600 --> 00:19:43.600]  第三個是用沈默來不承認他
[00:19:43.600 --> 00:19:47.600]  原來沈默都可以不承認耶穌基督
[00:19:47.600 --> 00:19:53.600]  我們先看看第一個是用話語來不承認耶穌基督
[00:19:53.600 --> 00:20:00.600]  這個包括有兩種不同的人來用話語否認耶穌基督
[00:20:00.600 --> 00:20:03.600]  第一種當然就是那些不信的人
[00:20:03.600 --> 00:20:06.600]  那些不信的人都不接受耶穌基督
[00:20:06.600 --> 00:20:08.600]  他們不會承認耶穌基督
[00:20:08.600 --> 00:20:11.600]  他們甚至會鄙視耶穌基督
[00:20:11.600 --> 00:20:15.600]  是會憎恨他,是會脅逐他的命
[00:20:15.600 --> 00:20:17.600]  這些是第一種
[00:20:17.600 --> 00:20:21.600]  第二種是那些接受了耶穌基督
[00:20:21.600 --> 00:20:25.600]  但是不承認他,不在人的面前承認耶穌基督
[00:20:25.600 --> 00:20:29.600]  你說什麼有這種人的嗎?但是有其人
[00:20:29.600 --> 00:20:32.600]  在聖經裡面已經有例子
[00:20:32.600 --> 00:20:36.600]  在約翰福音十二章四十二節說道
[00:20:36.600 --> 00:20:40.600]  雖然如此,官長中卻有好些信他的
[00:20:40.600 --> 00:20:43.600]  只因法理錯人的緣故,就不承認
[00:20:43.600 --> 00:20:46.600]  恐怕被逐出會堂
[00:20:46.600 --> 00:20:48.600]  當時有很多的長官
[00:20:48.600 --> 00:20:51.600]  他們都說自己是接受了耶穌基督
[00:20:51.600 --> 00:20:53.600]  信了耶穌基督
[00:20:53.600 --> 00:20:57.600]  但是在人的面前他們不夠膽承認
[00:20:57.600 --> 00:21:00.600]  否定他們自己是接受耶穌基督
[00:21:00.600 --> 00:21:05.600]  為什麼?怕法理錯人會趕他們出去會堂
[00:21:05.600 --> 00:21:08.600]  我們其實在生活當中也有很多
[00:21:08.600 --> 00:21:11.600]  我在做牧師之前我也有份工作
[00:21:11.600 --> 00:21:14.600]  不是說做牧師不是上班
[00:21:14.600 --> 00:21:17.600]  我也有份工作是幫政府打工
[00:21:17.600 --> 00:21:20.600]  有些人知道我是基督徒就走來
[00:21:20.600 --> 00:21:24.600]  Sidney,你也是基督徒來的嗎?
[00:21:24.600 --> 00:21:26.600]  很細聲地跟我說
[00:21:26.600 --> 00:21:29.600]  我說做什麼鬼啊
[00:21:29.600 --> 00:21:32.600]  做基督徒做到你這麼神秘的
[00:21:32.600 --> 00:21:35.600]  好像做密探,做間諜
[00:21:35.600 --> 00:21:38.600]  你也是,我也是
[00:21:38.600 --> 00:21:40.600]  不單止一個
[00:21:40.600 --> 00:21:42.600]  很多個都是這樣
[00:21:42.600 --> 00:21:47.600]  還有些不是信得那麼淺日子
[00:21:47.600 --> 00:21:49.600]  有些已經是教會的長老
[00:21:49.600 --> 00:21:51.600]  都是這樣
[00:21:51.600 --> 00:21:55.600]  做基督徒做到這麼神秘的
[00:21:55.600 --> 00:21:59.600]  如果沒有人知道你是基督徒的話
[00:21:59.600 --> 00:22:01.600]  說不定你就真的不是基督徒
[00:22:01.600 --> 00:22:04.600]  我後來才發現為什麼他們這麼害怕
[00:22:04.600 --> 00:22:07.600]  因為大老闆不是基督徒
[00:22:07.600 --> 00:22:10.600]  他們害怕如果大老闆不是基督徒
[00:22:10.600 --> 00:22:12.600]  知道他們是基督徒怎麼辦?
[00:22:12.600 --> 00:22:15.600]  不高興的時候分分鐘沒有職星
[00:22:15.600 --> 00:22:17.600]  分分鐘沒有人公家
[00:22:17.600 --> 00:22:20.600]  他們害怕這樣就不夠膽認
[00:22:20.600 --> 00:22:23.600]  這是第一種不承認耶穌基督
[00:22:23.600 --> 00:22:27.600]  真的用我們的話語來不承認
[00:22:27.600 --> 00:22:32.600]  第二種是用我們的行為來不承認耶穌基督
[00:22:32.600 --> 00:22:36.600]  有個人叫John McHenry
[00:22:36.600 --> 00:22:38.600]  這個是歷史中的人物
[00:22:38.600 --> 00:22:42.600]  他是德鄰的三一大學的一個有名的學者
[00:22:42.600 --> 00:22:45.600]  有人問他是不是基督徒
[00:22:45.600 --> 00:22:47.600]  他沒有說否認
[00:22:47.600 --> 00:22:49.600]  他說我是
[00:22:49.600 --> 00:22:50.600]  他直接說是
[00:22:50.600 --> 00:22:51.600]  接著他說什麼?
[00:22:51.600 --> 00:22:55.600]  但是我不會冒犯任何其他的人
[00:22:55.600 --> 00:23:00.600]  他的意思就是他不會用他的行為
[00:23:00.600 --> 00:23:03.600]  來影響他和世人的關係
[00:23:03.600 --> 00:23:08.600]  他也說我不會用我的行為
[00:23:08.600 --> 00:23:11.600]  來影響我從世間所得到的樂趣
[00:23:11.600 --> 00:23:14.600]  這個就是他承認是基督徒
[00:23:14.600 --> 00:23:18.600]  但是他的行為完全和他的信心不同
[00:23:18.600 --> 00:23:22.600]  很多人都很喜歡告訴別人我是基督徒
[00:23:22.600 --> 00:23:26.600]  好像覺得告訴別人是基督徒是一種榮耀
[00:23:26.600 --> 00:23:32.600]  但是問題我們和人的生活是不是有不同
[00:23:32.600 --> 00:23:35.600]  還是我們除了星期日回教會
[00:23:35.600 --> 00:23:38.600]  除了有時是有些侍奉
[00:23:38.600 --> 00:23:43.600]  我們根本和世上的人完全是沒有分別
[00:23:43.600 --> 00:23:45.600]  和他們根本是一模一樣
[00:23:45.600 --> 00:23:49.600]  除了口說給別人聽我們是基督徒
[00:23:49.600 --> 00:23:53.600]  我們應該要活出有一個基督徒的見證
[00:23:53.600 --> 00:23:58.600]  我們的行為是我們內心的外在的表現
[00:23:58.600 --> 00:24:02.600]  我們的信心會在我們的行為中表現出來
[00:24:02.600 --> 00:24:10.600]  很多人很不幸的行為和口說的信心完全是兩碼事
[00:24:10.600 --> 00:24:13.600]  當我們的行為和我們的信心是不同的時候
[00:24:13.600 --> 00:24:17.600]  就表現我們不是真正的相信
[00:24:17.600 --> 00:24:22.600]  我時時都說沒有認為自己不好的基督徒
[00:24:22.600 --> 00:24:26.600]  基督徒不會認為自己不好
[00:24:26.600 --> 00:24:30.600]  很多基督徒都不會說我今天醒了
[00:24:30.600 --> 00:24:33.600]  我今天要立志做一個壞的基督徒
[00:24:33.600 --> 00:24:35.600]  沒有人會這樣的
[00:24:35.600 --> 00:24:40.600]  但是基督徒每個基督徒我發覺都很懂得安慰自己
[00:24:40.600 --> 00:24:44.600]  哎呀不要緊,小小事而已
[00:24:44.600 --> 00:24:49.600]  不怕做,哎呀人人都是這樣的
[00:24:49.600 --> 00:24:51.600]  所以又不怕做
[00:24:51.600 --> 00:24:55.600]  哎呀很小事,我又不是殺人放火
[00:24:55.600 --> 00:24:57.600]  我又不是監人努力
[00:24:57.600 --> 00:24:59.600]  不要緊
[00:24:59.600 --> 00:25:01.600]  但是耶穌基督說什麼
[00:25:01.600 --> 00:25:06.600]  耶穌基督說在小事上不能夠忠心的話
[00:25:06.600 --> 00:25:09.600]  在大事上都不能夠忠心
[00:25:09.600 --> 00:25:13.600]  但是我們每一個人究竟我們的價值觀
[00:25:13.600 --> 00:25:17.600]  是由耶穌基督的價值觀
[00:25:17.600 --> 00:25:20.600]  還是我們和世人的價值觀一樣
[00:25:20.600 --> 00:25:22.600]  耶穌基督的價值觀很不同的
[00:25:22.600 --> 00:25:26.600]  耶穌基督的價值觀和世人的價值觀是相反的
[00:25:26.600 --> 00:25:30.600]  他說你要成為最大,你首先要成為最小
[00:25:30.600 --> 00:25:32.600]  他說你要成為最先的嗎
[00:25:32.600 --> 00:25:34.600]  你首先要成為最後
[00:25:34.600 --> 00:25:39.600]  耶穌基督說你要得著生命,你首先要失去生命
[00:25:39.600 --> 00:25:45.600]  究竟我們的價值觀是比耶穌基督的價值觀似
[00:25:45.600 --> 00:25:47.600]  還是比世人的價值觀似
[00:25:47.600 --> 00:25:49.600]  這個很值得我們去思考
[00:25:49.600 --> 00:25:52.600]  《激文》說什麼
[00:25:52.600 --> 00:25:55.600]  在羅馬書12:1-2
[00:25:55.600 --> 00:26:02.600]  不要效法這個世界,只要心意根深而變化
[00:26:02.600 --> 00:26:08.600]  耶穌基督說保羅教我們不要效法這個世界
[00:26:08.600 --> 00:26:13.600]  另外在哥林多後書6:17-18
[00:26:13.600 --> 00:26:17.600]  你們勿要從他們中間出來與他們分別
[00:26:17.600 --> 00:26:21.600]  不要沾不結淨的蜜,我就收納你們
[00:26:21.600 --> 00:26:27.600]  保羅說要從世人中間分別出來
[00:26:27.600 --> 00:26:33.600]  不沾不結淨的是什麼,不沾世上的罪
[00:26:33.600 --> 00:26:39.600]  有很多很出名的神學家都說分別為性和罪是無關的
[00:26:39.600 --> 00:26:41.600]  保羅不是這樣說的
[00:26:41.600 --> 00:26:47.600]  保羅說要從世人中間分別出來
[00:26:47.600 --> 00:26:52.600]  不要沾染他們不結的蜜,不要沾染他們的罪
[00:26:52.600 --> 00:26:55.600]  在約翰1:2-15
[00:26:55.600 --> 00:27:00.600]  史圖約翰說不要愛世界和世界上的事
[00:27:00.600 --> 00:27:04.600]  人若愛世界,愛父的心就不在他內了
[00:27:04.600 --> 00:27:09.600]  不要貪愛這個世界,不要效法這個世界
[00:27:09.600 --> 00:27:15.600]  要從這個世界中分別出來,分別為性
[00:27:15.600 --> 00:27:22.600]  我們說了剛才有一種單方面的承認耶穌基督
[00:27:22.600 --> 00:27:27.600]  如何唯一單方面承認耶穌基督
[00:27:27.600 --> 00:27:30.600]  就是我們用我們的口來承認
[00:27:30.600 --> 00:27:35.600]  但我們的行為和我們所說的完全是相違反
[00:27:35.600 --> 00:27:37.600]  這個就是單方面
[00:27:37.600 --> 00:27:41.600]  到了日後耶穌基督也不會承認我們
[00:27:41.600 --> 00:27:43.600]  因為這個是單方面的承認
[00:27:43.600 --> 00:27:50.600]  我們說了兩種否認耶穌基督的途徑
[00:27:50.600 --> 00:27:53.600]  第一種是用我們的話語來否認
[00:27:53.600 --> 00:27:59.600]  第二種是用我們的行為來否認
[00:27:59.600 --> 00:28:03.600]  第三種是用沈默來否認
[00:28:03.600 --> 00:28:06.600]  你說沈默也可以否認耶穌基督嗎
[00:28:06.600 --> 00:28:11.600]  中國人說多說多錯,我不說就沒事
[00:28:11.600 --> 00:28:16.600]  沈默也叫做否認
[00:28:16.600 --> 00:28:25.600]  其實沈默可以說是基督徒不承認耶穌基督的途徑
[00:28:25.600 --> 00:28:29.600]  聖經說要在人的面前來承認
[00:28:29.600 --> 00:28:34.600]  甚至是充滿敵意的人的面前都要去承認
[00:28:34.600 --> 00:28:38.600]  耶穌基督說你不要畏懼,不要害怕
[00:28:38.600 --> 00:28:41.600]  耶穌基督會保守我們
[00:28:41.600 --> 00:28:47.600]  不要害怕那些只能傷害人身體,不能傷害人靈魂
[00:28:47.600 --> 00:28:49.600]  我們要敬畏神
