
[00:00:00.000 --> 00:00:02.860]  大家好 是不是還沒吃飯的那些
[00:03:01.980 --> 00:03:05.000]  你的能力 所有做到的事情
[00:03:05.000 --> 00:03:07.160]  都經過一段停止的時間
[00:03:07.160 --> 00:03:11.340]  你想再出來 你是做不到的
[00:03:11.340 --> 00:03:13.960]  做得不好的 所以很多老闆
[00:03:13.960 --> 00:03:19.480]  是很怕你做的那一行是曾經轉過行
[00:03:19.480 --> 00:03:21.000]  就算你回來做
[00:03:21.000 --> 00:03:23.500]  他有一些保留不是很想請你的
[00:03:23.500 --> 00:03:28.440]  無論你是教書 做護士 社工 甚至律師
[00:03:28.440 --> 00:03:31.180]  他會懷疑你忘記了很多東西
[00:03:31.180 --> 00:03:34.680]  因為你沒有用過這幾年 他會不請你的
[00:03:34.680 --> 00:03:37.900]  所以我第一件想挑戰你想的事情就是
[00:03:37.900 --> 00:03:39.900]  如果你想著退休
[00:03:39.900 --> 00:03:41.900]  你要包括多一樣東西
[00:03:41.900 --> 00:03:47.100]  就是你所懂的東西都因著你沒有做而沒有了
[00:03:47.100 --> 00:03:50.760]  你捨不捨得呢 你說捨得
[00:03:50.760 --> 00:03:52.760]  總之我有飯吃就可以了
[00:03:52.760 --> 00:03:54.760]  所以一會兒我講的時候
[00:03:54.760 --> 00:03:56.760]  我的結論我告訴你
[00:03:56.760 --> 00:04:01.360]  我就不會說服你做這些退休的 我不會的
[00:04:01.360 --> 00:04:04.640]  但是我也不會說服你一輩子不要退休
[00:04:04.640 --> 00:04:06.640]  我又不會的
[00:04:06.640 --> 00:04:09.140]  那怎麼樣呢 我就跟你計分而已
[00:04:09.140 --> 00:04:11.640]  計分一點 什麼叫好的生活呢
[00:04:11.640 --> 00:04:13.640]  跟你計分 如果你是基督徒
[00:04:13.640 --> 00:04:15.640]  你知道一個好的生活就是
[00:04:15.640 --> 00:04:19.380]  不是從你自己看 是從上帝看
[00:04:19.380 --> 00:04:21.380]  他滿不滿意你 是吧
[00:04:21.380 --> 00:04:23.380]  他越滿意你
[00:04:23.380 --> 00:04:26.640]  你的生活的內容一定是很精彩的 是吧
[00:04:26.640 --> 00:04:28.340]  但是如果你沒有宗教信仰呢
[00:04:28.340 --> 00:04:31.860]  你看一個好的生活就是呢 又沒有捱著
[00:04:31.860 --> 00:04:36.400]  又沒有餓著 又睡得好 又沒有病 是吧
[00:04:36.400 --> 00:04:38.900]  但是這些好加起來呢
[00:04:38.900 --> 00:04:41.600]  可能很多事情都是有問題的
[00:04:41.600 --> 00:04:44.900]  比如你沒有捱過
[00:04:44.900 --> 00:04:46.900]  那潛能第九論就說
[00:04:46.900 --> 00:04:49.280]  你沒有捱過很快你就廢的了
[00:04:49.280 --> 00:04:51.280]  因為你很多事情都不要再做了
[00:04:51.280 --> 00:04:53.280]  你就廢人一個
[00:04:53.280 --> 00:04:56.500]  就是我什麼都不記得了 什麼都不記得了 是吧
[00:04:56.500 --> 00:04:59.500]  如果你說呢 我沒有餓過
[00:04:59.500 --> 00:05:01.500]  沒有餓過更糟糕的事情
[00:05:01.500 --> 00:05:03.500]  你積累的脂肪呢
[00:05:03.500 --> 00:05:05.500]  其實很多人很危險的
[00:05:05.500 --> 00:05:08.500]  就是你量血糖呢
[00:05:08.500 --> 00:05:13.000]  甚至血壓呢 很多人都是在爆燈位附近的
[00:05:13.000 --> 00:05:15.000]  你再吃多一頓自助餐
[00:05:15.000 --> 00:05:17.000]  就馬上就沒有了
[00:05:17.000 --> 00:05:19.000]  那其實呢
[00:05:19.000 --> 00:05:21.000]  人真的要餓一下的
[00:05:21.000 --> 00:05:24.000]  要經歷一下可能有些不夠的情況
[00:05:24.000 --> 00:05:26.500]  就拉下來 調回正常的
[00:05:26.500 --> 00:05:28.500]  因為太正常了 這個危險了
[00:05:28.500 --> 00:05:30.500]  所以好像美國 香港的事情就是
[00:05:30.500 --> 00:05:32.500]  很多人是癡肥的 是吧
[00:05:32.500 --> 00:05:34.500]  都未必是好事
[00:05:34.500 --> 00:05:36.500]  還有呢 當你不動得多呢
[00:05:36.500 --> 00:05:39.500]  不動得多呢 其實危險就是
[00:05:39.500 --> 00:05:41.500]  你很快就
[00:05:41.500 --> 00:05:44.500]  你一跌到地上呢 你就斷骨了
[00:05:44.500 --> 00:05:46.500]  你很脆的 其實是
[00:05:46.500 --> 00:05:48.500]  所以你是靠整天保持著
[00:05:48.500 --> 00:05:52.500]  不斷地走 所以送外賣是最健康的
[00:05:52.500 --> 00:05:55.500]  因為你整天都在走 你的方向會好很多的
[00:05:55.500 --> 00:05:57.500]  如果不是的話 你很久沒有上街呢
[00:05:57.500 --> 00:06:00.500]  香港人 九龍你不敢去的
[00:06:00.500 --> 00:06:02.500]  你會不記得那些路點 你會很害怕的
[00:06:02.500 --> 00:06:04.500]  那證明什麼呢 就是
[00:06:04.500 --> 00:06:06.500]  癱不一定是好事來的
[00:06:06.500 --> 00:06:08.500]  癱會令你又肺
[00:06:08.500 --> 00:06:10.500]  又沒有自信 又死得快
[00:06:10.500 --> 00:06:14.500]  那就是呢 因為你已經沒有保護自己的能力了
[00:06:14.500 --> 00:06:17.500]  你沒有了 所以又未必是好事
[00:06:17.500 --> 00:06:20.500]  所以希望今晚呢 你聽人家說的話呢
[00:06:20.500 --> 00:06:23.500]  我覺得就是 哎呀 我現在要想通一些東西了
[00:06:23.500 --> 00:06:26.500]  那我 或者我先申報利益吧
[00:06:26.500 --> 00:06:28.500]  我退了休沒有呢
[00:06:28.500 --> 00:06:30.500]  其實我退了休很多次了
[00:06:30.500 --> 00:06:34.500]  我第一次退休呢 就是45歲的時候
[00:06:34.500 --> 00:06:37.500]  那時候呢 我在理工大學教了五年大學
[00:06:37.500 --> 00:06:40.500]  我40歲教大學 教了45歲
[00:06:40.500 --> 00:06:44.500]  那突然想起就是呢 不如不要做事了
[00:06:44.500 --> 00:06:48.500]  為什麼呢 你喜歡踢球的男人就知道了
[00:06:48.500 --> 00:06:52.500]  45歲就是什麼呢 上半場45分鐘嘛 足球
[00:06:52.500 --> 00:06:54.500]  上半場就完了
[00:06:54.500 --> 00:06:56.500]  哎呀 為什麼我不過一個生活
[00:06:56.500 --> 00:07:01.500]  是做自己覺得很有價值的事
[00:07:01.500 --> 00:07:04.500]  而不是我的老闆叫我做就去做
[00:07:04.500 --> 00:07:08.500]  但是我覺得 我不是很同意那個價值這麼值得
[00:07:08.500 --> 00:07:11.500]  花這麼多年去做的 不是很同意的
[00:07:11.500 --> 00:07:17.500]  但是我很大掙扎 因為那時候是風生水起的
[00:07:17.500 --> 00:07:21.500]  90年代呢 如果你在大學裡面教書呢
[00:07:21.500 --> 00:07:23.500]  你升級升得很快的 因為
[00:07:23.500 --> 00:07:28.500]  因為很多人移民去加拿大 特別是
[00:07:28.500 --> 00:07:31.500]  所以很多高級的人呢
[00:07:31.500 --> 00:07:34.500]  有得走的盡量走的
[00:07:34.500 --> 00:07:36.500]  那走剩下的30多40多歲的那些
[00:07:36.500 --> 00:07:38.500]  嘭一聲升到一個位置呢
[00:07:38.500 --> 00:07:41.500]  是以前50歲都升不到的 現在是升到的
[00:07:41.500 --> 00:07:44.500]  又有房屋津貼 又很多錢
[00:07:44.500 --> 00:07:46.500]  那又可以退休後又退休金
[00:07:46.500 --> 00:07:48.500]  真是好到不得了的
[00:07:48.500 --> 00:07:50.500]  唯一不好的就是你要繼續在這裡
[00:07:50.500 --> 00:07:54.500]  繼續在這裡這個字眼就成為了我的挑戰
[00:07:54.500 --> 00:07:56.500]  於是我決定了不在這裡
[00:07:56.500 --> 00:08:00.500]  於是我就過第一個退休了 就沒有做了
[00:08:00.500 --> 00:08:02.500]  因為沒有做到今天呢
[00:08:02.500 --> 00:08:06.500]  我都還沒有寫過薪俸稅的 到現在都
[00:08:06.500 --> 00:08:09.500]  所以算不算退休呢 都沒有打工
[00:08:09.500 --> 00:08:12.500]  已經是很多年了 你猜到我幾多歲啊
[00:08:12.500 --> 00:08:14.500]  你慢慢算啊
[00:08:14.500 --> 00:08:16.500]  第二次退休呢
[00:08:16.500 --> 00:08:19.500]  就是我的公司就開了
[00:08:19.500 --> 00:08:22.500]  做到現在呢
[00:08:22.500 --> 00:08:26.500]  明年就是正式20週年
[00:08:26.500 --> 00:08:28.500]  你也知道我幾多歲了
[00:08:28.500 --> 00:08:31.500]  快要拿兩塊錢坐車了
[00:08:31.500 --> 00:08:35.500]  哈 我算不算退休呢
[00:08:35.500 --> 00:08:40.500]  誰知道我把所有的東西交給我的徒弟做之後呢
[00:08:40.500 --> 00:08:43.500]  我發覺到我比以前還多的東西做
[00:08:43.500 --> 00:08:45.500]  多的不得了
[00:08:45.500 --> 00:08:47.500]  比如這些talk(討論)呢
[00:08:47.500 --> 00:08:50.500]  我一個星期有時說15場
[00:08:50.500 --> 00:08:53.500]  一個星期 哇 15場
[00:08:53.500 --> 00:08:57.500]  我以前沒有那麼多東西做的
[00:08:57.500 --> 00:08:59.500]  為什麼那麼多東西做呢
[00:08:59.500 --> 00:09:03.500]  原來在教會啊 很多福音機構啊 很多地方呢
[00:09:03.500 --> 00:09:05.500]  不覺得的 答應了一個
[00:09:05.500 --> 00:09:08.500]  一看日本報 哇 它滿的
[00:09:08.500 --> 00:09:10.500]  原來我真的沒有經驗
[00:09:10.500 --> 00:09:12.500]  去接受那些工作的僥倖
[00:09:12.500 --> 00:09:14.500]  所以就做了很多東西
[00:09:14.500 --> 00:09:18.500]  反而在58歲之後
[00:09:18.500 --> 00:09:21.500]  忙得很厲害
[00:09:21.500 --> 00:09:23.500]  但是人家說
[00:09:23.500 --> 00:09:25.500]  但是又不覺得你有工作的
[00:09:25.500 --> 00:09:27.500]  那是喔
[00:09:27.500 --> 00:09:30.500]  我都沒有說哪裡經常去的地方沒有的
[00:09:30.500 --> 00:09:32.500]  所以開始今晚呢
[00:09:32.500 --> 00:09:34.500]  其實多謝你請我來的
[00:09:34.500 --> 00:09:35.500]  因為你請我來呢
[00:09:35.500 --> 00:09:38.500]  就幫我想了幾天我自己應該怎麼樣的
[00:09:38.500 --> 00:09:40.500]  就是我不跟你說呢
[00:09:40.500 --> 00:09:42.500]  我忘記了想這個東西的
[00:09:42.500 --> 00:09:44.500]  所以我今天一定要請你吃飯
[00:09:44.500 --> 00:09:46.500]  就是你們很多謝 很多謝你
[00:09:46.500 --> 00:09:49.500]  我就要發現一個秘密
[00:09:49.500 --> 00:09:53.500]  就是究竟中年退休後
[00:09:53.500 --> 00:09:54.500]  這幾個字眼呢
[00:09:54.500 --> 00:09:56.500]  重新應該怎麼想呢
[00:09:56.500 --> 00:10:00.500]  首先用一個心理的角度去看
[00:10:00.500 --> 00:10:02.500]  所以角度去看是什麼呢
[00:10:02.500 --> 00:10:04.500]  現在很多人都計算
[00:10:04.500 --> 00:10:06.500]  清年期就退後了
[00:10:07.500 --> 00:10:09.500]  清年的最後一天呢
[00:10:09.500 --> 00:10:11.500]  現在界定是66歲
[00:10:11.500 --> 00:10:14.500]  就是說呢
[00:10:14.500 --> 00:10:16.500]  你現在都還沒有中年
[00:10:16.500 --> 00:10:20.500]  中年是66歲生日才是中年
[00:10:20.500 --> 00:10:22.500]  然後呢
[00:10:22.500 --> 00:10:24.500]  什麼叫做老人呢
[00:10:24.500 --> 00:10:26.500]  老人的界定是80
[00:10:26.500 --> 00:10:28.500]  就叫做老人
[00:10:28.500 --> 00:10:30.500]  所以你都不知道啦 肯定啦
[00:10:30.500 --> 00:10:31.500]  有排啦
[00:10:31.500 --> 00:10:33.500]  就是你今天坐在這裡
[00:10:33.500 --> 00:10:35.500]  全部都是青年團體來的
[00:10:35.500 --> 00:10:38.500]  當然教會就幾大都不放過
[00:10:38.500 --> 00:10:39.500]  不改的了
[00:10:39.500 --> 00:10:41.500]  進去去年期
[00:10:41.500 --> 00:10:43.500]  就突然間變回青年 很不習慣
[00:10:43.500 --> 00:10:45.500]  但是又可以解釋的
[00:10:45.500 --> 00:10:47.500]  為什麼是這樣呢
[00:10:47.500 --> 00:10:50.500]  原因就是你現在的能幹程度呢
[00:10:50.500 --> 00:10:53.500]  是比起你爸爸媽媽你爺爺那一代
[00:10:53.500 --> 00:10:55.500]  你厲害很多
[00:10:55.500 --> 00:10:57.500]  為什麼厲害很多呢
[00:10:57.500 --> 00:10:59.500]  就是因為現在你有手機
[00:10:59.500 --> 00:11:01.500]  你有手機
[00:11:01.500 --> 00:11:03.500]  以前你做團契呢
[00:11:03.500 --> 00:11:05.500]  你要開會呢
[00:11:05.500 --> 00:11:07.500]  你要寄封信給人呢
[00:11:07.500 --> 00:11:09.500]  你要寫納指
[00:11:09.500 --> 00:11:11.500]  然後用郵寄機
[00:11:11.500 --> 00:11:13.500]  然後印出來
[00:11:13.500 --> 00:11:15.500]  然後就分紙 吸印
[00:11:15.500 --> 00:11:17.500]  然後就放在每個信封
[00:11:17.500 --> 00:11:19.500]  然後去郵局買郵票
[00:11:19.500 --> 00:11:21.500]  唸了 然後再寫信封
[00:11:21.500 --> 00:11:23.500]  然後寄
[00:11:23.500 --> 00:11:25.500]  現在不是喔
[00:11:25.500 --> 00:11:27.500]  現在你用手寫 寫在那裡
[00:11:27.500 --> 00:11:29.500]  一按 全部收了喔 手機
[00:11:29.500 --> 00:11:31.500]  那就是現在的人呢
[00:11:31.500 --> 00:11:33.500]  每做一件事呢
[00:11:33.500 --> 00:11:35.500]  都是等於
[00:11:35.500 --> 00:11:37.500]  三十年前的人呢
[00:11:37.500 --> 00:11:39.500]  要用的時間是十倍以上的
[00:11:39.500 --> 00:11:41.500]  所以現在呢
[00:11:41.500 --> 00:11:43.500]  你可以說呢
[00:11:43.500 --> 00:11:45.500]  你活一年呢
[00:11:45.500 --> 00:11:47.500]  是等於以前的人活三十年
[00:11:47.500 --> 00:11:49.500]  所以你很活該的
[00:11:49.500 --> 00:11:51.500]  就是說呢
[00:11:51.500 --> 00:11:53.500]  你現在
[00:11:53.500 --> 00:11:55.500]  你四十歲呢
[00:11:55.500 --> 00:11:57.500]  其實呢 你是以前的人
[00:11:57.500 --> 00:11:59.500]  已經是一千歲了
[00:11:59.500 --> 00:12:01.500]  速度是很快的
[00:12:01.500 --> 00:12:03.500]  你那個WhatsApp呢 可以一百個人收的
[00:12:03.500 --> 00:12:05.500]  以前打一百個電話
[00:12:05.500 --> 00:12:07.500]  打到第二十個 已經沒有力氣了
[00:12:07.500 --> 00:12:09.500]  現在是不用的了
[00:12:09.500 --> 00:12:11.500]  寫幾行字一按 嘩 全世界都收到了
[00:12:11.500 --> 00:12:13.500]  那個速度是很快的
[00:12:13.500 --> 00:12:15.500]  上課是不用的
[00:12:15.500 --> 00:12:17.500]  你在手機上看YouTube
[00:12:17.500 --> 00:12:19.500]  看到美國說什麼 加拿大什麼
[00:12:19.500 --> 00:12:21.500]  你全部都看了 是很快的
[00:12:21.500 --> 00:12:23.500]  你坐車都可以上課的
[00:12:23.500 --> 00:12:25.500]  你可以看手機去上課
[00:12:25.500 --> 00:12:27.500]  就是說呢
[00:12:27.500 --> 00:12:29.500]  一個方便
[00:12:29.500 --> 00:12:31.500]  但是這樣 你透支都很可怕
[00:12:31.500 --> 00:12:33.500]  你基本上
[00:12:33.500 --> 00:12:35.500]  沒辦法放假 天腳底你老闆都找到你在哪裡
[00:12:35.500 --> 00:12:37.500]  他已經一個消息
[00:12:37.500 --> 00:12:39.500]  告訴你 明天回來
[00:12:39.500 --> 00:12:41.500]  你假裝不知道 他說我看到你收到了
[00:12:41.500 --> 00:12:43.500]  馬上查到你
[00:12:43.500 --> 00:12:45.500]  嘩 半夜
[00:12:45.500 --> 00:12:47.500]  他又查到我在哪裡
[00:12:47.500 --> 00:12:49.500]  就是說呢 你想一下
[00:12:49.500 --> 00:12:51.500]  現在我們人的警覺
[00:12:51.500 --> 00:12:53.500]  就是從早到晚
[00:12:53.500 --> 00:12:55.500]  這個世界誰在找我
[00:12:55.500 --> 00:12:57.500]  誰沒回答他
[00:12:57.500 --> 00:12:59.500]  他快到一個地步就是他嫌你慢
[00:12:59.500 --> 00:13:01.500]  因為他現在
[00:13:01.500 --> 00:13:03.500]  這裡是天亮的 你現在是晚上
[00:13:03.500 --> 00:13:05.500]  他現在開工的 你睡覺
[00:13:05.500 --> 00:13:07.500]  是你的事 為什麼你不回答我
[00:13:07.500 --> 00:13:09.500]  我現在天亮的 這樣你都是錯的
[00:13:09.500 --> 00:13:11.500]  所以你說呢
[00:13:11.500 --> 00:13:13.500]  我想現在當你的級數
[00:13:13.500 --> 00:13:15.500]  越升得高
[00:13:15.500 --> 00:13:17.500]  你要負的責任
[00:13:17.500 --> 00:13:19.500]  是跨越很多地域的
[00:13:19.500 --> 00:13:21.500]  你要收到就要收到
[00:13:21.500 --> 00:13:23.500]  人家要你回答的東西
[00:13:23.500 --> 00:13:25.500]  他是罵你不回答
[00:13:25.500 --> 00:13:27.500]  他沒想過你不夠時間回答的
[00:13:27.500 --> 00:13:29.500]  因為你不只是回答他
[00:13:29.500 --> 00:13:31.500]  因為還有幾十人在問你
[00:13:31.500 --> 00:13:33.500]  你要個別回答他個別的東西
[00:13:33.500 --> 00:13:35.500]  嘩 但是你忙成這樣
[00:13:35.500 --> 00:13:37.500]  所以你說現在請一個人
[00:13:37.500 --> 00:13:39.500]  是很划算的
[00:13:39.500 --> 00:13:41.500]  因為那個人隨時是
[00:13:41.500 --> 00:13:43.500]  30年前那個人的10個人的職位
[00:13:43.500 --> 00:13:45.500]  那個人在做的
[00:13:45.500 --> 00:13:47.500]  那你說 那麼划算
[00:13:47.500 --> 00:13:49.500]  不如早點收工吧
[00:13:49.500 --> 00:13:51.500]  那又不是
[00:13:51.500 --> 00:13:53.500]  沒有人讓你收工的
[00:13:53.500 --> 00:13:55.500]  原因就是你開始發現
[00:13:55.500 --> 00:13:57.500]  你剛剛懂得做那件事的時候
[00:13:57.500 --> 00:13:59.500]  又有新的等著你學的
[00:13:59.500 --> 00:14:01.500]  所以你們
[00:14:01.500 --> 00:14:03.500]  看手機的款號
[00:14:03.500 --> 00:14:05.500]  你就知道了 是吧
[00:14:05.500 --> 00:14:07.500]  一看就知道 嘩 你這麼節儉
[00:14:07.500 --> 00:14:09.500]  還有這樣的手機是買不到的
[00:14:09.500 --> 00:14:11.500]  你要發覺到 年年
[00:14:11.500 --> 00:14:13.500]  你要追回現在的水平
[00:14:13.500 --> 00:14:15.500]  的標準
[00:14:15.500 --> 00:14:17.500]  一來要用很多錢 二來
[00:14:17.500 --> 00:14:19.500]  不是錢這麼簡單 是買了之後
[00:14:19.500 --> 00:14:21.500]  要學很多東西才能用到那件事
[00:14:21.500 --> 00:14:23.500]  所以現在的東西
[00:14:23.500 --> 00:14:25.500]  擁有了還要懂得用
[00:14:25.500 --> 00:14:27.500]  所以你都懷疑自己
[00:14:27.500 --> 00:14:29.500]  這個手機其實有八成的
[00:14:29.500 --> 00:14:31.500]  你是不懂得製造什麼的 你都還沒懂
[00:14:31.500 --> 00:14:33.500]  你已經準備又換另一架
[00:14:33.500 --> 00:14:35.500]  你追不上的
[00:14:35.500 --> 00:14:37.500]  你追不上的 那麼等於什麼呢
[00:14:37.500 --> 00:14:39.500]  等於人生呢
[00:14:39.500 --> 00:14:41.500]  已經告訴我們 活在地球的
[00:14:41.500 --> 00:14:43.500]  今天的人呢 其實
[00:14:43.500 --> 00:14:45.500]  你是一個20小時
[00:14:45.500 --> 00:14:47.500]  都在開動的一個人
[00:14:47.500 --> 00:14:49.500]  那你說是不是很辛苦呢
[00:14:49.500 --> 00:14:51.500]  文明帶給我們的代價
[00:14:51.500 --> 00:14:53.500]  就是很辛苦 很辛苦
[00:14:53.500 --> 00:14:55.500]  最慘的辛苦是什麼呢
[00:14:55.500 --> 00:14:57.500]  就是不知道為了什麼
[00:14:57.500 --> 00:14:59.500]  做這麼快其實為了什麼呢 自己都不知道
[00:14:59.500 --> 00:15:01.500]  為什麼 總之不知道為了什麼
[00:15:01.500 --> 00:15:03.500]  做這麼多是為了什麼 都還沒想好
[00:15:03.500 --> 00:15:05.500]  為了什麼就做的 所以你可以說
[00:15:05.500 --> 00:15:07.500]  是一個沒有哲學的時代
[00:15:07.500 --> 00:15:09.500]  哲學就是Why 問為什麼
[00:15:09.500 --> 00:15:11.500]  但是現在的東西是沒有人問
[00:15:11.500 --> 00:15:13.500]  為什麼你做了這件事
[00:15:13.500 --> 00:15:15.500]  而是問為什麼你不做
[00:15:15.500 --> 00:15:17.500]  你還沒想好為什麼要做
[00:15:17.500 --> 00:15:19.500]  已經做了很多事了
[00:15:19.500 --> 00:15:21.500]  所以希望你今晚都知道
[00:15:21.500 --> 00:15:23.500]  為什麼來這裡 我沒有啊 被人搬進來
[00:15:23.500 --> 00:15:25.500]  就是你都發覺
[00:15:25.500 --> 00:15:27.500]  你都還沒想好為什麼 已經散會了
[00:15:27.500 --> 00:15:29.500]  你那些做人
[00:15:29.500 --> 00:15:33.500]  好像以前的價值的追尋呢
[00:15:33.500 --> 00:15:35.500]  很多人是忽略了的
[00:15:35.500 --> 00:15:37.500]  很明顯的 我舉個例子給你聽
[00:15:37.500 --> 00:15:39.500]  這個例子我想你會遇到
[00:15:39.500 --> 00:15:41.500]  一個男孩在教會
[00:15:41.500 --> 00:15:43.500]  考完了中六
[00:15:43.500 --> 00:15:45.500]  考了中六之後
[00:15:45.500 --> 00:15:47.500]  他的放榜成績
[00:15:47.500 --> 00:15:49.500]  進不了大學
[00:15:49.500 --> 00:15:51.500]  進不了不奇怪
[00:15:51.500 --> 00:15:53.500]  進大學都是
[00:15:53.500 --> 00:15:55.500]  三個只有一個進了 進不了
[00:15:55.500 --> 00:15:57.500]  於是他跟媽媽說
[00:15:57.500 --> 00:15:59.500]  我出去找工作
[00:15:59.500 --> 00:16:01.500]  這個媽媽很麻煩
[00:16:01.500 --> 00:16:03.500]  被那些教友圍著他
[00:16:03.500 --> 00:16:05.500]  為什麼你這麼陰公啊
[00:16:05.500 --> 00:16:07.500]  這麼小
[00:16:07.500 --> 00:16:09.500]  就要他出去工作
[00:16:09.500 --> 00:16:11.500]  有很多副學士
[00:16:11.500 --> 00:16:13.500]  有很多是讀的
[00:16:13.500 --> 00:16:15.500]  為什麼你不去讀呢
[00:16:15.500 --> 00:16:17.500]  為什麼你不去讀呢
[00:16:17.500 --> 00:16:19.500]  媽媽說我兒子想工作
[00:16:19.500 --> 00:16:21.500]  他沒興趣讀書
[00:16:21.500 --> 00:16:23.500]  你不要害死他 他日後長大
[00:16:23.500 --> 00:16:25.500]  人家說你為什麼讀這麼少書
[00:16:25.500 --> 00:16:27.500]  就是當日
[00:16:27.500 --> 00:16:29.500]  你沒有截住他
[00:16:29.500 --> 00:16:31.500]  你讓他出去工作
[00:16:31.500 --> 00:16:33.500]  媽媽哭哭啼啼來找我
[00:16:33.500 --> 00:16:35.500]  我做錯了什麼呢
[00:16:35.500 --> 00:16:37.500]  那些教友說
[00:16:37.500 --> 00:16:39.500]  你顧著啊
[00:16:39.500 --> 00:16:41.500]  你顧著啊
[00:16:41.500 --> 00:16:43.500]  日後什麼都要你負這個責任
[00:16:43.500 --> 00:16:45.500]  原來那些教友
[00:16:45.500 --> 00:16:47.500]  個個在考不上大學的時候
[00:16:47.500 --> 00:16:49.500]  有錢就去外國讀
[00:16:49.500 --> 00:16:51.500]  沒錢就找副學士
[00:16:51.500 --> 00:16:53.500]  總而言之找個地方可以收學費的
[00:16:53.500 --> 00:16:55.500]  就推進去裡面
[00:16:55.500 --> 00:16:57.500]  推來做什麼呢
[00:16:57.500 --> 00:16:59.500]  都不知道為什麼
[00:16:59.500 --> 00:17:01.500]  讀那科是做什麼
[00:17:01.500 --> 00:17:03.500]  不知道 收啊 收當然是先進去
[00:17:03.500 --> 00:17:05.500]  進了大學
[00:17:05.500 --> 00:17:07.500]  那些人都說
[00:17:07.500 --> 00:17:09.500]  那科是很難進的
[00:17:09.500 --> 00:17:11.500]  所以我進了另一科
[00:17:11.500 --> 00:17:13.500]  為什麼你讀那科
[00:17:13.500 --> 00:17:15.500]  讀就讀吧
[00:17:15.500 --> 00:17:17.500]  我進了才說
