
[00:00:00.000 --> 00:00:07.000]  我們今晚進入啟示錄第九章
[00:04:27.500 --> 00:04:32.500]  就由這個賈和平開始白馬有弓武戰那個
[00:04:32.500 --> 00:04:35.500]  然後到第二匹馬就是紅馬就是戰爭
[00:04:35.500 --> 00:04:40.500]  然後到饑荒然後到死亡
[00:04:40.500 --> 00:04:44.500]  這些災難就由四個印
[00:04:44.500 --> 00:04:48.500]  主耶穌打開書卷的印由那裡開始
[00:04:48.500 --> 00:04:54.500]  我相信開頭這幾個印的時間性
[00:04:54.500 --> 00:04:56.500]  就是第一匹馬是先的
[00:04:56.500 --> 00:04:59.500]  這些災難一定是那匹白馬先的
[00:04:59.500 --> 00:05:01.500]  不會說一起出來
[00:05:01.500 --> 00:05:04.500]  也不會說紅馬先過白馬
[00:05:04.500 --> 00:05:08.500]  很明顯是白馬就是迪基督
[00:05:08.500 --> 00:05:12.500]  為世界帶來假和平開始
[00:05:12.500 --> 00:05:16.500]  欺騙世人建立他自己的威信
[00:05:16.500 --> 00:05:22.500]  讓世人不會因為基督徒全部不在而震驚
[00:05:22.500 --> 00:05:26.500]  但是這個賈和平很快就被那匹紅馬代替了
[00:05:26.500 --> 00:05:31.500]  所以我相信第一匹和第二匹馬應該是先後
[00:05:31.500 --> 00:05:35.500]  而且所有的災難是由這兩匹馬開始的
[00:05:35.500 --> 00:05:41.500]  再下去戰爭、饑荒、死亡
[00:05:41.500 --> 00:05:46.500]  到前一次我們看第六個印
[00:05:46.500 --> 00:05:54.500]  第五個印就是受迫害的那些殉道者的靈魂在祭壇底下呼叫
[00:05:54.500 --> 00:06:00.500]  然後第六個印災就已經是很驚天動地了
[00:06:00.500 --> 00:06:02.500]  地大震動
[00:06:02.500 --> 00:06:04.500]  白天又變黑了
[00:06:04.500 --> 00:06:06.500]  月亮又變紅了
[00:06:06.500 --> 00:06:09.500]  天上的星辰也懦弱了
[00:06:09.500 --> 00:06:11.500]  已經開始很嚴重了
[00:06:11.500 --> 00:06:20.500]  我相信三四五六和後面的豪災很可能會同時出現
[00:06:20.500 --> 00:06:24.500]  即使它先出現了
[00:06:24.500 --> 00:06:28.500]  但它一直還在不是說它完了才到下一個
[00:06:28.500 --> 00:06:34.500]  有可能下面十幾個災會同時打擊地上的
[00:06:34.500 --> 00:06:37.500]  除了第一個災不會再回來
[00:06:37.500 --> 00:06:40.500]  即是七年不會再有假的和平
[00:06:40.500 --> 00:06:45.500]  但其他的災就算它是一個一個出現
[00:06:45.500 --> 00:06:49.500]  出現了之後前面那些可能還存在
[00:06:49.500 --> 00:06:51.500]  即是重疊上去的
[00:06:51.500 --> 00:06:56.500]  重疊就變成地上的災就很重要了
[00:06:56.500 --> 00:07:00.500]  我們去到第七個印災
[00:07:00.500 --> 00:07:03.500]  我們就知道這個印災是什麼了
[00:07:03.500 --> 00:07:07.500]  這個印災就是帶來七個豪的災
[00:07:07.500 --> 00:07:11.500]  第七個印的災裡面包含了七個豪的災
[00:07:11.500 --> 00:07:15.500]  而七個豪的災我們去到第八章
[00:07:15.500 --> 00:07:18.500]  上一次我們看第八章
[00:07:18.500 --> 00:07:24.500]  第一個天使吹起豪的波和火就掉在地上
[00:07:24.500 --> 00:07:29.500]  地就三分之一沒了 樹三分之一沒了
[00:07:29.500 --> 00:07:31.500]  所有的草地都燒了
[00:07:31.500 --> 00:07:34.500]  這個是對著地的災
[00:07:34.500 --> 00:07:39.500]  第二個災就是火燒著的大山掉到海裡
[00:07:39.500 --> 00:07:41.500]  是對著海的就坐
[00:07:41.500 --> 00:07:51.500]  第三個災就是火從天上掉到江河那裡
[00:07:51.500 --> 00:07:54.500]  這個是對淡水的災
[00:07:54.500 --> 00:07:58.500]  我們上次有說過這個陰塵
[00:07:58.500 --> 00:08:02.500]  第四個災就是日頭的三分之一月亮的三分之一
[00:08:02.500 --> 00:08:04.500]  這個災就去到天上的災
[00:08:04.500 --> 00:08:11.500]  是打擊天 打擊完地 打擊完海 打擊完淡水源
[00:08:11.500 --> 00:08:13.500]  現在打擊天第四個災
[00:08:13.500 --> 00:08:19.500]  然後第五第六個災一直下去
[00:08:19.500 --> 00:08:22.500]  就是我們今晚要看的第五和第六個災
[00:08:22.500 --> 00:08:24.500]  記載在第九章
[00:08:24.500 --> 00:08:31.500]  然後第七個災要去到第十一章第十五節
[00:08:31.500 --> 00:08:34.500]  中間也是有一點點休息的時間
[00:08:34.500 --> 00:08:39.500]  就好像之前的印災去到第七個印的時候
[00:08:39.500 --> 00:08:45.500]  是停下來要按立那十四萬四千個宣教士
[00:08:45.500 --> 00:08:51.500]  然後到第六個災之後
[00:08:51.500 --> 00:08:53.500]  也是稍微停頓了一下
[00:08:53.500 --> 00:08:58.500]  然後到第十一章才吹起第七個災
[00:08:58.500 --> 00:09:02.500]  原來裡面就是那七個滿災
[00:09:02.500 --> 00:09:05.500]  在我這個表那裡大家可以看到
[00:09:05.500 --> 00:09:07.500]  一直這樣下去
[00:09:07.500 --> 00:09:11.500]  然後去到現在肯定已經在一七之半
[00:09:11.500 --> 00:09:13.500]  就是後面的三年半
[00:09:13.500 --> 00:09:16.500]  前面的災特別是那四匹馬
[00:09:16.500 --> 00:09:19.500]  應該在前面的三年半
[00:09:19.500 --> 00:09:22.500]  但我自己覺得到了第五個災
[00:09:22.500 --> 00:09:27.500]  有很多殉道者的靈魂
[00:09:27.500 --> 00:09:33.500]  基督徒被迫害那裡已經是很接近一七之半了
[00:09:33.500 --> 00:09:35.500]  因為迪基督在那裡反面
[00:09:35.500 --> 00:09:41.500]  在前面他還好像擺出一個皇平之君的樣子
[00:09:41.500 --> 00:09:43.500]  假扮基督
[00:09:43.500 --> 00:09:48.500]  你說這些災到底在七年裡面
[00:09:48.500 --> 00:09:51.500]  是哪一個時候開始出現呢?
[00:09:51.500 --> 00:09:55.500]  我只能夠用這樣的方式將它列出來
[00:09:55.500 --> 00:09:57.500]  估計它大概是什麼時候出現
[00:09:57.500 --> 00:09:59.500]  但請你記住它出現之後
[00:09:59.500 --> 00:10:01.500]  是會繼續重複的
[00:10:01.500 --> 00:10:02.500]  一直重複
[00:10:02.500 --> 00:10:05.500]  所以到了一七之半的後期
[00:10:05.500 --> 00:10:09.500]  你前面的災全部一起出現
[00:10:09.500 --> 00:10:12.500]  又打擊天又打擊地
[00:10:12.500 --> 00:10:16.500]  還有今晚我們第六號的災
[00:10:16.500 --> 00:10:19.500]  我可以叫它做邪靈之災
[00:10:19.500 --> 00:10:23.500]  又將這些災難提到一個新的層次
[00:10:23.500 --> 00:10:26.500]  不單止是天象的改變
[00:10:26.500 --> 00:10:27.500]  地上的改變
[00:10:27.500 --> 00:10:30.500]  現在是有邪靈的參與
[00:10:30.500 --> 00:10:32.500]  即是魔鬼直接參與的
[00:10:32.500 --> 00:10:36.500]  然後到七碗之災
[00:10:36.500 --> 00:10:38.500]  我順便一提
[00:10:38.500 --> 00:10:41.500]  如果你留心看七個號的災
[00:10:41.500 --> 00:10:43.500]  和七個碗的災
[00:10:43.500 --> 00:10:45.500]  我們會到第十六章的時候
[00:10:45.500 --> 00:10:48.500]  會說那七個碗的災
[00:10:48.500 --> 00:10:52.500]  是那些號的災和碗的災
[00:10:52.500 --> 00:10:55.500]  似乎是有連貫性的
[00:10:55.500 --> 00:10:58.500]  即是第一個號和第一個碗
[00:10:58.500 --> 00:11:00.500]  第二個號和第二個碗
[00:11:00.500 --> 00:11:02.500]  似乎是有關連的
[00:11:02.500 --> 00:11:04.500]  即是有些解經家
[00:11:04.500 --> 00:11:06.500]  是說當第一個號出現的時候
[00:11:06.500 --> 00:11:09.500]  第一個碗的災也是同時間出現的
[00:11:09.500 --> 00:11:12.500]  即是不是排在號之後
[00:11:12.500 --> 00:11:13.500]  但我就覺得
[00:11:13.500 --> 00:11:15.500]  似乎是啟示告訴我們
[00:11:15.500 --> 00:11:18.500]  是到了第七個號吹響的時候
[00:11:18.500 --> 00:11:20.500]  然後碗災才出現的
[00:11:20.500 --> 00:11:24.500]  所以我想都有一個先後的次序
[00:11:24.500 --> 00:11:26.500]  但是到碗災出現的時候
[00:11:26.500 --> 00:11:29.500]  那些號災仍然還存在的
[00:11:29.500 --> 00:11:32.500]  即是全部是double up triple up
[00:11:32.500 --> 00:11:34.500]  到了後期的時候
[00:11:34.500 --> 00:11:37.500]  地上的災是厲害到
[00:11:37.500 --> 00:11:38.500]  主耶穌也說
[00:11:38.500 --> 00:11:41.500]  前所未有 以後也未有
[00:11:41.500 --> 00:11:44.500]  如果不是為了選民的緣故
[00:11:44.500 --> 00:11:47.500]  將它縮短為三年半
[00:11:47.500 --> 00:11:49.500]  是沒有一個人能夠生存的
[00:11:49.500 --> 00:11:52.500]  這個災是前所未有這麼厲害的
[00:11:52.500 --> 00:11:55.500]  然後到了第七個災
[00:11:55.500 --> 00:11:57.500]  到了尾段的時候
[00:11:57.500 --> 00:12:00.500]  上面那裡就說主再回來
[00:12:00.500 --> 00:12:01.500]  主再回來
[00:12:01.500 --> 00:12:04.500]  那是啟示19章
[00:12:04.500 --> 00:12:07.500]  11至14節主耶穌再回來
[00:12:07.500 --> 00:12:11.500]  主耶穌回來是帶著我們回來的
[00:12:11.500 --> 00:12:14.500]  不是只有祂一個人回來的
[00:12:14.500 --> 00:12:16.500]  如果說災後被提那些
[00:12:16.500 --> 00:12:19.500]  就是在大災難尾段的時候
[00:12:19.500 --> 00:12:22.500]  被提上去跟著主耶穌回來
[00:12:22.500 --> 00:12:24.500]  我們又跟著祂回來
[00:12:24.500 --> 00:12:26.500]  這個就是我那天說的
[00:12:26.500 --> 00:12:28.500]  這個好像過山車一樣
[00:12:28.500 --> 00:12:31.500]  這樣下去似乎不是很合理
[00:12:31.500 --> 00:12:34.500]  災中被提就說那個大災難
[00:12:34.500 --> 00:12:36.500]  真正是災中才開始
[00:12:36.500 --> 00:12:38.500]  但是如果我們說這個大災難
[00:12:38.500 --> 00:12:40.500]  是整整七年
[00:12:40.500 --> 00:12:42.500]  由開頭假和平開始
[00:12:42.500 --> 00:12:44.500]  已經是這個災難開始
[00:12:44.500 --> 00:12:49.500]  那我們被提就應該是在這些災難之前
[00:12:49.500 --> 00:12:51.500]  主耶穌回來
[00:12:51.500 --> 00:12:53.500]  這些災難就停止了
[00:12:53.500 --> 00:12:57.500]  然後地上將會進入千禧年的角度
[00:12:57.500 --> 00:13:03.500]  這個角度在啟示錄20章說得非常清楚
[00:13:03.500 --> 00:13:08.500]  我希望這個圖幫大家重溫
[00:13:08.500 --> 00:13:11.500]  我們一直在說這些災的時候
[00:13:11.500 --> 00:13:14.500]  到底那個時間表是怎麼樣
[00:13:14.500 --> 00:13:16.500]  現在讓我出來
[00:13:16.500 --> 00:13:19.500]  我們開始來看第九章
[00:13:19.500 --> 00:13:23.500]  第九章叫做邪靈之災
[00:13:23.500 --> 00:13:27.500]  前面的災是天災
[00:13:27.500 --> 00:13:29.500]  也是人禍
[00:13:29.500 --> 00:13:32.500]  但是現在邪靈加入
[00:13:32.500 --> 00:13:35.500]  所以在第八章尾那裡
[00:13:35.500 --> 00:13:37.500]  那隻好像鷹一樣的天使
[00:13:37.500 --> 00:13:40.500]  宣告三個禍災
[00:13:40.500 --> 00:13:44.500]  這三個禍災就是第五第六和第七個禍
[00:13:44.500 --> 00:13:46.500]  如果天使都說禍災
[00:13:46.500 --> 00:13:49.500]  那麼這些災就真的很厲害了
[00:13:49.500 --> 00:13:52.500]  我們今晚開始看第五個災
[00:13:52.500 --> 00:13:58.500]  第五個災在我這裡說叫做無底坑上來的蝗蟲
[00:13:58.500 --> 00:14:00.500]  這些是來自無底坑
[00:14:00.500 --> 00:14:02.500]  或者我們通常叫做地獄
[00:14:02.500 --> 00:14:07.500]  但是聖經裡面用的字叫做Abyss
[00:14:07.500 --> 00:14:09.500]  是無底坑的意思
[00:14:09.500 --> 00:14:12.500]  第一節說第五位天使吹號
[00:14:12.500 --> 00:14:18.500]  我就看見一個星從天落到地上
[00:14:18.500 --> 00:14:21.500]  有無底坑的約詞賜給他
[00:14:21.500 --> 00:14:25.500]  首先我們來看這個星到底是誰
[00:14:25.500 --> 00:14:27.500]  是什麼東西
[00:14:27.500 --> 00:14:31.500]  很明顯這個星不是指一個天體的星
[00:14:31.500 --> 00:14:35.500]  這個星其實是形容一個
[00:14:35.500 --> 00:14:36.500]  你說人也可以
[00:14:36.500 --> 00:14:38.500]  你說靈體也可以
[00:14:38.500 --> 00:14:39.500]  為什麼呢
[00:14:39.500 --> 00:14:44.500]  因為聖經有說無底坑的約詞是賜給他
[00:14:44.500 --> 00:14:48.500]  我知道中文聖經是用死物的他
[00:14:48.500 --> 00:14:52.500]  但其實原文的他是男性的他
[00:14:52.500 --> 00:14:55.500]  是一個人或者一個靈
[00:14:55.500 --> 00:14:57.500]  是屬於男性的
[00:14:57.500 --> 00:15:00.500]  第二節再一次提這個他
[00:15:00.500 --> 00:15:04.500]  如果有這個他能夠將約詞賜給他
[00:15:04.500 --> 00:15:08.500]  他也能夠用這個約詞開了這個無底坑
[00:15:08.500 --> 00:15:11.500]  這個星就不是一個天體
[00:15:11.500 --> 00:15:13.500]  一個死物的星
[00:15:13.500 --> 00:15:15.500]  這個是一個活體
[00:15:15.500 --> 00:15:19.500]  這個星究竟是誰呢
[00:15:19.500 --> 00:15:24.500]  我在note上有列出解經家
[00:15:24.500 --> 00:15:27.500]  一向有三個可能性
[00:15:27.500 --> 00:15:30.500]  第一個可能性是這個簡直是魔鬼
[00:15:30.500 --> 00:15:32.500]  這個約詞是交給他
[00:15:32.500 --> 00:15:35.500]  由他開了這個無底坑
[00:15:35.500 --> 00:15:38.500]  煙從無底坑冒上來
[00:15:38.500 --> 00:15:40.500]  煙的厲害度
[00:15:40.500 --> 00:15:43.500]  日頭和天空都因煙而熏陰
[00:15:43.500 --> 00:15:48.500]  以前我們難以明白這段經文的景象
[00:15:48.500 --> 00:15:51.500]  但大約半年前大家記不記得
[00:15:51.500 --> 00:15:53.500]  很多山火的時候
[00:15:53.500 --> 00:15:57.500]  煙的厲害度是整個天都黑的
[00:15:57.500 --> 00:15:59.500]  我們就可以稍微明白
[00:15:59.500 --> 00:16:02.500]  這裡揭開無底坑的時候
[00:16:02.500 --> 00:16:08.500]  煙湧上來的天都黑的景象是怎樣的
[00:16:08.500 --> 00:16:12.500]  第一個解釋就是說這個是撒旦
[00:16:12.500 --> 00:16:16.500]  因為撒旦是從天降下來
[00:16:16.500 --> 00:16:20.500]  這個在聖經上有很清楚的記載
[00:16:20.500 --> 00:16:24.500]  我們看以賽亞書第十四章
[00:16:24.500 --> 00:16:26.500]  我給大家的note第二頁
[00:16:26.500 --> 00:16:29.500]  是有說到撒旦墮落的時候
[00:16:29.500 --> 00:16:31.500]  他以前是天使長
[00:16:31.500 --> 00:16:32.500]  是Lucifer
[00:16:32.500 --> 00:16:35.500]  他叫明亮之星早晨之子
[00:16:35.500 --> 00:16:38.500]  你何竟從天墜落
[00:16:38.500 --> 00:16:40.500]  你這公敗列國的
[00:16:40.500 --> 00:16:43.500]  何竟被撼倒在地上
[00:16:43.500 --> 00:16:47.500]  你心裡曾說我要升到天上
[00:16:47.500 --> 00:16:49.500]  我要高舉我的寶座
[00:16:49.500 --> 00:16:51.500]  在神眾星之上
[00:16:51.500 --> 00:16:54.500]  即是他驕傲他要比神更勝
[00:16:54.500 --> 00:16:56.500]  我要坐在聚會的山上
[00:16:56.500 --> 00:16:58.500]  在北方的極處
[00:16:58.500 --> 00:17:00.500]  我要升到高雲之上
[00:17:00.500 --> 00:17:02.500]  眾星之上
[00:17:02.500 --> 00:17:06.500]  我要與至上者同等
[00:17:06.500 --> 00:17:08.500]  然而你必墜落陰間
[00:17:08.500 --> 00:17:12.500]  到坑中極深之處
[00:17:12.500 --> 00:17:14.500]  以賽亞書告訴我們
[00:17:14.500 --> 00:17:19.500]  這是創造世界人類之前所發生的事
[00:17:19.500 --> 00:17:21.500]  啟示錄第十二章
[00:17:21.500 --> 00:17:26.500]  亦說將來大雄龍會摔在地上
[00:17:26.500 --> 00:17:28.500]  啟示錄亦有解釋
[00:17:28.500 --> 00:17:31.500]  大龍就是古蛇就是魔鬼
[00:17:31.500 --> 00:17:32.500]  所以我們不用猜
[00:17:32.500 --> 00:17:34.500]  這個魔鬼是迷惑普天下
[00:17:34.500 --> 00:17:37.500]  他被摔在地上
[00:17:37.500 --> 00:17:43.500]  所以似乎這個魔鬼有幾次被摔在地上
[00:17:43.500 --> 00:17:47.500]  我們看到摔在地上是不同的時間
[00:17:47.500 --> 00:17:51.500]  以賽亞書十四章說到
[00:17:51.500 --> 00:17:54.500]  他最初從天使掌的身份墮落
[00:17:54.500 --> 00:17:56.500]  他被摔落在地上
[00:17:56.500 --> 00:17:58.500]  但他摔落在地上
[00:17:58.500 --> 00:18:03.500]  神將地的管治權暫時交給他
[00:18:03.500 --> 00:18:08.500]  但到了啟示錄第十二章
[00:18:08.500 --> 00:18:12.500]  是說到將來的
[00:18:12.500 --> 00:18:14.500]  這個還未出現
[00:18:14.500 --> 00:18:16.500]  但這裡又再說
[00:18:16.500 --> 00:18:21.500]  他成為了紅龍再被神摔落
[00:18:21.500 --> 00:18:25.500]  即是說這個魔鬼第一次被摔落之後
[00:18:25.500 --> 00:18:28.500]  他仍然還能活動
[00:18:28.500 --> 00:18:34.500]  而且似乎他活動的範圍不單止包括在地上
[00:18:34.500 --> 00:18:36.500]  地上當然他在活動
[00:18:36.500 --> 00:18:38.500]  他是地上的王
[00:18:38.500 --> 00:18:43.500]  但我們看到他可以回到天上
[00:18:43.500 --> 00:18:46.500]  神讓他回到天上
[00:18:46.500 --> 00:18:47.500]  為甚麼我們知道呢
[00:18:47.500 --> 00:18:50.500]  因為他在天上做甚麼呢
[00:18:50.500 --> 00:18:54.500]  他在天上控訴我們
[00:18:54.500 --> 00:19:01.500]  我下面第二頁有說約伯記第38章第七節
[00:19:01.500 --> 00:19:12.500]  約伯記第一章有說他來到神面前控訴
[00:19:12.500 --> 00:19:16.500]  今日他仍然在神面前控訴我們
[00:19:16.500 --> 00:19:20.500]  即是魔鬼今日仍然還可以自由出入
[00:19:20.500 --> 00:19:23.500]  不讓他和跟著他墮落的天使
[00:19:23.500 --> 00:19:29.500]  即是邪靈今日有活動的空間
[00:19:29.500 --> 00:19:34.500]  為甚麼我們好像看不到撒旦和邪靈呢
[00:19:34.500 --> 00:19:39.500]  其實撒旦和邪靈是真實存在這個社會
[00:19:39.500 --> 00:19:42.500]  但你和我都很少見到他
[00:19:42.500 --> 00:19:48.500]  我相信是神現在抑制著他的工作
[00:19:48.500 --> 00:19:51.500]  不讓他這麼容易侵害
[00:19:51.500 --> 00:19:54.500]  特別是我們這些屬於神的人
[00:19:54.500 --> 00:19:56.500]  神是保護我們的
[00:19:56.500 --> 00:19:58.500]  所以我們一般來說
[00:19:58.500 --> 00:20:00.500]  我們很少
[00:20:00.500 --> 00:20:02.500]  我不知道大家有沒有經驗過
[00:20:02.500 --> 00:20:04.500]  被邪靈所害
[00:20:04.500 --> 00:20:09.500]  在地上有些人特別對邪靈敏感
[00:20:09.500 --> 00:20:11.500]  甚至會看到
[00:20:11.500 --> 00:20:14.500]  甚至會被邪靈困擾
[00:20:14.500 --> 00:20:16.500]  被鬼附的
[00:20:16.500 --> 00:20:18.500]  被趕鬼的
[00:20:18.500 --> 00:20:20.500]  我相信大家都聽到
[00:20:20.500 --> 00:20:22.500]  但為甚麼基督徒當中你和我
[00:20:22.500 --> 00:20:24.500]  我沒有見過邪靈
[00:20:24.500 --> 00:20:27.500]  我最接近邪靈的一次
[00:20:27.500 --> 00:20:30.500]  就是在香港街道上
[00:20:30.500 --> 00:20:33.500]  有一個看相佬追著我
[00:20:33.500 --> 00:20:39.500]  說我一眼見到你是一個媽媽生一個媽媽養的
[00:20:39.500 --> 00:20:41.500]  這個被他講出事實
[00:20:41.500 --> 00:20:43.500]  這個人是鬼附的
[00:20:43.500 --> 00:20:45.500]  他講出我的過去
[00:20:45.500 --> 00:20:47.500]  很少人知道
[00:20:47.500 --> 00:20:48.500]  我很害怕
[00:20:48.500 --> 00:20:50.500]  那時我立即離開
[00:20:50.500 --> 00:20:52.500]  但我也認識一位朋友
[00:20:52.500 --> 00:20:56.500]  念佛念到開天眼
[00:20:56.500 --> 00:21:00.500]  即是他看到靈界的東西
[00:21:00.500 --> 00:21:02.500]  我和他傳福音的時候
[00:21:02.500 --> 00:21:04.500]  他說我不能信主
[00:21:04.500 --> 00:21:07.500]  因為我是被鬼附著的
[00:21:07.500 --> 00:21:09.500]  他很坦白和我說
[00:21:09.500 --> 00:21:12.500]  但我們一般基督徒很少這樣的經驗
[00:21:12.500 --> 00:21:16.500]  因為我們受到聖靈的保護
[00:21:16.500 --> 00:21:18.500]  你和我是不容易
[00:21:18.500 --> 00:21:20.500]  鬼魔侵犯我們
[00:21:20.500 --> 00:21:24.500]  但如果那些人是占卜、問米
[00:21:24.500 --> 00:21:26.500]  特別是玩碟仙
[00:21:26.500 --> 00:21:30.500]  那些接觸靈界的
[00:21:30.500 --> 00:21:33.500]  他很容易被邪靈所附
[00:21:33.500 --> 00:21:40.500]  今晚我們要看將來邪靈會出動
[00:21:40.500 --> 00:21:42.500]  那時邪靈很活躍
[00:21:42.500 --> 00:21:45.500]  甚至地上的人會看到
[00:21:45.500 --> 00:21:48.500]  我們來看看他如何表現出來
[00:21:48.500 --> 00:21:51.500]  這裡說魔鬼
[00:21:51.500 --> 00:21:54.500]  我相信這是魔鬼
[00:21:54.500 --> 00:21:56.500]  這個無底坑的弱士給了他
[00:21:56.500 --> 00:21:58.500]  他要開這個無底坑
[00:21:58.500 --> 00:22:00.500]  這是神的命令
[00:22:00.500 --> 00:22:01.500]  他不開也不行
[00:22:01.500 --> 00:22:04.500]  他不可以帶著鑰匙走出去
[00:22:04.500 --> 00:22:07.500]  開了這個無底坑除了有煙出來之外
[00:22:07.500 --> 00:22:10.500]  是有蝗蟲從煙中出來
[00:22:10.500 --> 00:22:14.500]  飛到地上有能力賜給他們
[00:22:14.500 --> 00:22:17.500]  好像地上蠍子的能力一樣
[00:22:17.500 --> 00:22:20.500]  蠍子有毒的
[00:22:20.500 --> 00:22:22.500]  如果被蠍子咬到
[00:22:22.500 --> 00:22:23.500]  身體會中毒
[00:22:23.500 --> 00:22:25.500]  會很痛苦
[00:22:25.500 --> 00:22:28.500]  這些蝗蟲是否真的蝗蟲呢?
[00:22:28.500 --> 00:22:30.500]  這裡說有蝗蟲出來
