
[00:00:00.000 --> 00:00:13.000]  今天我們會回來彈耳書看善用神賜予的智慧與能力
[00:04:45.000 --> 00:04:50.000]  準備踏出門口的時候,經過老闆的門口,老闆就問我做什麼
[00:04:50.000 --> 00:04:53.000]  我說我做什麼,就說下班,五點了
[00:04:53.000 --> 00:05:00.000]  我問為什麼要走,他說我做完了,我的同事還沒做完那部分,我要等他們做才行
[00:05:00.000 --> 00:05:05.000]  他說不是,你要坐在這裏,我坐在這裏?坐到幾點?
[00:05:05.000 --> 00:05:11.000]  他說坐到他們做完為止,我說不是吧,坐到他們做完?
[00:05:11.000 --> 00:05:17.000]  他們好像,你們知道我見到他們的工作態度十分不積極
[00:05:17.000 --> 00:05:23.000]  我說他們又在吃東西,好像去旅行的感覺
[00:05:23.000 --> 00:05:29.000]  我說等他們做完我就不用走了,坐在這裏,我說那要談OT了
[00:05:29.000 --> 00:05:36.000]  結局我記得那時候我第一份工作,那份OT的工資是比我正薪的
[00:05:36.000 --> 00:05:43.000]  你可以想一下多恐怖,但OT不是給雙倍工資,不是給一倍,是一樣的
[00:05:43.000 --> 00:05:47.000]  所以等於要上班八個小時,就變成上班十六個小時
[00:05:47.000 --> 00:05:53.000]  在這樣的情況下,你有什麼投訴呢?因為你做完這份工作就要在這裏等
[00:05:53.000 --> 00:05:58.000]  當然我不投訴,因為我媽媽投訴,經常不見兒子
[00:05:58.000 --> 00:06:02.000]  早上七點上班,晚上一點才見到他深夜回來
[00:06:02.000 --> 00:06:05.000]  睡不夠一會就說要開工了
[00:06:05.000 --> 00:06:12.000]  很多信徒在這樣的情況下,又說跟祈禱有關,上帝給了他一份工作
[00:06:12.000 --> 00:06:19.000]  然後結局得到這份工作,又說感謝主,到真的有得做的時候,因為信份工難做
[00:06:19.000 --> 00:06:24.000]  然後就說我很討厭老闆,我不想做,我就想過來看看
[00:06:24.000 --> 00:06:28.000]  究竟我們信徒是不是真的感謝主呢?
[00:06:28.000 --> 00:06:35.000]  還有一樣東西就是,當我們得到一些好處的時候就感謝主
[00:06:35.000 --> 00:06:38.000]  就是上帝工作,要Hallelujah
[00:06:38.000 --> 00:06:44.000]  但如果我們做到這份工作不喜歡的時候,是不是就等於上帝沒有祝福呢?
[00:06:44.000 --> 00:06:51.000]  這種見證,我們發現很多時候在教會裏面很多信徒
[00:06:51.000 --> 00:06:55.000]  也都成為教會很多時候好像是事工的主導
[00:06:55.000 --> 00:07:07.000]  我相信日子不容易過了,無論是選了哪一個做我們國家新主,新執事的人
[00:07:07.000 --> 00:07:12.000]  但全世界的經濟很明顯一定是不容易過
[00:07:12.000 --> 00:07:19.000]  我們信徒很多時候看到上帝給了一份祝福給我們之後
[00:07:19.000 --> 00:07:23.000]  但我們是不是真的覺得那份是上帝的祝福呢?
[00:07:23.000 --> 00:07:31.000]  還是你只不過是見到一步走一步,但過了橋之後就同神過橋抽板呢?
[00:07:31.000 --> 00:07:36.000]  這個就是今天我們去看看,透過但爾利書這段聖經
[00:07:36.000 --> 00:07:41.000]  我們看看但爾利與他幾個朋友,總共四個人
[00:07:41.000 --> 00:07:47.000]  他們是怎樣去善用上帝給他們的智慧和能力
[00:07:47.000 --> 00:07:52.000]  我先預告給你們聽,他們的經歷不容易
[00:07:52.000 --> 00:07:56.000]  但他們的經歷決定為什麼仍然去做呢?
[00:07:56.000 --> 00:07:59.000]  是值得我們去學的,所以我們一起去看看
[00:07:59.000 --> 00:08:05.000]  但爾利書第二章第十四至第二十三節的部分
[00:08:05.000 --> 00:08:11.000]  去看看但爾利這次的侍奉,包括他三個朋友
[00:08:11.000 --> 00:08:18.000]  看看他們是怎樣在一個完全已經不在他們掌握的世界或環境裡
[00:08:18.000 --> 00:08:25.000]  仍然毫無保留地毀身,善用上帝給他們的智慧和能力
[00:08:25.000 --> 00:08:29.000]  然後再一個在生活上的侍奉
[00:08:29.000 --> 00:08:33.000]  這個是今天我們一起去看的這段聖經的主旨
[00:08:33.000 --> 00:08:39.000]  所以如果你有聖經的話,請大家一起打開但爾利書第二章第十四至第二十三節
[00:08:39.000 --> 00:08:42.000]  一起再次讀一下這段聖經
[00:08:42.000 --> 00:08:45.000]  因為這段聖經始熟又不是很熟
[00:08:45.000 --> 00:08:48.000]  我們很多時候以為自己很熟悉一些經文
[00:08:48.000 --> 00:08:52.000]  但其實細節我們跳得很厲害
[00:08:52.000 --> 00:08:57.000]  我們一起去打開這段聖經,一起去看看這段聖經說什麼
[00:08:57.000 --> 00:09:03.000]  請大家打開但爾利書第二章十四至第二十三節
[00:09:03.000 --> 00:09:10.000]  有個備註,你們會留意到我的段落的分段和你們的和合本是完全不同的
[00:09:10.000 --> 00:09:15.000]  很多時候,因為我是跟原文聖經去做一個分段
[00:09:15.000 --> 00:09:17.000]  所以請大家留意
[00:09:17.000 --> 00:09:22.000]  打開之後我們一起讀,但爾利書第二章第十四節
[00:09:22.000 --> 00:09:29.000]  「王的護衛長阿略出來要殺巴比倫的哲士
[00:09:29.000 --> 00:09:32.000]  但爾利就用軟言回答他
[00:09:32.000 --> 00:09:36.000]  向王的護衛長阿略說
[00:09:36.000 --> 00:09:40.000]  王的命令為何這樣緊急呢?
[00:09:40.000 --> 00:09:44.000]  阿略就將情節告訴但爾利
[00:09:44.000 --> 00:09:49.000]  但爾利遂進去求王寬限
[00:09:49.000 --> 00:09:53.000]  就可以將夢的講解告訴王
[00:09:53.000 --> 00:09:57.000]  但爾利回到他的居所
[00:09:57.000 --> 00:10:05.000]  張者是告訴他的同伴哈拿尼亞、米沙利、阿薩尼亞
[00:10:05.000 --> 00:10:09.000]  要他們祈求天上的神斯連敏
[00:10:09.000 --> 00:10:13.000]  張者傲備的是指名
[00:10:13.000 --> 00:10:21.000]  免得但爾利和他的同伴與巴比倫其餘的哲士一同滅亡
[00:10:21.000 --> 00:10:27.000]  這傲備的事就在夜間異象中給但爾利顯明
[00:10:27.000 --> 00:10:31.000]  但爾利便稱頌天上的神
[00:10:31.000 --> 00:10:36.000]  但爾利說:神的名是應當稱頌的
[00:10:36.000 --> 00:10:38.000]  從耿古直到永遠
[00:10:38.000 --> 00:10:43.000]  因為智慧能力都屬乎他
[00:10:43.000 --> 00:10:46.000]  他改變時間、日期
[00:10:46.000 --> 00:10:49.000]  廢王、立王
[00:10:49.000 --> 00:10:52.000]  將智慧賜予智慧人
[00:10:52.000 --> 00:10:55.000]  將知識賜予聰明人
[00:10:55.000 --> 00:10:59.000]  他顯明心傲傲備的是
[00:10:59.000 --> 00:11:01.000]  知道暗中所有的
[00:11:01.000 --> 00:11:04.000]  光明也與他同居
[00:11:04.000 --> 00:11:06.000]  我列祖的神啊
[00:11:06.000 --> 00:11:08.000]  我感謝你
[00:11:08.000 --> 00:11:10.000]  讚美你
[00:11:10.000 --> 00:11:13.000]  因你將智慧才能賜給我
[00:11:13.000 --> 00:11:16.000]  允許我們所求的
[00:11:16.000 --> 00:11:20.000]  打王的事給我們指名
[00:11:20.000 --> 00:11:26.000]  如果大家還回憶在上一堂或上一段經文裡
[00:11:26.000 --> 00:11:30.000]  我們看到有一個這樣的危機事件發生了
[00:11:30.000 --> 00:11:34.000]  巴比倫當時的一些術士
[00:11:34.000 --> 00:11:36.000]  用法術行邪術的
[00:11:36.000 --> 00:11:38.000]  和一群加勒底人
[00:11:38.000 --> 00:11:41.000]  特別是加勒底人請大家圈住這個字
[00:11:41.000 --> 00:11:43.000]  之後我們去到第三章的時候
[00:11:43.000 --> 00:11:45.000]  會更加提到這群人
[00:11:45.000 --> 00:11:48.000]  這群人是一群什麼人呢?
[00:11:48.000 --> 00:11:54.000]  這群人是在利布甲利沙作王的時候
[00:11:54.000 --> 00:11:57.000]  藏身在巴比倫這個國度裡
[00:11:57.000 --> 00:12:02.000]  進行偷呃拐騙的一群術士
[00:12:02.000 --> 00:12:10.000]  他們表現出自己是能夠通曉上帝或各種的神明
[00:12:10.000 --> 00:12:13.000]  而利布甲利沙就在這個時候
[00:12:13.000 --> 00:12:15.000]  發了一個夢
[00:12:15.000 --> 00:12:18.000]  這個夢也是上帝給他發夢之後
[00:12:18.000 --> 00:12:22.000]  成為一個機會給利布甲利沙
[00:12:22.000 --> 00:12:27.000]  去試驗出這群人究竟是真正有沒有這個材料
[00:12:27.000 --> 00:12:32.000]  說到這裡其實只是插句口
[00:12:32.000 --> 00:12:36.000]  基督徒其實也應該有時不斷地去試驗
[00:12:36.000 --> 00:12:40.000]  測驗一下我們自己的靈性是什麼狀態
[00:12:40.000 --> 00:12:43.000]  如果不是我們就以為自己已經得著了
[00:12:43.000 --> 00:12:47.000]  這個利布甲利沙王在這個時候
[00:12:47.000 --> 00:12:50.000]  一試便知他們是龍與鳳
[00:12:50.000 --> 00:12:54.000]  他說我已經發了一大串夢
[00:12:54.000 --> 00:12:56.000]  不過這一大串夢
[00:12:56.000 --> 00:12:59.000]  我忘記了說什麼
[00:12:59.000 --> 00:13:00.000]  其實不是忘記了
[00:13:00.000 --> 00:13:02.000]  是我不告訴你
[00:13:02.000 --> 00:13:05.000]  你要把這個夢告訴我是什麼
[00:13:05.000 --> 00:13:08.000]  解釋這個夢給我是什麼
[00:13:08.000 --> 00:13:09.000]  上文我已經說過
[00:13:09.000 --> 00:13:15.000]  這群哲士和利布甲利沙進行了三輪的討論
[00:13:15.000 --> 00:13:16.000]  在這三輪的討論裡
[00:13:16.000 --> 00:13:19.000]  利布甲利沙王拆穿了他們的真面目
[00:13:19.000 --> 00:13:22.000]  其實根本他們是沒有實力的
[00:13:22.000 --> 00:13:24.000]  他們於是乎怎樣呢
[00:13:24.000 --> 00:13:26.000]  他們一直在拖延
[00:13:26.000 --> 00:13:28.000]  所以利布甲利沙王一眼就看得出
[00:13:28.000 --> 00:13:31.000]  你們這群人在進行拖延
[00:13:31.000 --> 00:13:34.000]  你再不告訴我
[00:13:34.000 --> 00:13:36.000]  你的下場很淒涼
[00:13:36.000 --> 00:13:37.000]  怎樣淒涼
[00:13:37.000 --> 00:13:39.000]  我們上文已經說過了
[00:13:39.000 --> 00:13:40.000]  你會抄家
[00:13:40.000 --> 00:13:42.000]  拿走你所有的財產
[00:13:42.000 --> 00:13:43.000]  不僅如此
[00:13:43.000 --> 00:13:44.000]  你全家人都會死
[00:13:44.000 --> 00:13:49.000]  但是如果你能夠將夢的內容告訴我
[00:13:49.000 --> 00:13:51.000]  也解釋給我聽
[00:13:51.000 --> 00:13:54.000]  那你們就可以得到很多的獎賞
[00:13:54.000 --> 00:13:57.000]  上文我已經說過
[00:13:57.000 --> 00:14:02.000]  為什麼利布甲利沙會有這個膽量
[00:14:02.000 --> 00:14:07.000]  向這群全國被稱之為哲士或者智慧人
[00:14:07.000 --> 00:14:10.000]  去進行這個挑戰呢
[00:14:10.000 --> 00:14:12.000]  我已經說過了
[00:14:12.000 --> 00:14:16.000]  這群人已經是領皇上的俸祿來生活
[00:14:16.000 --> 00:14:18.000]  但是另一件事就是
[00:14:18.000 --> 00:14:22.000]  因為利布甲利沙王得到四個
[00:14:22.000 --> 00:14:27.000]  由猶太人被擄到巴比倫的青年人
[00:14:27.000 --> 00:14:29.000]  一旦被擄了之後
[00:14:29.000 --> 00:14:31.000]  他們就馬上進行了訓練
[00:14:31.000 --> 00:14:34.000]  而在利布甲利沙的訓練過程當中
[00:14:34.000 --> 00:14:36.000]  所安排的人
[00:14:36.000 --> 00:14:40.000]  都留意到這四個年青人是截然不同的
[00:14:40.000 --> 00:14:42.000]  而在第一章裏面
[00:14:42.000 --> 00:14:44.000]  我已經看過利布甲利沙王
[00:14:44.000 --> 00:14:46.000]  也透過他的查冊
[00:14:46.000 --> 00:14:52.000]  認定了這四個年青人是特殊比其他人有智慧
[00:14:52.000 --> 00:14:54.000]  尤其是但爾利
[00:14:54.000 --> 00:14:57.000]  他能夠解釋各樣的異象
[00:14:57.000 --> 00:15:02.000]  是比所有通國的這些哲士高出十倍
[00:15:02.000 --> 00:15:04.000]  十倍我們再說一次
[00:15:04.000 --> 00:15:06.000]  完全是勝過的意思
[00:15:06.000 --> 00:15:11.000]  不過在這段聖經裏面的發展
[00:15:11.000 --> 00:15:13.000]  大家要留意
[00:15:13.000 --> 00:15:17.000]  不是這群年青人已經完全成為了
[00:15:17.000 --> 00:15:21.000]  利布甲利沙王的站立面前的人
[00:15:21.000 --> 00:15:24.000]  因為這段聖經如果我們看回上文所說的
[00:15:24.000 --> 00:15:27.000]  只是進入到第二年的時間
[00:15:27.000 --> 00:15:28.000]  在他們訓練的第二年
[00:15:28.000 --> 00:15:32.000]  甚至進入到第三年的轉折期間
[00:15:32.000 --> 00:15:36.000]  所以這段聖經最有趣的地方就是
[00:15:36.000 --> 00:15:46.000]  為什麼利布甲利沙王後來要被但爾利進入進行虧權
[00:15:46.000 --> 00:15:53.000]  因為他還沒有正式成為站立在王侍奉的其中一個官員
[00:15:53.000 --> 00:15:55.000]  不過他們已經肯定了
[00:15:55.000 --> 00:15:57.000]  從第一章他們會被委派
[00:15:57.000 --> 00:15:59.000]  這群人也看準了
[00:15:59.000 --> 00:16:03.000]  原來王已經看準了這四個人成為他的靠山
[00:16:03.000 --> 00:16:08.000]  所以就可以大師進行doge的過程
[00:16:08.000 --> 00:16:11.000]  淨化政府的運作
[00:16:11.000 --> 00:16:15.000]  不想讓這群人繼續在偷呃拐騙
[00:16:15.000 --> 00:16:17.000]  上一堂講道我們說了
[00:16:17.000 --> 00:16:20.000]  整個教導其實最重要的一個目的是
[00:16:20.000 --> 00:16:25.000]  有時一些困擾困難打擊
[00:16:25.000 --> 00:16:31.000]  其實很可能成為了我們宿命上的反省
[00:16:31.000 --> 00:16:36.000]  和真正面對我們生命的問題的時間
[00:16:36.000 --> 00:16:39.000]  是需要我們去政治的
[00:16:39.000 --> 00:16:42.000]  不要小看上帝給我們一些挑戰
[00:16:42.000 --> 00:16:45.000]  所以有時有些弟兄姊妹
[00:16:45.000 --> 00:16:49.000]  特別是以前我教過一個主要學的
[00:16:49.000 --> 00:16:51.000]  第一堂有很多人來
[00:16:51.000 --> 00:16:54.000]  然後開始弟兄姊妹不來了
[00:16:54.000 --> 00:16:56.000]  我就問他
[00:16:56.000 --> 00:16:57.000]  我通常都會問他
[00:16:57.000 --> 00:16:59.000]  我不會強迫他來
[00:16:59.000 --> 00:17:01.000]  我說為什麼你不來
[00:17:01.000 --> 00:17:03.000]  第一堂你不見了
[00:17:03.000 --> 00:17:05.000]  你為什麼不來
[00:17:05.000 --> 00:17:07.000]  他說不來了牧師
[00:17:07.000 --> 00:17:09.000]  我說什麼原因你不來
[00:17:09.000 --> 00:17:11.000]  是不是睡不著
[00:17:11.000 --> 00:17:13.000]  我要幫你的
[00:17:13.000 --> 00:17:16.000]  叫醒你打電話提醒你
[00:17:16.000 --> 00:17:18.000]  他說不是
[00:17:18.000 --> 00:17:21.000]  我最怕這些主要學就是要做功課
[00:17:21.000 --> 00:17:25.000]  以前我的主要學有很多功課
[00:17:25.000 --> 00:17:30.000]  現在我已經使你們很少功課
[00:17:30.000 --> 00:17:32.000]  現在聽的那些
[00:17:32.000 --> 00:17:36.000]  就算聖經任你問你都要做功課
[00:17:36.000 --> 00:17:38.000]  你想過題目才問我
[00:17:38.000 --> 00:17:42.000]  另一種功課
[00:17:42.000 --> 00:17:45.000]  以前新約蓋南牧師
[00:17:45.000 --> 00:17:48.000]  第一堂要我們默聖經目錄
[00:17:48.000 --> 00:17:50.000]  不是開玩笑的
[00:17:50.000 --> 00:17:52.000]  我已經三十多四十歲了
[00:17:52.000 --> 00:17:54.000]  我怎麼背聖經目錄
[00:17:54.000 --> 00:17:56.000]  那些都小事了
[00:17:56.000 --> 00:18:03.000]  譬如早前的聖地文化主要學
[00:18:03.000 --> 00:18:05.000]  你要出來做presentation
[00:18:05.000 --> 00:18:07.000]  任你選擇的題目
[00:18:07.000 --> 00:18:10.000]  我不想做功課
[00:18:10.000 --> 00:18:15.000]  如果有信徒連做功課這個試驗都沒有
[00:18:15.000 --> 00:18:18.000]  試問將來你去到審判台前
[00:18:18.000 --> 00:18:22.000]  耶穌在門口跟你說的時候
[00:18:22.000 --> 00:18:24.000]  你最少可以告訴他
[00:18:24.000 --> 00:18:28.000]  聖經第一卷書和最後那卷書是哪一兩卷
[00:18:28.000 --> 00:18:30.000]  你能不能說出來
[00:18:30.000 --> 00:18:32.000]  說不出來怎麼讓你進去呢
[00:18:32.000 --> 00:18:37.000]  所以打擊和困擾甚至挑戰
[00:18:37.000 --> 00:18:42.000]  反而給我們在靈性上一個很重要的機會
[00:18:42.000 --> 00:18:44.000]  我們是應該把握的
[00:18:44.000 --> 00:18:48.000]  我們回看今天這段經文
[00:18:48.000 --> 00:18:52.000]  最初第十四節至第十六節
[00:18:52.000 --> 00:18:54.000]  在聖經我們看到
[00:18:54.000 --> 00:18:59.000]  在這個危急存亡的時間
[00:18:59.000 --> 00:19:03.000]  但以你又做些什麼好呢
[00:19:03.000 --> 00:19:05.000]  他怎樣去善用神
[00:19:05.000 --> 00:19:10.000]  給他一個比其他哲士有十倍大的能力
[00:19:10.000 --> 00:19:16.000]  去明白意象這個侍奉的能力
[00:19:16.000 --> 00:19:18.000]  而他怎樣去使用呢
[00:19:18.000 --> 00:19:20.000]  而使用這些能力
[00:19:20.000 --> 00:19:22.000]  他不是濫用的
[00:19:22.000 --> 00:19:24.000]  所以我給個副題
[00:19:24.000 --> 00:19:29.000]  善用神賜智慧的能力不是善用特權
[00:19:29.000 --> 00:19:32.000]  他不是說因為我有這個能力
[00:19:32.000 --> 00:19:36.000]  所以我可以謀求自己一些好處
[00:19:36.000 --> 00:19:37.000]  我們看看他做些什麼
[00:19:37.000 --> 00:19:39.000]  第十四節至第十六節
[00:19:39.000 --> 00:19:40.000]  我再讀多一次
[00:19:40.000 --> 00:19:43.000]  那個王的護衛長亞略出來
[00:19:43.000 --> 00:19:46.000]  原來王有一個護衛長
[00:19:46.000 --> 00:19:47.000]  為什麼要出來
[00:19:47.000 --> 00:19:48.000]  這個亞略是做什麼的
[00:19:48.000 --> 00:19:50.000]  原來上文說到最後
[00:19:50.000 --> 00:19:52.000]  尼泊爾加勒薩王頒佈命令
[00:19:52.000 --> 00:19:58.000]  要將全國所有的這些的哲士
[00:19:58.000 --> 00:20:00.000]  包括剛才所說的術士
[00:20:00.000 --> 00:20:03.000]  法術行邪術和迦勒底人
[00:20:03.000 --> 00:20:05.000]  自己人都不放過
[00:20:05.000 --> 00:20:07.000]  要將他們全部殺死
[00:20:07.000 --> 00:20:12.000]  於是王就找了王的護衛長
[00:20:12.000 --> 00:20:19.000]  就是他們的軍事首長
[00:20:19.000 --> 00:20:25.000]  出來進行殺巴比倫的哲士行動
[00:20:25.000 --> 00:20:33.000]  在這個行動裡流傳給了但爾利
[00:20:33.000 --> 00:20:37.000]  但爾利於是如何呢
[00:20:37.000 --> 00:20:40.000]  就用軟言回答他
[00:20:40.000 --> 00:20:43.000]  軟言的意思是什麼呢
[00:20:43.000 --> 00:20:46.000]  就是作為一個參謀
[00:20:46.000 --> 00:20:48.000]  但爾利當時
[00:20:48.000 --> 00:20:50.000]  如果你聽到我所說的
[00:20:50.000 --> 00:20:52.000]  他正在第二至第三年
[00:20:52.000 --> 00:20:57.000]  這個時間裡去最後的受訓期
[00:20:57.000 --> 00:21:00.000]  於是他不單在皇宮裡受訓
[00:21:00.000 --> 00:21:03.000]  並且在這個時候
[00:21:03.000 --> 00:21:07.000]  某程度上是和皇室參謀
[00:21:07.000 --> 00:21:09.000]  討論的空間時間
[00:21:09.000 --> 00:21:12.000]  於是他聽到這個現象
[00:21:12.000 --> 00:21:20.000]  於是他就和護衛長亞略進行討論
[00:21:20.000 --> 00:21:23.000]  參考這件事應該怎樣做
[00:21:23.000 --> 00:21:27.000]  他就向護衛長亞略說
[00:21:27.000 --> 00:21:32.000]  他說 王的命令為什麼這麼急呢
[00:21:32.000 --> 00:21:37.000]  為什麼這麼急要立一個這樣的命令
[00:21:37.000 --> 00:21:40.000]  要動手殺光所有的哲士呢
[00:21:40.000 --> 00:21:44.000]  王的命令一向都很急
[00:21:44.000 --> 00:21:46.000]  你留意一下
[00:21:46.000 --> 00:21:49.000]  成卷但爾利書裡的王的命令都很急
[00:21:49.000 --> 00:21:52.000]  一立就要行的了
[00:21:52.000 --> 00:21:54.000]  坐言起行的
[00:21:54.000 --> 00:21:57.000]  不是說了拖著才不做的
[00:21:57.000 --> 00:22:04.000]  於是這個亞略就將整件事件告訴了但爾利
[00:22:04.000 --> 00:22:07.000]  所以從這段聖經裡我們就會看到
[00:22:07.000 --> 00:22:09.000]  原來當時這一刻
[00:22:09.000 --> 00:22:15.000]  但爾利和他四個朋友仍然在訓練期間
[00:22:15.000 --> 00:22:17.000]  未正式立日先前
[00:22:17.000 --> 00:22:23.000]  為什麼尼布加利薩王要召集所有的特權人士
[00:22:23.000 --> 00:22:27.000]  或者這些所謂的術士
[00:22:27.000 --> 00:22:29.000]  行法術行邪術
[00:22:29.000 --> 00:22:31.000]  迦勒底人
[00:22:31.000 --> 00:22:33.000]  為什麼他不被納入那裡
[00:22:33.000 --> 00:22:35.000]  因為他仍然在受訓過程當中
[00:22:35.000 --> 00:22:42.000]  所以就需要將整件事原原本本告訴但爾利
[00:22:42.000 --> 00:22:50.000]  但爾利在這個時候聽到亞略的陳述和介紹
[00:22:50.000 --> 00:22:54.000]  他就作出了一個這樣的建議
[00:22:54.000 --> 00:22:58.000]  他說不如這樣吧
[00:22:58.000 --> 00:23:03.000]  請你去給我和王見面
[00:23:03.000 --> 00:23:06.000]  給一些寬限的時間
[00:23:06.000 --> 00:23:13.000]  這樣我就有時間去預備將這個夢的內容和解釋
[00:23:13.000 --> 00:23:17.000]  就告訴王知道
[00:23:17.000 --> 00:23:24.000]  在這件事件裡但爾利其實可以什麼都不做
[00:23:24.000 --> 00:23:27.000]  要殺都不是殺他
[00:23:27.000 --> 00:23:29.000]  王要殺都不是殺他
[00:23:29.000 --> 00:23:33.000]  但為什麼但爾利要參與其中呢
[00:23:33.000 --> 00:23:37.000]  你有沒有問過這個問題
[00:23:37.000 --> 00:23:42.000]  其中一個原因告訴我們
[00:23:42.000 --> 00:23:49.000]  如果大家去看回《基原聖經》之前的第十三節
[00:23:49.000 --> 00:24:01.000]  這幫人被下令去殺亞略的時候
[00:24:01.000 --> 00:24:03.000]  第十三節這樣說
[00:24:03.000 --> 00:24:08.000]  於是命令發出節時將要見殺
[00:24:08.000 --> 00:24:12.000]  人就尋找但爾利和他的同伴
[00:24:12.000 --> 00:24:17.000]  原來這幫人他們看準了一件事
[00:24:17.000 --> 00:24:19.000]  看準了什麼事呢
[00:24:19.000 --> 00:24:22.000]  王這麼大膽來挑戰我們
[00:24:22.000 --> 00:24:29.000]  其實我們是因為被但爾利和他三個朋友陷害害死我們
[00:24:29.000 --> 00:24:37.000]  看到這幫人看到王是依靠什麼權勢
[00:24:37.000 --> 00:24:45.000]  什麼底牌
[00:24:45.000 --> 00:24:49.000]  這麼大膽來殺節事
[00:24:49.000 --> 00:24:53.000]  原來他的底牌就是有了四個
[00:24:53.000 --> 00:24:59.000]  比你們更有實材實料的猶太人和年輕人
[00:24:59.000 --> 00:25:01.000]  王室成員來的
[00:25:01.000 --> 00:25:04.000]  所以他夠膽這樣做
[00:25:04.000 --> 00:25:07.000]  但爾利在這個時候
[00:25:07.000 --> 00:25:10.000]  有些人在《基原聖經》上的解釋就是
[00:25:10.000 --> 00:25:13.000]  但爾利當然了
[00:25:13.000 --> 00:25:17.000]  看到自己都被牽涉其中
[00:25:17.000 --> 00:25:19.000]  現在人們準備去動他們了
[00:25:19.000 --> 00:25:23.000]  生命危在旦夕所以他們不做事就不行了
[00:25:23.000 --> 00:25:25.000]  是不是這樣呢
[00:25:25.000 --> 00:25:28.000]  這條問題應該放在你的腦海裏面
[00:25:28.000 --> 00:25:31.000]  作者是刻意這樣記載的
