
[00:00:00.000 --> 00:00:07.480]  今次教會給我的經節真的蠻多
[00:02:48.280 --> 00:02:49.840]  也沒有證據
[00:02:49.840 --> 00:02:51.520]  他自己說我有的是什麼
[00:02:51.520 --> 00:02:53.680]  我有死人復活的盤案
[00:02:53.680 --> 00:02:56.160]  而且我有一個無愧的良心
[00:02:56.160 --> 00:02:56.920]  沒有的事情
[00:02:56.920 --> 00:02:58.480]  他不會吃死貓
[00:02:58.480 --> 00:02:59.200]  有的事情
[00:02:59.200 --> 00:03:01.280]  他也敢於去承認
[00:03:01.280 --> 00:03:02.800]  接著後面發生什麼事呢?
[00:03:02.800 --> 00:03:03.520]  他就說
[00:03:03.520 --> 00:03:05.280]  其實耶路撒冷做什麼
[00:03:05.280 --> 00:03:07.000]  不是去污蔑聖殿
[00:03:07.000 --> 00:03:08.240]  不是去搞紛爭
[00:03:08.240 --> 00:03:09.840]  不是去搞動亂
[00:03:09.840 --> 00:03:12.200]  他是將信徒的捐款帶去
[00:03:12.200 --> 00:03:15.040]  幫助耶路撒冷有需要的人
[00:03:15.040 --> 00:03:16.160]  他沒有罪證
[00:03:16.160 --> 00:03:17.200]  也沒有炒樣
[00:03:17.200 --> 00:03:19.120]  他沒有搞搞陣
[00:03:19.120 --> 00:03:23.280]  他被告的原因是有人想害他
[00:03:23.280 --> 00:03:25.120]  為了他自己的信仰
[00:03:25.120 --> 00:03:28.040]  以至想置他於死地
[00:03:28.040 --> 00:03:31.280]  當時受審的人就是肥力斯
[00:03:31.280 --> 00:03:32.200]  他有什麼回應呢?
[00:03:32.200 --> 00:03:35.200]  這個人和一邊官都差不多
[00:03:35.200 --> 00:03:36.920]  就是一般般
[00:03:36.920 --> 00:03:38.120]  他首先就拖著
[00:03:38.120 --> 00:03:40.280]  他說等千夫長來了再算
[00:03:40.280 --> 00:03:41.360]  接著交給白夫長
[00:03:41.360 --> 00:03:42.720]  你看著他
[00:03:42.720 --> 00:03:43.720]  他有個問題
[00:03:43.720 --> 00:03:45.240]  他又聽保羅說
[00:03:45.240 --> 00:03:46.240]  但是要麼就不聽
[00:03:46.240 --> 00:03:48.040]  聽越聽越害怕
[00:03:48.040 --> 00:03:49.840]  因為保羅說的是什麼呢?
[00:03:49.840 --> 00:03:52.520]  保羅談到的
[00:03:52.520 --> 00:03:56.080]  保羅談到的是公義、節制和將來的審判
[00:03:56.080 --> 00:03:57.680]  我可以說在這個世界裡面
[00:03:57.680 --> 00:04:00.560]  我發現真的任何國家
[00:04:00.560 --> 00:04:03.760]  有權就有問題
[00:04:03.760 --> 00:04:05.880]  昔日的官和今天的官
[00:04:05.880 --> 00:04:08.080]  都有他們的問題
[00:04:08.080 --> 00:04:10.720]  他們很多時候生活會不簡
[00:04:10.720 --> 00:04:13.120]  而且也會有貪污
[00:04:13.120 --> 00:04:14.880]  當時他想聽保羅說話
[00:04:14.880 --> 00:04:16.680]  因為這個人也很出名
[00:04:16.680 --> 00:04:17.680]  越聽就越害怕
[00:04:17.680 --> 00:04:21.200]  後來說都是不要聽了
[00:04:21.200 --> 00:04:22.960]  後來希望保羅給他錢
[00:04:22.960 --> 00:04:24.760]  但是保羅又不給
[00:04:24.760 --> 00:04:28.840]  後來他就被波球·菲斯都接任
[00:04:28.840 --> 00:04:31.000]  他就把這個案件放下
[00:04:31.000 --> 00:04:32.200]  到25章
[00:04:32.200 --> 00:04:34.280]  去到保羅的上訴
[00:04:34.280 --> 00:04:36.160]  菲斯都第一件事做
[00:04:36.160 --> 00:04:38.280]  回到出事的地方
[00:04:38.280 --> 00:04:39.640]  就是耶路撒冷
[00:04:39.640 --> 00:04:41.920]  祭司和首領就控告保羅
[00:04:41.920 --> 00:04:46.560]  甚至叫菲斯都帶保羅回到耶路撒冷
[00:04:46.560 --> 00:04:47.360]  為什麼這麼做呢?
[00:04:47.360 --> 00:04:50.040]  希望在路上可以處決他
[00:04:50.040 --> 00:04:51.880]  就一了百了
[00:04:51.880 --> 00:04:53.720]  但是菲斯都不答應
[00:04:53.720 --> 00:04:56.600]  所以猶太人就跟他回去告保羅
[00:04:56.600 --> 00:04:59.000]  但是所告的不能證實
[00:04:59.000 --> 00:05:00.240]  回到蓋撒利亞的時候
[00:05:00.240 --> 00:05:02.680]  保羅說他沒有干犯律法
[00:05:02.680 --> 00:05:04.280]  也沒有干犯聖殿
[00:05:04.280 --> 00:05:06.040]  也沒有干犯蓋撒
[00:05:06.040 --> 00:05:07.600]  無論對猶太教
[00:05:07.600 --> 00:05:09.680]  無論對他們最尊重的聖殿
[00:05:09.680 --> 00:05:11.280]  無論對羅馬政府
[00:05:11.280 --> 00:05:14.280]  他都沒有干犯任何的事
[00:05:14.280 --> 00:05:15.760]  當時菲斯都有建議
[00:05:15.760 --> 00:05:17.480]  不如你回耶路撒冷
[00:05:17.480 --> 00:05:19.040]  但是保羅不贊成
[00:05:19.040 --> 00:05:20.520]  他說如果我有行不義的
[00:05:20.520 --> 00:05:22.200]  死他都不怕
[00:05:22.200 --> 00:05:24.400]  但是如果告我的事不屬實
[00:05:24.400 --> 00:05:26.560]  他就要上訴於蓋撒
[00:05:26.560 --> 00:05:27.840]  後來他被應允
[00:05:27.840 --> 00:05:29.800]  就去蓋撒受審
[00:05:29.800 --> 00:05:31.480]  然後來了一個阿基帕王
[00:05:31.480 --> 00:05:33.640]  好像看電視劇一樣
[00:05:33.640 --> 00:05:36.400]  唐僧風暴第三集
[00:05:36.400 --> 00:05:39.480]  去到第三部就是阿基帕王
[00:05:39.480 --> 00:05:40.880]  阿基帕王來到的時候
[00:05:40.880 --> 00:05:42.920]  菲斯都和他報告的情況
[00:05:42.920 --> 00:05:45.800]  有一幫祭司長和長老想定保羅罪
[00:05:45.800 --> 00:05:47.840]  但是他作為羅馬的官
[00:05:47.840 --> 00:05:51.160]  根據羅馬的法例定不了他的罪
[00:05:51.160 --> 00:05:53.080]  審完之後都定不了罪
[00:05:53.080 --> 00:05:56.800]  於是建議他不如回到猶太人的地方受審
[00:05:56.800 --> 00:05:59.840]  但是保羅要求在蓋撒面前受審
[00:05:59.840 --> 00:06:03.280]  於是阿基帕就有興趣聽聽保羅怎麼自辯
[00:06:03.280 --> 00:06:04.720]  然後阿基帕開審
[00:06:04.720 --> 00:06:07.120]  菲斯都就帶著保羅去
[00:06:07.120 --> 00:06:08.440]  他們大張聲勢
[00:06:08.440 --> 00:06:09.880]  大把官威
[00:06:09.880 --> 00:06:11.920]  菲斯都開場白就說
[00:06:11.920 --> 00:06:14.280]  猶太人不想他活
[00:06:14.280 --> 00:06:17.240]  但是菲斯都查不到他該死的罪
[00:06:17.240 --> 00:06:20.320]  保羅又要求去蓋撒受審
[00:06:20.320 --> 00:06:21.840]  但是要查明有罪
[00:06:21.840 --> 00:06:25.040]  才可以呈上去蓋撒
[00:06:25.040 --> 00:06:28.440]  到26章就是保羅很長的自辯
[00:06:28.440 --> 00:06:31.240]  這個就是剛才讀的經文
[00:06:31.240 --> 00:06:33.720]  那裡一開始保羅先講他自己的背景
[00:06:33.720 --> 00:06:35.680]  他說他曾經是法利塞人
[00:06:35.680 --> 00:06:37.640]  為服他的子望而受審
[00:06:37.640 --> 00:06:39.520]  過去他曾經做錯事
[00:06:39.520 --> 00:06:40.600]  他攻擊耶穌
[00:06:40.600 --> 00:06:41.800]  囚禁信徒
[00:06:41.800 --> 00:06:43.920]  強迫他們說褻獨的話
[00:06:43.920 --> 00:06:46.680]  甚至追逼他們離開他們的地方
[00:06:46.680 --> 00:06:48.280]  去到外邦的地方
[00:06:48.280 --> 00:06:49.880]  最後領命去大馬石
[00:06:49.880 --> 00:06:50.920]  他們走了
[00:06:50.920 --> 00:06:52.760]  都要去那裡抓他們回來
[00:06:52.760 --> 00:06:54.640]  他是禁針基督徒
[00:06:54.640 --> 00:06:57.040]  但是在路上遇到耶穌
[00:06:57.040 --> 00:06:58.080]  耶穌勸他
[00:06:58.080 --> 00:06:59.960]  不要再做你正在做的事
[00:06:59.960 --> 00:07:02.880]  甚至委派他去為他做見證
[00:07:02.880 --> 00:07:03.880]  應允他
[00:07:03.880 --> 00:07:05.280]  他會拯救他
[00:07:05.280 --> 00:07:08.160]  講明他要做的使命的內容
[00:07:08.160 --> 00:07:10.000]  保羅後來就領命
[00:07:10.000 --> 00:07:11.960]  他沒有違背天上來的異象
[00:07:11.960 --> 00:07:13.440]  各處去傳道
[00:07:13.440 --> 00:07:16.240]  甚至招致殺身之禍
[00:07:16.240 --> 00:07:17.960]  去繼續做見證
[00:07:17.960 --> 00:07:19.240]  講完之後
[00:07:19.240 --> 00:07:21.040]  菲斯都有個反應
[00:07:21.040 --> 00:07:22.120]  反應是什麼呢?
[00:07:22.120 --> 00:07:23.360]  保羅是瘋的
[00:07:23.360 --> 00:07:24.760]  保羅說我不是瘋的
[00:07:24.760 --> 00:07:26.200]  我講的都是實話
[00:07:26.200 --> 00:07:28.960]  而且他問一下阿基帕王有什麼反應
[00:07:28.960 --> 00:07:30.600]  阿基帕王就很聰明
[00:07:30.600 --> 00:07:32.280]  他說你不要以為你這樣講一下
[00:07:32.280 --> 00:07:33.520]  我就會做基督徒
[00:07:33.520 --> 00:07:34.200]  保羅說是啊
[00:07:34.200 --> 00:07:35.000]  我都想你做
[00:07:35.000 --> 00:07:35.720]  我不僅想你做
[00:07:35.720 --> 00:07:37.360]  我想其他人都做
[00:07:37.360 --> 00:07:39.160]  然後他們退庭相議
[00:07:39.160 --> 00:07:40.120]  他說他沒有犯罪
[00:07:40.120 --> 00:07:41.320]  不能夠定罪
[00:07:41.320 --> 00:07:42.800]  如果沒有上訴的話
[00:07:42.800 --> 00:07:44.640]  本來就可以釋放
[00:07:44.640 --> 00:07:46.640]  這個就是三章聖經的內容
[00:07:46.640 --> 00:07:48.480]  很簡單
[00:07:48.480 --> 00:07:51.160]  我講都是講了很少時間
[00:07:51.160 --> 00:07:53.480]  但是做就做了很久時間
[00:07:53.480 --> 00:07:56.080]  你記不記得內容說什麼?
[00:07:56.080 --> 00:07:57.880]  有人想他死
[00:07:57.880 --> 00:07:59.400]  三個人審他
[00:07:59.400 --> 00:08:01.360]  都審到他什麼
[00:08:01.360 --> 00:08:03.320]  保羅他自己有自辯
[00:08:03.320 --> 00:08:04.640]  他有做的他認
[00:08:04.640 --> 00:08:06.560]  他沒有做的他沒有認
[00:08:06.560 --> 00:08:08.840]  今天講的題目是見證聖
[00:08:08.840 --> 00:08:10.240]  不是不可能
[00:08:10.240 --> 00:08:12.000]  只是不容易
[00:08:12.000 --> 00:08:13.120]  不是不可能
[00:08:13.120 --> 00:08:14.840]  只是不容易
[00:08:14.840 --> 00:08:17.200]  我們現在就進入講道的內容
[00:08:17.200 --> 00:08:18.880]  我們一起先祈禱
[00:08:18.880 --> 00:08:22.240]  我們看到24-26章這三章聖經
[00:08:22.240 --> 00:08:26.120]  記載了保羅在他全道的人生當中
[00:08:26.120 --> 00:08:28.120]  差不多去到尾聲的時候
[00:08:28.120 --> 00:08:29.720]  一段時跡
[00:08:29.720 --> 00:08:32.520]  我們發現當他願意悔改
[00:08:32.520 --> 00:08:33.400]  回轉
[00:08:33.400 --> 00:08:34.920]  歸向你的時候
[00:08:34.920 --> 00:08:36.200]  承擔你的使命
[00:08:36.200 --> 00:08:38.440]  他面對自己同族人
[00:08:38.440 --> 00:08:39.760]  很多的迫害
[00:08:39.760 --> 00:08:41.840]  甚至想置他於死地
[00:08:41.840 --> 00:08:44.320]  但是他一直沒有放棄他的使命
[00:08:44.320 --> 00:08:46.880]  他堅持你所托付他的任命
[00:08:46.880 --> 00:08:49.320]  一直走到他最後的一天
[00:08:49.320 --> 00:08:51.760]  我們看到他面對這些官
[00:08:51.760 --> 00:08:52.920]  面對這些王
[00:08:52.920 --> 00:08:54.520]  他沒有畏懼
[00:08:54.520 --> 00:08:56.440]  他挺身而出
[00:08:56.440 --> 00:08:58.240]  講出他要講的東西
[00:08:58.240 --> 00:09:00.960]  我們希望我們都能夠明白
[00:09:00.960 --> 00:09:02.160]  你自己透過保羅
[00:09:02.160 --> 00:09:03.600]  讓我們學習的功課
[00:09:03.600 --> 00:09:05.840]  明白信徒的使命是什麼
[00:09:05.840 --> 00:09:08.040]  以至我們懂得如何去見證神
[00:09:08.040 --> 00:09:10.240]  以下我們聆聽你話語的時間
[00:09:10.240 --> 00:09:12.680]  聽我們祈禱奉耶穌的名祈禱
[00:09:12.680 --> 00:09:14.400]  阿妹
[00:09:14.400 --> 00:09:16.120]  我相信所有基督徒都知道
[00:09:16.120 --> 00:09:17.480]  我們應該傳福音
[00:09:17.480 --> 00:09:19.400]  應該作見證
[00:09:19.400 --> 00:09:20.800]  知道應該做
[00:09:20.800 --> 00:09:24.000]  和做得好是兩回事
[00:09:24.000 --> 00:09:26.240]  因為人真的很不同
[00:09:26.240 --> 00:09:27.840]  有很多種人
[00:09:27.840 --> 00:09:32.240]  最近我外甥女有個朋友移民來加拿大
[00:09:32.240 --> 00:09:33.800]  我這一天都送她上班
[00:09:33.800 --> 00:09:35.160]  她跟我說很多東西
[00:09:35.160 --> 00:09:37.240]  她說這個朋友
[00:09:37.240 --> 00:09:39.440]  多過分
[00:09:39.440 --> 00:09:42.040]  真是洗得她就洗
[00:09:42.040 --> 00:09:44.760]  不停叫她做這樣做那樣
[00:09:44.760 --> 00:09:46.640]  她說好像我是她的工人
[00:09:46.640 --> 00:09:48.160]  她是我朋友
[00:09:48.160 --> 00:09:50.160]  她說我都有家
[00:09:50.160 --> 00:09:51.720]  我家裡也有小孩
[00:09:51.720 --> 00:09:53.640]  我不可以任她指
[00:09:53.640 --> 00:09:55.400]  她講完之後
[00:09:55.400 --> 00:09:57.680]  我記得她講完之後她說的話
[00:09:57.680 --> 00:10:00.600]  她還是基督徒
[00:10:00.600 --> 00:10:02.360]  我聽完之後我就說
[00:10:02.360 --> 00:10:05.160]  基督徒就不會壞了嗎?
[00:10:05.160 --> 00:10:07.480]  基督徒有沒有壞的?
[00:10:07.480 --> 00:10:08.280]  有沒有見過?
[00:10:08.280 --> 00:10:10.680]  你不要指著自己
[00:10:10.680 --> 00:10:11.640]  我就是啊
[00:10:11.640 --> 00:10:13.400]  那就不要這樣
[00:10:13.400 --> 00:10:14.440]  但你知道人很多
[00:10:14.440 --> 00:10:15.960]  我記得我還在車上
[00:10:15.960 --> 00:10:17.040]  我跟她說
[00:10:17.040 --> 00:10:18.400]  基督徒又怎麼樣?
[00:10:18.400 --> 00:10:20.240]  基督徒有好有不好
[00:10:20.240 --> 00:10:22.320]  人都有好有不好
[00:10:22.320 --> 00:10:24.000]  然後我突然想到
[00:10:24.000 --> 00:10:27.000]  叉燒包也有好吃不好吃的
[00:10:27.000 --> 00:10:29.840]  我和老婆吃的叉燒包真的很硬
[00:10:29.840 --> 00:10:32.520]  我沒說哪家酒樓
[00:10:32.520 --> 00:10:33.640]  很硬的
[00:10:33.640 --> 00:10:34.960]  咬不下來
[00:10:34.960 --> 00:10:36.960]  然後它乾了
[00:10:36.960 --> 00:10:38.440]  它的皮都乾了
[00:10:38.440 --> 00:10:40.320]  真的很難吃
[00:10:40.320 --> 00:10:42.040]  叉燒包又好吃又不好吃
[00:10:42.040 --> 00:10:44.280]  基督徒都有好有不好
[00:10:44.280 --> 00:10:45.640]  每個人都在見證神
[00:10:45.640 --> 00:10:47.040]  有些是負面見證
[00:10:47.040 --> 00:10:48.760]  有些是正面見證
[00:10:48.760 --> 00:10:50.760]  我們走出來認得是基督徒
[00:10:50.760 --> 00:10:52.720]  問題就是在見證神
[00:10:52.720 --> 00:10:55.360]  問題是你是負面教導還是正面教導
[00:10:55.360 --> 00:10:58.320]  你是鼓勵人信主還是鼓勵人不要信
[00:10:58.320 --> 00:10:59.320]  有些人見到我們就說
[00:10:59.320 --> 00:10:59.920]  哎呀不要了
[00:10:59.920 --> 00:11:00.960]  當然不要信了
[00:11:00.960 --> 00:11:02.640]  我真的遇到有人這樣跟我說的
[00:11:02.640 --> 00:11:04.160]  在一間中學那裡
[00:11:04.160 --> 00:11:05.800]  有個學生問我
[00:11:05.800 --> 00:11:07.640]  他說徐先生那個是不是基督徒
[00:11:07.640 --> 00:11:08.680]  我說是的是的
[00:11:08.680 --> 00:11:10.200]  那我搞了他基督徒
[00:11:10.200 --> 00:11:12.560]  他基督徒我不是牧師嗎
[00:11:12.560 --> 00:11:14.720]  因為看他真的很不行
[00:11:14.720 --> 00:11:16.400]  他的行為他的生活
[00:11:16.400 --> 00:11:18.120]  真的很不行
[00:11:18.120 --> 00:11:19.800]  你要明白人之不同
[00:11:19.800 --> 00:11:20.600]  各言其面
[00:11:20.600 --> 00:11:21.720]  每個人都要做見證
[00:11:21.720 --> 00:11:23.240]  但是每個人的見證都不同
[00:11:23.240 --> 00:11:24.440]  我們明白要傳福音
[00:11:24.440 --> 00:11:26.840]  但是每個人傳福音都不同
[00:11:26.840 --> 00:11:28.200]  都不同
[00:11:28.200 --> 00:11:31.160]  有一次我和一個弟兄去探訪
[00:11:31.160 --> 00:11:31.760]  探訪學生
[00:11:31.760 --> 00:11:32.320]  我還記得
[00:11:32.320 --> 00:11:33.760]  在downtown
[00:11:33.760 --> 00:11:35.120]  他們住的一間房子三樓
[00:11:35.120 --> 00:11:36.400]  我們上去
[00:11:36.400 --> 00:11:39.840]  我在房間里和一個學生談話
[00:11:39.840 --> 00:11:40.960]  談話的時候
[00:11:40.960 --> 00:11:43.960]  突然間裡面很大聲
[00:11:43.960 --> 00:11:44.880]  那個弟兄說了一句話
[00:11:44.880 --> 00:11:46.400]  那個弟兄說了什麼呢
[00:11:46.400 --> 00:11:48.560]  我說跟你說成這樣你都不信
[00:11:48.560 --> 00:11:51.480]  你真的抵得了地獄
[00:11:51.480 --> 00:11:53.920]  我說不是啊
[00:11:53.920 --> 00:11:55.320]  我說說了沒多久
[00:11:55.320 --> 00:11:59.000]  你這麼快就已經判他死刑了
[00:11:59.000 --> 00:12:00.960]  因為他一直阻止著他
[00:12:00.960 --> 00:12:02.040]  我聽到這樣不行了
[00:12:02.040 --> 00:12:03.240]  就進去拉他出來
[00:12:03.240 --> 00:12:05.240]  我說再不拉他出來就搞不定了
[00:12:05.240 --> 00:12:07.520]  不要說你不入地獄
[00:12:07.520 --> 00:12:09.080]  我不入地獄誰入地獄
[00:12:09.080 --> 00:12:10.160]  我說不要搞了
[00:12:10.160 --> 00:12:11.880]  怎麼會有人傳福音傳成這樣呢
[00:12:11.880 --> 00:12:13.200]  你知不知道
[00:12:13.200 --> 00:12:14.320]  很多人說我傳福音
[00:12:14.320 --> 00:12:14.720]  我傳福音
[00:12:14.720 --> 00:12:16.000]  你傳成怎樣呢
[00:12:16.000 --> 00:12:17.840]  所以傳福音我們要對見證
[00:12:17.840 --> 00:12:19.640]  對傳福音有所認識
[00:12:19.640 --> 00:12:21.760]  才會懂得如何傳福音
[00:12:21.760 --> 00:12:23.360]  以至是一個有效的傳福音
[00:12:23.360 --> 00:12:24.840]  傳福音不容易的
[00:12:24.840 --> 00:12:26.440]  見證一定不容易的
[00:12:26.440 --> 00:12:27.920]  但是這裡說的題目是什麼呢
[00:12:27.920 --> 00:12:29.440]  不是不可能
[00:12:29.440 --> 00:12:31.920]  只是不容易而已
[00:12:31.920 --> 00:12:33.200]  剛才你看那個大綱
[00:12:33.200 --> 00:12:34.320]  我說了幾個人物
[00:12:34.320 --> 00:12:36.040]  你記得有四個人物
[00:12:36.040 --> 00:12:37.920]  或者四類的人物
[00:12:37.920 --> 00:12:39.120]  猶太人
[00:12:39.120 --> 00:12:40.680]  那些祭司
[00:12:40.680 --> 00:12:41.400]  那些人
[00:12:41.400 --> 00:12:42.040]  那些長老
[00:12:42.040 --> 00:12:42.880]  那些
[00:12:42.880 --> 00:12:47.720]  那一群是一群想自保羅於死地而後快的人
[00:12:47.720 --> 00:12:49.880]  菲利斯
[00:12:49.880 --> 00:12:52.200]  是很卸薄的人
[00:12:52.200 --> 00:12:53.640]  又怕壞
[00:12:53.640 --> 00:12:55.720]  又貪錢
[00:12:55.720 --> 00:12:56.880]  菲斯都
[00:12:56.880 --> 00:12:58.120]  隨隨便便
[00:12:58.120 --> 00:13:00.440]  不是很在意的人
[00:13:00.440 --> 00:13:01.840]  阿基帕
[00:13:01.840 --> 00:13:04.160]  又聽又聽不明白
[00:13:04.160 --> 00:13:06.040]  擺又擺不低
[00:13:06.040 --> 00:13:07.560]  又不肯信
[00:13:07.560 --> 00:13:09.120]  又不懂得聽
[00:13:09.120 --> 00:13:10.520]  這幾類人
[00:13:10.520 --> 00:13:12.440]  就是保羅要見證的對象
[00:13:12.440 --> 00:13:13.640]  老實說
[00:13:13.640 --> 00:13:16.160]  對這些人做見證挺辛苦的
[00:13:16.160 --> 00:13:17.560]  有沒有試過跟人說見證呢
[00:13:17.560 --> 00:13:19.640]  說到你都不想說
[00:13:19.640 --> 00:13:21.160]  有些人有他說
[00:13:21.160 --> 00:13:22.320]  沒你說
[00:13:22.320 --> 00:13:24.120]  有些人雞同鴨講
[00:13:24.120 --> 00:13:25.320]  有些人牛皮登龍
[00:13:25.320 --> 00:13:26.120]  怎麼也不明白
[00:13:26.120 --> 00:13:28.240]  有時候真的覺得挺辛苦
[00:13:28.240 --> 00:13:29.680]  如果不是神的愛
[00:13:29.680 --> 00:13:32.280]  很多時候我們都放棄了
[00:13:32.280 --> 00:13:34.600]  這些人面對這群人
[00:13:34.600 --> 00:13:36.000]  保羅都想他們信耶穌
[00:13:36.000 --> 00:13:37.240]  阿基帕也說
[00:13:37.240 --> 00:13:38.680]  你想我做基督徒嗎?
[00:13:38.680 --> 00:13:39.920]  保羅說是啊
[00:13:39.920 --> 00:13:41.440]  我也想啊
[00:13:41.440 --> 00:13:42.840]  我也想啊
[00:13:42.840 --> 00:13:43.880]  這些人就是這樣
[00:13:43.880 --> 00:13:46.640]  但保羅都想他信耶穌
[00:13:46.640 --> 00:13:47.760]  你要明白
[00:13:47.760 --> 00:13:50.520]  福音的本質是很特別的
[00:13:50.520 --> 00:13:51.880]  當你去傳福音
[00:13:51.880 --> 00:13:53.000]  你會引起兩件事
[00:13:53.000 --> 00:13:54.040]  第一件事
[00:13:54.040 --> 00:13:55.840]  會引起衝突
[00:13:55.840 --> 00:13:56.920]  第二件事
[00:13:56.920 --> 00:13:58.840]  會引起要求
[00:13:58.840 --> 00:14:00.600]  除非不是傳福音
[00:14:00.600 --> 00:14:02.120]  只要是傳福音
[00:14:02.120 --> 00:14:03.680]  你就會引起衝突
[00:14:03.680 --> 00:14:05.480]  你就會帶來要求
[00:14:05.480 --> 00:14:06.840]  剛才我也很感恩
[00:14:06.840 --> 00:14:08.440]  剛才弟兄做的祈禱
[00:14:08.440 --> 00:14:09.080]  他也有提到
[00:14:09.080 --> 00:14:11.760]  耶穌來為我們死是為了什麼
[00:14:11.760 --> 00:14:13.320]  祂是購買我們
[00:14:13.320 --> 00:14:15.400]  是為我們的罪而死
[00:14:15.400 --> 00:14:16.680]  所以當你傳福音
[00:14:16.680 --> 00:14:19.360]  你不說耶穌為我們的罪而死
[00:14:19.360 --> 00:14:22.160]  我覺得這不是一個福音
