
[00:00:00.000 --> 00:00:08.000]  在最近我自己在看提摩泰後書的時候
[00:07:57.000 --> 00:07:59.000]  其實用英文
[00:07:59.000 --> 00:08:02.000]  我和大家用英文聖經表達出來可能比較好一點
[00:08:02.000 --> 00:08:04.000]  Lovers of
[00:08:04.000 --> 00:08:07.000]  這段聖經裡面說了五次
[00:08:07.000 --> 00:08:08.000]  Lovers of
[00:08:08.000 --> 00:08:10.000]  Lovers of什麼呢?
[00:08:10.000 --> 00:08:13.000]  Lovers of themselves
[00:08:13.000 --> 00:08:14.000]  就是
[00:08:14.000 --> 00:08:16.000]  只是愛自己
[00:08:16.000 --> 00:08:18.000]  然後
[00:08:18.000 --> 00:08:21.000]  他就說Lovers of money
[00:08:21.000 --> 00:08:23.000]  只是喜歡錢
[00:08:23.000 --> 00:08:24.000]  OK
[00:08:24.000 --> 00:08:25.000]  我們可以說
[00:08:25.000 --> 00:08:29.000]  一個人只是喜歡自己
[00:08:29.000 --> 00:08:31.000]  深愛自己到一個地步
[00:08:31.000 --> 00:08:33.000]  成為他自己的Lovers
[00:08:33.000 --> 00:08:36.000]  一些人深愛錢財
[00:08:36.000 --> 00:08:40.000]  成為一個只是愛錢財的人
[00:08:40.000 --> 00:08:44.000]  這個原文的描述是很夠力的
[00:08:44.000 --> 00:08:47.000]  這兩個我相信
[00:08:47.000 --> 00:08:50.000]  我將它們成為這一大堆我們所描述的
[00:08:50.000 --> 00:08:53.000]  裡面兩個的大部分
[00:08:53.000 --> 00:08:55.000]  只是愛自己的
[00:08:55.000 --> 00:08:58.000]  現在出現了很多只是愛自己的人
[00:08:58.000 --> 00:09:01.000]  出現了很多只是喜歡錢的人
[00:09:01.000 --> 00:09:03.000]  只是愛錢財的人
[00:09:03.000 --> 00:09:04.000]  好
[00:09:04.000 --> 00:09:06.000]  只是愛自己的就多了一點
[00:09:06.000 --> 00:09:08.000]  因為他描述了很多的表現
[00:09:08.000 --> 00:09:11.000]  都可以放在這個大的範圍裡面
[00:09:11.000 --> 00:09:14.000]  什麼叫做只是愛自己呢?
[00:09:14.000 --> 00:09:17.000]  只是愛自己
[00:09:17.000 --> 00:09:19.000]  產生什麼問題呢?
[00:09:19.000 --> 00:09:22.000]  人愛自己是沒有問題的
[00:09:22.000 --> 00:09:24.000]  每個人都會愛自己的
[00:09:24.000 --> 00:09:26.000]  但是只是愛自己
[00:09:26.000 --> 00:09:28.000]  就出問題了
[00:09:28.000 --> 00:09:31.000]  這裡我們將它可以大概看到
[00:09:31.000 --> 00:09:38.000]  裡面有三個只是愛自己所產生出來的扭曲現象
[00:09:38.000 --> 00:09:39.000]  第一
[00:09:39.000 --> 00:09:43.000]  他愛自己愛到一個失控的地步
[00:09:43.000 --> 00:09:44.000]  就是沒有控制
[00:09:44.000 --> 00:09:45.000]  失控
[00:09:45.000 --> 00:09:46.000]  Lost control
[00:09:46.000 --> 00:09:49.000]  這裡我將它描述出
[00:09:49.000 --> 00:09:51.000]  聖經裡面所說的
[00:09:51.000 --> 00:09:52.000]  自誇
[00:09:52.000 --> 00:09:54.000]  高傲
[00:09:54.000 --> 00:09:56.000]  傲慢自大
[00:09:56.000 --> 00:09:58.000]  諸如此類
[00:09:58.000 --> 00:09:59.000]  誇
[00:09:59.000 --> 00:10:00.000]  傲
[00:10:00.000 --> 00:10:01.000]  自大
[00:10:01.000 --> 00:10:02.000]  你明白嗎?
[00:10:02.000 --> 00:10:04.000]  看到這幾個描述的詞
[00:10:04.000 --> 00:10:05.000]  你就感覺到一個人
[00:10:05.000 --> 00:10:07.000]  他覺得
[00:10:07.000 --> 00:10:08.000]  我
[00:10:08.000 --> 00:10:10.000]  不僅僅我愛自己
[00:10:10.000 --> 00:10:12.000]  而是我
[00:10:12.000 --> 00:10:13.000]  是最重要的
[00:10:13.000 --> 00:10:15.000]  我是最厲害的
[00:10:15.000 --> 00:10:17.000]  我說得對
[00:10:17.000 --> 00:10:18.000]  別人說的
[00:10:18.000 --> 00:10:20.000]  不跟我說的不對
[00:10:20.000 --> 00:10:24.000]  這就是那種失控地的自我
[00:10:24.000 --> 00:10:25.000]  不只是自我
[00:10:25.000 --> 00:10:29.000]  是失控了那種態度上的自我
[00:10:29.000 --> 00:10:31.000]  當一個人這樣的時候
[00:10:31.000 --> 00:10:34.000]  另外一些描述就會出現
[00:10:34.000 --> 00:10:36.000]  他會開始放縱
[00:10:36.000 --> 00:10:39.000]  因為他覺得整個世界就是我
[00:10:39.000 --> 00:10:41.000]  他不喜歡別人阻礙他
[00:10:41.000 --> 00:10:44.000]  於是他就開始放縱自己
[00:10:44.000 --> 00:10:46.000]  聖經裡面用什麼描述呢?
[00:10:46.000 --> 00:10:48.000]  不能自律
[00:10:48.000 --> 00:10:49.000]  容易衝動
[00:10:49.000 --> 00:10:51.000]  不勝結
[00:10:51.000 --> 00:10:53.000]  世界有很多規矩
[00:10:53.000 --> 00:10:55.000]  有很多要求
[00:10:55.000 --> 00:10:56.000]  為什麼我要跟?
[00:10:56.000 --> 00:10:58.000]  為什麼我要忠義?
[00:10:58.000 --> 00:10:59.000]  不勝結
[00:10:59.000 --> 00:11:00.000]  容易衝動
[00:11:00.000 --> 00:11:02.000]  為什麼你要這樣對我?
[00:11:02.000 --> 00:11:03.000]  為什麼你對我
[00:11:03.000 --> 00:11:06.000]  不是像我要求那樣
[00:11:06.000 --> 00:11:07.000]  罵你就罵
[00:11:07.000 --> 00:11:08.000]  不用責任
[00:11:08.000 --> 00:11:11.000]  這就是那種放縱
[00:11:11.000 --> 00:11:13.000]  放縱他自己的情慾
[00:11:13.000 --> 00:11:15.000]  放縱自己的脾氣
[00:11:15.000 --> 00:11:17.000]  放縱自己喜歡做什麼就做什麼
[00:11:17.000 --> 00:11:21.000]  這是失控的自我第二個表現出來的
[00:11:21.000 --> 00:11:22.000]  不僅放縱
[00:11:22.000 --> 00:11:23.000]  再進一步的時候
[00:11:23.000 --> 00:11:27.000]  可能更有破壞性的就是扭曲的性格
[00:11:27.000 --> 00:11:30.000]  聖經裡面用了幾個字來描述
[00:11:30.000 --> 00:11:35.000]  橫蠻胸部不愛良善
[00:11:35.000 --> 00:11:39.000]  用橫蠻胸部不愛良善
[00:11:39.000 --> 00:11:42.000]  這種就說是直接打橫來
[00:11:42.000 --> 00:11:45.000]  胸部會攻擊人
[00:11:45.000 --> 00:11:47.000]  不僅放縱自己
[00:11:47.000 --> 00:11:51.000]  並且阻礙他或他看不順眼的人
[00:11:51.000 --> 00:11:53.000]  他和他看法不同的人
[00:11:53.000 --> 00:11:55.000]  他還要去攻擊他
[00:11:55.000 --> 00:11:59.000]  這就是一個自我失控放縱
[00:11:59.000 --> 00:12:07.000]  和極度自我膨脹的醜陋和罪惡
[00:12:07.000 --> 00:12:08.000]  很清楚了
[00:12:08.000 --> 00:12:09.000]  我們不需要再說了
[00:12:09.000 --> 00:12:11.000]  剛才我們說一路說的時候
[00:12:11.000 --> 00:12:12.000]  可能你會想起一些人
[00:12:12.000 --> 00:12:14.000]  這個你自己想吧
[00:12:14.000 --> 00:12:16.000]  句號入座
[00:12:16.000 --> 00:12:18.000]  我們到處都看到這種情況
[00:12:18.000 --> 00:12:19.000]  第二
[00:12:19.000 --> 00:12:23.000]  當一個人這樣自我失控的時候
[00:12:23.000 --> 00:12:25.000]  產生了另一種東西
[00:12:25.000 --> 00:12:27.000]  他就開始對其他人
[00:12:27.000 --> 00:12:29.000]  會變成聖經裡面的一個字眼
[00:12:29.000 --> 00:12:32.000]  無情無義
[00:12:32.000 --> 00:12:34.000]  他自己膨脹
[00:12:34.000 --> 00:12:36.000]  他自己失控的時候
[00:12:36.000 --> 00:12:39.000]  他又怎會再關心其他人
[00:12:39.000 --> 00:12:41.000]  付出給其他人呢?
[00:12:41.000 --> 00:12:43.000]  這就是人的
[00:12:43.000 --> 00:12:48.000]  只喜歡自己所產生出來的悲劇
[00:12:48.000 --> 00:12:53.000]  聖經裡面用兩個角度去描述
[00:12:53.000 --> 00:12:56.000]  對其他人的傷害
[00:12:56.000 --> 00:12:58.000]  第一個無情無義
[00:12:58.000 --> 00:13:00.000]  無情無義較為消極
[00:13:00.000 --> 00:13:02.000]  我本來可以幫你
[00:13:02.000 --> 00:13:03.000]  但我不喜歡
[00:13:03.000 --> 00:13:06.000]  我本來覺得我良心上
[00:13:06.000 --> 00:13:08.000]  道義上應該付出一點
[00:13:08.000 --> 00:13:10.000]  但我就是不喜歡
[00:13:10.000 --> 00:13:13.000]  這是一種無情無義的冷酷
[00:13:13.000 --> 00:13:14.000]  這種冷酷
[00:13:14.000 --> 00:13:17.000]  聖經用了幾個描述
[00:13:17.000 --> 00:13:19.000]  沒有親情
[00:13:19.000 --> 00:13:21.000]  不肯和解
[00:13:21.000 --> 00:13:24.000]  並且甚至是惡言中傷
[00:13:24.000 --> 00:13:27.000]  褻瀆等等
[00:13:27.000 --> 00:13:30.000]  沒有親情
[00:13:30.000 --> 00:13:32.000]  親情是天生的
[00:13:32.000 --> 00:13:34.000]  親情是天然的
[00:13:34.000 --> 00:13:36.000]  那些跟你一起成長的
[00:13:36.000 --> 00:13:38.000]  照顧你的
[00:13:38.000 --> 00:13:40.000]  或者在你的生命當中
[00:13:40.000 --> 00:13:43.000]  不斷跟你生命這麼長的連繫的人
[00:13:43.000 --> 00:13:45.000]  你愛他
[00:13:45.000 --> 00:13:46.000]  你關心他
[00:13:46.000 --> 00:13:48.000]  你和他有溝通
[00:13:48.000 --> 00:13:50.000]  這是天然的
[00:13:50.000 --> 00:13:52.000]  正常人性
[00:13:52.000 --> 00:13:54.000]  動物也會
[00:13:54.000 --> 00:13:57.000]  但事實上現在發覺
[00:13:57.000 --> 00:13:58.000]  困在家裡
[00:13:58.000 --> 00:14:00.000]  很多時候我們看到的越來越多
[00:14:00.000 --> 00:14:01.000]  令我們心寒
[00:14:01.000 --> 00:14:02.000]  困在家裡
[00:14:02.000 --> 00:14:04.000]  淡淡自己最親的人
[00:14:04.000 --> 00:14:07.000]  但是鬥得最兇狠
[00:14:07.000 --> 00:14:11.000]  傷害得最深
[00:14:11.000 --> 00:14:14.000]  那些應該是你自己最明白你的人
[00:14:14.000 --> 00:14:16.000]  你竟然發覺
[00:14:16.000 --> 00:14:17.000]  他是最不明白你的
[00:14:17.000 --> 00:14:19.000]  最不能夠接納你的
[00:14:19.000 --> 00:14:21.000]  那些應該是跟你最親近的人
[00:14:21.000 --> 00:14:23.000]  反而那些傷害得你最深的人
[00:14:23.000 --> 00:14:26.000]  這是不是一個扭曲
[00:14:26.000 --> 00:14:28.000]  這就是我們剛才所讀的
[00:14:28.000 --> 00:14:30.000]  無親情
[00:14:30.000 --> 00:14:32.000]  無親情因為
[00:14:32.000 --> 00:14:35.000]  跟你天然我們人類不應該是這樣
[00:14:35.000 --> 00:14:37.000]  另外不肯和解
[00:14:37.000 --> 00:14:39.000]  和解的意思就是對方付出
[00:14:39.000 --> 00:14:41.000]  不如我跟你
[00:14:41.000 --> 00:14:42.000]  這是問題
[00:14:42.000 --> 00:14:43.000]  大家有不同意見
[00:14:43.000 --> 00:14:44.000]  大家有不同的看法
[00:14:44.000 --> 00:14:46.000]  但是
[00:14:46.000 --> 00:14:47.000]  不如我走一步
[00:14:47.000 --> 00:14:49.000]  對方說我願意和你和解
[00:14:49.000 --> 00:14:51.000]  不肯和解
[00:14:51.000 --> 00:14:52.000]  你和解
[00:14:52.000 --> 00:14:53.000]  我不喜歡和你和解
[00:14:53.000 --> 00:14:55.000]  我是喜歡和你鬥
[00:14:55.000 --> 00:14:57.000]  處處我喜歡和你鬥
[00:14:57.000 --> 00:14:58.000]  你說不好
[00:14:58.000 --> 00:14:59.000]  我們一起來吧
[00:14:59.000 --> 00:15:00.000]  大家一起來
[00:15:00.000 --> 00:15:02.000]  面對這些困難
[00:15:02.000 --> 00:15:04.000]  一起來解決這個問題
[00:15:04.000 --> 00:15:05.000]  不喜歡
[00:15:05.000 --> 00:15:07.000]  不肯和解
[00:15:07.000 --> 00:15:10.000]  和解是人天然應該有的
[00:15:10.000 --> 00:15:11.000]  但是人
[00:15:11.000 --> 00:15:13.000]  竟然在這個情況下
[00:15:13.000 --> 00:15:14.000]  不肯和解
[00:15:14.000 --> 00:15:16.000]  還要惡言中傷
[00:15:16.000 --> 00:15:17.000]  褻瀆
[00:15:17.000 --> 00:15:19.000]  出手去傷害
[00:15:19.000 --> 00:15:24.000]  第二個他用了幾個比較長一點的例子
[00:15:24.000 --> 00:15:27.000]  就是虛假詐騙
[00:15:27.000 --> 00:15:33.000]  虛假詐騙就是有計劃有部署地
[00:15:33.000 --> 00:15:36.000]  去令到對方其他人傷害
[00:15:36.000 --> 00:15:39.000]  才得到他自己的好處
[00:15:39.000 --> 00:15:41.000]  他就舉了幾個例子
[00:15:41.000 --> 00:15:43.000]  第一就是以假聯陣
[00:15:43.000 --> 00:15:47.000]  那裡就說是艷履和艷撥
[00:15:47.000 --> 00:15:52.000]  他當時所做的事情就是表現出這些壓力
[00:15:52.000 --> 00:15:54.000]  如果你不是很清楚背景不要緊
[00:15:54.000 --> 00:15:59.000]  因為這些其實都很次要
[00:15:59.000 --> 00:16:02.000]  按照我們所研究的
[00:16:02.000 --> 00:16:05.000]  應該是指到去出埃及的時候
[00:16:05.000 --> 00:16:06.000]  大家記得嗎
[00:16:06.000 --> 00:16:09.000]  摩西當年去埃及
[00:16:09.000 --> 00:16:13.000]  法老要放走以色列人不再種奴隸的時候
[00:16:13.000 --> 00:16:15.000]  他就用了十個災
[00:16:15.000 --> 00:16:17.000]  這十個災都是超自然的災
[00:16:17.000 --> 00:16:20.000]  但是最初那幾個災
[00:16:20.000 --> 00:16:23.000]  法老就找了兩個術士出來
[00:16:23.000 --> 00:16:25.000]  那些魔術師
[00:16:25.000 --> 00:16:26.000]  就說你行嗎?
[00:16:26.000 --> 00:16:27.000]  我也行啊
[00:16:27.000 --> 00:16:30.000]  你水變血啊?
[00:16:30.000 --> 00:16:32.000]  我也行啊
[00:16:32.000 --> 00:16:34.000]  你拿著槍變成蛇啊?
[00:16:34.000 --> 00:16:37.000]  我的術士都行啊
[00:16:37.000 --> 00:16:41.000]  後來在希伯來人的傳統裡面
[00:16:41.000 --> 00:16:45.000]  比如昆蘭古卷這些記載裡面
[00:16:45.000 --> 00:16:47.000]  他就說那兩個其實有名的
[00:16:47.000 --> 00:16:49.000]  一個叫艷撥一個叫艷履
[00:16:49.000 --> 00:16:51.000]  是女的魔術師
[00:16:51.000 --> 00:16:52.000]  這些不要緊
[00:16:52.000 --> 00:16:56.000]  總而言之他們是所謂以假聯陣
[00:16:56.000 --> 00:16:57.000]  就說你行嗎?
[00:16:57.000 --> 00:16:58.000]  我也行啊
[00:16:58.000 --> 00:17:01.000]  不過當然大家還記得在聖經裡面
[00:17:01.000 --> 00:17:03.000]  當摩西做到後來那幾個災的時候
[00:17:03.000 --> 00:17:04.000]  他們做不到
[00:17:04.000 --> 00:17:06.000]  開始法老就害怕了
[00:17:06.000 --> 00:17:08.000]  最後法老就知錯了
[00:17:08.000 --> 00:17:11.000]  但是就說那我不如放以色列
[00:17:11.000 --> 00:17:13.000]  後來他當然有反口
[00:17:13.000 --> 00:17:16.000]  這個就是人性那種虛偽
[00:17:16.000 --> 00:17:19.000]  是以假聯陣
[00:17:19.000 --> 00:17:22.000]  第二虛偽的情況就是第五節
[00:17:22.000 --> 00:17:25.000]  說到有敬虔的形式
[00:17:25.000 --> 00:17:29.000]  卻否定敬虔的能力
[00:17:29.000 --> 00:17:34.000]  有敬虔的形式否定敬虔的能力
[00:17:34.000 --> 00:17:38.000]  在這裡我有一點覺得可能
[00:17:38.000 --> 00:17:40.000]  不單止我們剛才數的
[00:17:40.000 --> 00:17:43.000]  在一個外面的非基督教
[00:17:43.000 --> 00:17:44.000]  非基督徒的世界
[00:17:44.000 --> 00:17:48.000]  可能有時候教會裡面都會有
[00:17:48.000 --> 00:17:50.000]  所以保羅所說的
[00:17:50.000 --> 00:17:52.000]  不單單只是那些不信的人
[00:17:52.000 --> 00:17:54.000]  我們提醒我們自己
[00:17:54.000 --> 00:17:57.000]  作為基督徒在我們自己的基督徒群裡面
[00:17:57.000 --> 00:17:59.000]  有時候可能都有這樣的情況
[00:17:59.000 --> 00:18:03.000]  因為他說有些人只是有外表的敬虔
[00:18:03.000 --> 00:18:06.000]  如果他不是在一個信仰的群體裡面
[00:18:06.000 --> 00:18:08.000]  他不需要做外表的敬虔
[00:18:08.000 --> 00:18:09.000]  不過你們知道
[00:18:09.000 --> 00:18:11.000]  今天我們世界上的人
[00:18:11.000 --> 00:18:12.000]  連敬虔都不喜歡
[00:18:12.000 --> 00:18:14.000]  認為是一個負面的字眼
[00:18:14.000 --> 00:18:15.000]  你敬虔啊
[00:18:15.000 --> 00:18:16.000]  你那麼神聖啊
[00:18:16.000 --> 00:18:18.000]  你搞到這樣
[00:18:18.000 --> 00:18:19.000]  變成一個諷刺的字眼
[00:18:19.000 --> 00:18:21.000]  你喜歡說耶穌啊
[00:18:21.000 --> 00:18:23.000]  變成一些諷刺的字眼
[00:18:23.000 --> 00:18:26.000]  但是這裡說到有些人扮敬虔
[00:18:26.000 --> 00:18:31.000]  可能保羅心裡面想起一些教會裡面的情況
