
[00:00:00.000 --> 00:00:08.000]  人生當中難免會有一些我們叫做哈碌的事情
[00:01:23.600 --> 00:01:25.600]  千萬不要不舒服
[00:01:25.600 --> 00:01:28.600]  如果你不舒服
[00:01:28.600 --> 00:01:30.600]  我會很難過
[00:01:30.600 --> 00:01:32.600]  我怕我以後沒東西喝
[00:01:32.600 --> 00:01:35.600]  我今天打電話給我太太
[00:01:35.600 --> 00:01:37.600]  她說不要這麼蠢
[00:01:37.600 --> 00:01:39.600]  喝東西都要看清楚
[00:01:39.600 --> 00:01:40.600]  不要一樣東西都喝
[00:01:40.600 --> 00:01:42.600]  雖然別人不會害你
[00:01:42.600 --> 00:01:43.600]  但是你要知道自己
[00:01:43.600 --> 00:01:46.600]  有些東西不是很能受的
[00:01:46.600 --> 00:01:48.600]  奶類的東西我不行
[00:01:48.600 --> 00:01:49.600]  到底昨天喝了什麼
[00:01:49.600 --> 00:01:51.600]  我都不太知道
[00:01:51.600 --> 00:01:53.600]  我三支東西還沒喝
[00:01:53.600 --> 00:01:54.600]  我今天早上都喝了一支
[00:01:54.600 --> 00:01:55.600]  但是那支是單獨喝的
[00:01:55.600 --> 00:01:57.600]  那就安全一點
[00:01:57.600 --> 00:01:59.600]  大家明白我講什麼嗎?
[00:01:59.600 --> 00:02:01.600]  因為我覺得人好心對你
[00:02:01.600 --> 00:02:03.600]  對你之後你搞得人家不開心
[00:02:03.600 --> 00:02:05.600]  我覺得很難受
[00:02:05.600 --> 00:02:08.600]  為什麼我最後的課堂都這麼差
[00:02:08.600 --> 00:02:10.600]  你們見過我哭嗎?
[00:02:10.600 --> 00:02:13.600]  我挺喜歡哭的
[00:02:13.600 --> 00:02:15.600]  你知道嗎?
[00:02:15.600 --> 00:02:19.600]  今天早上我跟他們也講了這個事情
[00:02:19.600 --> 00:02:21.600]  所以他們也知道
[00:02:21.600 --> 00:02:24.600]  所以講了會舒服一點
[00:02:24.600 --> 00:02:26.600]  好,我們先打個招呼
[00:02:26.600 --> 00:02:28.600]  為什麼我講國語?
[00:02:28.600 --> 00:02:31.600]  好,我們一起祈禱
[00:02:31.600 --> 00:02:33.600]  天父多謝禰
[00:02:33.600 --> 00:02:35.600]  讓我們在神的家當中
[00:02:35.600 --> 00:02:37.600]  我們彼此的服侍
[00:02:37.600 --> 00:02:40.600]  也求禰真的幫助我們在面前
[00:02:40.600 --> 00:02:42.600]  不單止我們愛人
[00:02:42.600 --> 00:02:44.600]  我們更重要要先愛神
[00:02:44.600 --> 00:02:46.600]  沒有愛神魂的機會
[00:02:46.600 --> 00:02:47.600]  我們愛人很多時候
[00:02:47.600 --> 00:02:48.600]  我們不懂得愛
[00:02:48.600 --> 00:02:50.600]  我們不可以愛
[00:02:50.600 --> 00:02:52.600]  所以求禰讓我們真的
[00:02:52.600 --> 00:02:53.600]  不單單是星期天
[00:02:53.600 --> 00:02:55.600]  我們看中禰的話語
[00:02:55.600 --> 00:02:56.600]  特別是每一天
[00:02:56.600 --> 00:02:59.600]  我們真的七天24小時
[00:02:59.600 --> 00:03:03.600]  我們都以愛神、愛人為己任
[00:03:03.600 --> 00:03:05.600]  好好珍惜人生當中
[00:03:05.600 --> 00:03:08.600]  每一個的際遇、每一個的相遇
[00:03:08.600 --> 00:03:11.600]  以致在人生裡面多些光彩
[00:03:11.600 --> 00:03:14.600]  多些煙花、多些燦爛、多些星光
[00:03:14.600 --> 00:03:17.600]  多些溫暖、多些希望
[00:03:17.600 --> 00:03:19.600]  我們真的很需要
[00:03:19.600 --> 00:03:21.600]  我們將人的本性、那種自私
[00:03:21.600 --> 00:03:23.600]  那種自我擺低
[00:03:23.600 --> 00:03:25.600]  以致能夠真的像學校主耶穌
[00:03:25.600 --> 00:03:27.600]  那種捨己為人
[00:03:27.600 --> 00:03:29.600]  那種虛己的服侍
[00:03:29.600 --> 00:03:33.600]  今天這個世界真的太缺乏這一類的人
[00:03:33.600 --> 00:03:35.600]  我們今天成為神的兒女
[00:03:35.600 --> 00:03:37.600]  我們有神的生命
[00:03:37.600 --> 00:03:39.600]  我們要學習神的樣式
[00:03:39.600 --> 00:03:41.600]  所以幫助我們心裡游和謙卑
[00:03:41.600 --> 00:03:43.600]  願意在神的家當中
[00:03:43.600 --> 00:03:45.600]  在神的國裡面
[00:03:45.600 --> 00:03:47.600]  我們大家各盡本分
[00:03:47.600 --> 00:03:49.600]  各守本位
[00:03:49.600 --> 00:03:53.600]  建立一個神喜悅、合神心意
[00:03:53.600 --> 00:03:55.600]  裝飾整齊的身輔
[00:03:55.600 --> 00:03:58.600]  來迎接等候主耶穌的在來
[00:03:58.600 --> 00:04:00.600]  人世間需要盼望
[00:04:00.600 --> 00:04:02.600]  神需要忠於祂的人
[00:04:02.600 --> 00:04:05.600]  聽命是勝於謙制
[00:04:05.600 --> 00:04:07.600]  所以幫助我們過一個不是
[00:04:07.600 --> 00:04:10.600]  自以為是、自我中心的生活
[00:04:10.600 --> 00:04:14.600]  而是過一個以神為首、以人為本的生活
[00:04:14.600 --> 00:04:16.600]  主我們需要禰教導我們
[00:04:16.600 --> 00:04:17.600]  我們需要禰施恩
[00:04:17.600 --> 00:04:18.600]  因為人真的很軟弱
[00:04:18.600 --> 00:04:20.600]  很多時候我們想做的事我們做不到
[00:04:20.600 --> 00:04:23.600]  有時候我們自己的老我牽制著我們
[00:04:23.600 --> 00:04:27.600]  有時候世界的引誘拖帶著我們、拖累著我們
[00:04:27.600 --> 00:04:29.600]  所以求禰幫助我們眾人
[00:04:29.600 --> 00:04:31.600]  上上親近神、上上親近人
[00:04:31.600 --> 00:04:34.600]  以致能夠有力量行在你的心意當中
[00:04:34.600 --> 00:04:35.600]  禰幫助我們
[00:04:35.600 --> 00:04:39.600]  今天打開民訴記、生命記的時候
[00:04:39.600 --> 00:04:42.600]  其中的說話給我們提醒、有教導
[00:04:42.600 --> 00:04:44.600]  我們眾人祈禱奉耶穌的名祈禱
[00:04:44.600 --> 00:04:49.600]  行在神的心意當中
[00:04:49.600 --> 00:04:51.600]  我們要遵神而行
[00:04:51.600 --> 00:04:53.600]  行在神的使命當中
[00:04:53.600 --> 00:04:55.600]  我們要避神所用
[00:04:55.600 --> 00:04:57.600]  行在神的聖潔當中
[00:04:57.600 --> 00:04:58.600]  我們要蒙神所愛
[00:04:58.600 --> 00:05:01.600]  人有一百個理由我們不侍奉
[00:05:01.600 --> 00:05:02.600]  但我們都要侍奉
[00:05:02.600 --> 00:05:05.600]  人有一百個理由我們要犯罪
[00:05:05.600 --> 00:05:07.600]  但我們都不要犯罪
[00:05:07.600 --> 00:05:08.600]  聽得明白嗎?
[00:05:08.600 --> 00:05:10.600]  人總有原因不做事
[00:05:10.600 --> 00:05:12.600]  人總有原因做錯事
[00:05:12.600 --> 00:05:15.600]  有原因不表示是應該的
[00:05:15.600 --> 00:05:18.600]  縱然一百個原因不侍奉都要侍奉
[00:05:18.600 --> 00:05:22.600]  一百個理由要犯罪都不要犯罪
[00:05:22.600 --> 00:05:23.600]  第四堂說的是
[00:05:23.600 --> 00:05:26.600]  行在神的命令當中聽神所言
[00:05:26.600 --> 00:05:32.600]  遵神所行、避神所用、蒙神所愛、聽神所言
[00:05:32.600 --> 00:05:33.600]  第一堂說到創世紀
[00:05:33.600 --> 00:05:35.600]  說我們需要遵神所行
[00:05:35.600 --> 00:05:38.600]  這是實對人的要求
[00:05:38.600 --> 00:05:40.600]  第四堂提到聽神所言
[00:05:40.600 --> 00:05:42.600]  提到聽神的內容
[00:05:42.600 --> 00:05:45.600]  要聽都要知道聽什麼
[00:05:45.600 --> 00:05:46.600]  不是說你聽我
[00:05:46.600 --> 00:05:48.600]  你告訴我聽什麼才行
[00:05:48.600 --> 00:05:50.600]  聽什麼才行
[00:05:50.600 --> 00:05:52.600]  有一次我和一位牧師
[00:05:52.600 --> 00:05:53.600]  我不要說牧師了
[00:05:53.600 --> 00:05:54.600]  在香港
[00:05:54.600 --> 00:05:55.600]  去吃面
[00:05:55.600 --> 00:05:58.600]  我記得我們坐下一路聊天
[00:05:58.600 --> 00:05:59.600]  走進去已經聊天
[00:05:59.600 --> 00:06:01.600]  一路聊到很忙
[00:06:01.600 --> 00:06:02.600]  坐下
[00:06:02.600 --> 00:06:04.600]  那位夥計過來點東西
[00:06:04.600 --> 00:06:05.600]  他說給碗湯麵
[00:06:05.600 --> 00:06:06.600]  然後繼續說話
[00:06:06.600 --> 00:06:08.600]  那位夥計不走
[00:06:08.600 --> 00:06:09.600]  那位夥計說
[00:06:09.600 --> 00:06:10.600]  阿山啊
[00:06:10.600 --> 00:06:11.600]  什麼湯麵啊
[00:06:11.600 --> 00:06:13.600]  忘記了說
[00:06:13.600 --> 00:06:14.600]  忘記了說
[00:06:14.600 --> 00:06:16.600]  你湯麵都要說什麼
[00:06:16.600 --> 00:06:17.600]  那你讓我去煮
[00:06:17.600 --> 00:06:18.600]  都要告訴我煮什麼
[00:06:18.600 --> 00:06:22.600]  遵神而行都要知道我們要遵行什麼
[00:06:22.600 --> 00:06:24.600]  吩咐這個字
[00:06:24.600 --> 00:06:25.600]  你看文書記的話
[00:06:25.600 --> 00:06:26.600]  文書記出現這個字
[00:06:26.600 --> 00:06:28.600]  不少於81次
[00:06:28.600 --> 00:06:30.600]  你如果有心的回去
[00:06:30.600 --> 00:06:32.600]  試試掃一掃
[00:06:32.600 --> 00:06:35.600]  很多很多一路說文書記
[00:06:35.600 --> 00:06:37.600]  11次說到吩咐這個字
[00:06:37.600 --> 00:06:39.600]  吩咐起出埃及記
[00:06:39.600 --> 00:06:40.600]  尼米記都有
[00:06:40.600 --> 00:06:42.600]  但文書記是最多的
[00:06:42.600 --> 00:06:45.600]  由頭到尾36章裡面出現了81次之多
[00:06:45.600 --> 00:06:49.600]  叫我們聽從神的吩咐而行
[00:06:49.600 --> 00:06:50.600]  羅馬書12章
[00:06:50.600 --> 00:06:52.600]  第一次到第二次提醒我們要獻給神
[00:06:52.600 --> 00:06:53.600]  第二次告訴我們
[00:06:53.600 --> 00:06:55.600]  不要效果這個世界
[00:06:55.600 --> 00:06:57.600]  只要心意根深而變化
[00:06:57.600 --> 00:06:58.600]  叫你們拆咽
[00:06:58.600 --> 00:07:00.600]  可謂神善良
[00:07:00.600 --> 00:07:01.600]  順存
[00:07:01.600 --> 00:07:03.600]  可喜悅的旨意
[00:07:03.600 --> 00:07:05.600]  意思為拆咽
[00:07:05.600 --> 00:07:09.600]  拆咽不是只知道什麼是對什麼是錯
[00:07:09.600 --> 00:07:10.600]  拆咽這個字
[00:07:10.600 --> 00:07:11.600]  英文是兩個字
[00:07:11.600 --> 00:07:13.600]  叫做test and approve
[00:07:13.600 --> 00:07:15.600]  不單止知道你想怎麼樣
[00:07:15.600 --> 00:07:16.600]  應該怎麼樣
[00:07:16.600 --> 00:07:18.600]  而且我願意去做這件事
[00:07:18.600 --> 00:07:21.600]  我同意而且我願意進行這件事
[00:07:21.600 --> 00:07:23.600]  有時候會聽到一些人問意見
[00:07:23.600 --> 00:07:24.600]  你覺得怎麼樣
[00:07:24.600 --> 00:07:25.600]  你告訴他
[00:07:25.600 --> 00:07:26.600]  他就走了
[00:07:26.600 --> 00:07:27.600]  因為不合他聽
[00:07:27.600 --> 00:07:29.600]  他想問你同不同意
[00:07:29.600 --> 00:07:30.600]  同不同意
[00:07:30.600 --> 00:07:32.600]  他不是問你什麼意見
[00:07:32.600 --> 00:07:33.600]  拆咽神的旨意
[00:07:33.600 --> 00:07:35.600]  聽從神的吩咐
[00:07:35.600 --> 00:07:36.600]  不是合不合聽
[00:07:36.600 --> 00:07:38.600]  而是你要知道神到底說什麼
[00:07:38.600 --> 00:07:40.600]  你要去聽
[00:07:40.600 --> 00:07:41.600]  你要去聽
[00:07:41.600 --> 00:07:43.600]  與神同行
[00:07:43.600 --> 00:07:44.600]  我們要聖潔
[00:07:44.600 --> 00:07:45.600]  就不要效法
[00:07:45.600 --> 00:07:47.600]  不要效法就要聽命
[00:07:47.600 --> 00:07:49.600]  不要效法這個世界
[00:07:49.600 --> 00:07:51.600]  才可以拆咽神的旨意
[00:07:51.600 --> 00:07:52.600]  你要拆咽神的旨意
[00:07:52.600 --> 00:07:54.600]  就不要效法這個世界
[00:07:54.600 --> 00:07:55.600]  2012年的時候
[00:07:55.600 --> 00:07:59.600]  我在大家當中講了彼得前書一篇的講道
[00:07:59.600 --> 00:08:00.600]  叫做相管齊下
[00:08:00.600 --> 00:08:02.600]  我不知道你們記不記得
[00:08:02.600 --> 00:08:06.600]  但我每一次回來都會看回我以前所講的一些重點
[00:08:06.600 --> 00:08:08.600]  所以如果講多幾年
[00:08:08.600 --> 00:08:10.600]  我不知道怎麼找這些東西
[00:08:10.600 --> 00:08:11.600]  2012年那次相管齊下
[00:08:11.600 --> 00:08:13.600]  我講有一次我去做運動
[00:08:13.600 --> 00:08:14.600]  我鎖了衣服在locker那裡
[00:08:14.600 --> 00:08:15.600]  但做完運動回來看
[00:08:15.600 --> 00:08:17.600]  這個locker開了
[00:08:17.600 --> 00:08:19.600]  被人拿了銀包裡面的錢
[00:08:19.600 --> 00:08:21.600]  為什麼可以開密碼鎖
[00:08:21.600 --> 00:08:24.600]  原來密碼鎖後面那張紙我沒有撕掉
[00:08:24.600 --> 00:08:26.600]  那張紙後面有三個number
[00:08:26.600 --> 00:08:27.600]  我沒有撕掉
[00:08:27.600 --> 00:08:28.600]  鎖完之後反了出來
[00:08:28.600 --> 00:08:30.600]  那些人看到就好奇試試
[00:08:30.600 --> 00:08:31.600]  開到啊
[00:08:31.600 --> 00:08:32.600]  那就不要浪費了
[00:08:32.600 --> 00:08:34.600]  有東西拿了就拿了
[00:08:34.600 --> 00:08:35.600]  不要浪費了
[00:08:35.600 --> 00:08:37.600]  這件事到今天我老婆還不知道
[00:08:37.600 --> 00:08:39.600]  這筆帶錢的不要傳出去
[00:08:39.600 --> 00:08:42.600]  我肯定不會讓她上網聽這一段
[00:08:42.600 --> 00:08:45.600]  怎麼會有人買密碼鎖不撕掉那張紙
[00:08:45.600 --> 00:08:48.600]  為什麼有人信耶穌不聽耶穌
[00:08:48.600 --> 00:08:50.600]  不合理的
[00:08:50.600 --> 00:08:53.600]  你真的要策議和指引
[00:08:53.600 --> 00:08:54.600]  你要聽從神的吩咐
[00:08:54.600 --> 00:08:56.600]  就不要效法這個世界
[00:08:56.600 --> 00:08:58.600]  二者不能夠並存
[00:08:58.600 --> 00:09:01.600]  人基本問題由創世到今天都是不肯聽
[00:09:01.600 --> 00:09:03.600]  我現在常常和神學生聊天
[00:09:03.600 --> 00:09:04.600]  我勸他一件事
[00:09:04.600 --> 00:09:06.600]  就是你要聽你肯變
[00:09:06.600 --> 00:09:07.600]  最近我寫篇文章
[00:09:07.600 --> 00:09:10.600]  題目叫自知之明改變之用
[00:09:10.600 --> 00:09:12.600]  這件事真的很難
[00:09:12.600 --> 00:09:14.600]  自知之明改變之用
[00:09:14.600 --> 00:09:15.600]  我太太有時也提醒我
[00:09:15.600 --> 00:09:17.600]  你聽下人講
[00:09:17.600 --> 00:09:18.600]  她沒說聽她講
[00:09:18.600 --> 00:09:19.600]  聽下人講
[00:09:19.600 --> 00:09:21.600]  聽下人改
[00:09:21.600 --> 00:09:24.600]  不聽不是有性格
[00:09:24.600 --> 00:09:26.600]  不改只是沒有品格
[00:09:26.600 --> 00:09:28.600]  這個我剛剛今早作的
[00:09:28.600 --> 00:09:31.600]  不聽不是表示你有性格
[00:09:31.600 --> 00:09:33.600]  不改只是你沒有品格
[00:09:33.600 --> 00:09:34.600]  你的品格建立不了
[00:09:34.600 --> 00:09:36.600]  應該不改
[00:09:36.600 --> 00:09:37.600]  不是你有性格
[00:09:37.600 --> 00:09:38.600]  只是你建立了你的品格
[00:09:38.600 --> 00:09:40.600]  應該聽
[00:09:40.600 --> 00:09:41.600]  所以我和大家分開
[00:09:41.600 --> 00:09:43.600]  民訴記講兩樣東西
[00:09:43.600 --> 00:09:46.600]  聽命的吩咐和聽命的教導
[00:09:46.600 --> 00:09:48.600]  分開有三段
[00:09:48.600 --> 00:09:50.600]  三部分民訴記
[00:09:50.600 --> 00:09:52.600]  一至十章講到聽命
[00:09:52.600 --> 00:09:54.600]  一至十二十五章講到不聽命
[00:09:54.600 --> 00:09:57.600]  二十六至三十六章再講到要聽命
[00:09:57.600 --> 00:09:58.600]  三段
[00:09:58.600 --> 00:10:02.600]  我們做基督徒不要停留在不聽命的部分
[00:10:02.600 --> 00:10:04.600]  我們要進入聽命的範圍
[00:10:04.600 --> 00:10:06.600]  先講第一部分
[00:10:06.600 --> 00:10:07.600]  講到聽命
[00:10:07.600 --> 00:10:08.600]  這裡有六部分
[00:10:08.600 --> 00:10:10.600]  一章至十章分開六段
[00:10:10.600 --> 00:10:12.600]  第一段是按命數點
[00:10:12.600 --> 00:10:14.600]  按命數點是數點人數
[00:10:14.600 --> 00:10:15.600]  什麼人數呢
[00:10:15.600 --> 00:10:19.600]  從二十歲以外凡能出去打仗被數
[00:10:19.600 --> 00:10:22.600]  數什麼能夠出去打仗
[00:10:22.600 --> 00:10:27.600]  能夠承擔打仗的工作或者身份的人都要數
[00:10:27.600 --> 00:10:30.600]  這裡說能出去打仗的都要數
[00:10:30.600 --> 00:10:32.600]  出去打
[00:10:32.600 --> 00:10:34.600]  對我們今天來說我們不是說出去打仗
[00:10:34.600 --> 00:10:35.600]  我們為神爭戰
[00:10:35.600 --> 00:10:38.600]  能為神作弓的都要算
[00:10:38.600 --> 00:10:41.600]  能為神作弓的每一個人都要參與
[00:10:41.600 --> 00:10:42.600]  有份於其中
[00:10:42.600 --> 00:10:43.600]  不分年至
[00:10:43.600 --> 00:10:45.600]  無論你剛剛上來
[00:10:45.600 --> 00:10:46.600]  剛才說了什麼
[00:10:46.600 --> 00:10:48.600]  那些叫什麼新人
[00:10:48.600 --> 00:10:50.600]  我剛才怎麼介紹我忘記了
[00:10:50.600 --> 00:10:52.600]  這些是什麼
[00:10:52.600 --> 00:10:54.600]  新蒲
[00:10:54.600 --> 00:10:55.600]  新丁
[00:10:55.600 --> 00:10:56.600]  這些是新丁
[00:10:56.600 --> 00:10:58.600]  新丁好舊丁好
[00:10:58.600 --> 00:11:01.600]  青丁好老丁好
[00:11:01.600 --> 00:11:03.600]  只要你是丁你都要丁
[00:11:03.600 --> 00:11:05.600]  是丁丁就不是丁
[00:11:05.600 --> 00:11:06.600]  你明不明
[00:11:06.600 --> 00:11:07.600]  丁得你就丁
[00:11:07.600 --> 00:11:08.600]  既然你做得你要做
[00:11:08.600 --> 00:11:09.600]  做得就要做
[00:11:09.600 --> 00:11:11.600]  做得就要做
[00:11:11.600 --> 00:11:14.600]  2000年美國有個大選
[00:11:14.600 --> 00:11:16.600]  有個很出名的新聞叫Florida Recount
[00:11:16.600 --> 00:11:18.600]  不知知不知
[00:11:18.600 --> 00:11:20.600]  因為選的時候很接近
[00:11:20.600 --> 00:11:22.600]  George Bush和Al Gore的票數很接近
[00:11:22.600 --> 00:11:24.600]  他們重點票數
[00:11:24.600 --> 00:11:25.600]  我記得當他們重點票數
[00:11:25.600 --> 00:11:27.600]  新聞報道我都有留意看
[00:11:27.600 --> 00:11:29.600]  後面有人在示威舉牌
[00:11:29.600 --> 00:11:30.600]  其中有一個寫得很好
[00:11:30.600 --> 00:11:32.600]  叫Every Vote Count
[00:11:32.600 --> 00:11:34.600]  每一票都要算
[00:11:34.600 --> 00:11:35.600]  坐在這裡
[00:11:35.600 --> 00:11:36.600]  各位弟兄姐妹
[00:11:36.600 --> 00:11:37.600]  每一個都要算
[00:11:37.600 --> 00:11:39.600]  你在神家中有份
[00:11:39.600 --> 00:11:41.600]  你不是可有可無
[00:11:41.600 --> 00:11:44.600]  你要看重自己在神家的一份子
[00:11:44.600 --> 00:11:46.600]  有時叫弟兄姐妹參與不容易
[00:11:46.600 --> 00:11:48.600]  那些不是謙卑
[00:11:48.600 --> 00:11:50.600]  有時叫他們都不動
[00:11:50.600 --> 00:11:52.600]  叫都不動
[00:11:52.600 --> 00:11:53.600]  不要說叫
[00:11:53.600 --> 00:11:55.600]  我就是不動就不動
[00:11:55.600 --> 00:11:56.600]  以前我認識一位
[00:11:56.600 --> 00:11:57.600]  我默會的時候
[00:11:57.600 --> 00:11:58.600]  一位皇帝兄
[00:11:58.600 --> 00:11:59.600]  請他服侍
[00:11:59.600 --> 00:12:00.600]  他死都不肯
[00:12:00.600 --> 00:12:01.600]  我說為什麼呢
[00:12:01.600 --> 00:12:02.600]  他說我年紀大了
[00:12:02.600 --> 00:12:04.600]  找些年輕的
[00:12:04.600 --> 00:12:05.600]  我就算了
[00:12:05.600 --> 00:12:06.600]  不要勉強
[00:12:06.600 --> 00:12:07.600]  勉強沒什麼幸福
[00:12:07.600 --> 00:12:08.600]  過了一年
[00:12:08.600 --> 00:12:09.600]  我見到皇帝兄
[00:12:09.600 --> 00:12:10.600]  那年我嘗試再鼓勵他
[00:12:10.600 --> 00:12:11.600]  我說皇帝兄
[00:12:11.600 --> 00:12:12.600]  可不可以參與侍奉
[00:12:12.600 --> 00:12:14.600]  他說你知不知道計數
[00:12:14.600 --> 00:12:15.600]  我說什麼意思
[00:12:15.600 --> 00:12:16.600]  我年紀大了
[00:12:16.600 --> 00:12:18.600]  意思是我高頭近了
[00:12:18.600 --> 00:12:20.600]  找些年輕的
[00:12:20.600 --> 00:12:21.600]  不要找我
[00:12:21.600 --> 00:12:22.600]  後來我離開了教會
[00:12:22.600 --> 00:12:23.600]  去了機構服侍
[00:12:23.600 --> 00:12:24.600]  十年之後
[00:12:24.600 --> 00:12:26.600]  我回到港里見到他
[00:12:26.600 --> 00:12:27.600]  我去跟他說
[00:12:27.600 --> 00:12:29.600]  為什麼皇帝兄你還在這裡
[00:12:29.600 --> 00:12:31.600]  需要我幫忙嗎
[00:12:31.600 --> 00:12:33.600]  你不是說要走
[00:12:33.600 --> 00:12:34.600]  為什麼走都走不了
[00:12:34.600 --> 00:12:36.600]  十年過了
[00:12:36.600 --> 00:12:37.600]  一直都說自己不行
[00:12:37.600 --> 00:12:38.600]  十年裡面
[00:12:38.600 --> 00:12:39.600]  或多或少
[00:12:39.600 --> 00:12:40.600]  怎樣都可以有貢獻
[00:12:40.600 --> 00:12:42.600]  問題不是行不行
[00:12:42.600 --> 00:12:44.600]  而是你肯不肯
[00:12:44.600 --> 00:12:45.600]  我曾經有一次
[00:12:45.600 --> 00:12:46.600]  我去到黑龍江的地方
[00:12:46.600 --> 00:12:47.600]  我自己生病了
[00:12:47.600 --> 00:12:48.600]  因為黑龍江很大風
[00:12:48.600 --> 00:12:49.600]  12月
[00:12:49.600 --> 00:12:50.600]  我生病的時候
[00:12:50.600 --> 00:12:51.600]  一直咳嗽
[00:12:51.600 --> 00:12:52.600]  我就問弟兄姐妹
[00:12:52.600 --> 00:12:53.600]  因為我身體不好
[00:12:53.600 --> 00:12:55.600]  我說還要我說嗎
[00:12:55.600 --> 00:12:56.600]  他說要徐弟兄
[00:12:56.600 --> 00:12:57.600]  當然要說
[00:12:57.600 --> 00:12:58.600]  他說你還沒死
[00:12:58.600 --> 00:13:00.600]  他說你死了就不用說
[00:13:00.600 --> 00:13:01.600]  你還沒死就要說
[00:13:01.600 --> 00:13:03.600]  這個給我很大的提醒
[00:13:03.600 --> 00:13:04.600]  只要我還沒死
[00:13:04.600 --> 00:13:05.600]  一息尚存
[00:13:05.600 --> 00:13:07.600]  都要有所貢獻
[00:13:07.600 --> 00:13:09.600]  不要小看自己
[00:13:09.600 --> 00:13:11.600]  每一個都要計
[00:13:11.600 --> 00:13:12.600]  凡是20歲以外
[00:13:12.600 --> 00:13:14.600]  還能打仗都要打
[00:13:14.600 --> 00:13:15.600]  都要打
[00:13:15.600 --> 00:13:17.600]  所以第一樣就是不分年資
[00:13:17.600 --> 00:13:18.600]  第二樣是不分先後
[00:13:18.600 --> 00:13:20.600]  這裡提到會莫
[00:13:20.600 --> 00:13:22.600]  會莫前行的時候
[00:13:22.600 --> 00:13:24.600]  你未迎起豬營的中間
[00:13:24.600 --> 00:13:25.600]  他們如何安營
[00:13:25.600 --> 00:13:27.600]  他們如何往前行
[00:13:27.600 --> 00:13:28.600]  各按本位
[00:13:28.600 --> 00:13:30.600]  各按本毒
[00:13:30.600 --> 00:13:32.600]  每一個人按著神給你的位分
[00:13:32.600 --> 00:13:33.600]  神給你的位置
[00:13:33.600 --> 00:13:35.600]  在高度向前邁進
[00:13:35.600 --> 00:13:37.600]  提醒我們要守住你的位置
[00:13:37.600 --> 00:13:39.600]  守衛不分先後
[00:13:39.600 --> 00:13:41.600]  以大局為重
[00:13:41.600 --> 00:13:45.600]  有些人就很計較的
[00:13:45.600 --> 00:13:47.600]  其實我印象很深
[00:13:47.600 --> 00:13:48.600]  老實說
[00:13:48.600 --> 00:13:50.600]  不知道大家有沒有試過拍團體照
[00:13:50.600 --> 00:13:52.600]  我都喜歡拍團體照
[00:13:52.600 --> 00:13:53.600]  拍完團體照
[00:13:53.600 --> 00:13:54.600]  人家給你照片
[00:13:54.600 --> 00:13:57.600]  第一個看的就是自己
[00:13:57.600 --> 00:13:58.600]  是不是
[00:13:58.600 --> 00:13:59.600]  找找自己的起點
[00:13:59.600 --> 00:14:00.600]  有沒有眨眼
[00:14:00.600 --> 00:14:01.600]  用閉上眼
[00:14:01.600 --> 00:14:02.600]  樣子美不美
[00:14:02.600 --> 00:14:03.600]  樣子衰不衰
[00:14:03.600 --> 00:14:04.600]  如果衰不衰
[00:14:04.600 --> 00:14:05.600]  可不可以touch up整整他
