
[00:00:00.000 --> 00:00:06.140]  活出使命的人生
[00:03:25.780 --> 00:03:28.340]  他是一個官職
[00:03:28.340 --> 00:03:33.460]  他不是我們心裏面想著的祭司、傳道人
[00:03:33.460 --> 00:03:35.000]  那些職位
[00:03:35.000 --> 00:03:39.860]  如果你研究舊約你會知道以色列人能夠參次的
[00:03:40.120 --> 00:03:47.280]  被老了之後,亡國之後回歸去耶路撒冷三個帶隊的領袖,第一個是索羅巴白
[00:03:47.280 --> 00:03:53.440]  他是重建聖殿下,這個就很明顯有使命,重建耶華的殿
[00:03:53.440 --> 00:03:55.740]  第二個是以斯拉
[00:03:55.740 --> 00:03:59.060]  他重建耶華的律法
[00:03:59.060 --> 00:04:02.400]  教導以色列人如何重新遵守神的要求
[00:04:02.400 --> 00:04:05.460]  而且以斯拉更加是祭司,也是大民事
[00:04:05.460 --> 00:04:07.260]  這要更加有使命
[00:04:07.520 --> 00:04:10.340]  但是尼希米他重建什麼呢?
[00:04:10.340 --> 00:04:13.660]  他重建耶路撒冷的城牆
[00:04:13.660 --> 00:04:19.040]  所以第一節的金句我送給大家,就是今天我們所讀的其中一節
[00:04:19.040 --> 00:04:21.080]  就是第二章的17節
[00:04:21.080 --> 00:04:24.420]  他說內霸讓我們重建
[00:04:24.420 --> 00:04:28.760]  耶路撒冷的城牆,這不是重建聖殿
[00:04:28.760 --> 00:04:30.300]  重建城牆因為
[00:04:30.300 --> 00:04:31.840]  建好城
[00:04:31.840 --> 00:04:33.380]  做好工作
[00:04:35.420 --> 00:04:38.240]  這個城能夠居住
[00:04:38.240 --> 00:04:40.280]  這個就是他的使命
[00:04:40.280 --> 00:04:42.840]  所以你看到尼希米的使命
[00:04:42.840 --> 00:04:43.860]  其實
[00:04:43.860 --> 00:04:45.660]  是一個工作
[00:04:45.660 --> 00:04:50.520]  但這個工作他將他放在神的呼召的態度裏面做
[00:04:50.520 --> 00:04:54.360]  這個心態的問題,不是你做什麼功的問題
[00:04:54.360 --> 00:05:00.000]  你在教會裏面侍奉,帶職,存職,不是這個問題,是你的心態的問題
[00:05:00.000 --> 00:05:04.600]  人有兩種,一種是一種呼召式的人生
[00:05:05.360 --> 00:05:08.680]  另外一種人他只會是一種叫做應付式的人生
[00:05:08.680 --> 00:05:13.560]  很多人是應付式的人生,每日生活裏面很忙的
[00:05:13.560 --> 00:05:19.180]  呼召式的人生都可以很忙,大家都很忙,不過應付式的人生他就是應付
[00:05:19.180 --> 00:05:25.580]  應付意思是看他什麼東西來,要求的時候每日都很忙,應付他老闆,應付他工作
[00:05:25.580 --> 00:05:32.500]  應付他經濟的需要,應付他家屋的工作,應付他的子女怎麼讀書,去哪家學校,每日應付
[00:05:32.760 --> 00:05:36.080]  最多有一點點時間,去旅行
[00:05:36.080 --> 00:05:41.980]  一輩子就是這樣,這叫做應付式的人生,很忙的可以
[00:05:41.980 --> 00:05:46.320]  做戲都停的,但應付式的人生,他是被人拖著走的
[00:05:46.320 --> 00:05:49.660]  一個有呼召式的人生,他知道自己要做什麼
[00:05:49.660 --> 00:05:54.520]  又說好像很偉大,不一定要很偉大,不一定要轟轟烈烈的
[00:05:54.520 --> 00:05:55.800]  就在你身邊
[00:05:55.800 --> 00:05:58.620]  每一個人都可以成為一個
[00:05:58.620 --> 00:06:00.160]  呼召式的人生
[00:06:00.400 --> 00:06:09.620]  你說我年紀都很大,什麼呼召,什麼使命,不是的,老家呼音第二章講一個老人家叫世面
[00:06:09.620 --> 00:06:12.440]  他一生裏面只有一個呼召
[00:06:12.440 --> 00:06:17.040]  清楚的等,他知道他要見這個尼塞亞
[00:06:17.040 --> 00:06:18.840]  當他手抱著這個
[00:06:18.840 --> 00:06:21.640]  耶穌基督尼塞亞這個BB的時候,他說我救了
[00:06:21.640 --> 00:06:24.980]  我人生已經無憾,我可以安然去世
[00:06:24.980 --> 00:06:28.560]  就是一件事
[00:06:28.820 --> 00:06:34.200]  這個就是他的使命,他整個方向做人,人總會病的,他都會病
[00:06:34.200 --> 00:06:37.020]  人總有困難,他都有困難,你還有困難
[00:06:37.020 --> 00:06:42.640]  不過一個有使命的人生,一個呼召式的人生的時候,困難有個不同的態度去看他
[00:06:42.640 --> 00:06:46.740]  有應付式的人生,他有困難的時候,有不同的態度去面對他
[00:06:46.740 --> 00:06:49.040]  你明白我分別是心態,不是工作
[00:06:49.040 --> 00:06:50.060]  不是生活
[00:06:50.060 --> 00:06:51.340]  內容
[00:06:51.340 --> 00:06:56.200]  還有最近我自己看時代論壇
[00:06:56.200 --> 00:06:58.760]  訪問唐崇榮牧師,我自己很感動
[00:06:59.480 --> 00:07:03.580]  其實唐崇榮牧師的一些背景,我也認識更多,因為我跟他比較熟
[00:07:03.580 --> 00:07:08.940]  唐崇榮牧師成為千萬人順主的祝福
[00:07:08.940 --> 00:07:13.300]  你知不知道記忆中背後有一個很重要的人嗎?是誰?是他媽媽
[00:07:13.300 --> 00:07:15.860]  他媽媽叫什麼名字?你認不認得?
[00:07:15.860 --> 00:07:17.920]  不認得吧?我也不認得
[00:07:17.920 --> 00:07:19.700]  不好意思
[00:07:19.700 --> 00:07:21.500]  不用認得他的名字
[00:07:21.500 --> 00:07:26.100]  但這位老姐妹一生做的一件事就是為他幾個兒子祈禱
[00:07:26.100 --> 00:07:28.660]  一直為他兒子祈禱,就是這麼多
[00:07:29.080 --> 00:07:33.980]  他沒有去做傳道,但是他兒子帶千萬人順主,你明不明白?是使命
[00:07:33.980 --> 00:07:35.500]  所以說好像
[00:07:35.500 --> 00:07:42.380]  尼希米說內霸讓我們不是重建聖殿,不會讓我們做傳道,不會讓我們宣教,他讓我們重建什麼?
[00:07:42.380 --> 00:07:44.220]  耶路撒冷的城牆
[00:07:44.220 --> 00:07:47.300]  不是這樣的,不是很神聖的
[00:07:47.300 --> 00:07:51.400]  你帶著神的使命去重建一個城牆做好工作
[00:07:51.400 --> 00:07:54.980]  內霸讓我們帶著神的使命去做好盤生意
[00:07:56.000 --> 00:08:00.100]  你明白嗎?內霸讓你帶著神的使命去做好你的工作
[00:08:00.100 --> 00:08:02.140]  做一個能夠見證神的工作
[00:08:02.140 --> 00:08:06.740]  內霸讓神上的呼召,讓我好好地去教好我的主一學
[00:08:06.740 --> 00:08:10.840]  內霸讓神讓我有智慧去好好養育我兩個女兒
[00:08:10.840 --> 00:08:11.860]  兩個兒子
[00:08:11.860 --> 00:08:13.920]  這個就是神的使命
[00:08:13.920 --> 00:08:16.480]  沒有一個人沒有在神面前有使命
[00:08:16.480 --> 00:08:17.760]  沒有的
[00:08:17.760 --> 00:08:19.300]  好了
[00:08:19.300 --> 00:08:23.900]  當天的人有這個使命的時候,今天我們特別多說一點
[00:08:24.920 --> 00:08:27.480]  他走上去的時候,當然不是那麼浪漫
[00:08:27.480 --> 00:08:32.100]  面對一個使命的人生的時候,有挑戰的
[00:08:32.100 --> 00:08:33.380]  今天我們看看
[00:08:33.380 --> 00:08:36.700]  尼希米所面對的挑戰是什麼
[00:08:36.700 --> 00:08:38.740]  因為說到尼希米
[00:08:38.740 --> 00:08:41.060]  真的有機會回到耶路撒冷
[00:08:41.060 --> 00:08:44.380]  帶著有王送給他的
[00:08:44.380 --> 00:08:45.400]  護衛
[00:08:45.400 --> 00:08:46.680]  一起回去
[00:08:46.680 --> 00:08:48.220]  有木材回去
[00:08:48.220 --> 00:08:49.500]  樣樣東西都不錯
[00:08:49.500 --> 00:08:54.880]  尼希米回去的時候,第一樣他住了幾天,剛才我們所讀的聖經11節
[00:08:55.100 --> 00:08:55.860]  住了三天
[00:08:55.860 --> 00:08:58.420]  然後夜間就去看看地形
[00:08:58.420 --> 00:09:00.720]  因為他自己都沒有回到耶路撒冷
[00:09:00.720 --> 00:09:02.260]  那麼遠千里
[00:09:02.260 --> 00:09:08.140]  從波斯帝國回到耶路撒冷,帶著他的使命,其實他真的很大犧牲
[00:09:08.140 --> 00:09:09.680]  他做酒政
[00:09:09.680 --> 00:09:11.980]  可以很安樂的
[00:09:11.980 --> 00:09:14.540]  地位又高,錢又多,好歎
[00:09:14.540 --> 00:09:16.340]  可以
[00:09:16.340 --> 00:09:17.620]  富貴榮華都有
[00:09:17.620 --> 00:09:18.900]  他把這些都丟下
[00:09:18.900 --> 00:09:22.480]  走到那麼遠回到耶路撒冷,就是要做這件工作
[00:09:22.480 --> 00:09:23.240]  OK
[00:09:23.240 --> 00:09:24.000]  做了
[00:09:24.260 --> 00:09:27.600]  看看耶路撒冷搞成怎樣,於是聖經記載
[00:09:27.600 --> 00:09:30.160]  他自己帶著幾個隨從
[00:09:30.160 --> 00:09:36.280]  就有了一隻生口,我想都不是馬,可能是鷺,因為晚上他不想讓人知道
[00:09:36.280 --> 00:09:37.060]  他自己
[00:09:37.060 --> 00:09:38.080]  小小的
[00:09:38.080 --> 00:09:39.880]  看察一下情況
[00:09:39.880 --> 00:09:42.440]  現在我們看看這個情況,看到什麼情況
[00:09:42.440 --> 00:09:46.540]  第13、14節都說到,他一直沿著路去
[00:09:46.540 --> 00:09:47.820]  去到龍泉
[00:09:47.820 --> 00:09:49.360]  到這個訓門
[00:09:49.360 --> 00:09:50.120]  然後就
[00:09:50.120 --> 00:09:53.440]  看看耶路撒冷的城牆和火焚燒的城門
[00:09:53.700 --> 00:09:57.540]  第14節又向前去到這個訓門和黃瓷
[00:09:57.540 --> 00:10:01.380]  因為那裏太窄難,太厲害了,過不了生口
[00:10:01.380 --> 00:10:03.940]  所以唯有元溪而上,繞了個圈
[00:10:03.940 --> 00:10:05.220]  就回到自己的地方
[00:10:05.220 --> 00:10:09.820]  好像說一個紀錄,但你留意這些紀錄的背後
[00:10:09.820 --> 00:10:12.120]  你可以想像當時的圖畫
[00:10:12.120 --> 00:10:13.920]  什麼圖畫呢
[00:10:13.920 --> 00:10:19.040]  你起碼看到一幅什麼圖畫,這是他的使命,就是回到耶路撒冷重建
[00:10:19.040 --> 00:10:20.320]  這個城牆
[00:10:20.580 --> 00:10:24.680]  現在看看這個真實的情況是怎樣
[00:10:24.680 --> 00:10:26.720]  一點都不好看
[00:10:26.720 --> 00:10:33.380]  這個新譯本也很好,但有時因為他用一些
[00:10:33.380 --> 00:10:37.740]  最新的研究,所以他的譯的時候有些就是
[00:10:37.740 --> 00:10:42.860]  和舊譯本不同,但那個舊譯本有時候和合本,你看對面
[00:10:42.860 --> 00:10:44.640]  有些譯字完全不同
[00:10:44.640 --> 00:10:49.000]  尤其是一個比較大的分別,就是這個龍泉這個字
[00:10:49.260 --> 00:10:52.320]  舊譯本的譯字叫野狗井
[00:10:52.320 --> 00:10:56.420]  很不同,野狗井和龍泉
[00:10:56.420 --> 00:11:00.780]  其實應該是龍井,不過龍井不太好,喝的那些
[00:11:00.780 --> 00:11:01.800]  所以
[00:11:01.800 --> 00:11:04.620]  其實這個字是有可以這樣譯的
[00:11:04.620 --> 00:11:09.220]  但是你問我的話,其實就不一定需要將他
[00:11:09.220 --> 00:11:12.560]  這麼新式的譯,這個新的看法譯做龍泉
[00:11:12.560 --> 00:11:18.440]  一個原文希伯羅文這個字
[00:11:18.700 --> 00:11:23.060]  其實基本上可以譯做是野狗
[00:11:23.060 --> 00:11:24.840]  是野狗的井
[00:11:24.840 --> 00:11:27.920]  不過他的諧音是譯做龍
[00:11:27.920 --> 00:11:32.280]  龍和野狗是相差那麼遠的,可能以前是龍
[00:11:32.280 --> 00:11:35.340]  現在後來搞到變成野狗
[00:11:35.340 --> 00:11:38.160]  你明白嗎?就是這樣解釋
[00:11:38.160 --> 00:11:41.240]  跟著睡床門就不用解釋了
[00:11:41.740 --> 00:11:48.660]  那麼你會說,哇,這麼鬼混的野狗井,然後你留意,跟著第二句就再走過去,其實就是旁邊是
[00:11:48.660 --> 00:11:51.480]  旁邊是泉門和黃池
[00:11:51.480 --> 00:11:56.840]  泉門是那些泉水,最重要的泉水湧出來的那個閘
[00:11:56.840 --> 00:12:03.240]  一個城裏面泉水湧出來的那個閘,一定是不是給平民百姓沖涼的
[00:12:03.240 --> 00:12:06.320]  是給皇帝用的,因為水最新鮮
[00:12:06.320 --> 00:12:10.420]  然後旁邊就是黃池,即是皇帝沖涼的地方,或者皇帝
[00:12:10.920 --> 00:12:11.940]  休憩的地方
[00:12:11.940 --> 00:12:17.580]  即是說,以前你可以想像,以前那幅圖畫是怎樣的,那是皇宮的核心
[00:12:17.580 --> 00:12:20.140]  現在變成野狗井和睡床門
[00:12:20.140 --> 00:12:22.960]  臭氣昏天
[00:12:22.960 --> 00:12:27.040]  弟兄姊妹要重建的一定是臭氣昏天的,我告訴你
[00:12:27.040 --> 00:12:29.860]  如果不是臭氣昏天,你用不著去重建
[00:12:29.860 --> 00:12:38.060]  你會說,為什麼我要重建的時候,我真的要好好的做我的工作,有同事那麼差,當然啦,同事很好人,用不著你去做
[00:12:38.820 --> 00:12:43.440]  你明白嗎?我兒子那麼差,我又用心去教他們,怎麼教成這樣
[00:12:43.440 --> 00:12:45.480]  乖,用不著你去重建
[00:12:45.480 --> 00:12:48.040]  用不著你去有使命
[00:12:48.040 --> 00:12:51.880]  弟兄姊妹要重建的使命,一定是不好看的東西
[00:12:51.880 --> 00:12:53.680]  你預了的了
[00:12:53.680 --> 00:12:57.000]  預了,如果有不好看的東西你不做的時候
[00:12:57.000 --> 00:13:01.100]  這個就不是你起碼那種使命的人生
[00:13:01.100 --> 00:13:03.140]  現在我們看
[00:13:03.140 --> 00:13:07.760]  不單止形勢不妙
[00:13:08.260 --> 00:13:10.300]  還有呢,有些人潑冷水
[00:13:10.300 --> 00:13:11.840]  這個記載了有
[00:13:11.840 --> 00:13:14.920]  兩次,第二章第十節和十九節
[00:13:14.920 --> 00:13:19.260]  都記載了有些人在潑冷水,有些人反對他們的人
[00:13:19.260 --> 00:13:22.340]  在政治上面,因為他們干涉他們
[00:13:22.340 --> 00:13:27.200]  這個叫做和倫人,森巴拉,第十節那裏講到
[00:13:27.200 --> 00:13:31.800]  亞門人的比利亞多比亞
[00:13:31.800 --> 00:13:35.140]  十九節再加多的阿拉伯人
[00:13:35.140 --> 00:13:36.420]  基善
[00:13:36.920 --> 00:13:38.460]  這些什麼人來的呢
[00:13:38.460 --> 00:13:40.500]  其實這個
[00:13:40.500 --> 00:13:41.780]  描述呢
[00:13:41.780 --> 00:13:47.160]  我們當時看的時候,只看聖經看不到什麼,好像流氓在搞事
[00:13:47.160 --> 00:13:51.000]  不要搞,阻礙我們地球,不是那麼簡單
[00:13:51.000 --> 00:13:54.840]  如果你看考古學的出土文物的
[00:13:54.840 --> 00:13:56.640]  記錄
[00:13:56.640 --> 00:13:58.940]  有他們的名字在裏面
[00:13:58.940 --> 00:14:02.000]  阿蘭文的出土文物裏面有他們的名字在裏面
[00:14:02.520 --> 00:14:07.900]  原來這個和倫人,所謂人,和倫人森巴拉
[00:14:07.900 --> 00:14:10.200]  森巴拉是那個總長來的
[00:14:10.200 --> 00:14:13.780]  其實是當時整個區的最大的官
[00:14:13.780 --> 00:14:20.440]  亞門人,當然是亞門人整個民族的總長
[00:14:20.440 --> 00:14:21.460]  這個叫做
[00:14:21.460 --> 00:14:22.480]  多比亞
[00:14:22.480 --> 00:14:24.780]  阿拉伯人
[00:14:24.780 --> 00:14:27.100]  基善是誰呢
[00:14:28.120 --> 00:14:32.740]  現在我們的考古找出來的基善其實是阿拉伯的皇帝
[00:14:32.740 --> 00:14:40.660]  這幫不是那些流氓,不是那些黑社會,現在我們地球搞什麼,他們是很有權力
[00:14:40.660 --> 00:14:46.560]  當時是霸佔那個地方和周圍的地方的官
[00:14:46.560 --> 00:14:48.080]  總長
[00:14:48.080 --> 00:14:49.620]  甚至是王來的
[00:14:49.620 --> 00:14:55.760]  他們聯合要反對,所以跟著你看到尼希米基的時候,他們要反對,不是只是罵他,諷刺他
[00:14:55.760 --> 00:14:57.820]  不是基善他們
[00:14:58.280 --> 00:14:59.560]  差不多命都沒有
[00:14:59.560 --> 00:15:01.100]  命都沒有
[00:15:01.100 --> 00:15:04.160]  生命有危險的
[00:15:04.160 --> 00:15:09.280]  當然,當你有使命的時候
[00:15:09.280 --> 00:15:14.920]  你走入去這個使命當中的時候,你會預料你會被人反對,你會被人誤會
[00:15:14.920 --> 00:15:18.260]  臭氣昏天
[00:15:18.260 --> 00:15:22.340]  完全意外,丁姐妹
[00:15:22.340 --> 00:15:23.380]  是不是
[00:15:24.140 --> 00:15:30.280]  你不要以為說神父召我做一樣事情,一個使命,好,那我就去做,哇,於是大路闖開給你
[00:15:30.280 --> 00:15:34.380]  走入去的時候,很開心,不是的,一樣是這樣
[00:15:34.380 --> 00:15:40.780]  神父召我在教會裡面好好的侍奉他的時候,為什麼那些人這麼差,為什麼我做極的人都不欣賞
[00:15:40.780 --> 00:15:42.820]  為什麼被人誤會,預料了
[00:15:42.820 --> 00:15:45.140]  我今年是
[00:15:45.140 --> 00:15:47.700]  自己奉獻,神父召我奉獻
[00:15:47.700 --> 00:15:49.480]  給中國的福音40年
[00:15:49.480 --> 00:15:51.780]  1970年,我記得19歲的時候
[00:15:52.040 --> 00:15:54.860]  很清楚神父召我,好,我就一生為中國
[00:15:54.860 --> 00:15:59.220]  我坦白告訴你,這40年裡面,你以為我不知道中國的壞事嗎
[00:15:59.220 --> 00:16:02.020]  你明不明白,多壞的官我都見過
[00:16:02.020 --> 00:16:06.380]  多沒底線的人我都見過,被人煽過,煽得多
[00:16:06.380 --> 00:16:08.180]  哭過,哭過不知道多少次
[00:16:08.180 --> 00:16:12.260]  我自己告訴自己,我哭著,我不會再理中國的了
[00:16:12.260 --> 00:16:15.080]  這樣的國家,我不是只是六四才哭的
[00:16:15.080 --> 00:16:19.420]  我記得六四那天,第二天我在其他一個港台講道的時候,我哭
[00:16:20.460 --> 00:16:22.260]  不是只是那天哭了很多次
[00:16:22.260 --> 00:16:25.060]  但一個有使命的生命
[00:16:25.060 --> 00:16:27.620]  就是你看到冤氣分天
[00:16:27.620 --> 00:16:29.940]  但是你仍然看到
[00:16:29.940 --> 00:16:31.720]  你有使命繼續下去
[00:16:31.720 --> 00:16:33.260]  不是你的勇氣
[00:16:33.260 --> 00:16:39.140]  而是你看見這些東西裡面,因為有神自己的手,跟著我們看看
[00:16:39.140 --> 00:16:40.420]  你起碼
[00:16:40.420 --> 00:16:42.740]  怎樣去在這種這樣的
[00:16:42.740 --> 00:16:46.820]  好不好看的情況底下,他的生命繼續持續下去
[00:16:46.820 --> 00:16:48.880]  關鍵我想大家看第17節
[00:16:49.640 --> 00:16:52.460]  第17節裡面有兩樣東西,你想一想
[00:16:52.460 --> 00:16:54.000]  你從他的角度去想
[00:16:54.000 --> 00:16:59.620]  他17節之前就看到那一大堆很令他心甘的東西
[00:16:59.620 --> 00:17:04.740]  又爛又溶,跟著又被人罵,那些人又說你別來,你來我和你
[00:17:04.740 --> 00:17:10.380]  我不放過你的,有人威脅一大堆這些全部是負面的
[00:17:10.380 --> 00:17:11.660]  現象的時候
[00:17:11.660 --> 00:17:13.700]  然後第17節
[00:17:13.700 --> 00:17:18.820]  聖經說後來我對他們說DAN,英文翻譯DAN
[00:17:19.080 --> 00:17:23.700]  翻譯在時間上也可以成為一個意義上面
[00:17:23.700 --> 00:17:27.280]  我看到這些東西的時候
[00:17:27.280 --> 00:17:31.100]  更加令到我
[00:17:31.100 --> 00:17:37.500]  要對那些周圍的猶太人,我們和一齊來的人說,你們看見的
[00:17:37.500 --> 00:17:41.620]  他先說了最不好的,你看見耶路撒冷怎樣遭遇患難
[00:17:41.620 --> 00:17:46.480]  你看見城牆怎樣被焚燒,你看見這些東西生成荒蕪之地
[00:17:46.980 --> 00:17:51.340]  跟著有兩條路可以選擇,你看見這些心甘的東西的時候沒有得玩的
[00:17:51.340 --> 00:17:54.920]  這是第一個反應,是不是?很多人說算了
[00:17:54.920 --> 00:18:00.300]  不是,就是你看見這些東西的時候,你說來吧
[00:18:00.300 --> 00:18:02.860]  讓我們重建耶路撒冷的城牆
[00:18:02.860 --> 00:18:04.900]  免得我們
[00:18:04.900 --> 00:18:07.720]  不再,免得我們是受羞辱
[00:18:07.720 --> 00:18:13.100]  我記得有一次我和一些的弟姐妹講到中國的事縫
[00:18:13.100 --> 00:18:16.160]  他在罵中國怎樣怎樣差
[00:18:17.140 --> 00:18:19.180]  我跟他說
[00:18:19.180 --> 00:18:22.260]  跟中國人說的,死是容易
[00:18:22.260 --> 00:18:24.820]  活下去才難
[00:18:24.820 --> 00:18:32.240]  我說我這麼多年的裡面,我一直帶著眼淚跟他們說,我這麼多年裡面,我告訴過自己,我不再理中國
[00:18:32.240 --> 00:18:34.800]  但過了一陣子的時候
[00:18:34.800 --> 00:18:37.860]  心裏真的沒辦法停止神自己的感動
[00:18:37.860 --> 00:18:41.960]  又進去,又被人欺負過,你明白嗎?又被人騙過
[00:18:41.960 --> 00:18:43.500]  又被人騙過
[00:18:43.500 --> 00:18:45.820]  於是說不做了,又再去過
[00:18:46.240 --> 00:18:47.780]  這個才是真正的挑戰
[00:18:47.780 --> 00:18:49.560]  就是因為它不好
[00:18:49.560 --> 00:18:51.280]  就是因為城牆
[00:18:51.280 --> 00:18:52.060]  沒有了
[00:18:52.060 --> 00:18:55.400]  就是因為這些被焚燒,所以內霸
[00:18:55.400 --> 00:18:57.200]  我們要去
[00:18:57.200 --> 00:18:58.480]  重建
[00:18:58.480 --> 00:18:59.500]  耶路撒冷的城牆
[00:18:59.500 --> 00:19:01.580]  弟姐妹
[00:19:01.580 --> 00:19:03.640]  這個就是那種
[00:19:03.640 --> 00:19:05.420]  生命的勇氣
[00:19:05.420 --> 00:19:07.220]  你說這種勇氣
[00:19:07.220 --> 00:19:07.980]  你
[00:19:07.980 --> 00:19:10.780]  你起碼有,它特別厲害,不是
[00:19:10.780 --> 00:19:14.440]  它有根據,我想今天給大家看多一點,它的根據在哪裏?
[00:19:14.700 --> 00:19:16.500]  它在哪裏來這種勇氣呢?
[00:19:16.500 --> 00:19:17.780]  第一
[00:19:17.780 --> 00:19:19.560]  我們說李希米當然了
[00:19:19.560 --> 00:19:22.120]  我們已經是第一章,第二章看見很清楚
[00:19:22.120 --> 00:19:26.740]  他很清楚是神自己的感動,呼召,這個我們不再重複了,第一章裏面
[00:19:26.740 --> 00:19:29.540]  李希米知道這個神的呼召和感動
[00:19:29.540 --> 00:19:30.820]  他搞得很清楚的
[00:19:30.820 --> 00:19:31.860]  這個是神自己的呼召
[00:19:31.860 --> 00:19:33.140]  但還有一件
[00:19:33.140 --> 00:19:36.980]  今天我想跟大家在這段聖經裏面再繼續講的,第二章十八節
[00:19:36.980 --> 00:19:39.780]  這次很重要的
[00:19:39.780 --> 00:19:44.140]  為何他可以這樣在最不好看的
[00:19:44.400 --> 00:19:48.240]  臭氣昏天的情況下仍然有這個勇氣下去呢?
[00:19:48.240 --> 00:19:49.780]  因為他說什麼?
[00:19:49.780 --> 00:19:52.580]  我的神私恩的手
[00:19:52.580 --> 00:19:53.620]  如何幫助
[00:19:53.620 --> 00:19:56.940]  他見到神私恩的手
[00:19:56.940 --> 00:19:58.480]  李希米說
[00:19:58.480 --> 00:19:59.500]  是啊
[00:19:59.500 --> 00:20:01.300]  那麼爛的地方
[00:20:01.300 --> 00:20:03.100]  怎麼開始?我也不知道
[00:20:03.100 --> 00:20:06.940]  不過一直以來我見到神的手在整件事裏面的時候
[00:20:06.940 --> 00:20:09.500]  我見到他的手,我就知道他還在這裏
[00:20:09.500 --> 00:20:12.560]  我知道他沒有放棄那個地方
