
[00:00:00.000 --> 00:00:05.000]  信心比硬件重要
[00:05:08.000 --> 00:05:17.000]  現代一樣,我上個講座時提到現代很多哲學家是用理性去推論一個上帝出來
[00:05:17.000 --> 00:05:24.000]  我用溫偉堯的書《上帝要迎庚的苦難》其中一個例子作為解釋
[00:05:24.000 --> 00:05:30.000]  一位很出名的哲學家,例如邱莫,他用一個苦難的論證
[00:05:30.000 --> 00:05:36.000]  他說如果上帝是至善的,他不會容忍世上有痛苦和罪惡
[00:05:36.000 --> 00:05:40.000]  如果上帝是全能,他可以制止痛苦和罪惡
[00:05:40.000 --> 00:05:42.000]  但世界上有苦難和罪惡
[00:05:42.000 --> 00:05:47.000]  所以他的推論是,如果上帝是至善的,他一定不是全能
[00:05:47.000 --> 00:05:52.000]  因為他有能力可以制止罪惡,但他沒有能力,所以一定不是全能
[00:05:52.000 --> 00:05:58.000]  如果上帝是全能,他又不制止罪惡和痛苦,他一定不是至善
[00:05:58.000 --> 00:06:06.000]  所以很多哲學家都是用人有限的智慧去推論一個假神出來
[00:06:06.000 --> 00:06:10.000]  他們推論這個上帝是不能同時是全能和至善
[00:06:10.000 --> 00:06:19.000]  所以你看到一個有限理性的人,用有限理性去嘗試去推敲無限的上帝
[00:06:19.000 --> 00:06:23.000]  他唯一可以推論的就是假神和偶像
[00:06:23.000 --> 00:06:33.000]  所以上一次我解釋,《若白記》裏面兩句說話就已經是指出這些理性推敲上帝的謬誤
[00:06:33.000 --> 00:06:38.000]  因為無論舊約、新約、舊約和現代也好
[00:06:38.000 --> 00:06:45.000]  人的共通點就是想用有限的智慧去塑造一個可以掌控、理智可以明白的上帝
[00:06:45.000 --> 00:06:51.000]  但如果理智可以明白又是完全掌控的,這個就不是上帝是假神
[00:06:51.000 --> 00:06:55.000]  所以《若白記》說真正的上帝是有絕對主權的
[00:06:55.000 --> 00:06:58.000]  他可以賞賜、可以收取、可以賜福、可以賜禍
[00:06:58.000 --> 00:07:03.000]  他不受人的塑造和掌控
[00:07:03.000 --> 00:07:09.000]  這個就是真正上帝應有的理解
[00:07:09.000 --> 00:07:13.000]  他不像王大仙那樣有求必應,他還可以賜禍
[00:07:13.000 --> 00:07:18.000]  所以很多人不會去找一個神明賜禍給他
[00:07:18.000 --> 00:07:24.000]  但真正的上帝是絕對有主權的,他不會受人掌控
[00:07:24.000 --> 00:07:31.000]  明白了這幾個觀點之後,我們就看看約翰和約翰福音的重點
[00:07:31.000 --> 00:07:36.000]  這裡有12個門徒的名字,除了出賣耶穌的猶大之外
[00:07:36.000 --> 00:07:43.000]  這11個門徒都是親眼見證耶穌死亡、復活和升天的
[00:07:43.000 --> 00:07:48.000]  今天我會說的是兩個主角,約翰,因為他是寫約翰福音的
[00:07:48.000 --> 00:07:54.000]  和他講有關多瑪的故事,但這一批第一代見證人
[00:07:54.000 --> 00:08:00.000]  見著耶穌復活升天的人,除了神要約翰老死
[00:08:00.000 --> 00:08:04.000]  要寫上啟示錄、約翰福音、約翰一二三書之外
[00:08:04.000 --> 00:08:08.000]  其餘全部按照教會的歷史都是殉道的
[00:08:08.000 --> 00:08:14.000]  是為耶穌作見證去死亡的
[00:08:14.000 --> 00:08:22.000]  只有約翰不是殉道,因為他要老的時候要寫上聖經
[00:08:22.000 --> 00:08:32.000]  多瑪最後去到印度殉道,也有近代的研究是他曾經去過中國
[00:08:32.000 --> 00:08:35.000]  如果有時間我會再說說這部分
[00:08:35.000 --> 00:08:45.000]  約翰是十二個門徒裡最小的,當時一般神學家估計約二十出頭左右
[00:08:45.000 --> 00:08:52.000]  但我們現在說的主前主後計算方法有個錯誤
[00:08:52.000 --> 00:08:55.000]  因為當時有兩個希律王計漏了一個
[00:08:55.000 --> 00:09:05.000]  真正耶穌三十三年半的壽命,他出生是早四到六年
[00:09:05.000 --> 00:09:11.000]  所以耶穌升天大約是現在的公元27到29年
[00:09:11.000 --> 00:09:17.000]  約翰福音大約是公元90到100年早寫出來
[00:09:17.000 --> 00:09:25.000]  距離這裡是六十多年,所以當時約翰福音大約是85到90歲之間
[00:09:25.000 --> 00:09:33.000]  是一個老人家,而當時他所有的同伴跟著耶穌的同伴已經殉道死了
[00:09:33.000 --> 00:09:37.000]  只剩下他一個,但神交給他一個很重要的使命
[00:09:37.000 --> 00:09:42.000]  將一些很重要的神學觀念留給我們
[00:09:42.000 --> 00:09:49.000]  我們看看他怎樣寫,記住他寫約翰福音的時候
[00:09:49.000 --> 00:09:56.000]  他回想一個他六十年前曾經跟過的老師,三年半的老師
[00:09:56.000 --> 00:10:00.000]  我們看他怎樣說,一到三節他這樣說
[00:10:00.000 --> 00:10:14.000]  太初有道,道與神同在,道就是神,這道太初與神同在,萬物是藉他做的,凡被做的,沒有一樣不是藉他做的
[00:10:14.000 --> 00:10:20.000]  這裡說的太初是指創世之先,有道有真理
[00:10:20.000 --> 00:10:24.000]  這個真理與上帝同在,這個真理就是神
[00:10:24.000 --> 00:10:29.000]  整本約翰福音他所說的道就是耶穌基督
[00:10:29.000 --> 00:10:35.000]  原來約翰跟我們解釋,這個上帝就是真理的本體
[00:10:35.000 --> 00:10:43.000]  所以真理不是我們現在講哲學的範疇,是一些人想出來的哲學理論或一些人的思想
[00:10:43.000 --> 00:10:49.000]  在聖經裏面約翰跟我們說,真理就是活生生的上帝
[00:10:49.000 --> 00:10:52.000]  就是生命源頭的上帝,就是真理
[00:10:52.000 --> 00:10:58.000]  所以真理當上帝表達自己的時候,他表達的說話都是真理
[00:10:58.000 --> 00:11:01.000]  所以他留給我們聖經就是神,留給我們的真理
[00:11:01.000 --> 00:11:10.000]  道成了肉身,來到我們當中,就是真理,這個上帝親自來到人間
[00:11:10.000 --> 00:11:17.000]  所以他太初有道,就解釋給我們聽,原來這個道就是上帝,就是這個真理的本體
[00:11:17.000 --> 00:11:24.000]  而真理就是上帝,而不單只是上帝,他也是做物主,萬物是藉著他做的
[00:11:24.000 --> 00:11:29.000]  而這個耶穌基督,他說凡被做的,沒有一樣不是他做的
[00:11:29.000 --> 00:11:34.000]  即是說耶穌基督本身不是被做的,因為所有被做的都是由他做出來的
[00:11:34.000 --> 00:11:42.000]  然後他再跟我們解釋,原來這個耶穌基督,他跟過三年半,六十年前他寫出來的耶穌基督
[00:11:42.000 --> 00:11:48.000]  就是生命的源頭,所有生命在他裏面,他也是生命的光
[00:11:48.000 --> 00:11:54.000]  但是當這個光來到人間的時候,人是情願在黑暗裏面,而要接受光的
[00:11:54.000 --> 00:11:59.000]  我們再看下去,約翰怎樣去解釋耶穌基督的時候
[00:11:59.000 --> 00:12:04.000]  他說這個道,這個真理來到中間,是親自住在我們那裏
[00:12:04.000 --> 00:12:08.000]  他作為一個第一生的見證人,告訴我們,他真的見過他,他跟他住過
[00:12:08.000 --> 00:12:16.000]  雖然隔了六十年,但他還是很有激動的,他說他是充充滿滿,有恩典,有真理
[00:12:16.000 --> 00:12:23.000]  我不知道我們想起一個二十多年前,三十年前,五六十年前的朋友,會不會還這麼激動
[00:12:23.000 --> 00:12:31.000]  他寫福音的時候,想起他跟過的主耶穌基督,六十年前跟過他,還是這麼激動
[00:12:31.000 --> 00:12:41.000]  然後他再跟我們說,神是零,沒有人見過他,但是這個神是藉著聖子來到人間
[00:12:41.000 --> 00:12:49.000]  將上帝的屬性表現出來,去到第一章的二十九節,他提到施洗約翰
[00:12:49.000 --> 00:12:54.000]  這個約翰就是施洗約翰,不是他自己,施洗約翰來到見到耶穌的時候
[00:12:54.000 --> 00:12:59.000]  形容耶穌,這個是神的羔羊,是除去或者是背負世人的罪孽
[00:12:59.000 --> 00:13:06.000]  在猶太人的心目中,人的罪是要贖罪的
[00:13:06.000 --> 00:13:12.000]  在教育裡面是用羔羊,無下的羔羊去喻表,代替有罪的人去贖罪
[00:13:12.000 --> 00:13:20.000]  其實是喻表將來有一個無罪的羔羊,就是耶穌基督,是會為人死,替人贖罪
[00:13:20.000 --> 00:13:24.000]  就是約翰告訴我們福音的內容
[00:13:24.000 --> 00:13:32.000]  如果我們再看約翰的一書,我們看到約翰是很激動的
[00:13:32.000 --> 00:13:37.000]  他強調的是什麼呢?這個生命之道,生命的源頭,耶穌基督
[00:13:37.000 --> 00:13:43.000]  是我們真的聽過的,我們見過,我們親眼看過,親手摸過的
[00:13:43.000 --> 00:13:49.000]  是他真摯,和我們在第一身,強調他們的見證
[00:13:49.000 --> 00:13:56.000]  他再強調神就是羔,但是人的回應可以有兩個方法
[00:13:56.000 --> 00:14:05.000]  如果人願意回歸上帝的時候,行在光明當中,他說耶穌基督的血可以洗淨我們一切的罪
[00:14:05.000 --> 00:14:11.000]  這個就是上帝給我們的救恩,但是如果人沒有罪,不承認有罪,是在騙自己
[00:14:11.000 --> 00:14:19.000]  真理,神就不在我們心裡,但是如果人是認自己的罪,上帝是信實,是公義的
[00:14:19.000 --> 00:14:26.000]  不是可能,不是或者會,是一定會赦免我們的罪,洗淨我們一切的不義
[00:14:26.000 --> 00:14:33.000]  這個就是約翰年老的時候寫給我們重要的信息
[00:14:33.000 --> 00:14:39.000]  可能我們會問,罪和我們有什麼關係呢?
[00:14:39.000 --> 00:14:46.000]  剛才說罪是從人入了世界,和我們有什麼關係呢?
[00:14:46.000 --> 00:14:49.000]  罪和我們有什麼關係呢?
[00:14:49.000 --> 00:14:52.000]  罪和我們有什麼關係呢?
[00:14:52.000 --> 00:14:55.000]  罪和我們有什麼關係呢?
[00:14:55.000 --> 00:14:58.000]  罪和我們有什麼關係呢?
[00:14:58.000 --> 00:15:01.000]  罪和我們有什麼關係呢?
[00:15:01.000 --> 00:15:04.000]  罪和我們有什麼關係呢?
[00:15:04.000 --> 00:15:07.000]  罪和我們有什麼關係呢?
[00:15:07.000 --> 00:15:10.000]  罪和我們有什麼關係呢?
[00:15:10.000 --> 00:15:13.000]  罪和我們有什麼關係呢?
[00:15:13.000 --> 00:15:16.000]  罪和我們有什麼關係呢?
[00:15:16.000 --> 00:15:19.000]  罪和我們有什麼關係呢?
[00:15:19.000 --> 00:15:22.000]  罪和我們有什麼關係呢?
[00:15:22.000 --> 00:15:25.000]  罪和我們有什麼關係呢?
[00:15:25.000 --> 00:15:28.000]  罪和我們有什麼關係呢?
[00:15:28.000 --> 00:15:31.000]  罪和我們有什麼關係呢?
[00:15:31.000 --> 00:15:34.000]  罪和我們有什麼關係呢?
[00:15:34.000 --> 00:15:37.000]  罪和我們有什麼關係呢?
[00:15:37.000 --> 00:15:40.000]  罪和我們有什麼關係呢?
[00:15:40.000 --> 00:15:43.000]  罪和我們有什麼關係呢?
[00:15:43.000 --> 00:15:46.000]  罪和我們有什麼關係呢?
[00:15:46.000 --> 00:15:49.000]  罪和我們有什麼關係呢?
[00:15:49.000 --> 00:15:52.000]  罪和我們有什麼關係呢?
[00:15:52.000 --> 00:15:55.000]  罪和我們有什麼關係呢?
[00:15:55.000 --> 00:15:58.000]  罪和我們有什麼關係呢?
[00:15:58.000 --> 00:16:01.000]  罪和我們有什麼關係呢?
[00:16:01.000 --> 00:16:04.000]  罪和我們有什麼關係呢?
[00:16:04.000 --> 00:16:07.000]  罪和我們有什麼關係呢?
[00:16:07.000 --> 00:16:10.000]  罪和我們有什麼關係呢?
[00:16:10.000 --> 00:16:13.000]  罪和我們有什麼關係呢?
[00:16:13.000 --> 00:16:16.000]  罪和我們有什麼關係呢?
[00:16:16.000 --> 00:16:19.000]  罪和我們有什麼關係呢?
[00:16:19.000 --> 00:16:22.000]  罪和我們有什麼關係呢?
[00:16:22.000 --> 00:16:25.000]  罪和我們有什麼關係呢?
[00:16:25.000 --> 00:16:28.000]  罪和我們有什麼關係呢?
[00:16:28.000 --> 00:16:31.000]  罪和我們有什麼關係呢?
[00:16:31.000 --> 00:16:34.000]  罪和我們有什麼關係呢?
[00:16:34.000 --> 00:16:37.000]  罪和我們有什麼關係呢?
[00:16:37.000 --> 00:16:40.000]  罪和我們有什麼關係呢?
[00:16:40.000 --> 00:16:43.000]  罪和我們有什麼關係呢?
[00:16:43.000 --> 00:16:46.000]  罪和我們有什麼關係呢?
[00:16:46.000 --> 00:16:49.000]  罪和我們有什麼關係呢?
[00:16:49.000 --> 00:16:52.000]  罪和我們有什麼關係呢?
[00:16:52.000 --> 00:16:55.000]  罪和我們有什麼關係呢?
[00:16:55.000 --> 00:16:58.000]  罪和我們有什麼關係呢?
[00:16:58.000 --> 00:17:01.000]  罪和我們有什麼關係呢?
[00:17:01.000 --> 00:17:04.000]  罪和我們有什麼關係呢?
[00:17:04.000 --> 00:17:07.000]  罪和我們有什麼關係呢?
[00:17:07.000 --> 00:17:10.000]  罪和我們有什麼關係呢?
[00:17:10.000 --> 00:17:13.000]  罪和我們有什麼關係呢?
[00:17:13.000 --> 00:17:16.000]  罪和我們有什麼關係呢?
[00:17:16.000 --> 00:17:19.000]  罪和我們有什麼關係呢?
[00:17:19.000 --> 00:17:22.000]  罪和我們有什麼關係呢?
[00:17:22.000 --> 00:17:25.000]  罪和我們有什麼關係呢?
[00:17:25.000 --> 00:17:28.000]  罪和我們有什麼關係呢?
[00:17:28.000 --> 00:17:31.000]  這個回歸的問題
[00:17:31.000 --> 00:17:34.000]  這個回歸的問題
[00:17:34.000 --> 00:17:37.000]  在約翰福音有提到
[00:17:37.000 --> 00:17:40.000]  在約翰福音有提到
[00:17:40.000 --> 00:17:43.000]  在約翰福音有提到
[00:17:43.000 --> 00:17:46.000]  在約翰福音有提到
[00:17:46.000 --> 00:17:49.000]  在約翰福音有提到
[00:17:49.000 --> 00:17:52.000]  在約翰福音有提到
[00:17:52.000 --> 00:17:55.000]  在約翰福音有提到
[00:17:55.000 --> 00:17:58.000]  在約翰福音有提到
[00:17:58.000 --> 00:18:01.000]  在約翰福音有提到
[00:18:01.000 --> 00:18:04.000]  在約翰福音有提到
[00:18:04.000 --> 00:18:07.000]  在約翰福音有提到
[00:18:07.000 --> 00:18:10.000]  在約翰福音有提到
[00:18:10.000 --> 00:18:13.000]  在約翰福音有提到
[00:18:13.000 --> 00:18:16.000]  在約翰福音有提到
[00:18:16.000 --> 00:18:19.000]  在約翰福音有提到
[00:18:19.000 --> 00:18:22.000]  在約翰福音有提到
[00:18:22.000 --> 00:18:25.000]  在約翰福音有提到
[00:18:25.000 --> 00:18:28.000]  在約翰福音有提到
[00:18:28.000 --> 00:18:31.000]  在約翰福音有提到
[00:18:31.000 --> 00:18:34.000]  在約翰福音有提到
[00:18:34.000 --> 00:18:37.000]  在約翰福音有提到
[00:18:37.000 --> 00:18:40.000]  在約翰福音有提到
[00:18:40.000 --> 00:18:43.000]  在約翰福音有提到
[00:18:43.000 --> 00:18:46.000]  在約翰福音有提到
[00:18:46.000 --> 00:18:49.000]  在約翰福音有提到
[00:18:49.000 --> 00:18:52.000]  在約翰福音有提到
[00:18:52.000 --> 00:18:55.000]  在約翰福音有提到
[00:18:55.000 --> 00:18:58.000]  在約翰福音有提到
[00:18:58.000 --> 00:19:01.000]  在約翰福音有提到
[00:19:01.000 --> 00:19:04.000]  在約翰福音有提到
[00:19:04.000 --> 00:19:07.000]  在約翰福音有提到
[00:19:07.000 --> 00:19:10.000]  在約翰福音有提到
[00:19:10.000 --> 00:19:13.000]  在約翰福音有提到
[00:19:13.000 --> 00:19:16.000]  在約翰福音有提到
[00:19:16.000 --> 00:19:19.000]  在約翰福音有提到
[00:19:19.000 --> 00:19:22.000]  在約翰福音有提到
[00:19:22.000 --> 00:19:25.000]  在約翰福音有提到
[00:19:25.000 --> 00:19:28.000]  在約翰福音有提到
[00:19:28.000 --> 00:19:31.000]  在約翰福音有提到
[00:19:31.000 --> 00:19:34.000]  在約翰福音有提到
[00:19:34.000 --> 00:19:37.000]  在約翰福音有提到
[00:19:37.000 --> 00:19:40.000]  在約翰福音有提到
[00:19:40.000 --> 00:19:43.000]  在約翰福音有提到
[00:19:43.000 --> 00:19:46.000]  在約翰福音有提到
[00:19:46.000 --> 00:19:49.000]  在約翰福音有提到
[00:19:49.000 --> 00:19:52.000]  在約翰福音有提到
[00:19:52.000 --> 00:19:55.000]  在約翰福音有提到
[00:19:55.000 --> 00:19:58.000]  在約翰福音有提到
[00:19:58.000 --> 00:20:01.000]  在約翰福音有提到
[00:20:01.000 --> 00:20:04.000]  在約翰福音有提到
[00:20:04.000 --> 00:20:07.000]  在約翰福音有提到
[00:20:07.000 --> 00:20:10.000]  在約翰福音有提到
[00:20:10.000 --> 00:20:13.000]  在約翰福音有提到
[00:20:13.000 --> 00:20:16.000]  在約翰福音有提到
[00:20:16.000 --> 00:20:19.000]  在約翰福音有提到
[00:20:19.000 --> 00:20:22.000]  在約翰福音有提到
[00:20:22.000 --> 00:20:25.000]  在約翰福音有提到
[00:20:25.000 --> 00:20:28.000]  在約翰福音有提到
[00:20:28.000 --> 00:20:31.000]  在約翰福音有提到
[00:20:31.000 --> 00:20:34.000]  在約翰福音有提到
[00:20:34.000 --> 00:20:37.000]  在約翰福音有提到
[00:20:37.000 --> 00:20:40.000]  在約翰福音有提到
[00:20:40.000 --> 00:20:43.000]  在約翰福音有提到
[00:20:43.000 --> 00:20:46.000]  在約翰福音有提到
[00:20:46.000 --> 00:20:49.000]  在約翰福音有提到
[00:20:49.000 --> 00:20:52.000]  在約翰福音有提到
[00:20:52.000 --> 00:20:55.000]  在約翰福音有提到
[00:20:55.000 --> 00:20:58.000]  在約翰福音有提到
[00:20:58.000 --> 00:21:01.000]  在約翰福音有提到
[00:21:01.000 --> 00:21:04.000]  在約翰福音有提到
[00:21:04.000 --> 00:21:07.000]  在約翰福音有提到
[00:21:07.000 --> 00:21:10.000]  在約翰福音有提到
[00:21:10.000 --> 00:21:13.000]  在約翰福音有提到
[00:21:13.000 --> 00:21:16.000]  在約翰福音有提到
[00:21:16.000 --> 00:21:19.000]  在約翰福音有提到
[00:21:19.000 --> 00:21:22.000]  在約翰福音有提到
[00:21:22.000 --> 00:21:25.000]  在約翰福音有提到
[00:21:25.000 --> 00:21:28.000]  在約翰福音有提到
[00:21:28.000 --> 00:21:31.000]  在約翰福音有提到
[00:21:31.000 --> 00:21:34.000]  在約翰福音有提到
[00:21:34.000 --> 00:21:37.000]  在約翰福音有提到
[00:21:37.000 --> 00:21:40.000]  在約翰福音有提到
[00:21:40.000 --> 00:21:43.000]  在約翰福音有提到
[00:21:43.000 --> 00:21:46.000]  在約翰福音有提到
[00:21:46.000 --> 00:21:49.000]  在約翰福音有提到
[00:21:49.000 --> 00:21:52.000]  在約翰福音有提到
[00:21:52.000 --> 00:21:55.000]  在約翰福音有提到
[00:21:55.000 --> 00:21:58.000]  在約翰福音有提到
[00:21:58.000 --> 00:22:01.000]  在約翰福音有提到
[00:22:01.000 --> 00:22:04.000]  在約翰福音有提到
[00:22:04.000 --> 00:22:07.000]  在約翰福音有提到
[00:22:07.000 --> 00:22:10.000]  在約翰福音有提到
[00:22:10.000 --> 00:22:13.000]  在約翰福音有提到
[00:22:13.000 --> 00:22:16.000]  在約翰福音有提到
[00:22:16.000 --> 00:22:19.000]  在約翰福音有提到
[00:22:19.000 --> 00:22:22.000]  在約翰福音有提到
[00:22:22.000 --> 00:22:25.000]  在約翰福音有提到
[00:22:25.000 --> 00:22:28.000]  在約翰福音有提到
[00:22:28.000 --> 00:22:31.000]  在約翰福音有提到
[00:22:31.000 --> 00:22:34.000]  在約翰福音有提到
[00:22:34.000 --> 00:22:37.000]  在約翰福音有提到
[00:22:37.000 --> 00:22:40.000]  在約翰福音有提到
[00:22:40.000 --> 00:22:43.000]  在約翰福音有提到
[00:22:43.000 --> 00:22:46.000]  在約翰福音有提到
[00:22:46.000 --> 00:22:49.000]  在約翰福音有提到
[00:22:49.000 --> 00:22:52.000]  在約翰福音有提到
[00:22:52.000 --> 00:22:55.000]  在約翰福音有提到
[00:22:55.000 --> 00:22:58.000]  在約翰福音有提到
[00:22:58.000 --> 00:23:01.000]  在約翰福音有提到
[00:23:01.000 --> 00:23:04.000]  在約翰福音有提到
[00:23:04.000 --> 00:23:07.000]  在約翰福音有提到
[00:23:07.000 --> 00:23:10.000]  在約翰福音有提到
[00:23:10.000 --> 00:23:13.000]  在約翰福音有提到
[00:23:13.000 --> 00:23:16.000]  在約翰福音有提到
[00:23:16.000 --> 00:23:19.000]  在約翰福音有提到
[00:23:19.000 --> 00:23:22.000]  在約翰福音有提到
[00:23:22.000 --> 00:23:25.000]  在約翰福音有提到
[00:23:25.000 --> 00:23:28.000]  在約翰福音有提到
[00:23:28.000 --> 00:23:31.000]  在約翰福音有提到
[00:23:31.000 --> 00:23:34.000]  在約翰福音有提到
[00:23:34.000 --> 00:23:37.000]  在約翰福音有提到
[00:23:37.000 --> 00:23:40.000]  在約翰福音有提到
[00:23:40.000 --> 00:23:43.000]  在約翰福音有提到
[00:23:43.000 --> 00:23:46.000]  在約翰福音有提到
[00:23:46.000 --> 00:23:49.000]  在約翰福音有提到
[00:23:49.000 --> 00:23:52.000]  在約翰福音有提到
[00:23:52.000 --> 00:23:55.000]  在約翰福音有提到
[00:23:55.000 --> 00:23:58.000]  在約翰福音有提到
[00:23:58.000 --> 00:24:01.000]  在約翰福音有提到
[00:24:01.000 --> 00:24:04.000]  在約翰福音有提到
[00:24:04.000 --> 00:24:07.000]  在約翰福音有提到
[00:24:07.000 --> 00:24:10.000]  在約翰福音有提到
[00:24:10.000 --> 00:24:13.000]  在約翰福音有提到
[00:24:13.000 --> 00:24:16.000]  在約翰福音有提到
[00:24:16.000 --> 00:24:19.000]  在約翰福音有提到
[00:24:19.000 --> 00:24:22.000]  在約翰福音有提到
[00:24:22.000 --> 00:24:25.000]  在約翰福音有提到
[00:24:25.000 --> 00:24:28.000]  在約翰福音有提到
[00:24:28.000 --> 00:24:31.000]  在約翰福音有提到
[00:24:31.000 --> 00:24:34.000]  在約翰福音有提到
[00:24:34.000 --> 00:24:37.000]  在約翰福音有提到
[00:24:37.000 --> 00:24:40.000]  在約翰福音有提到
[00:24:40.000 --> 00:24:43.000]  在約翰福音有提到
[00:24:43.000 --> 00:24:46.000]  在約翰福音有提到
[00:24:46.000 --> 00:24:49.000]  在約翰福音有提到
