
[00:00:00.000 --> 00:00:04.220]  各位大兄姐妹妹平安
[00:02:26.500 --> 00:02:32.620]  复活就是有关于耶稣在三天内复活
[00:02:32.620 --> 00:02:35.780]  钉十字架是一个酷刑
[00:02:35.780 --> 00:02:40.020]  钉十字架是将那个人挂在十字架上
[00:02:40.020 --> 00:02:43.300]  钉他的手 钉他的脚
[00:02:43.300 --> 00:02:45.340]  通常根据记载
[00:02:45.340 --> 00:02:49.460]  那些人是一天就会死亡
[00:02:49.460 --> 00:02:51.700]  有些短一些 有些长一些
[00:02:51.700 --> 00:02:55.140]  但一般是一天就死亡
[00:02:55.140 --> 00:02:58.860]  当他们挂在木头上的时候
[00:02:58.860 --> 00:03:00.420]  当他要呼吸的时候
[00:03:00.420 --> 00:03:01.740]  他就要站起来
[00:03:01.740 --> 00:03:03.700]  因为当他钉住的时候
[00:03:03.700 --> 00:03:05.380]  他的身体会坠落
[00:03:05.380 --> 00:03:07.700]  一坠落的时候呼吸很困难
[00:03:07.700 --> 00:03:09.260]  所以当他们想求生
[00:03:09.260 --> 00:03:11.940]  因为人都是有求生的意志的时候
[00:03:11.940 --> 00:03:15.860]  他就会撑起自己然后呼吸
[00:03:15.860 --> 00:03:19.180]  所以你看当耶稣钉十字架的时候
[00:03:19.180 --> 00:03:20.860]  我们看在福音书里面
[00:03:20.860 --> 00:03:24.340]  我们知道耶稣是说了七句话
[00:03:24.340 --> 00:03:27.500]  其实是每一句话肯定都很辛苦
[00:03:27.500 --> 00:03:29.940]  如果耶稣在这么辛苦的情况下
[00:03:29.940 --> 00:03:31.980]  都要说话
[00:03:31.980 --> 00:03:35.740]  那些话一定是非常非常重要
[00:03:35.740 --> 00:03:38.940]  是想世人来知道
[00:03:38.940 --> 00:03:41.020]  根据《约翰福音》的记载
[00:03:41.020 --> 00:03:44.180]  耶稣在十字架上说了一些话
[00:03:44.180 --> 00:03:46.420]  其中一句我们一起看一看
[00:03:46.420 --> 00:03:52.140]  耶稣见母亲和她所爱的那门徒站在旁边
[00:03:52.140 --> 00:03:53.860]  就对母亲说
[00:03:53.860 --> 00:03:58.260]  母亲看你的儿子
[00:03:58.260 --> 00:04:01.140]  这里说到在十字架下面
[00:04:01.140 --> 00:04:05.180]  有耶稣的母亲和有祂所爱的门徒
[00:04:05.180 --> 00:04:07.060]  然后耶稣说了这句话
[00:04:07.060 --> 00:04:08.620]  祂和母亲说
[00:04:08.620 --> 00:04:11.900]  你看你的儿子
[00:04:11.900 --> 00:04:13.660]  然后又说了一句
[00:04:13.660 --> 00:04:16.060]  又对那门徒说
[00:04:16.060 --> 00:04:18.500]  看你的母亲
[00:04:18.500 --> 00:04:19.700]  从那刻起
[00:04:19.700 --> 00:04:24.740]  门徒就接他到自己家里去了
[00:04:24.740 --> 00:04:26.420]  原来这句话
[00:04:26.420 --> 00:04:28.140]  有解经学家告诉我们
[00:04:28.140 --> 00:04:30.100]  是一句法律的用语
[00:04:30.100 --> 00:04:34.460]  就是说正式将母亲交给门徒
[00:04:34.460 --> 00:04:39.580]  而门徒也是将他的母亲照顾
[00:04:39.580 --> 00:04:40.780]  所以这里说得很清楚
[00:04:40.780 --> 00:04:41.900]  从那刻起
[00:04:41.900 --> 00:04:46.700]  那门徒就接他到自己家里去了
[00:04:46.700 --> 00:04:48.980]  耶稣在这么辛苦的时候
[00:04:48.980 --> 00:04:51.820]  祂想起祂的母亲
[00:04:51.820 --> 00:04:54.620]  耶稣在这么辛苦的时候
[00:04:54.620 --> 00:04:55.940]  祂的着重点
[00:04:55.940 --> 00:04:58.020]  你看祂说的其他话
[00:04:58.020 --> 00:05:01.300]  其实都是放在其他人那里
[00:05:01.300 --> 00:05:03.900]  祂很顾及祂所爱的人
[00:05:03.900 --> 00:05:05.700]  这一刻祂特别强调
[00:05:05.700 --> 00:05:09.300]  祂很关心祂的妈妈
[00:05:09.300 --> 00:05:11.220]  当有另一句话
[00:05:11.220 --> 00:05:13.660]  在约翰福音19:28
[00:05:13.660 --> 00:05:15.620]  「这是以后
[00:05:15.620 --> 00:05:20.060]  耶稣知道各样的事已成了
[00:05:20.060 --> 00:05:22.500]  为使经上的话应验
[00:05:22.500 --> 00:05:25.540]  就说我学了」
[00:05:25.540 --> 00:05:29.140]  耶稣说到祂知道祂要做的事情
[00:05:29.140 --> 00:05:30.580]  已经成了
[00:05:30.580 --> 00:05:33.580]  一会儿会解释一下什么叫成了
[00:05:33.580 --> 00:05:35.540]  然后祂说了这句话
[00:05:35.540 --> 00:05:37.860]  「我学了」
[00:05:37.860 --> 00:05:39.860]  很多时候我们分享的时候
[00:05:39.860 --> 00:05:41.500]  或者以往我都在想
[00:05:41.500 --> 00:05:44.220]  当耶稣说我学了的时候
[00:05:44.220 --> 00:05:47.540]  就会想到耶稣也是一个血肉之躯
[00:05:47.540 --> 00:05:49.420]  其实当然会惊我
[00:05:49.420 --> 00:05:51.300]  因为之前祂一直接受着
[00:05:51.300 --> 00:05:54.020]  不同的敲问、审讯
[00:05:54.020 --> 00:05:55.380]  你可以说是酷刑
[00:05:55.380 --> 00:05:56.660]  被人鞭打
[00:05:56.660 --> 00:05:59.540]  然后再有很多的煎熬
[00:05:59.540 --> 00:06:02.380]  然后还要是被钉在十字架上
[00:06:02.380 --> 00:06:05.060]  带着惊激的冠冕
[00:06:05.060 --> 00:06:06.620]  一定会口渴
[00:06:06.620 --> 00:06:07.860]  所以我们就想到
[00:06:07.860 --> 00:06:09.580]  耶稣让我们知道
[00:06:09.580 --> 00:06:12.220]  祂也是一个血肉之躯
[00:06:12.220 --> 00:06:13.900]  这个肯定是事实
[00:06:13.900 --> 00:06:16.380]  但是耶稣是否只是想让我们知道
[00:06:16.380 --> 00:06:19.220]  祂是一个血肉之躯那么简单呢?
[00:06:19.220 --> 00:06:23.980]  「我学了」有没有更深层的意义呢?
[00:06:23.980 --> 00:06:25.220]  在原文里面
[00:06:25.220 --> 00:06:27.220]  原来这个字读「迭稍」
[00:06:27.220 --> 00:06:30.500]  迭稍这个字在原文里面只是一个字
[00:06:30.500 --> 00:06:33.500]  我们翻译成中文就是「我学了」
[00:06:33.500 --> 00:06:35.660]  原来原文就是一个字
[00:06:35.660 --> 00:06:37.100]  就在原文里面
[00:06:37.100 --> 00:06:40.580]  中间希腊文的字「迭稍」
[00:06:40.580 --> 00:06:42.340]  因为刚才也说了
[00:06:42.340 --> 00:06:43.700]  祂不会说一句话
[00:06:43.700 --> 00:06:47.620]  肯定是很辛苦的
[00:06:47.620 --> 00:06:50.860]  但是当我们再看一次这段经文
[00:06:50.860 --> 00:06:53.060]  我特意去将这句
[00:06:53.060 --> 00:06:56.100]  卫史经上的话应验
[00:06:56.100 --> 00:06:57.580]  很多时候我们一看到的时候
[00:06:57.580 --> 00:06:58.100]  「我学了」
[00:06:58.100 --> 00:07:00.900]  我们立刻就会想起以前想到的亮光
[00:07:00.900 --> 00:07:04.220]  或者想起以前听过牧者说的话
[00:07:04.220 --> 00:07:06.460]  就是说耶稣也是一个血肉之躯
[00:07:06.460 --> 00:07:08.620]  可能接着我们就看了其他东西
[00:07:08.620 --> 00:07:09.980]  想了其他东西
[00:07:09.980 --> 00:07:14.100]  但是我们好像很少看到圣经特别
[00:07:14.100 --> 00:07:16.340]  其实给了一些很重要的提示我们
[00:07:16.340 --> 00:07:20.100]  就是说原来耶稣知道各样的事已经成了
[00:07:20.100 --> 00:07:24.500]  卫史经上的话应验
[00:07:24.500 --> 00:07:26.460]  这是什么意思?
[00:07:26.460 --> 00:07:28.180]  在过去一段时间
[00:07:28.180 --> 00:07:30.060]  我和电影节目有不同的分享
[00:07:30.060 --> 00:07:32.540]  我都说如果当我们在圣经里面
[00:07:32.540 --> 00:07:35.500]  看到卫史经上的话应验
[00:07:35.500 --> 00:07:39.020]  或者看到经上说经上这样说
[00:07:39.020 --> 00:07:41.140]  其实是在说什么?
[00:07:41.140 --> 00:07:43.340]  其实他们是在说
[00:07:43.340 --> 00:07:44.980]  旧约圣经所说的话
[00:07:44.980 --> 00:07:46.060]  如果看到这句话
[00:07:46.060 --> 00:07:48.020]  旧约圣经什么时候有说过呢?
[00:07:48.020 --> 00:07:50.500]  你说怎么会知道呢?
[00:07:50.500 --> 00:07:51.740]  其中一本圣经
[00:07:51.740 --> 00:07:52.700]  我给你看看
[00:07:52.700 --> 00:07:55.060]  有些特点
[00:07:55.060 --> 00:07:55.860]  这个
[00:07:55.860 --> 00:07:58.300]  你见不见到有些什么特别的地方
[00:07:58.300 --> 00:07:59.380]  你见到可能就是说
[00:07:59.380 --> 00:08:01.020]  有些红色字
[00:08:01.020 --> 00:08:01.780]  譬如上面那里
[00:08:01.780 --> 00:08:04.660]  你见到其实这本圣经就是一红色的字
[00:08:04.660 --> 00:08:07.940]  就是耶稣所说的话
[00:08:07.940 --> 00:08:11.700]  我放大一点给大家看
[00:08:11.700 --> 00:08:12.420]  见不见到
[00:08:12.420 --> 00:08:12.980]  关于他说
[00:08:12.980 --> 00:08:14.340]  The death of Jesus
[00:08:14.340 --> 00:08:16.180]  就是I am thirsty
[00:08:16.180 --> 00:08:19.260]  就是这句话就是耶稣所说的
[00:08:19.260 --> 00:08:20.620]  旁边的细字
[00:08:20.620 --> 00:08:21.900]  可能平时你看圣经
[00:08:21.900 --> 00:08:24.060]  你就不太理会旁边的细字
[00:08:24.060 --> 00:08:26.540]  但是原来很重要的
[00:08:26.540 --> 00:08:27.700]  这里的细字旁边
[00:08:27.700 --> 00:08:28.580]  I am thirsty
[00:08:28.580 --> 00:08:30.820]  就是约翰福音19:29
[00:08:30.820 --> 00:08:32.660]  粗体的黑色字
[00:08:32.660 --> 00:08:34.100]  但是下面我圈着给你看
[00:08:34.100 --> 00:08:35.020]  见不见到
[00:08:35.020 --> 00:08:35.700]  原来他说
[00:08:35.700 --> 00:08:39.620]  C篇69篇21节
[00:08:39.620 --> 00:08:39.900]  哇
[00:08:39.900 --> 00:08:41.380]  我立刻就去看
[00:08:41.380 --> 00:08:43.260]  因为圣经特别提醒我们
[00:08:43.260 --> 00:08:46.220]  应验经上所记
[00:08:46.220 --> 00:08:50.940]  我给你看看69章21节里说什么
[00:08:50.940 --> 00:08:55.060]  原来真的在69篇21节里出现过
[00:08:55.060 --> 00:08:58.500]  我喝了
[00:08:58.500 --> 00:08:59.660]  看回前一点点
[00:08:59.660 --> 00:09:00.180]  说什么
[00:09:00.180 --> 00:09:02.340]  61篇21节
[00:09:02.340 --> 00:09:04.980]  说他们拿苦胆
[00:09:04.980 --> 00:09:07.980]  给我当食物
[00:09:07.980 --> 00:09:09.980]  提到苦胆
[00:09:09.980 --> 00:09:11.740]  在新约圣经有没有提到苦胆
[00:09:11.740 --> 00:09:13.940]  在什么时候提到苦胆
[00:09:13.940 --> 00:09:17.260]  在马太福音27:34
[00:09:17.260 --> 00:09:19.580]  当马太福音里面形容
[00:09:19.580 --> 00:09:22.260]  耶稣被钉十字架的时候
[00:09:22.260 --> 00:09:23.500]  你看看说什么
[00:09:23.500 --> 00:09:26.660]  冰冰拿苦胆
[00:09:26.660 --> 00:09:28.540]  调和的酒
[00:09:28.540 --> 00:09:30.140]  给耶稣喝
[00:09:30.140 --> 00:09:32.700]  他尝了就不肯喝
[00:09:32.700 --> 00:09:34.660]  为什么耶稣不肯喝
[00:09:34.660 --> 00:09:37.980]  其实什么是苦胆
[00:09:37.980 --> 00:09:40.780]  我给你看看这张照片
[00:09:40.780 --> 00:09:42.940]  原来苦胆是这样的
[00:09:42.940 --> 00:09:44.340]  不知道你见过没有
[00:09:44.340 --> 00:09:47.540]  苦胆有个名字叫毒心
[00:09:47.540 --> 00:09:49.060]  因为它真的有毒
[00:09:49.060 --> 00:09:52.140]  和合本就译作苦胆
[00:09:52.140 --> 00:09:55.420]  这种植物其实是什么
[00:09:55.420 --> 00:09:56.580]  苦胆
[00:09:56.580 --> 00:10:00.980]  原来苦胆这个品种是含鉴毒的
[00:10:00.980 --> 00:10:02.420]  在希腊时期
[00:10:02.420 --> 00:10:07.340]  是给死囚饮用行刑的毒药
[00:10:07.340 --> 00:10:09.300]  而当时如果真的有人
[00:10:09.300 --> 00:10:10.900]  喝了苦胆的时候
[00:10:10.900 --> 00:10:12.260]  其实他有什么反应呢
[00:10:12.260 --> 00:10:15.580]  他说会手脚麻痹
[00:10:15.580 --> 00:10:16.660]  变冷
[00:10:16.660 --> 00:10:19.860]  然后麻痹会洗到
[00:10:19.860 --> 00:10:21.820]  一直去到心脏蔓延
[00:10:21.820 --> 00:10:24.060]  然后就是死亡的时候
[00:10:24.060 --> 00:10:26.700]  哇 原来是甘其毒的
[00:10:26.700 --> 00:10:28.500]  耶稣为什么不肯喝
[00:10:28.500 --> 00:10:31.260]  相信是因为耶稣仍然觉得
[00:10:31.260 --> 00:10:32.620]  未是时候
[00:10:32.620 --> 00:10:35.820]  因为耶稣还有好几句话
[00:10:35.820 --> 00:10:37.100]  要和我们说
[00:10:37.100 --> 00:10:40.180]  所以他不愿意在这一刻
[00:10:40.180 --> 00:10:42.340]  就喝了那些毒药
[00:10:42.340 --> 00:10:43.660]  但可能对于
[00:10:43.660 --> 00:10:45.900]  如果你只是想一个舒服点
[00:10:45.900 --> 00:10:47.180]  因为那时候肯定很辛苦
[00:10:47.180 --> 00:10:49.100]  但耶稣没有选择这么做
[00:10:49.100 --> 00:10:50.780]  因为他为了有些事
[00:10:50.780 --> 00:10:52.100]  很想告诉我们
[00:10:52.100 --> 00:10:54.540]  因为他觉得未到时候
[00:10:54.540 --> 00:10:55.420]  我相信是
[00:10:55.420 --> 00:10:59.380]  再看刚才那段经文
[00:10:59.380 --> 00:11:01.180]  69章21节
[00:11:01.180 --> 00:11:01.740]  你说是了
[00:11:01.740 --> 00:11:03.060]  他有说到诗篇
[00:11:03.060 --> 00:11:04.060]  我现在说的是诗篇
[00:11:04.060 --> 00:11:05.060]  大家留意
[00:11:05.060 --> 00:11:07.300]  他们拿苦胆给我当食物
[00:11:07.300 --> 00:11:08.500]  我喝了
[00:11:08.500 --> 00:11:10.900]  接着下面那句说什么
[00:11:10.900 --> 00:11:13.260]  他们拿醋给我喝
[00:11:13.260 --> 00:11:13.940]  大家再看一看
[00:11:13.940 --> 00:11:15.900]  这里是诗篇
[00:11:15.900 --> 00:11:17.780]  69篇21节
[00:11:17.780 --> 00:11:19.860]  哪里有说醋
[00:11:19.860 --> 00:11:21.620]  你看看约翰福音
[00:11:21.620 --> 00:11:25.100]  19章28节下到29节
[00:11:25.100 --> 00:11:26.420]  他说就说我喝了
[00:11:26.420 --> 00:11:28.740]  就是接驳刚才那段话
[00:11:28.740 --> 00:11:32.780]  有一个器皿盛满了醋
[00:11:32.780 --> 00:11:33.860]  放在哪里
[00:11:33.860 --> 00:11:37.300]  他们就拿海绒斩满了醋
[00:11:37.300 --> 00:11:41.700]  绑在牛舌草上送到他口
[00:11:41.700 --> 00:11:43.140]  哇 弟兄姐妹
[00:11:43.140 --> 00:11:45.620]  原来真的好像刚才圣经
[00:11:45.620 --> 00:11:48.140]  给我们看到一些提示
[00:11:48.140 --> 00:11:51.980]  他说为使经上的话应验
[00:11:51.980 --> 00:11:53.740]  旧约圣经我们说了很多
[00:11:53.740 --> 00:11:56.660]  就说其实很多的经文事件
[00:11:56.660 --> 00:11:59.260]  其实都是指向耶稣基督
[00:11:59.260 --> 00:12:00.540]  特别是祂的出生
[00:12:00.540 --> 00:12:01.660]  祂的工作
[00:12:01.660 --> 00:12:04.860]  祂的受苦
[00:12:04.860 --> 00:12:07.460]  难怪在《和本圣经》
[00:12:07.460 --> 00:12:09.260]  给到他一个副题
[00:12:09.260 --> 00:12:11.020]  这个副题大家看到吗
[00:12:11.020 --> 00:12:14.300]  就是求助的祷告
[00:12:14.300 --> 00:12:17.020]  这一篇是大卫的诗
[00:12:17.020 --> 00:12:19.260]  大卫的诗
[00:12:19.260 --> 00:12:23.300]  这里说到求助的祷告
[00:12:23.300 --> 00:12:26.540]  再给你看多几节关于69篇
[00:12:26.540 --> 00:12:28.740]  其实说的是什么
[00:12:28.740 --> 00:12:31.020]  69篇里面有36节这么多
[00:12:31.020 --> 00:12:32.380]  当然我不会今天跟大家
[00:12:32.380 --> 00:12:34.500]  读完所有或者分享所有
[00:12:34.500 --> 00:12:36.420]  很希望你之后再看回
[00:12:36.420 --> 00:12:39.540]  原来耶稣在那一刻说我喝了
[00:12:39.540 --> 00:12:41.580]  原来有这么大的指向
[00:12:41.580 --> 00:12:45.900]  带大家回到大卫曾经做的
[00:12:45.900 --> 00:12:47.060]  那篇祈祷
[00:12:47.060 --> 00:12:49.020]  因为耶稣在十字架
[00:12:49.020 --> 00:12:50.380]  祂哪里有气
[00:12:50.380 --> 00:12:51.300]  哪里有力
[00:12:51.300 --> 00:12:52.580]  哪里有时间
[00:12:52.580 --> 00:12:55.300]  可以说到这么多节的圣经
[00:12:55.300 --> 00:12:59.220]  69篇19到20节上这样说
[00:12:59.220 --> 00:13:03.500]  祂说你知道我受的辱骂
[00:13:03.500 --> 00:13:04.740]  欺凌
[00:13:04.740 --> 00:13:06.220]  羞辱
[00:13:06.220 --> 00:13:09.220]  我的敌人都在你面前
[00:13:09.220 --> 00:13:13.100]  辱骂伤破了我的心
[00:13:13.100 --> 00:13:16.140]  我又满了忧愁
[00:13:16.140 --> 00:13:20.060]  耶稣那时是否受尽辱骂
[00:13:20.060 --> 00:13:22.460]  是否受尽欺凌
[00:13:22.460 --> 00:13:25.140]  是否受尽羞辱
[00:13:25.140 --> 00:13:27.300]  圣经说比拉多之前找人
[00:13:27.300 --> 00:13:28.940]  鞭打了耶稣之后
[00:13:28.940 --> 00:13:30.500]  冰冰又用了荊棘
[00:13:30.500 --> 00:13:32.300]  去编造一个冠冕
[00:13:32.300 --> 00:13:33.460]  戴在他头上
[00:13:33.460 --> 00:13:36.540]  让他穿上一件纸袍
[00:13:36.540 --> 00:13:38.460]  然后还要靠近他说
[00:13:38.460 --> 00:13:39.780]  恭喜你
[00:13:39.780 --> 00:13:41.900]  你是犹太人的王
[00:13:41.900 --> 00:13:44.340]  多大的羞辱
[00:13:44.340 --> 00:13:45.940]  圣经特别记载
[00:13:45.940 --> 00:13:47.460]  有人一巴掌
[00:13:47.460 --> 00:13:49.420]  打了耶稣
[00:13:49.420 --> 00:13:52.820]  这是多大的欺凌
[00:13:52.820 --> 00:13:56.020]  继续看诗篇说什么
[00:13:56.020 --> 00:14:00.620]  但我是困苦忧伤的
[00:14:00.620 --> 00:14:02.140]  这一刻
[00:14:02.140 --> 00:14:04.660]  耶稣当然在钉十字架的时候
[00:14:04.660 --> 00:14:06.860]  是忧伤
[00:14:06.860 --> 00:14:08.300]  是困苦的
[00:14:08.300 --> 00:14:09.980]  但是诗篇69篇
[00:14:09.980 --> 00:14:12.900]  并不是一味扫腐
[00:14:12.900 --> 00:14:14.860]  当然大卫在描述
[00:14:14.860 --> 00:14:18.180]  当时面对的苦况
[00:14:18.180 --> 00:14:20.100]  但是在面对苦况的时候
[00:14:20.100 --> 00:14:21.420]  大卫说什么
[00:14:21.420 --> 00:14:23.860]  看下去29节
[00:14:23.860 --> 00:14:25.620]  第二行
[00:14:25.620 --> 00:14:27.460]  神愿祢的救恩
[00:14:27.460 --> 00:14:30.900]  将我安置在高处
[00:14:30.900 --> 00:14:34.180]  我要以诗歌赞美神的名
[00:14:34.180 --> 00:14:36.860]  以感谢称他为大
[00:14:36.860 --> 00:14:38.500]  各位听众看到吗
[00:14:38.500 --> 00:14:43.580]  原来耶稣不仅想我们去想诗篇
[00:14:43.580 --> 00:14:44.980]  说的那些
[00:14:44.980 --> 00:14:48.860]  原来诗篇不仅是一味扫腐
[00:14:48.860 --> 00:14:50.060]  去让上帝
[00:14:50.060 --> 00:14:50.940]  去和上帝说
[00:14:50.940 --> 00:14:52.940]  祂那一刻真的很辛苦
[00:14:52.940 --> 00:14:54.260]  但是在这么辛苦的时候
[00:14:54.260 --> 00:14:57.380]  耶稣和大卫有一个很重要的应讯
[00:14:57.380 --> 00:14:58.180]  是什么
[00:14:58.180 --> 00:15:01.780]  祂说我要以诗歌赞美神的名
[00:15:01.780 --> 00:15:04.540]  以感谢称他为大
[00:15:04.540 --> 00:15:07.060]  因为这是一个诗篇
[00:15:07.060 --> 00:15:10.900]  原来有这么深的意思
[00:15:10.900 --> 00:15:13.460]  原来当很多学者看回
[00:15:13.460 --> 00:15:15.860]  当犹太人有些传统
[00:15:15.860 --> 00:15:18.020]  或者一些表达的方法
[00:15:18.020 --> 00:15:20.700]  就是说当他要让大家知道
[00:15:20.700 --> 00:15:22.300]  他现在在想什么
[00:15:22.300 --> 00:15:24.020]  他想抒发自己的感情
[00:15:24.020 --> 00:15:27.580]  或者想表达那些旧约经文的内容的时候
[00:15:27.580 --> 00:15:28.780]  原来他只要说
[00:15:28.780 --> 00:15:30.820]  有时说中间的说话
[00:15:30.820 --> 00:15:33.940]  更多时就是说了第一节
[00:15:33.940 --> 00:15:34.940]  原来大家就知道
[00:15:34.940 --> 00:15:38.060]  哦 原来你是想表达整本书
[00:15:38.060 --> 00:15:41.300]  或者整段说话是在表达什么意思
[00:15:41.300 --> 00:15:44.180]  所以我们之前一直去研读路加丰的时候
[00:15:44.180 --> 00:15:45.100]  很多时候我们看到
[00:15:45.100 --> 00:15:48.220]  原来他去说一点点当时的情况
[00:15:48.220 --> 00:15:49.140]  那一节经文
[00:15:49.140 --> 00:15:50.900]  哎 原来我们就知道
[00:15:50.900 --> 00:15:54.260]  路加医生想说到整段的背景
[00:15:54.260 --> 00:15:57.300]  内容究竟是说些什么
[00:15:57.300 --> 00:15:58.300]  好了 我们看完
[00:15:58.300 --> 00:15:59.340]  我学了
[00:15:59.340 --> 00:16:02.540]  原来可以有这么深层的意思
[00:16:02.540 --> 00:16:04.620]  原来耶稣不是说
[00:16:04.620 --> 00:16:06.740]  我因为口渴
[00:16:06.740 --> 00:16:08.780]  所以我说 我学了
[00:16:08.780 --> 00:16:10.780]  原来耶稣不是说
[00:16:10.780 --> 00:16:12.820]  因为我想让你知道
[00:16:12.820 --> 00:16:14.620]  我是血肉之躯
[00:16:14.620 --> 00:16:17.140]  所以我说 我学了
[00:16:17.140 --> 00:16:20.780]  原来是应验圣经所说的话
[00:16:20.780 --> 00:16:24.540]  原来就是整篇69篇
[00:16:24.540 --> 00:16:27.900]  所以耶稣说 我学了
[00:16:27.900 --> 00:16:29.780]  还有没有其他的说话
[00:16:29.780 --> 00:16:31.660]  有另一句说话
[00:16:31.660 --> 00:16:33.700]  可能以前我们一直读的时候
[00:16:33.700 --> 00:16:38.780]  可能都有不同的疑惑或者说看法
[00:16:38.780 --> 00:16:41.700]  在《马尔科罗罗罗》15章34节那里说
[00:16:41.700 --> 00:16:43.060]  他说新初的时候
[00:16:43.060 --> 00:16:44.940]  下面你看到紫色的字
[00:16:44.940 --> 00:16:45.780]  我收本翻译
[00:16:45.780 --> 00:16:48.380]  因为太多人不明白什么叫新初
[00:16:48.380 --> 00:16:52.580]  用现代的说法就是下午三点钟
[00:16:52.580 --> 00:16:54.340]  原来在下午三点钟的时候
[00:16:54.340 --> 00:16:57.460]  耶稣大声喊着说
[00:16:57.460 --> 00:17:02.220]  以罗伊拉玛撒巴葛大尼
[00:17:02.220 --> 00:17:03.140]  什么意思
[00:17:03.140 --> 00:17:04.540]  原来翻译出来就是说
[00:17:04.540 --> 00:17:08.820]  我的神为什么离弃我
[00:17:08.820 --> 00:17:10.420]  这个说话我们以前听的时候
[00:17:10.420 --> 00:17:11.700]  可能你会想
[00:17:11.700 --> 00:17:15.340]  上帝竟然离弃了耶稣
[00:17:15.340 --> 00:17:17.180]  怎么可以离弃耶稣
[00:17:17.180 --> 00:17:20.220]  因为耶稣背负着我们很多罪
[00:17:20.220 --> 00:17:21.700]  但耶稣背负着很多罪
[00:17:21.700 --> 00:17:24.540]  就等于上帝会离弃祂吗
[00:17:24.540 --> 00:17:26.820]  可能很多人都不明白
[00:17:26.820 --> 00:17:30.540]  以罗伊拉玛撒巴葛大尼
[00:17:30.540 --> 00:17:32.340]  其实是一个译音
[00:17:32.340 --> 00:17:33.980]  其实是
[00:17:33.980 --> 00:17:38.780]  Eloi Eloi Lema Sabahani
[00:17:38.780 --> 00:17:40.700]  原来这个是照译音
[00:17:40.700 --> 00:17:44.820]  就是以罗伊拉玛撒巴葛大尼
[00:17:44.820 --> 00:17:47.820]  当我刚才看完一段圣经
[00:17:47.820 --> 00:17:50.900]  我知道原来可以看回旧约经文
[00:17:50.900 --> 00:17:52.620]  我再看那本
[00:17:52.620 --> 00:17:55.140]  刚才我说有些红色字的圣经
