
[00:00:00.000 --> 00:00:07.360]  感謝主的恩典 今天有歸家的感覺
[00:05:00.800 --> 00:05:02.520]  大家耳熟能詳的了
[00:05:02.520 --> 00:05:05.040]  我就不會花太多的時間
[00:05:05.040 --> 00:05:08.840]  但是歸根結底說到這個大使命
[00:05:08.840 --> 00:05:13.320]  是有兩大方面的要素在這裡
[00:05:13.320 --> 00:05:14.920]  第一方面的要素
[00:05:14.920 --> 00:05:18.480]  就是叫我們使到萬民做主的門徒
[00:05:18.480 --> 00:05:20.960]  這個是帶著一個命令的事態
[00:05:20.960 --> 00:05:24.720]  吩咐我們自己做主的門徒
[00:05:24.720 --> 00:05:27.360]  也使到別人做主的門徒
[00:05:27.360 --> 00:05:28.840]  所以我們要問自己
[00:05:28.840 --> 00:05:32.880]  究竟我們有沒有做門徒的訓練
[00:05:32.880 --> 00:05:36.400]  這個銳意或者刻意
[00:05:36.400 --> 00:05:38.240]  英文叫intentional
[00:05:38.240 --> 00:05:40.640]  就是說不是自然而然的
[00:05:40.640 --> 00:05:43.840]  而是我們是刻意的
[00:05:43.840 --> 00:05:45.520]  我們是蓄意的
[00:05:45.520 --> 00:05:49.040]  來將我們的生命傳承
[00:05:49.040 --> 00:05:51.080]  來影響別人的生命
[00:05:51.080 --> 00:05:53.840]  門徒訓練有很多種材料
[00:05:53.840 --> 00:05:57.600]  坊間裡面每種材料都有它的好處和特色
[00:05:57.600 --> 00:06:00.080]  但是需要我們來求神
[00:06:00.080 --> 00:06:02.840]  讓我們自己先做主的門徒
[00:06:02.840 --> 00:06:07.360]  然後我們懂得怎麼去影響我們其他人
[00:06:07.360 --> 00:06:10.400]  使他們同樣做個門徒
[00:06:10.400 --> 00:06:13.520]  這個是我們經常都要去做的
[00:06:13.520 --> 00:06:16.640]  我們經常都需要花點時間
[00:06:16.640 --> 00:06:19.160]  在我們的大英姐妹的身上
[00:06:19.160 --> 00:06:21.200]  我們做傳播是一樣的
[00:06:21.200 --> 00:06:24.600]  我們都求主讓我們有一個兩個
[00:06:24.600 --> 00:06:27.400]  我們可以經常和她一起祈禱
[00:06:27.400 --> 00:06:29.040]  一起做一些事情
[00:06:29.040 --> 00:06:31.040]  一起查經 一起侍奉
[00:06:31.040 --> 00:06:37.680]  我前幾天和一個朋友一起吃飯
[00:06:37.680 --> 00:06:41.400]  因為我們有兩個從四川來的傳播人
[00:06:41.400 --> 00:06:43.240]  於是他們請我們一起吃飯
[00:06:43.240 --> 00:06:45.080]  這個就是我幾年前
[00:06:45.080 --> 00:06:47.040]  當時大地震之前
[00:06:47.040 --> 00:06:49.160]  已經做了一些門徒訓練
[00:06:49.160 --> 00:06:51.160]  他在大陸做生意
[00:06:51.160 --> 00:06:53.120]  在西安到深圳
[00:06:53.120 --> 00:06:55.280]  然後出來做生意
[00:06:55.280 --> 00:06:57.400]  上市公司等等
[00:06:57.400 --> 00:07:03.400]  做生意喜歡談生意的時候
[00:07:03.400 --> 00:07:04.760]  打高爾夫球
[00:07:04.760 --> 00:07:08.880]  於是我打得一般般的高爾夫球
[00:07:08.880 --> 00:07:12.080]  於是和他一起打高爾夫球
[00:07:12.080 --> 00:07:14.080]  現在都打得一般般的
[00:07:14.080 --> 00:07:16.360]  但是在打高爾夫球中間
[00:07:16.360 --> 00:07:18.840]  你打個球之後 你走的
[00:07:18.840 --> 00:07:20.160]  或者坐車的
[00:07:20.160 --> 00:07:22.040]  可以談很多天的
[00:07:22.040 --> 00:07:26.880]  於是就做很多信仰方面的交流
[00:07:26.880 --> 00:07:29.800]  當時四川大地震的時候
[00:07:29.800 --> 00:07:32.200]  我們就開了一個基金會
[00:07:32.200 --> 00:07:34.560]  幫一些窮困的學生
[00:07:34.560 --> 00:07:40.480]  一直幫現在已經有100多個
[00:07:40.480 --> 00:07:42.480]  已經大學畢業了
[00:07:42.480 --> 00:07:44.320]  就幫他們走這一段路
[00:07:44.320 --> 00:07:45.720]  所以門徒訓練
[00:07:45.720 --> 00:07:47.240]  你用什麼課程都好
[00:07:47.240 --> 00:07:48.720]  但是離不開
[00:07:48.720 --> 00:07:50.600]  你是將你的生命
[00:07:50.600 --> 00:07:52.280]  投入一個人
[00:07:52.280 --> 00:07:55.840]  花時間和他一起走一段路
[00:07:55.840 --> 00:07:57.480]  使他能夠成長
[00:07:57.480 --> 00:08:00.720]  現在我們進入了第二個階段
[00:08:00.720 --> 00:08:03.600]  他已經完全可以獨當一面了
[00:08:03.600 --> 00:08:07.920]  於是我們成立了華夏的報導團
[00:08:07.920 --> 00:08:09.600]  華夏報導團是紀念
[00:08:09.600 --> 00:08:12.440]  去年張伯樂牧師過來
[00:08:12.440 --> 00:08:14.040]  一個報導的盛會
[00:08:14.040 --> 00:08:17.920]  當時多倫多用國語面對中國大陸的
[00:08:17.920 --> 00:08:20.000]  有5000人來參加聚會
[00:08:20.000 --> 00:08:22.000]  就在這個Prayer Palace
[00:08:22.000 --> 00:08:24.000]  整個聚會的籌備
[00:08:24.000 --> 00:08:26.880]  就是他來為首
[00:08:26.880 --> 00:08:29.680]  所以我們慢慢把這個人帶出來
[00:08:29.680 --> 00:08:31.280]  然後我們就退後
[00:08:31.280 --> 00:08:35.080]  使他繼續奔走
[00:08:35.080 --> 00:08:37.240]  在這個
[00:08:37.240 --> 00:08:40.760]  使萬民做主的門徒這個過程裡
[00:08:40.760 --> 00:08:43.000]  是離不開將神的道
[00:08:43.000 --> 00:08:44.600]  來教導他們
[00:08:44.600 --> 00:08:47.320]  離不開神的那個話語
[00:08:47.320 --> 00:08:50.120]  來滲透在他們的內心
[00:08:50.120 --> 00:08:51.440]  他們的生命裡
[00:08:51.440 --> 00:08:53.600]  使他們能夠遵行
[00:08:53.600 --> 00:08:56.640]  意思就是說我們首先要自己去遵守
[00:08:56.640 --> 00:09:00.200]  剛才讀出來第二段的經文
[00:09:00.200 --> 00:09:02.600]  就是這個《使徒行傳》第二章裡面
[00:09:02.600 --> 00:09:03.920]  這一段的經文
[00:09:03.920 --> 00:09:07.640]  他提到說有四件事
[00:09:07.640 --> 00:09:11.040]  這四件事都是要我們來關注的
[00:09:11.040 --> 00:09:13.600]  第一件事就是行心什麼?
[00:09:13.600 --> 00:09:15.880]  遵守使徒的教訓
[00:09:15.880 --> 00:09:18.760]  第二件事就是彼此交接
[00:09:18.760 --> 00:09:20.880]  第三件事就是抹餅
[00:09:20.880 --> 00:09:22.440]  然後就是祈禱
[00:09:22.440 --> 00:09:25.720]  初期的教會當時在五旬節的時候
[00:09:25.720 --> 00:09:28.280]  彼得在聖靈的感動下
[00:09:28.280 --> 00:09:31.080]  他就起身然後開始宣講
[00:09:31.080 --> 00:09:34.480]  有關耶穌基督的救恩
[00:09:34.480 --> 00:09:37.000]  當時聖靈使得人擇心
[00:09:37.000 --> 00:09:40.600]  就是那天那裡三千人就成為了門徒
[00:09:40.600 --> 00:09:44.120]  所以你看到那個教會剛開始的時候
[00:09:44.120 --> 00:09:46.000]  他們做這幾件事
[00:09:46.000 --> 00:09:47.520]  當然還有其它的事情
[00:09:47.520 --> 00:09:49.520]  但是做這四件事
[00:09:49.520 --> 00:09:53.720]  就是將教會的基礎打穩了
[00:09:53.720 --> 00:09:56.640]  這四件事四平八穩的
[00:09:56.640 --> 00:09:58.360]  來發展出來
[00:09:58.360 --> 00:10:00.880]  你四件也好、七件也好、九件也好
[00:10:00.880 --> 00:10:04.600]  都是離不開這個範圍的
[00:10:04.600 --> 00:10:07.320]  第一件事情就是神的道
[00:10:07.320 --> 00:10:10.800]  神的道就是使徒的教訓
[00:10:10.800 --> 00:10:14.440]  第二件事情就是彼此在愛裡面的交接
[00:10:14.440 --> 00:10:20.120]  然後就是有聖潔的追求、抹餅
[00:10:20.120 --> 00:10:24.440]  然後就有祈禱在聖靈裡面來禱告
[00:10:24.440 --> 00:10:27.640]  我們一件事來說一說
[00:10:27.640 --> 00:10:30.720]  第一件事情就是使徒的教訓
[00:10:30.720 --> 00:10:37.080]  使徒的教訓是建築在神的道這個基礎上面
[00:10:37.080 --> 00:10:39.520]  這個道是有兩方面的理解
[00:10:39.520 --> 00:10:43.160]  一方面是說到耶穌基督是永活之道
[00:10:43.160 --> 00:10:45.640]  祂道成了肉身
[00:10:45.640 --> 00:10:47.320]  住在我們中間
[00:10:47.320 --> 00:10:50.800]  同時也說到當耶穌基督復活升天之後
[00:10:50.800 --> 00:10:54.480]  祂也留下了聖言的真道
[00:10:54.480 --> 00:10:56.600]  神的話語、聖經
[00:10:56.600 --> 00:11:00.160]  這兩方面都是說到生命之道
[00:11:00.160 --> 00:11:04.280]  是要我們來掌握的
[00:11:04.280 --> 00:11:08.080]  教會的基礎就是耶穌基督神的道
[00:11:08.080 --> 00:11:10.080]  成為教會的基礎
[00:11:10.080 --> 00:11:12.640]  同時間我們每個人的靈命
[00:11:12.640 --> 00:11:16.280]  都是因著言讀神的話語神的道
[00:11:16.280 --> 00:11:18.840]  使我們逐漸的像耶穌基督
[00:11:18.840 --> 00:11:21.280]  逐漸的在主裡面成長
[00:11:21.280 --> 00:11:26.920]  所以剛才Francis提到有道可行
[00:11:26.920 --> 00:11:31.360]  就是遵行使徒的教訓有道可行
[00:11:31.360 --> 00:11:35.200]  就是我們需要成為一個目標
[00:11:35.200 --> 00:11:38.000]  我們在21世紀裡面
[00:11:38.000 --> 00:11:40.320]  和初期的世紀是一樣的
[00:11:40.320 --> 00:11:42.840]  雖然相隔已經二十多個世紀
[00:11:42.840 --> 00:11:45.160]  但是在這二千年來
[00:11:45.160 --> 00:11:48.400]  一個教會的成長、信徒的成長
[00:11:48.400 --> 00:11:50.600]  離不開神的話語
[00:11:50.600 --> 00:11:54.600]  所以我們說教會需要建造起來的時候
[00:11:54.600 --> 00:11:58.840]  我們需要全人在主的面前
[00:11:58.840 --> 00:12:01.640]  來到全方位的成長
[00:12:01.640 --> 00:12:05.960]  而且是以培育有關門徒的成長
[00:12:05.960 --> 00:12:07.040]  作為一個方針
[00:12:07.040 --> 00:12:08.600]  你們很清楚的
[00:12:08.600 --> 00:12:10.720]  銳意門徒訓練
[00:12:10.720 --> 00:12:13.360]  一個培育門徒的方針
[00:12:13.360 --> 00:12:17.320]  以身作則的一個方法
[00:12:17.320 --> 00:12:20.640]  而且有一個注重人際的關係的
[00:12:20.640 --> 00:12:22.080]  全方位的發展
[00:12:22.080 --> 00:12:25.480]  這一切都是我們要刻意去做的
[00:12:25.480 --> 00:12:28.240]  門徒的訓練是離不開的
[00:12:28.240 --> 00:12:32.800]  是叫我們將生命影響別人的生命
[00:12:34.800 --> 00:12:43.920]  不久之前 我就替一個弟兄來證婚
[00:12:43.920 --> 00:12:45.920]  這個弟兄很特別的
[00:12:45.920 --> 00:12:52.080]  當時大概是30年前的時候
[00:12:52.080 --> 00:12:56.960]  他是一個學生 當時在讀書
[00:12:56.960 --> 00:12:58.760]  經歷過一些事情
[00:12:58.760 --> 00:13:01.240]  然後我請他來我們家裡
[00:13:01.240 --> 00:13:04.160]  在我們家裡住了有八個月的時間
[00:13:04.160 --> 00:13:08.320]  做門徒訓練 和他一起成長
[00:13:08.320 --> 00:13:12.000]  後來他就去奉獻出來讀神學
[00:13:12.000 --> 00:13:13.520]  接著就侍奉
[00:13:13.520 --> 00:13:17.360]  然後就去北京 在中國來侍奉
[00:13:17.360 --> 00:13:18.240]  他是從香港來的
[00:13:18.240 --> 00:13:20.880]  但是他的負擔就在中國
[00:13:20.880 --> 00:13:23.960]  後來結婚之後
[00:13:23.960 --> 00:13:28.080]  他的太太染了病 就離開了
[00:13:28.080 --> 00:13:31.080]  然後幾年前
[00:13:31.080 --> 00:13:34.200]  當時我在豬家哥港渡的時候
[00:13:34.200 --> 00:13:38.640]  這個弟兄一直都是我心裡面很關心的
[00:13:38.640 --> 00:13:39.640]  很關注的
[00:13:39.640 --> 00:13:42.120]  我一去到北京的時候 他來接我
[00:13:42.120 --> 00:13:44.800]  大家聊了很多天
[00:13:44.800 --> 00:13:48.520]  有一次他來接我 開車的時候
[00:13:48.520 --> 00:13:52.120]  他在說話 我以為他和我聊天
[00:13:52.120 --> 00:13:54.600]  原來不是 他自言自語在說話
[00:13:54.600 --> 00:13:57.560]  一邊開車一邊自言自語在說話
[00:13:57.560 --> 00:13:58.560]  他太孤單了
[00:13:58.560 --> 00:14:00.040]  一個人帶著兩個小孩
[00:14:00.040 --> 00:14:03.000]  兩個小孩都是他領養回來的
[00:14:03.000 --> 00:14:10.600]  當時我內心裡面默默祈禱求神
[00:14:10.600 --> 00:14:12.440]  為他預備一個配偶
[00:14:12.440 --> 00:14:15.760]  繼續來奔走
[00:14:15.760 --> 00:14:18.760]  當時我有一次在豬家哥港渡的時候
[00:14:18.760 --> 00:14:23.160]  那個教會是一個國語教會
[00:14:23.160 --> 00:14:25.480]  林夢忠牧師的教會
[00:14:25.480 --> 00:14:27.320]  我說一個聚會的時候
[00:14:27.320 --> 00:14:30.240]  他們接待我 其中一個接待我的
[00:14:30.240 --> 00:14:33.120]  就是菲律賓的一個華僑
[00:14:33.120 --> 00:14:36.880]  我們就聊天 大家就好好聊
[00:14:36.880 --> 00:14:42.120]  他提到說 他有一個女兒在北京
[00:14:42.120 --> 00:14:45.960]  屬於道行會的 做門徒訓練的 很好
[00:14:45.960 --> 00:14:47.880]  他說他很擔心這個女兒
[00:14:47.880 --> 00:14:49.520]  我說為什麼你這麼擔心?
[00:14:49.520 --> 00:14:51.680]  他說你知道做父母的人
[00:14:51.680 --> 00:14:53.800]  這個女兒四十多歲還沒有結婚
[00:14:53.800 --> 00:14:55.680]  你擔不擔心呢?
[00:14:55.680 --> 00:14:58.760]  我心裡有一個閃一個亮光
[00:14:58.760 --> 00:15:03.920]  我有一個弟兄在北京 也是一個人
[00:15:03.920 --> 00:15:06.120]  我把他的事情告訴他
[00:15:06.120 --> 00:15:12.000]  我說你介不介意一個這樣的人?
[00:15:12.000 --> 00:15:13.760]  他說好啊 如果是大家愛主
[00:15:13.760 --> 00:15:16.960]  做門徒訓練的 那就最好了
[00:15:16.960 --> 00:15:20.400]  我就說不如我十月份去北京
[00:15:20.400 --> 00:15:25.680]  你有沒有什麼信物 託我帶給你女兒
[00:15:25.680 --> 00:15:28.280]  於是我做了一個信差
[00:15:28.280 --> 00:15:31.400]  去到那裡 我當然找這個弟兄接我
[00:15:31.400 --> 00:15:35.320]  我就跟他說 我有些信件要送給一個姐妹
[00:15:35.320 --> 00:15:38.400]  那個地方 潮陽區 我不是很熟
[00:15:38.400 --> 00:15:40.400]  不如你送我去吧
[00:15:40.400 --> 00:15:45.600]  你做牧師有時候也要做一下這些事情的
[00:15:45.600 --> 00:15:50.120]  不過我先聲明 我不是開婚姻介紹所的
[00:15:50.120 --> 00:15:53.120]  你不要一定來找我
[00:15:53.120 --> 00:15:56.000]  就這樣他們就撮合了
[00:15:56.000 --> 00:15:59.440]  你知道那個年紀就不像20多歲那樣
[00:15:59.440 --> 00:16:04.440]  要多拍幾年 於是很快他們就見到是成了大年
[00:16:04.440 --> 00:16:09.040]  那年我在芝加哥 帶他來證婚
[00:16:09.040 --> 00:16:11.240]  證婚的時候就很開心
[00:16:11.240 --> 00:16:14.960]  一班三十多個宣教士各方面
[00:16:14.960 --> 00:16:16.840]  都為他們兩個開心
[00:16:16.840 --> 00:16:21.240]  就是這樣有時候需要將生命擺出來
[00:16:21.240 --> 00:16:25.280]  幫助別人的生命的成長
[00:16:25.280 --> 00:16:29.600]  他現在其實很特別的
[00:16:29.600 --> 00:16:34.160]  你知道現在我們能源的開發
[00:16:34.160 --> 00:16:36.160]  他現在做一個能源開發
[00:16:36.160 --> 00:16:40.320]  我順便講一下 普通這些水
[00:16:40.320 --> 00:16:42.320]  其實裡面有很多能源的
[00:16:42.320 --> 00:16:45.200]  他的開發就是用普通的水
[00:16:45.200 --> 00:16:47.200]  將它變成一個能源
[00:16:47.200 --> 00:16:50.200]  來開發這個工作
[00:16:50.200 --> 00:16:52.520]  已經差不多接近成功的
[00:16:52.520 --> 00:16:54.320]  甚至有一部電影
[00:16:54.320 --> 00:16:57.680]  都是講這一類能源的開發的
[00:16:57.680 --> 00:16:59.680]  不過這個是題外話
[00:16:59.680 --> 00:17:04.800]  在教會裡面我們需要透過主教學也好
[00:17:04.800 --> 00:17:08.480]  團體也好 聖班BBS 神學講座
[00:17:08.480 --> 00:17:10.160]  來將人建立起來
[00:17:10.160 --> 00:17:12.160]  所謂基督教教育
[00:17:12.160 --> 00:17:15.680]  一個整傳的基督教教育
[00:17:15.680 --> 00:17:18.280]  講到有道可行的時候
[00:17:18.280 --> 00:17:20.280]  接著就彼此交接
[00:17:20.280 --> 00:17:22.280]  彼此交接這個字
[00:17:22.280 --> 00:17:25.560]  彼此當然是互相之間
[00:17:25.560 --> 00:17:27.360]  交接就是我們團體這個字
[00:17:27.360 --> 00:17:28.560]  Colonial
[00:17:28.560 --> 00:17:30.240]  其實我們有些的希臘文
[00:17:30.240 --> 00:17:32.760]  已經成為了我們日常的用詞
[00:17:32.760 --> 00:17:34.560]  希伯來文也是
[00:17:34.560 --> 00:17:37.360]  譬如我們祈禱 奉主的名 求阿門
[00:17:37.360 --> 00:17:38.720]  阿門 哈利路亞
[00:17:38.720 --> 00:17:40.720]  這些已經成為了我們的用語
[00:17:40.720 --> 00:17:42.320]  Colonial 一樣
[00:17:42.320 --> 00:17:43.760]  就講到團體
[00:17:43.760 --> 00:17:47.040]  團體我們大家彼此之間
[00:17:47.040 --> 00:17:49.920]  一起的互作之體
[00:17:49.920 --> 00:17:51.440]  彼此的親熱
[00:17:51.440 --> 00:17:53.800]  彼此的推讓 彼此同心
[00:17:53.800 --> 00:17:57.640]  我在教會有一年我就講彼此
[00:17:57.640 --> 00:17:59.440]  一個星期講一個彼此
[00:17:59.440 --> 00:18:01.440]  大家一起去追求去學習
[00:18:01.440 --> 00:18:03.800]  來真正的建立起我們
[00:18:03.800 --> 00:18:06.960]  弟妹之間愛的關係
[00:18:06.960 --> 00:18:09.280]  有愛可以上
[00:18:09.280 --> 00:18:14.040]  真是上到神的愛在我們中間
[00:18:14.040 --> 00:18:17.040]  再過來就是那個抹餅
[00:18:17.040 --> 00:18:20.720]  我是1990年回來的
[00:18:20.720 --> 00:18:23.160]  當時剛才提到第一章
[00:18:23.160 --> 00:18:28.720]  1990年4月15日那個聚會
[00:18:28.720 --> 00:18:31.240]  我記得我第一次主令聖餐
[00:18:31.240 --> 00:18:32.360]  這個很尷尬
[00:18:32.360 --> 00:18:36.360]  因為我過往是牧羊是國語教會為主的
[00:18:36.360 --> 00:18:38.880]  我的廣東話雖然我在香港長大
[00:18:38.880 --> 00:18:40.880]  但是因為少用
[00:18:40.880 --> 00:18:42.880]  所以我已經被他們同化了
[00:18:42.880 --> 00:18:46.480]  所以講廣東話的國語口音現在都是的
[00:18:46.480 --> 00:18:47.760]  是不是?
[00:18:47.760 --> 00:18:48.960]  講得不是很正
[00:18:48.960 --> 00:18:53.080]  這個抹字我就忘記怎麼講廣東話
[00:18:53.080 --> 00:18:55.080]  當時聖餐禮拜
[00:18:55.080 --> 00:18:58.400]  我們有些叫聖餐 有些叫抹餅聚會
[00:18:58.400 --> 00:19:00.920]  我主令聖餐的時候
[00:19:00.920 --> 00:19:02.440]  我就講抹餅
[00:19:02.440 --> 00:19:04.080]  忘記那個抹字怎麼講
[00:19:04.080 --> 00:19:09.080]  因為我那個時候是學台灣的發音的
[00:19:09.080 --> 00:19:11.720]  抹餅這個字叫做「波餅」
[00:19:11.720 --> 00:19:14.240]  「波餅」呢
[00:19:14.240 --> 00:19:16.640]  我就想著講廣東話
[00:19:16.640 --> 00:19:18.880]  講歪一點就算了 那就行了
[00:19:18.880 --> 00:19:20.440]  就「博餅」聚會
[00:19:20.440 --> 00:19:23.720]  「博餅」聚會完了之後
[00:19:23.720 --> 00:19:25.720]  Rodney呢 Rodney在不在這裡?
[00:19:25.720 --> 00:19:27.720]  如果你還記得的話
[00:19:27.720 --> 00:19:29.400]  你就走過來問我
[00:19:29.400 --> 00:19:33.200]  牧師是不是「博餅」啊?
[00:19:33.200 --> 00:19:35.880]  就是這樣的一個情況
[00:19:35.880 --> 00:19:38.440]  但是抹餅的聚會聖餐
[00:19:38.440 --> 00:19:42.560]  就是我們彼此一生一世
[00:19:42.560 --> 00:19:44.760]  我們一個身體
[00:19:44.760 --> 00:19:47.360]  講到有一個合一的見證
[00:19:47.360 --> 00:19:51.640]  同時也是一個聖潔的見證
[00:19:51.640 --> 00:19:53.600]  我們要對付罪
[00:19:53.600 --> 00:19:55.200]  要做光做炎
[00:19:55.200 --> 00:19:56.720]  那個見證生活
[00:19:56.720 --> 00:19:59.560]  所以我們說有光可照
[00:19:59.560 --> 00:20:00.840]  就說到說
[00:20:00.840 --> 00:20:05.840]  這個是其實我27年前講的那一篇道理
[00:20:05.840 --> 00:20:10.320]  差不多現在用其它形式來表達出來
[00:20:10.320 --> 00:20:11.880]  這樣也對的
[00:20:11.880 --> 00:20:13.200]  溫故而之新
[00:20:13.200 --> 00:20:16.120]  其實很多道都不是什麼新鮮
[00:20:16.120 --> 00:20:19.080]  如果你某天聽到我講某一場道
[00:20:19.080 --> 00:20:22.680]  或者是聽到你意猶都出世的話
[00:20:22.680 --> 00:20:25.520]  你有禍了 你要小心
[00:20:25.520 --> 00:20:28.920]  我們很多道都是在聖經裡面講的
[00:20:28.920 --> 00:20:32.760]  而不是說什麼特別標記立義的
