
[00:00:00.000 --> 00:00:05.400]  各位大影姐妹各位朋友你們好
[00:01:37.400 --> 00:01:40.400]  他的家人比較富有
[00:01:40.400 --> 00:01:44.400]  住在半山區旭和道的旭和大廈
[00:01:44.400 --> 00:01:46.400]  當飛機落機的時候
[00:01:46.400 --> 00:01:50.400]  他奇怪為甚麼沒有家人來接機呢
[00:01:50.400 --> 00:01:52.400]  他打電話回家
[00:01:52.400 --> 00:01:54.400]  電話不通
[00:01:54.400 --> 00:01:57.400]  於是他馬上坐的士回家
[00:01:57.400 --> 00:01:59.400]  一到家附近
[00:01:59.400 --> 00:02:02.400]  發覺街道已經封鎖
[00:02:02.400 --> 00:02:05.400]  有很多警察和救護人員
[00:02:05.400 --> 00:02:09.400]  知道事情有點不妙
[00:02:09.400 --> 00:02:11.400]  一到家裏
[00:02:11.400 --> 00:02:13.400]  嚇了一跳
[00:02:13.400 --> 00:02:15.400]  呈現他眼前的
[00:02:15.400 --> 00:02:18.400]  不是他所熟悉的一棟大廈
[00:02:18.400 --> 00:02:20.400]  而是瓦礫廢墟
[00:02:20.400 --> 00:02:26.400]  還有很多救護人員在搶救
[00:02:26.400 --> 00:02:28.400]  原來在幾個小時前
[00:02:28.400 --> 00:02:30.400]  當他還在坐飛機的時候
[00:02:30.400 --> 00:02:33.400]  他父母和四個兄弟姐妹
[00:02:33.400 --> 00:02:38.400]  又活生生被埋在山泥中
[00:02:38.400 --> 00:02:40.400]  他呆了
[00:02:40.400 --> 00:02:42.400]  在大廈面前
[00:02:42.400 --> 00:02:44.400]  站了很久
[00:02:44.400 --> 00:02:46.400]  一粒話都不能說
[00:02:46.400 --> 00:02:48.400]  這個故事這個悲劇
[00:02:48.400 --> 00:02:50.400]  一而再再而三
[00:02:50.400 --> 00:02:53.400]  在電視裏面的銀幕
[00:02:53.400 --> 00:02:55.400]  重覆又重覆
[00:02:55.400 --> 00:02:58.400]  令人非常的心酸
[00:02:58.400 --> 00:03:01.400]  1973年的溫黛
[00:03:01.400 --> 00:03:03.400]  911的事件
[00:03:03.400 --> 00:03:07.400]  淘大的沙士事跡
[00:03:07.400 --> 00:03:12.400]  還有2019年之後的香港
[00:03:12.400 --> 00:03:15.400]  一個一個辛酸的故事
[00:03:15.400 --> 00:03:18.400]  排山倒海的
[00:03:18.400 --> 00:03:21.400]  湧在我們的腦裏的當中
[00:03:21.400 --> 00:03:25.400]  令人心酸苦難
[00:03:25.400 --> 00:03:27.400]  苦難真是一個謎
[00:03:27.400 --> 00:03:30.400]  就好像王漢欣唱的那首歌
[00:03:30.400 --> 00:03:33.400]  是幻是真怎可以分
[00:03:33.400 --> 00:03:36.400]  幾多歡欣幾多淚人
[00:03:36.400 --> 00:03:38.400]  我們不禁會問
[00:03:38.400 --> 00:03:42.400]  神啊 你想怎樣?
[00:03:42.400 --> 00:03:44.400]  《幽霸記》是舊有一本
[00:03:44.400 --> 00:03:46.400]  有關苦難的書卷
[00:03:46.400 --> 00:03:49.400]  首先這本書我們所看到的
[00:03:49.400 --> 00:03:51.400]  就是天上的一幕
[00:03:51.400 --> 00:03:53.400]  第一節說
[00:03:53.400 --> 00:03:55.400]  烏斯尼有一個人名叫約伯
[00:03:55.400 --> 00:03:57.400]  那人完全正直敬畏上帝
[00:03:57.400 --> 00:03:59.400]  遠離惡事
[00:03:59.400 --> 00:04:03.400]  我們在約伯記約伯這個名字
[00:04:03.400 --> 00:04:05.400]  原來猶太人和中國人一樣
[00:04:05.400 --> 00:04:07.400]  這個名字很有意思
[00:04:07.400 --> 00:04:09.400]  約伯這個字是甚麼意思呢?
[00:04:09.400 --> 00:04:11.400]  這個字根就好像
[00:04:11.400 --> 00:04:13.400]  爸爸你在哪裏?
[00:04:13.400 --> 00:04:15.400]  這個孤兒在哭叫
[00:04:15.400 --> 00:04:18.400]  又好像回來香港渡假的青年
[00:04:18.400 --> 00:04:21.400]  見到自己的家人活埋在泥堆當中
[00:04:21.400 --> 00:04:23.400]  他或許會問
[00:04:23.400 --> 00:04:25.400]  爸爸 你去了哪裏?
[00:04:25.400 --> 00:04:27.400]  後來這個字引申為
[00:04:27.400 --> 00:04:29.400]  隔絕、分離、若有所失
[00:04:29.400 --> 00:04:31.400]  故事開始的時候
[00:04:31.400 --> 00:04:33.400]  我們見到一個幸福的家庭
[00:04:33.400 --> 00:04:35.400]  第二節告訴你
[00:04:35.400 --> 00:04:37.400]  約伯有七個兒子、三個女兒
[00:04:37.400 --> 00:04:39.400]  十全十美
[00:04:39.400 --> 00:04:41.400]  第三節告訴你家財滿貫
[00:04:41.400 --> 00:04:43.400]  一切無憂無慮
[00:04:43.400 --> 00:04:45.400]  他又是一個敬虔的人
[00:04:45.400 --> 00:04:47.400]  一個又完全又幸福的人
[00:04:47.400 --> 00:04:49.400]  在同一個時間
[00:04:49.400 --> 00:04:51.400]  我們見到天上的一幕
[00:04:51.400 --> 00:04:53.400]  是一場辯論
[00:04:53.400 --> 00:04:57.400]  撒旦的名字叫做「控訴者」
[00:04:57.400 --> 00:04:59.400]  他在上帝面前控訴人
[00:04:59.400 --> 00:05:01.400]  第九節就這樣說
[00:05:01.400 --> 00:05:03.400]  撒旦回答耶和華說
[00:05:03.400 --> 00:05:07.400]  「約伯敬畏神,豈是無辜呢?
[00:05:07.400 --> 00:05:11.400]  你豈不是在四處為祂捉上尼巴
[00:05:11.400 --> 00:05:13.400]  保護祂和祂的家?
[00:05:13.400 --> 00:05:17.400]  當祂一切所有都沒有的時候
[00:05:17.400 --> 00:05:20.400]  你伸手毀壞祂一切所有的時候
[00:05:20.400 --> 00:05:22.400]  祂必當面凋棄你
[00:05:22.400 --> 00:05:26.400]  為甚麼約伯會敬畏神呢?
[00:05:26.400 --> 00:05:28.400]  根據撒旦的看法
[00:05:28.400 --> 00:05:32.400]  就是因為神在周圍捉上很多尼巴去保護祂
[00:05:32.400 --> 00:05:37.400]  那為甚麼你仍然叫自己是基督徒呢?
[00:05:37.400 --> 00:05:40.400]  因為你仍然有一個幸福的家庭
[00:05:40.400 --> 00:05:45.400]  仍有工作、飯食、健康、教會
[00:05:45.400 --> 00:05:48.400]  所以你便稱自己為基督徒
[00:05:48.400 --> 00:05:50.400]  因為上帝在保護你
[00:05:50.400 --> 00:05:52.400]  你仍然跟隨著祂
[00:05:52.400 --> 00:05:55.400]  但是,如果有一天
[00:05:55.400 --> 00:05:57.400]  這些一切都沒有了
[00:05:57.400 --> 00:05:59.400]  失去
[00:05:59.400 --> 00:06:01.400]  不是偶爾的失敗
[00:06:01.400 --> 00:06:03.400]  是徹底的失敗
[00:06:03.400 --> 00:06:06.400]  失戀、失業、失去家庭
[00:06:06.400 --> 00:06:09.400]  我們會不會當面凋棄祂呢?
[00:06:09.400 --> 00:06:11.400]  可惜撒旦這個控訴
[00:06:11.400 --> 00:06:15.400]  對不少信徒來說是不幸而言中
[00:06:15.400 --> 00:06:17.400]  天上的一幕讓我們看到一件事
[00:06:17.400 --> 00:06:19.400]  一切都是神做主的
[00:06:19.400 --> 00:06:21.400]  撒旦想要傷害約伯的時候
[00:06:21.400 --> 00:06:23.400]  都要得到上帝的同意
[00:06:23.400 --> 00:06:25.400]  就是因為聖經這種
[00:06:25.400 --> 00:06:28.400]  這麼重視上帝的威權、上帝的君權
[00:06:28.400 --> 00:06:31.400]  而不是說這個世界是神和撒旦
[00:06:31.400 --> 00:06:33.400]  平均分、互相鬥爭
[00:06:33.400 --> 00:06:34.400]  不是的
[00:06:34.400 --> 00:06:38.400]  一切都是神最後的做主
[00:06:38.400 --> 00:06:40.400]  因為這樣的緣故
[00:06:40.400 --> 00:06:42.400]  我們會問為甚麼會有苦難呢?
[00:06:42.400 --> 00:06:45.400]  苦難就成為基督教特有的問題
[00:06:45.400 --> 00:06:48.400]  為甚麼神會容讓這些苦難發生呢?
[00:06:48.400 --> 00:06:51.400]  看完天上的一幕
[00:06:51.400 --> 00:06:55.400]  然後約伯記就描繪地上悽慘的一幕
[00:06:55.400 --> 00:06:59.400]  約伯記第一章第13至22節
[00:06:59.400 --> 00:07:02.400]  是一幅極悽慘的圖畫
[00:07:02.400 --> 00:07:11.400]  首先他的家產、他的家畜、他心愛的子女
[00:07:11.400 --> 00:07:16.400]  他的健康、甚至他的太太
[00:07:16.400 --> 00:07:18.400]  好像甚麼都沒有了
[00:07:18.400 --> 00:07:20.400]  太太對他說
[00:07:20.400 --> 00:07:22.400]  你仍然持守你自己的順遵嗎?
[00:07:22.400 --> 00:07:25.400]  你丟棄你們上帝死了嗎?
[00:07:25.400 --> 00:07:27.400]  一息之間
[00:07:27.400 --> 00:07:31.400]  他覺得最寶貴的東西完全歸於無尤
[00:07:31.400 --> 00:07:35.400]  甚至他自己的尊嚴都是歸於無尤
[00:07:35.400 --> 00:07:40.400]  聖經記載到約伯去種盆親離
[00:07:40.400 --> 00:07:44.400]  用瓦片去刮自己的皮膚
[00:07:44.400 --> 00:07:48.400]  皮膚裏面有很多的瘡
[00:07:48.400 --> 00:07:52.400]  真的一點尊嚴都沒有
[00:07:52.400 --> 00:07:56.400]  我們不禁會好像約伯一樣問法
[00:07:56.400 --> 00:07:58.400]  神是你想怎樣?
[00:07:58.400 --> 00:08:01.400]  更不幸的是約伯這個故事
[00:08:01.400 --> 00:08:05.400]  在地上的一幕他是天天常言
[00:08:05.400 --> 00:08:09.400]  我們做牧師這一行難免遇上很多
[00:08:09.400 --> 00:08:12.400]  好像約伯那麼辛酸的故事
[00:08:12.400 --> 00:08:16.400]  在我們所牧養的弟兄姊妹當中
[00:08:16.400 --> 00:08:18.400]  不時的發生
[00:08:18.400 --> 00:08:21.400]  有時我們會問神你想怎樣?
[00:08:21.400 --> 00:08:23.400]  苦難是一個奧秘
[00:08:23.400 --> 00:08:25.400]  一包機似乎沒有答案
[00:08:25.400 --> 00:08:27.400]  我也沒有答案
[00:08:27.400 --> 00:08:29.400]  如果有的話我們只能說
[00:08:29.400 --> 00:08:31.400]  這是沙漠的經驗
[00:08:31.400 --> 00:08:34.400]  當我們從沙漠走出來的時候
[00:08:34.400 --> 00:08:36.400]  聖經又告訴我們
[00:08:36.400 --> 00:08:38.400]  好像約伯說的
[00:08:38.400 --> 00:08:40.400]  從前我風聞有神
[00:08:40.400 --> 00:08:43.400]  如今我才親身經歷到神
[00:08:43.400 --> 00:08:44.400]  其實在聖經裏面
[00:08:44.400 --> 00:08:46.400]  每一個神所重用的僕人
[00:08:46.400 --> 00:08:49.400]  都有這個沙漠的經歷
[00:08:49.400 --> 00:08:53.400]  是辛酸的、是痛苦的、是難過的
[00:08:53.400 --> 00:08:55.400]  但是他們的生命
[00:08:55.400 --> 00:09:00.400]  卻是經過了這個沙漠之旅
[00:09:00.400 --> 00:09:02.400]  是已經不同了
[00:09:02.400 --> 00:09:07.400]  他們所受的苦楚、所受的災難
[00:09:07.400 --> 00:09:11.400]  成為很多人的安慰
[00:09:11.400 --> 00:09:15.400]  韜雄 Henry Lowen 有句說話
[00:09:15.400 --> 00:09:19.400]  他們都是成為了負傷的治療者
[00:09:19.400 --> 00:09:21.400]  透過他們的傷
[00:09:21.400 --> 00:09:25.400]  帶給很多人治療的作用
[00:09:25.400 --> 00:09:27.400]  或者我們今天從大衛的故事裏面
[00:09:27.400 --> 00:09:29.400]  看一看這個真理
[00:09:29.400 --> 00:09:31.400]  大衛就是一個負傷
[00:09:31.400 --> 00:09:33.400]  但又是一個治療者
[00:09:33.400 --> 00:09:36.400]  他就好像約伯一樣
[00:09:36.400 --> 00:09:39.400]  神一樣一樣將他拿走
[00:09:39.400 --> 00:09:44.400]  他的保障、他的王牌、他的倚靠
[00:09:44.400 --> 00:09:47.400]  原來都好像回到柬埔一樣
[00:09:47.400 --> 00:09:51.400]  信息之間歸於無尤
[00:09:51.400 --> 00:09:56.400]  所以約伯說得到些甚麼?失了些甚麼?
[00:09:56.400 --> 00:10:01.400]  神要用大衛的容若撒旦在他身上
[00:10:01.400 --> 00:10:05.400]  將他最寶貴的拿走
[00:10:05.400 --> 00:10:08.400]  還要大衛走到這個沙漠
[00:10:08.400 --> 00:10:12.400]  在這個沙漠之裏逃跑
[00:10:12.400 --> 00:10:15.400]  當他走過這個沙漠之裏的時候
[00:10:15.400 --> 00:10:19.400]  他不再只是風雲有神
[00:10:19.400 --> 00:10:23.400]  而是真真正正經歷神的恩惠
[00:10:23.400 --> 00:10:27.400]  得得失失全是在乎你戴了一個甚麼眼鏡
[00:10:27.400 --> 00:10:30.400]  來看這些苦難
[00:10:30.400 --> 00:10:32.400]  這是一個甚麼眼鏡?
[00:10:32.400 --> 00:10:35.400]  是有神的眼鏡、有盼望的眼鏡
[00:10:35.400 --> 00:10:38.400]  就是沒有神、沒有盼望的眼鏡
[00:10:38.400 --> 00:10:42.400]  首先我們來看看大衛失去了些甚麼?
[00:10:42.400 --> 00:10:46.400]  亦都是我們今天最重視的是甚麼?
[00:10:46.400 --> 00:10:51.400]  第一 職業、地位、保障
[00:10:51.400 --> 00:10:56.400]  在《三國義記》上第十九章第九至十節
[00:10:56.400 --> 00:11:01.400]  神首先拿走的就是他的職業、地位、前途和保障
[00:11:01.400 --> 00:11:06.400]  從耶和華那裏的惡魔又降在蘇羅身上
[00:11:06.400 --> 00:11:11.400]  大衛用手彈琴 蘇羅用槍想要刺透大衛
[00:11:11.400 --> 00:11:14.400]  釘在牆上 他腳打開
[00:11:14.400 --> 00:11:17.400]  蘇羅的槍刺入牆內
[00:11:17.400 --> 00:11:20.400]  當夜大衛逃走 躲避你
[00:11:20.400 --> 00:11:23.400]  正如在上個星期我和大家分享過
[00:11:23.400 --> 00:11:26.400]  當大衛打敗了哥利亞
[00:11:26.400 --> 00:11:29.400]  一舉成名 天下之前途無限
[00:11:29.400 --> 00:11:32.400]  他的榮譽、地位、金錢陸續而來
[00:11:32.400 --> 00:11:35.400]  第十七章第十五節說他發大財
[00:11:35.400 --> 00:11:38.400]  第十八章第十五節說他做了元帥
[00:11:38.400 --> 00:11:41.400]  第十八章第十七節說他名聲大噪
[00:11:41.400 --> 00:11:45.400]  屢敗菲律賓人大得軍隊的外大
[00:11:45.400 --> 00:11:50.400]  但就因為蘇羅妒忌 怕王衛失去
[00:11:50.400 --> 00:11:54.400]  兩次企圖謀殺大衛 一夜之間甚麼都沒有了
[00:11:54.400 --> 00:11:56.400]  第十九章第十九至十節
[00:11:56.400 --> 00:11:59.400]  大衛從此成為一個逃亡的人
[00:11:59.400 --> 00:12:02.400]  失去了地位 失去了保障
[00:12:02.400 --> 00:12:07.400]  經常在逃的當中 分分鐘活在恐懼的當中
[00:12:07.400 --> 00:12:12.400]  一個人最慘就是活在恐懼當中
[00:12:12.400 --> 00:12:15.400]  朝不保靜
[00:12:15.400 --> 00:12:18.400]  撒旦往往利用這些去令人害怕
[00:12:18.400 --> 00:12:21.400]  叫人活在一個恐懼裏面
[00:12:21.400 --> 00:12:24.400]  我想起史丹博一個很出名的美國作家
[00:12:24.400 --> 00:12:27.400]  也是諾貝爾文學得獎者
[00:12:27.400 --> 00:12:30.400]  寫了一本小說叫做《逃》
[00:12:30.400 --> 00:12:34.400]  《逃》是一本非常法人心醒的小說
[00:12:34.400 --> 00:12:37.400]  描繪一個逃亡者的心態
[00:12:37.400 --> 00:12:39.400]  故事講到一個印第安的青年人
[00:12:39.400 --> 00:12:42.400]  有一次他爸爸叫他去鎮裏面買酒
[00:12:42.400 --> 00:12:45.400]  誰知去到酒的時候和一個白人發生了衝突
[00:12:45.400 --> 00:12:49.400]  他拿出一把刀 飛刀
[00:12:49.400 --> 00:12:52.400]  真的好像小李飛刀的特技
[00:12:52.400 --> 00:12:55.400]  將這個白人殺死
[00:12:55.400 --> 00:12:57.400]  當他發覺他發生了命案的時候
[00:12:57.400 --> 00:13:01.400]  他很害怕 連忙逃回家裏
[00:13:01.400 --> 00:13:07.400]  稍稍收拾 騎著馬向窮山進發
[00:13:07.400 --> 00:13:10.400]  希望逃過警察的追捕
[00:13:10.400 --> 00:13:13.400]  他不敢逗留 連夜趕路
[00:13:13.400 --> 00:13:16.400]  偶爾聽見一些聲音 以為是有追兵
[00:13:16.400 --> 00:13:19.400]  休息都不敢 又去趕路 又去趕路
[00:13:19.400 --> 00:13:24.400]  他好像一個瘋狂者的逃難者
[00:13:24.400 --> 00:13:28.400]  拼命一逃 實在太累了
[00:13:28.400 --> 00:13:31.400]  當他稍為吃點東西的時候
[00:13:31.400 --> 00:13:33.400]  就在黑夜紮營休息
[00:13:33.400 --> 00:13:37.400]  還沒睡就忽然傳來遠處的馬聲
[00:13:37.400 --> 00:13:39.400]  他又驚醒 又去逃跑了
[00:13:39.400 --> 00:13:44.400]  他眼前看不到有任何追兵
[00:13:44.400 --> 00:13:48.400]  但心裏面到處都是追兵
[00:13:48.400 --> 00:13:50.400]  他日又逃 夜又逃
[00:13:50.400 --> 00:13:53.400]  好像一個瘋了的人一樣
[00:13:53.400 --> 00:13:59.400]  最後他騎著山上馬 從山崖墮下
[00:13:59.400 --> 00:14:02.400]  被一堆泥沙掩蓋
[00:14:02.400 --> 00:14:05.400]  永遠埋在黃土之下
[00:14:05.400 --> 00:14:10.400]  這個就是一個逃亡者的寫照
[00:14:10.400 --> 00:14:12.400]  其實我們何嘗不是呢?
[00:14:12.400 --> 00:14:15.400]  我們何嘗不是一個逃亡者呢?
[00:14:15.400 --> 00:14:17.400]  我們拼命去建立我們自己的安全感
[00:14:17.400 --> 00:14:20.400]  建立我們的事業 建立我們的基礎
[00:14:20.400 --> 00:14:22.400]  自己的地位
[00:14:22.400 --> 00:14:25.400]  我們中間有不少的新移民來到美國
[00:14:25.400 --> 00:14:27.400]  開始的時候很辛苦
[00:14:27.400 --> 00:14:31.400]  我們拼命找工作 拼命買房子
[00:14:31.400 --> 00:14:33.400]  拼命建立自己的地位
[00:14:33.400 --> 00:14:38.400]  拼命叫子女爬上美國的社會
[00:14:38.400 --> 00:14:40.400]  讓我們有些安全感
[00:14:40.400 --> 00:14:43.400]  我們以為有了這些東西 有些依靠
[00:14:43.400 --> 00:14:46.400]  我們又有救生網 有安全網
[00:14:46.400 --> 00:14:49.400]  我有燕瘡 有錢 有房子
[00:14:49.400 --> 00:14:52.400]  我們要搞定 其實這些是假象
[00:14:52.400 --> 00:14:56.400]  就好像颶風山來傾瀉 活埋一家
[00:14:56.400 --> 00:14:59.400]  又或者911事件 又或者SARS
[00:14:59.400 --> 00:15:01.400]  或者像COVID-19
[00:15:01.400 --> 00:15:04.400]  我們所謂的安全網原來全部是假象
[00:15:04.400 --> 00:15:07.400]  是肥皂店來的
[00:15:07.400 --> 00:15:15.400]  職業地位保障 轉眼之空之間可以成空
[00:15:15.400 --> 00:15:17.400]  家庭又如何呢?
[00:15:17.400 --> 00:15:21.400]  我們可以看到大衛不單止失去了職業地位保障
[00:15:21.400 --> 00:15:24.400]  他的愛情 他的妻子也都失去了
[00:15:24.400 --> 00:15:27.400]  神第二也要拿走大衛的妻子
[00:15:27.400 --> 00:15:31.400]  你記不記得上次我們說到大衛和哥利亞的時候
[00:15:31.400 --> 00:15:33.400]  蘇聯答應殺死了哥利亞的時候
[00:15:33.400 --> 00:15:36.400]  要將他的女兒許配他 做駙馬爺
[00:15:36.400 --> 00:15:39.400]  但是當要成親之際的時候
[00:15:39.400 --> 00:15:45.400]  蘇羅就將他大女兒米拉 給了亞得烈為妻
[00:15:45.400 --> 00:15:50.400]  然後蘇羅的第二女兒米格就愛上了大衛
[00:15:50.400 --> 00:15:53.400]  他不是被迫下嫁 而是真心相對
[00:15:53.400 --> 00:15:56.400]  蘇羅也都開心 為什麼呢?
[00:15:56.400 --> 00:15:59.400]  他可以利用這個機會來施一個毒計
[00:15:59.400 --> 00:16:03.400]  其實大衛得到這個太太一點都不容易
[00:16:03.400 --> 00:16:05.400]  可以說是患難夫妻來的
[00:16:05.400 --> 00:16:11.400]  蘇羅都大話 你要娶我女兒做太太 我不介意
[00:16:11.400 --> 00:16:15.400]  我不介意你的貧窮卑微 但是我有個條件
[00:16:15.400 --> 00:16:21.400]  你要拿100個菲律賓人的羊皮來
[00:16:21.400 --> 00:16:24.400]  這個就是第25戰了
[00:16:24.400 --> 00:16:27.400]  其實他的心意是想透過這些
[00:16:27.400 --> 00:16:33.400]  是想借著菲律賓人的手將大衛置於死命
[00:16:33.400 --> 00:16:38.400]  是一條很毒的計 但大衛卻是
[00:16:38.400 --> 00:16:42.400]  拿了200個菲律賓人的羊皮
[00:16:42.400 --> 00:16:48.400]  滿數交給蘇羅 這個所謂羊皮呢
[00:16:48.400 --> 00:16:51.400]  就是男性的生殖器官
[00:16:51.400 --> 00:16:55.400]  一個做國禮的時候就將羊皮割除
[00:16:55.400 --> 00:17:00.400]  所以其實可以說你要殺死200個菲律賓人
[00:17:00.400 --> 00:17:03.400]  將羊皮割除交給我的時候
[00:17:03.400 --> 00:17:07.400]  你就可以做我的女婿了
[00:17:07.400 --> 00:17:14.400]  大衛做了 蘇羅就將女兒米格交給大衛為妻
[00:17:14.400 --> 00:17:18.400]  這對患難夫妻忠誠見術
[00:17:18.400 --> 00:17:22.400]  但想不到這個又是回家的訊息之間歸於無有
[00:17:22.400 --> 00:17:26.400]  第19章11至12節蘇羅打發人到大衛的房間
[00:17:26.400 --> 00:17:30.400]  說我拿去窺探他 要等到天亮來殺他
[00:17:30.400 --> 00:17:33.400]  大衛的妻子米格對他說
[00:17:33.400 --> 00:17:38.400]  你今夜若不逃命 明天你就要被殺
[00:17:38.400 --> 00:17:43.400]  於是米格就將大衛從窗戶將他甩下來
[00:17:43.400 --> 00:17:45.400]  大衛就逃走躲避了
[00:17:45.400 --> 00:17:49.400]  當蘇羅發覺大衛逃走了之後就質問米格
[00:17:49.400 --> 00:17:53.400]  米格就對他說 他對我說
[00:17:53.400 --> 00:17:57.400]  你放了我 不然我要殺你
[00:17:57.400 --> 00:18:03.400]  但從此大衛和米格就分開了
[00:18:03.400 --> 00:18:06.400]  從此之後他們不再有復和了
[00:18:06.400 --> 00:18:11.400]  從此之後他們不再有任何的關係了
[00:18:11.400 --> 00:18:15.400]  米格死的時候也沒有遺淚
[00:18:15.400 --> 00:18:19.400]  是啊 家人對我們很寶貴
[00:18:19.400 --> 00:18:26.400]  夫妻關係很重要 我記得當太太做骨髓移植的時候
[00:18:26.400 --> 00:18:30.400]  回到家裡休息不久 發覺她發燒
[00:18:30.400 --> 00:18:34.400]  這些病人因為抵抗力弱
[00:18:34.400 --> 00:18:37.400]  一發燒的時候是很危險的
[00:18:37.400 --> 00:18:40.400]  所以馬上送她去馬來醫院急診室
[00:18:40.400 --> 00:18:42.400]  醫生就要她進醫院
[00:18:42.400 --> 00:18:44.400]  進了大房間的時候
[00:18:44.400 --> 00:18:47.400]  發現全部都是一些老人家患上肺炎
[00:18:47.400 --> 00:18:50.400]  那個時候是SARS肆虐的時候
[00:18:50.400 --> 00:18:53.400]  我記得我太太因為天氣熱
[00:18:53.400 --> 00:18:58.400]  拿著N95口罩很辛苦透氣
[00:18:58.400 --> 00:19:03.400]  她就問那個姑娘可不可以換外科的衛生面膜
[00:19:03.400 --> 00:19:06.400]  那個姑娘說如果你不怕染到SARS就換吧
[00:19:06.400 --> 00:19:08.400]  當然我們哪敢換呢?
[00:19:08.400 --> 00:19:14.400]  但是當時的情勢真的很難過
[00:19:14.400 --> 00:19:18.400]  她就跟我說可能我這次不行
[00:19:18.400 --> 00:19:22.400]  我們要做心理上的預備分離
[00:19:22.400 --> 00:19:26.400]  我馬上跟她說不要說這些話
[00:19:26.400 --> 00:19:28.400]  這麼灰暗幹什麼沒事沒事
[00:19:28.400 --> 00:19:30.400]  她聽了我說就很不開心
[00:19:30.400 --> 00:19:33.400]  她說你是我最親最愛的人
[00:19:33.400 --> 00:19:36.400]  我心裡面的感受很難過
[00:19:36.400 --> 00:19:38.400]  我想找人分享
[00:19:38.400 --> 00:19:40.400]  如果你都不聽
[00:19:40.400 --> 00:19:43.400]  我還應該跟誰談判呢?
[00:19:43.400 --> 00:19:45.400]  我沒有出聲
[00:19:45.400 --> 00:19:48.400]  我知道我在逃避
[00:19:48.400 --> 00:19:51.400]  但是她這句話
[00:19:51.400 --> 00:19:54.400]  從一直前就在我心裡面
[00:19:54.400 --> 00:19:57.400]  不容易的
[00:19:57.400 --> 00:20:00.400]  一點都不容易的
[00:20:00.400 --> 00:20:03.400]  我們的盼望在哪裡呢?
[00:20:03.400 --> 00:20:05.400]  我回到家的時候我問神
[00:20:05.400 --> 00:20:07.400]  祢想怎樣呢?
[00:20:08.400 --> 00:20:13.400]  當我們想到失去我們最寶貴的妻子
[00:20:13.400 --> 00:20:16.400]  丈夫子女的時候
[00:20:16.400 --> 00:20:18.400]  我們會問神啊
[00:20:18.400 --> 00:20:20.400]  祢去到哪裡了?
[00:20:20.400 --> 00:20:23.400]  不單是家人
[00:20:23.400 --> 00:20:26.400]  大衛更失去他的師父
[00:20:26.400 --> 00:20:30.400]  在《撒滿語記》上第19章18節至20節
[00:20:30.400 --> 00:20:33.400]  我們就提到一件事
[00:20:33.400 --> 00:20:36.400]  第三件事上要拿走大衛的就是他的師父
[00:20:36.400 --> 00:20:38.400]  撒滿語記
[00:20:38.400 --> 00:20:41.400]  第19章18節至21章1節
[00:20:41.400 --> 00:20:44.400]  大衛逃避來到拉瑪見撒滿語記
[00:20:44.400 --> 00:20:48.400]  將掃羅向他所行的事實說了一遍
[00:20:48.400 --> 00:20:51.400]  他和撒滿語記就往拿丹
[00:20:51.400 --> 00:20:53.400]  拿約去居住
[00:20:53.400 --> 00:20:55.400]  有人告訴掃羅
