
[00:00:00.000 --> 00:00:04.400]  各位靈性主的早安
[00:11:12.200 --> 00:11:20.200]  可以隨時被上帝呼召上到上帝歷史舞台中
[00:11:20.200 --> 00:11:23.200]  去成就上帝的工作呢
[00:11:23.200 --> 00:11:25.200]  我們說過在第五章
[00:11:25.200 --> 00:11:28.200]  原來經過十多年之後
[00:11:28.200 --> 00:11:31.200]  他要去到白沙薩王的面前
[00:11:31.200 --> 00:11:37.200]  為白沙薩王解釋在墳場上上帝所寫的字
[00:11:37.200 --> 00:11:44.200]  那個時間我們就知道白沙薩王的沒落
[00:11:44.200 --> 00:11:54.200]  並且新一代的馬代波斯的領袖戴留士就開始出現了
[00:11:54.200 --> 00:11:59.200]  這個歷史舞台的轉折使我們明白到
[00:11:59.200 --> 00:12:08.200]  但以你看準了上帝對於新巴比倫國的滅亡計劃
[00:12:08.200 --> 00:12:11.200]  同時間亦都預備了
[00:12:11.200 --> 00:12:19.200]  但以你為什麼在白沙薩王面前有這麼豐厚的獎賞之下
[00:12:19.200 --> 00:12:26.200]  仍然向白沙薩傳一個上帝告訴他會滅亡的信息呢
[00:12:26.200 --> 00:12:35.200]  並且為什麼但以你根本不稀罕得到白沙薩王的皇室身份的獎賞呢
[00:12:35.200 --> 00:12:38.200]  因為根本你的國都亡了
[00:12:38.200 --> 00:12:41.200]  我再要這些東西都沒有什麼意義
[00:12:41.200 --> 00:12:46.200]  況且這也是但以你侍奉神當中一個很重要的原則
[00:12:46.200 --> 00:12:50.200]  侍奉不是在當中從中取利
[00:12:50.200 --> 00:12:53.200]  在這裡讓我插個口而已
[00:12:53.200 --> 00:12:56.200]  我們作為基督徒要很小心
[00:12:56.200 --> 00:12:59.200]  侍奉主無論做任何事
[00:12:59.200 --> 00:13:04.200]  不要在侍奉的過程中從中取利
[00:13:04.200 --> 00:13:06.200]  很容易的
[00:13:06.200 --> 00:13:11.200]  取名譽甚至有些實質的錢財
[00:13:11.200 --> 00:13:15.200]  這些故事多不勝數
[00:13:15.200 --> 00:13:20.200]  很多基督徒在侍奉當中得著益處
[00:13:20.200 --> 00:13:22.200]  私下得到利益
[00:13:22.200 --> 00:13:28.200]  無論怎樣都是但以你所面對的情況
[00:13:28.200 --> 00:13:33.200]  他不知道未來將要發生到怎樣可怕
[00:13:33.200 --> 00:13:35.200]  只知道可怕就行了
[00:13:35.200 --> 00:13:40.200]  但是他在這一刻要怎樣去預備好呢
[00:13:40.200 --> 00:13:43.200]  怎樣去面對這個世界呢
[00:13:43.200 --> 00:13:47.200]  面對自己當前做的位置在這個皇室裏面
[00:13:47.200 --> 00:13:54.200]  作為一個昔日君王所委任在當中作管治的團隊之一
[00:13:54.200 --> 00:13:56.200]  他怎樣做好呢
[00:13:56.200 --> 00:13:58.200]  今天來到這段聖經
[00:13:58.200 --> 00:14:01.200]  我們馬上會看見
[00:14:01.200 --> 00:14:05.200]  但以你很準確地
[00:14:05.200 --> 00:14:10.200]  將他整個侍奉放在上帝的手上
[00:14:10.200 --> 00:14:12.200]  我們看一看第一部分
[00:14:12.200 --> 00:14:15.200]  第一至第四節的上半部
[00:14:15.200 --> 00:14:19.200]  我們看見但以你有一個很好的見證
[00:14:19.200 --> 00:14:20.200]  告訴你
[00:14:20.200 --> 00:14:23.200]  侍奉其實是邊學邊做的
[00:14:23.200 --> 00:14:26.200]  不是學完就去做的
[00:14:26.200 --> 00:14:31.200]  我作為牧者最主要的其中一個工作就是講道
[00:14:31.200 --> 00:14:38.200]  由我在神學院畢業到現在
[00:14:38.200 --> 00:14:40.200]  我自己數一數
[00:14:40.200 --> 00:14:42.200]  我隨便數一數
[00:14:42.200 --> 00:14:49.200]  我都在聖經裏面教導了大約二十多卷書
[00:14:49.200 --> 00:14:55.200]  而這二十多卷書不是我在神學院讀過了
[00:14:55.200 --> 00:14:59.200]  懂得了然後才走來講的
[00:14:59.200 --> 00:15:03.200]  是一邊學一邊去做
[00:15:03.200 --> 00:15:07.200]  去看上帝怎樣帶我走在前面的路
[00:15:07.200 --> 00:15:09.200]  來到今天這段聖經裏面
[00:15:09.200 --> 00:15:14.200]  同樣歷史的進程繼續推展
[00:15:14.200 --> 00:15:19.200]  但以你同樣知道要怎樣去
[00:15:19.200 --> 00:15:21.200]  隨著神的計劃
[00:15:21.200 --> 00:15:25.200]  去一步一步推展上帝的工作
[00:15:25.200 --> 00:15:28.200]  究竟怎樣做好呢?
[00:15:28.200 --> 00:15:32.200]  這一刻自己也沒有什麼特別的東西可以去做
[00:15:32.200 --> 00:15:38.200]  不能夠直接干預當時白沙薩王的現象
[00:15:38.200 --> 00:15:44.200]  而且他也早知道新巴比倫王會倒台
[00:15:44.200 --> 00:15:47.200]  在這個種種的情況下
[00:15:47.200 --> 00:15:51.200]  就帶我們回去看他怎樣回歸上帝面前
[00:15:51.200 --> 00:15:56.200]  第一節講了一個很特別的背景歷史給我們知道
[00:15:56.200 --> 00:16:04.200]  米底那族阿哈徐魯的兒子大劉是納為迦勒底國的王
[00:16:04.200 --> 00:16:08.200]  元年就是他在位的第一年
[00:16:08.200 --> 00:16:15.200]  首先如果大家去看第五章完結之後
[00:16:15.200 --> 00:16:23.200]  進入第六章的經文就介紹到有關大劉是王的問題
[00:16:23.200 --> 00:16:29.200]  奇怪的就是這節經文寫得很奇怪
[00:16:29.200 --> 00:16:40.200]  為什麼是米底那族阿哈徐魯的兒子大劉是納為王元年呢?
[00:16:40.200 --> 00:16:48.200]  首先在古晉東真正的歷史研究裡
[00:16:48.200 --> 00:16:54.200]  大劉是就不是阿哈徐魯的兒子
[00:16:54.200 --> 00:17:01.200]  如果不懂聖經的人就會在這裡攻擊基督徒
[00:17:01.200 --> 00:17:04.200]  或者基督徒自己也不知道怎麼回答
[00:17:04.200 --> 00:17:07.200]  米底那族阿哈徐魯的兒子大劉是
[00:17:07.200 --> 00:17:12.200]  明明說大劉是阿哈徐魯的兒子
[00:17:12.200 --> 00:17:20.200]  為什麼歷史裡大劉是卻不是阿哈徐魯王的兒子呢?
[00:17:20.200 --> 00:17:23.200]  相反是倒轉過來
[00:17:23.200 --> 00:17:28.200]  阿哈徐魯卻是大劉是的後裔
[00:17:28.200 --> 00:17:35.200]  很多弟兄姊妹在這裡被人問到這些情況
[00:17:35.200 --> 00:17:39.200]  就會說聖經錯了這次還不被人抓到我們怎麼回答
[00:17:39.200 --> 00:17:41.200]  聖經錯了就不用傳福音了
[00:17:41.200 --> 00:17:44.200]  耶穌也錯了 舊人也錯了 上帝也錯了
[00:17:44.200 --> 00:17:47.200]  全部可以丟掉了 是不是這樣呢?
[00:17:47.200 --> 00:17:53.200]  請留意這段聖經的記載
[00:17:53.200 --> 00:17:58.200]  米底那族阿哈徐魯的兒子
[00:17:58.200 --> 00:18:09.200]  這個陳述有一個特點是著重於米底那族
[00:18:09.200 --> 00:18:14.200]  米底那族是誰呢?
[00:18:14.200 --> 00:18:21.200]  就是馬代波斯的馬代的管治民族
[00:18:21.200 --> 00:18:24.200]  如果大家有聽過我說過的話
[00:18:24.200 --> 00:18:28.200]  會留意到在聖經特別但義理書裡
[00:18:28.200 --> 00:18:32.200]  很喜歡說這些族群
[00:18:32.200 --> 00:18:37.200]  因為當時世界的統治就是在同一個國家裡
[00:18:37.200 --> 00:18:42.200]  有很多族群互相爭權奪利
[00:18:42.200 --> 00:18:52.200]  誰爭得了做王的就做大佬
[00:18:52.200 --> 00:18:54.200]  其他就跟著你出來
[00:18:54.200 --> 00:19:00.200]  其實政治很多就像黑社會社團一樣運作
[00:19:00.200 --> 00:19:07.200]  誰爭得了權就跟著他去搵食
[00:19:07.200 --> 00:19:11.200]  當時因為迦勒底族
[00:19:11.200 --> 00:19:18.200]  由利布格尼撒王的父親開始爭奪
[00:19:18.200 --> 00:19:22.200]  利布格尼撒王也用最殘酷的手段
[00:19:22.200 --> 00:19:26.200]  去鞏固了一個新巴比倫國的國度
[00:19:26.200 --> 00:19:31.200]  所以就跟著迦勒底民族去搵食
[00:19:31.200 --> 00:19:35.200]  包括米底那族
[00:19:35.200 --> 00:19:41.200]  至於阿哈徐魯不是大劉氏的父親
[00:19:41.200 --> 00:19:44.200]  反而是他的後裔
[00:19:44.200 --> 00:19:47.200]  為什麼聖經用這個記載呢?
[00:19:47.200 --> 00:19:49.200]  有兩個原因
[00:19:49.200 --> 00:19:53.200]  第一個原因是技術性的
[00:19:53.200 --> 00:19:58.200]  抄寫聖經的人也清楚知道
[00:19:58.200 --> 00:20:03.200]  大劉氏應該是阿哈徐魯的先賢
[00:20:03.200 --> 00:20:05.200]  是他的祖父輩
[00:20:05.200 --> 00:20:13.200]  但是聖經的抄寫研究裡有個叫經文教對學
[00:20:13.200 --> 00:20:22.200]  就是將錯誤的經文留在經文當中
[00:20:22.200 --> 00:20:26.200]  當讀到的人就知道有問題
[00:20:26.200 --> 00:20:29.200]  就會自動調教
[00:20:29.200 --> 00:20:33.200]  錯是什麼時候錯 抄錯什麼時候沒有人知道
[00:20:33.200 --> 00:20:40.200]  所以聖經研究的學者很多時候會看到這些經文不銜接歷史
[00:20:40.200 --> 00:20:44.200]  甚至對著歷史相反陳述
[00:20:44.200 --> 00:20:49.200]  其實只需要知道有這樣的背景就會自動調教
[00:20:49.200 --> 00:20:54.200]  大劉氏應該是阿哈徐魯的祖父輩
[00:20:54.200 --> 00:21:00.200]  所以在這段聖經的記載
[00:21:00.200 --> 00:21:04.200]  第二個原因就是
[00:21:04.200 --> 00:21:10.200]  因為阿哈徐魯是整個馬代波斯王國裡
[00:21:10.200 --> 00:21:14.200]  最顯著最強勢的其中一個王
[00:21:14.200 --> 00:21:22.200]  就好像華人的歷史一樣
[00:21:22.200 --> 00:21:24.200]  在華人的歷史當中
[00:21:24.200 --> 00:21:29.200]  成日最出名的朝代是誰呢
[00:21:29.200 --> 00:21:31.200]  唐朝
[00:21:31.200 --> 00:21:35.200]  所以中國人很多時候叫唐人
[00:21:35.200 --> 00:21:42.200]  我們就說自己是唐人的後裔
[00:21:42.200 --> 00:21:45.200]  我們就變成唐人
[00:21:45.200 --> 00:21:47.200]  就是這樣的背景
[00:21:47.200 --> 00:21:51.200]  抄寫聖經的人知道有這樣的背景
[00:21:51.200 --> 00:21:55.200]  所以為什麼會刻意提及阿哈徐魯這個名字
[00:21:55.200 --> 00:21:59.200]  但也知道阿哈徐魯不是大劉氏的兒子
[00:21:59.200 --> 00:22:01.200]  所以我們會自動調教
[00:22:01.200 --> 00:22:04.200]  所以從這段聖經開始告訴我們
[00:22:04.200 --> 00:22:09.200]  其實但爾利書的作者要告訴我們
[00:22:09.200 --> 00:22:14.200]  當時面對大劉氏的新興角度
[00:22:14.200 --> 00:22:17.200]  由大劉氏去建造的時候
[00:22:17.200 --> 00:22:21.200]  將會有一個截然不同的發展
[00:22:21.200 --> 00:22:23.200]  這個發展是什麼呢
[00:22:23.200 --> 00:22:29.200]  將會容許猶太人或者希伯來人回歸的事實
[00:22:29.200 --> 00:22:34.200]  所以在這章的第一和第二節裡
[00:22:34.200 --> 00:22:39.200]  馬上就告訴我們一個很重要的歷史事實
[00:22:39.200 --> 00:22:45.200]  我但爾利從書上得知到耶華的話
[00:22:45.200 --> 00:22:48.200]  臨到先知耶利米說
[00:22:48.200 --> 00:22:50.200]  耶路撒冷會荒涼
[00:22:50.200 --> 00:22:53.200]  但荒涼七十年這個時刻
[00:22:53.200 --> 00:22:56.200]  他將這個歷史的背景
[00:22:56.200 --> 00:23:04.200]  放回希伯來人或者猶太國民的範疇裡去看
[00:23:04.200 --> 00:23:08.200]  將整個希伯來人的歷史一收
[00:23:08.200 --> 00:23:11.200]  收回去看上帝的應許
[00:23:11.200 --> 00:23:14.200]  是由猶太支派而出
[00:23:14.200 --> 00:23:25.200]  但爾利都是一步一步地去揣摩上帝的歷史發展
[00:23:25.200 --> 00:23:27.200]  而且不只是靠自己
[00:23:27.200 --> 00:23:34.200]  而是去看其他的同期的先知
[00:23:34.200 --> 00:23:37.200]  他們的侍奉
[00:23:37.200 --> 00:23:45.200]  來幫助他們去理解上帝整個計劃的發展路向
[00:23:45.200 --> 00:23:54.200]  這個正正就是我們所說的邊學邊回應的侍奉人生
[00:23:54.200 --> 00:23:57.200]  領主們
[00:23:57.200 --> 00:24:01.200]  當我們去看這些經文的時候
[00:24:01.200 --> 00:24:05.200]  我們有沒有去從而再看回
[00:24:05.200 --> 00:24:09.200]  上帝怎樣一步一步帶領你的人生
[00:24:09.200 --> 00:24:12.200]  由我多說一句
[00:24:12.200 --> 00:24:18.200]  基督是一個跟隨基督而行的人
[00:24:18.200 --> 00:24:25.200]  所以跟從是一個很重要的事情
[00:24:25.200 --> 00:24:30.200]  跟從是什麼表現呢
[00:24:30.200 --> 00:24:34.200]  什麼都是我主觀而意願
[00:24:34.200 --> 00:24:36.200]  我想做什麼
[00:24:36.200 --> 00:24:38.200]  我要做什麼
[00:24:38.200 --> 00:24:40.200]  上帝你就來滿足我
[00:24:40.200 --> 00:24:45.200]  這種不是聖經裡啟示的基督徒屬神子民的生命
[00:24:45.200 --> 00:24:55.200]  屬神子民的生命是一步一步的跟從上帝給你的教導
[00:24:55.200 --> 00:24:58.200]  這個不是見步行步
[00:24:58.200 --> 00:25:02.200]  這是緊貼一個可靠的上帝
[00:25:02.200 --> 00:25:05.200]  因為他有全盤計劃已經在他裡面
[00:25:05.200 --> 00:25:08.200]  只不過是在我們的角度上
[00:25:08.200 --> 00:25:12.200]  上帝每一步慢慢地去揣摩
[00:25:12.200 --> 00:25:19.200]  所以不知道大家有沒有類似我的經驗
[00:25:19.200 --> 00:25:22.200]  我剛剛在家裡換窗
[00:25:22.200 --> 00:25:27.200]  我告訴你我最怕在家裡裝修
[00:25:27.200 --> 00:25:30.200]  一裝修就很多沙塵
[00:25:30.200 --> 00:25:36.200]  於是我有全盤計劃
[00:25:36.200 --> 00:25:40.200]  每次有什麼全盤計劃
[00:25:40.200 --> 00:25:45.200]  我會知道用什麼包好所有東西
[00:25:45.200 --> 00:25:47.200]  防止不會有沙塵
[00:25:47.200 --> 00:25:50.200]  至少有沙塵也少少
[00:25:50.200 --> 00:25:53.200]  但在過程當中
[00:25:53.200 --> 00:25:56.200]  縱使有大圖畫
[00:25:56.200 --> 00:26:00.200]  你的家人未必會這樣想
[00:26:00.200 --> 00:26:03.200]  搞到你拖拖拎
[00:26:03.200 --> 00:26:05.200]  你原本有個系統
[00:26:05.200 --> 00:26:09.200]  首先將所有氣槽口封好
[00:26:09.200 --> 00:26:12.200]  這些事情做了沒有人知道
[00:26:12.200 --> 00:26:14.200]  沒有人知道
[00:26:14.200 --> 00:26:17.200]  和我家裡洗衣服煮飯一樣
[00:26:17.200 --> 00:26:18.200]  沒有人知道
[00:26:18.200 --> 00:26:21.200]  只知道去吃飯
[00:26:21.200 --> 00:26:23.200]  知道有衣服穿
[00:26:23.200 --> 00:26:25.200]  但不知道有人做了很多事
[00:26:25.200 --> 00:26:30.200]  因為我下個星期不在多倫多
[00:26:30.200 --> 00:26:34.200]  我就要計劃好入冬的事情
[00:26:34.200 --> 00:26:39.200]  收好後院的東西
[00:26:39.200 --> 00:26:42.200]  換雪胎
[00:26:42.200 --> 00:26:45.200]  將一輛五年沒換過煞車的車
[00:26:45.200 --> 00:26:47.200]  換煞車
[00:26:47.200 --> 00:26:49.200]  請假去做
[00:26:49.200 --> 00:26:51.200]  誰會看這些東西
[00:26:51.200 --> 00:26:53.200]  沒有人只看裝修
[00:26:53.200 --> 00:26:56.200]  什麼時候弄好環境
