
[00:00:00.000 --> 00:00:05.800]  各位早晨 早晨 很夠響的
[00:10:27.700 --> 00:10:29.300]  所以到了60歲左右
[00:10:29.300 --> 00:10:33.060]  那些人說你怎麼這麼傻的 眼睛閉著的
[00:10:33.060 --> 00:10:37.420]  就是他的心靈很迷茫 很迷茫
[00:10:37.420 --> 00:10:39.580]  經常說將來不知道怎麼辦
[00:10:39.580 --> 00:10:41.620]  一說將來不知道怎麼辦 你就知道了
[00:10:41.620 --> 00:10:43.580]  牙醫 牙醫
[00:10:43.580 --> 00:10:48.300]  要麼這個人就是非常喜歡禁閉自己
[00:10:48.300 --> 00:10:50.300]  他說等死
[00:10:50.300 --> 00:10:54.100]  要麼說的話是粉飾疾從
[00:10:54.100 --> 00:10:55.700]  經常都罵
[00:10:55.700 --> 00:10:59.180]  原因就是他對現在有很多不滿
[00:10:59.180 --> 00:11:02.420]  因為他不知道為什麼這個世界發生這些事情
[00:11:02.420 --> 00:11:04.180]  所以這個是心靈
[00:11:04.180 --> 00:11:06.940]  所以越是多問題
[00:11:06.940 --> 00:11:08.940]  就要去心靈那裡解答
[00:11:08.940 --> 00:11:12.060]  就是在聖經怎麼說世界末日
[00:11:12.060 --> 00:11:14.580]  怎麼說這個時代這麼多戰爭
[00:11:14.580 --> 00:11:16.820]  為什麼這麼多恐怖分子
[00:11:16.820 --> 00:11:18.700]  為什麼有地震海嘯
[00:11:18.700 --> 00:11:20.420]  為什麼有這麼多危疾
[00:11:20.420 --> 00:11:23.700]  看完這個為什麼平安在哪裡
[00:11:23.700 --> 00:11:25.580]  如果這裡都不回答這些
[00:11:25.580 --> 00:11:27.980]  連平安的答案都找不到
[00:11:27.980 --> 00:11:30.620]  不知道 人老了是麻煩的
[00:11:30.620 --> 00:11:32.780]  所以對小孩子十幾歲
[00:11:32.780 --> 00:11:37.540]  臨近中學 中學東南亞三中全服音很困難的
[00:11:37.540 --> 00:11:39.020]  因為他們十幾歲
[00:11:39.020 --> 00:11:41.340]  他對平安沒什麼興趣的
[00:11:41.340 --> 00:11:45.820]  因為他覺得我的學校一年都沒有一次十字車過來
[00:11:45.820 --> 00:11:47.820]  在他眼中他沒什麼興趣
[00:11:47.820 --> 00:11:49.620]  他覺得這些事情
[00:11:49.620 --> 00:11:52.740]  我不覺得我有平安的危險
[00:11:52.740 --> 00:11:55.820]  大約60歲非常高
[00:11:55.820 --> 00:12:00.100]  隨時在大廈看到有輪椅有十字車過來
[00:12:00.100 --> 00:12:02.100]  你馬上心裡都寒一寒
[00:12:02.100 --> 00:12:04.460]  會不會有一天我就坐在那裡呢?
[00:12:04.460 --> 00:12:05.900]  一定有這個想法的
[00:12:05.900 --> 00:12:10.060]  所以如果你的丈夫和你對平安這個字眼
[00:12:10.060 --> 00:12:11.180]  還沒有掌握
[00:12:11.180 --> 00:12:13.980]  你就缺少了這部分 心靈的部分
[00:12:13.980 --> 00:12:15.780]  所以如果你每天的生活
[00:12:15.780 --> 00:12:18.820]  是有一個人自己學習
[00:12:18.820 --> 00:12:20.140]  找到興趣滿足
[00:12:20.140 --> 00:12:24.260]  又和別人一起找到學習的滿足和做事的滿足
[00:12:24.260 --> 00:12:26.980]  又有心靈的學問的
[00:12:26.980 --> 00:12:30.060]  這三樣加起來就有很美麗的生命了
[00:12:30.060 --> 00:12:31.980]  所以老了不一定是哭的
[00:12:31.980 --> 00:12:33.660]  老了可以很開心的
[00:12:33.660 --> 00:12:36.300]  但是記住有這三樣東西才會開心的
[00:12:36.300 --> 00:12:37.340]  如果沒有這三樣東西
[00:12:37.340 --> 00:12:40.020]  或者只有兩樣東西 特別沒有心靈
[00:12:40.020 --> 00:12:43.220]  人始終都會變成一個很忙碌的人
[00:12:43.220 --> 00:12:44.940]  因為怕想那些東西
[00:12:44.940 --> 00:12:46.940]  所以你看到他每天都找人喝茶
[00:12:46.940 --> 00:12:48.780]  每天都自己晚上學習
[00:12:48.780 --> 00:12:51.780]  他在逃避平安的問題
[00:12:51.780 --> 00:12:54.340]  但是始終他會問一個問題
[00:12:54.340 --> 00:12:56.340]  晚上睡得不好
[00:12:56.340 --> 00:12:58.020]  他跟你說了一句話
[00:12:58.020 --> 00:13:01.980]  好了 現在說一下怎麼照顧他
[00:13:01.980 --> 00:13:06.100]  男人通常牙刷了一輩子
[00:13:06.100 --> 00:13:08.060]  最難搞的問題就是
[00:13:08.060 --> 00:13:10.340]  要老婆陪他看醫生
[00:13:10.340 --> 00:13:14.500]  這個男人到最後都不想說的
[00:13:14.500 --> 00:13:16.180]  很多男人到四十多歲以後
[00:13:16.180 --> 00:13:20.260]  都是靜悄悄的去看街診的
[00:13:20.260 --> 00:13:21.460]  那些姑娘問
[00:13:21.460 --> 00:13:23.460]  喂 你家裡有幾個電話
[00:13:23.460 --> 00:13:24.660]  說不可以這樣
[00:13:24.660 --> 00:13:26.660]  你有什麼想跟家裡的人聯絡
[00:13:26.660 --> 00:13:28.500]  沒有家裡人這樣
[00:13:28.500 --> 00:13:31.860]  因為很怕被一個護士指穿
[00:13:31.860 --> 00:13:32.740]  打電話去
[00:13:32.740 --> 00:13:35.260]  你的先生血壓高 要回來
[00:13:35.260 --> 00:13:37.620]  啊 他是做什麼事這樣
[00:13:37.620 --> 00:13:38.660]  男人是不喜歡的
[00:13:38.660 --> 00:13:40.340]  我試過澳門報道
[00:13:40.340 --> 00:13:42.340]  有一個男人吐血
[00:13:42.340 --> 00:13:45.700]  他的老婆叫他立刻去看醫生
[00:13:45.700 --> 00:13:47.700]  他都不肯
[00:13:47.700 --> 00:13:49.700]  他問我怎麼搞
[00:13:49.700 --> 00:13:50.980]  我說都不用這麼害怕
[00:13:50.980 --> 00:13:51.780]  其實他去了
[00:13:51.780 --> 00:13:53.780]  不過我告訴你
[00:13:53.780 --> 00:13:55.140]  之後你就想一下
[00:13:55.140 --> 00:13:57.140]  男人最怕麻煩的就是
[00:13:57.140 --> 00:14:00.660]  你眼中的他是一個病人
[00:14:00.660 --> 00:14:02.660]  是一個不行的人
[00:14:02.660 --> 00:14:06.180]  所以他寧願自己靜悄悄的做這些事
[00:14:06.180 --> 00:14:08.180]  所以你看商務
[00:14:08.180 --> 00:14:10.180]  你試一下明查暗訪
[00:14:10.180 --> 00:14:11.460]  看男人站在那裡
[00:14:11.460 --> 00:14:13.460]  一棟站在那裡在做什麼呢
[00:14:13.460 --> 00:14:17.220]  一半可能是在看一些醫療的書
[00:14:17.220 --> 00:14:19.220]  真的
[00:14:19.220 --> 00:14:21.220]  你看股票 股經
[00:14:21.220 --> 00:14:23.220]  他不會去看信報的
[00:14:23.220 --> 00:14:24.500]  看730的
[00:14:24.500 --> 00:14:27.460]  商務看的那些全部都是急救
[00:14:27.460 --> 00:14:29.460]  如何診症 癌症
[00:14:29.460 --> 00:14:30.420]  看那些東西的
[00:14:30.420 --> 00:14:32.180]  什麼出血如何辦
[00:14:32.180 --> 00:14:33.460]  就是看那些東西的
[00:14:33.460 --> 00:14:34.820]  因為他很想找答案
[00:14:34.820 --> 00:14:36.820]  當然他最不想的就是跟你說
[00:14:36.820 --> 00:14:38.820]  因為你的嘴巴不好
[00:14:38.820 --> 00:14:43.220]  你的嘴巴永遠都是說歸因於他的東西
[00:14:43.220 --> 00:14:44.500]  當然亂吃東西
[00:14:44.500 --> 00:14:46.500]  又吃個煙又什麼什麼
[00:14:46.500 --> 00:14:48.500]  那他就亂吃了
[00:14:48.500 --> 00:14:50.500]  告那麼多條狀
[00:14:50.500 --> 00:14:52.500]  就是說在他眼中
[00:14:52.500 --> 00:14:54.500]  因為你一直都懲戒他
[00:14:54.500 --> 00:14:57.460]  還有吃得好像比你以前講中了
[00:14:57.460 --> 00:14:59.460]  所以病歸病
[00:14:59.460 --> 00:15:01.460]  病真的很不值得 還被人耍一頓
[00:15:01.460 --> 00:15:03.460]  所以不如病
[00:15:03.460 --> 00:15:05.460]  不要被人耍了 是吧
[00:15:05.460 --> 00:15:06.260]  所以你現在開始要練定了
[00:15:06.260 --> 00:15:08.260]  練定跟他說了
[00:15:08.260 --> 00:15:10.260]  你不要叫他白日公
[00:15:10.260 --> 00:15:12.260]  你叫他靚仔
[00:15:12.260 --> 00:15:14.260]  你說靚仔
[00:15:14.260 --> 00:15:16.260]  你啊
[00:15:16.260 --> 00:15:18.260]  你啊英明一世
[00:15:18.260 --> 00:15:20.260]  看東西那麼厲害
[00:15:20.260 --> 00:15:22.260]  我知道你看一些健康的板子
[00:15:22.260 --> 00:15:24.260]  比我厲害 你看了教一教我
[00:15:24.260 --> 00:15:26.260]  他說好啊 我看了教你
[00:15:26.260 --> 00:15:28.260]  其實是教他自己
[00:15:28.260 --> 00:15:30.260]  但是他這樣會舒服一點
[00:15:30.260 --> 00:15:32.260]  他教你 是吧
[00:15:32.260 --> 00:15:34.260]  所以你說靚仔 每晚講個講座
[00:15:34.260 --> 00:15:36.260]  給家人聽聽 30分鐘
[00:15:36.260 --> 00:15:38.260]  他就威風了
[00:15:38.260 --> 00:15:40.260]  他就說大家都不知道什麼叫做肺癌
[00:15:40.260 --> 00:15:44.260]  這些就是你很懂得對老公
[00:15:44.260 --> 00:15:46.260]  你越尊敬他
[00:15:46.260 --> 00:15:48.260]  他越肯跟你服務
[00:15:48.260 --> 00:15:50.260]  你越不尊敬他 他就不理你了
[00:15:50.260 --> 00:15:52.260]  這個是男人的尊嚴
[00:15:52.260 --> 00:15:54.260]  真是有尊嚴的
[00:15:54.260 --> 00:15:56.260]  所以有時候你看到他
[00:15:56.260 --> 00:15:58.260]  如果你不相信 你看沙田
[00:15:58.260 --> 00:16:00.260]  還有大陸圖書館 中央圖書館
[00:16:00.260 --> 00:16:02.260]  那些講座
[00:16:02.260 --> 00:16:04.260]  很多男人坐在那裡聽
[00:16:04.260 --> 00:16:06.260]  對醫生講解
[00:16:06.260 --> 00:16:08.260]  各種病症那些
[00:16:08.260 --> 00:16:10.260]  為什麼他不帶老婆去呢
[00:16:10.260 --> 00:16:12.260]  當然有些是老婆挾持去的 那些不算
[00:16:12.260 --> 00:16:14.260]  第一 他引起的那些
[00:16:14.260 --> 00:16:16.260]  其實他一定有事的 他不是聽定的
[00:16:16.260 --> 00:16:18.260]  但是他要算一算
[00:16:18.260 --> 00:16:20.260]  他不想揭露
[00:16:20.260 --> 00:16:22.260]  這個有原因
[00:16:22.260 --> 00:16:24.260]  所以記住留意一點
[00:16:24.260 --> 00:16:26.260]  稱讚他靚仔
[00:16:26.260 --> 00:16:28.260]  稱讚他英明
[00:16:28.260 --> 00:16:30.260]  稱讚他懂得看很多資料
[00:16:30.260 --> 00:16:32.260]  講給我聽聽 教教我
[00:16:32.260 --> 00:16:34.260]  你越是這樣
[00:16:34.260 --> 00:16:36.260]  他就喜歡你了
[00:16:36.260 --> 00:16:38.260]  當然他最後都會講他自己的一些事給你聽
[00:16:38.260 --> 00:16:40.260]  你就贏了他的心
[00:16:40.260 --> 00:16:42.260]  通常老了之後
[00:16:42.260 --> 00:16:44.260]  血管比較多問題
[00:16:44.260 --> 00:16:46.260]  所以運動很重要
[00:16:46.260 --> 00:16:48.260]  如果你經常 這裡沙田最有利
[00:16:48.260 --> 00:16:50.260]  你走吳城門河 走什麼都好
[00:16:50.260 --> 00:16:52.260]  你一直給他看一下
[00:16:52.260 --> 00:16:56.260]  你能夠和他一起走一段路
[00:16:56.260 --> 00:16:58.260]  我告訴大家 雖然你不想聽
[00:16:58.260 --> 00:17:00.260]  你也要想一下
[00:17:00.260 --> 00:17:02.260]  你以後臨死
[00:17:02.260 --> 00:17:04.260]  在床上只記住一件事
[00:17:04.260 --> 00:17:06.260]  記住我們曾經走過什麼路
[00:17:06.260 --> 00:17:08.260]  他最後跟你說這些
[00:17:08.260 --> 00:17:10.260]  他就說
[00:17:10.260 --> 00:17:12.260]  我希望有一天
[00:17:12.260 --> 00:17:14.260]  可以出院和你再走一條路
[00:17:14.260 --> 00:17:16.260]  所以
[00:17:16.260 --> 00:17:18.260]  這是一個暗示
[00:17:18.260 --> 00:17:20.260]  當你60歲
[00:17:20.260 --> 00:17:22.260]  之後和他走路
[00:17:22.260 --> 00:17:24.260]  他有另一個意思
[00:17:24.260 --> 00:17:26.260]  就是珍惜走過這條路
[00:17:26.260 --> 00:17:28.260]  這就是原因
[00:17:28.260 --> 00:17:30.260]  所以你多點和他走
[00:17:30.260 --> 00:17:32.260]  走一走他就會有心事和你說
[00:17:32.260 --> 00:17:34.260]  男人喜歡抽象
[00:17:34.260 --> 00:17:36.260]  路就等於人生
[00:17:36.260 --> 00:17:38.260]  走這條路
[00:17:38.260 --> 00:17:40.260]  如果你直接問他
[00:17:40.260 --> 00:17:42.260]  有沒有寫遺囑
[00:17:42.260 --> 00:17:44.260]  他就不喜歡說這些
[00:17:44.260 --> 00:17:46.260]  你說這條路有什麼感想
[00:17:46.260 --> 00:17:48.260]  其實他就跟你說遺囑的東西
[00:17:48.260 --> 00:17:50.260]  你能夠這樣兜一兜
[00:17:50.260 --> 00:17:52.260]  他就容易說出內心的東西
