
[00:00:00.000 --> 00:00:05.000]  各位大型姐妹平安
[00:04:59.000 --> 00:05:01.000]  講完之後他說
[00:05:01.000 --> 00:05:03.000]  徐帝兄繼續啊
[00:05:03.000 --> 00:05:05.000]  我說好又繼續
[00:05:05.000 --> 00:05:07.000]  徐帝兄唱首詩繼續啊
[00:05:07.000 --> 00:05:09.000]  他說徐帝兄做個祈禱
[00:05:09.000 --> 00:05:11.000]  再繼續啊
[00:05:11.000 --> 00:05:13.000]  我說為什麼六點要停
[00:05:13.000 --> 00:05:15.000]  因為我要走我要趕我要上火車
[00:05:15.000 --> 00:05:17.000]  好像沒完沒了一樣
[00:05:17.000 --> 00:05:19.000]  但無論怎樣
[00:05:19.000 --> 00:05:21.000]  人總會有
[00:05:21.000 --> 00:05:23.000]  人生總會有
[00:05:23.000 --> 00:05:25.000]  走完的一天
[00:05:25.000 --> 00:05:27.000]  講到總有講完的時候
[00:05:27.000 --> 00:05:29.000]  人生有結局
[00:05:29.000 --> 00:05:31.000]  講道是會結束的
[00:05:31.000 --> 00:05:33.000]  在傳道書裡面所羅門王寫到最後
[00:05:33.000 --> 00:05:35.000]  他講什麼呢
[00:05:35.000 --> 00:05:37.000]  他怎樣總結呢
[00:05:37.000 --> 00:05:39.000]  不單說人生會結束
[00:05:39.000 --> 00:05:41.000]  而且人生有個總義
[00:05:41.000 --> 00:05:43.000]  我們要記住
[00:05:43.000 --> 00:05:45.000]  教我們如何在有限人生中
[00:05:45.000 --> 00:05:47.000]  不要錯過人生
[00:05:47.000 --> 00:05:49.000]  又不要過錯人生
[00:05:49.000 --> 00:05:51.000]  第一人不要錯過人生
[00:05:51.000 --> 00:05:53.000]  人要看重人要慎重
[00:05:53.000 --> 00:05:55.000]  一至二節那裡
[00:05:55.000 --> 00:05:57.000]  大家有聖經要看聖經
[00:05:57.000 --> 00:05:59.000]  一至二節說
[00:05:59.000 --> 00:06:01.000]  你趁著年幼衰敗的日子尚未來到
[00:06:01.000 --> 00:06:03.000]  就是你所說
[00:06:03.000 --> 00:06:05.000]  我毫無喜樂的那些年日
[00:06:05.000 --> 00:06:07.000]  未曾臨近之先
[00:06:07.000 --> 00:06:09.000]  就紀念做你的主
[00:06:09.000 --> 00:06:11.000]  不要等到日頭光明月亮
[00:06:11.000 --> 00:06:13.000]  星秀變為黑暗
[00:06:13.000 --> 00:06:15.000]  雨後雲彩返回
[00:06:15.000 --> 00:06:17.000]  意思提醒我們
[00:06:17.000 --> 00:06:19.000]  這裡有三個字很重要
[00:06:19.000 --> 00:06:21.000]  第一是趁著
[00:06:21.000 --> 00:06:23.000]  第二是紀念
[00:06:23.000 --> 00:06:25.000]  第三是不要等到
[00:06:25.000 --> 00:06:27.000]  意思是人生雖然有限
[00:06:27.000 --> 00:06:29.000]  我們不要錯過人生
[00:06:29.000 --> 00:06:31.000]  第八節告訴我們
[00:06:31.000 --> 00:06:33.000]  虛空的虛空
[00:06:33.000 --> 00:06:35.000]  凡事都是虛空
[00:06:35.000 --> 00:06:37.000]  意思是要過的日子會過
[00:06:37.000 --> 00:06:39.000]  而且過得很快
[00:06:39.000 --> 00:06:41.000]  所以要趁著
[00:06:41.000 --> 00:06:43.000]  不要等到
[00:06:43.000 --> 00:06:45.000]  我們要紀念
[00:06:45.000 --> 00:06:47.000]  第一節說
[00:06:47.000 --> 00:06:49.000]  要趁著年幼衰敗的日子尚未來到
[00:06:49.000 --> 00:06:51.000]  然後在第二節開始
[00:06:51.000 --> 00:06:53.000]  到第七節
[00:06:53.000 --> 00:06:55.000]  解釋什麼叫衰敗的日子
[00:06:55.000 --> 00:06:57.000]  第二節第七節的內容
[00:06:57.000 --> 00:06:59.000]  有人讀覺得
[00:06:59.000 --> 00:07:01.000]  很多圖畫
[00:07:01.000 --> 00:07:03.000]  到底說什麼呢
[00:07:03.000 --> 00:07:05.000]  你看第三節
[00:07:05.000 --> 00:07:07.000]  看守房屋的發展
[00:07:07.000 --> 00:07:09.000]  有人說這是守陣
[00:07:09.000 --> 00:07:11.000]  有時年紀大了會守陣
[00:07:11.000 --> 00:07:13.000]  有力的屈膝
[00:07:13.000 --> 00:07:15.000]  腰伸不直
[00:07:15.000 --> 00:07:17.000]  提到推磨的稀少就紫色
[00:07:17.000 --> 00:07:19.000]  即是脫牙
[00:07:19.000 --> 00:07:21.000]  然後從窗戶往外看
[00:07:21.000 --> 00:07:23.000]  都昏暗
[00:07:23.000 --> 00:07:25.000]  我想早期人沒有這個詞
[00:07:25.000 --> 00:07:27.000]  有人說叫白內障
[00:07:27.000 --> 00:07:29.000]  即是看東西看不清楚的意思
[00:07:29.000 --> 00:07:31.000]  然後下面就說
[00:07:31.000 --> 00:07:33.000]  街門關閉
[00:07:33.000 --> 00:07:35.000]  說到我們的嘴
[00:07:35.000 --> 00:07:37.000]  推磨的響聲微小
[00:07:37.000 --> 00:07:39.000]  沒力咬東西
[00:07:39.000 --> 00:07:41.000]  最後一叫人就起來
[00:07:41.000 --> 00:07:43.000]  歌唱的女子也都衰微
[00:07:43.000 --> 00:07:45.000]  很醒睡但聽不到人說話
[00:07:45.000 --> 00:07:47.000]  即是年老的象徵
[00:07:47.000 --> 00:07:49.000]  人怕高處路上有驚慌
[00:07:49.000 --> 00:07:51.000]  走路平衡不到
[00:07:51.000 --> 00:07:53.000]  恨樹開花頭髮變白
[00:07:53.000 --> 00:07:55.000]  漸漸成為重擔
[00:07:55.000 --> 00:07:57.000]  人所願意也都廢掉
[00:07:57.000 --> 00:07:59.000]  然後下面就說到
[00:07:59.000 --> 00:08:01.000]  銀鏈切斷
[00:08:01.000 --> 00:08:03.000]  金冠破裂
[00:08:03.000 --> 00:08:05.000]  停止在廚房損壞
[00:08:05.000 --> 00:08:07.000]  水輪在井口破爛
[00:08:07.000 --> 00:08:09.000]  所願的都廢掉
[00:08:09.000 --> 00:08:11.000]  很多事想做做不到
[00:08:11.000 --> 00:08:13.000]  很多功能都沒功能
[00:08:13.000 --> 00:08:15.000]  其實我漸漸年紀大了
[00:08:15.000 --> 00:08:17.000]  我住的屋
[00:08:17.000 --> 00:08:19.000]  有四層
[00:08:19.000 --> 00:08:21.000]  有一次我由地下室走上去
[00:08:21.000 --> 00:08:23.000]  二樓找我太太
[00:08:23.000 --> 00:08:25.000]  上到去我竟然說不出話
[00:08:25.000 --> 00:08:27.000]  我在那裏呼吸
[00:08:27.000 --> 00:08:29.000]  我問她什麼事
[00:08:29.000 --> 00:08:31.000]  她說沒事
[00:08:31.000 --> 00:08:33.000]  我從樓下上來
[00:08:33.000 --> 00:08:35.000]  她就喘氣
[00:08:35.000 --> 00:08:37.000]  我說是因為人老了
[00:08:37.000 --> 00:08:39.000]  很正常不用怕不用召救護車
[00:08:39.000 --> 00:08:41.000]  人老了就是這樣
[00:08:41.000 --> 00:08:43.000]  我又不想喘氣
[00:08:43.000 --> 00:08:45.000]  心不由己
[00:08:45.000 --> 00:08:47.000]  我去吃自助餐又想吃多點
[00:08:47.000 --> 00:08:49.000]  吃不下
[00:08:49.000 --> 00:08:51.000]  我又想咬硬的東西
[00:08:51.000 --> 00:08:53.000]  咬不開
[00:08:53.000 --> 00:08:55.000]  例如咬蟹鉗
[00:08:55.000 --> 00:08:57.000]  咬下去蟹鉗不會裂
[00:08:57.000 --> 00:08:59.000]  但牙齒會掉
[00:08:59.000 --> 00:09:01.000]  很多事我都想
[00:09:01.000 --> 00:09:03.000]  但事與願違
[00:09:03.000 --> 00:09:05.000]  人年老就是這樣
[00:09:05.000 --> 00:09:07.000]  我們的功能身體就會衰老
[00:09:07.000 --> 00:09:09.000]  雖然人老了
[00:09:09.000 --> 00:09:11.000]  但這提醒我們
[00:09:11.000 --> 00:09:13.000]  不是叫我們放棄
[00:09:13.000 --> 00:09:15.000]  很沮喪
[00:09:15.000 --> 00:09:17.000]  提醒我們
[00:09:17.000 --> 00:09:19.000]  要趁著
[00:09:19.000 --> 00:09:21.000]  不要等到
[00:09:21.000 --> 00:09:23.000]  要紀念
[00:09:23.000 --> 00:09:25.000]  紀念做你的主
[00:09:25.000 --> 00:09:27.000]  神要我們在人生當中做什麼
[00:09:27.000 --> 00:09:29.000]  無論年幼年作年老
[00:09:29.000 --> 00:09:31.000]  無論你做的事
[00:09:31.000 --> 00:09:33.000]  退休了也好
[00:09:33.000 --> 00:09:35.000]  人總是要活的
[00:09:35.000 --> 00:09:37.000]  活一天都要紀念做我們的主
[00:09:37.000 --> 00:09:39.000]  活一天都要明白主的意思
[00:09:39.000 --> 00:09:41.000]  有些人經常和我說
[00:09:41.000 --> 00:09:43.000]  老人家老弟兄老姐妹
[00:09:43.000 --> 00:09:45.000]  徐弟兄老了
[00:09:45.000 --> 00:09:47.000]  沒用了
[00:09:47.000 --> 00:09:49.000]  退休了沒用了
[00:09:49.000 --> 00:09:51.000]  我說什麼沒用
[00:09:51.000 --> 00:09:53.000]  只要一息尚存
[00:09:53.000 --> 00:09:55.000]  人都可以給十度
[00:09:55.000 --> 00:09:57.000]  都要紀念做我們的主
[00:09:57.000 --> 00:09:59.000]  給我們有使命
[00:09:59.000 --> 00:10:01.000]  給我們有目的
[00:10:01.000 --> 00:10:03.000]  我常常覺得一個人老了
[00:10:03.000 --> 00:10:05.000]  雖然我們老了很多事都不行
[00:10:05.000 --> 00:10:07.000]  很多事都沒以前那麼行
[00:10:07.000 --> 00:10:09.000]  但還有很多事是行的
[00:10:09.000 --> 00:10:11.000]  不要到了我們真的完全不行
[00:10:11.000 --> 00:10:13.000]  當我們離開世界的時候
[00:10:13.000 --> 00:10:15.000]  我們才回想
[00:10:15.000 --> 00:10:17.000]  有什麼好用呢
[00:10:17.000 --> 00:10:19.000]  我認識一個弟兄
[00:10:19.000 --> 00:10:21.000]  請他幫忙做事
[00:10:21.000 --> 00:10:23.000]  他常常說徐弟兄我老了
[00:10:23.000 --> 00:10:25.000]  你找別人吧
[00:10:25.000 --> 00:10:27.000]  過一年又見到他
[00:10:27.000 --> 00:10:29.000]  又找他
[00:10:29.000 --> 00:10:31.000]  徐弟兄我又老多年了
[00:10:31.000 --> 00:10:33.000]  你還找我?
[00:10:33.000 --> 00:10:35.000]  後來我離開了一間教會
[00:10:35.000 --> 00:10:37.000]  去了另一間教會的時候
[00:10:37.000 --> 00:10:39.000]  很多年之後
[00:10:39.000 --> 00:10:41.000]  差不多十年左右
[00:10:41.000 --> 00:10:43.000]  我回到這間教會
[00:10:43.000 --> 00:10:45.000]  又見到弟兄
[00:10:45.000 --> 00:10:47.000]  那時候我說錯了
[00:10:47.000 --> 00:10:49.000]  真的說錯了
[00:10:49.000 --> 00:10:51.000]  衝口不出
[00:10:51.000 --> 00:10:53.000]  弟兄你還在這裡嗎
[00:10:53.000 --> 00:10:55.000]  還沒走啊
[00:10:55.000 --> 00:10:57.000]  他常常說自己走了
[00:10:57.000 --> 00:10:59.000]  所以不要找我做事
[00:10:59.000 --> 00:11:01.000]  過了十年他還沒走
[00:11:01.000 --> 00:11:03.000]  我們浪費了十年的時間
[00:11:03.000 --> 00:11:05.000]  有些人以為自己沒多少年
[00:11:05.000 --> 00:11:07.000]  有些人以為自己有很多年
[00:11:07.000 --> 00:11:09.000]  我不管你年長好年輕
[00:11:09.000 --> 00:11:11.000]  我們多少年沒人知道
[00:11:11.000 --> 00:11:13.000]  我們每天都在做
[00:11:13.000 --> 00:11:15.000]  不要等到不行
[00:11:15.000 --> 00:11:17.000]  不要等到過了才想起
[00:11:17.000 --> 00:11:19.000]  所以他說你要紀念
[00:11:19.000 --> 00:11:21.000]  你要趁著
[00:11:21.000 --> 00:11:23.000]  不要等到過了
[00:11:23.000 --> 00:11:25.000]  機會沒了能力沒了才想起
[00:11:25.000 --> 00:11:27.000]  為什麼我不做呢
[00:11:27.000 --> 00:11:29.000]  常常我們這裡買東西
[00:11:29.000 --> 00:11:31.000]  我不知道你們在北京有沒有
[00:11:31.000 --> 00:11:33.000]  我很少在北京買東西
[00:11:33.000 --> 00:11:35.000]  我在多倫多買東西
[00:11:35.000 --> 00:11:37.000]  我們是每星期五晚
[00:11:37.000 --> 00:11:39.000]  都會上網做一些調查
[00:11:39.000 --> 00:11:41.000]  找什麼呢
[00:11:41.000 --> 00:11:43.000]  將所有超市的傳單
[00:11:43.000 --> 00:11:45.000]  都看完
[00:11:45.000 --> 00:11:47.000]  哪些減價
[00:11:47.000 --> 00:11:49.000]  這裡減雞腿
[00:11:49.000 --> 00:11:51.000]  這裡減番茄
[00:11:51.000 --> 00:11:53.000]  我們排好次序去買東西
[00:11:53.000 --> 00:11:55.000]  常常我老婆都說
[00:11:55.000 --> 00:11:57.000]  弟兄記住
[00:11:57.000 --> 00:11:59.000]  減價期去買那些東西
[00:11:59.000 --> 00:12:01.000]  不要過了期去買那些東西
[00:12:01.000 --> 00:12:03.000]  那你就虧本了
[00:12:03.000 --> 00:12:05.000]  人要把握時間
[00:12:05.000 --> 00:12:07.000]  不要等到過了才想起
[00:12:07.000 --> 00:12:09.000]  哎呀沒做到
[00:12:09.000 --> 00:12:11.000]  那就虧本了
[00:12:11.000 --> 00:12:13.000]  我們在這裡跟大家說一說
[00:12:13.000 --> 00:12:15.000]  人生的定期和定時
[00:12:15.000 --> 00:12:17.000]  我提到什麼叫愛惜光陰
[00:12:17.000 --> 00:12:19.000]  就是要在該做的時間
[00:12:19.000 --> 00:12:21.000]  做應該做的事
[00:12:21.000 --> 00:12:23.000]  在能夠做的時候
[00:12:23.000 --> 00:12:25.000]  去做能夠做的事
[00:12:25.000 --> 00:12:27.000]  這個叫愛惜光陰
[00:12:27.000 --> 00:12:29.000]  不要做你不該做
[00:12:29.000 --> 00:12:31.000]  可以做你不做
[00:12:31.000 --> 00:12:33.000]  那你就會後悔
[00:12:33.000 --> 00:12:35.000]  我很感恩我很年輕就信主
[00:12:35.000 --> 00:12:37.000]  十一歲十八歲信主
[00:12:37.000 --> 00:12:39.000]  很年輕
[00:12:39.000 --> 00:12:41.000]  1983年
[00:12:41.000 --> 00:12:43.000]  那時候有負擔有奉獻有呼召
[00:12:43.000 --> 00:12:45.000]  1983年就入神學院
[00:12:45.000 --> 00:12:47.000]  然後一路在二陵
[00:12:47.000 --> 00:12:49.000]  一路讀神學
[00:12:49.000 --> 00:12:51.000]  一路讀神學
[00:12:51.000 --> 00:12:53.000]  我讀了很多年神學
[00:12:53.000 --> 00:12:55.000]  然後我又在教會、牧會
[00:12:55.000 --> 00:12:57.000]  我又在機構服事
[00:12:57.000 --> 00:12:59.000]  1989年3月
[00:12:59.000 --> 00:13:01.000]  要做大陸的群體
[00:13:01.000 --> 00:13:03.000]  要做中國的事工
[00:13:03.000 --> 00:13:05.000]  不是毫不猶豫
[00:13:05.000 --> 00:13:07.000]  而是很清楚我願意去做
[00:13:07.000 --> 00:13:09.000]  一路到今天
[00:13:09.000 --> 00:13:11.000]  所以當我回顧從1975年信主
[00:13:11.000 --> 00:13:13.000]  到1983年入神學院
[00:13:13.000 --> 00:13:17.000]  到1989年參與中國事工
[00:13:17.000 --> 00:13:19.000]  我很感恩
[00:13:19.000 --> 00:13:21.000]  我真的趁著
[00:13:21.000 --> 00:13:23.000]  我真的紀念
[00:13:23.000 --> 00:13:25.000]  我沒有等到過了之後回頭看
[00:13:25.000 --> 00:13:27.000]  所以人生當中回顧
[00:13:27.000 --> 00:13:29.000]  我真的沒有遺憾
[00:13:29.000 --> 00:13:31.000]  我很多感恩
[00:13:31.000 --> 00:13:33.000]  人生當中有應該做的事
[00:13:33.000 --> 00:13:35.000]  有能夠做的事
[00:13:35.000 --> 00:13:37.000]  人生有限但要看重
[00:13:37.000 --> 00:13:39.000]  要盡力
[00:13:39.000 --> 00:13:41.000]  不要等到不行才想起
[00:13:41.000 --> 00:13:43.000]  不要等到過了才去做
[00:13:43.000 --> 00:13:45.000]  我教會有些老弟兄
[00:13:45.000 --> 00:13:47.000]  八十幾歲、九十歲
[00:13:47.000 --> 00:13:49.000]  我教會有一位顧弟兄
[00:13:49.000 --> 00:13:51.000]  溫阿姨、郭媽媽
[00:13:51.000 --> 00:13:53.000]  年紀都八、九十歲
[00:13:53.000 --> 00:13:55.000]  但我很感恩他們仍然去做他們能夠做的事
[00:13:55.000 --> 00:13:57.000]  他們很早回到教會做榜樣
[00:13:57.000 --> 00:13:59.000]  他們見到弟兄、姐妹會問候
[00:13:59.000 --> 00:14:01.000]  他們為我們祈禱
[00:14:01.000 --> 00:14:03.000]  他們帶詩但帶不到
[00:14:03.000 --> 00:14:05.000]  他們沒有唱詩
[00:14:05.000 --> 00:14:07.000]  但他們可以聽、可以唱
[00:14:07.000 --> 00:14:09.000]  他們很投入、很支持、很鼓勵
[00:14:09.000 --> 00:14:11.000]  我經常跟這些老弟兄姐妹說
[00:14:11.000 --> 00:14:13.000]  你們是我們的榜樣
[00:14:13.000 --> 00:14:15.000]  有一天我老了
[00:14:15.000 --> 00:14:17.000]  我盼望像你們一樣
[00:14:17.000 --> 00:14:19.000]  我說你們很有用
[00:14:19.000 --> 00:14:21.000]  你們對我們的鼓勵
[00:14:21.000 --> 00:14:23.000]  你們給我們榜樣
[00:14:23.000 --> 00:14:25.000]  他們又可以幫助很多老人家
[00:14:25.000 --> 00:14:27.000]  我愛孫信主是因為老姐妹跟他們說福音
[00:14:27.000 --> 00:14:29.000]  我不知道有沒有跟你們分享過
[00:14:29.000 --> 00:14:31.000]  個人報道的時候
[00:14:31.000 --> 00:14:33.000]  真的,很多時候他們能夠跟同輩說很多東西
[00:14:33.000 --> 00:14:35.000]  他們會明白的
[00:14:35.000 --> 00:14:37.000]  我有時怎樣說他們聽不明白
[00:14:37.000 --> 00:14:39.000]  但當同輩說就行的
[00:14:39.000 --> 00:14:41.000]  所以人生不同的階段
[00:14:41.000 --> 00:14:43.000]  有不同的事可以做
[00:14:43.000 --> 00:14:45.000]  不論是甚麼事
[00:14:45.000 --> 00:14:47.000]  不論有多少
[00:14:47.000 --> 00:14:49.000]  我們都要做
[00:14:49.000 --> 00:14:51.000]  不用跟別人比較
[00:14:51.000 --> 00:14:53.000]  我們求的是對自己負責、對神負責
[00:14:53.000 --> 00:14:55.000]  無論今天你幾多歲
[00:14:55.000 --> 00:14:57.000]  我希望大家都年輕
[00:14:57.000 --> 00:14:59.000]  可能我看不清楚
[00:14:59.000 --> 00:15:01.000]  大家都很年輕
[00:15:01.000 --> 00:15:03.000]  有些人已經退休了
[00:15:03.000 --> 00:15:05.000]  我經常覺得人生的工作會退休
[00:15:05.000 --> 00:15:07.000]  人生的使命是沒有退休的
[00:15:07.000 --> 00:15:09.000]  真的做到老做到死的
[00:15:09.000 --> 00:15:11.000]  我們只有一條路
[00:15:11.000 --> 00:15:13.000]  是走到最後的一天
[00:15:13.000 --> 00:15:15.000]  大家想一想
[00:15:15.000 --> 00:15:17.000]  今天在我們所在的地方
[00:15:17.000 --> 00:15:19.000]  群體無論在疫情前
[00:15:19.000 --> 00:15:21.000]  疫情中、疫情後
[00:15:21.000 --> 00:15:23.000]  甚麼時間、甚麼地方
[00:15:23.000 --> 00:15:25.000]  在北京、上海、廣州
[00:15:25.000 --> 00:15:27.000]  在哪裡都好
[00:15:27.000 --> 00:15:29.000]  我們有我們的群體
[00:15:29.000 --> 00:15:31.000]  我們有我們的平台
[00:15:31.000 --> 00:15:33.000]  我們有我們的記錄
[00:15:33.000 --> 00:15:35.000]  要親著、要紀念
