
[00:00:00.000 --> 00:00:08.000]  今天跟大家一起思想的經文是出自於《街泰書》的第二章
[00:04:39.000 --> 00:04:41.000]  覺得都不是我倒寫
[00:04:41.000 --> 00:04:44.000]  不過現在又是我倒寫,不知道是誰倒寫
[00:04:44.000 --> 00:04:46.000]  當這樣發黑爐鬚的時候
[00:04:46.000 --> 00:04:49.000]  我媽媽還更加罵多兩次重
[00:04:49.000 --> 00:04:52.000]  你知道會有什麼事發生
[00:04:52.000 --> 00:04:55.000]  這裡容許大家用幻想
[00:04:55.000 --> 00:04:59.000]  自己想想,在中國古時的香港
[00:04:59.000 --> 00:05:01.000]  家長怎麼教兒子
[00:05:01.000 --> 00:05:03.000]  如果子女頂嘴的時候
[00:05:03.000 --> 00:05:07.000]  令到面,淚流滿面的時候
[00:05:07.000 --> 00:05:10.000]  不收拾又不收拾,媽媽按著
[00:05:10.000 --> 00:05:12.000]  於是乎,真是很辛苦
[00:05:12.000 --> 00:05:15.000]  媽媽,在這個時候
[00:05:15.000 --> 00:05:19.000]  在我們家,因為家是一個工場
[00:05:19.000 --> 00:05:23.000]  有不少的工人在裏面
[00:05:23.000 --> 00:05:26.000]  工作,也會去雪櫃拿東西
[00:05:26.000 --> 00:05:28.000]  然後他在這個時候,有一個工人
[00:05:28.000 --> 00:05:30.000]  跟我媽媽說
[00:05:30.000 --> 00:05:34.000]  王太,我見到是你小兒子
[00:05:34.000 --> 00:05:37.000]  剛才拿橙汁的時候,倒寫了橙汁
[00:05:37.000 --> 00:05:39.000]  然後就走了
[00:05:39.000 --> 00:05:42.000]  然後呢,我聽見
[00:05:42.000 --> 00:05:45.000]  原來真相是這樣的
[00:05:45.000 --> 00:05:47.000]  但你猜一下我媽媽怎樣回答
[00:05:47.000 --> 00:05:51.000]  我媽媽馬上一轉頭,馬上跟這個工人說
[00:05:51.000 --> 00:05:54.000]  不要大就教為小
[00:05:54.000 --> 00:05:56.000]  做大就要看著弟弟
[00:05:56.000 --> 00:06:01.000]  不然呢,弟弟的錯也是大的錯
[00:06:01.000 --> 00:06:05.000]  這件事對於我在人生裏面
[00:06:05.000 --> 00:06:08.000]  也有很大深刻的印象
[00:06:08.000 --> 00:06:12.000]  因為在這件事裏面,我學會了兩件事
[00:06:12.000 --> 00:06:14.000]  第一件事,我就學會
[00:06:14.000 --> 00:06:17.000]  如果哪個人搞出一些問題的話
[00:06:17.000 --> 00:06:21.000]  最好要那個人馬上把那件事解決
[00:06:21.000 --> 00:06:23.000]  這是第一件事我學的
[00:06:23.000 --> 00:06:25.000]  第二件事我學到的是什麼呢
[00:06:25.000 --> 00:06:30.000]  原來做大的,是要為小的負責任
[00:06:30.000 --> 00:06:33.000]  原來做大腦的,如果小腦做錯事
[00:06:33.000 --> 00:06:37.000]  大哥要負責任的
[00:06:37.000 --> 00:06:41.000]  今天我們會來讀寶羅街看書
[00:06:41.000 --> 00:06:45.000]  第二章,從第十一節到第十四節
[00:06:45.000 --> 00:06:48.000]  我們會看見一個類似的情況
[00:06:48.000 --> 00:06:52.000]  就是原來在教會裏面,如果是作前輩的
[00:06:52.000 --> 00:06:55.000]  就要作一個好榜樣
[00:06:55.000 --> 00:06:57.000]  不單止作一個好榜樣
[00:06:57.000 --> 00:07:01.000]  而且還要做一個新鮮時鑄的角色
[00:07:01.000 --> 00:07:05.000]  因為你成為這個教會的前輩
[00:07:05.000 --> 00:07:12.000]  你是有責任,他要對後輩的成長有一個承擔
[00:07:12.000 --> 00:07:15.000]  而更重要的,作一個什麼榜樣呢
[00:07:15.000 --> 00:07:19.000]  就是要作一個願意悔改的榜樣
[00:07:19.000 --> 00:07:23.000]  因為他們不單要負一個更大的責任
[00:07:23.000 --> 00:07:25.000]  去看著這些後輩
[00:07:25.000 --> 00:07:28.000]  而且要做一個好榜樣給他們看
[00:07:28.000 --> 00:07:31.000]  當如果做錯事的時候
[00:07:31.000 --> 00:07:37.000]  認罪悔改就是每一個基督徒的最大的身份證明
[00:07:37.000 --> 00:07:40.000]  而這個也可以給我們看見
[00:07:40.000 --> 00:07:43.000]  如果這個角色做得不好的時候
[00:07:43.000 --> 00:07:47.000]  就會產生我們所謂的蝴蝶效應
[00:07:47.000 --> 00:07:49.000]  或者叫做骨牌效應
[00:07:49.000 --> 00:07:51.000]  一個大的做錯
[00:07:51.000 --> 00:07:55.000]  全部的下面細的都會跟著做錯
[00:07:55.000 --> 00:07:58.000]  所以今天讓我們再次去看這段經文
[00:07:58.000 --> 00:08:00.000]  讓我們去學習一下保羅
[00:08:00.000 --> 00:08:04.000]  如何藉著這段經文去幫助加拉太教會
[00:08:04.000 --> 00:08:08.000]  讓他們能夠真的重歸於正位
[00:08:08.000 --> 00:08:10.000]  這段聖經很有意思
[00:08:10.000 --> 00:08:13.000]  首先我們看看這段聖經
[00:08:13.000 --> 00:08:15.000]  基本上要說什麼
[00:08:15.000 --> 00:08:19.000]  這段聖經基本上是說另一個人物
[00:08:19.000 --> 00:08:21.000]  這個人物叫做彼得
[00:08:21.000 --> 00:08:24.000]  他做了一件錯的事
[00:08:24.000 --> 00:08:28.000]  其實這個世界上沒有一個完全人
[00:08:28.000 --> 00:08:30.000]  沒有一個完美的人
[00:08:30.000 --> 00:08:33.000]  即是說是一個人已經信了主
[00:08:33.000 --> 00:08:35.000]  信了某一段年日也好
[00:08:35.000 --> 00:08:38.000]  他的靈命不會因為他信了主
[00:08:38.000 --> 00:08:41.000]  而馬上變得完美無瑕
[00:08:41.000 --> 00:08:42.000]  不會的
[00:08:42.000 --> 00:08:45.000]  前文我們已經在這段聖經之前
[00:08:45.000 --> 00:08:48.000]  我們看過保羅已經介紹過他自己的黑歷史
[00:08:48.000 --> 00:08:51.000]  在第一章第十三和十四節的裡面
[00:08:51.000 --> 00:08:53.000]  他介紹到他未信主之前
[00:08:53.000 --> 00:08:57.000]  其實他的信仰狀態其實很可怕
[00:08:57.000 --> 00:09:01.000]  又迫迫基督徒甚至殺害基督徒也好
[00:09:01.000 --> 00:09:05.000]  今天我們來到這段聖經我們就看到
[00:09:05.000 --> 00:09:10.000]  保羅要記錄不單只是他以前自己的舊歷史
[00:09:10.000 --> 00:09:13.000]  這裡記載了一個彼得
[00:09:13.000 --> 00:09:19.000]  他歸位耶路撒冷教會的知名領袖
[00:09:19.000 --> 00:09:23.000]  原來他也有一個很不完美的靈命一面
[00:09:23.000 --> 00:09:27.000]  而這件事就發生了在他從耶路撒冷
[00:09:27.000 --> 00:09:34.000]  到安提阿的時候安提阿教會當中所發生的事情
[00:09:34.000 --> 00:09:36.000]  安提阿是一個什麼教會呢
[00:09:36.000 --> 00:09:38.000]  安提阿是一個城市
[00:09:38.000 --> 00:09:43.000]  我們知道其實是屬於耶路撒冷以北的一個城市
[00:09:43.000 --> 00:09:48.000]  安提阿教會是提供了一個在猶大地當中
[00:09:48.000 --> 00:09:51.000]  包含了猶太人和外邦人
[00:09:51.000 --> 00:09:56.000]  混雜而成的一個背景而組成的教會
[00:09:56.000 --> 00:10:03.000]  而這個情況正好能夠作一個與遠在他方的
[00:10:03.000 --> 00:10:07.000]  加拉泰教會做一個很好的對比
[00:10:07.000 --> 00:10:12.000]  因為同樣加拉泰地區也是一個由猶太人
[00:10:12.000 --> 00:10:20.000]  和很多外邦人混雜的種族背景而形成的一個氣候
[00:10:20.000 --> 00:10:26.000]  所以加拉泰的教會就是在這樣的背景之下而形成起來
[00:10:26.000 --> 00:10:33.000]  因此保羅在這裡引述了這件發生在安提阿的事件
[00:10:33.000 --> 00:10:39.000]  其實是正好目的是為了幫助加拉泰眾教會
[00:10:39.000 --> 00:10:45.000]  不要畏懼在做悔改時候要作出的勇氣
[00:10:45.000 --> 00:10:51.000]  因為凝聚悔改是要勇氣,而這份勇氣要在上帝的說話裏得到肯定
[00:10:51.000 --> 00:10:57.000]  而保羅就要在這個時候再次鼓勵加拉泰教會的信徒
[00:10:57.000 --> 00:11:04.000]  他們要提出這份勇氣,面對他們現在當前已經離開了錯信的福音
[00:11:04.000 --> 00:11:06.000]  這個狀態
[00:11:06.000 --> 00:11:10.000]  在今天讓我們看看這段聖經說了什麼
[00:11:10.000 --> 00:11:16.000]  其實這段聖經是講到一件很著名而很多人都知道的事件
[00:11:16.000 --> 00:11:18.000]  十一節至十四節裏面
[00:11:18.000 --> 00:11:23.000]  談論到保羅在某一個公開的場合裏面
[00:11:23.000 --> 00:11:29.000]  這裡講到的就是安提阿教會他們用餐的時候
[00:11:29.000 --> 00:11:34.000]  其實和合本聖經講到他們一種吃飯用餐
[00:11:34.000 --> 00:11:39.000]  其實這個翻譯是有一點點令人誤會的元素在裏面
[00:11:39.000 --> 00:11:42.000]  在這裏講的是吃飯的意思
[00:11:42.000 --> 00:11:47.000]  其實是講到他們彼此是用餐團契的生活
[00:11:47.000 --> 00:11:50.000]  在上一堂兩堂的信息我已經講過團契的生活
[00:11:50.000 --> 00:11:52.000]  教會聚在一起是團契
[00:11:52.000 --> 00:11:58.000]  而團契這裏所講的用餐其實是包含他們講到的聖餐
[00:11:58.000 --> 00:12:00.000]  守聖餐的事情
[00:12:00.000 --> 00:12:02.000]  所以不單單只是講吃飯
[00:12:02.000 --> 00:12:11.000]  而且是一個信徒彼此守望在主角裏面等候的聖餐禮儀當中
[00:12:11.000 --> 00:12:13.000]  他們發生了一件事件
[00:12:13.000 --> 00:12:17.000]  原來彼得在當中做了一件錯事
[00:12:17.000 --> 00:12:21.000]  而且他是一個很著名的教會領袖
[00:12:21.000 --> 00:12:24.000]  耶路撒冷教會的領袖
[00:12:24.000 --> 00:12:26.000]  在這裏保羅就藉著這件事
[00:12:26.000 --> 00:12:30.000]  他同樣鼓勵到加一泰教會的信徒
[00:12:30.000 --> 00:12:33.000]  他勇敢面對自己的錯
[00:12:33.000 --> 00:12:36.000]  這段聖經會怎樣講呢
[00:12:36.000 --> 00:12:38.000]  我會分為三部份和大家講
[00:12:38.000 --> 00:12:42.000]  第一部份我們看第二章的第十一節
[00:12:42.000 --> 00:12:45.000]  我們首先看的一個題目就是
[00:12:45.000 --> 00:12:48.000]  原來在這裏講給我們聽
[00:12:48.000 --> 00:12:51.000]  提供一個雖然痛
[00:12:51.000 --> 00:12:55.000]  但是富有修正效果的屬靈的工作
[00:12:55.000 --> 00:12:57.000]  雖然是痛的
[00:12:57.000 --> 00:12:59.000]  不過作為屬靈領袖
[00:12:59.000 --> 00:13:01.000]  在這裏要提供一個痛
[00:13:01.000 --> 00:13:04.000]  但是有果效的一個屬靈工作
[00:13:04.000 --> 00:13:06.000]  去幫助信徒成長
[00:13:06.000 --> 00:13:09.000]  我們看第十一節講些什麼東西
[00:13:09.000 --> 00:13:11.000]  第十一節講
[00:13:11.000 --> 00:13:14.000]  後來激發到了安提歐
[00:13:14.000 --> 00:13:16.000]  因他有可責之處
[00:13:16.000 --> 00:13:19.000]  我就當面抵擋他
[00:13:19.000 --> 00:13:23.000]  福音無論由他最初的設計
[00:13:23.000 --> 00:13:27.000]  以至於到今天我們去接受福音
[00:13:27.000 --> 00:13:31.000]  其實都充滿痛楚這個元素在裏面
[00:13:31.000 --> 00:13:37.000]  痛是在聖經中的一個重要元素
[00:13:37.000 --> 00:13:43.000]  無論從設計到我們接受的日子
[00:13:43.000 --> 00:13:45.000]  我們可以看看
[00:13:45.000 --> 00:13:47.000]  在創世之後
[00:13:47.000 --> 00:13:51.000]  天父是因為人的犯罪而痛心
[00:13:51.000 --> 00:13:56.000]  於是他設計了一個救恩福音
[00:13:56.000 --> 00:14:00.000]  去將人從罪的裏面走出來
[00:14:00.000 --> 00:14:03.000]  父神帶著痛心去設計這個福音
[00:14:03.000 --> 00:14:08.000]  於是這個福音在設計的過程裏面
[00:14:08.000 --> 00:14:13.000]  是上帝要親手將他的獨生兒子送去死
[00:14:13.000 --> 00:14:18.000]  父神第二次要面對這種極大的痛苦
[00:14:18.000 --> 00:14:20.000]  而當主耶穌基督
[00:14:20.000 --> 00:14:22.000]  他自己死在十字架上的時候
[00:14:22.000 --> 00:14:24.000]  我們更加清楚知道
[00:14:24.000 --> 00:14:26.000]  無論主耶穌基督在死之前
[00:14:26.000 --> 00:14:28.000]  或者上到十字架之後
[00:14:28.000 --> 00:14:30.000]  死在十字架上的時候
[00:14:30.000 --> 00:14:33.000]  他都充滿很多的痛苦
[00:14:33.000 --> 00:14:38.000]  直至到今天這個福音來到我們身上的時候
[00:14:38.000 --> 00:14:41.000]  福音在他生命上的動工
[00:14:41.000 --> 00:14:45.000]  福音在他生命上發生功效的時候
[00:14:45.000 --> 00:14:49.000]  其實你和我都需要面對很多
[00:14:49.000 --> 00:14:51.000]  痛苦的抉擇
[00:14:51.000 --> 00:14:54.000]  因為當我們要去決定一些事情
[00:14:54.000 --> 00:14:57.000]  要和福音是雙倍的時候
[00:14:57.000 --> 00:14:59.000]  其實在這個世界的時候
[00:14:59.000 --> 00:15:01.000]  很多人就很不想
[00:15:01.000 --> 00:15:03.000]  因為為什麼呢?
[00:15:03.000 --> 00:15:06.000]  因為當你如果是按照福音的思維
[00:15:06.000 --> 00:15:08.000]  去處理世事的時候
[00:15:08.000 --> 00:15:10.000]  很多人就會認為我們
[00:15:10.000 --> 00:15:12.000]  阻住這個世界
[00:15:12.000 --> 00:15:13.000]  阻住他們發達
[00:15:13.000 --> 00:15:16.000]  這種情況就告訴我們知道
[00:15:16.000 --> 00:15:18.000]  我們在這個人生裏面
[00:15:18.000 --> 00:15:20.000]  當接受了福音之後
[00:15:20.000 --> 00:15:23.000]  其實我們已經要開始去面對很多
[00:15:23.000 --> 00:15:25.000]  因為我們要緊守福音
[00:15:25.000 --> 00:15:28.000]  而導致到的掙扎的痛苦
[00:15:28.000 --> 00:15:31.000]  福音本來就是可能
[00:15:31.000 --> 00:15:33.000]  在這個會有罪惡的世界裏面
[00:15:33.000 --> 00:15:36.000]  叫人很多痛苦經歷
[00:15:36.000 --> 00:15:38.000]  但是也都因為我們同樣
[00:15:38.000 --> 00:15:40.000]  接受了這個福音
[00:15:40.000 --> 00:15:43.000]  願意靠著這個福音的緣故
[00:15:43.000 --> 00:15:46.000]  我們去面對和處理愛罪
[00:15:46.000 --> 00:15:48.000]  於是乎我們就可以走出來
[00:15:48.000 --> 00:15:51.000]  在一個永恆的喜樂當中
[00:15:51.000 --> 00:15:54.000]  但是福音卻是正正要針對的
[00:15:54.000 --> 00:15:56.000]  就是人的罪
[00:15:56.000 --> 00:15:58.000]  所以我們不論是信主好
[00:15:58.000 --> 00:15:59.000]  不信主好
[00:15:59.000 --> 00:16:01.000]  不信主的人最好就是不想接受福音
[00:16:01.000 --> 00:16:03.000]  不想見到福音存在
[00:16:03.000 --> 00:16:05.000]  但我們作為信了福音的信徒來計
[00:16:05.000 --> 00:16:07.000]  我們要去帶著這個福音
[00:16:07.000 --> 00:16:11.000]  去處理原來人很喜歡的罪
[00:16:11.000 --> 00:16:13.000]  這個光景的時候
[00:16:13.000 --> 00:16:15.000]  其實我們有很多的情況
[00:16:15.000 --> 00:16:18.000]  可能面對很多的挑戰困難
[00:16:18.000 --> 00:16:22.000]  但是因為我們能夠不妥協
[00:16:22.000 --> 00:16:23.000]  在福音裏面
[00:16:23.000 --> 00:16:25.000]  隨著福音的原則教導
[00:16:25.000 --> 00:16:27.000]  去面對這個世界
[00:16:27.000 --> 00:16:31.000]  於是乎我們可以走上一條所謂成性之路
[00:16:31.000 --> 00:16:33.000]  越來越像上帝
[00:16:33.000 --> 00:16:36.000]  而且可以帶我們進入到永恆的當中
[00:16:36.000 --> 00:16:39.000]  所以鄧小妹福音其實本身
[00:16:39.000 --> 00:16:42.000]  有好像一把兩刃的利劍一樣
[00:16:42.000 --> 00:16:45.000]  既可以剖開人的罪
[00:16:45.000 --> 00:16:48.000]  讓人從罪的裏面釋放出來
[00:16:48.000 --> 00:16:50.000]  但是福音也可能成為很多人
[00:16:50.000 --> 00:16:52.000]  那把利劍刺進去他們的生命
[00:16:52.000 --> 00:16:56.000]  使他們永遠死在自己的罪當中
[00:16:56.000 --> 00:16:59.000]  雖然我們很明白到
[00:16:59.000 --> 00:17:02.000]  一個信徒的熟齡生命的成長
[00:17:02.000 --> 00:17:03.000]  或者更新
[00:17:03.000 --> 00:17:05.000]  受到修正
[00:17:05.000 --> 00:17:08.000]  或者改過
[00:17:08.000 --> 00:17:10.000]  從錯誤當中走出來
[00:17:10.000 --> 00:17:12.000]  這是完全聖靈的工作
[00:17:12.000 --> 00:17:14.000]  但是在今天這段聖經裡面
[00:17:14.000 --> 00:17:16.000]  我們卻是看到
[00:17:16.000 --> 00:17:18.000]  修正的進行
[00:17:18.000 --> 00:17:22.000]  是需要在信徒之間的發生
[00:17:22.000 --> 00:17:27.000]  而且往往是會在教會當中的肢體當中
[00:17:27.000 --> 00:17:30.000]  藉著彼此提醒而發生
[00:17:30.000 --> 00:17:35.000]  我們可以從今天這段聖經裡面去學曉
[00:17:35.000 --> 00:17:37.000]  一方面我們怎樣去做一個
[00:17:37.000 --> 00:17:40.000]  曉譽其他信徒的人
[00:17:40.000 --> 00:17:43.000]  但同時我們也需要學習
[00:17:43.000 --> 00:17:48.000]  怎樣去接受別人的曉譽或者規勸
[00:17:48.000 --> 00:17:50.000]  保羅來到加拉太書
[00:17:50.000 --> 00:17:53.000]  這裡的第二章就是十一節
[00:17:53.000 --> 00:17:58.000]  他作了一個很好的曉譽者的侍奉的見證
[00:17:58.000 --> 00:18:01.000]  其實整篇的《加拉太書》
[00:18:01.000 --> 00:18:03.000]  原本保羅寫的都是為了目的
[00:18:03.000 --> 00:18:05.000]  去曉譽加拉太教會
[00:18:05.000 --> 00:18:08.000]  從罪的當中走出來
[00:18:08.000 --> 00:18:11.000]  這個本來就是這本書的原意
[00:18:11.000 --> 00:18:14.000]  但是怎樣才能做到呢
[00:18:14.000 --> 00:18:16.000]  而在這個過程當中
[00:18:16.000 --> 00:18:19.000]  他又怎樣去促使到
[00:18:19.000 --> 00:18:21.000]  加拉太教會的人
[00:18:21.000 --> 00:18:24.000]  可以走進入被修正的過程
[00:18:24.000 --> 00:18:26.000]  能夠讓聖靈工作在他裡面
[00:18:26.000 --> 00:18:29.000]  推動他們走進去這個
[00:18:29.000 --> 00:18:31.000]  糾正錯信了
[00:18:31.000 --> 00:18:35.000]  離開了原本的福音的原意
[00:18:35.000 --> 00:18:38.000]  這個正正就是保羅為什麼要在這裡
[00:18:38.000 --> 00:18:41.000]  去引用他昔日
[00:18:41.000 --> 00:18:45.000]  在安提哥教會的時候這件事
[00:18:45.000 --> 00:18:48.000]  因為這段成見裡面告訴我們
[00:18:48.000 --> 00:18:52.000]  雖然我們可能是犯犯之輩
[00:18:52.000 --> 00:18:55.000]  但是即使是犯犯之輩也好
[00:18:55.000 --> 00:18:57.000]  我們其實也需要悔改
[00:18:57.000 --> 00:18:58.000]  為什麼呢
[00:18:58.000 --> 00:19:01.000]  因為連著名的彼得
[00:19:01.000 --> 00:19:04.000]  和耶路撒冷教會的領袖
[00:19:04.000 --> 00:19:06.000]  去到安提哥教會的時候
[00:19:06.000 --> 00:19:10.000]  是一個充滿其他外邦和猶太人
[00:19:10.000 --> 00:19:12.000]  混雜的一個教會的情況
[00:19:12.000 --> 00:19:14.000]  和耶路撒冷教會有些不同
[00:19:14.000 --> 00:19:19.000]  耶路撒冷教會以猶太人的信徒為主
[00:19:19.000 --> 00:19:21.000]  但是去到安提哥這個
[00:19:21.000 --> 00:19:24.000]  已經貼近外邦的世界裡面的時候
[00:19:24.000 --> 00:19:29.000]  即使是一個那麼有名的教會領袖彼得
[00:19:29.000 --> 00:19:32.000]  他也會犯錯
[00:19:32.000 --> 00:19:36.000]  既然連一個犯錯的一個著名的信徒
[00:19:36.000 --> 00:19:37.000]  也會犯錯
[00:19:37.000 --> 00:19:41.000]  就是說一個大大教會很出名的牧者
[00:19:41.000 --> 00:19:44.000]  每個都供應他為很好的信徒
[00:19:44.000 --> 00:19:45.000]  但是他去到某個地方
[00:19:45.000 --> 00:19:48.000]  原來他也會犯錯犯罪的時候
[00:19:48.000 --> 00:19:50.000]  他的反應怎麼樣呢
[00:19:50.000 --> 00:19:52.000]  而保羅引用這件事
[00:19:52.000 --> 00:19:54.000]  其實是從一個我們稱之為
[00:19:54.000 --> 00:19:56.000]  A priority argument
[00:19:56.000 --> 00:19:58.000]  就是說從一個大的層面
[00:19:58.000 --> 00:20:00.000]  連一個這麼著名的東西
[00:20:00.000 --> 00:20:02.000]  都肯在公眾的場合裡面
[00:20:02.000 --> 00:20:04.000]  承認自己的錯的時候
[00:20:04.000 --> 00:20:08.000]  你和我雖然可能是犯犯之輩
[00:20:08.000 --> 00:20:11.000]  可能不是一個什麼很顯赫的人物
[00:20:11.000 --> 00:20:13.000]  但只要我們是一個基督徒
[00:20:13.000 --> 00:20:15.000]  我們都要有同樣這份意義
[00:20:15.000 --> 00:20:17.000]  承認自己錯誤
[00:20:17.000 --> 00:20:21.000]  肯糾正過來這份的勇氣
[00:20:21.000 --> 00:20:22.000]  鄭展妹
[00:20:22.000 --> 00:20:25.000]  保羅告訴了加泰的宗教會的人知道
[00:20:25.000 --> 00:20:28.000]  這一宗不是一件容易的事情
[00:20:28.000 --> 00:20:30.000]  因為保羅這樣提出
[00:20:30.000 --> 00:20:32.000]  去告訴加泰會的時候
[00:20:32.000 --> 00:20:35.000]  可能會招致到很多
[00:20:35.000 --> 00:20:37.000]  無論是彼得他自己本人
[00:20:37.000 --> 00:20:41.000]  又或者是其他與彼得一起有關連
[00:20:41.000 --> 00:20:43.000]  和彼得是友好的人
[00:20:43.000 --> 00:20:47.000]  可能他們會對保羅有更進一步的匪夷
[00:20:47.000 --> 00:20:52.000]  但是保羅在這裡卻是很清楚告訴我們
[00:20:52.000 --> 00:20:53.000]  什麼事啊
[00:20:53.000 --> 00:20:56.000]  當基法式是彼得
[00:20:56.000 --> 00:20:59.000]  去到安提安城的時候
[00:20:59.000 --> 00:21:02.000]  進入到與安提安教會的信徒交往的時候
[00:21:02.000 --> 00:21:04.000]  有些地方是錯的
[00:21:04.000 --> 00:21:08.000]  保羅就當面抵擋他
