
[00:00:00.000 --> 00:00:10.320]  我們繼續今年的主題 以愛為主題
[00:02:59.120 --> 00:03:01.840]  你是否有能力去愛他
[00:03:01.840 --> 00:03:05.160]  剛才不是說了一些不合理的東西嗎
[00:03:05.160 --> 00:03:10.920]  我從小到大都看斐濟劇場
[00:03:10.920 --> 00:03:13.880]  你們跟我差不多年紀
[00:03:13.880 --> 00:03:18.840]  斐濟劇場什麼劇場 韓國劇場 西人的Game of Thrones
[00:03:18.840 --> 00:03:23.680]  東西方的故事都是 都是報仇的故事
[00:03:23.680 --> 00:03:28.520]  你想像報仇的情節全部拆除
[00:03:28.520 --> 00:03:31.400]  就沒什麼故事可說了
[00:03:31.400 --> 00:03:36.640]  我還記得我這輩子很喜歡看金庸小說
[00:03:36.640 --> 00:03:40.640]  金庸小說其中一幕印象最深刻
[00:03:40.640 --> 00:03:43.240]  不知道大家有沒有看過倚天屠龍記
[00:03:43.240 --> 00:03:45.880]  倚天屠龍記裡有個人叫謝信
[00:03:45.880 --> 00:03:47.840]  拿了一把屠龍刀
[00:03:47.840 --> 00:03:54.520]  這個屠龍刀應該是全江湖的人都要尋找的寶物
[00:03:54.520 --> 00:03:56.560]  故事有一個情節是說到
[00:03:56.560 --> 00:03:59.440]  有對夫婦叫張翠珊 甄素素
[00:03:59.440 --> 00:04:02.000]  知道謝信和屠龍刀在哪裡
[00:04:02.000 --> 00:04:04.760]  於是張翠珊就想回武當山
[00:04:04.760 --> 00:04:07.000]  於是全江湖的人
[00:04:07.000 --> 00:04:10.920]  武當的掌門人 少林寺方丈
[00:04:10.920 --> 00:04:14.680]  空洞派掌門人 鵝眉派的什麼鬼尼姑
[00:04:14.680 --> 00:04:18.640]  滅絕師太 誰都上了武當山
[00:04:18.640 --> 00:04:21.120]  要求張翠珊 甄素素
[00:04:21.120 --> 00:04:24.800]  說出到底屠龍刀 謝信的下落
[00:04:24.800 --> 00:04:26.880]  如果你看過你記得有一幕
[00:04:26.880 --> 00:04:32.560]  張翠珊因為謝信對她有恩
[00:04:32.560 --> 00:04:35.240]  張翠珊說我死都不會說
[00:04:35.240 --> 00:04:37.760]  但師父都要她說怎麼辦
[00:04:37.760 --> 00:04:41.960]  她引劍自刎 以死謝天下
[00:04:41.960 --> 00:04:43.400]  不知道大家記不記得
[00:04:43.400 --> 00:04:46.800]  當張翠珊一劍刺死自己的時候
[00:04:46.800 --> 00:04:49.640]  還有一個情節是說張無忌出場
[00:04:49.640 --> 00:04:50.800]  即是兒子出場
[00:04:50.800 --> 00:04:54.960]  那時候張無忌只有八九歲左右
[00:04:54.960 --> 00:04:59.880]  其中一幕是說張無忌見到父親死在地上
[00:04:59.880 --> 00:05:03.040]  然後問他母親 甄素素
[00:05:03.040 --> 00:05:06.200]  為什麼父親死了 誰害死他
[00:05:06.200 --> 00:05:08.040]  大家記不記得 這樣看
[00:05:08.040 --> 00:05:11.040]  然後甄素素叫她兒子張無忌
[00:05:11.040 --> 00:05:14.040]  看著所有在場的人
[00:05:14.040 --> 00:05:18.200]  無忌 你要看著這裡 圍著你每一個人
[00:05:18.200 --> 00:05:21.080]  這裡每一個人都是害死你父親的人
[00:05:21.080 --> 00:05:23.840]  你要記住他們的樣子
[00:05:23.840 --> 00:05:26.920]  然後甄素素就自刎而死
[00:05:26.920 --> 00:05:28.200]  不知道大家記不記得
[00:05:28.200 --> 00:05:30.600]  我記得我看這個幕的時候
[00:05:30.600 --> 00:05:32.040]  我也是個小學生
[00:05:32.040 --> 00:05:37.040]  可能我和劇情裡的張無忌差不多年紀
[00:05:37.040 --> 00:05:39.960]  我看完都覺得有點創傷後遺症
[00:05:39.960 --> 00:05:41.000]  我想像一下
[00:05:41.000 --> 00:05:42.240]  有人殺了我父親
[00:05:42.240 --> 00:05:43.400]  然後我母親說
[00:05:43.400 --> 00:05:45.800]  看著每個人的樣子
[00:05:45.800 --> 00:05:49.040]  你記住他 他害死你的父親
[00:05:49.040 --> 00:05:51.640]  所以其實題外話
[00:05:51.640 --> 00:05:55.200]  後來張無忌的性格這麼好
[00:05:55.200 --> 00:05:57.280]  脾氣這麼好 這麼善良
[00:05:57.280 --> 00:05:59.040]  我覺得不是很合情理
[00:05:59.040 --> 00:06:04.080]  其實張無忌是有些很創傷的童年
[00:06:04.080 --> 00:06:06.400]  然後他母親就題外話
[00:06:06.400 --> 00:06:08.440]  他母親如果你看過你記得
[00:06:08.440 --> 00:06:10.600]  他母親最後那句跟他說的
[00:06:10.600 --> 00:06:14.040]  甄素素跟無忌說最後那句話
[00:06:14.040 --> 00:06:16.920]  你記住 女人都是騙人的
[00:06:16.920 --> 00:06:19.680]  越美的女人就越陰毒
[00:06:19.680 --> 00:06:22.520]  張無忌長大了就被四個女人騙了
[00:06:22.520 --> 00:06:24.000]  所以也不是很合理
[00:06:24.000 --> 00:06:25.080]  不過無論如何
[00:06:25.080 --> 00:06:27.120]  我們回到這個經文
[00:06:27.120 --> 00:06:29.880]  如果你說這裡說仇敵
[00:06:29.880 --> 00:06:31.320]  是不是殺死父親
[00:06:31.320 --> 00:06:33.440]  搞到你家裡傾家蕩產
[00:06:33.440 --> 00:06:35.160]  千萬家財都沒有了
[00:06:35.160 --> 00:06:36.960]  去愛那些人
[00:06:36.960 --> 00:06:39.200]  從一個角度真的很難
[00:06:39.200 --> 00:06:41.840]  假如我父親是有人殺死
[00:06:41.840 --> 00:06:43.760]  不是啦 我父親是癌症死的
[00:06:43.760 --> 00:06:47.120]  不過假如我父親是一刀被人捅死的
[00:06:47.120 --> 00:06:48.920]  好像Batman的父親
[00:06:48.920 --> 00:06:50.920]  我愛不愛得下那個人呢
[00:06:50.920 --> 00:06:52.680]  我也不知道
[00:06:52.680 --> 00:06:54.760]  不過從另一個角度來看
[00:06:54.760 --> 00:06:57.560]  如果耶穌只是說這些
[00:06:57.560 --> 00:07:01.320]  很容易跟隨耶穌的
[00:07:01.320 --> 00:07:01.960]  為什麼呢
[00:07:01.960 --> 00:07:03.560]  因為我想你和我父親
[00:07:03.560 --> 00:07:06.040]  都不是被人刺死的
[00:07:06.040 --> 00:07:09.600]  你說報殺父 深仇
[00:07:09.600 --> 00:07:12.440]  我們沒有人的父親是被人殺死的
[00:07:12.440 --> 00:07:16.160]  沒有人的母親是被人殺死的
[00:07:16.160 --> 00:07:18.360]  如果你要說這些深仇大恨
[00:07:18.360 --> 00:07:23.160]  其實我們人生未必有機會遇到這樣的仇敵
[00:07:23.160 --> 00:07:26.800]  但是我們再看經文新聞
[00:07:26.800 --> 00:07:29.800]  發現其實他強調的仇敵
[00:07:29.800 --> 00:07:33.320]  不是一定指那些殺父殺母
[00:07:33.320 --> 00:07:35.400]  好像一些翡翠劇場那樣
[00:07:35.400 --> 00:07:37.240]  搞到你傾家蕩產
[00:07:37.240 --> 00:07:39.480]  不是一定說那些人
[00:07:39.480 --> 00:07:40.200]  你要留意
[00:07:40.200 --> 00:07:42.720]  耶穌就將人基本上分了兩種
[00:07:42.720 --> 00:07:45.320]  一種叫淪舍 一種叫仇敵
[00:07:45.320 --> 00:07:46.920]  其實沒有中間的
[00:07:46.920 --> 00:07:50.520]  既非淪舍也非仇敵的普通人
[00:07:50.520 --> 00:07:52.040]  沒有普通人的
[00:07:52.040 --> 00:07:54.600]  在這裡一是淪舍 一是仇敵
[00:07:54.600 --> 00:08:00.680]  你就明白耶穌是在用一些對比法
[00:08:00.680 --> 00:08:02.440]  猶太人的對比法
[00:08:02.440 --> 00:08:06.440]  比如老家福音那裡
[00:08:06.440 --> 00:08:07.240]  耶穌提過
[00:08:07.240 --> 00:08:10.120]  一個人若不恨自己的父母
[00:08:10.120 --> 00:08:12.040]  就不能夠作我的門徒
[00:08:12.040 --> 00:08:14.920]  那裡耶穌說恨自己的父母
[00:08:14.920 --> 00:08:18.760]  不是叫你恨死你的父母
[00:08:18.760 --> 00:08:20.520]  而是說對比
[00:08:20.520 --> 00:08:22.520]  對比對上主的愛
[00:08:22.520 --> 00:08:25.160]  你更加重要忠於上主的愛
[00:08:25.160 --> 00:08:28.360]  多於忠於父母的愛
[00:08:28.360 --> 00:08:30.600]  同樣地這裡淪舍和仇敵
[00:08:30.600 --> 00:08:32.600]  其實是一個對比
[00:08:32.600 --> 00:08:35.640]  就是說有些人和我們合得來
[00:08:35.640 --> 00:08:37.160]  有些人對我們好的
[00:08:37.160 --> 00:08:39.080]  有些人叫我們談得來
[00:08:39.080 --> 00:08:41.400]  那就是我們的淪舍
[00:08:41.400 --> 00:08:43.480]  有些人和我們不合得來
[00:08:43.480 --> 00:08:45.480]  不知道為什麼他對我們做的事情
[00:08:45.480 --> 00:08:47.000]  激怒我們
[00:08:47.000 --> 00:08:49.240]  總之看起來不順眼
[00:08:49.240 --> 00:08:52.040]  雖無過犯 面目可憎
[00:08:52.040 --> 00:08:53.800]  總之有些事情不合得來
[00:08:53.800 --> 00:08:55.800]  那些就是我們的仇敵
[00:08:55.800 --> 00:08:58.840]  所以淪舍很明顯
[00:08:58.840 --> 00:09:01.880]  不是指住在你隔壁的那個
[00:09:01.880 --> 00:09:04.600]  如果你是香港的私人樓
[00:09:04.600 --> 00:09:06.680]  隨時住在你隔壁的那個
[00:09:06.680 --> 00:09:08.120]  你和他一起住了十年
[00:09:08.120 --> 00:09:11.080]  你都不知道他家裡有什麼在裡面
[00:09:11.080 --> 00:09:12.600]  你只知道他姓陳
[00:09:12.600 --> 00:09:14.040]  陳生陳太你好
[00:09:14.040 --> 00:09:16.680]  住了十年都只說那句話
[00:09:16.680 --> 00:09:20.200]  所以這不是住在你隔壁的問題
[00:09:20.200 --> 00:09:23.160]  而是和你合不合的問題
[00:09:23.160 --> 00:09:25.720]  和你合得來的人就是淪舍
[00:09:25.720 --> 00:09:29.000]  所以家樂就是我的淪舍
[00:09:29.000 --> 00:09:29.720]  為什麼呢
[00:09:29.720 --> 00:09:33.320]  因為他唱的動力信望愛
[00:09:33.320 --> 00:09:35.800]  是第一代齊唱的歌
[00:09:35.800 --> 00:09:37.800]  80年代初出的歌
[00:09:37.800 --> 00:09:40.520]  所以我唱下去是很順口的
[00:09:40.520 --> 00:09:42.280]  反過來說
[00:09:42.280 --> 00:09:45.000]  比如你知道我一說就說五行道
[00:09:45.000 --> 00:09:46.840]  石門那些
[00:09:46.840 --> 00:09:49.000]  通常都是年輕人大唱的
[00:09:49.000 --> 00:09:50.840]  什麼玻璃海
[00:09:50.840 --> 00:09:53.000]  什麼基因那些
[00:09:53.000 --> 00:09:55.000]  每次都去學新歌
[00:09:55.000 --> 00:09:57.480]  所以那些歌不是我的淪舍
[00:09:57.480 --> 00:09:58.920]  所以我很高興看到家樂
[00:09:58.920 --> 00:10:00.680]  他也會唱歌
[00:10:00.680 --> 00:10:04.360]  總之有各種因素
[00:10:04.360 --> 00:10:07.560]  令到某些人和我很合得來
[00:10:07.560 --> 00:10:09.000]  就是令一些人
[00:10:09.000 --> 00:10:10.200]  總之就不合得來
[00:10:10.200 --> 00:10:14.280]  或者他不是故意要害我
[00:10:14.280 --> 00:10:17.640]  仇敵好像說到要害到雞毛鴨血
[00:10:17.640 --> 00:10:20.840]  有時候有些人不是刻意要害我的
[00:10:20.840 --> 00:10:23.800]  總之他做的事情我很不喜歡
[00:10:23.800 --> 00:10:26.920]  有什麼理由做人會做這些事情
[00:10:26.920 --> 00:10:29.000]  總之我不喜歡他的人
[00:10:29.000 --> 00:10:30.840]  那些就叫仇敵
[00:10:30.840 --> 00:10:33.400]  其實我們一般人都是這樣的
[00:10:33.400 --> 00:10:36.120]  人對我好我就對他好
[00:10:36.120 --> 00:10:39.880]  人對我壞我就對他壞
[00:10:39.880 --> 00:10:42.600]  這是人很自然的反應
[00:10:42.600 --> 00:10:44.280]  耶穌是很強調這個
[00:10:44.280 --> 00:10:45.800]  是自然的
[00:10:45.800 --> 00:10:47.320]  所以第46節那裡
[00:10:47.320 --> 00:10:49.400]  就算稅利不有事這樣行
[00:10:49.400 --> 00:10:52.200]  當然你知道在那個時候背景
[00:10:52.200 --> 00:10:55.160]  稅利就代表那些沒什麼做人
[00:10:55.160 --> 00:10:56.200]  沒什麼原則的那些
[00:10:56.200 --> 00:11:00.200]  因為當時的稅利貪污是很嚴重的
[00:11:00.200 --> 00:11:02.520]  所以稅利就代表那些很貪污
[00:11:02.520 --> 00:11:03.720]  做人沒原則
[00:11:03.720 --> 00:11:05.560]  很機會主義者
[00:11:05.560 --> 00:11:07.880]  他說那些做人很沒原則的人
[00:11:07.880 --> 00:11:10.120]  都會有這個原則的
[00:11:10.120 --> 00:11:11.480]  你對他好他對你好
[00:11:11.480 --> 00:11:13.000]  你對他壞他對你壞
[00:11:13.000 --> 00:11:14.040]  是人都可以的
[00:11:14.040 --> 00:11:17.480]  所以第47節說得更加清楚了
[00:11:17.480 --> 00:11:20.120]  如果你單請你的弟兄的安
[00:11:20.120 --> 00:11:22.520]  給人有什麼好處呢
[00:11:22.520 --> 00:11:24.520]  就是說是人都是這樣的
[00:11:24.520 --> 00:11:25.800]  人家對你
[00:11:25.800 --> 00:11:27.560]  怎樣啊陳先生你好嗎
[00:11:27.560 --> 00:11:29.080]  很親切的問你
[00:11:29.080 --> 00:11:30.680]  那你就說謝謝你
[00:11:30.680 --> 00:11:31.720]  就笑一下
[00:11:31.720 --> 00:11:33.160]  人家哄你的樣子
[00:11:33.160 --> 00:11:34.280]  你就哄回他
[00:11:34.280 --> 00:11:36.840]  那是人都是這樣的
[00:11:36.840 --> 00:11:38.600]  好了 耶穌就說
[00:11:38.600 --> 00:11:40.120]  人都是這樣
[00:11:40.120 --> 00:11:43.240]  但基督徒就不要這樣了
[00:11:43.240 --> 00:11:44.760]  我們就要愛所有人
[00:11:44.760 --> 00:11:47.640]  當我們去想怎樣去所謂愛
[00:11:47.640 --> 00:11:50.840]  或者恩慈對鄰舍仇敵之前
[00:11:50.840 --> 00:11:53.480]  我們要想一下為什麼這麼自然的
[00:11:53.480 --> 00:11:55.880]  為什麼人對我們好我對他好
[00:11:55.880 --> 00:11:57.480]  人對我壞我對他壞
[00:11:57.480 --> 00:12:00.120]  是一種這麼自然的反應
[00:12:00.120 --> 00:12:04.680]  我想其實都可能有三個原因
[00:12:04.680 --> 00:12:06.200]  第一原因就是
[00:12:06.200 --> 00:12:10.200]  其實這個都是一種所謂反射作用
[00:12:10.200 --> 00:12:11.800]  什麼叫反射作用
[00:12:11.800 --> 00:12:14.600]  就是說你在廚房
[00:12:14.600 --> 00:12:17.480]  你不小心碰到一個很熱的鍋
[00:12:17.480 --> 00:12:20.040]  你的手自然就會彈開
[00:12:20.040 --> 00:12:21.800]  這個你不需要去想的
[00:12:21.800 --> 00:12:23.240]  你不是碰到鍋
[00:12:23.240 --> 00:12:24.440]  然後你的腦在想
[00:12:24.440 --> 00:12:26.200]  哇這個鍋很熱
[00:12:26.200 --> 00:12:28.120]  我的手快要燒傷了
[00:12:28.120 --> 00:12:30.200]  然後怎樣避免燒傷
[00:12:30.200 --> 00:12:31.240]  拿開手
[00:12:31.240 --> 00:12:33.000]  你不會做這些思想的
[00:12:33.000 --> 00:12:35.000]  你的手就自然會彈開
[00:12:35.000 --> 00:12:38.440]  同樣地別人對你兇
[00:12:38.440 --> 00:12:40.040]  你兇他
[00:12:40.040 --> 00:12:41.720]  不用想的
[00:12:41.720 --> 00:12:44.840]  這個是我們所謂條件反射
[00:12:44.840 --> 00:12:47.480]  我們從小到大已經condition
[00:12:47.480 --> 00:12:49.480]  條件condition
[00:12:49.480 --> 00:12:53.480]  已經塑造到我們很自然的反應
[00:12:53.480 --> 00:12:55.400]  舉個例子
[00:12:55.400 --> 00:12:57.480]  想像你去街市買菜
[00:12:57.480 --> 00:12:59.320]  然後你去菜檔
[00:12:59.320 --> 00:13:01.400]  去選擇哪一棵菜好
[00:13:01.400 --> 00:13:03.000]  我老婆就很喜歡
[00:13:03.000 --> 00:13:04.280]  我就很懶
[00:13:04.280 --> 00:13:07.080]  我相信這個叫蔬菜平權法
[00:13:07.080 --> 00:13:09.080]  蔬菜平權主義
[00:13:09.080 --> 00:13:11.400]  每一道菜都有同等權利
[00:13:11.400 --> 00:13:13.720]  被人去買和享用
[00:13:13.720 --> 00:13:16.280]  所以我只要一撿就算了
[00:13:16.280 --> 00:13:20.520]  但我老婆就是那些精打細算的主婦
[00:13:20.520 --> 00:13:25.000]  所以我整個蘿蔔都要選擇最好的那一棵
[00:13:25.000 --> 00:13:27.160]  你想像你去菜檔
[00:13:27.160 --> 00:13:29.400]  你去選擇一棵比較好的蘿蔔
[00:13:29.400 --> 00:13:32.200]  然後菜檔主人很兇的跟你說
[00:13:32.200 --> 00:13:33.720]  喂 不要選擇我的菜
[00:13:33.720 --> 00:13:34.920]  選擇壞掉我的菜
[00:13:34.920 --> 00:13:36.120]  拿那一棵就那一棵
[00:13:36.120 --> 00:13:39.080]  你想像菜檔主人
[00:13:39.080 --> 00:13:41.080]  老闆娘這樣跟你說
[00:13:41.080 --> 00:13:42.760]  你很自然反應是甚麼
[00:13:42.760 --> 00:13:44.280]  你的菜很矜貴
[00:13:44.280 --> 00:13:46.120]  我去別的檔買
[00:13:46.120 --> 00:13:48.920]  很自然就這樣說了出來
[00:13:48.920 --> 00:13:51.080]  可能你都沒有經過大腦
[00:13:51.080 --> 00:13:52.200]  你講完才發覺
[00:13:52.200 --> 00:13:54.200]  咦 為甚麼我對他這麼兇
[00:13:54.200 --> 00:13:56.920]  講完才知道原來自己講完了
[00:13:56.920 --> 00:13:59.240]  很多時候人的反應都是這樣的
[00:13:59.240 --> 00:14:04.200]  這個其實表示我們很自然受環境影響
[00:14:04.200 --> 00:14:05.880]  環境是怎樣的
[00:14:05.880 --> 00:14:10.840]  我們就用環境裏面的處境去回應環境
[00:14:10.840 --> 00:14:14.520]  環境對我好的我就開心面對環境
[00:14:14.520 --> 00:14:17.480]  環境對我壞我就對壞環境
[00:14:17.480 --> 00:14:19.240]  其實如果你想像一下
[00:14:19.240 --> 00:14:24.440]  你結了婚的夫妻的吵架很多時候都是這樣的
[00:14:24.440 --> 00:14:30.840]  夫妻吵架甚麼時候是因為甚麼大義問題吵架
[00:14:30.840 --> 00:14:33.160]  到底耶穌是否救主
[00:14:33.160 --> 00:14:35.640]  因為這個問題就吵架了
[00:14:35.640 --> 00:14:36.920]  都很少的
[00:14:36.920 --> 00:14:44.440]  通常夫妻吵架就是雞毛算皮的事開始吵架
[00:14:44.440 --> 00:14:48.360]  不過吵吵架其實甚麼原因開始吵架都不重要
[00:14:48.360 --> 00:14:53.240]  因為吵吵架的主題就不是本來的原因
[00:14:53.240 --> 00:14:54.840]  而是去了這件事
[00:14:54.840 --> 00:14:57.080]  為甚麼你對我說話那麼兇
[00:14:57.080 --> 00:14:58.520]  我是你老婆
[00:14:58.520 --> 00:14:59.640]  你這樣對我
[00:14:59.640 --> 00:15:01.880]  是這樣態度對老婆的嗎
[00:15:01.880 --> 00:15:04.360]  當然老公又回敬了
[00:15:04.360 --> 00:15:06.920]  聖經說看主要信服老公
[00:15:06.920 --> 00:15:09.160]  你這樣那麼兇對我
[00:15:09.160 --> 00:15:11.240]  是你對我兇先的
[00:15:11.240 --> 00:15:12.440]  你對我兇
[00:15:12.440 --> 00:15:14.040]  那我就要兇你
[00:15:14.040 --> 00:15:15.320]  然後老婆前就說
[00:15:15.320 --> 00:15:17.080]  誰是我對我兇先
[00:15:17.080 --> 00:15:19.400]  明明是你兇我先的
[00:15:19.400 --> 00:15:21.720]  你這樣說還不兇
[00:15:21.720 --> 00:15:23.960]  於是再吵兩句
[00:15:23.960 --> 00:15:28.120]  到底最初吵架的原因是甚麼
[00:15:28.120 --> 00:15:30.520]  已經淹沒在歷史當中
[00:15:30.520 --> 00:15:33.240]  吵吵架就是為甚麼要跟你吵架
[00:15:33.240 --> 00:15:35.800]  因為你跟我吵架所以我跟你吵架
[00:15:35.800 --> 00:15:39.320]  很多時候就是這樣的反應
[00:15:39.320 --> 00:15:43.160]  這種反應不用你讀了博士你都自然有的
[00:15:43.160 --> 00:15:45.400]  這些是所謂條件反射
[00:15:45.400 --> 00:15:50.600]  所以耶穌提醒我們要知道我們是甚麼人
[00:15:50.600 --> 00:15:53.160]  不要經常用條件反射
[00:15:53.160 --> 00:15:56.520]  不過我們下半部分再回來這一點
[00:15:56.520 --> 00:16:00.040]  第二個通常為甚麼我們經常別人對我兇
[00:16:00.040 --> 00:16:02.040]  我又對人家兇呢
[00:16:02.040 --> 00:16:04.040]  怕吃虧嘛
[00:16:04.040 --> 00:16:05.560]  你那麼兇
[00:16:05.560 --> 00:16:08.280]  那你只是想佔我便宜
[00:16:08.280 --> 00:16:09.960]  如果你不是想佔我便宜
[00:16:09.960 --> 00:16:11.800]  為甚麼你要那麼兇
[00:16:11.800 --> 00:16:16.120]  我試過很多年前有一次去
[00:16:16.120 --> 00:16:18.120]  這個Science Museum
[00:16:18.120 --> 00:16:20.200]  香港的科學博物館
[00:16:20.200 --> 00:16:23.480]  你知道香港科學博物館有很多東西玩
[00:16:23.480 --> 00:16:27.160]  設計很多攤檔給小朋友玩
[00:16:27.160 --> 00:16:30.120]  所謂體驗科學的真理
[00:16:30.120 --> 00:16:34.200]  我記得雖然十多年前印象深刻
[00:16:34.200 --> 00:16:36.360]  有某個攤檔
[00:16:36.360 --> 00:16:38.360]  我只是在那裏攤得意排隊
[00:16:38.360 --> 00:16:41.080]  這些我玩到就玩不到算了
[00:16:41.080 --> 00:16:44.200]  總之前面有一個場隊
[00:16:44.200 --> 00:16:47.640]  通常是父母帶著小朋友
[00:16:47.640 --> 00:16:50.200]  場景大概就是這樣
[00:16:50.200 --> 00:16:51.480]  排隊了
[00:16:51.480 --> 00:16:53.080]  一條很長的隊
[00:16:53.080 --> 00:16:56.040]  忽然間有個媽媽
[00:16:56.040 --> 00:16:58.040]  當媽媽A
[00:16:58.040 --> 00:17:01.400]  媽媽A不知如何走進隊中間
[00:17:01.400 --> 00:17:04.600]  當然媽媽A走進隊中間
[00:17:04.600 --> 00:17:05.880]  帶著小朋友
[00:17:05.880 --> 00:17:10.040]  後面的媽媽B當然很生氣
[00:17:10.040 --> 00:17:12.600]  於是便去罵媽媽A
[00:17:12.600 --> 00:17:14.280]  喂 你不懂得洗屋規矩嗎
[00:17:14.280 --> 00:17:15.400]  你不是站在這裏
[00:17:15.400 --> 00:17:16.680]  去那條隊尾
[00:17:16.680 --> 00:17:19.560]  你站在這裏五呎的隊尾
[00:17:19.560 --> 00:17:22.760]  媽媽A便解釋
[00:17:22.760 --> 00:17:23.720]  不是的
[00:17:23.720 --> 00:17:25.800]  其實我已經排了半個小時
[00:17:25.800 --> 00:17:27.960]  不過剛才不知道什麼
[00:17:27.960 --> 00:17:29.960]  B仔又要去廁所
[00:17:29.960 --> 00:17:31.240]  諸如此類的
[00:17:31.240 --> 00:17:32.200]  搞了一大輪
[00:17:32.200 --> 00:17:34.440]  所以我剛剛走開去廁所
[00:17:34.440 --> 00:17:36.680]  其實我也是排這個位置的
[00:17:36.680 --> 00:17:38.440]  媽媽B便說
[00:17:38.440 --> 00:17:40.920]  你講的鬼子是不是
[00:17:40.920 --> 00:17:42.520]  誰都可以這樣講
[00:17:42.520 --> 00:17:43.400]  等等
[00:17:43.400 --> 00:17:46.760]  於是媽媽B和媽媽A互相爭論
[00:17:46.760 --> 00:17:48.920]  後來媽媽B的老公
[00:17:48.920 --> 00:17:50.200]  最初不知道去了哪裡
[00:17:50.200 --> 00:17:51.560]  總之叫著叫著
[00:17:51.560 --> 00:17:54.040]  老公B出場了
[00:17:54.040 --> 00:17:57.720]  老婆B或媽媽B便跟老公說
[00:17:57.720 --> 00:17:58.760]  老公
[00:17:58.760 --> 00:18:01.800]  這個女人這麼離譜的插隊
[00:18:01.800 --> 00:18:03.800]  你幫我罵她
[00:18:03.800 --> 00:18:06.280]  通常老婆叫老公做事
[00:18:06.280 --> 00:18:08.440]  很多時候老公都不理睬她
[00:18:08.440 --> 00:18:09.640]  不過在這個情況下
[00:18:09.640 --> 00:18:11.560]  老公便很信服
[00:18:11.560 --> 00:18:16.360]  於是老公B立即義正辭嚴地
[00:18:16.360 --> 00:18:19.000]  大罵媽媽A
[00:18:19.000 --> 00:18:21.160]  最後什麼結果我都忘記了
[00:18:21.160 --> 00:18:25.960]  我覺得場面有點搞笑
[00:18:25.960 --> 00:18:26.920]  還是什麼呢
[00:18:26.920 --> 00:18:28.360]  好像啼笑皆非
[00:18:28.360 --> 00:18:30.520]  你想像一下
[00:18:30.520 --> 00:18:32.040]  媽媽B媽媽A
[00:18:32.040 --> 00:18:34.840]  老公爸爸AB那些
[00:18:34.840 --> 00:18:37.960]  帶著小孩去科學博物館
[00:18:37.960 --> 00:18:39.960]  應該都是有些知識的人
[00:18:39.960 --> 00:18:41.320]  應該都不是
[00:18:41.320 --> 00:18:42.360]  就算是賣菜
[00:18:42.360 --> 00:18:43.880]  都是拿了大學學位
