
[00:00:00.000 --> 00:00:05.280]  各位兄弟姐妹 各位朋友 你們好
[00:04:02.240 --> 00:04:08.400]  有時候你會奇怪 究竟他是不是真的救世主啊?
[00:04:08.400 --> 00:04:12.880]  這個人就是耶穌 甚至對他有信心
[00:04:12.880 --> 00:04:15.760]  跟他有親戚關係的施洗約翰
[00:04:15.760 --> 00:04:19.280]  當他坐牢的時候 不禁找人問耶穌
[00:04:19.280 --> 00:04:20.960]  你到底是誰啊?
[00:04:20.960 --> 00:04:22.640]  路加分第七章二十四說
[00:04:22.640 --> 00:04:25.040]  那將要來的是你嗎?
[00:04:25.040 --> 00:04:28.160]  還是我們等後面的人呢?
[00:04:28.160 --> 00:04:32.720]  其實假如我是約翰 我也會問這個問題
[00:04:32.720 --> 00:04:36.000]  因為太過令人費解
[00:04:36.000 --> 00:04:41.120]  菲利普·耶恩斯說過一個非常有趣的故事
[00:04:41.120 --> 00:04:45.440]  有一次去俄國訪問田真理報的主編
[00:04:45.440 --> 00:04:50.320]  大家聊天 主編很坦白對菲利普·耶恩斯說
[00:04:50.320 --> 00:04:53.440]  我們共產黨徒和你們基督徒一樣
[00:04:53.440 --> 00:04:55.840]  都很想接受革命立法
[00:04:55.840 --> 00:04:58.640]  去建立一個公平公義的社會
[00:04:58.640 --> 00:05:01.120]  我們看到這個社會很不公平
[00:05:01.120 --> 00:05:03.760]  太多的痛苦 貧富懸殊
[00:05:03.760 --> 00:05:07.360]  所以就立志去建立這個人間的天堂
[00:05:07.360 --> 00:05:09.120]  但我們做夢也想不到
[00:05:09.120 --> 00:05:11.600]  經過七十四年共產黨的統治
[00:05:11.600 --> 00:05:15.280]  我們竟然製造在歷史裡面最黑暗的地獄
[00:05:15.280 --> 00:05:17.040]  我所得到的結案就是
[00:05:17.040 --> 00:05:19.520]  人心如果沒有改變
[00:05:19.520 --> 00:05:22.960]  一切革命都是往然
[00:05:22.960 --> 00:05:27.840]  如果我們看看耶穌基督在世上的事情
[00:05:27.840 --> 00:05:30.160]  記載在福音書
[00:05:30.160 --> 00:05:33.920]  我們就發覺一件很奇怪的事
[00:05:33.920 --> 00:05:36.160]  為什麼他不使用他的神蹟
[00:05:36.160 --> 00:05:37.840]  好像我這樣想像
[00:05:37.840 --> 00:05:41.360]  要死人復活 要病人得醫治
[00:05:41.360 --> 00:05:44.400]  改變這個社會
[00:05:44.400 --> 00:05:47.760]  有人說他最大的神蹟
[00:05:47.760 --> 00:05:53.280]  就是他強制自己不走那麼多的神蹟
[00:05:53.280 --> 00:05:56.320]  這是一個很弔詭性的真理
[00:05:56.320 --> 00:05:58.400]  但另一方面
[00:05:58.400 --> 00:06:01.600]  不單止是死楊漢文
[00:06:01.600 --> 00:06:04.160]  他到底是誰
[00:06:04.160 --> 00:06:05.760]  那些聽過他講道的人
[00:06:05.760 --> 00:06:06.800]  一樣問這個問題
[00:06:06.800 --> 00:06:10.160]  他到底是誰
[00:06:10.160 --> 00:06:13.360]  事實上他的言談不單奇怪
[00:06:13.360 --> 00:06:15.520]  而且令人難以理喻
[00:06:15.520 --> 00:06:17.680]  就好像楊漢福音來看
[00:06:17.680 --> 00:06:19.440]  《六合不忍》六章三十五字
[00:06:19.440 --> 00:06:20.480]  我是生命的糧
[00:06:20.480 --> 00:06:22.400]  到我這裡來的必定不餓
[00:06:22.400 --> 00:06:24.720]  信我的永遠不寒
[00:06:24.720 --> 00:06:25.760]  六章五十一字說
[00:06:25.760 --> 00:06:27.680]  我所要賜的糧
[00:06:27.680 --> 00:06:29.440]  就是我的肉
[00:06:29.440 --> 00:06:32.480]  為世人的生命所賜的
[00:06:32.480 --> 00:06:34.640]  你們若不吃人子的肉
[00:06:34.640 --> 00:06:36.160]  不喝人子的血
[00:06:36.160 --> 00:06:38.480]  就沒有生命在你們裡
[00:06:38.480 --> 00:06:40.000]  吃我肉喝我血的人
[00:06:40.000 --> 00:06:41.280]  就有永生
[00:06:41.280 --> 00:06:44.000]  在末日我要叫他復活
[00:06:44.000 --> 00:06:44.800]  八章五十八字
[00:06:44.800 --> 00:06:46.640]  我實實在在告訴你們
[00:06:46.640 --> 00:06:49.440]  說沒有阿波羅漢就有了我
[00:06:49.440 --> 00:06:51.360]  他說的是什麼
[00:06:51.360 --> 00:06:53.040]  奇怪啊
[00:06:53.040 --> 00:06:55.040]  但又充滿了權柄
[00:06:55.040 --> 00:06:57.920]  那些猶太人充滿疑惑
[00:06:57.920 --> 00:07:00.000]  他所說的沒有權柄
[00:07:00.000 --> 00:07:02.720]  他所做的很奇特
[00:07:02.720 --> 00:07:05.440]  但是他不知道他是誰
[00:07:05.440 --> 00:07:07.040]  甚至那些民事
[00:07:07.040 --> 00:07:08.640]  反對他的執法理財人
[00:07:08.640 --> 00:07:10.000]  都會問這句
[00:07:10.000 --> 00:07:12.640]  究竟他是誰
[00:07:12.640 --> 00:07:14.240]  不但如此
[00:07:14.240 --> 00:07:17.760]  他所行言的也都非常奇特
[00:07:17.760 --> 00:07:19.120]  不但他說的奇怪
[00:07:19.120 --> 00:07:21.280]  他的行為也都非常奇怪
[00:07:21.280 --> 00:07:24.960]  當他行言了平靜風浪的神蹟之後
[00:07:24.960 --> 00:07:26.800]  那些日北的就問到
[00:07:26.800 --> 00:07:28.400]  這到底是誰
[00:07:28.400 --> 00:07:30.080]  連風和海也聽了
[00:07:30.080 --> 00:07:33.680]  他說當耶穌趕完鬼
[00:07:33.680 --> 00:07:34.880]  行完神蹟的時候
[00:07:34.880 --> 00:07:37.120]  眾人就驚訝彼此對問說
[00:07:37.120 --> 00:07:38.720]  這是什麼道理
[00:07:38.720 --> 00:07:40.160]  因為他用權柄能力
[00:07:40.160 --> 00:07:41.040]  發動了鬼
[00:07:41.040 --> 00:07:42.560]  鬼就出來了
[00:07:42.560 --> 00:07:45.040]  老家福音第四章三十六節
[00:07:45.040 --> 00:07:47.600]  當耶穌醫好那個瘸腿的人
[00:07:47.600 --> 00:07:50.320]  眾人就一致滿心懼怕說
[00:07:50.320 --> 00:07:53.360]  我們今天所看見的非常事了
[00:07:53.360 --> 00:07:55.360]  他到底是誰
[00:07:55.360 --> 00:07:56.880]  不但昔日的人問
[00:07:56.880 --> 00:07:59.360]  今天也有不少人問
[00:07:59.360 --> 00:08:01.360]  有人以為他是宗教家
[00:08:01.360 --> 00:08:03.920]  有人以為他是偉大的教師
[00:08:03.920 --> 00:08:06.800]  有人以為他是人民的鴉票
[00:08:06.800 --> 00:08:10.000]  有人以為他是失敗的革命分子
[00:08:10.000 --> 00:08:11.920]  有人以為他是騙子
[00:08:11.920 --> 00:08:13.360]  但無論如何
[00:08:13.360 --> 00:08:14.720]  這個被打不還手
[00:08:14.720 --> 00:08:16.160]  被罵不還口
[00:08:16.160 --> 00:08:19.440]  被釘死在十字架的耶穌
[00:08:19.440 --> 00:08:24.560]  是直至今天征服了多少光眼的心牆
[00:08:24.560 --> 00:08:27.120]  多少販夫酒粥改變
[00:08:27.120 --> 00:08:30.240]  無論有錢沒錢
[00:08:30.240 --> 00:08:32.000]  有學問沒學問的人
[00:08:32.000 --> 00:08:33.520]  一接觸耶穌
[00:08:33.520 --> 00:08:34.800]  信了耶穌的時候
[00:08:34.800 --> 00:08:36.480]  他的生命就改變了
[00:08:36.480 --> 00:08:40.160]  多少破碎的心靈和家庭得以重整
[00:08:40.160 --> 00:08:42.240]  究竟他是誰
[00:08:42.240 --> 00:08:43.360]  這正是我們今天在
[00:08:43.360 --> 00:08:45.840]  耶穌福音第十章十九至三十節
[00:08:45.840 --> 00:08:48.400]  所討論的課題
[00:08:48.400 --> 00:08:51.440]  首先我們看看十九至二十一節
[00:08:51.440 --> 00:08:55.040]  他是否被鬼符神經不正常的人
[00:08:55.040 --> 00:08:56.880]  十九至二十一節
[00:08:56.880 --> 00:09:00.080]  猶太人為這些話又起了紛爭
[00:09:00.080 --> 00:09:02.080]  內宗有好些人說
[00:09:02.080 --> 00:09:04.000]  他是被鬼附著
[00:09:04.000 --> 00:09:05.920]  而且瘋了
[00:09:05.920 --> 00:09:07.760]  為什麼聽他呢?
[00:09:07.760 --> 00:09:11.040]  有人說這不是鬼符人所說的話
[00:09:11.040 --> 00:09:15.280]  鬼豈能叫「核子的眼睛」開了呢?
[00:09:15.280 --> 00:09:18.080]  這些猶太人聽到耶穌的教訓
[00:09:18.080 --> 00:09:20.080]  看到耶穌的神蹟
[00:09:20.080 --> 00:09:22.160]  就再次起了紛爭
[00:09:22.160 --> 00:09:24.800]  我們要留意「紛爭」這個字
[00:09:24.800 --> 00:09:28.160]  「紛爭」這個字在希臘語的原文
[00:09:28.160 --> 00:09:30.800]  是開頭的第一個字
[00:09:30.800 --> 00:09:34.000]  表示這是一個非常重要的觀念
[00:09:34.000 --> 00:09:36.000]  重點就放在「紛爭」
[00:09:36.000 --> 00:09:37.200]  如果我們靜悄悄地
[00:09:37.200 --> 00:09:40.080]  「紛爭」又揭起了
[00:09:40.080 --> 00:09:41.680]  「紛爭」這個字
[00:09:41.680 --> 00:09:44.720]  希臘語叫「skizma」
[00:09:44.720 --> 00:09:47.600]  英文的「schizophrenic」這個字
[00:09:47.600 --> 00:09:49.200]  就是由這個字來的
[00:09:49.200 --> 00:09:53.360]  「skizma」本來的意思就是「分裂」
[00:09:53.360 --> 00:09:56.880]  猶太人控告耶穌是發瘋
[00:09:56.880 --> 00:10:01.680]  其實真正發瘋、真正分裂的不是耶穌
[00:10:01.680 --> 00:10:04.720]  是那些不信耶穌的猶太人
[00:10:04.720 --> 00:10:06.160]  因為很幽默
[00:10:06.160 --> 00:10:09.440]  他就說又再次起了紛爭
[00:10:09.440 --> 00:10:11.840]  似乎是一個慣常的例子
[00:10:11.840 --> 00:10:13.600]  當耶穌說完道理
[00:10:13.600 --> 00:10:14.640]  或者行了神蹟
[00:10:14.640 --> 00:10:16.800]  猶太人都起了紛爭
[00:10:16.800 --> 00:10:21.600]  有些人以為有料到是真的
[00:10:21.600 --> 00:10:24.480]  我想真理往往就起了這樣的紛爭
[00:10:24.480 --> 00:10:26.480]  有時當我們要維護真理
[00:10:26.480 --> 00:10:28.960]  說出真理難免會引起紛爭
[00:10:28.960 --> 00:10:29.920]  很可惜
[00:10:29.920 --> 00:10:31.600]  不少的中國人
[00:10:31.600 --> 00:10:33.600]  尤其是在教會裏面
[00:10:33.600 --> 00:10:34.880]  識事利人
[00:10:34.880 --> 00:10:36.000]  不要搞分裂
[00:10:36.000 --> 00:10:38.240]  大家不要理會真理
[00:10:38.240 --> 00:10:39.680]  不想搞紛爭
[00:10:39.680 --> 00:10:41.280]  於是就埋沒真理
[00:10:41.280 --> 00:10:44.800]  這個絕對不是聖經的認同
[00:10:44.800 --> 00:10:45.920]  20節
[00:10:45.920 --> 00:10:47.920]  內宗有個好消息
[00:10:47.920 --> 00:10:49.920]  他是被鬼附著的
[00:10:49.920 --> 00:10:51.360]  而且瘋了
[00:10:51.360 --> 00:10:53.120]  為什麼要稱他呢
[00:10:53.120 --> 00:10:56.800]  原文的重點和語氣絕不是客氣
[00:10:56.800 --> 00:10:58.000]  直接可以說
[00:10:58.000 --> 00:11:00.000]  鬼呀 他是鬼來的
[00:11:00.000 --> 00:11:01.760]  他是瘋的
[00:11:01.760 --> 00:11:03.360]  還可以聽到他講話
[00:11:03.360 --> 00:11:04.480]  有沒有搞錯
[00:11:04.480 --> 00:11:06.160]  聽到是多餘的
[00:11:06.160 --> 00:11:08.560]  在整本約翰福音
[00:11:08.560 --> 00:11:10.080]  鬼這個字
[00:11:10.080 --> 00:11:11.840]  Demonia這個字
[00:11:11.840 --> 00:11:13.440]  其他沒有出現過
[00:11:13.440 --> 00:11:15.760]  唯一出現就是這個地方
[00:11:15.760 --> 00:11:19.200]  是猶太人用這個字來斥責耶穌
[00:11:19.200 --> 00:11:20.880]  說他被鬼附
[00:11:20.880 --> 00:11:22.480]  又說他瘋的
[00:11:22.480 --> 00:11:23.600]  當然
[00:11:23.600 --> 00:11:24.720]  對他們來說
[00:11:24.720 --> 00:11:25.680]  二二為一
[00:11:25.680 --> 00:11:26.880]  瘋就是被鬼附
[00:11:26.880 --> 00:11:28.560]  被鬼附就是瘋了
[00:11:28.560 --> 00:11:31.120]  他們用了一個很毒的詭計
[00:11:31.120 --> 00:11:34.000]  當他們和耶穌辯論的時候
[00:11:34.000 --> 00:11:37.360]  他們不能夠找出耶穌
[00:11:37.360 --> 00:11:39.760]  有任何錯誤的地方
[00:11:39.760 --> 00:11:41.440]  因為他們不是講道理
[00:11:41.440 --> 00:11:43.440]  他們只是講人身攻擊
[00:11:43.440 --> 00:11:46.640]  於是攻擊一個瘋狂的人
[00:11:46.640 --> 00:11:48.080]  說他是瘋狂的
[00:11:48.080 --> 00:11:49.840]  說他被鬼附的
[00:11:49.840 --> 00:11:51.680]  其實我們今天打開報紙看看
[00:11:51.680 --> 00:11:53.200]  政客何嘗不是這樣
[00:11:53.200 --> 00:11:56.000]  在今天美國整個社會裡面
[00:11:56.000 --> 00:11:57.520]  何嘗不是你攻擊我
[00:11:57.520 --> 00:11:58.400]  我攻擊你
[00:11:58.400 --> 00:12:00.400]  政客彼此的攻擊
[00:12:00.400 --> 00:12:02.240]  鬧得整個國家
[00:12:02.240 --> 00:12:03.360]  天裏破碎
[00:12:03.360 --> 00:12:04.560]  紛爭
[00:12:04.560 --> 00:12:06.000]  留意
[00:12:06.000 --> 00:12:07.600]  正如你所說
[00:12:07.600 --> 00:12:09.280]  內中有好些人
[00:12:09.280 --> 00:12:10.800]  也不少人
[00:12:10.800 --> 00:12:13.280]  很多人都是這樣
[00:12:13.280 --> 00:12:15.600]  有一個全民投票
[00:12:15.600 --> 00:12:17.440]  說耶穌是不是瘋子
[00:12:17.440 --> 00:12:19.120]  我相信不少人都說
[00:12:19.120 --> 00:12:22.080]  耶穌應該是精神病院
[00:12:22.080 --> 00:12:25.360]  但不是所有人都這麼傻
[00:12:25.360 --> 00:12:28.320]  其中有些懂得用腦去想想
[00:12:28.320 --> 00:12:29.120]  二手字
[00:12:29.120 --> 00:12:30.080]  有些人說
[00:12:30.080 --> 00:12:32.320]  只不過是鬼附的人所說的話
[00:12:32.320 --> 00:12:35.920]  鬼豈能叫核子的眼睛開了呢
[00:12:35.920 --> 00:12:38.880]  這些人是講證據講道理的
[00:12:38.880 --> 00:12:40.160]  如果他是瘋子
[00:12:40.160 --> 00:12:42.240]  如果是被鬼附的
[00:12:42.240 --> 00:12:45.680]  為什麼他可以叫核子的眼睛開呢
[00:12:45.680 --> 00:12:46.720]  胡耀邦說
[00:12:46.720 --> 00:12:50.240]  這個人既然沒有這種的愛心
[00:12:50.240 --> 00:12:51.920]  沒有這種的操守
[00:12:51.920 --> 00:12:53.520]  沒有這種的能力
[00:12:53.520 --> 00:12:56.320]  他怎麼可以叫一個核子來抹案件呢
[00:12:56.320 --> 00:12:59.360]  他之所以能夠叫一個核子來抹案件
[00:12:59.360 --> 00:13:00.960]  對這些猶太人來說
[00:13:00.960 --> 00:13:03.680]  就證明他有神力
[00:13:03.680 --> 00:13:05.680]  就證明他有愛心
[00:13:05.680 --> 00:13:07.680]  如果他不是這樣
[00:13:07.680 --> 00:13:08.880]  是瘋的
[00:13:08.880 --> 00:13:10.320]  是瘋狂的
[00:13:10.320 --> 00:13:11.920]  是鬼來的
[00:13:11.920 --> 00:13:15.360]  怎麼可能叫一個核子的眼睛開呢
[00:13:15.360 --> 00:13:17.680]  我們細細想一想
[00:13:17.680 --> 00:13:21.680]  你看看耶穌所作所行所說的
[00:13:21.680 --> 00:13:26.240]  我相信不少人不認識他
[00:13:26.240 --> 00:13:28.080]  都以為是打的
[00:13:28.080 --> 00:13:29.520]  錯的
[00:13:29.520 --> 00:13:31.440]  以為他是瘋子
[00:13:31.440 --> 00:13:33.680]  其實真正分裂的人
[00:13:33.680 --> 00:13:36.000]  正是這些不信的猶太人
[00:13:36.000 --> 00:13:38.960]  和不信的所有人
[00:13:38.960 --> 00:13:41.200]  所以我們看到
[00:13:41.200 --> 00:13:43.200]  耶穌究竟是誰
[00:13:43.200 --> 00:13:47.840]  他絕對不是一個精神不正常的人
[00:13:47.840 --> 00:13:51.360]  第二我們看看他是誰
[00:13:51.360 --> 00:13:52.400]  是基督
[00:13:52.400 --> 00:13:54.960]  我們看22-28
[00:13:54.960 --> 00:13:57.840]  在耶路撒冷有修奠節
[00:13:57.840 --> 00:13:59.760]  是冬天的時候
[00:13:59.760 --> 00:14:04.240]  耶穌在奠女所羅門的廊下行走
[00:14:04.240 --> 00:14:06.000]  猶太人為了打算
[00:14:06.000 --> 00:14:07.840]  你叫我們猶疑
[00:14:07.840 --> 00:14:10.400]  不定到何時呢
[00:14:10.400 --> 00:14:12.160]  你又是基督
[00:14:12.160 --> 00:14:13.920]  又明明告訴我們
[00:14:13.920 --> 00:14:16.160]  你告訴我們
[00:14:16.160 --> 00:14:18.880]  那天是修奠節
[00:14:18.880 --> 00:14:20.640]  什麼叫修奠節呢
[00:14:20.640 --> 00:14:23.440]  英文叫Festival of Dedication
[00:14:23.440 --> 00:14:26.640]  是猶太人一年當中最後一個節日
[00:14:26.640 --> 00:14:29.360]  又稱為光節Festival of Light
[00:14:29.360 --> 00:14:32.400]  猶太人稱它為Hanukkah
[00:14:32.400 --> 00:14:35.360]  大約是12月時分
[00:14:35.360 --> 00:14:39.200]  我們要明白Hanukkah是什麼意思
[00:14:39.200 --> 00:14:43.040]  公元前175年至164年
[00:14:43.040 --> 00:14:47.520]  敘利亞的皇帝Antiochus Epiphanes
[00:14:47.520 --> 00:14:55.200]  他很銳意推行希臘文化和宗教
[00:14:55.200 --> 00:14:59.440]  推行希臘語言和宗教
[00:14:59.440 --> 00:15:02.080]  成為了他的心儀宗
[00:15:02.080 --> 00:15:04.480]  很想全國都接受
[00:15:04.480 --> 00:15:07.360]  如果他反對猶太教
[00:15:07.360 --> 00:15:11.200]  在公元前170年圍攻耶路撒冷
[00:15:11.200 --> 00:15:14.400]  有8萬個猶太人因此而戰死
[00:15:14.400 --> 00:15:18.000]  攻佔城市搶奪聖殿庫房
[00:15:18.000 --> 00:15:20.800]  下令將一切受國禮的人處死
[00:15:20.800 --> 00:15:22.720]  並污衊聖殿
[00:15:22.720 --> 00:15:23.840]  設有記載
[00:15:23.840 --> 00:15:25.920]  將頭放在祭壇上
[00:15:25.920 --> 00:15:28.160]  極盡侮辱的臨時
[00:15:28.160 --> 00:15:30.400]  猶太人忍無可忍
[00:15:30.400 --> 00:15:32.560]  到公元前164年
[00:15:32.560 --> 00:15:35.680]  在馬加比Judas Maccabees
[00:15:35.680 --> 00:15:37.520]  揭竿起義
[00:15:37.520 --> 00:15:41.440]  一舉將Antiochus Epiphanes打敗
[00:15:41.440 --> 00:15:42.560]  跌陣聖殿
[00:15:42.560 --> 00:15:43.840]  修理聖殿
[00:15:43.840 --> 00:15:45.680]  所以稱為聖殿節
[00:15:45.680 --> 00:15:46.880]  到了這個節日
[00:15:46.880 --> 00:15:48.960]  家家戶戶都點起家火
[00:15:48.960 --> 00:15:50.640]  即是家中的火
[00:15:50.640 --> 00:15:52.000]  一共有8間房
[00:15:52.000 --> 00:15:54.720]  哇!到時萬家登訪
[00:15:54.720 --> 00:15:56.400]  團盛放量
[00:15:56.400 --> 00:15:57.840]  耶穌在這個時候說
[00:15:57.840 --> 00:15:59.680]  我是世界的光
[00:15:59.680 --> 00:16:01.360]  這個正是修殿節
[00:16:01.360 --> 00:16:02.560]  冬天的時候
[00:16:02.560 --> 00:16:04.800]  耶穌在墨語一個狼子
[00:16:04.800 --> 00:16:07.600]  叫做Solomon王狼行走
[00:16:07.600 --> 00:16:10.320]  猶太人有遺字要問他一個問題
[00:16:10.320 --> 00:16:13.760]  你叫我們猶豫不定要到何時
[00:16:13.760 --> 00:16:16.640]  你若是基督明明告訴我們
[00:16:16.640 --> 00:16:19.600]  猶豫不定這個字叫Iroh
[00:16:19.600 --> 00:16:21.360]  是一個很有趣的字
[00:16:21.360 --> 00:16:23.680]  即是說要我命
[00:16:23.680 --> 00:16:26.480]  為什麼猶太人會這樣說
[00:16:26.480 --> 00:16:28.320]  耶穌所說的
[00:16:28.320 --> 00:16:32.080]  是一個非常革命性的道理
[00:16:32.080 --> 00:16:33.520]  簡直是一枚炸彈
[00:16:33.520 --> 00:16:35.920]  炸到多士的心在裏面
[00:16:35.920 --> 00:16:37.280]  所以說人家說的話
[00:16:37.280 --> 00:16:39.520]  真是要我們命
[00:16:39.520 --> 00:16:41.120]  因為這班人
[00:16:41.120 --> 00:16:43.920]  丙城猶太教
[00:16:43.920 --> 00:16:48.720]  他們是要猶太復興
[00:16:48.720 --> 00:16:50.640]  他們所相信的理想
[00:16:50.640 --> 00:16:52.560]  是一個政治的理想
[00:16:52.560 --> 00:16:54.960]  是要結成這個聖殿
[00:16:54.960 --> 00:16:57.680]  要以色列能夠復興
[00:16:57.680 --> 00:17:00.640]  所以他們說這句話
[00:17:00.640 --> 00:17:02.320]  不是哈哈哈哈
[00:17:02.320 --> 00:17:06.080]  是說清楚一點
[00:17:06.080 --> 00:17:07.440]  不用說得這麼含糊
[00:17:07.440 --> 00:17:08.640]  讓我們亂猜
[00:17:08.640 --> 00:17:12.160]  你究竟是不是告他彌賽亞
[00:17:12.160 --> 00:17:13.280]  事實不是這樣
[00:17:13.280 --> 00:17:14.320]  不是這麼矮
[00:17:14.320 --> 00:17:16.640]  他們對耶穌很生氣
[00:17:16.640 --> 00:17:19.040]  你現在所說的
[00:17:19.040 --> 00:17:22.640]  和Antiochus有什麼分別
[00:17:22.640 --> 00:17:25.120]  Antiochus Epiphanes
[00:17:25.120 --> 00:17:27.920]  就是想毀滅我們猶太教
[00:17:27.920 --> 00:17:29.600]  要我們命
[00:17:29.600 --> 00:17:31.360]  你今天所做的
[00:17:31.360 --> 00:17:33.040]  和他有什麼分別
[00:17:33.040 --> 00:17:35.360]  不一樣拿我們的命
[00:17:35.360 --> 00:17:38.160]  想推翻猶太教
[00:17:38.160 --> 00:17:43.440]  是一個極之無客氣的恐嚇
[00:17:43.440 --> 00:17:45.440]  25節耶穌回答說
[00:17:45.440 --> 00:17:47.040]  我已經告訴你們
[00:17:47.040 --> 00:17:48.560]  你們不信
[00:17:48.560 --> 00:17:50.320]  我奉我父之命
[00:17:50.320 --> 00:17:51.920]  所行的一切事
[00:17:51.920 --> 00:17:53.760]  可以為我作辯證
[00:17:53.760 --> 00:17:55.200]  只是你們不信
[00:17:55.200 --> 00:17:57.280]  因為你們不是我的羊
[00:17:57.280 --> 00:18:00.480]  耶穌的答案可謂一針見血
[00:18:00.480 --> 00:18:03.680]  問題不是耶穌說得不清楚
[00:18:03.680 --> 00:18:07.520]  不是耶穌表達得不清楚
[00:18:07.520 --> 00:18:08.720]  不是
[00:18:08.720 --> 00:18:10.880]  是他們的心
[00:18:10.880 --> 00:18:13.120]  信和不信的問題
[00:18:13.120 --> 00:18:14.720]  耶穌所行的一切
[00:18:14.720 --> 00:18:16.960]  已經證明他就是基督
[00:18:16.960 --> 00:18:18.560]  他就是永生神的兒子
[00:18:18.560 --> 00:18:20.160]  他就是彌撒勒
[00:18:20.160 --> 00:18:22.640]  只不過那些人選擇不信
