
[00:00:00.000 --> 00:00:05.000]  各位姐妹主女平安
[00:06:23.000 --> 00:06:25.000]  不要不賜給我」
[00:06:25.000 --> 00:06:26.000]  哪兩件事情呢?
[00:06:26.000 --> 00:06:30.000]  虛假和謊言遠離我 這是第一件
[00:06:30.000 --> 00:06:33.000]  第二件事情 長一點 三句話
[00:06:33.000 --> 00:06:38.000]  使我也不貧窮 也不富足
[00:06:38.000 --> 00:06:43.000]  賜我日用的飲食
[00:06:43.000 --> 00:06:45.000]  求上帝叫我不要貧窮
[00:06:45.000 --> 00:06:48.000]  人人都會祈禱
[00:06:48.000 --> 00:06:53.000]  請你記得 智慧人的祈禱是連同一句
[00:06:53.000 --> 00:06:56.000]  也不富足
[00:06:56.000 --> 00:06:59.000]  你肯這樣祈禱嗎?
[00:06:59.000 --> 00:07:02.000]  所以耶穌教了我們
[00:07:02.000 --> 00:07:05.000]  其實你已經祈禱了 但你不知道
[00:07:05.000 --> 00:07:07.000]  主禱文說什麼呢?
[00:07:07.000 --> 00:07:11.000]  「我們日用的飲食 今日賜給我們」
[00:07:11.000 --> 00:07:13.000]  你想一會兒去哪裏吃晚餐
[00:07:13.000 --> 00:07:19.000]  這就是真言 智慧人的祈禱的總結
[00:07:19.000 --> 00:07:23.000]  也不貧窮 也不富足
[00:07:23.000 --> 00:07:25.000]  日用的飲食
[00:07:25.000 --> 00:07:30.000]  下次背主禱文 你知道你在求什麼了
[00:07:30.000 --> 00:07:32.000]  為什麼要這樣祈禱呢?
[00:07:32.000 --> 00:07:34.000]  因為青草地溪水旁
[00:07:34.000 --> 00:07:39.000]  只是上帝的牧羊的其量
[00:07:39.000 --> 00:07:44.000]  八分之一 四段 頭一段的一半
[00:07:44.000 --> 00:07:47.000]  就是八分之一
[00:07:47.000 --> 00:07:50.000]  更重要的下半
[00:07:50.000 --> 00:07:55.000]  是上帝為他的名的緣故
[00:07:55.000 --> 00:07:56.000]  如何說呢?
[00:07:56.000 --> 00:08:03.000]  引導我們走在二路上
[00:08:03.000 --> 00:08:06.000]  所以耶穌教得好 你也懂得
[00:08:06.000 --> 00:08:08.000]  大概不用powerpoint你也懂得背
[00:08:08.000 --> 00:08:13.000]  你們要先求神的國和什麼呢?
[00:08:13.000 --> 00:08:16.000]  神的兒 接著下面呢?
[00:08:16.000 --> 00:08:23.000]  「這些東西都要加給你們了」
[00:08:23.000 --> 00:08:25.000]  什麼是這些東西呢?
[00:08:25.000 --> 00:08:34.000]  吃什麼 喝什麼 穿什麼 登山補訓
[00:08:34.000 --> 00:08:36.000]  應該很熟悉的了
[00:08:36.000 --> 00:08:38.000]  就算不懂得背也好
[00:08:38.000 --> 00:08:40.000]  這兩句也應該記得吧
[00:08:40.000 --> 00:08:45.000]  所以上帝的名
[00:08:45.000 --> 00:08:51.000]  和我們相配的不是青草地溪水旁
[00:08:51.000 --> 00:08:53.000]  懂不懂得這樣聽?
[00:08:53.000 --> 00:08:55.000]  你在青草地 溪水旁
[00:08:55.000 --> 00:08:59.000]  不是榮耀著他的名
[00:08:59.000 --> 00:09:01.000]  要榮耀他的名
[00:09:01.000 --> 00:09:05.000]  讓我們走在他的國
[00:09:05.000 --> 00:09:09.000]  他的兒的道路上
[00:09:09.000 --> 00:09:11.000]  你肯不肯?
[00:09:11.000 --> 00:09:14.000]  這句用的動詞是引導的
[00:09:14.000 --> 00:09:17.000]  不是拉著我們
[00:09:17.000 --> 00:09:19.000]  好像一隻狗一樣
[00:09:19.000 --> 00:09:20.000]  有條繩子一樣
[00:09:20.000 --> 00:09:22.000]  有時你見到主人真的很淒涼
[00:09:22.000 --> 00:09:24.000]  一隻狗四隻腳頂著
[00:09:24.000 --> 00:09:26.000]  他就死的拉
[00:09:26.000 --> 00:09:28.000]  一隻狗吊起了
[00:09:28.000 --> 00:09:31.000]  大隻的就拉著你
[00:09:31.000 --> 00:09:33.000]  上帝沒有這樣拉我們
[00:09:33.000 --> 00:09:35.000]  他引導我們
[00:09:35.000 --> 00:09:37.000]  關鍵是你明白
[00:09:37.000 --> 00:09:41.000]  你願意跟從他嗎?
[00:09:41.000 --> 00:09:45.000]  在正常的生活當中
[00:09:45.000 --> 00:09:50.000]  上帝很願意賜給我們豐富
[00:09:50.000 --> 00:09:56.000]  讓我們分享他創造一切的美好
[00:09:56.000 --> 00:09:58.000]  不是孤寒
[00:09:58.000 --> 00:10:00.000]  是要我們刻苦耐勞
[00:10:00.000 --> 00:10:03.000]  所以牧師不要給這麼高薪水
[00:10:03.000 --> 00:10:05.000]  要為主受苦
[00:10:05.000 --> 00:10:09.000]  搞錯了
[00:10:09.000 --> 00:10:12.000]  上帝的牧羊
[00:10:12.000 --> 00:10:17.000]  比起我們心目中最緊張的
[00:10:17.000 --> 00:10:21.000]  豐富再高一層
[00:10:21.000 --> 00:10:27.000]  要求是他的國
[00:10:27.000 --> 00:10:30.000]  他的義
[00:10:30.000 --> 00:10:32.000]  這是第一段
[00:10:32.000 --> 00:10:34.000]  沒有缺乏的
[00:10:34.000 --> 00:10:36.000]  不是缺乏清草地稽稅
[00:10:36.000 --> 00:10:40.000]  不是缺乏富足還是貧窮
[00:10:40.000 --> 00:10:42.000]  很多時候我們缺乏的
[00:10:42.000 --> 00:10:44.000]  什麼是神的國
[00:10:44.000 --> 00:10:46.000]  神的義
[00:10:46.000 --> 00:10:48.000]  都不知道
[00:10:48.000 --> 00:10:50.000]  怎樣選擇
[00:10:50.000 --> 00:10:52.000]  沒有缺乏
[00:10:52.000 --> 00:10:57.000]  其實針對我們信主很多年
[00:10:57.000 --> 00:10:59.000]  但我們只記得的
[00:10:59.000 --> 00:11:01.000]  緊張的
[00:11:01.000 --> 00:11:03.000]  還是清草地稽稅
[00:11:03.000 --> 00:11:07.000]  原來上帝的牧羊
[00:11:07.000 --> 00:11:09.000]  那個焦點
[00:11:09.000 --> 00:11:11.000]  那個關鍵
[00:11:11.000 --> 00:11:13.000]  是他的國
[00:11:13.000 --> 00:11:15.000]  是他的義
[00:11:15.000 --> 00:11:17.000]  你記得
[00:11:17.000 --> 00:11:19.000]  主耶穌說過
[00:11:19.000 --> 00:11:21.000]  為義受逼迫
[00:11:21.000 --> 00:11:23.000]  是有福的
[00:11:23.000 --> 00:11:25.000]  原來神的國
[00:11:25.000 --> 00:11:27.000]  神的義
[00:11:27.000 --> 00:11:29.000]  不是躺在清草地稽稅旁
[00:11:29.000 --> 00:11:31.000]  這麼簡單
[00:11:31.000 --> 00:11:33.000]  是會受逼迫
[00:11:33.000 --> 00:11:35.000]  如果因為我的名
[00:11:35.000 --> 00:11:37.000]  辱罵你們
[00:11:37.000 --> 00:11:39.000]  有福
[00:11:39.000 --> 00:11:41.000]  這些我們不喜歡的
[00:11:41.000 --> 00:11:43.000]  從來不會抄給人的金句
[00:11:43.000 --> 00:11:45.000]  上帝是這樣
[00:11:45.000 --> 00:11:47.000]  講清楚給我們聽
[00:11:47.000 --> 00:11:49.000]  你願意就跟錯了
[00:11:49.000 --> 00:11:51.000]  上帝原來你不是
[00:11:51.000 --> 00:11:53.000]  夠苦夠爛
[00:11:53.000 --> 00:11:55.000]  你不是讓我盤滿缽滿
[00:11:55.000 --> 00:11:57.000]  黃大仙給你的
[00:11:57.000 --> 00:11:59.000]  你就去插頭絕鄉
[00:11:59.000 --> 00:12:02.000]  但是上帝獨一的真實
[00:12:02.000 --> 00:12:05.000]  他成為我們的牧者
[00:12:05.000 --> 00:12:07.000]  他緊張的
[00:12:07.000 --> 00:12:09.000]  是他的名字
[00:12:09.000 --> 00:12:11.000]  為自己的名
[00:12:11.000 --> 00:12:13.000]  引導我
[00:12:13.000 --> 00:12:15.000]  走義路
[00:12:15.000 --> 00:12:17.000]  這是第一段
[00:12:17.000 --> 00:12:19.000]  聽得明白了
[00:12:19.000 --> 00:12:21.000]  還有三段
[00:12:21.000 --> 00:12:23.000]  接著說什麼
[00:12:23.000 --> 00:12:27.000]  我雖然
[00:12:27.000 --> 00:12:31.000]  行過死刃的幽谷
[00:12:31.000 --> 00:12:33.000]  也不怕造化
[00:12:33.000 --> 00:12:35.000]  因為你與我同在
[00:12:35.000 --> 00:12:37.000]  你的將
[00:12:37.000 --> 00:12:39.000]  你的肝
[00:12:39.000 --> 00:12:41.000]  都安慰我
[00:12:41.000 --> 00:12:43.000]  說什麼
[00:12:43.000 --> 00:12:45.000]  說我們去到
[00:12:45.000 --> 00:12:47.000]  很危險的環境
[00:12:47.000 --> 00:12:49.000]  一隻羊
[00:12:49.000 --> 00:12:51.000]  需要牧羊人保護
[00:12:51.000 --> 00:12:53.000]  所以
[00:12:53.000 --> 00:12:55.000]  牧羊人手中的
[00:12:55.000 --> 00:12:57.000]  象和肝
[00:12:57.000 --> 00:12:59.000]  就是打那些
[00:12:59.000 --> 00:13:01.000]  野獸
[00:13:01.000 --> 00:13:03.000]  獅子
[00:13:03.000 --> 00:13:05.000]  巴勒斯坦沒有老虎
[00:13:05.000 --> 00:13:07.000]  所以紅人
[00:13:07.000 --> 00:13:09.000]  大衛也是這樣
[00:13:09.000 --> 00:13:11.000]  跟數羅王說
[00:13:11.000 --> 00:13:13.000]  牧羊人看羊的時候
[00:13:13.000 --> 00:13:15.000]  都是這樣
[00:13:15.000 --> 00:13:17.000]  跟這些猛獸搏鬥
[00:13:17.000 --> 00:13:19.000]  大衛這句
[00:13:19.000 --> 00:13:21.000]  其實是一個
[00:13:21.000 --> 00:13:23.000]  Blof
[00:13:23.000 --> 00:13:25.000]  他不是跟哥利亞
[00:13:25.000 --> 00:13:27.000]  搏鬥
[00:13:27.000 --> 00:13:29.000]  他是怎樣打死哥利亞的
[00:13:29.000 --> 00:13:31.000]  靠一顆石
[00:13:31.000 --> 00:13:33.000]  其實要擋那顆石
[00:13:33.000 --> 00:13:35.000]  很容易
[00:13:35.000 --> 00:13:37.000]  你知道嗎
[00:13:37.000 --> 00:13:39.000]  一個勇士
[00:13:39.000 --> 00:13:41.000]  手裡有盾牌
[00:13:41.000 --> 00:13:43.000]  就算沒有也好
[00:13:43.000 --> 00:13:45.000]  他右手邊
[00:13:45.000 --> 00:13:47.000]  有人幫他拿著盾牌
[00:13:47.000 --> 00:13:49.000]  只要擋在前面
[00:13:49.000 --> 00:13:51.000]  你幾顆石都過不到
[00:13:51.000 --> 00:13:53.000]  你明白嗎
[00:13:53.000 --> 00:13:55.000]  所以大衛一路要叫住
[00:13:55.000 --> 00:13:57.000]  他要令到
[00:13:57.000 --> 00:13:59.000]  哥利亞相信
[00:13:59.000 --> 00:14:01.000]  他想走過去
[00:14:01.000 --> 00:14:03.000]  跟他辱駁
[00:14:03.000 --> 00:14:05.000]  一顆過去
[00:14:05.000 --> 00:14:07.000]  正中額頭
[00:14:07.000 --> 00:14:11.000]  我2012年的時候
[00:14:11.000 --> 00:14:13.000]  有機會去到巴勒斯坦
[00:14:13.000 --> 00:14:15.000]  一個弟兄
[00:14:15.000 --> 00:14:17.000]  做我們這一團的導遊
[00:14:17.000 --> 00:14:19.000]  很好的基督徒弟兄
[00:14:19.000 --> 00:14:21.000]  伯利恆人
[00:14:21.000 --> 00:14:23.000]  他跟我們分享了很多故事
[00:14:23.000 --> 00:14:25.000]  他們世代牧羊
[00:14:25.000 --> 00:14:27.000]  他們世代牧羊
[00:14:27.000 --> 00:14:29.000]  他叔叔有份
[00:14:29.000 --> 00:14:31.000]  發現死海古卷
[00:14:31.000 --> 00:14:33.000]  所以很多故事聽
[00:14:33.000 --> 00:14:35.000]  他親口告訴我們
[00:14:35.000 --> 00:14:37.000]  他說牧羊人的
[00:14:37.000 --> 00:14:39.000]  象和
[00:14:39.000 --> 00:14:41.000]  肝
[00:14:41.000 --> 00:14:43.000]  從來都不是為了
[00:14:43.000 --> 00:14:45.000]  要對付
[00:14:45.000 --> 00:14:47.000]  毒蛇猛獸
[00:14:47.000 --> 00:14:49.000]  那做什麼的
[00:14:49.000 --> 00:14:51.000]  是要來
[00:14:51.000 --> 00:14:53.000]  對付那隻羊
[00:14:53.000 --> 00:14:55.000]  羊的特性
[00:14:55.000 --> 00:14:57.000]  不是我們
[00:14:57.000 --> 00:14:59.000]  去到動物園
[00:14:59.000 --> 00:15:01.000]  還是在多倫多
[00:15:01.000 --> 00:15:03.000]  商場
[00:15:03.000 --> 00:15:05.000]  摸摸牠
[00:15:05.000 --> 00:15:07.000]  餵牠吃東西
[00:15:07.000 --> 00:15:09.000]  很可愛啊
[00:15:09.000 --> 00:15:11.000]  你懂的
[00:15:11.000 --> 00:15:13.000]  以賽亞書說
[00:15:13.000 --> 00:15:15.000]  我們都如羊
[00:15:15.000 --> 00:15:17.000]  走迷
[00:15:17.000 --> 00:15:19.000]  各人
[00:15:19.000 --> 00:15:21.000]  偏行
[00:15:21.000 --> 00:15:23.000]  幾路
[00:15:23.000 --> 00:15:25.000]  我們不懂羊的性格
[00:15:25.000 --> 00:15:27.000]  所以我們以為
[00:15:27.000 --> 00:15:29.000]  所有動物都像貓狗
[00:15:29.000 --> 00:15:31.000]  貓和狗已經很不同
[00:15:31.000 --> 00:15:33.000]  狗是癡人的
[00:15:33.000 --> 00:15:35.000]  貓是很高傲的
[00:15:35.000 --> 00:15:37.000]  羊是認不出路的
[00:15:37.000 --> 00:15:39.000]  所以電影可以拍
[00:15:39.000 --> 00:15:41.000]  貓狗走天涯
[00:15:41.000 --> 00:15:43.000]  十萬八千里
[00:15:43.000 --> 00:15:45.000]  跑回家
[00:15:45.000 --> 00:15:47.000]  我和太太看過一套電影
[00:15:47.000 --> 00:15:49.000]  著燈之後
[00:15:49.000 --> 00:15:51.000]  平均年齡五歲
[00:15:51.000 --> 00:15:53.000]  我們拉高了
[00:15:53.000 --> 00:15:55.000]  二十年又多
[00:15:55.000 --> 00:15:57.000]  嘩!好好看啊
[00:15:57.000 --> 00:15:59.000]  貓和狗
[00:15:59.000 --> 00:16:01.000]  羊呢?
[00:16:01.000 --> 00:16:03.000]  英國BBC
[00:16:03.000 --> 00:16:05.000]  星期日下午有一套
[00:16:05.000 --> 00:16:07.000]  很長壽的節目
[00:16:07.000 --> 00:16:09.000]  就是牧羊狗比賽
[00:16:09.000 --> 00:16:11.000]  One Man and His Dog
[00:16:11.000 --> 00:16:13.000]  就是牧羊人
[00:16:13.000 --> 00:16:15.000]  用口哨
[00:16:15.000 --> 00:16:17.000]  指揮牧羊狗
[00:16:17.000 --> 00:16:19.000]  將四隻羊
[00:16:19.000 --> 00:16:21.000]  由對面的山坡
[00:16:21.000 --> 00:16:23.000]  趕回
[00:16:23.000 --> 00:16:25.000]  這邊的羊群
[00:16:25.000 --> 00:16:27.000]  很容易
[00:16:27.000 --> 00:16:29.000]  狗走走走
[00:16:29.000 --> 00:16:31.000]  就趕回來
[00:16:31.000 --> 00:16:33.000]  走到最後一步
[00:16:33.000 --> 00:16:35.000]  那隻羊都可以
[00:16:35.000 --> 00:16:37.000]  180度轉到旁邊
[00:16:37.000 --> 00:16:39.000]  這就是羊
[00:16:39.000 --> 00:16:41.000]  牠知道要走這裡
[00:16:41.000 --> 00:16:43.000]  牠就偏偏走到別處
[00:16:43.000 --> 00:16:45.000]  這個弟兄這樣解釋給我們聽
[00:16:45.000 --> 00:16:47.000]  就真是很深刻的印象
[00:16:47.000 --> 00:16:49.000]  所以牧羊人的像
[00:16:49.000 --> 00:16:51.000]  和光明
[00:16:51.000 --> 00:16:53.000]  是很不一樣的
[00:16:53.000 --> 00:16:55.000]  牧羊人的像和光
[00:16:55.000 --> 00:16:57.000]  是用來做什麼的呢?
[00:16:57.000 --> 00:16:59.000]  是用來
[00:16:59.000 --> 00:17:01.000]  削斷羊的後腿
[00:17:01.000 --> 00:17:03.000]  削斷羊的後腿
[00:17:03.000 --> 00:17:05.000]  天行紀錄
[00:17:05.000 --> 00:17:07.000]  天行紀錄
[00:17:07.000 --> 00:17:09.000]  不跟著來
[00:17:09.000 --> 00:17:11.000]  削斷牠的後腿
[00:17:11.000 --> 00:17:13.000]  這麼殘忍
[00:17:13.000 --> 00:17:15.000]  所有的牧羊人都會包紮
[00:17:15.000 --> 00:17:17.000]  紮好之後
[00:17:17.000 --> 00:17:19.000]  揹在膊頭上
[00:17:19.000 --> 00:17:21.000]  所以耶穌是很服人
[00:17:21.000 --> 00:17:23.000]  你看到那些畫
[00:17:23.000 --> 00:17:25.000]  有隻羊揹在膊頭上
[00:17:25.000 --> 00:17:27.000]  原來就是
[00:17:27.000 --> 00:17:29.000]  打斷了膊頭
[00:17:29.000 --> 00:17:31.000]  三個月
[00:17:31.000 --> 00:17:33.000]  牠熟悉了牧羊人的
[00:17:33.000 --> 00:17:35.000]  味氣
[00:17:35.000 --> 00:17:37.000]  放下
[00:17:37.000 --> 00:17:39.000]  牠不亂走
[00:17:39.000 --> 00:17:41.000]  牠不單自己跟著牧羊人
[00:17:41.000 --> 00:17:43.000]  牠還成為
[00:17:43.000 --> 00:17:45.000]  領頭羊
[00:17:45.000 --> 00:17:47.000]  原來
[00:17:47.000 --> 00:17:49.000]  羊的領袖訓練
[00:17:49.000 --> 00:17:51.000]  是這麼做的
[00:17:51.000 --> 00:17:53.000]  是啊
[00:17:53.000 --> 00:17:55.000]  死刃的幽谷
[00:17:55.000 --> 00:17:57.000]  準確一點的翻譯
[00:17:57.000 --> 00:17:59.000]  是漆黑的山谷
[00:17:59.000 --> 00:18:01.000]  漆黑的山谷
[00:18:01.000 --> 00:18:03.000]  漆黑的山谷
[00:18:03.000 --> 00:18:05.000]  黑漆漆
[00:18:05.000 --> 00:18:07.000]  不知道方向
[00:18:07.000 --> 00:18:09.000]  Hanik
[00:18:09.000 --> 00:18:11.000]  我們就天行紀錄
[00:18:11.000 --> 00:18:13.000]  所以那個也不怕遭害
[00:18:13.000 --> 00:18:15.000]  所以那個也不怕遭害
[00:18:15.000 --> 00:18:17.000]  其實翻譯的人
[00:18:17.000 --> 00:18:19.000]  以為是讀蛇猛獸
[00:18:19.000 --> 00:18:21.000]  那些害
[00:18:21.000 --> 00:18:23.000]  在外面
[00:18:23.000 --> 00:18:25.000]  原來不是
[00:18:25.000 --> 00:18:27.000]  原來是羊亂走
[00:18:27.000 --> 00:18:29.000]  牠看不到路
[00:18:29.000 --> 00:18:31.000]  牠亂走
[00:18:31.000 --> 00:18:33.000]  結果滾下山崖
[00:18:33.000 --> 00:18:35.000]  死了
[00:18:35.000 --> 00:18:37.000]  不是啊
[00:18:37.000 --> 00:18:39.000]  牠要跟著學習
[00:18:39.000 --> 00:18:41.000]  跟著牧羊人
[00:18:41.000 --> 00:18:43.000]  怎麼學啊
[00:18:43.000 --> 00:18:45.000]  上帝的管教
[00:18:45.000 --> 00:18:47.000]  甚至上帝
[00:18:47.000 --> 00:18:49.000]  我們覺得牠出重手
[00:18:49.000 --> 00:18:51.000]  在我們的生命當中
[00:18:51.000 --> 00:18:53.000]  原來是牠的牧羊
[00:18:53.000 --> 00:18:55.000]  原來是牠的牧羊
[00:18:55.000 --> 00:18:57.000]  懂不懂得這樣看
[00:18:57.000 --> 00:18:59.000]  原來是牠的管教
[00:18:59.000 --> 00:19:01.000]  做什麼的目的
[00:19:01.000 --> 00:19:03.000]  目的不是要傷害
[00:19:03.000 --> 00:19:05.000]  目的是讓我們
[00:19:05.000 --> 00:19:07.000]  懂得跟從
[00:19:07.000 --> 00:19:09.000]  尤其是在那些
[00:19:09.000 --> 00:19:11.000]  我們看不到方向
[00:19:11.000 --> 00:19:13.000]  看不到方向
[00:19:13.000 --> 00:19:15.000]  很想自己亂走的時候
[00:19:15.000 --> 00:19:17.000]  我們懂得停下來
[00:19:17.000 --> 00:19:19.000]  我們懂得找牧羊人的地位
[00:19:19.000 --> 00:19:21.000]  我們懂得跟從
[00:19:21.000 --> 00:19:23.000]  這是第二段
[00:19:23.000 --> 00:19:25.000]  死刃的幽谷
[00:19:25.000 --> 00:19:27.000]  第三段
[00:19:27.000 --> 00:19:29.000]  第三段說什麼
[00:19:29.000 --> 00:19:31.000]  在我敵人面前
[00:19:31.000 --> 00:19:33.000]  你為我擺設
[00:19:33.000 --> 00:19:35.000]  在我敵人面前
[00:19:35.000 --> 00:19:37.000]  你為我擺設
[00:19:37.000 --> 00:19:39.000]  在我敵人面前
[00:19:39.000 --> 00:19:41.000]  你為我擺設
[00:19:41.000 --> 00:19:43.000]  你為我擺設
[00:19:43.000 --> 00:19:45.000]  筵席
[00:19:45.000 --> 00:19:47.000]  原本這兩句
[00:19:47.000 --> 00:19:49.000]  說話是相反的
[00:19:49.000 --> 00:19:51.000]  你為我擺設
[00:19:51.000 --> 00:19:53.000]  筵席
[00:19:53.000 --> 00:19:55.000]  感謝主
[00:19:55.000 --> 00:19:57.000]  我服侍上帝
[00:19:57.000 --> 00:19:59.000]  十週年
[00:19:59.000 --> 00:20:01.000]  上帝為我擺設筵席
[00:20:01.000 --> 00:20:03.000]  高朋滿座
[00:20:03.000 --> 00:20:05.000]  大家那一晚
[00:20:05.000 --> 00:20:07.000]  感謝主恩
[00:20:07.000 --> 00:20:09.000]  和你拍照
[00:20:09.000 --> 00:20:11.000]  很開心的日子
[00:20:11.000 --> 00:20:13.000]  不是的
[00:20:13.000 --> 00:20:15.000]  下面那句話
[00:20:15.000 --> 00:20:17.000]  上帝說請誰來
[00:20:17.000 --> 00:20:19.000]  敵人
[00:20:19.000 --> 00:20:21.000]  還要是福數
[00:20:21.000 --> 00:20:23.000]  在我所有的敵人面前
[00:20:23.000 --> 00:20:25.000]  這樣的筵席
[00:20:25.000 --> 00:20:27.000]  背脊下的
[00:20:27.000 --> 00:20:29.000]  吃不下的
[00:20:29.000 --> 00:20:31.000]  不開心的
[00:20:31.000 --> 00:20:33.000]  你明白的
[00:20:33.000 --> 00:20:35.000]  所以我們不喜歡
[00:20:35.000 --> 00:20:37.000]  一見到一群敵人
[00:20:37.000 --> 00:20:39.000]  就離開
[00:20:39.000 --> 00:20:41.000]  回教會也是這樣
[00:20:41.000 --> 00:20:43.000]  一走進去
[00:20:43.000 --> 00:20:45.000]  就離開
[00:20:45.000 --> 00:20:47.000]  很正常的
