
[00:00:00.000 --> 00:00:06.400]  今晚我們進入約翰福音第四章
[00:03:06.440 --> 00:03:12.520]  這個法利塞尼哥底姆知道自己和神的國沒有份
[00:03:12.520 --> 00:03:14.760]  雖然他一生這麼努力
[00:03:14.760 --> 00:03:21.480]  這個婦人是活在罪中的 當然她不認識福音
[00:03:21.480 --> 00:03:30.600]  她的宗教信仰亦是很混亂的 很幼稚的
[00:03:30.600 --> 00:03:32.840]  她都不得救的
[00:03:32.840 --> 00:03:36.440]  如果不是耶穌把福音傳給她
[00:03:36.440 --> 00:03:41.400]  不是這兩個人的生命有改變 兩個人都是失喪的
[00:03:41.400 --> 00:03:43.560]  還有什麼相同呢?
[00:03:43.560 --> 00:03:49.160]  耶穌在見這兩個人和她談道的時候
[00:03:49.160 --> 00:03:55.960]  和現在有些人有些教會傳福音的手法有些不同
[00:03:55.960 --> 00:04:01.000]  因為在現在這個世代要說是seeker friendly
[00:04:01.000 --> 00:04:05.240]  seeker friendly就是不要說人家很醉
[00:04:05.240 --> 00:04:07.080]  不要說得這麼嚴厲
[00:04:07.080 --> 00:04:09.800]  不要把人家關掉
[00:04:09.800 --> 00:04:12.280]  要說一些適合他聽的東西
[00:04:12.280 --> 00:04:14.040]  要很友善的
[00:04:14.040 --> 00:04:17.080]  對這些尋道者很友善的
[00:04:17.080 --> 00:04:19.800]  希望他喜歡和你在一起
[00:04:19.800 --> 00:04:22.520]  你就有機會帶他順著
[00:04:22.520 --> 00:04:25.240]  所以是很seeker friendly的
[00:04:25.240 --> 00:04:28.840]  耶穌和這兩個人傳道是否seeker friendly呢?
[00:04:28.840 --> 00:04:30.920]  一點都不seeker friendly
[00:04:30.920 --> 00:04:36.200]  上次我說他和尼哥底姆傳福音是很震撼性的
[00:04:36.200 --> 00:04:40.840]  他把尼哥底姆一生他認為是最重要的東西
[00:04:40.840 --> 00:04:44.600]  告訴他這些全部是沒用的
[00:04:44.600 --> 00:04:47.080]  推翻了他所有的東西
[00:04:47.080 --> 00:04:49.240]  要他重新來過
[00:04:49.240 --> 00:04:51.880]  好像下了炸彈一樣
[00:04:51.880 --> 00:04:54.200]  而這個撒米尼亞夫人
[00:04:54.200 --> 00:05:01.080]  一會兒你會看到耶穌對她好像很rough
[00:05:01.080 --> 00:05:05.960]  直接指出她過去的醜惡歷史
[00:05:05.960 --> 00:05:12.520]  好像在她的生命當中投下了一個原子彈
[00:05:12.520 --> 00:05:15.480]  所以可見把福音帶給人
[00:05:15.480 --> 00:05:18.680]  這個福音因為是很震撼的
[00:05:18.680 --> 00:05:23.000]  你是不可能用一個很friendly的手法
[00:05:23.000 --> 00:05:25.000]  你一定要很坦白的跟他說
[00:05:25.000 --> 00:05:27.720]  傳福音最忌就是告訴人
[00:05:27.720 --> 00:05:31.560]  你相信吧 相信了你什麼都可以
[00:05:31.560 --> 00:05:32.920]  你婚姻不行嗎?
[00:05:32.920 --> 00:05:34.600]  你相信了主婚姻都可以
[00:05:34.600 --> 00:05:35.560]  你有病嗎?
[00:05:35.560 --> 00:05:38.200]  相信了主上帝會醫治你
[00:05:38.200 --> 00:05:39.480]  你沒工作嗎?
[00:05:39.480 --> 00:05:41.400]  你相信了主你就找到工作
[00:05:41.400 --> 00:05:44.120]  我們用這樣的方法來傳福音
[00:05:44.120 --> 00:05:48.760]  好像包著糖衣在外出
[00:05:48.760 --> 00:05:51.320]  這個不是耶穌在這裡用的手法
[00:05:51.320 --> 00:05:55.320]  耶穌用的手法是很直接、很震撼的
[00:05:55.320 --> 00:05:58.360]  我們就要來看看
[00:05:58.360 --> 00:06:00.760]  還有一樣相同的就是
[00:06:00.760 --> 00:06:05.000]  耶穌對這兩個人都很有耐性
[00:06:05.000 --> 00:06:08.040]  對他們真的有愛在
[00:06:08.040 --> 00:06:11.800]  跟尼哥底姆耶穌經過全日全度
[00:06:11.800 --> 00:06:13.560]  晚上他一定很累
[00:06:13.560 --> 00:06:16.120]  因為那時候要用腳來走
[00:06:16.120 --> 00:06:18.760]  但他還是跟尼哥底姆
[00:06:18.760 --> 00:06:20.760]  可能是談了幾個小時
[00:06:21.240 --> 00:06:23.320]  而他來見這個婦人
[00:06:23.320 --> 00:06:24.680]  待會我們會看
[00:06:24.680 --> 00:06:27.800]  是要經過重重的關卡的
[00:06:27.800 --> 00:06:31.880]  是要破除一些的習俗的
[00:06:31.880 --> 00:06:35.480]  但他都願意排除萬難地
[00:06:35.480 --> 00:06:38.920]  來將福音傳給這個婦人
[00:06:38.920 --> 00:06:41.320]  所以這個我只能解釋
[00:06:41.320 --> 00:06:44.600]  就是耶穌神愛世人
[00:06:44.600 --> 00:06:47.960]  我們現在開始來看看
[00:06:47.960 --> 00:06:49.480]  我們進入第四章
[00:06:49.480 --> 00:06:53.000]  因為這裡沒有認真地解釋第一和第二節
[00:06:53.000 --> 00:06:55.000]  第一第二節
[00:06:55.000 --> 00:06:57.800]  就是說耶穌現在開始出來傳道
[00:06:57.800 --> 00:07:00.760]  那什麼人是很注意祂呢?
[00:07:00.760 --> 00:07:03.320]  是那些法尼塞人很注意祂
[00:07:03.320 --> 00:07:06.120]  這些法尼塞人就是宗教的領袖
[00:07:06.120 --> 00:07:09.320]  包括尼哥底姆他們那幫人
[00:07:09.320 --> 00:07:14.280]  他們是要為宗教是他們的尊利
[00:07:14.280 --> 00:07:16.680]  只有他們認識聖經
[00:07:16.680 --> 00:07:18.920]  只有他們能夠解釋聖經
[00:07:18.920 --> 00:07:23.000]  現在這個年輕的鄉下傳道人出來
[00:07:23.000 --> 00:07:26.840]  說的話是帶著能力並且能夠行神蹟
[00:07:26.840 --> 00:07:28.840]  他們很注意祂
[00:07:28.840 --> 00:07:31.720]  但耶穌一出來傳道
[00:07:31.720 --> 00:07:34.760]  就是接著施洗約翰
[00:07:34.760 --> 00:07:39.400]  也都是在約旦河那裡和人施洗
[00:07:39.400 --> 00:07:41.960]  是很像施洗約翰的做法
[00:07:41.960 --> 00:07:47.080]  我相信這些法尼塞人之前都很注意施洗約翰
[00:07:47.080 --> 00:07:50.360]  因為他的信息是很特別
[00:07:50.360 --> 00:07:55.000]  而且他很嚴厲責備那些人犯罪
[00:07:55.000 --> 00:08:01.320]  當那些人是注意他的時候
[00:08:01.320 --> 00:08:03.720]  他就回到加利利了
[00:08:03.720 --> 00:08:05.720]  所以第三節開始
[00:08:05.720 --> 00:08:10.120]  是說耶穌來了猶太
[00:08:10.120 --> 00:08:12.680]  又往加利利去
[00:08:12.680 --> 00:08:16.760]  第四節說他必須經過撒瑪利亞
[00:08:16.760 --> 00:08:19.720]  要明白第四章
[00:08:19.720 --> 00:08:23.800]  我們一定要清楚知道那裡的地理環境
[00:08:23.800 --> 00:08:26.840]  你就知道這裡是在說什麼
[00:08:26.840 --> 00:08:29.560]  如果有跟外勝地
[00:08:29.560 --> 00:08:32.280]  我一會兒給你看那些地方
[00:08:32.280 --> 00:08:33.800]  你就一定知道
[00:08:33.800 --> 00:08:36.600]  但我現在想分享一個畫面
[00:08:36.600 --> 00:08:37.880]  我今晚只有一個畫面
[00:08:37.880 --> 00:08:39.480]  只有一幅地圖
[00:08:39.480 --> 00:08:42.600]  我要將這個給大家來看
[00:08:42.600 --> 00:08:48.040]  我解釋地理環境給大家
[00:08:48.040 --> 00:08:52.840]  這是以色列的地圖
[00:08:52.840 --> 00:08:57.640]  耶穌基督時代也是以色列
[00:08:57.640 --> 00:09:01.160]  當然那時候是羅馬人統治
[00:09:01.160 --> 00:09:04.040]  大家看這個地圖的下方
[00:09:04.040 --> 00:09:05.320]  即是南部
[00:09:05.320 --> 00:09:07.080]  就是猶太
[00:09:07.080 --> 00:09:09.080]  猶太是一個區
[00:09:09.080 --> 00:09:10.760]  Judah是一個區
[00:09:10.760 --> 00:09:15.240]  最重要的城市當然是耶路撒冷
[00:09:15.240 --> 00:09:20.360]  耶路撒冷是在以色列的南部
[00:09:20.360 --> 00:09:24.520]  由你上到中間那裡就是撒瑪利亞
[00:09:24.520 --> 00:09:28.040]  今晚耶穌和撒瑪利亞婦人談到
[00:09:28.040 --> 00:09:31.000]  就是發生在這個罪加的地方
[00:09:31.000 --> 00:09:35.080]  就是在撒瑪利亞的南部
[00:09:35.080 --> 00:09:37.400]  撒瑪利亞是以色列的中部
[00:09:37.400 --> 00:09:40.440]  附近有一個基尼森山
[00:09:40.440 --> 00:09:43.000]  一會兒這個婦人也提到
[00:09:43.000 --> 00:09:45.560]  他們在山上敬拜
[00:09:45.560 --> 00:09:50.280]  然後再北上就是加利利
[00:09:50.280 --> 00:09:53.640]  這個就是耶穌的故鄉加利利
[00:09:53.640 --> 00:09:57.880]  這個地圖我在屋史上也有給過大家
[00:09:57.880 --> 00:10:03.480]  大家看如果是在耶路撒冷去加利利
[00:10:03.480 --> 00:10:06.440]  或者加利利下來耶路撒冷
[00:10:06.440 --> 00:10:09.560]  通常就是這樣的
[00:10:09.560 --> 00:10:11.160]  這是最直接的
[00:10:11.160 --> 00:10:15.800]  如果走路要走大概六天的時間
[00:10:15.800 --> 00:10:18.760]  如果騎車就會快一點
[00:10:18.760 --> 00:10:20.440]  可能三天的時間
[00:10:20.440 --> 00:10:22.360]  這裡百多米的
[00:10:22.360 --> 00:10:25.400]  最直接就是穿過撒瑪利亞
[00:10:25.400 --> 00:10:28.760]  下來耶路撒冷或者上去加利利
[00:10:28.760 --> 00:10:33.080]  但是猶太人就不這樣做
[00:10:33.080 --> 00:10:36.760]  因為他們不想踏入撒瑪利亞的地方
[00:10:36.760 --> 00:10:38.760]  他們覺得那個是不潔的
[00:10:38.760 --> 00:10:40.760]  撒瑪利亞人都是不潔的
[00:10:40.760 --> 00:10:43.720]  所以他們避開撒瑪利亞
[00:10:43.720 --> 00:10:45.720]  他們如果是去的話
[00:10:45.720 --> 00:10:47.080]  他們是這樣去的
[00:10:47.080 --> 00:10:50.920]  他們要繞過約旦河
[00:10:50.920 --> 00:10:54.280]  然後上去加利利北部
[00:10:54.280 --> 00:10:57.480]  避開了撒瑪利亞
[00:10:57.480 --> 00:11:00.520]  一些歷史的背景
[00:11:00.520 --> 00:11:04.280]  就是當大衛所羅門
[00:11:04.280 --> 00:11:06.040]  所羅門死了之後
[00:11:06.040 --> 00:11:09.640]  他國家馬上分裂為南北國
[00:11:09.640 --> 00:11:12.840]  北國就是他的僕人耶羅伯安
[00:11:12.840 --> 00:11:14.600]  帶著十個支派
[00:11:14.600 --> 00:11:19.640]  叛變了所羅門的兒子羅伯安
[00:11:19.640 --> 00:11:23.080]  於是他們就上到北面
[00:11:23.080 --> 00:11:25.240]  因為他們有十個支派
[00:11:25.240 --> 00:11:29.320]  佔領了加利利區和撒瑪利亞區
[00:11:29.320 --> 00:11:31.080]  那時候整個都是北國
[00:11:31.080 --> 00:11:33.560]  北國就叫做以色列國
[00:11:33.560 --> 00:11:36.840]  首都就在撒瑪利亞那裡
[00:11:36.840 --> 00:11:41.720]  這個北國清一色的皇帝
[00:11:41.720 --> 00:11:44.120]  都是惡的皇帝
[00:11:44.120 --> 00:11:45.160]  不好的皇帝
[00:11:45.160 --> 00:11:46.360]  拜偶像
[00:11:46.360 --> 00:11:49.160]  帶一些人來拜偶像
[00:11:49.160 --> 00:11:53.400]  所以我們去到以色列的北部
[00:11:53.400 --> 00:11:55.720]  我曾經是上過去
[00:11:55.720 --> 00:11:57.720]  在上面彈一個地方
[00:11:57.720 --> 00:12:00.760]  因為以色列是彈至別斯巴
[00:12:00.760 --> 00:12:02.280]  別斯巴在南邊
[00:12:02.280 --> 00:12:03.480]  彈在北邊
[00:12:03.480 --> 00:12:06.520]  北邊就是以前耶羅伯安
[00:12:06.520 --> 00:12:08.840]  帶著他們在那裡獻祭
[00:12:08.840 --> 00:12:11.160]  拜假神的祭壇
[00:12:11.160 --> 00:12:13.000]  今天他們都放在這裡
[00:12:13.000 --> 00:12:15.080]  給你看看當時他們是怎樣
[00:12:15.080 --> 00:12:18.040]  當時他們的假祭司站在哪裡
[00:12:18.040 --> 00:12:22.680]  我曾經上過北部彈那裡去看過
[00:12:22.680 --> 00:12:24.760]  加利利撒瑪利亞
[00:12:24.760 --> 00:12:28.440]  這個北國因為一直都是拜偶像
[00:12:28.440 --> 00:12:31.720]  所以神是透過亞述人的手
[00:12:31.720 --> 00:12:35.240]  在主前722年將它滅了
[00:12:35.240 --> 00:12:37.320]  十個支派的以色列人
[00:12:37.320 --> 00:12:40.680]  少數走回南國
[00:12:40.680 --> 00:12:43.560]  大多數人被擄掠到亞述
[00:12:43.560 --> 00:12:47.160]  亞述即是今天的土耳其
[00:12:47.160 --> 00:12:49.000]  敘利亞
[00:12:49.000 --> 00:12:51.400]  伊拉克那邊
[00:12:51.400 --> 00:12:54.440]  這十個支派大多數人都沒有再回來
[00:12:54.440 --> 00:12:57.960]  所以歷史上叫做失落的十個支派
[00:12:57.960 --> 00:13:02.760]  都很慘的 沒有再正式的回來
[00:13:02.760 --> 00:13:04.360]  但在這段時候
[00:13:04.360 --> 00:13:09.160]  亞述王也將他國的人民
[00:13:09.160 --> 00:13:11.080]  即是這些外邦人
[00:13:11.080 --> 00:13:14.360]  放在加利利撒瑪利亞
[00:13:14.360 --> 00:13:18.680]  變成這些地方是外邦人居住的
[00:13:18.680 --> 00:13:20.680]  所以你看以色列書第九章
[00:13:20.680 --> 00:13:25.640]  形容加利利是叫做外邦人的加利利
[00:13:25.640 --> 00:13:27.640]  原來有好幾百年
[00:13:27.640 --> 00:13:31.640]  這裡都是主要外邦人居住的
[00:13:31.640 --> 00:13:34.360]  但還有少數猶太人在這裡
[00:13:34.360 --> 00:13:36.120]  他可能是留在這裡
[00:13:36.120 --> 00:13:39.720]  沒有被擄或是偷走回來
[00:13:39.720 --> 00:13:43.800]  那些猶太人就要和外族通婚了
[00:13:43.800 --> 00:13:46.520]  所以這些叫做撒瑪利亞人
[00:13:46.520 --> 00:13:50.280]  其實是有猶太人的血統
[00:13:50.280 --> 00:13:53.960]  也混雜了外邦人的血統
[00:13:53.960 --> 00:13:57.800]  南邊這個叫猶大國
[00:13:57.800 --> 00:14:01.240]  就是羅波安
[00:14:01.240 --> 00:14:03.240]  只有兩個支派在這裡
[00:14:03.240 --> 00:14:06.760]  他們有些好的皇帝
[00:14:06.760 --> 00:14:09.640]  但大多數都是拜偶像的皇帝
[00:14:09.640 --> 00:14:11.160]  神一路警告他們
[00:14:11.160 --> 00:14:13.800]  多給他們一百多年
[00:14:13.800 --> 00:14:16.440]  直到主前586年
[00:14:16.440 --> 00:14:20.040]  才透過巴比倫尼布甲尼薩王
[00:14:20.040 --> 00:14:24.680]  分三批把他們擄掠到巴比倫
[00:14:24.680 --> 00:14:26.680]  即是今天的伊拉克
[00:14:26.680 --> 00:14:28.280]  第一批就是達爾利
[00:14:28.280 --> 00:14:29.800]  第二批就是以西傑
[00:14:29.800 --> 00:14:33.480]  第三批就燒毀所羅門的聖殿
[00:14:33.480 --> 00:14:37.960]  加上把所有的人除了很少數留在這裡
[00:14:37.960 --> 00:14:42.760]  其他的全部擄掠到巴比倫那裡
[00:14:42.760 --> 00:14:45.240]  但神就因待他們
[00:14:45.240 --> 00:14:49.480]  七十年之後按著比先知耶利米的預言
[00:14:49.480 --> 00:14:50.760]  他們就回去了
[00:14:50.760 --> 00:14:52.680]  回去後一批人
[00:14:52.680 --> 00:14:55.880]  所羅巴伯帶領他們回去重建聖殿
[00:14:55.880 --> 00:14:59.720]  然後尼希米就回去重建城牆
[00:14:59.720 --> 00:15:02.440]  他們慢慢就回去
[00:15:02.440 --> 00:15:05.320]  他們只在巴比倫七十年
[00:15:05.320 --> 00:15:09.320]  如是者到耶穌基督的時代
[00:15:09.320 --> 00:15:14.440]  相當多猶太人住在北邊
[00:15:14.440 --> 00:15:17.880]  但他們很多都是和外族通婚
[00:15:17.880 --> 00:15:20.440]  變成了習種
[00:15:20.440 --> 00:15:25.560]  耶路撒冷在猶太南邊的猶太人
[00:15:25.560 --> 00:15:27.080]  就是純種猶太人
[00:15:27.080 --> 00:15:29.720]  因為那裡沒有外邦人居住
[00:15:29.720 --> 00:15:34.040]  變成他們看不起那些撒瑪利亞人
[00:15:34.040 --> 00:15:36.840]  甚至不讓他們來耶路撒冷聚會
[00:15:36.840 --> 00:15:40.920]  不讓他們去聖殿獻祭
[00:15:40.920 --> 00:15:44.120]  所以撒瑪利亞人就說
[00:15:44.120 --> 00:15:45.720]  你不讓我來耶路撒冷嗎?
[00:15:45.720 --> 00:15:47.720]  我就在基里森山那裡
[00:15:47.720 --> 00:15:50.520]  我自己建自己的聖殿
[00:15:50.520 --> 00:15:52.520]  我們自己在那裡獻祭
[00:15:52.520 --> 00:15:55.960]  所以一會兒那個婦人和耶穌說
[00:15:55.960 --> 00:15:57.720]  背景就是這樣
[00:15:57.720 --> 00:16:00.440]  好了 我現在出來
[00:16:00.440 --> 00:16:06.040]  我們繼續看《碌士的第二頁》
[00:16:06.040 --> 00:16:08.040]  去到第五節
[00:16:08.040 --> 00:16:11.480]  第五節我剛才解釋那個必須
[00:16:11.480 --> 00:16:13.480]  我要解釋一下那個必須
[00:16:14.200 --> 00:16:19.960]  這個必須既然不是道路一定要經過它
[00:16:19.960 --> 00:16:21.320]  可以繞道而上
[00:16:21.320 --> 00:16:23.320]  而事實上猶太人都繞道
[00:16:23.320 --> 00:16:25.880]  耶穌為什麼說要必須呢?
[00:16:25.880 --> 00:16:27.640]  這個必須我這裡寫
[00:16:27.640 --> 00:16:30.840]  我覺得是形容耶穌的決心
[00:16:30.840 --> 00:16:32.840]  耶穌一定要去
[00:16:32.840 --> 00:16:35.720]  排除萬難一定要去
[00:16:35.720 --> 00:16:38.280]  所以這一定不是necessity的意思
[00:16:38.280 --> 00:16:43.640]  這個必須是祂心裡的迫切
[00:16:43.640 --> 00:16:45.640]  祂一定要去那裡
[00:16:45.640 --> 00:16:47.640]  於是祂就去那裡了
[00:16:47.640 --> 00:16:50.200]  去到撒米尼亞那座城聚迦
[00:16:50.200 --> 00:16:54.920]  靠近在雅各給祂兒子約瑟的地方
[00:16:54.920 --> 00:16:59.240]  先祖沒有分哪個地區
[00:16:59.240 --> 00:17:01.240]  他們是遊牧民族
[00:17:01.240 --> 00:17:02.280]  到處都去
[00:17:02.280 --> 00:17:05.240]  所以雅各曾經在那裡
[00:17:05.240 --> 00:17:09.640]  將一些地給過祂的兒子
[00:17:09.640 --> 00:17:15.480]  和祂的兩個孫子馬達西和伊弗林
[00:17:15.480 --> 00:17:20.520]  所以那個地區叫做士劍
[00:17:20.520 --> 00:17:25.480]  很多人覺得這個聚迦應該在士劍那裡
[00:17:25.480 --> 00:17:30.280]  因為這個井和雅各有關
[00:17:30.280 --> 00:17:34.840]  這裡是雅各將地給過祂的兒子和孫子
[00:17:34.840 --> 00:17:39.400]  很自然將這兩個地方擺明
[00:17:39.400 --> 00:17:42.840]  西劍其實就是Shakem的意思
[00:17:42.840 --> 00:17:44.840]  音又相似
[00:17:44.840 --> 00:17:47.880]  但我看很多研究就說不是
[00:17:47.880 --> 00:17:49.880]  他們不是在士劍這個地方
[00:17:49.880 --> 00:17:52.600]  但今天這個聚迦在哪裡呢?
[00:17:52.600 --> 00:17:54.600]  是有一個小小的城市
[00:17:54.600 --> 00:17:58.840]  那個是當時的聚迦更加有可能
[00:17:58.840 --> 00:18:00.840]  耶穌去到那裡
[00:18:00.840 --> 00:18:03.640]  去到他們叫做雅各井
[00:18:03.640 --> 00:18:06.680]  所以耶穌走路困乏
[00:18:06.680 --> 00:18:08.680]  耶穌也累了
[00:18:08.680 --> 00:18:12.280]  從耶路撒冷南面上來
[00:18:12.280 --> 00:18:14.280]  走了半天左右
[00:18:14.280 --> 00:18:16.280]  但當時很曬
[00:18:16.280 --> 00:18:18.280]  我不知道當時是多少月
[00:18:18.280 --> 00:18:20.280]  但看來應該是接近夏天了
[00:18:20.280 --> 00:18:23.480]  以色列的夏天
[00:18:23.480 --> 00:18:27.080]  尤其是中午下午的時間
[00:18:27.080 --> 00:18:29.080]  是熱得很厲害的
[00:18:29.080 --> 00:18:31.080]  我去過18次以色列
[00:18:31.080 --> 00:18:34.680]  你猜有多少次是夏天的時候去呢?
[00:18:34.680 --> 00:18:36.680]  一次而已
[00:18:36.680 --> 00:18:38.680]  而那次去完之後我不敢再去
[00:18:38.680 --> 00:18:40.680]  因為實在太熱了
[00:18:40.680 --> 00:18:44.680]  耶穌在那裡走路困乏
[00:18:44.680 --> 00:18:47.880]  讓我們看到耶穌在世界上
[00:18:47.880 --> 00:18:49.880]  完全是一個人
[00:18:49.880 --> 00:18:51.880]  他是逆神逆人
[00:18:51.880 --> 00:18:55.080]  但是當他是人的時候
[00:18:55.080 --> 00:19:00.280]  他是主動放棄了神的能力
[00:19:00.280 --> 00:19:02.280]  不會覺得累
[00:19:02.280 --> 00:19:04.280]  因為他是一個靈
[00:19:04.280 --> 00:19:06.280]  神是無所不能的
[00:19:06.280 --> 00:19:08.280]  不會累的
[00:19:08.280 --> 00:19:10.280]  但是他是人
[00:19:10.280 --> 00:19:12.280]  他和我們一樣會累的
[00:19:12.280 --> 00:19:14.280]  你記得馬可福音第14章
[00:19:14.280 --> 00:19:16.280]  說到耶穌在
[00:19:16.280 --> 00:19:18.280]  黑西馬尼園那裡
[00:19:18.280 --> 00:19:20.280]  是華盤翻譯說
[00:19:20.280 --> 00:19:22.280]  耶穌驚恐起來
[00:19:22.280 --> 00:19:24.280]  驚恐起來
[00:19:24.280 --> 00:19:26.280]  驚恐起來
[00:19:26.280 --> 00:19:28.280]  我查過
[00:19:28.280 --> 00:19:30.280]  有人是不是說耶穌驚呢?
[00:19:30.280 --> 00:19:32.280]  耶穌是人想起他快要要上十字架
[00:19:32.280 --> 00:19:34.280]  受這個酷刑呢?
[00:19:34.280 --> 00:19:36.280]  是驚呢?
[00:19:36.280 --> 00:19:38.280]  驚恐是其中一種翻譯
[00:19:38.280 --> 00:19:40.280]  新日本翻譯做驚慌
[00:19:40.280 --> 00:19:42.280]  或者驚懼
[00:19:42.280 --> 00:19:44.280]  但是英文呢
[00:19:44.280 --> 00:19:46.280]  英文是說
[00:19:46.280 --> 00:19:48.280]  deeply distressed
[00:19:48.280 --> 00:19:50.280]  就是說他很
[00:19:50.280 --> 00:19:52.280]  很憋毅很憂愁
[00:19:52.280 --> 00:19:54.280]  但是沒有驚恐那裡
[00:19:54.280 --> 00:19:56.280]  我們姑且當他是
[00:19:56.280 --> 00:19:58.280]  當他是有些驚
[00:19:58.280 --> 00:20:00.280]  有些壓力
[00:20:00.280 --> 00:20:02.280]  很難過
[00:20:02.280 --> 00:20:04.280]  第34節
[00:20:04.280 --> 00:20:06.280]  14章34節耶穌自己說
[00:20:06.280 --> 00:20:08.280]  我心裡甚至憂傷
[00:20:08.280 --> 00:20:10.280]  幾乎要死
[00:20:10.280 --> 00:20:12.280]  你可以看到耶穌在世界上
[00:20:12.280 --> 00:20:14.280]  他好像人一樣
[00:20:14.280 --> 00:20:16.280]  他都是會累
[00:20:16.280 --> 00:20:18.280]  會痛
[00:20:18.280 --> 00:20:20.280]  會餓
[00:20:20.280 --> 00:20:22.280]  甚至還死在十字架上
[00:20:22.280 --> 00:20:24.280]  於是他就坐在
[00:20:24.280 --> 00:20:26.280]  一隻井旁邊
[00:20:26.280 --> 00:20:28.280]  那時是正午
[00:20:28.280 --> 00:20:30.280]  是很熱的時候
[00:20:30.280 --> 00:20:32.280]  有一個撒瑪尼亞的婦人
[00:20:32.280 --> 00:20:34.280]  就來打水
[00:20:34.280 --> 00:20:36.280]  我們就要問
[00:20:36.280 --> 00:20:38.280]  這個婦人為什麼這麼熱的時候來打水呢?
[00:20:38.280 --> 00:20:40.280]  為什麼沒有其他人打水呢?
[00:20:40.280 --> 00:20:42.280]  這個很簡單
[00:20:42.280 --> 00:20:44.280]  我在解釋第六節那裡
[00:20:44.280 --> 00:20:46.280]  如果你有看的話
[00:20:46.280 --> 00:20:48.280]  你知道很簡單
[00:20:48.280 --> 00:20:50.280]  那裡打水
[00:20:50.280 --> 00:20:52.280]  當然是婦女做的工作
[00:20:52.280 --> 00:20:54.280]  他們打水什麼時候打水呢?
[00:20:54.280 --> 00:20:56.280]  清晨的時候
[00:20:56.280 --> 00:20:58.280]  或者是黃昏的時候
[00:20:58.280 --> 00:21:00.280]  沒那麼熱
[00:21:00.280 --> 00:21:02.280]  而且他們好像相約在一起
[00:21:02.280 --> 00:21:04.280]  很大班
[00:21:04.280 --> 00:21:06.280]  不會一個人來打水
[00:21:06.280 --> 00:21:08.280]  是一群在這裡說是social hour
[00:21:08.280 --> 00:21:10.280]  就是這些婦女
[00:21:10.280 --> 00:21:12.280]  不出去工作的
[00:21:12.280 --> 00:21:14.280]  在家裡做家務
[00:21:14.280 --> 00:21:16.280]  出來每天就是這個時間
[00:21:16.280 --> 00:21:18.280]  要不早上出來
[00:21:18.280 --> 00:21:20.280]  要不黃昏出來打水
[00:21:20.280 --> 00:21:22.280]  這個時候見見其他人
[00:21:22.280 --> 00:21:24.280]  聊聊天
