
[00:00:00.000 --> 00:00:05.800]  我父親就來領客十幾度
[00:01:28.300 --> 00:01:32.300]  你聽過回教
[00:01:32.300 --> 00:01:34.300]  穆罕默德
[00:01:34.300 --> 00:01:36.300]  穆罕默德當時
[00:01:36.300 --> 00:01:38.300]  有人說
[00:01:38.300 --> 00:01:40.300]  歷史上說
[00:01:40.300 --> 00:01:42.300]  他一手拿著劍
[00:01:42.300 --> 00:01:44.300]  一手拿著經
[00:01:44.300 --> 00:01:47.300]  你不相信我就殺你
[00:01:47.300 --> 00:01:49.300]  於是他一手拿劍
[00:01:49.300 --> 00:01:51.300]  一手拿經
[00:01:51.300 --> 00:01:53.300]  去宣講回教
[00:01:53.300 --> 00:01:55.300]  你知不知道歷史的真相
[00:01:55.300 --> 00:01:58.300]  就是穆罕默德拿著什麼經呢?
[00:01:58.300 --> 00:02:00.300]  當然不是
[00:02:00.300 --> 00:02:03.300]  《可蘭經》是穆罕默德死了30年後才出版的
[00:02:03.300 --> 00:02:07.300]  穆罕默德在世是沒有《可蘭經》的
[00:02:07.300 --> 00:02:09.300]  《可蘭經》是他死了之後
[00:02:09.300 --> 00:02:11.300]  人們將他所說的
[00:02:11.300 --> 00:02:13.300]  將他之前的七七萬萬
[00:02:13.300 --> 00:02:15.300]  寫在《可蘭經》
[00:02:15.300 --> 00:02:19.300]  穆罕默德是拿著舊約聖經
[00:02:19.300 --> 00:02:22.300]  猶太人的舊約聖經
[00:02:22.300 --> 00:02:24.300]  因為穆罕默德受
[00:02:24.300 --> 00:02:26.300]  Coptic Church的牧師影響
[00:02:26.300 --> 00:02:31.300]  至少在基督教的教道成長
[00:02:31.300 --> 00:02:35.300]  而穆罕默德最愛的老婆是一個基督徒
[00:02:35.300 --> 00:02:37.300]  叫做Maria
[00:02:37.300 --> 00:02:39.300]  他為她生了一個兒子
[00:02:39.300 --> 00:02:41.300]  歷史太長了 有機會再說
[00:02:41.300 --> 00:02:44.300]  老婆死了 兒子也死了
[00:02:44.300 --> 00:02:45.300]  到最後
[00:02:45.300 --> 00:02:48.300]  他就說舊約聖經所說的就是阿拉
[00:02:49.300 --> 00:02:52.300]  就是阿拉伯人信的獨一真神
[00:02:52.300 --> 00:02:55.300]  沒有耶穌基督
[00:02:55.300 --> 00:02:57.300]  他可以讀聖經
[00:02:57.300 --> 00:02:59.300]  讀了一個回教出來
[00:02:59.300 --> 00:03:03.300]  所以早期教會就說
[00:03:03.300 --> 00:03:05.300]  我們去讀聖經
[00:03:05.300 --> 00:03:07.300]  必須有一個最重要的
[00:03:07.300 --> 00:03:09.300]  基督
[00:03:09.300 --> 00:03:11.300]  我們剛才說
[00:03:11.300 --> 00:03:15.300]  猶太人和基督徒最大的分別就是
[00:03:15.300 --> 00:03:19.300]  猶太人是字面解經的
[00:03:19.300 --> 00:03:22.300]  字面解經永遠不會看到
[00:03:22.300 --> 00:03:24.300]  上帝的啟示和預言
[00:03:24.300 --> 00:03:27.300]  但耶穌基督怎樣說呢
[00:03:27.300 --> 00:03:29.300]  在最後一句
[00:03:29.300 --> 00:03:31.300]  耶穌基督說
[00:03:31.300 --> 00:03:36.300]  摩西律法先知書和詩篇上所記的話
[00:03:36.300 --> 00:03:39.300]  凡指著我的話都必須應驗
[00:03:39.300 --> 00:03:42.300]  如果我們不是相信耶穌基督
[00:03:42.300 --> 00:03:44.300]  我們是讀不到原來舊約
[00:03:44.300 --> 00:03:47.300]  是以基督為核心
[00:03:47.300 --> 00:03:51.300]  原來整個啟示的高潮在基督的身上
[00:03:51.300 --> 00:03:54.300]  因此早期教會就說
[00:03:54.300 --> 00:04:00.300]  我們必須要在基督下重新審視
[00:04:00.300 --> 00:04:03.300]  我們怎樣明白聖經
[00:04:03.300 --> 00:04:07.300]  信經就是這樣開始
[00:04:07.300 --> 00:04:10.300]  有些教會這樣解釋
[00:04:10.300 --> 00:04:11.300]  大家不同意解釋
[00:04:11.300 --> 00:04:13.300]  於是教會就很分裂
[00:04:13.300 --> 00:04:15.300]  於是教會就說
[00:04:15.300 --> 00:04:18.300]  我們要有共同的信仰
[00:04:18.300 --> 00:04:21.300]  是以基督為核心
[00:04:21.300 --> 00:04:24.300]  而這個共同的信仰
[00:04:24.300 --> 00:04:28.300]  成為了教會合一的基礎
[00:04:28.300 --> 00:04:33.300]  保羅在哥倫多前書怎樣說呢
[00:04:33.300 --> 00:04:37.300]  第一是基督為我們罪而死
[00:04:37.300 --> 00:04:39.300]  第三天為我們復活
[00:04:39.300 --> 00:04:41.300]  這就是早期的信經
[00:04:41.300 --> 00:04:44.300]  早期的信經流傳在教會裏面
[00:04:44.300 --> 00:04:51.300]  我們以這個作為所有信徒的核心信仰
[00:04:51.300 --> 00:04:55.300]  因為在教會面對很多疑端
[00:04:55.300 --> 00:04:57.300]  其實最大的疑端是什麼呢
[00:04:57.300 --> 00:04:58.300]  就是猶太人
[00:04:58.300 --> 00:05:01.300]  當時的猶太人信了耶穌
[00:05:01.300 --> 00:05:03.300]  早期很多猶太人信了耶穌
[00:05:03.300 --> 00:05:04.300]  信了耶穌之後
[00:05:04.300 --> 00:05:07.300]  他們無法放下舊約
[00:05:07.300 --> 00:05:09.300]  仍然遵守舊約的節期
[00:05:09.300 --> 00:05:11.300]  不遵守舊約的教導
[00:05:11.300 --> 00:05:12.300]  甚至拒絕保羅
[00:05:12.300 --> 00:05:14.300]  不相信恩順清二
[00:05:14.300 --> 00:05:15.300]  怎麼可能呢
[00:05:15.300 --> 00:05:16.300]  你不遵守律法
[00:05:16.300 --> 00:05:18.300]  一信耶穌就得救
[00:05:18.300 --> 00:05:21.300]  所以這些猶太的基督徒
[00:05:21.300 --> 00:05:23.300]  就叫做拿撒勒派
[00:05:23.300 --> 00:05:27.300]  他們拒絕相信恩順清二
[00:05:27.300 --> 00:05:31.300]  也不相信保羅的教導
[00:05:31.300 --> 00:05:33.300]  他們堅持要守安息日
[00:05:33.300 --> 00:05:37.300]  堅持要按照猶太人的規矩去做
[00:05:37.300 --> 00:05:41.300]  後來這些信徒早期都很有勢力
[00:05:41.300 --> 00:05:45.300]  就和保羅的教導
[00:05:45.300 --> 00:05:47.300]  所謂的教會發生很大的分歧
[00:05:47.300 --> 00:05:51.300]  經過第一次耶路撒冷大會之後
[00:05:51.300 --> 00:05:54.300]  耶路撒冷大會就是
[00:05:54.300 --> 00:05:56.300]  保羅傳福音
[00:05:56.300 --> 00:05:58.300]  外邦的信徒就問
[00:05:58.300 --> 00:05:59.300]  我用不用行割禮
[00:05:59.300 --> 00:06:01.300]  爭議得很厲害
[00:06:01.300 --> 00:06:03.300]  這些猶太基督徒說
[00:06:03.300 --> 00:06:04.300]  一定要行割禮
[00:06:04.300 --> 00:06:05.300]  不行割禮不可以做基督徒
[00:06:05.300 --> 00:06:08.300]  保羅說基督釋放了我們
[00:06:08.300 --> 00:06:10.300]  我們不需要再守割禮
[00:06:10.300 --> 00:06:12.300]  於是去耶路撒冷開會
[00:06:12.300 --> 00:06:14.300]  小能傳十五章
[00:06:14.300 --> 00:06:15.300]  開會結果就是
[00:06:15.300 --> 00:06:17.300]  不需要行割禮
[00:06:17.300 --> 00:06:20.300]  不需要再遵守舊約律法
[00:06:20.300 --> 00:06:22.300]  相信基督可以得救
[00:06:22.300 --> 00:06:24.300]  這班人就走了
[00:06:24.300 --> 00:06:25.300]  離開之後
[00:06:25.300 --> 00:06:28.300]  慢慢慢慢他們就消失了
[00:06:28.300 --> 00:06:31.300]  另外在早期教會裏面
[00:06:31.300 --> 00:06:34.300]  也有一些很重要的人物
[00:06:34.300 --> 00:06:36.300]  例如我舉的這個人
[00:06:36.300 --> 00:06:38.300]  叫做格利敏
[00:06:38.300 --> 00:06:40.300]  還有一個叫做黑馬
[00:06:40.300 --> 00:06:41.300]  Hermot這個人
[00:06:41.300 --> 00:06:43.300]  很重要
[00:06:43.300 --> 00:06:46.300]  但他們受當時影響
[00:06:46.300 --> 00:06:49.300]  非常重視道德的教導
[00:06:49.300 --> 00:06:54.300]  結果回來教會就做好人
[00:06:54.300 --> 00:06:56.300]  你不做好人就上不了天堂
[00:06:56.300 --> 00:06:59.300]  這些教導表面上是沒有錯的
[00:06:59.300 --> 00:07:01.300]  做好人嘛
[00:07:01.300 --> 00:07:04.300]  但就把基督的救贖
[00:07:04.300 --> 00:07:08.300]  就成為了行為的救贖
[00:07:08.300 --> 00:07:10.300]  於是教會就說
[00:07:10.300 --> 00:07:14.300]  我們必須要去釐定一個共同的信仰
[00:07:14.300 --> 00:07:17.300]  大家來遵守
[00:07:17.300 --> 00:07:20.300]  早期的大公會議就說
[00:07:20.300 --> 00:07:22.300]  我們要有主教
[00:07:22.300 --> 00:07:24.300]  主教不和今天的主教不同
[00:07:24.300 --> 00:07:25.300]  以前是教會的領導
[00:07:25.300 --> 00:07:27.300]  即是長老
[00:07:27.300 --> 00:07:30.300]  早期教會的主教其實就是
[00:07:30.300 --> 00:07:32.300]  做事都沒有好死的
[00:07:32.300 --> 00:07:34.300]  因為拘捕都會拘捕
[00:07:34.300 --> 00:07:36.300]  燒也會燒
[00:07:36.300 --> 00:07:40.300]  早期的主教大部分是被燒死的
[00:07:40.300 --> 00:07:43.300]  但他們為了信仰
[00:07:43.300 --> 00:07:45.300]  而他們召開會議
[00:07:45.300 --> 00:07:48.300]  共同訂立一個共同的信仰
[00:07:48.300 --> 00:07:50.300]  這個就是信經
[00:07:50.300 --> 00:07:53.300]  有了共同的信經
[00:07:53.300 --> 00:07:55.300]  無論你去到哪裡
[00:07:55.300 --> 00:07:57.300]  我們都會共同遵守
[00:07:57.300 --> 00:08:01.300]  這個就是信經之所以這麼重要
[00:08:01.300 --> 00:08:03.300]  否則教會就會全被分裂
[00:08:03.300 --> 00:08:05.300]  亦都不能流傳到今天
[00:08:05.300 --> 00:08:10.300]  今天的報道會和浸信會名字不同
[00:08:10.300 --> 00:08:13.300]  但其實我們都是主來交通
[00:08:13.300 --> 00:08:19.300]  因為我們都是接受同一個信經
[00:08:19.300 --> 00:08:23.300]  接受同一個聖經是不夠的
[00:08:23.300 --> 00:08:32.300]  因為聖經必須有基督共同核心的信仰
[00:08:32.300 --> 00:08:37.300]  信經是什麼呢?
[00:08:37.300 --> 00:08:41.300]  有沒有讀過?
[00:08:41.300 --> 00:08:43.300]  讀過了
[00:08:43.300 --> 00:08:45.300]  讀一次好嗎?
[00:08:45.300 --> 00:08:46.300]  分三段的
[00:08:46.300 --> 00:08:48.300]  上帝第一段就是創造
[00:08:48.300 --> 00:08:51.300]  第二段就是耶穌基督救贖
[00:08:51.300 --> 00:08:52.300]  第三段就是聖靈
[00:08:52.300 --> 00:08:55.300]  傳說有十二個使徒
[00:08:55.300 --> 00:08:57.300]  一人寫一句
[00:08:57.300 --> 00:08:59.300]  總共有十二句
[00:08:59.300 --> 00:09:01.300]  但我看來看去都找不到十二句
[00:09:01.300 --> 00:09:03.300]  總之就是十二句
[00:09:03.300 --> 00:09:05.300]  然後大家就分散了
[00:09:05.300 --> 00:09:07.300]  大家拿著信經無論去哪裡
[00:09:07.300 --> 00:09:09.300]  我們都有共同的信仰
[00:09:09.300 --> 00:09:11.300]  最早期的信經
[00:09:11.300 --> 00:09:13.300]  保羅的《江洛多前書》已經提過
[00:09:13.300 --> 00:09:17.300]  而這個信經最早期是在羅馬流行的
[00:09:17.300 --> 00:09:21.300]  但一直經過幾百年的發展
[00:09:21.300 --> 00:09:25.300]  大概到了第六世紀才最後定稿
[00:09:25.300 --> 00:09:29.300]  不過整個精神和三段的信仰
[00:09:29.300 --> 00:09:31.300]  其實很早期在教會裡
[00:09:31.300 --> 00:09:33.300]  大家已經共同持守
[00:09:33.300 --> 00:09:35.300]  我們讀一次
[00:09:35.300 --> 00:09:38.300]  我信上帝全能的父
[00:09:38.300 --> 00:09:40.300]  創造天地的主
[00:09:40.300 --> 00:09:43.300]  我信我主耶穌基督
[00:09:43.300 --> 00:09:45.300]  上帝獨生子
[00:09:45.300 --> 00:09:47.300]  因聖靈感恩
[00:09:47.300 --> 00:09:50.300]  由童貞女瑪利亞所生
[00:09:50.300 --> 00:09:53.300]  在滿丟比拉多手下受難
[00:09:53.300 --> 00:09:55.300]  被釘於十字架
[00:09:55.300 --> 00:09:57.300]  受死埋葬
[00:09:57.300 --> 00:09:59.300]  降在陰間
[00:09:59.300 --> 00:10:02.300]  第三天從死人中復活
[00:10:02.300 --> 00:10:06.300]  聖天坐在全能父上帝的右邊
[00:10:06.300 --> 00:10:08.300]  將來必從那裡降臨
[00:10:08.300 --> 00:10:11.300]  審判活人死人
[00:10:11.300 --> 00:10:14.300]  我信聖靈聖而公的教會
[00:10:14.300 --> 00:10:16.300]  聖徒相通
[00:10:16.300 --> 00:10:19.300]  聚得赦免身體復活
[00:10:19.300 --> 00:10:22.300]  並且永生下門
[00:10:22.300 --> 00:10:26.300]  三段都是用「我信」做開頭
[00:10:26.300 --> 00:10:29.300]  什麼叫「我信」?
[00:10:29.300 --> 00:10:34.300]  拉丁文的「我信」字
[00:10:34.300 --> 00:10:38.300]  在翻譯中文時少了一個字
[00:10:38.300 --> 00:10:40.300]  就是「我信上帝」
[00:10:40.300 --> 00:10:42.300]  「我信耶穌基督」
[00:10:42.300 --> 00:10:44.300]  「我信聖靈」
[00:10:44.300 --> 00:10:47.300]  三個「我信」字
[00:10:47.300 --> 00:10:50.300]  在英文是「I believe in God」
[00:10:50.300 --> 00:10:52.300]  有一個「in」字
[00:10:52.300 --> 00:10:56.300]  原來拉丁文用「我信」字
[00:10:56.300 --> 00:10:58.300]  有一個「介詞」
[00:10:58.300 --> 00:11:00.300]  介詞就是「in」
[00:11:00.300 --> 00:11:04.300]  去連接「信」和「上帝」
[00:11:04.300 --> 00:11:07.300]  即「我信於上帝」
[00:11:07.300 --> 00:11:08.300]  是有一個「於」字
[00:11:08.300 --> 00:11:11.300]  直譯就是「我信於上帝」
[00:11:11.300 --> 00:11:14.300]  不過中文好像很笨拙
[00:11:14.300 --> 00:11:15.300]  其實不是
[00:11:15.300 --> 00:11:19.300]  這個「於」字才是將原來的信經
[00:11:19.300 --> 00:11:22.300]  「我信於上帝」表達出來
[00:11:22.300 --> 00:11:23.300]  有什麼意思呢?
[00:11:23.300 --> 00:11:24.300]  很重要
[00:11:24.300 --> 00:11:28.300]  很多人說「我信上帝」
[00:11:28.300 --> 00:11:30.300]  主體是「我」
[00:11:30.300 --> 00:11:32.300]  我回教會
[00:11:32.300 --> 00:11:34.300]  教會沒有了我不行
[00:11:34.300 --> 00:11:35.300]  每個人都不回教會
[00:11:35.300 --> 00:11:36.300]  教會倒閉
[00:11:36.300 --> 00:11:37.300]  我不奉獻教會沒有錢
[00:11:37.300 --> 00:11:39.300]  我多重要?
[00:11:39.300 --> 00:11:41.300]  以前我在香港教神學
[00:11:41.300 --> 00:11:43.300]  中國神學研究院
[00:11:43.300 --> 00:11:47.300]  我們很好地幫助中國大陸
[00:11:47.300 --> 00:11:49.300]  培訓傳道人
[00:11:49.300 --> 00:11:51.300]  2000年的時候開始
[00:11:51.300 --> 00:11:55.300]  當時中國的經濟情況不太好
[00:11:55.300 --> 00:11:56.300]  教會很窮
[00:11:56.300 --> 00:11:58.300]  所以他們讀書是免費的
[00:11:58.300 --> 00:12:00.300]  不用交學費
[00:12:00.300 --> 00:12:01.300]  租酒店住
[00:12:01.300 --> 00:12:04.300]  一年來四個星期
[00:12:04.300 --> 00:12:05.300]  春節兩個星期
[00:12:05.300 --> 00:12:06.300]  暑假兩個星期
[00:12:06.300 --> 00:12:07.300]  四個星期
[00:12:07.300 --> 00:12:09.300]  又吃又住
[00:12:09.300 --> 00:12:10.300]  好好地奉獻
[00:12:10.300 --> 00:12:12.300]  我們去教他們
[00:12:12.300 --> 00:12:14.300]  一年畢業禮
[00:12:14.300 --> 00:12:16.300]  2004年2005年
[00:12:16.300 --> 00:12:19.300]  畢業生致詞
[00:12:19.300 --> 00:12:22.300]  當時自由行開始了
[00:12:22.300 --> 00:12:25.300]  很多大陸人來買東西
[00:12:25.300 --> 00:12:28.300]  香港經濟經過沙特之後
[00:12:28.300 --> 00:12:30.300]  自由行恢復了
[00:12:30.300 --> 00:12:33.300]  這位姐妹受到影響
[00:12:33.300 --> 00:12:34.300]  畢業禮致詞
[00:12:34.300 --> 00:12:35.300]  她怎麼說呢?
[00:12:35.300 --> 00:12:39.300]  「你們中國神學研究院要多謝我」
[00:12:39.300 --> 00:12:43.300]  「幫助我和老師聽一下學言」
[00:12:43.300 --> 00:12:44.300]  我太太坐在後面
[00:12:44.300 --> 00:12:46.300]  臉都黑了
[00:12:46.300 --> 00:12:47.300]  「如果我們不來」
[00:12:47.300 --> 00:12:49.300]  「你就沒有這個課程」
[00:12:49.300 --> 00:12:51.300]  「你的老師就沒有書教」
[00:12:51.300 --> 00:12:53.300]  你說對不對?
[00:12:53.300 --> 00:12:55.300]  好像是對的
[00:12:55.300 --> 00:12:57.300]  自由行來消費
[00:12:57.300 --> 00:12:58.300]  我不來買東西
[00:12:58.300 --> 00:12:59.300]  東西沒有人買
[00:12:59.300 --> 00:13:00.300]  你會倒閉
[00:13:00.300 --> 00:13:02.300]  是不是?
[00:13:02.300 --> 00:13:04.300]  我多麼重要
[00:13:04.300 --> 00:13:05.300]  很多人說我信耶穌
[00:13:05.300 --> 00:13:07.300]  你只是想我回來教會
[00:13:07.300 --> 00:13:09.300]  讓我奉獻一下
[00:13:09.300 --> 00:13:11.300]  坐在這裡多點人氣
[00:13:11.300 --> 00:13:13.300]  我多麼重要
[00:13:13.300 --> 00:13:16.300]  《信經》說
[00:13:16.300 --> 00:13:18.300]  這樣想原來是錯的
[00:13:18.300 --> 00:13:19.300]  為什麼呢?
[00:13:19.300 --> 00:13:21.300]  我信上帝的「我」
[00:13:21.300 --> 00:13:24.300]  那個「我」是不存在的
[00:13:24.300 --> 00:13:26.300]  那個「我」是不重要的
[00:13:26.300 --> 00:13:29.300]  因為信於上帝
[00:13:29.300 --> 00:13:31.300]  那個主字不是「我」
[00:13:31.300 --> 00:13:33.300]  是上帝
[00:13:33.300 --> 00:13:34.300]  中文看不到
[00:13:34.300 --> 00:13:36.300]  拉丁文看得到
[00:13:36.300 --> 00:13:38.300]  不過中文是有的
[00:13:38.300 --> 00:13:40.300]  我舉個例子
[00:13:40.300 --> 00:13:41.300]  論語
[00:13:41.300 --> 00:13:43.300]  孔子怎麼說?
[00:13:43.300 --> 00:13:48.300]  「自於道,具於德,依於仁,尤於藝」
[00:13:48.300 --> 00:13:50.300]  「於」就是戒詞
[00:13:50.300 --> 00:13:53.300]  「自於道」就是有志於學道
[00:13:53.300 --> 00:13:55.300]  根據道德
[00:13:55.300 --> 00:13:57.300]  栽培道德
[00:13:57.300 --> 00:13:59.300]  按照人意
[00:13:59.300 --> 00:14:02.300]  然後學習各種藝術
[00:14:02.300 --> 00:14:04.300]  那個戒詞呢
[00:14:04.300 --> 00:14:06.300]  重點是什麼呢?
[00:14:06.300 --> 00:14:09.300]  就是道、德、仁、藝
[00:14:09.300 --> 00:14:11.300]  有沒有主詞呢?
[00:14:11.300 --> 00:14:12.300]  有沒有「我」呢?
[00:14:12.300 --> 00:14:14.300]  沒有的
[00:14:14.300 --> 00:14:17.300]  因為重點不是「我」去「自於道」
[00:14:17.300 --> 00:14:19.300]  不是「我」去「具於德」
[00:14:19.300 --> 00:14:22.300]  重點就是「你」要有「道」、「有德」、「有仁」、「有藝」
[00:14:22.300 --> 00:14:23.300]  就是君子了
[00:14:23.300 --> 00:14:25.300]  而不是「我要做什麼」
[00:14:25.300 --> 00:14:26.300]  不是
[00:14:26.300 --> 00:14:29.300]  所以重點在戒詞的後面
[00:14:29.300 --> 00:14:32.300]  因此「我信於上帝」
[00:14:32.300 --> 00:14:36.300]  那個重點或主詞是「上帝」
[00:14:36.300 --> 00:14:37.300]  你信不信也好
[00:14:37.300 --> 00:14:38.300]  有沒有上帝呢?
[00:14:38.300 --> 00:14:39.300]  有
[00:14:39.300 --> 00:14:40.300]  你信上帝,有上帝
[00:14:40.300 --> 00:14:42.300]  你不信,一樣有上帝
[00:14:42.300 --> 00:14:43.300]  耶穌基督
[00:14:43.300 --> 00:14:45.300]  你信祂,基督會救贖你
[00:14:45.300 --> 00:14:48.300]  你不信祂,基督的救贖也不會落空
[00:14:48.300 --> 00:14:50.300]  所以不是因為你去信
[00:14:50.300 --> 00:14:52.300]  或是你不去信
[00:14:52.300 --> 00:14:53.300]  所以
[00:14:53.300 --> 00:14:55.300]  信經一開始就讓我們看到
[00:14:55.300 --> 00:14:57.300]  這個叫做
[00:14:57.300 --> 00:15:01.300]  由信經去決定
[00:15:01.300 --> 00:15:03.300]  決定
[00:15:03.300 --> 00:15:09.300]  信經所說的是一個被決定的信仰
[00:15:09.300 --> 00:15:13.300]  是因為基督的緣故決定了我的信仰
[00:15:13.300 --> 00:15:16.300]  不是我去決定相信基督
[00:15:16.300 --> 00:15:18.300]  因為上帝創造了宇宙
[00:15:18.300 --> 00:15:20.300]  當我們舉目去看這個宇宙的時候
[00:15:20.300 --> 00:15:22.300]  我們感動到一個地步
[00:15:22.300 --> 00:15:25.300]  你不相信是沒有一個
[00:15:25.300 --> 00:15:27.300]  你沒辦法不相信有一個上帝
[00:15:27.300 --> 00:15:29.300]  人太渺小
[00:15:29.300 --> 00:15:32.300]  是那個上帝
[00:15:32.300 --> 00:15:34.300]  是基督耶穌
[00:15:34.300 --> 00:15:37.300]  是那個東西決定我去相信
[00:15:37.300 --> 00:15:42.300]  所以信的重點
[00:15:42.300 --> 00:15:46.300]  就是信於神和基督
[00:15:46.300 --> 00:15:49.300]  這個信有什麼意義呢?
[00:15:49.300 --> 00:15:52.300]  信經的信階段
[00:15:52.300 --> 00:15:54.300]  我用一個例子
[00:15:54.300 --> 00:15:56.300]  就是一個決定
[00:15:56.300 --> 00:15:58.300]  是被誰決定?不是你決定
[00:15:58.300 --> 00:16:01.300]  是上帝的決定
[00:16:01.300 --> 00:16:03.300]  因為上帝的決定
[00:16:03.300 --> 00:16:07.300]  就令到你沒辦法不去做這個決定
[00:16:07.300 --> 00:16:11.300]  路加科音有一段經文
[00:16:11.300 --> 00:16:14.300]  這段經文很長
[00:16:14.300 --> 00:16:16.300]  我們不按照它去讀
[00:16:16.300 --> 00:16:19.300]  但是你大概會知道這段經文說什麼
[00:16:19.300 --> 00:16:25.300]  它說一個法利塞人請耶穌吃飯
[00:16:25.300 --> 00:16:28.300]  耶穌就去法利塞人家裡
[00:16:28.300 --> 00:16:30.300]  你不要想法利塞人經常去看耶穌
[00:16:30.300 --> 00:16:31.300]  不一定
[00:16:31.300 --> 00:16:35.300]  早期的時候他們都有來往
[00:16:35.300 --> 00:16:36.300]  彼此尊重
[00:16:36.300 --> 00:16:40.300]  因為耶穌也是拉比老師
[00:16:40.300 --> 00:16:42.300]  當耶穌吃飯的時候
[00:16:42.300 --> 00:16:44.300]  記載在城裡有一個女人
[00:16:44.300 --> 00:16:46.300]  是一個罪人
[00:16:46.300 --> 00:16:48.300]  聖經沒有說她犯什麼罪
[00:16:48.300 --> 00:16:49.300]  不要去猜測她
[00:16:49.300 --> 00:16:50.300]  總之不是太好的
[00:16:50.300 --> 00:16:51.300]  聖明來的
[00:16:51.300 --> 00:16:56.300]  就知道耶穌在法利塞人家西門
[00:16:56.300 --> 00:17:03.300]  她就拿著玉萍的香膏去找耶穌
[00:17:03.300 --> 00:17:05.300]  站在耶穌後面
[00:17:05.300 --> 00:17:08.300]  在他的腳上哭
[00:17:08.300 --> 00:17:11.300]  哭濕了就用頭髮擦乾
[00:17:11.300 --> 00:17:13.300]  用嘴巴親他的腳
[00:17:13.300 --> 00:17:16.300]  把香膏抹上
[00:17:16.300 --> 00:17:20.300]  這樣做事實上是很難看的
[00:17:20.300 --> 00:17:25.300]  所以坐直的人就覺得很猥瑣
[00:17:25.300 --> 00:17:27.300]  不要說當時
[00:17:27.300 --> 00:17:28.300]  今天又這樣做
[00:17:28.300 --> 00:17:32.300]  你也覺得很難受
[00:17:32.300 --> 00:17:35.300]  他們說如果耶穌是先知
[00:17:35.300 --> 00:17:37.300]  就知道摸他是誰
[00:17:37.300 --> 00:17:38.300]  是一個怎樣的女人
[00:17:38.300 --> 00:17:39.300]  是一個罪人
[00:17:39.300 --> 00:17:44.300]  這經文其實很有意思
[00:17:44.300 --> 00:17:49.300]  首先這個女人去找耶穌
[00:17:49.300 --> 00:17:54.300]  因為這個女人的聖名不好
[00:17:54.300 --> 00:17:58.300]  耶穌在法利塞人家
[00:17:58.300 --> 00:18:00.300]  所以想問一個問題
[00:18:00.300 --> 00:18:06.300]  這個女人怎樣能夠進入這麼有錢人的家
[00:18:06.300 --> 00:18:08.300]  法利塞人西門的家
[00:18:08.300 --> 00:18:10.300]  是否沒有染雞籠
[00:18:10.300 --> 00:18:12.300]  任人出入
[00:18:12.300 --> 00:18:14.300]  當然不是
[00:18:14.300 --> 00:18:16.300]  你家裡也不是
[00:18:16.300 --> 00:18:19.300]  能夠進入是甚麼原因
[00:18:19.300 --> 00:18:21.300]  是否西門讓他進去
[00:18:21.300 --> 00:18:23.300]  當然不是
[00:18:23.300 --> 00:18:26.300]  耶穌是賓客
[00:18:26.300 --> 00:18:29.300]  是誰放他進去的
[00:18:29.300 --> 00:18:33.300]  當然是耶穌
[00:18:33.300 --> 00:18:34.300]  他去找耶穌
[00:18:34.300 --> 00:18:35.300]  我現在說道
