
[00:00:00.000 --> 00:00:08.820]  智慧的心 誰有資格講這個這麼重要的題目呢?
[00:02:43.480 --> 00:02:46.000]  其實我真正能夠說的
[00:02:46.000 --> 00:02:49.440]  就是說一個曾經飽讀詩書
[00:02:49.440 --> 00:02:53.200]  也都在人生的閱歷方面非常之豐富
[00:02:53.200 --> 00:02:56.280]  而且在領導力方面
[00:02:56.280 --> 00:02:59.240]  是曾經指揮百萬大軍
[00:02:59.240 --> 00:03:01.160]  是非常之出色的
[00:03:01.160 --> 00:03:03.440]  是住在皇宮裏面
[00:03:03.440 --> 00:03:05.600]  也是一個很有血性
[00:03:05.600 --> 00:03:07.520]  很有憧憬的人
[00:03:07.520 --> 00:03:09.240]  但是在他人生裏面
[00:03:09.240 --> 00:03:11.160]  他經歷了很多
[00:03:11.160 --> 00:03:14.720]  他曾經因為民族大義的緣故
[00:03:14.720 --> 00:03:17.240]  是一錘就打死人
[00:03:17.240 --> 00:03:19.320]  結果就落荒而逃
[00:03:19.320 --> 00:03:22.560]  然後他隔了40年的時間
[00:03:22.560 --> 00:03:25.080]  才能夠真真正正的
[00:03:25.080 --> 00:03:27.600]  開始他一個很有智慧
[00:03:27.600 --> 00:03:28.800]  很有意義的人生
[00:03:28.800 --> 00:03:30.240]  當然你熟悉聖經的話
[00:03:30.240 --> 00:03:32.040]  你知道這個人就是
[00:03:32.040 --> 00:03:33.800]  The Prince of Egypt
[00:03:33.800 --> 00:03:36.440]  這個摩西這個人物
[00:03:36.440 --> 00:03:38.240]  我最喜歡的就是
[00:03:38.240 --> 00:03:40.600]  這個神人摩西的詩
[00:03:40.600 --> 00:03:42.880]  在這個詩篇90篇裏面
[00:03:42.880 --> 00:03:44.880]  就是將這個智慧的心
[00:03:44.880 --> 00:03:46.960]  來告訴我們
[00:03:46.960 --> 00:03:49.520]  他首先宣告一樣東西
[00:03:49.520 --> 00:03:50.720]  他說:主啊
[00:03:50.720 --> 00:03:52.720]  祢世世代代
[00:03:52.720 --> 00:03:54.760]  做我們的居所
[00:03:54.760 --> 00:03:56.600]  朱瞻未曾生出
[00:03:56.600 --> 00:03:57.840]  地與世界
[00:03:57.840 --> 00:03:59.440]  祢未曾造成
[00:03:59.440 --> 00:04:01.640]  從耿古到永遠
[00:04:01.640 --> 00:04:03.600]  祢是神
[00:04:03.600 --> 00:04:06.240]  人生到底有什麼
[00:04:06.240 --> 00:04:09.000]  是永恆不變的依靠呢?
[00:04:09.000 --> 00:04:11.160]  人生到底有什麼
[00:04:11.160 --> 00:04:13.000]  是真真正正
[00:04:13.000 --> 00:04:14.680]  可以說領我們
[00:04:14.680 --> 00:04:16.320]  指導我們的呢?
[00:04:16.320 --> 00:04:19.200]  在香港這個地方
[00:04:19.200 --> 00:04:21.600]  很多的朋友都覺得
[00:04:21.600 --> 00:04:24.120]  他不信任何的宗教
[00:04:24.120 --> 00:04:26.720]  他信的只是信自己
[00:04:26.720 --> 00:04:28.200]  他說人最重要
[00:04:28.200 --> 00:04:29.440]  就是信自己
[00:04:29.440 --> 00:04:32.080]  我不知道在在有沒有朋友
[00:04:32.080 --> 00:04:36.240]  你覺得這個是你的人生的思想來的呢?
[00:04:36.240 --> 00:04:39.200]  如果你說我只是信自己
[00:04:39.200 --> 00:04:42.000]  我覺得這一種的表達
[00:04:42.000 --> 00:04:44.480]  其實是差了一點點的
[00:04:44.480 --> 00:04:46.960]  因為說我信自己
[00:04:46.960 --> 00:04:48.840]  可能你要說的就是
[00:04:48.840 --> 00:04:51.120]  人需要盡自己的本份
[00:04:51.120 --> 00:04:54.200]  人需要去掌握自己的命運
[00:04:54.200 --> 00:04:56.400]  人需要去為自己打拼
[00:04:56.400 --> 00:04:58.600]  我完全同意這件事
[00:04:58.600 --> 00:05:00.200]  但是如果有人覺得
[00:05:00.200 --> 00:05:02.120]  我只能夠信自己
[00:05:02.120 --> 00:05:03.760]  我覺得這一種的人生
[00:05:03.760 --> 00:05:05.680]  實在是太過片面了
[00:05:05.680 --> 00:05:07.480]  實在是太過孤單了
[00:05:07.480 --> 00:05:08.880]  如果你是這樣的話
[00:05:08.880 --> 00:05:10.240]  我希望今天
[00:05:10.240 --> 00:05:11.440]  你能夠說
[00:05:11.440 --> 00:05:13.680]  我不要再說這句話了
[00:05:13.680 --> 00:05:16.080]  我除了能夠盡自己的力量之外
[00:05:16.080 --> 00:05:17.080]  我也知道
[00:05:17.080 --> 00:05:18.680]  連我那口氣
[00:05:18.680 --> 00:05:20.520]  我之所以能夠有這口氣
[00:05:20.520 --> 00:05:22.440]  都不是我自己掌握得到的
[00:05:22.440 --> 00:05:23.240]  是不是?
[00:05:23.240 --> 00:05:24.480]  我們來的時候
[00:05:24.480 --> 00:05:26.120]  沒有人帶著自己的口氣來的
[00:05:26.120 --> 00:05:27.800]  是來的時候就有口氣的
[00:05:27.800 --> 00:05:29.040]  我們能夠走的時候
[00:05:29.040 --> 00:05:31.040]  我們都沒有辦法控制自己的
[00:05:31.040 --> 00:05:31.920]  而一句話
[00:05:31.920 --> 00:05:34.040]  我只是信自己的人
[00:05:34.040 --> 00:05:37.840]  其實真是說得太過誇張了
[00:05:37.840 --> 00:05:39.960]  因為我們任何人
[00:05:39.960 --> 00:05:41.840]  活在這個世界上
[00:05:41.840 --> 00:05:44.120]  你都需要信別人的
[00:05:44.120 --> 00:05:45.760]  你入學的時候
[00:05:45.760 --> 00:05:47.280]  你聽不聽那些東西
[00:05:47.280 --> 00:05:48.880]  是誰告訴你的?
[00:05:48.880 --> 00:05:50.440]  都是別人告訴你的
[00:05:50.440 --> 00:05:51.800]  你坐巴士的時候
[00:05:51.800 --> 00:05:54.000]  你都沒有查問過那個司機
[00:05:54.000 --> 00:05:55.360]  到底你有沒有心臟病
[00:05:55.360 --> 00:05:56.240]  有沒有血壓高
[00:05:56.240 --> 00:05:57.120]  有沒有發過瘀
[00:05:57.120 --> 00:05:59.400]  你都是坐在司機的車上
[00:05:59.400 --> 00:06:01.200]  或者你買了一輛很漂亮的車回來
[00:06:01.200 --> 00:06:03.400]  你自己都沒有驗收過任何東西的
[00:06:03.400 --> 00:06:07.080]  你都是信那間名車廠所做的事情而已
[00:06:07.080 --> 00:06:08.760]  但是你說現在
[00:06:08.760 --> 00:06:10.560]  我不再這樣說
[00:06:10.560 --> 00:06:12.920]  我不是只是一個信自己的人
[00:06:12.920 --> 00:06:15.000]  不過我有其他的信仰
[00:06:15.000 --> 00:06:17.160]  而摩西這個所表達的
[00:06:17.160 --> 00:06:18.560]  其實對我們來說
[00:06:18.560 --> 00:06:20.880]  就是一個很大的挑戰
[00:06:20.880 --> 00:06:22.160]  他的挑戰就是說
[00:06:22.160 --> 00:06:24.240]  你信的腦袋是什麼?
[00:06:24.240 --> 00:06:25.600]  他說我信那一位
[00:06:25.600 --> 00:06:28.160]  是朱瓒未曾生出地獄世界
[00:06:28.160 --> 00:06:29.320]  你未曾造成
[00:06:29.320 --> 00:06:30.480]  你是神
[00:06:30.480 --> 00:06:32.600]  他信那一位人手摸不到
[00:06:32.600 --> 00:06:33.880]  人眼看不到
[00:06:33.880 --> 00:06:35.920]  因為比一切更加早
[00:06:35.920 --> 00:06:38.040]  比一切更加大的
[00:06:38.040 --> 00:06:40.480]  所以如果你靠的是一個
[00:06:40.480 --> 00:06:43.560]  比這個創造宇宙萬物的真神
[00:06:43.560 --> 00:06:46.200]  我希望你今天重新想一想
[00:06:46.200 --> 00:06:48.640]  你到底信的是些什麼?
[00:06:48.640 --> 00:06:51.600]  人信的如果是人手所做出來的
[00:06:51.600 --> 00:06:54.160]  那一切終於都會過去
[00:06:54.160 --> 00:06:56.240]  在今天這個世界
[00:06:56.240 --> 00:06:59.640]  就在我們離開香港不是很遠的地方
[00:06:59.640 --> 00:07:02.920]  有一個地方是被瀑水浸沒的
[00:07:02.920 --> 00:07:04.680]  那個地方據我所知
[00:07:04.680 --> 00:07:07.000]  是香港很多演藝界的人
[00:07:07.000 --> 00:07:10.240]  所依靠的那一些他們拜的對象
[00:07:10.240 --> 00:07:11.480]  所拜的地方
[00:07:11.480 --> 00:07:13.440]  我不知道那一些廟宇
[00:07:13.440 --> 00:07:15.120]  今天是怎樣的情況呢?
[00:07:15.120 --> 00:07:16.040]  親愛的
[00:07:16.040 --> 00:07:18.040]  我不是攻擊別人的宗教
[00:07:18.040 --> 00:07:19.440]  但是我有責任
[00:07:19.440 --> 00:07:23.480]  來宣告作為上帝所創造的人類
[00:07:23.480 --> 00:07:26.440]  我們真的要有一個智慧的心
[00:07:26.440 --> 00:07:30.480]  能夠說我要敬拜那位賜心滅的上帝
[00:07:30.480 --> 00:07:34.520]  而不去依靠那些人手所做出來的物品
[00:07:34.520 --> 00:07:37.520]  摩西就有一個這樣智慧的心
[00:07:37.520 --> 00:07:41.440]  他說你永遠是我們的居所
[00:07:41.440 --> 00:07:42.920]  創造的神啊
[00:07:42.920 --> 00:07:44.280]  你是我的依靠
[00:07:44.280 --> 00:07:45.680]  你是我的保障
[00:07:45.680 --> 00:07:47.280]  你是我的居所
[00:07:47.280 --> 00:07:50.800]  我覺得這種的宣告實在太過珍貴了
[00:07:50.800 --> 00:07:53.040]  因為如果不是這一位
[00:07:53.040 --> 00:07:56.320]  其他的一切都是會煙消雲散
[00:07:56.320 --> 00:07:57.760]  會成為過去的
[00:07:57.760 --> 00:08:02.120]  好不好你給我一點這樣的機會
[00:08:02.120 --> 00:08:05.640]  來將我心底裏面很重要的這番話
[00:08:05.640 --> 00:08:07.200]  來跟你表白
[00:08:07.200 --> 00:08:11.880]  就是說他真是願意成為我們的依靠
[00:08:11.880 --> 00:08:14.560]  使得我們無論怎樣風吹草動
[00:08:14.560 --> 00:08:16.440]  這個世界有什麼變化
[00:08:16.440 --> 00:08:18.920]  我們都不需要再驚惶了
[00:08:18.920 --> 00:08:21.040]  你的心裏面有沒有什麼要怕的?
[00:08:21.040 --> 00:08:23.040]  有沒有怕失去你的健康?
[00:08:23.040 --> 00:08:25.040]  有沒有怕失去你的生命?
[00:08:25.040 --> 00:08:27.040]  有沒有怕失去你的事業?
[00:08:27.040 --> 00:08:31.160]  有沒有怕失去人間那種對你的愛?
[00:08:31.160 --> 00:08:32.440]  如果有的話
[00:08:32.440 --> 00:08:34.120]  今天是一個時候
[00:08:34.120 --> 00:08:35.400]  來說主啊
[00:08:35.400 --> 00:08:38.320]  我以你為我的居所
[00:08:38.320 --> 00:08:39.840]  為我的依靠
[00:08:39.840 --> 00:08:44.120]  然後摩西他在他這一篇的討論裏面
[00:08:44.120 --> 00:08:47.000]  他講了幾樣人生的東西
[00:08:47.000 --> 00:08:51.160]  我用三個英文字簡單的來表達出來
[00:08:51.160 --> 00:08:53.160]  他觀察的人生是什麼呢?
[00:08:53.160 --> 00:08:54.960]  是一個短促的人生
[00:08:54.960 --> 00:08:56.400]  是bravety
[00:08:56.400 --> 00:08:58.400]  很短的 短成怎樣?
[00:08:58.400 --> 00:09:00.400]  好像睡一覺那樣
[00:09:00.400 --> 00:09:02.760]  醒了之後就原來發一場霧
[00:09:02.760 --> 00:09:04.440]  好像草那樣
[00:09:04.440 --> 00:09:05.800]  早上生長
[00:09:05.800 --> 00:09:07.800]  晚上就割下枯乾
[00:09:07.800 --> 00:09:08.920]  睡不一天
[00:09:08.920 --> 00:09:10.520]  這樣過去
[00:09:10.520 --> 00:09:14.280]  我是去年的時候退休的
[00:09:14.280 --> 00:09:17.560]  有人說你這麼年輕不應該退休
[00:09:17.560 --> 00:09:19.560]  我說你猜一下我多少
[00:09:19.560 --> 00:09:22.120]  他說看上去不像要退休
[00:09:22.120 --> 00:09:23.720]  我說我去年已經60
[00:09:23.720 --> 00:09:25.480]  今年已經61
[00:09:25.480 --> 00:09:26.760]  到了這個階段
[00:09:26.760 --> 00:09:28.040]  我經常講他的說話
[00:09:28.040 --> 00:09:31.880]  我前面的日子一定是比過去的日子短的
[00:09:31.880 --> 00:09:34.760]  然後就發覺人生真的變了很多
[00:09:34.760 --> 00:09:36.760]  年輕的時候去party
[00:09:36.760 --> 00:09:39.280]  老一點的時候
[00:09:39.280 --> 00:09:41.040]  就不是去party
[00:09:41.040 --> 00:09:43.040]  是去party
[00:09:43.040 --> 00:09:45.040]  是去拜拜
[00:09:45.040 --> 00:09:46.560]  很多拜拜
[00:09:46.560 --> 00:09:48.400]  身邊很多人拜拜
[00:09:48.400 --> 00:09:51.040]  年紀越大的時候就越發覺
[00:09:51.040 --> 00:09:53.440]  真的越來越只剩下自己一個
[00:09:53.440 --> 00:09:55.280]  都不知道長好還是短好
[00:09:55.280 --> 00:09:56.880]  但是大家都總覺得
[00:09:56.880 --> 00:09:58.160]  真的太短了
[00:09:58.160 --> 00:09:59.160]  太快了
[00:09:59.160 --> 00:10:00.000]  是不是?
[00:10:00.000 --> 00:10:02.000]  我不知道你有沒有這樣的感覺
[00:10:02.000 --> 00:10:03.120]  你覺得真的
[00:10:03.120 --> 00:10:05.840]  嘩 一下子就過去了
[00:10:05.840 --> 00:10:07.360]  我們這一輩的人
[00:10:07.360 --> 00:10:09.280]  到了這個時候就說
[00:10:09.280 --> 00:10:11.200]  已經中學畢業
[00:10:11.200 --> 00:10:13.880]  說了多少年了
[00:10:13.880 --> 00:10:15.880]  很多人不是說20
[00:10:15.880 --> 00:10:16.880]  不是說30
[00:10:16.880 --> 00:10:18.000]  是進入40
[00:10:18.000 --> 00:10:19.680]  很恐怖的
[00:10:19.680 --> 00:10:20.680]  但是覺得
[00:10:21.080 --> 00:10:25.480]  我們沒多久之前才讀Ice School
[00:10:25.480 --> 00:10:28.520]  人生就是順一聲這樣過去
[00:10:28.520 --> 00:10:29.880]  另外他表達一樣
[00:10:29.880 --> 00:10:31.880]  我們比較少人注意的
[00:10:31.880 --> 00:10:36.040]  或者是比較多人喜歡聽的
[00:10:36.040 --> 00:10:37.560]  除了這個privacy
[00:10:37.560 --> 00:10:39.040]  他講人生是什麼
[00:10:39.040 --> 00:10:40.640]  deprivacy
[00:10:40.640 --> 00:10:43.360]  就是一個墮落
[00:10:43.360 --> 00:10:45.240]  在人生裏面
[00:10:45.240 --> 00:10:46.760]  摩西告訴我們
[00:10:46.760 --> 00:10:49.920]  我們因著你的怒氣而消滅
[00:10:49.920 --> 00:10:52.720]  在你的困惑裏面而驚惶
[00:10:52.720 --> 00:10:55.800]  你將我們的罪孽擺在你面前
[00:10:55.800 --> 00:10:59.280]  將我們的忍惡擺在你的面光之中
[00:10:59.280 --> 00:11:01.000]  我們經過的日子
[00:11:01.000 --> 00:11:03.160]  都在你的震怒之下
[00:11:03.160 --> 00:11:04.880]  我們到盡了年歲
[00:11:04.880 --> 00:11:07.720]  好像一聲歎息
[00:11:07.720 --> 00:11:09.640]  你有沒有注意到這一番的說話
[00:11:09.640 --> 00:11:11.120]  其實是很難掩蓋的
[00:11:11.120 --> 00:11:13.360]  誰喜歡活在一個
[00:11:13.360 --> 00:11:15.560]  經常怒目相視
[00:11:15.560 --> 00:11:18.320]  怒目相向的人的面前呢?
[00:11:18.320 --> 00:11:20.520]  這裏似乎是在講
[00:11:20.520 --> 00:11:23.240]  上帝創造宇宙萬物的真神
[00:11:23.240 --> 00:11:25.240]  對於以色列的百姓
[00:11:25.240 --> 00:11:27.240]  對於摩西這樣的人
[00:11:27.240 --> 00:11:29.840]  原來他看著他所有的東西
[00:11:29.840 --> 00:11:32.200]  看著他內心的一切
[00:11:32.200 --> 00:11:34.480]  看著他一生的一言一行
[00:11:34.480 --> 00:11:36.680]  看著他每一個的意念
[00:11:36.680 --> 00:11:38.360]  我年輕的時候
[00:11:38.360 --> 00:11:40.600]  我最不喜歡唱一首歌
[00:11:40.600 --> 00:11:41.800]  就是叫做
[00:11:41.800 --> 00:11:43.520]  我在做什麼
[00:11:43.520 --> 00:11:45.320]  我在說什麼
[00:11:45.320 --> 00:11:48.000]  主每時每刻都記名
[00:11:48.000 --> 00:11:49.680]  你有沒有人會唱這首歌?
[00:11:49.680 --> 00:11:52.920]  你想聽我唱兩句給你聽嗎?
[00:11:52.920 --> 00:11:55.400]  你在做什麼
[00:11:55.400 --> 00:11:57.080]  你在說什麼
[00:11:57.080 --> 00:11:59.560]  主每時每刻都記名
[00:11:59.560 --> 00:12:01.920]  哇 我就覺得糟糕了
[00:12:01.920 --> 00:12:03.800]  因為我小時候
[00:12:03.800 --> 00:12:05.480]  除了上課讀書
[00:12:05.480 --> 00:12:07.080]  上禮拜課念主一學
[00:12:07.080 --> 00:12:09.080]  我都出街講髒話
[00:12:09.080 --> 00:12:11.480]  因為我除了
[00:12:11.480 --> 00:12:15.840]  小時候看到爸爸的西裝衣
[00:12:15.840 --> 00:12:17.280]  掛在牆邊
[00:12:17.280 --> 00:12:19.760]  我就會伸手進去拿幾毛錢
[00:12:19.760 --> 00:12:22.560]  去買一件小玩具
[00:12:22.560 --> 00:12:25.320]  我還有其它的當然是大件事
[00:12:25.320 --> 00:12:27.040]  我不跟你說了
[00:12:27.040 --> 00:12:28.760]  越大就越古靈精怪
[00:12:28.760 --> 00:12:30.800]  越大就越壞
[00:12:30.800 --> 00:12:32.360]  一直聽著這些東西
[00:12:32.360 --> 00:12:33.760]  覺得不中用
[00:12:33.760 --> 00:12:35.760]  原來聖經告訴我們
[00:12:35.760 --> 00:12:38.480]  人整個的存在
[00:12:38.480 --> 00:12:41.880]  自創世之後人類墮落以來
[00:12:41.880 --> 00:12:43.520]  每時每刻
[00:12:43.520 --> 00:12:46.800]  人心裡所想的盡都敗壞
[00:12:46.800 --> 00:12:48.120]  壞到極處
[00:12:48.120 --> 00:12:50.440]  人心比萬物都詭窄
[00:12:50.440 --> 00:12:53.320]  壞到極處誰能測透呢?
[00:12:53.320 --> 00:12:55.520]  我想大家在社會上
[00:12:55.520 --> 00:12:57.640]  越有地位越有成就
[00:12:57.640 --> 00:13:01.800]  你就會發覺原來在最高尚的地方
[00:13:01.800 --> 00:13:05.240]  或者是最有成就的地方
[00:13:05.240 --> 00:13:07.400]  人裡面的醜陋
[00:13:07.400 --> 00:13:09.240]  人裡面的淫亂
[00:13:09.240 --> 00:13:10.920]  人裡面的貪婪
[00:13:10.920 --> 00:13:12.800]  人裡面的欺詐
[00:13:12.800 --> 00:13:15.200]  你知不知道這個金融的危機
[00:13:15.200 --> 00:13:18.000]  整個金融體制的倒閉
[00:13:18.000 --> 00:13:19.000]  是為了甚麼呢?
[00:13:19.000 --> 00:13:21.280]  是因為那些rocket scientist
[00:13:21.280 --> 00:13:23.880]  很有智慧的人冷戰結束之後
[00:13:23.880 --> 00:13:25.400]  他們不能去做飛彈
[00:13:25.400 --> 00:13:27.520]  不能去做那些star wars的東西
[00:13:27.520 --> 00:13:29.280]  於是他們把他們的智慧
[00:13:29.280 --> 00:13:31.080]  放在華爾街那裡
[00:13:31.080 --> 00:13:33.440]  做了很多CDO出來
[00:13:33.440 --> 00:13:35.480]  結果就是
[00:13:35.480 --> 00:13:38.600]  令到全世界一直在貪婪裡面
[00:13:38.600 --> 00:13:40.360]  一直這樣墮落下去
[00:13:40.360 --> 00:13:42.680]  原來上帝一直看著
[00:13:42.680 --> 00:13:46.640]  原來人生裡面種種的悲哀
[00:13:46.640 --> 00:13:51.640]  痛苦、離婚、受殺、受恨、分離等等
[00:13:51.640 --> 00:13:55.320]  都是因為我們的depravity組成
[00:13:55.320 --> 00:13:57.800]  我以前很討厭這一句話
[00:13:57.800 --> 00:13:59.720]  我不喜歡面對這個怒氣
[00:13:59.720 --> 00:14:01.160]  我以為祂真的恨我
[00:14:01.160 --> 00:14:02.960]  以為祂真的要追著我
[00:14:02.960 --> 00:14:05.640]  但是後來我知道原來這個怒氣
[00:14:05.640 --> 00:14:08.680]  只是表明那位公義的上帝
[00:14:08.680 --> 00:14:10.600]  祂不喜歡我們
[00:14:10.600 --> 00:14:13.600]  繼續在這種生活裡面持續下去
[00:14:13.600 --> 00:14:15.680]  我起了一個敬畏的心
[00:14:15.680 --> 00:14:17.600]  但是我沒有辦法來脫離祂
[00:14:17.600 --> 00:14:19.400]  因為我真的害怕祂
[00:14:19.400 --> 00:14:21.000]  直到有一天
[00:14:21.000 --> 00:14:22.480]  我的媽媽告訴我
[00:14:22.480 --> 00:14:24.440]  兒子 你來跟我祈禱
[00:14:24.440 --> 00:14:26.480]  我跟媽媽說我不會祈禱
[00:14:26.480 --> 00:14:27.960]  因為我害怕 我不想
[00:14:27.960 --> 00:14:30.560]  因為我知道真理而我保險出來
[00:14:30.560 --> 00:14:32.200]  因為明知善意不幸
[00:14:32.200 --> 00:14:33.480]  這個罪皆一等
[00:14:33.480 --> 00:14:35.080]  我自己這樣想
[00:14:35.080 --> 00:14:37.320]  但是上帝不是這樣想
[00:14:37.320 --> 00:14:39.640]  媽媽叫我祈禱 我不懂祈禱
[00:14:39.640 --> 00:14:41.640]  當我跪下祈禱的時候
[00:14:41.640 --> 00:14:43.200]  我一張開口
[00:14:43.200 --> 00:14:46.280]  我就是懂得說對不起
[00:14:46.280 --> 00:14:48.360]  對不起幾個字一出來的時候
[00:14:48.360 --> 00:14:51.520]  眼淚就這樣滴滴滴滴流下來
[00:14:51.520 --> 00:14:53.840]  由我22歲那一天
[00:14:53.840 --> 00:14:56.040]  流過這幾滴的眼淚
[00:14:56.040 --> 00:14:57.960]  滴進了我的心裡
[00:14:57.960 --> 00:15:01.120]  也都我真正相信聖經裡面所說的話
[00:15:01.120 --> 00:15:03.360]  神是公義的是信實的
[00:15:03.360 --> 00:15:05.320]  必要赦免我們的罪
[00:15:05.320 --> 00:15:07.520]  洗淨我們一切的不義
[00:15:07.520 --> 00:15:09.080]  由那天起
[00:15:09.080 --> 00:15:10.720]  這個deep privacy
[00:15:10.720 --> 00:15:13.680]  已經不再成為我人生裡面
[00:15:13.680 --> 00:15:15.440]  那個主流的力量
[00:15:15.440 --> 00:15:18.000]  已經成為我可以去到
[00:15:18.000 --> 00:15:20.200]  靠著耶穌基督
[00:15:20.200 --> 00:15:24.120]  而去接受上帝對罪公義的審判
[00:15:24.120 --> 00:15:26.920]  而去面對自己內心的黑暗
[00:15:26.920 --> 00:15:28.240]  從此之後
[00:15:28.240 --> 00:15:31.480]  我活在上帝的恩典之中
[00:15:31.480 --> 00:15:32.960]  親愛的朋友
[00:15:32.960 --> 00:15:34.600]  其實說這麼多
[00:15:34.600 --> 00:15:37.240]  我只是想我們每一個人
[00:15:37.240 --> 00:15:41.160]  到真正生命有安身立命之所
[00:15:41.160 --> 00:15:44.080]  有真正安居真正倚靠
[00:15:44.080 --> 00:15:46.200]  也都能夠坦然的
[00:15:46.200 --> 00:15:48.040]  去面對自己的過去
[00:15:48.040 --> 00:15:49.560]  面對自己的內心
[00:15:49.560 --> 00:15:51.960]  面對人性的敗壞和軟弱
[00:15:51.960 --> 00:15:54.120]  而靠著上帝的憐憫
[00:15:54.120 --> 00:15:56.560]  真的可以靠著耶穌基督的緣故
[00:15:56.560 --> 00:15:59.880]  是消除他一切的怒氣
[00:15:59.880 --> 00:16:02.240]  當這個怒氣一消除的時候
[00:16:02.240 --> 00:16:05.800]  我們整個人神之間的關係
[00:16:05.800 --> 00:16:08.160]  人與世界之間的關係
[00:16:08.160 --> 00:16:09.920]  人與自己的關係
[00:16:09.920 --> 00:16:12.040]  都起了很大的變化
[00:16:12.040 --> 00:16:13.200]  我怎知道
[00:16:13.200 --> 00:16:16.680]  因為如果不是有這個變化的話
[00:16:16.680 --> 00:16:19.840]  我不會肯很盡忠
[00:16:19.840 --> 00:16:21.440]  很負責任地
[00:16:21.440 --> 00:16:26.240]  去愛我這個唯一的妻子
[00:16:26.240 --> 00:16:27.960]  很多的男人
[00:16:27.960 --> 00:16:29.800]  很多事都有成就
[00:16:29.800 --> 00:16:33.160]  但是唯有在自己的欲念那方面
[00:16:33.160 --> 00:16:35.600]  是毫無招架之力
[00:16:35.600 --> 00:16:37.760]  我想告訴你
[00:16:37.760 --> 00:16:40.760]  我是一個完全軟弱敗壞的人
[00:16:40.760 --> 00:16:41.960]  但是今天
[00:16:41.960 --> 00:16:44.040]  我能夠走到今時今日
[00:16:44.040 --> 00:16:46.920]  而且也有信心繼續走下去
[00:16:46.920 --> 00:16:49.000]  繼續靠著神的恩典
[00:16:49.000 --> 00:16:52.160]  去抗衡這個敗壞的世界
[00:16:52.160 --> 00:16:56.120]  抗衡自己內裏面的內著的罪
[00:16:56.120 --> 00:16:59.680]  是神將那個怒氣轉燒
[00:16:59.680 --> 00:17:01.960]  而轉燒怒氣的方法只有一個
[00:17:01.960 --> 00:17:04.280]  因為在天下人間沒有次下別的名
[00:17:04.280 --> 00:17:05.880]  我們可以靠著得救
[00:17:05.880 --> 00:17:09.200]  耶穌基督不是要消除魔鬼的作為
