
[00:00:00.000 --> 00:00:07.000]  好 第一次會在聆聽主導熱線讓我們一起和心低頭禱告
[00:01:56.000 --> 00:02:02.000]  在上次我們見到一個好像很努力地
[00:02:02.000 --> 00:02:09.000]  去為自己塑造出一個很合神心意的生命的年青人
[00:02:09.000 --> 00:02:13.000]  他甚至來到去耶穌基督的面前
[00:02:13.000 --> 00:02:20.000]  聲稱他其實一切的律例典章都已經守了
[00:02:20.000 --> 00:02:27.000]  而且耶穌甚至邀請他成為他的門徒的一份子
[00:02:27.000 --> 00:02:30.000]  所以在上次我們去見耶穌
[00:02:30.000 --> 00:02:37.000]  最後在第二十一節的裏面
[00:02:37.000 --> 00:02:44.000]  耶穌說你若願意作完全人就可以去變賣你所有的分級窮人
[00:02:44.000 --> 00:02:47.000]  就必有財寶在天上
[00:02:47.000 --> 00:02:50.000]  你還要來跟從我
[00:02:50.000 --> 00:02:54.000]  耶穌作了一個邀請是一個很大的光榮
[00:02:54.000 --> 00:02:57.000]  如果今天我們作為信徒
[00:02:57.000 --> 00:03:00.000]  耶穌有一天向你顯現的話
[00:03:00.000 --> 00:03:02.000]  當然現在不會了
[00:03:02.000 --> 00:03:05.000]  如果耶穌真的今天向你顯現
[00:03:05.000 --> 00:03:07.000]  那就是世界沒了
[00:03:07.000 --> 00:03:09.000]  所以有時候你聽信徒說
[00:03:09.000 --> 00:03:11.000]  耶穌和我說什麼
[00:03:11.000 --> 00:03:13.000]  其實他這樣說就是世界已經沒了
[00:03:13.000 --> 00:03:15.000]  耶穌再次回來了
[00:03:15.000 --> 00:03:19.000]  其實耶穌是主動地邀請
[00:03:19.000 --> 00:03:24.000]  如果是來到你面前邀請你成為他的一份子來跟從我
[00:03:24.000 --> 00:03:30.000]  我相信作為基督徒應該是萬二分的榮幸
[00:03:30.000 --> 00:03:35.000]  但是這個年輕的富裕青年
[00:03:35.000 --> 00:03:43.000]  他卻因為陷入一個很深的靈性深淵當中
[00:03:43.000 --> 00:03:49.000]  當耶穌作一個光榮的邀請讓他成為一份子
[00:03:49.000 --> 00:03:53.000]  他沒有想過進入到耶穌基督的一份子當中
[00:03:53.000 --> 00:03:58.000]  甚至經文最後說他悠悠愁愁地離開
[00:03:58.000 --> 00:04:05.000]  為什麼這個人還好像表面上這麼虔誠呢
[00:04:05.000 --> 00:04:08.000]  因為他有一個目的
[00:04:08.000 --> 00:04:11.000]  就是當時他很風生水起
[00:04:11.000 --> 00:04:15.000]  他又有錢又年輕
[00:04:15.000 --> 00:04:18.000]  我們用今天的用語
[00:04:18.000 --> 00:04:23.000]  像是惠東啊 韓中啊 年青才俊
[00:04:23.000 --> 00:04:29.000]  為什麼不轉頭呢 惠東好像有點認同
[00:04:29.000 --> 00:04:33.000]  年青才俊雖然不及他有錢
[00:04:33.000 --> 00:04:38.000]  但是他覺得自己已經很好在這個世界
[00:04:38.000 --> 00:04:42.000]  於是他要問這條問題
[00:04:42.000 --> 00:04:44.000]  我如何得永生呢
[00:04:44.000 --> 00:04:48.000]  其實動機是要將自己的好好
[00:04:48.000 --> 00:04:54.000]  從這個世代這個現象綁實了他
[00:04:54.000 --> 00:04:58.000]  鎖定了他在永恆當中都有這個位置
[00:04:58.000 --> 00:05:04.000]  這種觀念其實在今天很多的中產基督徒裡面
[00:05:04.000 --> 00:05:06.000]  是非常之流行的
[00:05:06.000 --> 00:05:10.000]  因為我們可能是大律師
[00:05:10.000 --> 00:05:13.000]  不要說大律師 律師 醫生
[00:05:13.000 --> 00:05:17.000]  什麼研究所的主管
[00:05:17.000 --> 00:05:21.000]  我是什麼部門的總裁
[00:05:21.000 --> 00:05:26.000]  甚至我是他們的副總裁VP
[00:05:26.000 --> 00:05:28.000]  我已經很好在這個世界
[00:05:28.000 --> 00:05:34.000]  我有房子 有車子 還有妻子
[00:05:34.000 --> 00:05:38.000]  還有兒子 女子 什麼都有了
[00:05:38.000 --> 00:05:43.000]  我想將這東西鎖在永恆當中
[00:05:43.000 --> 00:05:45.000]  那我就一世無憂了
[00:05:45.000 --> 00:05:50.000]  這個年青的富裕的青年人就帶著這種心態
[00:05:50.000 --> 00:05:52.000]  不過他知道有些東西他還是欠缺
[00:05:52.000 --> 00:05:59.000]  如何肯定鎖定了我有這麼好的榮譽在永恆當中呢
[00:05:59.000 --> 00:06:02.000]  耶穌提供了解決方法給他
[00:06:02.000 --> 00:06:05.000]  就是賣掉你現在所有的東西分給窮人
[00:06:05.000 --> 00:06:10.000]  將你的財寶不要再專注留在這個地上了
[00:06:10.000 --> 00:06:15.000]  你應該專注仰望永恆當中的價值
[00:06:15.000 --> 00:06:18.000]  他沒有選擇這條道路
[00:06:18.000 --> 00:06:21.000]  今天我們來到第二集
[00:06:21.000 --> 00:06:25.000]  下集 只有兩集 沒有第三集了
[00:06:25.000 --> 00:06:29.000]  以前我講一堂道講了四個崇拜
[00:06:29.000 --> 00:06:32.000]  有些人說還沒入高潮
[00:06:32.000 --> 00:06:35.000]  過了一個星期又不見了
[00:06:35.000 --> 00:06:37.000]  過了一個星期又不見了
[00:06:37.000 --> 00:06:39.000]  到第三個星期又入了
[00:06:39.000 --> 00:06:41.000]  但第四個星期又結帳
[00:06:41.000 --> 00:06:43.000]  他又覺得不夠
[00:06:43.000 --> 00:06:45.000]  我就分兩集講
[00:06:45.000 --> 00:06:49.000]  來到今天我們看第二個部分
[00:06:49.000 --> 00:06:51.000]  我同樣做一個題目
[00:06:51.000 --> 00:06:55.000]  一個我們稱之為智商矛盾的題目
[00:06:55.000 --> 00:07:01.000]  叫做一個非常屬靈的靈性心悅第二講
[00:07:01.000 --> 00:07:03.000]  今天我們會看到
[00:07:03.000 --> 00:07:10.000]  這種思想原來仍然殘留在信徒生命裏
[00:07:10.000 --> 00:07:13.000]  其實很多時候我們作為信徒
[00:07:13.000 --> 00:07:16.000]  我們在跌入這些靈性心中
[00:07:16.000 --> 00:07:20.000]  仍然處於愚昧無知的狀態
[00:07:20.000 --> 00:07:24.000]  甚至我們會覺得非常享受
[00:07:24.000 --> 00:07:28.000]  在二十多年前曾經有一位西人的同學
[00:07:28.000 --> 00:07:31.000]  在神學院介紹我看一本書
[00:07:31.000 --> 00:07:35.000]  那本書由一個作者叫做Oskinus去寫
[00:07:35.000 --> 00:07:40.000]  Oskinus其實是一個我頗尊重的信徒
[00:07:40.000 --> 00:07:43.000]  他寫這本書的裏面
[00:07:43.000 --> 00:07:47.000]  一開始他用了這個所謂溫水煮蛙的例子
[00:07:47.000 --> 00:07:50.000]  提出了今天很多信徒
[00:07:50.000 --> 00:07:52.000]  就是在溫水裏面
[00:07:52.000 --> 00:07:56.000]  煮著他進入死亡的方向
[00:07:56.000 --> 00:07:58.000]  他並不察覺 而是很開心的
[00:07:58.000 --> 00:08:00.000]  他覺得今天的牧者經常說
[00:08:00.000 --> 00:08:02.000]  我要信了主可以上天堂
[00:08:02.000 --> 00:08:04.000]  這種觀念是很合聽的
[00:08:04.000 --> 00:08:06.000]  我現在就要上天堂了
[00:08:06.000 --> 00:08:08.000]  甚至牧者還跟他說
[00:08:08.000 --> 00:08:12.000]  多侍奉就多蒙恩典 多受益處
[00:08:12.000 --> 00:08:14.000]  老一輩的牧者都是這樣說的
[00:08:14.000 --> 00:08:16.000]  我也是這樣聽的
[00:08:16.000 --> 00:08:18.000]  但後來我發現
[00:08:18.000 --> 00:08:22.000]  聖經裏面所介紹的不是這樣的
[00:08:22.000 --> 00:08:25.000]  牧師你是否走另一個極端
[00:08:25.000 --> 00:08:27.000]  不要侍奉了
[00:08:27.000 --> 00:08:29.000]  我不是這個意思
[00:08:29.000 --> 00:08:31.000]  侍奉與否是每一樣東西
[00:08:31.000 --> 00:08:33.000]  看上帝在每一個時候安排
[00:08:33.000 --> 00:08:35.000]  放你在一個地方
[00:08:35.000 --> 00:08:36.000]  就是一個侍奉空間
[00:08:36.000 --> 00:08:38.000]  不是故意做一些事
[00:08:38.000 --> 00:08:42.000]  搞一些事 搞一個活動 搞一個聚會
[00:08:42.000 --> 00:08:45.000]  就等同於你是一個虔誠的人
[00:08:45.000 --> 00:08:48.000]  究竟今天我看這個信徒
[00:08:48.000 --> 00:08:51.000]  他終於粉墨更長了
[00:08:51.000 --> 00:08:53.000]  他又怎樣暴露出
[00:08:53.000 --> 00:08:56.000]  他的靈性原來同樣是
[00:08:56.000 --> 00:09:01.000]  跌在一個深淵的危機裏面
[00:09:01.000 --> 00:09:05.000]  耶穌又怎樣在這個過程去挽回他
[00:09:05.000 --> 00:09:07.000]  而他的回應又是怎樣呢
[00:09:07.000 --> 00:09:09.000]  這個反而是我們今天
[00:09:09.000 --> 00:09:11.000]  希望集中去看的部分
[00:09:11.000 --> 00:09:13.000]  一起去看的馬太福音第十九章
[00:09:13.000 --> 00:09:15.000]  二十三至三十節
[00:09:15.000 --> 00:09:17.000]  如果大家有聖經的話一起打開
[00:09:17.000 --> 00:09:20.000]  我們先讀多一次這段經文
[00:09:20.000 --> 00:09:22.000]  這段經文應該很熟悉的
[00:09:22.000 --> 00:09:24.000]  如果你是基督徒
[00:09:24.000 --> 00:09:27.000]  我沒理由說你沒聽過
[00:09:27.000 --> 00:09:30.000]  如果你是非信徒
[00:09:30.000 --> 00:09:32.000]  我相信你也曾經聽過
[00:09:32.000 --> 00:09:34.000]  不少人會引用這段經文
[00:09:34.000 --> 00:09:36.000]  我們一起讀一下
[00:09:36.000 --> 00:09:38.000]  馬太福音
[00:09:38.000 --> 00:09:40.000]  Matthew Chapter 19
[00:09:40.000 --> 00:09:43.000]  Verse 23 to Verse 30
[00:09:43.000 --> 00:09:45.000]  我們一起打開一起讀
[00:09:45.000 --> 00:09:48.000]  馬太福音十九章二十三至三十節
[00:09:48.000 --> 00:09:51.000]  耶穌對門徒說
[00:09:51.000 --> 00:09:53.000]  我實在告訴你們
[00:09:53.000 --> 00:09:56.000]  才主進天國是難的
[00:09:56.000 --> 00:09:58.000]  我又告訴你們
[00:09:58.000 --> 00:10:00.000]  駱駝穿過針的眼
[00:10:00.000 --> 00:10:04.000]  比才主進神的國還容易呢
[00:10:04.000 --> 00:10:06.000]  門徒聽見這話
[00:10:06.000 --> 00:10:09.000]  就稀奇的說
[00:10:09.000 --> 00:10:11.000]  這樣誰能得救呢
[00:10:11.000 --> 00:10:13.000]  耶穌看著他們說
[00:10:13.000 --> 00:10:16.000]  在人這是不能的
[00:10:16.000 --> 00:10:18.000]  在神凡事都能
[00:10:18.000 --> 00:10:20.000]  彼得對他們說
[00:10:20.000 --> 00:10:25.000]  看吧我們已經撇下所有的跟從你
[00:10:25.000 --> 00:10:27.000]  將來我們要得什麼呢
[00:10:27.000 --> 00:10:29.000]  耶穌說
[00:10:29.000 --> 00:10:31.000]  我實在告訴你們
[00:10:31.000 --> 00:10:33.000]  你們這跟從我的人
[00:10:33.000 --> 00:10:35.000]  到復興的時候
[00:10:35.000 --> 00:10:39.000]  人只坐在他榮耀的寶座上
[00:10:39.000 --> 00:10:42.000]  你們也要坐在十二個寶座上
[00:10:42.000 --> 00:10:45.000]  審判以色列十二個支派
[00:10:45.000 --> 00:10:48.000]  凡為我的名撇下房屋
[00:10:48.000 --> 00:10:55.000]  或是弟兄姊妹父親母親兒女田地的
[00:10:55.000 --> 00:10:59.000]  必要得著百倍並且承受永生
[00:10:59.000 --> 00:11:03.000]  然而有許多在前的將要在後
[00:11:03.000 --> 00:11:06.000]  在後的將要在前
[00:11:06.000 --> 00:11:08.000]  讀完之後
[00:11:08.000 --> 00:11:10.000]  大家應該覺得很熟悉這段經文
[00:11:10.000 --> 00:11:12.000]  因為你在教會
[00:11:12.000 --> 00:11:15.000]  甚至在非教會場面裏面
[00:11:15.000 --> 00:11:20.000]  不少人偏斷地引用這段聖經
[00:11:20.000 --> 00:11:22.000]  例如
[00:11:22.000 --> 00:11:27.000]  駱駝穿過針眼比財主進天國還容易呢
[00:11:27.000 --> 00:11:29.000]  聽過很多次了
[00:11:29.000 --> 00:11:30.000]  是不是
[00:11:30.000 --> 00:11:31.000]  接著又說
[00:11:31.000 --> 00:11:34.000]  在人這是不能
[00:11:34.000 --> 00:11:36.000]  在神凡事都能
[00:11:36.000 --> 00:11:38.000]  很多時候的祈禱
[00:11:38.000 --> 00:11:41.000]  特別是靈恩派的祈禱
[00:11:41.000 --> 00:11:43.000]  神職醫治大會
[00:11:43.000 --> 00:11:45.000]  很喜歡引用這句說話
[00:11:45.000 --> 00:11:48.000]  以前我還有電視
[00:11:48.000 --> 00:11:50.000]  看電視的年代
[00:11:50.000 --> 00:11:52.000]  有沒有看電視
[00:11:52.000 --> 00:11:53.000]  應該沒有
[00:11:53.000 --> 00:11:57.000]  以前有一個很出名的
[00:11:57.000 --> 00:12:02.000]  在電視的神醫大會的講員
[00:12:02.000 --> 00:12:06.000]  經常帶病人走出來
[00:12:06.000 --> 00:12:08.000]  從觀眾席裏面
[00:12:08.000 --> 00:12:13.000]  然後在他施行神職的那一刻
[00:12:13.000 --> 00:12:14.000]  一定說
[00:12:14.000 --> 00:12:16.000]  在人是不能的
[00:12:16.000 --> 00:12:18.000]  在神是凡事都能的
[00:12:18.000 --> 00:12:22.000]  這段聖經
[00:12:22.000 --> 00:12:24.000]  其實很多部份都被我們教會
[00:12:24.000 --> 00:12:28.000]  濫用到亂用到一個地步
[00:12:28.000 --> 00:12:30.000]  你都似是而非
[00:12:30.000 --> 00:12:32.000]  進入一個現象
[00:12:32.000 --> 00:12:34.000]  甚至說到怎樣
[00:12:34.000 --> 00:12:36.000]  我們基督徒可以審判世界
[00:12:36.000 --> 00:12:38.000]  我們的權力很厲害
[00:12:38.000 --> 00:12:40.000]  我們將來
[00:12:40.000 --> 00:12:42.000]  但當講到奉獻的時候
[00:12:42.000 --> 00:12:44.000]  又要說又要引用
[00:12:44.000 --> 00:12:46.000]  必須要撇下所有一切的
[00:12:46.000 --> 00:12:48.000]  來跟從我
[00:12:48.000 --> 00:12:50.000]  這段聖經究竟是不是想說這些呢
[00:12:50.000 --> 00:12:55.000]  最精彩的就包含最後那句
[00:12:55.000 --> 00:12:59.000]  在後的反要在前
[00:12:59.000 --> 00:13:02.000]  在前的反要在後
[00:13:02.000 --> 00:13:04.000]  好像不是
[00:13:04.000 --> 00:13:07.000]  在後的反要在前
[00:13:07.000 --> 00:13:09.000]  在前的反要在後
[00:13:09.000 --> 00:13:11.000]  在後的反要在前
[00:13:11.000 --> 00:13:14.000]  所以不要洩氣
[00:13:14.000 --> 00:13:16.000]  弟兄姊妹
[00:13:16.000 --> 00:13:18.000]  你可以反敗為勝
[00:13:18.000 --> 00:13:20.000]  是不是這個意思呢
[00:13:20.000 --> 00:13:23.000]  這段聖經已經殘害到
[00:13:23.000 --> 00:13:25.000]  被我們基督教會的
[00:13:25.000 --> 00:13:29.000]  目者為了自己的目的
[00:13:29.000 --> 00:13:31.000]  將它斬斷了
[00:13:31.000 --> 00:13:33.000]  我們已經說了很多年
[00:13:33.000 --> 00:13:35.000]  究竟說什麼
[00:13:35.000 --> 00:13:37.000]  這段聖經的主旨是什麼
[00:13:37.000 --> 00:13:39.000]  回到題目
[00:13:39.000 --> 00:13:42.000]  其實我們會走入一個
[00:13:42.000 --> 00:13:45.000]  好像很淑靈的深淵
[00:13:45.000 --> 00:13:47.000]  但這次不是一個
[00:13:47.000 --> 00:13:49.000]  誤導的人
[00:13:49.000 --> 00:13:51.000]  或者一個錦上添花信仰的人
[00:13:51.000 --> 00:13:53.000]  來問
[00:13:53.000 --> 00:13:55.000]  而是一個
[00:13:55.000 --> 00:13:57.000]  耶穌基督的門徒
[00:13:57.000 --> 00:14:00.000]  這個門徒的名字叫彼得
[00:14:00.000 --> 00:14:02.000]  他終於來到這段聖經
[00:14:02.000 --> 00:14:04.000]  粉墨登場
[00:14:04.000 --> 00:14:07.000]  究竟馬太引用他的時候
[00:14:07.000 --> 00:14:09.000]  記載了什麼目的呢
[00:14:09.000 --> 00:14:11.000]  我們仔細去看
[00:14:11.000 --> 00:14:13.000]  我們分為兩個大部分一起去看
[00:14:13.000 --> 00:14:15.000]  第一個部分
[00:14:15.000 --> 00:14:18.000]  信的人和不信的人
[00:14:18.000 --> 00:14:21.000]  對於能力的來源
[00:14:21.000 --> 00:14:25.000]  是有一個不同的理解
[00:14:25.000 --> 00:14:27.000]  什麼能力呢
[00:14:27.000 --> 00:14:29.000]  這裡所說
[00:14:29.000 --> 00:14:33.000]  是談論到一個人的悔改能力
[00:14:33.000 --> 00:14:39.000]  信主的人和不信主的人
[00:14:39.000 --> 00:14:44.000]  對於能夠進入天國悔改的道
[00:14:44.000 --> 00:14:46.000]  這個能力
[00:14:46.000 --> 00:14:48.000]  原來有不同的理解
[00:14:48.000 --> 00:14:50.000]  我們專注看
[00:14:50.000 --> 00:14:52.000]  首幾節
[00:14:52.000 --> 00:14:54.000]  23至26節說什麼呢
[00:14:54.000 --> 00:14:56.000]  我再讀多一次
[00:14:56.000 --> 00:14:58.000]  你就去了解一下
[00:14:58.000 --> 00:15:00.000]  聽的時候可能會有不同的
[00:15:00.000 --> 00:15:02.000]  留意一下細節
[00:15:02.000 --> 00:15:04.000]  23節
[00:15:04.000 --> 00:15:06.000]  耶穌對門徒說
[00:15:06.000 --> 00:15:07.000]  我實在告訴你們
[00:15:07.000 --> 00:15:09.000]  財主進天國是難的
[00:15:09.000 --> 00:15:11.000]  我又告訴你們
[00:15:11.000 --> 00:15:13.000]  駱駝穿過針的眼
[00:15:13.000 --> 00:15:17.000]  比財主進神的國還容易呢
[00:15:17.000 --> 00:15:19.000]  門徒聽見這話就
[00:15:19.000 --> 00:15:21.000]  稀奇得很
[00:15:21.000 --> 00:15:26.000]  說這樣誰能不救呢
[00:15:26.000 --> 00:15:29.000]  耶穌看著他們說
[00:15:29.000 --> 00:15:32.000]  在人這是不能的
[00:15:32.000 --> 00:15:35.000]  在神凡事都能
[00:15:35.000 --> 00:15:39.000]  信主的人和不信主的人
[00:15:39.000 --> 00:15:41.000]  最大的分別就是
[00:15:41.000 --> 00:15:46.000]  他能夠進入到神國裡的能力
[00:15:46.000 --> 00:15:49.000]  是有不同的了解
[00:15:49.000 --> 00:15:52.000]  信主的人認為的能力
[00:15:52.000 --> 00:15:54.000]  是源自於上帝
[00:15:54.000 --> 00:15:58.000]  不信主的人認為的能力
[00:15:58.000 --> 00:16:01.000]  是源自於自己有多厲害
[00:16:01.000 --> 00:16:03.000]  你怎麼知道呢
[00:16:03.000 --> 00:16:05.000]  前文剛剛才說完
[00:16:05.000 --> 00:16:08.000]  這個年輕的財進
[00:16:08.000 --> 00:16:11.000]  用今天的字眼描述他
[00:16:11.000 --> 00:16:16.000]  他已經又有錢又年輕
[00:16:16.000 --> 00:16:20.000]  說得今天好聽一點
[00:16:20.000 --> 00:16:23.000]  高富帥
[00:16:23.000 --> 00:16:25.000]  我沒有錯吧
[00:16:25.000 --> 00:16:27.000]  應該這樣說
[00:16:27.000 --> 00:16:29.000]  高富帥
[00:16:29.000 --> 00:16:34.000]  一個人生最好的東西
[00:16:34.000 --> 00:16:36.000]  全部我都獲得了
[00:16:36.000 --> 00:16:38.000]  我擁有了
[00:16:38.000 --> 00:16:40.000]  我既成功
[00:16:40.000 --> 00:16:43.000]  我還差什麼可以保護
[00:16:43.000 --> 00:16:45.000]  他仍然回來沒有離開過
[00:16:45.000 --> 00:16:47.000]  我還能做什麼
[00:16:47.000 --> 00:16:50.000]  可以穩固地鎖定
[00:16:50.000 --> 00:16:56.000]  我得到進入永生的位置
[00:16:56.000 --> 00:16:58.000]  這個人其實挺貪心的
[00:16:58.000 --> 00:17:00.000]  他今天的富貴
[00:17:00.000 --> 00:17:02.000]  他已經很滿足
[00:17:02.000 --> 00:17:04.000]  有沒有留意
[00:17:04.000 --> 00:17:06.000]  他滿足今天的富貴
[00:17:06.000 --> 00:17:09.000]  所以他想將現在享受的富貴
[00:17:09.000 --> 00:17:11.000]  帶到永恆
[00:17:11.000 --> 00:17:14.000]  信主的人是這樣想的
[00:17:14.000 --> 00:17:19.000]  我相信你和我不是窮人
[00:17:19.000 --> 00:17:24.000]  未至於要睡天橋底
[00:17:24.000 --> 00:17:28.000]  加拿大也沒有天橋底給你睡
[00:17:28.000 --> 00:17:34.000]  我們都屬於中產
[00:17:34.000 --> 00:17:38.000]  我們都有份好工
[00:17:38.000 --> 00:17:41.000]  你說我多好工
[00:17:41.000 --> 00:17:46.000]  你說我不是太好工
[00:17:46.000 --> 00:17:48.000]  這樣就對了
[00:17:48.000 --> 00:17:50.000]  這樣想就對了
[00:17:50.000 --> 00:17:52.000]  怎麼對呢
[00:17:52.000 --> 00:17:54.000]  基督徒不會認為
[00:17:54.000 --> 00:17:56.000]  今天我們處於這個世界
[00:17:56.000 --> 00:17:58.000]  活的現象
[00:17:58.000 --> 00:17:59.000]  活的狀態
[00:17:59.000 --> 00:18:02.000]  我們會滿足在這個地方
[00:18:02.000 --> 00:18:05.000]  你說基督徒很貪心
[00:18:05.000 --> 00:18:06.000]  是的
[00:18:06.000 --> 00:18:07.000]  我們不是貪心
[00:18:07.000 --> 00:18:09.000]  我們是相信上帝的應許
[00:18:09.000 --> 00:18:11.000]  上帝的應許是什麼
[00:18:11.000 --> 00:18:15.000]  讓我們進入天國新天新地
[00:18:15.000 --> 00:18:20.000]  享受和上帝同處的境況
[00:18:20.000 --> 00:18:24.000]  上帝同處的境況是怎樣
[00:18:24.000 --> 00:18:28.000]  有沒有聖經介紹過給我們聽
[00:18:28.000 --> 00:18:30.000]  有
[00:18:30.000 --> 00:18:33.000]  在啟示錄裡有說了
[00:18:33.000 --> 00:18:36.000]  新天新地是怎樣
[00:18:36.000 --> 00:18:42.000]  是一個很漂亮很光榮的地方
[00:18:42.000 --> 00:18:50.000]  樓梯地板全部是黃金寶石鋪砌而成
[00:18:50.000 --> 00:18:52.000]  原來基督徒這麼死賄
[00:18:52.000 --> 00:18:54.000]  不是死賄
[00:18:54.000 --> 00:18:58.000]  是用一種形容文字描述
[00:18:58.000 --> 00:19:00.000]  基督徒嚮往的
[00:19:00.000 --> 00:19:01.000]  在上帝裡面的世界
[00:19:01.000 --> 00:19:03.000]  比現在我們處的現象
[00:19:03.000 --> 00:19:05.000]  處的世界好很多
[00:19:05.000 --> 00:19:07.000]  信主的人
[00:19:07.000 --> 00:19:11.000]  他不會用自己的能力
[00:19:11.000 --> 00:19:15.000]  去爭取進入天國
[00:19:15.000 --> 00:19:19.000]  他只會相信上帝怎樣
[00:19:19.000 --> 00:19:21.000]  讓我們進入天國的條件
[00:19:21.000 --> 00:19:23.000]  他要用竭力去做到
[00:19:23.000 --> 00:19:27.000]  而這個竭力是應就著
[00:19:27.000 --> 00:19:30.000]  上帝積職聖靈而賦予
[00:19:30.000 --> 00:19:33.000]  而不是我自己有多少才幹
[00:19:33.000 --> 00:19:35.000]  我有多少力量
[00:19:35.000 --> 00:19:37.000]  我有多少資材
[00:19:37.000 --> 00:19:40.000]  怎樣去做怎樣運用怎樣擺佈
[00:19:40.000 --> 00:19:42.000]  在這裡引申了一個問題
[00:19:42.000 --> 00:19:45.000]  什麼叫做依靠神而走
[00:19:45.000 --> 00:19:47.000]  我人生的路進入永恆
[00:19:47.000 --> 00:19:51.000]  簡單來說叫做信靠神
[00:19:51.000 --> 00:19:53.000]  什麼叫信靠神
[00:19:53.000 --> 00:19:55.000]  我們走這條道路
[00:19:55.000 --> 00:19:57.000]  什麼叫信靠神
[00:19:57.000 --> 00:20:02.000]  信靠神是否代表基督徒什麼都不用做
[00:20:02.000 --> 00:20:04.000]  等耶穌完成了
[00:20:04.000 --> 00:20:08.000]  然後我們等他抬橋送我們去天堂
[00:20:08.000 --> 00:20:10.000]  不是的
[00:20:10.000 --> 00:20:14.000]  牧師你說基督徒無能無力
[00:20:14.000 --> 00:20:18.000]  怎樣自己不靠自己能力進入天國
[00:20:18.000 --> 00:20:20.000]  我們還有什麼好做
[00:20:20.000 --> 00:20:22.000]  等耶穌完成了
[00:20:22.000 --> 00:20:24.000]  是不是這樣 不是的
[00:20:24.000 --> 00:20:29.000]  信靠神是說到人
[00:20:29.000 --> 00:20:31.000]  屬神的子民
[00:20:31.000 --> 00:20:38.000]  願意和上帝有一個合作同輩的關係
[00:20:38.000 --> 00:20:39.000]  英文容易說
[00:20:39.000 --> 00:20:42.000]  In a partnership with God
[00:20:42.000 --> 00:20:46.000]  我們和上帝好像一個partner
[00:20:46.000 --> 00:20:48.000]  好像一個陪伴
[00:20:48.000 --> 00:20:52.000]  和上帝一同走在這條路上
[00:20:52.000 --> 00:20:53.000]  不過在走的時候
[00:20:53.000 --> 00:21:00.000]  我們聽著對服從在上帝的指導和引導
[00:21:00.000 --> 00:21:03.000]  用英文很容易說幾個字
[00:21:03.000 --> 00:21:05.000]  In a partnership with God
[00:21:05.000 --> 00:21:09.000]  With his absolute stewardship
[00:21:09.000 --> 00:21:12.000]  信靠神最重要的目的是
[00:21:12.000 --> 00:21:15.000]  隨著和神同行
[00:21:15.000 --> 00:21:17.000]  好像我的伴侶一樣
[00:21:17.000 --> 00:21:19.000]  一路走的過程當中
[00:21:19.000 --> 00:21:23.000]  因為我們不滿意這個罪惡的世界太醜陋
[00:21:23.000 --> 00:21:27.000]  於是上帝就介入我們生命當中
[00:21:27.000 --> 00:21:29.000]  怎樣介入我們生命當中
[00:21:29.000 --> 00:21:32.000]  透過聖靈介入我們生命當中
[00:21:32.000 --> 00:21:35.000]  和我們一同走這條道路
[00:21:35.000 --> 00:21:37.000]  而前面我們所說到的
[00:21:37.000 --> 00:21:39.000]  這個富裕的年青才俊
