
[00:00:00.000 --> 00:00:05.000]  各位兄弟姐妹你們好
[00:03:05.000 --> 00:03:13.000]  這篇詩的作者是一個接近年老的階段
[00:03:13.000 --> 00:03:15.000]  即是晚年的階段
[00:03:15.000 --> 00:03:20.000]  這個人一生住在異地
[00:03:20.000 --> 00:03:23.000]  住在什麼異地呢?
[00:03:23.000 --> 00:03:27.000]  他自己是猶太人
[00:03:27.000 --> 00:03:33.000]  但一生應該住在阿蘭地
[00:03:33.000 --> 00:03:36.000]  阿蘭地是一個異邦之地
[00:03:36.000 --> 00:03:38.000]  我們怎麼知道呢?
[00:03:38.000 --> 00:03:40.000]  這個就稍為複雜一點
[00:03:40.000 --> 00:03:47.000]  因為詩篇裏有很多阿蘭地和文化的味道
[00:03:47.000 --> 00:03:55.000]  這是很專門的經學者才可以測出來
[00:03:55.000 --> 00:04:04.000]  我們就他們的研究結果得其成果
[00:04:04.000 --> 00:04:14.000]  猶太人非常念念不忘自己的故鄉耶路撒冷
[00:04:14.000 --> 00:04:19.000]  更加念念不忘耶路撒冷的聖殿
[00:04:19.000 --> 00:04:23.000]  他們一生住在異地
[00:04:23.000 --> 00:04:26.000]  回鄉的時候
[00:04:26.000 --> 00:04:31.000]  他們心裏面所謂人接近異鄉
[00:04:31.000 --> 00:04:34.000]  就會寧舍心怯
[00:04:34.000 --> 00:04:37.000]  好像要見情人般的心
[00:04:37.000 --> 00:04:43.000]  他們來到接近聖殿的時候
[00:04:43.000 --> 00:04:48.000]  其實在我們前面第一第二節就交代了
[00:04:48.000 --> 00:04:50.000]  不過因為沒有時間
[00:04:50.000 --> 00:04:51.000]  我很簡單說
[00:04:51.000 --> 00:04:56.000]  如果那個人
[00:04:56.000 --> 00:05:03.000]  第一節說萬君子耀華你的居所何等可愛
[00:05:03.000 --> 00:05:08.000]  這是一個典型的老年人回鄉的時候
[00:05:08.000 --> 00:05:11.000]  見到耀華的殿
[00:05:11.000 --> 00:05:14.000]  他發出那種愛慕之情
[00:05:14.000 --> 00:05:20.000]  你的聖所你的居所何等可愛
[00:05:20.000 --> 00:05:22.000]  有多可愛?
[00:05:22.000 --> 00:05:25.000]  他說我羨慕獲賞你的婉語
[00:05:25.000 --> 00:05:27.000]  我的心腸我的肉體
[00:05:27.000 --> 00:05:32.000]  我整個人都向永生神歡呼
[00:05:32.000 --> 00:05:37.000]  為什麼他用什麼辦法襯托出來這麼可愛呢?
[00:05:37.000 --> 00:05:40.000]  他用了第三第四節
[00:05:40.000 --> 00:05:44.000]  麻雀為自己找著房屋
[00:05:44.000 --> 00:05:47.000]  燕子為自己找著陶鋤之王
[00:05:47.000 --> 00:05:49.000]  意思是這樣
[00:05:49.000 --> 00:05:55.000]  他很可能在黃昏時候抵達聖殿
[00:05:55.000 --> 00:06:00.000]  那時候麻雀飛回樹林
[00:06:00.000 --> 00:06:07.000]  而燕子又在宮的閑樑裏造巢
[00:06:07.000 --> 00:06:10.000]  亦都是黃昏百鳥歸巢
[00:06:10.000 --> 00:06:12.000]  燕子都飛回來了
[00:06:12.000 --> 00:06:16.000]  他要一日的勞苦找到食物
[00:06:16.000 --> 00:06:21.000]  現在他要將食物帶去餵那些王口
[00:06:21.000 --> 00:06:25.000]  即是說那些小鳥的兒女
[00:06:25.000 --> 00:06:27.000]  所以飛回去的時候
[00:06:27.000 --> 00:06:30.000]  兒女又歡呼
[00:06:30.000 --> 00:06:33.000]  爸爸聽到兒女的歡呼聲
[00:06:33.000 --> 00:06:40.000]  心又像箭一樣非常急
[00:06:40.000 --> 00:06:44.000]  要回去找自己的陶鋤
[00:06:44.000 --> 00:06:47.000]  即是說養育下一代的王
[00:06:47.000 --> 00:06:55.000]  這是非常有動感又有聲音
[00:06:55.000 --> 00:07:02.000]  將一個人黃昏的時候回鄉的情況
[00:07:02.000 --> 00:07:06.000]  他這個回鄉指的是
[00:07:06.000 --> 00:07:10.000]  宿靈的家鄉多於地上的家鄉
[00:07:10.000 --> 00:07:18.000]  他以聖殿為他回鄉回家的感覺
[00:07:18.000 --> 00:07:23.000]  但是我們這個五到八節
[00:07:23.000 --> 00:07:27.000]  我們很多的翻譯稍為模糊
[00:07:27.000 --> 00:07:30.000]  他又不是錯,但又不夠盡情
[00:07:30.000 --> 00:07:33.000]  所以有些地方我重新將他翻譯過
[00:07:33.000 --> 00:07:40.000]  將非常有動感的味道帶出來
[00:07:40.000 --> 00:07:46.000]  在這裡我們說「靠你有力量」
[00:07:46.000 --> 00:07:49.000]  「心中嚮往食安大道的人皆為有福」
[00:07:49.000 --> 00:07:54.000]  這個有少許可以改動
[00:07:54.000 --> 00:07:59.000]  更加活靈活現又符合希伯來文的原意
[00:07:59.000 --> 00:08:03.000]  「靠你有力量」
[00:08:03.000 --> 00:08:07.000]  我們的問題是如果我不喜歡靠神
[00:08:07.000 --> 00:08:09.000]  那我怎樣?
[00:08:09.000 --> 00:08:13.000]  他不是說一種理想的狀態
[00:08:13.000 --> 00:08:17.000]  不是如果你能夠靠神有力量
[00:08:17.000 --> 00:08:25.000]  不是,他在說的是在你裏面有力量
[00:08:25.000 --> 00:08:34.000]  而他心中朝著朝聖大道路直奔的人有福
[00:08:34.000 --> 00:08:38.000]  這個和我們現在這裡有少許不同
[00:08:38.000 --> 00:08:41.000]  這裡不是心中嚮往
[00:08:41.000 --> 00:08:46.000]  這裡好像在說一種意願的狀態
[00:08:46.000 --> 00:08:50.000]  如果我能夠靠你而有力量
[00:08:50.000 --> 00:08:54.000]  但詩人其實是在說在你裏面
[00:08:54.000 --> 00:08:58.000]  在你裏面是一種現實的狀態
[00:08:58.000 --> 00:09:00.000]  他就有力量
[00:09:00.000 --> 00:09:04.000]  而那個心不是說我心中嚮往
[00:09:04.000 --> 00:09:06.000]  我還可以坐在椅子上
[00:09:06.000 --> 00:09:08.000]  我還可以坐在書房
[00:09:08.000 --> 00:09:10.000]  不是心中嚮往
[00:09:10.000 --> 00:09:18.000]  而是心中朝著朝聖大道直奔的人有福
[00:09:18.000 --> 00:09:22.000]  第六節,怎樣有福?
[00:09:22.000 --> 00:09:28.000]  他們雖然經過流淚谷
[00:09:28.000 --> 00:09:32.000]  都能夠叫這個谷變為泉源之地
[00:09:32.000 --> 00:09:35.000]  並有秋雨之福蓋滿了泉谷
[00:09:35.000 --> 00:09:39.000]  一般外方人是很難明白這個意思
[00:09:39.000 --> 00:09:41.000]  這個意思是甚麼意思呢?
[00:09:41.000 --> 00:09:47.000]  我們最大的問題是我們沒有一個字來翻譯流淚谷的字
[00:09:47.000 --> 00:09:53.000]  流淚谷在希伯來文本來就叫做The Valley of Barker
[00:09:53.000 --> 00:09:55.000]  Barker是猶太地
[00:09:55.000 --> 00:10:00.000]  一個最乾旱的谷
[00:10:00.000 --> 00:10:03.000]  乾旱的谷
[00:10:03.000 --> 00:10:08.000]  其實應該要作為乾旱谷就比流淚谷好
[00:10:08.000 --> 00:10:10.000]  因為流淚谷都有眼淚
[00:10:10.000 --> 00:10:14.000]  有些泥土都有點濕濕的
[00:10:14.000 --> 00:10:20.000]  那裏剛好不是濕,而是完全不濕
[00:10:20.000 --> 00:10:22.000]  完全不濕到甚麼地步呢?
[00:10:22.000 --> 00:10:25.000]  是一年少於三吋的雨
[00:10:25.000 --> 00:10:28.000]  是絕對乾旱的
[00:10:28.000 --> 00:10:33.000]  但是乾旱
[00:10:33.000 --> 00:10:39.000]  因為這個人心中嚮往食安大道的詩人
[00:10:39.000 --> 00:10:45.000]  竟然能夠將流淚谷變成一個全聯之地
[00:10:45.000 --> 00:10:47.000]  甚麼是全聯之地呢?
[00:10:47.000 --> 00:10:53.000]  英文的Oasis是較為準確
[00:10:53.000 --> 00:10:58.000]  變成一個沙漠綠洲
[00:10:58.000 --> 00:11:00.000]  大家知不知道沙漠綠洲是怎樣的?
[00:11:00.000 --> 00:11:05.000]  你是不是以為沙漠綠洲就是有個水桶的地方
[00:11:08.000 --> 00:11:09.000]  不是的
[00:11:09.000 --> 00:11:14.000]  原來沙漠你怎知道那裏有綠洲呢?
[00:11:14.000 --> 00:11:16.000]  你有沒有想過這件事?
[00:11:16.000 --> 00:11:20.000]  一個旅行客怎知道遠遠那裏有水桶?
[00:11:20.000 --> 00:11:23.000]  如果沙漠綠洲是有水桶
[00:11:23.000 --> 00:11:27.000]  又沒有地圖標誌出來
[00:11:27.000 --> 00:11:30.000]  標誌了去到都乾了,是嗎?沙漠
[00:11:30.000 --> 00:11:33.000]  原來不是的
[00:11:33.000 --> 00:11:44.000]  原來我們所說的Oasis是在說一個很大的有水的地方
[00:11:44.000 --> 00:11:53.000]  大到在很大的有水的地方上有百多棵Palm Tree
[00:11:53.000 --> 00:11:55.000]  這個叫Oasis
[00:11:55.000 --> 00:11:58.000]  Oasis不是水氹,不是小蛙地
[00:11:58.000 --> 00:12:02.000]  不是一灘水,更加不是一瓶水
[00:12:02.000 --> 00:12:08.000]  我們所說的是一個很大的水池
[00:12:08.000 --> 00:12:16.000]  旁邊長了百多棵,由幾十棵到百多棵的棕藍樹
[00:12:16.000 --> 00:12:21.000]  在沙漠地這些綠洲有很多規矩
[00:12:21.000 --> 00:12:25.000]  你兩個部族的人如果你要打仗
[00:12:25.000 --> 00:12:28.000]  絕對不可以在綠洲打仗,第一
[00:12:29.000 --> 00:12:37.000]  第二,綠洲的水絕對不可以浪費和污染,絕對不可以
[00:12:37.000 --> 00:12:44.000]  兩個族無論多大仇口,不可以在綠洲開仗
[00:12:44.000 --> 00:12:50.000]  綠洲很多時候集結幾個部落的人
[00:12:50.000 --> 00:12:58.000]  或者幾對樂陀客在那裡結識
[00:12:59.000 --> 00:13:03.000]  所以綠洲是一個很大的地
[00:13:03.000 --> 00:13:06.000]  Benjamin你有沒有留意到?
[00:13:06.000 --> 00:13:11.000]  他所說的是一個Valley of Butter
[00:13:11.000 --> 00:13:15.000]  一個乾旱谷,一個絕情谷
[00:13:15.000 --> 00:13:24.000]  在一個猶太地,我相信很少人在沙漠生活過
[00:13:24.000 --> 00:13:31.000]  我讀書的時候為了要拿體育A,就死捱爛捱
[00:13:31.000 --> 00:13:38.000]  任他怎樣折磨,我都要他載我去沙漠
[00:13:38.000 --> 00:13:40.000]  三天你不死,你回來就行了
[00:13:40.000 --> 00:13:43.000]  三天不死
[00:13:43.000 --> 00:13:48.000]  載你去沙漠不給你帶水,不給你帶一瓶抹塵紙的蒸餾水去
[00:13:51.000 --> 00:14:00.000]  他要你在沙漠,在沙漠沒有水的時候絕情到不得了
[00:14:00.000 --> 00:14:08.000]  上面是極猛的太陽,下面是又熱又乾的沙
[00:14:08.000 --> 00:14:11.000]  但你知不知道一件事
[00:14:14.000 --> 00:14:24.000]  在你以為完全的絕望,假如一夜之間下雨
[00:14:24.000 --> 00:14:33.000]  一夜之間下雨,沙漠第二天早上就重重的飆了一些綠芽上來
[00:14:33.000 --> 00:14:37.000]  沙漠其實不是完全一滴水都沒有的
[00:14:37.000 --> 00:14:42.000]  它通常一年都有一個固定的時候會下雨
[00:14:42.000 --> 00:14:46.000]  但下雨就由幾吋到十幾吋
[00:14:46.000 --> 00:14:53.000]  因為它的水分蒸發是遠遠快過水能夠下到沙漠
[00:14:53.000 --> 00:14:57.000]  所以地就過份的乾,變成沙漠
[00:14:57.000 --> 00:15:05.000]  但你千萬不要以為沙漠就是不育不毛之地
[00:15:05.000 --> 00:15:10.000]  我見過最漂亮的花在沙漠
[00:15:11.000 --> 00:15:20.000]  沙漠開的花,那種紅色黃色是你平時在花舖見的花,見不到的顏色
[00:15:20.000 --> 00:15:26.000]  你知道有些顏色是有肉的,很rich的
[00:15:26.000 --> 00:15:31.000]  有些顏色很薄的,故意隨便塗一層
[00:15:31.000 --> 00:15:42.000]  我們花舖的花是用一些激生的成長激素來養它
[00:15:42.000 --> 00:15:47.000]  所以花很快成長,但又用過份的肥料
[00:15:47.000 --> 00:15:58.000]  所以你看到的花,花瓣過份的薄,顏色過份的薄,過份的淺
[00:15:59.000 --> 00:16:04.000]  但沙漠一夜的雨,它就會「咚」一聲
[00:16:04.000 --> 00:16:11.000]  第二天早上全部都浮起,長了一些綠的芽出來
[00:16:11.000 --> 00:16:18.000]  很有趣,我們自己培養的花,長了芽,很久才有花粒和花
[00:16:18.000 --> 00:16:21.000]  但沙漠是不行的
[00:16:21.000 --> 00:16:29.000]  因為沙漠要等一個月才長芽,死掉了
[00:16:29.000 --> 00:16:38.000]  為了爭取能夠繁殖下一代,很快就會凋芽,然後就跌倒
[00:16:38.000 --> 00:16:43.000]  第二天就蓬鬆開花,比你能夠拍的照片快
[00:16:43.000 --> 00:16:45.000]  可以拍的照片
[00:16:45.000 --> 00:16:57.000]  這段詩是一個很美麗的比喻
[00:16:57.000 --> 00:17:09.000]  很多人都以為,我們的生命是一場連著一場的party
[00:17:10.000 --> 00:17:15.000]  他們永遠不知道原來我們的人生有事,不是party
[00:17:15.000 --> 00:17:25.000]  當疾病臨到,當打擊失意,當我們這些不如意事臨到的時候
[00:17:25.000 --> 00:17:30.000]  還加了一樣東西,我們人生一個得意的地方
[00:17:30.000 --> 00:17:37.000]  逆境通常是複生的,不是一件一件排著隊
[00:17:38.000 --> 00:17:41.000]  是一起排著,不守規矩,打架的
[00:17:41.000 --> 00:17:46.000]  這是逆境,但幸運的事很少會這樣
[00:17:46.000 --> 00:17:50.000]  幸運的事,你頂幸運都是一件一件臨到的
[00:17:50.000 --> 00:17:57.000]  你何時會見過幸運的事,打架地堆在你面前?沒有
[00:17:57.000 --> 00:18:05.000]  但是打擊、損失、逆境通常會複生臨到
[00:18:06.000 --> 00:18:12.000]  這才是為什麼我們有講,屋漏又兼逢連夜雨
[00:18:12.000 --> 00:18:18.000]  你明不明白屋漏,整晚在那裡落雨
[00:18:18.000 --> 00:18:25.000]  很多時候,當我們處於四窮六絕的時候
[00:18:25.000 --> 00:18:31.000]  你是絕對會望天長嘆,為什麼政府會這樣
[00:18:32.000 --> 00:18:38.000]  我們絕對會有一種感覺,我們好像覺得上帝對我們太不主了
[00:18:38.000 --> 00:18:42.000]  為什麼一波未平,一波又起
[00:18:42.000 --> 00:18:46.000]  假如你有這樣的經驗,請你記一記這句話
[00:18:46.000 --> 00:18:52.000]  我們人生的逆境大多數都是複生的
[00:18:52.000 --> 00:18:57.000]  不是一件排著一件的
[00:18:58.000 --> 00:19:03.000]  但是很多時候,就是你覺得完全不可能應付
[00:19:03.000 --> 00:19:09.000]  你以為你根本沒有機會可以逃出生天
[00:19:09.000 --> 00:19:14.000]  很奇怪,上帝的一些恩典臨到
[00:19:14.000 --> 00:19:20.000]  你以為你自己的生命裡,不可能有這種氣質或者特質
[00:19:20.000 --> 00:19:22.000]  叫你可以過得了
[00:19:24.000 --> 00:19:28.000]  沙漠的一場,你以為是不無之地
[00:19:28.000 --> 00:19:33.000]  你以為落在沙漠一定死,我熬過那個過程
[00:19:33.000 --> 00:19:37.000]  我知道在沙漠其實不需要死
[00:19:37.000 --> 00:19:44.000]  沙漠留在三天到一個星期都不容易是你的絕境
[00:19:44.000 --> 00:19:50.000]  因為我過去有一個習慣,每一堂課都有些免費資訊給你
[00:19:51.000 --> 00:19:56.000]  我今天又講一講,你有沒有見到沙漠有很多仙人掌
[00:19:56.000 --> 00:20:03.000]  仙人掌,你能夠見到那麼大桶的,可以用來洗澡
[00:20:03.000 --> 00:20:07.000]  裡面全部都是水,那麼大桶的
[00:20:07.000 --> 00:20:11.000]  一個鼓的,那些叫drum catus
[00:20:11.000 --> 00:20:14.000]  整個鼓裡面全部都是水
[00:20:14.000 --> 00:20:19.000]  你當然沒有那麼幸運,因為那些其實是很貴的
[00:20:20.000 --> 00:20:23.000]  我見到一個不防泡的回來,那些很貴的
[00:20:23.000 --> 00:20:29.000]  有時候你見到一條條很高的那些,你割了它
[00:20:29.000 --> 00:20:33.000]  但是小心割,不要在下面,下面割的話,所有的水都流下去了
[00:20:33.000 --> 00:20:37.000]  有時候就真的要自己打自己頭了
[00:20:37.000 --> 00:20:41.000]  你千萬不要在下面割,在節那裡割
[00:20:41.000 --> 00:20:46.000]  你就能夠將上面的水都保留住
[00:20:48.000 --> 00:20:54.000]  就算你割到最頂那一節是沒有水,同樣水在下面
[00:20:54.000 --> 00:21:00.000]  上面那一節沒有水,你割了下來,然後削掉那些節
[00:21:00.000 --> 00:21:03.000]  你用來浸泡都非常多水
[00:21:03.000 --> 00:21:09.000]  那個仙人掌,那些不是很厚的嗎?
[00:21:09.000 --> 00:21:14.000]  其實那個仙人掌可以炒來吃的,很好吃的
[00:21:15.000 --> 00:21:18.000]  這個第二個免費的,仙人掌可以炒來吃的
[00:21:18.000 --> 00:21:22.000]  這個下一堂再說,我這一堂就說
[00:21:22.000 --> 00:21:28.000]  你不要以為你的人生真的絕望到這個地步
[00:21:28.000 --> 00:21:37.000]  其實裡面隱藏著很多生機,在你的苦難裡面很多生機
[00:21:37.000 --> 00:21:41.000]  但是最奇妙的是什麼?你完全猜不到的
[00:21:42.000 --> 00:21:46.000]  不是那場風暴,不是那場乾旱,你完全不知道
[00:21:46.000 --> 00:21:51.000]  原來你生命裡面不是完全不務的
[00:21:51.000 --> 00:21:58.000]  不是完全只顧屬世的金錢,名利
[00:21:58.000 --> 00:21:59.000]  你經常這樣說自己的
[00:21:59.000 --> 00:22:03.000]  說自己是九玉和尚,不要跟我說福音
[00:22:03.000 --> 00:22:07.000]  我就是喜歡明壓利亞,你跟我說福音,不中用的
[00:22:08.000 --> 00:22:14.000]  你不要以為自己是對屬靈完全沒有了解的能力
[00:22:14.000 --> 00:22:23.000]  一夜的雨水裡面隱伏那些生機的根
[00:22:23.000 --> 00:22:28.000]  很快就會生出亂芽
[00:22:28.000 --> 00:22:33.000]  還有你猜不到那麼快又跟著又冧,跟著又開花
[00:22:34.000 --> 00:22:41.000]  開了的花,我再說一次,沙漠的花是你沒有見過那麼漂亮的
[00:22:41.000 --> 00:22:48.000]  因為時間太短了,他要在最短的時間吸引到昆蟲來光顧他,光顧他
[00:22:48.000 --> 00:22:55.000]  所以他要長出一些很漂亮的花,很強很艷麗的顏色
[00:22:55.000 --> 00:23:00.000]  吸引昆蟲來,然後讓他能夠吸到他的脈
[00:23:01.000 --> 00:23:07.000]  他要在那麼短大概三五天的生命,馬上就可以傳播到下一代
[00:23:07.000 --> 00:23:18.000]  是為了求生的,所以沙漠的植物的生命力完全是猜不到的
[00:23:18.000 --> 00:23:27.000]  是經過乾旱,然後你才會變為,你才會經歷那個綠洲
[00:23:28.000 --> 00:23:34.000]  然後聖經下面那兩句是極其猶太式的說法
[00:23:34.000 --> 00:23:36.000]  是非猶太人,很難認的
[00:23:36.000 --> 00:23:41.000]  他說「並有秋雨春雨似覆蓋滿全谷」
[00:23:41.000 --> 00:23:44.000]  為什麼要說秋雨春雨,不是春雨秋雨?
[00:23:44.000 --> 00:23:49.000]  原來猶太人的農耕是這樣的
[00:23:49.000 --> 00:23:57.000]  先有秋雨,就送土泥地,然後下種耕種
[00:23:57.000 --> 00:23:59.000]  是先由秋雨開始
[00:23:59.000 --> 00:24:05.000]  一個農耕的 Calendar 是由秋雨開始的
[00:24:05.000 --> 00:24:10.000]  有秋雨就開始送土,農夫就開始殺種
[00:24:10.000 --> 00:24:18.000]  到了第二年的春天就成長了,到了下了一輪春雨之後才有收割
[00:24:20.000 --> 00:24:33.000]  等於秋雨就 Promise 明年有收割,再加一場的春雨就表明這一次的農作是完全成熟了
[00:24:33.000 --> 00:24:39.000]  這個就是這裡所說,之所以有秋雨有春雨這個意思
[00:24:39.000 --> 00:24:49.000]  秋雨似覆蓋滿了全谷,人生最無助的時候
[00:24:49.000 --> 00:24:58.000]  不要馬上放棄,你所有的轉機都是這個時候出現的
[00:24:58.000 --> 00:25:09.000]  人生的轉機不是你陷在危機裡面,你哪裡會警覺那個是轉機
[00:25:09.000 --> 00:25:15.000]  這個正是絕情谷的再生裡面的秘密
[00:25:16.000 --> 00:25:23.000]  然後第七節,他們行走歷上加歷,各人都在食安,突然朝見石
[00:25:23.000 --> 00:25:31.000]  什麼叫歷上加歷?這個我們常常只有幻想,但內容是沒有的
[00:25:31.000 --> 00:25:35.000]  希伯來文的意思是很直接的,什麼叫歷上加歷?
[00:25:35.000 --> 00:25:45.000]  他們走過一城又一城,過了一村又一村,這個叫歷上加歷
[00:25:46.000 --> 00:25:51.000]  是他們走過一城,不覺得累,再走一城
[00:25:51.000 --> 00:25:57.000]  他們過了一條村,都不覺得累,再過一條村
[00:25:57.000 --> 00:26:02.000]  是表明那個人的生機旺盛,可以繼續向前
[00:26:02.000 --> 00:26:08.000]  這個正是很多人經歷苦難之後的生命體驗
[00:26:09.000 --> 00:26:16.000]  他和一般人,小小的苦楚就已經喊停
[00:26:16.000 --> 00:26:26.000]  但對這些經歷過人生的乾旱谷的人,他反而覺得這些真的很小事
[00:26:26.000 --> 00:26:32.000]  他可以過了一城又一城,過了一村又一村
[00:26:33.000 --> 00:26:39.000]  始終因為這種力,他們可以個個都來到石安朝見神
[00:26:39.000 --> 00:26:42.000]  看到見到,見拜到上帝
[00:26:42.000 --> 00:26:47.000]  最後那一節,我很喜歡,其實最後那一節很有氣勢
[00:26:47.000 --> 00:26:51.000]  是因為他經歷人生種種,始終見到上帝
[00:26:51.000 --> 00:26:56.000]  然後他就發出一個禱告,禱告只能用希伯來文來感覺那種氣勢
[00:26:56.000 --> 00:27:00.000]  但如果我們講了希伯來文,都不明白了
[00:27:00.000 --> 00:27:06.000]  於是我就找了,我們有一個英文翻譯很近希伯來文的氣勢
[00:27:06.000 --> 00:27:09.000]  我試一下將英文的翻譯讀給你聽
[00:27:09.000 --> 00:27:17.000]  就會和我們中文的翻譯,那種較為低調和溫柔的聲音是不一樣
[00:27:17.000 --> 00:27:20.000]  其實看第八節,是一個海歌
[00:27:20.000 --> 00:27:28.000]  海歌是永遠的甜地唱,不會是低吟的
[00:27:28.000 --> 00:27:36.000]  所以我試一下按著希伯來文的字節,來和你將這個翻譯成英文
[00:27:36.000 --> 00:27:42.000]  O Yahweh, hear my prayer
[00:27:42.000 --> 00:27:48.000]  Give ear, O God of Jacob
[00:27:48.000 --> 00:27:54.000]  這個是那種呼喊,當他見到上帝,遙遠見到上帝
[00:27:55.000 --> 00:27:59.000]  他就向上聽,O Yahweh, Yahweh是耶和華的原本字
[00:27:59.000 --> 00:28:05.000]  萬君之耶和華就是18號
[00:28:05.000 --> 00:28:10.000]  Hear my prayer, give ear, O God of Jacob
[00:28:10.000 --> 00:28:19.000]  其實人的經歷走過這個路,他最想要向我們表達的是什麼呢?
[00:28:20.000 --> 00:28:26.000]  首先他告訴我們,當你遇上生命的苦難,你怎樣解釋它?
[00:28:26.000 --> 00:28:36.000]  第一,不要以為生命只有party,只有慶典
[00:28:36.000 --> 00:28:43.000]  我們北方人有一句話,我相信在座當中,可能有第一次會認識到
[00:28:43.000 --> 00:28:51.000]  有一句話就是,我們人給他一生的饅頭,他都學得等閒
[00:28:51.000 --> 00:28:57.000]  但只要給他一個拳頭,他一輩子都不會忘記你
[00:28:57.000 --> 00:29:05.000]  但我們人生怎可能只有饅頭沒有拳頭
[00:29:07.000 --> 00:29:13.000]  拳頭來的時候,和著沙泥來噴,你都要
[00:29:13.000 --> 00:29:19.000]  那個不是你要不要的問題,而是你怎樣處理的問題
[00:29:19.000 --> 00:29:29.000]  有誰經歷過人生只有平順和祝福,沒有剝奪和損失呢?
[00:29:29.000 --> 00:29:33.000]  私人其實是要address這個問題
[00:29:34.000 --> 00:29:39.000]  我們人常常都會遇到苦難的時候
[00:29:39.000 --> 00:29:47.000]  就只將那個苦難受苦的時間isolate出來,只解釋苦難
[00:29:47.000 --> 00:29:55.000]  忘記了前面九天的時間你都是幸福,很平順
[00:29:56.000 --> 00:30:05.000]  因為第十天,你有些難處,你就只single out第十天,你只解釋你的苦難
[00:30:05.000 --> 00:30:14.000]  你的人生就很痛苦,非常難過,人生怎可能只是這樣呢?
[00:30:14.000 --> 00:30:16.000]  你的人生都不是這樣
[00:30:16.000 --> 00:30:25.000]  我們乾旱谷這個字,廣東話有一個字好解釋
[00:30:25.000 --> 00:30:30.000]  我現在就少少代翻譯國語的弟兄顏哥
[00:30:30.000 --> 00:30:40.000]  廣東話有一個講這個的情況,是很傳神的
[00:30:40.000 --> 00:30:46.000]  什麼叫乾旱谷呢?就是人又老,錢又無
[00:30:46.000 --> 00:30:52.000]  我們香港人覺得這個就是人之最慘的事
[00:30:53.000 --> 00:30:55.000]  人又老,錢又無,代表著什麼呢?
[00:30:55.000 --> 00:31:00.000]  代表著resources all out,完全沒有了,乾了
[00:31:00.000 --> 00:31:08.000]  但是你又來到一個垂老之年,你要再來都沒有機會了
[00:31:08.000 --> 00:31:14.000]  你沒有機會回去再賺錢了,但是你又全部的resources都沒有了
[00:31:14.000 --> 00:31:20.000]  是在那個情況下,我們感覺到自己就陷在這個乾旱谷
[00:31:22.000 --> 00:31:26.000]  所以我比較喜歡乾旱谷多過流淚谷
[00:31:26.000 --> 00:31:30.000]  你流完淚,抹乾眼淚,可以再走過
