
[00:00:00.000 --> 00:00:07.000]  各位聽眾你好 又是我們敬拜的時間了
[00:12:59.000 --> 00:13:07.000]  即是70.7天使在第25節說了前面483年
[00:13:07.000 --> 00:13:09.000]  有甚麼事發生呢
[00:13:09.000 --> 00:13:12.000]  有49年他們重建耶路撒冷
[00:13:12.000 --> 00:13:14.000]  然後重建了耶路撒冷之後
[00:13:14.000 --> 00:13:18.000]  483年有一個受高者
[00:13:18.000 --> 00:13:20.000]  神派
[00:13:20.000 --> 00:13:23.000]  被高立
[00:13:23.000 --> 00:13:26.000]  今天我們回頭看
[00:13:26.000 --> 00:13:28.000]  我們知道是在說甚麼
[00:13:28.000 --> 00:13:33.000]  49年波斯王古列
[00:13:33.000 --> 00:13:37.000]  放他們回去重建耶路撒冷
[00:13:37.000 --> 00:13:40.000]  重建耶路撒冷的聖殿
[00:13:40.000 --> 00:13:42.000]  這是所羅八百
[00:13:42.000 --> 00:13:44.000]  然後是尼希米
[00:13:44.000 --> 00:13:47.000]  在尼希米記有記載
[00:13:47.000 --> 00:13:52.000]  他們被派回去重建耶路撒冷的城牆
[00:13:52.000 --> 00:13:55.000]  他們用了49年來重建
[00:13:55.000 --> 00:13:58.000]  然後由那時候開始
[00:13:58.000 --> 00:14:02.000]  是434年之後
[00:14:02.000 --> 00:14:04.000]  剛剛數著日子
[00:14:04.000 --> 00:14:07.000]  有神學家出過幾本書
[00:14:07.000 --> 00:14:10.000]  數著日子數到去哪裏呢
[00:14:10.000 --> 00:14:12.000]  數到去主耶穌
[00:14:12.000 --> 00:14:14.000]  在祂最後的星期
[00:14:14.000 --> 00:14:19.000]  星期一騎著驢驅經過東門或金門
[00:14:19.000 --> 00:14:21.000]  進入耶路撒冷
[00:14:21.000 --> 00:14:24.000]  人們就叫和撒拿和撒拿
[00:14:24.000 --> 00:14:27.000]  從上帝來的應該稱頌的
[00:14:27.000 --> 00:14:30.000]  就把衣服鋪在地上
[00:14:30.000 --> 00:14:32.000]  這好像是要高立祂做皇帝
[00:14:32.000 --> 00:14:36.000]  當時人們都希望耶穌進入耶路撒冷
[00:14:36.000 --> 00:14:41.000]  做皇帝帶領他們脫離羅馬人的手
[00:14:41.000 --> 00:14:43.000]  但我們當然知道
[00:14:43.000 --> 00:14:46.000]  這個的受高立是假的
[00:14:46.000 --> 00:14:50.000]  幾天之後人們就說釘死祂
[00:14:50.000 --> 00:14:52.000]  所以這個不是真的
[00:14:52.000 --> 00:14:54.000]  不是我剛才說的六樣東西
[00:14:54.000 --> 00:14:56.000]  說最後那樣東西
[00:14:56.000 --> 00:14:58.000]  並高至聖者
[00:14:58.000 --> 00:15:02.000]  那個真是高立主耶穌為世界的皇
[00:15:02.000 --> 00:15:05.000]  但這裏所說的受高君
[00:15:05.000 --> 00:15:08.000]  是主耶穌進入耶路撒冷
[00:15:08.000 --> 00:15:09.000]  然後幾天之後
[00:15:09.000 --> 00:15:11.000]  祂就被釘十字架
[00:15:11.000 --> 00:15:12.000]  第26節
[00:15:12.000 --> 00:15:15.000]  第26節說過了62.7
[00:15:15.000 --> 00:15:17.000]  那個受高者
[00:15:17.000 --> 00:15:19.000]  表面受高立的時候
[00:15:19.000 --> 00:15:21.000]  這裏的預言繼續說
[00:15:21.000 --> 00:15:24.000]  那個受高者必被剪除
[00:15:24.000 --> 00:15:27.000]  剪除一無所有
[00:15:27.000 --> 00:15:30.000]  所以這個受高者不是真的受高
[00:15:30.000 --> 00:15:32.000]  受高不是立刻被剪除
[00:15:32.000 --> 00:15:34.000]  他被剪除一無所有
[00:15:34.000 --> 00:15:36.000]  我們知道這是指什麼
[00:15:36.000 --> 00:15:38.000]  是指耶穌釘在十字架上
[00:15:38.000 --> 00:15:40.000]  必有一個皇的民
[00:15:40.000 --> 00:15:43.000]  來毀滅這個城和聖所
[00:15:43.000 --> 00:15:46.000]  至終必如洪水充滅
[00:15:46.000 --> 00:15:48.000]  必有爭戰一直到底
[00:15:48.000 --> 00:15:50.000]  荒涼的事就已經定了
[00:15:50.000 --> 00:15:51.000]  這裏我們看到
[00:15:51.000 --> 00:15:54.000]  耶路撒冷會再受到攻擊
[00:15:54.000 --> 00:15:56.000]  會再受到攻擊
[00:15:56.000 --> 00:15:59.000]  而這個城這個聖所
[00:15:59.000 --> 00:16:01.000]  就會被水充滅
[00:16:01.000 --> 00:16:02.000]  沒有了
[00:16:02.000 --> 00:16:04.000]  荒涼的事就已經定了
[00:16:04.000 --> 00:16:07.000]  有些人說這個是主後第70年
[00:16:07.000 --> 00:16:09.000]  是第二聖殿
[00:16:09.000 --> 00:16:12.000]  即是他們回去重建的聖殿
[00:16:12.000 --> 00:16:14.000]  耶穌基督時候的第二聖殿
[00:16:14.000 --> 00:16:16.000]  是被羅馬人攻入
[00:16:16.000 --> 00:16:18.000]  就焚毀了第二聖殿
[00:16:18.000 --> 00:16:21.000]  到今天你去耶路撒冷聖殿山上
[00:16:21.000 --> 00:16:23.000]  是沒有聖殿的了
[00:16:23.000 --> 00:16:25.000]  這個已經是成就了
[00:16:25.000 --> 00:16:27.000]  但其實還沒有
[00:16:27.000 --> 00:16:34.000]  這裏有一個是說到將來聖殿會被重建
[00:16:34.000 --> 00:16:37.000]  第三聖殿會被重建
[00:16:37.000 --> 00:16:40.000]  是誰來幫猶太人重建呢?
[00:16:40.000 --> 00:16:42.000]  他們首先要回到自己地方
[00:16:42.000 --> 00:16:44.000]  有自己的國家
[00:16:44.000 --> 00:16:46.000]  然後才可以重建
[00:16:46.000 --> 00:16:49.000]  然後在聖殿山上重建
[00:16:49.000 --> 00:16:52.000]  即是在以前所羅門的聖殿
[00:16:52.000 --> 00:16:53.000]  耶穌基督時候的聖殿
[00:16:53.000 --> 00:16:55.000]  要在那裏重建的
[00:16:55.000 --> 00:16:56.000]  今天我們還沒有看到
[00:16:56.000 --> 00:17:00.000]  但是將來當狄基督興起的時候
[00:17:00.000 --> 00:17:02.000]  他是很得到猶太人的信任
[00:17:02.000 --> 00:17:05.000]  其中一件事他為猶太人做的
[00:17:05.000 --> 00:17:08.000]  就是幫他們建立第三個聖殿
[00:17:08.000 --> 00:17:11.000]  所以將來會有聖殿重建
[00:17:11.000 --> 00:17:14.000]  然後再有這個王
[00:17:14.000 --> 00:17:16.000]  這個王我們今天知道
[00:17:16.000 --> 00:17:21.000]  是狄基督會進去毀壞這個聖殿
[00:17:21.000 --> 00:17:23.000]  他是停止了他們的憲制
[00:17:23.000 --> 00:17:25.000]  下面會講得更加清楚
[00:17:25.000 --> 00:17:28.000]  因為第27節是說17之半
[00:17:28.000 --> 00:17:32.000]  前面說前面的483年
[00:17:32.000 --> 00:17:35.000]  49+434=483年
[00:17:35.000 --> 00:17:37.000]  還差了7年
[00:17:37.000 --> 00:17:41.000]  第27節說最後的7年是甚麼情況呢?
[00:17:41.000 --> 00:17:43.000]  他說17之內
[00:17:43.000 --> 00:17:46.000]  他,我們知道是狄基督
[00:17:46.000 --> 00:17:50.000]  他必與許多人堅定盟約
[00:17:50.000 --> 00:17:53.000]  這個狄基督手段非常高明
[00:17:53.000 --> 00:17:55.000]  口才非常好
[00:17:55.000 --> 00:17:57.000]  很會用計
[00:17:57.000 --> 00:17:59.000]  探探世界
[00:17:59.000 --> 00:18:00.000]  進入和平
[00:18:00.000 --> 00:18:03.000]  連以色列人對他都非常信任
[00:18:03.000 --> 00:18:04.000]  其中一樣東西
[00:18:04.000 --> 00:18:05.000]  他保護他們
[00:18:05.000 --> 00:18:08.000]  以至於他們很放心
[00:18:08.000 --> 00:18:12.000]  因為幾千年猶太人都受到迫不及待
[00:18:12.000 --> 00:18:13.000]  受到攻擊
[00:18:13.000 --> 00:18:17.000]  現在世界的王說我是你的盟友
[00:18:17.000 --> 00:18:18.000]  我來保護你
[00:18:18.000 --> 00:18:19.000]  他們很開心
[00:18:19.000 --> 00:18:25.000]  第二,狄基督是幫他們完成了夢寐以求的
[00:18:25.000 --> 00:18:28.000]  重建聖殿
[00:18:28.000 --> 00:18:30.000]  今天是不可能的
[00:18:30.000 --> 00:18:32.000]  因為今天聖殿山上
[00:18:32.000 --> 00:18:35.000]  那個是回教的第三聖地
[00:18:35.000 --> 00:18:37.000]  金頂寺
[00:18:37.000 --> 00:18:40.000]  不要說猶太人不能夠在那裡建聖殿
[00:18:40.000 --> 00:18:43.000]  我去油山上聖殿山
[00:18:43.000 --> 00:18:46.000]  會突然間聽到那些喊叫的手衛
[00:18:46.000 --> 00:18:47.000]  大聲喊
[00:18:47.000 --> 00:18:49.000]  有猶太人在那裡走過的時候
[00:18:49.000 --> 00:18:50.000]  他們就喊
[00:18:50.000 --> 00:18:52.000]  不歡迎猶太人上聖殿山
[00:18:52.000 --> 00:18:55.000]  不要說在上面建聖殿
[00:18:55.000 --> 00:18:57.000]  但是狄基督將來會搞定
[00:18:57.000 --> 00:19:02.000]  在大災難初期的時候
[00:19:02.000 --> 00:19:04.000]  世界進入太平
[00:19:04.000 --> 00:19:05.000]  所以啟示錄第六章
[00:19:05.000 --> 00:19:09.000]  第一個災是一匹白馬
[00:19:09.000 --> 00:19:12.000]  騎在白馬上的友工不用戰
[00:19:12.000 --> 00:19:13.000]  這個是和平
[00:19:13.000 --> 00:19:15.000]  假的和平
[00:19:15.000 --> 00:19:18.000]  然後猶太人很開心
[00:19:18.000 --> 00:19:20.000]  回到聖殿獻祭
[00:19:20.000 --> 00:19:22.000]  但是第27節繼續說
[00:19:22.000 --> 00:19:24.000]  一七之半
[00:19:24.000 --> 00:19:28.000]  他必使濟治和貢獻子息
[00:19:28.000 --> 00:19:29.000]  停止了
[00:19:29.000 --> 00:19:31.000]  是呀是狄基督的
[00:19:31.000 --> 00:19:33.000]  真面目顯露了
[00:19:33.000 --> 00:19:36.000]  進去聖殿那裡不准他們獻祭
[00:19:36.000 --> 00:19:39.000]  然後自己坐在聖殿上
[00:19:39.000 --> 00:19:41.000]  就說他自己是神
[00:19:41.000 --> 00:19:44.000]  要猶太人來敬拜他
[00:19:44.000 --> 00:19:45.000]  然後繼續說
[00:19:45.000 --> 00:19:49.000]  那行毀壞可憎的如飛而來
[00:19:49.000 --> 00:19:53.000]  並且有憤怒傾在那行毀壞者的身上
[00:19:53.000 --> 00:19:56.000]  直到所定的結局
[00:19:56.000 --> 00:19:57.000]  這裡一跳
[00:19:57.000 --> 00:20:01.000]  就跳到一七的接伴後面
[00:20:01.000 --> 00:20:03.000]  就是後面的三年半
[00:20:03.000 --> 00:20:05.000]  啟示錄讓我們看到
[00:20:05.000 --> 00:20:07.000]  是神的七個日
[00:20:07.000 --> 00:20:08.000]  七個號
[00:20:08.000 --> 00:20:09.000]  七個碗的災
[00:20:09.000 --> 00:20:12.000]  到後來那些天災
[00:20:12.000 --> 00:20:15.000]  是整個天地改變
[00:20:15.000 --> 00:20:18.000]  神的憤怒傾倒在地上
[00:20:18.000 --> 00:20:22.000]  到最後是狄基督被毀壞
[00:20:22.000 --> 00:20:23.000]  被滅的
[00:20:23.000 --> 00:20:26.000]  被凋在火壺裡
[00:20:26.000 --> 00:20:27.000]  好了
[00:20:27.000 --> 00:20:29.000]  這個但以理
[00:20:29.000 --> 00:20:33.000]  我很相信當時
[00:20:33.000 --> 00:20:38.000]  天使這樣給異象看
[00:20:38.000 --> 00:20:41.000]  是完全不明白的
[00:20:41.000 --> 00:20:43.000]  因為事情還沒發生
[00:20:43.000 --> 00:20:47.000]  連他們回去重見耶路撒冷都沒看到
[00:20:47.000 --> 00:20:49.000]  別說耶穌
[00:20:49.000 --> 00:20:51.000]  今天我們看到前面
[00:20:51.000 --> 00:20:54.000]  但是那七年
[00:20:54.000 --> 00:20:58.000]  如果這四百九十年是直接住的
[00:20:58.000 --> 00:21:03.000]  那時候是四百八十三年之後
[00:21:03.000 --> 00:21:05.000]  然後就是最後那七年
[00:21:05.000 --> 00:21:07.000]  那七年就已經出現了
[00:21:07.000 --> 00:21:08.000]  有些人真的說
[00:21:08.000 --> 00:21:09.000]  七年已經出現了
