
[00:00:00.000 --> 00:00:08.000]  各位電視節目的朋友們,今天很開心見到至少有五位新朋友
[00:05:47.600 --> 00:05:50.200]  原來耶穌提了一個很重要的關鍵
[00:05:50.200 --> 00:05:54.080]  為什麼門徒趕不到鬼呢
[00:05:54.080 --> 00:05:56.200]  耶穌其實說了這個答案
[00:05:56.200 --> 00:05:59.640]  因為不單止是門徒可能不夠信心
[00:05:59.640 --> 00:06:02.280]  是整個世代
[00:06:02.280 --> 00:06:03.680]  都不信
[00:06:03.680 --> 00:06:04.880]  我們繼續想想
[00:06:04.880 --> 00:06:09.400]  祈禱和信有什麼關係呢
[00:06:09.400 --> 00:06:12.000]  祂說我和你們一起要到什麼時候呢
[00:06:12.000 --> 00:06:15.120]  我引你們要到什麼時候呢
[00:06:15.120 --> 00:06:16.840]  將他帶到我這裡
[00:06:16.840 --> 00:06:20.880]  就是將被鬼附的那個帶到耶穌那裡
[00:06:20.880 --> 00:06:22.480]  他們就帶了他來的時候
[00:06:22.480 --> 00:06:24.360]  那個邪靈一見到耶穌
[00:06:24.360 --> 00:06:26.720]  就令他抽風即抽筋
[00:06:26.720 --> 00:06:29.600]  然後又是跌在地上滑來滑去
[00:06:29.600 --> 00:06:33.840]  然後就口吐白沫
[00:06:33.840 --> 00:06:35.520]  耶穌就問那個爸爸
[00:06:35.520 --> 00:06:38.600]  他這個病病了多久
[00:06:38.600 --> 00:06:42.320]  爸爸就說從小的時候
[00:06:42.320 --> 00:06:43.640]  原來在很小的時候
[00:06:43.640 --> 00:06:47.240]  這個病已經是纏繞著他
[00:06:47.240 --> 00:06:51.760]  那個靈就屢次將他扔在火里
[00:06:51.760 --> 00:06:53.280]  在水里
[00:06:53.280 --> 00:06:55.960]  要弄死那個人
[00:06:55.960 --> 00:06:58.680]  祂說如果你能夠做些什麼
[00:06:58.680 --> 00:07:01.160]  求你憐憫我們
[00:07:01.160 --> 00:07:04.080]  幫助我們
[00:07:04.080 --> 00:07:06.360]  如果一個爸爸一個媽媽
[00:07:06.360 --> 00:07:08.120]  你想到這句話
[00:07:08.120 --> 00:07:10.160]  相信你都可能有些同感
[00:07:10.160 --> 00:07:11.880]  如果一個兒子一個女兒
[00:07:11.880 --> 00:07:14.920]  從小到大都在患病
[00:07:14.920 --> 00:07:18.240]  還要整天被一個邪靈折磨
[00:07:18.240 --> 00:07:20.360]  又好像被火燒
[00:07:20.360 --> 00:07:22.440]  弄到他掉進水里
[00:07:22.440 --> 00:07:24.600]  簡直就想弄死他
[00:07:24.600 --> 00:07:25.760]  所以說了這句話
[00:07:25.760 --> 00:07:27.280]  其實是求耶穌
[00:07:27.280 --> 00:07:31.440]  祂說如果你能夠做些什麼
[00:07:31.440 --> 00:07:34.160]  求你憐憫我們
[00:07:34.160 --> 00:07:36.920]  幫助我們
[00:07:36.920 --> 00:07:39.640]  如果他從小到大已經有這個病
[00:07:39.640 --> 00:07:43.520]  肯定他已經用了所有的方法
[00:07:43.520 --> 00:07:45.880]  可能看了不同的醫生
[00:07:45.880 --> 00:07:50.040]  可能看了不同的所謂宗教的領袖
[00:07:50.040 --> 00:07:52.320]  看看他們有什麼可以幫到他
[00:07:52.320 --> 00:07:55.440]  可以做的肯定他已經做了
[00:07:55.440 --> 00:07:57.200]  然後他就封門了
[00:07:57.200 --> 00:07:59.240]  耶穌和他的門徒
[00:07:59.240 --> 00:08:01.640]  原來經常幫人醫病趕鬼
[00:08:01.640 --> 00:08:05.000]  所以他帶了他的兒子去
[00:08:05.000 --> 00:08:06.360]  耶穌那時候不在
[00:08:06.360 --> 00:08:07.360]  只有門徒
[00:08:07.360 --> 00:08:09.720]  但是門徒幫不了他
[00:08:09.720 --> 00:08:11.080]  耶穌這樣和他說
[00:08:11.080 --> 00:08:14.640]  這一節經文對我們來說是十分重要
[00:08:14.640 --> 00:08:17.760]  但同樣十分難明白
[00:08:17.760 --> 00:08:19.240]  耶穌和他說
[00:08:19.240 --> 00:08:21.440]  你若能
[00:08:21.440 --> 00:08:25.040]  在信的人凡事都能
[00:08:25.040 --> 00:08:27.200]  這個「你若能」
[00:08:27.200 --> 00:08:32.080]  有些聖經的版本是會加了個問號的
[00:08:32.080 --> 00:08:33.040]  什麼意思呢?
[00:08:33.040 --> 00:08:36.000]  其實耶穌復述了之前他說的
[00:08:36.000 --> 00:08:36.720]  記不記得?
[00:08:36.720 --> 00:08:39.000]  他說「你若能做什麼」
[00:08:39.000 --> 00:08:39.640]  在第二行
[00:08:39.640 --> 00:08:41.080]  「你若能做什麼」
[00:08:41.080 --> 00:08:45.000]  「求你憐憫我們 幫助我們」
[00:08:45.000 --> 00:08:47.280]  所以是這個爸爸和耶穌說
[00:08:47.280 --> 00:08:48.680]  如果你能夠做到些什麼
[00:08:48.680 --> 00:08:50.480]  你就幫忙做吧
[00:08:50.480 --> 00:08:52.720]  所以耶穌再復述一次就是
[00:08:52.720 --> 00:08:54.560]  「你若能」
[00:08:54.560 --> 00:08:56.320]  就好像在問我
[00:08:56.320 --> 00:08:58.560]  我是否能夠
[00:08:58.560 --> 00:09:00.040]  對於耶穌來說
[00:09:00.040 --> 00:09:02.280]  是凡事都能
[00:09:02.280 --> 00:09:05.920]  他復述這個爸爸說
[00:09:05.920 --> 00:09:07.280]  接著
[00:09:07.280 --> 00:09:09.000]  如果你是爸爸你會怎麼樣呢?
[00:09:09.000 --> 00:09:12.560]  這個爸爸立刻大叫
[00:09:12.560 --> 00:09:17.800]  「我信 求你幫助我的不信」
[00:09:17.800 --> 00:09:19.440]  今天這篇道讀
[00:09:19.440 --> 00:09:20.400]  30分鐘
[00:09:20.400 --> 00:09:23.520]  你什麼都不記得
[00:09:23.520 --> 00:09:25.880]  我只想你記得剛才那節經文
[00:09:25.880 --> 00:09:27.040]  和這節經文
[00:09:27.040 --> 00:09:28.720]  我給你看多一次
[00:09:28.720 --> 00:09:30.120]  就是耶穌和他說
[00:09:30.120 --> 00:09:31.640]  「你若能」
[00:09:31.640 --> 00:09:35.920]  「再信的人凡事都能」
[00:09:35.920 --> 00:09:38.240]  如果你是信的話
[00:09:38.240 --> 00:09:39.920]  什麼都可以
[00:09:39.920 --> 00:09:43.120]  但是是建基於耶穌基督
[00:09:43.120 --> 00:09:45.320]  第二句
[00:09:45.320 --> 00:09:48.320]  希望我們也願意這樣回應
[00:09:48.320 --> 00:09:53.480]  「我信 求耶穌幫助我們的不信」
[00:09:53.480 --> 00:09:55.920]  因為耶穌說在這個不信的世代
[00:09:55.920 --> 00:09:58.800]  其實我們每個信心都不夠
[00:09:58.800 --> 00:10:01.160]  但至少你願不願意說
[00:10:01.160 --> 00:10:02.240]  「我信」
[00:10:02.240 --> 00:10:04.560]  是做一個起步
[00:10:04.560 --> 00:10:06.720]  因為我想跟你說一些例子
[00:10:06.720 --> 00:10:08.240]  就是有些人
[00:10:08.240 --> 00:10:10.360]  有些基督徒
[00:10:10.360 --> 00:10:11.560]  是不信
[00:10:11.560 --> 00:10:13.200]  不信什麼?
[00:10:13.200 --> 00:10:14.960]  不信祈禱
[00:10:14.960 --> 00:10:17.640]  不信耶穌是凡事都能
[00:10:17.640 --> 00:10:22.160]  我一會兒會告訴你一些真人真事
[00:10:22.160 --> 00:10:24.560]  耶穌看見眾人都跑上來
[00:10:24.560 --> 00:10:27.360]  就斥責那個污靈說
[00:10:27.360 --> 00:10:28.720]  你這個聾啞的靈
[00:10:28.720 --> 00:10:31.280]  我命令你從它裡頭出來
[00:10:31.280 --> 00:10:33.240]  再不要進去
[00:10:33.240 --> 00:10:36.520]  耶穌下了這個命令
[00:10:36.520 --> 00:10:40.000]  那個靈就大喊一聲
[00:10:40.000 --> 00:10:44.000]  使得孩子猛烈又抽了陣巾
[00:10:44.000 --> 00:10:45.160]  然後就出來
[00:10:45.160 --> 00:10:48.920]  孩子好像死了一樣
[00:10:48.920 --> 00:10:50.080]  以致到眾人
[00:10:50.080 --> 00:10:51.400]  很多人圍觀
[00:10:51.400 --> 00:10:54.040]  就會說「哎呀 他死了」
[00:10:54.040 --> 00:10:57.720]  但耶穌拉著他的手扶他起來
[00:10:57.720 --> 00:10:59.640]  他就站起來
[00:10:59.640 --> 00:11:00.120]  「啊?」
[00:11:00.120 --> 00:11:03.320]  耶穌就幫這個小朋友
[00:11:03.320 --> 00:11:06.720]  趕了那個污鬼出來
[00:11:06.720 --> 00:11:08.520]  這件事還沒完
[00:11:08.520 --> 00:11:10.760]  耶穌進了屋之後
[00:11:10.760 --> 00:11:12.080]  當散了
[00:11:12.080 --> 00:11:13.400]  那些人離開了
[00:11:13.400 --> 00:11:14.720]  耶穌進了屋之後
[00:11:14.720 --> 00:11:17.720]  門徒就私下問他
[00:11:17.760 --> 00:11:23.960]  他說「我們為什麼不能夠趕出那個邪靈呢?」
[00:11:23.960 --> 00:11:25.160]  「我們為什麼趕不出呢?」
[00:11:25.160 --> 00:11:27.040]  他問回耶穌
[00:11:27.040 --> 00:11:28.880]  我可以想象得到
[00:11:28.880 --> 00:11:31.240]  就是門徒
[00:11:31.240 --> 00:11:33.240]  應該當他趕鬼的時候
[00:11:33.240 --> 00:11:36.400]  他可能照著耶穌平時說的話
[00:11:36.400 --> 00:11:37.680]  應該會吧
[00:11:37.680 --> 00:11:39.320]  照著耶穌說的話
[00:11:39.320 --> 00:11:43.040]  可能他說「哎 要你馬上出去」
[00:11:43.040 --> 00:11:44.800]  「我奉神的靈要你出來」
[00:11:44.800 --> 00:11:45.920]  可能他做了
[00:11:45.920 --> 00:11:50.920]  可能他連耶穌的動作都模仿了
[00:11:50.920 --> 00:11:52.760]  但就是不行
[00:11:52.760 --> 00:11:54.360]  所以他很想問耶穌
[00:11:54.360 --> 00:11:57.080]  「為什麼我們趕不出呢?」
[00:11:57.080 --> 00:11:58.360]  耶穌對他們說
[00:11:58.360 --> 00:11:59.480]  這節經文
[00:11:59.480 --> 00:12:01.200]  他說
[00:12:01.200 --> 00:12:03.800]  「非用土告」
[00:12:03.800 --> 00:12:08.040]  「這一類的邪靈總趕不出來」
[00:12:08.040 --> 00:12:11.440]  原來就是說一定要用土告
[00:12:11.440 --> 00:12:14.040]  耶穌提了門徒一件事
[00:12:14.040 --> 00:12:16.800]  你們有沒有土告啊?
[00:12:16.800 --> 00:12:19.880]  還是只是學了我說的話
[00:12:19.880 --> 00:12:21.600]  學了我的動作
[00:12:21.600 --> 00:12:22.960]  我的語氣
[00:12:22.960 --> 00:12:24.920]  但是原來對耶穌來說
[00:12:24.920 --> 00:12:30.520]  關鍵是祈禱
[00:12:30.520 --> 00:12:32.360]  我不知道大家來到這一刻
[00:12:32.360 --> 00:12:34.000]  你會怎麼想
[00:12:34.000 --> 00:12:36.000]  可能你馬上會想到
[00:12:36.000 --> 00:12:40.280]  我很多祈禱都沒有出現
[00:12:40.280 --> 00:12:43.480]  我想我的太太
[00:12:43.480 --> 00:12:47.360]  我想我的老公信耶穌
[00:12:47.360 --> 00:12:49.680]  我也祈禱了很久了
[00:12:49.680 --> 00:12:51.160]  都沒有信
[00:12:51.160 --> 00:12:53.400]  我想某個新朋友回來
[00:12:53.400 --> 00:12:55.720]  我也祈禱了很多次了
[00:12:55.720 --> 00:12:58.080]  都沒有來
[00:12:58.080 --> 00:13:00.480]  我有土告的
[00:13:00.480 --> 00:13:04.560]  但關鍵在哪裡呢?
[00:13:04.560 --> 00:13:06.640]  有沒有些事情
[00:13:06.640 --> 00:13:09.480]  你認為根本沒有可能的
[00:13:09.480 --> 00:13:13.800]  連祈禱你都不會
[00:13:13.800 --> 00:13:18.400]  我相信我們或多或少都會有
[00:13:18.400 --> 00:13:20.320]  我記得好幾年前有一次
[00:13:20.320 --> 00:13:23.040]  我幫一個機構分享講座
[00:13:23.040 --> 00:13:24.960]  講座就是講
[00:13:24.960 --> 00:13:28.680]  如何幫年輕人戒打基
[00:13:28.680 --> 00:13:32.600]  講座剛剛在伯爾納比有一次
[00:13:32.600 --> 00:13:34.440]  在Richmond有一次
[00:13:34.440 --> 00:13:36.760]  首先在伯爾納比是第一次
[00:13:36.760 --> 00:13:38.120]  有些年輕人
[00:13:38.120 --> 00:13:39.680]  更多是家長
[00:13:39.680 --> 00:13:42.960]  因為他們想拿些竅妙
[00:13:42.960 --> 00:13:46.320]  如何幫小朋友戒打基
[00:13:46.320 --> 00:13:50.000]  其中有一個家長坐在後面
[00:13:50.000 --> 00:13:54.200]  一直說眉毛扎得很緊
[00:13:54.200 --> 00:13:56.720]  然後講完講座
[00:13:56.720 --> 00:14:00.000]  我就說大家有什麼問題就問
[00:14:00.000 --> 00:14:01.560]  然後我就看到那個家長
[00:14:01.560 --> 00:14:05.200]  我說你眉毛進來到現在一個小時
[00:14:05.200 --> 00:14:07.560]  你都沒有彈開過
[00:14:07.560 --> 00:14:11.520]  然後他說我兒子打基打得很嚴重
[00:14:11.520 --> 00:14:14.200]  他可以一天一夜不停打基
[00:14:14.200 --> 00:14:15.720]  不停打基
[00:14:15.720 --> 00:14:17.880]  然後我說他現在在哪裡
[00:14:17.880 --> 00:14:19.600]  他說在家裡打基
[00:14:19.600 --> 00:14:21.440]  那你不叫他來
[00:14:21.440 --> 00:14:24.120]  然後他說沒可能
[00:14:24.120 --> 00:14:26.880]  他用這三個字 沒可能
[00:14:26.880 --> 00:14:28.280]  然後我說這樣吧
[00:14:28.280 --> 00:14:30.280]  我們下個禮拜同樣時間
[00:14:30.280 --> 00:14:32.920]  不過在Richmond還有一次
[00:14:32.920 --> 00:14:34.720]  我說你帶他來
[00:14:34.720 --> 00:14:36.760]  我說我跟你一起祈禱
[00:14:36.760 --> 00:14:39.000]  每天為他祈禱
[00:14:39.000 --> 00:14:41.080]  然後他跟我講這三個字
[00:14:41.080 --> 00:14:42.640]  沒可能
[00:14:42.640 --> 00:14:45.320]  然後我說祈禱啊 沒可能
[00:14:45.320 --> 00:14:48.280]  然後他說不行啊 女士
[00:14:48.280 --> 00:14:49.640]  然後我說什麼不行啊
[00:14:49.640 --> 00:14:51.640]  他說祈禱不行啊
[00:14:51.640 --> 00:14:53.920]  很多人坐在那裡聽
[00:14:53.920 --> 00:14:54.840]  然後我說不好意思
[00:14:54.840 --> 00:14:58.720]  我想問你是不是基督徒
[00:14:58.720 --> 00:15:02.400]  他說是啊 我每個禮拜回教會
[00:15:02.400 --> 00:15:04.920]  然後我說啊 你每個禮拜回教會
[00:15:04.920 --> 00:15:07.320]  然後他跟我講祈禱不行
[00:15:07.320 --> 00:15:10.160]  然後我說不行啊
[00:15:10.160 --> 00:15:11.600]  然後我說好
[00:15:11.600 --> 00:15:14.040]  我跟你每天都祈禱
[00:15:14.040 --> 00:15:16.000]  我知道你之前應該都不會
[00:15:16.000 --> 00:15:18.680]  每天為你的兒子祈禱的
[00:15:18.680 --> 00:15:21.320]  然後我說每天我為你祈禱
[00:15:21.320 --> 00:15:24.800]  下個禮拜你的兒子會在這裡
[00:15:24.800 --> 00:15:26.560]  然後他很勉強地說
[00:15:26.560 --> 00:15:29.280]  試試吧
[00:15:29.280 --> 00:15:31.640]  然後神跡真的出現
[00:15:31.640 --> 00:15:34.520]  下個禮拜他的兒子真的來了
[00:15:34.520 --> 00:15:36.520]  坐在第二排
[00:15:36.520 --> 00:15:38.760]  然後他也是在打遊戲
[00:15:38.760 --> 00:15:41.080]  因為那些人好像在吸毒
[00:15:41.080 --> 00:15:42.240]  去到某一個地方
[00:15:42.240 --> 00:15:45.120]  我那時候去到Richmond一間教會
[00:15:45.120 --> 00:15:47.920]  然後一來到好像在吸毒
[00:15:47.920 --> 00:15:51.320]  有沒有WiFi啊 有沒有WiFi啊
[00:15:51.320 --> 00:15:52.520]  然後我說
[00:15:52.520 --> 00:15:55.280]  不過不是公開的
[00:15:55.280 --> 00:15:57.200]  他說搞錯啊
[00:15:57.200 --> 00:16:00.120]  那哥哥也是在準備打遊戲
[00:16:00.120 --> 00:16:02.120]  然後我說 哥哥
[00:16:02.120 --> 00:16:03.560]  你給我五分鐘
[00:16:03.560 --> 00:16:05.160]  你聽我五分鐘
[00:16:05.160 --> 00:16:06.680]  如果你覺得不行
[00:16:06.680 --> 00:16:08.280]  你立刻去後面
[00:16:08.280 --> 00:16:10.880]  我私人給你分享WiFi
[00:16:10.880 --> 00:16:12.280]  然後他說好
[00:16:12.280 --> 00:16:15.680]  然後他聽了45分鐘
[00:16:15.680 --> 00:16:17.120]  沒有打遊戲
[00:16:17.120 --> 00:16:18.000]  最後結束了
[00:16:18.000 --> 00:16:20.360]  然後我介紹了在那個機構裡面
[00:16:20.360 --> 00:16:21.240]  有個人
[00:16:21.240 --> 00:16:25.040]  他以前是學習弄飛機的
[00:16:25.040 --> 00:16:26.520]  然後就和他說
[00:16:26.520 --> 00:16:28.480]  我找他和你聊聊天
[00:16:28.480 --> 00:16:32.040]  然後看看有什麼可以帶你去
[00:16:32.040 --> 00:16:34.760]  不要整天想著看電影 帶你看飛機
[00:16:34.760 --> 00:16:35.800]  是不是
[00:16:35.800 --> 00:16:37.800]  然後他說 好啊
[00:16:37.800 --> 00:16:39.400]  那次我看到就是
[00:16:39.400 --> 00:16:43.000]  有些東西是要祈禱的
[00:16:43.000 --> 00:16:45.360]  媽媽肯定用了很多
[00:16:45.360 --> 00:16:48.080]  用了所有方法
[00:16:48.080 --> 00:16:51.880]  用了所有又哀又哄又罵
[00:16:51.880 --> 00:16:53.360]  又不知道什麼
[00:16:53.360 --> 00:16:55.720]  是不是 可能還拔了電掣那些
[00:16:55.720 --> 00:16:58.400]  他什麼方法都用了
[00:16:58.400 --> 00:17:03.000]  但是就沒有祈禱
[00:17:03.000 --> 00:17:04.880]  我們會不會是這樣
[00:17:04.880 --> 00:17:07.640]  我們會不會骨子裡
[00:17:07.640 --> 00:17:08.600]  有時真的不敢祈禱
[00:17:08.600 --> 00:17:10.160]  因為你知道
[00:17:10.160 --> 00:17:11.880]  那樣東西是不可能的
[00:17:11.880 --> 00:17:12.880]  那如果祈禱
[00:17:12.880 --> 00:17:14.240]  有些人就很坦白的說
[00:17:14.240 --> 00:17:18.560]  哎呀 我廢事上帝不行了
[00:17:18.560 --> 00:17:21.240]  媽呀
[00:17:21.240 --> 00:17:23.280]  要贊他坦白
[00:17:23.280 --> 00:17:24.360]  他可以和傳道人說
[00:17:24.360 --> 00:17:27.800]  廢事上帝不行
[00:17:27.800 --> 00:17:30.000]  所以為什麼我說那次經文那麼重要
[00:17:30.000 --> 00:17:35.040]  「再信的人凡事都能」
[00:17:35.040 --> 00:17:38.480]  如果基督徒現在認識了我們
[00:17:38.480 --> 00:17:41.480]  我們就不會再說「沒可能」
[00:17:41.480 --> 00:17:46.160]  因為「再信的人凡事都能」
