
[00:00:00.000 --> 00:00:07.040]  我們一起來看舊約的以斯拉記、尼希米記
[00:02:24.040 --> 00:02:30.040]  猶太人在當時不是唯一回自己故鄉的民族
[00:02:30.040 --> 00:02:35.040]  波斯帝國有這樣新的政策
[00:02:35.040 --> 00:02:44.040]  就是以色列記一開始第一章所記載的歷史文件
[00:02:44.040 --> 00:02:47.040]  所以以色列記第一章到第六章
[00:02:47.040 --> 00:02:49.040]  這兩本書很容易記的
[00:02:49.040 --> 00:02:56.040]  記載了索羅巴伯耶穌帶領猶太人回到耶路撒冷重建聖殿
[00:02:56.040 --> 00:02:59.040]  第七章到第十章
[00:02:59.040 --> 00:03:04.040]  記載以色列這位祭司文士的領袖
[00:03:04.040 --> 00:03:06.040]  他帶領利美人
[00:03:06.040 --> 00:03:10.040]  又帶領另一批猶太人回到耶路撒冷
[00:03:10.040 --> 00:03:12.040]  他們不是重建聖殿
[00:03:12.040 --> 00:03:15.040]  他們是用上帝的說話
[00:03:15.040 --> 00:03:22.040]  用聖經的教訓去建立百姓的生命
[00:03:22.040 --> 00:03:24.040]  然後尼希米記第一章
[00:03:24.040 --> 00:03:25.040]  記不記得了
[00:03:25.040 --> 00:03:28.040]  尼希米回到耶路撒冷
[00:03:28.040 --> 00:03:31.040]  重建城牆
[00:03:31.040 --> 00:03:34.040]  荒廢了的城牆
[00:03:34.040 --> 00:03:37.040]  在第六章結束的時候
[00:03:37.040 --> 00:03:39.040]  城牆已經建好了
[00:03:39.040 --> 00:03:43.040]  尼希米記的下半第七章
[00:03:43.040 --> 00:03:47.040]  到上一次我們讀到十二章四十四節
[00:03:47.040 --> 00:03:53.040]  就是他們要慶祝重建大業
[00:03:53.040 --> 00:03:58.040]  百年基業大功告成
[00:03:58.040 --> 00:04:00.040]  真的用了一百年
[00:04:00.040 --> 00:04:04.040]  從所羅巴伯回耶路撒冷公園前
[00:04:04.040 --> 00:04:07.040]  五百三十六年
[00:04:07.040 --> 00:04:11.040]  到尼希米重建耶路撒冷的城牆
[00:04:11.040 --> 00:04:13.040]  四百三十三年
[00:04:13.040 --> 00:04:16.040]  一百年的光陰
[00:04:16.040 --> 00:04:18.040]  他們要慶祝的時候
[00:04:18.040 --> 00:04:21.040]  尼希米記第七章到第十二章
[00:04:21.040 --> 00:04:27.040]  記載他們無論在耶路撒冷的人口
[00:04:27.040 --> 00:04:31.040]  怎樣鼓勵領袖入去住
[00:04:31.040 --> 00:04:35.040]  百姓十分一的人口搬入耶路撒冷居住
[00:04:35.040 --> 00:04:40.040]  無論他們在生活上怎樣去進行聖經的教導
[00:04:40.040 --> 00:04:49.040]  立約定下一些大家願意一同去遵守的重點
[00:04:49.040 --> 00:04:53.040]  然後在他們聖殿的敬拜
[00:04:53.040 --> 00:05:00.040]  他們怎樣聯絡安排祭司李美人擔任領導的角色
[00:05:00.040 --> 00:05:02.040]  所以我們說到十二章
[00:05:02.040 --> 00:05:06.040]  他們真的慶祝的時候
[00:05:06.040 --> 00:05:10.040]  那個歡樂從上帝而來
[00:05:10.040 --> 00:05:13.040]  從他們的心裏面發出來
[00:05:13.040 --> 00:05:14.040]  全城都歡樂
[00:05:14.040 --> 00:05:15.040]  記不記得
[00:05:15.040 --> 00:05:17.040]  歡樂的聲音
[00:05:17.040 --> 00:05:21.040]  很遠的地方都聽見
[00:05:22.040 --> 00:05:28.040]  本來下集大結局應該停在這裏
[00:05:28.040 --> 00:05:30.040]  很快樂
[00:05:30.040 --> 00:05:32.040]  放煙花
[00:05:32.040 --> 00:05:34.040]  最好結束
[00:05:34.040 --> 00:05:41.040]  聖經所記載的不是一個故事
[00:05:41.040 --> 00:05:45.040]  有高潮結束
[00:05:45.040 --> 00:05:47.040]  停在那裏
[00:05:47.040 --> 00:05:49.040]  這是講故事
[00:05:49.040 --> 00:05:53.040]  王子公主終於排除萬難
[00:05:53.040 --> 00:05:56.040]  他們結婚
[00:05:56.040 --> 00:05:59.040]  如果西方拍電影一定是心心一吻
[00:05:59.040 --> 00:06:05.040]  And they lived happily ever after
[00:06:05.040 --> 00:06:07.040]  當然是這樣結束的
[00:06:07.040 --> 00:06:11.040]  不過自從你看完Diana的故事之後
[00:06:11.040 --> 00:06:16.040]  你對這句說話就會take it with a pinch of salt
[00:06:16.040 --> 00:06:20.040]  你就會有少少打個問號
[00:06:20.040 --> 00:06:24.040]  是不是真的這麼快樂
[00:06:24.040 --> 00:06:32.040]  歷史和故事的分別就在這裏
[00:06:32.040 --> 00:06:34.040]  結婚
[00:06:34.040 --> 00:06:38.040]  And they lived happily ever after
[00:06:38.040 --> 00:06:40.040]  每一個婚禮請飲
[00:06:40.040 --> 00:06:44.040]  到最後賓主盡歡
[00:06:44.040 --> 00:06:48.040]  歡樂的聲音傳到整條唐人街都聽到
[00:06:48.040 --> 00:06:50.040]  怎樣都好
[00:06:50.040 --> 00:06:52.040]  那是故事的結束
[00:06:52.040 --> 00:06:57.040]  但那是歷史的開始
[00:06:57.040 --> 00:07:02.040]  婚姻繼續下去下半生幾十年
[00:07:02.040 --> 00:07:05.040]  那是歷史的事實
[00:07:05.040 --> 00:07:15.040]  那個事實不是停留在這句善眾善討的說話上
[00:07:15.040 --> 00:07:17.040]  舊約聖經不是講故事的
[00:07:17.040 --> 00:07:18.040]  對不起
[00:07:18.040 --> 00:07:21.040]  雖然我們在主要學道講了很多
[00:07:21.040 --> 00:07:24.040]  講到你都好像以為是講故事一樣
[00:07:24.040 --> 00:07:26.040]  是啦,哄小孩子開心
[00:07:26.040 --> 00:07:31.040]  是啦,在崇拜裏面講給無知婦孺聽聽
[00:07:31.040 --> 00:07:33.040]  你錯了
[00:07:33.040 --> 00:07:35.040]  如果你這樣讀聖經
[00:07:35.040 --> 00:07:37.040]  你就沒辦法能夠明白
[00:07:37.040 --> 00:07:43.040]  尼希米記十三章到底發生什麼事
[00:07:43.040 --> 00:07:48.040]  尼希米記十三章剛才我們讀的只是三分之一
[00:07:48.040 --> 00:07:53.040]  我們由第十三節讀到第二十二節
[00:07:53.040 --> 00:07:57.040]  那裏只不過是中間的一段
[00:07:57.040 --> 00:08:06.040]  中間這一段所記載的是尼希米怎樣管理耶路撒冷這個城
[00:08:06.040 --> 00:08:11.040]  特別是在城牆城門口的管理
[00:08:11.040 --> 00:08:15.040]  焦點就是安息日
[00:08:15.040 --> 00:08:20.040]  安息日不可以做買賣
[00:08:20.040 --> 00:08:24.040]  但是時間慢慢過去
[00:08:24.040 --> 00:08:30.040]  這個他們立約簽名遵守的重點
[00:08:30.040 --> 00:08:31.040]  你記不記得
[00:08:31.040 --> 00:08:33.040]  用不用和你溫習一下
[00:08:33.040 --> 00:08:35.040]  在尼希米記
[00:08:35.040 --> 00:08:37.040]  好像不太記得
[00:08:37.040 --> 00:08:39.040]  有呀
[00:08:39.040 --> 00:08:40.040]  他們在第十章
[00:08:40.040 --> 00:08:46.040]  尼希米記第十章
[00:08:46.040 --> 00:08:48.040]  第三十一節
[00:08:48.040 --> 00:08:51.040]  你找到沒有
[00:08:51.040 --> 00:08:54.040]  尼希米記第十章第三十一節
[00:08:54.040 --> 00:08:57.040]  我們只讀上半節都夠了
[00:08:57.040 --> 00:08:59.040]  找到我們一起讀
[00:08:59.040 --> 00:09:04.040]  這地的居民若在安息日或什麼聖日
[00:09:04.040 --> 00:09:09.040]  帶了貨物或糧食來賣給我們
[00:09:09.040 --> 00:09:13.040]  我們必不買
[00:09:13.040 --> 00:09:21.040]  安息日的規矩對於不是猶太人沒有約束力
[00:09:21.040 --> 00:09:24.040]  所以那地的居民
[00:09:24.040 --> 00:09:26.040]  其他的人
[00:09:26.040 --> 00:09:29.040]  他們照常做買賣
[00:09:29.040 --> 00:09:33.040]  尼希米不可以干涉他們
[00:09:33.040 --> 00:09:37.040]  他們來和猶太人做買賣
[00:09:37.040 --> 00:09:39.040]  你肯買我肯買
[00:09:39.040 --> 00:09:40.040]  怎麼辦
[00:09:40.040 --> 00:09:43.040]  我們不和他做買賣
[00:09:43.040 --> 00:09:46.040]  這是他們的納約精神
[00:09:46.040 --> 00:09:49.040]  所以尼希米在安息日的時候
[00:09:49.040 --> 00:09:53.040]  將耶路撒冷的城門關閉
[00:09:53.040 --> 00:09:56.040]  你要明白城門的作用
[00:09:56.040 --> 00:09:58.040]  24小時無法出入
[00:09:58.040 --> 00:09:59.040]  無法入宵
[00:09:59.040 --> 00:10:00.040]  禁止戒嚴
[00:10:00.040 --> 00:10:02.040]  不可以的
[00:10:02.040 --> 00:10:04.040]  城門不能關閉
[00:10:04.040 --> 00:10:07.040]  所以你讀詳細一點剛才那段記載
[00:10:07.040 --> 00:10:09.040]  你有沒有留意到
[00:10:09.040 --> 00:10:11.040]  尼希米所謂關了城門
[00:10:11.040 --> 00:10:14.040]  只是不准人將貨物
[00:10:14.040 --> 00:10:19.040]  或者擔著的大貨物的擔
[00:10:19.040 --> 00:10:23.040]  無論是用畜生運進來
[00:10:23.040 --> 00:10:26.040]  還是用自己肩膀抬進來
[00:10:26.040 --> 00:10:29.040]  不准過城門
[00:10:29.040 --> 00:10:32.040]  如果你走私就沒得好說了
[00:10:32.040 --> 00:10:35.040]  你現在過關一樣
[00:10:35.040 --> 00:10:38.040]  加拿大那些移民官都懂得問
[00:10:38.040 --> 00:10:40.040]  Do you have sick muck?
[00:10:40.040 --> 00:10:42.040]  什麼叫sick muck?
[00:10:42.040 --> 00:10:43.040]  他在說中文
[00:10:43.040 --> 00:10:45.040]  有沒有食物?
[00:10:45.040 --> 00:10:47.040]  不是有病的泥土
[00:10:47.040 --> 00:10:49.040]  不是sick muck
[00:10:49.040 --> 00:10:53.040]  不過他有些發音
[00:10:53.040 --> 00:10:55.040]  你都不要亂帶
[00:10:55.040 --> 00:10:57.040]  他的狗很厲害
[00:10:57.040 --> 00:10:58.040]  現在的狗訓練了
[00:10:58.040 --> 00:10:59.040]  不只是聞毒品
[00:10:59.040 --> 00:11:01.040]  是聞冬菇的
[00:11:01.040 --> 00:11:04.040]  真的,狗一見到冬菇就搖尾
[00:11:04.040 --> 00:11:06.040]  很香的
[00:11:06.040 --> 00:11:08.040]  希米能夠禁止的
[00:11:08.040 --> 00:11:13.040]  就是這些帶著貨物進城做生意的人
[00:11:13.040 --> 00:11:15.040]  不讓他們進來
[00:11:15.040 --> 00:11:17.040]  這班做生意的人
[00:11:17.040 --> 00:11:23.040]  真是有entrepreneur的精神
[00:11:23.040 --> 00:11:26.040]  他在城門口外過夜
[00:11:26.040 --> 00:11:29.040]  不是排隊擔椅子
[00:11:29.040 --> 00:11:31.040]  預備輪酬買樓
[00:11:31.040 --> 00:11:34.040]  那個要等到三天之後才開門
[00:11:34.040 --> 00:11:38.040]  他在城門外過夜的意思
[00:11:38.040 --> 00:11:40.040]  你明不明?
[00:11:40.040 --> 00:11:42.040]  聽不聽得明?
[00:11:42.040 --> 00:11:44.040]  即是你可以走出去
[00:11:44.040 --> 00:11:46.040]  走遠一點
[00:11:46.040 --> 00:11:47.040]  他進不來擺攤
[00:11:47.040 --> 00:11:48.040]  你走出去跟他買
[00:11:48.040 --> 00:11:50.040]  買了就帶在身上
[00:11:50.040 --> 00:11:51.040]  走進來
[00:11:51.040 --> 00:11:54.040]  沒有人可以禁止一個人出入城門
[00:11:54.040 --> 00:11:55.040]  不可以的
[00:11:55.040 --> 00:11:57.040]  24小時不准出入
[00:11:57.040 --> 00:11:58.040]  有什麼意外
[00:11:58.040 --> 00:12:00.040]  有什麼大事
[00:12:00.040 --> 00:12:01.040]  不准貨物出入
[00:12:01.040 --> 00:12:02.040]  我沒有
[00:12:02.040 --> 00:12:03.040]  我沒有擔住擔子
[00:12:03.040 --> 00:12:05.040]  我沒有擔住車
[00:12:05.040 --> 00:12:08.040]  我只不過出去買一包煙
[00:12:08.040 --> 00:12:11.040]  我出去買少少乾濕雜貨
[00:12:11.040 --> 00:12:13.040]  我就帶著進來
[00:12:13.040 --> 00:12:17.040]  所以城門外就滿了擋攤
[00:12:17.040 --> 00:12:19.040]  過夜
[00:12:19.040 --> 00:12:21.040]  真是不夜天
[00:12:21.040 --> 00:12:25.040]  什麼宵夜直到凌晨三點
[00:12:25.040 --> 00:12:28.040]  全部在城門口外
[00:12:28.040 --> 00:12:29.040]  你說這樣
[00:12:29.040 --> 00:12:33.040]  李希敏是不是要很嚴厲
[00:12:33.040 --> 00:12:36.040]  連在城門外過夜都不准
[00:12:36.040 --> 00:12:38.040]  你說這麼不近人情
[00:12:38.040 --> 00:12:40.040]  不是這回事
[00:12:40.040 --> 00:12:43.040]  李希敏是掃蕩無牌小販
[00:12:43.040 --> 00:12:46.040]  不單是衛生問題
[00:12:46.040 --> 00:12:48.040]  很多問題在這裡
[00:12:48.040 --> 00:12:51.040]  如果你容許他在城門外擺賣
[00:12:51.040 --> 00:12:53.040]  你過什麼安息日
[00:12:53.040 --> 00:12:54.040]  不可以進來禮拜堂外
[00:12:54.040 --> 00:12:56.040]  在停車場外賣
[00:12:56.040 --> 00:12:58.040]  不可能的
[00:12:58.040 --> 00:13:01.040]  一個這樣的問題
[00:13:01.040 --> 00:13:06.040]  李希敏採取很果斷的措施
[00:13:06.040 --> 00:13:08.040]  這個只是三分之一
[00:13:08.040 --> 00:13:11.040]  前面那段我們沒有時間讀了
[00:13:11.040 --> 00:13:16.040]  其實四十三節
[00:13:16.040 --> 00:13:18.040]  記十二章四十三節
[00:13:18.040 --> 00:13:22.040]  記載耶路撒冷歡樂的聲音傳到遠處
[00:13:22.040 --> 00:13:24.040]  四十四節
[00:13:24.040 --> 00:13:28.040]  當日其實很快就出事了
[00:13:28.040 --> 00:13:31.040]  很快就有問題了
[00:13:31.040 --> 00:13:36.040]  問題是慢慢地蔓延開來
[00:13:36.040 --> 00:13:38.040]  問題是什麼
[00:13:38.040 --> 00:13:42.040]  第一個問題不是安息日的問題
[00:13:42.040 --> 00:13:45.040]  是十分一的問題
[00:13:45.040 --> 00:13:47.040]  可能你很熟悉
[00:13:47.040 --> 00:13:49.040]  十分一奉獻
[00:13:49.040 --> 00:13:51.040]  不過我們經常誤會了
[00:13:51.040 --> 00:13:54.040]  舊約聖經說的十分一奉獻
[00:13:54.040 --> 00:13:56.040]  不是我們今天說的
[00:13:56.040 --> 00:13:59.040]  帶回來放進奉獻袋裡的奉獻
[00:13:59.040 --> 00:14:01.040]  不是
[00:14:01.040 --> 00:14:03.040]  這個十分一的奉獻
[00:14:03.040 --> 00:14:05.040]  在舊約聖經裡
[00:14:05.040 --> 00:14:11.040]  是為了出糧給利微人
[00:14:11.040 --> 00:14:14.040]  因為利微之派
[00:14:14.040 --> 00:14:19.040]  他們是專心服侍上帝的之派
[00:14:19.040 --> 00:14:20.040]  他們沒有田地
[00:14:20.040 --> 00:14:22.040]  他們不可以耕種
[00:14:22.040 --> 00:14:25.040]  所以他們沒有收入
[00:14:25.040 --> 00:14:27.040]  十一個之派
[00:14:27.040 --> 00:14:30.040]  拿十分一出來
[00:14:30.040 --> 00:14:35.040]  來給利微之派他們的弟兄養生
[00:14:35.040 --> 00:14:39.040]  所以利微人的人工的薪酬
[00:14:39.040 --> 00:14:44.040]  就是其他猶太人十一個之派
[00:14:44.040 --> 00:14:49.040]  平均的百分之一百一十
[00:14:49.040 --> 00:14:51.040]  懂不懂得算這個數字
[00:14:51.040 --> 00:14:54.040]  如何釐定傳道人的薪金
[00:14:54.040 --> 00:14:56.040]  聖經有教的
[00:14:56.040 --> 00:14:58.040]  不過你不跟
[00:14:58.040 --> 00:15:03.040]  然後利微人將他們的十分一收入
[00:15:03.040 --> 00:15:06.040]  交給祭司
[00:15:06.040 --> 00:15:13.040]  祭司的人工就是利微人的人工平均
[00:15:13.040 --> 00:15:16.040]  然後你又照算
[00:15:16.040 --> 00:15:18.040]  照算那個比例
[00:15:18.040 --> 00:15:21.040]  所以這個十分一的奉獻
[00:15:21.040 --> 00:15:27.040]  不是以色列人所有的奉獻
[00:15:27.040 --> 00:15:28.040]  十分一的奉獻
[00:15:28.040 --> 00:15:34.040]  只是他們其中部分的奉獻
[00:15:34.040 --> 00:15:35.040]  今天其實都一樣
[00:15:35.040 --> 00:15:37.040]  除了十分一奉獻之外
[00:15:37.040 --> 00:15:39.040]  還有差傳的奉獻
[00:15:39.040 --> 00:15:42.040]  還有建堂的奉獻
[00:15:42.040 --> 00:15:45.040]  還有幫助有需要的人
[00:15:45.040 --> 00:15:47.040]  辭位的奉獻
[00:15:47.040 --> 00:15:50.040]  還有一些特別有需要的
[00:15:50.040 --> 00:15:52.040]  大家呼籲又會奉獻
[00:15:52.040 --> 00:15:54.040]  我已經奉獻了十分之一
[00:15:54.040 --> 00:15:57.040]  我在十分之一裡面挖一些出來
[00:15:57.040 --> 00:15:58.040]  放到別處
[00:15:58.040 --> 00:16:02.040]  這樣這樣這樣調來調去
[00:16:02.040 --> 00:16:05.040]  不對的
[00:16:05.040 --> 00:16:06.040]  這個十分一奉獻
[00:16:06.040 --> 00:16:08.040]  只是為了
[00:16:08.040 --> 00:16:10.040]  我又讀一讀
[00:16:10.040 --> 00:16:13.040]  第十章他們立約的時候怎樣說
[00:16:13.040 --> 00:16:16.040]  你們大概有印象
[00:16:16.040 --> 00:16:19.040]  第十章到結束之前
[00:16:19.040 --> 00:16:23.040]  就是說這個十分一的奉獻
[00:16:23.040 --> 00:16:28.040]  其實是從第三十七節開始
[00:16:28.040 --> 00:16:29.040]  我讀給你聽
[00:16:29.040 --> 00:16:33.040]  他們就決定將初熟的墨紙
[00:16:33.040 --> 00:16:34.040]  所磨的面
[00:16:34.040 --> 00:16:37.040]  舉掣各樣樹上的果子
[00:16:37.040 --> 00:16:39.040]  生酒和油
[00:16:39.040 --> 00:16:42.040]  就奉獻來給祭司
[00:16:42.040 --> 00:16:45.040]  收在我們神殿的庫房
[00:16:45.040 --> 00:16:50.040]  又將我們地上所產的十分之一
[00:16:50.040 --> 00:16:51.040]  就是這個意思
[00:16:51.040 --> 00:16:54.040]  奉獻給利未人
[00:16:54.040 --> 00:16:59.040]  因為利未人就在我們一切成欲的土產當中
[00:16:59.040 --> 00:17:01.040]  他就拿十分之一
[00:17:01.040 --> 00:17:03.040]  利未人拿這十分之一
[00:17:03.040 --> 00:17:06.040]  有祭司和他一起
[00:17:06.040 --> 00:17:08.040]  他沒得騙
[00:17:08.040 --> 00:17:10.040]  祭司看著
[00:17:10.040 --> 00:17:13.040]  因為利未人也當
[00:17:13.040 --> 00:17:15.040]  我們讀到第三十八節下半
[00:17:15.040 --> 00:17:17.040]  從十分之一當中
[00:17:17.040 --> 00:17:22.040]  取十分之一奉獻到我們神殿的屋子
[00:17:22.040 --> 00:17:25.040]  收在庫房裏面
[00:17:25.040 --> 00:17:28.040]  這個十分一奉獻的制度
[00:17:28.040 --> 00:17:31.040]  目的就是三十九節最後那句
[00:17:31.040 --> 00:17:33.040]  這樣
[00:17:33.040 --> 00:17:34.040]  聽到這個總結嗎
[00:17:34.040 --> 00:17:36.040]  我們這樣做的時候
[00:17:36.040 --> 00:17:39.040]  我們將十分之一帶到神的殿當中
[00:17:39.040 --> 00:17:44.040]  我們就不離棄我們神的殿
[00:17:44.040 --> 00:17:47.040]  神的聖殿的運作
[00:17:47.040 --> 00:17:52.040]  祭司利未人能夠專心侍奉
[00:17:52.040 --> 00:17:59.040]  能夠教導百姓進行上帝的誡命律例典章
[00:17:59.040 --> 00:18:03.040]  整個制度的經濟基礎
[00:18:03.040 --> 00:18:06.040]  就是十分之一
[00:18:06.040 --> 00:18:10.040]  以前不用百姓拿出來的
[00:18:10.040 --> 00:18:12.040]  以前遠一些
[00:18:12.040 --> 00:18:14.040]  大衛王的時候
[00:18:14.040 --> 00:18:20.040]  那個是國家出糧給這些聖職人員的
[00:18:20.040 --> 00:18:21.040]  近一些
[00:18:21.040 --> 00:18:24.040]  過去五十年一百年
[00:18:24.040 --> 00:18:28.040]  波斯帝國開始的時候
[00:18:28.040 --> 00:18:33.040]  都有錢津貼給各地的聖所
[00:18:33.040 --> 00:18:38.040]  來讓這些聖職人員運作
[00:18:38.040 --> 00:18:40.040]  不過你知道帝國
[00:18:40.040 --> 00:18:42.040]  換一個皇帝
[00:18:42.040 --> 00:18:45.040]  那就不加稅不減稅
[00:18:45.040 --> 00:18:47.040]  那些應承就慢慢沒有了
[00:18:47.040 --> 00:18:49.040]  打多一場仗不單止沒有錢
[00:18:49.040 --> 00:18:51.040]  還要問你拿
[00:18:51.040 --> 00:18:55.040]  所以現在到尼西米一百年之後
[00:18:55.040 --> 00:18:57.040]  百姓納藥
[00:18:57.040 --> 00:18:58.040]  你看到了
[00:18:58.040 --> 00:19:04.040]  他們要承擔這個十分之一的責任
[00:19:04.040 --> 00:19:06.040]  聖殿重建之後
[00:19:06.040 --> 00:19:10.040]  繼續正常運作
[00:19:10.040 --> 00:19:13.040]  那個經濟的責任
[00:19:13.040 --> 00:19:15.040]  百姓說我們簽名
[00:19:15.040 --> 00:19:17.040]  我們願意承擔
[00:19:17.040 --> 00:19:19.040]  我們將十分之一拿過來
[00:19:19.040 --> 00:19:21.040]  然後尼米人又簽名
[00:19:21.040 --> 00:19:24.040]  我們將十分之一交給祭司
[00:19:24.040 --> 00:19:29.040]  這樣耶和華神的殿就繼續運作下去
[00:19:29.040 --> 00:19:31.040]  很實際的
[00:19:31.040 --> 00:19:33.040]  他們不是說我們祈禱
[00:19:33.040 --> 00:19:35.040]  我們祈禱仰望上帝
[00:19:35.040 --> 00:19:38.040]  有信封就會在我們的門口撕下來
[00:19:38.040 --> 00:19:40.040]  打開裡面就有錢了
[00:19:40.040 --> 00:19:43.040]  讀神學的時候我們聽到很多這樣的見證
[00:19:43.040 --> 00:19:45.040]  如果教會運作要靠這樣
[00:19:45.040 --> 00:19:47.040]  就真的很悲慘
[00:19:47.040 --> 00:19:50.040]  這個制度來到十三章
[00:19:50.040 --> 00:19:53.040]  十二章結束的時候
[00:19:53.040 --> 00:19:56.040]  就開始出問題了
[00:19:56.040 --> 00:19:59.040]  因為你發覺十三章記載
[00:19:59.040 --> 00:20:04.040]  竟然有祭司將其中一個庫房
[00:20:04.040 --> 00:20:08.040]  拿出來給他的親戚用
[00:20:08.040 --> 00:20:10.040]  是不是親戚呢
[00:20:10.040 --> 00:20:11.040]  可能不是
[00:20:11.040 --> 00:20:14.040]  總之那個關係很密切
[00:20:14.040 --> 00:20:16.040]  為什麼可以拿到房間出來呢
[00:20:16.040 --> 00:20:19.040]  其實前因就是房間空了
[00:20:19.040 --> 00:20:21.040]  你要這樣看才行
[00:20:21.040 --> 00:20:23.040]  空了房間反正也沒用
[00:20:23.040 --> 00:20:25.040]  他有用
[00:20:25.040 --> 00:20:27.040]  就給他
[00:20:27.040 --> 00:20:29.040]  為什麼會空了
[00:20:29.040 --> 00:20:33.040]  因為沒有十分一的奉獻拿來聖殿
[00:20:33.040 --> 00:20:34.040]  或者有
[00:20:34.040 --> 00:20:36.040]  不過其他的放在那裡就夠了
[00:20:36.040 --> 00:20:38.040]  這間房空了出來
[00:20:38.040 --> 00:20:45.040]  那個制度慢慢在那裡崩潰
[00:20:45.040 --> 00:20:46.040]  就停止了
[00:20:46.040 --> 00:20:50.040]  所以尼西米要面對這個問題
[00:20:50.040 --> 00:20:54.040]  尼西米不單止潔淨聖殿
[00:20:54.040 --> 00:20:56.040]  你記得耶穌潔淨聖殿嗎
[00:20:56.040 --> 00:20:58.040]  尼西米潔淨聖殿
[00:20:58.040 --> 00:21:04.040]  尼西米更加將問題的根源找出來
[00:21:04.040 --> 00:21:07.040]  第十三章第十一節
[00:21:07.040 --> 00:21:10.040]  為何利氣神的殿
[00:21:10.040 --> 00:21:12.040]  你有沒有聽到這句話
[00:21:12.040 --> 00:21:14.040]  我沒有請你一起讀
[00:21:14.040 --> 00:21:16.040]  十三章第十一節
[00:21:16.040 --> 00:21:18.040]  為何利氣神的殿
[00:21:18.040 --> 00:21:20.040]  你有沒有聽到這句話
[00:21:20.040 --> 00:21:22.040]  簽名立約最後那句
[00:21:22.040 --> 00:21:25.040]  我們不利氣神的殿
[00:21:25.040 --> 00:21:29.040]  尼西米拿出立約的文件
[00:21:29.040 --> 00:21:32.040]  為什麼我們簽名不當這件事
[00:21:32.040 --> 00:21:35.040]  答應了沒有這件事
[00:21:35.040 --> 00:21:38.040]  所以你明白為什麼馬拉基書會罵他們
[00:21:38.040 --> 00:21:41.040]  沒有將十分一的奉獻拿來神的殿
[00:21:41.040 --> 00:21:45.040]  就是偷上帝的物件
[00:21:45.040 --> 00:21:47.040]  不是的明明是我的東西
[00:21:47.040 --> 00:21:50.040]  我喜歡給上帝多少怎麼會偷
[00:21:50.040 --> 00:21:52.040]  你答應了不給
[00:21:52.040 --> 00:21:56.040]  銀行就可以來報告你的房子
[00:21:56.040 --> 00:21:59.040]  你答應了要給
[00:21:59.040 --> 00:22:01.040]  所以尼西米在這個時候
[00:22:01.040 --> 00:22:03.040]  將問題的根源找出來
[00:22:03.040 --> 00:22:06.040]  然後就焦聚利美人
[00:22:06.040 --> 00:22:08.040]  利美人沒有收入
[00:22:08.040 --> 00:22:10.040]  每個人回去自己賺錢
[00:22:10.040 --> 00:22:11.040]  不行
[00:22:11.040 --> 00:22:16.040]  然後猶大眾人將十分一送入庫房
[00:22:16.040 --> 00:22:19.040]  然後成立一個委員會一個小組
