
[00:00:00.000 --> 00:00:05.200]  烈王記的第二講
[00:06:00.700 --> 00:06:03.700]  這個首尾結構的第二層
[00:06:03.700 --> 00:06:06.700]  是說出兩個重要的人物
[00:06:06.700 --> 00:06:10.700]  這兩個重要的人物的名字都有連帶的關係
[00:06:10.700 --> 00:06:13.700]  一個就是拿丹先知
[00:06:13.700 --> 00:06:16.700]  希伯來文的拿丹這個字
[00:06:16.700 --> 00:06:18.700]  拿丹的意思是什麼呢?
[00:06:18.700 --> 00:06:20.700]  是禮物
[00:06:20.700 --> 00:06:22.700]  第二個重要的人物
[00:06:22.700 --> 00:06:26.700]  首尾結構的下半部是約拿丹
[00:06:26.700 --> 00:06:28.700]  Jonathan
[00:06:28.700 --> 00:06:33.700]  這個名字就是耶和華所賜的禮物
[00:06:33.700 --> 00:06:36.700]  其實無論是拿丹先知
[00:06:36.700 --> 00:06:39.700]  無論是約拿丹這個使者
[00:06:39.700 --> 00:06:41.700]  都是神賜給大衛
[00:06:41.700 --> 00:06:46.700]  神賜給以色列人的很重的禮物
[00:06:46.700 --> 00:06:49.700]  今日我的大綱也是很簡單
[00:06:49.700 --> 00:06:51.700]  一共是五點
[00:06:51.700 --> 00:06:56.700]  你可以說我的大綱是基於剛才的首尾結構
[00:06:56.700 --> 00:06:59.700]  所以我的大綱也是一個首尾結構
[00:06:59.700 --> 00:07:02.700]  一頭一尾都是說亞當尼亞
[00:07:02.700 --> 00:07:06.700]  他開始的時候是一個投機主義者
[00:07:06.700 --> 00:07:08.700]  他要爭奪王位
[00:07:08.700 --> 00:07:10.700]  但去到最後第五點
[00:07:10.700 --> 00:07:14.700]  又是說亞當尼亞東窗事發
[00:07:14.700 --> 00:07:16.700]  他的野心被發覺
[00:07:16.700 --> 00:07:18.700]  於是怎樣?
[00:07:18.700 --> 00:07:23.700]  由一個投機主義者變成一個乘機的求生者
[00:07:23.700 --> 00:07:25.700]  他要求生
[00:07:25.700 --> 00:07:29.700]  這個大綱的第二點和第四點
[00:07:29.700 --> 00:07:31.700]  就是我剛才所說的
[00:07:31.700 --> 00:07:34.700]  拿丹先知和約拿丹這兩個人
[00:07:34.700 --> 00:07:38.700]  所以我剛才已經解釋了
[00:07:38.700 --> 00:07:42.700]  拿丹先知是要提醒拔斯巴
[00:07:42.700 --> 00:07:45.700]  大衛曾經許下的誓言
[00:07:45.700 --> 00:07:47.700]  這個就是Shabbat這個字
[00:07:47.700 --> 00:07:52.700]  而約拿丹成為大衛的使者
[00:07:52.700 --> 00:07:56.700]  將所羅門成為王的事實
[00:07:56.700 --> 00:07:58.700]  宣告給以色列人
[00:07:58.700 --> 00:08:00.700]  讓他們知道
[00:08:00.700 --> 00:08:03.700]  知道這個字就是Yada
[00:08:03.700 --> 00:08:07.700]  所以你會見到這兩個字重複出現
[00:08:07.700 --> 00:08:10.700]  在今天的經文裏面
[00:08:10.700 --> 00:08:13.700]  而最中心的經文是什麼?
[00:08:13.700 --> 00:08:18.700]  大衛本來不知道亞當尼亞要搶奪王位
[00:08:18.700 --> 00:08:20.700]  現在他知道了
[00:08:20.700 --> 00:08:23.700]  他就向拔斯巴重申他的誓言
[00:08:23.700 --> 00:08:28.700]  說他將會將所羅門放在他的王位上
[00:08:28.700 --> 00:08:30.700]  繼承他的王位
[00:08:30.700 --> 00:08:34.700]  所羅門就是拔斯巴和他所生
[00:08:34.700 --> 00:08:36.700]  我們首先看第一點
[00:08:36.700 --> 00:08:41.700]  就是這個投機主義者亞當尼亞
[00:08:41.700 --> 00:08:43.700]  有人說
[00:08:43.700 --> 00:08:45.700]  當一個屬靈的領袖
[00:08:45.700 --> 00:08:47.700]  面對危機的時候
[00:08:47.700 --> 00:08:49.700]  他會想什麼?
[00:08:49.700 --> 00:08:53.700]  我怎樣可以為我的人民做些什麼呢?
[00:08:53.700 --> 00:08:56.700]  但是一個機會主義者
[00:08:56.700 --> 00:08:58.700]  當他面對危機的時候
[00:08:58.700 --> 00:08:59.700]  他會怎樣?
[00:08:59.700 --> 00:09:01.700]  他會問一個問題
[00:09:01.700 --> 00:09:05.700]  我會為自己可以做什麼呢?
[00:09:05.700 --> 00:09:07.700]  一個投機主義的領袖
[00:09:07.700 --> 00:09:10.700]  多數是無瑞自薦
[00:09:10.700 --> 00:09:12.700]  自己的面上鐵金
[00:09:12.700 --> 00:09:15.700]  他將所有的利益歸於自己
[00:09:15.700 --> 00:09:19.700]  這個就是亞當尼亞
[00:09:19.700 --> 00:09:22.700]  亞當尼亞是誰呢?
[00:09:22.700 --> 00:09:25.700]  亞當尼亞是大衛第四個兒子
[00:09:25.700 --> 00:09:30.700]  亞當尼亞在今天的經文事件發生的時候
[00:09:30.700 --> 00:09:32.700]  他應該是35歲
[00:09:32.700 --> 00:09:35.700]  他是大衛的第四個兒子
[00:09:35.700 --> 00:09:37.700]  大衛的大兒子是誰呢?
[00:09:37.700 --> 00:09:39.700]  是暗聯
[00:09:39.700 --> 00:09:42.700]  因為他強姦了自己的妹妹他媽
[00:09:42.700 --> 00:09:46.700]  被他的弟弟亞沙隆將他殺死
[00:09:46.700 --> 00:09:49.700]  他第二個兒子是基利亞
[00:09:49.700 --> 00:09:51.700]  又叫做達爾尼
[00:09:51.700 --> 00:09:53.700]  學者一般都認為
[00:09:53.700 --> 00:09:57.700]  這個基利亞是英年早逝
[00:09:57.700 --> 00:10:01.700]  因為在聖經裡面根本沒有提到他的事
[00:10:01.700 --> 00:10:03.700]  但是我就有另外一個看法
[00:10:03.700 --> 00:10:05.700]  我經常注意到他的媽媽
[00:10:05.700 --> 00:10:09.700]  就是那位既美麗又聰明的亞比蓋
[00:10:09.700 --> 00:10:11.700]  這個女人很聰明
[00:10:11.700 --> 00:10:13.700]  她可能一早已經提醒兒子
[00:10:13.700 --> 00:10:16.700]  你不要和你的哥哥爭權奪位
[00:10:16.700 --> 00:10:18.700]  你要明哲保身
[00:10:18.700 --> 00:10:20.700]  你要潔身自愛
[00:10:20.700 --> 00:10:24.700]  所以在聖經裡面沒有提到基利亞的事
[00:10:24.700 --> 00:10:26.700]  可能他就是聽他媽媽說
[00:10:26.700 --> 00:10:29.700]  沒有和他的哥哥爭奪王位
[00:10:29.700 --> 00:10:33.700]  以至沒有提到他有糾紛的事
[00:10:33.700 --> 00:10:37.700]  大衛的第三個兒子就是亞沙隆
[00:10:37.700 --> 00:10:40.700]  我們都說過亞沙隆背叛大衛
[00:10:40.700 --> 00:10:44.700]  是被大衛的元帥約納所殺死
[00:10:44.700 --> 00:10:48.700]  現在大衛輩份最高的兒子是誰呢?
[00:10:48.700 --> 00:10:50.700]  就是亞當尼亞
[00:10:50.700 --> 00:10:52.700]  因為他的哥哥已經死了
[00:10:52.700 --> 00:10:56.700]  他覺得自己應該坐在大衛的王位上
[00:10:56.700 --> 00:11:01.700]  他也覺得大衛應該指定他就是繼承人
[00:11:01.700 --> 00:11:03.700]  如果大衛一旦駕崩
[00:11:03.700 --> 00:11:05.700]  群龍無首
[00:11:05.700 --> 00:11:07.700]  以色列沒有指定的王
[00:11:07.700 --> 00:11:10.700]  就會有很大的紛爭
[00:11:10.700 --> 00:11:14.700]  亞當尼亞和他的哥哥亞沙隆一樣
[00:11:14.700 --> 00:11:18.700]  趁大衛病的時候起來爭奪王位
[00:11:18.700 --> 00:11:23.700]  亞當尼亞低估了他爸爸大衛的能力
[00:11:23.700 --> 00:11:26.700]  低估了大衛的智慧
[00:11:26.700 --> 00:11:31.700]  而為他的驕傲付出了很沉重的代價
[00:11:31.700 --> 00:11:37.700]  經文一開始的時候就說大衛年老怕冷
[00:11:37.700 --> 00:11:39.700]  於是他的大臣又怎樣呢?
[00:11:39.700 --> 00:11:46.700]  在全國物色一個很美貌的年輕童女亞比薩
[00:11:46.700 --> 00:11:48.700]  來侍候大衛王
[00:11:48.700 --> 00:11:51.700]  和合本就說是照顧
[00:11:51.700 --> 00:11:55.700]  其實是要他睡在王的懷中
[00:11:55.700 --> 00:12:00.700]  在聖經裏睡在懷中是很親密的關係
[00:12:00.700 --> 00:12:03.700]  撒萊阿伯拉罕的妻子
[00:12:03.700 --> 00:12:07.700]  將婢女下嫁放在阿伯拉罕的懷中
[00:12:07.700 --> 00:12:09.700]  出現了什麼事呢?
[00:12:09.700 --> 00:12:11.700]  就生了以撒瑪利出來
[00:12:11.700 --> 00:12:15.700]  在創世紀第十六章第五節
[00:12:15.700 --> 00:12:19.700]  在聖經裏有另外一個字是一樣的意思
[00:12:19.700 --> 00:12:22.700]  就是認識認知這個字
[00:12:22.700 --> 00:12:26.700]  我剛才和大家說「Yada」這個字
[00:12:26.700 --> 00:12:28.700]  也解釋成同房
[00:12:28.700 --> 00:12:33.700]  就是我剛才說「亞當認識夏娃生了蓋人」
[00:12:33.700 --> 00:12:37.700]  所以亞比薩不是一個普通的僕人
[00:12:37.700 --> 00:12:40.700]  他其實是大衛的妾侍
[00:12:40.700 --> 00:12:45.700]  他睡在大衛的懷中其實是名正言順
[00:12:45.700 --> 00:12:47.700]  經文就很有趣了
[00:12:47.700 --> 00:12:51.700]  所以我說獵王紀是文筆非常精彩
[00:12:51.700 --> 00:12:58.700]  在這裏似乎作者是對比兩個睡在大衛懷中的女人
[00:12:58.700 --> 00:13:00.700]  還有一個是誰呢?
[00:13:00.700 --> 00:13:02.700]  是拔士巴
[00:13:02.700 --> 00:13:06.700]  當拿丹仙芝來找大衛說出他的罪的時候
[00:13:06.700 --> 00:13:09.700]  拿丹仙芝用了一個比喻
[00:13:09.700 --> 00:13:12.700]  她說有一個很貧窮的牧羊人
[00:13:12.700 --> 00:13:14.700]  他只有一隻母羊
[00:13:14.700 --> 00:13:17.700]  這隻母羊就睡在他的懷裏
[00:13:17.700 --> 00:13:21.700]  結果就被這個牧羊人的鄰居
[00:13:21.700 --> 00:13:25.700]  一個很有錢的人搶了這隻母羊
[00:13:25.700 --> 00:13:27.700]  這個有錢人是誰呢?
[00:13:27.700 --> 00:13:28.700]  就是大衛
[00:13:28.700 --> 00:13:30.700]  那隻母羊是誰呢?
[00:13:30.700 --> 00:13:32.700]  就是拔士巴
[00:13:32.700 --> 00:13:35.700]  在《撒姆異常》的十二章
[00:13:35.700 --> 00:13:42.700]  現在作者又微妙地說出亞比薩是睡在大衛的懷中
[00:13:42.700 --> 00:13:45.700]  有沒有看到他比較這兩個女子
[00:13:45.700 --> 00:13:48.700]  在其中暗示出來
[00:13:48.700 --> 00:13:52.700]  就是因為大衛和拔士巴的罪
[00:13:52.700 --> 00:13:56.700]  現在引起皇室有紛爭、有悲劇
[00:13:56.700 --> 00:13:59.700]  將會有一場風波發生
[00:13:59.700 --> 00:14:02.700]  在大衛的後人身上
[00:14:02.700 --> 00:14:05.700]  大衛死了之後
[00:14:05.700 --> 00:14:10.700]  這個亞比薩將會成為一個很重要的人物
[00:14:10.700 --> 00:14:15.700]  在《罪烈王紀》上的第二章
[00:14:15.700 --> 00:14:18.700]  亞當尼亞和所羅門又會有一場爭奪
[00:14:18.700 --> 00:14:20.700]  這次不是爭奪王位
[00:14:20.700 --> 00:14:22.700]  第一章是爭奪王位
[00:14:22.700 --> 00:14:24.700]  第二章爭奪什麼呢?
[00:14:24.700 --> 00:14:26.700]  爭奪亞比薩
[00:14:26.700 --> 00:14:31.700]  以至亞當尼亞會連生命都失去
[00:14:31.700 --> 00:14:37.700]  經文說大衛沒有和亞比薩親近
[00:14:37.700 --> 00:14:40.700]  有沒有看到又是這個字「亞當尼亞」
[00:14:40.700 --> 00:14:42.700]  形式親近
[00:14:42.700 --> 00:14:46.700]  大衛沒有和亞比薩親近
[00:14:46.700 --> 00:14:51.700]  在古代近東一個王的統治能力
[00:14:51.700 --> 00:14:55.700]  和他的性機能是成正比
[00:14:55.700 --> 00:15:01.700]  作者告訴我們大衛沒有和亞比薩有關係
[00:15:01.700 --> 00:15:03.700]  即是說他已經沒有性機能
[00:15:03.700 --> 00:15:08.700]  亦是告訴我們他失去了統治能力
[00:15:08.700 --> 00:15:10.700]  這也是原因
[00:15:10.700 --> 00:15:15.700]  所以亞當尼亞認為他的父親已經沒有影響力
[00:15:15.700 --> 00:15:18.700]  他就起來爭奪王位
[00:15:18.700 --> 00:15:20.700]  但他錯了
[00:15:20.700 --> 00:15:23.700]  如果他可以多關心他的父親大衛
[00:15:23.700 --> 00:15:27.700]  如果他可以和他的兄弟搞好關係
[00:15:27.700 --> 00:15:29.700]  又贏得領袖的支持
[00:15:29.700 --> 00:15:33.700]  可能他真的能成為下一任的以色列王
[00:15:33.700 --> 00:15:35.700]  但他沒有這樣做
[00:15:35.700 --> 00:15:40.700]  亞當尼亞就是效法他的哥哥亞沙隆
[00:15:40.700 --> 00:15:42.700]  他妄自尊大
[00:15:42.700 --> 00:15:46.700]  在《獵王紀》上的第一章第五節
[00:15:46.700 --> 00:15:48.700]  這個字在聖經裏面出現
[00:15:48.700 --> 00:15:50.700]  都是負面的意思
[00:15:50.700 --> 00:15:55.700]  亞當尼亞的方法和亞沙隆一模一樣
[00:15:55.700 --> 00:16:01.700]  叫戰車和五十個士兵在他的面前奔跑
[00:16:01.700 --> 00:16:05.700]  這個就是王的架子
[00:16:05.700 --> 00:16:08.700]  在撒姆爾夏的十五章第一節
[00:16:08.700 --> 00:16:11.700]  亞沙隆都曾經有這樣做
[00:16:11.700 --> 00:16:13.700]  作者亦不暗示
[00:16:13.700 --> 00:16:18.700]  大衛其實沒有說過亞當尼亞就是他的繼承人
[00:16:18.700 --> 00:16:22.700]  這一切都是亞當尼亞自己做出來的
[00:16:22.700 --> 00:16:26.700]  我們從這裏就看到亞當尼亞的野心
[00:16:26.700 --> 00:16:31.700]  因為他在聖經裏面第一句說的話是什麼呢?
[00:16:31.700 --> 00:16:33.700]  「我必作王」
[00:16:33.700 --> 00:16:37.700]  亞當尼亞是一個非常英俊的人
[00:16:37.700 --> 00:16:40.700]  就像亞沙隆一樣
[00:16:40.700 --> 00:16:44.700]  所以他得到他父親大衛的寵愛
[00:16:44.700 --> 00:16:47.700]  在《獵王紀》上的一章六節經文說
[00:16:47.700 --> 00:16:51.700]  大衛素來沒有使他憂悶
[00:16:51.700 --> 00:16:55.700]  你怎樣能夠令到你的子女憂悶呢?
[00:16:55.700 --> 00:16:57.700]  你去管教你的子女
[00:16:57.700 --> 00:16:59.700]  他們就會憂悶
[00:16:59.700 --> 00:17:01.700]  經文告訴他們什麼呢?
[00:17:01.700 --> 00:17:05.700]  無論是亞當尼亞還是亞沙隆
[00:17:05.700 --> 00:17:07.700]  大衛都沒有管教他們
[00:17:07.700 --> 00:17:09.700]  這就是大衛的問題
[00:17:09.700 --> 00:17:12.700]  他不是一個好的爸爸
[00:17:12.700 --> 00:17:14.700]  他寵愛亞當尼亞
[00:17:14.700 --> 00:17:19.700]  就好像他寵愛亞沙隆一模一樣
[00:17:19.700 --> 00:17:23.700]  亞當尼亞招募了將軍約納
[00:17:23.700 --> 00:17:28.700]  大祭司亞比亞他來支持自己
[00:17:28.700 --> 00:17:32.700]  也就是說他得到部分的軍事支持
[00:17:32.700 --> 00:17:35.700]  甚至是宗教的支持
[00:17:35.700 --> 00:17:38.700]  這兩個人約納和亞比亞他
[00:17:38.700 --> 00:17:41.700]  都曾經侍奉大衛多年
[00:17:41.700 --> 00:17:44.700]  尤其是當大衛落難而逃
[00:17:44.700 --> 00:17:49.700]  是最艱難的時候他們和大衛同甘共苦
[00:17:49.700 --> 00:17:54.700]  但是現在因為要納下一個皇位的繼承人
[00:17:54.700 --> 00:17:58.700]  而居然和大衛倒戈相向
[00:17:58.700 --> 00:18:03.700]  亞當尼亞去到引羅傑的旁邊
[00:18:03.700 --> 00:18:07.700]  一塊叫做所希烈的盆石那裡
[00:18:07.700 --> 00:18:09.700]  宰殺牛和羊
[00:18:09.700 --> 00:18:12.700]  將肥牛毒獻給神
[00:18:12.700 --> 00:18:14.700]  來獻祭
[00:18:14.700 --> 00:18:17.700]  是有一個很盛大的宴會
[00:18:17.700 --> 00:18:20.700]  英文最初的時候沒有告訴我們
[00:18:20.700 --> 00:18:22.700]  這個宴會的原因是什麼
[00:18:22.700 --> 00:18:24.700]  目的是什麼
[00:18:24.700 --> 00:18:27.700]  其實這個和亞沙隆
[00:18:27.700 --> 00:18:31.700]  他騙人說自己要去希伯倫來獻祭
[00:18:31.700 --> 00:18:33.700]  是一模一樣
[00:18:33.700 --> 00:18:34.700]  他去到希伯倫
[00:18:34.700 --> 00:18:36.700]  記不記得他做什麼
[00:18:36.700 --> 00:18:38.700]  自稱為王
[00:18:38.700 --> 00:18:41.700]  其實和亞當尼亞一模一樣
[00:18:41.700 --> 00:18:44.700]  都是有政治的動機
[00:18:44.700 --> 00:18:46.700]  經文很有意思
[00:18:46.700 --> 00:18:49.700]  用了一個雙重的名稱
[00:18:49.700 --> 00:18:53.700]  來稱呼亞當尼亞的兄弟
[00:18:53.700 --> 00:18:55.700]  叫他們做什麼
[00:18:55.700 --> 00:18:57.700]  首先是朱棣兄
[00:18:57.700 --> 00:19:01.700]  然後是王的眾子
[00:19:01.700 --> 00:19:03.700]  這個雙重的稱呼
[00:19:03.700 --> 00:19:06.700]  使這個聚會更加懸疑
[00:19:06.700 --> 00:19:10.700]  令我們明白這個宴會其實有兩個目的
[00:19:10.700 --> 00:19:14.700]  不單止是一場家庭的聚會
[00:19:14.700 --> 00:19:16.700]  這些是朱棣兄
[00:19:16.700 --> 00:19:19.700]  這個也有政治的動機在後面
[00:19:19.700 --> 00:19:23.700]  因為這些都是王的眾子
[00:19:23.700 --> 00:19:24.700]  有沒有看到
[00:19:24.700 --> 00:19:26.700]  這個就是一個雙重的稱呼
[00:19:26.700 --> 00:19:30.700]  在獵王紀上的一章十節開始
[00:19:30.700 --> 00:19:34.700]  就讓我們看到這個宴會的目的
[00:19:34.700 --> 00:19:39.700]  是透過那些沒有被亞當尼亞邀請人的名單
[00:19:39.700 --> 00:19:43.700]  有什麼人沒有被亞當尼亞邀請?
[00:19:43.700 --> 00:19:46.700]  有大衛的先知拿丹
[00:19:46.700 --> 00:19:49.700]  也有祭司薩都
[00:19:49.700 --> 00:19:52.700]  還有護衛長比娜雅
[00:19:52.700 --> 00:19:56.700]  還有被稱為王的朋友的侍媒
[00:19:56.700 --> 00:20:01.700]  大衛的衛兵勇士都沒有被邀請去參加這個聚會
[00:20:01.700 --> 00:20:05.700]  但是最重要沒有出現的是誰?
[00:20:05.700 --> 00:20:06.700]  是所羅門
[00:20:06.700 --> 00:20:10.700]  因為所羅門所有的兄弟都有出席
[00:20:10.700 --> 00:20:14.700]  只有所羅門自己沒有出席
[00:20:14.700 --> 00:20:20.700]  在獵王紀是第一次提到所羅門這個名詞
[00:20:20.700 --> 00:20:25.700]  這些人沒有參加這個宴會代表什麼?
[00:20:25.700 --> 00:20:27.700]  這些人是忠心於大衛
[00:20:27.700 --> 00:20:31.700]  他們都不是擁立亞當尼亞的人
[00:20:31.700 --> 00:20:35.700]  這一場將會成為一個家庭的盛宴
[00:20:35.700 --> 00:20:40.700]  所有參加這一場聚會的賓客
[00:20:40.700 --> 00:20:46.700]  他們都願意擁立亞當尼亞成為以色列人的王
[00:20:46.700 --> 00:20:48.700]  或者他們都認為
[00:20:48.700 --> 00:20:51.700]  雖然大衛沒有出現因為病了
[00:20:51.700 --> 00:20:56.700]  但是其實可能大衛已經按守在亞當尼亞的身上
[00:20:56.700 --> 00:21:00.700]  任命他成為下一任以色列的王
[00:21:00.700 --> 00:21:03.700]  而所有亞當尼亞的兄弟
[00:21:03.700 --> 00:21:05.700]  除了所羅門都參加
[00:21:05.700 --> 00:21:06.700]  為什麼呢?
[00:21:06.700 --> 00:21:09.700]  因為他們要讓亞當尼亞知道
