
[00:00:00.000 --> 00:00:11.000]  各位親愛的朋友 早安 非常高興在張林祈的第三個主日和大家分享實事信息
[00:05:25.000 --> 00:05:29.000]  我們先看看為甚麼才說我們應該歡喜快樂呢
[00:05:29.000 --> 00:05:32.000]  就算處境這麼嚴峻 未必是疫情
[00:05:32.000 --> 00:05:37.000]  人生裏面有很多不同的挑戰 我們都會面對不同的難處
[00:05:37.000 --> 00:05:41.000]  但在這樣的情況裏面 作為神的子民 我們都歡喜快樂
[00:05:41.000 --> 00:05:45.000]  他帶出幾個原因 第一個原因就是因為在我們的處境裏面
[00:05:45.000 --> 00:05:51.000]  神沒有放下我們 神是主動的介入在我們的處境裏面
[00:05:51.000 --> 00:05:57.000]  神成為一個饒恕的法官 成為一個拯救的王 成為一個牧者
[00:05:57.000 --> 00:06:02.000]  他沒有放下我們不理我們 介入在我們當中
[00:06:02.000 --> 00:06:05.000]  因為這樣的緣故 我們就歡喜快樂
[00:06:05.000 --> 00:06:08.000]  這就是聖誕的訊息
[00:06:08.000 --> 00:06:14.000]  當我們仍然在罪的當中 與神隔絕的時候
[00:06:14.000 --> 00:06:18.000]  神在他的時間差遣他獨身 愛子道成獨身
[00:06:18.000 --> 00:06:22.000]  在我們當中拯救我們
[00:06:22.000 --> 00:06:25.000]  這就是聖誕的訊息
[00:06:25.000 --> 00:06:30.000]  羅馬書第五章第八節 唯有基督在我們還作罪人的時候
[00:06:30.000 --> 00:06:34.000]  為我們死 神的愛就在此向我們顯明
[00:06:34.000 --> 00:06:37.000]  所以我們為何能夠歡喜快樂
[00:06:37.000 --> 00:06:41.000]  就是處境是嚴峻的 但神沒有放下我們
[00:06:41.000 --> 00:06:46.000]  他進入我們當中 了解我們的處境 並且拯救我們
[00:06:46.000 --> 00:06:51.000]  在這段時間 才用了三個不同的比喻
[00:06:51.000 --> 00:06:54.000]  來形容神如何介入我們處境中
[00:06:54.000 --> 00:06:56.000]  我們一個一個來看
[00:06:56.000 --> 00:07:00.000]  第一個 神是一個搖樹的法官
[00:07:00.000 --> 00:07:05.000]  在第十五節的上半節 耶和華已經除去你的刑罰
[00:07:05.000 --> 00:07:07.000]  趕出你的神敵
[00:07:07.000 --> 00:07:11.000]  剛才我們說過 南國及其可危
[00:07:11.000 --> 00:07:16.000]  去面對亡國 甚至已經亡國了
[00:07:16.000 --> 00:07:19.000]  為何以色列人會去到這樣的崗境
[00:07:19.000 --> 00:07:22.000]  說得不好聽 叫做國破家亡
[00:07:22.000 --> 00:07:26.000]  因為以色列人犯罪 他們背叛神
[00:07:26.000 --> 00:07:28.000]  他們不以神為神
[00:07:28.000 --> 00:07:35.000]  結果因為這樣的緣故 神就藉著外邦的敵人來懲罰他們
[00:07:35.000 --> 00:07:40.000]  但在當中說 這個懲罰已經夠了
[00:07:40.000 --> 00:07:43.000]  當中形容神是一個搖樹的法官
[00:07:43.000 --> 00:07:45.000]  沒錯 你們犯了錯
[00:07:45.000 --> 00:07:50.000]  你們需要面對這個罪所帶來的刑罰
[00:07:50.000 --> 00:07:52.000]  但這個刑罰已經夠了
[00:07:52.000 --> 00:07:56.000]  已經結束了 不需要繼續下去
[00:07:56.000 --> 00:08:00.000]  所以聖經說 我們已經除去你的刑罰
[00:08:00.000 --> 00:08:02.000]  趕出你的仇敵
[00:08:02.000 --> 00:08:05.000]  就是說這個事已經夠了
[00:08:05.000 --> 00:08:08.000]  然後在《耳塞亞書》44章的22節
[00:08:08.000 --> 00:08:10.000]  這裡說到我們神的屬性
[00:08:10.000 --> 00:08:12.000]  我們神的屬性是甚麼呢
[00:08:12.000 --> 00:08:15.000]  我吐沒你的過犯 將口雲消散
[00:08:15.000 --> 00:08:20.000]  我吐沒你的罪惡 如薄雲滅活
[00:08:20.000 --> 00:08:24.000]  我們的神的屬性是一個搖樹的法官
[00:08:24.000 --> 00:08:26.000]  A forgiving judge
[00:08:26.000 --> 00:08:30.000]  我們所犯錯的 祂會懲罰我們
[00:08:30.000 --> 00:08:32.000]  但祂不是一直這樣下去
[00:08:32.000 --> 00:08:36.000]  祂到了一個階段已經夠了
[00:08:36.000 --> 00:08:39.000]  吐沒不是忘記
[00:08:39.000 --> 00:08:44.000]  我們很喜歡說forgive and forget
[00:08:44.000 --> 00:08:46.000]  這個不容易忘記嗎
[00:08:46.000 --> 00:08:48.000]  不容易啊
[00:08:48.000 --> 00:08:51.000]  有些甚麼出來的時候就挑出來
[00:08:51.000 --> 00:08:54.000]  神都沒有forget的
[00:08:54.000 --> 00:08:57.000]  如果forget的話就不會記載下來
[00:08:57.000 --> 00:09:00.000]  聖經裡面就不會說那些罪行
[00:09:00.000 --> 00:09:03.000]  但吐沒的意思是甚麼呢
[00:09:03.000 --> 00:09:09.000]  吐沒的意思是神沒有將我們應該有的刑罰繼續下去
[00:09:09.000 --> 00:09:14.000]  祂已經在當中夠了就過了
[00:09:14.000 --> 00:09:18.000]  因為這個刑罰最終是誰承擔了呢
[00:09:18.000 --> 00:09:20.000]  就是我們的主耶穌基督
[00:09:20.000 --> 00:09:24.000]  祂為我們過犯我們的罪惡
[00:09:24.000 --> 00:09:26.000]  祂成為一個代罪的高僚
[00:09:26.000 --> 00:09:29.000]  在十字架上已經承擔了
[00:09:29.000 --> 00:09:33.000]  所以神看我們在基督裡面是成為義的
[00:09:33.000 --> 00:09:35.000]  成為無罪的
[00:09:35.000 --> 00:09:37.000]  這個就是吐沒
[00:09:37.000 --> 00:09:39.000]  好像後運好像薄雲
[00:09:39.000 --> 00:09:42.000]  神不再紀念
[00:09:42.000 --> 00:09:45.000]  這個和我們人很不同
[00:09:45.000 --> 00:09:49.000]  我們面對很多時候教會裡面都有衝突
[00:09:49.000 --> 00:09:51.000]  在衝突裡面的時候我們發覺很多時候
[00:09:51.000 --> 00:09:53.000]  開始是一個議題的
[00:09:53.000 --> 00:09:56.000]  因為是一個議題大家不同意見
[00:09:56.000 --> 00:09:58.000]  那就可能有些衝突
[00:09:58.000 --> 00:10:01.000]  到後面發覺再不是一個議題的問題
[00:10:01.000 --> 00:10:05.000]  到後面就是我跟你過不去
[00:10:05.000 --> 00:10:08.000]  我發覺很多時候在衝突裡面的時候
[00:10:08.000 --> 00:10:12.000]  除張力之外慢慢就去到不信任
[00:10:12.000 --> 00:10:15.000]  甚至受傷因為言語
[00:10:15.000 --> 00:10:17.000]  你留一句我一句
[00:10:17.000 --> 00:10:20.000]  一受傷的時候就真的很難處理
[00:10:20.000 --> 00:10:22.000]  夫婦關係也是
[00:10:22.000 --> 00:10:25.000]  很多時候爭吵的時候
[00:10:25.000 --> 00:10:27.000]  好像過了的事情就會說回來
[00:10:27.000 --> 00:10:29.000]  你以前拍拖
[00:10:29.000 --> 00:10:32.000]  大哥拍拖?現在都這麼老了
[00:10:32.000 --> 00:10:34.000]  都會有時候想出來
[00:10:34.000 --> 00:10:36.000]  人我們有個軟弱
[00:10:36.000 --> 00:10:39.000]  甚至我們很多時候都受我們原生家庭
[00:10:39.000 --> 00:10:42.000]  所以問題不是說對方
[00:10:42.000 --> 00:10:45.000]  說你是你媽的兒子
[00:10:45.000 --> 00:10:48.000]  那就慘了說他的父母
[00:10:48.000 --> 00:10:50.000]  所以人是會這樣
[00:10:50.000 --> 00:10:52.000]  因為我們未必是有心
[00:10:52.000 --> 00:10:54.000]  但是我們在傷痛裡面
[00:10:54.000 --> 00:10:55.000]  在傷痕裡面
[00:10:55.000 --> 00:10:57.000]  我們很容易跳出來
[00:10:57.000 --> 00:10:59.000]  這件事又成為我們今天
[00:10:59.000 --> 00:11:01.000]  怎樣看待對方
[00:11:01.000 --> 00:11:03.000]  怎樣處理對方
[00:11:03.000 --> 00:11:05.000]  但我們的神卻不是這樣
[00:11:05.000 --> 00:11:08.000]  我們的神是一個饒恕的法官
[00:11:08.000 --> 00:11:11.000]  無論那個過犯有多大
[00:11:11.000 --> 00:11:14.000]  神說:淘滿
[00:11:14.000 --> 00:11:21.000]  在耶穌基督裡面已經付上了代價
[00:11:21.000 --> 00:11:23.000]  神是淘滿
[00:11:23.000 --> 00:11:29.000]  所以無論你過去曾經犯過多大的罪惡
[00:11:29.000 --> 00:11:31.000]  在耶穌基督裡面
[00:11:31.000 --> 00:11:33.000]  神看你是容易的
[00:11:33.000 --> 00:11:35.000]  因為這個緣故
[00:11:35.000 --> 00:11:37.000]  我們Hallelujah
[00:11:37.000 --> 00:11:38.000]  感謝主
[00:11:38.000 --> 00:11:40.000]  神就像一個forgiving judge
[00:11:40.000 --> 00:11:42.000]  一個饒恕的法官
[00:11:42.000 --> 00:11:44.000]  進入我們的處境裡面
[00:11:44.000 --> 00:11:45.000]  我們要承受的事情
[00:11:45.000 --> 00:11:47.000]  他已經承受過了
[00:11:47.000 --> 00:11:48.000]  神說:淘滿
[00:11:48.000 --> 00:11:50.000]  不再紀念
[00:11:50.000 --> 00:11:52.000]  第二個
[00:11:52.000 --> 00:11:54.000]  神怎樣加入我們裡面呢
[00:11:54.000 --> 00:11:55.000]  這裡說到
[00:11:55.000 --> 00:11:58.000]  神好像一個大有能力的王
[00:11:58.000 --> 00:12:00.000]  在第十五節的下半節
[00:12:00.000 --> 00:12:02.000]  他說:以色列的王
[00:12:02.000 --> 00:12:04.000]  來到我們當中成為王
[00:12:04.000 --> 00:12:06.000]  耶和華在你們中間
[00:12:06.000 --> 00:12:11.000]  你必不再怕災禍
[00:12:11.000 --> 00:12:13.000]  神加入我們當中
[00:12:13.000 --> 00:12:16.000]  他是一個大有能力的王
[00:12:16.000 --> 00:12:19.000]  儘管我們在一個很困難的處境裡面
[00:12:19.000 --> 00:12:22.000]  他有能力可以帶領我們經過
[00:12:22.000 --> 00:12:23.000]  在第十節說
[00:12:23.000 --> 00:12:26.000]  耶和華的神施行拯救
[00:12:26.000 --> 00:12:28.000]  大有能力的王
[00:12:28.000 --> 00:12:30.000]  同樣說到他是大有能力
[00:12:30.000 --> 00:12:33.000]  他不單止饒恕我們的過犯
[00:12:33.000 --> 00:12:35.000]  在處境裡面
[00:12:35.000 --> 00:12:38.000]  他來到我們當中拯救我們
[00:12:38.000 --> 00:12:40.000]  並且他是大有能力的
[00:12:40.000 --> 00:12:42.000]  所以馬太福音第一章21節
[00:12:42.000 --> 00:12:45.000]  說到我們的主耶穌要誕生的時候
[00:12:45.000 --> 00:12:47.000]  他的名字叫做什麼
[00:12:47.000 --> 00:12:50.000]  耶穌的意思是什麼
[00:12:50.000 --> 00:12:53.000]  他要拯救他的百姓從罪惡當中出來
[00:12:53.000 --> 00:12:56.000]  所以主耶穌來到我們當中
[00:12:56.000 --> 00:12:58.000]  他成為一個拯救者
[00:12:58.000 --> 00:13:00.000]  但是很重要的是
[00:13:00.000 --> 00:13:02.000]  他是大有能力
[00:13:02.000 --> 00:13:05.000]  無論我們的困難多大
[00:13:05.000 --> 00:13:09.000]  他都有能力來拯救
[00:13:09.000 --> 00:13:12.000]  我記得我初信的時候
[00:13:12.000 --> 00:13:13.000]  唱一首詩歌
[00:13:13.000 --> 00:13:15.000]  不知道是多少年前
[00:13:15.000 --> 00:13:17.000]  "He's able"
[00:13:17.000 --> 00:13:18.000]  有沒有唱過
[00:13:18.000 --> 00:13:21.000]  你跟我差不多年紀了
[00:13:21.000 --> 00:13:23.000]  初信的時候唱很多歌
[00:13:23.000 --> 00:13:26.000]  "He's able"就是其中一首
[00:13:26.000 --> 00:13:29.000]  他能夠
[00:13:29.000 --> 00:13:31.000]  他有這樣的能力
[00:13:31.000 --> 00:13:34.000]  我不知道我們今天面對的處境是什麼
[00:13:34.000 --> 00:13:36.000]  可能不單止是疫情
[00:13:36.000 --> 00:13:39.000]  有時候弟兄姊妹真的面對很多
[00:13:39.000 --> 00:13:41.000]  不同的遭遇
[00:13:41.000 --> 00:13:44.000]  做牧者的我們很多時候要關心弟兄姊妹
[00:13:44.000 --> 00:13:47.000]  表面上看的很多大家都很好的
[00:13:47.000 --> 00:13:50.000]  但其實當我們深入一點
[00:13:50.000 --> 00:13:53.000]  其實我們每個人都有不同的遭遇
[00:13:53.000 --> 00:13:56.000]  有些困難真的很難處理
[00:13:56.000 --> 00:13:58.000]  不容易處理
[00:13:58.000 --> 00:14:01.000]  我們都不知道怎樣可以幫到
[00:14:01.000 --> 00:14:03.000]  但是要說
[00:14:03.000 --> 00:14:05.000]  我們的神
[00:14:05.000 --> 00:14:08.000]  他是大有能力
[00:14:08.000 --> 00:14:11.000]  他可以來到我們當中拯救
[00:14:11.000 --> 00:14:13.000]  所以因為這樣的緣故
[00:14:13.000 --> 00:14:16.000]  我們也能夠歡喜快樂
[00:14:16.000 --> 00:14:18.000]  第三個比喻
[00:14:18.000 --> 00:14:20.000]  他不單止是一個forgiving judge
[00:14:20.000 --> 00:14:22.000]  一個饒恕的法官
[00:14:22.000 --> 00:14:24.000]  他塗抹我們的過犯
[00:14:24.000 --> 00:14:27.000]  他不單止是大有能力的王
[00:14:27.000 --> 00:14:29.000]  就算我們的處境多麼嚴峻
[00:14:29.000 --> 00:14:30.000]  多麼困難
[00:14:30.000 --> 00:14:32.000]  沒有出路
[00:14:32.000 --> 00:14:35.000]  他一樣可以在當中做拯救的工作
[00:14:35.000 --> 00:14:39.000]  最後說到他是一個慈愛的牧者
[00:14:39.000 --> 00:14:40.000]  在第十八節說
[00:14:40.000 --> 00:14:44.000]  那些屬你的為無大會受罰
[00:14:44.000 --> 00:14:46.000]  因你擔當羞辱的
[00:14:46.000 --> 00:14:48.000]  我必罪責他們
[00:14:48.000 --> 00:14:51.000]  究竟聖經在說什麼
[00:14:51.000 --> 00:14:53.000]  無大會?
[00:14:53.000 --> 00:14:55.000]  什麼無大會?
[00:14:55.000 --> 00:14:58.000]  你看回在舊約的時代
[00:14:58.000 --> 00:14:59.000]  當他們有些大會
[00:14:59.000 --> 00:15:01.000]  有些節日的時候
[00:15:01.000 --> 00:15:04.000]  通常在哪裡進行?
[00:15:04.000 --> 00:15:06.000]  在聖殿
[00:15:06.000 --> 00:15:08.000]  在耶路撒冷
[00:15:08.000 --> 00:15:10.000]  但剛才我們說過
[00:15:10.000 --> 00:15:12.000]  去到南國去到後期
[00:15:12.000 --> 00:15:14.000]  甚至亡國
[00:15:14.000 --> 00:15:16.000]  當亡國百姓被擄
[00:15:16.000 --> 00:15:18.000]  離開耶路撒冷
[00:15:18.000 --> 00:15:20.000]  每一次當大會
[00:15:20.000 --> 00:15:23.000]  當節期來的時候
[00:15:23.000 --> 00:15:27.000]  他就看回自己今天的處境
[00:15:27.000 --> 00:15:30.000]  我是各破家亡
[00:15:30.000 --> 00:15:33.000]  我是被擄到別的地方
[00:15:33.000 --> 00:15:35.000]  中國人我們都說
[00:15:35.000 --> 00:15:38.000]  每逢佳節
[00:15:38.000 --> 00:15:40.000]  陪侍陳
[00:15:40.000 --> 00:15:42.000]  我們都還好一點
[00:15:42.000 --> 00:15:45.000]  我們一家人過來定居
[00:15:45.000 --> 00:15:47.000]  你知道一些外勞
[00:15:47.000 --> 00:15:49.000]  譬如我曾經去過迪拜
[00:15:49.000 --> 00:15:53.000]  迪拜的時候有很多勞工
[00:15:53.000 --> 00:15:56.000]  那些勞工真是離鄉別井
[00:15:56.000 --> 00:15:58.000]  所以在迪拜的時候
[00:15:58.000 --> 00:16:01.000]  當我們去搞一些中秋節
[00:16:01.000 --> 00:16:02.000]  或者春節
[00:16:02.000 --> 00:16:04.000]  一群人
[00:16:04.000 --> 00:16:06.000]  千多人聚會
[00:16:06.000 --> 00:16:08.000]  巴士載他們來
[00:16:08.000 --> 00:16:10.000]  建築工人
[00:16:10.000 --> 00:16:12.000]  每逢佳節
[00:16:12.000 --> 00:16:14.000]  陪侍陳
[00:16:14.000 --> 00:16:17.000]  我們自己孤零零在那裡
[00:16:17.000 --> 00:16:20.000]  當時如果真的亡國的時候
[00:16:20.000 --> 00:16:22.000]  這一群猶太人
[00:16:22.000 --> 00:16:23.000]  以色列人
[00:16:23.000 --> 00:16:25.000]  每逢節期聚會的時候
[00:16:25.000 --> 00:16:27.000]  應該是一個聚會
[00:16:27.000 --> 00:16:31.000]  但是離鄉別井
[00:16:31.000 --> 00:16:33.000]  清殿被毀
[00:16:33.000 --> 00:16:35.000]  我身在異鄉
[00:16:35.000 --> 00:16:37.000]  裡面就受煩
[00:16:37.000 --> 00:16:40.000]  裡面就羞辱
[00:16:40.000 --> 00:16:42.000]  但是你發覺
[00:16:42.000 --> 00:16:44.000]  先知說
[00:16:44.000 --> 00:16:48.000]  我必聚集他們
[00:16:48.000 --> 00:16:50.000]  後面也說
[00:16:50.000 --> 00:16:52.000]  又拯救你騎腿的
[00:16:52.000 --> 00:16:54.000]  聚集你被趕出的
[00:16:54.000 --> 00:16:56.000]  那些全地受羞辱的
[00:16:56.000 --> 00:16:59.000]  我必使他們稱讚有名聲
[00:16:59.000 --> 00:17:02.000]  所以無論在第十八節和十九節
[00:17:02.000 --> 00:17:05.000]  聖經直著先知都在說
[00:17:05.000 --> 00:17:08.000]  就算你們分散了
[00:17:08.000 --> 00:17:11.000]  再沒有聖殿一起在當中慶祝
[00:17:11.000 --> 00:17:14.000]  我都會聚集你們在一起
[00:17:14.000 --> 00:17:17.000]  Gather together
[00:17:17.000 --> 00:17:19.000]  其實是什麼意思
[00:17:19.000 --> 00:17:21.000]  其實聖經說到
[00:17:21.000 --> 00:17:23.000]  我們的神是一個目者
[00:17:23.000 --> 00:17:25.000]  他沒有忘記我們
[00:17:25.000 --> 00:17:27.000]  在我們的困苦受煩
[00:17:27.000 --> 00:17:29.000]  受辱的裡面
[00:17:29.000 --> 00:17:34.000]  他再一次將我們聚集在一起
[00:17:34.000 --> 00:17:39.000]  就好像一個牧羊人將羊群拉在一起
[00:17:39.000 --> 00:17:42.000]  聖經用牧羊人是一個很好的比喻
[00:17:42.000 --> 00:17:46.000]  牧羊人不單止在羊的需要上
[00:17:46.000 --> 00:17:48.000]  就是吃草水
[00:17:48.000 --> 00:17:50.000]  裡面供應他們
[00:17:50.000 --> 00:17:52.000]  照顧他們
[00:17:52.000 --> 00:17:56.000]  牧羊更加是保護他們
[00:17:56.000 --> 00:18:00.000]  讓他們感覺到安全的穩妥
[00:18:00.000 --> 00:18:04.000]  所以大衛在詩篇23篇說得很清楚
[00:18:04.000 --> 00:18:06.000]  耶和華是我們的什麼
[00:18:06.000 --> 00:18:07.000]  目者
[00:18:07.000 --> 00:18:09.000]  我就不會缺乏
[00:18:09.000 --> 00:18:11.000]  在這裡說到
[00:18:11.000 --> 00:18:15.000]  我們的神不單止是一個Forgiving Judge
[00:18:15.000 --> 00:18:20.000]  無論我們過犯多重
[00:18:20.000 --> 00:18:23.000]  他都在基督裡面將一切圖滿
[00:18:25.000 --> 00:18:28.000]  我們的神是一個大有能力的王
[00:18:28.000 --> 00:18:31.000]  無論我今天的處境多難
[00:18:31.000 --> 00:18:33.000]  挑戰多大
[00:18:33.000 --> 00:18:36.000]  甚至生命受威脅
[00:18:36.000 --> 00:18:40.000]  他都有能力在當中施行拯救
[00:18:40.000 --> 00:18:45.000]  我們的神是一個目者
[00:18:45.000 --> 00:18:47.000]  我不知道你有沒有試過
[00:18:47.000 --> 00:18:49.000]  我小時候很壞很頑皮
[00:18:49.000 --> 00:18:51.000]  未信主的時候
[00:18:51.000 --> 00:18:54.000]  有時候我自己會想起以前的事
[00:18:54.000 --> 00:18:57.000]  為什麼我會這樣
[00:18:57.000 --> 00:19:00.000]  當我們犯的罪惡太大的時候
[00:19:00.000 --> 00:19:01.000]  有時候你會發覺
[00:19:01.000 --> 00:19:04.000]  自己都過不了自己
[00:19:04.000 --> 00:19:07.000]  為什麼我會這樣
[00:19:07.000 --> 00:19:09.000]  那種羞愧
[00:19:09.000 --> 00:19:11.000]  那種受罰
[00:19:11.000 --> 00:19:14.000]  但是聖經說
[00:19:14.000 --> 00:19:16.000]  耶和華是我目者
[00:19:16.000 --> 00:19:18.000]  我雖然走過死人和幽谷
[00:19:18.000 --> 00:19:20.000]  我都不怕遭害
[00:19:22.000 --> 00:19:24.000]  在我的敵人面前
[00:19:24.000 --> 00:19:28.000]  他為我們擺設筵席
[00:19:28.000 --> 00:19:33.000]  他叫我們抬起頭來的神
[00:19:33.000 --> 00:19:37.000]  有時候我們會因為以前的事
[00:19:37.000 --> 00:19:40.000]  覺得自己都很羞愧
[00:19:40.000 --> 00:19:42.000]  怎麼辦呢
[00:19:42.000 --> 00:19:44.000]  但是你會發覺
[00:19:44.000 --> 00:19:48.000]  神愛他的子民
[00:19:48.000 --> 00:19:50.000]  好像聖經說
[00:19:50.000 --> 00:19:53.000]  那些全地受羞辱的
[00:19:53.000 --> 00:19:56.000]  你想想猶太人各破家亡
[00:19:56.000 --> 00:19:59.000]  在歷史裡面經過這麼多遭遇
[00:19:59.000 --> 00:20:01.000]  這麼多的傷痛
[00:20:01.000 --> 00:20:04.000]  但是神在當中看顧他們
[00:20:04.000 --> 00:20:09.000]  我必使他們得稱讚響鳴聲
[00:20:09.000 --> 00:20:11.000]  在我們的羞辱裡面
[00:20:11.000 --> 00:20:13.000]  在我們的受罰裡面
[00:20:13.000 --> 00:20:15.000]  神安慰我們
[00:20:15.000 --> 00:20:19.000]  叫我們有勇氣再一次抬起頭來
[00:20:19.000 --> 00:20:24.000]  所以西班牙先知說到
[00:20:24.000 --> 00:20:27.000]  我們應該歡喜快樂
[00:20:27.000 --> 00:20:30.000]  就算我們面對的處境這麼困難
[00:20:30.000 --> 00:20:33.000]  我們都應該歡喜快樂
[00:20:33.000 --> 00:20:34.000]  為什麼呢
[00:20:34.000 --> 00:20:36.000]  因為我們的神不是一個軟的神
[00:20:36.000 --> 00:20:39.000]  他是介入在我們的處境當中
[00:20:39.000 --> 00:20:44.000]  去饒恕、拯救、安慰
