
[00:00:00.000 --> 00:00:03.780]  親愛的主耶穌 多謝你的恩典
[00:03:22.760 --> 00:03:26.080]  因為當時的律法是准許的
[00:03:26.080 --> 00:03:28.160]  但是這個失足
[00:03:28.160 --> 00:03:30.520]  我們發覺一直到現在為止
[00:03:30.520 --> 00:03:35.240]  成為整個世界四分五裂
[00:03:35.240 --> 00:03:37.000]  恐怖襲擊
[00:03:37.000 --> 00:03:40.520]  成為整個世界
[00:03:40.520 --> 00:03:45.920]  你可以說仇恨繼續不斷存在
[00:03:45.920 --> 00:03:49.280]  以致你打我 我打你
[00:03:49.280 --> 00:03:50.760]  你殺我 我殺你
[00:03:50.760 --> 00:03:54.400]  這些現象層出不窮
[00:03:54.400 --> 00:03:58.000]  這個失足是什麼樣的失足呢?
[00:03:58.000 --> 00:04:05.800]  一切是從一個家開始的
[00:04:05.800 --> 00:04:09.280]  中國古人大學篇
[00:04:09.280 --> 00:04:12.360]  他告訴我們大學知道是明明德
[00:04:12.360 --> 00:04:15.160]  在親民 在至於至善
[00:04:15.160 --> 00:04:17.040]  而這個大學篇裏面
[00:04:17.040 --> 00:04:21.440]  他連續說出必先有誠意
[00:04:21.440 --> 00:04:23.600]  是個人有誠意
[00:04:23.600 --> 00:04:25.160]  跟著靜心
[00:04:25.160 --> 00:04:27.360]  在我們方向 我們的價值觀
[00:04:27.360 --> 00:04:28.920]  我們的人生觀靜了
[00:04:28.920 --> 00:04:32.160]  靜了之後 這個人就能夠齊家
[00:04:32.160 --> 00:04:34.560]  齊家 然後就能夠治國
[00:04:34.560 --> 00:04:37.720]  治國就能夠平天下
[00:04:37.720 --> 00:04:41.480]  我們發覺無數家庭的悲劇
[00:04:41.480 --> 00:04:45.120]  甚至無數社會的悲劇
[00:04:45.120 --> 00:04:49.120]  就是因為一個人的價值觀出了問題
[00:04:49.120 --> 00:04:50.680]  價值觀出了問題
[00:04:50.680 --> 00:04:55.120]  是個人的品格出了問題
[00:04:55.120 --> 00:04:58.360]  因為這樣的緣故就帶來家庭的悲劇
[00:04:58.360 --> 00:05:00.920]  而家庭的悲劇就帶來
[00:05:00.920 --> 00:05:04.560]  不只是那個家 是社會
[00:05:04.560 --> 00:05:09.160]  是國家一個沉重的包袱
[00:05:09.160 --> 00:05:16.280]  在我自己最近繼續看一些這樣的個案的時候
[00:05:16.280 --> 00:05:20.960]  我發覺我曾經寫過有好幾個這樣的個案
[00:05:20.960 --> 00:05:23.600]  17年前的湯永雄
[00:05:23.600 --> 00:05:25.640]  破裂家庭出來
[00:05:25.640 --> 00:05:30.720]  就是因為對人生充滿著不滿
[00:05:30.720 --> 00:05:33.280]  充滿著控訴
[00:05:33.280 --> 00:05:40.560]  所以在台北KTV燒死了16個人
[00:05:40.560 --> 00:05:42.920]  被判死刑
[00:05:42.920 --> 00:05:45.160]  但是他自己在監獄裏的轉化
[00:05:45.160 --> 00:05:47.960]  是透過一個死者的姐姐
[00:05:47.960 --> 00:05:51.320]  竟然去探望他
[00:05:51.320 --> 00:05:54.600]  然後願意因為基督的愛
[00:05:54.600 --> 00:05:58.360]  關心他 信耶穌
[00:05:58.360 --> 00:06:01.160]  以至這個人當在監獄裏面
[00:06:01.160 --> 00:06:03.440]  收到一本聖經的時候
[00:06:03.440 --> 00:06:07.760]  深深感覺到從來未試過的一種愛
[00:06:07.760 --> 00:06:09.760]  溫暖
[00:06:09.760 --> 00:06:12.960]  他就認了其中一個死者的姐姐
[00:06:12.960 --> 00:06:14.760]  做他的姐姐
[00:06:14.760 --> 00:06:18.000]  而這個姐妹也認了他
[00:06:18.000 --> 00:06:20.640]  做他自己的弟弟
[00:06:20.640 --> 00:06:25.880]  就在裏面幾年還沒有執行死刑期間
[00:06:25.880 --> 00:06:28.360]  脫胎換骨
[00:06:28.360 --> 00:06:30.360]  從一個非常暴戾
[00:06:30.360 --> 00:06:33.160]  繼續在監獄裏面打架的人
[00:06:33.160 --> 00:06:38.280]  轉化成為一個勸人和好的人
[00:06:38.280 --> 00:06:44.960]  甚至連很多的機構去探監的時候
[00:06:44.960 --> 00:06:48.080]  都深深為了這個人的改變
[00:06:48.080 --> 00:06:50.480]  來去驚愕
[00:06:50.480 --> 00:06:53.400]  監獄裏面的監獄長、獄卒
[00:06:53.400 --> 00:06:55.280]  個個稱讚他
[00:06:55.280 --> 00:06:58.680]  是他們監獄裏面一個最好的幫手
[00:06:58.680 --> 00:07:01.560]  最結塌塌的人際關係
[00:07:01.560 --> 00:07:05.040]  是由這個湯炳雄在監獄裏面
[00:07:05.040 --> 00:07:08.320]  來去幫人平息
[00:07:08.320 --> 00:07:11.480]  但是當他完了那段時間
[00:07:11.480 --> 00:07:14.000]  執行死刑的時間
[00:07:14.000 --> 00:07:16.840]  他自己很冷靜
[00:07:16.840 --> 00:07:19.480]  對著那些執行死刑的人說
[00:07:19.480 --> 00:07:23.520]  你們儘管做回你們的本分
[00:07:23.520 --> 00:07:25.520]  我會祝福你們
[00:07:25.520 --> 00:07:27.920]  另一方面他也說
[00:07:27.920 --> 00:07:32.840]  我做的我是應該受的
[00:07:32.840 --> 00:07:36.760]  很多的人在他被處死刑的期間
[00:07:36.760 --> 00:07:38.280]  充滿著眼淚
[00:07:38.280 --> 00:07:40.280]  無數的求情信
[00:07:40.280 --> 00:07:42.480]  但是因為台灣當時定了
[00:07:42.480 --> 00:07:44.080]  是一個這樣的法例
[00:07:44.080 --> 00:07:46.880]  所以他都是接受了死刑
[00:07:46.880 --> 00:07:49.200]  但是他的死刑帶來的
[00:07:49.200 --> 00:07:51.080]  是二十多人
[00:07:51.080 --> 00:07:52.800]  是因為他的見證
[00:07:52.800 --> 00:07:56.120]  有一個短片而信耶穌
[00:07:56.120 --> 00:07:57.680]  另外一個
[00:07:57.680 --> 00:08:00.920]  就是殺害美國總統甘迺迪的
[00:08:00.920 --> 00:08:03.320]  一個兇手哈菲利·奧斯瓦特
[00:08:03.320 --> 00:08:06.160]  也是一個破裂家庭出來的人
[00:08:06.160 --> 00:08:08.120]  就是因為這個破裂的家庭
[00:08:08.120 --> 00:08:13.680]  令到他自己非常憎恨整個的社會
[00:08:13.680 --> 00:08:16.920]  心理學家稱這個是反社會行為
[00:08:16.920 --> 00:08:20.080]  就是因為這種反社會的行為
[00:08:20.080 --> 00:08:23.200]  令到他自己本身戀愛不成功
[00:08:23.200 --> 00:08:24.480]  各方面的事
[00:08:24.480 --> 00:08:26.000]  人際關係不成功
[00:08:26.000 --> 00:08:28.000]  事業不成功
[00:08:28.000 --> 00:08:29.520]  帶來的結果
[00:08:29.520 --> 00:08:32.400]  他懷著最大的痛恨
[00:08:32.400 --> 00:08:36.960]  是要將全世界最有影響力的人置諸死地
[00:08:36.960 --> 00:08:40.760]  這個是他自己未槍殺總統前
[00:08:40.760 --> 00:08:43.800]  和他自己未被人槍死之前
[00:08:43.800 --> 00:08:45.600]  他自己說的一件事
[00:08:45.600 --> 00:08:49.520]  而後來結果真的做了一個轟天動地
[00:08:49.520 --> 00:08:51.680]  這麼大的一件事
[00:08:51.680 --> 00:08:54.800]  殺死了甘迺迪
[00:08:54.800 --> 00:08:58.440]  另外最近看回無數連環殺手
[00:08:58.440 --> 00:09:03.080]  和在校園槍殺很多的學童、師長
[00:09:03.080 --> 00:09:06.320]  連同自己親人的那些殺手
[00:09:06.320 --> 00:09:09.000]  當我一一去看回他們的背景
[00:09:09.000 --> 00:09:11.480]  原來我才發覺到那些背景本身
[00:09:11.480 --> 00:09:17.080]  絕大部分是由破裂家庭而造成的
[00:09:17.080 --> 00:09:19.000]  人人都知道
[00:09:19.000 --> 00:09:21.920]  在破裂家庭出來的人
[00:09:21.920 --> 00:09:23.520]  他們的影響力
[00:09:23.520 --> 00:09:25.400]  就是因為他們自己的不開心
[00:09:25.400 --> 00:09:26.640]  自己的不快樂
[00:09:26.640 --> 00:09:28.480]  是令到他們自己結婚的時候
[00:09:28.480 --> 00:09:30.640]  將這些不開心、不快樂
[00:09:30.640 --> 00:09:33.200]  帶到他們新的家庭
[00:09:33.200 --> 00:09:35.000]  而帶到新的家庭的時候
[00:09:35.000 --> 00:09:36.680]  就一代傳一代
[00:09:36.680 --> 00:09:38.760]  他們的家庭傳給下一代
[00:09:38.760 --> 00:09:42.800]  下一代又繼續傳到下一代
[00:09:42.800 --> 00:09:46.280]  我今天很想和大家來看
[00:09:46.280 --> 00:09:49.320]  一個的一失足
[00:09:49.320 --> 00:09:53.000]  是從家庭開始的失足
[00:09:53.000 --> 00:09:54.880]  給大家來看看
[00:09:54.880 --> 00:09:56.280]  在當時來說
[00:09:56.280 --> 00:09:59.000]  沒有人會覺得他們是失足
[00:09:59.000 --> 00:10:00.720]  但是很明顯地
[00:10:00.720 --> 00:10:03.800]  他們是違背了神自己的心願
[00:10:03.800 --> 00:10:05.480]  而帶來的結果
[00:10:05.480 --> 00:10:08.160]  就是今天的社會
[00:10:08.160 --> 00:10:10.480]  這個經文的記載
[00:10:10.480 --> 00:10:15.400]  是《創世紀》16章1到16節
[00:10:15.400 --> 00:10:18.000]  這段聖經的故事
[00:10:18.000 --> 00:10:24.800]  是粵語殘片經常出現的環節
[00:10:24.800 --> 00:10:28.000]  就是一個男人結了婚
[00:10:28.000 --> 00:10:30.680]  大奶奶生不出
[00:10:30.680 --> 00:10:33.200]  因為大奶奶生不出
[00:10:33.200 --> 00:10:36.320]  大奶奶也同意
[00:10:36.320 --> 00:10:38.480]  不如找個侍女
[00:10:38.480 --> 00:10:40.680]  找個小妹妹嫁給你
[00:10:40.680 --> 00:10:42.760]  做你二奶
[00:10:42.760 --> 00:10:45.880]  結果這個很恨兒子的
[00:10:45.880 --> 00:10:47.920]  特別是在當時的社會裏面
[00:10:47.920 --> 00:10:50.880]  每個人都會感覺到
[00:10:50.880 --> 00:10:55.280]  一個女性嫁不出
[00:10:55.280 --> 00:10:57.320]  是一個悲劇
[00:10:57.320 --> 00:11:00.360]  嫁了出去生不出
[00:11:00.360 --> 00:11:02.080]  不如死了她
[00:11:02.080 --> 00:11:04.680]  這是當時一般的女性
[00:11:04.680 --> 00:11:08.720]  繼續不斷有這樣的觀念在他們裏面
[00:11:08.720 --> 00:11:09.640]  但另一方面呢
[00:11:09.640 --> 00:11:11.840]  男人也是
[00:11:11.840 --> 00:11:14.840]  不孝有三
[00:11:14.840 --> 00:11:17.360]  接著那句是什麼?
[00:11:17.360 --> 00:11:18.800]  無後為大
[00:11:18.800 --> 00:11:20.960]  現在很少人說的這句話
[00:11:20.960 --> 00:11:22.400]  因為太多了
[00:11:22.400 --> 00:11:23.640]  人太多了
[00:11:23.640 --> 00:11:26.240]  但那時候不是的
[00:11:26.240 --> 00:11:27.480]  因為那時候
[00:11:27.480 --> 00:11:28.640]  我自己本身
[00:11:28.640 --> 00:11:30.120]  我們是九個的
[00:11:30.120 --> 00:11:32.560]  我是排第八的
[00:11:32.560 --> 00:11:34.160]  那為什麼要生那麼多呢?
[00:11:34.160 --> 00:11:36.960]  因為他們預料了有很多養不大的
[00:11:36.960 --> 00:11:38.920]  所以要繼續生
[00:11:38.920 --> 00:11:40.720]  我們發覺到在當時來說
[00:11:40.720 --> 00:11:43.000]  這個已經成為一種風氣
[00:11:43.000 --> 00:11:45.160]  在阿伯拉罕的時代
[00:11:45.160 --> 00:11:46.880]  結婚生孩子
[00:11:46.880 --> 00:11:49.640]  是人生最重要的一件事
[00:11:49.640 --> 00:11:51.960]  如果他們生不到孩子的時候
[00:11:51.960 --> 00:11:54.960]  他們就一生遺憾
[00:11:54.960 --> 00:11:56.640]  男的是這樣想
[00:11:56.640 --> 00:11:58.800]  女的也是這樣想
[00:11:58.800 --> 00:12:00.360]  這個故事呢
[00:12:00.360 --> 00:12:04.320]  就講到一個男人叫做阿伯蘭
[00:12:04.320 --> 00:12:06.880]  他就娶了一個太太
[00:12:06.880 --> 00:12:08.560]  叫做撒萊
[00:12:08.560 --> 00:12:11.440]  兩夫妻
[00:12:11.440 --> 00:12:17.200]  到七十多歲
[00:12:17.200 --> 00:12:18.960]  阿伯蘭七十多歲
[00:12:18.960 --> 00:12:21.520]  他太太撒萊六十多歲
[00:12:21.520 --> 00:12:23.680]  都沒有生孩子
[00:12:23.680 --> 00:12:25.600]  神就呼召他們離開那個地方
[00:12:25.600 --> 00:12:28.840]  不如去我呼召你去的地方吧
[00:12:28.840 --> 00:12:31.120]  他們就毅然離開
[00:12:31.120 --> 00:12:32.680]  他們聽了神的話
[00:12:32.680 --> 00:12:34.280]  而神也都告訴他們
[00:12:34.280 --> 00:12:36.480]  他們會蒙福
[00:12:36.480 --> 00:12:39.000]  他會令到其他的蒙福
[00:12:39.000 --> 00:12:41.360]  而且他自己本身的名為大
[00:12:41.360 --> 00:12:44.600]  甚至多次應許
[00:12:44.600 --> 00:12:47.240]  他的後裔要成為一個大國
[00:12:47.240 --> 00:12:48.640]  另外他的後裔
[00:12:48.640 --> 00:12:54.200]  也都會成為很多不同國家的一個次祖
[00:12:54.200 --> 00:12:55.440]  所以因為這樣
[00:12:55.440 --> 00:12:57.600]  我們見到這個人
[00:12:57.600 --> 00:12:59.320]  他就認定
[00:12:59.320 --> 00:13:02.000]  神是要他生養的
[00:13:02.000 --> 00:13:04.720]  不過當他去了這個新的地方十年
[00:13:04.720 --> 00:13:06.560]  還沒有生出來的時候
[00:13:06.560 --> 00:13:08.360]  太太就心急了
[00:13:08.360 --> 00:13:10.120]  就給了那個小妹妹
[00:13:10.120 --> 00:13:11.560]  那個叫做夏格
[00:13:11.560 --> 00:13:13.080]  給了阿伯蘭
[00:13:13.080 --> 00:13:16.360]  阿伯蘭就聽了太太的話
[00:13:16.360 --> 00:13:18.160]  我想很多時候未必每樣都聽
[00:13:18.160 --> 00:13:20.400]  但是這件事就聽了
[00:13:20.400 --> 00:13:22.040]  聽了之後
[00:13:22.040 --> 00:13:25.000]  就和夏格同房
[00:13:25.000 --> 00:13:29.520]  這個二奶同房之後
[00:13:29.520 --> 00:13:31.240]  就有了嬰兒
[00:13:31.240 --> 00:13:36.040]  又是粵語殘片的一個經常出現的片面
[00:13:36.040 --> 00:13:38.000]  這個片面是什麼呢?
[00:13:38.000 --> 00:13:39.600]  二奶有了嬰兒之後
[00:13:39.600 --> 00:13:41.320]  就看不起那個大奶了
[00:13:41.320 --> 00:13:43.640]  就覺得自己受寵
[00:13:43.640 --> 00:13:45.480]  我自己坐正了
[00:13:45.480 --> 00:13:46.560]  就看不起
[00:13:46.560 --> 00:13:50.560]  這個大奶就怒火心中起
[00:13:50.560 --> 00:13:53.360]  所以就和老公來說
[00:13:53.360 --> 00:13:54.680]  「頂他不信了」
[00:13:54.680 --> 00:13:56.840]  「你趕他出去吧」
[00:13:56.840 --> 00:13:58.120]  這個丈夫
[00:13:58.120 --> 00:14:04.840]  因為始終太太是他正坐正的太太
[00:14:04.840 --> 00:14:05.480]  他就說
[00:14:05.480 --> 00:14:07.160]  既然這個本來就是你妹仔
[00:14:07.160 --> 00:14:08.520]  你喜歡怎樣就怎樣做
[00:14:08.520 --> 00:14:10.240]  就趕了他出去
[00:14:10.240 --> 00:14:11.800]  趕了他出去之後
[00:14:11.800 --> 00:14:16.000]  後來他就給神來看顧他
[00:14:16.000 --> 00:14:17.920]  這個粵語殘片是沒有的
[00:14:17.920 --> 00:14:19.520]  是唯獨聖經有的
[00:14:19.520 --> 00:14:21.000]  神看顧他
[00:14:21.000 --> 00:14:24.960]  就叫他回到他主母的地方服侍他
[00:14:24.960 --> 00:14:26.920]  然後他會看顧他
[00:14:26.920 --> 00:14:28.920]  結果因為這樣的緣故
[00:14:28.920 --> 00:14:29.880]  他就回去
[00:14:29.880 --> 00:14:33.160]  而神也對這個下甲說得很清楚
[00:14:33.160 --> 00:14:36.840]  就說你的後裔會極其繁多
[00:14:36.840 --> 00:14:39.560]  甚至是多不勝數
[00:14:39.560 --> 00:14:41.680]  然後他還告訴他
[00:14:41.680 --> 00:14:44.360]  你懷孕生孩子的時候
[00:14:44.360 --> 00:14:45.800]  你要起他的名字
[00:14:45.800 --> 00:14:47.320]  叫做「以實瑪利」
[00:14:47.320 --> 00:14:50.120]  「以實瑪利」的意思就是
[00:14:50.120 --> 00:14:51.840]  神聽見
[00:14:51.840 --> 00:14:53.440]  就是神已經聽見了
[00:14:53.440 --> 00:14:55.440]  所以你就這樣做吧
[00:14:55.440 --> 00:14:57.880]  結果他就回去
[00:14:57.880 --> 00:14:59.400]  回去的時候
[00:14:59.400 --> 00:15:02.600]  他甚至預言
[00:15:02.600 --> 00:15:06.400]  他的兒子必好像野奴一樣
[00:15:06.400 --> 00:15:08.400]  他會打人
[00:15:08.400 --> 00:15:11.320]  但是別人也會打他
[00:15:11.320 --> 00:15:13.400]  然後他還告訴他
[00:15:13.400 --> 00:15:16.000]  你後來也會去到東邊的
[00:15:16.000 --> 00:15:19.120]  你會搬離這個地方的
[00:15:19.120 --> 00:15:23.600]  你看不到一個這麼簡單的故事
[00:15:23.600 --> 00:15:28.080]  是成為今天整個世界的焦點
[00:15:28.080 --> 00:15:29.800]  無論你喜歡看也好
[00:15:29.800 --> 00:15:31.640]  你不喜歡看也好
[00:15:31.640 --> 00:15:34.200]  每天的新聞裏面多多少少
[00:15:34.200 --> 00:15:38.440]  都是和這個故事息息相關的
[00:15:38.440 --> 00:15:40.240]  我們今天就看一看
[00:15:40.240 --> 00:15:42.560]  這個故事裏面
[00:15:42.560 --> 00:15:45.320]  帶給我們一些屬靈的意義
[00:15:45.320 --> 00:15:46.920]  到底是什麼
[00:15:46.920 --> 00:15:48.920]  首先第一件事
[00:15:48.920 --> 00:15:55.120]  就說生育的旁門左道
[00:15:55.120 --> 00:16:00.560]  阿不蘭和妻子結了婚很久了
[00:16:00.560 --> 00:16:04.920]  直到他們去到85歲加上太太
[00:16:04.920 --> 00:16:07.040]  75歲的時候都還沒有了
[00:16:07.040 --> 00:16:11.000]  在那個時候還沒有生育
[00:16:11.000 --> 00:16:14.080]  太太給他一個建議
[00:16:14.080 --> 00:16:15.800]  這個建議就是說
[00:16:15.800 --> 00:16:16.840]  求你
[00:16:16.840 --> 00:16:18.600]  是用求
[00:16:18.600 --> 00:16:20.600]  我們一起讀一讀第二節
[00:16:20.600 --> 00:16:21.520]  一起讀
[00:16:21.520 --> 00:16:23.440]  撒萊對阿不蘭說
[00:16:23.440 --> 00:16:25.680]  「也說使我不能生育
[00:16:25.680 --> 00:16:28.880]  求你和我的侍女同房
[00:16:28.880 --> 00:16:32.720]  或者我可以因她得孩子」
[00:16:32.720 --> 00:16:33.360]  好了
[00:16:33.360 --> 00:16:35.120]  在這段聖經當中
[00:16:35.120 --> 00:16:36.320]  你看一看
[00:16:36.320 --> 00:16:37.600]  其實
[00:16:37.600 --> 00:16:38.840]  括弧那裏
[00:16:38.840 --> 00:16:41.160]  「得孩子」
[00:16:41.160 --> 00:16:43.320]  原文是什麼?
[00:16:43.320 --> 00:16:45.320]  是「被建立」
[00:16:45.320 --> 00:16:46.120]  就是說
[00:16:46.120 --> 00:16:48.520]  是給我有面子
[00:16:48.520 --> 00:16:52.080]  是給我有生存的意義
[00:16:52.080 --> 00:16:55.960]  是給我感覺到值得生存下去
[00:16:55.960 --> 00:16:57.440]  為什麼會這樣呢?
[00:16:57.440 --> 00:16:58.760]  主要的原因
[00:16:58.760 --> 00:17:00.760]  就是說當時女性
[00:17:00.760 --> 00:17:02.680]  結婚之後沒有孩子
[00:17:02.680 --> 00:17:04.560]  其實是一種咒詛
[00:17:04.560 --> 00:17:09.480]  她們會感覺到生不如死的
[00:17:09.480 --> 00:17:12.040]  所以撒萊對她自己的丈夫
[00:17:12.040 --> 00:17:15.760]  要求她和她的侍女同房
[00:17:15.760 --> 00:17:20.160]  目的不是為了阿不蘭有後那麼簡單
[00:17:20.160 --> 00:17:21.760]  而是最重要的一件事
[00:17:21.760 --> 00:17:23.360]  是想到自己
[00:17:23.360 --> 00:17:24.760]  是羞辱
[00:17:24.760 --> 00:17:27.000]  你不如將我的羞辱拿走
[00:17:27.000 --> 00:17:28.600]  以至我透過我的侍女
[00:17:28.600 --> 00:17:30.120]  我可以有一個
[00:17:30.120 --> 00:17:31.200]  就是
[00:17:31.200 --> 00:17:32.120]  是我
[00:17:32.120 --> 00:17:34.400]  當她自己有的一樣
[00:17:34.400 --> 00:17:36.280]  因為一般男人結婚
[00:17:36.280 --> 00:17:38.400]  一直都沒有
[00:17:38.400 --> 00:17:40.760]  那個兒子的時候
[00:17:40.760 --> 00:17:42.840]  很多時候我們見到
[00:17:42.840 --> 00:17:44.400]  那個社會
[00:17:44.400 --> 00:17:47.920]  是將責任推在太太的身上
[00:17:47.920 --> 00:17:50.600]  推在女性的身上
[00:17:50.600 --> 00:17:51.920]  那麼阿不蘭呢
[00:17:51.920 --> 00:17:55.720]  就聽從了撒萊的話
[00:17:55.720 --> 00:17:58.000]  我們想給大家知道的
[00:17:58.000 --> 00:18:00.920]  就是當時整個的外族
[00:18:00.920 --> 00:18:03.280]  特別是加拿大那個地方的外族
[00:18:03.280 --> 00:18:04.360]  整個的社會
[00:18:04.360 --> 00:18:09.520]  甚至在希伯來人的集族當中
[00:18:09.520 --> 00:18:12.120]  在摩西十界還沒有頒布二線
[00:18:12.120 --> 00:18:15.240]  是沒有一條界命就是說
[00:18:15.240 --> 00:18:17.400]  一個人只能夠娶一個太太
[00:18:17.400 --> 00:18:18.480]  沒有的
[00:18:18.480 --> 00:18:20.240]  那時候是沒有界命的
[00:18:20.240 --> 00:18:22.000]  是沒有十界頒布的
[00:18:22.000 --> 00:18:25.000]  也都沒有律例和典章頒布的
[00:18:25.000 --> 00:18:26.440]  不過
[00:18:26.440 --> 00:18:28.400]  我們可以很清楚的知道
[00:18:28.400 --> 00:18:30.040]  神的心意
[00:18:30.040 --> 00:18:31.760]  在做人的時候
[00:18:31.760 --> 00:18:33.320]  是已經非常清楚
[00:18:33.320 --> 00:18:34.440]  是出來了
[00:18:34.440 --> 00:18:35.720]  這個心意是什麼呢?
[00:18:35.720 --> 00:18:38.880]  因此一個男人要離開父母
[00:18:38.880 --> 00:18:44.160]  與一個女人來去同在
[00:18:44.160 --> 00:18:47.280]  那與一個女人來去結合
[00:18:47.280 --> 00:18:49.640]  是兩個人成為一體
[00:18:49.640 --> 00:18:51.280]  那你記得這件事就是說
[00:18:51.280 --> 00:18:54.400]  神自己建立夫婦關係的時候
[00:18:54.400 --> 00:18:56.480]  是講得非常清楚
[00:18:56.480 --> 00:18:59.160]  祂不是說一個男人要離開父母
[00:18:59.160 --> 00:19:00.840]  與N個女人結合
[00:19:00.840 --> 00:19:02.040]  沒有的
[00:19:02.040 --> 00:19:03.280]  是單數的
[00:19:03.280 --> 00:19:05.760]  是與一個女人
[00:19:05.760 --> 00:19:08.440]  或者一個妻子結合
[00:19:08.440 --> 00:19:09.800]  然後接著就說
[00:19:09.800 --> 00:19:13.120]  兩人是二人成為一體
[00:19:13.120 --> 00:19:16.760]  而不是說三人或者以上成為一體
[00:19:16.760 --> 00:19:19.600]  聖經從來沒有這樣的教導
[00:19:19.600 --> 00:19:21.560]  是神做人之後
[00:19:21.560 --> 00:19:25.520]  已經是二人成為一體
[00:19:25.520 --> 00:19:28.120]  亞伯蘭是屬神的人
[00:19:28.120 --> 00:19:29.280]  祂知道
[00:19:29.280 --> 00:19:30.440]  而第二件事
[00:19:30.440 --> 00:19:32.720]  就是神呼召亞伯蘭出來的時候
[00:19:32.720 --> 00:19:35.080]  是已經一早應許他
[00:19:35.080 --> 00:19:37.440]  他要成為尊貴之父
[00:19:37.440 --> 00:19:39.960]  亞伯蘭的名字的意思
[00:19:39.960 --> 00:19:42.040]  是尊貴之父的意思
[00:19:42.040 --> 00:19:44.520]  他的國要成為一個大國
[00:19:44.520 --> 00:19:46.200]  他的名為大
[00:19:46.200 --> 00:19:49.120]  然後萬族要因為他得福
