
[00:00:00.000 --> 00:00:06.160]  好 各位姐妹 讓我們在聆聽主的說話
[00:02:11.160 --> 00:02:12.160]  阿們
[00:02:12.160 --> 00:02:15.320]  好在看這段經文之前
[00:02:15.320 --> 00:02:18.960]  想略略做些類似廣告的介紹
[00:02:18.960 --> 00:02:22.320]  如果大家知道在最近
[00:02:22.320 --> 00:02:26.360]  所謂AI盛行的時代
[00:02:26.360 --> 00:02:30.200]  有很多人用AI做很多其他不等的事情
[00:02:30.200 --> 00:02:32.240]  不過有位弟兄很好
[00:02:32.240 --> 00:02:36.600]  他在溫哥華不單止將我們的講道
[00:02:36.600 --> 00:02:40.160]  將它去轉播
[00:02:40.160 --> 00:02:43.440]  而且他還做了字幕
[00:02:43.440 --> 00:02:45.680]  最近他還做了文章
[00:02:45.680 --> 00:02:49.240]  將我的講章
[00:02:49.240 --> 00:02:52.960]  用AI去做了一篇很好的文章
[00:02:52.960 --> 00:02:54.040]  我看完之後
[00:02:54.040 --> 00:02:59.360]  我都很讚嘆他寫出來的比我寫的更好
[00:02:59.360 --> 00:03:01.000]  所以我很鼓勵弟兄姊妹
[00:03:01.000 --> 00:03:02.120]  如果你有機會的
[00:03:02.120 --> 00:03:10.200]  可以去留意看看我們YouTube上面的留言的地方
[00:03:10.200 --> 00:03:13.480]  我會將有的這些文章
[00:03:13.480 --> 00:03:15.280]  對應那一堂講章的
[00:03:15.280 --> 00:03:18.040]  我會放在那裡
[00:03:18.040 --> 00:03:21.040]  希望如果大家在文字上面
[00:03:21.040 --> 00:03:25.280]  想認識多一些有關於那段經文的話
[00:03:25.280 --> 00:03:28.600]  這是另一個很好的途徑
[00:03:28.600 --> 00:03:31.640]  在當中有一些反思的題目
[00:03:31.640 --> 00:03:33.320]  是值得我們去思想的
[00:03:33.320 --> 00:03:37.240]  至今我自己也做過一篇
[00:03:37.240 --> 00:03:40.200]  是俄巴底亞書的第一節
[00:03:40.200 --> 00:03:43.000]  弟兄就做了另一章
[00:03:43.000 --> 00:03:47.800]  我會將它一併放在我們YouTube的
[00:03:47.800 --> 00:03:50.280]  每一段的講道下面的留言地方
[00:03:50.280 --> 00:03:52.400]  希望弟兄姊妹也可以
[00:03:52.400 --> 00:03:53.560]  如果想分享給別人
[00:03:53.560 --> 00:03:55.360]  可以copy and paste
[00:03:55.360 --> 00:03:57.840]  你可以share給其他的人
[00:03:57.840 --> 00:04:02.400]  今天我們會回來看俄巴底亞書
[00:04:02.400 --> 00:04:05.000]  我們今天只是看一節的經文
[00:04:05.000 --> 00:04:07.520]  就是第十節的經文
[00:04:07.520 --> 00:04:16.320]  第十節進入到俄巴底亞書的第十八節的地步
[00:04:16.320 --> 00:04:19.080]  其實我們可以看到這一部分
[00:04:19.080 --> 00:04:27.400]  可以說俄巴底亞對於以東的介紹是非常仔細的
[00:04:27.400 --> 00:04:29.560]  所以當我們看這一部分的時候
[00:04:29.560 --> 00:04:31.640]  我們一定要專注看一下
[00:04:31.640 --> 00:04:39.000]  究竟俄巴底亞先知把耶和華神的說話記載下來
[00:04:39.000 --> 00:04:47.480]  上帝是怎麼看這個近親的國家以東國
[00:04:47.480 --> 00:04:51.120]  首先大家要了解一個觀念
[00:04:51.120 --> 00:04:56.680]  國不一定是我們所想的一個國家的行政運作
[00:04:56.680 --> 00:05:03.400]  當時有很多國家的運作是一個tribal country
[00:05:03.400 --> 00:05:05.920]  就是一個族群的國度
[00:05:05.920 --> 00:05:11.600]  是每一個民族為核心的一個國度
[00:05:11.600 --> 00:05:13.720]  現在的國家就不是了
[00:05:13.720 --> 00:05:17.400]  尤其你看一下加拿大、美國、英國
[00:05:17.400 --> 00:05:19.560]  現在你去英國不像去英國的
[00:05:19.560 --> 00:05:22.520]  你加拿大不知道加拿大是什麼
[00:05:22.520 --> 00:05:24.560]  去美國你更加不知道美國是什麼
[00:05:24.560 --> 00:05:25.960]  你只是靠一面旗
[00:05:25.960 --> 00:05:28.720]  所以大家有時候聽一些新聞
[00:05:28.720 --> 00:05:32.440]  那些政治人物就說我忠於我國家之旗
[00:05:32.440 --> 00:05:34.560]  我與我國家之旗站在一起
[00:05:34.560 --> 00:05:36.280]  你就會明白是什麼
[00:05:36.280 --> 00:05:37.520]  甚至中國也是一樣的
[00:05:37.520 --> 00:05:41.120]  現在中國搞了一樣是搞到這樣的情況
[00:05:41.120 --> 00:05:43.040]  中華民族搞了一個出來
[00:05:43.040 --> 00:05:46.040]  哇 不知道五十多個民族
[00:05:46.040 --> 00:05:48.200]  百多個民族 我不知道
[00:05:48.200 --> 00:05:51.560]  這種觀念和以前是很不同的
[00:05:51.560 --> 00:05:53.400]  我不是說誰對誰錯
[00:05:53.400 --> 00:05:58.800]  我完全沒有任何的批判性在裏面
[00:05:58.800 --> 00:06:03.200]  不過當我們回顧古近東的世界
[00:06:03.200 --> 00:06:06.640]  特別是俄巴底亞書裏所記載的
[00:06:06.640 --> 00:06:10.760]  上帝對於每一個民族、國度
[00:06:10.760 --> 00:06:15.120]  他們的記載都有一個很透徹的思想
[00:06:15.120 --> 00:06:18.120]  並且能夠準確地看到
[00:06:18.120 --> 00:06:20.600]  這班人他們的問題
[00:06:20.600 --> 00:06:25.120]  以及他們的問題所衍生的結果
[00:06:25.120 --> 00:06:28.600]  而上帝就在一個這樣的歷史的
[00:06:28.600 --> 00:06:32.280]  世代環境之中去運作
[00:06:32.280 --> 00:06:34.880]  所以今天我會和大家一起去思想的題目
[00:06:34.880 --> 00:06:38.440]  叫做「自作孽滿招損」
[00:06:38.440 --> 00:06:39.960]  很文雅的兩句說話
[00:06:39.960 --> 00:06:42.280]  因為這兩句說話是出自於
[00:06:42.280 --> 00:06:45.680]  兩篇不同的中國的古典
[00:06:45.680 --> 00:06:49.600]  都同樣在這個中國古典上書
[00:06:49.600 --> 00:06:52.680]  所以大家知不知道甚麼是上書
[00:06:52.680 --> 00:06:54.920]  你們牧師以前是讀文學的
[00:06:54.920 --> 00:07:00.200]  所以對這些詩書禮樂這些東西很熟悉的
[00:07:00.200 --> 00:07:03.240]  書其實在中國文學裏面
[00:07:03.240 --> 00:07:04.880]  往往就是指到上書
[00:07:04.880 --> 00:07:08.160]  上書是非常難讀的東西
[00:07:08.160 --> 00:07:12.000]  當年考高級程度會考的時候
[00:07:12.000 --> 00:07:13.440]  有一齣上書
[00:07:13.440 --> 00:07:14.880]  我老師說你還是不要回答了
[00:07:14.880 --> 00:07:16.560]  因為很難回答的
[00:07:16.560 --> 00:07:18.640]  因為它的字眼很簡潔
[00:07:18.640 --> 00:07:21.280]  簡潔到你根本接近不明白
[00:07:21.280 --> 00:07:25.400]  甚麼叫做「自作孽滿招損」呢
[00:07:25.400 --> 00:07:27.560]  「自作孽」這句說話是出自於
[00:07:27.560 --> 00:07:31.360]  上書的太監書裏面有句這樣的說話說
[00:07:31.360 --> 00:07:34.760]  「天作孽猶可為 自作孽不可活」
[00:07:34.760 --> 00:07:37.440]  相信大家都聽過了
[00:07:37.440 --> 00:07:39.280]  何謂「自作孽」呢
[00:07:39.280 --> 00:07:45.360]  「自作孽」是說一些壞事所做出來的結果
[00:07:45.360 --> 00:07:52.040]  其實種種都是因由你自己主動去做一些惡事
[00:07:52.040 --> 00:07:54.040]  上天如果降災
[00:07:54.040 --> 00:07:55.880]  所謂「孽」這個字眼
[00:07:55.880 --> 00:07:59.960]  「孽」不一定是甚麼惡事
[00:07:59.960 --> 00:08:01.880]  可能上帝是來懲罰
[00:08:01.880 --> 00:08:03.160]  警戒
[00:08:03.160 --> 00:08:05.000]  用中國傳統的思想
[00:08:05.000 --> 00:08:07.800]  用天來管理的時候
[00:08:07.800 --> 00:08:09.840]  降下天災
[00:08:09.840 --> 00:08:11.440]  疾病
[00:08:11.440 --> 00:08:12.960]  降下人間
[00:08:12.960 --> 00:08:18.600]  人還可以有個理由用方法去逃避或者去減緩
[00:08:18.600 --> 00:08:24.920]  但如果自己做出來的結果是一件壞事的話
[00:08:24.920 --> 00:08:28.680]  那你就不得逃過責任
[00:08:28.680 --> 00:08:30.520]  這句所謂「自作孽」
[00:08:30.520 --> 00:08:37.600]  至於「滿招損」是出自於上書另一卷叫「大羽莫」
[00:08:37.600 --> 00:08:40.640]  這篇記載裏面有句這樣的說話
[00:08:40.640 --> 00:08:45.960]  「滿招損,謙受益,時乃天道」
[00:08:45.960 --> 00:08:49.720]  又很文雅、很深奧、很難讀的
[00:08:49.720 --> 00:08:50.760]  我明白的
[00:08:50.760 --> 00:08:53.240]  但簡單來說
[00:08:53.240 --> 00:08:59.600]  「滿招損」這麼「滿」的意思就是一個很自大自滿的人
[00:08:59.600 --> 00:09:05.400]  很容易為自己帶來損害
[00:09:05.400 --> 00:09:08.720]  而「謙受益」就是說一個人
[00:09:08.720 --> 00:09:11.600]  凡事不是吹噓的
[00:09:11.600 --> 00:09:14.840]  就算你是這個世界最厲害的人
[00:09:14.840 --> 00:09:16.440]  PhD
[00:09:16.440 --> 00:09:19.320]  你都不會以你自己
[00:09:19.320 --> 00:09:24.320]  以為在這方面的專家而去驕傲起來
[00:09:24.320 --> 00:09:27.080]  一個謙卑的人
[00:09:27.080 --> 00:09:31.920]  他反而是很多時候受著他的謙卑和他的學識
[00:09:31.920 --> 00:09:34.400]  而帶來一些益處
[00:09:34.400 --> 00:09:39.120]  所以我很感恩我們教會的很多專家
[00:09:39.120 --> 00:09:46.520]  有藥劑的、有工程的、有電腦的、有財經的
[00:09:46.520 --> 00:09:48.920]  哥哥、阿牙的
[00:09:48.920 --> 00:09:50.400]  這些全部都是專業的
[00:09:50.400 --> 00:09:53.240]  但我們個個都沒有表現出一種
[00:09:53.240 --> 00:09:54.920]  「我很厲害的」
[00:09:54.920 --> 00:09:55.720]  不是
[00:09:55.720 --> 00:09:56.640]  雖然你很厲害
[00:09:56.640 --> 00:10:01.920]  但你就用你的專業和上帝給你的恩賜
[00:10:01.920 --> 00:10:04.680]  在你的行業裡面去發揮
[00:10:04.680 --> 00:10:08.760]  我們反而可能在我們的環境裡面
[00:10:08.760 --> 00:10:11.600]  不單止我們自己得到好處
[00:10:11.600 --> 00:10:13.400]  得到人欣賞
[00:10:13.400 --> 00:10:16.760]  並且上帝是用得著我們
[00:10:16.760 --> 00:10:23.240]  當一個人如果他是自己喜歡做壞事
[00:10:23.240 --> 00:10:27.560]  或者很自滿在這個世界的上面
[00:10:27.560 --> 00:10:30.480]  驕傲地去活著的時候
[00:10:30.480 --> 00:10:36.280]  很多時候就會造成很大的惡果
[00:10:36.280 --> 00:10:41.320]  而這些惡果往往是在其他人的身上
[00:10:41.320 --> 00:10:46.320]  好像他因為他的作惡而令自己得益
[00:10:46.320 --> 00:10:48.920]  對方受損
[00:10:48.920 --> 00:10:53.520]  但是從俄巴底亞書的第十節
[00:10:53.520 --> 00:10:58.120]  就告訴我們上帝有一個很重要的原則
[00:10:58.120 --> 00:10:59.800]  在這個世界的上面
[00:10:59.800 --> 00:11:02.960]  原來在這裡悄悄地運作
[00:11:02.960 --> 00:11:07.240]  雖然未必我們會即時見到果效或者結果
[00:11:07.240 --> 00:11:11.760]  但是上帝在他的運作裡面
[00:11:11.760 --> 00:11:18.640]  卻使得這個滿招損、自作孽的人
[00:11:18.640 --> 00:11:25.800]  原來接受他自己所做出的惡果的結局
[00:11:25.800 --> 00:11:29.880]  而這個正正是上帝的運作
[00:11:29.880 --> 00:11:33.760]  在這個世界裡面我們不能排除的事實
[00:11:33.760 --> 00:11:37.120]  但是這個做法的演繹是什麼呢?
[00:11:37.120 --> 00:11:40.360]  是不是上帝只是在這個世界上面
[00:11:40.360 --> 00:11:45.120]  希望警惡懲奸是這樣呢?
[00:11:45.120 --> 00:11:48.480]  還是有另外更深層的意義呢?
[00:11:48.480 --> 00:11:52.600]  在前文如果我們上個禮拜去看完的
[00:11:52.600 --> 00:11:55.200]  其實從第一節到第九節裡面
[00:11:55.200 --> 00:12:00.480]  我們已經看到上帝即使宣告向以東
[00:12:00.480 --> 00:12:03.480]  去作出一連串的懲罰
[00:12:03.480 --> 00:12:06.000]  又說要將他在他最驕傲
[00:12:06.000 --> 00:12:08.360]  以為自己最強盛的時候
[00:12:08.360 --> 00:12:10.560]  將他拉倒下來
[00:12:10.560 --> 00:12:16.600]  甚至在眾國之間讓他能夠被藐視
[00:12:16.600 --> 00:12:17.920]  上帝這樣的做法
[00:12:17.920 --> 00:12:22.200]  不是警惡懲奸這麼簡單的一件事
[00:12:22.200 --> 00:12:28.000]  其實是在反映上帝對於這個國家
[00:12:28.000 --> 00:12:32.560]  或者這個民族國以東
[00:12:32.560 --> 00:12:35.480]  以及他的兄弟國
[00:12:35.480 --> 00:12:40.480]  亞國或者我們稱之為猶大國
[00:12:40.480 --> 00:12:46.040]  其實都有一個很另一層的深層意思
[00:12:46.040 --> 00:12:51.520]  是讓他們同時從罪當中去反思走出來
[00:12:51.520 --> 00:12:57.000]  這個動機或者上帝的宗旨
[00:12:57.000 --> 00:13:02.440]  是反而我們作為基督徒要去專注去看的
[00:13:02.440 --> 00:13:07.720]  而這個題目在今天從第十節往後
[00:13:07.720 --> 00:13:11.200]  甚至到最後第二十一節的時候
[00:13:11.200 --> 00:13:12.600]  我們就會看到
[00:13:12.600 --> 00:13:14.200]  是不是二十一節 我有沒有記錯
[00:13:14.200 --> 00:13:17.200]  是呀 二十一節
[00:13:17.200 --> 00:13:21.120]  我們就會看到上帝在整個過程裡面
[00:13:21.120 --> 00:13:24.560]  他的心路歷程是怎樣
[00:13:24.560 --> 00:13:28.320]  俄巴底亞書從我《釋經》的全釋裡面
[00:13:28.320 --> 00:13:30.240]  我想看到的
[00:13:30.240 --> 00:13:33.440]  不是一般傳道人所看的
[00:13:33.440 --> 00:13:35.920]  來懲罰以東人
[00:13:35.920 --> 00:13:38.000]  伸張公義
[00:13:38.000 --> 00:13:40.840]  為臣子民報仇
[00:13:40.840 --> 00:13:44.720]  這個絕對不是臣的看法
[00:13:44.720 --> 00:13:49.200]  臣的心思是要讓眾人得救
[00:13:49.200 --> 00:13:54.320]  用盡各樣方法來將他們挽回
[00:13:54.320 --> 00:14:00.880]  其中懲罰 執行 訓導 指教
[00:14:00.880 --> 00:14:04.320]  就是以挽回為目的
[00:14:04.320 --> 00:14:08.160]  這個觀念和在《新約聖經》
[00:14:08.160 --> 00:14:11.360]  《迦拉太書》談論到我們作為臣子民
[00:14:11.360 --> 00:14:15.600]  在這個世界上要去作挽回的工作
[00:14:15.600 --> 00:14:19.280]  是無獨有偶地是相同的
[00:14:19.280 --> 00:14:22.720]  只不過我們的程度和上帝的程度
[00:14:22.720 --> 00:14:26.880]  可能有某些地方我們是適可而止
[00:14:26.880 --> 00:14:31.760]  上帝卻是做到盡給我們看
[00:14:31.760 --> 00:14:32.960]  我們一起去看看
[00:14:32.960 --> 00:14:35.840]  今天我們看單純第十節
[00:14:35.840 --> 00:14:38.800]  從第十節裡面我們會看到
[00:14:38.800 --> 00:14:41.440]  上帝有兩樣東西
[00:14:41.440 --> 00:14:46.880]  對於以東是看得非常準確的
[00:14:46.880 --> 00:14:50.080]  一會詳細去看哪兩方面
[00:14:50.080 --> 00:14:52.400]  當然說到要分開兩部分
[00:14:52.400 --> 00:14:58.080]  我重複說一下前文所說的東西
[00:14:58.080 --> 00:15:03.200]  大家還記得從第五節到第九節裡面
[00:15:03.200 --> 00:15:04.960]  我們說到的就是
[00:15:04.960 --> 00:15:09.040]  當一個人有錯就要去改
[00:15:09.040 --> 00:15:11.200]  要去承認自己的錯
[00:15:11.200 --> 00:15:13.520]  透過認罪悔改
[00:15:13.520 --> 00:15:20.720]  來回歸上帝的期望
[00:15:20.720 --> 00:15:22.560]  很多人看認罪悔改
[00:15:22.560 --> 00:15:26.480]  其實只不過是一種難堪的感受
[00:15:26.480 --> 00:15:29.200]  但是請大家弟兄姊妹留意
[00:15:29.200 --> 00:15:32.640]  在聖經裡面認罪悔改
[00:15:32.640 --> 00:15:35.680]  尤其是悔改這個字眼
[00:15:35.680 --> 00:15:39.440]  在聖經新約裡面
[00:15:39.440 --> 00:15:45.120]  往往都和感覺是沒有關係的
[00:15:45.120 --> 00:15:47.280]  用英文所說就是
[00:15:47.280 --> 00:15:53.200]  Repentance is not just about emotion
[00:15:53.200 --> 00:15:54.720]  很多時候我們以為
[00:15:54.720 --> 00:15:56.640]  哎呀 有人去信主了
[00:15:56.640 --> 00:15:59.200]  要使他在呼召的時候
[00:15:59.200 --> 00:16:01.840]  舉手認罪悔改
[00:16:01.840 --> 00:16:04.400]  使他痛哭流涕
[00:16:04.400 --> 00:16:10.160]  發洩了他心裡那種憂傷被罪的困鎖之後
[00:16:10.160 --> 00:16:13.120]  他就真的信耶穌了
[00:16:13.120 --> 00:16:15.120]  弟兄姊妹
[00:16:15.120 --> 00:16:17.920]  感性上面我們可以流露
[00:16:17.920 --> 00:16:21.200]  上帝沒有否定過這件事
[00:16:21.200 --> 00:16:26.240]  但是如果你的悔改只停留在感性層面上
[00:16:26.240 --> 00:16:30.880]  是一件非常危險的事情
[00:16:30.880 --> 00:16:34.480]  因為感性只不過是一個發洩
[00:16:34.480 --> 00:16:39.200]  不是一個人生的取向的改變
[00:16:39.200 --> 00:16:43.840]  真正的悔改在聖經裡面所指的是
[00:16:43.840 --> 00:16:49.120]  整個人的思想以及靈性的一種轉移
[00:16:49.120 --> 00:16:52.960]  這個轉移是180度的轉移
[00:16:52.960 --> 00:16:55.920]  叫那個人立定心意
[00:16:55.920 --> 00:16:59.440]  再不會重蹈覆轍
[00:16:59.440 --> 00:17:02.480]  這種就是真正的悔改
[00:17:02.480 --> 00:17:06.640]  不只是在報道會裡面哭著
[00:17:06.640 --> 00:17:08.160]  哎呀 我好慘啊
[00:17:08.160 --> 00:17:10.240]  我曾經做過什麼壞事
[00:17:10.240 --> 00:17:11.760]  得罪過哪個人
[00:17:11.760 --> 00:17:13.600]  我傷害過哪個人
[00:17:13.600 --> 00:17:16.080]  我家人我怎樣傷害過他
[00:17:16.080 --> 00:17:18.800]  我好痛哭 後來後悔
[00:17:18.800 --> 00:17:22.640]  求神讓我能夠在這個時候釋放
[00:17:22.640 --> 00:17:25.440]  沒錯 你可以釋放
[00:17:25.440 --> 00:17:30.240]  但是你的人生取向是不是跟著下去去改變呢
[00:17:30.240 --> 00:17:32.880]  我相信如果被你得罪過的人
[00:17:32.880 --> 00:17:35.360]  傷害過的人
[00:17:35.360 --> 00:17:38.960]  他更大的感恩是看見你的改變
[00:17:38.960 --> 00:17:41.760]  你的傷害在他曾經身上做過的
[00:17:41.760 --> 00:17:43.920]  你以後立志不再做
[00:17:43.920 --> 00:17:47.360]  那個人才是最大的喜樂
[00:17:47.360 --> 00:17:48.640]  所以換句話來說
[00:17:48.640 --> 00:17:49.840]  你要洗人家
[00:17:49.840 --> 00:17:52.640]  譬如我自己做過一些錯事
[00:17:52.640 --> 00:17:56.480]  我分享我和大家以前有一個人
[00:17:56.480 --> 00:17:59.040]  他整天都在取笑我家人
[00:17:59.040 --> 00:18:03.120]  取笑我有知我在放學的時候
[00:18:03.120 --> 00:18:08.000]  向著這個阿伯說了一句粗口
[00:18:08.000 --> 00:18:09.760]  然後被我媽媽抓了一輪
[00:18:09.760 --> 00:18:10.800]  罵了一輪
[00:18:10.800 --> 00:18:17.200]  還要真心下去和這個阿伯承認自己錯
[00:18:17.200 --> 00:18:20.320]  我好記得當時我媽媽在沒帶我下去之前
[00:18:20.320 --> 00:18:22.320]  她說過一番話
[00:18:22.320 --> 00:18:25.680]  她說你知不知道你自己錯了什麼
[00:18:25.680 --> 00:18:27.360]  我說錯了什麼
[00:18:27.360 --> 00:18:29.840]  是不是我說了粗口罵阿伯
[00:18:29.840 --> 00:18:33.840]  我媽媽說不是說粗口罵阿伯是錯
[00:18:33.840 --> 00:18:36.400]  這個阿伯其實應該要用多些粗口罵
[00:18:36.400 --> 00:18:38.640]  真是壞人
[00:18:38.640 --> 00:18:43.040]  不過你錯的是錯在收家
[00:18:43.040 --> 00:18:47.760]  這個不是我教你的
[00:18:47.760 --> 00:18:50.480]  你是我家的兒子
[00:18:50.480 --> 00:18:52.400]  是代表著我的家
[00:18:52.400 --> 00:18:56.640]  你的行事為人是供一個家庭的榮耀
[00:18:56.640 --> 00:18:59.760]  同樣作為弟兄姐妹我們屬神的子民
[00:18:59.760 --> 00:19:01.360]  我們在這個地上活著
[00:19:01.360 --> 00:19:06.320]  是做著上帝的榮耀的代表
[00:19:06.320 --> 00:19:09.040]  你的行事為人做得不好的時候
[00:19:09.040 --> 00:19:10.880]  是羞辱上帝
[00:19:10.880 --> 00:19:12.400]  當你做得好的時候
[00:19:12.400 --> 00:19:16.960]  別人看到的時候是榮耀上帝
[00:19:16.960 --> 00:19:19.920]  所以當我真正明白這一點的時候
[00:19:19.920 --> 00:19:24.720]  我媽媽帶我去跟她道歉的時候
[00:19:24.720 --> 00:19:30.160]  自那一刻之後我沒有跟這個人再說過一句粗口
[00:19:30.160 --> 00:19:32.400]  那你說牧師你之後有沒有說粗口
[00:19:32.400 --> 00:19:34.800]  那我當然有說粗口
[00:19:34.800 --> 00:19:37.200]  我不會否定的
[00:19:37.200 --> 00:19:39.440]  但我不會再用這樣的情況
[00:19:39.440 --> 00:19:42.720]  很衝動的去說粗口
[00:19:42.720 --> 00:19:44.320]  你說說粗口小事而已
[00:19:44.320 --> 00:19:45.920]  弟兄姐妹
[00:19:45.920 --> 00:19:50.400]  不是啊 我家門受羞辱
[00:19:50.400 --> 00:19:52.320]  這是我的榮耀
[00:19:52.320 --> 00:19:55.120]  我家庭的榮耀
[00:19:55.120 --> 00:19:57.920]  我們同樣在上帝裏面
[00:19:57.920 --> 00:20:00.640]  有沒有認真地悔改呢
[00:20:00.640 --> 00:20:02.800]  不會再重蹈覆轍呢
[00:20:02.800 --> 00:20:05.600]  我想如果你真誠的改變
[00:20:05.600 --> 00:20:07.760]  那個被你罵過的人
[00:20:07.760 --> 00:20:13.360]  他就會覺得這個人都有得救
[00:20:13.360 --> 00:20:15.360]  所以當我們作為基督徒
[00:20:15.360 --> 00:20:21.520]  見到上帝怎樣懲罰一些惡人在這個世界的上面
[00:20:21.520 --> 00:20:24.240]  我們不是說感謝主
[00:20:24.240 --> 00:20:25.840]  為我們伸冤
[00:20:25.840 --> 00:20:28.960]  因為這個人曾經怎樣惡待過我
[00:20:28.960 --> 00:20:31.440]  反過來我們要去問上帝
[00:20:31.440 --> 00:20:38.000]  上帝 我的囚敵被你去作出一個警告
[00:20:38.000 --> 00:20:41.440]  甚至去作出管教
[00:20:41.440 --> 00:20:45.920]  其實這個是不是同樣對我的一個提醒
[00:20:45.920 --> 00:20:50.400]  和一個令我靈性更新的機會呢
[00:20:50.400 --> 00:20:52.640]  我有沒有在這個地方的上面
[00:20:52.640 --> 00:20:56.400]  能夠更加仔細去明白你的心思
[00:20:56.400 --> 00:20:58.640]  而活在這個地上
[00:20:58.640 --> 00:21:01.200]  使我成為上帝你在這個地上
[00:21:01.200 --> 00:21:06.800]  能夠見證出你的生命給人看的一個媒介呢
[00:21:06.800 --> 00:21:09.840]  這個是上文我們所看的
[00:21:09.840 --> 00:21:11.760]  好了 來到今天
[00:21:11.760 --> 00:21:15.200]  來到這段聖經第十節
[00:21:15.200 --> 00:21:18.000]  第十節不是很長
[00:21:18.000 --> 00:21:21.600]  數起來好像中文都沒有多少個字
[00:21:21.600 --> 00:21:24.640]  我想大約15個字 14個字左右
[00:21:24.640 --> 00:21:26.880]  15個字
[00:21:26.880 --> 00:21:30.080]  3,6,1,10,2,6,1,12
[00:21:30.080 --> 00:21:32.240]  13,14,15,16 16個字
[00:21:32.240 --> 00:21:34.720]  16個字和合本
[00:21:34.720 --> 00:21:38.240]  講一堂到
[00:21:38.240 --> 00:21:41.680]  牧師你是不是很忙沒空
[00:21:41.680 --> 00:21:44.400]  不是的 這句話
[00:21:44.400 --> 00:21:48.080]  如果當我們再重新仔細看的時候
[00:21:48.080 --> 00:21:50.400]  他裡面所講的東西
[00:21:50.400 --> 00:21:54.640]  其實透露了上帝一方面
[00:21:54.640 --> 00:21:58.240]  看出以東人或者以素
[00:21:58.240 --> 00:22:02.320]  他的本性上面的核心問題 癥結在哪裡
[00:22:02.320 --> 00:22:03.440]  另外一樣東西
[00:22:03.440 --> 00:22:06.720]  就是他同時間看到這個性情
[00:22:06.720 --> 00:22:12.640]  以素或者以東這個性情所招致的下場是怎麼樣
[00:22:12.640 --> 00:22:15.920]  當上帝看到這兩點的時候
[00:22:15.920 --> 00:22:19.520]  他就不想人走到這個結局
[00:22:19.520 --> 00:22:24.160]  就是說以東以素人曾經欺負過
[00:22:24.160 --> 00:22:27.440]  甚至陷害過猶大國
[00:22:27.440 --> 00:22:29.280]  上帝都想他走出來
[00:22:29.280 --> 00:22:31.600]  我們看看上帝這份心腸是怎麼樣
[00:22:31.600 --> 00:22:33.440]  第一件事我們看看第十節
[00:22:33.440 --> 00:22:36.640]  應該怎樣去翻譯這一句說話
[00:22:36.640 --> 00:22:38.640]  和合本這樣說
