
[00:00:00.000 --> 00:00:10.600]  最後這一堂我都是帶著很愚易的心
[00:04:48.000 --> 00:04:51.080]  你知道這個世界是這樣的
[00:04:51.080 --> 00:04:55.160]  凡事上帝說不對 都是有道理的
[00:04:55.160 --> 00:04:57.480]  以色列人覺得上帝做很多事
[00:04:57.480 --> 00:05:00.200]  他們都覺得上帝很煩的 你中國搞我
[00:05:00.200 --> 00:05:03.960]  上帝說 你想怎樣呢?
[00:05:03.960 --> 00:05:05.880]  所以以色列人厭煩上帝
[00:05:05.880 --> 00:05:11.120]  就真的是一個根源 你看一下
[00:05:11.120 --> 00:05:18.680]  那個根源在歷史上就給我們看到一個端倪
[00:05:18.680 --> 00:05:24.280]  原來自從亞當以來 人是一直厭煩上帝的
[00:05:24.280 --> 00:05:28.720]  因為亞當作為人 這個字離開的意思
[00:05:28.720 --> 00:05:31.800]  你知道聖經有兩個字 稍後會說
[00:05:31.800 --> 00:05:33.640]  兩個都是講人的
[00:05:33.640 --> 00:05:35.480]  但這兩個字是相反的
[00:05:35.480 --> 00:05:38.640]  亞當大家會知道 亞當就是人
[00:05:38.640 --> 00:05:42.840]  但亞當的原意是離開的 就是這個人
[00:05:42.840 --> 00:05:46.760]  原來總的字也是講人的
[00:05:46.760 --> 00:05:49.640]  亞羅時 稍後會說 回歸的
[00:05:49.640 --> 00:05:52.200]  我們先說這個 亞當
[00:05:52.200 --> 00:05:57.320]  離開上帝 神很厭煩 不想聽他講
[00:05:57.320 --> 00:06:00.480]  整天看著 監管著我
[00:06:00.480 --> 00:06:04.920]  就由一個哲學家 請你打下一張
[00:06:04.920 --> 00:06:07.960]  大家很認識的 就是尼采
[00:06:07.960 --> 00:06:13.080]  尼采就在他一本書叫《查拉圖斯吾士說》
[00:06:13.080 --> 00:06:19.080]  就是剛才那一張影片
[00:06:19.080 --> 00:06:22.760]  那本書就叫《查拉圖斯吾士說》
[00:06:22.760 --> 00:06:26.120]  尼采我們很熟悉 他經常說上帝死了
[00:06:26.120 --> 00:06:33.200]  上帝之死 尼采這個人的故事很多
[00:06:33.200 --> 00:06:35.400]  他之所以受重視
[00:06:35.400 --> 00:06:38.680]  因為他很重視個人
[00:06:38.680 --> 00:06:43.440]  《查拉圖斯吾士說》裡面有一個故事
[00:06:43.440 --> 00:06:46.320]  他就說裡面有一個超人
[00:06:46.320 --> 00:06:48.880]  這個超人就不是superman
[00:06:48.880 --> 00:06:51.840]  英文的翻譯就叫做overman
[00:06:51.840 --> 00:06:56.480]  你記得 是overman 就是說他與眾不同
[00:06:56.480 --> 00:06:59.760]  這個人他住在山洞裡
[00:06:59.760 --> 00:07:03.160]  他有兩個朋友 頭上有一隻鷹
[00:07:03.160 --> 00:07:07.040]  地上有一條蛇 這個是一個寵物
[00:07:07.040 --> 00:07:11.520]  他很喜歡去市集那裡
[00:07:11.520 --> 00:07:14.680]  你看那本書就有了《查拉圖斯吾士說》
[00:07:14.680 --> 00:07:17.360]  就說一些東西沒有人明白的
[00:07:17.360 --> 00:07:20.320]  他喜歡說上帝死了
[00:07:20.320 --> 00:07:22.320]  那些人已經聽慣了
[00:07:22.320 --> 00:07:24.960]  不過今天有些不同
[00:07:24.960 --> 00:07:30.080]  今天就在當天太陽在頭頂的時候
[00:07:30.080 --> 00:07:33.920]  就發現這個overman 查拉圖斯
[00:07:33.920 --> 00:07:36.480]  他就帶著一個燈籠
[00:07:36.480 --> 00:07:40.560]  在日光之下就去到人群當中
[00:07:40.560 --> 00:07:42.360]  那些人都習慣了
[00:07:42.360 --> 00:07:45.840]  那些人說的東西都是發神經的
[00:07:45.840 --> 00:07:48.040]  那他儘管就聽一下
[00:07:48.040 --> 00:07:49.880]  這次查拉圖斯來到
[00:07:49.880 --> 00:07:54.880]  他就說很黑啊 很黑啊
[00:07:54.880 --> 00:07:56.400]  有沒有搞錯啊?
[00:07:56.400 --> 00:07:57.960]  太陽在上面這麼光
[00:07:57.960 --> 00:08:01.280]  還說很黑啊 所以帶著燈籠
[00:08:01.280 --> 00:08:03.200]  那些人瘋了
[00:08:03.200 --> 00:08:05.320]  不過他很喜歡說話
[00:08:05.320 --> 00:08:07.520]  查拉圖斯有什麼要說?
[00:08:07.520 --> 00:08:10.520]  他說我今天真的要和你說
[00:08:10.520 --> 00:08:12.720]  上帝死了
[00:08:12.720 --> 00:08:14.440]  上帝死了?
[00:08:14.440 --> 00:08:16.760]  你上次都說上帝笑死了
[00:08:16.760 --> 00:08:18.440]  這次又怎麼死?
[00:08:18.440 --> 00:08:21.720]  他說不是 我這次很認真和你說
[00:08:21.720 --> 00:08:23.720]  他說上帝死了
[00:08:23.720 --> 00:08:25.720]  那些人就說 真的上帝死了
[00:08:25.720 --> 00:08:27.720]  怎麼死啊?
[00:08:27.720 --> 00:08:31.400]  他很認真說
[00:08:31.400 --> 00:08:33.960]  你們殺了上帝
[00:08:33.960 --> 00:08:34.760]  那些人就裝作
[00:08:34.760 --> 00:08:35.960]  哎呀 我們殺了上帝啊
[00:08:35.960 --> 00:08:39.080]  很害怕啊 很害怕啊
[00:08:39.080 --> 00:08:40.520]  他說我說真的
[00:08:40.520 --> 00:08:42.520]  他說你們殺了上帝
[00:08:42.520 --> 00:08:44.840]  他說我們什麼時候殺上帝啊?
[00:08:44.840 --> 00:08:46.480]  你昨晚殺了上帝
[00:08:46.480 --> 00:08:49.200]  他說是啊 我們昨晚殺了上帝啊
[00:08:49.200 --> 00:08:51.200]  他說我們怎麼殺上帝啊?
[00:08:51.200 --> 00:08:55.200]  他說因為上帝很煩
[00:08:55.200 --> 00:08:56.640]  他就用這個詞
[00:08:56.640 --> 00:08:58.160]  Really?
[00:08:58.160 --> 00:09:00.800]  他說因為覺得上帝很煩
[00:09:00.800 --> 00:09:02.480]  什麼都管
[00:09:02.480 --> 00:09:06.160]  幾千年來 你做什麼都管
[00:09:06.160 --> 00:09:08.400]  不准你這樣 不准你這樣
[00:09:08.400 --> 00:09:11.800]  你要放縱自己上帝又不給
[00:09:11.800 --> 00:09:13.920]  你要搞分割程式上帝不給
[00:09:13.920 --> 00:09:16.480]  你做生意出賣不給
[00:09:16.480 --> 00:09:19.440]  考試作弊不給 上帝很煩
[00:09:19.440 --> 00:09:23.520]  所以直到有一天 就是昨晚
[00:09:23.520 --> 00:09:26.400]  你們這幫人個個受不了了
[00:09:26.400 --> 00:09:32.000]  忍受不住 於是聯合起來殺了上帝
[00:09:32.000 --> 00:09:33.600]  那些人就說
[00:09:33.600 --> 00:09:36.800]  這個查拉圖斯今天好像有話說
[00:09:36.800 --> 00:09:41.200]  他說是啊 上帝真的很煩
[00:09:41.200 --> 00:09:43.360]  他說你知不知道
[00:09:43.360 --> 00:09:45.600]  當你們殺了上帝之後
[00:09:45.600 --> 00:09:50.800]  這個世界再沒有煩你的上帝了
[00:09:50.800 --> 00:09:55.040]  上帝過去是為你提供了道德標準
[00:09:55.040 --> 00:09:57.520]  提供了人生方向
[00:09:57.520 --> 00:10:00.240]  提供了建設的這個世界
[00:10:00.240 --> 00:10:02.240]  建設的計劃
[00:10:02.240 --> 00:10:04.480]  現在你殺了上帝了
[00:10:04.480 --> 00:10:06.560]  那就什麼都沒有了
[00:10:06.560 --> 00:10:10.720]  那整個世界就會陷入了黑暗裡面
[00:10:10.720 --> 00:10:13.280]  沒有上帝 這個世界就黑暗裡面
[00:10:13.280 --> 00:10:16.080]  所以你看不到 我拿著燈籠來
[00:10:16.080 --> 00:10:19.440]  這個世界很黑暗 你不知道嗎?
[00:10:19.440 --> 00:10:22.080]  那幫人就開始安靜了
[00:10:22.080 --> 00:10:26.080]  想一想 這個人有話要說
[00:10:26.080 --> 00:10:30.080]  這個人就跟他說 查拉圖斯
[00:10:30.080 --> 00:10:34.480]  殺了上帝 那以後怎麼辦?
[00:10:34.480 --> 00:10:41.520]  他說不用怕 雖然上帝被你殺了
[00:10:41.520 --> 00:10:46.000]  從今以後沒有人再管你了
[00:10:46.000 --> 00:10:50.720]  所以你聽著 路是你走出來的
[00:10:50.720 --> 00:10:52.880]  歷史是你寫的
[00:10:52.880 --> 00:10:54.640]  沒有了上帝的光
[00:10:54.640 --> 00:10:56.960]  我們有人的理性之光
[00:10:56.960 --> 00:10:58.880]  就好像我們的燈籠一樣
[00:10:58.880 --> 00:11:00.320]  照著你走
[00:11:00.320 --> 00:11:03.600]  就憑著我們人的理性之光
[00:11:03.600 --> 00:11:06.000]  走你的路 寫你的歷史
[00:11:06.000 --> 00:11:08.480]  自己負責 不需要上帝
[00:11:08.480 --> 00:11:12.800]  Don't worry 查拉圖斯說完了
[00:11:12.800 --> 00:11:17.520]  嘟嘟嘟嘟 就走了
[00:11:17.520 --> 00:11:21.760]  故事就說完了 它說了什麼呢?
[00:11:21.760 --> 00:11:24.480]  其實它都不是說上帝的事
[00:11:24.480 --> 00:11:27.200]  它是說西方的一個文化
[00:11:27.200 --> 00:11:29.360]  這個教教文化過去
[00:11:29.360 --> 00:11:33.440]  是提供給西方人的價值觀
[00:11:33.440 --> 00:11:35.680]  提供給他們的生活方式
[00:11:35.680 --> 00:11:38.560]  是提供給他們很多好的東西
[00:11:38.560 --> 00:11:42.320]  但是人厭棄 不喜歡
[00:11:42.320 --> 00:11:44.560]  人喜歡自己的東西
[00:11:44.560 --> 00:11:48.240]  所以將整個文化上的上帝殺了
[00:11:48.240 --> 00:11:52.480]  不要教教 不要傳統的東西
[00:11:52.480 --> 00:11:54.960]  要的就是我喜歡怎麼走
[00:11:54.960 --> 00:11:59.360]  路是我走出來的 歷史是我寫的
[00:11:59.360 --> 00:12:03.680]  沒有上帝 不需要真理 我就是真理
[00:12:03.680 --> 00:12:07.760]  Subjectivity is true 我就是真理
[00:12:07.760 --> 00:12:12.320]  這個思想直接影響後現代
[00:12:12.320 --> 00:12:18.080]  當尼加將上帝的話跟這幫以色列人說
[00:12:18.080 --> 00:12:21.600]  他們覺得上帝很煩 真的
[00:12:21.600 --> 00:12:25.040]  這幫以色列人覺得上帝很煩
[00:12:25.040 --> 00:12:27.920]  上帝雖然幫他們做了很多事
[00:12:27.920 --> 00:12:31.280]  但是以色列人說 你由得我吧
[00:12:31.280 --> 00:12:33.600]  我聽我的子女說 你由得我吧
[00:12:33.600 --> 00:12:36.480]  我的房間很亂 你由得我吧
[00:12:36.480 --> 00:12:39.040]  你讓我亂一下吧
[00:12:39.040 --> 00:12:42.320]  你媽媽說 要睡很晚了 你由得我吧
[00:12:42.320 --> 00:12:45.360]  讓我放縱一下吧 我今天要打遊戲
[00:12:45.360 --> 00:12:46.640]  你由得我吧
[00:12:46.640 --> 00:12:49.520]  他現在還可以說 你由得我吧
[00:12:49.520 --> 00:12:51.680]  但是那些人 坐在那裡都傻了
[00:12:51.680 --> 00:12:54.080]  你不要理我 你再理我 塞我門
[00:12:54.080 --> 00:12:56.080]  趕你出去
[00:12:56.080 --> 00:13:00.800]  很難看 以色列就是這樣的態度
[00:13:00.800 --> 00:13:03.600]  下面一張
[00:13:03.600 --> 00:13:07.840]  當以色列人這樣對上帝講的時候
[00:13:07.840 --> 00:13:10.800]  你猜他們怎麼回應上帝呢?
[00:13:10.800 --> 00:13:18.640]  所以下面那裡有一個字
[00:13:18.640 --> 00:13:25.360]  就在這裡 那段經文其實是很晦氣的
[00:13:25.360 --> 00:13:27.280]  那個經文怎麼晦氣呢?
[00:13:27.280 --> 00:13:32.720]  它就說 那又怎麼樣呢?
[00:13:32.720 --> 00:13:36.800]  是啊 那我做好一點給你吧
[00:13:36.800 --> 00:13:39.280]  怎麼做好一點呢?
[00:13:39.280 --> 00:13:42.960]  我就憲制
[00:13:42.960 --> 00:13:44.960]  其實那幫以色列人是沒有什麼協議的
[00:13:44.960 --> 00:13:47.840]  他們沒有說 哎呀 上帝對不起
[00:13:47.840 --> 00:13:51.120]  你是好的 我不騙你 不是這樣
[00:13:51.120 --> 00:13:53.120]  他們用一種很煩的說話
[00:13:53.120 --> 00:13:57.120]  他說 好了 好了 我知錯了 那又怎麼樣呢?
[00:13:57.120 --> 00:14:01.920]  那我就憲一歲的牛毒為繁制
[00:14:01.920 --> 00:14:03.920]  就是那種語氣
[00:14:03.920 --> 00:14:06.720]  我憲一歲的牛毒做法行不行啊?
[00:14:06.720 --> 00:14:08.000]  不夠啊?
[00:14:08.000 --> 00:14:12.400]  我憲過千千的羔羊 萬萬的牛
[00:14:12.400 --> 00:14:16.080]  或者萬萬的油河 夠了沒有?
[00:14:16.080 --> 00:14:19.600]  他不是說悔改 對不起 上帝 我知錯了
[00:14:19.600 --> 00:14:21.920]  我從今以後 我聽說 不是
[00:14:21.920 --> 00:14:27.200]  用憲制 用金錢賄賂上帝
[00:14:27.200 --> 00:14:30.080]  你給我吧 我不想聽你的話
[00:14:30.080 --> 00:14:33.200]  如果你喜歡的話 我獻給你 算了
[00:14:33.200 --> 00:14:36.640]  千千的羔羊 萬萬的油河 夠了沒有?
[00:14:36.640 --> 00:14:39.440]  還不滿意啊? 好 開個價
[00:14:39.440 --> 00:14:41.440]  我將我身出最重外的
[00:14:41.440 --> 00:14:43.120]  我將兒子也給你了
[00:14:43.120 --> 00:14:47.280]  總之你不要出聲 閉上你的嘴
[00:14:47.280 --> 00:14:50.320]  你明不明白那些以色列人的語氣
[00:14:50.320 --> 00:14:54.480]  是這樣跟上帝說的 是很氣死上帝的
[00:14:54.480 --> 00:14:59.040]  他以為金錢萬能 憲制萬能
[00:14:59.040 --> 00:15:03.280]  那上帝收了憲制的東西
[00:15:03.280 --> 00:15:05.440]  上帝就閉上嘴 不煩你了
[00:15:05.440 --> 00:15:06.720]  你喜歡就怎樣就怎樣
[00:15:06.720 --> 00:15:10.000]  你出夜街就行 你出去什麼都可以了
[00:15:10.000 --> 00:15:13.120]  我不出聲了 你打遊戲機也好 不讀書也好
[00:15:15.600 --> 00:15:21.520]  他們受當時的迦南那種宗教
[00:15:21.520 --> 00:15:25.920]  就是以憲制去賄賂他們的時候
[00:15:25.920 --> 00:15:29.120]  他們已經中毒很深了
[00:15:29.120 --> 00:15:31.120]  所以尼加斯他在說
[00:15:31.120 --> 00:15:34.080]  他要從當時的迦南風俗
[00:15:34.080 --> 00:15:39.520]  那種宗教的那種情況釋放出來
[00:15:39.520 --> 00:15:43.520]  表面看來就說又獻很多取於上帝
[00:15:43.520 --> 00:15:47.040]  背後就是回應那種很煩的制度
[00:15:47.040 --> 00:15:51.120]  「不要說話 你要什麼我給你」
[00:15:51.120 --> 00:15:57.040]  上帝說 我擁有整個宇宙 萬物都是我
[00:15:57.040 --> 00:15:59.760]  你欠的算什麼 我不是要這些
[00:15:59.760 --> 00:16:04.000]  我要的是你的心 你的回歸
[00:16:04.000 --> 00:16:06.560]  你回轉的心給我
[00:16:06.560 --> 00:16:11.360]  於是上帝就跟他說他們的要求
[00:16:11.360 --> 00:16:17.120]  這個要求是很簡單的
[00:16:17.120 --> 00:16:18.480]  我們一起讀
[00:16:18.480 --> 00:16:23.200]  「世人也說以子是你何為善
[00:16:23.200 --> 00:16:26.080]  他向你所要的是什麼呢
[00:16:26.080 --> 00:16:30.480]  只要你行公義 好憐憫 全謙卑的心
[00:16:30.480 --> 00:16:32.880]  與你的上帝同行」
[00:16:32.880 --> 00:16:36.000]  上帝說 其實不是要你很多
[00:16:36.000 --> 00:16:40.880]  「我要你的行公義 好憐憫 全謙卑的心
[00:16:40.880 --> 00:16:45.200]  但留意 第一個字 世人也」
[00:16:45.200 --> 00:16:48.960]  他不是用以色列人
[00:16:48.960 --> 00:16:53.440]  他不是用我的兒子 不是
[00:16:53.440 --> 00:16:55.440]  他是用世人也
[00:16:55.440 --> 00:16:58.080]  但是你看看前面的經文
[00:16:58.080 --> 00:17:01.440]  是以色列人和上帝的關係
[00:17:01.440 --> 00:17:02.960]  他覺得上帝很煩
[00:17:02.960 --> 00:17:05.680]  以色列人是上帝的子民
[00:17:05.680 --> 00:17:07.440]  但上帝很奇怪的
[00:17:07.440 --> 00:17:09.040]  他是用世人也
[00:17:09.040 --> 00:17:14.800]  原來這個字背後是大有文章
[00:17:14.800 --> 00:17:20.480]  世人這個字是用亞當這個字
[00:17:20.480 --> 00:17:22.000]  這個字不是錯的
[00:17:22.000 --> 00:17:26.560]  因為希伯來文亞當就是人
[00:17:26.560 --> 00:17:30.320]  但是亞當是離棄了上帝
[00:17:30.320 --> 00:17:34.240]  不聽上帝的話 走出來的那個人
[00:17:34.240 --> 00:17:38.400]  原來還有一個字 也是人
[00:17:38.400 --> 00:17:41.360]  這個字就是以羅氏
[00:17:41.360 --> 00:17:44.080]  就是那時人
[00:17:44.080 --> 00:17:47.920]  這個就是蔡特生的兒子 叫以羅氏
[00:17:47.920 --> 00:17:55.040]  就是那時人轉回求告耶和華的命
[00:17:55.040 --> 00:17:57.920]  都是人 但兩個人是不同的
[00:17:57.920 --> 00:18:01.840]  一個人離開了上帝 就是亞當
[00:18:01.840 --> 00:18:05.680]  一個人回歸上帝 就是以羅氏
[00:18:05.680 --> 00:18:13.360]  後面詩篇 摩西就用世人 人要歸回上帝
[00:18:13.360 --> 00:18:18.240]  摩西不是用亞當 是用以羅氏
[00:18:18.240 --> 00:18:22.800]  以羅氏就是代表了上帝的子民
[00:18:22.800 --> 00:18:26.160]  亞當是代表了全世界的人
[00:18:26.160 --> 00:18:30.400]  現在上帝是和以色列人說話
[00:18:30.400 --> 00:18:34.880]  但突然間他轉換了 他沒有用以羅氏
[00:18:34.880 --> 00:18:39.600]  以羅氏是上帝和自己子民聊天 是用以羅氏的
[00:18:39.600 --> 00:18:42.240]  但現在他和以色列人說 他不用以羅氏
[00:18:42.240 --> 00:18:45.760]  是用世人 有什麼意思呢 有
[00:18:45.760 --> 00:18:49.360]  因為上帝現在要求這幫以色列人
[00:18:49.360 --> 00:18:52.000]  不是要求最高的層面
[00:18:52.000 --> 00:18:54.640]  就是在宗教屬靈的層面
[00:18:54.640 --> 00:18:58.560]  他先要求這幫以色列人是最低的層面
[00:18:58.560 --> 00:19:00.960]  就好像外面的人一樣要求
[00:19:00.960 --> 00:19:03.680]  意思就是說 你是我子民
[00:19:03.680 --> 00:19:06.880]  但現在我不是用以羅氏去要求你
[00:19:06.880 --> 00:19:09.120]  我只是用普通的外面的人
[00:19:09.120 --> 00:19:13.360]  只要行公義 好憐憫 謙卑的心與神同行
[00:19:13.360 --> 00:19:19.920]  這是全世界的人 所有的人都應該盡的本分
[00:19:19.920 --> 00:19:23.200]  就是基督徒 基督徒有兩個層面
[00:19:23.200 --> 00:19:26.560]  一個層面就是我們行上帝的旨意
[00:19:26.560 --> 00:19:28.560]  做好我們屬靈的本分
[00:19:28.560 --> 00:19:30.880]  但是有一個就是基督徒都是人
[00:19:30.880 --> 00:19:33.120]  我們都要好像普通人一樣
[00:19:33.120 --> 00:19:36.480]  好好去待人 在工作上好好盡心
[00:19:36.480 --> 00:19:38.480]  讀書上好好地去讀書
[00:19:38.480 --> 00:19:40.320]  這個是基本責任
[00:19:40.320 --> 00:19:43.680]  所有的人 包括基督徒都要盡的責任
[00:19:43.680 --> 00:19:47.120]  然後才去說你怎樣好做基督徒
[00:19:47.120 --> 00:19:50.960]  就是說 因為基督徒你不能說我在教會很好的
[00:19:50.960 --> 00:19:52.800]  很屬靈的 很愛主的
[00:19:52.800 --> 00:19:56.240]  但是在外面偷呃拐騙 對人又不好
[00:19:56.240 --> 00:20:01.040]  在外面不盡人的本分 那就很困難
[00:20:01.040 --> 00:20:05.040]  所以現在耶和華上帝與以色列人
[00:20:05.040 --> 00:20:09.520]  他用這個以羅氏對自己人
[00:20:09.520 --> 00:20:12.080]  但是現在他用亞當
[00:20:12.080 --> 00:20:14.960]  當他用亞當的時候
[00:20:14.960 --> 00:20:20.320]  他就說 耶和華以指示你何為善
[00:20:20.320 --> 00:20:23.920]  就包括所有人 除了以色列人
[00:20:23.920 --> 00:20:29.520]  也都要跟所有人說 所以這個說話是開放的
[00:20:29.520 --> 00:20:33.840]  行公義 好憐憫
[00:20:33.840 --> 00:20:39.680]  第一個 下一張
[00:20:39.680 --> 00:20:44.720]  這個剛才我說了 再下一張
[00:20:44.720 --> 00:20:49.600]  耶和華指示何為善 這個是世人
[00:20:49.600 --> 00:20:54.400]  無條件的 我們要好做好 沒有想像的
[00:20:54.400 --> 00:20:57.600]  好像我們開車要守規矩 沒衝燈
[00:20:57.600 --> 00:21:02.560]  泊車就要入標 就簡單 下一張
[00:21:02.560 --> 00:21:05.760]  行公義 什麼叫做行公義呢?
[00:21:05.760 --> 00:21:13.760]  就是上帝的律法 上帝的律法是給所有人
[00:21:13.760 --> 00:21:16.000]  上帝的律法給以色列人
[00:21:16.000 --> 00:21:18.480]  其實也都給所有人
[00:21:18.480 --> 00:21:23.600]  問題是其他人 他是不去遵守
[00:21:23.600 --> 00:21:26.480]  上帝的律法是保護著以色列人
[00:21:26.480 --> 00:21:31.600]  也都包括保護當時所有的人
[00:21:31.600 --> 00:21:37.280]  我舉一個例子 這個例子是很有趣的
[00:21:37.280 --> 00:21:40.320]  在上帝的律法裏面 有一個律法就說
[00:21:40.320 --> 00:21:44.320]  不要摸死人 摸了不潔
[00:21:44.320 --> 00:21:48.320]  然後就要潔淨的 就要洗乾淨 要沖涼
[00:21:48.320 --> 00:21:52.080]  很多人就覺得這個律法很迷信的
[00:21:52.080 --> 00:21:55.040]  就是什麼死人封 摸死人
[00:21:55.040 --> 00:22:00.320]  其實是上帝為了子民 也都為了當時的人
[00:22:00.320 --> 00:22:03.680]  保護他們 就發生了一件事
[00:22:03.680 --> 00:22:07.280]  這件事是去到19世紀
[00:22:07.280 --> 00:22:10.080]  維也納醫院發生一件事
[00:22:10.080 --> 00:22:13.360]  那件事就是這樣的
[00:22:13.360 --> 00:22:17.600]  維也納的General Hospital 是一間很大的醫院
[00:22:17.600 --> 00:22:22.560]  它裏面就有產科 在醫學醫院
[00:22:22.560 --> 00:22:28.960]  但是那個產科的 就是生產的那個產房
[00:22:28.960 --> 00:22:35.920]  就發生了一件事 就是那些生產的人父
[00:22:35.920 --> 00:22:42.320]  死亡率是很高的 是高到去到25%
[00:22:42.320 --> 00:22:43.840]  是很多人害怕的
[00:22:43.840 --> 00:22:48.000]  100個人會死25個人 很可怕
[00:22:48.000 --> 00:22:53.920]  其它的醫院的產婦死亡率只有1%或者2%
[00:22:53.920 --> 00:22:58.560]  他們就不明白 於是就去研究
[00:22:58.560 --> 00:23:02.880]  為什麼維也納 當時交通不方便的
[00:23:02.880 --> 00:23:06.880]  住在附近就是醫院 你去不了別的醫院
[00:23:06.880 --> 00:23:10.320]  他們就找了很多原因 其中一個原因是很搞笑的
