
[00:00:00.000 --> 00:00:05.180]  我想和大家分享一個題目是關於亂世的
[00:04:47.020 --> 00:04:50.620]  當那些日子在那災難以後
[00:04:50.620 --> 00:04:52.220]  太陽就變黑了
[00:04:52.220 --> 00:04:54.220]  月亮也不發光
[00:04:54.220 --> 00:04:55.820]  眾星從天墜落
[00:04:55.820 --> 00:04:58.620]  天上的萬象震動
[00:04:58.620 --> 00:05:02.220]  那時你們要看見人子沒有能力和榮耀
[00:05:02.220 --> 00:05:04.220]  駕著雲降臨
[00:05:04.220 --> 00:05:08.220]  他要猜拜天使把他的選民從四方從敵極
[00:05:08.220 --> 00:05:11.220]  直到天邊都焦墜落
[00:05:12.220 --> 00:05:18.220]  這段經文一開始
[00:05:18.220 --> 00:05:23.220]  他們說到有一個聖殿很宏偉的
[00:05:23.220 --> 00:05:26.220]  當時這個聖殿建了四十多年了
[00:05:26.220 --> 00:05:29.220]  是他們當時的地標來的
[00:05:29.220 --> 00:05:31.220]  最宏偉的地方
[00:05:31.220 --> 00:05:34.220]  有個門徒對耶穌說
[00:05:34.220 --> 00:05:37.220]  你看這個聖殿多厲害多威風
[00:05:37.220 --> 00:05:39.220]  耶穌就潑冷水
[00:05:39.220 --> 00:05:42.220]  就說你不要以為他很厲害
[00:05:42.220 --> 00:05:46.220]  將來沒有一塊石頭在另一塊石頭上的
[00:05:46.220 --> 00:05:49.220]  全部都要拆的
[00:05:49.220 --> 00:05:52.220]  到了第三節
[00:05:52.220 --> 00:05:56.220]  那些門徒就走來問耶穌
[00:05:56.220 --> 00:05:58.220]  對於這個聖殿
[00:05:58.220 --> 00:06:00.220]  他說什麼時候有這些事呢
[00:06:00.220 --> 00:06:02.220]  有什麼預兆呢
[00:06:02.220 --> 00:06:05.220]  這些門徒是誤會了耶穌的意思
[00:06:05.220 --> 00:06:10.220]  其實耶穌當時是說這個時候
[00:06:10.220 --> 00:06:12.220]  之後四十年
[00:06:12.220 --> 00:06:15.220]  主後第七十年
[00:06:15.220 --> 00:06:19.220]  是羅馬兵進入耶路撒冷
[00:06:19.220 --> 00:06:21.220]  要打那些猶太人
[00:06:21.220 --> 00:06:24.220]  結果連聖殿都拆了
[00:06:24.220 --> 00:06:27.220]  其實耶穌是指那件事
[00:06:27.220 --> 00:06:29.220]  但是他們就馬上誤會了
[00:06:29.220 --> 00:06:31.220]  以為這個就是世界末日了
[00:06:31.220 --> 00:06:33.220]  以為耶穌再來
[00:06:33.220 --> 00:06:36.220]  所以耶穌接著要說一大番話
[00:06:36.220 --> 00:06:39.220]  就叫他們分開不是這樣的
[00:06:39.220 --> 00:06:41.220]  所以他在說
[00:06:41.220 --> 00:06:43.220]  這段經文是在說
[00:06:43.220 --> 00:06:46.220]  將來他們要面對的問題
[00:06:46.220 --> 00:06:49.220]  就不是世界末日
[00:06:49.220 --> 00:06:50.220]  所以他都說
[00:06:50.220 --> 00:06:52.220]  這些只是災難的起頭
[00:06:52.220 --> 00:06:54.220]  還沒到的 末日還沒到
[00:06:54.220 --> 00:06:57.220]  所以這段經文不是教我們說
[00:06:57.220 --> 00:06:59.220]  耶穌再回來之前有什麼預兆
[00:06:59.220 --> 00:07:00.220]  讓我們預備
[00:07:00.220 --> 00:07:02.220]  其實不是的
[00:07:02.220 --> 00:07:04.220]  到最後他說耶穌回來不是這樣的
[00:07:04.220 --> 00:07:06.220]  完全不是這樣的
[00:07:06.220 --> 00:07:08.220]  天都要變黑
[00:07:08.220 --> 00:07:10.220]  人人都知道的 不用說的
[00:07:10.220 --> 00:07:12.220]  耶穌回來不用預兆的
[00:07:12.220 --> 00:07:14.220]  他隨時都可以回來
[00:07:14.220 --> 00:07:16.220]  現在耶穌反而警告他們
[00:07:16.220 --> 00:07:18.220]  還有四十年
[00:07:18.220 --> 00:07:20.220]  有仗打的
[00:07:20.220 --> 00:07:23.220]  你們要怎麼面對這個情況呢?
[00:07:23.220 --> 00:07:25.220]  和我們今天一樣
[00:07:25.220 --> 00:07:27.220]  我不知道耶穌什麼時候回來
[00:07:27.220 --> 00:07:29.220]  不過擺在我們面前的
[00:07:29.220 --> 00:07:32.220]  是一個很不穩定的社會
[00:07:32.220 --> 00:07:36.220]  很多災難 很多戰爭 很多地震 饑荒
[00:07:36.220 --> 00:07:38.220]  我們怎麼面對呢?
[00:07:38.220 --> 00:07:42.220]  現在耶穌要教他們怎麼面對
[00:07:42.220 --> 00:07:44.220]  這裡說了三樣東西
[00:07:44.220 --> 00:07:47.220]  他是重複地說的
[00:07:47.220 --> 00:07:48.220]  所以很沉的
[00:07:48.220 --> 00:07:52.220]  首先我在我的大綱裡都寫了
[00:07:52.220 --> 00:07:56.220]  就是五至六節
[00:07:56.220 --> 00:07:58.220]  在開始的時候說
[00:07:58.220 --> 00:08:02.220]  和尾段21至23節都是說迷惑的
[00:08:02.220 --> 00:08:04.220]  將來很多迷惑
[00:08:04.220 --> 00:08:06.220]  第二樣東西就是災難
[00:08:06.220 --> 00:08:10.220]  七至八節和尾二那裡14至20節
[00:08:10.220 --> 00:08:12.220]  就是說很多災難 戰爭
[00:08:12.220 --> 00:08:14.220]  第三就是很多逼迫
[00:08:14.220 --> 00:08:17.220]  就是九節和十一到十三節
[00:08:17.220 --> 00:08:19.220]  這樣重複說的
[00:08:19.220 --> 00:08:22.220]  中間最重要的就是第十節
[00:08:22.220 --> 00:08:24.220]  福音要傳開
[00:08:24.220 --> 00:08:26.220]  這個是那個結構
[00:08:26.220 --> 00:08:29.220]  我就根據這三個來說
[00:08:29.220 --> 00:08:33.220]  第一就是說迷惑
[00:08:33.220 --> 00:08:36.220]  我們看第五節
[00:08:36.220 --> 00:08:39.220]  耶穌告訴他們說你們要小心
[00:08:39.220 --> 00:08:41.220]  不要被人迷惑
[00:08:41.220 --> 00:08:43.220]  有很多人要來假冒我的名字
[00:08:43.220 --> 00:08:47.220]  說我是基督 並且要迷惑許多的人
[00:08:47.220 --> 00:08:51.220]  我們跳到去第21節
[00:08:51.220 --> 00:08:53.220]  也是說這個東西的
[00:08:53.220 --> 00:08:54.220]  一開始在尾段說的
[00:08:54.220 --> 00:08:56.220]  那時如果有人對你們說
[00:08:56.220 --> 00:08:58.220]  可能基督在這裡 可能他在那裡
[00:08:58.220 --> 00:09:00.220]  你們不要信
[00:09:00.220 --> 00:09:02.220]  因為必有假基督和假先知出現
[00:09:02.220 --> 00:09:04.220]  行神跡和奇事
[00:09:04.220 --> 00:09:08.220]  如果可以的話連選民也要迷惑了
[00:09:08.220 --> 00:09:10.220]  所以你們應當小心
[00:09:10.220 --> 00:09:13.220]  我已經事先把一切都告訴你們了
[00:09:13.220 --> 00:09:15.220]  第一樣東西說的就是
[00:09:15.220 --> 00:09:17.220]  我們所面對的
[00:09:17.220 --> 00:09:21.220]  是很多真理的混淆 迷惑
[00:09:21.220 --> 00:09:27.220]  表面上它是說有很多假的基督
[00:09:27.220 --> 00:09:29.220]  這個是 那個是
[00:09:29.220 --> 00:09:32.220]  我們現在也有很多時候有的
[00:09:32.220 --> 00:09:34.220]  所謂異端
[00:09:34.220 --> 00:09:37.220]  早一陣子有東方閃電這些
[00:09:37.220 --> 00:09:39.220]  就說這個是基督了
[00:09:39.220 --> 00:09:41.220]  或者基督什麼時候會來
[00:09:41.220 --> 00:09:42.220]  我們一聽就知道了
[00:09:42.220 --> 00:09:44.220]  因為聖經說得很清楚
[00:09:44.220 --> 00:09:47.220]  基督什麼時候來我們是不知道的
[00:09:47.220 --> 00:09:49.220]  但是有很多人就算了很多數
[00:09:49.220 --> 00:09:51.220]  就預言什麼時候來
[00:09:51.220 --> 00:09:55.220]  這些我們一看就知道是假基督了
[00:09:55.220 --> 00:09:59.220]  不過這些其實是最容易拆穿的
[00:09:59.220 --> 00:10:00.220]  耶穌說的不是這些的
[00:10:00.220 --> 00:10:03.220]  當時他們不是有這些這樣的情況
[00:10:03.220 --> 00:10:05.220]  當時是什麼呢?
[00:10:05.220 --> 00:10:10.220]  當時其實是 如果你看回第22節
[00:10:10.220 --> 00:10:15.220]  它是說將來很多這些假的基督會來
[00:10:15.220 --> 00:10:18.220]  就是什麼 行神跡奇事
[00:10:18.220 --> 00:10:21.220]  其實它當時的問題是什麼呢?
[00:10:21.220 --> 00:10:23.220]  我想我們今天也有的
[00:10:23.220 --> 00:10:25.220]  我們要更加小心的
[00:10:25.220 --> 00:10:30.220]  就是有很多人誣認說基督應該是這樣的
[00:10:30.220 --> 00:10:32.220]  行很多神跡奇事
[00:10:32.220 --> 00:10:40.220]  他們當時的人是嫌耶穌不夠多神跡
[00:10:40.220 --> 00:10:43.220]  因為耶穌經常說要上十字架
[00:10:43.220 --> 00:10:47.220]  又說要被人抓 要釘死
[00:10:47.220 --> 00:10:50.220]  因為他們是很期望這個彌賽亞
[00:10:50.220 --> 00:10:52.220]  這個耶穌要來
[00:10:52.220 --> 00:10:55.220]  應該要救他們脫離羅馬兵
[00:10:55.220 --> 00:10:57.220]  羅馬的政府
[00:10:57.220 --> 00:11:02.220]  他們覺得應該要搞到很威很勁的
[00:11:02.220 --> 00:11:07.220]  他們嫌耶穌不夠威 不夠激
[00:11:07.220 --> 00:11:10.220]  所以他們就說 當時是真的
[00:11:10.220 --> 00:11:13.220]  有很多假的人 假的先知出來
[00:11:13.220 --> 00:11:14.220]  這個才是基督
[00:11:14.220 --> 00:11:16.220]  甚至他們行到一些神跡奇事的
[00:11:16.220 --> 00:11:18.220]  行到一點神跡奇事
[00:11:18.220 --> 00:11:22.220]  就說這個是了 這個才是救我們的
[00:11:22.220 --> 00:11:24.220]  耶穌說你不要相信
[00:11:24.220 --> 00:11:27.220]  那個point是什麼呢?
[00:11:27.220 --> 00:11:30.220]  其實它重要的地方
[00:11:30.220 --> 00:11:32.220]  就是我想說
[00:11:32.220 --> 00:11:36.220]  因為它是對應他們覺得聖殿很威的
[00:11:36.220 --> 00:11:38.220]  他們覺得應該
[00:11:38.220 --> 00:11:41.220]  信仰應該是很威就好了
[00:11:41.220 --> 00:11:44.220]  他們很倚靠聖殿
[00:11:44.220 --> 00:11:46.220]  好像這麼威的
[00:11:46.220 --> 00:11:48.220]  他們覺得信仰應該要很威的
[00:11:48.220 --> 00:11:50.220]  基督應該要很威的
[00:11:50.220 --> 00:11:52.220]  我們做信徒
[00:11:52.220 --> 00:11:54.220]  我們都希望教會要很威的
[00:11:54.220 --> 00:11:55.220]  要做很多神跡奇事
[00:11:55.220 --> 00:11:57.220]  這樣就很多人信主了
[00:11:57.220 --> 00:11:59.220]  耶穌說不要信了
[00:11:59.220 --> 00:12:03.220]  不要靠 要很威才行的
[00:12:03.220 --> 00:12:06.220]  這個就變成一種遺話
[00:12:06.220 --> 00:12:09.220]  我想我們要小心想一下
[00:12:09.220 --> 00:12:11.220]  我們會不會有時候好像那些門徒那樣
[00:12:11.220 --> 00:12:13.220]  最重要是聖殿夠正
[00:12:13.220 --> 00:12:16.220]  我們教會要很大
[00:12:16.220 --> 00:12:19.220]  很多人信主
[00:12:19.220 --> 00:12:20.220]  當然這些是好的
[00:12:20.220 --> 00:12:21.220]  不是一定不好
[00:12:21.220 --> 00:12:22.220]  不過耶穌說不要靠這些
[00:12:22.220 --> 00:12:23.220]  不要以為這樣
[00:12:23.220 --> 00:12:25.220]  根本不需要的
[00:12:25.220 --> 00:12:26.220]  事實上他們後來
[00:12:26.220 --> 00:12:31.220]  40年之後聖殿都沒有了
[00:12:31.220 --> 00:12:36.220]  但他們很多人就以為要威才行
[00:12:36.220 --> 00:12:38.220]  我們都要問我們自己
[00:12:38.220 --> 00:12:42.220]  很多時候我們有這些迷惑
[00:12:42.220 --> 00:12:46.220]  以為我們的世界要天下太平
[00:12:46.220 --> 00:12:48.220]  我們教會要很興旺
[00:12:48.220 --> 00:12:50.220]  這樣才行
[00:12:50.220 --> 00:12:52.220]  其實如果你看教會歷史
[00:12:52.220 --> 00:12:53.220]  一向都不是這樣的
[00:12:53.220 --> 00:12:55.220]  當時他們跟著是
[00:12:55.220 --> 00:12:56.220]  很多逼迫
[00:12:56.220 --> 00:12:58.220]  如果看《雪狼傳》
[00:12:58.220 --> 00:12:59.220]  教會不是很威的
[00:12:59.220 --> 00:13:01.220]  不用威的
[00:13:01.220 --> 00:13:03.220]  我們不要靠錯了
[00:13:03.220 --> 00:13:07.220]  耶穌說要小心
[00:13:07.220 --> 00:13:09.220]  都當那些是基督
[00:13:09.220 --> 00:13:11.220]  那些不是真正的基督
[00:13:11.220 --> 00:13:15.220]  基督其實當時就是上十字架
[00:13:15.220 --> 00:13:19.220]  人看來好像很失敗
[00:13:19.220 --> 00:13:23.220]  我想說不是說我們不要
[00:13:23.220 --> 00:13:25.220]  要教會很大
[00:13:25.220 --> 00:13:27.220]  那些不一定是不好的
[00:13:27.220 --> 00:13:29.220]  其實每個時代有不同的
[00:13:29.220 --> 00:13:32.220]  不過我們不是靠那些東西
[00:13:32.220 --> 00:13:35.220]  不是靠一些成就
[00:13:35.220 --> 00:13:41.220]  以為這樣就會很成功了
[00:13:41.220 --> 00:13:44.220]  我想大家看回他的意思是
[00:13:44.220 --> 00:13:46.220]  不要信
[00:13:46.220 --> 00:13:51.220]  不要信靠這些好像很威猛
[00:13:51.220 --> 00:13:52.220]  很有魅力
[00:13:52.220 --> 00:13:54.220]  很有果效的東西
[00:13:54.220 --> 00:13:57.220]  當然神可以使用這些東西
[00:13:57.220 --> 00:13:59.220]  有時候都會興起我們
[00:13:59.220 --> 00:14:01.220]  當時他們是
[00:14:01.220 --> 00:14:02.220]  其實四百年後
[00:14:02.220 --> 00:14:04.220]  後來整個羅馬政府
[00:14:04.220 --> 00:14:07.220]  整個羅馬帝國都變成基督教
[00:14:07.220 --> 00:14:08.220]  真的很威的
[00:14:08.220 --> 00:14:10.220]  不一定是不行的
[00:14:10.220 --> 00:14:12.220]  不過耶穌告訴你
[00:14:12.220 --> 00:14:13.220]  不一定是這樣
[00:14:13.220 --> 00:14:15.220]  不要靠這些東西
[00:14:15.220 --> 00:14:17.220]  其實他們當時
[00:14:17.220 --> 00:14:20.220]  到他們真的羅馬帝國
[00:14:20.220 --> 00:14:22.220]  是整個帝國都變成基督教
[00:14:22.220 --> 00:14:24.220]  反而開始教會就腐敗了
[00:14:24.220 --> 00:14:26.220]  很多問題出來了
[00:14:26.220 --> 00:14:28.220]  所以不一定這樣是最好的
[00:14:28.220 --> 00:14:30.220]  第二樣
[00:14:30.220 --> 00:14:32.220]  第七、第八節
[00:14:32.220 --> 00:14:36.220]  你們聽見很多戰爭
[00:14:36.220 --> 00:14:38.220]  和戰爭的風聲
[00:14:38.220 --> 00:14:40.220]  不要怕
[00:14:40.220 --> 00:14:42.220]  這些是免不了的
[00:14:42.220 --> 00:14:45.220]  不過結局還不會有到
[00:14:45.220 --> 00:14:47.220]  一個民族要打起來
[00:14:47.220 --> 00:14:49.220]  攻打另一個民族
[00:14:49.220 --> 00:14:51.220]  一個國家要起來攻打另一個國家
[00:14:51.220 --> 00:14:53.220]  到處都有地震、有饑荒
[00:14:53.220 --> 00:14:57.220]  這些不過是痛苦的開始
[00:14:57.220 --> 00:14:59.220]  這個他在講
[00:14:59.220 --> 00:15:02.220]  這個不是世界末日的
[00:15:02.220 --> 00:15:04.220]  這個只是開始
[00:15:04.220 --> 00:15:08.220]  我們看下面那裡
[00:15:08.220 --> 00:15:09.220]  他又講回這件事
[00:15:09.220 --> 00:15:11.220]  14節開始
[00:15:11.220 --> 00:15:13.220]  就是說你們要
[00:15:13.220 --> 00:15:18.220]  當你們看見造成荒涼可憎者
[00:15:18.220 --> 00:15:20.220]  站在不該站的地方
[00:15:20.220 --> 00:15:22.220]  讀者必須互利互諒
[00:15:22.220 --> 00:15:26.220]  這裡是在講達爾利書的寓言
[00:15:26.220 --> 00:15:28.220]  就是達爾利書的寓言
[00:15:28.220 --> 00:15:33.220]  將來有一個不信主的皇帝
[00:15:33.220 --> 00:15:35.220]  他會來褻瀆這個聖地
[00:15:35.220 --> 00:15:37.220]  包括這個聖殿
[00:15:37.220 --> 00:15:42.220]  其實當時是指到希臘的時代
[00:15:42.220 --> 00:15:44.220]  有一個這樣的皇帝真的這樣做的
[00:15:44.220 --> 00:15:47.220]  不過耶穌拿了那個來應用現在
[00:15:47.220 --> 00:15:50.220]  將來都會是這樣的
[00:15:50.220 --> 00:15:51.220]  當他來的時候
[00:15:51.220 --> 00:15:53.220]  就是借這個來講
[00:15:53.220 --> 00:15:55.220]  當這些羅馬兵
[00:15:55.220 --> 00:15:59.220]  這些外邦人來褻瀆這個聖殿的時候
[00:15:59.220 --> 00:16:01.220]  他說那時候你要怎麼做呢?
[00:16:01.220 --> 00:16:03.220]  14節那裡說
[00:16:03.220 --> 00:16:06.220]  你們要在猶大的那些應當是淘到山上
[00:16:06.220 --> 00:16:08.220]  在屋頂不要下來
[00:16:08.220 --> 00:16:10.220]  不要進屋裡拿東西
[00:16:10.220 --> 00:16:12.220]  在田裡不要回去拿衣裳
[00:16:12.220 --> 00:16:16.220]  耶穌也說的意思是什麼呢?
[00:16:16.220 --> 00:16:18.220]  就是說當這些戰爭來的時候
[00:16:18.220 --> 00:16:20.220]  你們要逃難
[00:16:20.220 --> 00:16:22.220]  不要留在那裡
[00:16:22.220 --> 00:16:24.220]  這個是在說
[00:16:24.220 --> 00:16:28.220]  很多時候我們面對這些戰爭
[00:16:28.220 --> 00:16:31.220]  可能我們接受不了
[00:16:31.220 --> 00:16:33.220]  覺得不應該有戰爭的
[00:16:33.220 --> 00:16:35.220]  耶穌說是有的
[00:16:35.220 --> 00:16:37.220]  到時候你要逃難
[00:16:37.220 --> 00:16:42.220]  當時猶太人真的是這樣的
[00:16:42.220 --> 00:16:44.220]  他以為那個聖殿
[00:16:44.220 --> 00:16:46.220]  是神的地方
[00:16:46.220 --> 00:16:48.220]  追神聖的
[00:16:48.220 --> 00:16:50.220]  一定不會有事的
[00:16:50.220 --> 00:16:54.220]  所以當時真是到了主後70年的時候
[00:16:54.220 --> 00:16:57.220]  當羅馬兵殺進耶路撒冷的時候
[00:16:57.220 --> 00:17:00.220]  有很多猶太人就躲在聖殿裡
[00:17:00.220 --> 00:17:02.220]  想著神一定保佑
[00:17:02.220 --> 00:17:03.220]  一定不會死的
[00:17:03.220 --> 00:17:05.220]  但是耶穌一早告訴他們不要
[00:17:05.220 --> 00:17:07.220]  你們要逃難
[00:17:07.220 --> 00:17:09.220]  要逃難
[00:17:09.220 --> 00:17:13.220]  然後他接著17節
[00:17:13.220 --> 00:17:15.220]  他說當那七日子
[00:17:15.220 --> 00:17:18.220]  懷孕的和預養孩子的有禍了
[00:17:18.220 --> 00:17:21.220]  耶穌不是就坐那些人
[00:17:21.220 --> 00:17:22.220]  其實這個就是說
[00:17:22.220 --> 00:17:24.220]  你知道打仗最怕就是
[00:17:24.220 --> 00:17:26.220]  懷著那個孩子
[00:17:26.220 --> 00:17:28.220]  或者那些孩子很小
[00:17:28.220 --> 00:17:30.220]  他就是說到時候
[00:17:30.220 --> 00:17:32.220]  你要逃難
[00:17:32.220 --> 00:17:34.220]  其實意思是這樣
[00:17:34.220 --> 00:17:37.220]  凡是有孩子的那些就慘了
[00:17:37.220 --> 00:17:40.220]  你們應該祈求不要讓這件事
[00:17:40.220 --> 00:17:42.220]  在冬天發生
[00:17:42.220 --> 00:17:44.220]  其實這些是沒得求的
[00:17:44.220 --> 00:17:45.220]  不過他意思就是說
[00:17:45.220 --> 00:17:46.220]  你知道到時候
[00:17:46.220 --> 00:17:48.220]  我們這些人就會求希望不是冬天
[00:17:48.220 --> 00:17:51.220]  因為冬天走不了難的
[00:17:51.220 --> 00:17:55.220]  其實他是在說你一定要逃難
[00:17:55.220 --> 00:17:57.220]  所以這個不是在說耶穌再回來的
[00:17:57.220 --> 00:17:58.220]  你想一下
[00:17:58.220 --> 00:18:00.220]  或者不是那個預兆的
[00:18:00.220 --> 00:18:03.220]  他是在說真的有戰爭來的時候
[00:18:03.220 --> 00:18:06.220]  你們要逃難
[00:18:06.220 --> 00:18:10.220]  接著他說因為那些日子
[00:18:10.220 --> 00:18:13.220]  那個災難是創世開始到現在
[00:18:13.220 --> 00:18:14.220]  未曾有過
[00:18:14.220 --> 00:18:15.220]  以後也都不會有
[00:18:15.220 --> 00:18:19.220]  所以我說耶穌的災難比你現在大
[00:18:19.220 --> 00:18:21.220]  耶穌說了
[00:18:21.220 --> 00:18:23.220]  這個是最重要的
[00:18:23.220 --> 00:18:26.220]  他說20節
[00:18:26.220 --> 00:18:28.220]  如果不是主減少日子
[00:18:28.220 --> 00:18:30.220]  沒有一個人可以存活的
[00:18:30.220 --> 00:18:32.220]  但是為了自己的選民
[00:18:32.220 --> 00:18:36.220]  他使得那些日子就減少
[00:18:36.220 --> 00:18:38.220]  那個意思就是說
[00:18:38.220 --> 00:18:40.220]  你逃跑都沒有用的
[00:18:40.220 --> 00:18:41.220]  都沒得逃
[00:18:41.220 --> 00:18:43.220]  都一定會死的
[00:18:43.220 --> 00:18:45.220]  如果不是神憐憫
[00:18:45.220 --> 00:18:47.220]  你都沒得救
[00:18:47.220 --> 00:18:49.220]  他是在說這樣的情況
[00:18:49.220 --> 00:18:50.220]  當時真是
[00:18:50.220 --> 00:18:52.220]  結果其實神真是憐憫
[00:18:52.220 --> 00:18:55.220]  所以那個情況就好像不是很慘
[00:18:55.220 --> 00:18:58.220]  其實本來就應該是最慘的
[00:18:58.220 --> 00:19:00.220]  他說了什麼呢?
[00:19:00.220 --> 00:19:02.220]  他一直說都是說
[00:19:02.220 --> 00:19:07.220]  其實到時將來的處境
[00:19:07.220 --> 00:19:10.220]  可以就是這麼戰亂
[00:19:10.220 --> 00:19:14.220]  你一定要逃難
[00:19:14.220 --> 00:19:16.220]  那個教訓是什麼呢?
[00:19:16.220 --> 00:19:18.220]  就是不要怕
