
[00:00:00.000 --> 00:00:05.000]  各位電視姊妹主內平安
[00:14:34.000 --> 00:14:37.000]  但如果你問聖經第二卷書
[00:14:37.000 --> 00:14:39.000]  記載的內容
[00:14:39.000 --> 00:14:43.000]  最重要的焦點
[00:14:43.000 --> 00:14:48.000]  主題核心是納約
[00:14:48.000 --> 00:14:51.000]  西乃納約
[00:14:51.000 --> 00:14:53.000]  聽得明白了嗎
[00:14:53.000 --> 00:14:55.000]  西乃納約是一件甚麼事呢
[00:14:55.000 --> 00:14:57.000]  上帝降臨
[00:14:57.000 --> 00:15:00.000]  在山上淚光閃電
[00:15:00.000 --> 00:15:02.000]  很震撼
[00:15:02.000 --> 00:15:06.000]  哇 站在那裏的以色列人有福了
[00:15:06.000 --> 00:15:12.000]  他們親眼見到上帝的威榮
[00:15:12.000 --> 00:15:16.000]  很感動 很深刻
[00:15:16.000 --> 00:15:21.000]  聖經從來都不是強調這些的
[00:15:21.000 --> 00:15:24.000]  不知道你有沒有留意
[00:15:24.000 --> 00:15:27.000]  聖經記載納約
[00:15:27.000 --> 00:15:30.000]  從來都不是說燈光
[00:15:30.000 --> 00:15:33.000]  說氣氛
[00:15:33.000 --> 00:15:36.000]  說斯班唱詩
[00:15:36.000 --> 00:15:39.000]  唱得很高
[00:15:39.000 --> 00:15:42.000]  四步很和諧 八步
[00:15:42.000 --> 00:15:44.000]  不是的
[00:15:44.000 --> 00:15:49.000]  我們幾乎不知道具體發生甚麼事
[00:15:49.000 --> 00:15:54.000]  第二代以色列人在摩西臨終
[00:15:54.000 --> 00:15:56.000]  他們去到加拿大
[00:15:56.000 --> 00:15:58.000]  未曾進去
[00:15:58.000 --> 00:16:00.000]  他們圍著摩西問
[00:16:00.000 --> 00:16:02.000]  當年發生甚麼事
[00:16:02.000 --> 00:16:04.000]  父母有福了
[00:16:04.000 --> 00:16:07.000]  他們親眼見到摩西說錯了
[00:16:07.000 --> 00:16:10.000]  其實他們甚麼都見不到
[00:16:10.000 --> 00:16:12.000]  你有沒有讀新聞記
[00:16:12.000 --> 00:16:15.000]  摩西說我們甚麼都見不到
[00:16:15.000 --> 00:16:17.000]  即是怎樣
[00:16:17.000 --> 00:16:19.000]  我們聽到
[00:16:19.000 --> 00:16:21.000]  分得到嗎
[00:16:21.000 --> 00:16:23.000]  回來教會
[00:16:23.000 --> 00:16:25.000]  慶祝聖誕
[00:16:25.000 --> 00:16:27.000]  聖誕樹真漂亮
[00:16:27.000 --> 00:16:29.000]  交換禮物
[00:16:29.000 --> 00:16:31.000]  我抽到大獎
[00:16:31.000 --> 00:16:33.000]  吃得很飽
[00:16:33.000 --> 00:16:35.000]  火雞很嫩
[00:16:35.000 --> 00:16:37.000]  你說了很多感受
[00:16:37.000 --> 00:16:39.000]  請問你聽到甚麼
[00:16:39.000 --> 00:16:42.000]  甚麼要聽的
[00:16:42.000 --> 00:16:44.000]  我感受
[00:16:44.000 --> 00:16:46.000]  我投入
[00:16:46.000 --> 00:16:48.000]  我和弟兄姊妹交往
[00:16:48.000 --> 00:16:50.000]  你來到神的面前
[00:16:50.000 --> 00:16:53.000]  聖經問的是你聽見甚麼
[00:16:53.000 --> 00:16:58.000]  摩西說當日其實我們看的不重要
[00:16:58.000 --> 00:17:03.000]  不過我們聽見上帝的聲音
[00:17:03.000 --> 00:17:05.000]  祂提醒我們
[00:17:05.000 --> 00:17:07.000]  祂對我們說話
[00:17:07.000 --> 00:17:12.000]  所以今年趁著20週年唐慶
[00:17:12.000 --> 00:17:15.000]  我和李牧師說
[00:17:15.000 --> 00:17:20.000]  我們上六次的講道
[00:17:20.000 --> 00:17:25.000]  我們看一看上帝和以色列人
[00:17:25.000 --> 00:17:31.000]  在西乃立約說了甚麼
[00:17:31.000 --> 00:17:33.000]  你知道嗎 十誡
[00:17:33.000 --> 00:17:35.000]  我會背
[00:17:35.000 --> 00:17:37.000]  恭喜你
[00:17:37.000 --> 00:17:39.000]  但你有沒有留意到十誡
[00:17:39.000 --> 00:17:42.000]  其實是一些綱領
[00:17:42.000 --> 00:17:44.000]  一些範圍
[00:17:44.000 --> 00:17:46.000]  界限街
[00:17:46.000 --> 00:17:48.000]  不可殺人
[00:17:48.000 --> 00:17:50.000]  是一個範圍
[00:17:50.000 --> 00:17:53.000]  死刑算不算殺人
[00:17:53.000 --> 00:17:56.000]  打仗可不可以開槍
[00:17:56.000 --> 00:17:58.000]  防守可不可以
[00:17:58.000 --> 00:18:00.000]  攻擊不可以
[00:18:00.000 --> 00:18:02.000]  沒有說過
[00:18:02.000 --> 00:18:07.000]  十誡沒有和你進入這些具體
[00:18:07.000 --> 00:18:13.000]  怎樣進行不可殺人的時候
[00:18:13.000 --> 00:18:17.000]  你會面對的情況
[00:18:17.000 --> 00:18:20.000]  所以這是綱領
[00:18:20.000 --> 00:18:25.000]  上帝關心這十件事
[00:18:25.000 --> 00:18:27.000]  十誡你最好記得
[00:18:27.000 --> 00:18:29.000]  祂關心你的婚姻
[00:18:29.000 --> 00:18:31.000]  不可姦淫
[00:18:31.000 --> 00:18:36.000]  祂關心你不可作假見證
[00:18:36.000 --> 00:18:39.000]  祂關心你當守安息日
[00:18:39.000 --> 00:18:41.000]  甚麼意思
[00:18:41.000 --> 00:18:45.000]  十誡就停在範圍
[00:18:45.000 --> 00:18:47.000]  內容
[00:18:47.000 --> 00:18:50.000]  剛才多謝主席敬拜隊
[00:18:50.000 --> 00:18:52.000]  和我們讀出了
[00:18:52.000 --> 00:18:55.000]  今日八節的經文
[00:18:55.000 --> 00:19:00.000]  在立約的程序裏
[00:19:00.000 --> 00:19:04.000]  聖經很清楚告訴我們
[00:19:04.000 --> 00:19:11.000]  摩西將血一半放在盤裏
[00:19:11.000 --> 00:19:17.000]  這是用來灑在百姓的代表身上
[00:19:17.000 --> 00:19:22.000]  另外一半灑在壇上
[00:19:22.000 --> 00:19:24.000]  這是代表上帝
[00:19:24.000 --> 00:19:27.000]  沒有神像的
[00:19:27.000 --> 00:19:33.000]  只有用泥土石頭堆起的祭壇
[00:19:33.000 --> 00:19:35.000]  代表上帝
[00:19:35.000 --> 00:19:37.000]  就是這麼簡單
[00:19:37.000 --> 00:19:38.000]  不是
[00:19:38.000 --> 00:19:44.000]  立約的過程最長的內容
[00:19:44.000 --> 00:19:50.000]  就是《出海及記》二十四章第七節
[00:19:50.000 --> 00:19:53.000]  我沒有聖經
[00:19:53.000 --> 00:19:58.000]  容許我用顧問牧師的角色身份提醒弟兄姊妹
[00:19:58.000 --> 00:20:01.000]  你星期日偷偷地帶本聖經回來
[00:20:01.000 --> 00:20:04.000]  牧師不會不給的
[00:20:04.000 --> 00:20:06.000]  不用偷偷地
[00:20:06.000 --> 00:20:08.000]  偷偷地比較好玩
[00:20:08.000 --> 00:20:10.000]  你選擇一本小一點的
[00:20:10.000 --> 00:20:12.000]  不用那麼重的
[00:20:12.000 --> 00:20:14.000]  你用眼睛看得到
[00:20:14.000 --> 00:20:16.000]  要看清楚平衡
[00:20:16.000 --> 00:20:17.000]  有多小
[00:20:17.000 --> 00:20:19.000]  我很佩服蔡依
[00:20:19.000 --> 00:20:21.000]  她到了很大年紀
[00:20:21.000 --> 00:20:24.000]  帶一本可以插在前面的袋子裏的聖經
[00:20:24.000 --> 00:20:27.000]  我不知道是新約還是新舊約傳書
[00:20:27.000 --> 00:20:29.000]  如果你厲害
[00:20:29.000 --> 00:20:32.000]  有些還可以用顯微鏡、放大鏡看
[00:20:32.000 --> 00:20:33.000]  很小的
[00:20:33.000 --> 00:20:36.000]  不過要到聖地才買得到
[00:20:36.000 --> 00:20:37.000]  你帶本聖經回來
[00:20:37.000 --> 00:20:42.000]  你就跟得到我們講道要講的內容
[00:20:42.000 --> 00:20:44.000]  你坐在那裏看PowerPoint
[00:20:44.000 --> 00:20:45.000]  有就有
[00:20:45.000 --> 00:20:46.000]  沒有就沒有
[00:20:46.000 --> 00:20:48.000]  這裏說甚麼呢
[00:20:48.000 --> 00:20:54.000]  摩西將約書讀給百姓聽
[00:20:54.000 --> 00:20:56.000]  摩西告訴百姓聽
[00:20:56.000 --> 00:21:01.000]  「耶和華是按這一切的說話
[00:21:01.000 --> 00:21:05.000]  和你們納約」
[00:21:05.000 --> 00:21:08.000]  約書
[00:21:08.000 --> 00:21:10.000]  納約的書卷
[00:21:10.000 --> 00:21:13.000]  當然不是今天一本
[00:21:13.000 --> 00:21:16.000]  今天有一本書是印刷
[00:21:16.000 --> 00:21:19.000]  印刷術發明了之後
[00:21:19.000 --> 00:21:21.000]  才有一本書
[00:21:21.000 --> 00:21:22.000]  釘裝
[00:21:22.000 --> 00:21:24.000]  你可以放大縮小
[00:21:24.000 --> 00:21:27.000]  以前的書不是印刷
[00:21:27.000 --> 00:21:29.000]  所以翻譯為書
[00:21:29.000 --> 00:21:31.000]  給我們一個錯覺
[00:21:31.000 --> 00:21:33.000]  文件差不多了
[00:21:33.000 --> 00:21:35.000]  我們知道以色列人
[00:21:35.000 --> 00:21:44.000]  他們用的書寫留下的文件是羊皮卷
[00:21:44.000 --> 00:21:46.000]  他們用野獸的皮
[00:21:46.000 --> 00:21:50.000]  最容易的就是羊皮寫在上面
[00:21:50.000 --> 00:21:53.000]  埃及人就不是用羊皮
[00:21:53.000 --> 00:21:56.000]  我們在中學世界歷史都讀過了
[00:21:56.000 --> 00:21:57.000]  用甚麼呢
[00:21:57.000 --> 00:21:59.000]  Papyrus
[00:21:59.000 --> 00:22:01.000]  中文怎麼說
[00:22:01.000 --> 00:22:03.000]  蠔草紙
[00:22:03.000 --> 00:22:05.000]  因為他們生活在尼羅河
[00:22:05.000 --> 00:22:09.000]  尼羅河邊有這種植物
[00:22:09.000 --> 00:22:16.000]  可以用來做紙張書寫的文件
[00:22:16.000 --> 00:22:21.000]  中國人用甚麼來寫字呢
[00:22:21.000 --> 00:22:23.000]  紙
[00:22:23.000 --> 00:22:24.000]  四大發明
[00:22:24.000 --> 00:22:26.000]  紙之前
[00:22:26.000 --> 00:22:28.000]  竹簡
[00:22:28.000 --> 00:22:29.000]  有沒有見過
