
[00:00:00.000 --> 00:00:02.000]  頂智慕人,我想問問大家
[00:01:20.240 --> 00:01:21.360]  那個就等於後裔
[00:01:21.360 --> 00:01:22.600]  神說這個不算
[00:01:22.600 --> 00:01:24.960]  然後阿伯拉罕又以為
[00:01:24.960 --> 00:01:26.120]  一個呢
[00:01:26.400 --> 00:01:29.760]  是侍女生的下甲生的以實瑪利
[00:01:29.760 --> 00:01:30.960]  這個就是他的後裔
[00:01:30.960 --> 00:01:32.520]  神又說不算
[00:01:32.520 --> 00:01:36.400]  是要你和你那個
[00:01:36.400 --> 00:01:37.720]  89歲
[00:01:37.720 --> 00:01:40.720]  的老婆生的
[00:01:40.720 --> 00:01:42.800]  才算是你的後裔
[00:01:42.800 --> 00:01:45.080]  我想問問大家
[00:01:45.080 --> 00:01:47.080]  如果你是89歲
[00:01:47.080 --> 00:01:50.600]  的姐妹
[00:01:50.600 --> 00:01:54.040]  你的丈夫是99歲
[00:01:55.000 --> 00:01:56.200]  你有多少人會相信?
[00:01:56.200 --> 00:01:56.960]  我舉手
[00:01:56.960 --> 00:02:00.160]  你相信你會有兒子生
[00:02:00.160 --> 00:02:01.440]  第二
[00:02:01.440 --> 00:02:02.720]  還相信呢
[00:02:02.720 --> 00:02:06.520]  你的兒子孫孫會多到
[00:02:06.520 --> 00:02:08.160]  天上的星、地上的沙這麼多
[00:02:08.160 --> 00:02:09.160]  有多少人相信?
[00:02:09.160 --> 00:02:09.720]  我舉手
[00:02:09.720 --> 00:02:11.400]  沒有一個相信
[00:02:11.400 --> 00:02:15.120]  因為99歲已經不存在
[00:02:15.120 --> 00:02:16.760]  有可能,是不是?
[00:02:16.760 --> 00:02:19.080]  我們看到太多太多的東西
[00:02:19.080 --> 00:02:20.200]  我們是不可能相信
[00:02:20.200 --> 00:02:22.440]  結果阿伯拉罕100歲的時候
[00:02:22.440 --> 00:02:23.480]  真的生了一個兒子
[00:02:23.480 --> 00:02:24.880]  他的太太90歲
[00:02:25.160 --> 00:02:26.040]  生了一個
[00:02:26.040 --> 00:02:26.800]  只有一個而已
[00:02:26.800 --> 00:02:28.560]  這個就是以實
[00:02:28.560 --> 00:02:30.320]  到以實
[00:02:30.320 --> 00:02:33.920]  成為少年人了
[00:02:33.920 --> 00:02:35.960]  神就跟著告訴你
[00:02:35.960 --> 00:02:37.800]  你要獻你的兒子
[00:02:37.800 --> 00:02:39.760]  來給我
[00:02:39.760 --> 00:02:41.800]  獻的意思是什麼呢?
[00:02:41.800 --> 00:02:43.800]  任何猶太人都知道
[00:02:43.800 --> 00:02:45.520]  任何當時的以色列人
[00:02:45.520 --> 00:02:47.320]  或者神的子民都知道
[00:02:47.320 --> 00:02:48.560]  獻的意思
[00:02:48.560 --> 00:02:51.360]  就是要將他
[00:02:51.360 --> 00:02:54.000]  割成一片片
[00:02:54.640 --> 00:02:56.360]  放在柴的上面
[00:02:56.360 --> 00:02:58.880]  來燒作為飯祭
[00:02:58.880 --> 00:03:00.320]  來獻給神
[00:03:00.320 --> 00:03:03.040]  我想問大家
[00:03:03.040 --> 00:03:05.840]  如果你是
[00:03:05.840 --> 00:03:08.840]  那個100歲才生兒子
[00:03:08.840 --> 00:03:10.920]  這位弟兄
[00:03:10.920 --> 00:03:14.280]  到你110多歲的時候
[00:03:14.280 --> 00:03:16.200]  兒子十多歲了
[00:03:16.200 --> 00:03:18.440]  你捨得
[00:03:18.440 --> 00:03:20.280]  將你的兒子
[00:03:20.280 --> 00:03:21.720]  獻給神的
[00:03:21.720 --> 00:03:22.760]  舉手
[00:03:23.560 --> 00:03:24.640]  全部都沒有
[00:03:24.640 --> 00:03:26.680]  有感情的人
[00:03:26.680 --> 00:03:27.840]  也不會
[00:03:27.840 --> 00:03:31.320]  很多時候我到聖經的時候
[00:03:31.320 --> 00:03:32.120]  我都很害怕
[00:03:32.120 --> 00:03:34.400]  喂! 阿伯拉罕你有沒有搞錯?
[00:03:34.400 --> 00:03:36.200]  我都會說
[00:03:36.200 --> 00:03:38.120]  我不是說我沒搞錯
[00:03:38.120 --> 00:03:39.520]  我只是說我捨得
[00:03:39.520 --> 00:03:41.040]  我捨得獻給神的
[00:03:41.040 --> 00:03:42.200]  我捨得獻給神的
[00:03:42.200 --> 00:03:43.560]  我捨得獻給神的
[00:03:43.560 --> 00:03:44.600]  我捨得獻給神的
[00:03:44.600 --> 00:03:46.040]  我捨得獻給神的
[00:03:46.040 --> 00:03:47.040]  我捨得獻給神的
[00:03:47.040 --> 00:03:48.000]  我捨得獻給神的
[00:03:48.000 --> 00:03:49.040]  我捨得獻給神的
[00:03:49.040 --> 00:03:50.040]  我捨得獻給神的
[00:03:50.040 --> 00:03:50.800]  我捨得獻給神的
[00:03:50.800 --> 00:03:51.800]  我捨得獻給神的
[00:03:51.800 --> 00:03:53.200]  喂! 阿伯拉罕你有沒有搞錯?
[00:03:53.200 --> 00:03:54.200]  是不是有點瘋狂?
[00:03:54.200 --> 00:03:57.200]  是不是年紀太大了?
[00:03:57.200 --> 00:03:58.200]  有時候真的
[00:03:58.200 --> 00:04:00.760]  懵懵懂懂
[00:04:00.760 --> 00:04:03.520]  你是不是知道
[00:04:03.520 --> 00:04:06.280]  不知道什麼叫做獻祭?
[00:04:06.280 --> 00:04:07.000]  阿伯拉罕
[00:04:07.000 --> 00:04:09.560]  看上去又不是
[00:04:09.560 --> 00:04:11.280]  他真的是這樣的
[00:04:11.280 --> 00:04:12.280]  拿一把刀來
[00:04:12.280 --> 00:04:13.200]  綁住了
[00:04:13.200 --> 00:04:14.920]  然後就下手了
[00:04:14.920 --> 00:04:16.280]  但是接著
[00:04:16.280 --> 00:04:18.280]  突然之間
[00:04:18.280 --> 00:04:19.880]  出現一隻羊在那裡
[00:04:19.880 --> 00:04:21.560]  然後聲音就說
[00:04:21.960 --> 00:04:23.960]  「宰了牠,獻給我吧」
[00:04:23.960 --> 00:04:25.680]  我想問問大家
[00:04:25.680 --> 00:04:27.440]  有多少人覺得這是巧合的?
[00:04:27.440 --> 00:04:28.040]  舉手
[00:04:28.040 --> 00:04:31.960]  不是巧合可以解釋的
[00:04:31.960 --> 00:04:33.480]  接著第二件事
[00:04:33.480 --> 00:04:35.880]  現在的例子
[00:04:35.880 --> 00:04:40.360]  這輛車是我有史以來
[00:04:40.360 --> 00:04:44.160]  第一輛車
[00:04:49.480 --> 00:04:51.480]  是我們去美國讀書的時候
[00:04:51.480 --> 00:04:53.800]  用了700元
[00:04:53.800 --> 00:04:55.480]  美金
[00:04:55.480 --> 00:04:56.880]  700元
[00:04:56.880 --> 00:04:58.280]  買的一輛車
[00:04:58.280 --> 00:05:01.480]  你看到車頭其實是一個行李箱
[00:05:01.480 --> 00:05:02.480]  就是
[00:05:02.480 --> 00:05:03.920]  就是行李箱
[00:05:03.920 --> 00:05:05.680]  那個行李箱
[00:05:05.680 --> 00:05:07.480]  就已經被人撞了
[00:05:07.480 --> 00:05:09.680]  撞了之後是關不上的
[00:05:09.680 --> 00:05:11.880]  因為關不上
[00:05:11.880 --> 00:05:13.560]  我們是用了一條鐵鏈
[00:05:13.560 --> 00:05:14.520]  用一把鎖
[00:05:14.520 --> 00:05:16.520]  將鎖在泵扒上
[00:05:17.480 --> 00:05:19.760]  所以開車去到 freeway 的時候
[00:05:19.760 --> 00:05:20.320]  它就是
[00:05:20.320 --> 00:05:24.480]  就是因為那些風吹進去
[00:05:24.480 --> 00:05:26.000]  所以車蓋就是這樣
[00:05:26.000 --> 00:05:29.880]  這輛車
[00:05:29.880 --> 00:05:32.080]  陪了我們有四年多的時間
[00:05:32.080 --> 00:05:34.640]  我們由四萬多米
[00:05:34.640 --> 00:05:36.840]  開到十三萬英里
[00:05:36.840 --> 00:05:40.240]  四萬多英里開到十三萬英里
[00:05:40.240 --> 00:05:41.080]  因為當時
[00:05:41.080 --> 00:05:42.480]  每個星期我們要
[00:05:42.480 --> 00:05:45.760]  開成三百英里
[00:05:45.760 --> 00:05:47.760]  下一個鎮
[00:05:47.760 --> 00:05:49.760]  我們由達拉斯開到休斯頓
[00:05:49.760 --> 00:05:51.160]  休斯頓又開回達拉斯
[00:05:51.160 --> 00:05:52.560]  所以每個星期都是這樣
[00:05:52.560 --> 00:05:54.440]  而那邊探親房呢
[00:05:54.440 --> 00:05:55.960]  都幾十英里以上
[00:05:55.960 --> 00:05:59.160]  所以變成我們用是用得很厲害
[00:05:59.160 --> 00:06:01.160]  到它
[00:06:01.160 --> 00:06:05.560]  就是被主接去之前
[00:06:05.560 --> 00:06:10.640]  我們經歷了一個
[00:06:10.640 --> 00:06:13.040]  是我們畢生難忘的一個神蹟
[00:06:14.760 --> 00:06:16.160]  你可以用巧合
[00:06:16.160 --> 00:06:18.360]  但是在我自己裡面
[00:06:18.360 --> 00:06:21.760]  我沒辦法理性說服到我自己
[00:06:21.760 --> 00:06:22.960]  這個叫做巧合
[00:06:22.960 --> 00:06:25.760]  在休斯頓聚會完結之後
[00:06:25.760 --> 00:06:28.560]  我們當時的袋呢
[00:06:28.560 --> 00:06:31.960]  是有125.75美元
[00:06:31.960 --> 00:06:34.760]  那時候沒有信用卡
[00:06:34.760 --> 00:06:36.840]  那大家都知道呢
[00:06:36.840 --> 00:06:38.960]  一個學生
[00:06:38.960 --> 00:06:41.360]  也都不容易別人信你的
[00:06:41.360 --> 00:06:44.160]  那個支票或者之類
[00:06:44.160 --> 00:06:45.760]  事實上我們都不敢開
[00:06:45.760 --> 00:06:47.560]  因為我們不知道銀行夠不夠錢
[00:06:47.560 --> 00:06:48.960]  事實上都不是很夠
[00:06:48.960 --> 00:06:51.160]  這輛車
[00:06:51.160 --> 00:06:53.960]  當我們開了大概一個半小時之後
[00:06:53.960 --> 00:06:54.960]  去到Huntsville
[00:06:54.960 --> 00:06:56.960]  由休斯頓開到Huntsville
[00:06:56.960 --> 00:06:58.960]  突然間冒煙
[00:06:58.960 --> 00:07:01.360]  我們很害怕
[00:07:01.360 --> 00:07:02.760]  剛好呢
[00:07:02.760 --> 00:07:06.760]  就是遇到那個地方近一個油站
[00:07:06.760 --> 00:07:08.960]  所以我們就停了車
[00:07:08.960 --> 00:07:10.360]  就進廠了
[00:07:10.360 --> 00:07:12.160]  進廠之後
[00:07:12.160 --> 00:07:13.760]  那些人就告訴我們
[00:07:13.760 --> 00:07:15.360]  你的引擎有些問題
[00:07:15.360 --> 00:07:17.160]  我們要調整一下
[00:07:17.160 --> 00:07:19.360]  要換一個Spark Plug
[00:07:19.360 --> 00:07:21.560]  另一方面還有一些地方要換
[00:07:21.560 --> 00:07:23.560]  那我就問要多少錢
[00:07:23.560 --> 00:07:24.960]  110元
[00:07:24.960 --> 00:07:28.960]  那我們就憑信心
[00:07:28.960 --> 00:07:30.560]  你沒辦法了
[00:07:30.560 --> 00:07:31.960]  你這輛車都要走的了
[00:07:31.960 --> 00:07:33.960]  那就用了110元
[00:07:33.960 --> 00:07:35.360]  他就幫我們換了些東西
[00:07:35.360 --> 00:07:36.360]  換完之後呢
[00:07:36.360 --> 00:07:37.360]  就開得了
[00:07:37.360 --> 00:07:39.560]  開完之後呢
[00:07:39.560 --> 00:07:40.760]  接著上路
[00:07:40.760 --> 00:07:42.960]  大概過了兩個多小時
[00:07:43.160 --> 00:07:44.560]  又再冒煙
[00:07:44.560 --> 00:07:47.160]  而且死火了
[00:07:47.160 --> 00:07:49.360]  幸好死火的地方
[00:07:49.360 --> 00:07:50.560]  離開油站呢
[00:07:50.560 --> 00:07:52.960]  只有20米左右
[00:07:52.960 --> 00:07:54.960]  那我們就推車
[00:07:54.960 --> 00:07:56.760]  推到油站那裡
[00:07:56.760 --> 00:07:58.960]  推到油站之後呢
[00:07:58.960 --> 00:08:00.760]  就求救
[00:08:00.760 --> 00:08:03.760]  那個人告訴我們
[00:08:03.760 --> 00:08:04.760]  我救不了你
[00:08:04.760 --> 00:08:06.560]  不過呢
[00:08:06.560 --> 00:08:09.760]  附近有一間修理車廠
[00:08:09.760 --> 00:08:11.360]  他或許救得了你
[00:08:12.760 --> 00:08:14.160]  我就問有多遠
[00:08:14.160 --> 00:08:18.160]  他說大概3英里以外的地方
[00:08:18.160 --> 00:08:20.160]  那就是說要拖車
[00:08:20.160 --> 00:08:23.560]  那也沒辦法了
[00:08:23.560 --> 00:08:25.360]  那我們也要去的
[00:08:25.360 --> 00:08:26.560]  最後呢
[00:08:26.560 --> 00:08:29.960]  就將這輛車拖到3英里以外的地方
[00:08:29.960 --> 00:08:33.360]  就給了一間很小的修車廠
[00:08:33.360 --> 00:08:36.360]  好像一個Garage一樣
[00:08:36.360 --> 00:08:37.760]  有一個大胖子呢
[00:08:37.760 --> 00:08:38.960]  是那裡的老闆
[00:08:38.960 --> 00:08:41.760]  大概300磅重的一個大胖子
[00:08:42.760 --> 00:08:44.760]  那我們將車放給他之後
[00:08:44.760 --> 00:08:45.560]  他一看完
[00:08:45.560 --> 00:08:47.160]  哦!Volkswagen Beetle
[00:08:47.160 --> 00:08:48.560]  他就覺得很奇怪
[00:08:48.560 --> 00:08:50.360]  他說我從來沒修過的
[00:08:50.360 --> 00:08:51.960]  不過我也沒辦法
[00:08:51.960 --> 00:08:52.560]  我說呢
[00:08:52.560 --> 00:08:55.560]  Would you please try?
[00:08:55.560 --> 00:08:58.560]  你試一下和我修理吧
[00:08:58.560 --> 00:08:59.560]  那他看一看
[00:08:59.560 --> 00:09:00.960]  然後他就說
[00:09:00.960 --> 00:09:02.360]  哦!你們這個地方
[00:09:02.360 --> 00:09:04.960]  就是引擎和另一個地方
[00:09:04.960 --> 00:09:06.960]  有一隻戒指融了
[00:09:06.960 --> 00:09:08.160]  這隻戒指呢
[00:09:08.160 --> 00:09:10.160]  是一定要修回去
[00:09:10.360 --> 00:09:11.360]  那另一方面呢
[00:09:11.360 --> 00:09:12.760]  還有一些東西是掉了的
[00:09:12.760 --> 00:09:14.160]  你鬆了的時候呢
[00:09:14.160 --> 00:09:15.960]  就沒那個
[00:09:15.960 --> 00:09:17.160]  沒力的
[00:09:17.160 --> 00:09:18.160]  你整個車沒力
[00:09:18.160 --> 00:09:18.960]  去不了的
[00:09:18.960 --> 00:09:21.560]  那我就問
[00:09:21.560 --> 00:09:23.760]  你有沒有方法幫我們做
[00:09:23.760 --> 00:09:24.760]  他說呢
[00:09:24.760 --> 00:09:26.160]  這些零件呢
[00:09:26.160 --> 00:09:28.760]  就是因為他的車廠從沒修理過甲蟲的
[00:09:28.760 --> 00:09:29.560]  他沒有
[00:09:29.560 --> 00:09:30.960]  但是他說呢
[00:09:30.960 --> 00:09:34.560]  Let me try to make one for you
[00:09:34.560 --> 00:09:37.360]  就是說呢
[00:09:37.360 --> 00:09:40.360]  他會幫我弄一隻這樣的戒指出來
[00:09:40.360 --> 00:09:42.560]  弄一隻戒指是什麼意思呢
[00:09:42.560 --> 00:09:44.160]  就是要剪一塊鐵皮
[00:09:44.160 --> 00:09:45.760]  剪完之後呢
[00:09:45.760 --> 00:09:47.960]  還要磨到它好像那隻戒指那樣
[00:09:47.960 --> 00:09:49.160]  然後接著呢
[00:09:49.160 --> 00:09:49.960]  才放回去
[00:09:49.960 --> 00:09:51.360]  他一弄
[00:09:51.360 --> 00:09:52.360]  弄了多久呢
[00:09:52.360 --> 00:09:54.160]  弄了三個小時
[00:09:54.160 --> 00:09:57.160]  那最後就磨了
[00:09:57.160 --> 00:09:58.960]  磨好之後
[00:09:58.960 --> 00:10:01.360]  還幫我調整好
[00:10:01.360 --> 00:10:02.360]  所有的東西
[00:10:02.360 --> 00:10:04.560]  清理乾淨引擎
[00:10:04.560 --> 00:10:06.960]  然後將我的戒指放回去之後呢
[00:10:07.360 --> 00:10:09.560]  就開始那輛車
[00:10:09.560 --> 00:10:10.560]  結果
[00:10:10.560 --> 00:10:11.960]  一按那個按鈕
[00:10:11.960 --> 00:10:13.360]  就啟動了
[00:10:13.360 --> 00:10:14.160]  哇
[00:10:14.160 --> 00:10:15.560]  他整個人開心到
[00:10:15.560 --> 00:10:16.560]  跳起來了
[00:10:16.560 --> 00:10:17.960]  It works!
[00:10:17.960 --> 00:10:19.760]  哇
[00:10:19.760 --> 00:10:20.760]  他就跳起來了
[00:10:20.760 --> 00:10:23.360]  我也怕到跳起來
[00:10:23.360 --> 00:10:25.960]  主要原因是什麼呢
[00:10:25.960 --> 00:10:27.760]  因為在我的袋子裡呢
[00:10:27.760 --> 00:10:30.760]  我還有15.75
[00:10:30.760 --> 00:10:34.960]  15.75在我的袋子裡
[00:10:34.960 --> 00:10:36.760]  我和我太太還有一樣東西
[00:10:36.760 --> 00:10:38.360]  就是有一盒月餅
[00:10:38.360 --> 00:10:41.360]  就是我去休斯敦侍奉的時候呢
[00:10:41.360 --> 00:10:43.360]  他們送了一盒月餅給我們
[00:10:43.360 --> 00:10:45.960]  那我終於
[00:10:45.960 --> 00:10:48.760]  他開了個輪子
[00:10:48.760 --> 00:10:50.160]  很開心
[00:10:50.160 --> 00:10:51.560]  回來告訴我們
[00:10:51.560 --> 00:10:53.160]  Here's your car!
[00:10:53.160 --> 00:10:54.760]  搞定了!
[00:10:54.760 --> 00:10:55.160]  這樣
[00:10:55.160 --> 00:10:56.960]  然後接著我就問
[00:10:56.960 --> 00:10:58.360]  Sir
[00:10:58.360 --> 00:10:59.960]  How much
[00:10:59.960 --> 00:11:01.960]  you charge us?
[00:11:01.960 --> 00:11:04.360]  你會收多少錢?
[00:11:04.360 --> 00:11:05.560]  他說
[00:11:05.560 --> 00:11:06.160]  No pay
[00:11:07.160 --> 00:11:07.760]  No charge
[00:11:07.760 --> 00:11:09.160]  哇
[00:11:09.160 --> 00:11:11.560]  我簡直不敢相信
[00:11:11.560 --> 00:11:13.160]  他說不用錢
[00:11:13.160 --> 00:11:14.160]  哇
[00:11:14.160 --> 00:11:16.160]  你花了那麼多時間
[00:11:16.160 --> 00:11:17.160]  你花了那麼多時間
[00:11:17.160 --> 00:11:17.960]  做這些東西
[00:11:17.960 --> 00:11:18.960]  他說呢
[00:11:18.960 --> 00:11:22.160]  他沒有買任何零件給我
[00:11:22.160 --> 00:11:24.160]  你也看到的
[00:11:24.160 --> 00:11:25.960]  那些零件是爛鐵來的
[00:11:25.960 --> 00:11:27.560]  我就在爛鐵那裡剪出來
[00:11:27.560 --> 00:11:29.960]  那你也要人工安裝
[00:11:29.960 --> 00:11:30.560]  哦
[00:11:30.560 --> 00:11:30.960]  他說
[00:11:30.960 --> 00:11:31.760]  No problem
[00:11:31.760 --> 00:11:32.760]  他說沒問題的
[00:11:32.760 --> 00:11:33.960]  他說呢
[00:11:33.960 --> 00:11:35.960]  我因為製造到這樣的東西
[00:11:35.960 --> 00:11:37.160]  我已經很開心
[00:11:37.160 --> 00:11:39.560]  所以不用charge
[00:11:39.560 --> 00:11:40.360]  完全不用錢
[00:11:40.360 --> 00:11:41.560]  哇
[00:11:41.560 --> 00:11:42.360]  接著呢
[00:11:42.360 --> 00:11:43.760]  我因為太開心了
[00:11:43.760 --> 00:11:45.960]  所以呢
[00:11:45.960 --> 00:11:47.560]  我和太太商量之後
[00:11:47.560 --> 00:11:49.160]  不如把那盒月餅給了她
[00:11:49.160 --> 00:11:49.760]  哈哈
[00:11:49.760 --> 00:11:50.960]  就是這樣
[00:11:50.960 --> 00:11:52.960]  真是開心
[00:11:52.960 --> 00:11:54.760]  結果呢
[00:11:54.760 --> 00:11:57.760]  他就拿著那盒月餅
[00:11:57.760 --> 00:11:58.160]  他就問
[00:11:58.160 --> 00:11:58.560]  What's that?
[00:11:58.560 --> 00:11:59.560]  我說Mooncake
[00:11:59.560 --> 00:12:00.160]  Mooncake?
[00:12:00.160 --> 00:12:01.560]  What's that?
[00:12:01.560 --> 00:12:02.360]  It's cake
[00:12:02.360 --> 00:12:04.360]  他一聽見是cake
[00:12:04.360 --> 00:12:04.960]  很開心
[00:12:05.560 --> 00:12:06.560]  一個月餅
[00:12:06.560 --> 00:12:07.560]  你知道多大的
[00:12:07.560 --> 00:12:08.560]  一口
[00:12:08.560 --> 00:12:09.960]  塞進口裡
[00:12:09.960 --> 00:12:10.960]  哈哈
[00:12:10.960 --> 00:12:14.560]  他真的整個月餅塞進去
[00:12:14.560 --> 00:12:14.960]  啊
[00:12:14.960 --> 00:12:15.560]  啊
[00:12:15.560 --> 00:12:16.360]  一邊咬
[00:12:16.360 --> 00:12:18.160]  然後接著就
[00:12:18.160 --> 00:12:19.960]  Delicious
[00:12:19.960 --> 00:12:20.960]  哈哈
[00:12:20.960 --> 00:12:22.960]  唉
[00:12:22.960 --> 00:12:24.160]  那我們看完之後
[00:12:24.160 --> 00:12:25.560]  我覺得真是感恩啊
[00:12:25.560 --> 00:12:26.960]  臨走的時候
[00:12:26.960 --> 00:12:27.560]  正想走
[00:12:27.560 --> 00:12:28.560]  突然間記得
[00:12:28.560 --> 00:12:31.360]  拖車要錢
[00:12:31.360 --> 00:12:34.360]  那我就問
[00:12:34.360 --> 00:12:35.160]  How about
[00:12:35.560 --> 00:12:36.360]  the towing
[00:12:36.360 --> 00:12:37.560]  How much
[00:12:37.560 --> 00:12:38.760]  we need to pay
[00:12:38.760 --> 00:12:39.960]  for the towing
[00:12:39.960 --> 00:12:40.760]  of the car
[00:12:40.760 --> 00:12:44.360]  這個叫Mike
[00:12:44.360 --> 00:12:46.560]  他突然間醒悟
[00:12:46.560 --> 00:12:47.760]  是呀
[00:12:47.760 --> 00:12:49.160]  You need to pay for that
[00:12:49.160 --> 00:12:50.960]  你要付錢啊
[00:12:50.960 --> 00:12:52.360]  多少錢啊
[00:12:52.360 --> 00:12:53.760]  他打完電話
[00:12:53.760 --> 00:12:54.560]  告訴我
[00:12:54.560 --> 00:12:55.760]  15元
[00:12:55.760 --> 00:12:58.160]  啊
[00:12:58.160 --> 00:12:59.160]  我鬆了一口氣
[00:12:59.160 --> 00:13:00.360]  因為
[00:13:00.360 --> 00:13:01.560]  那個袋子還有15個
[00:13:01.560 --> 00:13:02.160]  7.5元
[00:13:02.160 --> 00:13:03.960]  那他收15元而已
[00:13:04.160 --> 00:13:05.360]  我還有7.5元
[00:13:05.360 --> 00:13:07.160]  最後
[00:13:07.160 --> 00:13:08.760]  我們就開著車
[00:13:08.760 --> 00:13:09.960]  就回家
[00:13:09.960 --> 00:13:11.960]  誰知道離開家裡
[00:13:11.960 --> 00:13:14.160]  大概還有30米左右
[00:13:14.160 --> 00:13:15.960]  又著煙
[00:13:15.960 --> 00:13:17.760]  又死火
[00:13:17.760 --> 00:13:20.360]  又在油站附近
[00:13:20.360 --> 00:13:20.960]  死火
[00:13:20.960 --> 00:13:23.160]  那我們去到油站那裡
[00:13:23.160 --> 00:13:24.560]  因為那些煙很厲害
[00:13:24.560 --> 00:13:25.760]  就停在那裡
[00:13:25.760 --> 00:13:26.960]  停在那裡的時候
[00:13:26.960 --> 00:13:27.960]  我自己也揭開
[00:13:27.960 --> 00:13:29.160]  那個車尾
[00:13:29.160 --> 00:13:30.160]  看看引擎那裡
[00:13:30.160 --> 00:13:30.760]  什麼事呢
[00:13:30.760 --> 00:13:31.360]  哇
[00:13:31.360 --> 00:13:32.960]  看到那條膠喉都融化了
[00:13:33.960 --> 00:13:36.960]  那條是一個真空的膠喉
[00:13:36.960 --> 00:13:43.760]  就是令引擎和引擎之間
[00:13:43.760 --> 00:13:45.560]  能夠產生一種動力
[00:13:45.560 --> 00:13:48.160]  沒有了真空的這條管
[00:13:48.160 --> 00:13:50.360]  根本這輛車是沒辦法去得了
[00:13:50.360 --> 00:13:52.560]  我看完之後
[00:13:52.560 --> 00:13:53.760]  我就憑一些
[00:13:53.760 --> 00:13:55.360]  猜測而已
[00:13:55.360 --> 00:13:56.960]  我就不是很懂車
[00:13:56.960 --> 00:14:00.160]  我當時也想如果倫牧師在這裡
[00:14:00.160 --> 00:14:00.760]  就好
[00:14:00.760 --> 00:14:02.560]  因為他幫我修理過這輛車
[00:14:02.560 --> 00:14:03.160]  那時候
[00:14:03.160 --> 00:14:05.360]  但是那時候他又不在
[00:14:05.360 --> 00:14:06.360]  我只能夠
[00:14:06.360 --> 00:14:08.360]  就拿著那條膠喉
[00:14:08.360 --> 00:14:11.160]  就去油站的老闆那裡問他
[00:14:11.160 --> 00:14:13.360]  你有沒有這些喉管
[00:14:13.360 --> 00:14:15.160]  他說沒有
[00:14:15.160 --> 00:14:16.960]  我說你有沒有Garage
[00:14:16.960 --> 00:14:17.560]  他說有
[00:14:17.560 --> 00:14:19.360]  你可不可以去Garage那裡找一找
[00:14:19.360 --> 00:14:20.560]  有沒有這條喉管
[00:14:20.560 --> 00:14:21.560]  因為
[00:14:21.560 --> 00:14:22.560]  我的喉管
[00:14:22.560 --> 00:14:23.760]  融化了
[00:14:23.760 --> 00:14:25.160]  沒有了這條喉管
[00:14:25.160 --> 00:14:26.360]  我的車動不了
[00:14:26.360 --> 00:14:27.160]  哇
[00:14:27.160 --> 00:14:28.560]  這個老闆真是好人
[00:14:28.960 --> 00:14:30.760]  讓我找一條給你
[00:14:30.760 --> 00:14:33.360]  他就去了Garage那裡找了15分鐘
[00:14:33.360 --> 00:14:35.160]  找了15分鐘之後
[00:14:35.160 --> 00:14:36.360]  就真的找了一條
[00:14:36.360 --> 00:14:37.360]  大概一尺長的
[00:14:37.360 --> 00:14:38.560]  差不多的喉管
[00:14:38.560 --> 00:14:40.160]  他就進去試一試
