
[00:00:00.000 --> 00:00:03.920]  大家好 我很開心有機會在光復堂
[00:02:30.060 --> 00:02:32.300]  就是給我們有自由的選擇
[00:02:32.300 --> 00:02:35.000]  自由多的地步可以選擇去愛他
[00:02:35.000 --> 00:02:37.600]  也可以選擇不去愛他
[00:02:37.600 --> 00:02:40.240]  不要他 拒絕他
[00:02:40.240 --> 00:02:43.040]  但是如果我們願意在他的計劃當中
[00:02:43.040 --> 00:02:46.100]  他本來是要希望和我們永遠在一起
[00:02:46.100 --> 00:02:49.200]  讓他最好的福分和愛和我們一起永恆
[00:02:49.200 --> 00:02:51.980]  這個就是神第一個的真理
[00:02:51.980 --> 00:02:55.480]  第二 但事實上我們知道
[00:02:55.480 --> 00:02:59.480]  事實上我們就用了我們這個最尊貴的選擇
[00:02:59.480 --> 00:03:02.220]  選擇了不要他 離開了他
[00:03:02.220 --> 00:03:05.260]  所以本來那個計劃就開始偏離了
[00:03:05.260 --> 00:03:07.480]  越走越遠 越走越遠
[00:03:07.480 --> 00:03:09.480]  人和神離開了
[00:03:09.480 --> 00:03:11.080]  如果繼續走下去的時候
[00:03:11.080 --> 00:03:13.480]  結果就是永遠和神分開
[00:03:13.480 --> 00:03:14.540]  永遠和神分開
[00:03:14.540 --> 00:03:18.080]  這個是第二個我們所見到的情況
[00:03:18.080 --> 00:03:20.780]  第三 就是在這個時間
[00:03:20.780 --> 00:03:22.780]  甚至我們自己都不知道
[00:03:22.780 --> 00:03:26.280]  不知道是這麼危險的時候
[00:03:26.280 --> 00:03:29.980]  神採取主動來找我們
[00:03:29.980 --> 00:03:31.680]  將我們挽回回去
[00:03:31.680 --> 00:03:33.380]  從天上下來
[00:03:33.380 --> 00:03:36.880]  就是我們聖經裡面經常說的耶穌基督
[00:03:36.880 --> 00:03:40.180]  祂成為人 是神在人間的顯現
[00:03:40.180 --> 00:03:42.580]  要告訴我們祂是多麼愛我們
[00:03:42.580 --> 00:03:44.280]  希望我們重新迴轉
[00:03:44.280 --> 00:03:46.280]  和祂建立一個新的關係
[00:03:46.280 --> 00:03:49.080]  以致我們回到祂本來為我們所預備的
[00:03:49.080 --> 00:03:51.080]  美好的計劃當中
[00:03:51.080 --> 00:03:54.280]  祂用的方法 其實祂不需要這樣做
[00:03:54.280 --> 00:03:55.280]  但是祂用了
[00:03:55.280 --> 00:03:58.280]  祂用祂最大的犧牲來表現出
[00:03:58.280 --> 00:03:59.980]  告訴我們祂是多麼愛我們
[00:03:59.980 --> 00:04:01.980]  祂為我們而受苦
[00:04:01.980 --> 00:04:04.980]  甚至是死在這個殘酷的十字架上面
[00:04:04.980 --> 00:04:08.280]  為了要告訴我們祂是愛我們到一個地步
[00:04:08.280 --> 00:04:09.580]  願意這樣做
[00:04:09.580 --> 00:04:11.580]  所以祂肯定告訴我們
[00:04:11.580 --> 00:04:13.280]  誰願意回到祂身邊的
[00:04:13.280 --> 00:04:15.480]  願意和祂回歸 和祂建立關係的
[00:04:15.480 --> 00:04:16.780]  祂一定不會拒絕祂
[00:04:16.780 --> 00:04:18.980]  因為祂連死都願意為我們
[00:04:18.980 --> 00:04:20.980]  這個就是十字架的道理
[00:04:20.980 --> 00:04:23.480]  接著第四
[00:04:23.480 --> 00:04:24.780]  就是在這個十字架下面
[00:04:24.780 --> 00:04:27.980]  開始了一個新的轉換
[00:04:27.980 --> 00:04:29.980]  要麼我們有些人
[00:04:29.980 --> 00:04:32.780]  決定繼續越來越離開神
[00:04:32.780 --> 00:04:34.180]  永遠的和祂分開
[00:04:34.180 --> 00:04:37.080]  或者在十字架下面開始了一條新的路
[00:04:37.080 --> 00:04:41.680]  重新回復和神在一起的計劃
[00:04:41.680 --> 00:04:43.480]  這第四個路就是
[00:04:43.480 --> 00:04:46.980]  人生有神願意繼續和你一起
[00:04:46.980 --> 00:04:49.480]  這個人生很不同的經驗
[00:04:49.480 --> 00:04:50.680]  與神同行
[00:04:50.680 --> 00:04:53.480]  神願意一起走這條人生的路
[00:04:53.480 --> 00:04:55.780]  產生一個很不同的信仰
[00:04:55.780 --> 00:04:57.780]  和生活的經驗
[00:04:57.780 --> 00:04:59.780]  然後第五
[00:04:59.780 --> 00:05:01.280]  這個路是沒有盡頭的
[00:05:01.280 --> 00:05:02.980]  因為我們生命會結束
[00:05:02.980 --> 00:05:05.980]  但是我們重新接回神本來那個
[00:05:05.980 --> 00:05:09.480]  為我們預備每一個人的那個美好的計劃
[00:05:09.480 --> 00:05:11.480]  我們永遠的和祂在一起
[00:05:11.480 --> 00:05:14.980]  恢復那個美麗的計劃
[00:05:14.980 --> 00:05:16.980]  2分50秒
[00:05:16.980 --> 00:05:18.980]  說完了
[00:05:18.980 --> 00:05:20.980]  基督教就是這麼簡單
[00:05:20.980 --> 00:05:21.980]  很簡單
[00:05:21.980 --> 00:05:23.480]  但是也可以很深刻
[00:05:23.480 --> 00:05:25.980]  也可以一輩子都說不完
[00:05:25.980 --> 00:05:27.480]  今天我就時間有限
[00:05:27.480 --> 00:05:31.480]  我想和大家就用剛才那一二三四五
[00:05:31.480 --> 00:05:32.980]  就說這五樣東西
[00:05:32.980 --> 00:05:35.480]  我也將它和其它的宗教
[00:05:35.480 --> 00:05:36.980]  不是很仔細
[00:05:36.980 --> 00:05:38.480]  因為今天時間不多
[00:05:38.480 --> 00:05:39.480]  那就可以開一課
[00:05:39.480 --> 00:05:41.480]  我已經開了幾課了
[00:05:41.480 --> 00:05:43.480]  但是我想總括一下
[00:05:43.480 --> 00:05:45.480]  這個對於我們也是一個挑戰
[00:05:45.480 --> 00:05:46.480]  因為我也想試一下
[00:05:46.480 --> 00:05:48.980]  想總括一下基督教為什麼這麼特別呢?
[00:05:48.980 --> 00:05:50.480]  它特別在哪裡?
[00:05:50.480 --> 00:05:52.480]  為什麼其它宗教不可以取代它
[00:05:52.480 --> 00:05:53.980]  而是我們要來到
[00:05:53.980 --> 00:05:55.480]  在基督教信仰裡面
[00:05:55.480 --> 00:05:58.480]  去真的做一個決定呢?
[00:05:58.480 --> 00:06:02.480]  這五方面我接著和大家一起看看
[00:06:02.480 --> 00:06:05.480]  第一 基督教獨特的信仰
[00:06:06.980 --> 00:06:08.980]  所有宗教尤其是現在我說的是
[00:06:08.980 --> 00:06:10.980]  我們中國的宗教
[00:06:10.980 --> 00:06:13.980]  是最主要的人生的哲學
[00:06:13.980 --> 00:06:14.980]  很精彩
[00:06:14.980 --> 00:06:16.980]  它幫我們發現自己
[00:06:16.980 --> 00:06:18.980]  發現自我
[00:06:18.980 --> 00:06:19.980]  宗教的修煉
[00:06:19.980 --> 00:06:21.980]  教我們安身立命
[00:06:21.980 --> 00:06:22.980]  最重要的基礎
[00:06:22.980 --> 00:06:24.980]  是我們知道自己是誰
[00:06:24.980 --> 00:06:26.980]  在佛教、佛學的思想裡面
[00:06:26.980 --> 00:06:29.980]  當下知道佛性就在你裡面
[00:06:29.980 --> 00:06:31.980]  眾類尋他千百度
[00:06:31.980 --> 00:06:32.980]  默然回首
[00:06:32.980 --> 00:06:34.980]  乃人卻在燈火闌珊處
[00:06:34.980 --> 00:06:35.980]  找來找去找不到
[00:06:35.980 --> 00:06:37.980]  原來佛就在你裡面
[00:06:37.980 --> 00:06:39.980]  你裡面就是
[00:06:39.980 --> 00:06:40.980]  儒家的思想
[00:06:40.980 --> 00:06:41.980]  孟子所說
[00:06:41.980 --> 00:06:43.980]  我們是掘井及泉
[00:06:43.980 --> 00:06:45.980]  當你發現你生命裡面
[00:06:45.980 --> 00:06:46.980]  一點點的靈明
[00:06:46.980 --> 00:06:48.980]  一些的善端的時候
[00:06:48.980 --> 00:06:50.980]  你將它抗而充之
[00:06:50.980 --> 00:06:52.980]  你發覺原來你的良知就在你裡面
[00:06:52.980 --> 00:06:53.980]  在那裡的時候
[00:06:53.980 --> 00:06:55.980]  你的生命就可以豐富起來
[00:06:55.980 --> 00:06:56.980]  是幫你發現自己
[00:06:56.980 --> 00:06:59.980]  用各樣的方式去發現你自己
[00:06:59.980 --> 00:07:02.980]  基督教不是不叫你發現自己
[00:07:02.980 --> 00:07:03.980]  不過更加重要的
[00:07:03.980 --> 00:07:05.980]  是要你發現另外一位
[00:07:05.980 --> 00:07:07.980]  發現上帝
[00:07:07.980 --> 00:07:09.980]  所以基督同時邀請你
[00:07:09.980 --> 00:07:10.980]  不如你來吧
[00:07:10.980 --> 00:07:11.980]  你聽一下吧
[00:07:11.980 --> 00:07:12.980]  祂不是聽道理
[00:07:12.980 --> 00:07:14.980]  不是教你一種人生的修養
[00:07:14.980 --> 00:07:17.980]  祂介紹耶穌給你的時候
[00:07:17.980 --> 00:07:18.980]  介紹另外一位給你認識
[00:07:18.980 --> 00:07:21.980]  就是那位創造你的上帝
[00:07:21.980 --> 00:07:23.980]  可能有些人心裡面說
[00:07:23.980 --> 00:07:25.980]  唉,真的有個上帝嗎?
[00:07:25.980 --> 00:07:27.980]  有個神的嗎?
[00:07:27.980 --> 00:07:29.980]  我今天站在這裡
[00:07:29.980 --> 00:07:31.980]  在這45年的經驗裡面
[00:07:31.980 --> 00:07:33.980]  我想告訴你
[00:07:33.980 --> 00:07:35.980]  我相信
[00:07:35.980 --> 00:07:36.980]  很清楚地告訴你
[00:07:36.980 --> 00:07:38.980]  我相信有上帝
[00:07:38.980 --> 00:07:39.980]  45年前
[00:07:39.980 --> 00:07:40.980]  年輕的時候
[00:07:40.980 --> 00:07:43.980]  你可以說是一時衝動
[00:07:43.980 --> 00:07:44.980]  45年了
[00:07:44.980 --> 00:07:45.980]  不會衝動的
[00:07:45.980 --> 00:07:47.980]  衝動衝動不到45年
[00:07:47.980 --> 00:07:48.980]  在這45年裡
[00:07:48.980 --> 00:07:50.980]  人生裡有很多高高低低
[00:07:50.980 --> 00:07:51.980]  也讀了很多書
[00:07:51.980 --> 00:07:53.980]  我不相信我是一個盲目的人
[00:07:53.980 --> 00:07:54.980]  但我告訴你
[00:07:54.980 --> 00:07:56.980]  神是很真實的
[00:07:56.980 --> 00:07:57.980]  你雖然眼看不到祂
[00:07:57.980 --> 00:07:59.980]  剛才我們講聖經很有意思
[00:07:59.980 --> 00:08:01.980]  眼看不到祂就不存在了嗎?
[00:08:01.980 --> 00:08:02.980]  當然不是
[00:08:02.980 --> 00:08:03.980]  大家都知道
[00:08:03.980 --> 00:08:04.980]  這不是一個理由
[00:08:04.980 --> 00:08:06.980]  因為他看不到
[00:08:06.980 --> 00:08:08.980]  但是他所創造的世界
[00:08:08.980 --> 00:08:10.980]  的奇妙
[00:08:10.980 --> 00:08:12.980]  花草樹木
[00:08:12.980 --> 00:08:13.980]  那些動物
[00:08:13.980 --> 00:08:14.980]  那些昆蟲
[00:08:14.980 --> 00:08:15.980]  你只要和我一起
[00:08:15.980 --> 00:08:17.980]  去客觀一點
[00:08:17.980 --> 00:08:19.980]  放開你的主觀的心懷
[00:08:19.980 --> 00:08:21.980]  你看看那種奇妙
[00:08:21.980 --> 00:08:22.980]  每一朵花
[00:08:22.980 --> 00:08:24.980]  每一個動物的奇妙的時候
[00:08:24.980 --> 00:08:25.980]  你就知道
[00:08:25.980 --> 00:08:26.980]  不可能沒有一個
[00:08:26.980 --> 00:08:30.980]  匠心設計的設計者和創造者在這裡
[00:08:30.980 --> 00:08:32.980]  你不用
[00:08:32.980 --> 00:08:33.980]  我前一年出了一本書
[00:08:33.980 --> 00:08:35.980]  叫做《是否真有神的存在》
[00:08:35.980 --> 00:08:37.980]  那裡舉了很多很多的例子
[00:08:37.980 --> 00:08:39.980]  今天沒有時間和大家慢慢舉
[00:08:39.980 --> 00:08:40.980]  如果說完的時候
[00:08:40.980 --> 00:08:42.980]  今天說到這麼晚都說不完
[00:08:42.980 --> 00:08:44.980]  其實都不用這麼複雜的
[00:08:44.980 --> 00:08:46.980]  你不用看我那本書
[00:08:46.980 --> 00:08:47.980]  因為
[00:08:47.980 --> 00:08:49.980]  其實我們現在的電視
[00:08:49.980 --> 00:08:52.980]  電視的很多的紀錄片
[00:08:52.980 --> 00:08:53.980]  那些動物的
[00:08:53.980 --> 00:08:54.980]  看那些企鵝
[00:08:54.980 --> 00:08:56.980]  看那些鯨魚
[00:08:56.980 --> 00:08:57.980]  看那些蝴蝶
[00:08:57.980 --> 00:08:59.980]  飛幾千里回到那棵樹那裡
[00:08:59.980 --> 00:09:01.980]  那個導航系統
[00:09:01.980 --> 00:09:03.980]  你知不知道這麼簡單的蝴蝶
[00:09:03.980 --> 00:09:04.980]  生物學家
[00:09:04.980 --> 00:09:05.980]  當然研究的時候
[00:09:05.980 --> 00:09:07.980]  發覺那種極精美的導航系統
[00:09:07.980 --> 00:09:10.980]  比我們現在最新的飛機更加厲害
[00:09:10.980 --> 00:09:11.980]  它是找得到路的
[00:09:11.980 --> 00:09:13.980]  它是怎麼找得到路的呢?
[00:09:13.980 --> 00:09:18.980]  非洲的大象
[00:09:18.980 --> 00:09:19.980]  大家都知道的
[00:09:19.980 --> 00:09:20.980]  每年就是遷徙的
[00:09:20.980 --> 00:09:21.980]  是不是?
[00:09:21.980 --> 00:09:22.980]  到那個時間
[00:09:22.980 --> 00:09:23.980]  到時候到後
[00:09:23.980 --> 00:09:25.980]  他們一群人就走了
[00:09:25.980 --> 00:09:26.980]  那個方向是誰教的
[00:09:26.980 --> 00:09:27.980]  沒有人教的
[00:09:27.980 --> 00:09:28.980]  但是他們就知道了
[00:09:28.980 --> 00:09:29.980]  誰先帶頭的不知道
[00:09:29.980 --> 00:09:31.980]  總之他們就這樣走
[00:09:31.980 --> 00:09:33.980]  去那個水泉那裡
[00:09:33.980 --> 00:09:34.980]  去那個方向
[00:09:34.980 --> 00:09:36.980]  那個水泉本來是沒有水的
[00:09:36.980 --> 00:09:37.980]  那個方向
[00:09:37.980 --> 00:09:38.980]  去到那裡的時候
[00:09:38.980 --> 00:09:40.980]  走了幾個月了
[00:09:40.980 --> 00:09:41.980]  去到那裡的時候
[00:09:41.980 --> 00:09:43.980]  剛剛快到的時候
[00:09:43.980 --> 00:09:44.980]  山上
[00:09:44.980 --> 00:09:46.980]  旁邊山上的冰
[00:09:46.980 --> 00:09:47.980]  就暖了
[00:09:47.980 --> 00:09:48.980]  開始融化
[00:09:48.980 --> 00:09:49.980]  水就開始流下來
[00:09:49.980 --> 00:09:51.980]  剛剛水流到
[00:09:51.980 --> 00:09:53.980]  那個平原的時候
[00:09:53.980 --> 00:09:54.980]  大象就到了
[00:09:54.980 --> 00:09:57.980]  它到遲一個禮拜就渴死了
[00:09:57.980 --> 00:09:58.980]  誰教它
[00:09:58.980 --> 00:09:59.980]  就是那個時候剛剛開始走
[00:09:59.980 --> 00:10:00.980]  幾個月前
[00:10:00.980 --> 00:10:01.980]  它就那天就開始走了
[00:10:01.980 --> 00:10:03.980]  每年不同的時間走
[00:10:03.980 --> 00:10:04.980]  你知不知道?
[00:10:04.980 --> 00:10:06.980]  每年不同的時間走
[00:10:06.980 --> 00:10:08.980]  它就剛剛有水了
[00:10:08.980 --> 00:10:13.980]  這不是叫神奇
[00:10:13.980 --> 00:10:16.980]  這是因為有神
[00:10:16.980 --> 00:10:17.980]  你明白嗎?
[00:10:17.980 --> 00:10:19.980]  正如好像你看那些
[00:10:19.980 --> 00:10:20.980]  那些紀錄片的時候
[00:10:20.980 --> 00:10:21.980]  那個評論員說過
[00:10:21.980 --> 00:10:22.980]  說真的奇怪
[00:10:22.980 --> 00:10:23.980]  真的奇妙
[00:10:23.980 --> 00:10:24.980]  他不是基督徒
[00:10:24.980 --> 00:10:26.980]  他都忍不住要說兩句
[00:10:26.980 --> 00:10:27.980]  是不是?
[00:10:27.980 --> 00:10:28.980]  因為你看不到神
[00:10:28.980 --> 00:10:30.980]  但是神所創造的世界
[00:10:30.980 --> 00:10:31.980]  你睜開眼睛看看
[00:10:31.980 --> 00:10:34.980]  還有他創造的世界之餘
[00:10:34.980 --> 00:10:36.980]  還有很多他碰見過的
[00:10:36.980 --> 00:10:38.980]  經驗過的認識神
[00:10:38.980 --> 00:10:40.980]  他要介紹給你認識的人
[00:10:40.980 --> 00:10:43.980]  他那個生命那種真實的改變
[00:10:43.980 --> 00:10:44.980]  還有他
[00:10:44.980 --> 00:10:45.980]  藉口告訴你
[00:10:45.980 --> 00:10:46.980]  是有一位神
[00:10:46.980 --> 00:10:47.980]  難道他是假的嗎?
[00:10:47.980 --> 00:10:48.980]  一個可以是假
[00:10:48.980 --> 00:10:49.980]  兩個可以是假
[00:10:49.980 --> 00:10:51.980]  但是你看歷代這麼多的人
[00:10:51.980 --> 00:10:53.980]  這麼多的經驗
[00:10:53.980 --> 00:10:54.980]  這麼多不同的人
[00:10:54.980 --> 00:10:56.980]  這麼多不同的民族
[00:10:56.980 --> 00:10:58.980]  有讀了很多書的
[00:10:58.980 --> 00:10:59.980]  有讀了很少書的
[00:10:59.980 --> 00:11:00.980]  有男有女的
[00:11:00.980 --> 00:11:01.980]  有老年的
[00:11:01.980 --> 00:11:03.980]  有年輕的
[00:11:03.980 --> 00:11:04.980]  他都說經驗到
[00:11:04.980 --> 00:11:07.980]  經驗到那位神這麼真實
[00:11:07.980 --> 00:11:09.980]  那位神這麼真實
[00:11:09.980 --> 00:11:10.980]  有一些
[00:11:10.980 --> 00:11:12.980]  你不能說他迷信
[00:11:12.980 --> 00:11:15.980]  有些不可能是迷信的
[00:11:15.980 --> 00:11:17.980]  有些人你知道他是專業的人士
[00:11:17.980 --> 00:11:20.980]  甚至拿諾貝爾的獎
[00:11:20.980 --> 00:11:21.980]  是不是?
[00:11:21.980 --> 00:11:24.980]  還有一些你很佩服的
[00:11:24.980 --> 00:11:25.980]  外科醫生
[00:11:25.980 --> 00:11:27.980]  有最危險的手術都找他做
[00:11:27.980 --> 00:11:28.980]  然後他告訴你
[00:11:28.980 --> 00:11:29.980]  我相信有神的
[00:11:29.980 --> 00:11:31.980]  我想介紹給你認識的時候
[00:11:31.980 --> 00:11:32.980]  難道你想想
[00:11:32.980 --> 00:11:34.980]  這個人腦子只有夠粗
[00:11:34.980 --> 00:11:35.980]  當然不是
[00:11:35.980 --> 00:11:37.980]  他知道自己在說什麼
[00:11:37.980 --> 00:11:39.980]  他知道自己在說什麼
[00:11:39.980 --> 00:11:40.980]  他說不是的
[00:11:40.980 --> 00:11:42.980]  你說他做手術的時候是醫生
[00:11:42.980 --> 00:11:44.980]  說到禮拜堂就變成另外一個人
[00:11:44.980 --> 00:11:46.980]  你不要這麼容易說人家精神分裂
[00:11:46.980 --> 00:11:50.980]  他多麼冷靜告訴你
[00:11:50.980 --> 00:11:52.980]  神是很真實的
[00:11:52.980 --> 00:11:56.980]  我相信耶穌之後
[00:11:56.980 --> 00:11:58.980]  我自己在70年代
[00:11:58.980 --> 00:12:00.980]  第一次離開香港
[00:12:00.980 --> 00:12:02.980]  去菲律賓開會
[00:12:02.980 --> 00:12:04.980]  去菲律賓的碧瑤我還記得
[00:12:04.980 --> 00:12:05.980]  在大學裏面
[00:12:05.980 --> 00:12:07.980]  有一個全世界來自不同的大學
[00:12:07.980 --> 00:12:10.980]  大學生的一個會議
[00:12:10.980 --> 00:12:12.980]  一個基督教的會議
[00:12:12.980 --> 00:12:14.980]  我最記得那次我去到的時候
[00:12:14.980 --> 00:12:16.980]  我第一次出外
[00:12:16.980 --> 00:12:17.980]  有點緊張
[00:12:17.980 --> 00:12:18.980]  早一早就去到
[00:12:18.980 --> 00:12:19.980]  坐了很久的巴士
[00:12:19.980 --> 00:12:21.980]  去到大學的宿舍
[00:12:21.980 --> 00:12:22.980]  進去房間沒有人
[00:12:22.980 --> 00:12:24.980]  兩張雙層床
[00:12:24.980 --> 00:12:25.980]  我把行李放在那裏
[00:12:25.980 --> 00:12:26.980]  不敢動
[00:12:26.980 --> 00:12:28.980]  等到吃飯才走出去
[00:12:28.980 --> 00:12:29.980]  看誰人多
[00:12:29.980 --> 00:12:30.980]  我們就去那裏吃
[00:12:30.980 --> 00:12:31.980]  怕走失路
[00:12:31.980 --> 00:12:32.980]  坐在那裏等
[00:12:32.980 --> 00:12:34.980]  接著又進去另外一個
[00:12:34.980 --> 00:12:35.980]  他又是住那個房間
[00:12:35.980 --> 00:12:36.980]  一個黑人很高大
[00:12:36.980 --> 00:12:37.980]  年輕人
[00:12:37.980 --> 00:12:38.980]  黑人
[00:12:38.980 --> 00:12:40.980]  揹著背包
[00:12:40.980 --> 00:12:42.980]  扔在我的床上
[00:12:42.980 --> 00:12:44.980]  他就坐下來
[00:12:44.980 --> 00:12:45.980]  尷尬了
[00:12:45.980 --> 00:12:46.980]  他又坐下來
[00:12:46.980 --> 00:12:47.980]  我又坐下來
[00:12:47.980 --> 00:12:48.980]  那怎麼辦呢?
[00:12:48.980 --> 00:12:49.980]  要等很久
[00:12:49.980 --> 00:12:50.980]  兩個小時都沒吃飯
[00:12:50.980 --> 00:12:51.980]  他開始生我的氣
[00:12:51.980 --> 00:12:52.980]  說話
[00:12:52.980 --> 00:12:53.980]  開口的時候
[00:12:53.980 --> 00:12:54.980]  我發覺原來他來自非洲
[00:12:54.980 --> 00:12:56.980]  一個伊斯蘭的
[00:12:56.980 --> 00:12:57.980]  穆斯林的國家
[00:12:57.980 --> 00:12:58.980]  他英文一般
[00:12:58.980 --> 00:13:00.980]  我英文也一般
[00:13:00.980 --> 00:13:01.980]  兩個總之
[00:13:01.980 --> 00:13:02.980]  言言吟吟
[00:13:02.980 --> 00:13:03.980]  但是都說得出來
[00:13:03.980 --> 00:13:07.980]  我就不知道說什麼好
[00:13:07.980 --> 00:13:09.980]  那時候第一次沒什麼經驗
[00:13:09.980 --> 00:13:11.980]  我就問了一個很愚蠢的問題
[00:13:11.980 --> 00:13:12.980]  你是不是基督徒?
[00:13:12.980 --> 00:13:13.980]  當然是基督徒了
[00:13:13.980 --> 00:13:15.980]  不基督徒開會幹什麼呢?
[00:13:15.980 --> 00:13:16.980]  他說我是基督徒
[00:13:16.980 --> 00:13:18.980]  他難得他很有心機
[00:13:18.980 --> 00:13:20.980]  他說我信了五年了
[00:13:20.980 --> 00:13:22.980]  我說我沒你信那麼久
[00:13:22.980 --> 00:13:24.980]  我信一年多兩年而已
[00:13:24.980 --> 00:13:26.980]  接著我們就聊天
[00:13:26.980 --> 00:13:28.980]  我就說了一遍
[00:13:28.980 --> 00:13:30.980]  他說我信得其實很難
[00:13:30.980 --> 00:13:32.980]  因為我的國家
[00:13:32.980 --> 00:13:33.980]  信耶穌
[00:13:33.980 --> 00:13:35.980]  可能要命都沒有
[00:13:35.980 --> 00:13:36.980]  我爸爸
[00:13:36.980 --> 00:13:37.980]  我的家族
[00:13:37.980 --> 00:13:38.980]  差不多要殺我
[00:13:38.980 --> 00:13:40.980]  不過神好奇妙
[00:13:40.980 --> 00:13:41.980]  他這樣
[00:13:41.980 --> 00:13:42.980]  好奇妙
[00:13:42.980 --> 00:13:43.980]  想都想不到的方式
[00:13:43.980 --> 00:13:44.980]  救了我的命
[00:13:44.980 --> 00:13:45.980]  他一說的時候
[00:13:45.980 --> 00:13:46.980]  我說是呀
[00:13:46.980 --> 00:13:47.980]  我是很共鳴的
[00:13:47.980 --> 00:13:48.980]  雖然我跟你完全不同的背景
[00:13:48.980 --> 00:13:50.980]  但是我認識了上帝之後
[00:13:50.980 --> 00:13:51.980]  我祈禱的時候
[00:13:51.980 --> 00:13:53.980]  經常有這樣的事情發生
[00:13:53.980 --> 00:13:56.980]  跟你所經驗的很相同
[00:13:56.980 --> 00:13:57.980]  方法很像
[00:13:57.980 --> 00:13:58.980]  於是我們這樣聊
[00:13:58.980 --> 00:14:00.980]  我只記得一件事
[00:14:00.980 --> 00:14:01.980]  那麼多年之後
[00:14:01.980 --> 00:14:02.980]  我還記得一件事
[00:14:02.980 --> 00:14:03.980]  我們兩個一起走出去的時候
[00:14:03.980 --> 00:14:04.980]  一個多小時
[00:14:04.980 --> 00:14:05.980]  去吃飯的時候
