
[00:00:00.000 --> 00:00:05.920]  各位本納比眾恩堂的弟兄姊妹
[00:05:10.240 --> 00:05:13.360]  這就讓我們明白正和邪
[00:05:13.360 --> 00:05:17.200]  善和惡其實是可以分辨出來的
[00:05:17.200 --> 00:05:22.000]  經文提到有人將物質殺在主人的田裡
[00:05:22.000 --> 00:05:25.600]  這些物質其實是比喻做天國的義人
[00:05:25.600 --> 00:05:28.800]  這些義人在田裡成長
[00:05:28.800 --> 00:05:32.640]  而當主人的僕人正在睡覺的時候
[00:05:32.640 --> 00:05:38.000]  就有主人的仇敵將敗子殺在田裡
[00:05:38.000 --> 00:05:44.400]  而當物質和敗子一起成長到長苗兔睡
[00:05:44.400 --> 00:05:45.920]  也就是在Power Point
[00:05:45.920 --> 00:05:48.880]  Highlight產色放大的時候
[00:05:48.880 --> 00:05:52.080]  才能讓那個僕人認得出來
[00:05:52.080 --> 00:05:58.240]  當中的苗和睡其實是指向一個修割的時候
[00:05:58.240 --> 00:06:02.960]  也就是說物質和敗子在成長的過程當中
[00:06:02.960 --> 00:06:05.200]  他們的外表其實很相似
[00:06:05.200 --> 00:06:07.840]  直到他們結果子的時候
[00:06:07.840 --> 00:06:12.000]  才能讓人認得出哪些是物質
[00:06:12.000 --> 00:06:14.000]  而哪些是敗質
[00:06:14.000 --> 00:06:16.960]  這就合乎一種憑他們的果子
[00:06:16.960 --> 00:06:20.880]  就可以分辨出來的做法
[00:06:20.880 --> 00:06:25.040]  另外物質和敗質的結局也有不同
[00:06:25.040 --> 00:06:27.600]  物質會修在倉裡
[00:06:27.600 --> 00:06:31.040]  而敗質會燒在火裡
[00:06:31.040 --> 00:06:34.000]  讓我們明白物質和敗質
[00:06:34.000 --> 00:06:36.880]  其實是真的可以分辨得到的
[00:06:36.880 --> 00:06:40.720]  但是物質和敗質雖然可以分辨得到
[00:06:40.720 --> 00:06:42.640]  但卻不能夠分開
[00:06:42.640 --> 00:06:47.680]  經文就指出物質和敗質殺在同一個田地裡
[00:06:47.680 --> 00:06:50.560]  而這個田地是比喻做世界
[00:06:50.560 --> 00:06:54.160]  物質和敗質的成長在同一個土地
[00:06:54.160 --> 00:06:56.960]  在同一個天空底下去成長
[00:06:56.960 --> 00:06:59.120]  當那個僕人詢問主人
[00:06:59.120 --> 00:07:03.920]  是否能夠在此刻就將敗質拔出來的時候
[00:07:03.920 --> 00:07:06.320]  主人的回答就是不必
[00:07:06.320 --> 00:07:10.720]  恐怕那個敗質就連物質也拔出來
[00:07:10.720 --> 00:07:13.360]  這是第29節提到的
[00:07:13.360 --> 00:07:17.600]  也就是說由於敗質的根比較霸道
[00:07:17.600 --> 00:07:21.280]  深深地抓住泥土
[00:07:21.280 --> 00:07:23.600]  如果我們將它連根拔起
[00:07:23.600 --> 00:07:26.800]  那個物質也會無一倖免
[00:07:26.800 --> 00:07:32.320]  這樣物質和敗質就形成一個不能分開的局面
[00:07:32.320 --> 00:07:36.480]  惡人和義人在同一個土地裡成長
[00:07:36.480 --> 00:07:41.280]  甚至教會裡也有惡人和義人存在
[00:07:41.280 --> 00:07:45.200]  雖然我們憑它的果子能夠分辨出來
[00:07:45.200 --> 00:07:48.320]  哪些是惡人哪些是義人
[00:07:48.320 --> 00:07:52.800]  但我們的確很難完完全全將它們分開
[00:07:52.800 --> 00:07:58.720]  人生在世我們似乎要習慣與不同的惡人共處
[00:07:58.720 --> 00:08:01.760]  面對種種不同的罪惡和自私
[00:08:01.760 --> 00:08:05.360]  甚至有些惡人的根抓得比我們更深
[00:08:05.360 --> 00:08:10.480]  非常霸道地佔據重要的土地和空間
[00:08:10.480 --> 00:08:15.360]  以至作為物質的我們不能夠舒服地生存
[00:08:15.360 --> 00:08:18.800]  慢慢地物質的生存空間有限
[00:08:18.800 --> 00:08:22.480]  帶來惡人當道義人受欺壓的局面
[00:08:22.480 --> 00:08:26.320]  我們就會與那群惡人一起問那個問題
[00:08:26.320 --> 00:08:30.160]  就是你要我們把他們拘捕出來嗎?
[00:08:30.160 --> 00:08:34.000]  主人的回答往往都叫我們失望
[00:08:34.000 --> 00:08:38.480]  因為他不能夠立即進行拔出惡人的工作
[00:08:38.480 --> 00:08:40.000]  他的原因很簡單
[00:08:40.000 --> 00:08:42.640]  就是恐怕拘捕那個敗子
[00:08:42.640 --> 00:08:45.040]  就連那個物質也拔出來
[00:08:45.040 --> 00:08:50.640]  代表主人是為了物質的安全而不願意拔出敗子
[00:08:50.640 --> 00:08:53.200]  他的心意是善的心意
[00:08:53.200 --> 00:08:55.120]  也是好的心意
[00:08:55.120 --> 00:08:58.320]  我還記得有一次有位姐妹
[00:08:58.320 --> 00:09:02.160]  她找一個牧師去掃庫聊天
[00:09:02.160 --> 00:09:06.400]  她自己在一間公司工作
[00:09:06.400 --> 00:09:10.000]  她認定這間公司全部都是惡人
[00:09:10.000 --> 00:09:10.960]  為什麼呢?
[00:09:10.960 --> 00:09:14.000]  因為她覺得所有人都不是正經工作
[00:09:14.000 --> 00:09:15.760]  有些人拆鞋
[00:09:15.760 --> 00:09:18.000]  有些人插人背
[00:09:18.000 --> 00:09:22.560]  有些人是臨收工才工作
[00:09:22.560 --> 00:09:28.960]  她覺得整間公司沒有一個是義人
[00:09:28.960 --> 00:09:30.240]  每個人都是惡人
[00:09:30.240 --> 00:09:33.040]  所以她就把心一還辭職
[00:09:33.040 --> 00:09:36.800]  希望去到一個基督徒的機構工作
[00:09:36.800 --> 00:09:40.800]  希望那裡理論上應該有很多義人
[00:09:40.800 --> 00:09:43.040]  好的人在那裡工作
[00:09:43.040 --> 00:09:44.720]  誰不知她工作之後
[00:09:44.720 --> 00:09:48.720]  原來情況和之前那間公司一模一樣
[00:09:48.720 --> 00:09:51.520]  只不過不是明目張膽有恨惡
[00:09:51.520 --> 00:09:54.720]  但實際上那些人就沒有什麼分別
[00:09:54.720 --> 00:09:59.200]  她就很懊惱去找那位牧師聊天
[00:09:59.200 --> 00:10:02.400]  牧師就給她一個秘訣
[00:10:02.400 --> 00:10:04.000]  就是要她看開一點
[00:10:04.000 --> 00:10:09.120]  因為很多時候很難去完全剷除那些惡人
[00:10:09.120 --> 00:10:11.600]  這段經文也和我們這樣說
[00:10:11.600 --> 00:10:13.600]  似乎人生在世
[00:10:13.600 --> 00:10:16.960]  我們真的要分辨清楚
[00:10:16.960 --> 00:10:18.800]  什麼是要好的東西
[00:10:18.800 --> 00:10:20.320]  你要去追求
[00:10:20.320 --> 00:10:22.000]  什麼是惡的東西
[00:10:22.000 --> 00:10:23.680]  你要禁戒不做
[00:10:23.680 --> 00:10:24.800]  正如這裡
[00:10:24.800 --> 00:10:26.640]  惡人和義人
[00:10:26.640 --> 00:10:28.240]  物質和拜祭
[00:10:28.240 --> 00:10:29.920]  真的可以分辨出來
[00:10:29.920 --> 00:10:33.120]  你的心一定有一個分辨是非的能力
[00:10:33.120 --> 00:10:34.880]  我們千萬不要恨惡
[00:10:34.880 --> 00:10:36.320]  我們要追求良善
[00:10:36.320 --> 00:10:38.240]  但同一時間
[00:10:38.240 --> 00:10:39.760]  我們也要接受
[00:10:39.760 --> 00:10:41.600]  原來我們身邊的那些拜祭
[00:10:41.600 --> 00:10:43.600]  在我們面前奄奄養養
[00:10:43.600 --> 00:10:47.760]  我們沒有辦法完全去除去那些拜祭
[00:10:47.760 --> 00:10:50.960]  所以在這裡就讓我們得出第二個教訓
[00:10:50.960 --> 00:10:53.840]  就是要看開一點
[00:10:53.840 --> 00:10:56.320]  所以我們會看到第一點
[00:10:56.320 --> 00:10:57.680]  就是這段經文
[00:10:57.680 --> 00:11:00.400]  教導我們真的要分辨
[00:11:00.400 --> 00:11:04.400]  但千萬不要看不開
[00:11:04.400 --> 00:11:07.280]  一定要剷除所有的惡人
[00:11:07.280 --> 00:11:10.640]  當然惡人真的很不喜歡
[00:11:10.640 --> 00:11:13.200]  我們很想他在我們眼前消失
[00:11:13.200 --> 00:11:16.720]  但也要接受一件事
[00:11:16.720 --> 00:11:18.720]  那些拜祭直到末日
[00:11:18.720 --> 00:11:22.160]  其實也會在這個世界裡存在
[00:11:22.160 --> 00:11:23.200]  這是第一點
[00:11:23.200 --> 00:11:24.800]  就是可以分辨
[00:11:24.800 --> 00:11:26.960]  但不能夠分開
[00:11:26.960 --> 00:11:29.920]  第二點就是耶穌基督的解釋
[00:11:29.920 --> 00:11:32.800]  就是36到43節
[00:11:32.800 --> 00:11:33.840]  祂說
[00:11:33.840 --> 00:11:36.160]  當下耶穌離開眾人
[00:11:36.160 --> 00:11:37.760]  進到房子
[00:11:37.760 --> 00:11:40.000]  祂的門徒都進前來
[00:11:40.000 --> 00:11:44.720]  就說請將田間拜祭的比喻告訴我們
[00:11:44.720 --> 00:11:45.920]  祂回答說
[00:11:45.920 --> 00:11:48.720]  那殺好種的就是人子
[00:11:48.720 --> 00:11:50.880]  田地就是世界
[00:11:50.880 --> 00:11:53.280]  好種就是天國之子
[00:11:53.280 --> 00:11:56.080]  拜祭就是那惡者之子
[00:11:56.080 --> 00:11:59.120]  殺拜祭的仇敵就是魔鬼
[00:11:59.120 --> 00:12:02.000]  收割的時候就是世界的末了
[00:12:02.000 --> 00:12:04.240]  收割的人就是天使
[00:12:04.240 --> 00:12:07.280]  將拜祭掏出來用火焚燒
[00:12:07.280 --> 00:12:10.080]  世界的末了也要如此
[00:12:10.080 --> 00:12:12.320]  人子要參見使者
[00:12:12.320 --> 00:12:16.240]  就將一切作惡的和令人跌倒的
[00:12:16.240 --> 00:12:18.720]  就將祂從國裡挑出來
[00:12:18.720 --> 00:12:20.640]  雕在火爐裡
[00:12:20.640 --> 00:12:23.040]  在那裡必有哀哭疵疵了
[00:12:23.040 --> 00:12:26.080]  那時二人在他們附的國裡
[00:12:26.080 --> 00:12:27.520]  要發出光來
[00:12:27.520 --> 00:12:29.200]  像太陽一樣
[00:12:29.200 --> 00:12:32.720]  有耳可聽的就應當聽
[00:12:32.720 --> 00:12:36.240]  我在這裡嘗試列出一個清單
[00:12:36.240 --> 00:12:37.920]  讓大家去看一看
[00:12:37.920 --> 00:12:41.120]  耶穌基督的比喻到底是怎樣
[00:12:41.120 --> 00:12:45.280]  祂說那剎好種的就是人子
[00:12:45.280 --> 00:12:47.840]  田地其實就是世界
[00:12:47.840 --> 00:12:50.560]  好種就是天國之子
[00:12:50.560 --> 00:12:53.120]  拜祭就是那惡者之子
[00:12:53.120 --> 00:12:54.400]  並且祂有一個特徵
[00:12:54.400 --> 00:12:56.320]  我用橙色highlight放大
[00:12:56.320 --> 00:12:58.560]  那個特徵就是叫人跌倒
[00:12:58.560 --> 00:13:00.080]  這是第一個特徵
[00:13:00.080 --> 00:13:02.400]  第二個特徵就是作惡敵
[00:13:02.400 --> 00:13:04.320]  收割的人就是天使
[00:13:04.320 --> 00:13:06.880]  收割的時候就是世界的末了
[00:13:06.880 --> 00:13:09.840]  有火燒不是真的有團火燒他
[00:13:09.840 --> 00:13:11.920]  而是在比喻一個比喻
[00:13:11.920 --> 00:13:14.320]  就是哀哭疵疵
[00:13:14.320 --> 00:13:17.520]  收在倉裡不是真的收在倉裡
[00:13:17.520 --> 00:13:19.840]  而是二人在他的附國裡
[00:13:19.840 --> 00:13:22.400]  要發出光來像太陽一樣
[00:13:22.400 --> 00:13:24.640]  同樣地二人的描述
[00:13:24.640 --> 00:13:27.200]  我都用橙色highlight放大
[00:13:27.200 --> 00:13:29.120]  讓大家去看一看
[00:13:29.120 --> 00:13:31.040]  我們看以上的清單
[00:13:31.040 --> 00:13:32.400]  我們就看得到
[00:13:32.400 --> 00:13:36.640]  描述墨子和拜祭的特徵是最多的
[00:13:36.640 --> 00:13:37.680]  第一
[00:13:37.680 --> 00:13:41.840]  拜祭的特徵就是叫人跌倒
[00:13:41.840 --> 00:13:42.800]  這是第一
[00:13:42.800 --> 00:13:44.720]  第二就是作惡敵
[00:13:44.720 --> 00:13:46.880]  讓我解釋給大家聽
[00:13:46.880 --> 00:13:48.320]  這是什麼
[00:13:48.320 --> 00:13:52.320]  叫人跌倒這個字的原文是一個字
[00:13:52.320 --> 00:13:54.320]  翻查字典的意思
[00:13:54.320 --> 00:13:57.120]  就是裝彈弓的意思
[00:13:57.120 --> 00:13:59.360]  也就是說弄一個坑給人踩
[00:13:59.360 --> 00:14:02.560]  弄一個陷阱給人跌下去的意思
[00:14:02.560 --> 00:14:04.960]  如果大家有看前陣子的一個劇集
[00:14:04.960 --> 00:14:06.560]  叫《燃起攻略》的話
[00:14:06.560 --> 00:14:08.560]  你就知道那些清朝的卑鄙
[00:14:08.560 --> 00:14:10.000]  怎樣勾心鬥角
[00:14:10.000 --> 00:14:12.240]  那些就是叫人跌倒的人
[00:14:12.240 --> 00:14:14.000]  就是裝人彈弓的人
[00:14:14.000 --> 00:14:17.280]  用陰謀讓人跌倒
[00:14:17.280 --> 00:14:19.440]  第二個字就是作惡敵
[00:14:19.440 --> 00:14:21.520]  原文就是四個字
[00:14:21.520 --> 00:14:22.800]  正確的翻譯
[00:14:22.800 --> 00:14:24.880]  就是行不法的事情
[00:14:24.880 --> 00:14:26.880]  也就是說他心中沒有律法
[00:14:26.880 --> 00:14:28.480]  違反律法的人
[00:14:28.480 --> 00:14:32.720]  這些不是在律法主義的層面裡違反律法
[00:14:32.720 --> 00:14:35.600]  而是指心中因為他不敬畏神
[00:14:35.600 --> 00:14:37.600]  甚至當自己是上帝
[00:14:37.600 --> 00:14:41.360]  做盡律法不能做的事情
[00:14:41.360 --> 00:14:43.920]  我們看到這兩種表現
[00:14:43.920 --> 00:14:45.680]  如果你發現身邊有人
[00:14:45.680 --> 00:14:48.400]  是有這兩個表現的其中一個的話
[00:14:48.400 --> 00:14:52.000]  你就實牙實齒知道他一定就是敗志
[00:14:52.000 --> 00:14:53.760]  當然我們在這裡
[00:14:53.760 --> 00:14:55.440]  我們就不要看旁邊那個
[00:14:55.440 --> 00:14:56.720]  是不是真的這個人
[00:14:56.720 --> 00:14:58.480]  我們也要檢討我們自己
[00:14:58.480 --> 00:15:00.240]  是不是這個敗志
[00:15:00.240 --> 00:15:03.040]  第二就是物質
[00:15:03.040 --> 00:15:05.200]  物質就是天國之子
[00:15:05.200 --> 00:15:07.760]  他們的特徵就是要發出光來
[00:15:07.760 --> 00:15:09.360]  像太陽一樣
[00:15:09.360 --> 00:15:12.320]  代表他們的本質其實就是光明
[00:15:12.320 --> 00:15:14.160]  既然在終末還沒來到
[00:15:14.160 --> 00:15:18.400]  以先物質和敗志是不能夠分開
[00:15:18.400 --> 00:15:19.440]  這樣的話
[00:15:19.440 --> 00:15:24.000]  這種光明就是照在黑暗當中的光明
[00:15:24.000 --> 00:15:26.160]  也就是說在黑暗當中
[00:15:26.160 --> 00:15:28.160]  粉線的光明
[00:15:28.160 --> 00:15:31.360]  光其實不需要照在光明中
[00:15:31.360 --> 00:15:33.840]  光其實是要照在黑暗中
[00:15:33.840 --> 00:15:38.960]  同時也千萬不要被黑暗吞噬
[00:15:38.960 --> 00:15:41.520]  我們不需要證明黑暗的存在
[00:15:41.520 --> 00:15:44.640]  因為黑暗的存在已經顯而易見
[00:15:44.640 --> 00:15:48.880]  但我們卻要證明自己的生命是要有光
[00:15:48.880 --> 00:15:51.920]  當我們還保留自己心中的良善
[00:15:51.920 --> 00:15:54.480]  而不變得黑暗的時候
[00:15:54.480 --> 00:15:55.920]  我們總有一天
[00:15:55.920 --> 00:15:58.880]  在終末來到的時候就收在倉裡
[00:15:58.880 --> 00:16:00.240]  到那時候
[00:16:00.240 --> 00:16:03.040]  所有發光的天國之子
[00:16:03.040 --> 00:16:06.880]  就要發出極大的光來就像太陽一樣
[00:16:06.880 --> 00:16:08.320]  這樣的話
[00:16:08.320 --> 00:16:12.640]  我們身處在物質和敗志共存的世代
[00:16:12.640 --> 00:16:15.920]  我們實在沒有辦法離開所有的罪惡
[00:16:15.920 --> 00:16:20.480]  但我們要確保自己要離開黑暗
[00:16:20.480 --> 00:16:23.360]  要保持自己永遠是物質
[00:16:23.360 --> 00:16:26.400]  實在需要一份的忍耐和決心
[00:16:26.400 --> 00:16:29.600]  當中的秘訣就是盼望
[00:16:29.600 --> 00:16:33.440]  我們一定要認定終末的結局
[00:16:33.440 --> 00:16:35.120]  那個末日的結局
[00:16:35.120 --> 00:16:39.840]  用這個結局去主導我們當下的人生
[00:16:39.840 --> 00:16:42.240]  這個就叫做盼望的人生
[00:16:42.240 --> 00:16:45.440]  這個盼望讓我們忍耐和等候
[00:16:45.440 --> 00:16:48.320]  在這個正邪難分的世代
[00:16:48.320 --> 00:16:52.000]  努力在黑暗的地方為主發出光亮
[00:16:52.000 --> 00:16:56.000]  也同時千萬不要將自己變節
[00:16:56.000 --> 00:16:59.040]  成為敗子的一部分
[00:16:59.040 --> 00:17:01.280]  其實大家明白的
[00:17:01.280 --> 00:17:02.880]  變節其實是容易的
[00:17:02.880 --> 00:17:06.080]  因為我們看到敗子的力量真的很大
[00:17:06.080 --> 00:17:07.840]  可以活得舒服一點
[00:17:07.840 --> 00:17:10.080]  但我們看到終末的結局
[00:17:10.080 --> 00:17:13.040]  一個是留著去燒
[00:17:13.040 --> 00:17:15.200]  一個就是收在倉裡的時候
[00:17:15.200 --> 00:17:21.200]  用這個結局去主導我當下現在的倫理決定
[00:17:21.200 --> 00:17:25.600]  我們這個終末觀主導我現在的倫理觀
[00:17:25.600 --> 00:17:31.360]  我們就明白我們沒有本錢去進行變節
[00:17:31.360 --> 00:17:35.040]  有一次我在香港
[00:17:35.040 --> 00:17:38.080]  打算搭車由屯門去中環
[00:17:38.080 --> 00:17:42.560]  然後在中環上船回長洲
[00:17:42.560 --> 00:17:44.400]  我在等巴士
[00:17:44.400 --> 00:17:48.000]  巴士的名字叫961
[00:17:48.000 --> 00:17:50.320]  我有手機的APP
[00:17:50.320 --> 00:17:54.240]  那個APP告訴我巴士還有六分鐘就到
[00:17:54.240 --> 00:17:55.600]  我當然等
[00:17:55.600 --> 00:17:58.400]  因為前面的路有很多人
[00:17:58.400 --> 00:18:00.640]  我一邊等它就變成三分鐘
[00:18:00.640 --> 00:18:01.920]  一邊等就變成一滑
[00:18:01.920 --> 00:18:05.920]  一滑的意思是巴士應該要來
[00:18:05.920 --> 00:18:08.480]  但我發現它遲遲都不來
[00:18:08.480 --> 00:18:10.240]  我等多兩下
[00:18:10.240 --> 00:18:13.680]  那一滑就跳了23分鐘
[00:18:13.680 --> 00:18:17.600]  等於巴士要23分鐘才來
[00:18:17.600 --> 00:18:19.840]  我就問前面的阿山
[00:18:19.840 --> 00:18:23.680]  你有沒有看過巴士在你面前走過
[00:18:23.680 --> 00:18:25.360]  他也很激氣
[00:18:25.360 --> 00:18:27.120]  為什麼巴士不來
[00:18:27.120 --> 00:18:30.720]  那一刻我就真的要做一個決定
[00:18:30.720 --> 00:18:36.000]  到底我要繼續等巴士
[00:18:36.000 --> 00:18:40.800]  還是我要走15分鐘到屯門的地鐵站
[00:18:40.800 --> 00:18:45.200]  在那裡搭西鐵到中環
[00:18:45.200 --> 00:18:50.880]  究竟我願意變節搭西鐵還是等巴士
[00:18:50.880 --> 00:18:54.240]  但我覺得巴士應該要過一會才來
[00:18:54.240 --> 00:18:55.680]  APP應該壞了
[00:18:55.680 --> 00:18:58.720]  所以等多兩分鐘巴士就來了
[00:18:58.720 --> 00:19:00.880]  我就如常去到上車
[00:19:00.880 --> 00:19:02.720]  其實大家要明白
[00:19:02.720 --> 00:19:06.560]  我們以為等是一個消極的做法
[00:19:06.560 --> 00:19:08.160]  我們等是很被動
[00:19:08.160 --> 00:19:11.680]  誰不知原來心虐裡的等
[00:19:11.680 --> 00:19:13.760]  其實是一種叫做active waiting
[00:19:13.760 --> 00:19:15.360]  主動地等
[00:19:15.360 --> 00:19:16.560]  大家想清楚一點
[00:19:16.560 --> 00:19:18.720]  如果巴士不來的話
[00:19:18.720 --> 00:19:20.560]  你一定不會等
[00:19:20.560 --> 00:19:25.200]  你等得就相信它一定會來才等
[00:19:25.200 --> 00:19:27.360]  如果你相信它一定不來的話
[00:19:27.360 --> 00:19:29.120]  你就變節走去搭西鐵
[00:19:29.120 --> 00:19:30.800]  同樣地
[00:19:30.800 --> 00:19:38.160]  那個燒在瘡裡和燒在火裡的結局
[00:19:38.160 --> 00:19:40.560]  是真的一定會來
[00:19:40.560 --> 00:19:42.160]  既然一定會來
[00:19:42.160 --> 00:19:44.560]  你要保持一個等待的狀態
[00:19:44.560 --> 00:19:46.800]  等待那個留著燒
