
[00:00:00.000 --> 00:00:05.560]  各位網友 今天我們就來聊聊這個問題 請問一下
[00:02:25.120 --> 00:02:30.240]  結構的改變 很多各方面的不同的改變
[00:02:30.240 --> 00:02:31.820]  起碼就是年紀改變
[00:02:31.820 --> 00:02:35.920]  我們不是在成立的時候的習富民
[00:02:35.920 --> 00:02:37.680]  我們經過這麼多年之後
[00:02:37.680 --> 00:02:39.840]  究竟在這個階段裏面
[00:02:39.840 --> 00:02:43.040]  我們怎樣去面對現在我們的處境呢?
[00:02:43.040 --> 00:02:46.200]  我覺得這個疫情其實在某個程度來說
[00:02:46.200 --> 00:02:51.300]  是從外在以至內在帶來一個機會
[00:02:51.300 --> 00:02:54.280]  讓我們去面對重新思想
[00:02:54.280 --> 00:02:57.460]  究竟習富民今天在做什麼?
[00:02:57.460 --> 00:03:00.420]  我們在前面 我們怎樣去面對這個
[00:03:00.420 --> 00:03:07.100]  不斷改變的時代的處境和挑戰呢?
[00:03:07.100 --> 00:03:12.540]  我們用的經文就是《肥沃比書》第二章一至五節
[00:03:12.540 --> 00:03:16.120]  這段經文我相信很多弟兄姐妹都熟悉的
[00:03:16.120 --> 00:03:18.160]  事實上我自己在香港的時候
[00:03:18.160 --> 00:03:22.220]  我的團計的團訓就是這一段的經文
[00:03:22.220 --> 00:03:27.520]  這裏保羅其實是在說「合一同心」
[00:03:27.520 --> 00:03:31.020]  我們怎樣在教會裏面去有一個合一同心
[00:03:31.020 --> 00:03:35.020]  所以我的主題就是「同心同行同路人」
[00:03:35.020 --> 00:03:36.760]  我想如果這次的疫情
[00:03:36.760 --> 00:03:39.260]  是帶來很多的不便或者挑戰
[00:03:39.260 --> 00:03:43.220]  但如果因為這個機會讓我們去面對
[00:03:43.220 --> 00:03:47.620]  個人的自教會的處境
[00:03:47.620 --> 00:03:52.660]  能夠建立更多的同心同行同路人的話
[00:03:52.660 --> 00:03:56.160]  我覺得就算困了一年多或者更長的時間
[00:03:56.160 --> 00:03:58.160]  這個都是值得的
[00:03:58.160 --> 00:04:02.660]  所以我們就從這段經文跟大家去思想
[00:04:02.660 --> 00:04:07.900]  究竟我們怎樣可以面對這個時代的危機
[00:04:07.900 --> 00:04:10.320]  也都可能是一個契機
[00:04:10.320 --> 00:04:13.740]  我想用「Change Management」
[00:04:13.740 --> 00:04:16.680]  因為剛才John Maxwell說到我們需要去改變
[00:04:16.680 --> 00:04:19.680]  並且向一個正確的方向去改變
[00:04:19.680 --> 00:04:21.680]  保佑教會能夠突破
[00:04:21.680 --> 00:04:28.120]  繼續在人數上、生命上、事工上去更新改變
[00:04:28.120 --> 00:04:29.600]  是神的祝福
[00:04:29.600 --> 00:04:33.620]  在說到這個「Change Management」
[00:04:33.620 --> 00:04:38.420]  變革的管理 比較多人去了解的就是
[00:04:38.420 --> 00:04:40.980]  John Carter的一個理論
[00:04:40.980 --> 00:04:43.800]  當中說到有八個不同的步驟
[00:04:43.800 --> 00:04:49.200]  去面對一個教會也好或者機構組織的改變
[00:04:49.200 --> 00:04:50.520]  但是因為時間關係
[00:04:50.520 --> 00:04:53.700]  我們不可能八個步驟這樣去說
[00:04:53.700 --> 00:04:55.400]  但其實這個八個步驟
[00:04:55.400 --> 00:04:58.060]  基本上都有三個不同的階段
[00:04:58.060 --> 00:05:00.980]  這三個階段我用另一個模式
[00:05:00.980 --> 00:05:04.480]  就是「Curt Levin」這三個模式
[00:05:04.480 --> 00:05:08.520]  這三個模式來跟大家分享
[00:05:08.520 --> 00:05:11.080]  如果我們看那個投影
[00:05:11.080 --> 00:05:16.280]  你看到Curt Levin用一個很簡單的概念
[00:05:16.280 --> 00:05:21.780]  就是「解凍」、「變革」、「再凍」
[00:05:21.780 --> 00:05:26.380]  基本上是一個三個不同的步驟
[00:05:26.380 --> 00:05:31.180]  Curt Levin本身是一個美籍的德國人
[00:05:31.180 --> 00:05:35.340]  是19、20世紀的一個社會心理學家
[00:05:35.340 --> 00:05:39.780]  他去面對一個改變或者變革的時候
[00:05:39.780 --> 00:05:42.960]  他就提出這個理論 其實很簡單的
[00:05:42.960 --> 00:05:47.880]  你留意這個圖表 原先是一個球 立體方
[00:05:47.880 --> 00:05:51.720]  將它融雪 融雪在當中裡面
[00:05:51.720 --> 00:05:54.920]  去帶來一個變革或者改變
[00:05:54.920 --> 00:05:59.320]  然後再將它凝固 再一次凝固 再凍它
[00:05:59.320 --> 00:06:01.740]  你會發覺由原先的立方體
[00:06:01.740 --> 00:06:03.740]  現在變成一個錐體
[00:06:03.740 --> 00:06:06.480]  意思是以前我是這樣的
[00:06:06.480 --> 00:06:08.260]  這次透過改變之後
[00:06:08.260 --> 00:06:11.520]  我成為一個新的模式、新的樣式
[00:06:11.520 --> 00:06:15.460]  究竟習近平以前是怎麼樣的呢?
[00:06:15.460 --> 00:06:18.640]  這次因為疫情 外在的因素也好
[00:06:18.640 --> 00:06:20.560]  或者我們裡面的教會
[00:06:20.560 --> 00:06:24.100]  不同的轉變一些的因素出現也好
[00:06:24.100 --> 00:06:26.020]  藉著這個機會
[00:06:26.020 --> 00:06:30.660]  究竟神要習富民成為一個怎樣的教會
[00:06:30.660 --> 00:06:32.320]  一個新的模式呢?
[00:06:32.320 --> 00:06:33.940]  這個就是我們今天
[00:06:33.940 --> 00:06:36.340]  希望能夠在這次的崇拜裡面
[00:06:36.340 --> 00:06:37.940]  跟大家來思想的
[00:06:37.940 --> 00:06:40.020]  我嘗試將這三個步驟
[00:06:40.020 --> 00:06:44.400]  和剛才說的《費律比書》第二章一至五節的經文
[00:06:44.400 --> 00:06:48.140]  來去配合 跟大家來思想
[00:06:48.140 --> 00:06:52.460]  我們怎麼才可能有一個同心、同行、同路人呢?
[00:06:52.460 --> 00:06:54.320]  我們先看同心
[00:06:54.320 --> 00:06:58.420]  我們看《費律比書》第一章的27節
[00:06:58.420 --> 00:07:01.380]  這裡說「只要你們行事為人」
[00:07:01.380 --> 00:07:03.980]  與基督的福音相稱
[00:07:03.980 --> 00:07:06.180]  其實《費律比書》二章一至五節
[00:07:06.180 --> 00:07:09.920]  是一個比較大的章節裡面的一部分
[00:07:09.920 --> 00:07:12.960]  這個大章節就是從第一章的27節
[00:07:12.960 --> 00:07:15.900]  到第二章的第18節
[00:07:15.900 --> 00:07:17.640]  這一大段裡面
[00:07:17.640 --> 00:07:21.440]  其實就是保留一個對費律比教會的渲染
[00:07:21.440 --> 00:07:23.240]  這個渲染是什麼呢?
[00:07:23.240 --> 00:07:25.860]  就是《費律比書》第一章27節所說的
[00:07:25.860 --> 00:07:32.120]  是勸費律比人行事為人與基督的福音相稱
[00:07:32.120 --> 00:07:34.460]  你會發覺其實保留不單止是《費律比書》
[00:07:34.460 --> 00:07:37.960]  在其它書信裡面都有類似的教導
[00:07:37.960 --> 00:07:41.020]  它就說我們今天成為基督的門徒
[00:07:41.020 --> 00:07:42.900]  我們成為教會的一分子
[00:07:42.900 --> 00:07:44.740]  我們成為神的兒女
[00:07:44.740 --> 00:07:51.720]  我們的生活表現是需要與我們的福音相稱的
[00:07:51.720 --> 00:07:54.340]  在這個大前題裡面
[00:07:54.340 --> 00:07:58.440]  本來就說《費律比書》第二章的第一至五節
[00:07:58.440 --> 00:07:59.940]  在第二章的第一至五節裡面
[00:07:59.940 --> 00:08:04.260]  說到同心同行這個課題
[00:08:04.260 --> 00:08:09.740]  我們先從同心這個重點來思想
[00:08:09.740 --> 00:08:13.860]  我們先從Livin的那個模特兒來講
[00:08:13.860 --> 00:08:19.180]  究竟Livin說要改變第一個需要做的什麼呢?
[00:08:19.180 --> 00:08:21.180]  就是解凍
[00:08:21.180 --> 00:08:23.860]  我們需要決定究竟我們要變
[00:08:23.860 --> 00:08:25.860]  我們要變些什麼?
[00:08:25.860 --> 00:08:27.560]  究竟我們要變這些東西
[00:08:27.560 --> 00:08:30.060]  是不是大家都認同呢?
[00:08:30.060 --> 00:08:31.780]  是不是大家都明白
[00:08:31.780 --> 00:08:33.980]  也都覺得有這個需要
[00:08:33.980 --> 00:08:35.420]  甚至覺得有一個迫切性
[00:08:35.420 --> 00:08:37.680]  我們不變就不行了
[00:08:37.680 --> 00:08:39.200]  我們都要考慮一些
[00:08:39.200 --> 00:08:42.060]  當轉變的時候有很多人不同的反應
[00:08:42.060 --> 00:08:44.220]  有些人覺得支持 有些人覺得反對
[00:08:44.220 --> 00:08:45.720]  覺得不方便
[00:08:45.720 --> 00:08:50.740]  我們都需要了解究竟我們的會眾
[00:08:50.740 --> 00:08:53.260]  對於我們今天的處境是怎麼看的
[00:08:53.260 --> 00:08:55.440]  他們有些什麼的關注
[00:08:55.440 --> 00:08:58.140]  他們有些什麼的疑問
[00:08:58.140 --> 00:09:00.140]  這個我們需要去處理
[00:09:00.140 --> 00:09:03.020]  我感謝神 我在「屋塔華」
[00:09:03.020 --> 00:09:06.020]  在「屋塔華」大約有56年
[00:09:06.020 --> 00:09:08.860]  在同一間教會 主恩宣道會
[00:09:08.860 --> 00:09:11.820]  有機會同一間教會去成長
[00:09:11.820 --> 00:09:14.660]  我這間教會是第二任牧師
[00:09:14.660 --> 00:09:16.580]  在這56年裡面
[00:09:16.580 --> 00:09:18.280]  神給我很多的機會
[00:09:18.280 --> 00:09:22.460]  和主恩堂一起去成長
[00:09:22.460 --> 00:09:24.980]  當中裡面是經過很多
[00:09:24.980 --> 00:09:28.580]  都挺critical 挺重要的決策
[00:09:28.580 --> 00:09:31.820]  包括了教會要搬
[00:09:31.820 --> 00:09:34.220]  當我94年底
[00:09:34.220 --> 00:09:37.520]  去到「屋塔華」這個城市
[00:09:37.520 --> 00:09:39.520]  95年我們就要搬
[00:09:39.520 --> 00:09:41.580]  搬是一個不容易的事情
[00:09:41.580 --> 00:09:45.460]  搬教會去到另一個城市裡面重新建立
[00:09:45.460 --> 00:09:48.300]  然後後來有機會賣堂
[00:09:48.300 --> 00:09:53.140]  然後訂立教會的使命宣言
[00:09:53.140 --> 00:09:55.820]  我們足足用了兩年時間
[00:09:55.820 --> 00:09:57.820]  請一個Northell的工程師
[00:09:57.820 --> 00:09:59.660]  做我們的project manager
[00:09:59.660 --> 00:10:04.020]  經過兩年時間訂教會的宣言
[00:10:04.020 --> 00:10:07.380]  我們決定教會成為一個跨文化
[00:10:07.380 --> 00:10:09.020]  不僅僅是給中國人
[00:10:09.020 --> 00:10:13.180]  我們都是包容接納同一種族的人
[00:10:13.180 --> 00:10:15.180]  來到教會當中
[00:10:15.180 --> 00:10:20.580]  所以我們教會的名字是沒有「華人」這兩個字
[00:10:20.580 --> 00:10:24.300]  很早期 後來我們有機會買地
[00:10:24.300 --> 00:10:28.800]  然後有機會在商聯地上建立我們的新堂
[00:10:28.800 --> 00:10:31.380]  在這些這麼重要的決策裡面
[00:10:31.380 --> 00:10:35.700]  其實搞得不好是可以致命的
[00:10:35.700 --> 00:10:40.460]  任何一個都可以帶來教會很多的紛爭
[00:10:40.460 --> 00:10:42.460]  或者很多不同的意見
[00:10:42.460 --> 00:10:46.020]  在這些變革或者轉變當中的時候
[00:10:46.020 --> 00:10:51.620]  神給我學了一個很好的、很寶貴的功課
[00:10:51.620 --> 00:10:56.260]  就是溝通 溝通 再溝通
[00:10:56.260 --> 00:10:58.380]  其實越大的決定
[00:10:58.380 --> 00:11:00.660]  我們是需要更多的溝通
[00:11:00.660 --> 00:11:04.780]  以致避免一些不必要的誤解
[00:11:04.780 --> 00:11:06.780]  甚至是衝突
[00:11:06.780 --> 00:11:09.420]  所以在面對這些這麼多不同的
[00:11:09.420 --> 00:11:11.420]  重要的決策的時候
[00:11:11.420 --> 00:11:13.460]  教會很多時候我們都有一些
[00:11:13.460 --> 00:11:16.900]  時間會議或者資訊部門
[00:11:16.900 --> 00:11:20.820]  我們就會有一個諮詢會
[00:11:20.820 --> 00:11:22.820]  弟兄姊妹來參加
[00:11:22.820 --> 00:11:27.700]  我們可以去說出那個轉變的原因
[00:11:27.700 --> 00:11:30.060]  我們做這個決策背後的理念
[00:11:30.060 --> 00:11:33.860]  還有機會給弟兄姊妹發問問題
[00:11:33.860 --> 00:11:37.780]  去解除他們當中的一些疑慮
[00:11:37.780 --> 00:11:39.780]  我們不僅有這些聚會
[00:11:39.780 --> 00:11:43.020]  我們也有很多次特別一些重要的決策的時候
[00:11:43.020 --> 00:11:45.020]  我們用一個通訊
[00:11:45.020 --> 00:11:48.620]  因為有時候講的東西未必這麼清楚
[00:11:48.620 --> 00:11:51.220]  我們把它寫下來成為文字
[00:11:51.220 --> 00:11:56.380]  很仔細的將前因後果的過程寫下來
[00:11:56.380 --> 00:12:00.540]  讓弟兄姊妹有機會真的了解
[00:12:00.540 --> 00:12:02.300]  為什麼要做這個決策
[00:12:02.300 --> 00:12:07.500]  決策會帶來什麼可能的轉變或者影響
[00:12:07.500 --> 00:12:10.380]  我們回看我們教會裡面又老又少
[00:12:10.380 --> 00:12:12.380]  特別我們華人教會
[00:12:12.380 --> 00:12:18.300]  普遍都會有英語、廣東話、國語
[00:12:18.300 --> 00:12:23.700]  我們都有很多不同的背景、語言和價值觀
[00:12:23.700 --> 00:12:27.300]  所以當我們能夠真的有同心的話
[00:12:27.300 --> 00:12:30.820]  這個不是自然做到的
[00:12:30.820 --> 00:12:34.180]  其實真的需要去刻意經營
[00:12:34.180 --> 00:12:39.420]  而同心又不是我跟你游說你、說好你
[00:12:39.420 --> 00:12:41.420]  說不定就砌下你
[00:12:41.420 --> 00:12:44.940]  總之搞到你要聽我說的那些字
[00:12:44.940 --> 00:12:48.380]  其實我發覺其實溝通是兩面的
[00:12:48.380 --> 00:12:52.620]  不單只是說 其實更重要的是聽
[00:12:52.620 --> 00:12:55.460]  更加有時候聽到不只是聲音
[00:12:55.460 --> 00:13:02.500]  而是聽到背後那種情緒、心境等各方面的東西
[00:13:02.500 --> 00:13:07.020]  所以當我們說同心、同行、同路人
[00:13:07.020 --> 00:13:11.740]  第一個很重要的就是我覺得溝通、溝通、再溝通
[00:13:11.740 --> 00:13:15.660]  我們才能夠真是有一個同心的出現
[00:13:15.660 --> 00:13:18.180]  在《菲律賓書》的第二章第一、二節
[00:13:18.180 --> 00:13:20.380]  兩節裡面 普羅話
[00:13:20.380 --> 00:13:25.180]  所以在基督裡若有什麼勸勉、愛心有什麼安慰
[00:13:25.180 --> 00:13:29.700]  聖靈有什麼交通 心中有什麼慈悲憐憫
[00:13:29.700 --> 00:13:33.380]  你們就要意念相同、愛心相同
[00:13:33.380 --> 00:13:36.500]  有一樣的心思、有一樣的意念
[00:13:36.500 --> 00:13:39.340]  我的喜樂可以滿足
[00:13:39.340 --> 00:13:41.900]  當我們說到同心的時候
[00:13:41.900 --> 00:13:45.340]  往往我們都是說到合一同心
[00:13:45.340 --> 00:13:49.980]  是說到這句Unity
[00:13:49.980 --> 00:13:54.740]  普羅話說到是合一同心的裡面
[00:13:54.740 --> 00:13:57.820]  四種很重要的屬靈的質素
[00:13:57.820 --> 00:14:06.300]  它說到勸勉、安慰、交通、慈悲憐憫
[00:14:06.300 --> 00:14:09.060]  其實如果你回到經文裡面
[00:14:09.060 --> 00:14:11.140]  它說這個勸勉在哪裡?
[00:14:11.140 --> 00:14:15.820]  在基督裡面 愛心有什麼安慰
[00:14:15.820 --> 00:14:17.740]  其實英文會比較清楚一點
[00:14:17.740 --> 00:14:19.140]  愛心是什麼呢?
[00:14:19.140 --> 00:14:23.820]  其實在基督的愛裡面 我們得到什麼安慰
[00:14:23.820 --> 00:14:26.420]  然後聖靈有什麼交通
[00:14:26.420 --> 00:14:28.940]  在聖靈裡面我們有什麼Fellowship
[00:14:28.940 --> 00:14:31.220]  我們有什麼Sharing
[00:14:31.220 --> 00:14:34.140]  然後同樣在祂的慈悲憐憫
[00:14:34.140 --> 00:14:37.740]  可能是聖靈 可能是基督或者是神
[00:14:37.740 --> 00:14:41.420]  在我們當中讓我們感受到一個慈悲憐憫
[00:14:41.420 --> 00:14:45.460]  所以你會發覺這四個屬的特質
[00:14:45.460 --> 00:14:47.980]  其實都有一個共通點
[00:14:47.980 --> 00:14:51.060]  就是在基督裡面 在聖靈裡面
[00:14:51.060 --> 00:14:53.820]  或者在神裡面
[00:14:53.820 --> 00:14:59.060]  合一唯有能夠在神裡面 在基督裡面
[00:14:59.060 --> 00:15:03.460]  在聖靈裡面才能夠達到
[00:15:03.460 --> 00:15:08.980]  合一 同心 Unity 不是Uniformity
[00:15:08.980 --> 00:15:12.140]  所以合一不是劃一
[00:15:12.140 --> 00:15:15.140]  不是我們穿同一樣的制服
[00:15:15.140 --> 00:15:17.980]  我們吃同一樣喜歡吃的東西
[00:15:17.980 --> 00:15:21.540]  說相似的一些Jargon 一些術語
[00:15:21.540 --> 00:15:23.540]  我們就叫合一
[00:15:23.540 --> 00:15:26.700]  其實合一的意思是在基督裡面
[00:15:26.700 --> 00:15:30.180]  在聖靈裡面 在神裡面
[00:15:30.180 --> 00:15:33.740]  在神的同一個生命當中
[00:15:33.740 --> 00:15:39.620]  我們才能夠有這種合一
[00:15:39.620 --> 00:15:45.100]  同心的出現在裡面
[00:15:45.100 --> 00:15:47.340]  很可惜就是今天教會
[00:15:47.340 --> 00:15:49.060]  如果我們用一個形容詞
[00:15:49.060 --> 00:15:50.860]  或者一個比喻來形容教會
[00:15:50.860 --> 00:15:54.260]  今天教會很多時候好像一個學校
[00:15:54.260 --> 00:15:56.740]  我們當中學很多東西
[00:15:56.740 --> 00:15:59.260]  教會也好像一個工廠
[00:15:59.260 --> 00:16:02.740]  我們忙著做很多事 做很多事情
[00:16:02.740 --> 00:16:05.540]  但是往往教會比較容易忽略的
[00:16:05.540 --> 00:16:10.300]  我們就錯過了教會一個屬靈的家
[00:16:10.300 --> 00:16:13.820]  我們能夠在裡面有一個靈裡面的分享
[00:16:13.820 --> 00:16:15.380]  就像施主剛才說的
[00:16:15.380 --> 00:16:19.700]  在神裡面 在基督裡面 在聖靈裡面
[00:16:19.700 --> 00:16:23.300]  我們有些什麼的勸勉
[00:16:23.300 --> 00:16:26.100]  我們有些什麼的安慰
[00:16:26.100 --> 00:16:28.900]  我們有些什麼的Fellowship 交通
[00:16:28.900 --> 00:16:32.220]  我們有什麼慈悲 憐憫
[00:16:32.220 --> 00:16:36.700]  如果能在靈裡面有這種契合的話
[00:16:36.700 --> 00:16:42.900]  我們就能夠有這個真正的合一的出現
[00:16:42.900 --> 00:16:46.420]  剛才我們說過 教會往往有很多不同的語言
[00:16:46.420 --> 00:16:49.180]  背景 年紀的分別
[00:16:49.180 --> 00:16:51.220]  我們在同的裡面
[00:16:51.220 --> 00:16:53.940]  我們怎麼能夠真正有真正的合一呢?
[00:16:53.940 --> 00:16:57.100]  唯有真正在基督裡面
[00:16:57.100 --> 00:16:59.140]  當我們能夠在神裡面
[00:16:59.140 --> 00:17:03.180]  都有這樣的一個契合的時候
[00:17:03.180 --> 00:17:09.260]  我們才能夠有這種的合一的機會出現
[00:17:09.260 --> 00:17:12.540]  其實在這次的疫情裡面
[00:17:12.540 --> 00:17:14.940]  我足足困了一年
[00:17:14.940 --> 00:17:18.660]  從去年3月初的時候 我去了尼瑪
[00:17:18.660 --> 00:17:21.260]  在當中裡面慶祝
[00:17:21.260 --> 00:17:24.020]  我們尼瑪華人宣導會 華僑宣導會
[00:17:24.020 --> 00:17:26.620]  成立週年紀念
[00:17:26.620 --> 00:17:30.900]  回來之後就困了一整年
[00:17:30.900 --> 00:17:34.820]  在這個期間裡面 其實神給我學了功課
[00:17:34.820 --> 00:17:38.060]  因為以前我不斷地要去出不同的地方
[00:17:38.060 --> 00:17:39.860]  做不同的事情
[00:17:39.860 --> 00:17:43.340]  很多時候我是很著重那個時工
[00:17:43.340 --> 00:17:46.100]  做些什麼 用ministery
[00:17:46.100 --> 00:17:49.220]  用時工來去drive我
[00:17:49.220 --> 00:17:51.420]  更加積極的擺盤
[00:17:51.420 --> 00:17:56.260]  但是今年足足一年的時間困住的時候
[00:17:56.260 --> 00:17:58.500]  不能再動了
[00:17:58.500 --> 00:18:01.420]  雖然可以在網上平台裡面做很多事情
[00:18:01.420 --> 00:18:05.300]  但是始終都是不同的實體的情況
[00:18:05.300 --> 00:18:09.180]  有時候另外一個調整轉變就是
[00:18:09.180 --> 00:18:11.940]  我由ministery driven
[00:18:11.940 --> 00:18:16.340]  慢慢轉去一個relationship driven
[00:18:16.340 --> 00:18:19.620]  這個relationship不只是對人
[00:18:19.620 --> 00:18:22.460]  其實更加重要的是對神
[00:18:22.460 --> 00:18:26.860]  在這個安靜或者被困
[00:18:26.860 --> 00:18:30.460]  不能夠到處走 到處動的環境裡面
[00:18:30.460 --> 00:18:34.420]  很多時候就要面對自己那個真正的我
[00:18:34.420 --> 00:18:37.700]  情緒、處境
[00:18:37.700 --> 00:18:40.820]  我發覺就反而doing
[00:18:40.820 --> 00:18:44.540]  在這一年裡面就慢慢轉變成being
[00:18:44.540 --> 00:18:47.260]  更加去關心、留意
[00:18:47.260 --> 00:18:51.100]  究竟自己和神的關係是怎麼樣的
[00:18:51.100 --> 00:18:53.220]  和弟兄姊妹的關係是怎麼樣的
[00:18:53.220 --> 00:18:57.300]  其中一個操練是最近我正在做的
[00:18:57.300 --> 00:19:00.620]  John Stock 如果你們認識John Stock
[00:19:00.620 --> 00:19:05.420]  他曾經去解釋這個《屬靈的果子》
[00:19:05.420 --> 00:19:09.100]  《卡爾泰書第五章》裡面所說的
[00:19:09.100 --> 00:19:11.060]  《屬靈的果子》裡面的時候
[00:19:11.060 --> 00:19:14.180]  他將三個category去定了
[00:19:14.180 --> 00:19:17.780]  人類、喜樂、和平 這個是對神的
[00:19:17.780 --> 00:19:20.500]  中間那三個是對人的
[00:19:20.500 --> 00:19:23.740]  包括忍耐、恩賜和良善
[00:19:23.740 --> 00:19:27.180]  最後這三個是對自己的
[00:19:27.180 --> 00:19:36.380]  包括溫柔、節制和信神
[00:19:36.380 --> 00:19:38.300]  在這段期間裡面的時候
[00:19:38.300 --> 00:19:43.420]  我自己嘗試去操練這方面
[00:19:43.420 --> 00:19:45.820]  究竟在這個處境裡面
[00:19:45.820 --> 00:19:49.540]  神的同在在不同的人事的問題
[00:19:49.540 --> 00:19:51.060]  或者事故的問題
[00:19:51.060 --> 00:19:55.260]  我怎麼感受到祂的愛
[00:19:55.260 --> 00:19:57.860]  祂給我的那種喜樂
[00:19:57.860 --> 00:20:01.540]  當我去面對和同工
[00:20:01.540 --> 00:20:05.380]  和弟兄姐妹的一些相處在裡面
[00:20:05.380 --> 00:20:08.180]  我怎麼去學習去忍耐
[00:20:08.180 --> 00:20:10.900]  怎麼有恩賜、有良善
[00:20:10.900 --> 00:20:14.140]  然後對自己 其中一個就是節制
[00:20:14.140 --> 00:20:16.420]  要學節制這方面的
[00:20:16.420 --> 00:20:19.660]  我發覺因為疫情這個情況
[00:20:19.660 --> 00:20:24.500]  反而使我自己去面對一個轉變
[00:20:24.500 --> 00:20:27.660]  所以剛才我說危機也是轉機
[00:20:27.660 --> 00:20:30.260]  絕對不是一個老生常談
[00:20:30.260 --> 00:20:33.260]  究竟這次的疫情對我們個人
[00:20:33.260 --> 00:20:36.060]  對教會 習主席教會
[00:20:36.060 --> 00:20:38.980]  會帶來一些什麼樣的轉變呢?
[00:20:38.980 --> 00:20:41.220]  我們當去面對轉變的時候
[00:20:41.220 --> 00:20:44.660]  我們很多時候都會著重一些計劃
[00:20:44.660 --> 00:20:48.260]  一些組織、一些預備、一些行動的方案
[00:20:48.260 --> 00:20:51.540]  這些都是重要的
[00:20:51.540 --> 00:20:56.260]  但是如果我們沒有一個信任
[00:20:56.260 --> 00:20:59.340]  我對你有猜疑 你對我有猜疑
[00:20:59.340 --> 00:21:02.460]  我們就很難帶來改變
[00:21:02.460 --> 00:21:05.020]  所以同心是怎麼來的呢?
[00:21:05.020 --> 00:21:07.940]  唯有就是我們都在靈裡面
[00:21:07.940 --> 00:21:11.500]  在基督裡面 在聖靈當中 在神裡面
[00:21:11.500 --> 00:21:14.660]  我們能夠建立這種溝通
[00:21:14.660 --> 00:21:16.860]  我們能夠彼此的合一
[00:21:16.860 --> 00:21:21.340]  我們能夠分享到那種經歷的時候
[00:21:21.340 --> 00:21:24.420]  才能夠建立到那個信任在裡面
[00:21:24.420 --> 00:21:29.220]  以至教會可以帶來一個真正的改變
[00:21:29.220 --> 00:21:32.860]  所以第一個從《菲律賓書》第二章裡面
[00:21:32.860 --> 00:21:36.260]  我們探討的就是同心這件事
[00:21:36.260 --> 00:21:38.580]  我們透過溝通很重要
[00:21:38.580 --> 00:21:41.500]  但是另一個就是我們在靈裡面
[00:21:41.500 --> 00:21:43.980]  我們能夠彼此的契合
[00:21:43.980 --> 00:21:46.460]  建立那個互信、那個信任
