
[00:00:00.000 --> 00:00:06.000]  多謝主席的誇獎 實在不敢當
[00:03:14.000 --> 00:03:19.000]  特別是我們主耶穌身上 看到他的教學模式
[00:03:19.000 --> 00:03:24.000]  其中一樣東西和大家分享就是欣賞和接納
[00:03:24.000 --> 00:03:29.000]  在我準備今天的題目之前 神學主日我先賣廣告
[00:03:29.000 --> 00:03:34.000]  有一個叫金靈課程 在布魯神學院逢星期二四上課
[00:03:34.000 --> 00:03:37.000]  如果當中你不需要上班的話
[00:03:37.000 --> 00:03:40.000]  你上一些普及的課程學習 兩年的時間
[00:03:40.000 --> 00:03:45.000]  歡迎你去到美孚這個地方一起上課
[00:03:45.000 --> 00:03:52.000]  還有一個叫正書課程
[00:03:52.000 --> 00:03:56.000]  我們有一個叫崇拜學
[00:03:56.000 --> 00:04:01.000]  很欣賞基督會的聖樂 基督會的音樂的施工
[00:04:01.000 --> 00:04:04.000]  做得相當相當好 我相信教會裏面是少有的
[00:04:04.000 --> 00:04:10.000]  這麼多的人才和這麼好的心智來服侍神的教會
[00:04:10.000 --> 00:04:15.000]  我們除了崇拜的技巧之外
[00:04:15.000 --> 00:04:21.000]  崇拜的神學理念 崇拜後面的一些應該有的聖經原則
[00:04:21.000 --> 00:04:26.000]  我們希望透過崇拜學的正書課程和大家去建立
[00:04:26.000 --> 00:04:29.000]  我們目標就是希望教會裏面最少一位
[00:04:29.000 --> 00:04:34.000]  擔當偏頗崇拜頂智會去接受神學訓練的人去負責這個工作
[00:04:34.000 --> 00:04:39.000]  如果當中頂智會有興趣去這方面去侍奉神的話
[00:04:39.000 --> 00:04:41.000]  請你考慮這個課程
[00:04:41.000 --> 00:04:44.000]  好 今天就回到一手而知
[00:04:44.000 --> 00:04:51.000]  我用的經文就是約翰福音一章四十三到五十一節
[00:04:51.000 --> 00:04:53.000]  剛才主席和我們讀出的一段聖經
[00:04:53.000 --> 00:04:55.000]  我相信這段我不需要再讀了
[00:04:55.000 --> 00:05:01.000]  在約翰福音一章四十三到五十一節
[00:05:01.000 --> 00:05:08.000]  就將耶穌和門徒相處的對話內容記錄下來
[00:05:08.000 --> 00:05:15.000]  約翰福音和其他馬太 馬可 路加 等官福音
[00:05:15.000 --> 00:05:18.000]  很明顯不需要讀神學
[00:05:18.000 --> 00:05:21.000]  你只要讀一次就發現是很不同的
[00:05:21.000 --> 00:05:25.000]  馬太 馬可 路加是很類似的
[00:05:25.000 --> 00:05:27.000]  但約翰福音一章四十三是不同的
[00:05:27.000 --> 00:05:31.000]  包括呼召門徒的記載都是不相同的
[00:05:31.000 --> 00:05:35.000]  馬太 馬可 路加前三卷福音書有類似的記載
[00:05:35.000 --> 00:05:37.000]  甚至是相同的記載
[00:05:37.000 --> 00:05:39.000]  但約翰福音一章四十三就不同
[00:05:39.000 --> 00:05:43.000]  如果將這四卷福音書加起來看
[00:05:43.000 --> 00:05:45.000]  我們大概會得到這樣的結論
[00:05:45.000 --> 00:05:47.000]  約翰福音一章所記載的
[00:05:47.000 --> 00:05:52.000]  就是耶穌最早期的時間呼召門徒的一些經歷
[00:05:52.000 --> 00:05:56.000]  詳細情況我們有機會再慢慢去研讀
[00:05:56.000 --> 00:05:59.000]  但如果第一章我剛才說的是對的話
[00:05:59.000 --> 00:06:01.000]  是最早期耶穌呼召門徒的話
[00:06:01.000 --> 00:06:06.000]  即是說最早期耶穌呼召門徒包括安德烈 彼得
[00:06:06.000 --> 00:06:07.000]  和這裡提到兩個人物
[00:06:07.000 --> 00:06:11.000]  一個是肥力和一個是拿彈葉
[00:06:11.000 --> 00:06:14.000]  先解釋一下拿彈葉
[00:06:14.000 --> 00:06:19.000]  如果比對在聖經裡面幾段十二仕徒名單的時間
[00:06:19.000 --> 00:06:22.000]  拿彈葉大概等於巴多萊瑪
[00:06:22.000 --> 00:06:24.000]  教會傳統都是這樣相信
[00:06:24.000 --> 00:06:26.000]  可能有兩個不同的名稱
[00:06:26.000 --> 00:06:30.000]  或者多一些希伯來文用的名稱
[00:06:30.000 --> 00:06:32.000]  一個是希臘文用的名稱巴多萊瑪
[00:06:32.000 --> 00:06:35.000]  和這裡所說的拿彈葉
[00:06:35.000 --> 00:06:39.000]  第二個就是這段經文雖然說兩個門徒
[00:06:39.000 --> 00:06:43.000]  一個肥力 一個是巴多萊瑪或者拿彈葉
[00:06:43.000 --> 00:06:45.000]  他們怎樣蒙召跟從主
[00:06:45.000 --> 00:06:52.000]  但似乎經文的重點很明顯地放在後者拿彈葉
[00:06:52.000 --> 00:06:55.000]  肥力好像是一個背景的資料
[00:06:55.000 --> 00:06:58.000]  一個出場的人物
[00:06:58.000 --> 00:07:00.000]  但不是真的記載他
[00:07:00.000 --> 00:07:02.000]  我們看看經文怎麼說
[00:07:02.000 --> 00:07:09.000]  聖經說耶穌看到下一章
[00:07:09.000 --> 00:07:16.000]  他又過了一天 耶穌要去加利利
[00:07:16.000 --> 00:07:20.000]  約翰記載其中一個特色就是
[00:07:20.000 --> 00:07:22.000]  很多時候他目擊證人
[00:07:22.000 --> 00:07:25.000]  他親身經歷親身聽到
[00:07:25.000 --> 00:07:27.000]  第幾天第幾天寫得很清楚
[00:07:27.000 --> 00:07:30.000]  他又過了一天 接著上文所說
[00:07:30.000 --> 00:07:33.000]  安德烈彼得蒙召之後
[00:07:33.000 --> 00:07:37.000]  他就去加利利 去到的時間就找到肥力
[00:07:37.000 --> 00:07:40.000]  經文非常非常精簡記載
[00:07:40.000 --> 00:07:42.000]  耶穌跟他說 你們跟從我
[00:07:42.000 --> 00:07:44.000]  結果肥力就跟從了主
[00:07:44.000 --> 00:07:48.000]  當然這個對話和為什麼跟從
[00:07:48.000 --> 00:07:51.000]  和中間有沒有其他的事跡發生
[00:07:51.000 --> 00:07:54.000]  似乎不是約翰記載經文的目的要說的
[00:07:54.000 --> 00:07:56.000]  很簡單交代了
[00:07:56.000 --> 00:07:58.000]  他真正要說的是夏文
[00:07:58.000 --> 00:08:00.000]  他說這個肥力是白菜大人
[00:08:00.000 --> 00:08:04.000]  就是和上文安德烈彼得連上了關係
[00:08:04.000 --> 00:08:10.000]  然後夏文肥力就去找他老朋友拿達葉
[00:08:10.000 --> 00:08:15.000]  所以引誡下來下面要發生的事情
[00:08:15.000 --> 00:08:18.000]  找到拿達葉之後就跟他說
[00:08:18.000 --> 00:08:23.000]  摩西在律法書上所寫的和眾仙之所記的那一位
[00:08:23.000 --> 00:08:28.000]  摩西律法 眾仙之在猶太人的說法裡
[00:08:28.000 --> 00:08:30.000]  這個最常用總結了他們
[00:08:30.000 --> 00:08:32.000]  我們用中文聖經的角度說
[00:08:32.000 --> 00:08:35.000]  39卷舊約聖經的統稱
[00:08:35.000 --> 00:08:38.000]  摩西的律法和仙之書
[00:08:38.000 --> 00:08:40.000]  如果你是心水清你知道
[00:08:40.000 --> 00:08:44.000]  舊約裡面除了仙之書之外
[00:08:44.000 --> 00:08:46.000]  我們還有歷史書
[00:08:46.000 --> 00:08:50.000]  還有師哥字位書
[00:08:50.000 --> 00:08:52.000]  那些怎麼分呢
[00:08:52.000 --> 00:08:54.000]  在猶太人來說歷史書
[00:08:54.000 --> 00:09:00.000]  師哥字位書當然還有其他的仙之書
[00:09:00.000 --> 00:09:02.000]  都是仙之所寫的
[00:09:02.000 --> 00:09:06.000]  例如歷史書他們多數相信是薩姆爾所寫的
[00:09:06.000 --> 00:09:11.000]  所以他們把這些書卷看成了都是仙之書
[00:09:11.000 --> 00:09:16.000]  所以跟我們今天習慣用的仙之書分類有點不同
[00:09:16.000 --> 00:09:21.000]  所以簡單說整個舊約聖經所記載的那一位
[00:09:21.000 --> 00:09:23.000]  那一位是單數的
[00:09:23.000 --> 00:09:24.000]  是那一位
[00:09:24.000 --> 00:09:28.000]  是我們熟悉的尼塞亞
[00:09:28.000 --> 00:09:30.000]  大家有沒有留意到尼塞亞這個字眼
[00:09:30.000 --> 00:09:34.000]  即是新約聖經用的基督是同一個字
[00:09:34.000 --> 00:09:36.000]  基督是希臘文的字
[00:09:36.000 --> 00:09:40.000]  尼塞亞就是舊約聖經的希伯來文所用的字
[00:09:40.000 --> 00:09:42.000]  兩者是同一個說法
[00:09:42.000 --> 00:09:48.000]  以色列人當年的亡國一直期望著一個完美的領導
[00:09:48.000 --> 00:09:50.000]  這個完美領導對猶太人來說
[00:09:50.000 --> 00:09:52.000]  他會復興以色列國
[00:09:52.000 --> 00:09:59.000]  到今天你見到以巴衝突背後可能有跟這件事有間接的關係
[00:09:59.000 --> 00:10:06.000]  這個費迪就跟他的老朋友說
[00:10:06.000 --> 00:10:08.000]  他說我找到了
[00:10:08.000 --> 00:10:13.000]  我們敬畏我們敬虔的猶太人一直等的那位尼塞亞
[00:10:13.000 --> 00:10:15.000]  將會復興以色列國
[00:10:15.000 --> 00:10:17.000]  當時他們亡國在羅馬統治之下
[00:10:17.000 --> 00:10:20.000]  等了這麼久現在找到了
[00:10:20.000 --> 00:10:22.000]  所以我想介紹給你認識
[00:10:22.000 --> 00:10:24.000]  不過他說多一句
[00:10:24.000 --> 00:10:28.000]  這句說話對拿達尼來說就出事了
[00:10:28.000 --> 00:10:29.000]  他不能接受
[00:10:29.000 --> 00:10:35.000]  這句說話就是約瑟的兒子拿撒勒人耶穌
[00:10:35.000 --> 00:10:38.000]  問問大家聖經的常識
[00:10:38.000 --> 00:10:40.000]  如果用中國人的說法
[00:10:40.000 --> 00:10:42.000]  耶穌的鄉下在哪裏
[00:10:42.000 --> 00:10:44.000]  如果你答不到
[00:10:44.000 --> 00:10:49.000]  請留意波路神學院的晚間證書課程
[00:10:49.000 --> 00:10:51.000]  普及證書
[00:10:51.000 --> 00:10:53.000]  熟悉聖經
[00:10:53.000 --> 00:10:55.000]  耶穌的鄉下在哪裏
[00:10:55.000 --> 00:10:57.000]  快聖誕節了
[00:10:57.000 --> 00:10:59.000]  巴黎行
[00:10:59.000 --> 00:11:01.000]  這樣容易說
[00:11:01.000 --> 00:11:04.000]  但這裏說的是拿撒勒人耶穌
[00:11:04.000 --> 00:11:08.000]  我們對中國人來說就不難理解
[00:11:08.000 --> 00:11:17.000]  我們可能直觀是潮州上海東莞等等
[00:11:17.000 --> 00:11:20.000]  但我們都叫自己做香港人
[00:11:20.000 --> 00:11:23.000]  在這裏長大在這裏生活
[00:11:23.000 --> 00:11:25.000]  耶穌有類似的情況
[00:11:25.000 --> 00:11:27.000]  沒錯他是大衛的子孫
[00:11:27.000 --> 00:11:29.000]  大衛是軍王
[00:11:29.000 --> 00:11:31.000]  他的出身在巴黎行城
[00:11:31.000 --> 00:11:33.000]  舊的聖經裏面多次強調這件事
[00:11:33.000 --> 00:11:35.000]  巴黎行將會有軍王而出
[00:11:35.000 --> 00:11:38.000]  那位軍王而出
[00:11:38.000 --> 00:11:40.000]  不過同時間
[00:11:40.000 --> 00:11:43.000]  因為在耶穌出生不久後
[00:11:43.000 --> 00:11:45.000]  他們逃難
[00:11:45.000 --> 00:11:48.000]  最後在這個拿撒勒的地方成長
[00:11:48.000 --> 00:11:52.000]  在一個弱勢木匠的遺址生活
[00:11:52.000 --> 00:11:56.000]  在那裏過了三十年的時間
[00:11:56.000 --> 00:11:58.000]  他說這句話
[00:11:58.000 --> 00:12:02.000]  就是拿撒勒人耶穌
[00:12:02.000 --> 00:12:05.000]  在46節拿達葉的反應
[00:12:05.000 --> 00:12:08.000]  拿撒勒還能出什麼好的嗎
[00:12:08.000 --> 00:12:13.000]  對一個等候尼賽亞尼的人
[00:12:13.000 --> 00:12:15.000]  拿達葉
[00:12:15.000 --> 00:12:17.000]  他認為這位應該是軍王
[00:12:17.000 --> 00:12:20.000]  如果我們都知道軍王應該從巴黎行城
[00:12:20.000 --> 00:12:22.000]  大衛子孫而出
[00:12:22.000 --> 00:12:25.000]  他很難接受耶穌是拿撒勒人
[00:12:25.000 --> 00:12:27.000]  尼賽亞尼是拿撒勒人
[00:12:27.000 --> 00:12:29.000]  甚至他看不起拿撒勒人
[00:12:29.000 --> 00:12:31.000]  拿撒勒有什麼好東西出呢
[00:12:31.000 --> 00:12:34.000]  有什麼偉大人物才是軍王
[00:12:34.000 --> 00:12:36.000]  是拿撒勒人呢
[00:12:36.000 --> 00:12:39.000]  如果用今天的說話來說
[00:12:39.000 --> 00:12:42.000]  這句話十足十
[00:12:42.000 --> 00:12:45.000]  就可以成為犯罪的證供
[00:12:45.000 --> 00:12:48.000]  用今天的說話來說
[00:12:48.000 --> 00:12:49.000]  這句話是什麼呢
[00:12:49.000 --> 00:12:50.000]  歧視吧
[00:12:50.000 --> 00:12:53.000]  因為他鄉下拒絕了這個人
[00:12:53.000 --> 00:12:55.000]  不是他做什麼不是說什麼
[00:12:55.000 --> 00:12:57.000]  因為他的鄉下直觀
[00:12:57.000 --> 00:12:59.000]  或者背景拒絕了他
[00:12:59.000 --> 00:13:01.000]  這很明顯就是從今天的說話來說
[00:13:01.000 --> 00:13:03.000]  是一個歧視的行動
[00:13:03.000 --> 00:13:05.000]  我試著舉個例子來說
[00:13:05.000 --> 00:13:07.000]  我本身是潮州人
[00:13:07.000 --> 00:13:09.000]  我不知道當中有沒有潮州人
[00:13:09.000 --> 00:13:13.000]  我就是在潮州教會長大的
[00:13:13.000 --> 00:13:15.000]  我試著代入類似的情況
[00:13:15.000 --> 00:13:17.000]  如果有一天我請人回到我的教會
[00:13:17.000 --> 00:13:19.000]  去聖誕節聚餐
[00:13:19.000 --> 00:13:21.000]  去聖誕節的科研聚會
[00:13:21.000 --> 00:13:24.000]  對方的朋友就說
[00:13:24.000 --> 00:13:25.000]  那你是什麼教會
[00:13:25.000 --> 00:13:27.000]  我是什麼什麼潮州教會
[00:13:27.000 --> 00:13:29.000]  對方就說潮州有什麼好東西出呢
[00:13:29.000 --> 00:13:33.000]  如果我很血氣
[00:13:33.000 --> 00:13:35.000]  很自我中心
[00:13:35.000 --> 00:13:36.000]  說潮州有很多好東西
[00:13:36.000 --> 00:13:37.000]  有潮州金
[00:13:37.000 --> 00:13:39.000]  韓愈也比潮州多
[00:13:39.000 --> 00:13:41.000]  可以這樣回應
[00:13:41.000 --> 00:13:43.000]  不過耶穌不是這樣回應
[00:13:43.000 --> 00:13:47.000]  這種的沒有禮貌
[00:13:47.000 --> 00:13:49.000]  對人的拒絕
[00:13:49.000 --> 00:13:51.000]  當然是錯的
[00:13:51.000 --> 00:13:53.000]  是不應該的
[00:13:53.000 --> 00:13:54.000]  更何況
[00:13:54.000 --> 00:13:57.000]  這位從天上下來榮耀的主
[00:13:57.000 --> 00:14:00.000]  對著一個他要拯救的罪人
[00:14:00.000 --> 00:14:03.000]  他竟然有這樣的態度回應
[00:14:03.000 --> 00:14:07.000]  不過耶穌在要改變這個人生命之前
[00:14:07.000 --> 00:14:09.000]  他先做一件事
[00:14:09.000 --> 00:14:12.000]  他接納拿丹葉的軟弱
[00:14:12.000 --> 00:14:13.000]  如果他不接納的話
[00:14:13.000 --> 00:14:14.000]  就沒有下文了
[00:14:14.000 --> 00:14:16.000]  不用抬擊
[00:14:16.000 --> 00:14:19.000]  但耶穌接納他的軟弱
[00:14:19.000 --> 00:14:22.000]  這正正就是今天我們很多時候
[00:14:22.000 --> 00:14:25.000]  很難學的地方
[00:14:25.000 --> 00:14:29.000]  我們會從理由說
[00:14:29.000 --> 00:14:33.000]  他不對就不對
[00:14:33.000 --> 00:14:36.000]  很難說不對之後就接納他
[00:14:36.000 --> 00:14:40.000]  他不對之後我們會做什麼呢
[00:14:40.000 --> 00:14:43.000]  我們就會當他透明
[00:14:43.000 --> 00:14:45.000]  用廣東話說
[00:14:45.000 --> 00:14:46.000]  視而不見的
[00:14:46.000 --> 00:14:48.000]  我不理他不理他
[00:14:48.000 --> 00:14:49.000]  甚至夫婦家庭之間
[00:14:49.000 --> 00:14:51.000]  都會這樣發生
[00:14:51.000 --> 00:14:53.000]  你覺得他做錯了說錯了
[00:14:53.000 --> 00:14:57.000]  或者說了些不對的
[00:14:57.000 --> 00:15:00.000]  雖然同樣生活在一間屋裏
[00:15:00.000 --> 00:15:02.000]  你可以當他看不到
[00:15:02.000 --> 00:15:05.000]  大家不知道試過沒有
[00:15:05.000 --> 00:15:09.000]  在教會試過沒有
[00:15:09.000 --> 00:15:11.000]  我們要記得
[00:15:11.000 --> 00:15:12.000]  因為你做錯了
[00:15:12.000 --> 00:15:14.000]  你不對
[00:15:14.000 --> 00:15:16.000]  你沒禮貌
[00:15:16.000 --> 00:15:20.000]  所以你得回你自己應該得的東西
[00:15:20.000 --> 00:15:24.000]  你應該得到別人相應的回應
[00:15:24.000 --> 00:15:26.000]  這是我們從人的角度
[00:15:26.000 --> 00:15:30.000]  去處理不開心的事
[00:15:30.000 --> 00:15:33.000]  不過耶穌不是這樣做
[00:15:33.000 --> 00:15:38.000]  首先他接納了拿彈葉的無禮
[00:15:38.000 --> 00:15:41.000]  拿彈葉的軟弱
[00:15:41.000 --> 00:15:43.000]  不單止這樣
[00:15:43.000 --> 00:15:45.000]  你再看下文
[00:15:45.000 --> 00:15:46.000]  47節
[00:15:46.000 --> 00:15:49.000]  耶穌看見拿彈葉向他走來
[00:15:49.000 --> 00:15:51.000]  就輪到他說
[00:15:51.000 --> 00:15:54.000]  看啊!這真是個以色列人
[00:15:54.000 --> 00:15:57.000]  他心裏是沒有鬼咋的
[00:15:57.000 --> 00:16:00.000]  大概這是耶穌對拿彈葉
[00:16:00.000 --> 00:16:02.000]  在他一生人裏面
[00:16:02.000 --> 00:16:05.000]  第一句說的話
[00:16:05.000 --> 00:16:09.000]  亦都是回應剛才拿彈葉說的
[00:16:09.000 --> 00:16:11.000]  拿撒勒做什麼好事
[00:16:11.000 --> 00:16:14.000]  耶穌是無所不知的神
[00:16:14.000 --> 00:16:17.000]  他知道拿彈葉心裏所說的話
[00:16:17.000 --> 00:16:20.000]  他不單止接納了他的無禮
[00:16:20.000 --> 00:16:23.000]  在這裏還進一步做了一件事
[00:16:23.000 --> 00:16:25.000]  看啊!大家留意
[00:16:25.000 --> 00:16:27.000]  這是真的以色列人
[00:16:27.000 --> 00:16:30.000]  他心裏沒有鬼咋的
[00:16:30.000 --> 00:16:32.000]  真的以色列人
[00:16:32.000 --> 00:16:34.000]  即是上帝的兒女
[00:16:34.000 --> 00:16:38.000]  然後他說他心裏沒有鬼咋的
[00:16:38.000 --> 00:16:41.000]  大家知不知道耶穌在做什麼事情呢
[00:16:41.000 --> 00:16:47.000]  耶穌沒有將拿彈葉沒有禮貌的說話美化
[00:16:47.000 --> 00:16:55.000]  很容易我們將自己的無禮合理了
[00:16:55.000 --> 00:16:57.000]  合法了
[00:16:57.000 --> 00:16:59.000]  為何我們說話這麼鬼咋的
[00:16:59.000 --> 00:17:02.000]  媽媽生我的時候就是這麼鬼咋的
[00:17:02.000 --> 00:17:04.000]  還罵我媽媽
[00:17:04.000 --> 00:17:07.000]  很容易將他覺得我不需要變了
[00:17:07.000 --> 00:17:08.000]  就是這樣
[00:17:08.000 --> 00:17:14.000]  但耶穌沒有將拿彈葉做錯的事美化了
[00:17:14.000 --> 00:17:19.000]  不過耶穌在拿彈葉說的很多不合理的地方裏
[00:17:19.000 --> 00:17:23.000]  竟然找到一點值得欣賞的地方
[00:17:23.000 --> 00:17:27.000]  他說他心裏沒有鬼咋的
[00:17:27.000 --> 00:17:30.000]  用剛才的例子
[00:17:30.000 --> 00:17:33.000]  如果我請人回到潮州教會
[00:17:33.000 --> 00:17:36.000]  有人說潮州有什麼好東西出呢
[00:17:36.000 --> 00:17:39.000]  如果我學耶穌的回應
[00:17:39.000 --> 00:17:41.000]  我大概應該這樣說
[00:17:41.000 --> 00:17:43.000]  你真是厲害了
[00:17:43.000 --> 00:17:45.000]  你對著一個潮州人都可以說不喜歡潮州人
[00:17:45.000 --> 00:17:47.000]  你真是老實呀
[00:17:47.000 --> 00:17:49.000]  我們教會正正需要這麼老實的人
[00:17:49.000 --> 00:17:50.000]  來來來來來來
[00:17:50.000 --> 00:17:52.000]  一起參加聚會
[00:17:52.000 --> 00:17:58.000]  當然如果我夠謙卑可以這樣說
[00:17:58.000 --> 00:18:02.000]  一個心理學家他做了一個實驗
[00:18:02.000 --> 00:18:04.000]  一日他上課的時候
[00:18:04.000 --> 00:18:08.000]  他和一班學生試試拿一張白紙
[00:18:08.000 --> 00:18:12.000]  在白紙後面畫了一個黑點
[00:18:12.000 --> 00:18:16.000]  然後跟同學說大家看到什麼
[00:18:16.000 --> 00:18:20.000]  同學說黑點
[00:18:20.000 --> 00:18:22.000]  老師說很奇怪
[00:18:22.000 --> 00:18:26.000]  黑點只是佔白紙很小的地方
[00:18:26.000 --> 00:18:28.000]  大家看到的就是黑點
[00:18:28.000 --> 00:18:30.000]  但看不到白紙
[00:18:30.000 --> 00:18:32.000]  大部分都是白紙
[00:18:32.000 --> 00:18:36.000]  但我們看到的就是黑點
[00:18:36.000 --> 00:18:42.000]  會不會這也是我們很多時候對人的寫照
[00:18:42.000 --> 00:18:45.000]  你看到什麼就說不對
[00:18:45.000 --> 00:18:47.000]  他說話沒禮貌
[00:18:47.000 --> 00:18:50.000]  他傷害過我
[00:18:50.000 --> 00:18:52.000]  他做了一些不應該做的事
[00:18:52.000 --> 00:18:54.000]  說了一些不應該說的事
[00:18:54.000 --> 00:18:57.000]  所以我就記住那件事
[00:18:57.000 --> 00:19:00.000]  我每次見到他的時候
[00:19:00.000 --> 00:19:03.000]  我都會跟他說傷害過的說話
[00:19:03.000 --> 00:19:06.000]  扭上關係
[00:19:06.000 --> 00:19:09.000]  甚至有人將他合理化
[00:19:09.000 --> 00:19:11.000]  我這種批判人的恩賜
[00:19:11.000 --> 00:19:13.000]  不知道大家有沒有聽過
[00:19:13.000 --> 00:19:15.000]  我這種批判人的恩賜
[00:19:15.000 --> 00:19:17.000]  我見到他就知道他有什麼問題
[00:19:17.000 --> 00:19:20.000]  只要我看一看就知道他有什麼問題
[00:19:20.000 --> 00:19:22.000]  如果你真的這樣想
[00:19:22.000 --> 00:19:24.000]  我想請你重新考慮一下
[00:19:24.000 --> 00:19:28.000]  第一聖經從來沒有將批判變成恩賜
[00:19:28.000 --> 00:19:32.000]  從來沒有在恩賜表裡沒有批判的恩賜
[00:19:32.000 --> 00:19:35.000]  第二如果真的批判的話
[00:19:35.000 --> 00:19:38.000]  都應該從建立的角度去說
[00:19:38.000 --> 00:19:44.000]  第三你看耶穌怎樣改變一個人的生命
[00:19:44.000 --> 00:19:48.000]  這個本來無禮的拿彈葉
[00:19:48.000 --> 00:19:51.000]  拿了什麼好東西出來
[00:19:51.000 --> 00:19:53.000]  耶穌的回應就是
[00:19:53.000 --> 00:19:56.000]  他心裡是沒有鬼咋的
[00:19:56.000 --> 00:20:01.000]  他不是將他說錯的東西
[00:20:01.000 --> 00:20:04.000]  將黑變成白
[00:20:04.000 --> 00:20:06.000]  無禮就是無禮
[00:20:06.000 --> 00:20:09.000]  不過無禮裡還有一樣東西值得欣賞的地方
[00:20:09.000 --> 00:20:11.000]  就是他夠老實
[00:20:11.000 --> 00:20:13.000]  他將心裡的事說出來
[00:20:13.000 --> 00:20:16.000]  丁姐妹
[00:20:16.000 --> 00:20:19.000]  不知道這件事對你來說
[00:20:19.000 --> 00:20:22.000]  要欣賞別人的好處難不難
[00:20:22.000 --> 00:20:27.000]  特別我們要說到出口
[00:20:27.000 --> 00:20:28.000]  要對著別人說
[00:20:28.000 --> 00:20:32.000]  我欣賞你這句話難不難說出口
[00:20:32.000 --> 00:20:35.000]  我們中國人呢
[00:20:35.000 --> 00:20:38.000]  傳統上很論識要讚人的
[00:20:38.000 --> 00:20:41.000]  你同不同意嗎
[00:20:41.000 --> 00:20:46.000]  你上次讚你的傳道人是什麼時候
[00:20:46.000 --> 00:20:48.000]  有沒有記得
[00:20:48.000 --> 00:20:50.000]  我小時候聽見
[00:20:50.000 --> 00:20:52.000]  有些道士說不要讚太多
[00:20:52.000 --> 00:20:54.000]  讚他一下
[00:20:54.000 --> 00:20:56.000]  有聽過嗎
[00:20:56.000 --> 00:20:58.000]  有什麼想讚我
[00:20:58.000 --> 00:21:00.000]  就說不用說了
[00:21:00.000 --> 00:21:02.000]  大家知道了
[00:21:02.000 --> 00:21:04.000]  就這樣完結了
[00:21:04.000 --> 00:21:08.000]  中國傳統似乎不想說這些話
[00:21:08.000 --> 00:21:12.000]  特別是男士
[00:21:12.000 --> 00:21:15.000]  我不知道你有沒有試過
[00:21:15.000 --> 00:21:17.000]  你太太買一條漂亮裙子回來
[00:21:17.000 --> 00:21:20.000]  穿給你看
[00:21:20.000 --> 00:21:23.000]  一定問你漂亮嗎
[00:21:23.000 --> 00:21:29.000]  你猜先生爸爸會怎樣回應呢
[00:21:29.000 --> 00:21:31.000]  不知道你怎樣回應
