
[00:00:00.000 --> 00:00:13.880]  大家好 今天很高興能夠在主日的時候回來跟大家一起思考上帝話語
[00:02:46.960 --> 00:02:48.960]  其實第十章 第十一章
[00:02:48.960 --> 00:02:52.960]  一直到第十五章
[00:02:52.960 --> 00:02:54.960]  整個篇幅裏
[00:02:54.960 --> 00:03:00.960]  都是講早期教會的一個掙扎的位置
[00:03:00.960 --> 00:03:06.960]  這個掙扎結果解決了
[00:03:06.960 --> 00:03:12.960]  總算令到當時的耶路撒冷教會
[00:03:12.960 --> 00:03:14.960]  有某個程度
[00:03:14.960 --> 00:03:16.960]  我們都不知道共識有多強
[00:03:16.960 --> 00:03:18.960]  有某個程度的共識
[00:03:18.960 --> 00:03:22.960]  教會就可以繼續發展下去
[00:03:22.960 --> 00:03:24.960]  變成現在你和我
[00:03:24.960 --> 00:03:28.960]  講廣東話或粵語
[00:03:28.960 --> 00:03:30.960]  普通話都可以在一起
[00:03:30.960 --> 00:03:34.960]  敬拜和世界上其他人
[00:03:34.960 --> 00:03:36.960]  猶太人的信徒一起敬拜主
[00:03:36.960 --> 00:03:40.960]  沒有了這個歷史事件
[00:03:40.960 --> 00:03:44.960]  基督教就變成猶太教的旁支
[00:03:44.960 --> 00:03:46.960]  猶太教的支派
[00:03:46.960 --> 00:03:50.960]  就不會像現在這樣
[00:03:50.960 --> 00:03:54.960]  這件事值得我們重新思考
[00:03:54.960 --> 00:04:00.960]  如果你看教會歷史
[00:04:00.960 --> 00:04:02.960]  過去兩千年
[00:04:02.960 --> 00:04:04.960]  差不多兩千年
[00:04:04.960 --> 00:04:08.960]  其實都是不同地區的教會
[00:04:08.960 --> 00:04:10.960]  在當地自己的教會發展
[00:04:10.960 --> 00:04:12.960]  在神學思想發展裏
[00:04:12.960 --> 00:04:16.960]  都有它自己需要突破的位置
[00:04:16.960 --> 00:04:20.960]  這些突破不只是教會的專利
[00:04:20.960 --> 00:04:22.960]  成長需要突破
[00:04:22.960 --> 00:04:26.960]  社會也會這樣
[00:04:26.960 --> 00:04:28.960]  任何一個社會在發展過程中
[00:04:28.960 --> 00:04:32.960]  隨著文化知識
[00:04:32.960 --> 00:04:38.960]  科技和對外文化關係的教育
[00:04:38.960 --> 00:04:40.960]  你會發覺很多東西
[00:04:40.960 --> 00:04:42.960]  都不會停留在原地踏步
[00:04:42.960 --> 00:04:46.960]  以前包括教會
[00:04:46.960 --> 00:04:52.960]  大概在十五、十六世紀之前
[00:04:52.960 --> 00:05:00.960]  西方人都認為世界是扁平的
[00:05:00.960 --> 00:05:02.960]  Flat Earth
[00:05:02.960 --> 00:05:08.960]  有些人說是圓的
[00:05:08.960 --> 00:05:14.960]  後來哥伯尼和其他天文學家
[00:05:14.960 --> 00:05:16.960]  哥伯尼說的是日心說
[00:05:16.960 --> 00:05:20.960]  不是扁平世界變成圓的世界
[00:05:20.960 --> 00:05:26.960]  但還有其他天文學家、地理學家和航海家
[00:05:26.960 --> 00:05:28.960]  他們就要試一下
[00:05:28.960 --> 00:05:34.960]  他們覺得測量地球應該是圓的
[00:05:34.960 --> 00:05:39.960]  為了反駁扁平世界說法的人
[00:05:39.960 --> 00:05:41.960]  他們就航海
[00:05:41.960 --> 00:05:43.960]  大家都知道哥倫布向西走
[00:05:43.960 --> 00:05:47.960]  是西班牙皇后資助他們
[00:05:47.960 --> 00:05:51.960]  如果是圓的就應該打個圈
[00:05:51.960 --> 00:05:53.960]  打個圈就回頭
[00:05:53.960 --> 00:06:00.960]  向西走到南美洲
[00:06:00.960 --> 00:06:02.960]  他們知道印度
[00:06:02.960 --> 00:06:04.960]  他們之前已經認識印度人
[00:06:04.960 --> 00:06:06.960]  這是很早期的事
[00:06:06.960 --> 00:06:08.960]  他們已經到了印度
[00:06:08.960 --> 00:06:10.960]  由東面過去
[00:06:10.960 --> 00:06:14.960]  去了東印度群島
[00:06:14.960 --> 00:06:19.960]  在南美洲見到的土著叫做印度人
[00:06:19.960 --> 00:06:22.960]  他們以為已經繞了個大圈
[00:06:22.960 --> 00:06:27.960]  後來有人環繞世界
[00:06:27.960 --> 00:06:38.960]  的確將地球扁平說推翻了
[00:06:38.960 --> 00:06:42.960]  但你知道到今天仍然有人認為地球是扁平的
[00:06:42.960 --> 00:06:44.960]  是有的
[00:06:44.960 --> 00:06:46.960]  你不要笑
[00:06:46.960 --> 00:06:48.960]  真的有人認為地球是扁平的
[00:06:48.960 --> 00:06:50.960]  仍然是有的
[00:06:50.960 --> 00:06:52.960]  所以你說突破呢
[00:06:52.960 --> 00:06:54.960]  可能都要不斷突破
[00:06:54.960 --> 00:07:05.960]  在世界上 在知識上 在科學上 在信仰上 在不同的位置
[00:07:05.960 --> 00:07:09.960]  我們都要想一下是否有需要突破
[00:07:09.960 --> 00:07:11.960]  我剛才已經說過
[00:07:11.960 --> 00:07:14.960]  有些事我們認為仍然不能突破
[00:07:14.960 --> 00:07:17.960]  沒有根據 沒有理由去突破
[00:07:17.960 --> 00:07:22.960]  在某些位置也有需要突破
[00:07:22.960 --> 00:07:28.960]  這就是早期教會上帝透過彼得的經驗
[00:07:28.960 --> 00:07:32.960]  所開始的突破的過程
[00:07:32.960 --> 00:07:34.960]  只是過程
[00:07:34.960 --> 00:07:36.960]  這件事完結了沒有突破
[00:07:36.960 --> 00:07:38.960]  只是彼得的經驗
[00:07:38.960 --> 00:07:42.960]  慢慢慢慢牽涉到教會
[00:07:42.960 --> 00:07:46.960]  那時候所謂教會是耶路撒冷教會
[00:07:46.960 --> 00:07:49.960]  周邊可能和安提亞有些關係
[00:07:49.960 --> 00:07:55.960]  如果大家讀過《士郎傳》第七章
[00:07:55.960 --> 00:07:57.960]  說到斯蒂法被殺後
[00:07:57.960 --> 00:08:01.960]  說希臘尼亞的猶太信徒被逼迫
[00:08:01.960 --> 00:08:03.960]  所以他們散開了
[00:08:03.960 --> 00:08:05.960]  一般大部分都是向北移
[00:08:05.960 --> 00:08:09.960]  去薩馬利亞 安提亞 巴拿巴
[00:08:09.960 --> 00:08:14.960]  甚至將迫迫教會的掃羅
[00:08:14.960 --> 00:08:21.960]  由大掃找出來 帶他們去安提亞教會
[00:08:21.960 --> 00:08:25.960]  彼得的個人經驗
[00:08:25.960 --> 00:08:30.960]  如何形成教會的相對共識
[00:08:30.960 --> 00:08:33.960]  就是我們今天要看的一件事
[00:08:33.960 --> 00:08:37.960]  我們先考慮一下早期教會面對最大的挑戰
[00:08:37.960 --> 00:08:39.960]  早期教會是最早期
[00:08:39.960 --> 00:08:41.960]  第一代教會面對最大的挑戰
[00:08:41.960 --> 00:08:43.960]  你覺得是什麼
[00:08:43.960 --> 00:08:48.960]  早期教會當然在耶路撒冷還沒到薩馬利亞
[00:08:48.960 --> 00:08:50.960]  還沒遭遇迫迫
[00:08:50.960 --> 00:08:54.960]  應該說是比較大規模的迫迫
[00:08:54.960 --> 00:08:58.960]  還沒分散到薩馬利亞和北邊
[00:08:58.960 --> 00:08:59.960]  去到安提亞
[00:08:59.960 --> 00:09:03.960]  安提亞現在黎巴嫩 上到敘利亞
[00:09:03.960 --> 00:09:09.960]  你覺得第一代教會在耶路撒冷
[00:09:09.960 --> 00:09:12.960]  面對最大的挑戰是什麼
[00:09:12.960 --> 00:09:14.960]  猶太教
[00:09:14.960 --> 00:09:16.960]  他自己也是猶太人
[00:09:16.960 --> 00:09:21.960]  面對自己同胞的不理解
[00:09:21.960 --> 00:09:26.960]  誤會也好 衝擊也好
[00:09:26.960 --> 00:09:30.960]  還有沒有其他的答案 可能性
[00:09:30.960 --> 00:09:38.960]  你想想 試圖人傳第一章
[00:09:39.960 --> 00:09:41.960]  是 怎樣
[00:09:41.960 --> 00:09:46.960]  生命的挑戰
[00:09:46.960 --> 00:09:50.960]  可能是共享 所有人都要面對生命的挑戰
[00:09:50.960 --> 00:09:53.960]  所以也是一個挑戰
[00:09:53.960 --> 00:09:58.960]  有沒有一些是教會當時 第一代教會獨有的挑戰
[00:09:58.960 --> 00:10:02.960]  尤其是就教會自己的性質 本質來說
[00:10:04.960 --> 00:10:10.960]  他們要出去 但當時就不用出去
[00:10:10.960 --> 00:10:12.960]  也沒有這樣的感覺
[00:10:12.960 --> 00:10:17.960]  所以由耶路撒冷自己人當中 留在香港
[00:10:17.960 --> 00:10:20.960]  有些信徒留在香港
[00:10:20.960 --> 00:10:25.960]  他們就沒什麼感覺需要出去
[00:10:25.960 --> 00:10:27.960]  所以挑戰是我們自己後來讀進去
[00:10:27.960 --> 00:10:29.960]  你們要出去 有大使命
[00:10:29.960 --> 00:10:31.960]  第一章試圖人傳 朱表大使命
[00:10:31.960 --> 00:10:33.960]  給你的挑戰
[00:10:33.960 --> 00:10:35.960]  這個挑戰是另外一種意思
[00:10:35.960 --> 00:10:39.960]  你不做的事 我鼓勵你去做的事
[00:10:39.960 --> 00:10:41.960]  那種挑戰
[00:10:41.960 --> 00:10:43.960]  但我現在說的挑戰是困難
[00:10:43.960 --> 00:10:48.960]  第一代教會 耶路撒冷教會 會面對什麼困難
[00:10:48.960 --> 00:10:54.960]  與外邦人通婚
[00:10:54.960 --> 00:10:57.960]  這也是整體猶太人的問題
[00:10:57.960 --> 00:11:00.960]  但猶太人不會與外邦人通婚
[00:11:00.960 --> 00:11:01.960]  基本上不會
[00:11:01.960 --> 00:11:05.960]  不是說沒有 但基本上不會
[00:11:05.960 --> 00:11:09.960]  所以教會也不會有這個困難
[00:11:09.960 --> 00:11:14.960]  我給我的答案給大家看看
[00:11:14.960 --> 00:11:16.960]  大家覺得怎樣
[00:11:16.960 --> 00:11:20.960]  早期教會最大的困難就是主走了
[00:11:20.960 --> 00:11:23.960]  想想
[00:11:23.960 --> 00:11:27.960]  你的阿頭走了
[00:11:27.960 --> 00:11:29.960]  這是第幾次走
[00:11:30.960 --> 00:11:33.960]  有沒有想過 不是第一次走
[00:11:33.960 --> 00:11:36.960]  第二次 第一次怎樣走
[00:11:36.960 --> 00:11:39.960]  被人弄死了 被人釘死
[00:11:39.960 --> 00:11:40.960]  第一次走
[00:11:40.960 --> 00:11:43.960]  第一次走的情況是怎樣
[00:11:43.960 --> 00:11:48.960]  接了 沒教會的徒弟
[00:11:48.960 --> 00:11:51.960]  他的門徒 試圖跟從耶穌的人
[00:11:51.960 --> 00:11:54.960]  馬上接了 嚇得被人侮辱
[00:11:54.960 --> 00:11:56.960]  最威是威是勢的彼得
[00:11:56.960 --> 00:11:59.960]  被人插一插 也很好
[00:11:59.960 --> 00:12:00.960]  遠遠跟著
[00:12:00.960 --> 00:12:02.960]  因為猶太人出賣耶穌
[00:12:02.960 --> 00:12:05.960]  祭司長帶了官兵來
[00:12:05.960 --> 00:12:07.960]  捉耶穌跟著
[00:12:07.960 --> 00:12:12.960]  但跟到祭司長的官邸
[00:12:12.960 --> 00:12:14.960]  最先審他
[00:12:14.960 --> 00:12:16.960]  進去花園取火的時候
[00:12:16.960 --> 00:12:17.960]  被人插兩下
[00:12:17.960 --> 00:12:19.960]  你也是跟著他
[00:12:19.960 --> 00:12:21.960]  你也是他和他一起的人
[00:12:21.960 --> 00:12:23.960]  他就三次不認主
[00:12:23.960 --> 00:12:25.960]  其他人也不跟
[00:12:25.960 --> 00:12:30.960]  所以第一次主被殺後
[00:12:30.960 --> 00:12:31.960]  門徒就死了
[00:12:31.960 --> 00:12:35.960]  各歸各去從草固葉打魚
[00:12:35.960 --> 00:12:38.960]  但問題是三天後主復活
[00:12:38.960 --> 00:12:42.960]  主復活後到主升天
[00:12:42.960 --> 00:12:45.960]  主復活後到主升天有多少天
[00:12:45.960 --> 00:12:47.960]  是不是四十天
[00:12:47.960 --> 00:12:48.960]  不是五十天吧
[00:12:48.960 --> 00:12:50.960]  五十天是甚麼
[00:12:50.960 --> 00:12:53.960]  再加多十天就是升天降臨
[00:12:53.960 --> 00:12:55.960]  四十天就是升天節
[00:12:55.960 --> 00:12:57.960]  主復活後四十天就是升天節
[00:12:57.960 --> 00:12:58.960]  星期四
[00:12:58.960 --> 00:13:01.960]  五十天就是五旬節
[00:13:01.960 --> 00:13:02.960]  就是升天降臨節
[00:13:02.960 --> 00:13:04.960]  所以《少林寺》第一章
[00:13:04.960 --> 00:13:05.960]  所記載的事情
[00:13:05.960 --> 00:13:07.960]  發生在主復活後四十天
[00:13:07.960 --> 00:13:10.960]  主升天前被門徒
[00:13:10.960 --> 00:13:13.960]  當時的司徒減一
[00:13:13.960 --> 00:13:18.960]  十一缺一
[00:13:18.960 --> 00:13:21.960]  因為猶太人出賣耶穌
[00:13:21.960 --> 00:13:23.960]  然後主死了
[00:13:23.960 --> 00:13:26.960]  被我們稱之為大使命
[00:13:26.960 --> 00:13:29.960]  但他們沒有預期主會離開
[00:13:29.960 --> 00:13:32.960]  他們見到主在復活的幾十天期間
[00:13:32.960 --> 00:13:36.960]  主多次向不同的門徒
[00:13:36.960 --> 00:13:39.960]  和十一個司徒顯現
[00:13:39.960 --> 00:13:44.960]  最後一次在《少林寺》第一章
[00:13:44.960 --> 00:13:50.960]  一群十多人聚集在耶路撒冷
[00:13:50.960 --> 00:13:57.960]  因為他們的門徒司徒都從粗故業
[00:13:57.960 --> 00:14:00.960]  你知道主見他們
[00:14:00.960 --> 00:14:05.960]  尤其是彼得 瓦國 約翰 安德烈
[00:14:05.960 --> 00:14:07.960]  這兩對兄弟在哪裏見面
[00:14:07.960 --> 00:14:10.960]  就是北面在加利利海見面
[00:14:10.960 --> 00:14:13.960]  在那裏打魚或燒烤
[00:14:13.960 --> 00:14:17.960]  主說要到耶路撒冷見我
[00:14:17.960 --> 00:14:20.960]  這是復活主的聚集
[00:14:20.960 --> 00:14:24.960]  他們心想有事發生了
[00:14:24.960 --> 00:14:27.960]  剛剛在耶路撒冷空案現場
[00:14:27.960 --> 00:14:29.960]  耶穌是被殺的
[00:14:29.960 --> 00:14:32.960]  那是有謀的謀殺
[00:14:32.960 --> 00:14:34.960]  是非法的殺戮
[00:14:34.960 --> 00:14:36.960]  因為耶穌沒有罪
[00:14:36.960 --> 00:14:39.960]  所以又回到很多負面的情緒
[00:14:39.960 --> 00:14:41.960]  但既然主不能死
[00:14:41.960 --> 00:14:43.960]  所以他們見到主
[00:14:43.960 --> 00:14:44.960]  第一個問題是問
[00:14:44.960 --> 00:14:47.960]  主 你復興以色列國是否就是這個時候
[00:14:47.960 --> 00:14:50.960]  他們的心想既然跟耶穌
[00:14:50.960 --> 00:14:52.960]  其實他們都有不同的動機
[00:14:52.960 --> 00:14:54.960]  其中一個動機就是復興以色列國
[00:14:54.960 --> 00:14:56.960]  復興以色列國就是要做些甚麼
[00:14:56.960 --> 00:14:58.960]  要趕走羅馬人
[00:14:58.960 --> 00:15:02.960]  你想下去就有很多後果
[00:15:02.960 --> 00:15:04.960]  但主不能死
[00:15:04.960 --> 00:15:07.960]  所以跟他就有好處
[00:15:07.960 --> 00:15:09.960]  問他這件事
[00:15:09.960 --> 00:15:11.960]  主有沒有回答他們
[00:15:11.960 --> 00:15:13.960]  又好像回答又好像沒有回答
[00:15:13.960 --> 00:15:15.960]  總之你不會知道
[00:15:15.960 --> 00:15:17.960]  不過你留在耶路撒冷等吧
[00:15:17.960 --> 00:15:19.960]  你有得著能力
[00:15:19.960 --> 00:15:21.960]  就要在耶路撒冷猶太傳地
[00:15:21.960 --> 00:15:23.960]  撒瑪利亞直到地極
[00:15:23.960 --> 00:15:25.960]  做我的見證
[00:15:25.960 --> 00:15:27.960]  叫他們留在耶路撒冷等
[00:15:27.960 --> 00:15:31.960]  接著他們沒有預期主會走
[00:15:31.960 --> 00:15:33.960]  沒有預先預告
[00:15:33.960 --> 00:15:35.960]  接著主就走了
[00:15:35.960 --> 00:15:38.960]  所以這是一個很大的困擾
[00:15:38.960 --> 00:15:40.960]  因為你是興高采烈
[00:15:40.960 --> 00:15:42.960]  復活的主想著不會走
[00:15:42.960 --> 00:15:44.960]  偏偏他又再走了
[00:15:44.960 --> 00:15:46.960]  第二次傷害
[00:15:46.960 --> 00:15:48.960]  第一次傷害不關主事
[00:15:48.960 --> 00:15:50.960]  第二次傷害主動說自己走了
[00:15:50.960 --> 00:15:52.960]  沒有跟門徒事先說
[00:15:52.960 --> 00:15:54.960]  這是真的傷害
[00:15:54.960 --> 00:15:56.960]  所以在這個位置上
[00:15:56.960 --> 00:15:58.960]  主的離開就變成
[00:15:58.960 --> 00:16:00.960]  是租期教會面對最大挑戰
[00:16:00.960 --> 00:16:02.960]  沒有頭
[00:16:02.960 --> 00:16:04.960]  很多的決定
[00:16:04.960 --> 00:16:06.960]  以前師父一直帶著
[00:16:06.960 --> 00:16:08.960]  因為門徒都在烏哈烏哈
[00:16:08.960 --> 00:16:10.960]  知不知的 是猶太人
[00:16:10.960 --> 00:16:12.960]  知道的不知道的
[00:16:12.960 --> 00:16:14.960]  前面那一步下一步應該怎樣做
[00:16:14.960 --> 00:16:16.960]  但他又走了
[00:16:16.960 --> 00:16:20.960]  所以引發一大堆的事情
[00:16:20.960 --> 00:16:22.960]  包括他們要補選
[00:16:22.960 --> 00:16:24.960]  要替補猶太的位置
[00:16:24.960 --> 00:16:26.960]  要選出來
[00:16:26.960 --> 00:16:28.960]  人齊十二個
[00:16:28.960 --> 00:16:30.960]  為主做見證
[00:16:30.960 --> 00:16:32.960]  人都不齊
[00:16:32.960 --> 00:16:34.960]  為主做見證要懂得一大堆的條件
[00:16:34.960 --> 00:16:36.960]  一定要由開始
[00:16:36.960 --> 00:16:38.960]  到主升天的日子
[00:16:38.960 --> 00:16:40.960]  都見證到主
[00:16:40.960 --> 00:16:42.960]  和我們一起同處同在
[00:16:42.960 --> 00:16:44.960]  所以這些全部是合理
[00:16:44.960 --> 00:16:46.960]  按照主的吩咐
[00:16:46.960 --> 00:16:48.960]  是合理的做法
[00:16:48.960 --> 00:16:50.960]  但主的離開
[00:16:50.960 --> 00:16:52.960]  衍生出來還有很多其他挑戰
[00:16:52.960 --> 00:16:54.960]  剛才說過為主做見證
[00:16:54.960 --> 00:16:56.960]  你要找人選
[00:16:56.960 --> 00:16:58.960]  什麼人才可以
[00:16:58.960 --> 00:17:00.960]  為主做到見證呢
[00:17:00.960 --> 00:17:02.960]  要補猶太的位置
[00:17:02.960 --> 00:17:04.960]  但起事能轉
[00:17:04.960 --> 00:17:06.960]  二三四五六七一路數下來
[00:17:06.960 --> 00:17:08.960]  全部都是問題
[00:17:08.960 --> 00:17:10.960]  全部都是主離開
[00:17:10.960 --> 00:17:12.960]  所衍生的問題
[00:17:12.960 --> 00:17:14.960]  第二章就已經盛鳴降臨
[00:17:14.960 --> 00:17:16.960]  主應許的
[00:17:16.960 --> 00:17:18.960]  發生了
[00:17:18.960 --> 00:17:20.960]  超多人歸主
[00:17:20.960 --> 00:17:22.960]  有一千人突然間
[00:17:22.960 --> 00:17:24.960]  來碼頭圍教會
[00:17:24.960 --> 00:17:26.960]  你開不開心
[00:17:26.960 --> 00:17:28.960]  有些弟兄姊妹會開心
[00:17:28.960 --> 00:17:30.960]  有些弟兄姊妹開心
[00:17:30.960 --> 00:17:32.960]  但又很不開心
[00:17:32.960 --> 00:17:34.960]  領導或傳道人都很不開心
[00:17:34.960 --> 00:17:36.960]  你如何服事那一千人
[00:17:36.960 --> 00:17:38.960]  我們現在
[00:17:38.960 --> 00:17:40.960]  二百人才選
[00:17:40.960 --> 00:17:42.960]  每個都可以做組長
[00:17:42.960 --> 00:17:44.960]  每個都可以傳福音
[00:17:44.960 --> 00:17:46.960]  每個都可以獨當一面
[00:17:46.960 --> 00:17:48.960]  要負責牧養突然間多出來
[00:17:48.960 --> 00:17:50.960]  那一千個初信主
[00:17:50.960 --> 00:17:52.960]  很困難的
[00:17:52.960 --> 00:17:54.960]  我們不能單純由一個角度想
[00:17:54.960 --> 00:17:56.960]  多人歸主興高采烈
[00:17:56.960 --> 00:17:58.960]  感謝上帝
[00:17:58.960 --> 00:18:00.960]  這本來就是我們想做的
[00:18:00.960 --> 00:18:02.960]  不過不是
[00:18:02.960 --> 00:18:04.960]  一天之間
[00:18:04.960 --> 00:18:06.960]  一千人加入
[00:18:06.960 --> 00:18:08.960]  處理不到幫不了
[00:18:08.960 --> 00:18:10.960]  國培理報道大會
[00:18:10.960 --> 00:18:12.960]  上一年多可能參加
[00:18:12.960 --> 00:18:14.960]  甚至參加過
[00:18:14.960 --> 00:18:16.960]  七零年代八零年代的國培理報道大會
[00:18:16.960 --> 00:18:18.960]  有誰參加過
[00:18:18.960 --> 00:18:20.960]  舉手就暴露年齡
[00:18:20.960 --> 00:18:24.960]  可以有一千兩千人歸主
[00:18:24.960 --> 00:18:26.960]  在大球場
[00:18:26.960 --> 00:18:28.960]  那時有回探
[00:18:28.960 --> 00:18:30.960]  和師班
[00:18:30.960 --> 00:18:32.960]  國培理報道大會
[00:18:32.960 --> 00:18:34.960]  聯絡全香港
[00:18:34.960 --> 00:18:36.960]  幾百間教會一起搞
[00:18:36.960 --> 00:18:38.960]  信主人士可以分成幾百間教會
[00:18:38.960 --> 00:18:40.960]  就算三千人信主
[00:18:40.960 --> 00:18:42.960]  每間教會都分十多二十個
[00:18:42.960 --> 00:18:44.960]  這樣就容易處理
[00:18:44.960 --> 00:18:46.960]  你說一旦
[00:18:46.960 --> 00:18:48.960]  一間教會一個地區
[00:18:48.960 --> 00:18:50.960]  過一間單獨的教會
[00:18:50.960 --> 00:18:52.960]  突然間多了這麼多人
[00:18:52.960 --> 00:18:54.960]  很難處理
[00:18:54.960 --> 00:18:56.960]  所以衍生出來很多問題
[00:18:56.960 --> 00:18:58.960]  繁複公用的問題
[00:18:58.960 --> 00:19:00.960]  就是他們早期
[00:19:00.960 --> 00:19:02.960]  聖靈降臨
[00:19:02.960 --> 00:19:04.960]  有另外一個衍生出來的問題
[00:19:04.960 --> 00:19:06.960]  因為主走了才是
[00:19:06.960 --> 00:19:08.960]  所以聖靈降臨都是主走了的現實
[00:19:08.960 --> 00:19:10.960]  但這個現實就出現了衍生的問題
[00:19:10.960 --> 00:19:12.960]  就是迫不得已
[00:19:12.960 --> 00:19:14.960]  因為聖靈降臨之後
[00:19:14.960 --> 00:19:16.960]  使徒們有膽量
[00:19:16.960 --> 00:19:18.960]  約翰有膽量宣講
[00:19:18.960 --> 00:19:20.960]  記住幾十日之前
[00:19:20.960 --> 00:19:22.960]  大祭司他們才推了耶穌
[00:19:22.960 --> 00:19:24.960]  給阿彼拉多
[00:19:24.960 --> 00:19:26.960]  迫阿彼拉多釘十字架
[00:19:26.960 --> 00:19:28.960]  然後你又講耶穌
[00:19:28.960 --> 00:19:30.960]  幾十日之後又講耶穌
[00:19:30.960 --> 00:19:32.960]  五十日之後
[00:19:32.960 --> 00:19:34.960]  五十二、五十三日之後
[00:19:34.960 --> 00:19:36.960]  又講耶穌
[00:19:36.960 --> 00:19:38.960]  這些事情很危險的
[00:19:38.960 --> 00:19:40.960]  在香港
[00:19:40.960 --> 00:19:42.960]  19年之後
[00:19:42.960 --> 00:19:44.960]  很多事情都不能講
[00:19:44.960 --> 00:19:46.960]  你又講又放上社交平台
[00:19:46.960 --> 00:19:48.960]  捉你這麼簡單
[00:19:48.960 --> 00:19:50.960]  那時都是這樣發生的
[00:19:50.960 --> 00:19:52.960]  所以約翰講耶穌就被捉了
[00:19:52.960 --> 00:19:54.960]  被捉了他們有膽量
[00:19:54.960 --> 00:19:56.960]  所以他們就反駁
[00:19:56.960 --> 00:19:58.960]  第一次警告他們放人
[00:19:58.960 --> 00:20:00.960]  然後又再講
[00:20:00.960 --> 00:20:02.960]  第二次就打了
[00:20:02.960 --> 00:20:04.960]  如果不是
[00:20:04.960 --> 00:20:06.960]  加瑪列勸住那班
[00:20:06.960 --> 00:20:08.960]  猶太人
[00:20:08.960 --> 00:20:10.960]  猶太人的公會宗教領袖
[00:20:10.960 --> 00:20:12.960]  羅馬人
[00:20:12.960 --> 00:20:14.960]  是給猶太人
[00:20:14.960 --> 00:20:16.960]  公會有自己的權力
[00:20:16.960 --> 00:20:18.960]  來管自己的宗教
[00:20:18.960 --> 00:20:20.960]  主要是宗教事務上
[00:20:20.960 --> 00:20:22.960]  管理猶太人
[00:20:22.960 --> 00:20:24.960]  如果不是加瑪列勸住
[00:20:24.960 --> 00:20:26.960]  打死他們兩個也有份
[00:20:26.960 --> 00:20:28.960]  然後就放了他們
