
[00:00:00.000 --> 00:00:03.000]  (請看影片描述)
[00:01:57.480 --> 00:02:01.080]  我們上次講「真言」的介紹時
[00:02:01.080 --> 00:02:03.080]  是講過教學論
[00:02:03.080 --> 00:02:07.080]  是所羅門王教仔的一些分配
[00:02:07.080 --> 00:02:12.080]  其中是「貞潔」的教導是非常非常之重要
[00:02:12.080 --> 00:02:19.080]  是有第二章、第五章、第六章、第七章、第九章都有講到
[00:02:19.080 --> 00:02:23.880]  這些教導都是三千多年前的教導
[00:02:23.880 --> 00:02:27.080]  但是上次跟大家講「真言」的介紹時
[00:02:27.080 --> 00:02:27.880]  都講過
[00:02:27.880 --> 00:02:32.680]  聖經的這些話語是永遠不會過時
[00:02:32.680 --> 00:02:34.280]  所以雖然是三千年
[00:02:34.280 --> 00:02:36.680]  仍然是適合我們今時今日
[00:02:36.680 --> 00:02:39.480]  除了「真言」以外
[00:02:39.480 --> 00:02:41.680]  我們看到其實整部聖經
[00:02:41.680 --> 00:02:43.880]  都教我們要「貞潔」
[00:02:43.880 --> 00:02:49.080]  例如在舊約有利美記十九章、二十一章
[00:02:49.080 --> 00:02:54.080]  在新命記二十二章、二十三章、二十四章
[00:02:54.080 --> 00:02:56.680]  新約也有很多教導
[00:02:56.680 --> 00:02:59.280]  在哥倫多前書的六章
[00:02:59.280 --> 00:03:01.480]  在鐵撒羅利前書的四章
[00:03:01.480 --> 00:03:03.880]  還有在《異筆所書》的五章
[00:03:03.880 --> 00:03:06.280]  在啟示錄的二章等等
[00:03:06.280 --> 00:03:08.880]  我還未寫出來
[00:03:08.880 --> 00:03:13.480]  還有很多很多經文都是教我們要「貞潔」
[00:03:15.280 --> 00:03:17.680]  聖經的篇幅
[00:03:17.680 --> 00:03:19.280]  我們曾經講過很多次
[00:03:19.280 --> 00:03:23.680]  其實是和經文的重要性成正比
[00:03:23.680 --> 00:03:27.280]  我們看到聖經裏面這麼多提到「貞潔」
[00:03:27.280 --> 00:03:29.680]  我們就知道在聖經裏面
[00:03:29.680 --> 00:03:32.080]  這些經文的重要性有多大
[00:03:32.080 --> 00:03:35.280]  另外有一個原因我們要講的
[00:03:35.280 --> 00:03:38.280]  就是因為這個真是一個很大的問題
[00:03:38.280 --> 00:03:40.480]  我們看到聖經這麼多的教導
[00:03:40.480 --> 00:03:43.280]  我們知道古代這些已經是問題
[00:03:43.280 --> 00:03:45.480]  現代就更加不用說
[00:03:45.480 --> 00:03:48.680]  這個世界是充滿了色情的引誘
[00:03:48.680 --> 00:03:52.080]  以前我們要找色情的東西
[00:03:52.080 --> 00:03:53.480]  我們要出街
[00:03:53.480 --> 00:03:56.080]  例如《箏言》的七章八節
[00:03:56.080 --> 00:04:00.680]  所羅門王教子不要走近淫婦的家
[00:04:00.680 --> 00:04:02.480]  你要去找色情
[00:04:02.480 --> 00:04:04.080]  你要走出街
[00:04:04.080 --> 00:04:06.480]  你要走近淫婦的家
[00:04:06.480 --> 00:04:08.280]  但是現在不需要了
[00:04:08.280 --> 00:04:12.480]  現在透過電腦、透過手機、透過網路
[00:04:12.480 --> 00:04:16.480]  色情的東西隨時隨地進入我們每個人的家
[00:04:16.480 --> 00:04:24.680]  我們不時被電影、被電視、被有色情的
[00:04:24.680 --> 00:04:28.480]  甚至是歌詞環繞著我們
[00:04:28.480 --> 00:04:34.480]  使我們不想看到這些色情都沒有辦法
[00:04:34.480 --> 00:04:36.280]  人是很有趣的
[00:04:36.280 --> 00:04:39.480]  當我們被一樣東西包圍著
[00:04:39.480 --> 00:04:42.280]  四周圍的人都在做這件事
[00:04:42.280 --> 00:04:46.280]  人就會覺得好像不是這麼大件事
[00:04:46.280 --> 00:04:49.880]  或者我們去做都沒有所謂
[00:04:49.880 --> 00:04:52.480]  慢慢就習慣了
[00:04:52.480 --> 00:04:54.280]  變成無所謂
[00:04:54.280 --> 00:04:59.680]  這個就是中國人所說的「以魚目染」
[00:04:59.680 --> 00:05:04.880]  我們的道德觀念都會慢慢地改變
[00:05:04.880 --> 00:05:10.680]  在1969年美國有人做了一個調查報告
[00:05:10.680 --> 00:05:13.080]  當時是問美國人
[00:05:13.080 --> 00:05:16.080]  聖經裡面所說的色情罪
[00:05:16.080 --> 00:05:18.080]  你們認不認為是罪
[00:05:18.080 --> 00:05:20.280]  當時在1969年
[00:05:20.280 --> 00:05:23.280]  三分之二的美國人都說
[00:05:23.280 --> 00:05:25.280]  聖經所說的色情就是罪
[00:05:25.280 --> 00:05:31.680]  但是到了1985年做回同樣的調查的時候
[00:05:31.680 --> 00:05:34.280]  只有三分之一的美國人
[00:05:34.280 --> 00:05:37.080]  同意聖經裡面所說色情的罪
[00:05:37.080 --> 00:05:37.880]  真的是罪
[00:05:37.880 --> 00:05:39.680]  很大問題
[00:05:39.680 --> 00:05:42.880]  在16年過了之後
[00:05:42.880 --> 00:05:45.680]  本來16年前1969年
[00:05:45.680 --> 00:05:49.880]  大部分的美國人都認為同意聖經所說的
[00:05:49.880 --> 00:05:51.880]  聖經說的罪就是罪
[00:05:51.880 --> 00:05:54.280]  經過了16年
[00:05:54.280 --> 00:05:58.280]  只剩下少數的美國人同意聖經所說的
[00:05:58.280 --> 00:06:03.880]  現在距離1985年又經過了35年
[00:06:03.880 --> 00:06:06.080]  經過了35年
[00:06:06.080 --> 00:06:10.680]  到底現在有多少的美國人同意聖經裡面所說的色情罪
[00:06:10.680 --> 00:06:12.080]  是真正的色情罪
[00:06:12.080 --> 00:06:13.880]  我真的沒有問題
[00:06:13.880 --> 00:06:17.880]  聖經其實是真理
[00:06:17.880 --> 00:06:19.080]  是神道話語
[00:06:19.080 --> 00:06:20.880]  是永遠不會改變的
[00:06:20.880 --> 00:06:22.480]  改變的是人
[00:06:22.480 --> 00:06:24.480]  我們的標準
[00:06:24.480 --> 00:06:28.480]  我們的道德標準是慢慢慢慢地變得越來越差
[00:06:28.480 --> 00:06:32.680]  這個也是從另外一個調查數字
[00:06:32.680 --> 00:06:34.680]  給我們群眾看得到
[00:06:34.680 --> 00:06:37.080]  這個調查數字告訴我們
[00:06:37.080 --> 00:06:40.080]  就是63%的牧師
[00:06:40.080 --> 00:06:41.680]  我現在說的是牧師
[00:06:41.680 --> 00:06:43.480]  63%的牧師
[00:06:43.480 --> 00:06:47.480]  都是情不自禁地在網上看色情的網頁
[00:06:47.480 --> 00:06:49.880]  不是說偶爾看一下
[00:06:49.880 --> 00:06:51.680]  而是不能夠控制自己
[00:06:51.680 --> 00:06:55.280]  如果牧師有三分之二的人
[00:06:55.280 --> 00:06:56.880]  都是這樣的
[00:06:56.880 --> 00:07:00.080]  會眾就更加不用說
[00:07:02.080 --> 00:07:06.680]  我們也聽到很多教會的牧師
[00:07:06.680 --> 00:07:09.280]  和會眾私奔
[00:07:09.280 --> 00:07:13.280]  甚至是國家的元首都不例外
[00:07:13.280 --> 00:07:14.880]  我們知道國家的領袖
[00:07:14.880 --> 00:07:17.080]  都犯了有屠食的新聞
[00:07:17.080 --> 00:07:19.480]  我相信所羅門王
[00:07:19.480 --> 00:07:24.080]  他也聽過他自己爸爸大衛的醜聞
[00:07:24.080 --> 00:07:26.480]  他犯了監人的罪和別事法
[00:07:26.480 --> 00:07:29.480]  以致都不離開他的家
[00:07:31.280 --> 00:07:33.080]  如果是這樣的話
[00:07:33.080 --> 00:07:36.480]  我們怎樣才能夠保持聖潔
[00:07:36.480 --> 00:07:39.480]  怎樣才能夠保持貞潔
[00:07:39.480 --> 00:07:41.480]  第一點
[00:07:41.480 --> 00:07:44.080]  我們今天會說六點
[00:07:44.080 --> 00:07:47.080]  第一點就是要有分辨的能力
[00:07:47.080 --> 00:07:49.880]  這個分辨的能力從何而來
[00:07:49.880 --> 00:07:53.280]  是否看電影、電視裡告訴我們
[00:07:53.280 --> 00:07:55.480]  是否韓劇告訴我們
[00:07:55.480 --> 00:07:56.480]  當然不是
[00:07:56.480 --> 00:08:00.880]  這是從神的話語裡得到分辨的能力
[00:08:01.280 --> 00:08:03.880]  在《箏言》的五章一至二節
[00:08:03.880 --> 00:08:04.680]  經文說:
[00:08:04.680 --> 00:08:08.480]  「我兒要留心我智慧的話語
[00:08:08.480 --> 00:08:11.080]  則以聽我聰明言辭
[00:08:11.080 --> 00:08:14.480]  謂要使你謹守謀略
[00:08:14.480 --> 00:08:16.880]  嘴唇保存知識」
[00:08:16.880 --> 00:08:19.280]  這裡我們看到經文說
[00:08:19.280 --> 00:08:23.480]  「我兒」是所羅門王教子的教訓
[00:08:23.480 --> 00:08:25.480]  現在很可惜
[00:08:25.480 --> 00:08:29.680]  一般的家庭都不教有關聖教育
[00:08:30.280 --> 00:08:31.680]  中國人就不用說了
[00:08:31.680 --> 00:08:34.080]  中國人絕對很少說
[00:08:34.080 --> 00:08:36.080]  連西人的家庭都很少說
[00:08:36.080 --> 00:08:38.280]  連教會都很少說
[00:08:38.280 --> 00:08:41.480]  剛才我說今天的這一篇道
[00:08:41.480 --> 00:08:43.080]  我很擔心
[00:08:43.080 --> 00:08:44.480]  我很不喜歡說
[00:08:44.480 --> 00:08:46.080]  原因是甚麼
[00:08:46.080 --> 00:08:48.880]  說到性、說到這些東西
[00:08:48.880 --> 00:08:50.080]  說到色情
[00:08:50.080 --> 00:08:51.680]  都是有點尷尬
[00:08:51.680 --> 00:08:54.880]  相信也是原因教會都不說
[00:08:54.880 --> 00:08:57.680]  但是很重要
[00:08:57.680 --> 00:09:00.480]  所以雖然我不想說
[00:09:00.480 --> 00:09:02.080]  我也會儘量去說
[00:09:02.080 --> 00:09:03.880]  因為聖經有教的
[00:09:03.880 --> 00:09:06.080]  我們就應該同樣去教導人
[00:09:06.080 --> 00:09:09.280]  在University of Nebraska
[00:09:09.280 --> 00:09:10.280]  這間大學
[00:09:10.280 --> 00:09:11.680]  有一個院目
[00:09:11.680 --> 00:09:14.080]  它是對新來的
[00:09:14.080 --> 00:09:15.880]  新入學一年級的同學
[00:09:15.880 --> 00:09:17.880]  做了一個調查的報告
[00:09:17.880 --> 00:09:19.880]  它說你們的教會
[00:09:19.880 --> 00:09:21.480]  有哪個人的教會
[00:09:21.480 --> 00:09:26.280]  是對你對性的觀點有改觀
[00:09:26.680 --> 00:09:29.680]  教會有沒有影響你對性有改觀
[00:09:29.680 --> 00:09:33.480]  調查回來的結果是令人很震驚
[00:09:33.480 --> 00:09:35.480]  只有百分之二
[00:09:35.480 --> 00:09:37.080]  百分之二
[00:09:37.080 --> 00:09:38.280]  2%
[00:09:38.280 --> 00:09:41.680]  100間教會只有2間教會
[00:09:41.680 --> 00:09:43.880]  是對他的會友
[00:09:43.880 --> 00:09:44.880]  年輕人
[00:09:44.880 --> 00:09:47.280]  是有性方面的影響
[00:09:47.280 --> 00:09:49.080]  而很可惜
[00:09:49.080 --> 00:09:50.680]  這百分之二的影響
[00:09:50.680 --> 00:09:52.080]  都是負面的影響
[00:09:52.080 --> 00:09:53.680]  為甚麼是負面的影響
[00:09:53.680 --> 00:09:56.080]  因為根據同一個調查
[00:09:56.080 --> 00:09:57.080]  這班人說
[00:09:57.080 --> 00:09:59.080]  我們的教會很悶的
[00:09:59.080 --> 00:10:01.880]  從來不會說關於性
[00:10:01.880 --> 00:10:02.880]  拍拖
[00:10:02.880 --> 00:10:05.080]  婚姻這些全部不會說的
[00:10:05.080 --> 00:10:07.480]  都很幸運他們不說了
[00:10:07.480 --> 00:10:11.280]  那些年輕的學生
[00:10:11.280 --> 00:10:12.480]  如果他們說的時候
[00:10:12.480 --> 00:10:14.480]  還只會令我們更悶
[00:10:14.480 --> 00:10:15.680]  教會那麼悶
[00:10:15.680 --> 00:10:17.680]  另外又有人說
[00:10:17.680 --> 00:10:19.880]  在年輕的全契教會
[00:10:19.880 --> 00:10:23.480]  都有說的關於性的教導
[00:10:23.480 --> 00:10:25.480]  但是說到最盜獄
[00:10:25.480 --> 00:10:27.480]  最重要的部份
[00:10:27.480 --> 00:10:28.480]  就不說了
[00:10:28.480 --> 00:10:31.480]  原來對他們的影響
[00:10:31.480 --> 00:10:32.880]  就是沒有說到
[00:10:32.880 --> 00:10:35.080]  所以雖然說有百分之二的人
[00:10:35.080 --> 00:10:36.280]  對他們有影響
[00:10:36.280 --> 00:10:37.680]  但是這個影響
[00:10:37.680 --> 00:10:39.280]  等於沒有影響
[00:10:39.280 --> 00:10:40.680]  根本沒有說到
[00:10:40.680 --> 00:10:42.680]  另外還有人說
[00:10:42.680 --> 00:10:45.080]  我們的教會是反對性愛
[00:10:45.080 --> 00:10:46.280]  反而是大件事
[00:10:46.280 --> 00:10:49.480]  究竟聖經裏面何時說
[00:10:49.480 --> 00:10:52.280]  聖經或者神是反對性愛
[00:10:52.280 --> 00:10:53.480]  從來沒有的
[00:10:53.480 --> 00:10:55.480]  神是創造性愛
[00:10:55.480 --> 00:10:58.080]  婚姻是要來給人享受
[00:10:58.080 --> 00:11:00.480]  問題是出了這個範圍
[00:11:00.480 --> 00:11:01.680]  就出現問題
[00:11:01.680 --> 00:11:03.480]  所以我們剛才看到
[00:11:03.480 --> 00:11:05.880]  經文《針研》的五章二節
[00:11:05.880 --> 00:11:07.680]  說到謀略這個字
[00:11:07.680 --> 00:11:09.880]  原文是Maxima這個字
[00:11:09.880 --> 00:11:12.480]  Maxima這個字是計劃
[00:11:12.480 --> 00:11:13.480]  是謀略
[00:11:13.480 --> 00:11:16.280]  是要懂得如何來分辨
[00:11:16.280 --> 00:11:19.480]  在很多人的印象當中
[00:11:19.480 --> 00:11:22.080]  神就是那位很生氣的神
[00:11:22.080 --> 00:11:24.480]  祂是毫無樂趣的
[00:11:24.480 --> 00:11:26.280]  見到別人開心
[00:11:26.280 --> 00:11:28.280]  祂就要去阻止別人
[00:11:28.280 --> 00:11:31.280]  其實神是愛
[00:11:31.280 --> 00:11:32.480]  其實婚姻
[00:11:32.480 --> 00:11:34.880]  其實性愛都是神所創造
[00:11:34.880 --> 00:11:37.680]  神是希望我們來享受這一切
[00:11:37.680 --> 00:11:40.080]  但是如果超出了這個範圍
[00:11:40.080 --> 00:11:42.080]  就出現了一個很大的問題
[00:11:42.080 --> 00:11:44.880]  有一個是真實的故事
[00:11:44.880 --> 00:11:47.280]  就是有一個會友在教會裏面
[00:11:47.280 --> 00:11:49.880]  和另外一個女會友私奔了
[00:11:49.880 --> 00:11:51.880]  為甚麼要私奔呢?
[00:11:51.880 --> 00:11:53.080]  原因很簡單
[00:11:53.080 --> 00:11:56.480]  就是這個女會友其實是一個有夫之婦
[00:11:56.480 --> 00:11:59.280]  她的丈夫不是一個基督徒
[00:11:59.280 --> 00:12:03.080]  所以她和另外一個男會友
[00:12:03.080 --> 00:12:05.880]  日久生情兩個人就私奔了
[00:12:05.880 --> 00:12:07.880]  接著她的丈夫找來教會
[00:12:07.880 --> 00:12:09.480]  「我的太太去了哪裡?」
[00:12:09.480 --> 00:12:10.480]  沒有人知道
[00:12:10.480 --> 00:12:12.480]  有人說他知道
[00:12:12.480 --> 00:12:15.280]  他的太太和男會友私奔了
[00:12:15.280 --> 00:12:16.480]  這個丈夫說
[00:12:16.480 --> 00:12:19.080]  「我都聽聞你們的基督教」
[00:12:19.080 --> 00:12:21.080]  「很懂得愛人」
[00:12:21.080 --> 00:12:24.080]  「我今天終算見識到」
[00:12:24.080 --> 00:12:26.080]  「你們是怎樣去愛人」
[00:12:26.080 --> 00:12:27.480]  「連別人的太太」
[00:12:27.480 --> 00:12:29.680]  「你們都引誘帶走了」
[00:12:29.680 --> 00:12:32.480]  這個關係
[00:12:32.480 --> 00:12:34.880]  如果是出了神的計劃
[00:12:34.880 --> 00:12:35.680]  神的謀略
[00:12:35.680 --> 00:12:37.080]  就出現了問題
[00:12:37.080 --> 00:12:41.080]  在《箴言》的五章二節所說的謀略計劃
[00:12:41.080 --> 00:12:42.880]  就是要告訴你
[00:12:42.880 --> 00:12:46.480]  神給我們的性愛
[00:12:46.480 --> 00:12:48.880]  神給我們的關係
[00:12:48.880 --> 00:12:49.880]  是有一個範圍
[00:12:49.880 --> 00:12:52.280]  千萬不要離開這個範圍
[00:12:52.280 --> 00:12:55.680]  除了第一點
[00:12:55.680 --> 00:12:57.680]  我們要有分辨的能力
[00:12:57.680 --> 00:13:00.880]  第二點是要有警惕的智慧
[00:13:00.880 --> 00:13:02.880]  《箴言》裏面說
[00:13:02.880 --> 00:13:07.480]  它說《箴言》充滿了警告
[00:13:07.480 --> 00:13:08.680]  告訴我們
[00:13:08.680 --> 00:13:11.880]  如果我們不避開這些色情的引誘
[00:13:11.880 --> 00:13:12.880]  色情的道路
[00:13:12.880 --> 00:13:15.680]  就很容易會陷入罪裏面
[00:13:15.680 --> 00:13:17.680]  陷入一個陷阱裏面
[00:13:18.080 --> 00:13:20.480]  所羅門王也是教他的兒子
[00:13:20.480 --> 00:13:22.480]  說走去淫婦家的道路
[00:13:22.480 --> 00:13:25.280]  是一條領人去死亡的道路
[00:13:25.280 --> 00:13:28.880]  《箴言》的二章十六至十九節
[00:13:28.880 --> 00:13:30.080]  如果你留意的
[00:13:30.080 --> 00:13:30.880]  我剛才也說過
[00:13:30.880 --> 00:13:33.680]  有一段相似的經文
[00:13:33.680 --> 00:13:35.480]  在七章八節
[00:13:35.480 --> 00:13:38.280]  Focus on the Family
[00:13:38.280 --> 00:13:41.280]  關注家庭的這個節目
[00:13:41.280 --> 00:13:45.080]  他們的主持人叫做James Dobson
[00:13:45.680 --> 00:13:48.280]  James Dobson是我一個很喜歡的目者
[00:13:48.280 --> 00:13:51.680]  他和他的太太Shirley結婚有六十年
[00:13:51.680 --> 00:13:54.480]  他從來沒有做對太太不滿的事
[00:13:54.480 --> 00:13:57.880]  但是在他們早期結婚的時候
[00:13:57.880 --> 00:14:00.480]  撒旦就開始引誘Dobson
[00:14:00.480 --> 00:14:03.880]  有一次他和他太太有爭吵
[00:14:03.880 --> 00:14:04.880]  有爭吵
[00:14:04.880 --> 00:14:08.080]  接著兩夫妻都很激氣
[00:14:08.080 --> 00:14:11.880]  Dobson就開著車出去兜風
[00:14:11.880 --> 00:14:14.080]  希望能夠冷靜一下
[00:14:14.480 --> 00:14:16.880]  到他想回家的時候
[00:14:16.880 --> 00:14:19.880]  他的車在紅綠燈的面前停下來
[00:14:19.880 --> 00:14:22.880]  接著旁邊有一輛車鋪了過來
[00:14:22.880 --> 00:14:24.280]  上高
[00:14:24.280 --> 00:14:25.680]  根據Dobson說
[00:14:25.680 --> 00:14:29.280]  是有一個非常吸引人的女人
[00:14:29.280 --> 00:14:32.280]  一個有吸引力的女人
[00:14:32.280 --> 00:14:34.280]  這個女人向著Dobson來
[00:14:34.280 --> 00:14:35.680]  是微笑
[00:14:35.680 --> 00:14:37.680]  接著向他打了眼色
[00:14:37.680 --> 00:14:40.480]  好像叫Dobson來跟著自己一樣
[00:14:40.480 --> 00:14:42.880]  但是Dobson沒有跟著他
[00:14:42.880 --> 00:14:45.280]  Dobson是回到自己家裡
[00:14:45.280 --> 00:14:47.480]  跟他的太太來講和
[00:14:47.480 --> 00:14:51.080]  但是我們看到撒旦真是無孔不入
[00:14:51.080 --> 00:14:54.880]  時時都想找時機來引誘人犯罪
[00:14:54.880 --> 00:14:57.880]  在彼得前書五章八節
[00:14:57.880 --> 00:14:58.680]  經文說:
[00:14:58.680 --> 00:15:01.280]  「勿要謹守警醒
[00:15:01.280 --> 00:15:04.280]  因為你們的仇敵魔鬼
[00:15:04.280 --> 00:15:08.080]  與敲叫的獅子遍地遊行
[00:15:08.080 --> 00:15:10.080]  尋找可吞吃的人」
[00:15:11.480 --> 00:15:14.880]  撒旦就好像吃人的獅子一樣
[00:15:14.880 --> 00:15:17.080]  到處在遊行
[00:15:17.080 --> 00:15:19.680]  要引誘我們犯罪
[00:15:19.680 --> 00:15:23.280]  經文告訴我們
[00:15:23.280 --> 00:15:25.880]  我們要避開引誘的道路
[00:15:25.880 --> 00:15:28.280]  我們也講過
[00:15:28.280 --> 00:15:30.880]  剛才就是以前要走出街
[00:15:30.880 --> 00:15:32.280]  去找這些色情的東西
[00:15:32.280 --> 00:15:33.880]  現在透過電腦
[00:15:33.880 --> 00:15:36.880]  透過手機進入我們的家
[00:15:36.880 --> 00:15:41.080]  有時候很多是很平常的東西
[00:15:41.080 --> 00:15:42.480]  就好像臉書一樣
[00:15:42.480 --> 00:15:45.680]  以前有幾個女士
[00:15:45.680 --> 00:15:47.480]  找我幫她們做朋友
[00:15:47.480 --> 00:15:48.480]  做她們的朋友
[00:15:48.480 --> 00:15:50.480]  問我可不可以
[00:15:50.480 --> 00:15:52.080]  一說可以了之後
[00:15:52.080 --> 00:15:53.880]  立刻就會開始跟我說一些
[00:15:53.880 --> 00:15:58.280]  很色情、很三級化的這些話
[00:15:58.280 --> 00:16:01.480]  以至我很快地去抵制她們
[00:16:01.480 --> 00:16:04.480]  這些事我們看到
[00:16:04.480 --> 00:16:06.680]  很容易就會接觸到
[00:16:06.680 --> 00:16:09.080]  因為我們是不注意
[00:16:09.080 --> 00:16:11.480]  以為是沒有害
[00:16:11.480 --> 00:16:14.880]  所以我們要很小心
[00:16:14.880 --> 00:16:17.480]  在這裡的五章三節經文說
[00:16:17.480 --> 00:16:20.480]  淫婦的嘴是滴下蜜糖
[00:16:20.480 --> 00:16:22.880]  她的口是比油更滑
[00:16:22.880 --> 00:16:24.480]  在這裡和諧版
[00:16:24.480 --> 00:16:27.680]  將淫婦這個字譯成淫婦
[00:16:27.680 --> 00:16:31.480]  但原文其實是一個奇怪的女人
[00:16:31.480 --> 00:16:33.880]  是一個特別的女人
[00:16:33.880 --> 00:16:35.280]  奇怪的女人
[00:16:35.280 --> 00:16:36.280]  特別的女人
[00:16:37.280 --> 00:16:39.280]  原來希伯來文
[00:16:39.280 --> 00:16:41.880]  特別的女人這個字
[00:16:41.880 --> 00:16:43.480]  是Zu這個字
[00:16:43.480 --> 00:16:45.280]  Zu這個字
[00:16:45.280 --> 00:16:48.880]  可以有三種不同的一個情形
[00:16:48.880 --> 00:16:51.480]  認為是一個特別的人
[00:16:51.480 --> 00:16:52.880]  怎樣的情形呢?
[00:16:52.880 --> 00:16:53.480]  第一
[00:16:53.480 --> 00:16:55.880]  就是她是在神的約以外
[00:16:55.880 --> 00:16:58.880]  她不是在神的約裡面的一個女人
[00:16:58.880 --> 00:17:02.080]  這個人可能是一個拜偶像的女人
[00:17:02.080 --> 00:17:04.080]  也可能是一個外邦人
[00:17:04.080 --> 00:17:06.080]  是信外邦人的宗教
[00:17:06.680 --> 00:17:08.880]  第二個可能性就是這個女人
[00:17:08.880 --> 00:17:10.480]  可能是以色列人
[00:17:10.480 --> 00:17:13.280]  但是她是不遵守神的約
[00:17:13.280 --> 00:17:14.680]  不遵守神的約
[00:17:14.680 --> 00:17:17.080]  也不遵守神的律第見章
[00:17:17.080 --> 00:17:19.080]  而第三個可能性
[00:17:19.080 --> 00:17:22.080]  就是這個可能已經離婚的女人
[00:17:22.080 --> 00:17:24.680]  在這裡以上三種的情形
[00:17:24.680 --> 00:17:27.680]  她都可能是一個奇怪的女人
[00:17:27.680 --> 00:17:34.080]  以色列人認為這些就是奇怪的女人
[00:17:34.080 --> 00:17:35.480]  那麼你說
[00:17:35.480 --> 00:17:38.480]  是不是所羅門王是重男輕女?
[00:17:38.480 --> 00:17:39.880]  這裡說奇怪的女人
[00:17:39.880 --> 00:17:41.480]  沒有說奇怪的男人
[00:17:41.480 --> 00:17:45.080]  其實我們看到所羅門王是教兒子
[00:17:45.080 --> 00:17:47.480]  如果他是教女兒的話
[00:17:47.480 --> 00:17:50.480]  相信他可能會說真的有奇怪的男人
[00:17:50.480 --> 00:17:54.080]  其實所羅門王的教導
[00:17:54.080 --> 00:17:57.480]  其實我爸爸在我小時候
[00:17:57.480 --> 00:17:59.480]  都是有相似的教導
[00:17:59.480 --> 00:18:00.880]  我當時很小
[00:18:00.880 --> 00:18:01.880]  只有幾歲
[00:18:01.880 --> 00:18:03.480]  他經常跟我說
[00:18:03.480 --> 00:18:04.880]  阿君啊
[00:18:04.880 --> 00:18:06.880]  你將來長大了你要小心
[00:18:06.880 --> 00:18:08.880]  你不要去搞女人
[00:18:08.880 --> 00:18:09.880]  你要小心女人
[00:18:09.880 --> 00:18:12.280]  當時我覺得很奇怪
[00:18:12.280 --> 00:18:13.280]  我只有幾歲大
[00:18:13.280 --> 00:18:14.480]  我只有四、五歲左右
[00:18:14.480 --> 00:18:16.480]  經常都說叫我要小心女人
[00:18:16.480 --> 00:18:20.080]  當時我心目中唯一的女人就是我媽媽
[00:18:20.080 --> 00:18:23.880]  你說加上我三個姐姐進去
[00:18:23.880 --> 00:18:24.880]  都是四個女人
[00:18:24.880 --> 00:18:28.280]  我經常在想是誰在四個當中
