
[00:00:00.000 --> 00:00:07.000]  在新年期間,無論是中文電視台還是英文電視台,
[00:04:25.000 --> 00:04:35.000]  但是他的太太Ellen G. White,繼續出來,或者Miller繼續出來。
[00:04:35.000 --> 00:04:40.000]  而當他繼續出來的時候,成為當今你可以這樣說,
[00:04:40.000 --> 00:04:53.000]  他說的話,就是這位基督復臨安息日會的創辦人,這對夫婦,
[00:04:53.000 --> 00:05:01.000]  他們說的話,是成為等同聖經的權威,甚至比聖經的權威更加厲害。
[00:05:01.000 --> 00:05:12.000]  接著另一個,就是因為William Miller這些問題,而帶來耶徵也開始了。
[00:05:12.000 --> 00:05:19.000]  耶徵就是上面第二個Watchtower,這個Charles Tate Russell,
[00:05:19.000 --> 00:05:22.000]  他也說了很多不同的預言,
[00:05:22.000 --> 00:05:27.000]  他預言耶穌在1914年會再來,結果有沒有來?
[00:05:27.000 --> 00:05:33.000]  所有人都知道沒有,但是他就說來了,不過是靈體再來。
[00:05:33.000 --> 00:05:41.000]  接著香港也出了一個錫安教會的梁逸華,多次預言耶穌再來,
[00:05:41.000 --> 00:05:49.000]  其中包括到1999年12月31日晚上11點59分,
[00:05:49.000 --> 00:05:56.000]  很準確,準確到分秒不差,他說要將分也趕出來,
[00:05:56.000 --> 00:05:58.000]  結果沒有來了,然後就說,
[00:05:58.000 --> 00:06:04.000]  哦,我也是好像聖經的作者一樣,來警告你們,提醒你們,
[00:06:04.000 --> 00:06:06.000]  要警醒度日而已。
[00:06:06.000 --> 00:06:11.000]  好了,接著又來了,去到2012年12月21日,
[00:06:11.000 --> 00:06:16.000]  他又說耶穌會再來,結果又是沒有來了,沒有來又是同樣的答案。
[00:06:16.000 --> 00:06:23.000]  接著,閱明教一個叫鄭明識這個邪教的教主,
[00:06:23.000 --> 00:06:26.000]  他現在在坐牢,在韓國坐牢,
[00:06:26.000 --> 00:06:35.000]  他說神每天都跟他說話,神是揀選了他來拯救東方的人,
[00:06:35.000 --> 00:06:43.000]  然後他又揀選他,是要潔淨人的血,那怎樣潔淨人的血呢?
[00:06:43.000 --> 00:06:47.000]  他說任何一個女性跟他發生關係的時候,
[00:06:47.000 --> 00:06:53.000]  他就會潔淨她的血,有很多人真的蠢得很過分,
[00:06:53.000 --> 00:07:03.000]  成千上萬的大學生,女學生,包括香港,竟然這樣信,
[00:07:03.000 --> 00:07:08.000]  就是因為離譜得太厲害,上千的人被騙,
[00:07:08.000 --> 00:07:13.000]  以致到韓國當局要緝拿他,他就跑去日本,
[00:07:13.000 --> 00:07:16.000]  沒想到日本一個這麼保守的地方,
[00:07:16.000 --> 00:07:26.000]  百教不侵的一個國家,竟然數以百計的人就這樣進入這個邪教裡面,
[00:07:26.000 --> 00:07:30.000]  然後有些女大學生也是這樣跟他發生關係,
[00:07:30.000 --> 00:07:36.000]  所以日本當局又緝拿他,跑去台灣,台灣連總統都接見他,
[00:07:36.000 --> 00:07:45.000]  接見了之後,又透過藝術團,歌舞團,音樂表演,足球等各方面的東西,
[00:07:45.000 --> 00:07:48.000]  令到陳水扁,這個陳水扁真是厲害,
[00:07:48.000 --> 00:07:52.000]  竟然邀請他進入總統府裡面見面,
[00:07:52.000 --> 00:07:58.000]  還有公開介紹給傳媒,而後來事發有人舉報,
[00:07:58.000 --> 00:08:03.000]  不少的人被騙,被姦,
[00:08:03.000 --> 00:08:08.000]  就是因為這樣,台灣也通緝他,跑來香港,
[00:08:08.000 --> 00:08:11.000]  來到香港之後,你想也想不到的,
[00:08:11.000 --> 00:08:18.000]  連醫科大學的女學生,竟然都相信他的說話,
[00:08:18.000 --> 00:08:24.000]  就是因為香港已經越來越多的人,歸到他那裡,
[00:08:24.000 --> 00:08:28.000]  另一方面有不少的人甚至跟他發生了關係,
[00:08:28.000 --> 00:08:33.000]  所以香港警方就跟韓國警方聯絡了之後,
[00:08:33.000 --> 00:08:38.000]  搜集到足夠的證據,就抓了他,
[00:08:38.000 --> 00:08:45.000]  誰知道抓了他的時候,香港太文明,又太守規矩,
[00:08:45.000 --> 00:08:54.000]  就讓他保釋,結果在保釋期間,他就跑了進大陸,
[00:08:54.000 --> 00:09:00.000]  結果無影無蹤,誰知道當他跑進大陸的時候,
[00:09:00.000 --> 00:09:04.000]  在東北那邊,在遼寧,就被公安抓了,
[00:09:04.000 --> 00:09:09.000]  第一次也抓不到,是第二次才圍捕他,然後抓了他,
[00:09:09.000 --> 00:09:15.000]  因為下面有很多山洞,地道,隧道,到處走,
[00:09:15.000 --> 00:09:22.000]  結果公安知道了這些之後,幾個不同的部門一起圍剿,
[00:09:22.000 --> 00:09:26.000]  在每一個不同的出口入口,佈置在那裡,
[00:09:26.000 --> 00:09:31.000]  結果是這樣抓了他,抓了之後就把他遣返到韓國,
[00:09:31.000 --> 00:09:35.000]  判監十年,另外一個人,統一教文顯明,
[00:09:35.000 --> 00:09:41.000]  他就說他是基督,他就是尼塞亞,是萬王的王,萬主的主,
[00:09:41.000 --> 00:09:46.000]  只有他才能夠救人的肉體,耶穌只能夠救人的靈魂,
[00:09:46.000 --> 00:09:51.000]  然後他有很多的寓言在他那裡,他一說出來,那些人就相信,
[00:09:51.000 --> 00:09:57.000]  奇怪,另一個就是摩門教約瑟史密夫,Joseph Smith,
[00:09:57.000 --> 00:10:02.000]  他說十七歲的時候,天使就給了一些金頁片給他,
[00:10:02.000 --> 00:10:10.000]  叫他將它翻譯,翻譯了之後,他說這個金頁片翻譯了之後,
[00:10:10.000 --> 00:10:16.000]  是甚至比聖經的翻譯更加的準確,各位弟兄姊妹,
[00:10:16.000 --> 00:10:24.000]  當時竟然有很多人就是這樣相信了他,這個異端就是這樣相信,
[00:10:24.000 --> 00:10:30.000]  他還說,神告訴他,他要透過他救更多的女人,
[00:10:30.000 --> 00:10:34.000]  那怎麼救更多的女人呢?他說女人不能夠靠自己得救的,
[00:10:34.000 --> 00:10:40.000]  是一定要靠一個男人和她結婚,男人得救就會帶動其他女人得救了,
[00:10:40.000 --> 00:10:45.000]  所以摩門教為什麼會多妻呢?原因是說這個是行善,
[00:10:45.000 --> 00:10:51.000]  就是當人和他結婚,他娶的太太越多,他的行善就越多,
[00:10:51.000 --> 00:10:58.000]  這些這樣的邪教,這樣的異端,竟然都這麼多人相信,原因在哪裡?
[00:10:58.000 --> 00:11:02.000]  因為搞錯了,到底我們今天的權威在哪裡?
[00:11:02.000 --> 00:11:08.000]  我們今天真正的正點在哪裡?我們看回東方閃電,
[00:11:08.000 --> 00:11:14.000]  東方閃電在去年下半年瘋狂的在香港傳教之後,
[00:11:14.000 --> 00:11:19.000]  影響很多的人,甚至最近地鐵站很多不同的地方,
[00:11:19.000 --> 00:11:22.000]  到處都有人派東西,有幾個人見過他們派東西的,
[00:11:22.000 --> 00:11:26.000]  可不可以舉手,黃國的地方特別多,
[00:11:26.000 --> 00:11:34.000]  另外他們最近還賣廣告,在順報和好報,
[00:11:34.000 --> 00:11:41.000]  我不知道還有沒有其他的,有沒有爽報,爽報都賣了一個這樣的廣告,
[00:11:41.000 --> 00:11:48.000]  這個廣告他說,救主早已駕著白雲叢林,
[00:11:48.000 --> 00:11:58.000]  他說來了,救主已經來了,2012年12月21日,沒錯,來了,
[00:11:58.000 --> 00:12:04.000]  來了去了哪裡?他駕著白雲來臨,那現在在哪裡?
[00:12:04.000 --> 00:12:11.000]  現在在雲端那裡,現在就是一塊雲,來了,
[00:12:11.000 --> 00:12:14.000]  但英正妹,如果你和我不熟悉聖經的時候,
[00:12:14.000 --> 00:12:17.000]  你很容易,你怎樣證明不是?
[00:12:17.000 --> 00:12:21.000]  他說是,你說不是,信就有,不信就沒有,
[00:12:21.000 --> 00:12:27.000]  你就去到這樣的地步,但我們說,到底這個教派是從什麼出來的呢?
[00:12:27.000 --> 00:12:31.000]  是從基督教出來的,這個教派本來說,
[00:12:31.000 --> 00:12:34.000]  根據什麼而產生的呢?根據聖經,
[00:12:34.000 --> 00:12:38.000]  現在我們就用回聖經,以子之矛,公子之盾,
[00:12:38.000 --> 00:12:40.000]  聖經告訴我們,
[00:12:40.000 --> 00:12:44.000]  貼薩羅尼加前書四章,13到16節,
[00:12:44.000 --> 00:12:52.000]  當耶穌再來,在空中的時間,信徒會怎樣?
[00:12:52.000 --> 00:12:58.000]  全部的信徒都會被提,死了的會復活,
[00:12:58.000 --> 00:13:05.000]  還沒死的身體會改變,去成為全部都不老壞的,最健壯的,
[00:13:05.000 --> 00:13:10.000]  然後不羞辱的是榮耀的,而且是靈性的身體,
[00:13:10.000 --> 00:13:16.000]  然後一起被提到空中,在空中與主相遇。
[00:13:16.000 --> 00:13:21.000]  我們今天就問這些人,記得有一個向我派單張的時候,
[00:13:21.000 --> 00:13:25.000]  我就問他,你真信的嗎?
[00:13:25.000 --> 00:13:31.000]  他就說,當然信啊,信,一定要信,你不信會滅亡。
[00:13:31.000 --> 00:13:36.000]  我跟著就說,你知道你信的是錯的嗎?
[00:13:36.000 --> 00:13:39.000]  我都沒有錯,你的錯。
[00:13:39.000 --> 00:13:44.000]  我跟著我就問他,你知不知道聖經說,
[00:13:44.000 --> 00:13:54.000]  當主在空中再來的時候,每一個信他的人都會被提的,
[00:13:54.000 --> 00:13:58.000]  就是說每一個信主的人,每一個都會被提,
[00:13:58.000 --> 00:14:00.000]  為什麼你還在這裏?我問他,
[00:14:00.000 --> 00:14:05.000]  你說你信,你為什麼還在這裏?你應該被提了。
[00:14:05.000 --> 00:14:09.000]  我真的打開聖經給他看,
[00:14:09.000 --> 00:14:15.000]  他說,即是這本是他先的,
[00:14:15.000 --> 00:14:19.000]  他說這本不可信,但是他們的教就在這本出來,
[00:14:19.000 --> 00:14:21.000]  他說這本不可信,
[00:14:21.000 --> 00:14:25.000]  所以你看到這些人盲目到一個地步,
[00:14:25.000 --> 00:14:30.000]  各位靈性朋友,我們看到這些異端邪教不斷出來的時候,
[00:14:30.000 --> 00:14:33.000]  我們現在要警醒,警醒什麼呢?
[00:14:33.000 --> 00:14:36.000]  就是那些出了位的預言,
[00:14:36.000 --> 00:14:40.000]  原來不只是在異端邪教那裏出來,
[00:14:40.000 --> 00:14:43.000]  現在在今天很多的基督教教會,
[00:14:43.000 --> 00:14:47.000]  在一些極端的靈因教會都已經出來,
[00:14:47.000 --> 00:14:54.000]  怎樣出來呢?就是牧師傳道人很多開始講預言,
[00:14:54.000 --> 00:14:57.000]  那叫先知的恩賜,
[00:14:57.000 --> 00:15:00.000]  第二,知識的言語越來越多,
[00:15:00.000 --> 00:15:04.000]  第三,智慧的言語越來越多,
[00:15:04.000 --> 00:15:07.000]  然後當他們在講方言的時候,
[00:15:07.000 --> 00:15:09.000]  他說講啊講啊,神就有些事情要告訴他,
[00:15:09.000 --> 00:15:12.000]  要他做什麼,做什麼,做什麼,講什麼,講什麼,講什麼,
[00:15:12.000 --> 00:15:16.000]  所以越來越多這些現象會出來,
[00:15:16.000 --> 00:15:19.000]  我記得我在新加坡有一次講完道,
[00:15:19.000 --> 00:15:23.000]  是一個培靈會,
[00:15:23.000 --> 00:15:28.000]  完了之後,先後有十幾個牧者來問我一個問題,
[00:15:28.000 --> 00:15:34.000]  他們說他們知道有些教會的牧師講預言,
[00:15:34.000 --> 00:15:36.000]  第二開始為人解夢,
[00:15:36.000 --> 00:15:38.000]  他問我怎麼看,
[00:15:38.000 --> 00:15:40.000]  我就跟他說,
[00:15:40.000 --> 00:15:43.000]  我說如果是個人的感動,
[00:15:43.000 --> 00:15:47.000]  聖靈對個人的感動引導到現在仍然有的,
[00:15:47.000 --> 00:15:50.000]  但是你是感動就是感動,
[00:15:50.000 --> 00:15:53.000]  但是如果一個人一開口就說,
[00:15:53.000 --> 00:15:56.000]  神對我說,聖靈對我說,
[00:15:56.000 --> 00:15:58.000]  我說你們要小心,
[00:15:58.000 --> 00:16:00.000]  他問我為什麼,
[00:16:00.000 --> 00:16:03.000]  我就告訴他,因為這些已經出了位,
[00:16:03.000 --> 00:16:09.000]  是離開了聖經的原則,
[00:16:09.000 --> 00:16:11.000]  他就問牧師,
[00:16:11.000 --> 00:16:13.000]  我怎麼回應呢?
[00:16:13.000 --> 00:16:16.000]  聖經在哪裡有講,
[00:16:16.000 --> 00:16:19.000]  我們不應該一講預言就說,
[00:16:19.000 --> 00:16:21.000]  是耶穌對我說,
[00:16:21.000 --> 00:16:22.000]  是神對我說,
[00:16:22.000 --> 00:16:24.000]  是聖靈對我說,
[00:16:24.000 --> 00:16:28.000]  然後我就跟他從頭到尾,
[00:16:28.000 --> 00:16:32.000]  來講一些出了位的預言,
[00:16:32.000 --> 00:16:34.000]  到底有什麼特質,
[00:16:34.000 --> 00:16:36.000]  首先第一,
[00:16:36.000 --> 00:16:40.000]  出了位的預言的定義是什麼呢?
[00:16:40.000 --> 00:16:46.000]  我們一起去讀一讀一段聖經,
[00:16:46.000 --> 00:16:48.000]  出了位的預言,
[00:16:48.000 --> 00:16:50.000]  到底定義是什麼呢?
[00:16:50.000 --> 00:16:55.000]  所有一些假的先知,
[00:16:55.000 --> 00:17:01.000]  所有一些離開了聖經來建立他們所謂預言的權威的人,
[00:17:01.000 --> 00:17:06.000]  他們說預言或者作先知講道的意思,
[00:17:06.000 --> 00:17:10.000]  就是預先預測將來發生的事,
[00:17:10.000 --> 00:17:13.000]  然後這些事不只是自己身上,
[00:17:13.000 --> 00:17:16.000]  是發生在所有其他人身上,
[00:17:16.000 --> 00:17:21.000]  其他人都要受到這些預言的管制,
[00:17:21.000 --> 00:17:23.000]  換句話來說,
[00:17:23.000 --> 00:17:26.000]  作先知講道就是微卜先知,
[00:17:26.000 --> 00:17:27.000]  是講將來的,
[00:17:27.000 --> 00:17:30.000]  我們一起看看他們的根據到底在哪裡,
[00:17:30.000 --> 00:17:33.000]  一方面他們說舊約有很多先知,
[00:17:33.000 --> 00:17:35.000]  然後來到新約的時候一樣有,
[00:17:35.000 --> 00:17:36.000]  在哪裡有?
[00:17:36.000 --> 00:17:41.000]  《善行傳》21章11節,
[00:17:41.000 --> 00:17:44.000]  我們一起讀一讀這段聖經,
[00:17:44.000 --> 00:17:50.000]  「到了,我們這類就拿保羅的腰帶捆上自己的手腳,
[00:17:50.000 --> 00:17:54.000]  說:聖靈說:猶太人在耶路撒冷,
[00:17:54.000 --> 00:17:57.000]  要如此捆綁著腰帶的主人,
[00:17:57.000 --> 00:17:59.000]  把他交在外邦人的手裡。」
[00:17:59.000 --> 00:18:00.000]  弟兄姊妹,
[00:18:00.000 --> 00:18:03.000]  在這段聖經是講道從耶路撒冷來,
[00:18:03.000 --> 00:18:06.000]  特別是其中有一個先知是阿加布,
[00:18:06.000 --> 00:18:08.000]  見到保羅的時候,
[00:18:08.000 --> 00:18:11.000]  就拿著保羅的腰帶,
[00:18:11.000 --> 00:18:13.000]  就綁著自己,
[00:18:13.000 --> 00:18:15.000]  綁著自己之後,
[00:18:15.000 --> 00:18:16.000]  然後跟著就講預言,
[00:18:16.000 --> 00:18:18.000]  綁著自己的手腳講預言,
[00:18:18.000 --> 00:18:21.000]  「聖靈說:猶太人在耶路撒冷,
[00:18:21.000 --> 00:18:23.000]  要如此捆綁著腰帶的主人,
[00:18:23.000 --> 00:18:26.000]  把他交給外邦人的手裡。」
[00:18:26.000 --> 00:18:28.000]  這是預言來的,
[00:18:28.000 --> 00:18:30.000]  然後他們就說,
[00:18:30.000 --> 00:18:33.000]  新約也有預言的恩賜啊!
[00:18:33.000 --> 00:18:36.000]  新約也有先知的恩賜啊!
[00:18:36.000 --> 00:18:38.000]  然後他們講的時候也是這樣說,
[00:18:38.000 --> 00:18:40.000]  是聖靈說啊!
[00:18:40.000 --> 00:18:44.000]  為何我們今天不可以啊?
[00:18:44.000 --> 00:18:46.000]  弟兄姊妹,
[00:18:46.000 --> 00:18:49.000]  我們的回應很簡單,
[00:18:49.000 --> 00:18:50.000]  第一,
[00:18:50.000 --> 00:18:54.000]  因為當時正典還未完成,
[00:18:54.000 --> 00:18:56.000]  阿加布講這句話的時候,
[00:18:56.000 --> 00:18:59.000]  新約還未寫成,
[00:18:59.000 --> 00:19:01.000]  仍然好像舊約一樣,
[00:19:01.000 --> 00:19:04.000]  只有舊約的聖經是正典,
[00:19:04.000 --> 00:19:08.000]  新約有很多書信仍然不斷在寫當中,
[00:19:08.000 --> 00:19:10.000]  還未寫完。
[00:19:10.000 --> 00:19:11.000]  而第二件事,
[00:19:11.000 --> 00:19:13.000]  很重要的,
[00:19:13.000 --> 00:19:15.000]  就是阿加布講這件事的時候,
[00:19:15.000 --> 00:19:19.000]  阿加布沒有將自己變成權威,
[00:19:19.000 --> 00:19:20.000]  第二,
[00:19:20.000 --> 00:19:22.000]  保羅也沒有將他當作權威,
[00:19:22.000 --> 00:19:23.000]  第三,
[00:19:23.000 --> 00:19:26.000]  所有其他人都不會將他當作權威,
[00:19:26.000 --> 00:19:29.000]  純粹是根據一樣的東西,
[00:19:29.000 --> 00:19:31.000]  這件事是甚麼呢?
[00:19:31.000 --> 00:19:34.000]  就是講到耶穌基督呼召保羅的時候,
[00:19:34.000 --> 00:19:36.000]  是非常清楚地講到,
[00:19:36.000 --> 00:19:39.000]  我要猜他去到外邦人的面前,
[00:19:39.000 --> 00:19:40.000]  猜猜他去到猶太人的面前,
[00:19:40.000 --> 00:19:42.000]  猜猜他去到君王的面前,
[00:19:42.000 --> 00:19:43.000]  來作我的見證,
[00:19:43.000 --> 00:19:44.000]  然後又說,
[00:19:44.000 --> 00:19:47.000]  他將會為我受很多的苦,
[00:19:47.000 --> 00:19:49.000]  這是聖經說的,
[00:19:49.000 --> 00:19:51.000]  是耶穌基督早就已經說了,
[00:19:51.000 --> 00:19:52.000]  換句話來說,
[00:19:52.000 --> 00:19:57.000]  阿加布其實是跟隨耶穌基督的口味,
[00:19:57.000 --> 00:19:59.000]  跟隨著他來講,
[00:19:59.000 --> 00:20:01.000]  耶穌基督已經說了他要受苦,
[00:20:01.000 --> 00:20:04.000]  所以阿加布講的時候,
[00:20:04.000 --> 00:20:06.000]  其實是順著聖經裡面,
[00:20:06.000 --> 00:20:08.000]  耶穌講的東西,
[00:20:08.000 --> 00:20:09.000]  而第四方面,
[00:20:09.000 --> 00:20:10.000]  更加重要的,
[00:20:10.000 --> 00:20:12.000]  我們看一看,
[00:20:12.000 --> 00:20:14.000]  就是聽到預言的人,
[00:20:14.000 --> 00:20:18.000]  連保羅都不會看這個是權威,
[00:20:18.000 --> 00:20:20.000]  一會兒我們會講,
[00:20:20.000 --> 00:20:22.000]  我們首先來講一講,
[00:20:22.000 --> 00:20:23.000]  第一樣,
[00:20:23.000 --> 00:20:26.000]  到底是不是所有作先知講道,
[00:20:26.000 --> 00:20:30.000]  都是等於預告未來呢?
[00:20:30.000 --> 00:20:32.000]  聖經告訴我們,
[00:20:32.000 --> 00:20:34.000]  不一定的,
[00:20:34.000 --> 00:20:37.000]  我們現在就看看哥倫多前書,
[00:20:37.000 --> 00:20:45.000]  十四章第五節和十九節,
[00:20:45.000 --> 00:20:46.000]  我們一起讀,
[00:20:46.000 --> 00:20:49.000]  「我願意你們都說謊言,
[00:20:49.000 --> 00:20:51.000]  更願意你們作先知講道,
[00:20:51.000 --> 00:20:54.000]  因為說謊言的若不翻出來,
[00:20:54.000 --> 00:20:56.000]  此教會被造就,
[00:20:56.000 --> 00:20:59.000]  那作先知講道的就比他強了,
[00:20:59.000 --> 00:21:01.000]  但在教會中,
[00:21:01.000 --> 00:21:04.000]  寧可用五成說五句教導人的話,
[00:21:04.000 --> 00:21:06.000]  強如說萬句的謊言。」
[00:21:06.000 --> 00:21:07.000]  在這段聖經,
[00:21:07.000 --> 00:21:09.000]  特別是哥倫多前書的十四章,
[00:21:09.000 --> 00:21:12.000]  多次多方來比較說謊言,
[00:21:12.000 --> 00:21:15.000]  或者我們叫做外國話,
[00:21:15.000 --> 00:21:16.000]  鄉下話,
[00:21:16.000 --> 00:21:18.000]  但是今天極端靈因的人,
[00:21:18.000 --> 00:21:21.000]  會將這個看成是天使的話,
[00:21:21.000 --> 00:21:23.000]  是天上的話,
[00:21:23.000 --> 00:21:26.000]  但是從哥倫多很清楚,
[00:21:26.000 --> 00:21:27.000]  二十一節說,
[00:21:27.000 --> 00:21:29.000]  「我用外邦人的舌頭,
[00:21:29.000 --> 00:21:32.000]  外邦人的嘴唇來說。」
[00:21:32.000 --> 00:21:33.000]  第二,
[00:21:33.000 --> 00:21:37.000]  哥倫多前書的謊言是複數的,
[00:21:37.000 --> 00:21:39.000]  很多地方是複數,
[00:21:39.000 --> 00:21:40.000]  不是一種,
[00:21:40.000 --> 00:21:41.000]  是多種的。
[00:21:41.000 --> 00:21:42.000]  在這段聖經,
[00:21:42.000 --> 00:21:46.000]  我們看到保羅將謊言和作先知講道,
[00:21:46.000 --> 00:21:47.000]  來做比較的時候,
[00:21:47.000 --> 00:21:50.000]  有兩句的形容,
[00:21:50.000 --> 00:21:54.000]  是先後交替使用,
[00:21:54.000 --> 00:21:55.000]  互換的,
[00:21:55.000 --> 00:21:57.000]  互相解釋的。
[00:21:57.000 --> 00:21:59.000]  首先第五節,
[00:21:59.000 --> 00:22:02.000]  「作先知講道,
[00:22:02.000 --> 00:22:07.000]  我更願意你們作先知講道,
[00:22:07.000 --> 00:22:10.000]  然後那作先知講道的就比他強了,
[00:22:10.000 --> 00:22:11.000]  作先知講道,
[00:22:11.000 --> 00:22:12.000]  作先知講道。」
[00:22:12.000 --> 00:22:13.000]  有沒有看到?
[00:22:13.000 --> 00:22:16.000]  然後其實不止這裡,
[00:22:16.000 --> 00:22:19.000]  很多地方都在說作先知講道,
[00:22:19.000 --> 00:22:20.000]  但是聖經裏面,
[00:22:20.000 --> 00:22:23.000]  一提到比較的時候,
[00:22:23.000 --> 00:22:25.000]  其實它說作先知講道,
[00:22:25.000 --> 00:22:27.000]  是在比較什麼呢?
[00:22:27.000 --> 00:22:29.000]  是和謊言比較,
[00:22:29.000 --> 00:22:30.000]  其實謊言,
[00:22:30.000 --> 00:22:32.000]  其實是和什麼比較呢?
[00:22:32.000 --> 00:22:33.000]  十九節,
[00:22:33.000 --> 00:22:35.000]  「但在教會中,
[00:22:35.000 --> 00:22:42.000]  寧可用誤性說五句教導人的話。」
[00:22:42.000 --> 00:22:44.000]  是什麼意思?
[00:22:44.000 --> 00:22:47.000]  原來作先知講道,
[00:22:47.000 --> 00:22:50.000]  不一定是foreteller,
[00:22:50.000 --> 00:22:54.000]  foreteller,
[00:22:54.000 --> 00:22:58.000]  不一定是預告將來的人,
[00:22:58.000 --> 00:23:01.000]  但是作先知講道,
[00:23:01.000 --> 00:23:04.000]  一定是forteller,
[00:23:04.000 --> 00:23:09.000]  forteller,
[00:23:09.000 --> 00:23:11.000]  是foreteller,
[00:23:11.000 --> 00:23:13.000]  是什麼意思呢?
[00:23:13.000 --> 00:23:16.000]  就是將神教導的說話,
[00:23:16.000 --> 00:23:18.000]  說出來,
[00:23:18.000 --> 00:23:20.000]  是教導神的話,
[00:23:20.000 --> 00:23:22.000]  是講神的話,
[00:23:22.000 --> 00:23:26.000]  這個就是作先知講道。
[00:23:26.000 --> 00:23:28.000]  各位弟兄姊妹,
