
[00:00:00.000 --> 00:00:09.000]  但是我很想知道 講侍奉不只是講給Pastor Benson和Roland聽
[00:01:48.000 --> 00:01:51.000]  所以以至於保羅在十一章最後結束的時候
[00:01:51.000 --> 00:01:53.000]  他有一個讚嘆
[00:01:53.000 --> 00:01:56.000]  他說 心災神豐富的智慧和知識
[00:01:56.000 --> 00:02:01.000]  他的判斷何其難測 他的終極何其難尋
[00:02:01.000 --> 00:02:05.000]  保羅在當中讚美神的救恩 哇 真的偉大
[00:02:05.000 --> 00:02:07.000]  這個救恩是向什麼人的?
[00:02:07.000 --> 00:02:09.000]  是猶太人嗎?
[00:02:09.000 --> 00:02:11.000]  不是 是外邦人嗎?
[00:02:11.000 --> 00:02:13.000]  都不是 是對所有的人
[00:02:13.000 --> 00:02:16.000]  當保羅思想到神的救恩這麼偉大的時候
[00:02:16.000 --> 00:02:19.000]  第十二章裡面有一個反應
[00:02:19.000 --> 00:02:21.000]  我們應該怎樣?
[00:02:21.000 --> 00:02:23.000]  將身體獻上當作活祭
[00:02:23.000 --> 00:02:25.000]  保羅是對什麼人講的?
[00:02:25.000 --> 00:02:27.000]  弟兄們沒有姐妹份是不是?
[00:02:27.000 --> 00:02:30.000]  不是 弟兄姐妹都是一樣
[00:02:30.000 --> 00:02:33.000]  所以保羅其實是向什麼人講的?
[00:02:33.000 --> 00:02:36.000]  是所有蒙恩得救的人
[00:02:36.000 --> 00:02:40.000]  你們就是指你和我
[00:02:40.000 --> 00:02:43.000]  無論是弟兄或姐妹
[00:02:43.000 --> 00:02:46.000]  無論是牧師或長老或執事
[00:02:46.000 --> 00:02:49.000]  或者弟兄或姐妹 一切蒙恩的
[00:02:49.000 --> 00:02:54.000]  保羅說你們如此是奉大師聖十當的
[00:02:54.000 --> 00:02:56.000]  Pastor Benson, Pastor Rowland
[00:02:56.000 --> 00:02:58.000]  今天來奉獻
[00:02:58.000 --> 00:03:00.000]  我那時候看就是傳道人
[00:03:00.000 --> 00:03:02.000]  就是全時間的
[00:03:02.000 --> 00:03:04.000]  他們是特別的 分別出來的
[00:03:04.000 --> 00:03:07.000]  我們是part time
[00:03:07.000 --> 00:03:09.000]  甚至有些不是 我是warrantier
[00:03:09.000 --> 00:03:11.000]  意思是什麼?
[00:03:11.000 --> 00:03:12.000]  有時間就做吧
[00:03:12.000 --> 00:03:15.000]  沒時間就不做吧
[00:03:15.000 --> 00:03:17.000]  這個觀念是錯的
[00:03:17.000 --> 00:03:22.000]  我們其實每一個蒙恩得著救恩的人
[00:03:22.000 --> 00:03:24.000]  我們都有侍奉的呼召
[00:03:24.000 --> 00:03:27.000]  所以你和我都是全時間的
[00:03:27.000 --> 00:03:31.000]  我們都是全時間侍奉的人
[00:03:31.000 --> 00:03:33.000]  所不同的牧者
[00:03:33.000 --> 00:03:35.000]  傳道他們是專職
[00:03:35.000 --> 00:03:37.000]  我們是什麼?
[00:03:37.000 --> 00:03:39.000]  大職
[00:03:39.000 --> 00:03:41.000]  我也有另一個career
[00:03:41.000 --> 00:03:43.000]  我有另一個occupation
[00:03:43.000 --> 00:03:45.000]  但這個career
[00:03:45.000 --> 00:03:47.000]  這個occupation都是侍奉神
[00:03:47.000 --> 00:03:49.000]  不是我星期天在教會裡面
[00:03:49.000 --> 00:03:50.000]  我就侍奉神
[00:03:50.000 --> 00:03:52.000]  其他事我侍奉自己
[00:03:52.000 --> 00:03:53.000]  No!
[00:03:53.000 --> 00:03:55.000]  這個是觀念我們一定要改
[00:03:55.000 --> 00:03:56.000]  教會不改的觀念
[00:03:56.000 --> 00:03:58.000]  教會很難復興
[00:03:58.000 --> 00:04:00.000]  正如我強調Mission to Church
[00:04:00.000 --> 00:04:02.000]  我經常強調Mission to Church
[00:04:02.000 --> 00:04:04.000]  我說信徒、佳濟師
[00:04:04.000 --> 00:04:05.000]  我們都是一個蒙徒
[00:04:05.000 --> 00:04:07.000]  但不單是蒙徒
[00:04:07.000 --> 00:04:09.000]  我們都是一個宣教士
[00:04:09.000 --> 00:04:12.000]  我們不是一個career missionary
[00:04:12.000 --> 00:04:14.000]  我沒有被神差
[00:04:14.000 --> 00:04:16.000]  我們去到非洲或者去哪裡
[00:04:16.000 --> 00:04:18.000]  做一個career missionary
[00:04:18.000 --> 00:04:20.000]  但你和我都是一個宣教士
[00:04:20.000 --> 00:04:22.000]  我們的宣教士沒有一個title
[00:04:22.000 --> 00:04:25.000]  我們的宣教士是生命的宣教士
[00:04:25.000 --> 00:04:26.000]  意思是說
[00:04:26.000 --> 00:04:27.000]  透過我的生命
[00:04:27.000 --> 00:04:28.000]  我在學校
[00:04:28.000 --> 00:04:29.000]  我在社區
[00:04:29.000 --> 00:04:30.000]  我在家裡
[00:04:30.000 --> 00:04:32.000]  我在我工作的地方裡面
[00:04:32.000 --> 00:04:34.000]  成為他的建政
[00:04:34.000 --> 00:04:37.000]  所以第一個我們要搞清楚就是
[00:04:37.000 --> 00:04:39.000]  保羅說你們如此侍奉
[00:04:39.000 --> 00:04:41.000]  是對所有的信徒
[00:04:41.000 --> 00:04:42.000]  不是少數的
[00:04:42.000 --> 00:04:44.000]  特別蒙恩的
[00:04:44.000 --> 00:04:46.000]  或者神對他呼召的這些人
[00:04:46.000 --> 00:04:50.000]  原來你和我都是被召
[00:04:50.000 --> 00:04:51.000]  要侍奉他的
[00:04:51.000 --> 00:04:53.000]  這個是理所當然
[00:04:53.000 --> 00:04:55.000]  理所當然的意思是什麼?
[00:04:55.000 --> 00:04:57.000]  什麼叫理所當然?
[00:04:57.000 --> 00:04:58.000]  合理的
[00:04:58.000 --> 00:04:59.000]  reasonable的
[00:04:59.000 --> 00:05:01.000]  應該的
[00:05:01.000 --> 00:05:04.000]  因為我們以前沒有這個恩典
[00:05:04.000 --> 00:05:06.000]  今天我們蒙不了這個救恩
[00:05:06.000 --> 00:05:07.000]  我們來侍奉他
[00:05:07.000 --> 00:05:09.000]  是理所當然的
[00:05:09.000 --> 00:05:11.000]  但問題是什麼叫侍奉?
[00:05:11.000 --> 00:05:14.000]  我剛才說侍奉的時候你想起什麼?
[00:05:14.000 --> 00:05:16.000]  可能是崗位的侍奉
[00:05:16.000 --> 00:05:17.000]  牧者
[00:05:17.000 --> 00:05:18.000]  長老
[00:05:18.000 --> 00:05:19.000]  執事
[00:05:19.000 --> 00:05:20.000]  或者
[00:05:20.000 --> 00:05:21.000]  恩賜的侍奉
[00:05:21.000 --> 00:05:23.000]  領暢的
[00:05:23.000 --> 00:05:24.000]  神給我恩賜大茶經
[00:05:24.000 --> 00:05:26.000]  或者諸如此類
[00:05:26.000 --> 00:05:28.000]  我們很多時候想侍奉就是想到
[00:05:28.000 --> 00:05:29.000]  工作的侍奉
[00:05:29.000 --> 00:05:32.000]  其實保羅所說的侍奉並不是這樣
[00:05:32.000 --> 00:05:34.000]  保羅說第二節裡面
[00:05:34.000 --> 00:05:35.000]  第一節的下半節說
[00:05:35.000 --> 00:05:37.000]  你們如此侍奉一字
[00:05:37.000 --> 00:05:40.000]  其實在舊約裡面是說利美人
[00:05:40.000 --> 00:05:44.000]  祭司在聖殿裡面的憲祭
[00:05:44.000 --> 00:05:46.000]  這次我參加以色列團
[00:05:46.000 --> 00:05:49.000]  有機會去地方裡面看他的會望
[00:05:49.000 --> 00:05:51.000]  會望裡面是one to one的
[00:05:51.000 --> 00:05:54.000]  原來不是這麼大的
[00:05:54.000 --> 00:05:55.000]  因為聖殿裡面看的時候
[00:05:55.000 --> 00:05:57.000]  就幾個咒你很難去
[00:05:57.000 --> 00:05:58.000]  怎麼去計算
[00:05:58.000 --> 00:06:01.000]  這次看到原來是這樣的
[00:06:01.000 --> 00:06:03.000]  在會幕裡面
[00:06:03.000 --> 00:06:04.000]  利美人
[00:06:04.000 --> 00:06:06.000]  特別是祭司在當中服侍
[00:06:06.000 --> 00:06:08.000]  我很感謝神
[00:06:08.000 --> 00:06:10.000]  我未信主神給我解了他的英文名
[00:06:10.000 --> 00:06:11.000]  我的名字叫什麼
[00:06:11.000 --> 00:06:13.000]  Aaron
[00:06:13.000 --> 00:06:14.000]  Alan
[00:06:14.000 --> 00:06:15.000]  我都未信主
[00:06:15.000 --> 00:06:16.000]  我打開牛津字典
[00:06:16.000 --> 00:06:18.000]  Christianing第一個AA
[00:06:18.000 --> 00:06:20.000]  Aaron就選這個
[00:06:20.000 --> 00:06:22.000]  結果做了牧師
[00:06:22.000 --> 00:06:24.000]  說我去到聖殿會幕裡面的時候
[00:06:24.000 --> 00:06:25.000]  我發覺
[00:06:25.000 --> 00:06:26.000]  裡面有一個致聖所
[00:06:26.000 --> 00:06:28.000]  唯有誰去
[00:06:28.000 --> 00:06:31.000]  大祭司
[00:06:31.000 --> 00:06:32.000]  在舊約裡面的時候
[00:06:32.000 --> 00:06:33.000]  是利美人
[00:06:33.000 --> 00:06:35.000]  祭司特別揀選出來
[00:06:35.000 --> 00:06:36.000]  來去奉獻的
[00:06:36.000 --> 00:06:38.000]  但是今天新約裡面
[00:06:38.000 --> 00:06:39.000]  你怎麼說
[00:06:39.000 --> 00:06:40.000]  我們都是怎樣
[00:06:40.000 --> 00:06:44.000]  君尊的祭司
[00:06:44.000 --> 00:06:46.000]  不只是少數的人
[00:06:46.000 --> 00:06:47.000]  你和我如果是蒙恩
[00:06:47.000 --> 00:06:48.000]  我們的神的子民
[00:06:48.000 --> 00:06:51.000]  我們都有祭司的身份
[00:06:51.000 --> 00:06:52.000]  我們都是侍奉他的
[00:06:52.000 --> 00:06:53.000]  我們的侍奉
[00:06:53.000 --> 00:06:56.000]  我們的侍奉不只是在聖殿裡面
[00:06:56.000 --> 00:06:59.000]  我們的侍奉是到處去
[00:06:59.000 --> 00:07:00.000]  這裡說到的
[00:07:00.000 --> 00:07:03.000]  其實是一種敬拜的侍奉
[00:07:03.000 --> 00:07:05.000]  以前我們不認識神的時候
[00:07:05.000 --> 00:07:08.000]  我們根本上不以神為神
[00:07:08.000 --> 00:07:09.000]  不感謝他
[00:07:09.000 --> 00:07:10.000]  也不稱讚他
[00:07:10.000 --> 00:07:12.000]  我們的眼睛瞎了
[00:07:12.000 --> 00:07:14.000]  我們的生命死了
[00:07:14.000 --> 00:07:16.000]  但是如果我們真的在基督裡面
[00:07:16.000 --> 00:07:18.000]  成為新造的人
[00:07:18.000 --> 00:07:19.000]  神就是我們的創造主
[00:07:19.000 --> 00:07:21.000]  是我們的阿巴附
[00:07:21.000 --> 00:07:22.000]  所以我們生命裡面
[00:07:22.000 --> 00:07:24.000]  有一種敬拜的心
[00:07:24.000 --> 00:07:26.000]  來去見神
[00:07:26.000 --> 00:07:28.000]  將榮耀祖化歸給他的心
[00:07:28.000 --> 00:07:30.000]  是一個自然的生命
[00:07:30.000 --> 00:07:32.000]  敬拜的侍奉
[00:07:32.000 --> 00:07:33.000]  所以保羅說的侍奉
[00:07:33.000 --> 00:07:35.000]  不只是工作的侍奉
[00:07:35.000 --> 00:07:37.000]  也是敬拜的侍奉
[00:07:37.000 --> 00:07:38.000]  也不只是敬拜的侍奉
[00:07:38.000 --> 00:07:39.000]  保羅也說
[00:07:39.000 --> 00:07:41.000]  不要效法者的世界
[00:07:41.000 --> 00:07:44.000]  只要心意根深而變化
[00:07:44.000 --> 00:07:46.000]  一個真是與神相遇的人
[00:07:46.000 --> 00:07:48.000]  他的生命一定改變
[00:07:48.000 --> 00:07:52.000]  就像舊約的摩西、新約的保羅
[00:07:52.000 --> 00:07:54.000]  當我們與神相遇的時候
[00:07:54.000 --> 00:07:55.000]  在敬拜裡面
[00:07:55.000 --> 00:07:57.000]  我們的生命會改變
[00:07:57.000 --> 00:07:58.000]  所以保羅說
[00:07:58.000 --> 00:08:00.000]  我們不會再像效法者的世界一樣
[00:08:00.000 --> 00:08:01.000]  我們的生命更新變化
[00:08:01.000 --> 00:08:04.000]  就是說我們生命會有改變
[00:08:04.000 --> 00:08:06.000]  也就像以佛所說的
[00:08:06.000 --> 00:08:07.000]  我們要除去舊人
[00:08:07.000 --> 00:08:08.000]  穿上什麼?
[00:08:08.000 --> 00:08:09.000]  新人
[00:08:09.000 --> 00:08:11.000]  那個過程是漸漸的
[00:08:11.000 --> 00:08:13.000]  但是肯定的
[00:08:13.000 --> 00:08:17.000]  就是說你的生命有改變
[00:08:17.000 --> 00:08:21.000]  Eugene Patterson在Message的翻譯裡面
[00:08:21.000 --> 00:08:23.000]  他將羅馬書第一節
[00:08:23.000 --> 00:08:24.000]  第一節裡面的翻譯怎麼樣呢?
[00:08:24.000 --> 00:08:27.000]  他說:我們將我們日常生活起居飲食
[00:08:27.000 --> 00:08:30.000]  好像一個祭禮獻給神
[00:08:30.000 --> 00:08:32.000]  生命的改變
[00:08:32.000 --> 00:08:33.000]  所以我們的侍奉
[00:08:33.000 --> 00:08:37.000]  不只是工作因此的侍奉
[00:08:37.000 --> 00:08:39.000]  我們的侍奉更加是敬拜的侍奉
[00:08:39.000 --> 00:08:42.000]  與神相遇的侍奉
[00:08:42.000 --> 00:08:46.000]  我們的侍奉更加是生命改變的侍奉
[00:08:46.000 --> 00:08:49.000]  所以不單是每一個蒙神恩典的人
[00:08:49.000 --> 00:08:51.000]  我們是有侍奉的夫子
[00:08:51.000 --> 00:08:53.000]  我們的侍奉更加需要傳避
[00:08:53.000 --> 00:08:55.000]  如果留意我以前說的那裡
[00:08:55.000 --> 00:08:56.000]  其實我所針對的就是
[00:08:56.000 --> 00:09:01.000]  knowing, being, doing
[00:09:01.000 --> 00:09:04.000]  一個侍奉神的人
[00:09:04.000 --> 00:09:06.000]  是需要傳避的侍奉
[00:09:06.000 --> 00:09:08.000]  不只是工作的侍奉
[00:09:08.000 --> 00:09:10.000]  因此的侍奉
[00:09:10.000 --> 00:09:11.000]  我們需要敬拜
[00:09:11.000 --> 00:09:13.000]  我們有生命結出果子
[00:09:13.000 --> 00:09:16.000]  當然也有恩師的事
[00:09:16.000 --> 00:09:19.000]  如果我們不是傳避的話
[00:09:19.000 --> 00:09:21.000]  有欠缺我們要小心
[00:09:21.000 --> 00:09:24.000]  有些弟兄姊妹很著重敬拜
[00:09:24.000 --> 00:09:26.000]  不知道你們有教會嗎
[00:09:26.000 --> 00:09:27.000]  我們全教會也有一些
[00:09:27.000 --> 00:09:29.000]  他們對敬拜很執著
[00:09:29.000 --> 00:09:31.000]  師哥一定要這樣
[00:09:31.000 --> 00:09:33.000]  不要太contemporary
[00:09:33.000 --> 00:09:35.000]  很執著
[00:09:35.000 --> 00:09:38.000]  又說明星期日是sunday best
[00:09:38.000 --> 00:09:41.000]  說明上台一定要打泰什麼什麼
[00:09:41.000 --> 00:09:43.000]  這也是好的
[00:09:43.000 --> 00:09:45.000]  他重視敬拜
[00:09:45.000 --> 00:09:46.000]  我覺得這也是好的
[00:09:46.000 --> 00:09:48.000]  但是如果我們只是
[00:09:48.000 --> 00:09:50.000]  重視敬拜的模式
[00:09:50.000 --> 00:09:52.000]  星期日應該怎樣做
[00:09:52.000 --> 00:09:53.000]  怎樣的程序
[00:09:53.000 --> 00:09:54.000]  不可以變的了
[00:09:54.000 --> 00:09:56.000]  每個星期回來我就坐在這裡
[00:09:56.000 --> 00:09:58.000]  但是如果平日生活
[00:09:58.000 --> 00:10:00.000]  又看不到改變
[00:10:00.000 --> 00:10:03.000]  的時候你會覺得有什麼問題
[00:10:03.000 --> 00:10:05.000]  我就很擔心
[00:10:05.000 --> 00:10:08.000]  他可能看中的是一個richard
[00:10:08.000 --> 00:10:10.000]  是一個儀式
[00:10:10.000 --> 00:10:13.000]  儀式應該有規有矩
[00:10:13.000 --> 00:10:15.000]  這個就是他的敬拜
[00:10:15.000 --> 00:10:18.000]  但是如果一個真是與神相遇
[00:10:18.000 --> 00:10:19.000]  在敬拜裡面相遇的人
[00:10:19.000 --> 00:10:22.000]  他的生命必定會改變
[00:10:22.000 --> 00:10:24.000]  而他改變沒有改變的話
[00:10:24.000 --> 00:10:27.000]  他可能頂多就是一個法理賽人
[00:10:27.000 --> 00:10:30.000]  那就要小心了
[00:10:30.000 --> 00:10:32.000]  又或者我們看到教會裡面
[00:10:32.000 --> 00:10:34.000]  很多人侍奉很熱心
[00:10:34.000 --> 00:10:36.000]  是好的
[00:10:36.000 --> 00:10:38.000]  但是如果侍奉很熱心
[00:10:38.000 --> 00:10:40.000]  你看不到他生命的改變
[00:10:40.000 --> 00:10:42.000]  也看不到他個人與神
[00:10:42.000 --> 00:10:44.000]  一個很好的關係
[00:10:44.000 --> 00:10:46.000]  那就要小心了
[00:10:46.000 --> 00:10:49.000]  你的侍奉可能頂多都是血氣
[00:10:49.000 --> 00:10:51.000]  外面沒什麼人賞識你
[00:10:51.000 --> 00:10:52.000]  教會有賞識的嘛
[00:10:52.000 --> 00:10:54.000]  那就出來吧
[00:10:54.000 --> 00:10:57.000]  這樣的侍奉我恐怕破壞
[00:10:57.000 --> 00:10:59.000]  比建造的重大
[00:10:59.000 --> 00:11:01.000]  所以神父召
[00:11:01.000 --> 00:11:04.000]  你們每一個都要來侍奉神
[00:11:04.000 --> 00:11:07.000]  而你的侍奉是需要傳避
[00:11:07.000 --> 00:11:09.000]  不是單方面
[00:11:09.000 --> 00:11:11.000]  如果容許我用一個比喻
[00:11:11.000 --> 00:11:15.000]  就是好像火車軌
[00:11:15.000 --> 00:11:17.000]  我們上面有兩條軌
[00:11:17.000 --> 00:11:19.000]  一個是being
[00:11:19.000 --> 00:11:21.000]  一個是doing
[00:11:21.000 --> 00:11:23.000]  我們生命要結出相應的果子
[00:11:23.000 --> 00:11:25.000]  我們的因子、我們剛為侍奉
[00:11:25.000 --> 00:11:27.000]  是平衡的
[00:11:27.000 --> 00:11:29.000]  但是火車軌下面有一個很重要的
[00:11:29.000 --> 00:11:31.000]  就是那個根基
[00:11:31.000 --> 00:11:35.000]  那個根基就是我們與神的關係
[00:11:35.000 --> 00:11:40.000]  如果我們與神沒有一個很密切、很真實
[00:11:40.000 --> 00:11:43.000]  很一個面對面的關係
[00:11:43.000 --> 00:11:45.000]  我們上面的doing
[00:11:45.000 --> 00:11:48.000]  和我們的being不可以壞多久
[00:11:48.000 --> 00:11:50.000]  我們在當中裡面
[00:11:50.000 --> 00:11:53.000]  向羅馬教會的弟兄姐妹說
[00:11:53.000 --> 00:11:57.000]  你們包括所有的信徒
[00:11:57.000 --> 00:11:59.000]  如此侍奉
[00:11:59.000 --> 00:12:01.000]  但是理所當然
[00:12:01.000 --> 00:12:04.000]  我們需要一個傳避的侍奉
[00:12:04.000 --> 00:12:09.000]  但是我們如何去傳避的侍奉呢?
[00:12:09.000 --> 00:12:11.000]  這裡說 保羅說如此
[00:12:11.000 --> 00:12:13.000]  如此的意思是什麼?
[00:12:13.000 --> 00:12:15.000]  你們如此侍奉
[00:12:15.000 --> 00:12:17.000]  如此的意思是什麼?
[00:12:17.000 --> 00:12:19.000]  你們應該這樣侍奉
[00:12:19.000 --> 00:12:21.000]  如此說的是什麼呢?
[00:12:21.000 --> 00:12:23.000]  如果留下前面的經文就是怎樣?
[00:12:23.000 --> 00:12:25.000]  他是說一個例子
[00:12:25.000 --> 00:12:27.000]  第一節說
[00:12:27.000 --> 00:12:29.000]  上半節
[00:12:29.000 --> 00:12:30.000]  所以弟兄們
[00:12:30.000 --> 00:12:32.000]  我與神的慈悲勸你們
[00:12:32.000 --> 00:12:35.000]  將身體獻上當作活祭
[00:12:35.000 --> 00:12:37.000]  所以保羅針對說
[00:12:37.000 --> 00:12:40.000]  不單止我們需要一個傳避的侍奉
[00:12:40.000 --> 00:12:43.000]  我們更加需要如此
[00:12:43.000 --> 00:12:46.000]  如此就好像前面第一節上半節說
[00:12:46.000 --> 00:12:49.000]  將身體獻上當作活祭
[00:12:49.000 --> 00:12:51.000]  我們不單止的侍奉要傳避
[00:12:51.000 --> 00:12:53.000]  knowing, being, doing 都有
[00:12:53.000 --> 00:12:55.000]  我們的侍奉更加需要
[00:12:55.000 --> 00:12:59.000]  完全、全然的侍奉
[00:12:59.000 --> 00:13:05.000]  保羅說的是舊約的獻祭、犯祭
[00:13:05.000 --> 00:13:07.000]  以色列人來獻犯祭
[00:13:07.000 --> 00:13:11.000]  將牛、將羊、將甲子
[00:13:11.000 --> 00:13:15.000]  來祭司面前全然的獻上
[00:13:15.000 --> 00:13:17.000]  但神很公平的
[00:13:17.000 --> 00:13:19.000]  有錢的又怎樣?
[00:13:19.000 --> 00:13:21.000]  獻牛
[00:13:21.000 --> 00:13:23.000]  沒錢又怎樣?
[00:13:23.000 --> 00:13:25.000]  獻羊
[00:13:25.000 --> 00:13:27.000]  再沒有的就甲子
[00:13:27.000 --> 00:13:29.000]  但神也越立
[00:13:29.000 --> 00:13:32.000]  所以重點不是牛、羊、甲子
[00:13:32.000 --> 00:13:36.000]  重點是全然的獻上
[00:13:36.000 --> 00:13:40.000]  當你真的願意完全的擺上的時候
[00:13:40.000 --> 00:13:42.000]  神就越立
[00:13:42.000 --> 00:13:47.000]  這才是侍奉最重要的態度
[00:13:47.000 --> 00:13:51.000]  原來侍奉是要完全的擺上
[00:13:51.000 --> 00:13:53.000]  今天侍奉最大的挑戰
[00:13:53.000 --> 00:13:56.000]  不是不侍奉
[00:13:56.000 --> 00:13:58.000]  因為如果你不侍奉的話
[00:13:58.000 --> 00:14:00.000]  你遲早都會被人聲高嘔
[00:14:00.000 --> 00:14:01.000]  人人忙到死
[00:14:01.000 --> 00:14:04.000]  你怎麼還在坐著玩呢?
[00:14:04.000 --> 00:14:07.000]  今天侍奉最大的難處是什麼呢?
[00:14:07.000 --> 00:14:10.000]  就是Mediocre的侍奉
[00:14:10.000 --> 00:14:12.000]  我擺上了
[00:14:12.000 --> 00:14:14.000]  OK
[00:14:14.000 --> 00:14:16.000]  都說你侍奉我侍奉
[00:14:16.000 --> 00:14:20.000]  我們擺上去給神說我侍奉了
[00:14:20.000 --> 00:14:23.000]  我就以為我已經滿足了神的要求
[00:14:23.000 --> 00:14:25.000]  這個是錯的
[00:14:25.000 --> 00:14:29.000]  其實神要求的侍奉是全然的
[00:14:29.000 --> 00:14:33.000]  今天Pastor Roland、Pastor Benson
[00:14:33.000 --> 00:14:35.000]  今早Pastor Alex
[00:14:35.000 --> 00:14:40.000]  其實他們都是回應神的呼召裡的一個迷霧
[00:14:40.000 --> 00:14:43.000]  他們願意接受神的訓練
[00:14:43.000 --> 00:14:45.000]  他們願意進入教會
[00:14:45.000 --> 00:14:49.000]  可能將來Pastor Benson會去宣教工場
[00:14:49.000 --> 00:14:53.000]  你真看他們以前不錯的
[00:14:53.000 --> 00:14:55.000]  工作不錯的
[00:14:55.000 --> 00:14:59.000]  Roland、Benson、Alex個個都很好
[00:14:59.000 --> 00:15:03.000]  為什麼他們要這樣呢?
[00:15:03.000 --> 00:15:06.000]  其實就是回應神的呼召
[00:15:06.000 --> 00:15:10.000]  他們願意踏出信心的一部分來回應
[00:15:10.000 --> 00:15:15.000]  但是這個回應原來是一生的
[00:15:15.000 --> 00:15:18.000]  是一生的
[00:15:18.000 --> 00:15:21.000]  因為耶穌基督為我們死
[00:15:21.000 --> 00:15:23.000]  有沒有保留?
[00:15:23.000 --> 00:15:25.000]  有沒有保留?沒有
[00:15:25.000 --> 00:15:28.000]  我們如此侍奉
[00:15:28.000 --> 00:15:31.000]  有沒有保留?有
[00:15:31.000 --> 00:15:34.000]  那就不說了
[00:15:34.000 --> 00:15:38.000]  耶穌基督是完全的為我們犧牲
[00:15:38.000 --> 00:15:40.000]  同樣這個救恩保留說
[00:15:40.000 --> 00:15:42.000]  我們如此侍奉
[00:15:42.000 --> 00:15:46.000]  也需要是無保留
[00:15:46.000 --> 00:15:48.000]  我侍奉這麼多年
[00:15:48.000 --> 00:15:51.000]  我就是牧師,牧師應該一切放棄了
[00:15:51.000 --> 00:15:55.000]  說真的,我裡面還有很多東西
[00:15:55.000 --> 00:15:57.000]  但是神就是要「砰」拆了一個
[00:15:57.000 --> 00:16:00.000]  「砰」拆了一個
[00:16:00.000 --> 00:16:05.000]  神是要的是100%的賠償
[00:16:05.000 --> 00:16:07.000]  當然不是一下子
[00:16:07.000 --> 00:16:11.000]  是要漸漸
[00:16:11.000 --> 00:16:15.000]  撒姆爾向蘇羅王說
[00:16:15.000 --> 00:16:20.000]  他說聽命勝於什麼?憲制
[00:16:20.000 --> 00:16:23.000]  信命勝於滋養的高油
[00:16:23.000 --> 00:16:26.000]  蘇羅就走錯路
[00:16:26.000 --> 00:16:29.000]  蘇羅以為我做王,我爭善
[00:16:29.000 --> 00:16:31.000]  我用自己的方法
[00:16:31.000 --> 00:16:34.000]  但是神是要先得一個人
[00:16:34.000 --> 00:16:36.000]  然後才使用那個人
[00:16:36.000 --> 00:16:39.000]  成就他的工作
[00:16:39.000 --> 00:16:42.000]  原來一生裡面神就要一直「砰」
[00:16:42.000 --> 00:16:46.000]  「砰」拆我們的東西
[00:16:46.000 --> 00:16:49.000]  普羅在羅馬書十二章裡面說
[00:16:49.000 --> 00:16:52.000]  不單止不要效法者的世界
[00:16:52.000 --> 00:16:54.000]  只要心意根深而變化
[00:16:54.000 --> 00:16:56.000]  然後怎樣呢?
[00:16:56.000 --> 00:17:02.000]  叫你們測驗何謂神善良,純全可喜悅的知識
[00:17:02.000 --> 00:17:05.000]  我們怎樣才能看到神的知識
[00:17:05.000 --> 00:17:08.000]  是善良,純全可喜悅
[00:17:08.000 --> 00:17:09.000]  意思是什麼呢?
[00:17:09.000 --> 00:17:11.000]  善良就是good,是好的
[00:17:11.000 --> 00:17:13.000]  純全是perfect的
[00:17:13.000 --> 00:17:16.000]  喜悅的是pleasing的
