
[00:00:00.000 --> 00:00:04.000]  大家好 吃了飯了
[00:02:01.680 --> 00:02:05.320]  如果能夠練到早起床 晨運
[00:02:05.320 --> 00:02:09.440]  吃一些有營養的東西 對父母很孝順
[00:02:09.440 --> 00:02:12.480]  上班很準時 做一些事情
[00:02:12.480 --> 00:02:17.200]  甚至力求做得最好為止 不要連累接手的人
[00:02:17.200 --> 00:02:20.280]  下班之後 你明白錯了一整天
[00:02:20.280 --> 00:02:25.400]  不如走一個小時 讓自己血液循環好一點
[00:02:25.400 --> 00:02:28.360]  回到家裡 又跟家裡人好好聊天
[00:02:28.360 --> 00:02:31.680]  今天的事情溝通很好 了解自己的子女
[00:02:31.680 --> 00:02:34.640]  睡覺的時候又不要吵架
[00:02:34.640 --> 00:02:38.040]  又找一些比較想起鼓勵自己的話
[00:02:38.040 --> 00:02:42.160]  比如看一些歷史人物的故事 聖經
[00:02:42.160 --> 00:02:45.480]  讓你突然間感覺到明天我更加預備好
[00:02:45.480 --> 00:02:47.760]  過明天 你很感恩
[00:02:47.760 --> 00:02:50.720]  今天還有生命 還可以活得很好
[00:02:50.720 --> 00:02:53.840]  有多少人做足從頭到尾的事情呢
[00:02:53.840 --> 00:02:56.480]  不多 你是知道是好的 但是你做不到
[00:02:56.480 --> 00:03:00.160]  所以聖經就說 當你做不到的時候 上帝幫助你
[00:03:00.160 --> 00:03:02.760]  這些就是我們今天一直在說的事情
[00:03:02.760 --> 00:03:05.920]  所以如果你說我還沒睡覺是不要緊的
[00:03:05.920 --> 00:03:08.600]  其實你一直都在找最好的生活是什麼
[00:03:08.600 --> 00:03:10.360]  這件事情是沒有衝突的
[00:03:10.360 --> 00:03:13.080]  這幾天特別是明天很精彩
[00:03:13.080 --> 00:03:16.400]  明天你不來就真的浪費了 為什麼呢
[00:03:16.400 --> 00:03:19.000]  上午有一部電影給你看
[00:03:19.000 --> 00:03:20.800]  這部電影在香港都很大成本的
[00:03:20.800 --> 00:03:24.600]  都拍了 用了很多人力物力
[00:03:24.600 --> 00:03:26.480]  就叫《打機王》
[00:03:26.480 --> 00:03:29.040]  《打機王》在全世界都很緊張
[00:03:29.040 --> 00:03:34.600]  我們在紐約、多倫多、三藩市、西雅圖
[00:03:34.600 --> 00:03:40.080]  都放過這部電影 在去年和今年
[00:03:40.080 --> 00:03:44.440]  明天晚上更加重要 明天晚上的講座講逆境
[00:03:44.440 --> 00:03:46.680]  還有一部叫《小情人》
[00:03:46.680 --> 00:03:51.120]  這部電影在香港都放了一兩個月的時間
[00:03:51.120 --> 00:03:53.720]  很多人看 過千的人看這部電影
[00:03:53.720 --> 00:03:56.040]  就在說感情是怎麼來的
[00:03:56.040 --> 00:04:01.040]  為什麼現在這一代的新人很容易就是他不小心
[00:04:01.040 --> 00:04:04.400]  或者他太喜歡 和一些人太親密
[00:04:04.400 --> 00:04:06.120]  家裡又不懂得教
[00:04:06.120 --> 00:04:09.280]  搞到家裡到底給自由好還是不給自由好
[00:04:09.280 --> 00:04:12.760]  很多父母特別是在美國都爭執
[00:04:12.760 --> 00:04:16.440]  不給自由更加不行 但是給自由這樣又不行
[00:04:16.440 --> 00:04:19.720]  那怎麼可以幫青少年成長
[00:04:19.720 --> 00:04:23.400]  真正的逆境其實就是因為以前未預備好
[00:04:23.400 --> 00:04:25.000]  你不預備好
[00:04:25.000 --> 00:04:28.200]  所以很多家庭都是未預備好的小朋友
[00:04:28.200 --> 00:04:30.600]  就出來自立 這個真的是逆境
[00:04:30.600 --> 00:04:33.480]  所以後來那些父母很擔心
[00:04:33.480 --> 00:04:37.560]  結婚以為了件心事 結果又離婚
[00:04:37.560 --> 00:04:39.600]  把孫子放回給你照顧
[00:04:39.600 --> 00:04:42.960]  最後其實說到哪裡都不完的問題
[00:04:42.960 --> 00:04:45.880]  所以我們希望明天晚上介紹這件事情
[00:04:45.880 --> 00:04:50.360]  說到這裡為止 我們今晚的題目是情緒管理
[00:04:50.360 --> 00:04:53.360]  那你有沒有情緒啊?
[00:04:53.360 --> 00:04:56.800]  當然有了 再說我就走了 情緒
[00:04:56.800 --> 00:05:00.520]  情緒就是等不到的 為什麼等不到呢?
[00:05:00.520 --> 00:05:04.800]  我在21年前我寫這本書的時候
[00:05:04.800 --> 00:05:08.240]  寫EQ工程學 當時哈佛的作者
[00:05:08.240 --> 00:05:12.320]  來香港演講 有機會跟他聊了幾句話
[00:05:12.320 --> 00:05:15.080]  那時候我是理工大學的教授
[00:05:15.080 --> 00:05:18.640]  他鼓勵我 他說不如你研究一下中國人的情緒
[00:05:18.640 --> 00:05:21.560]  因為我們整本書都講西方人的
[00:05:21.560 --> 00:05:24.800]  他那本書真的很少 很少碰到中國人
[00:05:24.800 --> 00:05:27.880]  我說好啊 但是我有什麼資格去研究呢?
[00:05:27.880 --> 00:05:30.880]  我又沒有錢 只有一個辦法可以研究
[00:05:30.880 --> 00:05:33.360]  就是我把時間放出來
[00:05:33.360 --> 00:05:36.800]  於是我就開了一間很小的中心
[00:05:36.800 --> 00:05:41.600]  請了幾個人而已 但是我只研究小朋友
[00:05:41.600 --> 00:05:45.040]  我們將每一個星期教小朋友的小小紀錄
[00:05:45.040 --> 00:05:48.800]  然後一個月 一年 後來這間中心越開越大
[00:05:48.800 --> 00:05:53.200]  到今天我們都教了四千個小朋友
[00:05:53.200 --> 00:05:55.240]  裡面有很多很多我們看到的東西
[00:05:55.240 --> 00:05:59.440]  今天周鴻恩小姐就是當年11歲來的
[00:05:59.440 --> 00:06:04.800]  我的訓練中心 現在是做了導師了 麻煩你
[00:06:04.800 --> 00:06:09.520]  鴻恩很好啊 鴻恩我想他不介意我介紹他的背景
[00:06:09.520 --> 00:06:16.240]  他家裡是拿了救濟的 家境不好 但是他很勤力
[00:06:16.240 --> 00:06:20.000]  從小學到中學都讀得很好 後來進了大學
[00:06:20.000 --> 00:06:24.000]  現在是BBA畢業了 他找到他的理想
[00:06:24.000 --> 00:06:28.520]  就是將影響他的東西再影響下一代小朋友
[00:06:28.520 --> 00:06:31.080]  於是他就來了我這裡繼續工作
[00:06:31.080 --> 00:06:35.280]  其實他已經有兼職做了四五年了
[00:06:35.280 --> 00:06:38.080]  就是在語科 在大學的時候
[00:06:38.080 --> 00:06:43.280]  你想一下 你是不是有個女兒 這麼便宜的
[00:06:43.280 --> 00:06:46.280]  又不用給多少錢 還自己賺到錢的
[00:06:46.280 --> 00:06:49.320]  還照顧媽媽的 還照顧爸爸的
[00:06:49.320 --> 00:06:52.080]  又這麼好心幫人家的
[00:06:52.080 --> 00:06:54.640]  但是可能你說 我不懂得教
[00:06:54.640 --> 00:06:56.080]  為什麼可以這麼好的
[00:06:56.080 --> 00:06:59.080]  一會兒你聽一下他的故事就知道了
[00:06:59.080 --> 00:07:02.480]  我講回EQ 當年我們教的時候
[00:07:02.480 --> 00:07:06.080]  這次留在這裡兩天多
[00:07:06.080 --> 00:07:09.080]  我們盡量將它全部告訴你
[00:07:09.080 --> 00:07:11.680]  可能你預備好 你說我兒子這麼大
[00:07:11.680 --> 00:07:14.880]  早點講啊 你還可以扣孫子的
[00:07:14.880 --> 00:07:18.480]  其實最重要的問題反而不是帶孩子
[00:07:18.480 --> 00:07:21.080]  可能你誤會了今天我們的內容
[00:07:21.080 --> 00:07:23.880]  全部講兒童的都不適合我們
[00:07:23.880 --> 00:07:27.080]  其實20年前我一直都做兒童工作
[00:07:27.080 --> 00:07:34.080]  我做了社工44年了 我今年65歲
[00:07:34.080 --> 00:07:39.080]  這40多年來 我一直都覺得教小孩很重要
[00:07:39.080 --> 00:07:43.080]  直到20年前 我開始開這家公司的時候
[00:07:43.080 --> 00:07:47.080]  發覺不是 原來我全部的小孩的問題
[00:07:47.080 --> 00:07:51.080]  都是學錯了父母的 學錯了父母的
[00:07:51.080 --> 00:07:56.080]  於是我就在香港推行家長教育
[00:07:56.080 --> 00:08:00.080]  家長教育做了10年左右 我又後悔了
[00:08:00.080 --> 00:08:05.080]  原來我做錯了 不應該將時間放在家長教育
[00:08:05.080 --> 00:08:11.080]  真正的問題是他們夫妻的問題
[00:08:11.080 --> 00:08:16.080]  夫妻關係不好 他們做不好的家長
[00:08:16.080 --> 00:08:19.080]  做不好的家長就教錯小孩
[00:08:19.080 --> 00:08:22.080]  根本上的問題不是做家長
[00:08:22.080 --> 00:08:26.080]  是怎樣做人家老婆 老公出了事
[00:08:26.080 --> 00:08:30.080]  如果你問一下你的親戚 你就明白了
[00:08:30.080 --> 00:08:33.080]  兩夫妻關係很好的那些
[00:08:33.080 --> 00:08:36.080]  他做父母多數都很好 因為他們沒有爭拗
[00:08:36.080 --> 00:08:40.080]  大家很容易談妥一致性是怎麼樣的
[00:08:40.080 --> 00:08:43.080]  所以有時候你說 其實根本問題
[00:08:43.080 --> 00:08:45.080]  其實我都走了很多冤枉路
[00:08:45.080 --> 00:08:48.080]  我都走了40年就找到這個東西
[00:08:48.080 --> 00:08:50.080]  你今天馬上就知道有多划算
[00:08:50.080 --> 00:08:54.080]  但是我想告訴你 我又想證明這件事
[00:08:54.080 --> 00:08:58.080]  情緒管理 我才發現到原來一個大人
[00:08:58.080 --> 00:09:01.080]  比如你現在 當我們平均30歲
[00:09:01.080 --> 00:09:05.080]  我搞老了你的平均數 30歲了這樣
[00:09:05.080 --> 00:09:09.080]  你以為30歲的人是不是真的這麼聰明呢
[00:09:09.080 --> 00:09:13.080]  說話 脾氣 對人這麼成熟呢
[00:09:13.080 --> 00:09:16.080]  其實很多30歲甚至60歲的人
[00:09:16.080 --> 00:09:19.080]  都好像一個小孩一樣
[00:09:19.080 --> 00:09:22.080]  可能脾氣比他的孫還要大都不奇怪
[00:09:22.080 --> 00:09:27.080]  你會看到 有些老婆婆很兇 比她的孫還要兇
[00:09:27.080 --> 00:09:31.080]  在美國為什麼EQ在波士頓出來
[00:09:31.080 --> 00:09:33.080]  這麼多地方都說呢
[00:09:33.080 --> 00:09:37.080]  就是因為美國人每天都有人拿槍打死他的兒子
[00:09:37.080 --> 00:09:40.080]  在美國 就是說問題在哪裡呢
[00:09:40.080 --> 00:09:44.080]  就是失控 你控制不了你生氣的時候的反應
[00:09:44.080 --> 00:09:46.080]  有些槍挺可怕的
[00:09:46.080 --> 00:09:50.080]  我每次來港都要說得很好 我怕你開槍打死我
[00:09:50.080 --> 00:09:53.080]  我在香港說話很輕鬆 只會扔紙
[00:09:53.080 --> 00:09:58.080]  你想一下 都挺難得的 如果有支槍
[00:09:58.080 --> 00:10:01.080]  按錯了就很大件事了 是不是
[00:10:01.080 --> 00:10:04.080]  罵錯人都說 剛才你聽錯了
[00:10:04.080 --> 00:10:06.080]  打歪了 難道說打錯你了 是不是
[00:10:06.080 --> 00:10:09.080]  就沒有了 你就想一下
[00:10:09.080 --> 00:10:13.080]  原來管理自己的脾氣 心情
[00:10:13.080 --> 00:10:16.080]  全部都是一個很重要的學問
[00:10:16.080 --> 00:10:19.080]  你很成功沒用 你爛賭
[00:10:19.080 --> 00:10:21.080]  一晚可以輸光你一輩子賺的錢
[00:10:21.080 --> 00:10:25.080]  那你想一下 是的 那人是怎麼管的呢
[00:10:25.080 --> 00:10:27.080]  我當初學 我都不懂的
[00:10:27.080 --> 00:10:29.080]  我就以為人當然是
[00:10:29.080 --> 00:10:32.080]  你找人惡一點管著他就可以了 是不是
[00:10:32.080 --> 00:10:35.080]  以前你都試過了 最惡的那個老師
[00:10:35.080 --> 00:10:38.080]  那個課你一定會上的 你一定會交功課的
[00:10:38.080 --> 00:10:40.080]  最靈的那個當然是最遲做的那些東西
[00:10:40.080 --> 00:10:43.080]  你不做的 是不是 中國人信這一套東西的
[00:10:43.080 --> 00:10:46.080]  惡就能搞定他了 結果怎麼樣
[00:10:46.080 --> 00:10:49.080]  能不能搞定他呢 搞定他
[00:10:49.080 --> 00:10:52.080]  不過在你面前而已 出街就不好了
[00:10:52.080 --> 00:10:55.080]  還有 你的兒子因為這樣惡 見完你
[00:10:55.080 --> 00:10:58.080]  然後他很惡對付你孫子
[00:10:58.080 --> 00:11:01.080]  你說惡的結果其實就是
[00:11:01.080 --> 00:11:04.080]  傳授了一套錯的方法給下一代
[00:11:04.080 --> 00:11:08.080]  還是陽奉陰違的 他在你面前乖
[00:11:08.080 --> 00:11:11.080]  其實在外面放肆到不得了
[00:11:11.080 --> 00:11:15.080]  原因是什麼呢 原來真的有個解釋的
[00:11:15.080 --> 00:11:18.080]  原來我們每個人出生
[00:11:18.080 --> 00:11:20.080]  真的有個問題在那裡 就是
[00:11:20.080 --> 00:11:24.080]  那個腦的仿垂細胞是很衝動的
[00:11:24.080 --> 00:11:29.080]  有些人算了算 總的決定時間快到怎麼樣呢
[00:11:29.080 --> 00:11:31.080]  一千分之十六秒
[00:11:31.080 --> 00:11:34.080]  其實算不出來的 你的標計一千分之十六秒
[00:11:34.080 --> 00:11:37.080]  給我看看 你一看就過了一個小時
[00:11:37.080 --> 00:11:40.080]  等於什麼呢 等於你一急起來
[00:11:40.080 --> 00:11:44.080]  一急起來 你是沒有時間想的
[00:11:44.080 --> 00:11:48.080]  你很少人笑你 啊你胖了
[00:11:48.080 --> 00:11:51.080]  想想怎麼罵他 坐下讓我想一想
[00:11:51.080 --> 00:11:54.080]  很少的 已經罵了
[00:11:54.080 --> 00:11:57.080]  什麼時候罵了 還沒說話 你的眼睛已經罵了
[00:11:57.080 --> 00:12:00.080]  你的眼睛快到那個地步
[00:12:00.080 --> 00:12:02.080]  連你說話都追不到你的眼睛
[00:12:02.080 --> 00:12:06.080]  所以人家說你很兇惡 很快
[00:12:06.080 --> 00:12:08.080]  你想想你人生裡面快的東西
[00:12:08.080 --> 00:12:11.080]  對的機會率有多少
[00:12:11.080 --> 00:12:13.080]  真的很少
[00:12:13.080 --> 00:12:16.080]  很少說一擊就中 又對了 又罵中了
[00:12:16.080 --> 00:12:19.080]  又搞中了 很少的
[00:12:19.080 --> 00:12:24.080]  多數想回頭 都漏了一些最重要的東西
[00:12:24.080 --> 00:12:26.080]  那就是人多危險啊
[00:12:26.080 --> 00:12:28.080]  就是一出生以來
[00:12:28.080 --> 00:12:30.080]  我們最快的邊緣系統
[00:12:30.080 --> 00:12:33.080]  那個仿垂細胞的速度
[00:12:33.080 --> 00:12:35.080]  不是我們個人自己控制的
[00:12:35.080 --> 00:12:37.080]  就是說人有一部機器
[00:12:37.080 --> 00:12:39.080]  是自己都管不了的
[00:12:39.080 --> 00:12:43.080]  你說不是嗎 讀書就會乖一點了
[00:12:43.080 --> 00:12:47.080]  有些中國來的家長跟我說
[00:12:47.080 --> 00:12:49.080]  他說兒子個個都頑皮
[00:12:49.080 --> 00:12:51.080]  女兒就好很多
[00:12:51.080 --> 00:12:54.080]  兒子大大小小就會乖了
[00:12:54.080 --> 00:12:58.080]  他這樣跟我說 你信不信呢
[00:12:58.080 --> 00:13:02.080]  我說如果大大小小就不會有監獄了
[00:13:02.080 --> 00:13:05.080]  就是說大大小小會乖
[00:13:05.080 --> 00:13:07.080]  你信這套東西
[00:13:07.080 --> 00:13:10.080]  現在不用教的 老鼠還沒生完
[00:13:10.080 --> 00:13:12.080]  生完就行了
[00:13:12.080 --> 00:13:13.080]  其實很危險的
[00:13:13.080 --> 00:13:16.080]  這些說法已經流行100年在中國以上
[00:13:16.080 --> 00:13:19.080]  100年了 但還沒改的
[00:13:19.080 --> 00:13:22.080]  所以很多人還在中 孫子中得很厲害
[00:13:22.080 --> 00:13:24.080]  就說大大小小會乖
[00:13:24.080 --> 00:13:27.080]  讀書的人會不會好一點呢 都不是的
[00:13:27.080 --> 00:13:30.080]  讀書的人就說 看你進哪個學校呢
[00:13:30.080 --> 00:13:32.080]  教得好的會好一點的
[00:13:32.080 --> 00:13:34.080]  他信這套東西的
[00:13:34.080 --> 00:13:38.080]  但我告訴你 最好的學校都有最差的學生
[00:13:38.080 --> 00:13:41.080]  你看我就知道了 我那間學校很出名的
[00:13:41.080 --> 00:13:43.080]  我讀不成書的
[00:13:43.080 --> 00:13:46.080]  你只想這些 你就想到問題在哪裡了
[00:13:46.080 --> 00:13:50.080]  就是人的確有進步的機器
[00:13:50.080 --> 00:13:52.080]  在四歲 譬如說四歲
[00:13:52.080 --> 00:13:55.080]  三歲錯一點 可以隨他
[00:13:55.080 --> 00:13:57.080]  不過當然要說他
[00:13:57.080 --> 00:13:59.080]  不過他未必懂得自己改自己的
[00:13:59.080 --> 00:14:01.080]  四歲可以自己改自己的
[00:14:01.080 --> 00:14:03.080]  譬如四歲見到老師進來
[00:14:03.080 --> 00:14:05.080]  他會站起來的 聊天的時候
[00:14:05.080 --> 00:14:08.080]  都會含著一顆糖果咬著的 都可以的
[00:14:08.080 --> 00:14:11.080]  四歲 為什麼呢
[00:14:11.080 --> 00:14:13.080]  原來四歲有個阻壓葉
[00:14:13.080 --> 00:14:15.080]  Left Preventive Loop
[00:14:15.080 --> 00:14:17.080]  是可以用四分一秒的時間
[00:14:17.080 --> 00:14:19.080]  來鎮定看到的東西的
[00:14:19.080 --> 00:14:21.080]  四分一秒
[00:14:21.080 --> 00:14:23.080]  其實很厲害的
[00:14:23.080 --> 00:14:25.080]  譬如你明天上班
[00:14:25.080 --> 00:14:28.080]  你坐電梯上去的
[00:14:28.080 --> 00:14:31.080]  明天下雨
[00:14:31.080 --> 00:14:33.080]  那你的鞋呢
[00:14:33.080 --> 00:14:36.080]  拆得很漂亮的
[00:14:36.080 --> 00:14:38.080]  誰知道有個人進來
[00:14:38.080 --> 00:14:41.080]  一進來 踩著你的鞋面
[00:14:41.080 --> 00:14:43.080]  你怎麼樣啊
[00:14:43.080 --> 00:14:45.080]  踩著你的鞋面
[00:14:45.080 --> 00:14:47.080]  整個鞋底都是泥的
[00:14:47.080 --> 00:14:49.080]  踩著你的鞋面 你怎麼樣啊
[00:14:49.080 --> 00:14:53.080]  你有沒有試過啊
[00:14:53.080 --> 00:14:55.080]  有試過啊
[00:14:55.080 --> 00:14:57.080]  你慘得說不了話
[00:14:57.080 --> 00:14:59.080]  真的很慘啊
[00:14:59.080 --> 00:15:01.080]  很慘啊
[00:15:01.080 --> 00:15:03.080]  你有沒有罵那個人啊
[00:15:03.080 --> 00:15:06.080]  沒有啊 為什麼沒有啊
[00:15:06.080 --> 00:15:09.080]  因為可能是老闆來的
[00:15:09.080 --> 00:15:11.080]  一踩進來 你先看看是誰
[00:15:11.080 --> 00:15:13.080]  你先看看
[00:15:13.080 --> 00:15:15.080]  哇 這麼大隻 罵他
[00:15:15.080 --> 00:15:17.080]  哇 怎麼會散了
[00:15:17.080 --> 00:15:19.080]  被他打到
[00:15:19.080 --> 00:15:21.080]  很奇怪啊 那四分一秒呢
[00:15:21.080 --> 00:15:23.080]  你竟然可以
[00:15:23.080 --> 00:15:25.080]  年紀大了之後 判斷一下
[00:15:25.080 --> 00:15:27.080]  來者非善
[00:15:27.080 --> 00:15:30.080]  或者說這個情勢不好
[00:15:30.080 --> 00:15:32.080]  有失斯文
[00:15:32.080 --> 00:15:34.080]  既然你年紀大了
[00:15:34.080 --> 00:15:36.080]  但是你在家裡
[00:15:36.080 --> 00:15:38.080]  罵到你老公是一隻野的
[00:15:38.080 --> 00:15:41.080]  在街上你叫成淑女的
[00:15:41.080 --> 00:15:43.080]  還說你小力一點
[00:15:43.080 --> 00:15:45.080]  你只是舊鞋 老闆
[00:15:45.080 --> 00:15:47.080]  你沒事的
[00:15:47.080 --> 00:15:49.080]  為什麼你這麼厲害呢 四分一秒
[00:15:49.080 --> 00:15:51.080]  那個阻壓藥呢
[00:15:51.080 --> 00:15:53.080]  是評估一下
[00:15:53.080 --> 00:15:55.080]  你遇到的事情 評估一下
[00:15:55.080 --> 00:15:57.080]  值不值得
[00:15:57.080 --> 00:15:59.080]  做這麼大力的動作
[00:15:59.080 --> 00:16:01.080]  所以你會說那個人
[00:16:01.080 --> 00:16:03.080]  很脾氣的
[00:16:03.080 --> 00:16:05.080]  你猜他是不是真的很脾氣呢
[00:16:05.080 --> 00:16:07.080]  看他在哪裡脾氣
[00:16:07.080 --> 00:16:09.080]  他知道有些地方真的很脾氣
[00:16:09.080 --> 00:16:11.080]  如果你不相信 問一下飲食業那些
[00:16:11.080 --> 00:16:13.080]  最好招呼人的
[00:16:13.080 --> 00:16:15.080]  伙計 可能家裡都很兇的
[00:16:15.080 --> 00:16:17.080]  但外面是很好的
[00:16:17.080 --> 00:16:19.080]  因為他控制到自己
[00:16:19.080 --> 00:16:21.080]  那當然你說 這樣就十全十美了
[00:16:21.080 --> 00:16:23.080]  長大之後
[00:16:23.080 --> 00:16:25.080]  你的機器 控制那個急的機器
[00:16:25.080 --> 00:16:27.080]  那就是說 搞定了
[00:16:27.080 --> 00:16:29.080]  搞定了就不用今晚講托了
[00:16:29.080 --> 00:16:31.080]  是搞不定的
[00:16:31.080 --> 00:16:33.080]  有個問題在這裡
[00:16:33.080 --> 00:16:35.080]  就是當你在頭三年
[00:16:35.080 --> 00:16:37.080]  你的爸爸媽媽呢
[00:16:37.080 --> 00:16:39.080]  是任由你把東西扔到地上
[00:16:39.080 --> 00:16:41.080]  任由你弄髒了
[00:16:41.080 --> 00:16:43.080]  甚至任由你吐口水
[00:16:43.080 --> 00:16:45.080]  你在四歲之後呢
[00:16:45.080 --> 00:16:47.080]  你發現到
[00:16:47.080 --> 00:16:49.080]  你很容易做回那些事情
[00:16:49.080 --> 00:16:51.080]  因為你已經習慣了幾年
[00:16:51.080 --> 00:16:53.080]  有一條路徑 一條習慣的方式
[00:16:53.080 --> 00:16:55.080]  你習慣了
[00:16:55.080 --> 00:16:57.080]  所以我們數一下我們每個人
[00:16:57.080 --> 00:16:59.080]  你從小習慣了的東西
[00:16:59.080 --> 00:17:01.080]  你很多年之後
[00:17:01.080 --> 00:17:03.080]  不是變了多少
[00:17:03.080 --> 00:17:05.080]  數的時候 沒變了十年了
[00:17:05.080 --> 00:17:07.080]  不過 你的口就是這麼壞
[00:17:07.080 --> 00:17:09.080]  是一樣的
[00:17:09.080 --> 00:17:11.080]  沒了十年了
[00:17:11.080 --> 00:17:13.080]  你吃飯就是這麼髒
[00:17:13.080 --> 00:17:15.080]  飯就這樣掉 十年後又是這樣掉
[00:17:15.080 --> 00:17:17.080]  你吃飯就是這麼髒
[00:17:17.080 --> 00:17:19.080]  十年後又是這樣掉
[00:17:19.080 --> 00:17:21.080]  不是變了很多
[00:17:21.080 --> 00:17:23.080]  因為那個習慣很厲害
[00:17:23.080 --> 00:17:25.080]  所以你會說
[00:17:25.080 --> 00:17:27.080]  你認識的人 你認識下他的習慣
[00:17:27.080 --> 00:17:29.080]  你就知道他是什麼人
[00:17:29.080 --> 00:17:31.080]  因為很多年裏面 他都習慣了這樣
[00:17:31.080 --> 00:17:33.080]  好了 我今天就想
[00:17:33.080 --> 00:17:35.080]  用三個同事
[00:17:35.080 --> 00:17:37.080]  每個人講兩分鐘
[00:17:37.080 --> 00:17:39.080]  講一個情緒管理的困難
[00:17:39.080 --> 00:17:41.080]  給你聽聽 我在旁邊
[00:17:41.080 --> 00:17:43.080]  就會聽著 然後問他一條問題
[00:17:43.080 --> 00:17:45.080]  你試一下聽一下
[00:17:45.080 --> 00:17:47.080]  講明了 如果一會兒聽到
[00:17:47.080 --> 00:17:49.080]  這麼像我 是不是假定是說我
[00:17:49.080 --> 00:17:51.080]  實在巧合
[00:17:51.080 --> 00:17:53.080]  這個世界很多人都是這樣的
[00:17:53.080 --> 00:17:55.080]  我們請第一位
[00:17:55.080 --> 00:17:57.080]  馬君怡姐姐先
[00:17:57.080 --> 00:17:59.080]  好 麻煩你
[00:17:59.080 --> 00:18:05.080]  大家好
[00:18:05.080 --> 00:18:07.080]  後面的朋友聽得到嗎
[00:18:07.080 --> 00:18:09.080]  聽到 我姓馬
[00:18:09.080 --> 00:18:11.080]  叫君怡 剛才聽到
[00:18:11.080 --> 00:18:13.080]  有一個叫君慧
[00:18:13.080 --> 00:18:15.080]  知道大家都很清楚
[00:18:15.080 --> 00:18:17.080]  我是妹妹 她是姐姐
[00:18:17.080 --> 00:18:19.080]  很開心
[00:18:19.080 --> 00:18:21.080]  今天和大家分享一件事
[00:18:21.080 --> 00:18:23.080]  就是
[00:18:23.080 --> 00:18:25.080]  差不多有六年前的事
[00:18:25.080 --> 00:18:27.080]  而我跟了
[00:18:27.080 --> 00:18:29.080]  余Sir 我們叫他余Sir
[00:18:29.080 --> 00:18:31.080]  跟了他就 數一下手指
[00:18:31.080 --> 00:18:33.080]  第十八年
[00:18:33.080 --> 00:18:35.080]  哇
[00:18:35.080 --> 00:18:39.080]  在六年前的事發生
[00:18:39.080 --> 00:18:41.080]  就好像現在這樣
[00:18:41.080 --> 00:18:43.080]  一個聚會裏面
[00:18:43.080 --> 00:18:45.080]  我就要分享我的生命的見證
[00:18:45.080 --> 00:18:49.080]  大約在
[00:18:49.080 --> 00:18:51.080]  再前一點
[00:18:51.080 --> 00:18:53.080]  十五年前 我認識了一對
[00:18:53.080 --> 00:18:55.080]  兩孖孫
[00:18:55.080 --> 00:18:57.080]  那個小朋友
[00:18:57.080 --> 00:18:59.080]  當時大約四五歲
[00:18:59.080 --> 00:19:01.080]  現在已經是二十歲了
[00:19:01.080 --> 00:19:03.080]  在他的童年裏
[00:19:03.080 --> 00:19:05.080]  他一出生就沒有見過媽媽
[00:19:05.080 --> 00:19:07.080]  因為他媽媽
[00:19:07.080 --> 00:19:09.080]  就不喜歡他爸爸
[00:19:09.080 --> 00:19:11.080]  生下來之後
[00:19:11.080 --> 00:19:13.080]  他就走了
