
[00:00:00.000 --> 00:00:05.500]  各位大宣傳媒各位朋友你們好
[00:06:34.540 --> 00:06:36.860]  他就上前搶了那些蘇瑪
[00:06:36.860 --> 00:06:38.220]  大聲演說
[00:06:38.220 --> 00:06:39.740]  上帝造你們
[00:06:39.740 --> 00:06:42.940]  和A和B和C是同一個價值
[00:06:42.940 --> 00:06:44.140]  同一重要
[00:06:44.140 --> 00:06:47.740]  爲什麼你今生造人的奴隸被人慾辱呢?
[00:06:47.740 --> 00:06:50.300]  爲什麼你們要去領取這些毒藥
[00:06:50.300 --> 00:06:53.340]  這些是本質者控制你的毒藥
[00:06:53.340 --> 00:06:55.740]  你們起來反抗爭取自由
[00:06:55.740 --> 00:06:57.020]  還沒講完
[00:06:57.020 --> 00:07:00.540]  那些排隊去領取蘇瑪的D級人士非常憤怒
[00:07:00.540 --> 00:07:04.060]  這個外來人阻止他們享受蘇瑪的假期
[00:07:04.060 --> 00:07:08.700]  就用雞蛋和番茄在叮約翰的表不滿
[00:07:08.700 --> 00:07:11.180]  約翰只有黯然被害
[00:07:11.180 --> 00:07:14.620]  後來他有機會和倫敦的首長談話
[00:07:14.620 --> 00:07:16.220]  這個首長對他說
[00:07:16.220 --> 00:07:19.020]  我們推行這個管治的模式
[00:07:19.020 --> 00:07:20.540]  是因爲我們覺得
[00:07:20.540 --> 00:07:23.260]  這個是最有效的管治模式
[00:07:23.260 --> 00:07:26.140]  我們以犧牲個人的權利自由
[00:07:26.140 --> 00:07:30.780]  來生存我們整個國家的穩定、繁榮和安定
[00:07:30.780 --> 00:07:32.540]  但約翰不能接受
[00:07:32.540 --> 00:07:35.420]  他不喜歡墨西哥那種傳統的管治
[00:07:35.420 --> 00:07:38.940]  也不能接受倫敦這種新模式的管治
[00:07:38.940 --> 00:07:41.260]  最後他原諒自盡
[00:07:41.260 --> 00:07:44.460]  因爲他覺得沒有選擇的餘地
[00:07:44.460 --> 00:07:47.580]  兩個都不是他所認同
[00:07:47.580 --> 00:07:50.780]  克里斯提出一個非常有趣的問題
[00:07:50.780 --> 00:07:54.140]  如果我們持守個人的自由和權利
[00:07:54.140 --> 00:07:58.860]  人人平等 這個社會很難會有合一的局面
[00:07:58.860 --> 00:08:01.100]  所謂實質手指有長短
[00:08:01.100 --> 00:08:02.620]  比如在今天的社會
[00:08:02.620 --> 00:08:06.700]  贊成墮胎的人以爲墮胎是婦女自己的抉擇
[00:08:06.700 --> 00:08:08.540]  政府無權干涉
[00:08:08.540 --> 00:08:12.380]  反對墮胎的人就以爲人的胎兒是另外一個生命
[00:08:12.380 --> 00:08:14.380]  沒有人有權利將他殺掉
[00:08:14.380 --> 00:08:17.500]  於是這個問題在美國就增持了幾十年
[00:08:17.500 --> 00:08:21.260]  社會仍然是爲這個問題有嚴重的分裂
[00:08:21.260 --> 00:08:25.420]  諸如此類在美國這個社會就造成今天分裂的局面
[00:08:25.420 --> 00:08:29.660]  如果我們的社會好像小說所描繪的新世界
[00:08:29.660 --> 00:08:31.980]  表面上社會是穩定的
[00:08:31.980 --> 00:08:33.980]  但其實這個不是合一
[00:08:33.980 --> 00:08:36.220]  是獨裁者的統治
[00:08:36.220 --> 00:08:38.700]  在一個這樣的社會里面生存
[00:08:38.700 --> 00:08:41.740]  不再是人 而是機械人
[00:08:41.740 --> 00:08:43.340]  什麼叫合一呢
[00:08:43.340 --> 00:08:45.260]  所謂合一有兩個基本條件
[00:08:45.260 --> 00:08:46.700]  第一個條件就是合
[00:08:46.700 --> 00:08:49.420]  所謂合就一定要多過一個人
[00:08:49.420 --> 00:08:52.540]  從這方面來看合一的相反就是孤單
[00:08:52.540 --> 00:08:55.340]  隔絕 我稱之爲一而不合
[00:08:55.340 --> 00:08:58.220]  講得準確一些是一而無合
[00:08:58.220 --> 00:09:00.220]  第二個條件就是一
[00:09:00.220 --> 00:09:02.220]  但十隻手指有長短
[00:09:02.220 --> 00:09:04.220]  正如首相所提出的理論
[00:09:04.220 --> 00:09:07.980]  爲了要成全整個國家的合一穩定繁榮和安定
[00:09:07.980 --> 00:09:10.620]  就要犧牲個人的權利自由
[00:09:10.620 --> 00:09:12.940]  因爲合而無一
[00:09:12.940 --> 00:09:16.220]  以下一個例子就可以表明這個矛盾
[00:09:16.220 --> 00:09:18.940]  在冰天雪地之下有一羣戰豬
[00:09:18.940 --> 00:09:20.700]  他們覺得很冷很冷
[00:09:20.700 --> 00:09:21.900]  不能夠忍受
[00:09:21.900 --> 00:09:24.300]  於是其中一個聰明的戰豬就說
[00:09:24.300 --> 00:09:25.900]  我們之所以這麼寒冷
[00:09:25.900 --> 00:09:27.500]  就是因爲我們距離太遠了
[00:09:27.500 --> 00:09:29.020]  如果我們黏在一起
[00:09:29.020 --> 00:09:32.060]  用我們的身體被黏去溫暖一下
[00:09:32.060 --> 00:09:34.060]  那時候就會好一點
[00:09:34.060 --> 00:09:36.860]  於是他們就走在一起了
[00:09:36.860 --> 00:09:38.380]  擁在一起了
[00:09:38.380 --> 00:09:39.980]  沒錯 果然之間
[00:09:39.980 --> 00:09:42.380]  你又暖我 我又暖你
[00:09:42.380 --> 00:09:44.380]  但同時發個通
[00:09:44.380 --> 00:09:46.380]  因爲他們都是戰豬
[00:09:46.380 --> 00:09:48.380]  身體有刺的
[00:09:48.380 --> 00:09:50.140]  當他們黏在一起的時候
[00:09:50.140 --> 00:09:51.740]  你又刺我 我又刺你
[00:09:51.740 --> 00:09:53.500]  彼此傷害
[00:09:53.500 --> 00:09:57.100]  孤一的時候就覺得寒冷
[00:09:57.100 --> 00:10:00.140]  擁在一起的時候就覺得疼痛
[00:10:00.140 --> 00:10:01.740]  一又不得
[00:10:01.740 --> 00:10:03.180]  合又不得
[00:10:03.180 --> 00:10:05.340]  這就是人的矛盾
[00:10:05.340 --> 00:10:07.740]  究其原因就是因爲我們心中有刺
[00:10:07.740 --> 00:10:09.740]  聖經稱這個刺爲罪
[00:10:09.740 --> 00:10:11.340]  這就是人的處境
[00:10:11.340 --> 00:10:13.180]  明白了這個道理之後
[00:10:13.180 --> 00:10:16.780]  我們再來看看聖經如何看合一的問題
[00:10:16.780 --> 00:10:19.340]  首先我們看看《創世紀》的第一章
[00:10:19.340 --> 00:10:22.380]  神的創造是從亂到治的
[00:10:22.380 --> 00:10:24.380]  《創世紀》第一章所描繪神的創造
[00:10:24.380 --> 00:10:26.620]  重點並不是從無到有
[00:10:26.620 --> 00:10:28.380]  Creation of nothing
[00:10:28.380 --> 00:10:30.060]  而是從亂到治
[00:10:30.060 --> 00:10:31.500]  神起初創造天地地
[00:10:31.500 --> 00:10:33.660]  獸空虛混沌於面黑暗
[00:10:33.660 --> 00:10:35.500]  但又從這個混亂的世界裏面
[00:10:35.500 --> 00:10:37.020]  創造一個和諧的天地
[00:10:37.020 --> 00:10:39.340]  井井有條有規有矩
[00:10:39.340 --> 00:10:40.780]  首先在時間上
[00:10:40.780 --> 00:10:43.660]  四時轉替日出日落寒暑假息
[00:10:43.660 --> 00:10:45.900]  一切依序而行
[00:10:45.900 --> 00:10:47.100]  從空間來說
[00:10:47.100 --> 00:10:48.140]  有天有地
[00:10:48.140 --> 00:10:49.340]  有海洋有大地
[00:10:49.340 --> 00:10:50.540]  界線分明
[00:10:50.540 --> 00:10:51.580]  地有走獸
[00:10:51.580 --> 00:10:52.460]  海有魚類
[00:10:52.460 --> 00:10:53.420]  天空有飛鳥
[00:10:53.420 --> 00:10:54.620]  有規有矩
[00:10:54.620 --> 00:10:57.260]  整個宇宙的運行都有定律
[00:10:57.260 --> 00:11:00.060]  這就是一個和諧穩定的天地
[00:11:00.060 --> 00:11:02.220]  當我們讀到《創世紀》第一章的時候
[00:11:02.220 --> 00:11:04.460]  有幾個非常突出的描寫
[00:11:04.460 --> 00:11:05.740]  不容我們忽視的
[00:11:05.740 --> 00:11:08.300]  首先講到創造者
[00:11:08.300 --> 00:11:10.380]  他是一個三位一體的真神
[00:11:10.380 --> 00:11:13.660]  因爲三位一體這個詞在聖經從沒出現過
[00:11:13.660 --> 00:11:16.540]  但三位一體的觀念處處可見
[00:11:16.540 --> 00:11:19.100]  《創世紀》第一章就是一個很好的例子
[00:11:19.100 --> 00:11:22.300]  聖經所講到的神這個字
[00:11:22.300 --> 00:11:23.660]  是Elohim
[00:11:23.660 --> 00:11:24.620]  是中屬
[00:11:24.620 --> 00:11:25.180]  何解呢
[00:11:25.180 --> 00:11:26.700]  因爲我們看到在創世的時候
[00:11:26.700 --> 00:11:29.660]  三位一體參與在創造的過程裏
[00:11:29.660 --> 00:11:32.220]  在第一節說神創造天地
[00:11:32.220 --> 00:11:36.620]  似乎是整個創造的總工程師和設計師
[00:11:36.620 --> 00:11:38.380]  在創造的過程裏
[00:11:38.380 --> 00:11:41.740]  說話是整個創造的建造師神說
[00:11:41.740 --> 00:11:43.980]  要有缸就有缸
[00:11:43.980 --> 00:11:46.220]  神說珠水之間要有空氣
[00:11:46.220 --> 00:11:47.660]  就將水分爲上下
[00:11:47.660 --> 00:11:49.420]  事就這樣成了
[00:11:49.420 --> 00:11:53.180]  每一個創造總有這一句神說
[00:11:53.180 --> 00:11:55.580]  所以Elohim第一章就告訴我們
[00:11:55.580 --> 00:11:56.940]  太初有道
[00:11:56.940 --> 00:11:57.820]  道是什麼意思呢
[00:11:57.820 --> 00:11:58.380]  Logos
[00:11:58.380 --> 00:11:59.580]  說話
[00:11:59.580 --> 00:12:00.940]  也就是耶穌
[00:12:00.940 --> 00:12:02.620]  所以約翰是告訴我們
[00:12:02.620 --> 00:12:04.300]  萬物是藉助耶穌所做的
[00:12:04.300 --> 00:12:06.780]  不但如此在創造的過程裏
[00:12:06.780 --> 00:12:08.780]  神的靈就運行在水面
[00:12:08.780 --> 00:12:10.540]  所謂神的靈就是聖靈
[00:12:10.540 --> 00:12:13.100]  祂就是其中一個積極的創造者
[00:12:13.100 --> 00:12:14.620]  還有當神做人的時候
[00:12:14.620 --> 00:12:16.700]  將生氣吹在祂的鼻孔裏面
[00:12:16.700 --> 00:12:18.860]  祂就成爲一個有靈的活人
[00:12:18.860 --> 00:12:21.420]  這個就叫做亞當
[00:12:21.420 --> 00:12:24.780]  創世紀第二章第七節所謂生氣
[00:12:24.780 --> 00:12:27.900]  希伯來文就是Ruach
[00:12:27.900 --> 00:12:29.740]  Ruach Elohim
[00:12:29.740 --> 00:12:32.940]  就是The Spirit of God
[00:12:32.940 --> 00:12:35.020]  就是聖靈
[00:12:35.020 --> 00:12:37.900]  Ruach這個字就是聖靈
[00:12:37.900 --> 00:12:41.340]  當有個Ruach吹在這個人的手裏面
[00:12:41.340 --> 00:12:43.660]  祂就成爲一個有靈的活人
[00:12:43.660 --> 00:12:44.940]  這個是用另外一個詞
[00:12:44.940 --> 00:12:45.740]  Levish
[00:12:45.740 --> 00:12:47.900]  是有生命的意思
[00:12:47.900 --> 00:12:49.500]  或者我們會問
[00:12:49.500 --> 00:12:52.300]  爲什麼神是一個三維一體的神
[00:12:52.300 --> 00:12:54.860]  楊石成醫生有個非常精闢的看法
[00:12:54.860 --> 00:12:57.180]  在《照明》那本書裏有這樣的說法
[00:12:57.180 --> 00:12:59.100]  神是三維一體的神
[00:12:59.100 --> 00:13:00.540]  只有一個原因
[00:13:00.540 --> 00:13:03.420]  這個就是因爲聖經要讓人知道
[00:13:03.420 --> 00:13:06.220]  神和祂自己是有關係
[00:13:06.220 --> 00:13:08.860]  關係是人生最重要的一件事
[00:13:08.860 --> 00:13:11.740]  當死亡就在眼前的時候
[00:13:11.740 --> 00:13:13.260]  人就在那一刻
[00:13:13.260 --> 00:13:15.740]  他大多數是想到祂最親的
[00:13:15.740 --> 00:13:16.940]  最至愛的
[00:13:16.940 --> 00:13:19.420]  也都想到祂和神的關係
[00:13:19.420 --> 00:13:22.380]  其他一切都不是最重要
[00:13:22.380 --> 00:13:24.460]  在臨終的時候最重要
[00:13:24.460 --> 00:13:27.500]  就是想到和你自己有親密關係
[00:13:27.500 --> 00:13:28.460]  聖經告訴你
[00:13:28.460 --> 00:13:30.300]  神本身就是一個關係的神
[00:13:30.300 --> 00:13:34.780]  並且這個關係在祂做人之前已經存在
[00:13:34.780 --> 00:13:39.100]  但是必須要多過一個主體才能構成關係
[00:13:39.100 --> 00:13:42.220]  所以是需要一個三維一體的觀念
[00:13:42.220 --> 00:13:45.820]  才能夠表明神是一個關係的神
[00:13:45.820 --> 00:13:48.140]  或者你覺得很難明白
[00:13:48.140 --> 00:13:49.500]  很抽象
[00:13:49.500 --> 00:13:51.180]  其實我想一下不是很抽象
[00:13:51.180 --> 00:13:52.140]  你想一想
[00:13:52.140 --> 00:13:54.060]  聖經說神是愛的
[00:13:54.060 --> 00:13:55.740]  如果只有神一個的時候
[00:13:55.740 --> 00:13:59.660]  我自己必須要有一個有關係纔有愛的
[00:13:59.660 --> 00:14:01.580]  這個就是神三維一體的神
[00:14:01.580 --> 00:14:04.780]  是表示祂是一個relational being
[00:14:04.780 --> 00:14:06.860]  神以爲男人獨居不好
[00:14:06.860 --> 00:14:08.620]  當他創造人的時候
[00:14:08.620 --> 00:14:11.820]  他也都創造一個relational being
[00:14:11.820 --> 00:14:14.060]  神以爲男人獨居不好
[00:14:14.060 --> 00:14:15.740]  就爲他預備了一個配偶
[00:14:15.740 --> 00:14:16.620]  他的妻子
[00:14:16.620 --> 00:14:18.140]  並且生養衆多
[00:14:18.140 --> 00:14:19.580]  片滿全地
[00:14:19.580 --> 00:14:22.300]  人是按照神的形象所做的
[00:14:22.300 --> 00:14:25.340]  所以神做人的時候
[00:14:25.340 --> 00:14:29.180]  也是需要有一個關係在裏面
[00:14:29.180 --> 00:14:30.380]  所以到第二章的時候
[00:14:30.380 --> 00:14:32.620]  聖經就稱呼神爲Yahweh
[00:14:32.620 --> 00:14:34.540]  Yahweh不是Elohim
[00:14:34.540 --> 00:14:37.340]  Yahweh是人和神納約的神
[00:14:37.340 --> 00:14:38.940]  是一個covenantal God
[00:14:38.940 --> 00:14:43.420]  換言之三維一體就是合一的基礎
[00:14:43.420 --> 00:14:44.780]  我們再來看一看
[00:14:44.780 --> 00:14:46.700]  去到第四章
[00:14:46.700 --> 00:14:49.900]  人的墮落是從自到亂
[00:14:49.900 --> 00:14:51.500]  《創世紀》第三章告訴你
[00:14:51.500 --> 00:14:52.620]  人犯罪
[00:14:52.620 --> 00:14:53.740]  喫了禁果
[00:14:53.740 --> 00:14:55.100]  背叛神
[00:14:55.100 --> 00:14:55.980]  人的墮落
[00:14:55.980 --> 00:14:58.300]  整個世界就開始亂起來了
[00:14:58.300 --> 00:15:00.940]  天被了略崩
[00:15:00.940 --> 00:15:03.820]  地長出荊棘陳泥
[00:15:03.820 --> 00:15:06.620]  人和大自然不再和諧
[00:15:06.620 --> 00:15:07.900]  不再合一
[00:15:07.900 --> 00:15:10.780]  人的一生就好像和大自然在鬥爭
[00:15:10.780 --> 00:15:12.860]  最後就被大自然吞噬
[00:15:12.860 --> 00:15:14.540]  所謂塵歸塵
[00:15:14.540 --> 00:15:16.220]  土歸土
[00:15:16.220 --> 00:15:18.700]  在大地裏面是這樣
[00:15:18.700 --> 00:15:20.620]  在家庭又怎樣呢?
[00:15:20.620 --> 00:15:23.340]  亦都不見得有和諧合一
[00:15:23.340 --> 00:15:25.740]  夫妻之間彼此推卸責任
[00:15:25.740 --> 00:15:28.860]  兄弟之間竟因爲妒忌而起了殺機
[00:15:28.860 --> 00:15:29.660]  總而言之
[00:15:29.660 --> 00:15:32.220]  人的罪不單止叫他和神隔絕
[00:15:32.220 --> 00:15:34.220]  被趕出伊甸園
[00:15:34.220 --> 00:15:36.700]  要人和其他人隔絕
[00:15:36.700 --> 00:15:38.540]  和大自然隔絕
[00:15:38.540 --> 00:15:40.860]  面對着這樣的亂局的時候
[00:15:40.860 --> 00:15:42.140]  人怎麼辦呢?
[00:15:42.140 --> 00:15:44.940]  在《創世紀》第四章至十一章
[00:15:44.940 --> 00:15:47.340]  有兩個非常重要的字
[00:15:47.340 --> 00:15:49.100]  是值得我們留意的
[00:15:49.100 --> 00:15:51.660]  是《紀章聖經》的一個核心
[00:15:51.660 --> 00:15:54.700]  人的罪帶來兩個非常嚴重的後果
[00:15:54.700 --> 00:15:56.940]  第一是流離飄蕩
[00:15:56.940 --> 00:15:59.580]  是神給該人的刑罰
[00:15:59.580 --> 00:16:01.260]  第二個是做奴隸
[00:16:01.260 --> 00:16:04.300]  是神給靈祿的刑罰
[00:16:04.300 --> 00:16:06.780]  前者是隔絕孤單
[00:16:06.780 --> 00:16:08.300]  亦都是一的問題
[00:16:08.300 --> 00:16:10.700]  後者是權力和鬥爭的問題
[00:16:10.700 --> 00:16:11.980]  是合的問題
[00:16:11.980 --> 00:16:13.980]  兩個都是罪的結果
[00:16:13.980 --> 00:16:16.460]  首先我們看看該人的故事
[00:16:16.460 --> 00:16:19.260]  該人因爲妒忌他的兄弟阿伯
[00:16:19.260 --> 00:16:21.900]  竟然動了殺機
[00:16:21.900 --> 00:16:23.740]  將自己的兄弟殺了
[00:16:23.740 --> 00:16:26.220]  神就把他驅逐出伊甸園
[00:16:26.220 --> 00:16:31.020]  伊甸園是象徵神與人同住同在的樂園
[00:16:31.020 --> 00:16:33.340]  現在被驅逐出這個樂園
[00:16:33.340 --> 00:16:35.580]  象徵與神完全隔絕
[00:16:35.580 --> 00:16:37.420]  在地上流離飄蕩
[00:16:37.420 --> 00:16:38.780]  毫無安全感
[00:16:38.780 --> 00:16:40.860]  只有孤孤單單的一人
[00:16:40.860 --> 00:16:42.860]  第四章十三至十四節說
[00:16:42.860 --> 00:16:44.620]  地不再給你效力
[00:16:44.620 --> 00:16:47.180]  你必流離飄蕩在地上
[00:16:47.180 --> 00:16:49.660]  從此人的一生就像蘇東坡所說
[00:16:49.660 --> 00:16:52.220]  人生到處知何恥
[00:16:52.220 --> 00:16:54.300]  應似飛鴻踏雪梨
[00:16:54.300 --> 00:16:56.700]  泥上偶然流枝棗
[00:16:56.700 --> 00:17:00.140]  窮飛哪復更東西
[00:17:00.140 --> 00:17:02.620]  面對着一個這樣的光景
[00:17:02.620 --> 00:17:04.380]  人的反應是怎樣呢?
[00:17:04.380 --> 00:17:05.500]  聖經告訴你
[00:17:05.500 --> 00:17:06.540]  該人做了兩件事
[00:17:06.540 --> 00:17:08.460]  第一他生了個兒子
[00:17:08.460 --> 00:17:09.900]  叫個名叫以諾
[00:17:09.900 --> 00:17:11.180]  第二建了座城
[00:17:11.180 --> 00:17:13.260]  也取名叫以諾
[00:17:13.260 --> 00:17:15.180]  我們不需要根根計較
[00:17:15.180 --> 00:17:18.140]  該人找誰做太太呢?
[00:17:18.140 --> 00:17:21.500]  爲什麼城裏會突然有這麼多人來呢?
[00:17:21.500 --> 00:17:23.740]  聖經不是一本關於人類歷史的書
[00:17:23.740 --> 00:17:25.340]  他沒興趣回答這些問題
[00:17:25.340 --> 00:17:27.260]  聖經是一本神的救贖
[00:17:27.260 --> 00:17:29.180]  他告訴你神的救贖是什麼
[00:17:29.180 --> 00:17:30.780]  我們應該從神學的角度
[00:17:30.780 --> 00:17:33.340]  去研究這個充滿寓意的聖經
[00:17:33.340 --> 00:17:35.580]  原來以諾在希伯來文
[00:17:35.580 --> 00:17:37.580]  這個字是創造的意思
[00:17:37.580 --> 00:17:39.340]  是再次創造的意思
[00:17:39.340 --> 00:17:40.860]  Second Creation
[00:17:40.860 --> 00:17:42.940]  或者Re-creation
[00:17:42.940 --> 00:17:45.420]  創世紀第一章是神的創造
[00:17:45.420 --> 00:17:47.820]  創世紀第四章是人的創造
