
[00:00:00.000 --> 00:00:04.360]  各位新年快樂
[00:02:32.540 --> 00:02:33.840]  四個兒子
[00:02:33.840 --> 00:02:35.120]  都是參軍
[00:02:35.120 --> 00:02:36.900]  被召入伍
[00:02:36.900 --> 00:02:39.720]  其中一個在D-Day被打死
[00:02:39.720 --> 00:02:44.060]  另外兩個在太平洋戰爭裏面被日軍打死
[00:02:44.060 --> 00:02:45.600]  現在
[00:02:45.600 --> 00:02:47.900]  四個兒子只有一個
[00:02:47.900 --> 00:02:50.220]  James Ryan仍然生存
[00:02:50.220 --> 00:02:52.780]  人池的Marshal將軍
[00:02:53.240 --> 00:02:55.040]  覺得一個的婦女
[00:02:55.040 --> 00:02:56.580]  一個的寡婦
[00:02:56.580 --> 00:02:58.880]  一家四個兒子
[00:02:58.880 --> 00:03:02.200]  已經是為國家捐獻了三個月的生命
[00:03:02.200 --> 00:03:03.740]  他覺得夠了
[00:03:03.740 --> 00:03:06.040]  他覺得不應該
[00:03:06.040 --> 00:03:09.120]  讓James Ryan在戰場裏面打死
[00:03:09.120 --> 00:03:10.660]  所以就命令Miller
[00:03:10.660 --> 00:03:14.240]  Captain Miller帶領七個的士兵
[00:03:14.240 --> 00:03:16.280]  深入到美軍的陣地
[00:03:16.280 --> 00:03:17.820]  將James Ryan
[00:03:17.820 --> 00:03:19.100]  帶他出來
[00:03:19.100 --> 00:03:21.660]  平安帶回美國
[00:03:22.640 --> 00:03:23.660]  在途中
[00:03:23.660 --> 00:03:27.500]  一個士兵被埋伏的德軍打死
[00:03:27.500 --> 00:03:30.820]  在另一場戰爭,另一個又被打死
[00:03:30.820 --> 00:03:36.720]  幾經艱難辛苦,他們終於在Ramel的地方找到James Ryan
[00:03:36.720 --> 00:03:39.020]  原來當時Ryan
[00:03:39.020 --> 00:03:44.380]  是和他的散兵的隊友負責在Ramel裏面守住這個橋堡
[00:03:44.380 --> 00:03:46.440]  防止德軍進攻
[00:03:46.440 --> 00:03:49.260]  必要時甚至去炸毀了這個橋
[00:03:49.260 --> 00:03:51.060]  在這個時候
[00:03:51.560 --> 00:03:54.620]  美軍的散兵已經潰不成軍
[00:03:54.620 --> 00:03:57.960]  而德軍的坦克漸漸逼近
[00:03:57.960 --> 00:04:00.520]  當Miller找到Ryan的時候
[00:04:00.520 --> 00:04:03.840]  就說明來而要求Ryan立即離開
[00:04:03.840 --> 00:04:07.680]  他的部隊離開戰場,和他一起回去美國
[00:04:07.680 --> 00:04:08.980]  Ryan
[00:04:08.980 --> 00:04:10.500]  堅決拒絕
[00:04:10.500 --> 00:04:11.520]  他說
[00:04:11.520 --> 00:04:13.320]  我這一幫手足
[00:04:13.320 --> 00:04:16.640]  和我同甘共濟
[00:04:16.640 --> 00:04:18.440]  生死共復
[00:04:19.200 --> 00:04:21.500]  我怎可以在他們最需要的時候
[00:04:21.500 --> 00:04:23.540]  拋他們走
[00:04:23.540 --> 00:04:25.340]  我做不到
[00:04:25.340 --> 00:04:27.140]  我不走
[00:04:27.140 --> 00:04:28.920]  我不走
[00:04:28.920 --> 00:04:32.260]  我不能夠拋棄我所愛的兄弟
[00:04:32.260 --> 00:04:33.540]  我的手足
[00:04:33.540 --> 00:04:35.060]  我相信
[00:04:35.060 --> 00:04:36.340]  我母親是明白
[00:04:36.340 --> 00:04:38.400]  明白
[00:04:38.400 --> 00:04:39.940]  為何我這樣做
[00:04:39.940 --> 00:04:43.000]  雖然我三個哥哥都是戰死
[00:04:43.000 --> 00:04:47.360]  但我不忍心見到和我情同手足的兄弟
[00:04:47.860 --> 00:04:49.900]  是這樣因我拋棄而死
[00:04:49.900 --> 00:04:53.500]  Captain Miller聽到Ryan這番說話的時候
[00:04:53.500 --> 00:04:55.040]  發火大鬧
[00:04:55.040 --> 00:04:56.060]  你玩野
[00:04:56.060 --> 00:04:58.360]  你知道為何我會來
[00:04:58.360 --> 00:05:02.200]  為何我們要冒著生命的危險來找你
[00:05:02.200 --> 00:05:04.500]  我們不是來打德軍
[00:05:04.500 --> 00:05:06.800]  是要找你救你出去的
[00:05:06.800 --> 00:05:08.600]  這是命令來的
[00:05:08.600 --> 00:05:10.900]  你叫我們你不走
[00:05:10.900 --> 00:05:12.440]  我們來做什麼
[00:05:12.440 --> 00:05:14.220]  白白的犧牲
[00:05:14.220 --> 00:05:16.020]  我怎對得起我兩個手足
[00:05:16.540 --> 00:05:18.340]  我怎對得起我的隊員
[00:05:18.340 --> 00:05:20.640]  我怎去交仗
[00:05:20.640 --> 00:05:22.180]  於是
[00:05:22.180 --> 00:05:23.700]  就繳了他的鞋
[00:05:23.700 --> 00:05:24.980]  讓Ryan
[00:05:24.980 --> 00:05:26.780]  時常跟著他後面
[00:05:26.780 --> 00:05:30.880]  我要告訴你Ryan我不是來打德軍
[00:05:30.880 --> 00:05:33.700]  是要帶你平安離開戰場
[00:05:33.700 --> 00:05:37.020]  這令到Ryan非常憤怒
[00:05:37.020 --> 00:05:38.560]  和不安
[00:05:38.560 --> 00:05:41.380]  當我們在爭拗的時候
[00:05:41.380 --> 00:05:43.420]  德軍的坦克車已經攻到了
[00:05:43.420 --> 00:05:45.720]  Captain Miller不得已
[00:05:45.980 --> 00:05:47.260]  加入這個戰圈
[00:05:47.260 --> 00:05:49.560]  仍然不准Ryan
[00:05:49.560 --> 00:05:52.120]  帶著兵器參戰
[00:05:52.120 --> 00:05:56.720]  當我們看到他們自己的同袍一個一個倒地
[00:05:56.720 --> 00:05:59.280]  他們決定要炸這個橋
[00:05:59.280 --> 00:06:02.100]  正在千軍一發的時候
[00:06:02.100 --> 00:06:04.920]  美軍的援兵就趕到了
[00:06:04.920 --> 00:06:07.220]  飛機在上面猛軍炸日
[00:06:07.220 --> 00:06:08.760]  德國的坦克
[00:06:08.760 --> 00:06:10.820]  局勢突然間逆轉
[00:06:10.820 --> 00:06:12.340]  但在這個時候
[00:06:12.340 --> 00:06:14.400]  Captain Miller
[00:06:14.660 --> 00:06:16.460]  中槍重傷
[00:06:16.460 --> 00:06:20.560]  當他伏在Ryan的胸膛的時候
[00:06:20.560 --> 00:06:23.620]  就用他最後一口氣對Ryan說
[00:06:23.620 --> 00:06:26.180]  James
[00:06:26.180 --> 00:06:28.240]  你平安回家
[00:06:28.240 --> 00:06:30.280]  好好過這一生
[00:06:30.280 --> 00:06:32.320]  Earn it
[00:06:32.320 --> 00:06:33.360]  Earn it
[00:06:33.360 --> 00:06:35.660]  就死了
[00:06:35.660 --> 00:06:38.740]  故事的結束
[00:06:38.740 --> 00:06:42.060]  是講到隔了幾十年之後
[00:06:43.080 --> 00:06:45.120]  年老的Ryan James Ryan
[00:06:45.120 --> 00:06:47.180]  帶著太太
[00:06:47.180 --> 00:06:48.960]  去子女的孫子
[00:06:48.960 --> 00:06:51.780]  去到樂萬地美軍的墳場
[00:06:51.780 --> 00:06:53.820]  對著
[00:06:53.820 --> 00:06:55.100]  Captain Miller
[00:06:55.100 --> 00:06:56.640]  的墳墓
[00:06:56.640 --> 00:07:00.480]  一幕一幕戰爭慘酷的
[00:07:00.480 --> 00:07:01.520]  圖畫
[00:07:01.520 --> 00:07:03.560]  重現在他的眼前
[00:07:03.560 --> 00:07:07.140]  眼裏面流著眼淚
[00:07:07.140 --> 00:07:09.960]  突然間他轉身
[00:07:09.960 --> 00:07:11.240]  和太太說
[00:07:12.780 --> 00:07:13.280]  太太
[00:07:13.280 --> 00:07:15.340]  我是不是好人
[00:07:15.340 --> 00:07:18.160]  我幾十年
[00:07:18.160 --> 00:07:20.720]  做人有沒有意思
[00:07:20.720 --> 00:07:23.780]  Am I a good man
[00:07:23.780 --> 00:07:26.860]  他太太嚇了一跳
[00:07:26.860 --> 00:07:29.160]  就跟他說
[00:07:29.160 --> 00:07:30.700]  James
[00:07:30.700 --> 00:07:32.740]  You are a good man
[00:07:32.740 --> 00:07:37.360]  Spilberg想透過這個電影
[00:07:37.360 --> 00:07:39.660]  給我們一個什麼的訊息
[00:07:40.940 --> 00:07:43.760]  這部電影不只是講殘酷的戰爭
[00:07:43.760 --> 00:07:49.120]  最後這一段的對話
[00:07:49.120 --> 00:07:53.480]  就給我們每一個人提出一個很重要的問題
[00:07:53.480 --> 00:07:55.020]  Ryan
[00:07:55.020 --> 00:07:57.320]  你活著回家
[00:07:57.320 --> 00:07:59.360]  於是
[00:07:59.360 --> 00:08:03.200]  Ryan就帶著沉重的使命
[00:08:03.200 --> 00:08:07.040]  沉重的良心回家
[00:08:07.040 --> 00:08:10.640]  這幾十年他就不住問這個問題
[00:08:11.620 --> 00:08:12.640]  這麼多人
[00:08:12.640 --> 00:08:14.940]  包括Captain Miller
[00:08:14.940 --> 00:08:17.000]  為我犧牲
[00:08:17.000 --> 00:08:18.520]  值得
[00:08:18.520 --> 00:08:19.800]  就不值得了
[00:08:19.800 --> 00:08:22.100]  我活著
[00:08:22.100 --> 00:08:23.640]  有沒有意義
[00:08:23.640 --> 00:08:28.260]  究竟他有沒有履行
[00:08:28.260 --> 00:08:31.080]  Captain Miller在最後
[00:08:31.080 --> 00:08:32.860]  所給他的足夠
[00:08:32.860 --> 00:08:36.960]  這個不單止
[00:08:36.960 --> 00:08:40.540]  是James Ryan的問題,也是你和我每一個人的問題
[00:08:41.260 --> 00:08:44.580]  今天我們能夠安居在美國,今天我們能夠成長
[00:08:44.580 --> 00:08:46.640]  我們活到這樣的日子
[00:08:46.640 --> 00:08:48.440]  今天我們有我們的家庭
[00:08:48.440 --> 00:08:49.960]  我們會問
[00:08:49.960 --> 00:08:52.260]  後面有多少人為你犧牲
[00:08:52.260 --> 00:08:53.540]  而到了你今天
[00:08:53.540 --> 00:08:56.620]  你有沒有想到有多少人是為你
[00:08:56.620 --> 00:09:00.160]  流出血流出汗流出心思
[00:09:00.160 --> 00:09:01.740]  你的父母你的家人
[00:09:01.740 --> 00:09:03.280]  多少是為你
[00:09:03.280 --> 00:09:06.080]  付出了犧牲了
[00:09:07.120 --> 00:09:10.960]  你會不會像James Ryan一樣會問這個問題
[00:09:10.960 --> 00:09:13.520]  我活著有沒有意義
[00:09:13.520 --> 00:09:15.820]  我有沒有辜負
[00:09:15.820 --> 00:09:20.440]  值不值得
[00:09:20.440 --> 00:09:23.260]  我們更加想到
[00:09:23.260 --> 00:09:25.300]  耶穌基督的死
[00:09:25.300 --> 00:09:28.360]  做一個基督徒我們更加會問
[00:09:28.360 --> 00:09:30.940]  今天我們活在這個世上
[00:09:30.940 --> 00:09:35.020]  值不值得耶穌基督在十字架為我們犧牲
[00:09:36.820 --> 00:09:38.860]  這是一個很大的反省
[00:09:38.860 --> 00:09:40.660]  我活著有沒有意義
[00:09:40.660 --> 00:09:46.040]  當我預備的時候我自然就想到
[00:09:46.040 --> 00:09:47.580]  以前四日
[00:09:47.580 --> 00:09:50.900]  在美國的黑奴裏面有一首很流行的歌曲
[00:09:50.900 --> 00:09:53.200]  Were you there
[00:09:53.200 --> 00:09:55.260]  When they crucified my lord
[00:09:55.260 --> 00:09:58.320]  Were you there
[00:09:58.320 --> 00:10:01.900]  When they crucified my lord
[00:10:01.900 --> 00:10:04.720]  Were you there
[00:10:04.980 --> 00:10:08.300]  When they crucified my lord
[00:10:08.300 --> 00:10:15.480]  Sometimes it causes me
[00:10:15.480 --> 00:10:19.060]  To tremble tremble tremble
[00:10:19.060 --> 00:10:22.140]  Were you there
[00:10:22.140 --> 00:10:27.000]  When they crucified my lord
[00:10:27.000 --> 00:10:29.560]  當耶穌
[00:10:29.560 --> 00:10:32.880]  在十字架為你釘十字架的時候
[00:10:32.880 --> 00:10:34.420]  你是不是在那裡
[00:10:35.400 --> 00:10:37.700]  今天我們活著有沒有意義
[00:10:37.700 --> 00:10:42.060]  讓我們重溫一下耶穌基督在十字架的故事
[00:10:42.060 --> 00:10:44.100]  是一個什麼樣的故事
[00:10:44.100 --> 00:10:48.460]  如果你有機會看過Mill Gibson的電影
[00:10:48.460 --> 00:10:50.500]  The Passion of Christ
[00:10:50.500 --> 00:10:51.780]  有多少人看過這套電影
[00:10:51.780 --> 00:10:53.820]  The Passion of Christ
[00:10:53.820 --> 00:10:58.940]  比較一下盧家芬的描述你會發現一個很大的不同
[00:10:58.940 --> 00:11:03.300]  Mill Gibson的電影是透過血腥的鏡頭
[00:11:03.560 --> 00:11:06.900]  煽動你的感情
[00:11:06.900 --> 00:11:09.460]  是很煽情的一套電影
[00:11:09.460 --> 00:11:12.020]  甚至你看了會作嘔
[00:11:12.020 --> 00:11:14.840]  但是盧家芬的描述
[00:11:14.840 --> 00:11:16.620]  一點都不煽情
[00:11:16.620 --> 00:11:19.440]  而是啟發我們的思想
[00:11:19.440 --> 00:11:22.500]  是讓我們面對十字架的耶穌
[00:11:22.500 --> 00:11:26.860]  感染力比Mill Gibson的一套電影大不知多少百倍
[00:11:26.860 --> 00:11:31.220]  在十字架上耶穌表面上是最沒有尊嚴
[00:11:31.720 --> 00:11:35.060]  最低賤最可憐的一個受害者
[00:11:35.060 --> 00:11:38.620]  但盧家芬的筆下所描繪給我們的
[00:11:38.620 --> 00:11:40.940]  他所描述的剛剛相反
[00:11:40.940 --> 00:11:45.300]  在整個十字架的故事裏面耶穌基督是一個最有尊嚴
[00:11:45.300 --> 00:11:47.080]  最有權並
[00:11:47.080 --> 00:11:49.400]  是最有大量的主宰
[00:11:49.400 --> 00:11:54.000]  就好像一個法國的很出名的神學家Elew
[00:11:54.000 --> 00:11:55.540]  Shark Elew所說
[00:11:55.540 --> 00:11:57.320]  這個是無能者的大靈
[00:11:57.320 --> 00:11:59.380]  The power of the powerless
[00:11:59.880 --> 00:12:02.440]  就好像Henry Nowen一個神父所說
[00:12:02.440 --> 00:12:03.980]  It's the wounded healer
[00:12:03.980 --> 00:12:05.000]  受傷的治療者
[00:12:05.000 --> 00:12:08.580]  或者我們來看看在十字架下
[00:12:08.580 --> 00:12:11.140]  這幾種人怎麼看耶穌基督的苦難
[00:12:11.140 --> 00:12:14.480]  首先我們看看那些官府第33字
[00:12:14.480 --> 00:12:16.260]  官府也恥笑他說
[00:12:16.260 --> 00:12:20.880]  他救你別人他若是基督神所揀書的可以救自己罷
[00:12:20.880 --> 00:12:25.480]  官府就是那些釘十字架釘耶穌在十字架的猶太人
[00:12:25.480 --> 00:12:27.780]  就是那些宗教的領袖
[00:12:28.040 --> 00:12:30.340]  他們面對耶穌基督的犧牲的時候
[00:12:30.340 --> 00:12:31.360]  他們的態度是什麼
[00:12:31.360 --> 00:12:32.380]  恥笑
[00:12:32.380 --> 00:12:34.180]  恥笑
[00:12:34.180 --> 00:12:37.500]  是想告訴我們
[00:12:37.500 --> 00:12:39.040]  我正好
[00:12:39.040 --> 00:12:40.840]  耶穌是錯了
[00:12:40.840 --> 00:12:43.660]  他們為什麼要將耶穌釘在十字架
[00:12:43.660 --> 00:12:45.960]  因為他們認為耶穌基督是抗前往的話
[00:12:45.960 --> 00:12:47.740]  他說他是上帝的兒子
[00:12:47.740 --> 00:12:49.280]  他是上帝的兒子
[00:12:49.280 --> 00:12:51.080]  現在被人這樣糟蹋
[00:12:51.080 --> 00:12:52.360]  釘在十字架
[00:12:52.360 --> 00:12:53.640]  都救不了自己
[00:12:53.640 --> 00:12:55.680]  救不了自己就是告訴我們
[00:12:55.680 --> 00:12:57.220]  根本就不是上帝
[00:12:57.940 --> 00:12:59.480]  他根本就是無能力的
[00:12:59.480 --> 00:13:02.040]  他根本就是無能無尊嚴的一個
[00:13:02.040 --> 00:13:03.580]  點了他扣的自己
[00:13:03.580 --> 00:13:05.120]  所以我們將他釘死
[00:13:05.120 --> 00:13:07.160]  是非常非常正確
[00:13:07.160 --> 00:13:10.740]  他的死
[00:13:10.740 --> 00:13:13.300]  沒錯是證明他是上帝的兒子
[00:13:13.300 --> 00:13:15.860]  但這一班人的邏輯
[00:13:15.860 --> 00:13:16.640]  是這樣的
[00:13:16.640 --> 00:13:18.940]  現在他救不了自己
[00:13:18.940 --> 00:13:20.720]  就是說他不是上帝
[00:13:20.720 --> 00:13:22.260]  他不是救世主
[00:13:22.260 --> 00:13:23.540]  他怎麼可以有人來睬眼
[00:13:24.560 --> 00:13:27.380]  當我們看到耶穌無能無力無尊嚴
[00:13:27.380 --> 00:13:29.420]  他們就尖尖自喜
[00:13:29.420 --> 00:13:31.220]  我們是對的
[00:13:31.220 --> 00:13:33.780]  這個才是紙老虎
[00:13:33.780 --> 00:13:38.140]  他說今天我們很多人都這樣想
[00:13:38.140 --> 00:13:42.220]  很多人都是這樣想
[00:13:42.220 --> 00:13:43.760]  他們的無知
[00:13:43.760 --> 00:13:47.860]  耶穌沒有辦法證明
[00:13:47.860 --> 00:13:51.440]  是被這一班人知道
[00:13:51.440 --> 00:13:54.260]  他就是那個實的兒子
[00:13:55.240 --> 00:13:57.240]  但聖經的邏輯
[00:13:57.240 --> 00:13:58.560]  剛剛跟這班人相反
[00:13:58.560 --> 00:14:00.860]  正是因為他被釘十字架
[00:14:00.860 --> 00:14:03.680]  所以那個羅馬的白夫長說
[00:14:03.680 --> 00:14:05.680]  看下真是神的兒子
[00:14:05.680 --> 00:14:09.320]  那個Pagan的羅馬的冰釘
[00:14:09.320 --> 00:14:10.840]  反而看得出
[00:14:10.840 --> 00:14:12.900]  這個是真是神的兒子
[00:14:12.900 --> 00:14:15.200]  而事實上
[00:14:15.200 --> 00:14:18.020]  在舊約聖經裡面
[00:14:18.020 --> 00:14:19.820]  早已經遇到這樣的事
[00:14:19.820 --> 00:14:21.860]  詩篇22篇
[00:14:21.860 --> 00:14:23.140]  他怎麼說法
[00:14:23.400 --> 00:14:25.440]  凡看見我的都瘋笑我
[00:14:25.440 --> 00:14:27.760]  他們撇嘴搖頭說
[00:14:27.760 --> 00:14:29.800]  他把自己交託耶和華
[00:14:29.800 --> 00:14:31.340]  耶和華可以救他爸
[00:14:31.340 --> 00:14:33.380]  耶和華既喜悅他
[00:14:33.380 --> 00:14:34.660]  可以答救他爸
[00:14:34.660 --> 00:14:36.460]  詩篇22篇第七至第六節
[00:14:36.460 --> 00:14:41.320]  即是說今天我們看到耶穌十字架裡面被釘死
[00:14:41.320 --> 00:14:45.160]  那種好像無能無尊嚴的狀態
[00:14:45.160 --> 00:14:48.740]  早在舊約聖經詩篇22篇已經預言到
[00:14:48.740 --> 00:14:50.540]  當尼塞亞來到的時候
[00:14:50.540 --> 00:14:51.560]  他就是這樣的
[00:14:52.580 --> 00:14:53.600]  被瘋笑
[00:14:53.600 --> 00:14:57.960]  是應驗了聖經裡面所說的尼塞亞的那位上帝
[00:14:57.960 --> 00:14:59.500]  是一個什麼樣的上帝
[00:14:59.500 --> 00:15:02.560]  今天很可惜我們
[00:15:02.560 --> 00:15:06.400]  世俗還有很多人這樣去瘋笑
[00:15:06.400 --> 00:15:07.940]  在十字架的耶穌
[00:15:07.940 --> 00:15:11.000]  你看
[00:15:11.000 --> 00:15:12.540]  耶穌
[00:15:12.540 --> 00:15:13.820]  無知
[00:15:13.820 --> 00:15:15.880]  幼稚
[00:15:15.880 --> 00:15:17.160]  無理
[00:15:17.160 --> 00:15:18.940]  那些基督徒一樣是這樣
[00:15:18.940 --> 00:15:21.000]  你救救你自己
[00:15:22.020 --> 00:15:23.300]  你自己都救不了
[00:15:23.300 --> 00:15:26.380]  如果大家看中國歷史
[00:15:26.380 --> 00:15:29.440]  你會發覺到在
[00:15:29.440 --> 00:15:32.000]  大鳴大放
[00:15:32.000 --> 00:15:34.060]  引蛇出童的時候
[00:15:34.060 --> 00:15:38.400]  當時三字架會的領袖
[00:15:38.400 --> 00:15:39.680]  一直是
[00:15:39.680 --> 00:15:41.220]  信奉
[00:15:41.220 --> 00:15:44.540]  共產黨的基督教領袖吳耀宗
[00:15:44.540 --> 00:15:48.140]  有一天毛澤東來找他
[00:15:48.140 --> 00:15:50.700]  對吳耀宗說
[00:15:51.460 --> 00:15:53.000]  你的上帝不靈
[00:15:53.000 --> 00:15:56.580]  跟著
[00:15:56.580 --> 00:15:57.860]  他就被下台
[00:15:57.860 --> 00:16:00.160]  被收奸
[00:16:00.160 --> 00:16:02.720]  被捉放逐
[00:16:02.720 --> 00:16:07.340]  很多人都會是這樣
[00:16:07.340 --> 00:16:09.900]  你的基督教
[00:16:09.900 --> 00:16:11.180]  有什麼用
[00:16:11.180 --> 00:16:12.960]  救你
[00:16:12.960 --> 00:16:14.760]  給你麵包吃
[00:16:14.760 --> 00:16:16.800]  有大能
[00:16:16.800 --> 00:16:18.860]  誰好信不信信
[00:16:19.320 --> 00:16:20.340]  官府
[00:16:20.340 --> 00:16:22.900]  官府
[00:16:22.900 --> 00:16:25.460]  他們這套邏輯是這樣的邏輯
[00:16:25.460 --> 00:16:28.800]  但跟聖經裡面所說的邏輯完全不同
[00:16:28.800 --> 00:16:30.840]  我們再看看那些冰釘
[00:16:30.840 --> 00:16:31.860]  那些冰釘是怎樣
[00:16:31.860 --> 00:16:32.640]  三十六節
[00:16:32.640 --> 00:16:34.180]  冰釘也氣龍他
[00:16:34.180 --> 00:16:36.220]  上前拿醋給他學船
[00:16:36.220 --> 00:16:39.040]  你若是猶太人的王可以救自己吧
[00:16:39.040 --> 00:16:40.060]  拿下冰釘
[00:16:40.060 --> 00:16:42.880]  和那些官府一模一樣的邏輯
[00:16:42.880 --> 00:16:44.420]  一模一樣的邏輯
[00:16:44.420 --> 00:16:45.700]  你說你是王
[00:16:45.700 --> 00:16:46.980]  你說你是黎昌雅
[00:16:46.980 --> 00:16:48.000]  救你自己
[00:16:48.260 --> 00:16:49.800]  給我們一些電話給我們看看
[00:16:49.800 --> 00:16:50.820]  我們就相信你了
[00:16:50.820 --> 00:16:53.900]  今天
[00:16:53.900 --> 00:16:55.680]  確實不是
[00:16:55.680 --> 00:16:58.240]  很多冰釘在我們東端
[00:16:58.240 --> 00:17:01.060]  他不單這樣就氣龍耶穌
[00:17:01.060 --> 00:17:02.340]  第34節有說
[00:17:02.340 --> 00:17:04.900]  冰釘就尖扣
[00:17:04.900 --> 00:17:06.180]  分他的衣服
[00:17:06.180 --> 00:17:09.760]  羅馬的冰釘通常
[00:17:09.760 --> 00:17:11.560]  是四個冰釘
[00:17:11.560 --> 00:17:13.860]  釘一個人十字架
[00:17:13.860 --> 00:17:15.660]  猶太人
[00:17:15.900 --> 00:17:19.500]  穿三件衣服外衣內衣
[00:17:19.500 --> 00:17:21.020]  四個人
[00:17:21.020 --> 00:17:22.560]  分三件衣服
[00:17:22.560 --> 00:17:23.580]  多了一件
[00:17:23.580 --> 00:17:25.120]  就分不均勻
[00:17:25.120 --> 00:17:26.660]  那這一件又怎樣呢
[00:17:26.660 --> 00:17:27.940]  聖經就告訴你
[00:17:27.940 --> 00:17:29.480]  他就尖扣分他的衣服
[00:17:29.480 --> 00:17:31.020]  尖扣是什麼意思呢
[00:17:31.020 --> 00:17:31.780]  大家抽籤
[00:17:31.780 --> 00:17:33.320]  或者猜會
[00:17:33.320 --> 00:17:35.620]  我們中國人什麼時候猜會呢
[00:17:35.620 --> 00:17:37.180]  喜慶時
[00:17:37.180 --> 00:17:38.180]  飲酒的時候
[00:17:38.180 --> 00:17:39.720]  誰喝一張猜會
[00:17:39.720 --> 00:17:41.780]  是一些歡笑
[00:17:41.780 --> 00:17:43.560]  玩東西的地方
[00:17:44.320 --> 00:17:46.880]  上面是有人在那裡生人死
[00:17:46.880 --> 00:17:48.920]  下面就有人在那裡玩東西
[00:17:48.920 --> 00:17:51.480]  這個就是十字架一個奇景
[00:17:51.480 --> 00:17:52.760]  冰釘
[00:17:52.760 --> 00:17:55.840]  就是這樣去氣龍耶穌玩耶穌
[00:17:55.840 --> 00:17:57.640]  我
[00:17:57.640 --> 00:17:59.420]  又用過另外一個電影
[00:17:59.420 --> 00:18:05.060]  很久之前在美國荷里活有一套拿獎最佳電影叫做dear hunter
[00:18:05.060 --> 00:18:06.340]  有沒有人看過這套電影
[00:18:06.340 --> 00:18:10.700]  我想看完之後你會很不舒服
