
[00:00:00.000 --> 00:00:07.000]  今天我要講的訊息是叫做摩西之歌的原迷
[00:03:34.000 --> 00:03:37.000]  有個很有趣的結構
[00:03:37.000 --> 00:03:38.000]  很簡單
[00:03:38.000 --> 00:03:42.000]  1至6節是說神屬性的介紹
[00:03:42.000 --> 00:03:46.000]  7至14節是說到神的恩典
[00:03:46.000 --> 00:03:51.000]  15至18節是說到以色列人的反叛
[00:03:51.000 --> 00:03:55.000]  19至25節是說到神的怒氣
[00:03:55.000 --> 00:03:57.000]  因為以色列人反叛
[00:03:57.000 --> 00:04:02.000]  26至43節是說到神的審判
[00:04:02.000 --> 00:04:05.000]  和最後以色列人的復興
[00:04:05.000 --> 00:04:10.000]  同樣這個結構也出現在詩篇第78篇
[00:04:10.000 --> 00:04:15.000]  很長的詩篇有72節的經文
[00:04:15.000 --> 00:04:19.000]  這個結構在78篇的詩篇
[00:04:19.000 --> 00:04:21.000]  出現了兩次
[00:04:21.000 --> 00:04:25.000]  我今天沒時間說詩篇78篇
[00:04:25.000 --> 00:04:28.000]  我將注意力放在生命記32篇
[00:04:28.000 --> 00:04:31.000]  大家會看到其實今天的結構
[00:04:31.000 --> 00:04:34.000]  有很多是預言
[00:04:34.000 --> 00:04:37.000]  因為以色列人的反叛
[00:04:37.000 --> 00:04:39.000]  神的審判
[00:04:39.000 --> 00:04:42.000]  在摩西寫生命記的時候
[00:04:42.000 --> 00:04:43.000]  還沒有發生
[00:04:43.000 --> 00:04:46.000]  這一切是將來的事情
[00:04:46.000 --> 00:04:48.000]  所以我們看到原來
[00:04:48.000 --> 00:04:51.000]  在生命記32章的摩西治哥
[00:04:51.000 --> 00:04:52.000]  是一個預言
[00:04:52.000 --> 00:04:57.000]  我們先看看神的屬性
[00:04:57.000 --> 00:04:59.000]  在第一節說甚麼
[00:04:59.000 --> 00:05:03.000]  「諸天哪!則以我要說話
[00:05:03.000 --> 00:05:07.000]  願地也要聽我口中的言語」
[00:05:07.000 --> 00:05:09.000]  神說話的時候
[00:05:09.000 --> 00:05:12.000]  連天連地都要聽
[00:05:12.000 --> 00:05:13.000]  這是神的話語
[00:05:13.000 --> 00:05:15.000]  第二節又說
[00:05:15.000 --> 00:05:18.000]  「我的教訓如林尼如雨
[00:05:18.000 --> 00:05:21.000]  我的言語要滴落如露
[00:05:21.000 --> 00:05:24.000]  如西雨降在亂草上
[00:05:24.000 --> 00:05:27.000]  如今林降在菜蔬中」
[00:05:27.000 --> 00:05:32.000]  神的話語好像是雨水一樣
[00:05:32.000 --> 00:05:34.000]  好像是甘露一樣
[00:05:34.000 --> 00:05:37.000]  滋潤世上所有的植物
[00:05:37.000 --> 00:05:40.000]  如果大家記得的話
[00:05:40.000 --> 00:05:43.000]  在聖經的舊約最後一部書
[00:05:43.000 --> 00:05:45.000]  《馬拉記書》
[00:05:45.000 --> 00:05:49.000]  之後神有四百年沒有跟人類說話
[00:05:49.000 --> 00:05:50.000]  四百年
[00:05:50.000 --> 00:05:55.000]  如果神的話語好像是雨水的話
[00:05:55.000 --> 00:05:57.000]  四百年不下雨
[00:05:57.000 --> 00:05:59.000]  你猜會怎樣
[00:05:59.000 --> 00:06:01.000]  你不要說變成沙漠
[00:06:01.000 --> 00:06:05.000]  我相信所有的生命都會沒了
[00:06:05.000 --> 00:06:11.000]  在第四節又說神是盤石
[00:06:11.000 --> 00:06:14.000]  接著說出了有六點出來
[00:06:14.000 --> 00:06:16.000]  為甚麼是盤石呢
[00:06:16.000 --> 00:06:18.000]  因為他是完整的
[00:06:18.000 --> 00:06:20.000]  完美無瑕疵
[00:06:20.000 --> 00:06:22.000]  他是公平的
[00:06:22.000 --> 00:06:24.000]  他是賞罰分明的
[00:06:25.000 --> 00:06:28.000]  還有第三點是說他是誠實
[00:06:28.000 --> 00:06:30.000]  他是信實的
[00:06:30.000 --> 00:06:33.000]  當我們說到他信實的時候
[00:06:33.000 --> 00:06:36.000]  就是說到對於愛他的人
[00:06:36.000 --> 00:06:39.000]  我們剛才看到神是有他的恩典
[00:06:39.000 --> 00:06:41.000]  但是對於恨神的人
[00:06:41.000 --> 00:06:43.000]  真恨神的人
[00:06:43.000 --> 00:06:45.000]  神是有他的憤恨
[00:06:45.000 --> 00:06:47.000]  是有他的奏助
[00:06:47.000 --> 00:06:49.000]  是有他的審判
[00:06:49.000 --> 00:06:52.000]  這個就正如我們所見到
[00:06:52.000 --> 00:06:56.000]  在提摩太后書2章13節所說
[00:06:56.000 --> 00:06:58.000]  我們總言失信
[00:06:58.000 --> 00:07:00.000]  他仍是可信的
[00:07:00.000 --> 00:07:03.000]  因為他不能背負自己
[00:07:03.000 --> 00:07:05.000]  這節經文我們都很熟悉
[00:07:05.000 --> 00:07:08.000]  但很多時候都是解錯了
[00:07:08.000 --> 00:07:10.000]  怎樣解錯
[00:07:10.000 --> 00:07:12.000]  有很多的牧師
[00:07:12.000 --> 00:07:14.000]  有很多的傳道人
[00:07:14.000 --> 00:07:16.000]  屬靈書籍都會說
[00:07:16.000 --> 00:07:18.000]  就算我們失信
[00:07:18.000 --> 00:07:20.000]  神仍然愛我們
[00:07:20.000 --> 00:07:22.000]  神仍然會認我們
[00:07:22.000 --> 00:07:24.000]  神不會不認我們
[00:07:24.000 --> 00:07:26.000]  Hallelujah 感謝主
[00:07:26.000 --> 00:07:29.000]  但這是錯誤的解釋
[00:07:29.000 --> 00:07:31.000]  有人說
[00:07:31.000 --> 00:07:33.000]  但是說的那個很出名的牧師
[00:07:33.000 --> 00:07:35.000]  很屬靈的書籍
[00:07:35.000 --> 00:07:37.000]  很對不起
[00:07:37.000 --> 00:07:41.000]  牧師和屬靈的書籍都沒有權威
[00:07:41.000 --> 00:07:42.000]  我都沒有權威
[00:07:42.000 --> 00:07:44.000]  權威在哪裡?
[00:07:44.000 --> 00:07:46.000]  權威在聖經上
[00:07:46.000 --> 00:07:49.000]  我們看看提摩太后書2章12節
[00:07:49.000 --> 00:07:51.000]  所說的什麼?
[00:07:51.000 --> 00:07:53.000]  在13節之前
[00:07:53.000 --> 00:07:57.000]  「我們若忍耐也必和他一同作王」
[00:07:57.000 --> 00:07:59.000]  「我們若不認他」
[00:07:59.000 --> 00:08:01.000]  他又怎樣?
[00:08:01.000 --> 00:08:03.000]  「也必不認我們」
[00:08:03.000 --> 00:08:05.000]  這個就是信實的神
[00:08:05.000 --> 00:08:07.000]  我們認祂的話祂會認我們
[00:08:07.000 --> 00:08:09.000]  我們不認祂的話
[00:08:09.000 --> 00:08:11.000]  祂一樣都會不認我們
[00:08:11.000 --> 00:08:13.000]  接著我們看到
[00:08:13.000 --> 00:08:16.000]  除了說到祂是信實
[00:08:16.000 --> 00:08:18.000]  祂也是無偽
[00:08:18.000 --> 00:08:20.000]  在第31節
[00:08:20.000 --> 00:08:22.000]  37節
[00:08:22.000 --> 00:08:24.000]  說到原來世上有很多的偶像
[00:08:24.000 --> 00:08:27.000]  都叫自己做盤石
[00:08:27.000 --> 00:08:29.000]  這些所有都是假的
[00:08:29.000 --> 00:08:31.000]  除了這些之外
[00:08:31.000 --> 00:08:33.000]  祂還是公義的
[00:08:33.000 --> 00:08:35.000]  祂還是正直的
[00:08:35.000 --> 00:08:37.000]  我們再看看神的恩典
[00:08:37.000 --> 00:08:44.000]  這就是為什麼我們要在父親節說摩西志歌
[00:08:44.000 --> 00:08:47.000]  因為是有關天父的關懷
[00:08:47.000 --> 00:08:49.000]  有關天父的照顧
[00:08:49.000 --> 00:08:51.000]  在第5節
[00:08:51.000 --> 00:08:53.000]  第19節
[00:08:53.000 --> 00:08:57.000]  第20節說以色列人是神的兒女
[00:08:57.000 --> 00:09:01.000]  在第6節說到神是以色列人的天父
[00:09:01.000 --> 00:09:03.000]  我們都是一樣
[00:09:03.000 --> 00:09:05.000]  我們都是神的兒女
[00:09:05.000 --> 00:09:09.000]  神一樣是我們每一個基督徒的天父
[00:09:09.000 --> 00:09:11.000]  如果你看到今天的經文
[00:09:11.000 --> 00:09:13.000]  是很美麗的
[00:09:13.000 --> 00:09:15.000]  所以為什麼叫做「詩歌」
[00:09:15.000 --> 00:09:17.000]  因為真的寫得很美麗
[00:09:17.000 --> 00:09:19.000]  你看到今天的經文是
[00:09:19.000 --> 00:09:21.000]  第32章第10至第12節
[00:09:21.000 --> 00:09:23.000]  其實我將它修改了一點
[00:09:23.000 --> 00:09:25.000]  我不是說改它的內容
[00:09:25.000 --> 00:09:27.000]  我只不過是將它的次序換了
[00:09:27.000 --> 00:09:31.000]  和希伯來文的原文相似
[00:09:31.000 --> 00:09:35.000]  因為希伯來文的原文是押韻的
[00:09:35.000 --> 00:09:37.000]  每樣都是你看到
[00:09:37.000 --> 00:09:40.000]  環繞祂、看顧祂、保護祂
[00:09:40.000 --> 00:09:41.000]  全部都是押韻
[00:09:41.000 --> 00:09:43.000]  讀起來很好聽
[00:09:43.000 --> 00:09:45.000]  聽聽我讀一次
[00:09:45.000 --> 00:09:47.000]  就是《新命紀》第32章第10至第12節
[00:09:47.000 --> 00:09:53.000]  耶護說:「遇見他在曠野,在荒涼野獸嘯叫之地,
[00:09:53.000 --> 00:09:59.000]  就環繞他,看顧他,如同保護眼中的童人保護他。
[00:09:59.000 --> 00:10:07.000]  又如鷹絞動巢窩,在初鷹以上兩翅膳剪,
[00:10:07.000 --> 00:10:12.000]  截取初鷹在兩翅之上背他。
[00:10:12.000 --> 00:10:16.000]  這樣耶和華獨自引導他,
[00:10:16.000 --> 00:10:21.000]  陪伴他的並無外方神。」
[00:10:21.000 --> 00:10:24.000]  你說每樣都是「他」、「他」
[00:10:24.000 --> 00:10:27.000]  為什麼第一節和最後那節不是呢?
[00:10:27.000 --> 00:10:28.000]  很有趣
[00:10:28.000 --> 00:10:30.000]  原來有一個首尾的結構
[00:10:30.000 --> 00:10:37.000]  是將耶和華和外方神做一個強烈的對比
[00:10:37.000 --> 00:10:41.000]  所以這兩節的經文沒有用「他」字做最後
[00:10:41.000 --> 00:10:44.000]  有沒有看到我們的天父真是愛我們
[00:10:44.000 --> 00:10:46.000]  當有野獸嘯叫之地
[00:10:46.000 --> 00:10:51.000]  他就環繞我們保護我們看顧我們
[00:10:51.000 --> 00:10:55.000]  他當我們是眼中的童人
[00:10:55.000 --> 00:10:57.000]  什麼叫眼中的童人?
[00:10:57.000 --> 00:11:01.000]  眼睛是很淚眼的
[00:11:01.000 --> 00:11:03.000]  當你的眼睛不舒服的時候
[00:11:03.000 --> 00:11:05.000]  你慘過大病
[00:11:05.000 --> 00:11:09.000]  很多我們當中患過眼病的人都知道
[00:11:09.000 --> 00:11:11.000]  真的慘過大病
[00:11:11.000 --> 00:11:15.000]  神當我們是祂眼中的童人來保護我們
[00:11:15.000 --> 00:11:18.000]  「如嬰是攪動的巢窩」
[00:11:18.000 --> 00:11:21.000]  相信大家聽過有牧師說
[00:11:21.000 --> 00:11:25.000]  嬰兒住在巢裏
[00:11:25.000 --> 00:11:27.000]  到差不多的時候
[00:11:27.000 --> 00:11:28.000]  爸爸媽媽會怎樣呢?
[00:11:28.000 --> 00:11:30.000]  「攪動巢」
[00:11:30.000 --> 00:11:33.000]  令嬰兒的嬰兒要走出來
[00:11:33.000 --> 00:11:35.000]  然後媽媽會背著他們
[00:11:35.000 --> 00:11:38.000]  飛到很高很高的地方
[00:11:38.000 --> 00:11:40.000]  然後將他們扔下來
[00:11:40.000 --> 00:11:42.000]  讓他們自己學飛
[00:11:42.000 --> 00:11:44.000]  你說為什麼這麼殘忍呢?
[00:11:44.000 --> 00:11:47.000]  其實爸爸嬰看得很緊
[00:11:47.000 --> 00:11:49.000]  爸爸嬰向下飛的速度
[00:11:49.000 --> 00:11:53.000]  是比嬰兒能夠跌落地的速度快
[00:11:53.000 --> 00:11:55.000]  爸爸的速度是很快
[00:11:55.000 --> 00:11:59.000]  所以看到嬰兒未學會飛的時候
[00:11:59.000 --> 00:12:03.000]  他就會用他的翼中間背著他們
[00:12:03.000 --> 00:12:06.000]  讓他們達到平安
[00:12:06.000 --> 00:12:10.000]  我們的天父一樣是這樣引導我們
[00:12:10.000 --> 00:12:12.000]  今天是父親節
[00:12:12.000 --> 00:12:16.000]  我祝大家在座的父親弟兄
[00:12:16.000 --> 00:12:18.000]  父親節快樂
[00:12:18.000 --> 00:12:20.000]  包括我自己
[00:12:20.000 --> 00:12:24.000]  願我們每個人都能夠學習我們的天父
[00:12:24.000 --> 00:12:27.000]  來關懷照顧我們的子女
[00:12:27.000 --> 00:12:31.000]  你說「哎呀,我都太遲了,我的子女都長大了」
[00:12:31.000 --> 00:12:33.000]  「我現在做爺爺做阿公了」
[00:12:33.000 --> 00:12:35.000]  永遠不會遲的
[00:12:35.000 --> 00:12:37.000]  就算我們做了阿公
[00:12:37.000 --> 00:12:39.000]  做了阿爺
[00:12:39.000 --> 00:12:41.000]  我們仍然可以學習今天的經文
[00:12:41.000 --> 00:12:46.000]  來關懷照顧我們的孫子和孫女
[00:12:46.000 --> 00:12:49.000]  我們看到
[00:12:49.000 --> 00:12:51.000]  千萬不要學這個
[00:12:51.000 --> 00:12:53.000]  學以色列人反叛
[00:12:53.000 --> 00:12:56.000]  我們看到神是照顧以色列人
[00:12:56.000 --> 00:12:58.000]  但是以色列人反叛
[00:12:58.000 --> 00:13:00.000]  你看看經文寫什麼
[00:13:00.000 --> 00:13:09.000]  耶穌倫被判操狀光潤踢跳奔跑
[00:13:09.000 --> 00:13:12.000]  非常活潑的形容詞
[00:13:12.000 --> 00:13:15.000]  我們廣東人說「中一針見血」
[00:13:15.000 --> 00:13:18.000]  我們說「有無有益」
[00:13:18.000 --> 00:13:20.000]  「識非」
[00:13:20.000 --> 00:13:21.000]  所以就怎樣
[00:13:21.000 --> 00:13:23.000]  便離棄他們的神
[00:13:23.000 --> 00:13:26.000]  傾看救他們的盆石
[00:13:26.000 --> 00:13:28.000]  有無有益識非
[00:13:28.000 --> 00:13:31.000]  約書耶穌倫這個名字
[00:13:31.000 --> 00:13:34.000]  在聖經裏面出現四次
[00:13:34.000 --> 00:13:36.000]  是以色列的語名
[00:13:36.000 --> 00:13:39.000]  意思是正直的小子
[00:13:39.000 --> 00:13:42.000]  神用語名來稱呼以色列人
[00:13:42.000 --> 00:13:44.000]  非常親切
[00:13:44.000 --> 00:13:46.000]  大家相信也有語名吧
[00:13:46.000 --> 00:13:48.000]  我的語名叫做「忠忠」
[00:13:48.000 --> 00:13:51.000]  忠忠不是蠻忠忠
[00:13:51.000 --> 00:13:54.000]  忠忠因為是上海話
[00:13:54.000 --> 00:13:57.000]  我媽叫我做君君就是忠忠
[00:13:57.000 --> 00:13:59.000]  我的名字叫做袁衛君
[00:13:59.000 --> 00:14:00.000]  很有趣的
[00:14:00.000 --> 00:14:03.000]  因為的胃千軍一百個君
[00:14:03.000 --> 00:14:05.000]  我爸爸跟我改名的時候
[00:14:05.000 --> 00:14:07.000]  他不是基督徒
[00:14:07.000 --> 00:14:09.000]  他是一個無神論者
[00:14:09.000 --> 00:14:11.000]  跟我改的名字原來是貼切了
[00:14:11.000 --> 00:14:14.000]  是基督徒的名字
[00:14:14.000 --> 00:14:17.000]  因為的胃千軍一百個君
[00:14:17.000 --> 00:14:19.000]  是怎樣的?很重的意思
[00:14:19.000 --> 00:14:23.000]  神的恩惠在我的身上是非常非常重的
[00:14:23.000 --> 00:14:25.000]  不知為何會跟我改這個名字
[00:14:25.000 --> 00:14:28.000]  我爸爸到臨死才是感謝主
[00:14:28.000 --> 00:14:31.000]  能夠帶領他信主
[00:14:31.000 --> 00:14:33.000]  但是他跟我起名的時候
[00:14:33.000 --> 00:14:35.000]  不是一個基督徒
[00:14:35.000 --> 00:14:37.000]  我們看到
[00:14:37.000 --> 00:14:39.000]  經文還說什麼?
[00:14:39.000 --> 00:14:41.000]  以色列人反叛之後
[00:14:41.000 --> 00:14:45.000]  還去投靠那些素不認識的神
[00:14:45.000 --> 00:14:47.000]  在聖經裡面大家記不記得
[00:14:47.000 --> 00:14:49.000]  是有素不認識的神?
[00:14:49.000 --> 00:14:51.000]  記不記得在新約保羅
[00:14:51.000 --> 00:14:53.000]  在這裡使徒行傳
[00:14:53.000 --> 00:14:55.000]  七章二十三節
[00:14:55.000 --> 00:14:57.000]  說他去到雅典
[00:14:57.000 --> 00:14:59.000]  當他遊行的時候
[00:14:59.000 --> 00:15:01.000]  看到滿天神佛
[00:15:01.000 --> 00:15:04.000]  那些雅典人拜很多的偶像
[00:15:04.000 --> 00:15:08.000]  其中有一個偶像叫做素未認識的神
[00:15:08.000 --> 00:15:10.000]  雅典人怕自己拜拜下
[00:15:10.000 --> 00:15:12.000]  拜漏了一個
[00:15:12.000 --> 00:15:15.000]  所以建立了一座神叫做素未認識的神
[00:15:15.000 --> 00:15:19.000]  這個和生命記所說的原來一模一樣
[00:15:19.000 --> 00:15:24.000]  我們其實今天說的這段經文
[00:15:24.000 --> 00:15:26.000]  生命記三十二章
[00:15:26.000 --> 00:15:30.000]  摩世之歌和使徒行傳第十七章
[00:15:30.000 --> 00:15:32.000]  有很大的淵源
[00:15:32.000 --> 00:15:35.000]  等下我們會回來使徒行傳第十七章
[00:15:35.000 --> 00:15:37.000]  你有沒有想過
[00:15:37.000 --> 00:15:40.000]  為什麼這個世界上會有這麼多的國家
[00:15:40.000 --> 00:15:42.000]  不同的國家
[00:15:42.000 --> 00:15:44.000]  拜不同的偶像
[00:15:44.000 --> 00:15:46.000]  剛才我們看到Annie Fong姊妹
[00:15:46.000 --> 00:15:48.000]  跟我們說泰國
[00:15:48.000 --> 00:15:50.000]  有很多很多的偶像
[00:15:50.000 --> 00:15:52.000]  每個國家都有偶像
[00:15:52.000 --> 00:15:54.000]  雅典都有它的偶像
[00:15:54.000 --> 00:15:56.000]  為什麼會有這麼多偶像
[00:15:56.000 --> 00:15:57.000]  這麼多邪靈
[00:15:57.000 --> 00:15:59.000]  這麼多的國家
[00:15:59.000 --> 00:16:01.000]  今天這篇道會解釋
[00:16:01.000 --> 00:16:03.000]  由摩世之歌我們會看到
[00:16:03.000 --> 00:16:07.000]  為什麼這個世界會有這麼多不同的偶像邪靈
[00:16:07.000 --> 00:16:11.000]  我們先看看
[00:16:11.000 --> 00:16:13.000]  由於以色列人的反叛
[00:16:13.000 --> 00:16:15.000]  惹起了神的怒氣
[00:16:15.000 --> 00:16:19.000]  在新命記三十二章二十一節
[00:16:19.000 --> 00:16:23.000]  我剛才說摩世之歌寫得很漂亮
[00:16:23.000 --> 00:16:25.000]  你只看三十二章二十一節
[00:16:25.000 --> 00:16:27.000]  你就覺得漂亮到
[00:16:27.000 --> 00:16:29.000]  真的非常非常精彩
[00:16:29.000 --> 00:16:31.000]  經文怎麼說
[00:16:31.000 --> 00:16:37.000]  他們以那不算為神的觸動我的憤恨
[00:16:37.000 --> 00:16:41.000]  以虛無的神惹了我的怒氣
[00:16:41.000 --> 00:16:42.000]  所以神要怎樣
[00:16:42.000 --> 00:16:47.000]  我也要以那不成子民的觸動他們的憤恨
[00:16:47.000 --> 00:16:51.000]  以愚昧的國民惹了他們的怒氣
[00:16:51.000 --> 00:16:53.000]  神說明明不是神的
[00:16:53.000 --> 00:16:56.000]  你們說是神激怒了我
[00:16:56.000 --> 00:16:58.000]  所以明明不是我子民的
[00:16:58.000 --> 00:16:59.000]  我怎樣
[00:16:59.000 --> 00:17:01.000]  我就稱祂為我的子民
[00:17:01.000 --> 00:17:03.000]  你們認為這些人是愚昧的國民
[00:17:03.000 --> 00:17:07.000]  我就要稱祂們成為我的子民
[00:17:07.000 --> 00:17:09.000]  這些是什麼人
[00:17:09.000 --> 00:17:11.000]  是我們的外邦人
[00:17:11.000 --> 00:17:14.000]  神以我們的外邦人來捉弄
[00:17:14.000 --> 00:17:18.000]  使猶太人妒忌
[00:17:18.000 --> 00:17:21.000]  神現在救贖很多很多外邦人
[00:17:21.000 --> 00:17:24.000]  在現在這個恩典的時代
[00:17:24.000 --> 00:17:25.000]  這個其實是預言
[00:17:25.000 --> 00:17:26.000]  你想想
[00:17:26.000 --> 00:17:28.000]  寫《新命記》的時候
[00:17:28.000 --> 00:17:30.000]  多少千年前
[00:17:30.000 --> 00:17:34.000]  我們能夠成為神的子民
[00:17:34.000 --> 00:17:38.000]  就好像羅馬書第九章第十章所說
[00:17:38.000 --> 00:17:43.000]  我們是資質被接上了橄欖樹上
[00:17:43.000 --> 00:17:44.000]  成為神的子民
[00:17:44.000 --> 00:17:46.000]  成為祂的兒女
[00:17:46.000 --> 00:17:48.000]  但是我們要很小心
[00:17:48.000 --> 00:17:51.000]  我們千萬不要以納不是神的
[00:17:51.000 --> 00:17:53.000]  說是神
[00:17:53.000 --> 00:17:55.000]  我最近在網上看到
[00:17:55.000 --> 00:17:57.000]  有很多人在聊天
[00:17:57.000 --> 00:18:01.000]  說那個直奔標桿人生
[00:18:01.000 --> 00:18:05.000]  Purpose Driven Life的那位Rick Warren
[00:18:05.000 --> 00:18:06.000]  他說什麼
[00:18:06.000 --> 00:18:09.000]  他說回教人的阿拉臣
[00:18:09.000 --> 00:18:11.000]  就是我們基督教的神
[00:18:11.000 --> 00:18:12.000]  很對不起
[00:18:12.000 --> 00:18:14.000]  回教人的阿拉臣
[00:18:14.000 --> 00:18:17.000]  不是我們基督教的神
[00:18:17.000 --> 00:18:20.000]  回教人的阿拉臣
[00:18:20.000 --> 00:18:22.000]  是無憾脈得
[00:18:22.000 --> 00:18:24.000]  說得到這位神的啟示
[00:18:24.000 --> 00:18:26.000]  寫了聖經
[00:18:26.000 --> 00:18:29.000]  寫了他們的《可蘭經》
[00:18:29.000 --> 00:18:30.000]  《可蘭經》說什麼
[00:18:30.000 --> 00:18:35.000]  說地球是一隻很巨型的烏龜的殼上高
[00:18:35.000 --> 00:18:37.000]  我們知道
[00:18:37.000 --> 00:18:42.000]  我們的地球不是一隻很巨型的烏龜的殼上高
[00:18:42.000 --> 00:18:44.000]  我們的地球是什麼
[00:18:44.000 --> 00:18:46.000]  好像約伯記
[00:18:46.000 --> 00:18:48.000]  得到神的密使
[00:18:48.000 --> 00:18:50.000]  26章第七節約伯記
[00:18:50.000 --> 00:18:53.000]  說是懸掛在半空
[00:18:53.000 --> 00:18:56.000]  地球是懸掛在半空
[00:18:56.000 --> 00:18:58.000]  為什麼約伯會知道
[00:18:58.000 --> 00:19:02.000]  只有這位創造宇宙萬物的神
[00:19:02.000 --> 00:19:04.000]  知道宇宙的操作
[00:19:04.000 --> 00:19:06.000]  才能寫得出來
[00:19:06.000 --> 00:19:11.000]  《可蘭經》是教回教徒
[00:19:11.000 --> 00:19:13.000]  將所有異邦的人
[00:19:13.000 --> 00:19:15.000]  不信的人殺光
[00:19:15.000 --> 00:19:18.000]  記不記得我新近才說了一篇
[00:19:18.000 --> 00:19:22.000]  《新命紀》19-21章說什麼
[00:19:22.000 --> 00:19:27.000]  是從殺戮和戰爭看神的憐憫
[00:19:27.000 --> 00:19:30.000]  我們所信的這位神是憐憫的神
[00:19:30.000 --> 00:19:33.000]  他不願意流無辜人的血
[00:19:33.000 --> 00:19:35.000]  我們再看看
[00:19:35.000 --> 00:19:37.000]  由於神的怒氣
[00:19:37.000 --> 00:19:39.000]  有了神的管教
[00:19:39.000 --> 00:19:42.000]  在這32章25節
[00:19:42.000 --> 00:19:45.000]  以色列人有內憂有外患
[00:19:45.000 --> 00:19:48.000]  外面人有刀劍來攻打他們
[00:19:48.000 --> 00:19:51.000]  外面他們感到驚恐
[00:19:51.000 --> 00:19:53.000]  還有什麼呢?26節說
[00:19:53.000 --> 00:19:56.000]  神會將他們分散在遠方
[00:19:56.000 --> 00:19:58.000]  甚至他們的名號
[00:19:58.000 --> 00:20:01.000]  都會從人間來除滅
[00:20:01.000 --> 00:20:04.000]  這其實也是預言
