
[00:00:00.000 --> 00:00:09.000]  今晚的講座除了需要講義 還需要有一本聖經
[00:02:07.000 --> 00:02:11.000]  很多社會服務都是教會辦的
[00:02:11.000 --> 00:02:13.000]  到時會不會改
[00:02:13.000 --> 00:02:16.000]  要不要收歸國有
[00:02:16.000 --> 00:02:21.000]  因為教育是很敏感的一個項目
[00:02:21.000 --> 00:02:26.000]  下一代青少年的心思
[00:02:26.000 --> 00:02:28.000]  在你的手上
[00:02:28.000 --> 00:02:31.000]  所以中國49年之後
[00:02:31.000 --> 00:02:34.000]  其實很多基督教的大學
[00:02:34.000 --> 00:02:38.000]  中國政府都全部收回了
[00:02:38.000 --> 00:02:42.000]  香港呢 我問完這個問題之後
[00:02:42.000 --> 00:02:48.000]  這位共產黨的資深幹部都說
[00:02:48.000 --> 00:02:54.000]  你們說的是教會先知的工作
[00:02:54.000 --> 00:02:58.000]  厲害 有料
[00:02:58.000 --> 00:03:03.000]  懂得用你的說話和你溝通
[00:03:03.000 --> 00:03:09.000]  今晚我們想開宗明義
[00:03:09.000 --> 00:03:15.000]  我們對舊約先知的了解
[00:03:15.000 --> 00:03:18.000]  可能暫時要放下
[00:03:18.000 --> 00:03:24.000]  無論你是從保守的觀點角度
[00:03:24.000 --> 00:03:26.000]  先知講預言
[00:03:26.000 --> 00:03:29.000]  特別預言基督理賽雅
[00:03:29.000 --> 00:03:31.000]  或者你不是右派
[00:03:31.000 --> 00:03:32.000]  那你是左派
[00:03:32.000 --> 00:03:34.000]  香港現在很流行這樣分
[00:03:34.000 --> 00:03:36.000]  什麼教會什麼派
[00:03:36.000 --> 00:03:37.000]  就不是新派舊派
[00:03:37.000 --> 00:03:39.000]  左派右派
[00:03:39.000 --> 00:03:41.000]  如果你是從另一邊
[00:03:41.000 --> 00:03:43.000]  不是保守的傳統
[00:03:43.000 --> 00:03:47.000]  聖經研究西方的學術
[00:03:47.000 --> 00:03:51.000]  過去一百年對先知的定位
[00:03:51.000 --> 00:03:53.000]  就是人所共知
[00:03:53.000 --> 00:03:55.000]  社會公義
[00:03:55.000 --> 00:03:58.000]  講到阿摩斯
[00:03:58.000 --> 00:04:01.000]  講到關心窮人
[00:04:01.000 --> 00:04:04.000]  無論你從哪個出發點去看
[00:04:04.000 --> 00:04:08.000]  我想今晚我們都放下
[00:04:08.000 --> 00:04:16.000]  我不希望花好時間去拆
[00:04:16.000 --> 00:04:20.000]  或者去辯論
[00:04:20.000 --> 00:04:22.000]  我說放下的意思
[00:04:22.000 --> 00:04:27.000]  因為今晚我想用90分鐘左右的時間
[00:04:27.000 --> 00:04:32.000]  和你看聖經怎樣講
[00:04:32.000 --> 00:04:35.000]  所以我們的講座
[00:04:35.000 --> 00:04:38.000]  稱為聖經神學講座
[00:04:38.000 --> 00:04:40.000]  不要漏了聖經兩個字
[00:04:40.000 --> 00:04:42.000]  普通的神學講座
[00:04:42.000 --> 00:04:45.000]  和聖經神學講座有什麼不同
[00:04:45.000 --> 00:04:47.000]  就是這個不同
[00:04:47.000 --> 00:04:48.000]  我希望和你看的是
[00:04:48.000 --> 00:04:51.000]  聖經本身怎樣講
[00:04:51.000 --> 00:04:53.000]  這個很重要
[00:04:53.000 --> 00:05:03.000]  譬如今天很流行的一個方法
[00:05:03.000 --> 00:05:09.000]  怎樣去了解去認識舊約的先知
[00:05:09.000 --> 00:05:16.000]  我們試一下找一下當時的世界
[00:05:16.000 --> 00:05:19.000]  當時的社會
[00:05:19.000 --> 00:05:21.000]  怎樣找呢
[00:05:21.000 --> 00:05:23.000]  我們就找考古
[00:05:23.000 --> 00:05:26.000]  考古學上有很多文獻
[00:05:26.000 --> 00:05:28.000]  很多紀錄
[00:05:28.000 --> 00:05:31.000]  我們就收集這些當時
[00:05:31.000 --> 00:05:35.000]  我們叫古代近東的世界裏面
[00:05:35.000 --> 00:05:38.000]  的神跡人員
[00:05:38.000 --> 00:05:40.000]  不一定是以色列
[00:05:40.000 --> 00:05:42.000]  巴比倫的也有
[00:05:42.000 --> 00:05:43.000]  埃及的也有
[00:05:43.000 --> 00:05:45.000]  迦南的也有
[00:05:45.000 --> 00:05:49.000]  比較一下他們是怎樣的人物
[00:05:49.000 --> 00:05:53.000]  當時社會的宗教領袖
[00:05:53.000 --> 00:05:59.000]  這樣去理解舊約的先知
[00:05:59.000 --> 00:06:03.000]  又在他當時以色列的社會
[00:06:03.000 --> 00:06:06.000]  扮演一個什麼角色
[00:06:06.000 --> 00:06:08.000]  有什麼責任
[00:06:08.000 --> 00:06:10.000]  這個是目前
[00:06:10.000 --> 00:06:14.000]  在聖經研究的學術
[00:06:14.000 --> 00:06:16.000]  討論上
[00:06:16.000 --> 00:06:23.000]  很喜歡用的社會人類學的方法
[00:06:23.000 --> 00:06:28.000]  做一個比較的研究
[00:06:28.000 --> 00:06:30.000]  但其實你細心想一想
[00:06:30.000 --> 00:06:37.000]  這樣的方法是很無稽的
[00:06:37.000 --> 00:06:38.000]  是很滑稽的
[00:06:38.000 --> 00:06:40.000]  是很無聊的
[00:06:40.000 --> 00:06:42.000]  就等於我們說
[00:06:42.000 --> 00:06:44.000]  如果今天
[00:06:44.000 --> 00:06:48.000]  大家未必都是福音堂的弟兄姊妹
[00:06:48.000 --> 00:06:50.000]  不過借黃牧師做例
[00:06:50.000 --> 00:06:52.000]  我和他比較老友
[00:06:52.000 --> 00:06:54.000]  他一定不會怪我
[00:06:54.000 --> 00:06:57.000]  我們要了解黃牧師
[00:06:57.000 --> 00:07:00.000]  十幾年來他的侍奉
[00:07:00.000 --> 00:07:03.000]  我們就去研究一下
[00:07:03.000 --> 00:07:05.000]  今天在加拿大社會
[00:07:05.000 --> 00:07:07.000]  華人社會
[00:07:07.000 --> 00:07:09.000]  佛光山
[00:07:09.000 --> 00:07:11.000]  什麼廟
[00:07:11.000 --> 00:07:13.000]  什麼寺院
[00:07:13.000 --> 00:07:15.000]  香港有六大宗教
[00:07:15.000 --> 00:07:18.000]  除了基督教之外
[00:07:18.000 --> 00:07:24.000]  還有佛教、回教、儒家、道教等等
[00:07:24.000 --> 00:07:29.000]  將他們這些和尚、師姑、道士
[00:07:29.000 --> 00:07:31.000]  都是宗教人士
[00:07:31.000 --> 00:07:34.000]  都是在華人的社會裡
[00:07:34.000 --> 00:07:39.000]  德高望重的宗教領袖
[00:07:39.000 --> 00:07:43.000]  我們歸納他們的身份
[00:07:43.000 --> 00:07:45.000]  他們的角色
[00:07:45.000 --> 00:07:47.000]  他們的工作
[00:07:47.000 --> 00:07:50.000]  他們在社會上人們怎麼看他們
[00:07:50.000 --> 00:07:52.000]  然後我們得到一個結論
[00:07:52.000 --> 00:07:58.000]  就說黃牧師大概都是一個這樣的宗教領袖
[00:07:58.000 --> 00:08:00.000]  你開始笑了
[00:08:00.000 --> 00:08:02.000]  你說是不是無稽呢
[00:08:02.000 --> 00:08:04.000]  因為第一件事我想
[00:08:04.000 --> 00:08:07.000]  福音堂的弟兄姊妹就會彈起來說
[00:08:07.000 --> 00:08:10.000]  我們的牧師是不同的
[00:08:10.000 --> 00:08:14.000]  這句不同不是驕傲
[00:08:14.000 --> 00:08:20.000]  這個不同是因為聖經要求一個牧師
[00:08:20.000 --> 00:08:27.000]  不是對著文化、社會的期望來做
[00:08:27.000 --> 00:08:29.000]  是吧
[00:08:29.000 --> 00:08:33.000]  所以對於舊約的先知
[00:08:33.000 --> 00:08:37.000]  其實不是眾人的期望
[00:08:37.000 --> 00:08:39.000]  他應該是怎樣的
[00:08:39.000 --> 00:08:41.000]  他就是怎樣的
[00:08:41.000 --> 00:08:43.000]  第一句我們會彈起來說
[00:08:43.000 --> 00:08:45.000]  舊約的先知是不同的
[00:08:45.000 --> 00:08:52.000]  因為他是上帝所差遣來做先知的
[00:08:52.000 --> 00:08:55.000]  所以用什麼方法呢
[00:08:55.000 --> 00:08:59.000]  有時候就決定了結論
[00:08:59.000 --> 00:09:02.000]  聖經裡怎麼說呢
[00:09:02.000 --> 00:09:08.000]  這個方法我們今晚嘗試去看一看
[00:09:08.000 --> 00:09:11.000]  我們首先提出一個
[00:09:11.000 --> 00:09:13.000]  大家很熟悉
[00:09:13.000 --> 00:09:22.000]  不過很少會這樣問的一段新約的經文
[00:09:22.000 --> 00:09:24.000]  不用打開聖經了
[00:09:24.000 --> 00:09:26.000]  雖然你應該手上有聖經
[00:09:26.000 --> 00:09:28.000]  不過應該蓋上也說得出來
[00:09:28.000 --> 00:09:30.000]  因為是新約
[00:09:30.000 --> 00:09:32.000]  不是說舊約
[00:09:32.000 --> 00:09:34.000]  說舊約我和你打開看
[00:09:34.000 --> 00:09:36.000]  說新約應該不用打開了
[00:09:36.000 --> 00:09:40.000]  耶穌登山變像
[00:09:40.000 --> 00:09:41.000]  有沒有印象呢
[00:09:41.000 --> 00:09:42.000]  有了
[00:09:42.000 --> 00:09:45.000]  帶了多少個門徒上去呢
[00:09:45.000 --> 00:09:46.000]  三個門徒
[00:09:46.000 --> 00:09:48.000]  可惜他們睡了
[00:09:48.000 --> 00:09:50.000]  當然了,禮拜五晚
[00:09:50.000 --> 00:09:53.000]  很難怪的
[00:09:53.000 --> 00:09:56.000]  不過這一段的記載
[00:09:56.000 --> 00:10:00.000]  有興趣的地方不是哪三個門徒可以上去
[00:10:00.000 --> 00:10:02.000]  反正上去不上去都沒得看
[00:10:02.000 --> 00:10:03.000]  睡著了
[00:10:03.000 --> 00:10:06.000]  而是當耶穌祈禱的時候
[00:10:06.000 --> 00:10:08.000]  聖經記載
[00:10:08.000 --> 00:10:15.000]  有兩個不是祂的門徒的舊約人物
[00:10:15.000 --> 00:10:17.000]  出現在耶穌的身邊
[00:10:17.000 --> 00:10:19.000]  有沒有印象呢
[00:10:19.000 --> 00:10:21.000]  路加福音特別說
[00:10:21.000 --> 00:10:27.000]  他們和耶穌討論關於祂
[00:10:27.000 --> 00:10:30.000]  中文翻譯是離開世界
[00:10:30.000 --> 00:10:33.000]  去世的事
[00:10:33.000 --> 00:10:39.000]  希臘文的字其實是出埃及Exodus的字
[00:10:39.000 --> 00:10:41.000]  這是一個比喻
[00:10:41.000 --> 00:10:43.000]  明不明白說什麼
[00:10:43.000 --> 00:10:44.000]  當然明白了
[00:10:44.000 --> 00:10:46.000]  因為我們中文聖經畫公者畫出腸
[00:10:46.000 --> 00:10:50.000]  就是在討論耶穌釘十字架
[00:10:50.000 --> 00:10:52.000]  換句話說
[00:10:52.000 --> 00:10:54.000]  耶穌上山本來是祈禱的
[00:10:54.000 --> 00:10:58.000]  每一次門徒睡醒就是因為耶穌祈禱
[00:10:58.000 --> 00:11:00.000]  赫西瑪尼是另外一次
[00:11:00.000 --> 00:11:02.000]  耶穌祈禱有名詳氣的
[00:11:02.000 --> 00:11:04.000]  祈禱睡著了
[00:11:04.000 --> 00:11:05.000]  上山是祈禱
[00:11:05.000 --> 00:11:07.000]  為什麼事祈禱你都知道
[00:11:07.000 --> 00:11:09.000]  就是為上十字架
[00:11:09.000 --> 00:11:12.000]  所以赫西瑪尼不是耶穌第一次
[00:11:12.000 --> 00:11:15.000]  為祂的死來祈禱
[00:11:15.000 --> 00:11:20.000]  其實早在登山變象那一次
[00:11:20.000 --> 00:11:25.000]  耶穌已經在為十字架來祈禱
[00:11:25.000 --> 00:11:27.000]  有兩個人物出現
[00:11:27.000 --> 00:11:29.000]  這個就要考你了
[00:11:29.000 --> 00:11:30.000]  不要看聖經
[00:11:30.000 --> 00:11:32.000]  請問第一個是誰
[00:11:32.000 --> 00:11:34.000]  摩西
[00:11:34.000 --> 00:11:36.000]  第二個呢
[00:11:36.000 --> 00:11:37.000]  以利亞
[00:11:37.000 --> 00:11:39.000]  為什麼是這兩個人物出現
[00:11:39.000 --> 00:11:44.000]  有什麼代表性
[00:11:45.000 --> 00:11:47.000]  摩西很清楚
[00:11:47.000 --> 00:11:50.000]  代表律法
[00:11:50.000 --> 00:11:52.000]  五經
[00:11:52.000 --> 00:11:54.000]  上帝的誡命
[00:11:54.000 --> 00:11:55.000]  律例
[00:11:55.000 --> 00:11:56.000]  演章
[00:11:56.000 --> 00:12:00.000]  不止五經不只是規矩
[00:12:00.000 --> 00:12:03.000]  還有創世記的故事
[00:12:03.000 --> 00:12:08.000]  還有地在以色列離開埃及過紅海
[00:12:08.000 --> 00:12:12.000]  所以摩西是代表律法
[00:12:12.000 --> 00:12:14.000]  那以利亞呢
[00:12:14.000 --> 00:12:16.000]  才知道
[00:12:16.000 --> 00:12:19.000]  律法和先知
[00:12:19.000 --> 00:12:21.000]  是馬太福音第五章
[00:12:21.000 --> 00:12:22.000]  有沒有印象
[00:12:22.000 --> 00:12:25.000]  耶穌在登山補糞
[00:12:25.000 --> 00:12:29.000]  不是登山變象
[00:12:29.000 --> 00:12:30.000]  是登山補糞
[00:12:30.000 --> 00:12:32.000]  都是在山上說的
[00:12:32.000 --> 00:12:33.000]  開頭就說了
[00:12:33.000 --> 00:12:35.000]  莫想我來
[00:12:35.000 --> 00:12:39.000]  是要廢掉律法和先知
[00:12:39.000 --> 00:12:41.000]  我來不是要廢掉
[00:12:41.000 --> 00:12:45.000]  乃是要承傳
[00:12:45.000 --> 00:12:48.000]  承傳這個中文翻譯得真好
[00:12:48.000 --> 00:12:49.000]  因為馬太福音
[00:12:49.000 --> 00:12:51.000]  一直用希臘文的時候
[00:12:51.000 --> 00:12:54.000]  中文聖經都譯作應驗
[00:12:54.000 --> 00:12:56.000]  從第一章開始
[00:12:56.000 --> 00:12:59.000]  這是要應驗主席先知所說的話
[00:12:59.000 --> 00:13:01.000]  必有同類華人生子
[00:13:01.000 --> 00:13:04.000]  但是來到第五章他不敢譯應驗
[00:13:04.000 --> 00:13:07.000]  因為律法和先知
[00:13:07.000 --> 00:13:09.000]  用承傳
[00:13:09.000 --> 00:13:10.000]  這個可圈可點
[00:13:10.000 --> 00:13:12.000]  用英文去譯
[00:13:12.000 --> 00:13:13.000]  他就fulfill
[00:13:13.000 --> 00:13:16.000]  承傳律法和先知
[00:13:16.000 --> 00:13:19.000]  所以耶穌來到他的一生
[00:13:19.000 --> 00:13:21.000]  要怎樣結束
[00:13:21.000 --> 00:13:24.000]  他出埃及的事
[00:13:24.000 --> 00:13:28.000]  其實出埃及就不只是說他怎樣死
[00:13:28.000 --> 00:13:31.000]  出埃及其實是說他怎樣完成
[00:13:31.000 --> 00:13:35.000]  上帝救贖的計劃
[00:13:35.000 --> 00:13:38.000]  上帝拯救他的百姓
[00:13:38.000 --> 00:13:39.000]  就是出埃及
[00:13:39.000 --> 00:13:41.000]  所以來到新約
[00:13:41.000 --> 00:13:44.000]  上帝拯救世人
[00:13:44.000 --> 00:13:49.000]  耶穌基督怎樣成就出埃及的事
[00:13:49.000 --> 00:13:54.000]  譯作彌西就有少少意義
[00:13:54.000 --> 00:13:57.000]  你解了它只是說他死
[00:13:57.000 --> 00:13:58.000]  不是的
[00:13:58.000 --> 00:14:04.000]  其實耶穌一生都是完成上帝的拯救計劃
[00:14:04.000 --> 00:14:09.000]  摩西和以利亞的出現
[00:14:09.000 --> 00:14:14.000]  不是因為這兩個人特別和耶穌熟
[00:14:14.000 --> 00:14:20.000]  而是其實他們就是代表律法和先知
[00:14:20.000 --> 00:14:23.000]  就是舊約聖經
[00:14:23.000 --> 00:14:29.000]  律法和先知由摩西和以利亞做代表
[00:14:29.000 --> 00:14:32.000]  不是耶穌選的
[00:14:32.000 --> 00:14:34.000]  不是新約的福音書選的
[00:14:34.000 --> 00:14:37.000]  在哪裏決定了你知道嗎
[00:14:37.000 --> 00:14:39.000]  這個深一點
[00:14:39.000 --> 00:14:40.000]  如果你懂得回答
[00:14:40.000 --> 00:14:42.000]  你可以做老師
[00:14:42.000 --> 00:14:44.000]  可以教
[00:14:44.000 --> 00:14:47.000]  在舊約聖經決定了
[00:14:47.000 --> 00:14:51.000]  在舊約哪一段聖經決定的
[00:14:51.000 --> 00:14:52.000]  貼士
[00:14:52.000 --> 00:14:55.000]  這麼深的題目沒有貼士很難
[00:14:55.000 --> 00:14:58.000]  貼士是最接近新約聖經的
[00:14:58.000 --> 00:15:01.000]  馬拉基書第四章
[00:15:01.000 --> 00:15:06.000]  就是馬拉基書最後的三節
[00:15:06.000 --> 00:15:08.000]  我和你打開看看
[00:15:08.000 --> 00:15:10.000]  你一定背不出來
[00:15:10.000 --> 00:15:12.000]  因為是舊約
[00:15:12.000 --> 00:15:14.000]  問未問到最後的那一節
[00:15:14.000 --> 00:15:16.000]  都是背不出來的
[00:15:16.000 --> 00:15:19.000]  馬太福音前面那一版
[00:15:19.000 --> 00:15:24.000]  馬拉基書第四章第四節到第六節
[00:15:24.000 --> 00:15:25.000]  找到嗎
[00:15:25.000 --> 00:15:27.000]  找到我們一起讀
[00:15:27.000 --> 00:15:32.000]  你們當紀念我僕人摩西的律法
[00:15:32.000 --> 00:15:35.000]  就是我在荷列山
[00:15:35.000 --> 00:15:40.000]  為以色列眾人所吩咐他的律例見證
[00:15:40.000 --> 00:15:41.000]  看啊
[00:15:41.000 --> 00:15:46.000]  耶和華大而可畏之日未到以前
[00:15:46.000 --> 00:15:48.000]  我必猜顯先知
[00:15:48.000 --> 00:15:51.000]  以利亞到你們那裏去
[00:15:51.000 --> 00:15:53.000]  他必使父親的心
[00:15:53.000 --> 00:15:55.000]  轉向兒女
[00:15:55.000 --> 00:15:59.000]  兒女的心轉向父親
[00:15:59.000 --> 00:16:03.000]  免得我來就坐遍地
[00:16:03.000 --> 00:16:05.000]  這三節聖經
[00:16:05.000 --> 00:16:11.000]  就有三個很重要的重點
[00:16:11.000 --> 00:16:13.000]  我希望你看得清楚
[00:16:13.000 --> 00:16:15.000]  第一先澄清
[00:16:15.000 --> 00:16:19.000]  舊約聖經最後那一節
[00:16:19.000 --> 00:16:21.000]  最後那一句
[00:16:21.000 --> 00:16:23.000]  最後那一字
[00:16:23.000 --> 00:16:27.000]  不是停在就坐
[00:16:27.000 --> 00:16:29.000]  很多人這樣說
[00:16:29.000 --> 00:16:31.000]  或者你不是第一次聽到
[00:16:31.000 --> 00:16:33.000]  你看清楚一點
[00:16:33.000 --> 00:16:35.000]  最後那一句
[00:16:35.000 --> 00:16:39.000]  你說中文聖經最後那一句是遍地
[00:16:39.000 --> 00:16:41.000]  希伯來文不是遍地
[00:16:41.000 --> 00:16:43.000]  希伯來文的確是就坐
[00:16:43.000 --> 00:16:45.000]  不過我想指出的是
[00:16:45.000 --> 00:16:49.000]  最後這句話整句怎麼讀
[00:16:49.000 --> 00:16:51.000]  免得就坐
[00:16:51.000 --> 00:16:53.000]  要這樣讀才行
[00:16:53.000 --> 00:16:55.000]  你不讀免得
[00:16:55.000 --> 00:16:57.000]  你就說舊約完在就坐
[00:16:57.000 --> 00:17:01.000]  這就是典型的斷章取義
[00:17:01.000 --> 00:17:03.000]  是不是
[00:17:03.000 --> 00:17:05.000]  明明是說相反的
[00:17:05.000 --> 00:17:07.000]  你就強行誣陷他
[00:17:07.000 --> 00:17:09.000]  要他講就坐
[00:17:09.000 --> 00:17:11.000]  這樣是不通的
[00:17:11.000 --> 00:17:13.000]  是呀,他是停在就坐這個字
[00:17:13.000 --> 00:17:15.000]  不過整句說話
[00:17:15.000 --> 00:17:19.000]  就是免得有就坐
[00:17:19.000 --> 00:17:23.000]  所以舊約聖經停在最後那一句
[00:17:23.000 --> 00:17:25.000]  如果有任何significance
[00:17:25.000 --> 00:17:27.000]  有任何重要
[00:17:27.000 --> 00:17:29.000]  就是不要就坐
[00:17:29.000 --> 00:17:31.000]  而不是就坐
[00:17:31.000 --> 00:17:33.000]  不要這樣誣陷舊約聖經
[00:17:33.000 --> 00:17:35.000]  這是第一點
[00:17:35.000 --> 00:17:37.000]  第二點就是摩西
[00:17:37.000 --> 00:17:39.000]  和以利亞
[00:17:39.000 --> 00:17:41.000]  一起出現
[00:17:41.000 --> 00:17:43.000]  就是舊約聖經
[00:17:43.000 --> 00:17:45.000]  來到先知書
[00:17:45.000 --> 00:17:47.000]  最後的總結
[00:17:47.000 --> 00:17:49.000]  這裡所提
[00:17:49.000 --> 00:17:51.000]  上帝說
[00:17:51.000 --> 00:17:53.000]  第一你們要紀念我的僕人
[00:17:53.000 --> 00:17:55.000]  摩西的律法
[00:17:55.000 --> 00:17:57.000]  我僕人
[00:17:57.000 --> 00:18:01.000]  這個我字很明顯是上帝說的
[00:18:01.000 --> 00:18:03.000]  誰有資格這樣說
[00:18:03.000 --> 00:18:05.000]  沒有人有資格這樣說
[00:18:05.000 --> 00:18:07.000]  摩西是神的僕人
[00:18:07.000 --> 00:18:09.000]  神人摩西
[00:18:09.000 --> 00:18:11.000]  所以這句說話
[00:18:11.000 --> 00:18:13.000]  是上帝親自說的
[00:18:13.000 --> 00:18:15.000]  君父
[00:18:15.000 --> 00:18:17.000]  提到摩西
[00:18:17.000 --> 00:18:19.000]  提到律法
[00:18:19.000 --> 00:18:21.000]  提到律例典章
[00:18:21.000 --> 00:18:23.000]  第二句
[00:18:23.000 --> 00:18:25.000]  第五節
[00:18:25.000 --> 00:18:27.000]  又出現我字
[00:18:27.000 --> 00:18:29.000]  看啊
[00:18:29.000 --> 00:18:33.000]  耶和華大而可畏之日未到以前
[00:18:33.000 --> 00:18:35.000]  提到耶和華
[00:18:35.000 --> 00:18:37.000]  應該不是上帝自己
[00:18:37.000 --> 00:18:39.000]  我必差遣先知
[00:18:39.000 --> 00:18:41.000]  以利亞
[00:18:41.000 --> 00:18:43.000]  這個我都是上帝
[00:18:43.000 --> 00:18:45.000]  這個我都是上帝
[00:18:45.000 --> 00:18:47.000]  怎樣證明
[00:18:47.000 --> 00:18:49.000]  因為最後那句
[00:18:49.000 --> 00:18:51.000]  免得我來
[00:18:51.000 --> 00:18:53.000]  就坐遍地
[00:18:53.000 --> 00:18:55.000]  誰有權
[00:18:55.000 --> 00:18:57.000]  去就坐
[00:18:57.000 --> 00:18:59.000]  只有上帝
[00:18:59.000 --> 00:19:03.000]  所以四五六三節
[00:19:03.000 --> 00:19:05.000]  都說過我字
[00:19:05.000 --> 00:19:09.000]  都是上帝親口的說話
[00:19:09.000 --> 00:19:11.000]  他以摩西
[00:19:11.000 --> 00:19:13.000]  代表律法
[00:19:13.000 --> 00:19:15.000]  然後
[00:19:15.000 --> 00:19:17.000]  提到先知的時候
[00:19:17.000 --> 00:19:21.000]  我必差遣先知
[00:19:21.000 --> 00:19:23.000]  不是以塞亞
[00:19:23.000 --> 00:19:25.000]  不是荷西亞
[00:19:25.000 --> 00:19:27.000]  不是耶利米
[00:19:27.000 --> 00:19:29.000]  不是以西傑
[00:19:29.000 --> 00:19:31.000]  不是阿摩斯
[00:19:31.000 --> 00:19:33.000]  如果要講預言
[00:19:33.000 --> 00:19:35.000]  應該是以塞亞領獎
[00:19:35.000 --> 00:19:37.000]  聖誕節就讀他
[00:19:37.000 --> 00:19:39.000]  壽苦節就讀他
[00:19:39.000 --> 00:19:41.000]  全部都是他
[00:19:41.000 --> 00:19:43.000]  為何不是以塞亞
[00:19:43.000 --> 00:19:45.000]  當然是印錯了
[00:19:45.000 --> 00:19:47.000]  沒有印錯
[00:19:47.000 --> 00:19:49.000]  的確是以利亞
[00:19:49.000 --> 00:19:51.000]  如果講社會公義
[00:19:51.000 --> 00:19:53.000]  就應該是阿摩斯
[00:19:53.000 --> 00:19:55.000]  為何會提以利亞
[00:19:55.000 --> 00:19:57.000]  不是最早是以利亞
[00:19:57.000 --> 00:19:59.000]  在以利亞之前
[00:19:59.000 --> 00:20:01.000]  你記不記得
[00:20:01.000 --> 00:20:03.000]  在獵王紀上
[00:20:03.000 --> 00:20:05.000]  大衛時期
[00:20:05.000 --> 00:20:07.000]  已經有一個很出名的先知
[00:20:07.000 --> 00:20:09.000]  那個叫拿丹
[00:20:09.000 --> 00:20:11.000]  你就是
[00:20:11.000 --> 00:20:13.000]  很勇敢
[00:20:13.000 --> 00:20:15.000]  再早一點
[00:20:15.000 --> 00:20:17.000]  你一路數上去
[00:20:17.000 --> 00:20:19.000]  很多先知
[00:20:19.000 --> 00:20:21.000]  以利亞只不過是舊約先知當中
[00:20:21.000 --> 00:20:23.000]  排隊中間
[00:20:23.000 --> 00:20:25.000]  我們隨便抽一個出來
[00:20:25.000 --> 00:20:27.000]  不是了
[00:20:27.000 --> 00:20:29.000]  這三節聖經
[00:20:29.000 --> 00:20:31.000]  第三個重點
[00:20:31.000 --> 00:20:33.000]  記不記得頭兩個
[00:20:33.000 --> 00:20:35.000]  忘記了
[00:20:35.000 --> 00:20:37.000]  昨晚不怪你
[00:20:37.000 --> 00:20:39.000]  再溫習一次
[00:20:39.000 --> 00:20:41.000]  第一,舊約聖經不是停在就坐
[00:20:41.000 --> 00:20:43.000]  是停在免得就坐
[00:20:43.000 --> 00:20:45.000]  不要誣蔑聖經
[00:20:45.000 --> 00:20:47.000]  第二
[00:20:47.000 --> 00:20:49.000]  提到摩西和以利亞
[00:20:49.000 --> 00:20:51.000]  是律法和先知
[00:20:51.000 --> 00:20:53.000]  的代表
[00:20:53.000 --> 00:20:55.000]  是上帝自己
[00:20:55.000 --> 00:20:57.000]  不是福音書
[00:20:57.000 --> 00:20:59.000]  不是耶穌基督
[00:20:59.000 --> 00:21:01.000]  我,看到嗎
[00:21:01.000 --> 00:21:03.000]  你要紀念我的僕人摩西的律法
[00:21:03.000 --> 00:21:05.000]  我必差遣先知以利亞
[00:21:05.000 --> 00:21:07.000]  來到你們當中
[00:21:07.000 --> 00:21:09.000]  第三個重點
[00:21:09.000 --> 00:21:11.000]  以利亞
[00:21:11.000 --> 00:21:13.000]  為何有資格代表先知
