
[00:00:00.000 --> 00:00:05.120]  各位大兄主母與各位朋友你們好
[00:02:03.600 --> 00:02:05.200]  產生矛盾
[00:02:05.200 --> 00:02:07.400]  就自寇外方
[00:02:07.400 --> 00:02:11.200]  輾轉在不同的地方做地方官
[00:02:11.200 --> 00:02:13.400]  他曾經要求被調到
[00:02:13.400 --> 00:02:16.600]  和他弟弟蘇設比較近的地方
[00:02:16.600 --> 00:02:20.000]  以致兄弟有多些相聚的機會
[00:02:20.000 --> 00:02:21.800]  但事與願違
[00:02:21.800 --> 00:02:24.400]  他被貶到遠遠的密州
[00:02:24.400 --> 00:02:27.000]  沒辦法實現他的夢想
[00:02:27.000 --> 00:02:30.400]  兩兄弟已經有七年沒見過面
[00:02:30.400 --> 00:02:33.200]  就在這一年的中秋節晚上
[00:02:33.200 --> 00:02:35.200]  蘇道摩見到個明月
[00:02:35.200 --> 00:02:36.600]  懷念他弟弟
[00:02:36.600 --> 00:02:39.800]  就寫下這一首千古衆唱的
[00:02:39.800 --> 00:02:41.800]  《水調歌頭》
[00:02:41.800 --> 00:02:44.600]  這幾句人有悲歡離合
[00:02:44.600 --> 00:02:46.600]  月有陰晴圓缺
[00:02:46.600 --> 00:02:48.000]  此事古難傳
[00:02:48.000 --> 00:02:49.400]  但願人長久
[00:02:49.400 --> 00:02:52.000]  千里共善捐
[00:02:52.000 --> 00:02:55.400]  這些名句影響着千千萬萬
[00:02:55.400 --> 00:02:58.200]  世世代代的中國人
[00:02:58.200 --> 00:02:59.400]  事實上
[00:02:59.400 --> 00:03:02.400]  蘇式的一生充滿了憂患
[00:03:02.400 --> 00:03:05.200]  無論在仕途上、婚姻上、家庭上
[00:03:05.200 --> 00:03:07.400]  都遇到不少的挫折
[00:03:07.400 --> 00:03:08.600]  在他的詩詞裏面
[00:03:08.600 --> 00:03:12.800]  充滿了對人生一種無奈和悲哀的感嘆
[00:03:12.800 --> 00:03:15.400]  就讓我們看看他人生中裏面
[00:03:15.400 --> 00:03:17.800]  發生的三件大事
[00:03:17.800 --> 00:03:19.200]  第一件事就是
[00:03:19.200 --> 00:03:20.600]  1057年
[00:03:20.600 --> 00:03:21.800]  即是嘉佑二年
[00:03:21.800 --> 00:03:24.400]  蘇式和他弟弟蘇慈一同進京
[00:03:24.400 --> 00:03:25.600]  參加會試
[00:03:25.600 --> 00:03:28.000]  主考官就是歐陽修
[00:03:28.000 --> 00:03:29.200]  蘇式以一篇
[00:03:29.200 --> 00:03:33.000]  《凝賞中後之治論》的論文
[00:03:33.000 --> 00:03:36.400]  考官慧耀臣非常欣賞
[00:03:36.400 --> 00:03:38.000]  推薦給歐陽修
[00:03:38.000 --> 00:03:39.600]  歐陽修看完之後
[00:03:39.600 --> 00:03:40.800]  讚歎不已
[00:03:40.800 --> 00:03:43.000]  本來就將他列爲第一名的
[00:03:43.000 --> 00:03:44.600]  但迴心想想
[00:03:44.600 --> 00:03:46.800]  寫得那麼好的文章
[00:03:46.800 --> 00:03:51.200]  一定是他的學生曾廣寫的
[00:03:51.200 --> 00:03:52.600]  非他莫屬
[00:03:52.600 --> 00:03:54.400]  爲了避嫌疑
[00:03:54.400 --> 00:03:57.800]  就硬將這個文章的作者
[00:03:57.800 --> 00:03:59.400]  擺在第二名
[00:03:59.400 --> 00:04:01.200]  而不是擺在第一名
[00:04:01.200 --> 00:04:04.200]  怕有人說他偏心他的學生
[00:04:04.200 --> 00:04:07.800]  結果事件刷封之後
[00:04:07.800 --> 00:04:11.200]  才發覺這個論文的作者不是曾廣
[00:04:11.200 --> 00:04:12.800]  而是蘇式
[00:04:12.800 --> 00:04:15.000]  正是陰差陽錯
[00:04:15.000 --> 00:04:16.600]  弄巧反拙
[00:04:16.600 --> 00:04:20.000]  蘇式就白白喪失了第一名的地位
[00:04:20.000 --> 00:04:24.000]  而第一名就給了曾廣
[00:04:24.000 --> 00:04:26.600]  幸好禮部服事的時候
[00:04:26.600 --> 00:04:28.800]  蘇式以春秋對弈一文
[00:04:28.800 --> 00:04:31.000]  取得進士的第一名
[00:04:31.000 --> 00:04:33.000]  這是第一件事
[00:04:33.000 --> 00:04:35.400]  我們再來看第二件事
[00:04:35.400 --> 00:04:38.200]  第一件事只不過是一點點的挫折
[00:04:38.200 --> 00:04:40.600]  不幸的事情接踵而來
[00:04:40.600 --> 00:04:41.800]  宋神宗
[00:04:41.800 --> 00:04:42.800]  1062年
[00:04:42.800 --> 00:04:44.400]  即是1069年
[00:04:44.400 --> 00:04:47.000]  蘇東坡當時任自暴如外勞
[00:04:47.000 --> 00:04:51.200]  因爲反對黃安石變法的一些行爲
[00:04:51.200 --> 00:04:54.800]  不是黃安石所喜悅的
[00:04:54.800 --> 00:04:57.400]  在神宗面前抵毀蘇式
[00:04:57.400 --> 00:05:00.400]  無故回家受傷的時候
[00:05:00.400 --> 00:05:02.400]  乘機販賣蘇木
[00:05:02.400 --> 00:05:04.400]  蘇木是一種染料
[00:05:04.400 --> 00:05:06.000]  而黃安石的學生
[00:05:06.000 --> 00:05:07.000]  謝景溫
[00:05:07.000 --> 00:05:09.800]  又告他販賣私鹽
[00:05:09.800 --> 00:05:12.200]  雖然司馬剛、範振等
[00:05:12.200 --> 00:05:13.200]  就替他辯白
[00:05:13.200 --> 00:05:14.200]  沒有這樣的事
[00:05:14.200 --> 00:05:17.000]  但始終不爲神宗所重用
[00:05:17.000 --> 00:05:18.800]  於是他無可奈何
[00:05:18.800 --> 00:05:21.000]  自動流放到密州
[00:05:21.000 --> 00:05:22.800]  並在1076年
[00:05:22.800 --> 00:05:26.800]  寫下這首《水調歌頭》
[00:05:26.800 --> 00:05:29.000]  第三件大事
[00:05:29.000 --> 00:05:31.400]  這個是最大件事了
[00:05:31.400 --> 00:05:35.600]  就是1079年所發生的污臺私案文字獄
[00:05:35.600 --> 00:05:40.000]  這件事將蘇東坡整個人生改寫過來
[00:05:40.000 --> 00:05:41.400]  次元是這樣的
[00:05:41.400 --> 00:05:42.400]  元豐二年
[00:05:42.400 --> 00:05:44.000]  即是1079年
[00:05:44.000 --> 00:05:46.400]  蘇息當年是43歲
[00:05:46.400 --> 00:05:50.400]  他再次被貶到湖州做地方官
[00:05:50.400 --> 00:05:51.800]  到任的時候
[00:05:51.800 --> 00:05:53.000]  按照規矩
[00:05:53.000 --> 00:05:54.800]  他要上表謝恩
[00:05:54.800 --> 00:05:56.800]  多謝黃恩
[00:05:56.800 --> 00:06:01.200]  但朝廷說他的文章暗藏飢諷
[00:06:01.200 --> 00:06:03.400]  將他關在監獄裏
[00:06:03.400 --> 00:06:06.000]  所謂污臺就是指御史臺
[00:06:06.000 --> 00:06:08.600]  官府外種了很多柏樹
[00:06:08.600 --> 00:06:10.200]  所以叫柏臺
[00:06:10.200 --> 00:06:13.200]  柏樹時常有烏鴉棲生
[00:06:13.200 --> 00:06:15.200]  所以叫污臺
[00:06:15.200 --> 00:06:17.200]  本來御史臺是什麼呢
[00:06:17.200 --> 00:06:20.800]  本來的御史臺是宋朝的皇帝
[00:06:20.800 --> 00:06:22.400]  設立這個御史臺
[00:06:22.400 --> 00:06:25.000]  是有監官的
[00:06:25.000 --> 00:06:27.400]  開頭的監官是監皇帝
[00:06:27.400 --> 00:06:30.200]  皇帝說這些御史臺的監官
[00:06:30.200 --> 00:06:32.800]  批評我是不會死的
[00:06:32.800 --> 00:06:37.200]  但後來漸漸皇帝未必這麼開放
[00:06:37.200 --> 00:06:39.400]  被官員說得多就不喜歡
[00:06:39.400 --> 00:06:42.600]  御史臺漸漸不是監皇帝
[00:06:42.600 --> 00:06:44.600]  而是監那些大臣
[00:06:44.600 --> 00:06:46.600]  批評那些大臣
[00:06:46.600 --> 00:06:49.800]  於是很多政見不同的
[00:06:49.800 --> 00:06:53.600]  遭受到御史臺的另外一派的官
[00:06:53.600 --> 00:06:55.400]  攻擊了
[00:06:55.400 --> 00:06:57.800]  朝廷反對他的人
[00:06:57.800 --> 00:07:00.800]  以爲他是藉着污臺司
[00:07:00.800 --> 00:07:03.400]  來譏諷神宗的清廟法
[00:07:03.400 --> 00:07:04.400]  座驛法
[00:07:04.400 --> 00:07:07.200]  輕水利和嚴禁等政策
[00:07:07.200 --> 00:07:10.400]  當時的弟弟蘇子已知道事態嚴重
[00:07:10.400 --> 00:07:14.000]  託王熙安置好他和哥哥的家屬
[00:07:14.000 --> 00:07:15.600]  上書神宗
[00:07:15.600 --> 00:07:18.600]  予以官職救贖兄長之罪
[00:07:18.600 --> 00:07:22.400]  你炒了我魷魚只要你別定我哥哥的罪就可以了
[00:07:22.400 --> 00:07:26.200]  由此可以見到他們兩兄弟的感情是非常深的
[00:07:26.200 --> 00:07:28.200]  蘇昔在九月被捕
[00:07:28.200 --> 00:07:31.600]  曾經寫信他弟弟交代身後事
[00:07:31.600 --> 00:07:33.600]  他想着這次死定了
[00:07:33.600 --> 00:07:37.000]  他的長子蘇曼一直陪着他父親
[00:07:37.000 --> 00:07:39.400]  被壓至太湖的時候
[00:07:39.400 --> 00:07:42.200]  蘇昔想着凶多吉少
[00:07:42.200 --> 00:07:45.200]  曾經企圖自殺不遂
[00:07:45.200 --> 00:07:50.600]  當抓到他於史臺各個監獄的時候
[00:07:50.600 --> 00:07:53.400]  這件案牽連了七十幾人
[00:07:53.400 --> 00:07:57.200]  蘇昔自以爲這次一定不行了
[00:07:57.200 --> 00:08:00.400]  於是暗藏金丹毒藥
[00:08:00.400 --> 00:08:02.800]  預備再一次自殺
[00:08:02.800 --> 00:08:09.600]  他已經寫了兩首遺詩交給弟弟蘇辭作爲泯滅
[00:08:09.600 --> 00:08:11.400]  這兩首詩是什麼呢?
[00:08:11.400 --> 00:08:14.800]  「聖主如天萬物春
[00:08:14.800 --> 00:08:17.800]  小臣如暗自亡身
[00:08:17.800 --> 00:08:20.400]  百年未滿先上齋
[00:08:20.400 --> 00:08:22.800]  十口無歸更累人
[00:08:22.800 --> 00:08:25.400]  是處青山可埋骨
[00:08:25.400 --> 00:08:28.400]  他年夜與獨相審
[00:08:28.400 --> 00:08:30.600]  與君逝世爲兄弟
[00:08:30.600 --> 00:08:33.800]  有結來生未了因」
[00:08:33.800 --> 00:08:37.200]  寫給他弟弟作爲泯滅
[00:08:37.200 --> 00:08:38.400]  另一首
[00:08:38.400 --> 00:08:41.200]  「拍臺相起夜淒淒
[00:08:41.200 --> 00:08:44.400]  風動廊當月向低
[00:08:44.400 --> 00:08:47.400]  夢繞雲山心似綠
[00:08:47.400 --> 00:08:51.000]  雲驚湯火命如計
[00:08:51.000 --> 00:08:54.400]  眼中西角真似
[00:08:54.400 --> 00:08:57.600]  身後牛依獸老砌
[00:08:57.600 --> 00:09:00.400]  百歲神右定何處
[00:09:00.400 --> 00:09:04.000]  相香之狀自不幹世」
[00:09:04.000 --> 00:09:06.800]  兩首詩都很淒涼
[00:09:06.800 --> 00:09:08.600]  講到他的心境
[00:09:08.600 --> 00:09:12.800]  好像他的雞要下去熱水裏鹿了
[00:09:12.800 --> 00:09:15.800]  心裏面驚得很厲害
[00:09:15.800 --> 00:09:17.600]  又好像
[00:09:17.600 --> 00:09:22.800]  做夢的時候想到自己很容易被人捉的鹿在走一樣
[00:09:22.800 --> 00:09:27.200]  後來因爲皇太后曹氏出免令還
[00:09:27.200 --> 00:09:30.600]  再加上神宗宰相黃安石都勸還
[00:09:30.600 --> 00:09:33.800]  「豈有姓氏而殺才」指者也
[00:09:33.800 --> 00:09:36.200]  素食終於免於一死
[00:09:36.200 --> 00:09:38.600]  被貶罔王周
[00:09:38.600 --> 00:09:40.200]  平日與他交往的
[00:09:40.200 --> 00:09:45.000]  臣子曾廣、王庭堅、司馬剛和範振
[00:09:45.000 --> 00:09:47.000]  都遭受處分
[00:09:47.000 --> 00:09:50.400]  烏臺案就此結束
[00:09:50.400 --> 00:09:53.000]  中國人最慘就是所謂文字獄
[00:09:53.000 --> 00:09:54.400]  以言入罪
[00:09:54.400 --> 00:09:58.200]  歷來不少害死幾多萬人之事
[00:09:58.200 --> 00:10:00.600]  蘇績一身堪旱
[00:10:00.600 --> 00:10:05.800]  後來被貶罔到海南島天涯海角之處
[00:10:05.800 --> 00:10:11.600]  一至到宋哲宗纔回京任看漢林學士
[00:10:11.600 --> 00:10:13.800]  他生經歷制御
[00:10:13.800 --> 00:10:17.400]  但仍然想尋求人生的奧祕
[00:10:17.400 --> 00:10:19.600]  只不過他的人生觀
[00:10:19.600 --> 00:10:22.800]  是顯得無奈和感嘆
[00:10:22.800 --> 00:10:25.800]  他所寫的《定風波》這首詞
[00:10:25.800 --> 00:10:27.400]  正是描繪一個
[00:10:27.400 --> 00:10:32.600]  像蘇敦波一樣在日光之下的人生的看法
[00:10:32.600 --> 00:10:33.800]  定風波
[00:10:33.800 --> 00:10:35.000]  素食
[00:10:35.000 --> 00:10:37.600]  莫定川林打葉聲
[00:10:37.600 --> 00:10:40.600]  何妨吟簫且隨行
[00:10:40.600 --> 00:10:44.600]  足着罔骸輕勝馬誰怕
[00:10:44.600 --> 00:10:47.400]  一梭煙雨任憑生
[00:10:47.400 --> 00:10:51.400]  迢迢春風吹走醒未濫
[00:10:51.400 --> 00:10:54.400]  山頭邪照卻相迎
[00:10:54.400 --> 00:10:57.200]  回首向來消失處歸去
[00:10:57.200 --> 00:11:00.400]  也無風雨也無晴
[00:11:00.400 --> 00:11:05.800]  這首詞是寫在烏臺詩案之後的第三個春天
[00:11:05.800 --> 00:11:08.400]  當時他被貶到黃州
[00:11:08.400 --> 00:11:12.000]  和朋友在趁着春天的時候出遊
[00:11:12.000 --> 00:11:15.400]  忽然之間下起雨來打起風來
[00:11:15.400 --> 00:11:18.400]  朋友先後都退回了
[00:11:18.400 --> 00:11:21.000]  蘇敦波仍然去前行
[00:11:21.000 --> 00:11:24.400]  雖然雨點是川林打葉
[00:11:24.400 --> 00:11:25.400]  但他沒怕
[00:11:25.400 --> 00:11:29.400]  仍在雨中漫漫而行毫不在乎
[00:11:29.400 --> 00:11:32.200]  任泳自若緩步而行
[00:11:32.200 --> 00:11:34.000]  這個所謂足着罔骸
[00:11:34.000 --> 00:11:37.600]  就是說他拿着個杖柺杖
[00:11:37.600 --> 00:11:40.200]  穿着一雙草鞋就去
[00:11:40.200 --> 00:11:43.800]  此時此地在風雨中行走
[00:11:43.800 --> 00:11:45.800]  還勝過騎馬
[00:11:45.800 --> 00:11:47.800]  有一種輕鬆的感覺
[00:11:47.800 --> 00:11:49.600]  所以說足着罔骸
[00:11:49.600 --> 00:11:51.400]  輕勝馬誰怕
[00:11:51.400 --> 00:11:53.800]  因爲暗雨沒有官做
[00:11:53.800 --> 00:11:56.600]  或者是地方官做官
[00:11:56.600 --> 00:11:59.000]  避免不在朝廷做衆臣
[00:11:59.000 --> 00:12:02.000]  反而還自嘲
[00:12:02.000 --> 00:12:03.800]  可能更好
[00:12:03.800 --> 00:12:06.600]  人生難免有風風雨雨
[00:12:06.600 --> 00:12:09.200]  蘇錫經過這個烏臺施案之後
[00:12:09.200 --> 00:12:12.400]  他對人生的態度就好像很瀟灑
[00:12:12.400 --> 00:12:14.200]  無論是風風雨雨
[00:12:14.200 --> 00:12:16.400]  總要面對和接受
[00:12:16.400 --> 00:12:19.000]  他不逃避瀟灑的放下
[00:12:19.000 --> 00:12:22.400]  這就是所謂一梭煙雨任憑生
[00:12:22.400 --> 00:12:27.000]  撩哮春風吹走醒眉覽的意思
[00:12:27.000 --> 00:12:30.000]  人生始終都會山頭斜照
[00:12:30.000 --> 00:12:31.200]  卻相迎
[00:12:31.200 --> 00:12:33.600]  回首向內消失處
[00:12:33.600 --> 00:12:36.000]  風雨始終都會過去
[00:12:36.000 --> 00:12:38.600]  無論有多少的困難
[00:12:38.600 --> 00:12:40.600]  多少的苦楚
[00:12:40.600 --> 00:12:42.800]  總有一天會過去
[00:12:42.800 --> 00:12:46.800]  總有一天那些東西會離開你
[00:12:46.800 --> 00:12:49.800]  所以爲什麼我們還不去前行呢
[00:12:49.800 --> 00:12:51.200]  向前去走
[00:12:51.200 --> 00:12:52.600]  要歸去
[00:12:52.600 --> 00:12:55.800]  在人生中看得透看得通
[00:12:55.800 --> 00:12:58.000]  也無風雨也無晴
[00:12:58.000 --> 00:13:00.000]  一切都會過去
[00:13:00.000 --> 00:13:02.400]  風雨不用怕
[00:13:02.400 --> 00:13:03.800]  始終會過去
[00:13:03.800 --> 00:13:05.000]  晴天
[00:13:05.000 --> 00:13:06.000]  不用那麼開心
[00:13:06.000 --> 00:13:07.600]  一樣會過去
[00:13:07.600 --> 00:13:09.400]  那我們會問
[00:13:09.400 --> 00:13:11.400]  也無風雨也無晴
[00:13:11.400 --> 00:13:14.600]  人生裏面真的風風雨雨
[00:13:14.600 --> 00:13:16.600]  會不會太過阿Q
[00:13:16.600 --> 00:13:18.600]  會不會太過躺平
[00:13:18.600 --> 00:13:21.200]  或者蘇東坡這種人生觀
[00:13:21.200 --> 00:13:24.000]  可以說稍微釋懷
[00:13:24.000 --> 00:13:25.400]  止痛劑
[00:13:25.400 --> 00:13:27.000]  但不是真正解決問題
[00:13:27.000 --> 00:13:28.200]  原因是什麼呢
[00:13:28.200 --> 00:13:30.600]  他沒有神在他心底裏面
[00:13:30.600 --> 00:13:33.400]  不是從神的角度看人生
[00:13:33.400 --> 00:13:35.200]  今天我們看另外一個才子
[00:13:35.200 --> 00:13:36.600]  叫做所羅門王
[00:13:36.600 --> 00:13:40.200]  他是從神的角度去看人生
[00:13:40.200 --> 00:13:42.400]  我叫做日光之上的人生觀
[00:13:42.400 --> 00:13:44.600]  就完全不同了
[00:13:44.600 --> 00:13:46.600]  他寫了一本非常重要的書
[00:13:46.600 --> 00:13:48.000]  就叫做全道書
[00:13:48.000 --> 00:13:49.200]  我們今天來看看
[00:13:49.200 --> 00:13:52.600]  第一第二第三章的重點
[00:13:52.600 --> 00:13:54.000]  第一我們來看看
[00:13:54.000 --> 00:13:55.200]  尋索者
[00:13:55.200 --> 00:13:56.800]  他是一個過來人
[00:13:56.800 --> 00:13:58.000]  全道書是一本
[00:13:58.000 --> 00:14:00.800]  尋求人生意義的傳記
[00:14:00.800 --> 00:14:03.800]  基礎尋索者的尋索過程
[00:14:03.800 --> 00:14:05.000]  他是一個過來人
[00:14:05.000 --> 00:14:06.400]  他自我怎麼介紹呢
[00:14:06.400 --> 00:14:09.400]  他在耶路撒冷作王大位的遺址
[00:14:09.400 --> 00:14:10.800]  全道者的言語
[00:14:10.800 --> 00:14:13.200]  我全道者在耶路撒冷作王
[00:14:13.200 --> 00:14:14.800]  第一章第四字
[00:14:14.800 --> 00:14:16.000]  他和蘇錫一樣
[00:14:16.000 --> 00:14:18.200]  是一個滿有智慧的才子
[00:14:18.200 --> 00:14:20.000]  但他和蘇錫不同的地方是什麼
[00:14:20.000 --> 00:14:22.000]  他是皇帝不是神子
[00:14:22.000 --> 00:14:24.400]  他是有權有勢有錢有智慧
[00:14:24.400 --> 00:14:25.800]  更有時間去尋索
[00:14:25.800 --> 00:14:28.200]  他父親大位東征西伐
[00:14:28.200 --> 00:14:31.000]  爲他江山奠定了好的基礎
[00:14:31.000 --> 00:14:32.400]  國泰民安
[00:14:32.400 --> 00:14:33.400]  盛享太平
[00:14:33.400 --> 00:14:35.800]  他更有足夠的金錢智慧時間
[00:14:35.800 --> 00:14:37.600]  去尋索人生的意義
[00:14:37.600 --> 00:14:39.800]  他又自稱爲一個全道者
[00:14:39.800 --> 00:14:41.600]  全道這個字在希伯來文
[00:14:41.600 --> 00:14:43.800]  和會中這個字是相同的
[00:14:43.800 --> 00:14:45.800]  可能是一個場景就是
[00:14:45.800 --> 00:14:48.800]  所羅姆王對着一大羣的會中
[00:14:48.800 --> 00:14:51.200]  講述他的故事和經歷
[00:14:51.200 --> 00:14:53.600]  道出他心路的歷程
[00:14:53.600 --> 00:14:56.200]  他的心聲和見證
[00:14:56.200 --> 00:14:57.600]  所羅姆王怎麼說
[00:14:57.600 --> 00:15:00.200]  我專心用智慧尋求
[00:15:00.200 --> 00:15:03.600]  查究天下所做的一切事
[00:15:03.600 --> 00:15:06.000]  乃至神教世人所經歷的
[00:15:06.000 --> 00:15:08.000]  是極重的勞苦
[00:15:08.000 --> 00:15:10.000]  一張紙剛纔這麼說
[00:15:10.000 --> 00:15:12.400]  是總結了他的心聲
[00:15:12.400 --> 00:15:14.000]  他憑着他的智慧
[00:15:14.000 --> 00:15:16.400]  金錢和時間要做兩件事
[00:15:16.400 --> 00:15:18.000]  第一他要尋求
[00:15:18.000 --> 00:15:19.800]  尋求這個字在希伯來文
[00:15:19.800 --> 00:15:23.600]  就是用智慧的尋根問底
[00:15:23.600 --> 00:15:25.600]  好像一個博士研究生
[00:15:25.600 --> 00:15:28.200]  尋找萬事的根由
[00:15:28.200 --> 00:15:30.000]  埋頭苦幹
[00:15:30.000 --> 00:15:32.000]  所羅姆王就是用這種態度
[00:15:32.000 --> 00:15:33.400]  尋求天下萬物
[00:15:33.400 --> 00:15:34.800]  究竟有些什麼
[00:15:34.800 --> 00:15:37.000]  可以給到我真正的滿足
[00:15:37.000 --> 00:15:38.600]  是學問
[00:15:38.600 --> 00:15:40.200]  是金錢
[00:15:40.200 --> 00:15:42.000]  你說是享受
[00:15:42.000 --> 00:15:43.600]  人生是爲了什麼
[00:15:43.600 --> 00:15:45.000]  做什麼呢
[00:15:45.000 --> 00:15:46.800]  第二他要查究
[00:15:46.800 --> 00:15:48.400]  查究這個字
[00:15:48.400 --> 00:15:50.800]  不只是研究的意思
[00:15:50.800 --> 00:15:51.600]  是去實驗
[00:15:51.600 --> 00:15:54.000]  去經歷自己親身去實驗
[00:15:54.000 --> 00:15:55.400]  去嘗試
[00:15:55.400 --> 00:15:57.400]  所羅姆王不是隻是去研究
[00:15:57.400 --> 00:15:59.000]  不是去頭腦去理解
[00:15:59.000 --> 00:16:00.400]  而是親身去經歷
[00:16:00.400 --> 00:16:02.400]  去嘗試去實驗
[00:16:02.400 --> 00:16:05.200]  所以他是一個名副其實的國內人
[00:16:05.200 --> 00:16:07.400]  就好像蘇東坡一樣
[00:16:07.400 --> 00:16:09.000]  所羅姆王看到這個世界上
[00:16:09.000 --> 00:16:10.600]  在日光之下的世界
[00:16:10.600 --> 00:16:12.400]  一切都是虛空的
[00:16:12.400 --> 00:16:14.000]  凡事都是虛空
[00:16:14.000 --> 00:16:15.400]  所羅姆王看到這個世界
[00:16:15.400 --> 00:16:18.400]  從大自然領悟到一個真理
[00:16:18.400 --> 00:16:21.000]  蘇式的詩和詞
[00:16:21.000 --> 00:16:22.800]  往往是提到大自然的
[00:16:22.800 --> 00:16:26.000]  日、月、風、雨、花、草
[00:16:26.000 --> 00:16:27.800]  這些自然的景象
[00:16:27.800 --> 00:16:29.800]  所羅姆王一樣
[00:16:29.800 --> 00:16:32.200]  看到這個世界裏面的花草樹木
[00:16:32.200 --> 00:16:33.600]  風風雨雨
[00:16:33.600 --> 00:16:35.800]  他就看到人生的東西了
[00:16:35.800 --> 00:16:37.800]  所以第一章第五節第八節
[00:16:37.800 --> 00:16:38.800]  日頭出來
[00:16:38.800 --> 00:16:39.800]  日頭落下
[00:16:39.800 --> 00:16:41.600]  皆歸所出之地
[00:16:41.600 --> 00:16:42.800]  風往南拐
[00:16:42.800 --> 00:16:44.000]  遊向北轉
[00:16:44.000 --> 00:16:45.800]  不住的船轉
[00:16:45.800 --> 00:16:48.400]  而且返回轉行沿道
[00:16:48.400 --> 00:16:50.800]  江河都往海里流
[00:16:50.800 --> 00:16:52.200]  海卻不門
[00:16:52.200 --> 00:16:54.000]  江河向河處流
[00:16:54.000 --> 00:16:55.400]  迎歸河處
[00:16:55.400 --> 00:16:57.000]  萬事令人厭煩
[00:16:57.000 --> 00:16:58.200]  人不能說盡
[00:16:58.200 --> 00:16:59.600]  眼看漢不飽
[00:16:59.600 --> 00:17:01.400]  耳聽聽不足
[00:17:01.400 --> 00:17:03.600]  所羅姆王引用大自然的實例
[00:17:03.600 --> 00:17:06.400]  無論是上升下沉的太陽
[00:17:06.400 --> 00:17:08.800]  或者是南掛北轉的風
[00:17:08.800 --> 00:17:11.400]  還是流入大海的江河
[00:17:11.400 --> 00:17:13.600]  始終都要歸回原處
[00:17:13.600 --> 00:17:15.400]  然後不住重複
[00:17:15.400 --> 00:17:17.400]  永無止境
[00:17:17.400 --> 00:17:19.000]  這個單調的循環
[00:17:19.000 --> 00:17:23.000]  就好像卡姆所說的舍西弗神話一樣
[00:17:23.000 --> 00:17:25.800]  舍西弗因爲抗拒天神的命令
[00:17:25.800 --> 00:17:28.200]  去到人間不肯返回庇護
[00:17:28.200 --> 00:17:30.000]  因而捉弄了天神
[00:17:30.000 --> 00:17:31.200]  他一怒之下
[00:17:31.200 --> 00:17:34.000]  就給舍西弗一個極殘酷的刑罰
[00:17:34.000 --> 00:17:36.000]  命令他揹着一塊大石頭
[00:17:36.000 --> 00:17:38.000]  從山腳搬到山頂
[00:17:38.000 --> 00:17:39.800]  誰知道流到山頂的時候
[00:17:39.800 --> 00:17:42.200]  石頭就不知爲什麼滑下來
[00:17:42.200 --> 00:17:43.800]  他又要下山
[00:17:43.800 --> 00:17:45.600]  從頭揹着石頭
