
[00:00:00.000 --> 00:00:05.000]  多謝你們教會的邀請
[00:03:03.000 --> 00:03:09.000]  以致擺在我們面前的這本新舊約傳書
[00:03:09.000 --> 00:03:13.000]  蒙神的使用感動了這麼多年
[00:03:13.000 --> 00:03:18.000]  從20世紀開始到現在一直對我們說話
[00:03:18.000 --> 00:03:21.000]  但是當我們今天要讀回經文的時候
[00:03:21.000 --> 00:03:27.000]  你會發覺很多時候我們需要回到希伯來文裡面討論
[00:03:27.000 --> 00:03:29.000]  我知道我不敢問一個問題
[00:03:29.000 --> 00:03:31.000]  在座多少人懂得希伯來文
[00:03:31.000 --> 00:03:35.000]  很可能你會很自卑下一課你不來
[00:03:35.000 --> 00:03:37.000]  這個是我們必須要面對的
[00:03:37.000 --> 00:03:41.000]  即是說假如今天我和你上的是莎士比亞
[00:03:41.000 --> 00:03:43.000]  你一定要懂得英文
[00:03:43.000 --> 00:03:47.000]  如果不是我拿著一本中文莎士比亞跟你說
[00:03:47.000 --> 00:03:50.000]  就有很大的限制
[00:03:50.000 --> 00:03:54.000]  倒過來我們也懂得論語、孟子
[00:03:54.000 --> 00:04:00.000]  這些中國的很經典的古文書籍
[00:04:00.000 --> 00:04:02.000]  用英文去教
[00:04:02.000 --> 00:04:04.000]  教的人說我們不看中文的
[00:04:04.000 --> 00:04:06.000]  很難的
[00:04:06.000 --> 00:04:08.000]  所以讀舊約聖經
[00:04:08.000 --> 00:04:14.000]  如果我們說我們只是拿著中文的翻譯來讀
[00:04:14.000 --> 00:04:16.000]  那已經是一個假設
[00:04:16.000 --> 00:04:20.000]  即是翻譯的人他讀那段聖經
[00:04:20.000 --> 00:04:24.000]  他明白了、消化了、他翻譯出來
[00:04:24.000 --> 00:04:27.000]  我們知道聖經沒有錯誤
[00:04:27.000 --> 00:04:31.000]  解釋聖經的人沒有這個保證
[00:04:31.000 --> 00:04:34.000]  翻譯聖經的人也沒有這個保證
[00:04:34.000 --> 00:04:37.000]  不是每逢翻譯就一定準確
[00:04:37.000 --> 00:04:39.000]  如果是這樣的話以後不需要再翻譯
[00:04:39.000 --> 00:04:43.000]  但我們知道現在聖經公會也在進行一個翻譯
[00:04:43.000 --> 00:04:47.000]  國際聖經協會也在進行一個新的翻譯
[00:04:47.000 --> 00:04:51.000]  這個翻譯的工作是不斷進行的
[00:04:51.000 --> 00:04:56.000]  所以有很多弟兄姊妹上課之後
[00:04:56.000 --> 00:04:58.000]  就會問這個問題
[00:04:58.000 --> 00:05:01.000]  聽你這樣說和學本有很多問題
[00:05:01.000 --> 00:05:05.000]  我們以後還要靈修看不看它好
[00:05:05.000 --> 00:05:08.000]  這是一個很消極的想法
[00:05:08.000 --> 00:05:10.000]  積極一點的就問我
[00:05:10.000 --> 00:05:12.000]  哪個譯本以後我可以用
[00:05:12.000 --> 00:05:15.000]  中文如果沒有 英文可以嗎?
[00:05:15.000 --> 00:05:19.000]  這兩個問題其實怎麼回答都不太對
[00:05:19.000 --> 00:05:25.000]  我猜我們要克服一個這樣的心態
[00:05:25.000 --> 00:05:29.000]  我們正在讀的經文
[00:05:29.000 --> 00:05:35.000]  就一定要百分之一百沒有欠缺
[00:05:35.000 --> 00:05:38.000]  這是很難的
[00:05:38.000 --> 00:05:44.000]  所以為什麼在教會裡我們這麼強調要教導呢?
[00:05:44.000 --> 00:05:48.000]  你不要以為拿起一本聖經
[00:05:48.000 --> 00:05:52.000]  一個信徒自己就一定讀得明白
[00:05:52.000 --> 00:05:57.000]  不要說明 讀得準確更加是困難的事情
[00:05:57.000 --> 00:06:02.000]  聖經裡教導我們祈禱是私人的
[00:06:02.000 --> 00:06:06.000]  耶穌說你不要站在十字街頭祈禱
[00:06:06.000 --> 00:06:07.000]  要怎麼祈禱呢?
[00:06:07.000 --> 00:06:12.000]  關上門 禱告你在暗中的天父
[00:06:12.000 --> 00:06:14.000]  這已經是解聖經的問題
[00:06:14.000 --> 00:06:16.000]  為什麼天父在暗中?
[00:06:16.000 --> 00:06:17.000]  為什麼他不見得光?
[00:06:17.000 --> 00:06:18.000]  你解錯了
[00:06:18.000 --> 00:06:21.000]  當你暗中解成為不見得光
[00:06:21.000 --> 00:06:22.000]  你讀聖經出問題
[00:06:22.000 --> 00:06:26.000]  聖經從來沒有教我們讀聖經要關上門
[00:06:26.000 --> 00:06:27.000]  自己一個人讀
[00:06:27.000 --> 00:06:29.000]  讀不明白就祈禱
[00:06:29.000 --> 00:06:32.000]  不准看參考書 也不准問人
[00:06:32.000 --> 00:06:34.000]  你留心看
[00:06:34.000 --> 00:06:38.000]  在新約聖經裡看到讀聖經是一起讀的
[00:06:38.000 --> 00:06:42.000]  比利亞的人聽到保羅傳道
[00:06:42.000 --> 00:06:45.000]  那裡的人言於貼撒羅里加的人
[00:06:45.000 --> 00:06:48.000]  他們天天考察聖經
[00:06:48.000 --> 00:06:52.000]  要曉得保羅所傳的道是與不是
[00:06:52.000 --> 00:06:55.000]  天天查考聖經是一起的
[00:06:55.000 --> 00:06:58.000]  聖經裡很強調教導的即是
[00:06:58.000 --> 00:07:00.000]  不要這麼多人做師父
[00:07:00.000 --> 00:07:03.000]  不是說沒有人做師父的意思
[00:07:03.000 --> 00:07:05.000]  而是說做教的人
[00:07:05.000 --> 00:07:08.000]  他們的責任很重大
[00:07:08.000 --> 00:07:12.000]  所以不是隨便說就說
[00:07:12.000 --> 00:07:15.000]  做師父的 做老師的
[00:07:15.000 --> 00:07:20.000]  標準 識經文講的判斷
[00:07:20.000 --> 00:07:23.000]  審判是更大更重的
[00:07:23.000 --> 00:07:26.000]  這都是我們對聖經的態度
[00:07:26.000 --> 00:07:29.000]  我們需要學習
[00:07:29.000 --> 00:07:31.000]  我們需要受教
[00:07:31.000 --> 00:07:34.000]  教會就是一個這樣的群體
[00:07:34.000 --> 00:07:37.000]  我們一起讀聖經
[00:07:37.000 --> 00:07:39.000]  讀完之後自己不用讀了
[00:07:39.000 --> 00:07:40.000]  你搞錯了
[00:07:40.000 --> 00:07:43.000]  你上學也要溫書
[00:07:43.000 --> 00:07:44.000]  對不對
[00:07:44.000 --> 00:07:46.000]  你學會了一課課文
[00:07:46.000 --> 00:07:48.000]  你回家要溫習
[00:07:48.000 --> 00:07:52.000]  更何況聖經是要實踐的
[00:07:52.000 --> 00:07:54.000]  是要走出來的
[00:07:54.000 --> 00:07:56.000]  所以在課堂上
[00:07:56.000 --> 00:07:58.000]  我們90分鐘能夠做的
[00:07:58.000 --> 00:08:00.000]  我們只能夠解釋
[00:08:00.000 --> 00:08:06.000]  幫助你正確明白那段經文講什麼
[00:08:06.000 --> 00:08:08.000]  這是我的責任
[00:08:08.000 --> 00:08:10.000]  講完之後我就很快樂
[00:08:10.000 --> 00:08:11.000]  坐下來感謝神
[00:08:11.000 --> 00:08:12.000]  我回家了
[00:08:12.000 --> 00:08:14.000]  怎樣去走
[00:08:14.000 --> 00:08:17.000]  怎樣成為你生命的一部分呢?
[00:08:17.000 --> 00:08:20.000]  這就是你回去溫習
[00:08:20.000 --> 00:08:22.000]  你要做的事
[00:08:22.000 --> 00:08:23.000]  你靈修的時候
[00:08:23.000 --> 00:08:25.000]  打開阿摩斯書再讀
[00:08:25.000 --> 00:08:27.000]  你有一個正確的教導
[00:08:27.000 --> 00:08:30.000]  循著這個正確的了解
[00:08:30.000 --> 00:08:32.000]  你就去思想
[00:08:32.000 --> 00:08:35.000]  怎樣應用在你自己的生命當中
[00:08:35.000 --> 00:08:38.000]  你的責任不是打開聖經讀完之後
[00:08:38.000 --> 00:08:39.000]  閉上眼神
[00:08:39.000 --> 00:08:41.000]  求你教我明白
[00:08:41.000 --> 00:08:43.000]  裡面的準確意思是什麼呢?
[00:08:43.000 --> 00:08:46.000]  有時候我們讀聖經太過浪漫了
[00:08:46.000 --> 00:08:47.000]  你又不懂希伯來文
[00:08:47.000 --> 00:08:49.000]  你又不懂以色列歷史
[00:08:49.000 --> 00:08:50.000]  你什麼都不懂
[00:08:50.000 --> 00:08:53.000]  祈禱求神給你一個正確的了解
[00:08:53.000 --> 00:08:55.000]  談何容易呢?
[00:08:55.000 --> 00:08:57.000]  你得到一個正確的了解之後
[00:08:57.000 --> 00:08:59.000]  你以為得到了
[00:08:59.000 --> 00:09:00.000]  又錯了
[00:09:00.000 --> 00:09:01.000]  又不足夠
[00:09:01.000 --> 00:09:04.000]  所以大家要明白那個配合
[00:09:04.000 --> 00:09:05.000]  你回來這裏
[00:09:05.000 --> 00:09:10.000]  你學的是一個準確對經文的了解
[00:09:10.000 --> 00:09:12.000]  夠不夠呢?
[00:09:12.000 --> 00:09:16.000]  如果說在你的生命實踐上不足夠
[00:09:16.000 --> 00:09:17.000]  你要去實行
[00:09:17.000 --> 00:09:19.000]  實行這部分我幫不了你
[00:09:19.000 --> 00:09:21.000]  我又不認識你
[00:09:21.000 --> 00:09:24.000]  我又不明白你遇到的問題在哪裡
[00:09:24.000 --> 00:09:28.000]  你在主學或者團契小組查經
[00:09:28.000 --> 00:09:31.000]  不是一群人傻乎乎地打開聖經
[00:09:31.000 --> 00:09:32.000]  這裏應該怎樣解釋呢?
[00:09:32.000 --> 00:09:33.000]  你沒有受過訓練
[00:09:33.000 --> 00:09:35.000]  你解釋不了
[00:09:35.000 --> 00:09:38.000]  明白了為什麼一群人坐在一起
[00:09:38.000 --> 00:09:40.000]  我們怎樣做
[00:09:40.000 --> 00:09:42.000]  這個問題就很重要
[00:09:42.000 --> 00:09:48.000]  昔日先知在當時領受這樣的訊息
[00:09:48.000 --> 00:09:51.000]  面對這樣的挑戰
[00:09:51.000 --> 00:09:53.000]  他的回應是這樣的
[00:09:53.000 --> 00:09:57.000]  今日在香港我們面對的問題
[00:09:57.000 --> 00:09:59.000]  和先知可能相同
[00:09:59.000 --> 00:10:01.000]  可能有不同
[00:10:01.000 --> 00:10:03.000]  這段經文來到今日
[00:10:03.000 --> 00:10:05.000]  我們怎樣應用出來呢?
[00:10:05.000 --> 00:10:10.000]  這部分就需要大家繼續去做
[00:10:10.000 --> 00:10:14.000]  不是在堂上一個人講解
[00:10:14.000 --> 00:10:18.000]  就幫大家去實踐這個做不到
[00:10:18.000 --> 00:10:20.000]  所以你的個人讀經
[00:10:20.000 --> 00:10:23.000]  和教會的教導聖經
[00:10:23.000 --> 00:10:26.000]  是要互相配合
[00:10:26.000 --> 00:10:28.000]  有一個延續性
[00:10:28.000 --> 00:10:30.000]  不是互相有衝突
[00:10:30.000 --> 00:10:35.000]  也不是一件事代替了另一件事
[00:10:35.000 --> 00:10:38.000]  所以我開頭的時候先講清楚
[00:10:38.000 --> 00:10:42.000]  以致大家的目標是相同的
[00:10:42.000 --> 00:10:45.000]  我們朝向同一個方向去
[00:10:45.000 --> 00:10:47.000]  在這八堂裏
[00:10:47.000 --> 00:10:53.000]  我們會按著摩斯書的結構
[00:10:53.000 --> 00:10:58.000]  來和大家解釋這本書究竟是講什麼
[00:10:58.000 --> 00:11:01.000]  在你手上應該有三張紙
[00:11:01.000 --> 00:11:05.000]  其中兩張是一篇文章
[00:11:05.000 --> 00:11:10.000]  這篇文章是曾經登在
[00:11:10.000 --> 00:11:15.000]  讀經會出版的《每日讀經釋義》
[00:11:15.000 --> 00:11:17.000]  然後在97年的時候
[00:11:17.000 --> 00:11:21.000]  他們編輯了讀經釋義裏的專文
[00:11:21.000 --> 00:11:23.000]  出版了一本合定版
[00:11:23.000 --> 00:11:26.000]  叫《從創世紀到啟示錄》
[00:11:26.000 --> 00:11:29.000]  各位弟兄姊妹看過這本書嗎?
[00:11:29.000 --> 00:11:31.000]  不是很多人看過
[00:11:31.000 --> 00:11:35.000]  裏面是關於新舊約聖經的專文
[00:11:35.000 --> 00:11:37.000]  這篇文章在那裏發表過
[00:11:37.000 --> 00:11:43.000]  送給大家作為課程的開場白
[00:11:43.000 --> 00:11:45.000]  你用時間看了它
[00:11:45.000 --> 00:11:49.000]  或者你以後再聽我講的時候
[00:11:49.000 --> 00:11:52.000]  你才有一個全面的圖畫
[00:11:52.000 --> 00:11:55.000]  兩張紙給你一個全面的圖畫
[00:11:55.000 --> 00:11:56.000]  這是一個簡略
[00:11:56.000 --> 00:11:58.000]  所以裏面有很多的細節
[00:11:58.000 --> 00:12:02.000]  我們在課堂上還會反覆地討論
[00:12:02.000 --> 00:12:06.000]  第三張紙就是阿摩斯書的大綱
[00:12:06.000 --> 00:12:10.000]  在這張紙上我嘗試告訴你
[00:12:10.000 --> 00:12:13.000]  我是怎樣看阿摩斯書的
[00:12:13.000 --> 00:12:16.000]  阿摩斯書的結構是怎樣的
[00:12:16.000 --> 00:12:19.000]  這些書卷不是隨便
[00:12:19.000 --> 00:12:27.000]  將一些前後無關的、不連貫的說話
[00:12:27.000 --> 00:12:29.000]  將它們放在一起
[00:12:29.000 --> 00:12:34.000]  是一個很有思想、很有心思的一本書
[00:12:34.000 --> 00:12:42.000]  今晚我準備只和大家看一節聖經
[00:12:42.000 --> 00:12:44.000]  在阿摩斯書裏
[00:12:44.000 --> 00:12:48.000]  我只想和你讀第一章的第一節
[00:12:48.000 --> 00:12:50.000]  如果我們講得快的話
[00:12:50.000 --> 00:12:53.000]  或者可以讀第二節
[00:12:53.000 --> 00:12:56.000]  你說八課之後就讀第九節
[00:12:56.000 --> 00:12:57.000]  當然不是的
[00:12:57.000 --> 00:12:59.000]  你需要開車
[00:12:59.000 --> 00:13:03.000]  開車頭的一波是很慢的
[00:13:03.000 --> 00:13:06.000]  開到差不多就轉波
[00:13:06.000 --> 00:13:07.000]  就越來越快
[00:13:07.000 --> 00:13:10.000]  所以你不要以為
[00:13:10.000 --> 00:13:12.000]  以後都是逐節這麼慢
[00:13:12.000 --> 00:13:13.000]  不是的
[00:13:13.000 --> 00:13:18.000]  不過我們始終不是要很籠統
[00:13:18.000 --> 00:13:25.000]  或者只是表面地讀這本書
[00:13:25.000 --> 00:13:28.000]  大家的聖經在手上
[00:13:28.000 --> 00:13:33.000]  請你和我一起打開阿摩斯書的第一章
[00:13:33.000 --> 00:13:40.000]  阿摩斯書第一章第一節和合本是這樣翻譯的
[00:13:40.000 --> 00:13:51.000]  「當猶大王烏西亞以色列王約阿斯的兒子耶羅邦安在位的時候
[00:13:51.000 --> 00:14:03.000]  大地震前二年提哥亞木人中的阿摩斯得默使論以色列」
[00:14:03.000 --> 00:14:07.000]  這句話很長很複雜
[00:14:07.000 --> 00:14:10.000]  大家要有耐性
[00:14:10.000 --> 00:14:12.000]  剛才我說讀先知書
[00:14:12.000 --> 00:14:14.000]  我們先入為主
[00:14:14.000 --> 00:14:17.000]  就立刻去找一些寓言關於耶穌基督的
[00:14:17.000 --> 00:14:20.000]  如果你存有這樣的心情
[00:14:20.000 --> 00:14:22.000]  阿摩斯書大概會令你很失望
[00:14:22.000 --> 00:14:25.000]  如果你存有敬畏的心
[00:14:25.000 --> 00:14:27.000]  等候在神的面前
[00:14:27.000 --> 00:14:29.000]  這本書一定不會令你失望
[00:14:29.000 --> 00:14:32.000]  只是第一章第一節已經不會令你失望
[00:14:32.000 --> 00:14:37.000]  這一節是這本書的標題
[00:14:37.000 --> 00:14:43.000]  古時候寫作沒有書名
[00:14:43.000 --> 00:14:48.000]  古時候寫作不一定有作者
[00:14:48.000 --> 00:14:50.000]  阿摩斯書很幸運
[00:14:50.000 --> 00:14:54.000]  我們知道這本書的作者是阿摩斯
[00:14:54.000 --> 00:15:01.000]  因為這本書的標題第一句話不是「當猶大王」開始的
[00:15:01.000 --> 00:15:08.000]  希伯來文一開始就說「阿摩斯的說話」
[00:15:08.000 --> 00:15:12.000]  「阿摩斯的說話」
[00:15:12.000 --> 00:15:17.000]  如果你參考其他的小先知書的開場白
[00:15:17.000 --> 00:15:23.000]  譬如你就是這樣翻到阿摩斯書前面那一卷
[00:15:23.000 --> 00:15:28.000]  「約爾書第一章第一節」
[00:15:28.000 --> 00:15:34.000]  約爾書的標題是「耶和華的華」
[00:15:34.000 --> 00:15:38.000]  「臨到彼土爾的兒子約爾」
[00:15:38.000 --> 00:15:40.000]  「耶和華的華」
[00:15:40.000 --> 00:15:42.000]  你再翻到前一卷
[00:15:42.000 --> 00:15:52.000]  「河西亞書十二先知書第一章第一節」
[00:15:52.000 --> 00:15:59.000]  「第一章第一節你會碰到當烏西亞約坦亞哈斯希西加作猶大王」
[00:15:59.000 --> 00:16:03.000]  「約阿斯的兒子耶羅邦安作以色列王的時候」
[00:16:03.000 --> 00:16:07.000]  這些都不是希伯來文開頭的說話
[00:16:07.000 --> 00:16:10.000]  下面那句「耶和華的華」
[00:16:10.000 --> 00:16:14.000]  「臨到比利的兒子河西亞」
[00:16:14.000 --> 00:16:17.000]  「耶和華的華」
[00:16:17.000 --> 00:16:20.000]  你看到後面都是一樣
[00:16:20.000 --> 00:16:23.000]  如果你看俄巴底亞書
[00:16:23.000 --> 00:16:25.000]  俄巴底亞書只有一章
[00:16:25.000 --> 00:16:27.000]  所以就沒有章數
[00:16:27.000 --> 00:16:33.000]  第一節「俄巴底亞得了耶和華的墨史」
[00:16:33.000 --> 00:16:37.000]  這一節很難翻譯
[00:16:37.000 --> 00:16:40.000]  我本來已經嘗試做到最好
[00:16:40.000 --> 00:16:45.000]  原本就是「俄巴底亞的墨史」
[00:16:45.000 --> 00:16:50.000]  「主耶和華如此說」
[00:16:50.000 --> 00:16:52.000]  再看下去
[00:16:52.000 --> 00:16:55.000]  約拿書有個很特別的先知書
[00:16:55.000 --> 00:16:57.000]  裡面講一個故事
[00:16:57.000 --> 00:17:01.000]  但一開始都是「耶和華的華」
[00:17:01.000 --> 00:17:04.000]  「臨到亞米太的兒子約拿」
[00:17:04.000 --> 00:17:07.000]  「耶和華的華」這個標題
[00:17:07.000 --> 00:17:12.000]  你們有時間可以逐一查看
[00:17:12.000 --> 00:17:15.000]  不要只看一兩卷
[00:17:15.000 --> 00:17:18.000]  要看完先知書才知道開頭的意思
[00:17:18.000 --> 00:17:20.000]  你就會發覺
[00:17:20.000 --> 00:17:25.000]  在阿摩斯書的開場白裡
[00:17:25.000 --> 00:17:27.000]  是有些特別的
[00:17:27.000 --> 00:17:30.000]  因為他說「阿摩斯」的說話
[00:17:30.000 --> 00:17:34.000]  他不是說「耶和華」的說話
[00:17:34.000 --> 00:17:36.000]  我們不知道為什麼
[00:17:36.000 --> 00:17:38.000]  我們不隨便去解釋
[00:17:38.000 --> 00:17:41.000]  我們留意到比較之下
[00:17:41.000 --> 00:17:45.000]  這個標題是比較特別的
[00:17:45.000 --> 00:17:57.000]  這個標題就提兩個事實
[00:17:57.000 --> 00:18:01.000]  第一就是介紹「阿摩斯」
[00:18:01.000 --> 00:18:03.000]  「阿摩斯」是誰呢?
[00:18:03.000 --> 00:18:07.000]  一般在舊約聖經裡介紹一個人
[00:18:07.000 --> 00:18:11.000]  就會介紹他的父親是誰
[00:18:11.000 --> 00:18:15.000]  我們最熟悉的就是「嫩的兒子約書亞」
[00:18:15.000 --> 00:18:19.000]  大家都知道約書亞的爸爸叫「嫩」
[00:18:19.000 --> 00:18:21.000]  所以我們完全不認識他是誰
[00:18:21.000 --> 00:18:22.000]  完全不知道他做過什麼
[00:18:22.000 --> 00:18:24.000]  只知道他生了約書亞
[00:18:24.000 --> 00:18:26.000]  這是舊約的做法
[00:18:26.000 --> 00:18:30.000]  一會兒我們會碰到再多一點這樣的說法
[00:18:30.000 --> 00:18:32.000]  我們介紹一個人的時候
[00:18:32.000 --> 00:18:34.000]  我們會從他的父親說起
[00:18:34.000 --> 00:18:37.000]  但這裡「阿摩斯」沒有告訴我們
[00:18:37.000 --> 00:18:39.000]  他的父親是誰
[00:18:39.000 --> 00:18:46.000]  這裡介紹「阿摩斯」只是用了他的鄉下直貫
[00:18:46.000 --> 00:18:48.000]  也不一定是鄉下直貫
[00:18:48.000 --> 00:18:50.000]  因為這裡沒有說他在那裡出生
[00:18:50.000 --> 00:18:53.000]  這裡說他在那裡生活
[00:18:53.000 --> 00:19:00.000]  和學本說「提哥亞穆人中的阿摩斯」
[00:19:00.000 --> 00:19:03.000]  希伯來文是一個很短的句子
[00:19:03.000 --> 00:19:10.000]  「他是從提哥亞來的穆人」
[00:19:10.000 --> 00:19:13.000]  「阿摩斯來自提哥亞」
[00:19:13.000 --> 00:19:18.000]  這個資料對我們就有一些意義
[00:19:18.000 --> 00:19:22.000]  因為我們知道提哥亞是在伯利恆
[00:19:22.000 --> 00:19:25.000]  以南十公里的地方
[00:19:25.000 --> 00:19:29.000]  到今天這個地點仍然可以確定
[00:19:29.000 --> 00:19:32.000]  在《舊約聖經》裡面都有出現
[00:19:32.000 --> 00:19:34.000]  除了「阿摩斯書」之外
[00:19:34.000 --> 00:19:36.000]  這個地方名比較有名的一次
[00:19:36.000 --> 00:19:42.000]  就是大衛王當「阿沙隆」為他妹妹報仇
[00:19:42.000 --> 00:19:44.000]  這些可能你不太熟悉
[00:19:44.000 --> 00:19:48.000]  就被大衛王趕逐他出國
[00:19:48.000 --> 00:19:50.000]  但其實大衛很疼愛「阿沙隆」
[00:19:50.000 --> 00:19:56.000]  就是一個元帥約翰就知道大衛的心情很矛盾
[00:19:56.000 --> 00:20:01.000]  約翰就不方便自己出來勸大衛
[00:20:01.000 --> 00:20:06.000]  就找了一個在《聖經》裡面稱為「哲父」
[00:20:06.000 --> 00:20:09.000]  哲學的哲父人的父
[00:20:09.000 --> 00:20:12.000]  這個女人讀了PhD
[00:20:12.000 --> 00:20:14.000]  不是Philosophy的PhD
[00:20:14.000 --> 00:20:17.000]  這是一個很會說話的女人
[00:20:17.000 --> 00:20:20.000]  所以不要說《舊約聖經》看低女人
[00:20:20.000 --> 00:20:22.000]  有些很精彩的領袖也好
[00:20:22.000 --> 00:20:25.000]  或者是一些很重要的關頭出來說話
[00:20:25.000 --> 00:20:27.000]  女性和男性沒有分別
[00:20:27.000 --> 00:20:32.000]  所以提哥亞尼的哲父就勸大衛
[00:20:32.000 --> 00:20:35.000]  寬恕「阿沙隆」
[00:20:35.000 --> 00:20:40.000]  所以提哥亞的名字就出現在《聖經》裡面
[00:20:40.000 --> 00:20:46.000]  這條提哥亞的重要性在哪裡呢?
[00:20:46.000 --> 00:20:52.000]  就是它是屬於南國猶大的一個城市
[00:20:52.000 --> 00:20:56.000]  我們知道以色列的歷史
[00:20:56.000 --> 00:20:58.000]  是南北分裂的
[00:20:58.000 --> 00:21:01.000]  待會我們看到皇帝的名字的時候
[00:21:01.000 --> 00:21:03.000]  我們也會再提這件事
[00:21:03.000 --> 00:21:04.000]  換句話說
[00:21:04.000 --> 00:21:09.000]  阿摩斯的來歷是南國猶大
[00:21:09.000 --> 00:21:12.000]  就算他不在提哥亞出生
[00:21:12.000 --> 00:21:19.000]  他也是一個在提哥亞生活的牧羊人
[00:21:19.000 --> 00:21:24.000]  這句話最值得我們留意的就是牧羊人這個字
[00:21:24.000 --> 00:21:28.000]  提哥亞的牧羊人令你想起什麼呢?
[00:21:28.000 --> 00:21:32.000]  有《聖經》參考的資料就大膽假設
[00:21:32.000 --> 00:21:35.000]  不過他沒有小心求證
[00:21:35.000 --> 00:21:39.000]  他就告訴我們牧羊人都很貧窮
[00:21:39.000 --> 00:21:43.000]  他們要露宿在野外
[00:21:43.000 --> 00:21:44.000]  很辛苦的
[00:21:44.000 --> 00:21:49.000]  所以大概臉孔會被風吹得很粗
[00:21:49.000 --> 00:21:52.000]  生活在鄉下地方
[00:21:52.000 --> 00:21:54.000]  所以進入大城市
[00:21:54.000 --> 00:21:58.000]  就很看不過眼燈紅酒綠的生活
[00:21:58.000 --> 00:22:00.000]  牧羊人很貧窮的
[00:22:00.000 --> 00:22:02.000]  跟人打工看養
[00:22:02.000 --> 00:22:06.000]  如果被野獸吃了擔了要自己賠的
[00:22:06.000 --> 00:22:08.000]  所以老闆很兇的
[00:22:08.000 --> 00:22:10.000]  所以大概阿摩斯都很窮困
[00:22:10.000 --> 00:22:12.000]  後來第七章我們知道
[00:22:12.000 --> 00:22:14.000]  他還有另一個職業
[00:22:14.000 --> 00:22:16.000]  修理桑樹
[00:22:16.000 --> 00:22:18.000]  所以有些《聖經》的資料就說
[00:22:18.000 --> 00:22:22.000]  他一份工不夠吃
[00:22:22.000 --> 00:22:24.000]  可能不要說他有什麼子女
[00:22:24.000 --> 00:22:25.000]  總之他不夠賺
[00:22:25.000 --> 00:22:28.000]  要兼職幫補家計
[00:22:28.000 --> 00:22:30.000]  這個很大膽的假設
[00:22:30.000 --> 00:22:34.000]  這個假設是來自一個先入為主的觀念
[00:22:34.000 --> 00:22:38.000]  就是阿摩斯批評以色列那些
[00:22:38.000 --> 00:22:42.000]  很繁華嬌奢的上流社會生活
[00:22:42.000 --> 00:22:44.000]  大概是來自一個
