
[00:00:00.000 --> 00:00:07.000]  聖經裏面怎樣討論教會和社會
[00:03:46.000 --> 00:03:52.000]  就是誰是耶和華上主的僕人
[00:03:52.000 --> 00:03:57.000]  我們每年壽苦節都讀《耳塞俠書》
[00:03:57.000 --> 00:03:59.000]  53章
[00:03:59.000 --> 00:04:02.000]  其實不應該由53章一節開始
[00:04:02.000 --> 00:04:05.000]  應該是52章13節開始讀
[00:04:05.000 --> 00:04:07.000]  「我的僕人」
[00:04:07.000 --> 00:04:09.000]  當然是說耶穌
[00:04:09.000 --> 00:04:13.000]  你留意《史獨行傳》第八章
[00:04:13.000 --> 00:04:20.000]  「肥利在曠野聽到埃提亞伯太監讀《耳塞俠》先知」
[00:04:20.000 --> 00:04:22.000]  他就走過去問
[00:04:22.000 --> 00:04:25.000]  「你所念的你明白麼?」
[00:04:25.000 --> 00:04:30.000]  太監說「沒有人指教我怎能明白呢?」
[00:04:30.000 --> 00:04:33.000]  我們讀聖經有這麼謙虛就真是好了
[00:04:33.000 --> 00:04:37.000]  於是肥利就跳上車
[00:04:37.000 --> 00:04:40.000]  「從先知」
[00:04:40.000 --> 00:04:41.000]  在讀什麼呢?
[00:04:41.000 --> 00:04:43.000]  就是《耳塞俠書》53章
[00:04:43.000 --> 00:04:46.000]  你小心看聖經
[00:04:46.000 --> 00:04:52.000]  太監問「先知是指著誰說的呢?」
[00:04:52.000 --> 00:04:56.000]  「是指著自己嗎?是指著別人嗎?」
[00:04:56.000 --> 00:04:58.000]  「讓你做肥利」
[00:04:58.000 --> 00:05:01.000]  就馬上回答「是指著耶穌」
[00:05:01.000 --> 00:05:02.000]  對不對?
[00:05:02.000 --> 00:05:04.000]  這個100分
[00:05:04.000 --> 00:05:05.000]  肥利不是這樣回答
[00:05:05.000 --> 00:05:10.000]  肥利是從那段經文起
[00:05:10.000 --> 00:05:16.000]  開始跟太監說耶穌的福音
[00:05:16.000 --> 00:05:19.000]  我們今天不是要看53章
[00:05:19.000 --> 00:05:21.000]  我不想阻礙大家
[00:05:21.000 --> 00:05:24.000]  我們只看49章
[00:05:24.000 --> 00:05:27.000]  49章一開始
[00:05:27.000 --> 00:05:29.000]  這個「我」
[00:05:29.000 --> 00:05:33.000]  仲海島說「當聽我演」
[00:05:33.000 --> 00:05:35.000]  「自我出胎」
[00:05:35.000 --> 00:05:38.000]  「耶和華選召我」
[00:05:38.000 --> 00:05:40.000]  這個「我」是誰?
[00:05:40.000 --> 00:05:44.000]  第三節經文馬上開古
[00:05:44.000 --> 00:05:46.000]  它不用你猜
[00:05:46.000 --> 00:05:52.000]  它說「主對我說:你是我的僕人」
[00:05:52.000 --> 00:05:53.000]  是誰?
[00:05:53.000 --> 00:05:55.000]  以色列
[00:05:55.000 --> 00:05:59.000]  以色列是耶和華的僕人
[00:05:59.000 --> 00:06:02.000]  49章第三節
[00:06:02.000 --> 00:06:04.000]  很奇怪
[00:06:04.000 --> 00:06:07.000]  這個僕人跟上帝抗議
[00:06:07.000 --> 00:06:09.000]  「我勞碌是徒然」
[00:06:09.000 --> 00:06:12.000]  「我盡力是虛無虛空」
[00:06:12.000 --> 00:06:14.000]  有點抱怨
[00:06:14.000 --> 00:06:18.000]  牧師擠牙膏也不用擠得那麼盡
[00:06:18.000 --> 00:06:20.000]  這麼生氣
[00:06:20.000 --> 00:06:22.000]  但是前面用的比喻
[00:06:22.000 --> 00:06:25.000]  你又聽不聽得懂?
[00:06:25.000 --> 00:06:27.000]  耶和華選召我
[00:06:27.000 --> 00:06:31.000]  他使我的口如快刀
[00:06:31.000 --> 00:06:34.000]  是否說話很快的意思?
[00:06:34.000 --> 00:06:35.000]  不是
[00:06:35.000 --> 00:06:38.000]  100年前中文快的意思
[00:06:38.000 --> 00:06:41.000]  用在刀上是指什麼?
[00:06:41.000 --> 00:06:44.000]  是鋒利的刀
[00:06:44.000 --> 00:06:47.000]  這是快刀的意思
[00:06:47.000 --> 00:06:53.000]  將我藏在他手刃之下
[00:06:53.000 --> 00:06:56.000]  看不到那把刀
[00:06:56.000 --> 00:07:01.000]  用手遮著那把鋒利的刀
[00:07:01.000 --> 00:07:04.000]  手遮得住的刀
[00:07:04.000 --> 00:07:07.000]  一定是短匕首
[00:07:07.000 --> 00:07:09.000]  不是長刀
[00:07:09.000 --> 00:07:11.000]  長刀是遮不住的
[00:07:11.000 --> 00:07:13.000]  所以讀聖經有時要想想
[00:07:13.000 --> 00:07:14.000]  在說什麼?
[00:07:14.000 --> 00:07:18.000]  「又使我成為無量的箭」
[00:07:18.000 --> 00:07:20.000]  是否閃光的意思?
[00:07:20.000 --> 00:07:21.000]  不是
[00:07:21.000 --> 00:07:23.000]  又是解鋒利的意思
[00:07:23.000 --> 00:07:29.000]  然後藏在箭袋之中
[00:07:29.000 --> 00:07:30.000]  懂不懂?
[00:07:30.000 --> 00:07:33.000]  你有沒有讀武俠小說?
[00:07:33.000 --> 00:07:40.000]  上帝將我成為他的血滴子
[00:07:40.000 --> 00:07:42.000]  暗器
[00:07:42.000 --> 00:07:44.000]  你從來沒有讀舊約聖經吧?
[00:07:44.000 --> 00:07:45.000]  舊約聖經沒有暗器的
[00:07:45.000 --> 00:07:48.000]  上帝不會用暗器傷人的
[00:07:48.000 --> 00:07:50.000]  你讀吧
[00:07:50.000 --> 00:07:54.000]  《易事學》書49章一開始
[00:07:54.000 --> 00:07:56.000]  以色列是誰?
[00:07:56.000 --> 00:07:59.000]  以色列是上帝的暗器
[00:07:59.000 --> 00:08:01.000]  你從來沒有聽過
[00:08:01.000 --> 00:08:02.000]  不是我說的
[00:08:02.000 --> 00:08:03.000]  是先知說的
[00:08:03.000 --> 00:08:05.000]  不過你讀聖經的時候
[00:08:05.000 --> 00:08:06.000]  你不明白
[00:08:06.000 --> 00:08:07.000]  他說話很快
[00:08:07.000 --> 00:08:08.000]  講道很快
[00:08:08.000 --> 00:08:12.000]  「無量的箭為主發光」
[00:08:12.000 --> 00:08:13.000]  弟兄姊妹
[00:08:13.000 --> 00:08:14.000]  我們為主發光
[00:08:14.000 --> 00:08:15.000]  多些傳福音
[00:08:15.000 --> 00:08:16.000]  錯了
[00:08:17.000 --> 00:08:21.000]  為何以色列是上帝的暗器?
[00:08:21.000 --> 00:08:24.000]  而以色列在抱怨
[00:08:24.000 --> 00:08:26.000]  我勞碌沒什麼用
[00:08:26.000 --> 00:08:29.000]  我做這些事沒用
[00:08:29.000 --> 00:08:31.000]  然後上帝就對他說
[00:08:31.000 --> 00:08:35.000]  你是我的僕人
[00:08:35.000 --> 00:08:39.000]  你使瓦國復興
[00:08:39.000 --> 00:08:43.000]  使以色列歸回
[00:08:43.000 --> 00:08:44.000]  在說什麼?
[00:08:44.000 --> 00:08:45.000]  在說秘魯
[00:08:45.000 --> 00:08:47.000]  在說亡國
[00:08:47.000 --> 00:08:52.000]  在說十二支派流散海外
[00:08:52.000 --> 00:08:56.000]  巴比倫帝國毀滅耶路撒冷之後
[00:08:56.000 --> 00:09:01.000]  上帝現在要他的僕人做什麼?
[00:09:01.000 --> 00:09:02.000]  上帝說
[00:09:02.000 --> 00:09:08.000]  我叫你使以色列歸回
[00:09:08.000 --> 00:09:12.000]  使瓦國十二支派復興
[00:09:12.000 --> 00:09:14.000]  我很喜歡後面那四個字
[00:09:14.000 --> 00:09:16.000]  聖經說的不是我說的
[00:09:16.000 --> 00:09:17.000]  那四個是什麼字?
[00:09:17.000 --> 00:09:21.000]  尚為小事
[00:09:21.000 --> 00:09:23.000]  如果不是聖經說的
[00:09:23.000 --> 00:09:25.000]  我們怎麼敢說?
[00:09:25.000 --> 00:09:29.000]  上帝說我要使教會復興
[00:09:29.000 --> 00:09:35.000]  我要使全香港教會大復興
[00:09:35.000 --> 00:09:36.000]  透過你
[00:09:36.000 --> 00:09:38.000]  感謝主
[00:09:38.000 --> 00:09:41.000]  尚為小事
[00:09:41.000 --> 00:09:43.000]  先聽完這四個字
[00:09:43.000 --> 00:09:45.000]  不要這麼快就撲出去
[00:09:45.000 --> 00:09:47.000]  小事
[00:09:47.000 --> 00:09:49.000]  小事是什麼意思?
[00:09:49.000 --> 00:09:50.000]  不值得提及
[00:09:50.000 --> 00:09:52.000]  不值得作見證
[00:09:52.000 --> 00:09:54.000]  不值得到處宣傳
[00:09:54.000 --> 00:09:55.000]  小事
[00:09:55.000 --> 00:09:57.000]  那什麼是大事?
[00:09:57.000 --> 00:09:59.000]  對比出來
[00:09:59.000 --> 00:10:03.000]  大事就是作外邦人的過
[00:10:03.000 --> 00:10:05.000]  又是說教會和社會
[00:10:05.000 --> 00:10:07.000]  看到嗎?
[00:10:07.000 --> 00:10:12.000]  教會裡面發生任何事都是小事
[00:10:12.000 --> 00:10:16.000]  復興這麼大的事
[00:10:16.000 --> 00:10:17.000]  教會歷史
[00:10:17.000 --> 00:10:18.000]  所以我說
[00:10:18.000 --> 00:10:20.000]  讀聖經和讀教會歷史不同
[00:10:20.000 --> 00:10:21.000]  讀教會歷史
[00:10:21.000 --> 00:10:23.000]  復興就偉大了
[00:10:23.000 --> 00:10:26.000]  天上有地下無
[00:10:26.000 --> 00:10:28.000]  聖經說的
[00:10:28.000 --> 00:10:31.000]  所以為什麼要讀舊約聖經呢?
[00:10:31.000 --> 00:10:32.000]  因為你讀了很多
[00:10:32.000 --> 00:10:33.000]  有暗器
[00:10:33.000 --> 00:10:35.000]  下次團契玩遊戲
[00:10:35.000 --> 00:10:37.000]  可以問這個問題
[00:10:37.000 --> 00:10:39.000]  不止
[00:10:39.000 --> 00:10:41.000]  那個不是重點
[00:10:41.000 --> 00:10:43.000]  引起動機
[00:10:43.000 --> 00:10:46.000]  上帝說復興是小事
[00:10:46.000 --> 00:10:48.000]  那什麼是大事?
[00:10:48.000 --> 00:10:54.000]  救恩臨到外邦
[00:10:54.000 --> 00:10:56.000]  這個是大事
[00:10:56.000 --> 00:10:58.000]  救恩臨到外邦
[00:10:58.000 --> 00:11:00.000]  透過他的僕人
[00:11:00.000 --> 00:11:01.000]  他的僕人
[00:11:01.000 --> 00:11:03.000]  這裡不是說主耶穌
[00:11:03.000 --> 00:11:05.000]  是說以色列
[00:11:05.000 --> 00:11:08.000]  經文自己說的
[00:11:08.000 --> 00:11:10.000]  雖然我們每一次受苦節
[00:11:10.000 --> 00:11:13.000]  都說受苦的僕人是基督
[00:11:13.000 --> 00:11:15.000]  但是經文很清楚說
[00:11:15.000 --> 00:11:21.000]  你是我的僕人以色列
[00:11:21.000 --> 00:11:25.000]  上帝的救恩臨到外邦
[00:11:25.000 --> 00:11:29.000]  要透過他的僕人
[00:11:29.000 --> 00:11:31.000]  教會
[00:11:31.000 --> 00:11:33.000]  此話怎說?
[00:11:33.000 --> 00:11:36.000]  是否我們撲出去
[00:11:36.000 --> 00:11:38.000]  傳福音直到地極?
[00:11:38.000 --> 00:11:40.000]  是否我們復興
[00:11:40.000 --> 00:11:42.000]  福音就能夠傳遍
[00:11:42.000 --> 00:11:44.000]  主耶穌就回來?
[00:11:44.000 --> 00:11:47.000]  這是我們今天一般的說法
[00:11:47.000 --> 00:11:50.000]  以賽亞書怎樣說?
[00:11:50.000 --> 00:11:52.000]  如果你有聖經
[00:11:52.000 --> 00:11:54.000]  我想跟你讀
[00:11:54.000 --> 00:11:59.000]  另外一段的經文
[00:11:59.000 --> 00:12:09.000]  以賽亞書43章第8節開始
[00:12:09.000 --> 00:12:16.000]  以賽亞書43章第8節到第13節
[00:12:16.000 --> 00:12:21.000]  找到我們一起慢慢讀出聖經神的話
[00:12:21.000 --> 00:12:26.000]  以賽亞書43章第8到13節
[00:12:26.000 --> 00:12:29.000]  你要將有眼而合
[00:12:29.000 --> 00:12:32.000]  有耳而聾的文都帶出來
[00:12:32.000 --> 00:12:34.000]  任憑萬國聚集
[00:12:34.000 --> 00:12:36.000]  任憑眾民會合
[00:12:36.000 --> 00:12:39.000]  其中誰能將此聲明
[00:12:39.000 --> 00:12:43.000]  並將先前的事說給我們聽呢?
[00:12:43.000 --> 00:12:46.000]  他們可以帶出見證來
[00:12:46.000 --> 00:12:48.000]  自顯為是
[00:12:48.000 --> 00:12:50.000]  或者他們聽見便說
[00:12:50.000 --> 00:12:52.000]  這是真的
[00:12:52.000 --> 00:12:56.000]  耶和華說:你們是我的見證
[00:12:56.000 --> 00:12:58.000]  我所揀選的僕人
[00:12:58.000 --> 00:13:01.000]  既是這樣便可以知道
[00:13:01.000 --> 00:13:03.000]  且信服我
[00:13:03.000 --> 00:13:06.000]  又明白我就是耶和華
[00:13:06.000 --> 00:13:09.000]  在我以前沒有真神
[00:13:09.000 --> 00:13:12.000]  在我以後也必沒有
[00:13:12.000 --> 00:13:15.000]  唯有我是耶和華
[00:13:15.000 --> 00:13:18.000]  除我以外沒有救主
[00:13:18.000 --> 00:13:20.000]  我曾指示
[00:13:20.000 --> 00:13:22.000]  我曾拯救
[00:13:22.000 --> 00:13:24.000]  我曾說明
[00:13:24.000 --> 00:13:28.000]  並且在你們中間沒有別神
[00:13:28.000 --> 00:13:30.000]  所以耶和華說
[00:13:30.000 --> 00:13:32.000]  你們是我的見證
[00:13:32.000 --> 00:13:34.000]  我也是神
[00:13:34.000 --> 00:13:36.000]  自從有日子以來
[00:13:36.000 --> 00:13:38.000]  我就是神
[00:13:38.000 --> 00:13:41.000]  誰也不能救人脫離我手
[00:13:41.000 --> 00:13:43.000]  我要行事
[00:13:43.000 --> 00:13:46.000]  誰能阻止呢?
[00:13:46.000 --> 00:13:49.000]  這一段的經文也是很少讀的
[00:13:49.000 --> 00:13:53.000]  不過其實這裏有一個很重要的典故
[00:13:53.000 --> 00:13:58.000]  就是剛才我們背《使徒行傳》第一章第八節
[00:13:58.000 --> 00:14:01.000]  我們說:直到地極
[00:14:01.000 --> 00:14:03.000]  是49章第六節
[00:14:03.000 --> 00:14:07.000]  外邦:作我的見證
[00:14:07.000 --> 00:14:09.000]  記得嗎?
[00:14:09.000 --> 00:14:12.000]  耶穌最後說去地極做什麼?
[00:14:12.000 --> 00:14:14.000]  作見證
[00:14:14.000 --> 00:14:16.000]  我們誤會了
[00:14:16.000 --> 00:14:18.000]  我們以為是作見證
[00:14:18.000 --> 00:14:21.000]  不是生安白造的
[00:14:21.000 --> 00:14:25.000]  是為主講見證、做見證
[00:14:25.000 --> 00:14:28.000]  這句話的英文是怎樣翻譯的呢?
[00:14:28.000 --> 00:14:31.000]  Be my witness
[00:14:31.000 --> 00:14:33.000]  我們神學院常常說
[00:14:33.000 --> 00:14:35.000]  Being不是Doing
[00:14:35.000 --> 00:14:37.000]  能不能分辨得到?
[00:14:37.000 --> 00:14:39.000]  你就是那個見證
[00:14:39.000 --> 00:14:41.000]  你不用說的
[00:14:41.000 --> 00:14:43.000]  你不用做的
[00:14:43.000 --> 00:14:45.000]  你擺出來就是那個見證
[00:14:45.000 --> 00:14:48.000]  Be my witness
[00:14:48.000 --> 00:14:52.000]  這句話就是出自
[00:14:52.000 --> 00:14:55.000]  以塞瓦書43章
[00:14:55.000 --> 00:14:58.000]  兩次第十節、十二節
[00:14:58.000 --> 00:15:03.000]  你們就是我的見證
[00:15:03.000 --> 00:15:06.000]  所以我再說
[00:15:06.000 --> 00:15:08.000]  真的什麼都不用做的
[00:15:08.000 --> 00:15:12.000]  「聖造在山上是不能隱藏的」
[00:15:12.000 --> 00:15:17.000]  「燈不是放在斗底下,是放在燈台上」
[00:15:17.000 --> 00:15:21.000]  「是光是暗,有目共睹」
[00:15:21.000 --> 00:15:22.000]  不是,我們今天說
[00:15:22.000 --> 00:15:24.000]  「人民眼睛雪亮」
[00:15:24.000 --> 00:15:27.000]  不是靠你說的
[00:15:27.000 --> 00:15:29.000]  是你是什麼
[00:15:29.000 --> 00:15:34.000]  你整個人教會擺在那裡
[00:15:34.000 --> 00:15:37.000]  就是見證
[00:15:37.000 --> 00:15:40.000]  見證上帝
[00:15:40.000 --> 00:15:43.000]  我們又加了個好字上去
[00:15:43.000 --> 00:15:45.000]  我們馬上加的
[00:15:45.000 --> 00:15:47.000]  要做好見證
[00:15:47.000 --> 00:15:50.000]  好壞都是見證
[00:15:50.000 --> 00:15:52.000]  懂不懂這個意思?
[00:15:52.000 --> 00:15:56.000]  我小時候聽過教會有執事說
[00:15:56.000 --> 00:15:59.000]  「哎呀,回到工廠不說髒話」
[00:15:59.000 --> 00:16:01.000]  「工人聽不懂我說什麼」
[00:16:01.000 --> 00:16:04.000]  「我脫下西裝暫時不做基督徒」
[00:16:04.000 --> 00:16:06.000]  「說完髒話再做基督徒傳福音」
[00:16:06.000 --> 00:16:08.000]  「行不行?律師」
[00:16:08.000 --> 00:16:10.000]  「行不行?」
[00:16:10.000 --> 00:16:11.000]  你明白這個意思嗎?
[00:16:11.000 --> 00:16:13.000]  你是怎樣的見證
[00:16:13.000 --> 00:16:15.000]  所以只有好見證、壞見證
[00:16:15.000 --> 00:16:18.000]  不是,以賽亞書跟我們說
[00:16:18.000 --> 00:16:21.000]  好壞都是見證
[00:16:21.000 --> 00:16:22.000]  為什麼呢?
[00:16:22.000 --> 00:16:25.000]  第一句,第八節
[00:16:25.000 --> 00:16:28.000]  「上帝還你將有眼而核」
[00:16:28.000 --> 00:16:30.000]  「有耳而聾」
[00:16:30.000 --> 00:16:33.000]  「的百姓帶出來」
[00:16:33.000 --> 00:16:36.000]  這八個字真是可圈可點
[00:16:36.000 --> 00:16:41.000]  「耳聾眼核」的僕人
[00:16:41.000 --> 00:16:46.000]  其實前面四十二章已經提過
[00:16:46.000 --> 00:16:49.000]  不過又是我們很不熟悉的經文
[00:16:49.000 --> 00:16:52.000]  「誰比我的僕人眼核」
[00:16:52.000 --> 00:16:55.000]  十九節,四十二章十九節
[00:16:55.000 --> 00:17:02.000]  「誰核眼像耶和華的僕人」呢?
[00:17:02.000 --> 00:17:03.000]  所以如果你說這個僕人
[00:17:03.000 --> 00:17:06.000]  只是說主耶穌,這句就解不通了
[00:17:06.000 --> 00:17:08.000]  耶穌什麼時候核眼耳聾?
[00:17:08.000 --> 00:17:11.000]  這句是罵百姓的
[00:17:11.000 --> 00:17:13.000]  你不熟悉四十幾章而已
[00:17:13.000 --> 00:17:16.000]  你應該記得以賽亞書第六章
[00:17:16.000 --> 00:17:18.000]  記不記得以賽亞先知
[00:17:18.000 --> 00:17:21.000]  在聖殿見到撒拉夫
[00:17:21.000 --> 00:17:24.000]  飛過來,有塊炭
[00:17:24.000 --> 00:17:27.000]  你的罪赦免了
[00:17:27.000 --> 00:17:29.000]  然後先知聽見上帝問
[00:17:29.000 --> 00:17:31.000]  「我可以差遣誰呢?」
[00:17:31.000 --> 00:17:33.000]  「誰肯為我們去呢?」
[00:17:33.000 --> 00:17:35.000]  「要不要陪我去?」
[00:17:35.000 --> 00:17:36.000]  「我說」
[00:17:36.000 --> 00:17:39.000]  「我在這裡,請差遣我」
[00:17:39.000 --> 00:17:42.000]  施班長唱詩,呼召走出來奉獻
[00:17:42.000 --> 00:17:44.000]  報忠神
[00:17:44.000 --> 00:17:48.000]  不是,是報波道
[00:17:48.000 --> 00:17:50.000]  不是,還沒說完
[00:17:50.000 --> 00:17:53.000]  第六章主說
[00:17:53.000 --> 00:17:55.000]  「你去對這百姓說」
[00:17:55.000 --> 00:17:56.000]  什麼?
[00:17:56.000 --> 00:18:01.000]  「你們看是要看見,卻不曉得」
[00:18:01.000 --> 00:18:05.000]  「聽是要聽見,卻不明白」
[00:18:05.000 --> 00:18:10.000]  這個耳聾核眼的百姓以色列
[00:18:10.000 --> 00:18:13.000]  但他仍然是上帝的僕人
[00:18:13.000 --> 00:18:16.000]  不止,在這四十三章
[00:18:16.000 --> 00:18:18.000]  第八至十三節
[00:18:18.000 --> 00:18:20.000]  上帝兩次說了
[00:18:20.000 --> 00:18:24.000]  「你們就是我的見證」
[00:18:24.000 --> 00:18:25.000]  沒有「就」字
[00:18:25.000 --> 00:18:29.000]  「你們是我的見證」
[00:18:29.000 --> 00:18:33.000]  其實這段背景有神話的味道
[00:18:33.000 --> 00:18:35.000]  在天庭上
[00:18:35.000 --> 00:18:39.000]  巴比倫帝國的神
[00:18:39.000 --> 00:18:40.000]  Marduk
[00:18:40.000 --> 00:18:43.000]  帶出他們的軍隊
[00:18:43.000 --> 00:18:45.000]  耀武揚威
[00:18:45.000 --> 00:18:46.000]  在天庭上
[00:18:46.000 --> 00:18:48.000]  誰夠我威風
[00:18:48.000 --> 00:18:52.000]  根據巴比倫帝國的成就
[00:18:52.000 --> 00:18:57.000]  證明我Marduk是真神
[00:18:57.000 --> 00:18:59.000]  那耶和華呢?
[00:18:59.000 --> 00:19:02.000]  以色列人就很緊張
[00:19:02.000 --> 00:19:04.000]  我們輸成這樣
[00:19:04.000 --> 00:19:07.000]  我們亡國被擄
[00:19:07.000 --> 00:19:11.000]  在巴比倫帝國的權柄之下
[00:19:11.000 --> 00:19:15.000]  我們完全不能戰鬥
[00:19:15.000 --> 00:19:18.000]  上帝啊,你顯示一下靈,行不行?
[00:19:18.000 --> 00:19:21.000]  你贏了巴比倫,行不行?
[00:19:21.000 --> 00:19:23.000]  你讓我們知道
[00:19:23.000 --> 00:19:24.000]  起碼我們服你
[00:19:24.000 --> 00:19:26.000]  我們是你的百姓
[00:19:26.000 --> 00:19:28.000]  我們繼續信你
[00:19:28.000 --> 00:19:32.000]  然後在這樣的對話當中
[00:19:32.000 --> 00:19:37.000]  上帝竟然跟以色列說
[00:19:37.000 --> 00:19:41.000]  「你們是我的見證」
[00:19:41.000 --> 00:19:44.000]  那就是說不是好見證
[00:19:44.000 --> 00:19:46.000]  聽不聽得明白?
[00:19:46.000 --> 00:19:48.000]  就是說教會失敗
[00:19:48.000 --> 00:19:51.000]  教會跌倒
[00:19:51.000 --> 00:19:55.000]  在政權、在社會的面前一無是處
[00:19:55.000 --> 00:19:57.000]  然後來到神的面前
[00:19:57.000 --> 00:19:59.000]  「神啊,你真還是假的?」
[00:19:59.000 --> 00:20:01.000]  「教會都這麼壞的」
[00:20:01.000 --> 00:20:03.000]  「我快要走了」
[00:20:03.000 --> 00:20:06.000]  「走去哪?旁邊那間也這麼壞」
[00:20:06.000 --> 00:20:08.000]  「不回教會了」
[00:20:08.000 --> 00:20:11.000]  「你這兩個星期不聽我祈禱」
[00:20:11.000 --> 00:20:13.000]  「讓我經歷你的實在」
[00:20:13.000 --> 00:20:15.000]  「那就先這樣吧」
[00:20:15.000 --> 00:20:17.000]  然後上帝跟你說
[00:20:17.000 --> 00:20:19.000]  「你是我的見證」
[00:20:19.000 --> 00:20:24.000]  在說什麼?
[00:20:24.000 --> 00:20:28.000]  所以49章以色列神的僕人
[00:20:28.000 --> 00:20:31.000]  是有理由抱怨的
[00:20:31.000 --> 00:20:33.000]  「我們搞成這樣」
[00:20:33.000 --> 00:20:36.000]  「我們在列國當中流離失所」
[00:20:36.000 --> 00:20:38.000]  「要為上帝做見證的」
[00:20:38.000 --> 00:20:41.000]  「你起碼讓我們站起來」
[00:20:41.000 --> 00:20:44.000]  「你起碼讓我們威風」
[00:20:44.000 --> 00:20:48.000]  「你起碼讓其他國家尊重我們」
[00:20:48.000 --> 00:20:50.000]  「平起平坐」
[00:20:50.000 --> 00:20:53.000]  「我們現在壞到鐵底」
[00:20:53.000 --> 00:20:56.000]  「我們失敗」
[00:20:56.000 --> 00:21:00.000]  上帝竟然跟他說
[00:21:00.000 --> 00:21:02.000]  「你是我的暗器」
[00:21:02.000 --> 00:21:04.000]  什麼是暗器?
[00:21:04.000 --> 00:21:07.000]  是沒有預料到的
