
[00:00:00.000 --> 00:00:07.000]  今天的題目是給耶穌的生日禮物
[00:02:23.000 --> 00:02:25.000]  接著好了
[00:02:25.000 --> 00:02:27.000]  我想問大家 他們看到那顆星
[00:02:27.000 --> 00:02:29.000]  在什麼方位呢?
[00:02:29.000 --> 00:02:31.000]  東方
[00:02:31.000 --> 00:02:33.000]  又可能錯了
[00:02:33.000 --> 00:02:35.000]  又可能錯了
[00:02:35.000 --> 00:02:37.000]  因為九成的人都說東方
[00:02:37.000 --> 00:02:39.000]  又可能是錯的
[00:02:39.000 --> 00:02:41.000]  你說不是吧?
[00:02:41.000 --> 00:02:43.000]  傳道理你懂不懂?
[00:02:43.000 --> 00:02:45.000]  這首歌的下一句歌詞
[00:02:45.000 --> 00:02:47.000]  又給大家看?
[00:02:47.000 --> 00:02:49.000]  他說那顆星
[00:02:49.000 --> 00:02:51.000]  Shining in the east
[00:02:51.000 --> 00:02:53.000]  Beyond them far
[00:02:53.000 --> 00:02:55.000]  這個them就是剛才那幾位博士
[00:02:55.000 --> 00:02:57.000]  就是說他們看到那顆星在東方
[00:02:57.000 --> 00:02:59.000]  你還說錯?
[00:02:59.000 --> 00:03:01.000]  我可以說錯 一定錯
[00:03:01.000 --> 00:03:03.000]  為什麼呢?
[00:03:03.000 --> 00:03:05.000]  因為如果那顆星在什麼方位呢?
[00:03:05.000 --> 00:03:07.000]  那顆星本身在什麼方位呢?
[00:03:07.000 --> 00:03:09.000]  東方
[00:03:09.000 --> 00:03:11.000]  如果博士在東
[00:03:11.000 --> 00:03:13.000]  他再看到那顆星在東
[00:03:13.000 --> 00:03:15.000]  他去了哪裡呢?
[00:03:15.000 --> 00:03:17.000]  他去了印度
[00:03:17.000 --> 00:03:19.000]  他一路走都不會找到耶穌
[00:03:19.000 --> 00:03:21.000]  他圍繞了地球一個圈
[00:03:21.000 --> 00:03:23.000]  可能有機會遇到耶穌
[00:03:23.000 --> 00:03:25.000]  但耶穌應該已經回到天家
[00:03:25.000 --> 00:03:27.000]  原來博士看到那顆星
[00:03:27.000 --> 00:03:29.000]  肯定不是東
[00:03:29.000 --> 00:03:31.000]  而是在西
[00:03:31.000 --> 00:03:33.000]  所以這首歌不要再唱了
[00:03:33.000 --> 00:03:35.000]  不要再繼續教壞小朋友
[00:03:35.000 --> 00:03:37.000]  教壞大人
[00:03:37.000 --> 00:03:39.000]  因為要看到在西邊
[00:03:39.000 --> 00:03:41.000]  你才可以去到伯利恆
[00:03:41.000 --> 00:03:43.000]  找到耶穌
[00:03:43.000 --> 00:03:45.000]  但我又想說
[00:03:45.000 --> 00:03:47.000]  究竟耶穌的出生
[00:03:47.000 --> 00:03:49.000]  為什麼我剛才禱告都說
[00:03:49.000 --> 00:03:51.000]  和我們每一個人都有關連呢?
[00:03:51.000 --> 00:03:53.000]  我們先從東方博士
[00:03:53.000 --> 00:03:55.000]  所贈的禮物
[00:03:55.000 --> 00:03:57.000]  看起
[00:03:57.000 --> 00:03:59.000]  在《馬太福音》二章一到二節說
[00:03:59.000 --> 00:04:01.000]  當希律王的時候
[00:04:01.000 --> 00:04:03.000]  因為那時候耶穌的時代
[00:04:03.000 --> 00:04:05.000]  是希律作王
[00:04:05.000 --> 00:04:07.000]  耶穌生在猶太的伯利恆
[00:04:07.000 --> 00:04:09.000]  有幾個博士
[00:04:09.000 --> 00:04:11.000]  去到東方
[00:04:11.000 --> 00:04:13.000]  耶路撒冷
[00:04:13.000 --> 00:04:15.000]  找希律王
[00:04:15.000 --> 00:04:17.000]  說:生下來作猶太人的王在哪?
[00:04:17.000 --> 00:04:19.000]  我們在東方看到他的星
[00:04:19.000 --> 00:04:21.000]  所以聖經從來都沒有說
[00:04:21.000 --> 00:04:23.000]  東方博士看到的星
[00:04:23.000 --> 00:04:25.000]  在東方
[00:04:25.000 --> 00:04:27.000]  是歌詞誤導大家
[00:04:27.000 --> 00:04:29.000]  他只看到一顆星
[00:04:29.000 --> 00:04:31.000]  我們來拜他
[00:04:31.000 --> 00:04:33.000]  我想問
[00:04:33.000 --> 00:04:35.000]  剛才有八成的人都說
[00:04:35.000 --> 00:04:37.000]  東方有多少個博士?
[00:04:37.000 --> 00:04:39.000]  其實東方的博士
[00:04:39.000 --> 00:04:41.000]  是三博士
[00:04:41.000 --> 00:04:43.000]  誰告訴你是三博士?
[00:04:43.000 --> 00:04:45.000]  聖經從來都沒有說是三個
[00:04:45.000 --> 00:04:47.000]  不知道為什麼
[00:04:47.000 --> 00:04:49.000]  我們說是三個
[00:04:49.000 --> 00:04:51.000]  可能是我們很多的聖誕卡
[00:04:51.000 --> 00:04:53.000]  誤導大家
[00:04:53.000 --> 00:04:55.000]  出了都是三博士
[00:04:55.000 --> 00:04:57.000]  還下了雪
[00:04:57.000 --> 00:04:59.000]  我不知道耶穌的時候
[00:04:59.000 --> 00:05:01.000]  有沒有下雪
[00:05:01.000 --> 00:05:03.000]  最近不知道大家
[00:05:03.000 --> 00:05:05.000]  爸爸帶了Fiona
[00:05:05.000 --> 00:05:07.000]  帶了小朋友去看電影沒有?
[00:05:07.000 --> 00:05:09.000]  有電影叫The Star
[00:05:09.000 --> 00:05:11.000]  現在正在上映
[00:05:11.000 --> 00:05:13.000]  有個小朋友告訴我
[00:05:13.000 --> 00:05:15.000]  好像十歲左右
[00:05:15.000 --> 00:05:17.000]  他說看了這部電影
[00:05:17.000 --> 00:05:19.000]  三博士
[00:05:19.000 --> 00:05:21.000]  很有趣
[00:05:21.000 --> 00:05:23.000]  電影裡又是出三博士
[00:05:23.000 --> 00:05:25.000]  就是這幾個
[00:05:25.000 --> 00:05:27.000]  有多有趣
[00:05:27.000 --> 00:05:29.000]  又是繼續強化
[00:05:29.000 --> 00:05:31.000]  三個博士
[00:05:31.000 --> 00:05:33.000]  為什麼我們腦海裡
[00:05:33.000 --> 00:05:35.000]  都是三個博士呢?
[00:05:35.000 --> 00:05:37.000]  可能
[00:05:37.000 --> 00:05:39.000]  和他們帶了多少份禮物
[00:05:39.000 --> 00:05:41.000]  給耶穌有關?
[00:05:41.000 --> 00:05:43.000]  三份
[00:05:43.000 --> 00:05:45.000]  我們很自然地說
[00:05:45.000 --> 00:05:47.000]  三份禮物就是三個人
[00:05:47.000 --> 00:05:49.000]  是不是一定呢?
[00:05:49.000 --> 00:05:51.000]  或者很多時候
[00:05:51.000 --> 00:05:53.000]  聖誕卡或者照片
[00:05:53.000 --> 00:05:55.000]  描述到那三個博士
[00:05:55.000 --> 00:05:57.000]  很孤寂
[00:05:57.000 --> 00:05:59.000]  很淒涼
[00:05:59.000 --> 00:06:01.000]  去找耶穌
[00:06:01.000 --> 00:06:03.000]  好像很黃昏
[00:06:03.000 --> 00:06:05.000]  很陰暗
[00:06:05.000 --> 00:06:07.000]  實情是不是
[00:06:07.000 --> 00:06:09.000]  只有三個人上路呢?
[00:06:09.000 --> 00:06:11.000]  研究都說
[00:06:11.000 --> 00:06:13.000]  肯定不是
[00:06:13.000 --> 00:06:15.000]  如果你看一會兒
[00:06:15.000 --> 00:06:17.000]  他們的禮物很貴重
[00:06:17.000 --> 00:06:19.000]  要麼是他們本身就非富則貴
[00:06:19.000 --> 00:06:21.000]  要麼是他們
[00:06:21.000 --> 00:06:23.000]  代表背後的權力
[00:06:23.000 --> 00:06:25.000]  很大
[00:06:25.000 --> 00:06:27.000]  原來當時東方的人
[00:06:27.000 --> 00:06:29.000]  一出門
[00:06:29.000 --> 00:06:31.000]  他們至少是十隻樂陀
[00:06:31.000 --> 00:06:33.000]  至到一百隻樂陀不等
[00:06:33.000 --> 00:06:35.000]  所以根本是整隊樂陀隊
[00:06:35.000 --> 00:06:37.000]  因為第一要有人照顧樂陀
[00:06:37.000 --> 00:06:39.000]  有人預備食物
[00:06:39.000 --> 00:06:41.000]  有人帶帳篷
[00:06:41.000 --> 00:06:43.000]  他們還說如果當時出門
[00:06:43.000 --> 00:06:45.000]  是一些權貴
[00:06:45.000 --> 00:06:47.000]  還要找保鑣或者民兵
[00:06:47.000 --> 00:06:49.000]  去保護他們
[00:06:49.000 --> 00:06:51.000]  所以根本是不會是聖誕卡說的
[00:06:51.000 --> 00:06:53.000]  三個很孤寂的人上路
[00:06:53.000 --> 00:06:55.000]  是很多人
[00:06:55.000 --> 00:06:57.000]  一大堆人
[00:06:57.000 --> 00:06:59.000]  當我研究聖經的時候
[00:06:59.000 --> 00:07:01.000]  我沒有直接見到
[00:07:01.000 --> 00:07:03.000]  希律王
[00:07:03.000 --> 00:07:05.000]  我相信他們很有氣勢
[00:07:05.000 --> 00:07:07.000]  進來
[00:07:07.000 --> 00:07:09.000]  還有一會兒你看聖經
[00:07:09.000 --> 00:07:11.000]  不單是希律王不安
[00:07:11.000 --> 00:07:13.000]  全城的人都不安
[00:07:13.000 --> 00:07:15.000]  怎樣會全城的人知道呢
[00:07:15.000 --> 00:07:17.000]  我相信就是那隊樂陀隊
[00:07:17.000 --> 00:07:19.000]  殺進去
[00:07:19.000 --> 00:07:21.000]  暴操
[00:07:21.000 --> 00:07:23.000]  進去村裡
[00:07:23.000 --> 00:07:25.000]  等於現在一百隻樂陀在拉橋走
[00:07:25.000 --> 00:07:27.000]  我們會不會全城都知道呢
[00:07:27.000 --> 00:07:29.000]  當然會
[00:07:29.000 --> 00:07:31.000]  馬上就拍照
[00:07:31.000 --> 00:07:33.000]  一百隻樂陀不知道來做什麼
[00:07:33.000 --> 00:07:35.000]  原來就是說
[00:07:35.000 --> 00:07:37.000]  有個新的王
[00:07:37.000 --> 00:07:39.000]  所以這個是很不安
[00:07:39.000 --> 00:07:41.000]  是希律王聽到
[00:07:41.000 --> 00:07:43.000]  竟然說有個王要來
[00:07:43.000 --> 00:07:45.000]  他很不安
[00:07:45.000 --> 00:07:47.000]  博士的身份
[00:07:47.000 --> 00:07:49.000]  和他的禮物
[00:07:49.000 --> 00:07:51.000]  又是什麼意義呢
[00:07:51.000 --> 00:07:53.000]  在馬太福音2:2
[00:07:53.000 --> 00:07:55.000]  呂鎮忠譯本
[00:07:55.000 --> 00:07:57.000]  當希律王的日子
[00:07:57.000 --> 00:07:59.000]  有幾個東方的
[00:07:59.000 --> 00:08:01.000]  占星家
[00:08:01.000 --> 00:08:03.000]  我們中文聖經
[00:08:03.000 --> 00:08:05.000]  有時會譯作博士
[00:08:05.000 --> 00:08:07.000]  但你不要想現在那些
[00:08:07.000 --> 00:08:09.000]  讀了很多學位變成博士
[00:08:09.000 --> 00:08:11.000]  不是那些
[00:08:11.000 --> 00:08:13.000]  有些英文就譯作Wiseman
[00:08:13.000 --> 00:08:15.000]  很有智慧的人
[00:08:15.000 --> 00:08:17.000]  有些就譯作占星家
[00:08:17.000 --> 00:08:19.000]  就來到
[00:08:19.000 --> 00:08:21.000]  這個占星也可以是
[00:08:21.000 --> 00:08:23.000]  觀察天文地理的
[00:08:23.000 --> 00:08:25.000]  學家
[00:08:25.000 --> 00:08:27.000]  有時英文就譯作Magician
[00:08:27.000 --> 00:08:29.000]  即是Magician的字
[00:08:29.000 --> 00:08:31.000]  的字頭
[00:08:31.000 --> 00:08:33.000]  但你不要想他是大衛高柏飛那些
[00:08:33.000 --> 00:08:35.000]  不是變魔術那些
[00:08:35.000 --> 00:08:37.000]  是觀星的 是有智慧的人
[00:08:37.000 --> 00:08:39.000]  我想問大家記不記得
[00:08:39.000 --> 00:08:41.000]  他在哪個方位來呢
[00:08:41.000 --> 00:08:43.000]  東方 但他是什麼人
[00:08:43.000 --> 00:08:45.000]  他是什麼人
[00:08:45.000 --> 00:08:47.000]  東方很多地方
[00:08:47.000 --> 00:08:49.000]  你想到
[00:08:49.000 --> 00:08:51.000]  有聽過是什麼人
[00:08:51.000 --> 00:08:53.000]  有很多人都說是
[00:08:53.000 --> 00:08:55.000]  博士
[00:08:55.000 --> 00:08:57.000]  很多相片都說是博士
[00:08:57.000 --> 00:08:59.000]  剛才那張相片都是穿著
[00:08:59.000 --> 00:09:01.000]  博士服裝的
[00:09:01.000 --> 00:09:03.000]  但我可以告訴你
[00:09:03.000 --> 00:09:05.000]  非常可能不是博士
[00:09:05.000 --> 00:09:07.000]  對不起 今天我打破了很多
[00:09:07.000 --> 00:09:09.000]  大家的幻想
[00:09:09.000 --> 00:09:11.000]  你明年聖誕都不知道怎樣跟小朋友說話
[00:09:11.000 --> 00:09:13.000]  一個都說錯
[00:09:13.000 --> 00:09:15.000]  為什麼說不是博士呢
[00:09:15.000 --> 00:09:17.000]  反而當我一直去找很多證據的時候
[00:09:17.000 --> 00:09:19.000]  我就找到
[00:09:19.000 --> 00:09:21.000]  不是博士 是阿拉伯
[00:09:21.000 --> 00:09:23.000]  不知道你有沒有聽過
[00:09:23.000 --> 00:09:25.000]  是阿拉伯
[00:09:25.000 --> 00:09:27.000]  我們從他三份賀禮
[00:09:27.000 --> 00:09:29.000]  可能會知道多一點
[00:09:29.000 --> 00:09:31.000]  或者更加肯定
[00:09:31.000 --> 00:09:33.000]  可能是阿拉伯
[00:09:33.000 --> 00:09:35.000]  他們分別的禮物是什麼呢
[00:09:35.000 --> 00:09:37.000]  二章十一節 馬太夫人說
[00:09:37.000 --> 00:09:39.000]  他們進了房子 看見小朋友
[00:09:39.000 --> 00:09:41.000]  和他的母親瑪利亞
[00:09:41.000 --> 00:09:43.000]  就俯伏小孩子
[00:09:43.000 --> 00:09:45.000]  拜小朋友
[00:09:45.000 --> 00:09:47.000]  揭開寶盒
[00:09:47.000 --> 00:09:49.000]  拿了什麼
[00:09:49.000 --> 00:09:51.000]  黃金 還有
[00:09:51.000 --> 00:09:53.000]  乳香和抹藥
[00:09:53.000 --> 00:09:55.000]  黃金在當時和現在
[00:09:55.000 --> 00:09:57.000]  都是很貴重
[00:09:57.000 --> 00:09:59.000]  以前更加貴重
[00:09:59.000 --> 00:10:01.000]  稀有的東西
[00:10:01.000 --> 00:10:03.000]  原來聖經在很多處地方
[00:10:03.000 --> 00:10:05.000]  都有記載阿拉伯人
[00:10:05.000 --> 00:10:07.000]  將黃金
[00:10:07.000 --> 00:10:09.000]  給索羅門
[00:10:09.000 --> 00:10:11.000]  在聶王記
[00:10:11.000 --> 00:10:13.000]  上九章十四節
[00:10:13.000 --> 00:10:15.000]  希蘭給索羅門
[00:10:15.000 --> 00:10:17.000]  六百六十六他連得金字
[00:10:17.000 --> 00:10:19.000]  在聶王記上
[00:10:19.000 --> 00:10:21.000]  第十章十四節
[00:10:21.000 --> 00:10:23.000]  索羅門每年所得的金字
[00:10:23.000 --> 00:10:25.000]  只是收到金
[00:10:25.000 --> 00:10:27.000]  都是六百六十六他連得
[00:10:27.000 --> 00:10:29.000]  在屬靈上
[00:10:29.000 --> 00:10:31.000]  在實際意義上
[00:10:31.000 --> 00:10:33.000]  那幾個博士
[00:10:33.000 --> 00:10:35.000]  他覺得他當耶穌是王
[00:10:35.000 --> 00:10:37.000]  一去到他拜他
[00:10:37.000 --> 00:10:39.000]  還有拿黃金給他
[00:10:39.000 --> 00:10:41.000]  另外一樣東西是乳香
[00:10:41.000 --> 00:10:43.000]  乳香是什麼呢
[00:10:43.000 --> 00:10:45.000]  乳香其實都是很珍貴的香料
[00:10:45.000 --> 00:10:47.000]  可以製造化妝品
[00:10:47.000 --> 00:10:49.000]  原來
[00:10:49.000 --> 00:10:51.000]  今天的中國
[00:10:51.000 --> 00:10:53.000]  還在用乳香來做什麼呢
[00:10:53.000 --> 00:10:55.000]  中藥
[00:10:55.000 --> 00:10:57.000]  當我看香港浸會大學
[00:10:57.000 --> 00:10:59.000]  中醫學院的網頁
[00:10:59.000 --> 00:11:01.000]  他介紹
[00:11:01.000 --> 00:11:03.000]  他說乳香功效很厲害
[00:11:03.000 --> 00:11:05.000]  行氣活血
[00:11:05.000 --> 00:11:07.000]  定痛
[00:11:07.000 --> 00:11:09.000]  追毒
[00:11:09.000 --> 00:11:11.000]  還有心腹痛
[00:11:11.000 --> 00:11:13.000]  咳嗽
[00:11:13.000 --> 00:11:15.000]  鐵打損傷
[00:11:15.000 --> 00:11:17.000]  產後乳血
[00:11:17.000 --> 00:11:19.000]  原來乳香是很有用
[00:11:19.000 --> 00:11:21.000]  但屬靈意義上
[00:11:21.000 --> 00:11:23.000]  乳香原來是當時
[00:11:23.000 --> 00:11:25.000]  以色列人用的時候
[00:11:25.000 --> 00:11:27.000]  在索羅門的時代
[00:11:27.000 --> 00:11:29.000]  只是用在會幕
[00:11:29.000 --> 00:11:31.000]  和聖殿獻祭之用
[00:11:31.000 --> 00:11:33.000]  普通人是不能用的
[00:11:33.000 --> 00:11:35.000]  這個乳香代表
[00:11:35.000 --> 00:11:37.000]  對上帝的
[00:11:37.000 --> 00:11:39.000]  祈禱
[00:11:39.000 --> 00:11:41.000]  這個乳香代表
[00:11:41.000 --> 00:11:43.000]  對上帝的尊敬
[00:11:43.000 --> 00:11:45.000]  其實也代表著耶穌
[00:11:45.000 --> 00:11:47.000]  是一個祭司
[00:11:47.000 --> 00:11:49.000]  因為他代表我們和上帝
[00:11:49.000 --> 00:11:51.000]  做那個中間人
[00:11:51.000 --> 00:11:53.000]  好了 末藥又是什麼呢
[00:11:53.000 --> 00:11:55.000]  末藥也是很貴重的香料
[00:11:55.000 --> 00:11:57.000]  他就說功能
[00:11:57.000 --> 00:11:59.000]  就是散血去乳
[00:11:59.000 --> 00:12:01.000]  即是中藥
[00:12:01.000 --> 00:12:03.000]  然後
[00:12:03.000 --> 00:12:05.000]  其中有一個最重要
[00:12:05.000 --> 00:12:07.000]  就是當時的
[00:12:07.000 --> 00:12:09.000]  古埃及人和
[00:12:09.000 --> 00:12:11.000]  耶穌的時代
[00:12:11.000 --> 00:12:13.000]  他們都是用它來
[00:12:13.000 --> 00:12:15.000]  塗抹在屍體上
[00:12:15.000 --> 00:12:17.000]  令它更加香
[00:12:17.000 --> 00:12:19.000]  或者有防腐的作用
[00:12:19.000 --> 00:12:21.000]  在屬靈意義上
[00:12:21.000 --> 00:12:23.000]  他為著耶穌將來有一天
[00:12:23.000 --> 00:12:25.000]  要釘十字架
[00:12:25.000 --> 00:12:27.000]  要受死 做好準備
[00:12:27.000 --> 00:12:29.000]  這是這三份禮物的意思
[00:12:29.000 --> 00:12:31.000]  但原來當我看回
[00:12:31.000 --> 00:12:33.000]  他們的產地
[00:12:33.000 --> 00:12:35.000]  這三份禮物的產地在哪裡呢
[00:12:35.000 --> 00:12:37.000]  原來都是在
[00:12:37.000 --> 00:12:39.000]  索馬利
[00:12:39.000 --> 00:12:41.000]  埃塞俄比亞
[00:12:41.000 --> 00:12:43.000]  和阿拉伯半島
[00:12:43.000 --> 00:12:45.000]  原來這三樣的禮物
[00:12:45.000 --> 00:12:47.000]  他們研究的時候
[00:12:47.000 --> 00:12:49.000]  阿拉伯的有錢人
[00:12:49.000 --> 00:12:51.000]  都會有這三樣的物件
[00:12:51.000 --> 00:12:53.000]  黃金 乳香和末藥
[00:12:53.000 --> 00:12:55.000]  或者你都可能說
[00:12:55.000 --> 00:12:57.000]  波斯人很有錢
[00:12:57.000 --> 00:12:59.000]  因為太多書講是波斯人
[00:12:59.000 --> 00:13:01.000]  可能波斯人很有錢
[00:13:01.000 --> 00:13:03.000]  買了阿拉伯的特產
[00:13:03.000 --> 00:13:05.000]  然後給皇帝
[00:13:05.000 --> 00:13:07.000]  這個可能很低
[00:13:07.000 --> 00:13:09.000]  你去找皇帝
[00:13:09.000 --> 00:13:11.000]  你怎會拿第二個國家的特產呢
[00:13:11.000 --> 00:13:13.000]  肯定不會
[00:13:13.000 --> 00:13:15.000]  我們中國人去其他國家
[00:13:15.000 --> 00:13:17.000]  都帶我們中國的字畫
[00:13:17.000 --> 00:13:19.000]  山水畫 絲綢
[00:13:19.000 --> 00:13:21.000]  所以我覺得這個機會
[00:13:21.000 --> 00:13:23.000]  是比較低
[00:13:23.000 --> 00:13:25.000]  但對我來說
[00:13:25.000 --> 00:13:27.000]  最重要的一個證明
[00:13:27.000 --> 00:13:29.000]  就是在聖經
[00:13:29.000 --> 00:13:31.000]  當大家一路看舊約聖經的時候
[00:13:31.000 --> 00:13:33.000]  很多的經文都是指向
[00:13:33.000 --> 00:13:35.000]  預言耶穌基督
[00:13:35.000 --> 00:13:37.000]  有一天會降生
[00:13:37.000 --> 00:13:39.000]  其中有一段在《耳塞亞書》
[00:13:39.000 --> 00:13:41.000]  第六十章
[00:13:41.000 --> 00:13:43.000]  我只會讀第1、2、3和第6節
[00:13:43.000 --> 00:13:45.000]  給大家聽
[00:13:45.000 --> 00:13:47.000]  第一節說「興起發光
[00:13:47.000 --> 00:13:49.000]  因為你的光已經來到
[00:13:49.000 --> 00:13:51.000]  耶和華的榮耀
[00:13:51.000 --> 00:13:53.000]  發現照耀你」
[00:13:53.000 --> 00:13:55.000]  看啊
[00:13:55.000 --> 00:13:57.000]  「黑暗遮蓋大地 幽暗遮蓋萬民
[00:13:57.000 --> 00:13:59.000]  耶和華卻要顯現
[00:13:59.000 --> 00:14:01.000]  照耀你
[00:14:01.000 --> 00:14:03.000]  他的榮耀要
[00:14:03.000 --> 00:14:05.000]  顯在你的身上
[00:14:05.000 --> 00:14:07.000]  萬國要來就你的光
[00:14:07.000 --> 00:14:09.000]  君王要來就你
[00:14:09.000 --> 00:14:11.000]  發現的光輝
[00:14:11.000 --> 00:14:13.000]  第六節「成群的樂陀
[00:14:13.000 --> 00:14:15.000]  並米顛和
[00:14:15.000 --> 00:14:17.000]  以法的毒風陀
[00:14:17.000 --> 00:14:19.000]  必遮滿你
[00:14:19.000 --> 00:14:21.000]  事吧的眾人都必來到
[00:14:21.000 --> 00:14:23.000]  要奉上黃金雨香
[00:14:23.000 --> 00:14:25.000]  又要傳說耶和華的讚美
[00:14:25.000 --> 00:14:27.000]  這是直指到耶穌的出生
[00:14:27.000 --> 00:14:29.000]  有那顆星
[00:14:29.000 --> 00:14:31.000]  耶穌就是自己的光
[00:14:31.000 --> 00:14:33.000]  因為在約翰福音我們一直都知道
[00:14:33.000 --> 00:14:35.000]  耶穌是那個光
[00:14:35.000 --> 00:14:37.000]  第六節特別是
[00:14:37.000 --> 00:14:39.000]  第六節說什麼
[00:14:39.000 --> 00:14:41.000]  第六節說「成群的樂陀」
[00:14:41.000 --> 00:14:43.000]  真的有樂陀隊?
[00:14:43.000 --> 00:14:45.000]  然後「米顛和以法」
[00:14:45.000 --> 00:14:47.000]  你知不知道「米顛和以法」在哪裡?
[00:14:47.000 --> 00:14:49.000]  「米顛和以法」
[00:14:49.000 --> 00:14:51.000]  其實就是在阿拉伯
[00:14:51.000 --> 00:14:53.000]  原來就是
[00:14:53.000 --> 00:14:55.000]  阿拉伯的
[00:14:55.000 --> 00:14:57.000]  部族
[00:14:57.000 --> 00:14:59.000]  所以我更加覺得
[00:14:59.000 --> 00:15:01.000]  很大可能
[00:15:01.000 --> 00:15:03.000]  不是波斯而是阿拉伯的人
[00:15:03.000 --> 00:15:05.000]  但可能
[00:15:05.000 --> 00:15:07.000]  對於未信的朋友
[00:15:07.000 --> 00:15:09.000]  你說
[00:15:09.000 --> 00:15:11.000]  耶穌
[00:15:11.000 --> 00:15:13.000]  收什麼禮物?
[00:15:13.000 --> 00:15:15.000]  什麼事?
[00:15:15.000 --> 00:15:17.000]  耶穌收什麼禮物對我們信徒很有關係
[00:15:17.000 --> 00:15:19.000]  他的屬靈意義對我們信徒
[00:15:19.000 --> 00:15:21.000]  很有關係
[00:15:21.000 --> 00:15:23.000]  但你未信耶穌
[00:15:23.000 --> 00:15:25.000]  和你有什麼關係?
[00:15:25.000 --> 00:15:27.000]  在路加福音2:10-12
[00:15:27.000 --> 00:15:29.000]  這樣說
[00:15:29.000 --> 00:15:31.000]  「天使對他們說」
[00:15:31.000 --> 00:15:33.000]  「他們」是指到牧羊人
[00:15:33.000 --> 00:15:35.000]  不是那幾位博士
[00:15:35.000 --> 00:15:37.000]  大家不要混亂
[00:15:37.000 --> 00:15:39.000]  「天使對牧羊人說:不要懼怕
[00:15:39.000 --> 00:15:41.000]  我報給你們大喜的訊息
[00:15:41.000 --> 00:15:43.000]  是關乎萬民的」
