
[00:00:00.000 --> 00:00:06.720]  好 今天就跟隨教會的安排
[00:02:55.280 --> 00:02:57.280]  就是說方話的
[00:02:57.280 --> 00:02:59.960]  不愛他所看見的弟兄
[00:02:59.960 --> 00:03:04.400]  就不能愛沒有看見的神
[00:03:04.400 --> 00:03:06.880]  凡信耶穌是基督的
[00:03:06.880 --> 00:03:09.360]  都是從神而生
[00:03:09.360 --> 00:03:12.560]  凡愛生他的生之神的
[00:03:12.560 --> 00:03:15.720]  也必愛從神生的
[00:03:15.720 --> 00:03:19.720]  我們若愛神,又遵守他的誡命
[00:03:19.720 --> 00:03:24.800]  從此就知道我們愛神的兒女
[00:03:24.800 --> 00:03:27.080]  我們遵守神的誡命
[00:03:27.080 --> 00:03:28.960]  這就是愛了
[00:03:28.960 --> 00:03:32.080]  並且他的誡命不是難受的
[00:03:32.080 --> 00:03:33.800]  我們看看猶祖的禱告
[00:03:33.800 --> 00:03:38.600]  主耶穌求你幫助我們學習甚麼叫做愛
[00:03:38.600 --> 00:03:41.600]  學習愛不是艱難的
[00:03:41.600 --> 00:03:43.960]  我們可能要付代價
[00:03:43.960 --> 00:03:47.720]  但這個代價是一個輕散的代價
[00:03:47.720 --> 00:03:50.280]  因為你住在我們裏面
[00:03:50.280 --> 00:03:52.440]  你為我們付這個代價
[00:03:52.440 --> 00:03:54.400]  你給我們力量
[00:03:54.400 --> 00:03:56.440]  求今天聽到的時間
[00:03:56.440 --> 00:03:58.560]  你在我們心中動功
[00:03:58.560 --> 00:04:00.440]  轉化我們的生命
[00:04:00.440 --> 00:04:01.800]  將以下時間交託
[00:04:01.800 --> 00:04:04.920]  禱告奉耶穌基督的名
[00:04:04.920 --> 00:04:08.440]  約翰就
[00:04:08.440 --> 00:04:10.120]  這個約翰一二三書
[00:04:10.120 --> 00:04:12.920]  這個作者應該都是和約翰福音
[00:04:12.920 --> 00:04:15.160]  可能是同一個作者
[00:04:15.160 --> 00:04:16.400]  就算不是
[00:04:16.400 --> 00:04:18.360]  其實學術中有不少爭拗的
[00:04:18.360 --> 00:04:21.720]  都是同一個可能師徒關係那類的
[00:04:21.720 --> 00:04:23.040]  寫出來
[00:04:23.040 --> 00:04:26.680]  老實說以我這些性情的人
[00:04:26.680 --> 00:04:28.800]  有時看約翰一書這些
[00:04:28.800 --> 00:04:30.400]  有時都覺得他頗煩的
[00:04:30.400 --> 00:04:33.840]  我經常都想像寫約翰一書的人
[00:04:33.840 --> 00:04:36.600]  不知是否八、九十歲的老人家
[00:04:36.600 --> 00:04:38.560]  對不起 有些年齡歧視
[00:04:38.560 --> 00:04:40.920]  所以說話就囉囉嗦嗦
[00:04:40.920 --> 00:04:43.200]  剛才你讀那段經文
[00:04:43.200 --> 00:04:44.400]  你都感受到
[00:04:44.400 --> 00:04:47.040]  這個「愛」字出現過很多次
[00:04:47.040 --> 00:04:50.400]  其實約翰一書是很短的
[00:04:50.400 --> 00:04:53.600]  但是「愛」作為一個名詞
[00:04:53.600 --> 00:04:54.360]  「愛」這個名詞
[00:04:54.360 --> 00:04:58.040]  希臘文在《傳本新約》出現了135次
[00:04:58.040 --> 00:05:01.160]  但是在約翰一書已經出現了16次
[00:05:01.160 --> 00:05:04.160]  占了超過十分之一
[00:05:04.160 --> 00:05:06.800]  「愛」這個字都在約翰一書出現
[00:05:06.800 --> 00:05:10.120]  當然其他還有「愛」就在約翰福音出現
[00:05:10.120 --> 00:05:11.920]  但是除了名詞之外
[00:05:11.920 --> 00:05:14.920]  「愛」還可以是一個動詞
[00:05:14.920 --> 00:05:18.320]  在約翰一書出現了28次
[00:05:18.320 --> 00:05:20.240]  所以名詞加動詞加起來
[00:05:20.240 --> 00:05:24.080]  就是出現了44次
[00:05:24.080 --> 00:05:26.320]  就是五張書裏面44次
[00:05:26.320 --> 00:05:28.560]  不是說名詞「愛」就是動詞「愛」
[00:05:28.560 --> 00:05:30.240]  都頗煩的
[00:05:30.240 --> 00:05:31.520]  不知你是否會覺得
[00:05:31.520 --> 00:05:34.040]  即是囉囉嗦嗦「愛」
[00:05:34.040 --> 00:05:38.720]  所以其實如果你問約翰一書的主旨是甚麼
[00:05:38.720 --> 00:05:40.640]  是很簡單的
[00:05:40.640 --> 00:05:41.960]  「愛的見證」
[00:05:41.960 --> 00:05:45.240]  我們要透過「愛的見證」去宣揚神的道
[00:05:45.240 --> 00:05:46.640]  就是這樣
[00:05:46.640 --> 00:05:48.720]  不過這樣說完
[00:05:48.720 --> 00:05:51.080]  但是都要繼續說下去
[00:05:51.080 --> 00:05:53.320]  但是我們又要思想一下
[00:05:53.320 --> 00:05:57.840]  進一步了解在甚麼處境裏面
[00:05:57.840 --> 00:06:02.240]  約翰在說「愛」這件事
[00:06:02.240 --> 00:06:05.640]  你明白在不同的處境裏面說「愛」
[00:06:05.640 --> 00:06:08.600]  那個含義是不一樣的
[00:06:08.600 --> 00:06:11.000]  還有你知道
[00:06:11.000 --> 00:06:14.560]  如果有「囉囉嗦嗦」跟你說的那件事
[00:06:14.560 --> 00:06:17.080]  通常你沒有做那件事
[00:06:17.080 --> 00:06:19.240]  正如我媽媽經常都
[00:06:19.240 --> 00:06:20.680]  不是我媽媽 是我老婆
[00:06:20.680 --> 00:06:22.880]  經常都「囉嗦」我女兒
[00:06:22.880 --> 00:06:25.200]  叫她脫了衣服 脫了甚麼都好
[00:06:25.200 --> 00:06:26.400]  鞋襪甚麼都好
[00:06:26.400 --> 00:06:28.400]  要整齊整齊
[00:06:28.400 --> 00:06:30.160]  經常都「囉嗦」我女兒
[00:06:30.160 --> 00:06:32.960]  原因當然是有個女兒經常都不做
[00:06:32.960 --> 00:06:36.320]  這些母女關係就很有趣了
[00:06:36.320 --> 00:06:38.800]  同樣地你可以想像
[00:06:38.800 --> 00:06:41.200]  為甚麼約翰要「囉囉嗦嗦」
[00:06:41.200 --> 00:06:44.000]  說四十多次
[00:06:44.000 --> 00:06:46.160]  大概是一個他很熟悉的教會
[00:06:46.160 --> 00:06:47.880]  我們不清楚在哪裏
[00:06:47.880 --> 00:06:49.240]  是否爾弗所還是哪裏都好
[00:06:49.240 --> 00:06:50.240]  不要理會
[00:06:50.240 --> 00:06:51.840]  總之是一個很熟悉的教會
[00:06:51.840 --> 00:06:53.040]  他「囉囉嗦嗦」在那裏
[00:06:53.040 --> 00:06:55.360]  不停地說「愛愛愛」
[00:06:55.360 --> 00:07:00.120]  即是說這個教會是在面對一些問題
[00:07:00.120 --> 00:07:06.320]  而約翰覺得這個教會現在很缺乏這件事
[00:07:06.320 --> 00:07:08.800]  所以他就要提醒這個教會
[00:07:08.800 --> 00:07:12.640]  此時此刻你很需要這件事
[00:07:12.640 --> 00:07:14.960]  所以我們又要明白一下
[00:07:14.960 --> 00:07:18.840]  約翰到底寫信給這個教會
[00:07:18.840 --> 00:07:21.520]  他在面對甚麼問題呢
[00:07:21.520 --> 00:07:23.320]  為甚麼約翰那麼「囉嗦」
[00:07:23.320 --> 00:07:27.000]  經常跟他說要「愛愛愛」呢
[00:07:27.000 --> 00:07:30.360]  當然這個問題我們不能夠完全知道發生甚麼事
[00:07:30.360 --> 00:07:32.120]  因為我們只有這封信
[00:07:32.120 --> 00:07:35.160]  我們沒有另外那邊的敘述
[00:07:35.160 --> 00:07:37.400]  即是教會那邊的敘述
[00:07:37.400 --> 00:07:39.280]  但是在書信裏面
[00:07:39.280 --> 00:07:41.840]  我們看到一些蛛絲馬跡
[00:07:41.840 --> 00:07:44.000]  譬如在四章一節開始
[00:07:44.000 --> 00:07:45.560]  那裏提到
[00:07:45.560 --> 00:07:51.080]  約翰說「親愛的一切的靈不可以盡所能
[00:07:51.080 --> 00:07:53.800]  總要測驗哪些靈是出於神的
[00:07:53.800 --> 00:07:56.800]  因為很多假先知已經來到世上了」
[00:07:56.800 --> 00:08:02.480]  「凡宣認耶穌基督成了肉身而來的靈是出於神的
[00:08:02.480 --> 00:08:05.440]  由此你們就可以認出神的靈來
[00:08:05.440 --> 00:08:09.760]  凡不宣認耶穌的靈不是出於神的
[00:08:09.760 --> 00:08:13.800]  那個就不是基督的靈」等等
[00:08:13.800 --> 00:08:15.640]  譬如從四章一到三節
[00:08:15.640 --> 00:08:18.120]  你知道教會有甚麼問題
[00:08:18.120 --> 00:08:21.040]  其中一個問題就是出了一些假先知
[00:08:21.040 --> 00:08:22.680]  這些假先知
[00:08:22.680 --> 00:08:26.120]  大概他們很自信地宣告
[00:08:26.120 --> 00:08:28.240]  即是聖靈在他們身上
[00:08:28.240 --> 00:08:29.960]  他們是憑著聖靈
[00:08:29.960 --> 00:08:32.400]  亦即是憑著神的權柄
[00:08:32.400 --> 00:08:34.640]  宣告他們的道理
[00:08:34.640 --> 00:08:36.920]  他們宣告了甚麼道理呢
[00:08:36.920 --> 00:08:39.840]  我們又不是很清楚
[00:08:39.840 --> 00:08:42.880]  不過從二、三節你知道
[00:08:42.880 --> 00:08:49.480]  其實已經是和基督論有關的
[00:08:49.480 --> 00:08:51.000]  那些人說甚麼基督論
[00:08:51.000 --> 00:08:51.960]  我們不是很清楚
[00:08:51.960 --> 00:08:56.760]  總之他們可能說耶穌有些Dos Egoism
[00:08:56.760 --> 00:08:58.800]  可能耶穌不是真的成肉身
[00:08:58.800 --> 00:09:00.800]  是神假扮的
[00:09:00.800 --> 00:09:02.760]  好像孫悟空三十…
[00:09:02.760 --> 00:09:05.400]  孫悟空多少變也好
[00:09:05.400 --> 00:09:07.320]  神變了一個人身
[00:09:07.320 --> 00:09:09.000]  大概是這樣的理論
[00:09:09.000 --> 00:09:12.360]  所以面對這些異端的問題
[00:09:12.360 --> 00:09:14.240]  除了這些異端的問題外
[00:09:14.240 --> 00:09:20.240]  其實在約翰一書第二章十八十九中
[00:09:20.240 --> 00:09:21.600]  還提到一件事
[00:09:21.600 --> 00:09:23.960]  就說在末世的時候
[00:09:23.960 --> 00:09:25.760]  敵基督會來
[00:09:25.760 --> 00:09:27.400]  但是他們就用
[00:09:27.400 --> 00:09:29.080]  很多敵基督已經來了
[00:09:29.080 --> 00:09:30.560]  Antichrist眾數
[00:09:30.560 --> 00:09:32.480]  很多敵基督已經來了
[00:09:32.480 --> 00:09:34.160]  他們不屬於我們
[00:09:34.160 --> 00:09:36.080]  不過他們和我們出去
[00:09:36.080 --> 00:09:37.680]  為甚麼會和我們出去
[00:09:37.680 --> 00:09:40.320]  因為他們本來就不屬於我們
[00:09:40.320 --> 00:09:42.760]  你看到約翰繼續罵這些人
[00:09:42.760 --> 00:09:43.880]  不單只是假先知
[00:09:43.880 --> 00:09:45.360]  還是一些敵基督
[00:09:45.360 --> 00:09:45.960]  為甚麼是敵基督
[00:09:45.960 --> 00:09:47.440]  因為他宣講一些
[00:09:47.440 --> 00:09:49.120]  你可以說貶低基督
[00:09:49.120 --> 00:09:52.080]  或者誹謗基督的一些真理
[00:09:52.080 --> 00:09:53.520]  所以他們是敵基督
[00:09:53.520 --> 00:09:56.280]  但重點是這些人是從我們
[00:09:56.280 --> 00:10:00.400]  意思是和約翰的教會出去
[00:10:00.400 --> 00:10:02.520]  他們已經出去了
[00:10:02.520 --> 00:10:06.360]  這些人應該都是教會的領袖
[00:10:06.360 --> 00:10:09.360]  因為他們有教導的角色
[00:10:09.360 --> 00:10:11.760]  記著那時候約翰那個年代
[00:10:11.760 --> 00:10:14.080]  是沒有一件事叫做傳職傳道
[00:10:14.080 --> 00:10:15.440]  牧師沒有這些東西的
[00:10:15.440 --> 00:10:18.920]  總之沒有所謂教牧
[00:10:18.920 --> 00:10:21.600]  所謂評訓和領袖沒有這個分別
[00:10:21.600 --> 00:10:24.080]  總之他就是一些教會的領袖
[00:10:24.080 --> 00:10:28.000]  他講一些道理不合乎基督的信仰
[00:10:28.000 --> 00:10:30.000]  大概是吵架了
[00:10:30.000 --> 00:10:32.520]  另一樣我們知道約翰一書經常說
[00:10:32.520 --> 00:10:35.840]  恨 剛才也有講愛和恨的分別
[00:10:35.840 --> 00:10:39.600]  大概這些假先知講的道理
[00:10:39.600 --> 00:10:44.320]  就導致教會有很多互相指責的情況出現
[00:10:44.320 --> 00:10:47.640]  所以最後這些假先知離開了教會
[00:10:47.640 --> 00:10:49.560]  但是教會就
[00:10:49.560 --> 00:10:50.720]  用今天的說法
[00:10:50.720 --> 00:10:54.080]  其實約翰的教會是面對了一種分裂
[00:10:54.080 --> 00:10:56.320]  而很可能面對這個分裂之後
[00:10:56.320 --> 00:10:59.240]  其實教會裏面元氣大傷
[00:10:59.240 --> 00:11:02.440]  可能很多人都很懷疑
[00:11:02.440 --> 00:11:05.640]  值不值得再留在教會裏面
[00:11:05.640 --> 00:11:07.480]  到底教會發生了甚麼事
[00:11:07.480 --> 00:11:08.720]  如果這個是神的家
[00:11:08.720 --> 00:11:11.120]  為甚麼會有這樣的事發生呢
[00:11:11.120 --> 00:11:13.040]  可能是這種處境
[00:11:13.040 --> 00:11:15.320]  所以約翰就要寫這本書
[00:11:15.320 --> 00:11:17.400]  提醒他們要愛
[00:11:17.400 --> 00:11:20.560]  即是說面對這個充滿懷疑
[00:11:20.560 --> 00:11:22.560]  甚至氣餒
[00:11:22.560 --> 00:11:25.800]  經歷過分裂的一個情況
[00:11:25.800 --> 00:11:29.040]  唯一的解救方法就是愛
[00:11:29.040 --> 00:11:31.600]  要在這樣的處境裏面講愛
[00:11:31.600 --> 00:11:34.120]  這些愛要有一些特色的
[00:11:34.120 --> 00:11:36.840]  所以我們選這節的經文
[00:11:36.840 --> 00:11:37.920]  四章七節開始
[00:11:37.920 --> 00:11:39.040]  其實就是講
[00:11:39.040 --> 00:11:43.440]  到底約翰所說的那種愛是怎樣的愛呢
[00:11:43.440 --> 00:11:45.880]  因為愛可以是很抽象的
[00:11:45.880 --> 00:11:47.600]  這裏不是說浪漫的愛
[00:11:47.600 --> 00:11:49.480]  男生喜歡女生那些
[00:11:49.480 --> 00:11:52.720]  這裏是說一種很堅強的愛
[00:11:52.720 --> 00:11:54.880]  因為這是說神的愛
[00:11:54.880 --> 00:11:57.200]  我們回到第七節
[00:11:57.200 --> 00:11:59.120]  回到今天的經文
[00:11:59.120 --> 00:12:00.760]  「凡有愛心的都是神而來
[00:12:00.760 --> 00:12:02.240]  並且認識神」
[00:12:02.240 --> 00:12:05.160]  首先強調約翰所說的那種愛
[00:12:05.160 --> 00:12:07.000]  不是人間的愛
[00:12:07.000 --> 00:12:09.640]  不是男生見到美女的那種愛
[00:12:09.640 --> 00:12:13.400]  或者現在很多人見到美鳥
[00:12:13.400 --> 00:12:14.920]  美狗都會愛
[00:12:14.920 --> 00:12:16.720]  不是這種天然的愛
[00:12:16.720 --> 00:12:20.200]  就是從神而來的愛
[00:12:20.200 --> 00:12:23.080]  這種神的愛有甚麼特色呢
[00:12:23.080 --> 00:12:24.720]  就是反映神的特性
[00:12:24.720 --> 00:12:26.240]  「每有愛心的都不認識神
[00:12:26.240 --> 00:12:28.600]  因為神就是愛」
[00:12:28.600 --> 00:12:31.520]  約翰強調
[00:12:31.520 --> 00:12:33.760]  因為神本身是愛
[00:12:33.760 --> 00:12:35.240]  不過記住神就是愛
[00:12:35.240 --> 00:12:36.680]  但反過來不是的
[00:12:36.680 --> 00:12:37.520]  愛就是神
[00:12:37.520 --> 00:12:38.480]  這樣就不對了
[00:12:38.480 --> 00:12:39.560]  這些就是一些
[00:12:39.560 --> 00:12:42.160]  有些所謂的心排神學所說的
[00:12:42.160 --> 00:12:43.640]  不過這裏不多說了
[00:12:43.640 --> 00:12:48.480]  總之他強調神是愛的本質
[00:12:48.480 --> 00:12:51.440]  但這個愛這樣說都比較抽象
[00:12:51.440 --> 00:12:52.800]  不過首先他強調
[00:12:52.800 --> 00:12:55.640]  他說的這種愛是從天而來的愛
[00:12:55.640 --> 00:12:57.760]  是神本質那種的愛
[00:12:57.760 --> 00:13:00.360]  神本質那種愛是甚麼呢
[00:13:00.360 --> 00:13:02.280]  約翰繼續解釋下去
[00:13:02.280 --> 00:13:04.120]  神的那種愛的本質
[00:13:04.120 --> 00:13:05.640]  就是第九節表現出來
[00:13:05.640 --> 00:13:07.520]  「他差他的獨生子來世
[00:13:07.520 --> 00:13:09.240]  我們直直他得生」
[00:13:09.240 --> 00:13:11.000]  愛就在我們心裏顯明了
[00:13:11.000 --> 00:13:11.960]  不是我們先愛神
[00:13:11.960 --> 00:13:13.040]  當然是神愛我們
[00:13:13.040 --> 00:13:14.720]  差他兒子為我們的罪作
[00:13:14.720 --> 00:13:16.160]  你要贖回兒子
[00:13:16.160 --> 00:13:19.400]  第九、第十節其實是在解釋神的愛
[00:13:19.400 --> 00:13:22.960]  是一種甚麼本質的愛
[00:13:22.960 --> 00:13:25.120]  當說到神的愛的時候
[00:13:25.120 --> 00:13:26.920]  首先都提醒我們
[00:13:26.920 --> 00:13:30.280]  當你和別人說神
[00:13:30.280 --> 00:13:33.080]  或者你自己想神的時候
[00:13:33.080 --> 00:13:35.520]  你想到甚麼形象呢
[00:13:35.520 --> 00:13:37.360]  有些人想到神
[00:13:37.360 --> 00:13:39.120]  可能是一個高高在上
[00:13:39.120 --> 00:13:42.760]  我還記得很久之前
[00:13:42.760 --> 00:13:44.880]  在幼稚園讀補血
[00:13:44.880 --> 00:13:47.880]  那裏有宗教教育
[00:13:47.880 --> 00:13:49.880]  我依稀記得
[00:13:49.880 --> 00:13:51.320]  不知道是不是想像出來的
[00:13:51.320 --> 00:13:52.520]  印象之中
[00:13:52.520 --> 00:13:54.200]  在幼稚園的時候
[00:13:54.200 --> 00:13:55.960]  都有本宗教教育的書
[00:13:55.960 --> 00:13:56.840]  畫一塊雲
[00:13:56.840 --> 00:13:58.200]  雲上面有個老人家
[00:13:58.200 --> 00:14:00.320]  那個就是神
[00:14:00.320 --> 00:14:02.720]  有些人想像可能神是一個
[00:14:02.720 --> 00:14:05.200]  在雲上面在審判我們
[00:14:05.200 --> 00:14:06.200]  高高在上
[00:14:06.200 --> 00:14:08.320]  看你哪個人犯了錯
[00:14:08.320 --> 00:14:11.840]  如果我們對神的形象是這樣的時候
[00:14:11.840 --> 00:14:14.480]  其實就很直接影響我們的信心
[00:14:14.480 --> 00:14:16.800]  或者我們的信仰生活
[00:14:16.800 --> 00:14:18.120]  如果你的形象
[00:14:18.120 --> 00:14:20.440]  神的形象是一個經常站在天上
[00:14:20.440 --> 00:14:21.440]  坐在天上
[00:14:21.440 --> 00:14:23.640]  看看人間犯了甚麼罪
[00:14:23.640 --> 00:14:25.920]  很容易你都會變成一個
[00:14:25.920 --> 00:14:28.360]  很喜歡審判人的人
[00:14:28.360 --> 00:14:31.200]  我們今天都見到很多基督徒是這樣的
[00:14:31.200 --> 00:14:33.080]  因為他是基督徒
[00:14:33.080 --> 00:14:36.040]  所以他覺得比旁邊那個人好
[00:14:36.040 --> 00:14:37.160]  我不說髒話的
[00:14:37.160 --> 00:14:38.320]  那個人說髒話的
[00:14:38.320 --> 00:14:39.440]  所以我比他好
[00:14:39.440 --> 00:14:42.000]  所以就在批評一些說髒話的人
[00:14:42.000 --> 00:14:43.520]  或者批評這樣那樣
[00:14:43.520 --> 00:14:45.840]  總之他沒有做的事做了
[00:14:45.840 --> 00:14:47.880]  他就很容易批評別人
[00:14:47.880 --> 00:14:49.680]  覺得自己比他好
[00:14:49.680 --> 00:14:53.240]  這裡提醒我們神的本質是愛
[00:14:53.240 --> 00:14:54.120]  不是
[00:14:54.120 --> 00:14:55.480]  神最喜悅的東西
[00:14:55.480 --> 00:14:56.880]  不是去審判人
[00:14:56.880 --> 00:14:57.840]  數人的罪
[00:14:57.840 --> 00:14:58.600]  是愛
[00:14:58.600 --> 00:14:59.880]  而且是甚麼的愛呢
[00:14:59.880 --> 00:15:03.880]  是一個去愛一些不配得愛的人
[00:15:03.880 --> 00:15:05.280]  這個就強調這件事
[00:15:05.280 --> 00:15:06.760]  第九節
[00:15:06.760 --> 00:15:08.960]  不是我們愛神
[00:15:08.960 --> 00:15:11.360]  是神先愛我們
[00:15:11.360 --> 00:15:13.160]  是神先愛我們
[00:15:13.160 --> 00:15:14.960]  以至祂的愛
[00:15:14.960 --> 00:15:17.560]  讓我們有能力愛祂
[00:15:17.560 --> 00:15:19.640]  我們有甚麼值得神去愛呢
[00:15:19.640 --> 00:15:21.120]  沒有的
[00:15:21.120 --> 00:15:23.240]  不是因為我們可愛
[00:15:23.240 --> 00:15:25.240]  不是因為我們有甚麼好
[00:15:25.240 --> 00:15:26.560]  我們世間的人說愛
[00:15:26.560 --> 00:15:27.240]  通常就是
[00:15:27.240 --> 00:15:28.320]  為甚麼你愛這個人
[00:15:28.320 --> 00:15:29.560]  這個人很可愛
[00:15:29.560 --> 00:15:30.880]  為甚麼他可愛
[00:15:30.880 --> 00:15:32.480]  可能男生就看美女
[00:15:32.640 --> 00:15:36.400]  女生就看俊男
[00:15:36.400 --> 00:15:37.640]  最近經常有人說
[00:15:37.640 --> 00:15:39.560]  MIRROR搶了老婆走了
[00:15:39.560 --> 00:15:42.640]  於是女生就看俊男
[00:15:42.640 --> 00:15:45.160]  或者你不是那麼表面的
[00:15:45.160 --> 00:15:46.480]  只是看外表
[00:15:46.480 --> 00:15:47.600]  為甚麼愛一個人
[00:15:47.600 --> 00:15:48.600]  他好人
[00:15:48.600 --> 00:15:49.600]  他對人很好
[00:15:49.600 --> 00:15:51.320]  他經常都有笑容
[00:15:51.320 --> 00:15:54.400]  但是我們見到一些很麻煩的人
[00:15:54.400 --> 00:15:55.680]  譬如見到一些人
[00:15:55.680 --> 00:15:57.400]  經常說髒話也好
[00:15:57.400 --> 00:15:58.640]  或者一個人
[00:15:58.640 --> 00:16:00.440]  雖無過犯 免無可憎
[00:16:00.440 --> 00:16:02.120]  可能他粗微大逆
[00:16:02.120 --> 00:16:03.440]  左青龍右白虎
[00:16:03.440 --> 00:16:05.520]  你見到他也不敢愛他
[00:16:05.520 --> 00:16:06.520]  總之我們很多時候
[00:16:06.520 --> 00:16:07.640]  人間的愛
[00:16:07.640 --> 00:16:10.120]  就是因為那個人有些好的東西
[00:16:10.120 --> 00:16:11.640]  有些東西吸引我們
[00:16:11.640 --> 00:16:13.240]  所以我去愛他
[00:16:13.240 --> 00:16:15.440]  但是約翰強調
[00:16:15.440 --> 00:16:17.040]  神的愛不是這樣的
[00:16:17.040 --> 00:16:19.960]  我們沒有東西可以吸引神
[00:16:19.960 --> 00:16:22.640]  不過神首先去愛我們
[00:16:22.640 --> 00:16:23.520]  有時想想
[00:16:23.520 --> 00:16:26.320]  不單我們對神沒甚麼吸引力
[00:16:26.320 --> 00:16:27.720]  而且可能我們
[00:16:27.720 --> 00:16:29.960]  如果用人的情緒來說
[00:16:29.960 --> 00:16:33.560]  就可能激到神呱呱跳
[00:16:33.560 --> 00:16:36.080]  好像我這些人
[00:16:36.080 --> 00:16:38.000]  其實神和我
[00:16:38.000 --> 00:16:42.560]  即是說神首先呼召我去認識祂
[00:16:42.560 --> 00:16:44.880]  我應該是升中學的時候
[00:16:44.880 --> 00:16:46.160]  我有印象就是
[00:16:46.160 --> 00:16:47.520]  我升了中學的時候
[00:16:47.520 --> 00:16:49.040]  我有一個小學同學
[00:16:49.040 --> 00:16:50.840]  他又升了另一間中學
[00:16:50.840 --> 00:16:53.240]  他不知為甚麼信了主
[00:16:53.240 --> 00:16:55.720]  於是他寫信來和我傳福音
[00:16:55.720 --> 00:16:56.400]  都很有趣的
[00:16:56.400 --> 00:16:58.080]  當年是用筆用紙寫
[00:16:58.080 --> 00:16:59.280]  頗有趣的
[00:16:59.280 --> 00:17:00.840]  他寫了一封很長的信來
[00:17:00.840 --> 00:17:01.840]  說為甚麼信耶穌
[00:17:01.840 --> 00:17:03.440]  信耶穌好呀等等
[00:17:03.440 --> 00:17:04.320]  我又不知為甚麼
[00:17:04.320 --> 00:17:05.080]  當時他沒有心機
[00:17:05.080 --> 00:17:06.280]  我又寫了一封信給他
[00:17:06.280 --> 00:17:07.400]  為甚麼不信耶穌
[00:17:07.400 --> 00:17:09.600]  頂多信耶穌沒甚麼理據
[00:17:09.600 --> 00:17:12.320]  所以他又寫了一兩年的信給我
